"","HPG27_RS00030","HPG27_RS08070","HPG27_RS00245","HPG27_RS08095","HPG27_RS00310","HPG27_RS00315","HPG27_RS00320","HPG27_RS00350","HPG27_RS08100","HPG27_RS00430","HPG27_RS00480","HPG27_RS00485","HPG27_RS00560","HPG27_RS00655","HPG27_RS00880","HPG27_RS00940","HPG27_RS01045","HPG27_RS01065","HPG27_RS01130","HPG27_RS01140","HPG27_RS01395","HPG27_RS01585","HPG27_RS01625","HPG27_RS01725","HPG27_RS01735","HPG27_RS01795","HPG27_RS08155","HPG27_RS02340","HPG27_RS02345","HPG27_RS02350","HPG27_RS02455","HPG27_RS02570","HPG27_RS02575","HPG27_RS02590","HPG27_RS08180","HPG27_RS02660","HPG27_RS02700","HPG27_RS02730","HPG27_RS02900","HPG27_RS03060","HPG27_RS03115","HPG27_RS03180","HPG27_RS03555","HPG27_RS08195","HPG27_RS03725","HPG27_RS03730","HPG27_RS03735","HPG27_RS03815","HPG27_RS03965","HPG27_RS08230","HPG27_RS04365","HPG27_RS04370","HPG27_RS04380","HPG27_RS08245","HPG27_RS04570","HPG27_RS04650","HPG27_RS04675","HPG27_RS04725","HPG27_RS04815","HPG27_RS04830","HPG27_RS04850","HPG27_RS04865","HPG27_RS04870","HPG27_RS04875","HPG27_RS08265","HPG27_RS04890","HPG27_RS08270","HPG27_RS04900","HPG27_RS04975","HPG27_RS04985","HPG27_RS04995","HPG27_RS05000","HPG27_RS05005","HPG27_RS05010","HPG27_RS05015","HPG27_RS05065","HPG27_RS05070","HPG27_RS05075","HPG27_RS05110","HPG27_RS05125","HPG27_RS05130","HPG27_RS08275","HPG27_RS05430","HPG27_RS05530","HPG27_RS08285","HPG27_RS05540","HPG27_RS05685","HPG27_RS08290","HPG27_RS05700","HPG27_RS08295","HPG27_RS06060","HPG27_RS06225","HPG27_RS06395","HPG27_RS06435","HPG27_RS06495","HPG27_RS06655","HPG27_RS06710","HPG27_RS06750","HPG27_RS06765","HPG27_RS06935","HPG27_RS06945","HPG27_RS06950","HPG27_RS07110","HPG27_RS07115","HPG27_RS07120","HPG27_RS07275","HPG27_RS07445","HPG27_RS07610","HPG27_RS07625","HPG27_RS07820","HPG27_RS07950","HPG27_RS08015"
"HP_G27_Mig_2 (GE) - TPM",-0.45319423588887,-0.307046723726262,-0.052651800830675,-0.728068186392013,-0.473787169786159,-0.382733410204542,-0.811087650006856,-0.607988008348955,-0.552781438057197,-1.13346674477335,-0.922424391653301,-0.883075686457972,-0.217898943069188,-0.914069410963223,-1.91592016264736,-0.765586809665338,-1.19833644119663,-0.697669678120306,-0.984958410501717,-1.08317163597272,-1.06282661628853,-0.970495440572118,-0.801923855817973,-0.632659954473584,-1.40778699921899,-0.4618570426352,-0.577221392024609,-0.0528182307971159,-1.00617340391057,-1.05158553383339,-0.943357136098975,-0.471645318548834,-0.768819418306501,-1.01106438524124,-0.641804432687357,-0.603191455507032,-0.830684615162767,-1.24713559355228,0.251421932227445,-0.65207022407051,-0.92967027423748,-0.838894898549839,-0.885280751161689,-1.22614526049502,-0.984675587366396,-0.191301447564334,-0.833172908330766,-1.0905780446981,-1.45158332926089,-0.438548248593672,-1.28832925945169,-1.10476085248422,-0.41611011960412,-0.980046394298292,-0.81492586103555,-0.408979695672117,-1.48929427361664,-0.842324491762668,-0.98382924886443,-0.954033478753981,-0.602275322620132,-0.897289577674135,-0.788948783995681,-0.608718436764106,-0.544087128227577,-0.407716356876944,-0.524288819709661,-0.396823087258242,-1.26958957678631,-0.892496048768552,-0.881744070595592,-0.999956448194754,-1.03878465465339,-0.502971504705262,-1.50913297050217,-0.685290448933231,-1.28417163523458,-1.79575715173743,-1.24518888800425,-1.03784561992162,-0.474941678056998,-0.521616793052381,-0.709028187418322,-0.623506430396288,-0.473423873073587,-0.631567349046876,-0.524868387833763,-0.8622911622633,-1.17292195192014,-0.501194267704836,-0.789701057128164,-1.2907303275222,-0.763527442805931,-0.613835406797383,-0.426218895976224,-1.43141365490681,-0.665673162125884,-0.347929982979411,-0.785327610961318,-0.619489059183911,-0.971402112712577,-0.472225591984204,-0.443442752889605,-0.31676408256933,-0.365105899089776,-0.724611631232806,-0.576390305669289,-1.39159907937945,-0.976113047807984,-0.301659491142463,-0.813756084726019,-1.09764564735737
"HP_G27_Mig_3 (GE) - TPM",-0.378765602142039,-0.307046723726262,-0.857902803461727,-0.731531904629277,-0.470962722062777,-0.376876746351594,-0.779614741308098,-0.511344175544553,-0.552781438057197,-1.20242999555256,-0.900634382722757,-0.569162638153466,0.0520469509663939,-0.848529174480344,-1.18045966143222,-0.652805847501574,-0.753077258843705,-1.22642065397802,-0.828063963887478,-0.695839918193602,-0.839429848965462,-1.54869317239344,-0.824969050165727,-0.807782757543207,-1.46434110944865,-0.411101099798993,-0.69205167252732,-0.636827479270551,-0.651162849933127,-1.23195396725931,-1.03016546961673,-0.471645318548834,-0.805148680675195,-0.95924039001644,-0.86002309070407,-0.619553190952966,-0.839780796379904,-1.30315778032085,0.205247176901488,-0.601339936981067,-0.58496269765964,-0.531469207973209,-1.01336749774636,-1.08292380175077,-0.643838891180634,-1.18821127109601,-1.0112856658739,-0.787567301144611,-0.965557523726839,0.118594518880646,-0.636660781531849,-0.990761463376177,-0.439112656845097,-0.0122952285087716,-0.512938452774396,-0.196121154743524,-1.04219268386577,0.0172517243429623,-0.858184142559427,-0.331670001878423,-0.498595132380891,-0.656028726702589,-0.778019091443985,-1.10398823463462,-0.422408021133647,-0.329369027424778,-0.499190690733595,-0.422947102664837,-1.32748903011701,-0.507228539548838,-0.881744070595592,-0.643371133253254,-1.33708322962523,-0.522908515866847,-1.13889385366938,-0.799538185489966,-1.27355638999876,-1.82345188690118,-1.33204401289394,-1.1977832214008,-0.509219078362507,-0.539839432614525,-0.538928367366445,-0.347633880973009,-0.478039543921627,-0.729787792234696,-0.622281950273726,-0.748753864205874,-0.844961283431758,-0.779801199032661,-0.248907068039033,-0.990142747484478,-0.878463511737384,-0.878294583842365,-0.107972730651545,-1.17069430838298,-0.586621859244149,-0.710397722639517,-0.925782823184756,-0.698982249516842,-0.591473781887991,-0.452181617725499,-0.722496751269027,-0.359057039826072,-0.384322962354457,-0.269312477019729,-0.534449729937637,-0.647516238726567,-0.957721354522439,-0.629289995556811,-0.854715727351482,-1.07639229558496
"HP_G27_Nd_1 (GE) - TPM",-0.580738975931769,-0.307046723726262,0.0928686867370137,-0.746222473153603,-0.395996315813497,-0.497657472768972,-1.04697061092474,-0.452495843755219,-0.552781438057197,-0.144370001212781,-0.803472971269854,-0.685414050948246,0.0422617451286322,-0.920147727933519,0.29544211101847,-0.673526418626564,-1.22804946321436,-0.706916118645459,-0.948831119622161,-1.05275589844637,-1.28713994430971,-0.799232310945764,-0.564917384196892,0.517000583443086,-0.974621202751775,-0.412386966013566,-0.567463018201464,-0.531221004964223,-0.824261949779293,-0.171293629352157,-0.32489736993513,-0.471645318548834,-0.8722626698885,-1.02229858322804,-0.898570195669838,-0.506891003693418,0.59003005649538,0.407362743564667,0.496315420831475,-1.45228167214059,-0.505976426750341,-1.13777827287826,-0.924550680466908,-0.2909291218612,-0.934107856734551,-0.917804256420011,-0.248202560076678,-1.07217013263938,0.406942009209855,-0.438548248593672,-1.40269298895268,-0.105390543791465,-0.585158490748946,-0.0688572864167049,-0.514619449347371,-0.408979695672117,-0.920424693842144,-1.46376739992233,0.0482966740931009,-0.67215707231551,-0.524848719129302,-0.176611569462135,-0.712454574847307,-1.07703931421229,-0.396370575144114,-0.41038765554876,-0.60174302618431,-0.462407579631241,1.26577732906867,-1.29826230104086,-0.881744070595592,-0.810229286989957,-0.48148505795486,-0.471243035332125,-0.857974340852841,-0.953125035491283,-1.13701294834879,-0.819535468080576,-0.615374344862003,-0.789934203909465,-0.399718467501813,-0.532537254481071,-0.18029438171516,-0.569511299972452,-0.452677235918028,-0.748436173282305,-0.498004417009994,-0.754965916725092,-0.959668477745351,-0.430328480497377,0.00917309463218168,-0.508484973895873,-0.75677260404624,-1.05611883318556,-0.588315993990023,-0.072014056164881,-0.549507087302704,-0.803172267413619,0.615128696993176,-0.655397955738263,-0.826350449120478,-0.492669729430846,-0.91108022464668,-0.35786597821528,-0.360838279335052,-0.274400210988862,-0.560698451196488,-0.0770113286505573,-0.771687831670453,-0.249232522624234,-0.850051437003185,-0.762472661220517
"HP_G27_Nd_2 (GE) - TPM",-0.364172850176838,-0.307046723726262,-0.748822352565207,-0.699285526193208,-0.37094627443899,-0.541069978943092,-0.857580319689526,-0.528704819794073,-0.552781438057197,-0.0682222523870029,-1.09893520040292,-0.569883512499344,0.198811362257921,-0.96362006986379,0.750794159770491,-0.591211834231783,-0.9416098862637,-0.865047755334714,-0.926605361534089,-1.05601068095387,-1.12403455340318,-1.18790225022461,-0.740683807140724,-0.524386641466616,-0.271907029159976,-0.444235347888943,-0.612720796147319,-0.636827479270551,-0.795438761525235,-0.481243594300946,-0.559392743547505,-0.384839472143941,-0.865701466928807,-1.09217129808013,-1.20987438110259,-0.598276002134059,0.828104733930932,0.357382071416115,1.13869040457284,-1.50694965383278,-0.409281370531292,-1.11955414853119,-0.94763300363017,0.00176800409977515,-0.755446059295372,-0.882114193167855,-0.607436341555048,-1.00336707042857,0.253950671972678,-0.438548248593672,-0.523768509166383,-0.785327043381531,-0.473021502053298,-1.00693976944879,-0.200841754348319,-0.304014933095332,-0.838127253399545,-1.39112358685908,-0.266885629874614,-0.312315172249817,-0.470806523077469,0.555850152835278,-0.686268077524772,-0.733601272875364,-0.414481825801907,-0.429431334619473,-0.449666251113838,-0.448223723480262,0.834892222970651,-0.169604439068484,0.16721121016644,-1.09343248833392,-0.711027631927758,-0.822144234869984,-0.569934083757028,-0.570066909204582,-0.79581805530934,0.0928169782445543,-1.3189701060953,-0.747365350007598,-0.458853998299096,-0.584875681346477,-0.251788133180994,-0.599210266521358,-0.463781379849578,-0.423569275527217,-0.577530382502076,-0.728895173859863,-0.980847832444672,-0.790998490802431,0.00924789748656387,-0.725217693319183,-0.839031324873509,-0.779121295417853,-0.199898113016513,-0.331841121184558,-0.504216726252746,-1.00935920658105,-0.216622124777997,-0.688939483450653,-0.600431671465919,-0.469544829753124,-0.889887796927107,-0.335442374609587,-0.37972168598729,-0.319170820485512,-0.576030547412898,-0.705757375979155,-0.819973601509533,-0.249878900220873,-0.691895474906383,-0.840480650999928
"HP_G27_Nd_3 (GE) - TPM",-0.41323164517522,-0.307046723726262,-0.652954977386004,-0.79174657834015,-0.387770508388996,-0.303657776804816,-0.515421889412607,-0.517325960009008,-0.552781438057197,-0.249540638193328,-0.761137572192832,-0.487441684539835,0.139770423708379,-0.908955730035256,1.01361839056529,-0.788043033614901,-0.944981752962041,-0.501130293560796,-0.772595286850998,-0.935928912809807,-1.20613206629212,-1.42491046062434,-0.211294455024297,-0.544858686213108,-0.857052246382023,-0.439315848481777,-0.609244846488549,-0.636827479270551,-0.867500346086034,-0.150797993232359,-0.721856898195174,0.275881557502589,-0.834937364570032,-1.07095282766173,-1.29568550425569,-0.463782693304609,0.584835527415753,0.469033819380394,0.878542487697083,-1.4139060328632,-0.425389368675876,-1.05965863365273,-1.00554719973409,-0.297842067222047,-0.83770966265238,0.0698553421829047,-0.492700174651071,-1.04956666811177,0.243416642022084,-0.383241445094366,-1.44803772250616,-0.828390271452731,-0.509391032266631,0.508613764533966,-0.418545835477602,-0.268111846468141,-1.04215345176795,-1.25761317747049,-0.110745951593401,-0.569291094404728,-0.447892454003356,-0.35842276732911,-0.493279074214189,-0.972728609529999,-0.402660664311536,-0.354381804534458,-0.526655741070517,-0.439280275610082,0.614251390623262,-0.962274895315493,0.213172076370355,-0.593679312619498,-0.933490660319056,-0.921181553224444,-0.634512025056083,-0.718750591412573,-1.23740563284475,-0.6595937532697,-0.95214191990566,-0.818813034761867,-0.457929790437326,-0.599033935379188,-0.761929519402312,-0.566816065989777,-0.376642942641783,-0.667645749185731,-0.5099014061476,-0.780869107464328,-0.76532318057537,0.0429899939000785,0.745609390872674,-1.0271803037921,-0.866204521293132,-1.02285549965624,-0.45607467445007,0.176492945680382,-0.498814298511134,-0.87459346827477,0.405806052577505,-0.73765156805078,-0.647767315123967,-0.470630152707804,-0.739635747459354,-0.36184729572197,-0.371741389300506,-0.418333316914605,-0.572930206617552,0.423880225008199,-0.915406377150573,-0.631411522607885,-0.528035400710221,-1.01242589723948
"HP_G27_Ns_1 (GE) - TPM",-0.0106591060738252,-0.307046723726262,0.516889496473476,0.147322548255215,-0.341443598259033,-0.24715489447491,-0.286507952048604,-0.179776351613484,-0.281490389270229,-0.812767777034876,0.384129532786711,-0.46419179019988,0.419884370803603,0.878866821532235,0.200664257784043,0.237211240783725,0.949091748430647,-0.233105820413207,0.0877839212946693,0.18529845172809,0.119083491586411,0.687555751504455,0.484207737550652,-0.363317051714272,0.483342072700183,-0.16133724991404,-0.275449839132644,-0.380006482428438,1.18970252255914,1.308151506464,2.21067989262235,-0.471645318548834,-0.425721132653909,0.878816488410727,1.02698327961767,-0.231117146406002,-0.244891811976911,-0.730195008114468,0.983360312990934,0.444347935199699,-0.118448255381953,-0.616402254265166,0.140743691566078,0.516968328375499,0.046129867135854,-0.0374215186083757,0.716863903333257,-0.10220965996517,-0.884507994440262,-0.337366797504246,0.674770871142631,1.60060282370838,0.0437311477838604,1.46020483233311,0.192400637029192,-0.408979695672117,0.777405185815274,0.0547983519932705,-0.128149502967668,-0.67017349914765,-0.319838412969506,-0.185298375548205,-0.347952859318021,-0.24931612602042,-0.357320417142291,-0.211215474432834,-0.196395398043361,-0.0241319656860229,-0.452616563048702,0.0591687749676182,1.49694032266408,-0.305065864906097,0.461380875990268,-0.0882241362971628,0.800045941698298,0.449452763698052,0.997291712930409,2.06938569207088,0.810858279830725,0.516667091348663,-0.195247974201535,0.312761124255979,1.33599235426897,0.309698762655038,-0.112197713995247,-0.347450069851846,0.117220479255761,-0.12783098306884,-0.304166694848743,0.177594056514277,-0.72339492415417,-0.771433984647672,0.222487527027195,1.60784319054004,-0.851796987757481,-0.162500449098351,-0.132894157468195,-0.710137000008411,1.60786603850037,-0.112204317942779,-0.275584523657757,-0.131818600295745,0.301964173477144,-0.298469045056464,-0.296221877775273,-0.559167465174229,-0.185584642310364,0.0889993986613523,0.197689975276023,0.824565419703686,-0.0183258044155575,-0.0901933239687562
"HP_G27_Ns_2 (GE) - TPM",-0.0750739992251314,-0.307046723726262,-0.391597658739919,-0.0554432712160929,-0.351231576231963,-0.367060250753022,-0.0956753550994609,-0.164332766497864,0.074122215084988,-0.508205541041851,-0.0252837694167553,-0.389425302935983,0.207453434633509,1.87278701102481,1.06764936515403,0.253322310010511,0.518432872438294,-0.259081019808208,0.116226140171947,0.391479672982001,0.0324925985210024,2.29716601089764,0.805016479561356,-0.741139033955204,0.472489131837807,-0.172490275479279,0.18312116027987,-0.0186337002440783,1.54511962597334,1.10873351343654,1.8832332291914,-0.471645318548834,-0.630478418606945,1.24279988469451,1.8219292213428,-0.261650632702424,-0.262095133435561,-0.388719357688136,0.266079974943535,0.259814917422875,-0.463064232535923,-0.597577509182666,0.239634749824289,0.367338245926939,-0.085038811453811,0.289157167520727,0.408615041988356,-0.0176531477854074,-0.815264589282301,-0.316771321536267,1.33058117974198,1.5850792572042,0.117696279401935,0.748507020493922,-0.0482450574046045,0.0562737462501301,0.79806601987501,0.354605150553788,-0.324723145052127,0.00768422715644982,-0.239686608761967,-0.211756015805158,-0.252730349041491,0.633507181520791,-0.218427839549421,-0.131729263472566,-0.0930431062818745,-0.00399031389060675,-0.372062147284948,-0.291669640733128,0.805839747075792,-0.102073985290041,1.29076428116949,-0.273145047423274,1.05150882325459,0.571936872427326,0.544900508880515,2.12656487701818,0.957913023450745,0.669250959915488,-0.198360499583369,0.252542098329229,1.4685096007475,0.822637422923138,-0.000133239714309505,-0.250518056597649,-0.205205143580746,0.369157975209388,-0.311848876619925,0.342061087894952,-0.733093029462888,-0.65608840670982,0.109174064194587,0.629785346432334,-0.722667946082736,0.219559834856259,-0.115244530605448,-0.586633819397429,2.27060010921669,-0.100696579552881,-0.127724552472238,-0.0826855638033992,0.397431477684825,-0.29024906857106,-0.319640265936604,-0.442901996282345,-0.144310385877269,0.942576675045592,0.166338310271118,0.679087328774466,-0.000959016385505942,0.145657971655989
"HP_G27_Ns_3 (GE) - TPM",-0.15073242431566,0.283747962407631,-0.616360283806318,0.621477364464283,-0.174626329872561,0.0561426018535274,0.573997759247101,0.0980260011622887,-0.259170197444412,-0.715373749043221,0.42368186402069,-0.242738003858784,1.08177840902157,1.48337605454883,0.325596542005684,-0.0318243686228384,0.837846635170695,-0.331611749171827,0.280572076693704,0.469168744767803,-0.372566100443984,1.17563822767457,0.332526569126651,-0.230735363254309,0.815668515309885,-0.198555822484911,-0.150413333242522,-0.38865722924052,1.86847094465303,1.08198672253385,3.12453303153218,0.441393524485549,-0.383018301035405,2.13188243584758,2.22140295350695,-0.176199918833353,-0.44354184266658,-0.605943285590452,0.385081393460555,0.464090966846105,-0.392761207159294,0.0284541588312638,0.354662646980684,0.549448962815475,0.329154367586415,-0.256227070952244,0.848815263475361,-0.171506566146374,-0.195435720240681,-0.125673817754397,0.284432178664676,2.07140807686926,0.0351141053960218,1.27342099094116,-0.240015019935837,0.130587479264909,1.27733407836103,0.0673773241340617,-0.0136502889264884,-0.0727932764325318,-0.238377565917352,-0.0505098575910906,-0.289207459764818,-0.303973680257627,-0.231106930340656,-0.208345465157905,-0.013152032749974,-0.0533144476464127,-0.229604911593372,0.359795252078134,-0.688181047589993,1.0104761343163,1.03568449580296,0.399368934796472,1.40541454220809,1.01206339371274,0.893478528440131,1.97417049785504,1.27057672543415,0.809120595598394,-0.149787682322416,0.133914400473278,1.53226922791839,1.08643218230226,-0.0267282738717686,-0.0498438908453425,0.0417661704658388,0.159889678318283,0.0221736739130324,0.277243935808491,-0.527627909570877,-0.468123054094398,0.409560234731129,1.25396531521097,-0.368161034764671,-0.340885263338425,-0.111950417008731,-0.219615621840353,0.896071946769357,-0.100164724899195,-0.0665917305957552,-0.159903545058063,0.159610214358738,-0.281406813796397,-0.284729867681738,-0.472971735759259,-0.225229937559226,-1.29599101241695,0.400512699766275,0.450039124347328,0.0108741196369984,0.228351984754778
"HP_G27_Oss_1 (GE) - TPM",2.83183660948427,0.418986724068184,2.21432906884249,2.54461466600105,2.07329776902475,1.64725654829289,1.01022869872485,2.53700169809463,2.23070074722697,2.07044000688376,2.73271355315629,2.21121968048246,1.07756131252299,2.14376110133746,-2.17974490879575,2.07530256676612,2.25334718222153,2.39456207986395,2.52984553358429,2.29216694252956,1.33918288618161,2.00468129595756,2.82303857070761,2.22960678644179,0.945632323902217,2.70727169614092,2.65406181382473,2.47395710614899,1.49142432855848,0.403178771185211,1.34509688296368,4.48896357221711,1.88227771677585,1.78707350679713,1.84096311682172,2.51992674404185,2.25138821649776,1.0085471337981,-1.9114619207168,2.25354237406968,0.857022056487266,1.37711091362772,2.23068844365929,2.31230349309488,2.20843761349147,0.00917356348837855,1.84361603489224,2.30628631999286,2.2056722006221,2.82965491855985,1.64668713932777,0.100041807147025,2.6025801860116,1.15297489858452,2.27868185157844,1.22321587652036,2.22236363293393,1.70140030701287,2.18650524019064,1.24678930286985,2.6846267532556,2.27658920351189,2.67971637077817,1.44002725297961,2.85165657141379,3.18306338349018,3.05518956027793,2.97586610384095,1.52280708385724,1.57694635230857,1.25909959047861,1.87149182824691,1.9745925673008,2.31414218844048,2.02968546148933,2.05786401214412,2.95504968891439,1.08255171716698,2.18441994463225,2.00116908428465,2.56019384540872,3.37407437080818,1.78616376889846,2.57605368533427,2.61465739386249,2.78617074528817,2.55969896956168,2.8969148568658,1.83164423846982,2.95435512663265,1.43908698982019,1.97267375424361,3.05480180638861,2.44803822448752,1.98917328433225,2.47364146645554,2.97060609753804,2.4257264994555,1.58316580396307,2.63781515837413,2.52354711118945,3.05212881602803,2.35162630954826,2.59918338433869,3.13476851822072,2.47674848064525,3.05555011795665,1.39331570242965,2.05756303066396,2.82151519258806,2.3513026104883,1.03569873933184
"HP_G27_Oss_2 (GE) - TPM",2.93405034492191,-0.307046723726262,1.33066504332011,2.65700364737005,2.29056177011357,2.02699945557392,0.341419040814533,2.83354919872227,1.40876840929563,2.58642587991538,2.64977637066735,2.8658177679496,0.764579959654175,2.46679420643673,-1.54060942686907,2.56662393343274,2.39103839704078,3.176549827434,2.63966713459555,2.49190793333544,1.67594530807241,1.33296664770039,3.21868454444201,1.46720709456875,0.804554058249759,2.89638807841108,2.93058570798522,2.31297558558281,1.47372348142807,1.53500377635832,1.60837545282907,2.2906565577902,2.68425586106693,1.99325856282075,1.83001413726608,2.33309086560233,1.95633944891638,1.18249108087137,-1.85341837888357,2.2482704443654,1.39428298221068,1.02334025377878,2.88180018323109,2.84450017160888,2.81254378540711,1.70092071738783,2.40734978075762,2.43159853741231,2.35898604649065,2.9145496335184,2.66200858449967,0.692800352065056,2.84590140112494,3.00559394275554,3.78558410153155,2.4863542665466,2.13501864641152,2.34186782959366,3.65636754953018,1.52703438967199,1.27677634373857,3.47521015484351,2.4202766529664,2.22140494536613,3.32788006954721,2.66902268480138,2.48731514173311,3.11622870231065,1.92173486713375,1.26685190660308,1.0041003850022,3.12919244036976,1.70540866669046,3.36305340457252,2.59615435044841,2.16688970295898,2.24096225120933,1.01820674408925,1.19770326047758,1.99918886696612,3.08500169910784,3.02980721085972,1.91781627707226,2.49326139421334,2.47322951547493,3.21264651353241,2.7861705435408,3.15475598806964,2.32861687518472,2.77333383204107,0.544460077867345,1.91439033260467,2.5987084250165,1.58929810384915,1.94263048885398,2.52493876990734,3.01496972221184,2.03814898399965,1.8845436017098,3.08981090270799,3.14049981471269,2.43352700519181,2.41387149695927,3.21351814077445,3.10766912923407,3.07599570183073,3.1702998874638,3.13968195537051,2.6749672581672,3.35049394630453,2.49865303038017,0.803885389994533
"HP_G27_Oss_3 (GE) - TPM",3.20491961320386,5.30198470720775,3.04056369862306,3.51269529686441,4.34811567105535,4.52212384018401,3.53409838881228,3.67526197763945,4.22589006555957,2.37963497052905,2.66571860911653,3.62568377901416,3.6677441846306,2.08548049930068,-2.0554091979063,2.91295898088497,2.80596782612445,2.96530163717862,3.08429921607799,2.93282311537637,1.18234683980749,2.08763839547024,1.39413405028134,3.78123639510208,1.86690209345119,3.57508944427719,3.42181941196467,3.98120606000363,3.46494895087032,3.78192226995708,0.923582179527241,-0.471645318548834,3.04299896501214,2.25032279368295,1.3603530558728,4.05464960400913,3.0847763585233,2.3015210462797,-1.65874856539288,2.5951517753236,3.94298160936252,3.46165088246405,2.85628256448094,2.54753318274195,3.37723592899855,4.28164696309557,2.75246503109611,3.06598397027214,2.49898920926046,3.4230289194193,2.11904698418862,3.08229785825082,3.67564549879468,0.551953226630007,2.3163945756646,4.60336088776958,2.88232892083329,2.67188675201741,2.53306856825576,4.77509596260918,3.95814216833584,1.67530719058633,3.3385633976079,2.46042029553915,2.97093654781546,3.4200672701281,3.37456477535844,3.16005606312678,1.86614553893251,3.90804693747376,3.89626573613018,0.600687779547373,2.21657849900695,2.36328340400031,2.28067056421239,3.62915733751633,2.52247680890397,1.43861494978369,2.79240932942825,3.33079043997303,3.53079826398507,2.64359635747267,2.90140848447907,3.03631302153387,3.94724423148413,2.85803137382553,3.57537953816,2.18844478161148,3.29814763173601,1.01992434944392,2.87060310010898,2.72746691374261,2.13081288526452,1.22755601415163,3.61199205128813,2.18549829555349,3.11040027097555,3.70422386407711,1.64458205095203,3.10962569859179,2.89346714561023,3.65123974154719,3.46937695623171,3.46708982364874,3.06886607182762,2.55327842273271,2.86125857789945,0.13351378075231,3.34164039118541,2.32189636683711,3.12140561199977,3.03785116054358
"HP_G27_Oxs_1 (GE) - TPM",-0.484463274831779,-0.307046723726262,-0.401627990960409,-0.421807700573286,-0.344657729523105,-0.111239172409868,0.977367281741175,0.00805501796896998,0.277281316279465,-0.746586020012305,-0.123507328639011,0.511187000649151,-0.331070157712816,-0.100700598892681,0.668467838400263,0.832881717514698,0.685035558936217,-0.000164825923777007,0.333831125046125,0.88812948030636,-0.412229749394839,0.217440776063109,0.553285932067277,0.748757240982759,0.349268268366636,-0.00725305089381126,-0.218002074414615,0.166820444878431,0.398277398669923,0.475045209299201,0.0859864940078546,0.219977389310132,0.559473635874504,0.663854656071804,0.00122484669026221,-0.230470610117717,1.04520758354725,1.22452627875736,0.579651642653729,-0.35027419617676,0.714578443175804,0.22767290212786,0.822173350066136,-0.141305922865465,0.477733864612424,0.907648234908392,0.771612951739175,0.934061772407124,0.249907365359934,0.0539693230078085,-0.229773266135676,-0.252347038506871,-0.328624680793017,-0.812783208014483,0.0437548790806409,0.0241059266674106,0.444436127094856,-0.701769626555559,0.28555398447838,0.390145169461041,1.29627004793522,1.19738590940529,0.277421727316994,1.12295879745533,0.203337597718715,-0.15418031996235,-0.0070295625825486,-0.30291127959749,0.58706341848493,0.752394860660248,1.29469251080218,0.0846247414079726,0.721925032790373,0.607510407057958,0.385007126051865,0.425404679396378,0.0271894315188775,-0.257922488385371,0.633958703440299,0.916785152188871,-0.049923765827998,-0.283174403387156,0.102914803400814,-0.627859959874904,-0.226745565031349,0.0770445013589338,0.122241303029811,-0.514349791636553,1.22295001164941,0.641193577246478,-0.214502602594895,-0.250250988300244,1.27413085903079,0.813968482093061,0.458685674454817,-0.249346296026961,0.169697597158539,0.296885178394267,-0.328259445391311,0.161850029284583,0.770714351728827,-0.00523246611782681,0.43031517059598,-0.311675626605535,-0.0883666692693337,0.396310133206122,0.295972509353529,0.171921137218001,0.867164566280348,-0.529749465944118,0.52319855227123,-0.0345733485817244
"HP_G27_Oxs_2 (GE) - TPM",-0.387060267072372,-0.215788980136951,-0.156472399675599,-0.453753731409707,-0.35902858923903,-0.170802864033098,1.18118806816255,-0.0937932839405163,-0.449117485069222,-0.764915074143273,0.0698654512658911,0.409671036875609,-0.655607749780864,-0.16873178438604,1.08809956362331,0.692726188572426,0.818889042199507,0.322707090245115,0.299431237267986,0.61779655049947,-0.29982831152159,0.109697197654492,0.313071475063728,1.03888781089011,0.482827954357623,0.0912595890570936,0.0134457198858365,0.00718182965162,0.252636806306468,0.238200187599581,0.171402478736596,0.151871373071807,0.305619886181573,0.35039449419856,-0.449895983828915,-0.273249054803401,0.422913612965865,0.841912247030076,1.64503456143716,-0.178033276538773,0.926900717261533,0.303032334433078,0.730718223478884,0.0644090696076169,0.440053753964061,0.486959085924824,0.601558504084377,0.9552892706538,0.600741904420914,-0.208987925544567,0.0679982488120011,-0.779987826745946,-0.372041591235726,-0.524989830343175,0.497449462244333,-0.224338841074475,0.200529791277794,-0.534161620696981,0.514768227361716,0.0798043880672112,0.690551516419025,0.881573422221571,0.231826297037614,1.07849762096433,0.330808949854042,-0.212507263430643,-0.0251238401193702,-0.246873303515669,0.0579555660494862,0.72817284274712,-0.403361306871552,-0.230576620612481,1.0261026694528,0.416313896607139,0.270606447517172,0.706641113369811,-0.0420339594478247,0.0797675876137196,0.62969747569598,0.798052182778206,-0.0149813616982576,-0.225429455138268,-0.404841221574588,-0.70698413383703,-0.318088925554858,0.26319485244733,-0.015740193645981,-0.474793841593324,0.606801847433915,0.679213735907676,0.0694195151142553,-0.620714303972765,0.744378279698337,0.779958950190024,0.418261852034094,-0.18261601724227,0.0476958111637588,0.487564992987995,-0.205598109902445,0.12621619285299,0.642114922437394,-0.0795323594480259,0.229643017316108,-0.28418186271367,-0.115039426027149,0.356480507113621,0.257520630504797,0.0699469031032845,0.464765017469275,-0.531402491845724,0.473870692823552,-0.381994344613605
