"","ETEC_RS00200","ETEC_RS01565","ETEC_RS02185","ETEC_RS03140","ETEC_RS27545","ETEC_RS03175","ETEC_RS03445","ETEC_RS03610","ETEC_RS04155","ETEC_RS27655","ETEC_RS04360","ETEC_RS06140","ETEC_RS06510","ETEC_RS29835","ETEC_RS06540","ETEC_RS06685","ETEC_RS07605","ETEC_RS08365","ETEC_RS08615","ETEC_RS27975","ETEC_RS10865","ETEC_RS28140","ETEC_RS28155","ETEC_RS11585","ETEC_RS12005","ETEC_RS12010","ETEC_RS13910","ETEC_RS14460","ETEC_RS14785","ETEC_RS14810","ETEC_RS14865","ETEC_RS14895","ETEC_RS15185","ETEC_RS15440","ETEC_RS16280","ETEC_RS16505","ETEC_RS16515","ETEC_RS16570","ETEC_RS16595","ETEC_RS16605","ETEC_RS28525","ETEC_RS20035","ETEC_RS22235","ETEC_RS22670","ETEC_RS22810","ETEC_RS29085","ETEC_RS24475","ETEC_RS24670","ETEC_RS24845","ETEC_RS25030","ETEC_RS30255","ETEC_RS25235","ETEC_RS25240"
"ETEC_Ns_3 (GE) - TPM",-0.129991236360495,-0.61270029678795,0.467268402378629,-0.558760511867702,-0.689922756378919,-0.467046645214525,-0.740949659377688,-0.462861649849914,-0.166666666666667,-0.258152681322988,-0.813852506764338,-0.442895050969825,-0.47297016602567,-0.187230179855274,0.0176369095037011,-0.397723474639724,-0.735806400077969,-0.684895709690309,-0.104884066748243,-0.188150674015304,-0.793895717362803,-0.799404169323289,-0.514570326798447,-0.449840775247228,-0.607218216664695,0.282194119823908,-0.429575290590729,0.143989421122981,-0.749832650112593,-0.863112521907193,-0.110321673586671,0.417262797151366,0.00684952347798391,-0.595361165598957,-0.869410402507074,-0.494535171506786,-0.868204997900828,-0.402869346121326,-0.523915743098756,-0.687234456780205,-0.596545567471229,-0.36546417282484,-0.450281729674396,0.229992150965782,-0.202969552719497,-0.215810222917834,-0.392223314266591,-0.733887233483528,-0.652109851943995,-0.618300270557625,-0.49817199553915,-0.603456129435213,-0.955513520663456
"ETEC_Oss_1 (GE) - TPM",-0.378757361598346,0.719021444776489,-0.253439528937053,-0.449590303209708,-0.349459258250795,0.538858003283028,-0.993140596811999,0.438081665103205,-0.166666666666667,-0.0984982954774649,-0.384304182365572,-0.482436449087328,-0.47297016602567,-0.187230179855274,2.53922158761914,-0.397723474639724,-0.735806400077969,0.203789582187396,-0.651893290387926,-0.188150674015304,0.694673881395552,0.263826123945206,0.658274416085191,-0.108976486750895,0.429678126190474,0.0703530573974247,-0.429209163197648,-0.237410835285248,0.0848966719915017,-0.687200162821171,-0.787770828059957,-0.936127515969182,-0.311406431104001,3.11417675363072,0.0186448195874713,0.969131677635257,0.579589941787393,3.26454363102331,0.169166755846071,2.82247740942565,0.663641127085641,1.93867747210281,0.663389575569535,0.0654285198172143,-0.131248283167669,-0.241582259735516,0.516465424868854,1.04599869431162,0.665616145568361,0.733602370806796,-0.220610620977869,-0.287739466351887,-0.343792317784541
"ETEC_Oss_2 (GE) - TPM",-0.254476211890833,0.402138920137034,-0.6230561185275,-0.298668856696393,-0.171021999353647,1.23639810807592,-0.733487170479376,0.223702652493002,-0.166666666666667,-0.258152681322988,0.233627540442952,-0.559418429225773,-0.148953294294537,-0.187230179855274,0.891205895884706,-0.275053781106072,-0.735806400077969,-0.250029555734789,-0.44025368968848,-0.188150674015304,1.4748346933834,0.589570416386145,1.51130136143346,-0.37260338161999,1.49989478349171,0.00429951674736384,0.0330947015018912,-0.454344575942376,0.0075641747817907,-0.446055318605985,-0.677312074756094,-0.017255874008503,-0.360427841962892,1.64817472387704,-0.570450489836793,0.992648898044901,0.60285214296156,1.61173477795034,0.444384674045521,0.788394606525053,-0.247336149633244,0.0529751820091243,1.9542939615181,0.0813844080041347,-0.154791746131995,-0.344430718615375,1.39927864472911,1.67742469289657,0.0880720090484723,0.108912493204103,-0.404164980518784,-0.0493653695417247,0.317183955729127
"ETEC_Oss_3 (GE) - TPM",-0.697336221989135,-0.61270029678795,-1.06957409529074,-0.467641473384243,-0.689922756378919,-0.467046645214525,-0.266363908423779,-0.462861649849914,-0.166666666666667,-0.258152681322988,0.432775261197382,-0.721050160028855,-0.47297016602567,-0.187230179855274,0.0615258218190802,0.478227031199558,-0.735806400077969,-0.366890744903506,-0.974798188867473,-0.188150674015304,-0.793895717362803,1.95567501936283,2.03828707089671,-0.926115663821088,-0.607218216664695,-0.589668392755217,0.515649611667687,0.0219408555184875,1.50085486924802,0.413212045009045,1.97836634210736,-1.01822234369509,-0.113259180734014,0.0454577163294814,-0.159716035422186,1.27539348912832,1.65285436362751,-0.896101732518102,0.733241833140381,1.0689423508736,2.7282655020862,-0.0259063080513232,-0.450281729674396,1.47407556670621,-0.130151869462163,-0.397104360625214,1.3810428468412,-0.733887233483528,1.02937694002699,-0.0413195909688338,-0.49817199553915,-0.603456129435213,-0.955513520663456
"ETEC_Oxs_1 (GE) - TPM",-0.689514548201163,-0.61270029678795,-0.837399640098193,-0.46422204249151,0.149489513656764,0.77298159435617,-0.715554422960204,-0.462861649849914,-0.166666666666667,-0.258152681322988,-0.496137271965961,-0.426899277901858,-0.47297016602567,-0.187230179855274,-0.329080009081958,0.0487655700610839,-0.086605831432681,-0.824340267629065,-0.551107948487524,-0.188150674015304,-0.793895717362803,-0.799404169323289,-0.514570326798447,-0.926115663821088,-0.607218216664695,0.0527109477225775,0.0694425558936242,-0.458032523432323,-0.508779486203321,-0.863112521907193,0.085296959417628,-0.411008301435931,-0.475599187924278,0.384552454820094,-0.412423740632037,-0.494535171506786,0.631000274444956,0.147091340767718,-0.203516883920975,-0.687234456780205,-0.596545567471229,-0.681424949181421,-0.450281729674396,0.0517236714075317,-0.159937092704208,-0.397104360625214,-0.367866564147868,-0.733887233483528,-0.760675940524011,-0.618300270557625,-0.49817199553915,-0.391165497583256,-0.524599876342991
"ETEC_Oxs_2 (GE) - TPM",0.894322999552018,-0.0141596064806988,-0.392385162757034,-0.643547363074707,-0.28186702744718,-0.467046645214525,-0.274480536398319,-0.462861649849914,-0.166666666666667,0.028873184027156,-0.196060624059307,-0.721050160028855,-0.47297016602567,-0.187230179855274,-0.352081032568291,0.470466896584932,-0.735806400077969,-0.828683390803385,-0.675245169283186,-0.188150674015304,0.990199658739171,-0.799404169323289,-0.514570326798447,0.0532501839682667,1.25690890197146,0.32414611592584,-0.416976075745086,-0.471884109507011,-0.966021243464524,-0.652276275462729,0.282532135359684,0.752853758956464,-0.457787544736851,-0.595361165598957,-1.12240598779927,-0.275254086093365,-0.659977911450276,-0.38898392515568,-0.523915743098756,0.183074872439441,0.227293489937202,-0.356569281704391,-0.450281729674396,0.738668355400795,-0.172963724502722,-0.397104360625214,-0.598034773358165,-0.307237884091899,0.77557326686932,-0.618300270557625,-0.49817199553915,-0.397058363689739,-0.536561385893374
"ETEC_Oxs_3 (GE) - TPM",0.353132785374477,-0.0675833093919246,0.163916615105935,-0.643547363074707,-0.689922756378919,0.630951921917625,0.678246106990816,-0.462861649849914,-0.166666666666667,-0.258152681322988,-0.251202622882171,-0.721050160028855,-0.47297016602567,-0.187230179855274,-0.974266078229084,0.392975181376394,-0.735806400077969,0.127522226394826,0.366041817433666,-0.188150674015304,0.830957382360007,-0.799404169323289,-0.514570326798447,-0.926115663821088,-0.607218216664695,1.30371063525317,0.170562073133208,0.368511031951529,-0.662368404156485,-0.479077079736757,-0.624846341436838,0.0571082446252828,-0.23108054310918,-0.306135560837442,-0.787749030166534,-0.494535171506786,-0.868204997900828,-0.896101732518102,-0.523915743098756,-0.29092021504774,0.153760421971759,-0.0897046349200448,-0.450281729674396,-0.0604496269170695,-0.169231907655445,-0.397104360625214,-0.815769865878603,-0.345319151695957,-0.774628263675516,-0.618300270557625,-0.49817199553915,-0.133517618958482,-0.573955626433456
"ETEC_Sp_1 (GE) - TPM",0.202034057274006,-0.61270029678795,2.46708121147849,0.0393570570672217,1.44117004448871,-0.467046645214525,0.00306174945008778,0.594517017460576,-0.166666666666667,-0.258152681322988,-0.00723974502466263,-0.347656269054776,0.275558107617139,-0.187230179855274,-0.894733120049945,-0.397723474639724,-0.735806400077969,0.806698249759303,0.728435270257287,-0.188150674015304,-0.793895717362803,-0.442877210621616,-0.514570326798447,-0.286766869237014,-0.607218216664695,-1.20800795332474,0.925223401007246,0.520974552721416,-0.385600482452206,-0.312560753131768,-0.451264526198531,0.523367551911278,0.442048068265309,-0.595361165598957,-0.643301570373356,0.0780684081700396,-0.324466466638033,0.0970669377176554,-0.117202780872191,-0.119079847632156,-0.596545567471229,-0.257280938468839,-0.450281729674396,0.626357489292691,-0.181994139716547,-0.153736105779211,-0.815769865878603,-0.733887233483528,-0.727859624903871,-0.244973130397007,-0.49817199553915,-0.333975295520744,-0.408513555437837
"ETEC_Sp_2 (GE) - TPM",-0.466060186636119,-0.61270029678795,-0.352268720767702,-0.366533648990335,-0.0415795391492681,-0.467046645214525,0.98164874922737,2.11063223720938,-0.166666666666667,-0.258152681322988,1.1493164845162,0.187732025331792,1.34883028850888,-0.187230179855274,-1.15769238512769,-0.397723474639724,0.267049527344019,1.43613963540704,0.544120469054272,-0.188150674015304,-0.793895717362803,-0.799404169323289,-0.514570326798447,0.629959057372721,-0.607218216664695,0.739494072374292,-0.877119577367346,0.0707484897152309,0.799795165627824,-0.863112521907193,-1.00535867095931,-0.0802253196239619,0.450217766949185,-0.595361165598957,1.92231533923253,-0.494535171506786,-0.868204997900828,-0.896101732518102,-0.523915743098756,-0.687234456780205,-0.596545567471229,-0.681424949181421,-0.450281729674396,-0.171200425927559,-0.181095950772283,0.195215813347526,-0.815769865878603,-0.733887233483528,-0.882490449197344,-0.618300270557625,-0.49817199553915,-0.603456129435213,-0.289857445496935
"ETEC_Sp_3 (GE) - TPM",-0.0450986286882196,-0.61270029678795,0.124271305757602,0.509070336732893,1.46821405797802,-0.467046645214525,0.0181074708251862,-0.462861649849914,-0.166666666666667,-0.258152681322988,0.819845186169642,0.791479190415404,1.04308434216252,-0.187230179855274,-0.6250998387959,-0.397723474639724,0.0987439733482766,0.225987538204576,0.487992936505799,-0.188150674015304,-0.793895717362803,0.64480127195409,2.8309329170558,0.368808865426603,-0.607218216664695,-0.39767792565517,-0.268714548011238,1.60885013011707,0.209551600418589,1.92457940755024,1.13404058168619,1.32350714719267,0.0498405955019909,1.08421690351304,-0.093411700243255,0.0853348674147118,2.98626580961516,0.444927852409478,-0.523915743098756,-0.687234456780205,-0.596545567471229,1.89573397320968,-0.450281729674396,-0.29815008540421,-0.145373885494267,0.0958089371916409,1.48735730822845,-0.733887233483528,0.370254525217824,0.137829208885172,-0.49817199553915,2.12554989219789,1.81419402596115
"ETEC_Tm_1 (GE) - TPM",1.27965754426973,0.280056154494619,-0.732885881162004,0.188609258361964,1.25771764460273,-0.107400797657022,0.3750544396837,0.382699479308797,-0.166666666666667,-0.258152681322988,0.199765226370157,-0.550424782578441,-0.47297016602567,0.0151480124059104,-0.436724126530966,0.120258054131662,0.0173451209115059,0.199038905908991,0.305539268365,0.616431890736198,-0.261680387220288,-0.229191534711748,-0.262970689355314,-0.195726575389038,-0.0511285347599341,-0.293891034172311,0.289640421626896,-0.667583766644848,-0.0377232753874967,-0.548638632211219,-0.141015368024025,-0.577946062396424,-0.391701633830104,0.73092747459006,0.252593180376509,-0.232879305269804,0.56047304936018,0.389768371946598,1.61336843813652,1.25993709094595,-0.473665428308673,0.384563369344439,-0.300965665939064,-0.643591574022791,-0.175874496121796,-0.230290703311719,0.678144071126578,-0.224790405063477,-0.17589231190097,2.02592029568215,0.494206316571183,-0.110890287735046,0.044310824424764
"ETEC_Tm_2 (GE) - TPM",1.34418142350388,0.515873641019941,-0.537545534816825,0.219394269904782,-0.112867927729254,-0.467046645214525,0.529657816196277,-0.0811072962274535,-0.166666666666667,-0.258152681322988,0.205411263200993,-0.316621506952393,-0.47297016602567,-0.187230179855274,-0.303246739417546,-0.193097239248869,0.15678079756402,1.02697313028981,0.379900936201888,-0.188150674015304,1.72909508725915,-0.541964289337999,-0.116997179625525,0.228031820232034,-0.167856842127248,-0.0524312794586362,-0.334856983684318,-0.575879991998959,-0.12780439942366,0.130739259933543,0.0749929519999357,-0.739935731590482,-0.418381091127227,0.302829003153861,0.326532319928093,-0.287803263444803,0.505968611714476,-0.418005631402434,-0.377076726260646,1.56914778821154,-0.402372618119067,0.543633415355334,0.0216112980765428,-0.47879450106725,-0.182472744753858,-0.397104360625214,-0.0973094997076645,0.673927392317516,-0.156730701659905,0.864339695899731,1.54040748981176,-0.408870245054797,-0.0174454315252166
"ETEC_Tm_3 (GE) - TPM",2.68234503607076,0.144129549982783,-0.11815489179513,0.238273439755812,-0.431937994548305,-0.467046645214525,1.30525987329496,-0.121518674938664,-0.166666666666667,-0.258152681322988,-0.162875689887686,-0.359433119251018,-0.231330273377086,-0.187230179855274,-0.0541417767718134,-0.397723474639724,-0.203739349435448,0.237395485321361,0.491478415105828,-0.188150674015304,1.08603304395147,0.121348075532851,-0.336826707751726,-0.100537368026019,2.14274499926289,-0.174757183305428,0.674433353794743,-0.479904789448249,-0.638121247115692,-0.152196047370247,-0.280034299633322,0.723573798605387,-0.432631684663636,-0.193805949142724,0.416202798202849,-0.217263345351776,-0.517145659663697,0.172613947402607,0.526444864363525,-0.320411121623995,-0.596545567471229,-0.544502782260573,0.182628026888936,-0.827303466166233,-0.17682601498804,-0.397104360625214,0.0101810817186209,1.06438071430678,-0.433229153467022,-0.377265340409979,1.32460953826769,-0.211984024243594,0.192272894677067
"ETEC_Vic_1 (GE) - TPM",-0.564540762304896,-0.61270029678795,-1.06957409529074,0.760216153012901,0.405234279829669,-0.467046645214525,1.86385470826033,0.623900679133784,-0.166666666666667,-0.258152681322988,-0.813852506764338,0.0464902249368074,-0.47297016602567,-0.187230179855274,0.463907703034988,-0.397723474639724,0.111186902444121,-0.980801373865521,-1.11141606706232,-0.188150674015304,1.60021918739143,1.3992030848094,-0.514570326798447,-0.926115663821088,1.89429295613245,-1.20800795332474,2.82773756258819,2.51515451001556,-0.966021243464524,1.9661431691841,0.213415915648373,-1.01822234369509,-0.297632246300152,-0.595361165598957,-1.16533811530004,-0.494535171506786,0.249492135267456,1.14543424841106,-0.523915743098756,-0.687234456780205,-0.596545567471229,1.06229751179284,-0.450281729674396,-0.927635465431445,-0.170988843773332,-0.397104360625214,-0.231403315453145,0.411172139110941,1.66035570384926,-0.618300270557625,1.28747195205503,2.16623866245592,1.57438932865764
"ETEC_Vic_2 (GE) - TPM",3.31315578971136,4.68567147197775,3.92590738880851,4.75817887342295,4.72833281623592,4.86905986582117,3.84145078013045,4.91386136633072,5.83333333333333,4.82343914904941,4.6549336981189,4.34212626618232,4.60200668785404,5.81818652179025,3.29942777614056,5.36628984869502,4.85149116298331,4.40548323382941,3.98471012698699,5.78069102578414,3.15437410150382,2.82644296398405,3.21844222687542,3.40863086368805,3.51816484197909,4.21713489277365,4.21445434944368,4.05337602332914,4.44490349229034,3.80277249254388,4.41039025830978,2.9012353354921,5.63790222134714,3.62141655304005,3.27846117783545,4.35823728963366,2.81830967054786,2.47071031250776,4.99106329653214,3.1648197597694,3.049827747204,3.63208152730254,3.98055725074134,4.34035410381951,5.83194092166104,4.55296220605688,4.00278919645815,3.04287665839093,4.35944817905191,3.17840319905863,3.91903711055488,4.42096962572858,3.68027022454578
"ETEC_Vic_3 (GE) - TPM",-1.0997068300439,-0.61270029678795,-1.06957409529074,0.103548902762632,-0.689922756378919,-0.467046645214525,-1.18255475148067,-0.462861649849914,-0.166666666666667,-0.258152681322988,1.83344643194736,-0.721050160028855,-0.47297016602567,-0.187230179855274,-1.15769238512769,-0.397723474639724,0.616527222135829,-0.328960865193056,1.21556012647143,-0.188150674015304,-0.793895717362803,-0.799404169323289,-0.514570326798447,-0.926115663821088,-0.607218216664695,-1.20800795332474,-0.877119577367346,-0.26406139531657,-0.966021243464524,0.0403415159509738,-0.363634222432006,-1.01822234369509,-0.232874385573946,-0.595361165598957,-0.366011195963079,-0.494535171506786,-0.868204997900828,-0.896101732518102,0.810914108689601,-0.687234456780205,1.16857009930438,-0.681424949181421,-0.450281729674396,2.13248266912646,-0.172411623160389,2.79782908633661,0.117246406070557,-0.733887233483528,0.132504691975923,0.606957484926564,-0.49817199553915,-0.161238773344961,0.390924785529969
