"","lmo0013","lmo0056","lmo0096","lmo0097","lmo0098","lmo0099","lmo0100","lmo0103","lmo0203","lmo0266","lmo0291","lmo0316","lmo0332","lmo0355","lmo0378","lmo0389","lmo0396","lmo0472","lmo0492","lmo0531","lmo0588","lmo0601","lmo0603","lmo0614","lmo0623","lmo0664","lmo0667","lmo0728","lmo0731","lmo0795","lmo0799","lmo0811","lmo0812","lmo0822","lmo0851","lmo0900","lmo0951","lmo1009","lmo1010","lmo1030","lmo1040","lmo1069","lmo1229","lmo1230","lmo1247","lmo1269","lmo1270","lmo1382","lmo1414","lmo1467","lmo1476","lmo1492","lmo1514","lmo1569","lmo1595","lmo1676","lmo1693","lmo1696","lmo1774","lmo1836","lmo1878","lmo1888","lmo1890","lmo1902","lmo1920","lmo1921","lmo1953","lmo2028","lmo2042","lmo2053","lmo2057","lmo2112","lmo2167","lmo2171","lmo2209","lmo2389","lmo2392","lmo2393","lmo2455","lmo2456","lmo2457","lmo2458","lmo2459","lmo2478","lmo2515","lmo2604","lmo2653","lmo2692","lmo2759"
"Listeria_As_1 (GE) - TPM",0.274391730511679,0.236930281223002,-0.532831191771802,-0.545372334825178,-0.4822821977272,-0.466694380046024,-0.932545585050308,1.40882092461155,-0.818953333739248,-0.985622946508245,-0.976334889437614,0.466411386737854,-0.82506015782802,-0.860904679155948,-0.872685126336659,-0.586062427611717,-0.737075988951614,-1.07555647388474,-0.172714090810223,0.450226391618262,-0.307943548577601,0.139932872184088,0.182922620639174,-0.550709153650487,-0.296265708395673,-0.491622109010611,0.0265456845104951,-0.810065296761072,1.16855944709365,1.6841889560034,-0.067525027368889,0.94423838418466,-0.956381089688613,-0.106548036838648,-0.584078031217157,-0.675652556539112,-0.59142986640652,-0.543247141418162,-0.399029538373892,-0.416757649772423,-0.586866814146059,-0.299073665254864,-0.479912708316795,-0.661681062232724,-0.00161927335805279,-0.297109215080833,-0.440867100651823,-0.933502674081331,0.692333340448068,-1.02131391689331,0.497682195020467,-0.180613858655959,-0.566407371430883,-0.571390659098714,-0.0219001243466919,-0.797980092052283,-0.72180035110208,-0.877967229221052,-0.565112155221926,1.12973030932438,-1.41609242904998,-0.919283971205763,-0.629369104625788,-0.85664219101583,-0.432086316251524,-0.38338650463318,-0.633266865233499,-0.0425489718526755,-0.91367117381544,-0.359009546774566,-0.116788106477973,-0.378212058357204,-0.0389908080855594,-0.894737691126831,-0.0200940874993323,0.0669966840351397,0.189427708391037,0.0835366302196434,-0.608178053589574,-0.441812289078338,-0.504603782907184,-0.704356278081731,-0.907215279986704,-0.0670693988028046,-1.05746430775897,-0.593410531500433,0.94702740172255,-0.357774807535262,-0.266109715372434
"Listeria_As_2 (GE) - TPM",0.100821733327788,0.375615738538813,-0.609045571641381,-0.532255524381077,-0.435840952019375,-0.336007045571967,-0.708271117496079,0.82767429037273,-0.715863713486085,-0.679732048563613,-0.771225805701796,0.730819862726943,-0.973400277814888,-0.876586709254029,0.229681236235768,-0.640655118631712,-0.960907565578759,-0.81635519829155,-0.484063842775446,0.655506471693454,-0.289643857419038,0.534619954931922,-0.146224728960267,-0.55557200745659,-0.631195734646626,-0.721118076038088,0.0745106578148295,-0.923423882663416,1.18108627254257,0.998986783638367,-0.102237023449157,1.33087276810791,-1.04033773809695,0.156419535677452,-0.540962027341912,-0.480763871888866,-0.384183639122641,-0.503556131623938,-0.488139959551941,-0.566189428033734,-1.15369061814147,-0.161860804495584,-0.638979930834113,-1.20949538866506,0.112498912371628,-0.0992684935671098,-0.305950248650202,-0.913793339209931,0.250093725273917,-1.36404253869031,0.231476898948171,0.901527824916656,-0.735560560206041,-1.28420234071094,0.197401496059934,-0.647659982135209,-0.907071995002408,-0.890141164729584,-0.135034622311725,0.985692678488578,-0.998165362067752,-0.80008649212513,-0.314934349421809,-0.89586526679727,-0.863285544079624,-0.362752824267657,-0.594296229192058,0.492908265115952,-0.853545543393037,-0.181218534653339,-0.304208796178739,-1.20352776402443,-0.385487892006152,-0.841324331867525,-0.381063885456072,0.187645742986771,0.983340763561609,0.844073107867398,-0.663927480386272,-0.59765866679098,-0.58487034051546,-0.648603299119395,-0.898812077095249,0.293743093810185,-1.02330757288951,-0.425521512625976,0.966133128902432,-0.506922635578181,-0.161009523808392
"Listeria_As_3 (GE) - TPM",0.147922073249689,-0.0157068535404986,-0.475596162586358,-0.518091583221823,-0.434415995596971,-0.383956611068856,-0.924017178795638,0.753565509867243,-0.843774016190477,-0.47420881173136,-1.02897981861631,-0.493170662938119,-0.676041242248652,-0.87834292524525,-0.915921636614565,-0.709525956423555,-0.907866141948045,-1.05653284352351,-0.773996592085672,-0.0424637151340605,-0.415160442926013,0.319709658451805,-0.392012662923342,-0.82510331809438,-1.17823032135056,-0.58445445095098,-0.0827633956343386,-0.834497159708444,1.07588135164743,1.46142112940688,-0.344495218616855,0.823016795902206,-1.053735805442,-0.118863667456908,-0.559539068476071,-0.829241991097571,-0.448209358763327,-0.672495510175046,-0.477064103764902,-0.178400945204413,-1.00395068563691,-0.228425918713322,-0.409044468882561,-0.895411846707055,0.582915291590878,-0.528692227341927,-0.351588121535622,-0.928055597064896,0.22469539193054,-1.03810416222152,0.452395648603966,0.289646611481211,-0.795381297490291,-1.00127933709557,0.217693953926992,-0.822355044886058,-1.18634814102085,-0.942649514810964,-0.643579697996466,1.29699231268142,-0.70069488876333,-0.86303708698921,-0.909218172060074,-0.929093051636889,-0.397566194230443,-0.587815695090635,-0.63519405342957,-0.411549922054594,-0.688767677974541,-0.115921122377226,-0.304287117820206,-1.03864536085541,-0.570536538672991,-1.11579781580559,-0.296793402288488,-0.014652545565798,-0.243459794604998,-0.282207270022886,-0.534523154389187,-0.55406497701275,-0.556286798225014,-0.544485124079793,-0.862166088939347,-0.0377030441175246,-1.23996806597549,-0.478812488812011,1.05053639383048,-0.466465949490938,-0.441992995364324
"Listeria_Bs_1 (GE) - TPM",-0.663029195564199,-0.453936678425162,-0.712819521141312,-0.69742738078745,-0.639840669118699,-0.748104686327093,0.531212096173821,1.64309804853791,-1.01460169915888,2.70896545853312,1.6251631474415,-0.358575953990301,-0.0764928406568584,-0.668129999816661,-0.0437260404992485,-0.236690370595863,-0.659819444906013,0.273650308417308,1.01072130896775,-0.538368154246634,0.542974476122362,-0.760793240202337,1.32069314582606,0.921765390961093,-0.149390478720684,-0.204868646291577,1.09103287331267,-0.337165097085174,-0.795671170857018,2.00958587836683,0.665591823096852,-0.556459691214859,1.1366450442419,0.853899310185027,-0.112633784491543,-0.101296217054763,0.978484786876909,-0.325950111497596,-0.158433086427404,0.168600365081648,1.08656704928388,0.183121160355825,0.30504524558977,0.8655649589663,-0.379978992950296,0.434736078977653,0.490939651817556,0.733189888069112,0.24490131937886,0.515209898014592,0.137434418240985,-0.0413773987409272,0.0570958466499275,1.19258614678022,-0.0816392280766111,-0.0743713740675163,0.89520758817499,-0.950824858712546,-0.120667567097155,-1.01040780694137,0.922235753649218,0.0017885384713377,1.52065620649638,-0.0724250255886287,-0.766592390637036,0.170834401282742,3.16173182743945,-0.333924056467858,0.1458678010307,0.198824118851817,-0.264295199579419,0.85975166196772,0.084942148183548,-0.258485394038751,0.425306264726081,1.02358618469047,0.200052271534265,-0.602708834702723,-0.715950043179218,-0.546046247308153,-0.529756172898023,-0.511823005213793,0.213122791202485,-0.222705112938033,0.955318240430884,1.20386638801751,-0.296559594540255,0.00523514440425528,0.178651726166126
"Listeria_Bs_2 (GE) - TPM",-0.506441786064412,-0.647541663849944,-0.737611546154533,-0.689598004362695,-0.647913462425676,-0.792332815655562,0.794433000421973,1.38055020756143,-1.05673262714268,1.21453812555754,1.19054342142422,-0.867302225837318,0.67032354907291,-0.691284910134033,0.314299011105058,0.0274578771438315,-0.111900532115913,0.4159615839446,1.21222939143422,-0.111534908309914,0.958314961390182,-0.849540172425579,0.948940693453685,1.35052111080792,-0.285486123245282,-0.114025272583762,0.936284163390823,-0.258337943092207,-0.783278095652761,1.40102542314286,0.251687506144093,-0.201276491081343,1.12635191659989,1.95456973966294,0.394357116783121,-0.737222772025314,0.711475525500825,-0.269162165388177,-0.268602508761911,-0.196933193307918,0.867659892761665,-0.552825737446628,1.86361514930951,0.781774017454986,-0.910674834888934,0.424662047979285,-0.0428089494824959,1.78927461299775,0.0457503631288439,0.214578524403899,0.0935924516753634,-0.0456928437244222,-0.12668358631313,1.19190119899855,-0.112974072064631,-0.311418634698427,0.0714588102680687,-1.08685607682664,-0.135142882997191,-1.08297078235287,1.31300585951051,1.18637310999117,2.23918352630796,-0.262702150837484,-0.39368430444531,-0.146360798528452,-0.812063599927171,-0.576652307629373,0.905840602838419,0.0552212051279947,-0.248086865884849,-0.583527717943552,0.845051060047289,-0.84178809708451,1.64417871957441,1.21615959979618,-0.491563820003807,-0.421203487038506,-0.689058436501937,-0.762545870052189,-0.641181042595077,-0.659889124473919,-0.0555266639716775,-0.00394776427128472,0.734264804689622,1.16997236956341,-0.17146530338787,0.487620629026026,0.244497007841995
"Listeria_Bs_3 (GE) - TPM",-0.219640970121324,0.0854071166212528,-0.74780297097162,-0.719528379234889,-0.638311420535062,-0.708080059775244,0.360007807182612,0.962856477489394,-1.093028445859,0.929925897627515,1.29947717015917,-1.08874400527378,0.342686551982255,-0.773995670240787,-0.481880861055775,-0.227430591227132,0.0351151675925943,-0.0217702388852055,0.549641481673542,1.18283185942576,-0.0242720985910766,-0.781369178777037,0.23057553963962,0.627567771067382,-0.575124228513988,-0.176385069828859,0.768515947744638,-0.280573532862621,-0.582320305722765,0.57061225138594,0.405301309339173,-0.192082061431339,0.501735691677538,0.501554644503053,-0.296915391963187,-0.366412394601169,0.844539058600708,-0.0643115984213983,-0.518240814896679,-0.691460204627316,-0.0581630164313529,-0.178162298095053,-0.839744065295078,0.703404767405719,-0.474927789351786,-0.168084681126196,0.436587006114502,1.06324169528784,-0.178276198785958,-0.255431413799142,0.0530515743642722,-0.536673191164515,-0.537924831024044,0.520381626651764,-0.12332520766128,-0.226627592492755,-0.690333264503714,-1.10594819422881,-0.190867414498738,-0.844326198865842,0.181632560108673,1.10638503230027,1.22723310406831,-0.805293061794502,-1.07115563583456,-0.256384327665714,-0.924981849776164,-0.49166603603901,-0.328411853258594,-0.772367922292503,-0.365179213480159,-0.00147533282143066,0.00610306025298236,-0.377952779503513,0.793903708101014,2.55801605650391,0.527298758068991,0.484684576098474,-0.788346038764718,-0.85917233834866,-0.820093099491323,-0.699281195885194,-0.392165443259453,0.503288928192364,0.707114467369693,0.583265431022602,-0.127654739195367,0.737219552640337,0.0636903722752695
"Listeria_Ctrl_1 (GE) - TPM",-0.878519940099598,1.79061308820062,0.972624299110743,1.03823811589869,0.814409529172305,0.980633059710658,-0.663581400241186,-1.2736862506011,1.13517225872777,-1.03893793139186,0.062509542964596,1.66450763752041,0.116730499736037,1.90491659933555,0.233351248899329,-1.06336976704284,0.345110618546373,-0.130637851288291,-0.569503707491158,-0.0329918685217853,-1.02832926202805,2.99941183640282,-0.605190249358784,-0.165181378553018,-0.331217849572053,-0.0235589363419568,-0.999808684730674,-0.710789304780191,1.15137968508158,-0.594503684762822,-0.650182759300935,-1.07717640375191,-0.13699172069632,-1.03657097604437,-0.48672101411533,-0.0634228254230802,-0.430872822466805,-0.429673195686203,-0.410293949962373,-1.04265726754694,0.160560290089551,-0.0104501427511688,-0.635897773194809,0.198909617245995,-0.478323526974181,-0.826522230770073,-0.908640441428635,-0.462892981191046,-0.716753232849866,-0.368188707800925,-0.497459331998501,-0.839599493674554,-0.477155513902468,-0.540268994591797,-0.834403528526785,-0.0971395381086465,-0.241785822457259,-0.116399390181291,-0.458984400456975,-0.384036767566037,-0.187987042481705,-0.402788037473253,-0.678103140779697,0.847047944953181,-0.493477066511553,-0.771172385071436,0.923323824098145,-0.629288711544102,0.676217540810195,0.235769907261585,-0.967205416208303,-0.204212246670797,-0.528088547246984,2.90433704801652,-0.403784730535989,-1.22524431906035,-1.25861441698498,-1.06108144823431,1.62525029957817,1.61748345004247,1.40591664155946,1.91192938583091,1.93322976403481,-0.892314665013935,-0.236723385700746,-0.681967422459414,0.325590671708769,-1.22901450417405,-1.11778228081632
"Listeria_Ctrl_2 (GE) - TPM",-0.925830742749672,1.79522707872995,0.745835088766921,1.06979918991726,0.557558445704453,0.760938201436245,-0.613077683693695,-0.656220601616219,1.08503961100973,-1.13770455975213,-0.132408016636961,2.34436760289752,1.36104010811833,1.7449278878908,-0.203763914409355,-0.820674779538606,-0.00585432397094581,-0.191978122409208,-0.59552783510402,0.695710954762358,-1.03775875347183,1.86008759432715,-0.900102349700347,-0.143202601020478,-0.578167618799039,-0.407042120673933,-0.954633127704754,-0.672533841112561,1.12219614838156,-0.735738393005267,-0.754360128754792,-1.10534888470759,-0.375977295344867,-1.31784382508243,-0.73988134132712,-0.107429362606471,-0.501556228352137,-0.439072265479998,-0.528286301728335,-1.09775719729216,0.0517418505346034,0.0231754834451442,-1.10182507359742,0.27600894062497,-0.975563555402432,-0.689272508660735,-1.01028423050601,-0.603168939726471,-0.753304486705887,-0.342532529747141,-0.505181311061652,-0.733609151792594,-0.25719162996733,-0.81899058549728,-0.719521558197315,-0.384925849867267,-0.33444780864933,-0.382635159008061,-0.528503508884143,-0.453385827497254,-0.113331712368397,-0.629285374291713,-0.435489541158899,0.52443928422737,-0.501300110416227,-1.08001156099858,0.922113879964213,-0.754083705477023,-0.0412394730697568,-0.148851433219583,-1.18005116785024,0.79227939144387,-0.00237249175401915,1.08932523564298,-0.430280460611165,-1.18443985339769,-1.13663761481848,-1.13188921239805,1.41513865783533,1.42914361042073,1.38327887816099,1.55346585784354,1.71766189605727,-0.946358456735753,0.939131649276013,-0.588291737569606,0.188697111918599,-1.12670270184218,-0.998832590981926
"Listeria_Ctrl_3 (GE) - TPM",-0.913650056457998,1.99078262247896,0.899581052454384,0.779877703285201,0.546134315803698,0.541277909172222,-0.546570375716113,-0.885232498175744,1.57594068092002,-1.14346967440969,-0.28624838744735,1.65641446696266,-0.543921327483426,1.58294567049704,-0.742117193551348,-0.694493683216629,0.152274629286639,-0.243822940041233,-0.599641874081851,0.0296474259690645,-1.14855809417014,1.28149476812389,-1.05298678266613,-0.191271625794419,0.104977294134752,-0.447625973082398,-0.886715811913502,-0.66791868081836,0.660369372612179,-0.847349460027228,-0.77270056442754,-1.03428062166201,-0.481839044461326,-1.15134289699292,-0.510783532317348,-0.187203658498225,-0.371718883166904,-0.265143801331453,-0.330235345401739,-0.966936150237635,0.159679055869067,-0.16834591018924,0.0532883895306696,0.511104109543875,-0.202595385024497,-0.631142544338348,-1.00204908416831,-0.632251518556397,-0.599521432248195,-0.482420085945543,-0.503420009381699,-0.679275737791972,-0.531243003662257,-0.361098851232419,-0.830004604546022,-0.391647299781584,-0.403156220219892,-0.400928117260253,-0.763807194460634,-0.519480078327273,0.0929428880833117,-0.448037243822279,-0.837124648974993,0.340416107645582,-0.635735979478201,-0.85955854875855,0.678983624632378,-0.658981417604584,0.0480140161089687,0.246093809484713,-1.17464071110418,0.443055135899844,-0.22599946274818,1.61311156279127,-0.597040639456049,-1.20446734430694,-1.113936853579,-1.28326825827784,1.00107062637656,1.1425003103483,1.12341883675481,1.40924768573153,1.40025623596909,-0.966740713898479,-0.468885467347826,-0.848435786953872,0.287997612319818,-1.2110578006048,-0.820385369950918
"Listeria_Li_1 (GE) - TPM",-0.451934385210769,-1.25734086494157,-0.39944535438794,-0.414569029174553,-0.414882619646431,-0.654701301425234,0.371049402069831,0.215399090606726,-0.818875465223025,1.80419435674654,1.93342922988945,-1.58726592178487,1.44471640542474,-0.137465657271113,2.04365822111999,0.706165041357955,-1.35286203343752,0.578794393043015,-0.771092065065433,-0.769850752243659,0.0416617799530371,-0.495751382790148,2.03103109244514,-0.16203276720956,-0.083782914892061,0.857244496126492,0.473036932951813,2.48096844071194,0.678584901990335,-0.878350504832123,0.211075234490353,0.226058150169755,0.353894644809175,-0.489844171630487,0.753517601052731,-0.454746128651433,-0.111115005488206,1.54785813979627,2.21839745638267,1.92144706093563,0.499242339912896,-1.10538864048403,-1.10044994745471,-0.707581146956108,0.763208804233312,-0.754116064642346,-0.514035523852236,0.536804737792241,2.08102054924276,0.43226575227689,2.18365150656207,-0.888139652409789,0.630295487717665,0.754268997557018,1.4398794421804,1.83957766237597,1.49391297154431,0.496161876166886,0.738359028434101,-0.547957435135076,1.75436325651396,0.0612036125133073,0.800554620597416,1.18807734846251,2.44492311602828,-0.388017985668748,-0.847764863276239,1.56698286272081,-0.155861598615794,-0.441554730432954,1.71266373146113,0.736029495482423,0.849243419148207,0.0747431785073832,-1.10818635247223,0.791125803994596,2.04052485425799,2.40435390220331,-0.0833375161058973,-0.39715773455089,0.199451091841687,0.219882620953371,1.296434781925,1.85209337936681,1.09414942082521,-0.443725273046475,0.350534390043467,1.36278969814322,1.1965896285979
