"","SAR_RS00045","SAR_RS00305","SAR_RS01180","SAR_RS01555","SAR_RS01560","SAR_RS01565","SAR_RS01575","SAR_RS02355","SAR_RS02970","SAR_RS02975","SAR_RS03945","SAR_RS04380","SAR_RS04430","SAR_RS04435","SAR_RS04440","SAR_RS05300","SAR_RS05305","SAR_RS05310","SAR_RS05315","SAR_RS05320","SAR_RS06525","SAR_RS06540","SAR_RS07045","SAR_RS07050","SAR_RS07055","SAR_RS07060","SAR_RS07065","SAR_RS07070","SAR_RS07075","SAR_RS07295","SAR_RS10290","SAR_RS10300","SAR_RS10355","SAR_RS10465","SAR_RS10470","SAR_RS11385","SAR_RS12835","SAR_RS12960","SAR_RS12975","SAR_RS12980","SAR_RS12985","SAR_RS12990","SAR_RS12995","SAR_RS13000","SAR_RS13005","SAR_RS13010","SAR_RS13015","SAR_RS13020","SAR_RS13025","SAR_RS13190","SAR_RS13195","SAR_RS13555","SAR_RS13560","SAR_RS13565","SAR_RS14315","SAR_RS14320"
"MRSA_Oxs_2 (GE) - TPM",-1.06380294697527,0.7809964894075,-0.849898534815762,-1.14730776720447,-1.05729703289866,-1.15597302105341,-0.911467107071611,-0.137822964375505,0.707499077732757,0.774707039941274,1.27066151978739,-1.08907497430346,-1.45409149045224,-1.28892451520259,-0.863236106342801,-0.963856857310388,-1.11382701797313,-1.49678625569404,-1.34227248627866,-1.58160846091994,0.535140204331894,-0.0932455619107761,-0.570661275506877,-0.429395639461231,-0.506083036253654,-0.583851390456697,-0.549769304076854,-0.55369775918974,-0.490154344732809,-0.344922957473202,-1.18328594678118,-1.24887154654777,-0.256856016214085,0.0651210990403614,-0.117858288602448,0.0590161720831726,0.17358986589486,-0.725617840937981,-0.977122682118502,-0.900059448181191,-0.923401284866453,-0.830070174166621,-0.764098746773258,-0.749880047063935,-0.704469779144956,-0.849104763208224,-0.807385209818377,-0.778679695312711,-0.724204414388069,1.26792106937232,0.579614327979293,-0.80712855083524,-0.637509826088949,-0.409245167169811,-0.553354568352455,-0.621887452550305
"MRSA_Oxs_3 (GE) - TPM",-1.11438681787884,1.07968024541033,-0.952142503326114,-1.17607826451275,-1.0993973381878,-1.01796430529547,-0.97939528714125,-0.330552939004549,1.16299560331791,1.00847694467518,3.03141138613856,-1.06457394067224,-1.33932017585657,-1.34729984566268,-0.944819670709208,-1.05052062473743,-1.67508584690854,-1.33475805672423,-1.56008351590472,-1.79865247559333,0.490506664950436,1.40151146670689,-0.363045746670268,-0.240518602188237,-0.5441599379847,-0.608173393312069,-0.66177677523401,-0.405407580727578,-0.64283743441833,-0.698087619172799,-1.27802449554066,-1.19309575983461,-0.589007228004016,0.765410502207738,0.834529098483942,0.194031845985594,0.261909101521197,-0.726379478216974,-0.940950967514286,-0.920436849499468,-0.940951046204505,-0.80873903321006,-0.759249215522607,-0.748166620772555,-0.70469919136861,-0.846152521731501,-0.800458417470317,-0.780231831072516,-0.728444986364954,1.15869098050119,0.236295791698162,-0.849354119473615,-0.825201927954866,-0.738035991964136,-0.620860404824294,-0.606286570751658
"MRSA_Sp_1 (GE) - TPM",-0.979962053447627,-1.08324500676659,-1.03015215581749,-0.405071871952614,-0.395445660154787,1.3889535527162,-0.69019068034435,-1.23899227531496,-1.36420455235992,-1.41401004956746,-0.760792200735685,-0.419077307764778,0.540258094432647,1.87397753051934,1.22815601075373,1.05046279807761,-0.265875885080644,0.532935673569662,0.376564999965477,0.700895077388429,-0.648984544439831,-0.33278397490504,-0.212400992455575,-0.613009097442592,-0.5557835170489,-0.269100414307154,-0.536521910341328,-0.45113900260034,0.0787749531680429,-0.93729632692024,-0.178424721155584,-0.079826539787081,0.435208363668485,-0.651389360490846,-0.34022463254726,-0.368685684686244,-0.656411957975574,-0.699091177875966,-0.406425466016998,-0.400149206860983,-0.579740881855648,-0.639305138745093,-0.685569809641232,-0.684375869367669,-0.657051044467804,-0.727880612546298,-0.719871002834223,-0.681554858307949,-0.661179079850832,1.51465171011057,2.12294221221989,-0.950638241435393,-1.10711994250253,-1.38205934044597,-1.02931342489328,-1.01099901031729
"MRSA_Sp_2 (GE) - TPM",-0.764490053107068,0.975516664745373,-1.05052545425234,-0.41589492136071,-0.28746008934947,1.21927446507756,-0.71240491454432,-1.238850413666,-1.43222076846745,-1.43675904574926,-0.87761175049558,-0.407687194472592,0.259046288616052,1.61936816440882,1.14619503054468,-0.135127653632518,-0.0823247649912873,0.100564482722549,-0.197525741374694,0.721795669658321,-0.595163350396247,0.0871901983385404,-0.638107035118979,-0.580990453348751,-0.621621244751641,-0.576972352385289,-0.481060574575884,-0.520573322316103,-0.417955452609656,-1.22587544547772,-0.820166703408145,-0.390319542791869,0.879685117637214,-0.957646223091604,-0.533985565239549,-0.3714856787312,-0.763409594363518,-0.686774348836776,-0.448952596205744,-0.476863706668848,-0.464069993684154,-0.616466438531744,-0.656172373268571,-0.670022170755851,-0.652152027440842,-0.719441745134659,-0.696774179424369,-0.664068604061447,-0.660952307301446,1.64455203534936,0.771186364483767,-0.943775633981614,-1.09539266234396,-1.5379635670065,-1.01925838460788,-0.999795260129238
"MRSA_Sp_3 (GE) - TPM",0.157985752526142,2.49794810419368,-0.960670626225116,-0.328505701165468,-0.384536679409015,0.477784525579557,-0.814959111380656,-1.26053168895822,-1.40595107408916,-1.47289678380763,-0.887426910569788,-0.635103016237229,-0.00693474387361744,1.18511609924679,0.936349723148071,-0.895951917404837,0.288483425670777,-0.392086543622383,-0.200770876426177,0.183245065259743,-0.752283258990217,0.984965031180741,-0.696797399952005,-0.558520113405286,-0.614193477742065,-0.628327336561248,-0.51322703704667,-0.515726841545463,-0.443940080195371,-0.600031583487381,-0.867804939552895,-0.407010164231841,1.09393741472271,-1.04198154691672,-0.76990404305412,-0.365367166049276,-0.643853525805567,-0.662393410534271,-0.335608820813842,-0.50807452018509,-0.605471112850774,-0.590656802679813,-0.655010988172686,-0.653826780061462,-0.632639177453289,-0.690353668127845,-0.670545195253715,-0.645902041735067,-0.62168351857424,0.962264143450391,1.79475839318986,-0.957277240078271,-1.10946372298638,-1.60752309105133,-1.02426079210762,-1.01730918089541
"MRSA_Tm_1 (GE) - TPM",-0.541295146624641,-0.48432922848165,0.411079004854369,1.35945652833398,1.44018142132969,1.3658714229509,1.1932146633065,-0.599769961081923,-0.160771123421804,-0.0361763704479445,-0.484558703283387,0.221820915107015,-0.570773515240062,-0.455180513278288,-0.580783758786344,0.233629077489997,1.03334718240576,1.01875649720479,0.36933448780838,1.45503249154,-0.203224403321326,-0.528843585212495,-0.704665434793573,-0.391338848276291,-0.374480479384145,-0.491852824862622,-0.434408725359509,-0.514192650603508,-0.402653735330635,0.128822550803477,-0.664974236426149,-0.264030282130508,1.45446484163948,-0.148220459973623,-0.114053335968223,-0.345081284494651,-0.802783651897477,0.0380554118063594,1.56738326573084,0.896044819053491,0.670092448609373,0.428700334126282,0.413191293288197,0.159880157889563,-0.137935545369669,0.493098760003641,0.190455299730643,-0.0368280509555898,-0.322340824543237,-0.921324463846474,-0.902839820012764,1.48502731214621,1.1163066010893,1.40382972897172,0.161876436818751,0.761049206511865
"MRSA_Tm_2 (GE) - TPM",-0.576287534859209,-0.511768505674724,1.06488224089429,1.53939778265597,1.15338620935559,1.09795319969042,1.59296670328678,-0.462557298375354,-0.187236891534692,-0.0882583535470263,-0.365003829273338,0.603857503329159,-0.72855036097975,-0.436540608641682,-0.393690845006175,1.04394842411314,0.321129260511765,0.689319747302057,1.28041380099601,0.888394569625956,-0.283671484962135,0.668954544635437,-0.446602494696534,-0.448691396307885,-0.453681633610152,-0.412174769694168,-0.510154657961028,-0.582018772013709,-0.28837871297616,-0.0463285525816055,-0.482560551496024,0.152284304957211,2.24344225241025,-0.08312248122451,0.119468951872745,-0.361795335466867,-0.959628339433618,0.14916329369451,1.69804252100032,0.823316633992331,0.733890352526476,0.45572986732397,0.402502434852773,0.218624667007799,-0.116117160083683,0.535061668472236,0.160928118444188,0.0122978530932533,-0.292997468332006,-0.563724090949552,-1.22548107021853,2.06738884954152,1.53271382185616,1.35222074553887,0.27285642988817,0.874258872126674
"MRSA_Tm_3 (GE) - TPM",-0.600944828741221,1.34337465720666,1.11839582021311,1.53801394999656,1.30029761177794,0.410374174784091,1.19692485062958,-0.202441707192096,-0.343242780469405,0.0866281840776606,-0.461574978874847,0.276905847068983,-0.761062754351362,-0.634371126945258,-0.0516181665314265,2.08016660120065,2.64565335907537,0.889344069725,1.54101602323117,2.00868257633978,-0.364837671556218,0.148706111649993,-0.0083472316436383,-0.267008221369396,-0.512310342192116,-0.559474889457097,-0.458663931969124,-0.577170853515707,-0.397827916975053,0.374611028741809,-0.461507067455872,-0.353890904299088,1.81235745227097,-0.201227791736149,0.217505927941311,-0.337798939542951,-0.88887055721293,0.395752243148841,1.7727016163198,0.951282995492815,0.721855175300335,0.638288920141732,0.544897608416813,0.347351553175138,-0.0567958847342617,0.593800344189576,0.39327040919896,0.136168038225421,-0.177612218777014,-0.240509133445153,-0.71955072544721,2.08080035724394,2.23706076161097,1.79983841453447,0.252012695629732,0.646318953074304
"MRSA_Vic_1 (GE) - TPM",-0.40077717940794,-0.611726425843011,0.0307112623848005,-0.924130365206147,-0.786482764316746,-1.06417945281469,-0.573500574587244,-0.786923995611416,-0.926678800261907,-0.705913231516038,-0.757128876964674,-0.70944405848166,-0.931647747159472,-0.852707554742366,-0.882269771632992,0.744467268536471,0.202882022765575,-0.341619926279891,-0.569671776038459,-0.456374920470231,-1.44545714885843,0.993583992751648,-0.595850309524026,-0.344086533892547,-0.454163560553247,-0.544559031834109,-0.515602387921617,-0.570930211014363,-0.427050524776303,-0.220529161185453,-0.808260054993891,-1.04286208171673,-0.705326635771491,0.996823388640878,1.31268102105632,-0.350058439454509,-0.812693820266376,-0.450886671212235,-0.274777083050106,-0.160817754243305,-0.346779798468095,-0.400462081397193,-0.366069529444519,-0.466522162600634,-0.510993576484795,-0.200678444443511,-0.280292314554771,-0.371819521248375,-0.493892929307078,1.62390553546966,1.30629617450704,-0.511198405272329,-0.44138285631741,-0.553930303794888,-0.698701198370396,-0.685432083621728
"MRSA_Vic_2 (GE) - TPM",-0.0939772220294997,0.444715444314416,-0.2993831473881,-0.937539407671742,-0.836645764080759,-0.809620873176119,-0.715323986599951,-0.713463011125801,-0.866142705436137,-0.703767429250722,-0.829325827286699,-0.717979385027787,-0.898265689152889,-1.03695663572739,-0.669874951188344,-0.449087299812718,-0.0481271131793344,-0.288885612312693,-0.598758176123567,-0.781083349992848,-1.41065670005838,0.659189894638679,-0.719688031365796,-0.550388287576167,-0.44894101558925,-0.49960275313896,-0.42295937414776,-0.651686492736795,-0.18363903277405,-0.424868754523408,-0.923572897979145,-0.963436868842565,-0.809644041153449,0.612834183200752,0.891361496673194,-0.348879961161389,-0.773862733968063,-0.340231973005503,0.366196195195823,-0.0603321609146236,-0.232762542891421,-0.199966485193212,-0.303345140662087,-0.357912777972033,-0.453680077898948,-0.0960239744851425,-0.242544538826441,-0.274249474207542,-0.393386337295431,1.29119249087225,0.573944287484239,-0.443440494875281,-0.374062704119598,-0.460164592870019,-0.643998276966504,-0.603190568946681
"MRSA_Vic_3 (GE) - TPM",-0.134187029712693,-0.4146815092486,-0.134185168110247,-0.922564099401249,-0.835807463882011,-0.754464824087968,-0.72272344461116,-0.705568909513811,-0.858254322033517,-0.786077274685918,-0.555140045189773,-0.512812533385608,-0.83027355559693,-0.792494434435844,-0.685513061747863,1.07855188670531,-0.200681596324262,-0.553161326956006,-0.626894742673002,-0.525928943862987,-1.44027282193686,-0.12367148574415,-0.470161004619497,-0.55315981490805,-0.349391390418611,-0.462486633572519,-0.438663297779249,-0.388831048807196,-0.338126995568798,0.0944998933131942,-0.863654069140908,-0.640585666038861,-0.658308528961454,0.884531563769937,0.747716495681232,-0.349083162604589,-0.726987993132265,-0.269120912491985,0.710326904114844,0.0229759566616514,-0.0203298416281065,-0.0274451718748164,-0.0833946769779862,-0.235638567652891,-0.399957754889619,0.118961296487974,-0.148743019891129,-0.161267184021322,-0.405065873878939,1.15685216233057,0.903068420589105,-0.461236187876405,-0.415261272621337,-0.577346979250481,-0.693593008016361,-0.606309327128511
