"","YPK_0159","YPK_0231","YPK_0292","YPK_0843","YPK_0923","YPK_0924","YPK_1069","YPK_1437","YPK_1527","YPK_1557","YPK_1558","YPK_1684","YPK_1685","YPK_1713","YPK_1825","YPK_1853","YPK_1881","YPK_2064","YPK_2085","YPK_2109","YPK_2139","YPK_2564","YPK_2565","YPK_2566","YPK_2656","YPK_2752","YPK_2846","YPK_3015","YPK_3151","YPK_3340","YPK_3352","YPK_3482","YPK_3483","YPK_3491","YPK_3539","YPK_3681","YPK_4096","parD"
"YPSTB_Ns_3..GE....TPM",-0.924916814249542,0.955108580561058,1.13827863674281,0.232007692568374,0.0359806484944677,0.69125172773403,0.908468987610595,0.186334368596767,-0.137407527978384,0.416887922561449,0.282989307031759,-0.459006035246503,0.671385643472207,-0.589849003522544,0.572421452647189,0.566478770799023,1.00606669659194,-0.531152670248014,-0.700462419587943,-0.939558778047659,-0.508513145742135,0.286872439304407,-0.488425987748345,-0.196077924407074,0.207469495726629,0.107418522877148,-0.182693050816916,0.260012481866242,-1.9586661711907,0.165967369566542,-0.119244724802962,0.25903547059894,0.655703322588227,0.175830455912543,-1.07100870977949,0.589739622402396,-1.87897045455902,-1.49567384525392
"YPSTB_Oss_1..GE....TPM",-0.0988375318349934,-0.521076930965516,0.177350945929437,1.19878836786079,0.344061608450484,0.230829457783201,0.0107474824729925,1.29107046103602,0.284968269602531,-0.247718712292068,0.512408646852889,0.771995598880279,0.18438893155696,0.637492368622365,0.336622940201243,0.116601236792006,0.00762464327440741,-1.18907861441407,-0.271167188532526,-0.0607505951940449,-1.42682916459305,-1.07216138621875,-0.901881543824786,-0.999138978742985,-0.646272321262388,0.29063455499201,1.95612534530121,-0.129985971978523,0.0112772787426379,0.554259590444045,-0.666861155743251,0.503617002903711,0.610799190623536,0.132532361988189,-1.63493558946086,0.152006341942734,-0.299919121710009,1.09388436302755
"YPSTB_Oss_2..GE....TPM",0.937491726559547,-0.341750070526377,0.334246022619118,0.781167146856492,0.30922119538341,-0.126609542215472,0.115299530812973,0.418899761131067,-0.180053060447948,-0.40590344377415,0.607408934578726,0.393811314336252,0.448405315980527,0.503991795538919,0.254865539042589,0.133659195983061,-0.0377773037068385,-0.921429046447107,0.103180115610203,0.311787150028233,-0.387602057486305,-0.445624509541485,-0.232747868647658,-0.636820295889267,-0.218786386120967,0.139501052417479,1.33779169534838,-0.3422627389973,0.285280318309097,0.313614795614475,-0.793223354470782,0.160649224021206,0.455472527838638,-0.100863498024382,-0.864990951998049,0.135476735939007,0.154486826485619,2.05480940116239
"YPSTB_Oss_3..GE....TPM",-0.0093710379774854,0.335004582029054,0.342819504696981,0.554961458260931,0.523265078725939,0.118785369320464,0.351153677018436,0.567838885996455,0.305107734026057,0.365801149248932,1.08177395078366,-0.0192627318929228,0.00796166972563927,0.240638270875866,0.466483773673556,0.0874254807572471,-0.18962466158777,-0.130143213918583,0.262462978894866,-0.346977472951717,-0.677432875973388,-0.428827687895066,0.0628902702216701,-0.378536177156084,0.0959041417890095,-0.193416567357119,1.61312089262534,-0.157162607549831,0.0392996882636922,0.972760145819823,-0.734910642637402,0.366354254109802,0.666027418342931,0.142434884131338,-0.190025136803419,0.289744036783423,-0.265073556781094,0.99543370365876
"YPSTB_Oxs_1..GE....TPM",-0.0917132876056235,-0.906759636732478,0.103802864795841,-0.844283778570188,-0.898263618456282,-0.776010571606179,-1.49583320369632,-0.347964213861864,-0.207362949688244,-0.621788061852828,-0.410360893618808,-0.657482594091389,-0.0621513116209862,0.0645813138398411,-0.964371402246929,-0.306095396230225,-0.329669597797454,0.337005086758002,-0.80071954680536,-0.0488658076082977,-0.567396999179066,0.96989917231767,0.727147380154572,0.131948270737564,-0.671028710026027,-0.911923896949055,-0.485840563715937,-0.645462039227841,0.0923541002449966,-1.40743267914306,1.04187289889494,-0.658104918858808,-0.458674714193005,-0.468898663987581,0.625298648387411,-0.768615058398106,-0.332520990089193,1.20193715672495
"YPSTB_Oxs_2..GE....TPM",-0.195426033926424,-1.16699397788763,-0.133377388144735,-0.848580821214415,-0.889808852232566,-0.912879750030996,-1.41284874496818,-0.653061697830656,-0.0972315405675988,-0.924192320745021,-0.205279244532283,-0.353501579540115,-0.527841225555057,-0.411517861376614,-0.951456529227911,-0.475489030357079,-0.233304912429018,0.367949087030027,-0.514190289128047,-0.153307470672058,0.0827958936137656,1.21431968847443,0.63381298676516,0.316958400602512,-0.491906067889096,-0.866624080379944,-0.732145015826446,-0.375223535616633,0.152484159234812,-1.55294483440836,0.989335210524793,-0.798535157113674,-0.246836204513085,-0.660520652968639,1.62861632278661,-0.751113540902825,-0.567048380862096,0.30113168661683
"YPSTB_Oxs_3..GE....TPM",-0.735005865356042,-1.45001433515669,0.580963949585959,-0.707801855828826,-0.385860823906288,-0.439761822489453,-1.43445054458945,-1.61726856291683,0.170018244687371,-2.02258691575461,-0.727323487798565,-0.701964628236867,0.278740892215655,-0.886335908219091,-0.549788159919856,-0.376018479991232,-0.358072437850131,-0.187294392620064,0.0496503767693817,-0.815680450566749,-0.502098146881924,0.132763897578399,-0.165566960819609,-0.196865476898974,-0.331366476465985,-0.935560728976726,-0.336923185063044,-0.319425744529597,-0.0421726444973589,-0.82608524395058,-0.724392763702316,-1.12028198627917,-0.722822753819944,0.00931919849768129,0.677194637252561,0.260447174764248,-0.149103591669742,0.0912259232857318
"YPSTB_Sp_1..GE....TPM",-0.203968291794897,0.940256677710498,-0.422151364812254,-0.605909105031482,1.06018470931541,0.545590756466118,1.83371571026982,-0.131015899125447,0.663203663529372,0.784696807650043,0.628135856124021,-0.617172469327503,0.4859476766537,0.609407869345319,-0.157286594729373,0.98234000271518,0.653971183324685,-0.779454089880775,0.965713406057821,1.1304336156439,1.272121347899,0.11941116093793,-0.327957253854078,-0.130239642579477,0.420648055730996,-0.899422258259643,0.434066428046169,0.870882271279364,-0.00711463318863226,-0.582658739437276,0.878220720570903,-0.22612689801175,0.445346519349947,-0.461625184701657,-0.381368141516183,0.206770833619096,-0.0631376982451507,-0.640981774798682
"YPSTB_Sp_2..GE....TPM",0.0363425238531433,1.45303720236532,-0.611709405089039,-0.552499381347178,1.08869882051278,0.694388177353884,1.69184744693173,0.865575999604204,0.413681500787148,1.37342968053785,1.60342960891004,-0.88765945973405,-0.173383087792529,-0.0245435688438592,-0.102555353941711,1.14310242573854,0.525031245352675,-0.516045559940889,1.19794718858262,0.863956097694739,1.24942230470392,-0.025604583283029,-0.600954464568809,-0.124439856926269,0.782684813930922,-0.686271334218238,0.505872957605059,0.855784376403426,-0.238751436877343,-0.372601704999684,0.303293242718102,-0.462519377730619,0.293151427884447,-0.359639608291883,0.171058987064613,0.283460768812773,-0.242675467787058,0.924242196841157
"YPSTB_Sp_3..GE....TPM",-0.126349470397833,1.70159122982605,-0.593215450863923,-0.517156696505081,1.17473854948905,0.775442194226757,1.26481734589822,1.14174657515801,0.646928011599942,1.92021761600208,1.48356335088967,0.309492141909439,0.893478352163169,1.31773559185538,-0.173631274285601,1.42646639387444,0.841260850317105,-0.962043613274059,1.15548927621105,0.819462607257069,0.969115549873568,0.43838131048738,-0.260995293127152,-0.118982748591312,0.398637876753907,-0.494479667566467,0.706347173232357,0.981782294809658,-1.05707116726424,-0.517475974615434,0.676335502290143,0.0884879693767973,0.601980815627958,-0.15017658092585,1.0622996791887,0.398960338700517,-0.336825233523134,-0.811863782968723
"YPSTB_Tm_1..GE....TPM",0.0701366756201933,-0.740446546203261,-0.721883807675753,-0.86178602777938,0.117705652061995,-0.751019492615542,-0.797177285466293,-0.77448072977765,-0.885173678347645,0.744566973858144,-0.820519546542207,-0.131992576793041,-0.843000572567708,0.459416233833712,-1.04848413508358,-0.598942944701627,-0.629762634454463,-0.439778808274791,-0.723530281391145,0.565589560704738,-0.615438655666111,0.107433663389898,0.413398079682966,-0.113760627646893,-0.275117650763099,-0.811084480679379,-0.649606711669461,-0.832234769291445,0.322564825073776,-1.03123657148874,1.04562327296746,-0.240466987990204,-1.05643500686021,-0.494964893843272,1.11946615999527,-0.802179549971695,0.470536929173526,0.335962307835697
"YPSTB_Tm_2..GE....TPM",0.168331729926048,-0.442364152731058,-0.680860536629947,-0.94364438786584,0.0941304094099435,-0.752637319781803,-0.602855166461776,-0.27556748874432,-1.05083258362264,0.587353428696645,-1.12014119830919,-0.924738467355745,-1.09502927083162,-0.500208505225329,-1.06570579658681,-0.746267789596838,-0.562798922349018,-0.39602050440396,-0.616200327750637,0.0628414782856405,-0.71923800198645,-0.0241944341369705,0.276072935908794,-0.0400217241788719,-0.540981115938496,-0.732071056154166,-0.761794024208139,-0.759444968166465,0.915118059593013,-0.922841154991087,0.806795144370309,-0.528013634288807,-1.21490615159994,-0.457709364696065,1.06562171655934,-0.75022828899043,0.979761825698027,0.679038587594387
"YPSTB_Tm_3..GE....TPM",0.086351853500438,-0.51778228607558,-0.710712062384918,-0.921822131920893,0.202174385880228,-0.820980891159653,-0.797817873420272,-0.823086955431997,-1.03043158525741,0.239177714214819,-0.979093595781956,-0.25088609100833,-0.875774378841736,0.0245183996799042,-1.08058606274779,-0.914516537911198,-0.228000586500314,-0.220602415361148,-0.556254952190384,-0.00468803143400607,-0.687319869577429,0.118191161956694,0.361438857148653,0.0131756975119969,-0.0955450260786456,-0.714288087255881,-0.725603898361701,-0.780095852059619,0.864227474571454,-0.852232138657295,0.827088154284749,-0.548989761458412,-1.01765884065476,-0.47740595882355,1.52327236241183,-0.778301609835351,0.94897309826511,0.527662366463703
"wt37.Ca_30_1..GE....TPM",-1.99872201889466,1.24426413785,2.98540469780254,2.30431385953658,1.45596232211521,2.03842108833145,0.423302171754968,2.86505299753955,2.30415337800341,1.77316235434296,1.66446568092607,3.00294598659474,2.34626179759681,-1.83785821876138,2.62852151100492,1.30886957193382,2.40364495808973,-1.84316368860345,0.50390329146003,-2.50662288844302,-1.73079466373713,-1.68265035713667,-1.79223075092612,-1.61071989339588,2.60725372254633,2.49656538566419,2.22418313547733,2.0620972139245,-1.84914134009352,2.8069651184736,-2.41003663498269,1.85526859564752,2.17537510783103,2.34745521416813,-2.24969949265095,2.73378999441297,-1.90601161099837,-1.27155962261999
"wt37.Ca_30_2..GE....TPM",-1.55050203096958,1.76177844248549,2.02749643740516,2.47929283688745,2.42458610467971,2.12148180758299,2.02718089604773,1.49902274009636,2.52346937361443,2.10963971047425,1.27270760835374,1.37912760151421,1.74502220357814,-2.64615805677675,2.7256883373214,2.26558108086398,2.33482303748714,-2.37759241703298,2.57230142274845,-1.94062925740615,-1.23367904163124,-1.7719404852397,-1.87304673527362,-1.60678100308463,2.66017509801944,2.64085521165769,2.07344351436272,2.27540102488184,-1.70421566871681,1.39898191166373,-2.31148965777992,1.50885107015953,1.58090710055078,2.59443815831606,-2.33583334143242,2.08888114410128,-1.8759460075089,-2.0578055661059
"wt37.Ca_30_3..GE....TPM",-1.76944504258217,0.925522862565602,1.56404962819709,2.93331187002123,1.78254687360468,1.78563451025718,0.96040372222298,2.21546737097545,1.84053299749917,0.913471043541744,2.11691228889445,2.76623288071786,2.69305750205903,-2.1086029320543,2.68309259478461,1.78677136791905,2.52663304822217,-2.1424758774431,2.11807422278876,-2.36778594710863,-1.95671662844243,-1.73676637791404,-1.83064502146673,-1.64675375403267,1.99716457397566,2.4084012600038,2.51508767612309,2.33338738254374,-1.66119460171786,0.729336275215381,-2.10034551004072,3.34833952200454,2.18416230589488,3.12924499329219,-1.41806637543871,2.61885743693848,-1.96552017338022,-2.12603610239632
