"","JHP_RS00115","JHP_RS07880","JHP_RS00140","JHP_RS00150","JHP_RS00165","JHP_RS00360","JHP_RS00365","JHP_RS00430","JHP_RS00540","JHP_RS00590","JHP_RS00615","JHP_RS00645","JHP_RS07920","JHP_RS00680","JHP_RS00685","JHP_RS00690","JHP_RS00715","JHP_RS00720","JHP_RS00785","JHP_RS00795","JHP_RS00815","JHP_RS00835","JHP_RS00935","JHP_RS00945","JHP_RS01090","JHP_RS01170","JHP_RS01385","JHP_RS01470","JHP_RS01525","JHP_RS01590","JHP_RS01705","JHP_RS01825","JHP_RS01845","JHP_RS02285","JHP_RS07990","JHP_RS02360","JHP_RS02510","JHP_RS02620","JHP_RS02625","JHP_RS02660","JHP_RS02665","JHP_RS02670","JHP_RS02805","JHP_RS02840","JHP_RS02915","JHP_RS02955","JHP_RS02985","JHP_RS03105","JHP_RS03230","JHP_RS03310","JHP_RS03315","JHP_RS03320","JHP_RS03355","JHP_RS03420","JHP_RS03425","JHP_RS03540","JHP_RS03545","JHP_RS03710","JHP_RS03725","JHP_RS03770","JHP_RS03960","JHP_RS03965","JHP_RS03985","JHP_RS03990","JHP_RS04015","JHP_RS04080","JHP_RS04095","JHP_RS04150","JHP_RS04160","JHP_RS04165","JHP_RS04190","JHP_RS04245","JHP_RS04270","JHP_RS08090","JHP_RS04335","JHP_RS04340","JHP_RS04365","JHP_RS04420","JHP_RS04565","JHP_RS04595","JHP_RS04610","JHP_RS04630","JHP_RS04745","JHP_RS04835","JHP_RS04910","JHP_RS05075","JHP_RS05195","JHP_RS05260","JHP_RS05320","JHP_RS05330","JHP_RS05350","JHP_RS05395","JHP_RS08185","JHP_RS05485","JHP_RS05635","JHP_RS05670","JHP_RS05730","JHP_RS05920","JHP_RS05975","JHP_RS05990","JHP_RS05995","JHP_RS06005","JHP_RS06065","JHP_RS06075","JHP_RS06100","JHP_RS06155","JHP_RS06320","JHP_RS06570","JHP_RS06575","JHP_RS06795","JHP_RS06845","JHP_RS06850","JHP_RS06995","JHP_RS07085","JHP_RS07255","JHP_RS07330","JHP_RS07475","JHP_RS07555","JHP_RS07560","JHP_RS07595","JHP_RS07650","JHP_RS07830"
"HPJ99_Mig_2 (GE) - TPM",-0.675545087629402,-1.1642222318771,-0.65826387189023,-1.56960964205449,-0.550064447021155,-1.13538896354955,-0.135533654452664,-0.0752084512386628,-0.442336408803165,0.0207479389927393,-0.186597688880289,0.455368657830683,-0.871439904840645,-1.35334054325026,-1.1733015977713,-1.05932162728603,0.725462400744989,0.694910242113292,-1.12896898830039,-0.212554173686432,-0.929841612504097,-1.25137838200544,-1.11877226420724,1.1476197416443,-1.01000516817333,-0.777674277354648,-0.721545803109114,-0.314079468151427,-0.223702288822757,-0.616799479364503,-1.03715000211156,-0.732137321720579,-1.07538872790429,0.128365326973598,-1.50145899465048,-1.18685900832459,-0.838307529753858,-0.981987661254582,-1.33584847404587,0.497484851219843,-0.800570061379439,-0.585197185457751,-0.302810829075386,-0.687826684184749,-0.57090154230405,-0.497543430249616,-0.45889999627529,0.108541528493424,-1.30652589916173,0.0970655929251449,0.211378776211676,-0.0631074029744525,-0.31380597438083,-0.10212764682022,0.210774458765232,-1.69914575581981,-0.826232493302107,0.0950554402702793,-1.14782953340853,-0.830771510466333,-0.591545367468267,-1.23753303523005,0.579596999019296,-0.287975899389226,0.424196063674788,-1.32670139835088,-0.182533748004625,0.194178378828504,-1.00807930428177,-0.686509265507297,-0.650682275108523,-0.545013699225843,-0.511654679298352,-0.596170550402906,-1.55016061979194,-0.643831303864237,-1.28739280792557,0.0434122757351261,-0.656764260039952,-0.905466307764228,0.203232697118092,-0.919050021122341,-0.303120693459793,-1.18838668172014,-0.413970303131618,-1.58955133588783,-0.305490709571607,-1.46023197854962,0.603690145086762,-0.836558494907673,-0.394124475411487,1.52370024204878,-1.92687372763196,-0.720302664421419,-1.23267142294355,0.394532310310738,-0.199866992192645,-1.14531100802284,-1.03854886238312,-1.41825505078859,-0.179049039883776,-0.859899524967287,-0.809145464875367,-0.302371947719452,-0.914428344641622,-0.986189890269163,-1.28221273145037,-0.577381470495383,-0.565877191762682,-0.545985714554204,-0.755357097210774,-1.27536713307281,0.0987768515597465,1.65227794674202,-0.932428710012221,-1.63414039879922,-0.743742875364445,0.651665912731888,-0.0215532286234915,-0.169016377579112,-1.37742535320115,0.227547889811618
"HPJ99_Mig_3 (GE) - TPM",-1.11226167053393,-1.23254200709952,-0.78612102793001,-1.6298948745026,-0.956102473900445,-0.516206367738445,-0.0873599353050231,-0.802970599077955,-0.822719720193543,-0.393043768290873,-1.14154950929648,-0.461870312632066,-1.89350581118272,-1.46990510930517,-1.19517806849665,-1.18592702123636,0.73386731521776,0.679365327072533,-0.876456955929447,-0.617977841682463,-0.868419374605796,-1.10878955160122,-0.886885818732152,0.95672013763016,-1.35245602376072,-1.12041464875785,-0.604621139786386,-0.343010345439193,-0.799611140793613,-1.54371315908423,-0.835036335121148,-0.66053044975044,-1.25436474334498,-0.226218133358311,-1.68870526307848,-1.69844986443321,-1.3764104088523,-1.05381374050799,-1.63392065115495,-0.475694417940268,-0.829775539221117,-0.869636750817563,-0.394285082860725,-1.02567576730436,-1.33083231764344,-0.565446462354193,-0.691047577137067,-0.0800777821226797,-1.30161440727868,-0.4862193809901,-0.551091991378369,-0.373309753188841,-0.419453405531724,-0.957644761971465,-0.484300378174821,-1.81564284695578,-1.85486189786375,-0.621734889800277,-1.30884716297538,-1.10560155172964,-0.980957137751688,-1.10137476903156,-0.449790375388998,-0.699101033529248,-0.326981332672822,-1.64528053434284,-0.66801572517982,-1.49787786584633,-1.52355338018173,-0.74773822108707,-0.73677921476801,-0.707168626210659,-0.671414020105192,-0.941661386911913,-1.37221307851941,-0.939016965289386,-1.12044039331066,0.397072345522117,-0.920999463817708,-1.18793961293453,-0.862373920693863,-0.989229255328521,-0.802062567206921,-1.12162553214571,-1.04956052286892,-0.599105213521527,-0.503479151701479,-1.28944561952897,0.158174332791369,-1.00969577345214,-0.262324480737972,0.808763935189076,-1.72002670406835,-2.03415953134929,-1.28953241849913,0.282381596698585,-0.206955903149858,-1.12672136853283,-1.16017185615653,-1.84017306355374,-0.665557380520454,-0.968674000575156,-1.16498523252973,-0.163950414304633,-1.13063810296005,-0.873353070961995,-1.10119919567205,-1.02532512396876,-0.573425060434704,-0.870753464187187,-0.785301226646701,-0.730220352542367,-0.116678979525909,0.400036866953029,-1.20090278835449,-1.91474135769954,-0.782347464902382,-0.413990143606756,-0.681996840643887,-2.43201783919301,-1.44568414641716,-0.0366449475346279
"HPJ99_Nd_1 (GE) - TPM",2.15661289698332,1.32618868416923,1.64116863390663,0.745975687457153,2.62333549902968,2.97174650769641,1.99142626522979,-2.02725126804823,2.63201123284794,1.85658693498083,1.35057320115647,1.97329929414253,1.75062793195725,1.93677605759939,1.64250470774315,2.65024396474185,-1.756009067037,-2.01234974630804,2.52473062889984,1.80431664810345,2.94852317014197,1.91271863058705,2.95569288091863,2.37278447115833,2.26386662455263,1.97271706478095,2.08062366549765,1.88046596538346,1.13376391272412,0.206211846131017,-1.20683859413693,1.21754656334521,-0.309688105788866,1.02870118285014,3.07185971928596,2.11376964706494,2.31633056749487,1.21629932450074,1.96252101865479,1.1102213945777,2.3477355958585,2.02139075304486,3.18698707900945,0.886014583190119,1.57673776710638,2.82092802416419,1.04679439530692,1.07833853167176,1.32963339936496,1.77709552437013,1.9045247543452,2.43423732216687,2.13271990434339,2.6616377231345,1.42298801203814,1.45533251238602,0.781364586625429,2.33506154226735,0.937338862625105,2.42604994069223,1.61008615300798,2.10797446468133,0.665995221851024,1.33285681266124,1.42180565996208,2.21058217812368,1.63998109004496,2.11538964342993,2.08751450856733,2.8438000330635,1.22171939220487,1.85148440877478,2.59347751149899,0.768927230519644,2.86575362192487,2.00075253814352,1.66461993111693,-1.88188392268054,2.92880649378315,2.34242457879378,1.7299381467088,1.51776508400596,2.87960231050774,2.81554049016794,1.53803662413844,1.68482089243125,1.54079523357639,1.7977187868366,1.59666509540753,0.79977429770403,2.69475136737301,-2.35185676004185,2.01478082503268,0.947599853803154,1.62801511094974,2.52954206388104,0.577256351845833,1.59160975367529,1.91455223578811,2.01107017566959,3.25172280890704,2.0519571231284,2.42377705691652,2.56426560542461,1.06463490289066,2.48758629695667,2.67630639922911,1.65158898335899,1.76981954874118,2.19291929754209,3.10099415966597,3.05040453284812,2.49056701844759,1.76573917502714,1.91348997734329,1.43349295356342,2.59744120014128,1.20610326211999,2.21837443714405,0.475788395717416,3.06035509565487,2.09141922761058
"HPJ99_Nd_2 (GE) - TPM",2.92706795066468,2.31468545991643,1.96745282763104,1.26840429220999,3.23858600455403,0.821831266482758,2.15071527980946,-1.970513223258,2.93864835309355,2.7856590297148,2.90156199727772,3.5481861637083,2.07925849581715,2.83521441443419,2.55054203356876,2.00632707439844,-1.63822835611353,-1.65406262974087,1.97061153760961,3.45177784418564,2.81092749605433,2.13839093836092,2.39700608146099,2.26805263252136,2.2927486110835,1.81463877183377,3.56441935261131,2.60685228509542,2.40472683640904,2.42478567745417,-1.58858292449826,1.35543064441611,2.36749266857781,0.746642011555365,1.59812116287542,1.99712400934228,2.64219086766314,1.97536092592835,0.897767737125014,2.31589914509779,3.00707195957883,2.28952988246014,3.36645751794837,1.63748312509527,2.43507703529815,2.89073892447141,1.93132055583,1.92558141360703,2.14794128835741,2.88537932489341,2.97260244561878,2.65594474799194,1.80455330813839,2.80476022244032,2.97227913400166,1.83281147336013,2.85938560047475,3.55082665302394,3.20789422398126,1.92895817556925,3.65573699861569,1.87410519167572,1.55265269439341,1.02889888656831,3.88821074194594,1.15998868758118,2.23187115972206,2.68079135230225,2.00360974602165,3.37796105096568,1.57086935638952,2.18944003969859,2.75721458016349,2.80459722893495,1.98967487595145,3.03470729723781,1.74551896900083,-1.94170784612868,2.07709483728099,2.6878995838238,2.91165876287676,1.51983065184263,2.61836581275566,1.12220903799385,2.87647386651791,2.33651419898843,2.83108774485234,1.9339207152452,2.64212810144054,0.995556533199525,2.88830890530122,-1.60027195616058,1.24866844742293,3.04744552292313,1.62435421114236,3.20202282760706,0.758440841413435,1.51160563600282,1.7661999524333,2.5993293047501,1.91793487607679,1.33152157420056,2.6239121806256,3.04179135233242,1.86096182828563,2.73272017060325,2.27707467385821,3.05197386169895,2.63476382624938,2.61142876216644,2.75537682610424,2.12782064348048,2.59027711339836,3.63584804190658,1.61634605512847,0.775000520281501,2.6974070269813,1.91461315205255,2.88047708522628,2.15594201568262,1.88931566424631,2.93841010513761
"HPJ99_Nd_3 (GE) - TPM",1.97987559261216,1.7563091816326,1.92279285843595,1.13383579991819,2.40888164523996,0.639936559672933,1.7982712702726,-2.1757925594065,2.94844574457062,2.61098059624622,2.32205805603952,2.55740479135967,1.24496229930225,1.99282805984636,1.85390928516053,2.63234086114511,-1.47730544772434,-2.02214389174209,2.51867393981147,1.99666766778734,2.15401327074797,1.82951589971933,2.06968708074589,1.37738290372886,2.08749661078971,1.90635164951217,1.91582943008661,2.38440407926046,1.76107873285107,2.00083235131225,-1.65637794062388,1.31672088175035,1.15275924502989,0.76905634082583,1.7510463987272,1.91223308904843,2.26227895629431,1.75073954419912,0.230639656439433,1.65121999757653,2.86503870724551,3.52307475644919,2.46863590246334,0.938466078432628,2.32568760945318,1.86577148826903,0.177581446585105,1.90739441001097,1.09758542750486,2.33168988913549,2.36872334263498,2.42782941506852,2.12843119771163,2.00466705855253,1.87456375523029,1.31880726133197,1.76477627990451,1.89432142415275,1.60951132759763,2.51558758790874,1.56995180495134,1.74456846006915,1.11969075531354,1.4685504709364,2.35175468643446,2.02041501771272,2.59366748665007,1.88306250450518,1.23085942016566,2.22092275699604,1.03329232133514,2.57610824969156,2.52397187132696,1.28316652668044,0.326529730331075,2.5968913582593,2.1964369839649,-1.86307386697513,1.39767097683002,2.47583377629499,1.51640690847815,1.37213922821045,2.13964243257404,0.860146069569038,2.39055273879034,1.69773165639436,2.22897912889341,2.57393648208968,1.78966025085623,0.829451750132302,2.85041206419124,-1.80016381016156,1.01498234000937,1.21102621019078,0.846269078148743,2.37996945927852,0.246240482802796,2.05867766733526,1.82377207925534,2.10729741288786,2.4790945811513,2.45750566734547,2.18529760181564,3.07673539208748,2.57981177959457,1.70452010622568,2.16924157553464,1.98362622723838,2.1420753001123,2.00582981415598,1.80723007569788,1.90654972906916,2.31294581982561,1.76413145014357,1.46668806418834,0.976072745476421,2.8793240562325,2.35110645827399,1.18396238161025,-0.316258472933445,2.5711556059135,2.43425373941193
"HPJ99_Ns_1 (GE) - TPM",-0.658257823696505,0.614813145840909,0.0825491472994766,0.514356060651028,0.0698847873576123,-0.16195387001569,-0.317381176853808,0.322753037066204,0.487952798945273,-0.268369676228088,-0.633136828715176,0.242052975951443,0.880764152028442,-0.0342483619968423,0.737594309586654,0.924959845832309,-0.456575110195512,-0.113705939633834,0.0892089422157161,-0.366542332558869,0.0803558033368064,-1.54082054085517,-0.931026270867343,-0.853267771199756,-0.0878719848464327,0.959782321813538,0.483855307186438,0.696518544277508,0.275064679958492,0.920444538601051,-0.910514594747994,-0.366833847798082,0.256801924002716,-0.449069664925367,-0.0746731575522845,-1.06996867589706,-0.830278144751765,-0.374570600224734,-0.604928140172864,-0.0219578655930402,-0.33538432323758,-0.442984066069351,-0.234387198344077,0.870503062133042,0.725437331497559,-0.462074191981519,0.232269586825057,0.103511663459924,1.47630086301701,-0.457557689180729,-0.313726357714954,-0.132897198821607,-0.557482361492063,-0.072570147179767,-0.159523148785557,0.568969923177306,-0.0150579970853731,-0.792401908501847,-0.358385068166574,0.541074440575074,0.383890456927304,0.115101032163103,0.100114094747904,-0.162372164929571,-0.0244591230578824,1.83583782752136,0.624468118590202,0.325691741270154,-0.0641694241808442,-0.102444089167111,-0.526713459741885,0.304518259159345,-0.396494534361965,-0.600789272948078,1.6450597483225,1.24775568631651,-0.101557600603163,0.893612391854585,-0.42746712588874,1.02028841947296,-0.0428348173174396,1.5910919414603,-0.638208302772181,0.700865640506403,-0.00158141727724355,-0.164161535882702,-0.0504516261041368,0.542576285165282,0.0659200324490576,0.762817053467336,0.152891300917802,-0.27250086897562,-0.419909803907429,-0.2456975384,0.434350544434629,-0.337801181259679,1.66100107575367,0.376967808430244,-0.499677968236278,1.02210318552115,0.247393796091988,-0.817103839106797,0.559673309001232,0.106795065053314,0.539095615708517,-0.100292324125898,1.28970583335614,0.327601973609482,0.444995929637864,0.0589800412383528,-1.17698471480788,-0.218766071857291,-0.689254144008787,-0.461947197426273,1.38605826610203,0.605588485366239,-0.294751747390486,0.38778050856521,-0.283540502707694,0.0407614239966402,-0.968740090119299,0.504203272382117
"HPJ99_Ns_2 (GE) - TPM",-0.757956325808231,0.763458239554287,-0.480780487966196,0.534966530834094,-0.583293079458043,-0.027150258924607,-0.424428939518118,0.403208867082194,-0.0879990710899458,-0.607972932413667,-0.921244043487086,-0.177547438865609,0.0290340808837587,-0.589695095819434,0.591129562308929,0.744102467989738,-0.365635179581772,-0.34042254803717,0.363020685203326,-0.439825414051374,-0.233165752553974,-1.14982143229839,-1.36943163241169,-1.00805998382653,-0.211460207431792,0.578830761828941,0.529309414897311,0.485925519107476,-0.254111751209041,0.505701061307866,-1.02030065979562,-0.469165843847408,-0.733842369796972,-0.670838234461226,-0.296896537210838,-0.702081772221212,-1.0449417319631,0.228820402912916,-1.07722638098543,-0.459160699141928,-0.631946766534511,-0.784053143577732,-0.541949908505604,0.588753513382303,-0.0428824477167754,-0.836249009642834,0.0577676820635495,-0.179995265627374,0.607160342077628,-0.96649261031048,-0.910807413244669,-0.283518818800778,-0.253272556874452,-0.125984837399124,-0.140098010051468,0.362920873755528,0.0504622092600639,-0.670882487766491,-1.01742985090651,0.639951091592129,-0.0518457586477964,-0.26707951464473,-0.16088241964849,0.0671518811416784,-0.535812513324219,1.58324282150627,0.555195882413002,-1.21036178325773,-0.466118742861202,-0.46568933722569,-0.989528757552769,-0.156264533840985,-0.394057980869504,-0.412025633516007,1.13266971265973,0.944449616357545,-0.0884202583522521,1.45307592554563,-0.339570674363298,0.146137853925953,-0.600380719661754,1.65659573140045,-0.533364242017915,0.779696706370335,-1.10056212210768,-0.528606128599961,-0.127372989044742,0.513069270507131,-0.590924099950739,-0.0795462321131842,0.193987083444366,-0.53036399028114,-1.03148969804167,0.156618877314568,0.0019385792623555,-0.840330118424431,0.839075836504983,0.436569658596901,-0.543292898690702,0.596490866574202,-0.53019751562555,-0.841684886460949,0.037978407509618,0.0281361818409505,1.48736562704602,-0.442695723270354,1.00053709972167,-0.108438083233017,0.106944631664178,0.159927915279616,-1.03025817135333,-0.541643805497917,-0.654864504691209,-0.621321157103542,0.930932129354797,0.33482013141205,0.0111377403610943,0.407104960196355,-0.722164304353616,-1.00013736130419,-0.605930992305285,-0.0503542673558825
"HPJ99_Ns_3 (GE) - TPM",-1.01232747759697,1.6391680986509,-0.787870248907978,-0.214384596416249,-0.610037592367007,-0.116126824952994,-0.504685774498506,1.14623963940315,-0.118571368526818,-0.476504069277967,-0.44841719766102,-0.473516157604752,-0.0558547095404951,-0.698664218000727,0.0682923086077813,0.588190984976994,-0.829781225732832,-0.729421428870903,-0.484820033461884,-1.01420800033745,-0.461564653760069,-1.28333710753098,-0.992723571523138,-1.68998736194305,-0.123013407254457,-0.0953685246320381,0.642340320560448,0.117007526542022,-0.476125032020416,0.407256213599616,-0.883688259754866,-0.187528443443631,-1.45776971974014,-1.12378576998979,-0.148833043751284,-0.449895112294023,-1.15752055234128,-0.84851637690062,-1.09461988887255,-0.862448093150096,-0.975240663418907,-0.651107444685783,-0.477586549467412,0.156031108571856,0.475713216247531,-0.893884751246173,-1.51461455448866,-0.53556895400343,0.515881788362882,-0.950698126610391,-1.00423817176794,-0.415246918152815,-0.80574469871337,-0.535267109747143,-0.84581908987239,-0.227256079512771,0.0701870909796559,-0.942518086668,-0.927228646186038,0.305150648783624,-0.382907651416498,-0.867252520535165,-0.896977071118236,-0.228824931683457,-0.876034773736835,1.54957997632983,0.10896145388218,-0.776333599314259,-0.683964661135895,-0.369991148052145,-1.42435263304489,-0.536598804686479,-0.811989569119527,-0.513057929352303,-0.322363681830997,0.173570678476787,0.13830980589133,0.870988011164563,-0.300705827390733,0.228533947626614,-0.36085917781439,0.58261317503793,-1.2198415798496,0.840716140479133,-0.709797904856008,-0.306136553788363,-0.56694557704786,0.200753149862936,-1.20391852312861,-0.479803589105683,-0.338712511058996,-0.874083084929043,-1.5234314705585,-0.305066820046386,-0.2046776882972,-1.01238115983322,0.211506893413229,-0.450664312173918,-1.01672133607427,-0.39538409440763,-1.07596772276153,-0.106240615112803,-0.353659922952657,-0.0125287012225436,1.45505367161062,-0.616035691882371,0.927765402671853,-0.0601204167927942,0.194232591080073,-0.144790419856987,-1.10656063998216,-0.683735882912962,-0.975786706847749,-0.661392953113566,0.142582213199364,-0.218358001938183,-0.16841186147985,-0.57273713437386,-1.33071109030013,-0.58277290456345,-0.8775441733077,-0.651242711841661
"HPJ99_Oss_1 (GE) - TPM",0.58817653878618,-0.505485611127884,-1.47921748633554,0.109079483799037,-0.0835815404543834,-0.676549017370571,-0.645066035122846,0.254045493208715,-0.573938243589357,-0.871521438394395,-0.00702099102540002,-0.769262482292743,0.403133954553456,-0.597771852257208,-1.07402470633288,-0.59644467644945,0.568475598031241,0.234596149968058,0.720768333530109,-0.231823024459384,-0.740936457271234,1.02578139316154,0.0416752646628158,-0.81152914811602,0.614042169571274,0.761800719957161,-0.358445871901587,-1.0937539228474,-1.0908283200221,-0.763187226384395,2.36668326581745,0.602437471017479,-0.227582977748971,-0.735254402980766,-0.842329714063412,1.06248595097219,0.110666041807481,-1.20698518363199,-0.408756207629304,-0.187949896529592,-0.234252149185515,-0.147510600779131,-0.421592230401343,-0.592238721617931,-1.19542041698536,-0.888703651810046,-0.151252203481119,-1.11237840958179,-0.027216501311127,-0.74559499371255,-1.01810799489411,-1.06209435692038,-0.360602059842104,-0.101545034157229,-0.455386405283336,-0.0922018659191021,-0.836772520452054,0.0692498696311129,0.602703992025302,1.00716698847942,-1.03412645680078,-1.1622666467402,-0.336463887047794,0.00972356123359752,-0.456529625431256,0.768565849355253,0.0675768353929321,0.252537630337304,0.0380517524893328,-0.415419557624091,-0.816887218966082,-1.25592362539284,-0.980051726214685,0.429047579543963,-0.904572706087129,-0.574309492610535,-0.292096558199692,1.17086934529836,-0.395126870965358,-0.264483416124206,-0.353087631686259,-1.00554185009097,0.566524995220968,0.610546524113069,0.681332073066633,-0.559986316186868,-0.498363747537018,-0.269538459189191,-0.568111155967651,-0.935177586327862,-0.910350213869815,0.0829729312250339,-0.535480935004176,-0.717441239406179,-0.157561517009883,-0.746714775533853,-0.944978519836158,1.19382230711427,0.611181807022861,-0.249845364901373,-0.412797240704886,-0.214013704093911,-0.712913676947379,-0.569408433131519,-1.15442803791947,-0.00242776402142386,0.386429915806883,0.333262262777825,-1.03154882171884,1.85866968074613,-0.0888298516182275,-0.0824431006545285,-0.649488449227379,-0.541670524320669,-0.528050769862089,0.0766042433043885,0.17046702033523,-0.555771846422745,-0.9296856065652,0.615732606889594,0.538456707556601,-1.12246641787921
"HPJ99_Oss_2 (GE) - TPM",0.293821896758456,0.0778238661258965,-1.63310645341984,-0.888302769014266,0.105140891529473,-0.460846586494061,-0.759138259311397,-0.166650539577456,-0.785795027863584,-0.792676049403186,0.319802470964764,-0.429701381198977,-0.349086523202607,-0.663721143973104,-1.0545317871144,-0.900498162841644,0.465706003319475,0.404574720342658,0.428597237232411,-0.412638452831113,-0.768123932054613,1.35395615792973,0.123808573501404,-0.711012331544497,0.47935323620099,-0.0260419418028643,0.134188511177373,-1.08094969037548,-1.2424696906342,0.215153885918343,0.907122565739,0.165292646965806,-0.536403183283584,-0.494913621175205,-1.28849559588125,0.760303913269133,0.31738396064464,-0.00931063695195617,-0.437782160948204,-0.33308908085404,-0.557916232835636,0.379121157489795,-0.345445500203378,-0.782508626210027,-0.868600836850278,-1.06586929651392,0.167801889890831,-0.98321484883938,-0.294748073377843,-0.556651899763624,-0.800912184396291,-0.948640422053453,-0.740218298493885,0.314812551741956,-0.102752503031055,-0.579694735782009,-1.21899951313418,-0.543376843431458,-0.0792504517221094,0.183665345507589,-1.17509209509409,-1.19963728967035,-0.0798197601977517,0.0421291065950999,-0.108793800370816,0.0739698250325602,-0.0355383011458464,0.587383652923698,0.359796412480073,-0.473231901470616,-0.915721059962476,-1.25180618974384,-1.0982091452205,0.230105951500117,-1.15229886481933,-0.752201381557593,0.2960645945987,1.09855362125068,-0.668255706030256,-0.310107411614042,-0.452799102478731,-1.19222526318031,0.430141352929807,-0.113811170425083,0.00993643730344201,-0.185281545927889,-0.711534525208458,0.424354942663573,-0.681149265713145,-0.631922279139118,-0.773858498687267,-0.0291957831555063,-0.228200248893514,-1.33642873777435,-0.919070812638986,-0.967995506765933,-0.246506039378956,2.05648609362565,0.517269565544853,-0.0910300391296059,-0.898369568948873,-0.145848640190658,-0.713127043038877,-0.539490721926196,-0.945761172092816,-0.253311460645531,1.78289597510954e-05,-0.673515141171784,-0.720049127159003,1.86257109542148,0.248738171862824,0.341048303926312,-0.761403302368525,-0.487857576993846,-1.29419888738862,-0.0732061988111343,0.228557136395814,-1.9827171149279,-1.32185161818955,-1.21545975738398,0.0994231340263747,-1.16030976161437
"HPJ99_Oss_3 (GE) - TPM",1.09551107033403,-0.562169862479917,-1.1902616999455,0.172146666772236,0.495275668292306,-0.228528682137844,-0.55507543620525,-0.226373754574964,-1.00899674897216,-0.382700768369956,-1.29040026346176,-0.344337985976264,0.514509363171485,-0.198402954291914,-0.630149851977391,-0.563922436562642,0.46252185952427,1.76335386277234,1.01122020706804,0.155080325662349,-0.672710626745416,1.76372880546478,-0.731215767573979,0.30808503961076,-0.405012835020167,0.485562234158406,0.210060184508506,-1.02278420065326,-1.13830098948759,-0.419139219577993,0.561251867459398,0.389121086023299,-0.22892806153492,-0.579431966129037,-1.19575401023481,0.39784865315028,-0.165329724185697,-0.921677465848018,-0.803593322527251,1.20667189209593,0.375973888197183,-0.433065333142282,-0.351117359677112,-0.74958832194922,-0.740277642612182,-0.352961484646784,-0.136627388553322,-0.779190602032726,0.285599833965491,-0.448174395494213,-0.730349076182546,-0.862503046838249,-0.909352877837872,0.407781218814148,0.255235714148479,-0.191975110240447,-1.15590726360244,-0.56000605140716,0.681323993833411,0.439418011996129,-0.884448080219716,-1.20911884838264,0.485919293097187,0.317886662320684,-0.56988052752608,-0.100477925388038,0.72198947850646,0.877227008347148,0.630400476279103,-0.259772696164379,-0.0636468558992643,-1.16840131662639,-0.834526946120969,-0.411114389492916,-0.751126814538701,-0.388282698443324,-0.518994051974915,0.851789136645134,-0.403529050487406,-0.499111478387431,0.138650114916393,-1.12343251409996,0.525569953394837,0.106969539983997,0.483783570323183,-0.627104438778037,-0.488203455739657,-0.272786925553821,-0.461457118190153,-0.472787676117024,-0.880957312495133,1.47964907338197,-0.623364376005894,-0.272166405146283,-1.19104936474132,-0.623779475627261,-1.32276150439291,0.733428940276678,0.723125865936589,0.115199630097349,-1.01866504319318,-1.03301446671625,-1.0676355069714,-0.366347618146852,-0.875229358326154,-0.474123023375866,0.114049450696209,-1.34525989008476,-0.869803778503215,0.44061529741373,-0.769918138093171,-1.09599122250705,-0.48555583203599,-0.0523265920850777,-1.05769918485547,0.00732505661461681,0.108201315905403,0.0349266133108265,-0.852641464667244,-1.29091157250126,-0.1286918793389,-1.09541581155721
"HPJ99_Oxs_1 (GE) - TPM",0.774918531718647,0.453922358318988,0.6044712932761,0.176046906705017,-0.587318755440496,-0.410920971921993,-0.498197658710372,-0.982460006281872,-0.212581176710042,0.129966046014832,0.32387992580242,-1.18156214862709,0.490816491327229,0.989382137026629,0.765393809947525,0.0872140057235054,-1.69317600515277,-1.34943872722876,0.710101692744042,0.441875646393024,-0.776525357164932,0.324609641239614,0.0363150215485881,0.374466916343212,1.17718219588619,-0.29734660540864,-0.540357750081629,-0.0979770808901298,0.118755920704677,0.726042036826986,0.133671976080301,1.5642839418256,0.0789902457198075,0.757851748403206,-0.628702668954234,1.08070077826478,-0.800097307299384,-0.674536946287168,1.04350608934184,-0.431063804577897,-0.431086699759722,-0.804945217663974,0.0541359330714106,-0.533462695878408,0.65476770177166,-0.105842657586836,-0.0420000918529062,0.312789551670878,0.29920880180674,0.822859257103719,0.21351455661144,0.205687355895483,0.88559463167928,-1.48229628848669,-1.48830329118986,0.774275574992385,-0.0910064133025444,-0.449570721612999,0.106752596993295,-0.316959568589799,-0.141930985426809,0.466479374493834,-0.525516330850616,-0.682978488073297,-1.42026461795933,0.0811764095224641,-1.42480068769097,0.347016723604034,1.44889463833374,-0.0304326567759669,0.438745412069555,1.14181231101332,-0.412778763705614,0.790614332436519,-0.222275340601015,-0.30168717274029,0.757646457030771,0.256998130092185,-0.946813865042553,0.624888383171178,0.350406216589748,0.522132196782298,-1.41853286035566,0.958499997154365,-1.02439921549882,1.17676590031474,-0.338835629287788,-0.0685607419827547,0.0353237353572407,1.60267267281347,-0.69191994234989,-0.405560293607416,0.529550120360855,0.267104098041724,1.2827178887909,-1.18018855466109,0.612839616956529,0.269081671036044,1.05065098043295,0.333200348954886,-0.721894468557835,1.58348189415302,0.2750934459336,-0.755257870570534,1.11184411429433,1.13030914701236,0.166817215820363,0.708992846264567,0.0866350623227325,-0.659814942572136,0.893379339124513,1.02786460580017,1.23607211411236,-1.28151011419615,-0.350360103276649,1.78617511768327,0.101564569443132,-0.143482101192296,-0.176822271474388,0.523944314423268,-0.362148868110759,-0.801587625833843
