"","ABUW_RS00180","ABUW_RS01770","ABUW_RS02165","ABUW_RS02175","ABUW_RS02975","ABUW_RS03095","ABUW_RS03145","ABUW_RS04200","ABUW_RS04210","ABUW_RS04225","ABUW_RS04230","ABUW_RS04500","ABUW_RS04505","ABUW_RS04535","ABUW_RS04655","ABUW_RS05140","ABUW_RS05145","ABUW_RS05285","ABUW_RS05630","ABUW_RS06230","ABUW_RS07045","ABUW_RS07135","ABUW_RS07215","ABUW_RS07385","ABUW_RS07515","ABUW_RS07650","ABUW_RS07955","ABUW_RS08520","ABUW_RS09005","ABUW_RS09010","ABUW_RS09015","ABUW_RS09020","ABUW_RS09160","ABUW_RS09225","ABUW_RS10490","ABUW_RS10985","ABUW_RS12070","ABUW_RS12075","ABUW_RS12385","ABUW_RS12935","ABUW_RS13285","ABUW_RS13920","ABUW_RS14010","ABUW_RS15795","ABUW_RS16135","ABUW_RS16380","ABUW_RS17090","ABUW_RS17365","ABUW_RS17390","ABUW_RS17430","ABUW_RS17775","ABUW_RS17780","ABUW_RS17860","ABUW_RS17905","ABUW_RS18525","ABUW_RS18530","ABUW_RS18535","ABUW_RS18885","ABUW_RS18890"
"ACIB_Oss_3 (GE) - TPM",-0.479859781394699,0.44336240033379,-0.266303881306121,-0.218660053554833,0.13036706758546,0.227488266555215,-0.23742088827745,-0.464596986310784,-0.0855060303276076,0.483908985690231,0.724890151098678,0.193796627941479,-0.139068484923371,0.348966332283266,0.494878007195686,0.248876228792294,-0.503148661486433,0.285566912272305,0.164296844657622,-0.516454858499498,0.435843678067288,-0.475349912373936,0.463599551348711,0.0524375747943436,0.102509553757627,0.586076637190074,0.00611329330960321,0.375461995554683,-0.363280807480522,-0.19414445062217,0.0721167308816568,0.0459852037521305,-0.490869697586219,0.9133231529723,0.597172783317009,-0.101090806134198,0.323705834335319,-0.368204870242385,0.203262971295277,-0.212805415851985,-0.380708927997871,-0.0982919401260245,-0.230681569276056,0.901642653650414,0.0987649390690406,0.475462075943437,0.328310664777853,-0.0767184673593523,-0.116527734849334,-0.311898323075475,-0.249238550576503,0.0545379640559779,0.0973199224253612,0.0291254018012283,-0.502479372871825,-0.268087388288833,-0.293383310259796,0.475282882442587,-0.0969272798049544
"ACIB_Oxs_1 (GE) - TPM",-0.771509146783335,0.200637178380948,-0.712767911582643,-1.15821475032756,-1.3293748043584,-0.609975519574078,-0.951947069204107,-0.440853106751199,-1.0450476061642,-0.782448789197449,-0.840130715154816,-0.957111321784046,-0.90010264685978,-0.746906751013862,-0.113163290997346,-0.849862775491249,-0.338988836960396,-0.922578126462573,-0.294790064627147,-0.419737855372082,-0.344415046370684,-0.978259427911933,-0.270799800163797,-1.06177102654533,-1.17111287559065,0.0756703887118561,-1.03485915875806,-0.817447549272725,-0.61144839441199,-0.74964781289151,-0.605448081808657,-0.743013142614547,0.566948132123669,0.0756349506946545,-1.05562406767921,0.0864295767382871,0.0570233916488066,0.273371466004871,-0.364896363288238,-0.869799708915021,-0.286775918255669,-0.323244297360651,-1.19510465804279,-0.782420420592775,-0.634821664922141,-0.82027618106775,-1.13418969114731,-0.326757751383575,-1.34999423624115,-0.570287862091075,-0.175125693308081,-0.339126082032108,-0.332453339911056,-0.321459664709538,-1.06825657784102,-0.761395645124095,-0.330731268509758,-1.09242241800328,-0.599096886536176
"ACIB_Oxs_2 (GE) - TPM",-0.649938088843753,-0.301629969629318,-0.78694145427872,-1.08045626359537,-1.28183682438829,-0.656313453700462,-0.976764574679523,-0.577568987789693,-0.851949638063194,-0.818965529779445,-0.845739619682724,-0.701451383786315,-0.802510099029864,-0.211485411252731,0.136889462140432,-0.711753965613995,-0.413853866845336,-0.832595500167816,-0.0361198434209643,-0.931169981591911,-0.473688739369379,-0.519537385870857,-0.819020309753087,-0.376453034598281,-0.386483571801717,-0.652583356003437,-0.919511310929807,-0.510515067872159,-0.453987777998731,-0.604156633527003,-0.445243959708756,-0.308770187515293,0.154967248299975,0.55668712849423,-0.997003943830662,-0.0116864546435621,-0.108387050707639,0.818117605839411,0.167439570462261,-0.787398230707992,0.252444239335361,0.00398059759800524,-0.72959716313296,-0.365317832809215,-0.239216698559175,-0.651053027801403,-1.00320838301367,-0.133229235261616,-1.31128887269743,-0.52901508636291,-0.10084924333157,-0.259581678858555,-0.511477192322712,0.201681638317619,-0.855577745842898,-0.702451448856247,-0.472752727100457,-0.805293574489125,-0.0485632565505745
"ACIB_Oxs_3 (GE) - TPM",-0.761478122635765,-0.451226574732321,-0.724181203506864,-1.11391621635194,-1.35058569265575,-0.578901905770917,-0.956116775427063,-0.00199908776732564,-0.994800381248799,-0.49150946156249,-0.83193416309724,-0.843146272679624,-0.828328149237842,-0.656561690580533,-0.07950945830941,-0.713174223065379,-0.102680857196581,-0.645543187009681,-0.353256474545378,-1.16648855966083,-0.644920618292664,-0.824212208969304,0.162088293984043,-0.584678428967129,-0.543846892603315,0.140291473787152,-0.934253510596853,-0.312930989144677,-0.601352934937719,-0.561402679801432,-0.178457217330187,-0.344677469952708,0.0257685407890206,-0.269502737181356,-1.15641729535813,-0.108921298740195,-0.191825737829793,-0.0302701025555891,-0.505833362189299,-0.779034447434994,0.281751207814143,0.109314276402305,-0.899332306865344,-0.508534515623034,-0.627732695229629,-0.696074194573383,-1.05989499664287,-0.231778330527911,-1.30916991217458,-0.519477087030627,-0.0992396869490618,-0.253099730916995,0.2753333969256,0.0598979468429985,-1.08502060549419,-0.758108164265168,-0.480949846277598,-0.861573843262048,-0.0978741358355568
"ACIB_Sp_1 (GE) - TPM",-1.125101327874,-1.24826372494201,-1.33949914950196,-1.22549959116647,-1.66123031582546,-1.58771942818647,-1.54989641806895,-1.647904308521,-1.56018939323466,-1.57342736363829,-1.48975001350221,-1.10914684525818,-1.11178333214636,-1.78164365434884,-1.30902518630861,-1.22966907030464,-1.20527120052415,-1.18572313426263,-1.64054047926669,-0.997964729828702,-1.68751599412245,-1.26468269188431,-1.58285782090647,-1.3439691505245,-1.53523546151115,-1.54467010615155,-1.20606638700987,-1.33766526917268,-0.748770446411112,-1.2898103795195,-1.30563652583736,-1.53445261485964,-1.58749235101436,-1.90201389248795,-1.54183525406719,-1.87110153196416,-1.85074209383974,-1.51134696663177,-1.50446603058952,-1.05791056964362,-1.20391440498069,-1.23349680255595,-1.18121407292177,-1.12130896742406,-1.82606231282819,-1.46240530024452,-1.41650424579499,-1.29571699169967,-1.54385046701472,-0.829418397844294,-1.56865527553842,-1.49453892061437,-1.64059370109437,-1.41670248866688,-1.5021565825357,-1.12029476164444,-0.939923958234669,-1.29633387121006,-1.2255748500098
"ACIB_Sp_2 (GE) - TPM",-1.11350500248928,-1.25445464914198,-1.35528749472724,-1.19436375357877,-1.6382796884161,-1.55810243002616,-1.47108582606445,-1.68102873797468,-1.54970480393756,-1.55839670959322,-1.44306713909909,-1.09919922556305,-1.10867154046104,-1.74697853304851,-1.24991871196875,-1.21659154881199,-1.06411214348065,-1.15442855033827,-1.58164473320875,-0.982334605017421,-1.64964133035474,-1.26485446461547,-1.55929757567291,-1.29106320015047,-1.5007440299072,-1.56799301902937,-1.18923531483383,-1.29892336575711,-0.735221375789605,-1.20574365786105,-1.22978745961774,-1.52604526055534,-1.44239988528856,-1.8430377989783,-1.63727065718084,-1.81374635074796,-1.73152921875582,-1.49059797411786,-1.36406438427981,-1.05855196683818,-1.19386292687619,-1.20616879505115,-1.02813676941159,-1.13375241589856,-1.29814787376362,-1.41759008921266,-1.37290319398771,-1.28321890353192,-1.48670911319944,-0.819410011771563,-1.54357668394754,-1.47623775629357,-1.65820711180012,-1.41205640931355,-1.48053063910295,-1.09983386314102,-0.932690840907193,-1.28787730787044,-1.21651422928236
"ACIB_Sp_3 (GE) - TPM",-1.11099486445824,-1.14676919521094,-1.3299461136584,-1.1809706220538,-1.65167720226611,-1.55647796606881,-1.44886344397289,-1.63250477641234,-1.54266017265965,-1.53140469407548,-1.439679889629,-1.09655618832227,-1.09813480243651,-1.75303782141722,-1.22399362540407,-1.1975225570717,-1.112558006726,-1.15410688493937,-1.75681491082759,-1.08441056656427,-1.63817439401091,-1.25975005496247,-1.48185809582434,-1.32246044811145,-1.46887998254044,-1.5416802098352,-1.17785856822372,-1.24776654838067,-0.737910308779707,-1.24868739517263,-1.32319557716262,-1.42834608621701,-1.4259532715336,-1.95102061585417,-1.58437391811944,-1.83468610369479,-1.76209445185457,-1.41583764810938,-1.47091386406349,-1.03486509759666,-1.18604412699101,-1.19385026753144,-1.11392126547668,-1.085152498093,-1.4134549209198,-1.42452143787084,-1.38782395030889,-1.261670863278,-1.50761599813996,-0.819363565271745,-1.55147433380979,-1.45651622048673,-1.73820761610058,-1.37880646036764,-1.45243434181289,-1.08145785554865,-0.941530392109364,-1.28469796715254,-1.20565401698038
"ACIB_Tm_1 (GE) - TPM",1.13524097976992,-0.151813598022356,1.2121269040859,0.523610209360557,0.661048031493062,0.954066101141333,1.53456441004963,1.86120779708941,0.972361046100355,1.83828848843283,1.02529749047145,1.81426546104402,1.41927961894986,1.0470190504835,-0.157870349210768,1.08866503645283,1.04633689359506,1.43337814783098,0.720461022345295,0.300260733794332,1.06823137383819,1.57922892866096,-0.427021385035485,0.209333710751563,1.26707775464076,2.28113449961882,0.880070748701535,1.40473357258901,-0.258903694700065,0.135040701240011,-0.0088972899540583,1.16059453427607,0.121749877113589,0.288104383178957,1.87887059817769,0.684124278350238,0.0837762091162871,1.00312727821926,0.518368933830846,1.25507457196427,0.943203858197667,0.749256862181789,-0.0667337389520968,1.20346603683365,0.875620803132247,0.96974142362602,1.56984872628595,1.16790616731727,0.842465286587407,0.757759443705553,0.355867291564272,0.796562248627514,1.23533620682013,1.52794568639221,-0.389376382976722,-0.222286456631018,-0.17821661364104,1.79485082215976,1.08478114536785
"ACIB_Tm_2 (GE) - TPM",0.82163454669152,0.533589019354054,1.91050906121787,0.637181564461137,0.935230029584666,0.962913133407412,2.1775528585129,1.66648130142246,1.45995536630128,1.07996599572456,0.803507776735785,2.4884418746469,1.36200484723836,1.03358442148587,0.0558035063218925,0.900290487678082,1.00090386481338,1.68119695415534,0.380944319357634,1.37526594470683,0.87983547138214,1.63287016843013,-0.237715139918842,0.955466230840182,1.18901250265022,1.43107041455201,0.951482587638561,1.44880996188872,-0.141266858607036,0.26496723437249,0.431950820583848,0.98728693448123,0.7316443799858,-0.304601380482932,1.29359189615242,0.863164672376544,0.48210822416808,0.620116872799946,1.87684286228551,1.21043883884472,0.965494399539506,0.702184169430311,1.38179752670784,1.3149617419653,0.482871843698766,0.89724349130875,1.17719978781713,1.06591000606897,1.36231531752272,0.793997976025287,0.727718012503094,0.586583002556825,1.85042200492055,1.97508170448905,-0.306680903282407,-0.0136142173324476,0.00320279198515943,1.78277022477716,1.33723822717003
"ACIB_Tm_3 (GE) - TPM",0.873791401754251,0.499131421717094,1.83957379007544,0.78345370990898,1.20099885040827,1.17794951762737,1.48868572793334,1.42061851541472,1.8461332567132,1.48329084652796,0.831661052634224,1.8721913138218,1.48745812129984,0.973691193155211,0.139672073110917,0.95434252297646,1.22839204618663,1.25084155999465,0.0124200813987294,0.672160276981549,1.06889444340037,1.60102170926518,-0.502110996680284,0.585980985608336,0.815714575036902,1.03656773782748,1.07687393459673,1.37829243535829,-0.206038249923379,0.267597666577674,-0.0610627216653482,1.13020605482524,0.863200572634707,-0.443989898414591,1.42757362129125,0.483182905564191,0.713837831671199,0.297172164119284,1.14223409118297,1.56949321608982,0.949813944063669,0.684707471833465,0.0639321149671986,1.24889940644895,0.782385223985732,1.44178633626169,1.08525622705596,0.735950016899026,1.08459244207074,0.790441518930664,0.777359164784814,0.745295049320684,1.76400065477079,1.54180069461617,-0.334950429992009,-0.0530229000274603,0.0467162448576458,1.5383733070037,1.15585296473247
"ACIB_Vic_1 (GE) - TPM",1.26886078788369,4.26532521169978,1.94865726720837,1.00240431485907,0.05775590911671,1.70921813011375,1.97794298723934,1.40653272748132,0.391562742104333,1.77817901172911,0.613695991730159,1.22453011822552,1.59215736056642,1.07142840422703,3.24045331066549,2.20515124634537,3.27506575512278,3.41486971955138,3.2793822756369,0.0152319000501779,2.2388690230007,1.26999350763885,2.4381870985013,1.59379800146483,2.82231362363624,1.57813776380397,1.47793123226976,2.27570759915186,4.38877289674093,3.12351369643511,3.27022962418662,3.75931371070238,3.32964999590473,2.88194864548708,1.09248829098374,2.35669717009537,0.911124663995527,3.38450396571704,2.7982813156351,0.440600358016518,2.15294819732387,2.16122247007787,2.66206872395247,3.80118446981392,1.80557827006718,1.86880730777476,1.70653739726735,2.51998448800772,0.556945874615932,2.29720490903765,2.86460729580827,2.31055486015746,1.03396449004729,0.841676486153294,3.29128049978104,3.37168275803416,3.42604195829566,0.910307225542212,1.98873248883825
"ACIB_Vic_2 (GE) - TPM",2.32921963694781,2.11141722194807,2.04946310537584,2.44974191379113,1.46440054165205,1.38951800225496,2.48373059681237,1.27993041658738,1.26436570790911,1.79470301575393,0.607217706162393,1.85689148459831,2.45225418837087,0.904073128598464,2.93735415548949,1.97911333812804,2.03716487979118,0.811016688109219,0.372646081194735,2.72867536501011,0.732174393670042,2.57933247463322,2.05121295025007,3.543850239763,1.81134837272964,1.71964394125754,2.86859400565803,1.00261417282279,2.10999118912019,2.8844687709063,3.1436021643676,1.94675370484783,1.38292219855858,1.76328999019956,0.476486149376185,1.21141864400789,3.09369542916936,2.14916189487487,-0.313707337057974,2.89923725954786,2.35186461391439,2.10438142445953,-0.0096557402035546,1.06490531257557,1.27217419371593,1.89760013837404,1.80830776448001,0.917478010037993,2.04855357735232,3.438151665387,1.92098158943307,0.980789184870714,2.29690588707267,1.7155496078449,2.4214351989736,3.27276806327202,3.67804534407115,1.33614556289215,3.05834537867046
"ACIB_Vic_3 (GE) - TPM",1.65136918399401,-0.0360887403086579,0.538406289736061,0.862294670597603,0.0611867732853817,0.517670544380614,0.453972982104673,0.958777327353271,-0.295216578204603,-0.271712547633535,0.173944054698431,0.741142910267716,1.79306877702512,-0.0415275303864791,1.04558933873798,1.43071629101046,0.539717167513334,-0.598546950260712,-0.499289830859096,-0.752991902651152,0.24519512842657,1.01556559833164,2.39064027759973,1.72195143778109,0.278434346104601,1.095132503102,1.20116724609478,0.52341556526913,1.74504181483117,1.95187375958097,1.6715691819473,0.187518584677041,1.74528874188774,0.123948229079064,-0.534629809137376,0.584160820335354,1.44591449835726,1.76233585041738,0.549150381668976,0.475384943154183,2.1425701860213,1.55137779241544,-0.786114865473493,0.0477769874274739,1.39585384415068,-0.206010498947942,0.0850046195910209,0.426049442382382,0.76260677445107,2.62067488865887,1.42710747238435,0.399217274448582,0.776640222583654,-0.00599890589334976,1.18911077032902,1.4544554707661,2.07587000663757,0.247244030612287,1.31223452652066
