"","BPSL0122","BPSL0192","BPSL0809","BPSL0867","BPSL0898a","BPSL0899","BPSL0931","BPSL0956","BPSL0957","BPSL0958","BPSL0959","BPSL0960","BPSL0961","BPSL0996","BPSL1046","BPSL1086","BPSL1262","BPSL1356","BPSL1509","BPSL2110","BPSL2163","BPSL2246","BPSL2333","BPSL2334","BPSL2638b","BPSL2874","BPSL3063","BPSL3072","BPSL3083","BPSL3158","BPSL3159","BPSL3178","BPSL3254","BPSL3377","BPSL3378","BPSS0008","BPSS0391A","BPSS0689","BPSS0692","BPSS0693","BPSS0694","BPSS0719","BPSS0738","BPSS0923","BPSS0926","BPSS1822","BPSS1911","BPSS2336"
"BURK_Mig_2 (GE) - TPM",-1.08097202346196,-0.932802839436606,0.51620901424174,-0.497864933107127,-0.302838354124062,-0.389078969484283,0.395875364469936,-0.0820343345593336,-0.31426310349888,-0.22488430115256,-0.286880293475922,-0.544074774220632,-0.554432772293101,-1.03400255568465,-0.542705310764361,-0.437501161354651,-0.698557166789495,-0.246481720551081,-0.656411905208165,-0.645329261222179,-0.542824284398927,0.4731712704183,-0.652387208026009,-0.450998412811474,0.41788592142701,0.476822939919537,0.492612108020527,0.251473513670158,-0.607447739652679,-1.08983145974087,-0.931601510839603,-0.532119304882804,-0.632840081035027,-0.31482355509357,-0.0888209219001169,-0.139569802941612,-0.454776023129693,1.99085801626061,-0.279891215735943,0.0874903496816938,-0.246885877230666,-0.85962057891508,-0.0237889293769237,-0.506775201241435,-0.671693186117553,-0.558975367626062,-0.314245685717863,0.230427819929252
"BURK_Mig_3 (GE) - TPM",-0.724130597198962,-0.46088282677756,-0.086043050198963,-0.568705895491291,-0.274410027364761,-0.547749883597056,-0.359762587525186,0.0397451439195776,-0.0495737043646704,-0.0995128497124069,0.0162197755449729,-0.406625812770959,-0.520048077927375,-1.04054735757731,-0.379105535717145,-0.442392485581041,-0.525070465739713,-0.476790054371707,-0.499741695420887,-0.653325464598711,-0.691205848787233,0.49904495439289,-0.869377156955844,-0.499716522163129,0.0981371384975918,0.61379667147449,1.11688511205991,0.813658399225291,-0.556089128369594,-0.942521259156178,-0.798801890505977,-0.548155026441591,-0.484600644816544,-0.0802719742548927,-0.268907941740866,-0.159058992162887,-0.536586916590178,1.75190968135905,-0.384179797523841,-0.371721314106274,-0.373378866332625,-0.893905287076188,-0.471831121927128,-0.563470841481178,-0.561647297068475,-0.558578242206796,0.179326242349278,0.712764743132419
"BURK_Nd_1 (GE) - TPM",-0.5827403293828,0.0625877411747478,1.25244350719425,-0.448616412508716,0.325906999089676,0.562645543531404,-0.311911565183579,0.204112619273735,0.203015521598169,0.244121698620487,0.423061675492165,1.95768300560583,1.40183978668293,0.351868747468966,1.10655751518565,-0.667466313474071,-0.475269692857534,-0.380172417095799,-0.602462113796572,1.98498821736588,1.57552681382027,0.0347205540964949,1.76691927357117,1.03631762512089,1.0035716191871,0.128437519200164,-0.273151061827777,-1.19707201692987,0.231019277053686,-1.15613907548169,-1.14425736482225,0.0596664336853845,-0.144478656517533,-0.173076288454199,-0.102538168344144,-0.392302395538375,-0.314338553098036,-0.539853204701837,0.701538455229565,1.29240665038232,1.03775577534744,0.124955902725159,1.50890721086112,1.44477385557558,1.34669459878856,-0.0756030909390424,1.15065786486483,0.669942120178118
"BURK_Nd_2 (GE) - TPM",-0.529015362852405,0.20874862210418,0.839078484479885,-0.535571443338607,0.372437773354586,0.501945740338667,-0.220173610423622,0.00573166962646739,0.258612213110446,0.407516160267578,0.376547657228577,1.1967257499193,1.45673213756876,-0.257690880901113,0.886804675003463,-0.554030400552916,-0.287842201920737,-0.404147865064306,-0.816009021038453,0.916249979467899,1.67477805810905,-0.381847691162398,1.80985867871265,0.948491147741725,1.1772589911294,0.527479474086417,0.00265686715534253,-1.16673492879035,0.0910324557577426,-1.27667701120218,-1.20989978309257,0.227661636507108,-0.0461527953497381,-0.37802541533207,-0.397918233580078,-0.43527402436108,-0.430146619821214,-0.0474203707923627,0.638027946318146,1.31284799505499,0.694535624436179,-0.369560188950353,0.197496007544264,0.919647122330524,0.170779892816203,-0.216801112049208,1.13867288776999,1.01545141242586
"BURK_Nd_3 (GE) - TPM",-1.13085442875944,0.0505381308106647,0.673776609681831,-0.338926531058779,0.517546677839168,0.409828089243624,-0.36366630880248,0.137876237262145,0.065854897661247,0.333174168426991,0.388489433110412,1.14993719237887,0.749178969347915,-0.227861852324924,0.275705321644459,-0.638774845182137,-0.610056473447236,-0.419718192391709,-0.830334116766807,1.29202564119606,1.01767226751695,-0.10396076992844,1.85593806242623,0.928465742226679,1.01990056696111,0.535861713998453,-0.468169660546869,-1.34994746326898,-0.0701625734499016,-1.34706802271778,-1.25886056425919,0.103163014892223,-0.160868554769489,-0.311436490427727,-0.552943837086651,-0.407443454769938,-0.302621711044825,-0.255106487579641,0.275925474057686,0.766119705755964,0.787311168129523,-0.46441845402335,0.459930622706112,0.81576196419238,0.0800041243055768,-0.311891107000122,-0.0417436059660476,0.892517935085255
"BURK_Ns_1 (GE) - TPM",-0.640376521213346,-0.564315579321935,-1.01427342318566,-0.514575905437337,-0.819692140012797,-0.97048458107295,1.71604317543656,-0.796013850037481,-0.524717110390252,-0.531353857141466,-0.509330269822165,-0.667059669389656,-0.714809525843347,-0.87214373276139,-0.925884881885113,-0.670273082659492,-0.521862614521853,-0.932790250159014,-0.757665039256087,-0.819778541578798,-1.30335508937027,0.438908367949047,-1.02451621113278,-0.680898541397811,-0.894136656740796,0.883212290869423,-1.61827156674682,-0.427607362216325,-0.388351095547281,-0.579641377710465,-0.656386182956059,-0.863284075557447,-0.668127549954764,-0.80004784551515,0.451953712650414,-0.917841390655702,-0.848923009052805,0.773966352253287,-0.877982662292265,-0.884055438737994,-0.821491907994307,-0.640655305929289,-1.29909381358504,-0.847670035961712,-0.837985930161357,-0.697445010886914,-1.19312966886092,0.427946009346476
"BURK_Ns_2 (GE) - TPM",-0.434217810909544,-0.352602895906331,-0.780177384824637,-0.524706785205581,-0.884226842870779,-0.995972548851211,1.70342636600507,-0.585429093388406,-0.54470377214929,-0.61901050523166,-0.675329113241683,-0.676571691770244,-0.752109613072831,-0.413879384848428,-0.91161478381777,-0.59957026863201,-0.288121943042922,-0.939396184071638,-0.764201534862632,-0.798857657297307,-1.32778198638195,0.645778665764394,-1.10063994817206,-0.846114165685969,-0.890268280888268,1.11867589728887,0.238875133649311,-0.238431481930569,-0.717648557441277,-0.550602821959185,-0.649438345960209,-0.816062081023136,-0.73452549511381,-0.684885306585393,0.381413572515967,-0.843353661997068,-0.856444096931842,1.35237215804186,-0.820979510612065,-1.0738615633224,-0.737895569916844,-0.849845198809084,-1.38553407023614,-0.860974063884237,-0.672908861003817,-0.685317670586014,-1.21979799376963,0.139107432773506
"BURK_Ns_3 (GE) - TPM",-0.177720724419717,-0.238703317084888,-0.949590907719277,-0.62598965312372,-0.925564282086477,-1.01789091860684,2.04095365896766,-0.639994747839834,-0.356521486869531,-0.473685794635828,-0.788113369671528,-0.753027124780947,-0.860516135643896,-0.345193124524959,-0.943633231821377,-0.583908056590892,-0.463284658091692,-0.959753241398438,-0.702669755350696,-0.804054852920748,-0.716029021837061,0.36134184196527,-1.24999548794334,-0.884802797819035,-0.922592346361692,1.45652720571765,0.360516192717514,-0.012695427999552,-0.5383742822856,-0.403372663262939,-0.708546805028569,-0.776950794706677,-0.729594919224285,-0.661029276053853,0.34796869224105,-0.810810904725697,-0.859346535322497,1.2996144843105,-0.86710368034921,-0.808950358064266,-0.900431912639206,-0.697564164075768,-1.35479067962166,-0.800756190115873,-0.648843881062889,-0.663451848420298,-1.40721161437817,0.897395027710601
"BURK_Oss_1 (GE) - TPM",-0.563005155781805,1.63423350671246,-1.05194293671801,-0.907247448566116,-1.19509235823146,-1.07282941174457,0.0806944692041629,-1.12803577126488,-0.87615687863032,-0.805018682310252,-0.958195183355119,-0.820762877926982,-1.19358485860853,-0.589287665267559,-0.228450492142604,-0.676128583189848,-1.55676453952494,-1.38086863444906,0.700504014854288,-0.836381970531089,-0.659797325299422,1.07967631736814,-0.528621685459354,-0.496181475300765,-0.895137484858528,0.0566490127774598,0.988871030649891,-0.730948503263141,-0.642659052418261,-0.237847551391079,-0.317716385904162,-0.309405229749472,-0.87974667276112,-0.751545498282067,-1.00138901278919,-0.616652311863871,-0.836221887613668,-0.121818948154747,-0.596701175342275,-1.11884869534018,-1.10211118361856,-0.700850661476597,0.812196167646532,-1.07501839068646,-0.647592982128831,-0.658593769533136,-0.322137769408595,1.21111455709053
"BURK_Oss_2 (GE) - TPM",-0.436157538754263,1.37511305389972,-0.75968662292447,-0.764091470903271,-1.19982258372741,-1.04678177996674,-0.0412341178318017,-1.04551235396038,-0.854237528425848,-0.856485093004568,-0.920261251578462,-0.859441764999424,-1.17544848203111,-0.529625805616839,-0.34474464106754,-0.684782344782171,-1.62292628663233,-1.34676831045885,0.569068106549076,-0.824785553433396,-1.15671527113825,1.02054831942014,-0.55475788137175,-0.32552414124978,-0.794626796859216,0.41160649013004,1.34354825999407,-0.713259539109898,-0.532688381183728,-0.790647714620791,-0.511229641953327,-0.260400395424462,-0.840928593398907,-0.919876783677122,-0.987522294376477,-0.65154165225255,-0.821386777922028,-0.177001202595017,-0.757091625220967,-0.964189857509849,-0.979022381474802,-0.922743954964231,0.0751232597381804,-1.11230768032223,-0.737250109471764,-0.663182108612934,-0.0869417148325609,1.54220556858729
"BURK_Oss_3 (GE) - TPM",-0.802154408398326,2.25912282096533,-0.801784982072587,-0.798102811092125,-1.17057797630647,-1.08477680162459,0.139222851769202,-1.03271081593624,-0.945666780844169,-0.836130612520149,-1.01869981132274,-0.862333659428475,-1.11200304225275,-0.537167419579017,-0.593237683966542,-0.793392670840422,-1.76844875599924,-1.2878313182078,-0.0512271564889446,-0.833814416220431,-0.844764729016326,1.0891481651201,-0.654046394961317,-0.306102060339218,-0.860705051575214,0.119236954706145,1.92694009090952,-0.943724244856596,-0.393771144235479,-0.471952271274708,-0.612513325136455,-0.315189203012401,-0.918050867016658,-0.959975312001464,-1.2352094576759,-0.799814794301346,-0.809319290778951,-0.229295378669368,-0.827720907078343,-1.1662574079314,-1.0034862287184,-1.02026485649366,-0.0556211824123975,-0.979996706434325,-0.525624432578513,-0.699452989674959,0.280495883876927,2.62628522056586
"BURK_Oxs_1 (GE) - TPM",-0.646959839642956,0.955378638259084,-0.448870757027178,-0.513103300081768,-0.245152190881537,-0.329953182266055,1.05324434699082,-0.484787544255509,-0.572369218723917,-0.620413881921379,-0.686051041976927,-0.75195452874945,-0.804587298584199,-0.50268285157308,-0.724324223237707,-0.543107395814291,-0.0885657089313909,0.351652741647538,-0.38429500922322,-0.716738997883569,-0.860688725667407,0.751476497139179,-0.564124807803388,-0.675481881577422,-0.665052248518029,0.975435143104286,0.752561455732251,-0.272114109416282,-0.684060462571392,0.401953323547365,0.0510552169079364,-0.685938079112392,-0.720867141036024,-0.342271689364742,-0.355778336762781,-0.0981366940264867,-0.287734526566298,0.412749264240422,-0.485516512008545,-0.715679336127928,-0.672241990242099,-0.130749733686497,-0.75820943424304,-0.396366405325464,-0.54115569327242,-0.550679032671904,-0.826320283523612,-0.160875630578743
"BURK_Oxs_2 (GE) - TPM",0.31955963337383,0.433531613796638,-0.213155823525651,-0.290184645569463,0.000275855812825655,-0.183724488550401,0.410775697510177,-0.600200666872281,-0.81315505749976,-0.665685746758557,-0.622040952472265,-0.698653593173872,-0.562830281970836,-0.727667295383175,-0.686048850405102,-0.523397339783279,0.0959621446858421,0.440198673898244,-0.261779988740037,-0.793590838198362,-1.14644699882646,1.12036369733799,-0.573507526650035,-0.578629682122949,-0.702334405053112,0.896590451019762,0.665727830662902,-0.506050687302048,-0.739397411313922,0.524187870180619,0.378533702999985,-0.571548820404653,-0.634621032001718,-0.0953985728708357,0.0132127497891836,0.248185054822115,-0.324082358126878,0.252535754650126,-0.487291984439379,-0.45872145972566,-0.540004034323498,-0.238055649304785,-0.462063072223245,-0.471220399356943,-0.61019227654289,-0.57354804076066,-0.673255054391664,0.185472373290362
"BURK_Oxs_3 (GE) - TPM",0.819697487144717,-0.217578231932664,-0.57821749958672,-0.509743756812997,-0.320871004161507,-0.217091595482557,0.977482411497874,-0.654168072877099,-0.40703260139387,-0.719284557192084,-0.528385007588399,-0.741201671219002,-0.504486904739747,-0.543933812889771,-0.681920303045168,-0.503252296628238,0.177801599550851,0.190476603789633,-0.416827564820731,-0.728803629773214,-1.07685152120504,1.01495433953695,-0.605636192791134,-0.596647614583177,-0.547621300569899,1.29593195620713,1.31206517079647,-0.0849584193594861,-0.421400642907029,1.14292192492741,0.770901733276601,-0.535360465082995,-0.446542139547178,-0.283373863596004,-0.0985635430218552,0.514671286627145,-0.508244340928029,0.0255082314012124,-0.273051247670157,-0.277098770202338,-0.391957136504643,-0.364711693840637,-0.00792099377745386,0.371067303949836,-0.564784609552454,-0.602895040419319,-0.644587082530007,-0.603940054072703
"BURK_Sp_1 (GE) - TPM",0.737828320843481,-1.30813989207374,1.67528014618664,1.69981920968176,1.16369055581858,1.66863013413442,-1.83843050295596,2.08694164546006,2.55540089659268,2.23890447159889,2.24303876509114,2.30681727635992,1.69814363476197,1.45464006242307,2.25229019324718,1.62327045008558,1.64476473636141,0.655361400417223,1.98479472392903,0.670543698831904,1.36777328766759,-0.815986791618213,0.755083482454893,0.788117095216685,2.12313458686629,-1.43778200978327,-1.14373162371459,1.20875072258811,1.13047430914053,0.601260613488192,0.392543504098048,2.21181239118963,2.34134932285283,2.43784276043375,1.54018762984673,1.91428067176342,1.89594221449688,-1.10934832551283,2.42280869007618,1.41093445104394,1.9682705847262,2.58348759352302,1.08959177966208,1.23519664508885,1.37742691542068,1.88819991658902,1.27881074311481,-1.51699353247531
"BURK_Sp_2 (GE) - TPM",0.652144449851869,-1.13487113816032,0.758969363191761,1.7257801969016,1.2822055779377,1.44359242117702,-1.49203509856624,2.09122413516554,2.06240930789626,1.82157894428925,1.97869988297377,1.74550996265094,1.16728508383544,1.78042862775056,2.32640793326264,1.49114396266606,1.16701252741499,0.738271702589026,1.64588657666858,1.53976076341262,-0.00386659317476014,-0.762586260522732,0.97581450338054,0.970697443635606,0.92886421509235,-1.62600167627718,-0.890148366894686,0.785945975238657,0.79291809169839,0.748134132705045,0.704401770936533,2.28901543571018,1.81026676043416,2.2189830291544,1.47073418068342,0.675008308375684,1.68769686567812,-1.21215868323159,1.60796998828694,1.96588855198983,2.33525955571556,1.38935830479756,1.65703024918439,-0.215449955189115,1.23462282302074,1.64020472215295,1.06782487977479,-1.19988793127517
"BURK_Sp_3 (GE) - TPM",0.730446682610598,-0.847752376495959,0.967476300979706,1.92592697450305,0.748278863085935,1.10912328018769,-1.61333792195487,2.16764040501019,1.58773594044409,2.20179560370988,1.36903553007536,1.4515702938387,0.2894751154193,1.77049621569914,2.01974309534756,1.30030043824511,1.72557039107365,0.696186606193074,1.28825480817866,0.978318247016501,0.783037944376453,-1.10288909013752,1.01507249953124,0.458161691297829,0.750697244205746,-1.45242601291578,-0.592913696121689,0.607522004244512,0.45541691511039,0.867432525201026,0.869435280616553,1.8615990997551,1.93437462365513,1.27094356404369,0.805828482163506,0.190647267810225,2.1003106990984,-1.21129820670465,1.13827764432475,2.00049207301139,1.59502102393806,1.1289536055562,0.4982700118531,0.984731466024719,1.18786863593663,1.38805675991075,1.66502272208009,-1.00975461148479
"BURK_Tm_1 (GE) - TPM",0.983977746874174,-1.11183078007236,1.05086687614123,1.24259806628516,2.1038343168621,1.97945486536617,-1.25698969330418,2.11704684373893,1.91630762574251,1.78465609665506,1.78104127056502,1.32222669421609,1.30195138809309,1.112447118105,1.16243001554422,1.33173738066868,1.02056187956789,1.77057336347699,2.10714799130813,1.55771254576482,1.68464514380142,-2.00752542327632,0.922496874554259,1.3507336730193,1.36712402503319,-1.45908677144155,-1.01174294639217,1.29076983597889,0.93530807727232,1.45569598272482,1.33194645944451,1.07864440947096,2.44968434835387,1.86594101258409,1.94149546344968,1.46197054019628,1.9496491736871,-1.27065761283303,1.86269799244029,1.07020217272328,1.20596328465456,1.4419039814668,0.880415684626716,1.87177100066132,1.76092535860878,2.1120537438968,1.74121350026413,-1.24932462479858
"BURK_Tm_2 (GE) - TPM",0.700879921088935,-0.985669025407183,1.66131292008325,1.15733804573228,2.06991707587117,1.78685913786307,-1.27581819480242,1.39737272870666,1.62042106126098,1.88332001998483,1.89352089471038,1.15331574354554,1.9068204913602,1.49944477893578,1.09298152478111,1.59499487052541,0.967017401503192,2.01466282694762,1.83430365033015,2.03746570472802,1.39078830655367,-2.07152906889115,1.45546264802864,2.2605042003679,1.80147398266754,-1.33789450227462,-2.1693913318662,1.07954208313924,2.3435753985588,1.36926698172569,1.54070519536563,1.92043484323114,1.34338994987178,1.71453230862663,2.3009363088369,1.86744833152575,1.5759603304028,-1.27562141718209,1.74560451543323,1.57655754921733,1.62846979064326,1.51337688102374,2.04865799258211,2.06402072306654,2.74680820866781,2.48552120548568,1.30951270713676,-1.48919422629556
"BURK_Tm_3 (GE) - TPM",0.834963451395593,-1.30992511897552,2.15572423627165,1.32052155081555,2.19346145715368,1.71137049285505,-1.47843220064562,1.3948143044951,2.10883547834469,1.84290166009919,1.93416142882622,1.36681079287298,2.09831690399476,1.51138195433732,1.35577829363151,1.54874535852835,1.15071353268408,2.02110038528883,1.98351414397632,1.70629698990815,1.53483341561613,-2.05104490332288,1.33765482140572,2.39601293453135,2.28751108868729,-1.60866412657893,-1.12061177408202,1.25400632622815,2.17486932666901,1.58423008004643,1.40969070922317,1.99185587544374,1.57170440964908,1.66464007940087,2.07413434783353,1.96661184741604,1.79359073375988,-1.25172840536608,2.06752807878215,1.30026436198983,1.24742149913664,2.05233066137918,2.67477622941788,2.16851085828103,2.38439645045276,2.38038870115437,1.6125853949985,-1.1237895984532
