"","SAS_RS00075","SAS_RS14340","SAS_RS01305","SAS_RS01580","SAS_RS14435","SAS_RS02815","SAS_RS02820","SAS_RS02855","SAS_RS02860","SAS_RS02920","SAS_RS02960","SAS_RS03525","SAS_RS03690","SAS_RS04015","SAS_RS04020","SAS_RS04080","SAS_RS04345","SAS_RS04360","SAS_RS04370","SAS_RS04375","SAS_RS04380","SAS_RS04385","SAS_RS04390","SAS_RS04410","SAS_RS05370","SAS_RS05530","SAS_RS05535","SAS_RS06545","SAS_RS06750","SAS_RS06935","SAS_RS06940","SAS_RS07205","SAS_RS07210","SAS_RS07215","SAS_RS07375","SAS_RS07705","SAS_RS07985","SAS_RS08440","SAS_RS08445","SAS_RS08545","SAS_RS09800","SAS_RS10375","SAS_RS10695","SAS_RS10800","SAS_RS10875","SAS_RS10890","SAS_RS10895","SAS_RS11060","SAS_RS11140","SAS_RS11165","SAS_RS11170","SAS_RS11175","SAS_RS11180","SAS_RS11360","SAS_RS11440","SAS_RS11680","SAS_RS11930","SAS_RS12515","SAS_RS12650","SAS_RS13360","SAS_RS13390","SAS_RS14030"
"MSSA_Oxs_1 (GE) - TPM",-0.0175607008718175,-0.209937309755587,1.41237093120865,2.70924704706886,-0.324424748953266,-0.165767383548005,0.9269534352074,1.38497524184688,1.45951028621317,0.0222060202139728,0.140566172083693,1.63157422227326,1.16124324133919,1.04958976956508,1.22663840263453,0.29583320817478,-0.243489933566052,0.708930530789117,0.370953064065991,0.485227714434081,0.700263797552057,0.861099446514587,0.546002872362494,0.868057585092079,1.38185123068565,-0.787879691003013,1.28021104348017,0.949288709293602,0.895593102436356,1.64478973971969,-0.772576662816365,-0.546751019553835,-0.431246873965959,-0.402773387585702,-1.26189275913971,2.60061358280613,0.404363509575257,0.500140225573474,0.593813845651269,0.0533695692301151,-0.877652016554731,2.16226477911141,1.20806975646352,0.90698201872217,-0.0505230240726198,0.184542290411595,0.588144427281262,-0.409129446654403,1.32495850402051,1.60141522428169,1.512816224581,1.42983611984734,1.30245421184208,-0.836522666299329,2.07495736145262,1.98286560528917,1.65119574274696,0.682694587783742,0.982306041711788,-0.684307082514219,-1.27467413923972,-0.406644418421463
"MSSA_Oxs_2 (GE) - TPM",0.234157323708068,0.608743679996931,0.76866890355803,1.29239727626447,0.62846832319305,-0.131869402570632,0.316096689441539,0.744269437948904,0.905424028010371,0.051425123156003,0.369639395522183,1.4910905762785,0.500322495271937,0.783313241202207,0.738870405452146,0.0174874405298877,-0.094484732400273,0.564715047674444,0.306117570805922,0.594717293097623,0.122461790160938,0.157171633731464,0.13266035537163,0.58831234058205,0.783646989273566,0.538325154434698,0.437571022389301,0.94235719906119,0.629647143832377,-0.0958600478619977,0.127062920361905,-0.308941171588273,-0.603027087681278,-0.515367389642211,-1.25180915519858,1.76692735365834,0.678709409776887,0.977135285242267,0.452928032762078,0.00885106989047129,-1.03254943177589,1.68720509072385,1.18794166926849,0.780811922821566,-0.147099684806308,0.843333851624061,0.415867227255652,-0.57869447120722,0.7307900582573,-0.0477597825794193,-0.214055079674276,-0.0952072512269114,0.196107270905523,-1.01392285306371,0.617820736437988,1.07326130316066,1.40703533836912,0.343394171785211,-0.0819486664662415,-0.748074928832979,-0.741167036102935,-0.102254241734423
"MSSA_Oxs_3 (GE) - TPM",0.124396835998874,-0.276534152915105,0.61779702762361,0.93053443622865,-0.64113328311572,-0.0168291396779868,0.552469954436353,0.717440350177532,0.631524213722558,-0.174585486941183,0.0403335023133413,0.401890366130585,0.384425375328456,0.902867315985958,0.529042585779291,0.480365459537514,-0.208389322777338,0.163621907106276,0.142502616050685,-0.100510028111238,0.722940305382069,0.253790188790508,0.567825339379269,0.57868763116597,0.577018763740462,-0.0289173347574964,0.423074446222668,0.961397089184705,0.8403441195499,1.58472330436168,-0.188118725889358,-0.513497065078536,-0.51651134738272,-0.678455892635656,-1.10606666878424,1.18617073493758,0.605788825836111,0.25335831699282,0.813632554253185,-0.360641170738594,-0.937877731271528,2.01180244210961,0.815017417665142,0.358350936061846,-0.129080754692576,0.313341179731514,0.492025851561554,-0.326655124727895,1.1196705457403,-0.801887462178325,-0.774224224381617,-0.804422130570059,-0.772856015426252,-1.06072839555297,0.114488735194862,0.984108600846633,1.39935070963122,0.573110536667054,0.775130403836806,-0.859296671572235,-1.12732684905524,-1.31251142308033
"MSSA_Sp_1 (GE) - TPM",0.182384279258598,-1.25729740503159,-0.612346497982607,-1.49404564339976,-0.64113328311572,-0.443757260398451,-0.983142844381554,-0.481410471901327,-1.29650836358709,-1.3147674747519,-1.62358078978948,-0.589189984201935,-1.15704997697357,-1.49531028230149,-1.53175494971216,-1.8565588837117,-0.165527975861702,-1.04096579246899,-1.39722575088906,-1.61867352490315,-1.40095026866384,-1.21803813733041,-0.8299817646396,-0.571121843386782,-1.40818120518416,-1.17619024448554,-0.686308376352558,-0.884438768952739,-1.13675745283074,-1.35384438409393,0.0856853809943653,-1.37908047075427,-1.49512283388934,-1.08549514353132,1.72144579810041,-0.422450707600922,-0.888186599437897,-1.44040873031365,-1.57336303909786,-1.47723691214551,0.100938756108322,0.0267015141192564,-1.12103576811919,-1.52648066945773,-0.321015521377122,-1.63949666581828,-1.41499254730118,-0.561970999714195,-0.94412098235796,-1.03297341933953,-0.978813350870335,-1.07761321717847,-1.0585690897985,-0.544571758708799,0.491417093182625,-1.26670712626294,-0.398021982589029,-1.35686278273338,-1.21526292416443,-1.19508134786053,-0.278989802035784,-0.549534969713189
"MSSA_Sp_2 (GE) - TPM",-0.219823264751185,-1.25729740503159,-0.463142488791562,-1.8869782757463,-0.64113328311572,-0.28279483707688,-0.852885056587867,-0.879037358141264,-1.04385489764212,-1.26275828317612,-2.08830653258564,-0.576720701327777,-0.945380030031062,-1.39688152613435,-0.959468992870882,-1.0807241271136,-0.855673907752866,-0.856196571300157,-0.711268376059628,0.00369523240569038,-1.31675364465633,-0.996868729598249,-0.977239758717266,-1.35010478764188,-1.05172064954459,-1.05746589159754,-0.433250633786136,-0.87721612200967,-1.16362461492836,-1.35384438409393,0.127868303176428,-1.24164175832174,-1.59944981957458,-1.22656643775928,1.99942229901914,-1.35448467600081,-0.952071575108153,-1.58373030524571,-1.75208144915536,-1.16739898911272,-0.0326849200844995,-1.33936227701247,-2.00426149108615,-0.811895924543474,-0.294645672482349,-1.34548910102843,-1.48996659102591,0.982893608718501,-1.15968337291279,-1.06061182061233,-0.988862539183068,-1.03344663831966,-1.09955505979811,-0.955433010077104,-1.25838337964307,-1.2367612252557,-0.466159515819172,-1.42892348426825,-0.53394464078363,-0.345971543998047,-0.516414293141427,0.0648621718342574
"MSSA_Sp_3 (GE) - TPM",-0.320977384331021,-1.25729740503159,-0.544047352935977,-1.56285878179725,-0.64113328311572,-0.497891272231381,-0.84509197168239,-0.63388443723602,-0.872183921185731,-1.3149727585332,-1.84357093186828,-0.168912301733737,-1.2201883706397,-1.53699197888389,-1.32936555013047,-1.15874633832195,-0.938407814253511,-1.31206013617061,-1.36039909574204,-1.31831767057628,-0.832388837901766,-1.05353951094266,-0.98649511389175,-0.419322076691748,-0.540069208282912,0.192256493998553,-0.00110187042698327,-0.894054711501322,-1.16145269996804,-0.727400911948732,1.34910044278649,-0.887334385870756,-1.2711834161426,-1.4055392906174,2.03492904984831,-0.460724281211511,-0.807903615599651,-1.37771590703341,-1.5430712078578,-1.94627677866311,-0.0275182456177465,-0.581544629193551,-1.70615678802802,-1.55770953979911,-0.350450822615421,-1.37670112391474,-1.51175883384167,-0.278110116381111,-0.801002786340867,-1.04567851388778,-0.976897656443036,-1.04751488387221,-1.00603452324553,-0.930242672151039,0.564489568980946,-1.27534181719861,-0.545033000911634,-1.43311402557201,-1.45408160878698,-1.03310914423001,-1.43215163682546,-0.115940141356991
"MSSA_Tm_1 (GE) - TPM",0.0496665275576683,-1.25729740503159,-0.29733026976963,-0.417173137455832,-0.64113328311572,-0.210177185369053,-0.302063835240583,0.368625019591089,0.232050629365238,-0.603627671961178,0.668676892645112,-0.170719226568754,-0.11762823255915,-0.699697720201447,-0.319198252874,0.000465249643705772,0.254558134282076,-0.0274705885387703,-0.549939685648287,0.697784595494458,-0.146648912902138,0.268854831450044,0.199207629418854,0.139576384583395,-0.118014896607389,-0.183178679251367,0.665492682456086,-0.0298399534316329,-0.486761588776473,-0.471071865241335,-0.000824855348153568,0.97921528038166,0.753998335253973,-0.188873659879394,0.612040748656153,-0.392463688303964,-0.508829892162296,-0.487431757748658,-0.400140402651393,-0.455903528539553,-0.158081392990903,0.0921338598767698,-0.136254149401738,-0.841937727364839,-0.222966436580274,-0.427602750272109,-0.60604255920322,-0.342761642061324,-0.426049221875681,-0.045146392803285,0.233949753110345,0.072539146561159,0.241067621862594,0.164888348227866,0.146335563729469,-0.396448693165329,-0.53372475476483,0.256029861966258,0.355486231007494,-0.419386400361701,0.160012571068986,-1.25876897415866
"MSSA_Tm_2 (GE) - TPM",0.347913582955908,-1.25729740503159,-0.40578553022564,0.397331339043097,-0.00759643104685803,-0.426027309758844,-0.671764759745429,0.071457725911855,-0.263882556248711,-0.702929459737604,-0.204916536388336,-1.28533846293502,-0.10049698516889,-0.768579409215569,-0.766377685979991,-0.467039271094866,0.360386721070549,-1.09700803664576,-0.291163407899365,-0.175853954592415,-0.643000959646275,-0.371422755224913,-0.909767756347123,-0.629435047362026,-1.21610474278838,-0.722667636700542,-0.745430513505144,-0.271229835449577,-0.738227519648537,0.0411329112486392,-0.403509150458762,0.645337556137441,0.562561224584179,0.485514020488584,0.378425610061137,-0.710750839744197,-0.675524971852789,-0.742324751577975,-0.651033439822377,-0.479935451896879,-0.161565574175394,-0.824465803543837,-0.913933018864213,-0.709847659268231,-0.338172323846748,-0.519227019161803,-0.51162504022384,0.518985252111387,-0.972235092898829,-0.601659838596069,-0.5198590979684,-0.361218938055458,-0.524291252211255,-0.549974533593965,-0.646374608367633,-0.933104408259175,-0.566230272750871,-0.0661932960071175,1.01151221783443,-0.749314483565175,0.280214498693249,-0.00488084971325855
"MSSA_Tm_3 (GE) - TPM",0.27899439607218,-1.25729740503159,-0.461618007826453,-0.23310420901902,-0.64113328311572,-0.500799237954175,-0.66180296117167,-0.0672679909874959,0.0732903969503814,-0.889504109125422,-0.1880590612088,-0.782383072710788,-0.416212776718434,-0.889348607093535,-0.743257639488803,0.0218632446456015,0.0620853008987674,-0.749679506003567,-0.0101403519909206,0.0118547706603343,0.0380274955927513,-0.153464380883743,-0.5329823293636,-1.05648157622349,-0.614245998098576,-0.145826962218221,-0.55316749453715,-0.268663147993739,-0.761411961593225,-0.0698156582869081,-0.859831141090056,0.894047652076836,0.750070909235368,0.483375779768482,0.729297978306503,-0.981157964438579,-0.71334622198317,-0.491915196201007,-0.706396767166295,-1.30161256212521,-0.688326184051066,-0.986179311420165,-0.508819540141385,-0.68164365774503,-0.319736182600968,-0.0414126769149255,-0.572299710986136,-0.107908418512294,-1.06001629099703,-0.750481198193435,-0.708565299294455,-0.641125353275922,-0.699707207827873,-0.396491165811196,-1.65531005662359,-0.6598226365629,-0.56562610845009,-0.35238040456788,0.578226951068167,-0.402094227807095,0.820850310869305,-0.2654745410802
"MSSA_Vic_1 (GE) - TPM",-0.700620931842629,0.928003323813812,-0.526860300853184,0.373526016526409,0.350077945153288,0.118823437054854,-0.219623893840125,-0.887793520179015,-0.395990442251125,-0.0588288170361359,1.57577779857167,-0.297010983398906,0.556106405143139,-0.594171755862627,-0.593214826996468,0.70275814395596,0.249447326235761,-0.208339647110467,-0.0744291892045628,-0.0716868034821302,-0.495466768986553,-0.517753175657433,-0.481158493829356,-0.154794252998459,-0.951996973714743,-0.713889300478233,-0.294490682618724,-1.68804131442353,-0.360296037817171,-0.426266469098164,-0.513970617766623,0.606025368148406,0.997076709702938,0.872859734540623,0.796148147804493,-1.14709891227663,-0.703182757604589,-0.403880672388033,-0.308897712737662,-0.0119341013021421,0.0917299515195932,-0.399732065915214,-0.299799632800255,-0.0460467574317892,-0.311037332456915,-0.0312837379084795,0.292361153433784,-0.790439413472137,-0.285892922831694,-0.982776052215505,-0.863133455518789,-0.887389806070833,-0.957546156011132,0.977588674535008,-0.41551712147487,-0.503059186816649,-0.490414448777466,0.0426302423882112,-0.263562882944004,0.361873012829128,0.0358167118988185,0.832467612051749
"MSSA_Vic_2 (GE) - TPM",-0.670858781330923,-0.54379144133366,-0.508696889574882,-0.312611493877523,-0.64113328311572,0.0876819831293255,-0.340200041187066,-0.856515594788806,-0.645922837000637,-0.368054581158393,1.07829178868567,-0.709043452573438,-0.0553383174179083,-0.106915502779773,-0.413805271396911,0.497762989533586,-0.136339838655266,-0.0315912285016313,-0.674795752054649,-0.931534203931441,-0.220462780464766,-0.40667257142797,-0.683182065282656,-0.654503543619008,-1.27119996153757,-1.79558368545445,-1.31289200804237,-1.74327114742145,-0.626178933285812,0.0713623382936783,-0.806834793639702,-0.361689459140706,-0.200976284126761,0.369775853365185,1.37832813162655,-1.14587949727216,-0.709798154779566,-0.5119689187907,-0.287917290353608,0.0081288224709186,-0.0488239342826653,-0.345023731394949,-0.464863948860002,-0.804669255350729,-0.322687063618699,-0.499542980413642,-0.0963981090522364,-0.922951513235449,0.109842077607374,-1.00231163897409,-0.871036136940071,-0.897702652164684,-0.964212393528564,-0.167769003158364,-1.63281413570423,-0.548221580458571,-0.587096327339545,-0.0680787617907638,-0.704070000107747,0.462026402645121,0.376152366725525,1.44122706829262
"MSSA_Vic_3 (GE) - TPM",-1.06610123266426,-1.25729740503159,-0.487947927716722,0.202663075617538,-0.64113328311572,0.150967669039272,-0.146339238345216,-0.759860759448535,-0.729502674823492,-0.494359413117207,0.881669865762557,-1.46068797927118,-0.200762511170986,-0.313820185552194,-0.683213082843911,0.356913212309585,-0.212414433146979,-0.16411984749548,-0.674837646070062,-0.407587318692871,-0.210805630008418,-0.483746744958087,-0.44713356597762,-1.01776599366197,-1.71132079912519,-1.6616629722816,-1.11107637270808,-1.74154142621754,-0.598345317821394,-0.425477385072471,-0.849955243839327,0.021107732623669,0.265344286185239,0.55842661315395,1.05354250185928,-1.1398477776424,-0.806802485310207,-0.57769922223597,-0.184294849354687,-0.588338097177157,-0.0608031253287834,-0.469409322289057,-0.652719628749803,-0.385590937926535,-0.29729535101714,-0.288480831150186,0.319996992041683,-0.623643513613807,-0.0312547262279238,-0.99880692970299,-0.880964498287142,-0.860943970152508,-0.977742299601587,-0.00948033415516925,-0.711330874492378,-0.55117838194837,-0.551434957908729,-0.218958249484848,-0.261731726675588,0.667162069990526,0.036486629206046,0.455016492942442
