"","GBS_RS00285","GBS_RS01445","GBS_RS02695","GBS_RS02905","GBS_RS03365","GBS_RS03470","GBS_RS04515","GBS_RS06165","GBS_RS06415","GBS_RS06420","GBS_RS07545","GBS_RS07705","GBS_RS08165","GBS_RS08170","GBS_RS08490","GBS_RS08570","GBS_RS08580","GBS_RS08650","GBS_RS08750","GBS_RS11420","GBS_RS08985","GBS_RS09015","GBS_RS09195","GBS_RS09355","GBS_RS09360","GBS_RS10460","GBS_RS10465"
"STAGA_Oxs_2 (GE) - TPM",1.15149639822735,0.951477155708989,0.481538439186763,-0.280386947541431,0.804068663026092,0.239712038741616,0.795897579903758,0.17561570200486,-0.810308416071285,-0.253334270498052,0.139320097736425,-0.532864653738729,0.087793212813635,0.0415396557300201,2.10155905718674,-0.378515812532897,-0.806367310721161,1.59220008291155,-0.176731116856275,-0.378286129868389,0.0109453580612937,0.964315685949207,-1.10934907604917,-0.320841008218563,-0.585314107956825,-0.188077440152498,-0.515332659278885
"STAGA_Oxs_3 (GE) - TPM",1.00799523419609,-0.970719990186718,0.19192870579656,-0.280386947541431,0.0831320969489586,1.02629719252233,0.762528466133077,0.423769433007657,-1.00516433093539,-0.189505862319172,-0.388024821563255,-0.315541967561327,0.140152453776737,0.253022656414973,0.784458095694434,-0.43185445793867,-0.713073289541418,-0.746043494806325,-0.324543148128353,-0.378286129868389,-0.0714171740044891,-0.315702525605622,0.388952994351772,-0.629262224679717,-0.118101563274402,-0.138070052202504,-0.297826803488228
"STAGA_Sp_1 (GE) - TPM",0.325801011757093,0.628288061354185,-0.601839226666765,-0.280386947541431,1.02850544555089,0.865472318787682,-0.234365554639651,-0.0486250926049509,0.702527922796224,-0.233955403655005,-0.441524928683866,-0.182850769186266,-0.385933294621594,-1.03255546423032,-0.131419155731773,-0.033087998524962,0.392710404998982,-0.486005371189912,0.460919628510582,-0.378286129868389,-0.252792143137015,1.45184388928229,-0.549750465374255,0.385740233907887,-0.00595984582704097,0.313089567092061,0.564828660445459
"STAGA_Sp_2 (GE) - TPM",0.791457657526195,-0.154238140781676,-1.40514218729753,-0.280386947541431,-0.261178502283743,0.212275130095571,-0.705272365884356,0.318186580224847,1.13771227306495,-0.350590846360343,-0.341194497357155,0.189251202695957,-0.675305318936564,-1.02750000157741,0.487268573055027,0.133075866357894,0.682752450839091,-0.935834919153021,0.144345678928933,-0.378286129868389,-0.329915063468166,-0.219126716130277,0.277170892740087,0.552577984374288,0.672433702481734,0.506707815362209,0.466153442441674
"STAGA_Sp_3 (GE) - TPM",0.237780445713963,-1.09266595077785,-1.68876224592433,-0.280386947541431,0.163434988776966,-0.958579966408098,-0.564398384286138,0.265499213343986,0.423098038159354,-0.425727018131317,0.602763444680187,0.205733773422833,-0.836717294207053,-1.43280738486079,-0.397745024469776,-0.168696269666875,0.465795164041382,-0.958521435628904,-1.28044159334691,-0.378286129868389,-0.459320420544564,-0.823230348546631,-0.621850467596147,0.37445418074117,0.271034638181094,0.227095008163458,-0.0565563407333267
"STAGA_Tm_1 (GE) - TPM",-1.07740219189052,-0.612965170894029,-0.109639379290435,-0.280386947541431,-1.38659735953718,-0.556348939073305,-0.628414968517487,-0.603717390066503,-0.0569219839579853,0.398748174989251,0.519067764400269,0.0906989400437442,-0.686460191576793,-0.466956643996823,-0.834282982818695,-0.309946196554821,1.82607749009654,0.550509747668829,0.188627959435707,-0.378286129868389,-0.413185908088487,0.528259397439847,-0.324352652975538,1.94544967943817,0.881516272284303,-0.131356780714354,-0.00838798829966118
"STAGA_Tm_2 (GE) - TPM",-0.796891628489464,-1.05012705848937,-0.082637099753468,1.76975786164247,-1.14157804019119,-0.525481939893498,-0.630189051634237,-0.797353097061831,0.0577347400902608,0.263962847100901,0.562556629670859,0.0306107567383957,-0.874742829301282,-1.12176378896126,-0.433850456545169,-0.03115738323811,1.21568660465848,-0.0901251818211272,1.02146801589347,-0.378286129868389,-0.160809939548973,1.2411183265623,-0.391825898066987,1.46877440258351,0.487566894758542,-0.26645370591621,0.224653164103545
"STAGA_Tm_3 (GE) - TPM",-0.990765563860408,-0.656247311330966,-0.442887682887888,-0.280386947541431,-1.18839839959177,-0.399579788413573,-0.31310368628822,-0.535895049788258,0.131093231574851,0.180486703079493,0.830274115845857,0.0805274864270284,-0.920748463622576,-0.677049640455066,-0.225404660238161,-0.556432048651817,0.932437246829362,0.428726012423164,0.959025635283666,-0.378286129868389,-0.0283950372339512,-0.581379789468608,0.53404042210078,1.45015068486817,0.670270181471012,-0.188137976298534,0.1375421155082
"STAGA_Vic_1 (GE) - TPM",4.34450907793577,4.98514933677701,3.68119692725721,4.54021451138399,4.74825679502872,3.24759073570164,4.11614299215277,4.98620471622518,4.97216866266156,5.56075840515684,4.11836778193357,5.06802853678935,4.464893454714,2.65068275490582,3.15687167463268,4.84875082530346,4.57281075617024,4.88219365912179,-4.44895675685815,3.30108318619203,5.64040396264234,3.21835150858148,4.08787312743541,4.29171643789136,5.22488723060363,5.6179640914471,5.27179046136006
"STAGA_Vic_2 (GE) - TPM",-0.824519024218744,0.377665108171675,1.12244764677585,-0.280386947541431,-0.310782050858307,0.694041180762874,-0.65642968022253,-0.0396439085147294,0.363379597526616,0.163497365443587,-0.914042787998775,1.49325141959355,1.40264760583788,0.429988778851269,1.30849476364469,1.90279746695049,0.800283921668287,-0.0548664643233005,-0.602124292841063,-0.378286129868389,0.955036125244289,1.66410820573886,0.32667921778363,0.168977547013623,0.954150263013733,0.079662480690414,0.997604264312429
"STAGA_Vic_3 (GE) - TPM",-0.942309946218982,-0.242097499266427,0.509610440394659,-0.280386947541431,-0.433919206463178,1.07912579610562,-1.03310687682644,-0.727496125734863,-0.156679019596508,-0.414180262634842,-1.34867746638436,1.08263675186456,0.626353458055091,0.583196140877565,0.855106022086761,0.697691109199222,0.129064022074165,-0.0425679309386108,1.07031388428002,-0.378286129868389,0.014046175422195,1.65999696446076,-0.643834620697818,-0.190301352828077,0.132045220136219,-0.406806914239077,0.242147941820268
