"","NMC_RS00165","NMC_RS11515","NMC_RS00285","NMC_RS00310","NMC_RS00340","NMC_RS00350","NMC_RS00355","NMC_RS00420","NMC_RS00470","NMC_RS00595","NMC_RS01020","NMC_RS01025","NMC_RS11585","NMC_RS01205","NMC_RS01245","NMC_RS01260","NMC_RS01265","NMC_RS01270","NMC_RS01280","NMC_RS01500","NMC_RS01510","NMC_RS11700","NMC_RS01660","NMC_RS01665","NMC_RS01670","NMC_RS01785","NMC_RS01795","NMC_RS01820","NMC_RS01935","NMC_RS11755","NMC_RS02035","NMC_RS02145","NMC_RS02370","NMC_RS02375","NMC_RS02405","NMC_RS02420","NMC_RS02435","NMC_RS02440","NMC_RS02455","NMC_RS11895","NMC_RS02485","NMC_RS02670","NMC_RS02695","NMC_RS02820","NMC_RS02915","NMC_RS02925","NMC_RS03320","NMC_RS03325","NMC_RS03750","NMC_RS04070","NMC_RS04075","NMC_RS12165","NMC_RS04415","NMC_RS04420","NMC_RS04500","NMC_RS04540","NMC_RS12190","NMC_RS04575","NMC_RS04650","NMC_RS04700","NMC_RS04720","NMC_RS04740","NMC_RS12215","NMC_RS04785","NMC_RS05005","NMC_RS12275","NMC_RS05100","NMC_RS05160","NMC_RS12300","NMC_RS05290","NMC_RS05450","NMC_RS05490","NMC_RS05595","NMC_RS05695","NMC_RS05720","NMC_RS05855","NMC_RS06080","NMC_RS12405","NMC_RS06145","NMC_RS06150","NMC_RS06245","NMC_RS06400","NMC_RS06475","NMC_RS06565","NMC_RS06675","NMC_RS06700","NMC_RS06740","NMC_RS07005","NMC_RS07105","NMC_RS12590","NMC_RS07245","NMC_RS07340","NMC_RS12675","NMC_RS07470","NMC_RS07620","NMC_RS07705","NMC_RS07990","NMC_RS08010","NMC_RS12850","NMC_RS08150","NMC_RS08300","NMC_RS12885","NMC_RS08310","NMC_RS08365","NMC_RS08380","NMC_RS08415","NMC_RS08510","NMC_RS08685","NMC_RS08760","NMC_RS08790","NMC_RS08865","NMC_RS08890","NMC_RS09030","NMC_RS09050","NMC_RS09130","NMC_RS09210","NMC_RS09285","NMC_RS09410","NMC_RS09540","NMC_RS13085","NMC_RS09635","NMC_RS13110","NMC_RS09800","NMC_RS09820","NMC_RS09850","NMC_RS13140","NMC_RS09885","NMC_RS09890","NMC_RS10070","NMC_RS10085","NMC_RS10295","NMC_RS10340","NMC_RS10435","NMC_RS10455","NMC_RS10465","NMC_RS10490","NMC_RS13350","NMC_RS11020","NMC_RS11045","NMC_RS11230"
"NMEN_Li_2 (GE) - TPM",-0.402222336386662,-0.129561433646968,0.580618014757372,-0.491850245574778,-0.120764009288922,-0.160240036276492,0.24925385429751,0.57857130449982,-0.824033113859614,-0.444861659884967,-0.42514404803621,-0.997596664618612,1.69362988477076,-0.0852818649155392,0.902396267755654,-0.715361712929318,0.00217021158183528,0.0497384595591262,-0.463423247920281,-0.187668732374748,1.25506489209053,-0.871933706239477,-0.401067333140447,0.0546648708766179,0.232368061108257,-0.968782119005847,-0.316584551107132,0.501899485738631,0.044410710944423,-0.080972708530311,0.279407799214572,-0.217018878932952,-0.539959001744832,-0.595789878705576,-0.274695517709126,0.372395682106091,0.482706884168499,0.291624145855243,0.990622649238141,-0.00182735840874683,0.218348560984536,0.477595170058155,0.0998688868237109,-0.338392756887827,-0.747915781740641,0.220714978453505,-1.04828494071098,-0.838631398042876,0.762239800244986,-0.0927920945782521,-0.404625052650977,-0.472857706165817,-0.0824682146808768,-0.687870842759369,-1.02535788680779,1.29538472350433,-0.418452727000072,-1.17817141885604,0.840523924500356,0.969621471507778,-0.405625692446903,-1.00360331757202,-0.488041468772397,0.0227806815282706,0.282367616181271,-0.0688112429361329,0.318045084898001,0.0273772569786168,-0.0688254684497561,-1.03580956274747,0.179073394723002,0.223319941470579,0.509463782293323,0.200161302777967,0.504228389322321,-1.30886309248792,0.13814538293906,0.415981978692892,0.424819014636827,-0.487040738478381,0.317822328936563,0.0365372854724013,0.145030453108742,-0.70398451269574,2.12826695676698,1.99511055195589,-0.620031363876398,-0.305171930407526,-0.591878175492475,0.153979748088182,0.714525414972964,0.438657250074748,-0.613856240094724,0.835673717113148,-0.502454964609209,-0.777725836969892,0.83936279033115,-1.21704408785643,1.25654964134574,-0.0690657617158187,-1.0887575898749,0.520462375416678,0.260267676837374,0.498849259693095,-0.659861605942068,-0.837769608613863,-0.831406478372681,-0.637125075193565,1.10512168104971,-0.317233817828045,-0.380745996837839,0.0288568938051688,-0.142273897902521,0.297502905390486,-0.880617723145293,1.44203809142567,-0.371745579743489,0.719008579225605,-0.815319323222503,-0.252148160983019,-0.469807249041744,-0.522317599590885,-0.398692693374961,-0.193096013844789,-0.501519381302471,-0.16753597162132,0.356117073919256,-0.941099543661812,-1.51506382297347,0.442817088148886,-0.0958682865264893,0.389227989578914,5.08127842194442e-06,0.429587268280485,-0.0248022389697565,-0.314075914451832,0.0480674295098383,0.396995558553972,-0.767819940588436,-0.589544982472129
"NMEN_Li_3 (GE) - TPM",0.383519412285604,-0.0688175134731822,0.509193278976125,-0.268504228532982,0.0147327177908911,-0.142981578086829,0.689564800487749,0.144350406822945,-0.912418345530279,-0.492361988067315,0.102413045962305,-0.86579696298203,-0.106748026470693,-0.663430513281555,0.934715875537874,0.183742596774597,0.0316911573928334,-0.136726929838886,0.191319959967324,0.385649318962792,1.01773122813872,1.19795975464517,-0.654610783819894,0.0428286371866677,-0.132824387702533,-0.219754511819628,-0.340121740372858,0.396111426829866,-0.764251111194663,-0.261995273949471,-0.109288201817464,-0.565353140064963,-0.463348041424066,2.23590199224589,-0.229686950459541,0.0342192787717496,0.739348112570571,-0.076653598374945,1.02802498094918,-0.0952393588211561,0.260018909889438,0.673568474989851,0.385634093057368,0.737186671971373,-1.03683791220453,0.927682079008086,-0.670771882493851,0.456457363325365,1.38611597080262,0.116274725351726,0.199714287794526,0.242298115657507,-0.376506276876437,-0.0105635318356663,-1.14615664742239,-0.437179025502107,-0.418452727000072,0.295866287622318,0.334462665744075,0.433581801424748,-0.445840602720071,-1.04138325314689,-0.345984988022953,-0.201563476884727,-0.293771748514253,-0.791568418319285,0.728308342646459,-0.486402051773359,-0.502593317170037,-0.27617600294792,-0.484807745346383,0.507721961771694,0.309636632953048,-0.0219086537725429,0.0880152136801284,-1.22267887654066,0.045537957999846,0.572075331565001,1.02994902851232,-0.191865363028896,0.737232171117143,0.378783930313328,1.2400566275522,-0.21271589132893,0.370433332339987,0.97968432975475,-1.03491083463301,-0.372335692565869,-0.751542721043233,-0.0457967050175514,0.0566867095505061,0.0951136932054852,-1.15281721489788,1.35553985666837,-0.198186674730946,-0.00576128809868756,0.149955782489244,-0.935290819405613,-0.787497645382711,-0.210856410159782,0.078339990164999,-0.799905107003986,-0.882140738074589,0.850612683540456,-0.0798822837707626,-0.225462743001912,-0.0731048868473627,-0.14741447026074,0.792462793155469,-0.119528043188667,0.574164540982982,0.202159907278224,0.270017184879513,2.8938711151965,-0.320887686941909,0.918862825444096,0.468853593426454,0.228289891415288,-0.616325592479277,-0.910500763719235,-0.469807249041744,-0.3602781408055,0.149355332831956,-0.00109525979785511,-0.0819543612259325,-0.309319331833944,0.690129794855697,-0.0321588369400615,-1.49365021112026,-0.579684704593202,0.217100601269742,0.202023539490125,-0.0585177632911073,1.49268315773864,0.0136561501038321,-0.214958680298541,0.157797191403717,0.450338208681833,0.209661231537903,-0.00117209981149693
"NMEN_Mig_1 (GE) - TPM",-0.687952067066437,0.0753594887446678,-0.636100557871285,0.379177215310793,-0.0153829236723815,-0.262105556882803,-0.182218878674628,0.753010976288351,-0.157702148621852,-1.93899826671788,-0.782232792200797,0.405619617877945,-0.863892631670374,-1.73821292716763,-1.20692098060692,-1.74574279808155,-0.27376250620094,-0.952185393581177,-0.945898548224489,-0.617273864785877,-0.756182402923577,1.14121962734788,-0.429386927800902,-1.07993929510361,-0.379052072939587,-0.699060053536301,-0.719358491010807,0.599405289157698,0.391503502489933,-1.20392284854922,0.736164982390152,-0.178392099255608,-0.37888571712468,-1.22435218999827,-0.205612238136263,-1.19475127188359,-1.68493633303934,-0.117363906810108,-0.182119698482231,0.543245138101676,-0.460409384092749,0.763796149753582,0.357518087586194,0.255003743114726,-1.80223307846017,-1.28293540021467,-0.851591814669147,-0.681674976389678,-1.00252948933023,0.690057398150162,-0.661224103900057,-1.9534395778975,0.0490909198333246,-0.662349443749054,1.18764290551437,1.46086532496692,-0.418452727000072,-1.43186838364701,0.168426420320425,-0.163096435242605,-0.449283833849328,-0.61898255342079,-0.523546985801657,-1.14660319656279,-1.45902554987905,0.445481863732537,-1.13638998820089,-1.40549209693644,-1.05286833249725,-0.784913383733645,-1.14330321300018,0.16554227056636,-1.12935228963745,0.0469914613428209,-1.41600220284971,1.33661500617682,0.239989287702023,0.356725170423088,0.654690934657017,0.101100239779031,-0.978069236827992,-1.59745821517562,1.35755110625424,-0.70398451269574,-0.525766930990518,0.167012950166491,-0.532528673549625,0.382425571761885,-0.751542721043233,-1.0853077152029,1.30168483468352,-1.69247089929216,-0.0392022336340332,-0.115824818397428,-1.03253533769772,0.68694570536043,-0.764350714257164,-0.299297893347564,0.67010162151111,-0.473906222808775,-0.770011387286118,1.30835750757237,-2.16881896768767,-1.02046520602433,-0.960962771572773,0.179482715355905,0.094966336424554,-1.72820343750967,-0.572691917644678,-1.23145429118186,-1.06532962999011,-1.41350887211837,0.12016554079016,-1.56160888878276,-1.40448432585395,-0.787537249109129,-1.2338227570589,-0.205943432319263,0.994809825774356,-0.910500763719235,-0.469807249041744,1.13954795785118,-0.836776196941184,-0.528452887712624,-0.750185294579249,-1.30422877876237,-0.912051114921738,-1.2954777783974,-0.716627521927406,-1.37125300891829,-0.715185656547562,0.306842718602822,-0.643523079460868,0.971296590095983,-0.251090406191445,-1.48576656309005,-0.878732117201414,-1.5384951365301,-0.826223304008961,-0.942847401221729
"NMEN_Mig_2 (GE) - TPM",1.20683013032111,-0.1518402210429,-0.449690698700687,1.27710298974677,0.63013956921518,0.598765284798385,0.699882317439169,-1.12890890718903,2.38479303611376,-0.161889039836312,1.74184871202463,1.29771558399273,3.11423478367081,0.425993683870796,0.50696571978669,1.30361799468875,-0.291996879848199,0.591668739651074,0.00145212856269484,0.64364818207287,0.973895780501765,-1.95687978016667,-0.442113660714316,-0.476160694842923,-0.943887878300218,1.71292819882168,0.0720173350022134,-0.780378566663595,-0.460362378113263,1.76547656229666,2.02003897358117,2.00921246152468,1.2785726943624,1.02029880338953,0.902737442941961,1.16523264775707,-0.0682564896119673,0.716054804355327,0.222063810133155,1.51038705857802,0.217544288287217,2.04649688301946,2.18878133594025,2.82006982428718,0.127949419144813,-0.510886665622915,-0.672522349070972,0.200832193005936,1.60215117616672,0.908998562985014,-0.661224103900057,1.66197055511777,1.84105574140629,0.122771109798154,0.339565223174017,-0.496262508821369,-0.418452727000072,0.515073969145161,-1.04444420441518,0.138838996867906,2.10408770521927,1.64809089666794,1.09982329257331,-0.300578370954965,-1.48613910654824,1.42487642925993,-1.07256529031319,1.71478995275657,0.681857722489016,-0.0394278342353467,1.98616896597811,0.210347615766152,0.700303158341023,1.18657265337848,-0.617262041101437,1.19585415801409,1.32662203159908,1.31099198956596,0.0630255939901188,0.28419290536272,-0.832519490405845,0.603626367750914,0.83297813620503,0.844725594491789,1.12532330601048,-0.696237137619723,1.53520569029605,0.838541279858263,3.47044176904468,2.19172065232318,-0.598483870058765,0.320139343241892,-0.14720726666046,-0.101710648826656,-0.818212994989512,0.331241541275967,0.806237884344205,2.46892731962172,-1.45259783926666,1.34527866194646,1.70670368381443,0.0430992846824013,0.0920971098621447,0.732534196405804,0.614517704020143,2.0760036998468,0.857127125898348,-0.679068393904464,2.40043255606463,1.91124219124801,0.418580697806483,-0.608236948114967,-0.318094550628977,0.685714588071486,0.553313791768131,1.18424520591055,-0.161643238553612,0.231363260067263,1.2991784179995,-0.330210282777794,-0.469807249041744,-0.249039257906892,1.25726618490914,1.36165274764209,0.878147433891687,0.525351438518771,0.846357728112722,0.812945016549925,0.845603297123826,0.805648966538421,1.06418661860939,1.38133753565408,-0.206927149966617,0.774069583894276,1.19463746100893,-1.66806012033551,-0.878732117201414,-0.385530659294925,2.74435256891154,0.548548936032276
"NMEN_Mig_3 (GE) - TPM",3.93623213339414,-1.20919809185064,-0.466403842887233,0.49338342515947,0.356262574547688,-0.511664900166211,-0.937751910952232,-1.24982250089298,1.25112570948375,-0.954497161047836,-0.294558933187062,-0.515734393037772,-0.863892631670374,-1.48175450273755,-0.261794215878755,0.218677093700684,-0.492961479837866,0.511425320482772,-0.109925797461436,2.95854396040909,-0.535010424719758,0.496496426474918,-1.46881212982381,-0.348091955992245,-1.59645579701646,0.733225852915239,-0.962476592867899,-1.71490277861442,-1.29162007706612,-1.20392284854922,0.428809956741037,-0.975742315041985,0.0286853982953264,1.07631679707344,-0.29927438315057,0.129887599051493,-0.506651012982497,-0.0956507180107673,-0.0144323920146611,1.12738301631393,0.12876029041265,-0.565033145502191,-0.121442709370073,-1.29425491840443,-1.43891562785793,-1.68870179663823,-0.804151947707458,-0.966715121474773,0.0845157021419548,-0.608217067234724,-0.661224103900057,-0.197595450631205,0.25644372254611,-0.425907936361447,0.12405284196199,-0.874946609932633,-0.418452727000072,-0.695281543025385,0.636021513374529,0.296660372067305,0.5581264488389,-0.476088124221236,-0.283653448351367,-0.781501060252587,-1.58044827662654,-1.58800123025995,-1.31621680187465,-1.40549209693644,-1.05286833249725,-0.832761249709283,1.23967932495862,0.404148634053885,-0.628059975887525,-0.892836437356194,-1.22982826684179,-1.27428299116621,0.0139796429378234,-0.983090162180151,1.1181965929014,-1.01283623196954,-0.473184833520271,-1.58066868378572,-1.07477604677894,-0.70398451269574,-0.827130913991006,-0.548078137713548,-0.78874103429331,-0.752467631513856,-0.751542721043233,-1.0853077152029,0.972363093555939,-1.04705628016568,-0.74856236820751,-0.533042676968374,-0.894173483305985,0.126377560184373,0.747554460298248,-0.264157582899977,-1.45259783926666,-1.21322128441805,0.0961965718921898,-1.19155004526514,0.203427357966943,0.628559917477123,-0.458391596064057,-0.353327575832333,-1.05548646646156,1.63621894429638,-0.232626640649998,-0.650021568003833,-1.50783399131522,-1.36510482712394,4.05295554793234,-1.11118156705541,-0.195602557270536,-0.00414038038671199,-0.973020208103433,-1.38824313441753,1.50884987762881,0.950405794168403,-0.469807249041744,-0.212497323276016,1.5751518853921,-0.796139686352906,0.405097915673385,-0.0469725537089568,-0.858659481159973,1.33395672571031,-1.43755848541849,-1.53782594171777,-0.726077995045251,0.41176610490024,-0.0510253087891046,-0.563219544720623,-0.164080447614756,-1.26680700876589,-0.878732117201414,-1.195651374706,-0.336472181950823,-0.860654068226776
"NMEN_Nd_1 (GE) - TPM",0.219302679239799,1.28396328950931,0.416452822927027,0.63354381872199,1.01078722842654,1.17380265117614,0.745078293800947,0.494008439737912,-0.0495234814167526,0.586286627193849,-0.401601488997969,0.254819018087492,-0.0362374938338283,0.0794180465642075,1.15685906052444,0.49742172927823,0.164494058510946,0.456811829958729,0.182765422058971,0.435232518021723,-0.0180541078529857,0.397480200710414,-0.000270226165600711,0.46271558622192,-0.073884098933036,-0.619165101878381,1.18436670814178,-1.20713178968156,0.798124289926068,0.340546711017393,1.01199479385309,0.332231023973856,0.246730352651393,0.58904238713659,0.488653899553187,0.721035507090334,0.633857897619757,0.0847609248936252,0.434784396235079,-0.186992780356521,1.24478115385421,-1.51392620820735,0.530618469839581,0.516626346476442,0.0953192801286703,0.715848415706075,1.18818376811627,0.557669053010928,-0.88295441926556,0.613435211046206,-0.0730272799814085,1.84088211561057,0.680893421846083,0.900306235101201,1.30067225475503,0.780895995980312,0.756595409181829,1.26298440170715,0.396990739812895,0.875234359420352,-0.458743146547861,0.812195579256904,0.380576537294951,-0.653312692845642,-0.510156859719782,0.588504103400343,-0.0340235906985961,1.00960899752354,0.225362567680158,0.772705428413594,0.233989604138896,-1.69269361489529,0.10522927488449,0.530360769171468,0.811893270574726,-0.0338370709674422,0.613388676279673,0.210034807254555,0.737773156147475,1.03756911320584,-0.0421454444684709,0.574675523070778,0.4880207391442,0.370053381310189,0.175421206543526,0.440536157012927,1.11985667995658,0.342379916210286,-0.239148581471685,0.14570285778964,0.0764432701429475,-0.087352804816402,-0.0437596717411169,0.151936161688334,1.94820734547969,0.037997700193966,0.582136686739439,-0.140240210860977,0.910278635834107,0.550982213123341,0.245051356021396,1.0917439208259,-0.000302592950952068,-1.36498046685979,1.11062836742142,0.201430044121898,0.495901256255724,1.2275910803329,0.34322728482469,1.24141168459257,0.869010318606854,0.0534434169897641,0.127229073344403,0.727481489886484,0.0395599184084808,0.570775997704895,0.528897898638252,0.915507988800285,-0.789775833587402,-0.407457970938761,0.3364981920116,0.908988317890845,-0.0897975337787546,-0.272766361944359,0.325913680371414,0.531032574007303,0.13041566661929,0.613507291205739,1.358237438696,0.131664926657801,0.21990329790243,1.38931242198869,-0.671345392620677,-0.704997611268063,1.65779578376464,0.114402751032091,0.395958215451252,0.941671631243176,0.0953581238598015,0.760599586685082
"NMEN_Nd_2 (GE) - TPM",0.380329902646911,0.930240388854727,0.251400415600568,0.159693619194421,0.791861678253823,0.771769697159172,0.761330073849495,-0.259389823592452,0.452010106800931,2.48678939631977,0.276432006173424,-0.113091667725082,-0.863892631670374,-0.36990321792157,2.27280155395323,0.812534501318173,-0.146853754466155,0.574441115151518,-0.553533709298997,-0.0394489436610991,0.14274504131545,1.457762207423,0.364190350930689,-0.822896882116532,-0.250568346105495,-0.248875919454788,-0.220897482131207,-0.995843128641667,-1.04427426103776,-0.0258388899439553,0.242376831474906,0.92003023401107,0.0276527678874696,0.948276651258819,0.525190429338413,1.02172390176962,-0.110581118065553,0.348876007880613,0.451539010049484,-0.178361755001924,0.512751934666596,-1.81463169108005,1.10851505808435,1.19608551348971,-0.945715236052587,0.548179016083993,1.84447144650202,0.587631262400712,-1.22273642721086,0.749942358209252,0.14636801037278,-0.470660210048291,0.79456913338694,0.807105005059442,0.820478354719899,0.435291793598263,-0.418452727000072,1.8288128239212,0.873866440344634,0.709203206791844,0.910456672632266,1.05351867893544,0.986973986994202,-0.73488825533709,-0.699142225597647,1.40033273030309,-0.384498807535754,0.1861519403166,0.495666733437421,1.28325430461783,1.02199280982265,-1.67250313572237,0.529001737070111,-0.155257440096479,1.47183358364878,0.685426908470396,1.34564045959041,-1.11432545505262,0.701418114343729,1.12111318337455,-0.796288568071188,-0.196544047333615,-0.939965886419897,-0.70398451269574,-0.697027231776484,0.455711059519994,1.54697237373888,1.41558665605671,-0.751542721043233,0.864891980147123,-0.718473026481736,2.85889926912714,-0.00181223823845241,0.370321419000932,2.36291644270906,-0.078094800886128,0.899282136089354,0.351688627189838,1.66684529980917,0.617014013072851,1.84340952651408,0.522878123864091,-1.10957024220102,-0.753414396004801,0.579007615306855,0.846861383891798,1.01247063994607,0.457032436732783,0.570201738752083,-0.152459783388188,1.50787858464318,0.609266326049749,0.699378868297396,-0.391375391798054,-0.0776651882579465,0.0397751506893267,1.40554973067984,0.878172997040237,-0.937397955921747,0.47085111076051,-0.469807249041744,1.08727948714934,0.753892350674289,1.20975476090312,1.5592554318707,0.251207769016798,1.6201608124211,-0.319562500238965,0.538593059589641,0.146503406449199,0.935571543353851,1.03355033419059,-0.175813495145302,1.66092434579048,1.59918551805994,0.576603112056953,2.03817658564777,2.18937708788674,0.2063376823382,1.46405923171439
"NMEN_Nd_3 (GE) - TPM",1.42824250853142,0.0710205171952461,0.785612081251109,0.221493327699315,0.679910568957871,0.85047548503531,-0.0168978178610548,0.636520940747572,0.688620828879506,-0.00249362795308947,-0.0374760714845323,-0.342479452102815,0.856322608421905,1.66898206869012,2.0730287269565,0.783204196115448,0.536711562366011,0.671616209402288,0.141038251681966,1.42534517040861,-0.424892179365678,2.01293621692783,0.529022470291591,-0.164994191087473,-0.855615314326979,0.881673697787206,0.114666247663266,-1.26873050643643,0.685360817286659,0.9361150753175,0.624316916133082,0.777602505830374,0.23010154630662,0.648459033250014,0.511448742656508,0.738003763392945,1.81047371233388,0.190275565485557,0.64755113078756,0.467338732425914,0.180394642058434,0.133101313946242,0.362456983509301,2.09602556525218,-0.544565462940916,2.04331116661688,1.87067062574438,1.78799082826709,-0.933074372696073,1.226804149748,-0.661224103900057,0.762712542325656,1.09685326941291,0.727376451246741,0.73512773801612,-0.341482669951801,-0.418452727000072,1.54565381751004,0.735937096832712,1.7139605707865,0.819379327419085,0.492034131859329,0.81920797863034,-1.0246123824234,-0.89188366984857,-0.719452199029167,0.101948466070437,0.522032437899144,0.822450057325889,1.21262247258007,-0.286266100898974,-1.46226938349241,2.19071632521661,0.336007895408345,1.86891170575945,0.98794086736329,0.87343408152095,0.509622920196315,0.964076157909559,1.44809340919048,0.193601888105823,0.866909724428984,0.710015547700499,0.635396784991404,-0.015209216787711,1.08714201530721,1.34491184216928,1.29417133967802,-0.386410018745337,-1.0853077152029,0.539514510566779,-0.474065495922882,-0.988332405042999,1.29767477168491,1.07490788921349,1.82214208327986,-0.62030944294917,0.214369900667694,1.72069628764244,1.88764165377095,1.80456654809643,-0.479703365603442,1.04981364146922,-0.464981689592866,-0.61769130866682,1.35103756166325,2.21095904637563,0.540122715560028,0.799679832963145,1.32966185191902,2.44520197771743,1.09642470483362,1.19077204586756,0.381958871476127,1.13177640889327,0.306486295499578,1.82313599921004,1.25171791605297,0.230700700433464,-0.408644274456912,-0.469807249041744,0.544034911009756,1.57291377548392,1.06967096723181,1.01976076534273,1.06920332535767,1.12586329363618,2.75661412557091,1.7795407094056,0.313878375281069,0.764449557414383,1.26770474958594,0.298683374696228,0.0765676034135965,0.979980697196997,-0.00306215701511416,-0.878732117201414,0.758852533266887,1.01910958529062,1.18507760812716
"NMEN_Ns_1 (GE) - TPM",-0.559320747618112,-0.353688569680992,-0.512134163787682,-0.574993076886957,-0.501533269089298,-0.658119285194848,-0.626537995991162,-0.263140607158882,-0.561569368523966,-0.452573201138036,-0.221056170221263,-1.04227012974528,-0.633984941340786,0.01675890058164,-0.0962374846932127,-1.12431211053359,-0.667635272542805,-0.667580604894097,-0.78769542466754,-0.785278093979433,-0.925400271798069,-0.409389665957552,0.459605463531473,-0.678662765391638,0.0126966861756921,-0.746924589050519,0.122810485936067,-0.201624216515609,-0.871262825984566,-0.202862587546933,-0.747046578283036,-0.341293878116053,-0.434787377286504,-0.140834387050735,-0.392851084533851,-0.304444195656965,0.0987785777929909,-0.55420167680215,-0.661223561828582,-0.595307564391023,-0.717328684660918,-0.108982025763113,-0.899865272338798,-0.600904909919801,-0.411505937978791,-0.252085399916031,-0.0949920222501136,0.80231842948943,0.0965066307996646,-0.232351285657232,-0.269086943067275,0.597634288588699,-0.327148304716674,-0.442034672903199,-0.558542027226829,-0.336571023569407,0.560768898684381,-0.238863762395853,-0.064391037125947,-0.453246800124899,-0.638288777428518,-0.501525393651136,-0.529215948543797,0.858079459090398,0.830806673313689,0.515985822535594,0.405207061011879,0.0435905279136904,0.450955524593501,-0.49259713156461,-0.781320952844777,1.16508228880691,-1.1065670213291,0.629416073477998,-0.281899318179042,-0.185676035740866,-0.530882200316643,-0.138331624464224,-0.290651052449074,-0.0628122462518634,0.310388144464711,0.351908280886265,-0.594311366571627,0.414821921322064,0.678351309786473,0.104179297523541,-0.255650753172873,-0.209257431358103,-0.507541812705413,-0.454010671511289,-0.612685920513493,0.168563800264542,-0.230188594731161,-0.506746516230477,-0.0335198298057342,-0.628749653912628,-0.33664917499052,-0.905425572947438,-1.14966036521378,0.295656435803362,0.0838477724951595,-0.240163136762842,-0.0254830903449876,-0.793019331132733,0.377081441632043,-0.757653781215816,-0.497858122602552,-0.326074525330231,-0.571393166750142,-0.288397884919244,-0.263925789432213,-0.0591573339331433,-0.601442816641477,0.305408022326491,-0.0538117558562952,0.120773657321231,-1.03728150012778,-0.180277579325053,-1.08266268051842,0.598650493301339,-0.469807249041744,-1.08107944806931,-0.57381417734958,-0.483854213888926,-0.328042255774765,0.0174815330556617,-0.969846676982357,-0.753913520161163,-0.0438408787627329,-0.684327882865366,-0.521226269091382,-0.656354824757469,-0.0871764664799963,-0.562731184750089,-0.461926094941183,-0.261816852479648,-0.406617429305352,0.38856577230936,-1.38920393229439,-0.513221009781694
"NMEN_Ns_2 (GE) - TPM",-0.347848215515998,-0.330826044693534,-0.432512433772404,-0.580982940692989,-0.560323883424949,-0.49434444810242,-0.526285657957374,-0.0857110512336098,-0.648811005361533,-0.951012532967663,-0.475168318500763,-0.740214477089828,0.237682031828526,-0.300086270445842,-0.645059766458009,-0.801707681397147,-0.578213490136231,-0.449516823417346,-0.470596057722708,-0.48871800869366,-0.977530414652674,-0.963851631091869,-0.580371961786088,-0.372683767959595,0.982936261890697,-1.10596066165259,0.575118990767923,0.744328740649927,-0.572302037685456,0.166493771762085,-1.17226188202769,-0.0120618213262515,-0.388278810392795,-0.259112154206162,-0.522234376247451,0.0232644236133559,-0.158784102954414,0.060725772715964,-0.629427399929976,0.0759148346393654,-0.600961240271986,2.97854607405552,-1.24400506805194,-0.820798976089897,0.501789292097748,0.524665972214354,-0.184102861962009,0.979445719436707,1.34169818113021,0.600842633819916,0.0433549168096098,0.537036498922239,-0.146792352321183,-0.579829264430633,-0.334833276920262,-0.25765806653564,-0.418452727000072,-0.439792410314465,-0.123340743685181,-0.274755033312314,-0.65077957711167,-0.63432779936869,-0.605325312858329,1.23830872608665,1.12766215673842,0.150101770260048,1.88794703523169,-0.0940171434243772,-0.452419279678781,-0.544448252525346,-0.258255019286997,0.715612450130845,-0.626360038606728,-0.0782473919225112,-0.310259706412589,-0.576733438906785,-0.374239468692988,0.241493313065339,-0.341667479725375,-0.121617630786935,-0.252369504343834,1.11410704194796,-0.210007206337494,-0.70398451269574,-0.15848536366207,0.430828245768814,-0.176376224447554,-0.046894402126429,0.709833027767614,-0.329112013952416,-0.652289018923131,-0.717182683703234,0.440117653070232,-0.454825773375216,0.96465150359696,-0.101905623175059,-0.011836595919381,-1.17928480545245,-0.182545868158003,1.34504115443279,-0.975115526814688,0.0905152441438536,-0.156496854688101,0.119260908571683,0.609197528393613,-0.800643923539257,-0.777333875553625,-0.956526376607813,-0.106841437895427,-0.499283494576176,-0.105385659188074,0.12678552195447,-0.31617891017847,-0.929583941947234,-0.30926718302463,-0.179572130825194,-0.612155813877923,0.0214673044933797,-0.893802598276621,-0.609212671064735,-0.469807249041744,-1.01077033606015,-0.751440847837848,-0.440433550882835,-0.359593233222878,-0.535244246823553,-0.533494686531951,-0.0791469479921188,-0.540751019489246,-1.02967204674412,-0.285407896880432,-0.499116807408861,-0.0629388795543357,-1.09621433231492,-0.24787610214354,-0.0850267745443906,-0.313212127742532,-1.1720343645774,-1.51565766085589,0.255542911614544
