"","CE206_RS00540","CE206_RS00650","CE206_RS01525","CE206_RS02290","CE206_RS02475","CE206_RS03760","CE206_RS04000","CE206_RS04145","CE206_RS04225","CE206_RS04620","CE206_RS04995","CE206_RS05280","CE206_RS05335","CE206_RS05910","CE206_RS06050","CE206_RS06995","CE206_RS07945","CE206_RS08305","CE206_RS08840","CE206_RS09125","CE206_RS10195","CE206_RS11035","CE206_RS11255","CE206_RS11530","CE206_RS11545","CE206_RS12030","CE206_RS12175","CE206_RS12780","CE206_RS14425","CE206_RS14525","CE206_RS15140","CE206_RS15595","CE206_RS15655","CE206_RS16280","CE206_RS16580","CE206_RS17000","CE206_RS17055","CE206_RS18385","CE206_RS18425","CE206_RS18440","CE206_RS18560","CE206_RS18760","CE206_RS19115","CE206_RS19280","CE206_RS19450","CE206_RS19730","CE206_RS19985","CE206_RS20100","CE206_RS20155","CE206_RS21060","CE206_RS21350","CE206_RS21835","CE206_RS22930","CE206_RS23885","CE206_RS24065","CE206_RS24300","CE206_RS24310","CE206_RS24640","CE206_RS24645","CE206_RS26265","CE206_RS26270","CE206_RS27175","CE206_RS27355","CE206_RS28525"
"ACHX_Oss_2 (GE) - TPM",1.69769521741359,3.29468729158541,2.70435221414323,3.28901385695562,2.9276882731213,2.70372936588609,4.06370027247095,3.30439545923497,2.67769772678384,3.33224366635705,1.97117142576263,4.06905114261141,2.85580671648874,2.10564070936635,2.90629126808322,2.04528984233349,2.36237743797365,2.09922751862631,2.60854326250429,3.06763229310998,2.65624803397135,2.85486076321775,3.21473796370813,3.43452183538842,2.45169441238084,2.63125391488965,1.33952453207023,1.60024529684332,2.60860449573167,-0.513790712502825,3.56493585942121,2.25757021918293,4.5490042100542,2.8035108552614,2.99469268575129,3.31854702800396,2.95110338076013,3.3749934130785,3.70330845301192,2.79099778609123,4.03211958112307,2.69933252071199,1.78897638528114,3.44857080735541,2.08807712099102,3.01254181815113,2.0523093435876,3.22781763952572,1.79217462862423,2.01119550385157,2.64306333670886,3.03636476275027,2.42684572908971,2.99647638627007,1.78396688787068,3.02824898016193,2.59599689572922,-0.649533523133655,3.19844266506211,1.37700083317127,2.76800188290333,2.31279378820748,4.04260718457212,3.05265938416802
"ACHX_Oss_3 (GE) - TPM",0.0376623921925518,0.528548433820952,1.74196319562709,-1.05883504554764,0.468420051554754,0.458263056247628,2.17960489820484,0.756577184470617,1.82498036960619,-0.274219638216393,1.77110374883975,0.737648484387047,0.570988618930291,-0.381771052867231,0.57063801776812,0.809272703124496,0.214757892583713,0.603435482735395,2.13476431112232,0.859181501618228,0.613078873332521,1.46056946766583,1.82679196713344,0.0403018119400416,0.762966618366948,1.41087119766973,-0.581374252813239,0.687671996447967,1.8766293356144,-1.37472069918716,1.75103793790232,0.428935491336875,1.49347858214633,1.77931394506591,-0.135151482718802,0.76280037329469,1.17241278074765,-0.17177227118912,1.90945340768057,0.852746612923881,-0.019358117007452,-0.786796192253224,1.58200039314855,1.38573730291872,1.5430301580752,1.55100592448049,2.1012588964033,1.51934250170516,1.84032490310319,-1.2317224251642,-1.10695456714819,1.43534575413462,1.34105707359172,-0.107629271805273,-0.806128986694311,1.25581576957667,1.80533774617862,1.86943803937576,1.4089319932384,0.342253227246414,0.705422104111049,2.73631240625501,-0.278432025909031,0.706034056014667
"ACHX_Oxs_1 (GE) - TPM",-0.539468591607757,-0.297854475774499,-1.16671324056704,-1.05883504554764,-0.98413886208914,-0.686249360250708,-1.23386265814598,-2.03501959286325,-1.60828003226585,-0.726715918264278,-1.09413615958078,-0.789861446060728,-0.417516997890365,-1.57094588618726,-0.917809301475786,-1.63826404727045,-0.851922998662188,-1.65502577877994,-0.974545992589687,-1.18433547259675,-0.942334463791938,-1.42625418551491,-1.26210846460611,-1.36623074103897,0.611022198441984,-0.872375582589946,0.0190267415695615,-1.60223623597515,-0.744283292753701,-0.0448737375021482,-0.930695833613625,-1.01168552033382,-0.706743512513479,-0.843922704373252,-1.1475422853545,-1.61868802993742,-1.56223572608082,-0.798979270584657,-1.2966507139149,-1.19036288322421,-0.64786561782196,-0.786796192253224,-0.479831005942447,-0.55259562591262,-1.37366663921902,-1.04998133728744,-0.590372250899116,-0.905053413158008,-0.425100405488761,-1.2317224251642,-0.587834211098567,-1.24237790969671,-1.10830272226715,-1.44968485560124,-1.02696138136152,-0.779277488398392,-1.27730104111409,-0.992159289517517,0.283990246781742,-0.923782262631441,-0.896272473365323,-0.489174194543247,-0.689299210968082,-1.45463930207916
"ACHX_Oxs_2 (GE) - TPM",-1.27013195938175,-1.65064990295174,-1.27378835268649,-1.05883504554764,-1.04232860068019,-0.496872207105205,-1.05037070965307,-1.8862699875139,-1.4737054182337,-1.18567477423942,-0.979697011314328,-0.302045784724326,0.104000707640519,-1.56014789921116,-0.752915356582276,-1.09242839465554,-0.999849772949384,-1.56159794286289,-0.783204890436931,-1.1817141164999,-0.828875896160901,-1.62296113856303,-1.38033995415329,-0.686462340822882,-0.234390414537346,-0.749718851597647,0.280845584053519,-1.44155161214785,-0.767559870503827,0.347428123104868,-0.381770727296974,0.280558453657737,-0.729421476324728,-0.911023923415252,0.169163724261012,-1.594901956877,-1.11623702452202,-0.0145110622679376,-1.01070238833684,-1.28710353084752,-0.861484969127384,-0.786796192253224,-0.0993673050943854,-0.44339423908553,-0.507529298711264,-0.930145163990788,-0.756185402049637,-0.254701589771135,-0.622190885834667,-1.2317224251642,0.922697520351147,-0.704142981730206,-1.14766901422047,-0.952688278748031,-1.39826240487987,-0.644139875617753,-1.16724032498164,0.127250318320096,0.860557190435475,-0.468766091943306,0.340834318709391,0.121481172786759,-0.776351293523846,-0.780848584282994
"ACHX_Oxs_3 (GE) - TPM",-0.794708541714826,0.461898183979404,-1.18483618560589,-0.362342607979981,-0.00467371394690189,-0.763647445655041,-0.87961052043143,-2.21506639294516,-1.36820902615596,-1.50172585964666,-1.23000282021883,-0.361050033515432,0.330174845633331,-1.43112170643747,-0.102453160397073,0.111614379799356,0.0644603488137971,-1.46364609427675,-0.803989626508593,-0.770296666553899,-0.313560573341757,-0.617165185913671,-0.914884552828706,-0.696080701857277,-0.864858755346144,-0.957870896800955,0.655987269600663,-1.40456669423725,-0.785721666510435,-0.511485669737443,-0.422434926106295,0.035734456923306,-0.634688769316343,-0.649249739962129,-0.632833956763775,-0.56174447054343,-0.296980977624205,-0.259664041996564,-0.509980642838956,-1.36038658436519,-1.23723303654181,-0.786796192253224,-0.126232209196337,-0.545154869991804,-0.297298077108108,-0.897291504755485,-0.650272228845365,-0.408051470905218,-0.782174905329041,0.846241057749298,-0.722020386887351,0.399857236186945,-0.765154548098251,-1.4542486889615,-1.0885637402779,-0.261469423948458,-1.0885366370583,-0.208901302069496,-0.445196021332075,-0.9418089631063,-0.683535477917143,-0.0568017980989715,-0.364225036345862,-1.34735992462114
"ACHX_Sp_1 (GE) - TPM",0.774327263067464,0.166264561527848,-0.423667307974762,0.738237207951453,-0.639617311970074,-0.862821442844186,-0.325834263388616,-0.327070934780285,-0.657717096564504,-0.953578809457873,-0.312357251320281,-0.840768508204899,-1.42763620643882,1.40282040674422,-1.24693286942923,0.45055437775112,0.216598211005331,-0.0591801577545901,-0.913268727273761,-0.350286740825694,-0.932427412281239,-1.57885728529089,-0.601151026062502,-0.909325113383813,-0.217468425064133,-0.709033688103616,-0.202093313708403,-0.777172070093698,-0.94930852853042,0.694358283051265,-1.07781724802449,-1.01168552033382,-0.435660027964676,-0.504809200413309,-0.729666202370396,0.374370361100387,-1.2513234924918,0.344084589861506,0.71245675560178,-0.484077180252442,-1.00421597248203,0.173805294735491,-0.831545597074467,-1.03271354317522,-1.112316091744,0.0498702489640262,-0.76459720145349,-0.752797762415727,-0.143953407407729,1.44903210940989,-1.00702093677814,-1.37003717296771,-0.822723308176566,-0.681758271500827,0.253517772228643,-0.473946563527135,-1.09212268197868,-0.822453119222845,-0.741711005474199,-1.25470415546708,-1.4768632284157,-0.835731444594008,-0.427563111271855,-1.9033356330362
"ACHX_Sp_2 (GE) - TPM",0.686513988299921,-1.21593123947321,0.120462748129547,-0.4855401449113,-0.177483675140404,-1.105733337153,-0.381453388065482,-0.665073217787643,-0.554818786457824,-0.0910369615467668,0.239502872537828,-0.839453654513065,-1.4700039171577,-0.517116186379802,-1.11480498077405,-0.356508233787846,0.38735720530211,0.521572065342143,-0.942456623321829,-0.317064964286939,0.315293196623108,0.265066373450479,-0.459814325793367,-0.473193510723174,-1.2976242383995,-0.610212548879568,-1.1890327492088,-0.735368015074455,-0.760330039631342,3.34014368215904,-0.945007487725653,-1.01168552033382,-0.483032000580128,-0.489983964348765,-1.32478087984075,-0.465637276084547,-0.372003796345674,-0.0949484332776837,0.791058437010893,1.13428298118023,0.396459531507307,-0.786796192253224,-0.827338543002824,-0.512033396998307,-0.56656835971873,0.806222991046666,-0.901081900669441,-0.814726363406478,-0.664181349266853,-1.2317224251642,-0.501906452114098,-0.176557262263836,-1.00140380304802,1.72245852937794,-0.681869532742556,-0.905959412933625,-1.35413161741131,-1.12092865762783,-0.758827538970547,-0.870308645136537,-1.10371939274599,-0.715473710798563,-0.366565743227036,-1.8232415369073
"ACHX_Sp_3 (GE) - TPM",-0.498853310431719,0.0629417868326735,0.19871278019052,0.071083520726955,-0.0228002884931353,-0.326038716699001,-0.188471575593585,-0.156550615404305,-0.345399506373008,-0.779071014469102,0.299881760559186,-1.0544408444495,-1.48892121064887,-0.0299996263249326,0.380966654021685,-0.594724597542721,-0.690441380301962,0.953886951708642,-0.691731240965079,0.961592316142792,-1.43916805202747,-0.549623380362831,0.42779445554364,-0.567180188560563,0.291340743070851,-0.377715017380313,-1.64844138679315,-0.619253664523053,-0.719967177139344,1.84494029402409,-0.449708098286779,-0.162071645080656,-0.214876212704997,-0.140237765911561,-0.202236493977349,0.342789629001941,0.78361656280656,0.440474427013407,0.0749736067951759,0.379340661571812,0.526230238994207,1.9311282186837,-0.52951124201607,-0.691934177543984,-0.356050080283138,0.97244232391945,-1.11635580240555,-0.88174766852,-0.933073000440408,0.453815990687933,-0.447989772719462,-0.0429256831696837,-1.00989119838288,0.1674345713376,-0.786208685534546,-1.40777406098413,-0.919426068518974,-1.12857829683421,-0.76437287155073,-0.485406052705567,-1.10914484558733,-0.356274567854723,-0.784813144580889,-1.16630781791175
"ACHX_Tm_1 (GE) - TPM",2.37135029670005,2.79911356058118,1.41919150788497,2.67548962408004,2.42194262026253,2.66698147916511,0.972745331885437,0.967059358384478,1.6487607385455,-0.31239048356681,2.4789099200917,0.982780925178342,2.3878116905953,2.63003632844586,0.618773824939618,1.80636256463873,2.76368685695389,2.33304350583027,1.55545142669681,0.137530363576337,1.55203479840694,0.319376575739748,1.1476520331577,1.36160212756706,2.175085661235,2.07929567597097,0.012179576466665,1.22723432685267,0.894435506099276,-0.901839398274585,1.19635592879579,3.80191152255561,1.61364134291665,1.69882822155836,0.662694140067398,1.53906915299195,2.03733666757017,0.597308370987673,1.28175649791859,1.85005195044676,-0.162485177188244,0.0686899994748194,1.55927299426805,1.85261147826306,0.651184010751358,1.58929844682344,1.52703869729409,1.3261112963901,1.32294794521256,2.74729231988868,0.341453093141145,1.68504270643862,-0.125317986242659,-0.217727163756238,0.623331677939181,1.81570039236134,1.98882750572343,-0.178326235914105,3.29601170335526,2.06981296098496,0.953718707766923,2.27683645704413,1.03830513724565,0.905242467724168
"ACHX_Tm_2 (GE) - TPM",1.10203013525193,0.0329377795600261,1.79023488619007,0.0995660055170759,2.29888346018428,2.29479828317444,1.17602302393617,-0.095426611268366,1.47092019267023,0.946730945352081,1.59059645410834,2.23646321205254,1.71558794973222,2.09073744266339,1.46245355047294,1.66032902612562,1.07023382280243,1.18741121550239,1.47403347616646,-0.248958885100701,0.268884568359019,0.367885117448328,1.0872467514286,1.65532902440515,1.12598278949724,2.45275368747634,0.650253624544309,1.63164030072663,1.60361281962499,-0.728261438851289,0.798725434627638,0.149688565734736,0.972121896639452,1.98076881177681,1.79208012239059,0.58120357202676,0.492022713694834,1.21298182125503,1.30069886041164,0.686405902469371,1.42011772505445,2.3092445201307,2.36349169502664,2.19656355198471,0.840077673181918,1.85234922675096,0.757693079114122,1.02489525064749,1.59592817009479,0.640306520747006,1.01028340999513,2.01107156602404,0.736990553728054,-0.0958265151952855,0.874898465768058,2.33157717802361,0.596754971556189,0.78915908042992,0.465273377788898,1.03546547373816,-0.345900235641728,1.28491279911809,1.45319859642617,0.652192209659701
"ACHX_Tm_3 (GE) - TPM",3.0277184459676,-0.589675701724811,1.08744815126814,-0.21932505810014,1.84181386224492,1.58208124725369,0.749017267568355,0.19506144599923,1.23156221585404,1.84101472721309,1.52288385706754,1.29848650292537,1.73747354715438,0.838836067013142,2.00088840759405,1.00718198000071,1.92215128251929,2.23688533432072,1.77882624678213,0.38859020495019,1.10342164520074,-0.195304387633397,1.72057554051912,1.76006807033093,-0.190598567554144,2.48936834931892,2.21545615917525,1.90928666418803,1.58277897941026,-1.15573367787528,1.46246658181173,1.09247595265506,1.59797671944515,1.38819763938386,2.91487720712551,0.57853148203044,1.34264385967514,1.17707121349841,1.14759818397196,1.09671711497025,1.73654384147402,2.35444745317749,2.44072100325743,2.12303180898289,2.34312911770568,1.49114241840493,1.4187472461477,1.88646842318928,1.29112901446963,0.855487480950237,2.16723236719911,1.62126130685309,0.854592955421161,1.34415901490423,1.15994196614538,2.13374626822383,1.06595665701185,2.14086686281461,-0.581725942774462,0.485699462186188,0.0713177613422651,0.772716383711687,2.1065874236024,0.532579264037028
"ACHX_Vic_1 (GE) - TPM",1.07490937131555,0.401816004436733,-0.203916725723928,0.815058443377758,0.0480260551217183,0.359916022182202,-0.0253778168853476,-0.409230250253489,-0.143781331024225,0.46728226515958,-0.498176094521546,-0.499690782029487,-0.789022397913776,0.332443454060259,-1.00466307974248,1.37719415695878,0.15455885761867,-0.0754646690420071,-0.304978085921609,-0.448315271913321,-0.874077376009992,-0.351037454218646,0.240945597521396,0.0587830633473583,-0.538173172934647,0.194851213756159,-0.121188941128783,-0.982105786799522,-0.592544118322692,-0.42647137769259,-0.0535037879459348,-0.385451242037192,-0.586891928897112,-0.257150660205952,-1.11792933434614,-0.814840740617662,-0.697694104782317,-0.0827043606630505,0.388227794666469,1.41984104925006,-0.533439977288634,-0.452907767640329,-0.203033482413595,-0.15291228736028,-0.349070065961038,0.0963547502348381,2.12675212903279,-0.453526225997075,-0.290752648000099,-0.29993862014758,0.482111843659813,-1.30090045300361,0.786629881888418,0.802388546348851,-0.0732972204942951,-0.0202321821694049,0.497229256524022,0.359250935382871,-0.447648638299711,0.0787604269317828,-0.257191114216444,0.891132535314635,0.301115452760506,-0.730199424502304
"ACHX_Vic_2 (GE) - TPM",-0.0364783363119919,1.09022539447332,-0.551388689825226,-0.697376023298255,-0.64990076165622,-0.796790689120527,-0.493615681866897,-0.586174884313362,-0.619622740975697,-0.713052641170036,-0.345836056125401,-0.811942208733295,-1.19498580966962,0.369778501039085,-1.05167601669943,0.824487258726205,0.386529498966902,-0.402377314987107,-0.549419043374629,-0.78987535577454,-0.101017382927514,-0.858893818822187,-0.182954536459052,-0.278219868081678,-0.24133673044508,-0.274312245196319,-0.952669068898668,-1.19912395353096,-0.723763600135476,-0.305891637076707,-0.585280929124627,1.16263472125969,-0.647005442226193,-0.919766856488295,-0.247480775202286,-1.40602387479271,-0.0613674319753421,0.954137200196559,0.35345635288749,0.411020230316538,-0.2424835999402,-0.786796192253224,-0.878463957153571,-0.650118286892491,-1.28256468565002,0.0769144778365666,-0.507662148020488,-0.690388508429248,-0.680996133285003,0.655480602580652,0.43240228799984,-0.465391115058279,0.715116202926278,-1.15811775187923,-0.347882664480906,0.170846068010629,0.150046707810062,-0.983618732101765,-0.418826268622577,0.3547531343258,-0.0652734254174671,-0.404157015133191,-0.615644408538832,0.403319864230598
"ACHX_Vic_3 (GE) - TPM",-0.450844398871035,1.8078359226391,-0.481774163865827,-0.338684246688822,-1.18241398143832,-0.480441206436226,-0.294785420115808,-0.113583800986805,-0.453359212156428,-0.646629201051961,-0.909523152541053,-0.922072598978412,-1.09225996031823,-1.03191311863367,-1.46981612895308,0.623842414302198,-0.828259129954569,-0.328187061456168,-0.222957820271263,-0.96455233684306,-1.38574637204744,-1.58023010104827,-0.214038868480327,-0.929946253478804,-1.01418669639442,-0.248278144020968,-0.388219828897177,-1.2338907359751,-0.665483878933075,0.00344219827138146,-0.669884592155824,0.432312610186317,-0.434950076773503,-0.437137093058534,-0.609329996207363,-0.857764181400325,-0.81467415353385,1.48350251136513,0.553812036642294,-0.13997351865017,-0.937789691872825,-0.786796192253224,-0.531812486758859,-0.733054047908824,-1.69292115600916,-0.295035204588256,-0.955995669535038,-0.581635582978376,-0.912062884513731,-1.2317224251642,-0.573366468069524,-1.0793109688842,-0.301926257133338,-0.10403724050063,-0.380853520114552,-0.419555750893259,0.149842812894087,-1.64704432398914,-0.661130544072209,0.0099482071778087,0.710537840931479,-0.0299370583672726,-0.190131227131658,-0.318622714455002
