"","KPN_RS00410","KPN_RS28535","KPN_RS01540","KPN_RS01560","KPN_RS28570","KPN_RS02985","KPN_RS03090","KPN_RS03095","KPN_RS03100","KPN_RS03120","KPN_RS05545","KPN_RS06500","KPN_RS07535","KPN_RS08260","KPN_RS08345","KPN_RS08380","KPN_RS09145","KPN_RS09175","KPN_RS09465","KPN_RS09935","KPN_RS10090","KPN_RS10145","KPN_RS10415","KPN_RS10590","KPN_RS10840","KPN_RS11970","KPN_RS12105","KPN_RS12330","KPN_RS13770","KPN_RS14080","KPN_RS14245","KPN_RS14685","KPN_RS16175","KPN_RS16350","KPN_RS16395","KPN_RS16595","KPN_RS16600","KPN_RS16885","KPN_RS17020","KPN_RS17175","KPN_RS17185","KPN_RS29175","KPN_RS19865","KPN_RS20335","KPN_RS21035","KPN_RS21960","KPN_RS22200","KPN_RS22210","KPN_RS25930","KPN_RS26890","KPN_RS26900","KPN_RS26940","KPN_RS27630","KPN_RS27890","KPN_RS27930"
"KLEBS_Oxs_2 (GE) - TPM",-0.548126815156229,-0.278352810664835,-0.283787233574203,0.161911571238785,-0.0650532466198884,-0.683839338223886,-0.531487048229942,-0.275034603281171,-0.420540534894963,0.34602763351226,-0.408540194104223,-0.352380016590744,-0.126888373264746,-0.433516557845936,-0.205776837202896,0.573501658695227,-0.467819932482498,0.157260985140207,-0.341730383728053,-0.525895460631705,-0.276519564042957,0.541927686772941,-0.301865704259526,0.0844150742610904,-0.671284063095232,0.51988683254149,-0.312601146463869,-0.0619535970644346,0.199000795628728,-0.658088140074888,-0.589676196778954,-0.272810015057258,-0.544168785570928,-0.211234471362206,0.393057878550221,-0.136686329369769,0.227626057143911,-0.598230705793922,-0.559048272240726,-0.56939504693709,-0.682507592205167,0.230103095094332,-0.892559198439269,0.00901249319008583,-0.72979278743118,-0.75723955817191,-0.666593512125454,-0.218522096545046,0.0852634004272245,0.567459347718551,-0.11095263688981,1.04519843031664,-0.00638947104967063,-1.08030322787524,0.797221914774103
"KLEBS_Oxs_3 (GE) - TPM",-0.502199637194814,0.136488306689862,0.529888797263268,-0.383783194282288,0.08153273952478,0.242264121011153,-0.46008747513681,-0.201747185532119,-0.482616022938724,-0.502177470572861,0.199646836661916,-0.271927056285486,-0.147581101110862,-0.433516557845936,-0.30975236425731,-0.154571237048526,-0.704013646891823,0.282873980251934,-0.200518186846586,-0.118139242117561,0.901256944005064,-0.301258549692042,-0.13249427489026,-0.311947222795466,-0.147375281946363,-0.0275635504499886,1.12881007261788,-0.183168138968018,-0.356911109454711,-0.390962520926541,-0.212187732826777,-0.803028697233701,0.214243150020354,-0.394737562669946,0.379050335178404,0.409611515154622,2.41537951404493,-0.568225173504685,-0.336708589173845,-0.305855102202904,-0.397120424064001,-0.405443276118878,-0.790029212288784,-0.07106789602412,-0.397084671386985,-0.161146974655774,-0.303595849899956,0.106161000832841,-0.158336631266274,0.782371773099988,-0.442254613261811,0.373559322927045,-0.215945310557673,-0.0994989956769423,0.399154645934703
"KLEBS_Sp_1 (GE) - TPM",-1.52099974547525,-0.559803184466222,-0.740747536604033,-0.446317075150125,-0.248462378418963,-0.956758945685283,-1.14297778847226,-0.421797909843225,1.48920174299296,-0.769880866983537,-0.0672676542736026,0.187700422519787,-0.464609883021882,-0.433516557845936,-0.30975236425731,-0.508543529595276,-0.785725903723195,2.01788044905202,-0.0357297870226958,-0.525895460631705,0.0605563766968789,-0.722581023595201,-0.687340796142979,-1.32068976439114,-1.02673176635248,-0.83860833972628,-1.06187354744959,-0.546189914185305,-1.3624421657984,-0.576114299946424,-1.11639781909595,-1.64634003262869,0.304564485072473,-0.84448888038894,-0.950748309231344,0.25667727733607,-0.581365804522914,-0.919184615012277,0.372970942839263,-0.109813398635688,-0.928727270489273,-0.925031195231407,-1.14926877121224,-1.0686481651844,0.0215151443177367,-1.16493475919734,-0.721206519996324,-0.60801786139973,-0.949890011269651,-0.92710651573038,0.0951881178472461,-0.632821890708946,-0.450886537655717,-0.932560834110931,-0.854851831322502
"KLEBS_Sp_2 (GE) - TPM",-1.52099974547525,-0.559803184466222,-0.740747536604033,1.79596301178126,-0.248462378418963,0.186261016440852,-1.14297778847226,-0.421797909843225,-0.761299321722834,-0.769880866983537,-0.703804378241491,0.727921604318398,-0.464609883021882,-0.433516557845936,-0.30975236425731,-0.508543529595276,-0.785725903723195,-0.326870229543358,0.98461066956796,-0.525895460631705,2.66607853794514,-0.722581023595201,-0.687340796142979,-1.44406936391012,-1.02673176635248,1.07361094631917,-1.06187354744959,-0.546189914185305,-0.201716337017996,-1.0873738017244,0.0344198348219925,-1.72930443865464,-0.96288108073404,-0.84448888038894,-0.950748309231344,-0.675748092817679,-0.581365804522914,-0.0418391690646748,-0.86603636291221,-1.102073927952,-0.928727270489273,-0.925031195231407,-1.14926877121224,0.543533428994548,-0.751061778170122,-1.16493475919734,-0.721206519996324,-0.81106936961744,-0.949890011269651,-0.92710651573038,-0.614169460744311,-0.632821890708946,-0.248385973528325,-0.549237893554261,-0.854851831322502
"KLEBS_Sp_3 (GE) - TPM",-1.52099974547525,-0.559803184466222,0.533253783179518,-0.446317075150125,-0.248462378418963,-1.16336715193007,0.409006134720346,-0.421797909843225,-0.761299321722834,-0.769880866983537,-0.38446841792355,-0.441237271887858,-0.104359075937763,-0.433516557845936,-0.30975236425731,-0.508543529595276,-0.785725903723195,-0.326870229543358,-0.937637185384498,-0.525895460631705,-0.324373086530615,-0.722581023595201,-0.687340796142979,-0.75656330109367,-1.02673176635248,-0.83860833972628,-1.06187354744959,2.09390122843412,-1.5379864088055,-1.0873738017244,-1.32975155208227,-1.48157349224919,-0.320829665934742,-0.84448888038894,-0.950748309231344,-0.675748092817679,-0.581365804522914,-0.752255440911077,-0.86603636291221,-1.102073927952,-0.928727270489273,-0.925031195231407,-0.449469266292613,-1.0686481651844,-0.751061778170122,-1.16493475919734,-0.386233227837437,-1.30925457627125,-0.949890011269651,-0.92710651573038,-0.221266443346327,-0.632821890708946,-1.05566477783638,-1.28906510690619,-0.854851831322502
"KLEBS_Tm_1 (GE) - TPM",0.317098301099812,0.0946687301401031,-0.0323510491273316,0.415761258057132,0.17802888517057,0.715319335373368,0.16454661706326,0.715791178970422,1.83196069190682,-0.308568345471147,1.27809670791025,0.333967651628549,2.08484208391095,-0.433516557845936,0.227536452331738,-0.508543529595276,-0.785725903723195,-0.326870229543358,-0.591213533269691,0.953377586936269,-0.113118059234033,-0.432168073748332,0.507814227942304,-0.0539555476419119,0.350838138907442,1.30567100493213,-0.0293852484208123,-0.212554022263347,-0.283387709100884,0.963657661730706,0.664350761288013,0.556006510156181,-0.800605322234632,0.808890529896119,0.715825486030549,0.319100905431045,-0.581365804522914,0.0635462313672002,-0.548766957908276,0.0667198064435362,-0.562296515191851,2.49363746675868,0.61944464998418,0.190376408437063,0.765648534180949,-0.832290583656889,1.05671798831418,-1.06983607377244,1.42511406047837,-0.397522429130834,1.25410121456007,-0.416044544606896,0.0140408766010192,0.295110165265676,0.425700583027429
"KLEBS_Tm_2 (GE) - TPM",0.852224992692606,0.641693636106823,0.120617940561216,-0.0223993522542447,0.0870935882842819,1.32401463331634,0.503002434932541,0.294230462140164,0.145515002557326,-0.588404501235896,1.14471694712128,0.618360399803935,0.609960553379176,-0.433516557845936,1.71934956912035,-0.0286272791769812,0.322130297092931,0.736019820743823,0.243456804178881,0.0560377932033902,-0.567889955372236,2.13356769425748,0.0649210833825669,0.929794891499511,0.165501286524166,0.517082542999265,0.715128902757892,-0.546189914185305,-0.571396883068491,-0.469354845691802,2.19495731907456,0.600901857672795,1.07993118445947,1.75721189835558,1.34390682238252,0.0756727307778741,1.27600220472796,-0.164284661856366,0.194857532739645,0.497207361752733,1.32963365847971,0.611968525638438,1.98181592696047,0.79821189766081,0.338492636040729,-0.379778667205476,0.277965139764879,-0.885421296817958,-0.343853615505523,-0.510438894990101,0.89466434853817,1.75497156293798,1.50279272879196,0.514113186520888,1.1601812528276
"KLEBS_Tm_3 (GE) - TPM",1.93522114378989,0.308308323838585,0.394140771104699,-0.0787676843407989,0.559696221040218,1.15401306191516,0.12061296462563,0.871573115203082,0.112295389217445,0.672452487087466,0.348446238351357,0.638158114087681,0.907037220339469,0.092060354792366,0.606545701308903,0.0115837144312619,-0.0653174675106928,0.441094420051396,0.112664294585668,-0.525895460631705,0.14059587743338,0.020328978251679,0.331774252166365,-0.348511722518368,-0.00869207023137296,0.510953341726774,2.2946829687779,-0.0720347471864045,-0.345840060326093,0.252228664741719,0.0678224095562763,1.39802365322851,0.490039648131166,0.447869421877888,-0.121775442701785,-0.494774645590019,-0.413616448525147,-0.241305503692894,1.00518003012579,1.26674358394689,0.772429983543322,0.740749924329122,1.06274520203783,-0.187764511275129,0.129886436470633,0.158753380942912,0.289490605402846,0.255921728128149,1.11177830237582,-0.701316931476263,0.486043285779283,1.21565007401723,0.335130907104247,0.418012229950703,0.510065490461109
"KLEBS_Vic_1 (GE) - TPM",0.0705071245277853,0.325345439539415,-0.622743600201041,0.272985581534606,0.198102816671314,0.673394465089848,-0.355764564678203,-0.223275792177254,-0.258462542629906,0.498060827566345,0.202837679701162,0.518648617689748,0.10741482138186,0.292530150514296,-0.0284635012762746,0.369645605688293,0.0988896053711758,0.0464051555020526,-0.605135610502179,-0.448450514658147,-0.303956965560432,0.227675219556567,0.407641321567744,0.0941751266578223,-0.846430660012271,0.684923953595515,-0.0990321544310429,-0.284185408409137,-0.0846964884567986,-0.424826027754178,-0.371578138109263,0.173199281525685,-0.134551825986382,0.886711174621611,2.21209222681585,0.0742573161406819,-0.426876689971282,-0.373164009028508,0.909170868630785,0.434334793738561,0.566017419011387,1.29089759881612,0.112380725439695,1.35243086867837,1.01828683455623,-0.27676734290863,0.209597077661913,-0.572860446871328,-0.328192542245475,-0.719165133593706,-0.0740313037960026,-0.34909621409062,1.36593949533806,1.08495067269359,0.402171584722018
"KLEBS_Vic_2 (GE) - TPM",0.112658609857295,1.45668491683177,0.0777404625948778,0.549736381903253,-0.248462378418963,2.42361431930313,-0.236542152202063,0.746540924282491,-0.613335018432574,0.651465397869238,0.575766464580822,0.339339230565009,-0.464609883021882,-0.433516557845936,-0.226980553767181,-0.156159229418159,-0.0264995672691725,-0.326870229543358,-0.759743335432171,-0.29800665199982,0.35609568966892,0.395905202702523,0.601493057628592,0.271591553474448,0.352704553933934,-0.6026539939562,0.131073195355846,-0.546189914185305,0.0887112034774905,0.324410710233272,-0.656435119633307,0.327304141676109,-0.462894559060135,-0.84448888038894,0.9748268111053,-0.553139245976642,-0.581365804522914,-0.504359932605079,0.722459941543652,-0.671500343956039,0.48253126031485,-0.423448706950175,-0.536192308459797,0.423340446289187,0.366424354243128,-0.242518217586684,0.322212292230394,0.9037566351488,-0.702673600558576,-0.723144362250898,-0.033547973183326,-0.2988664303811,0.594825658847491,0.314492232289341,-0.484961239620342
"KLEBS_Vic_3 (GE) - TPM",0.156816096262554,0.11552075230687,-0.541393011559944,-0.112737749053428,-0.248462378418963,-0.794636578100511,1.89268446927989,-0.421797909843225,-0.761299321722834,-0.769880866983537,-0.234980758853008,0.40036606515213,0.240036448494231,-0.433516557845936,-0.30975236425731,-0.508543529595276,-0.785725903723195,-0.326870229543358,-0.937637185384498,0.618907481704314,-1.12540474035441,-0.722581023595201,0.422569499693599,0.511936096126191,-0.600293636344864,2.0654263739852,0.136683721823202,-0.546189914185305,-1.22469522526652,-0.276845658879417,-0.991510004776428,0.293537287838742,0.920886416804404,0.115168440644265,0.339005862505582,-0.675748092817679,-0.581365804522914,-1.08183846849061,0.852697472359311,-0.158222422328334,0.111062979369719,-0.925031195231407,-1.01238881298426,1.02995961279392,-0.546926912453237,1.20343847091424,0.4581603383354,1.377376938604,0.142977983936475,0.71226471866951,0.376495614969753,-0.632821890708946,1.45277220294944,1.12253708967766,-0.359344874574055
