"","E2348C_RS00175","E2348C_RS00605","E2348C_RS00610","E2348C_RS00865","E2348C_RS00905","E2348C_RS01045","E2348C_RS02950","E2348C_RS04080","E2348C_RS04100","E2348C_RS04170","E2348C_RS04345","E2348C_RS04575","E2348C_RS04620","E2348C_RS04625","E2348C_RS05005","E2348C_RS05410","E2348C_RS06020","E2348C_RS06200","E2348C_RS06400","E2348C_RS06890","E2348C_RS08160","E2348C_RS08885","E2348C_RS09090","E2348C_RS09220","E2348C_RS09305","E2348C_RS09545","E2348C_RS09845","E2348C_RS10870","E2348C_RS11890","E2348C_RS12650","E2348C_RS12755","E2348C_RS12965","E2348C_RS13505","E2348C_RS13710","E2348C_RS14530","E2348C_RS14585","E2348C_RS14905","E2348C_RS15150","E2348C_RS15175","E2348C_RS15310","E2348C_RS15735","E2348C_RS15915","E2348C_RS15920","E2348C_RS16090","E2348C_RS16900","E2348C_RS17710","E2348C_RS17715","E2348C_RS18400","E2348C_RS18485","E2348C_RS18500","E2348C_RS18505","E2348C_RS18510","E2348C_RS18725","E2348C_RS19145","E2348C_RS19160","E2348C_RS19215","E2348C_RS19220","E2348C_RS19230","E2348C_RS19270","E2348C_RS19275","E2348C_RS19615","E2348C_RS20425","E2348C_RS20435","E2348C_RS20455","E2348C_RS20635","E2348C_RS20980","E2348C_RS21495","E2348C_RS21570","E2348C_RS21660","E2348C_RS21665","E2348C_RS21845","E2348C_RS22010","E2348C_RS22400","E2348C_RS22435","E2348C_RS22735","E2348C_RS22775","E2348C_RS22995","E2348C_RS23105","E2348C_RS23710","E2348C_RS24035","E2348C_RS24440","E2348C_RS24880","E2348C_RS25060","E2348C_RS25605"
"EPEC_Li_2 (GE) - TPM",0.61702630795704,0.671296017404985,0.471757280342118,-0.355136428162319,-0.278774772068554,0.236943879156385,1.35937846353963,1.38381882012139,0.762619304256799,-0.247452169787961,0.135307855819821,-0.30004295104858,-0.38856023036919,-0.342524451718557,0.720538804168571,-0.73521528574037,0.170572409247597,1.19446285083488,2.49836453737086,-0.44491155662436,1.5056140800547,-0.675074502438999,-0.773210429519258,-0.0399656294494842,-0.273704823402255,1.42387773341173,-0.0445349850366855,0.995134506561815,0.913488154969337,0.704209728901059,0.666635318500802,-0.5478859521818,1.84014213604794,-0.614814156103636,1.07183515463739,-0.29049880548253,-0.319511287300065,-0.0618021988176873,0.168794519993375,-0.555573831720562,0.418900121637513,-0.25550661035776,-0.316011065866893,0.811671200532828,0.874664387738394,1.42805846353377,0.933221637663597,-0.758983597036301,-1.0436662363282,-0.164742178369565,-0.364767500387186,-0.599880721036153,-0.422914412537685,0.217917976530163,0.218626379210884,-0.156343383277577,-0.411384308522255,-0.535862252775179,0.0761579839534133,-0.203182674841679,0.470320063525875,-0.593158166667302,-0.0757426504176614,-0.234449306393039,1.37382923709763,-0.35849493882658,-0.0820908294584066,1.34991592877321,-0.233145284853692,-0.179464345471908,0.192073468304185,0.418394442335962,0.744079101539257,0.0352837341959197,-0.8290380911923,0.288394444264931,-0.833480982066134,0.0820779031035704,0.595868294837486,0.300213948471589,-0.227139839104599,1.06407342137938,-0.459349112863924,-0.33727831336381
"EPEC_Li_3 (GE) - TPM",0.431121069031492,0.504932443503173,0.637916079836096,-0.623798831782263,-0.0571585064213507,-0.139852371807481,0.289759054642794,1.23811110057178,0.763119069619262,-0.899831518509705,-0.591198614403833,-0.720121471273105,-0.267275678604228,-0.289905384379522,1.02359941575403,0.139889344188861,0.398068004694628,-0.266448274065966,1.61684849952243,2.34183275738693,1.60363308415864,-0.615649748474855,-0.726564856222811,-0.129122908463304,-0.0409261457376557,-0.634951125104598,0.0700815169335086,-0.51979469854158,0.847096909314426,0.781320365513762,0.219078113929633,-0.443368307198018,0.175775968880301,-0.0748922456812001,0.613951003306068,-0.216056063458023,-0.368850082944988,-0.137266568246143,0.236381838958733,-0.182075623493532,1.50981504374246,-0.275199950567697,-0.184576786142675,1.50085439693124,0.740843342705125,1.59650902524477,1.14012366732898,-0.655842270564941,-1.01284923770647,-0.496757089568539,-0.209513181112446,-0.365866206019302,-0.840353974846871,0.83517868594719,0.382597175947117,0.0272500321319002,0.0196399026836397,-0.220473663852353,0.186397996189465,-0.00749879691050047,0.182243993967901,-0.276684687176621,-0.446722886456996,0.189443052208984,0.960398713685487,0.112744453721688,-0.010210904855074,1.22401011440406,0.27835751206134,0.0442525935360269,-0.317220985552908,-0.0710136125245083,0.441824276646407,-0.564516972302988,-0.334017891896963,0.132549088784661,-0.87901360410079,0.141835206087307,0.277944974586794,0.75009320410956,-0.170156342031186,0.682872235515739,-0.600531220311257,-0.33727831336381
"EPEC_Mig_1 (GE) - TPM",-0.914614941665927,-0.737530645214845,-0.756130202964153,-0.472129594002656,-0.815406021679064,-1.33633723967887,-0.221318740255268,-1.27498624077185,-0.824080544781891,-1.51887675232531,1.03844590978873,-1.05943313325286,-0.559245960117071,-0.398020911297459,-1.32351731246713,-0.73521528574037,-0.633500039727776,-0.794164006764614,-0.658082924477488,-1.37088620218895,-1.34315636905393,-1.77586759163854,-1.0003879781718,-0.965946773022846,-0.628329225819878,-0.634951125104598,-1.27771482285662,1.08345055211702,0.562591651525581,-0.945281483723588,-0.914640251314322,0.626820173968439,-1.4152459348808,0.563517814111496,-0.320846395724987,-0.623052958339829,0.166337243243824,-0.325031629454929,-0.0657439087465167,-1.34585973229006,-1.01781590937445,-0.291343236313943,-0.353364532336042,-0.705915557673421,-0.802371255445093,-1.07345752819808,-1.13429363866023,-0.924886858475988,-0.933073358601729,-1.03857357789095,-0.84146467433753,-0.611352489148007,-0.295624567225349,-0.825009015346177,-0.818268312075567,-0.843475402756617,-0.886288458834026,-0.856414039142823,-1.02085374118407,-0.365296289615689,-0.494870173191735,-0.703421323008913,-0.985167851974692,-1.13229048924517,-0.528914172659537,-0.880287831837278,-0.882145527345172,-0.82300650683597,-1.13644571833813,-1.15155701475183,-0.827355470712567,-1.54970822345003,-1.58065964978432,-0.761139812356345,-1.06686853698405,-0.331403383712405,0.459966414516844,-0.746775942498262,-1.11960399630256,-0.189976811546306,-0.378369085660048,-1.30273593724983,-1.00242264754879,-0.33727831336381
"EPEC_Mig_2 (GE) - TPM",-1.08331100762185,-0.779772726301822,-0.759302774728873,-0.190296814803078,-0.867269558685316,-1.55180804342973,-0.382755977235448,-1.31901229281239,-0.810744743029031,-1.17000088968389,1.29810810110653,-1.34484486233073,-0.559245960117071,-0.343166673383575,-1.37615797153209,-0.73521528574037,-0.633500039727776,-1.56374496995604,-1.03846855413058,-1.37525346227108,-1.22156551129768,-1.27632349743536,-1.1474761077637,-1.34171275194755,-0.955052259250422,-0.634951125104598,-1.37528697031535,0.317836098121535,-0.739157576503781,-1.1299939279652,-1.20127187071591,-1.16838168970915,2.0323066488343,1.91318782561119,-1.55867223283044,-0.762284880065393,-0.404331140312252,-0.334598918053447,-0.354986562764631,-1.10317224347692,-1.64998240283275,-0.292363129340862,-0.277263040025623,-0.726650649283185,0.0732117131101925,-1.10443600397052,-1.21456858015101,-1.20998692406248,-1.35262824682134,-1.77798653225607,-1.04780675388906,-1.10696889954957,-0.833012341740386,-1.11761716515371,-1.08237822058452,-1.03493206936995,-1.09425157353352,-0.985059884658176,-1.14255269658009,-1.20943842238484,-0.534806474596454,-0.59960564414758,-1.10894442821178,-1.20851549464876,-1.18954480414434,-0.9933456066797,-0.936032789002194,-1.51101621185237,-1.12298616940738,-1.37140017132463,-1.88523827963259,-1.6692575090397,-1.80069764908143,-0.766183806895449,-0.817679964204958,-0.626076057639563,1.3012198290586,-0.795029659857073,-1.36647385055655,-0.391636043701339,-0.323681582096727,-1.35565575674711,-0.66514190544548,-0.33727831336381
"EPEC_Mig_3 (GE) - TPM",-0.221759166830313,-0.755837852679395,-0.689388898080894,-0.674544378391191,-0.714173575109349,-1.10453754911611,-0.133442617094005,-1.12758713564155,-0.724526333517689,-0.827922045375031,2.10012624161076,-1.16017316270485,-0.559245960117071,-0.362403796515008,-1.20185596407288,-0.73521528574037,-0.633500039727776,-1.30700173216959,-0.684552126592208,-1.11721278481842,-1.02045527186194,-1.14095397461506,-0.843497297499472,-0.958070475083174,-0.908050743714099,-0.634951125104598,-1.16633538148182,0.699157849414412,0.209076067359901,-0.951627318464021,-1.29328548296622,-0.894497176883707,-0.0721386658059795,0.629933138347929,-1.37921450072309,-0.944829657527235,-0.290802264928307,-0.340878630526697,-0.687400696808477,-1.31325324544251,-1.08092968251547,-0.28662866381333,-0.319006743717263,-0.733237746685791,-1.33195950699679,-0.85762221791497,-0.969514771951158,-0.708381801595131,-1.31661803555035,-0.779598550328144,-0.760472828172594,-0.900207419305647,-1.06551745023453,-0.987533851117798,-0.780188474353338,-0.884424335575586,-0.786367771262142,-0.732194355155489,-0.989632640256885,-0.918133966283088,-0.53500004219924,-0.882126569860312,-0.876559101215547,-1.02029319518278,-1.0021227143863,-1.11277950798066,-0.793002047282374,-0.845217481080593,-1.19888802753767,-1.14925021093519,-0.701952847558246,-1.42195356556751,-1.37750637310832,-0.752480386745709,-0.997242034915443,-0.499023786445348,0.445858780475436,-0.666418571250103,-0.916514960068907,-1.14218519979061,-0.314453149570921,-1.031392725985,-0.221986039535849,-0.33727831336381
"EPEC_Nd_1 (GE) - TPM",-0.618757422175366,-0.691397715495985,-0.649482917262564,0.392811812823075,-0.92595842740059,0.776756966094349,0.381222482556186,-0.425313380642972,-0.811796125823197,-0.442398653015085,1.14623234063025,0.131954156634992,-0.293272052583467,-0.371815368569382,-0.184838786436762,0.134443577979586,0.391648568273984,2.18763772269237,-0.954296717689243,1.31817949840857,-0.0945892136472519,0.845993097522184,-1.01172026889372,-1.30729096112558,-0.522818238542861,0.240013786623403,-0.805913109203041,-0.150304448466306,0.650490529119695,-0.470823114104399,1.17754252476034,0.640778919141127,-0.0317650665010017,-1.00304313481043,-0.442606379223424,-1.10646848809388,-1.02582929213532,-0.270700575299514,-0.679471604162078,-0.263184386718933,-0.268323415329671,-0.294551673352157,-0.248445653445876,-0.435832479146819,1.12701706645264,-1.03038506766784,-0.261228356968252,-0.386610039171478,-0.399926653161892,0.0829266178293317,-0.823833759929747,-0.846217779401305,-0.660230455631675,-1.26220720071052,-1.30213013051811,-1.2024371380829,-1.28480951576614,-1.16389777884675,-0.588379650249997,-1.35169157325543,-0.304133853683019,-1.03191686162284,-0.848825801935142,-0.878134969024247,-0.0898560915063565,-0.75101381200874,-0.833316296878529,-0.256025802913947,-0.288099250568895,-0.583400806363608,0.850515117184721,-0.278453459293747,1.18108161635509,-1.1490519550918,0.113331517487266,-0.775090444214275,-1.1437391872143,-0.772355181433829,0.923259895949018,-0.509784691322077,-0.278045673279928,-0.590293003335808,-0.896277099864377,-0.33727831336381
"EPEC_Nd_2 (GE) - TPM",-0.649902563236191,-0.634332155245676,-0.635703481776951,1.06235719346259,-0.883736282867623,0.882258706690967,0.462269735391242,-0.425979930377827,-0.870038848679938,-0.265459265949351,0.68745893282339,0.380932361499383,-0.481309328528851,-0.355787277858065,-0.0356197624997644,-0.73521528574037,-0.0827800266633792,0.573006145263439,-0.995767471829652,1.24778045247208,-0.246989678012345,0.509189489704756,-0.855551825267655,-1.20359561917048,-0.611363858080496,-0.634951125104598,-0.621545323603889,-0.442646446281404,0.64205565885216,-0.473538380307156,-0.985040482496939,0.789503579005269,0.336628982978794,-0.759934332293869,-0.534229918467756,-1.1733541823761,-1.01830304592997,-0.290812230576106,-0.0457481942305145,-0.505739898985687,0.171881697693831,-0.299056909508311,-0.231333103207286,-0.570631499283857,1.27703088681768,-1.02523277978301,-0.198941177917354,-0.558950923624665,-0.324065300710047,-0.515206289253614,-0.724906303612692,-0.878113539576301,-0.126568405521421,-1.22167456416045,-1.2212007019754,-1.13464180584599,-1.2310395823532,-1.10962651633698,-0.495229119810744,-1.29640614329509,-0.182046798068101,-0.895907121842949,-0.97421478898214,-0.791319941715434,-0.164014891332398,-0.76852282523527,-0.682724854159778,0.033152433035081,-0.30022530635294,-0.507900635688366,1.28091652703143,-0.104633640901754,0.739212366490976,-1.13939831083482,-0.136351342620638,-0.779413844042086,-1.13059968135907,-0.709520106163015,1.39387592197922,-0.423335893829548,-0.292474354161821,0.205107298447485,-1.27126015804506,-0.33727831336381
"EPEC_Nd_3 (GE) - TPM",-0.853637053476273,-0.682767009738058,-0.644911164331939,0.540639422931935,-0.857565955099132,0.67443710834955,0.343687857336802,-0.48055765969799,-0.741815899874765,-0.258150510610322,1.19562461748754,0.0688206856176949,-0.493398549084145,-0.383747903268768,-0.211778787869676,-0.73521528574037,0.917481671791205,0.667002330644958,-0.969064347566503,0.794523039378455,0.0828734767164891,0.710662748878378,-0.873319480760371,-1.31190153430469,-0.614548328228107,-0.634951125104598,-0.651251013891394,-0.214771047257826,1.07766851364783,-0.541302824096931,-1.20525831435138,0.497371114261925,0.558262121836245,-0.793872534595663,-0.768166143146606,-1.12080653797933,-1.06816744099788,-0.274076398106734,-0.636399177347759,-0.440890915137544,-0.243741417034292,-0.29832982679258,-0.282731057351461,-0.584706914203526,1.96731815213652,-1.03812271260387,-0.52303060637594,-0.365466475716095,-0.391445354042311,-0.977809439492778,-0.67782700248226,-0.850090016971325,-0.769764589642667,-1.15013565634189,-1.18659392759896,-1.15467983225876,-1.23255126926443,-1.0858745635979,-0.603542436635706,-1.28614127833702,-0.33244412677447,-1.02492559214977,-0.763121246457117,-0.85103114268718,-0.0538848531989944,-0.773096342589413,-0.827307571690102,-0.453614302655541,-0.424041216281311,-0.725719311899824,0.786542171132538,-0.180708578018859,0.758570103665446,-1.14341045270344,0.638627443574722,-0.759303146603761,-1.01129666411609,-0.759596264073243,0.640570719752194,-0.458741260064492,-0.277338755700493,-0.365569924580837,-1.15126072190804,-0.33727831336381
"EPEC_Ns_1 (GE) - TPM",1.56941515456592,3.07017310592138,3.21824384726149,1.81498304243465,3.38842251125814,2.68209384732311,2.43913398718108,2.56517903950001,1.57396875481048,3.00284708649832,-2.06665698986204,3.10156318131513,1.51105125671925,3.30649914001941,2.93056206913146,-0.73521528574037,0.560724075597847,2.44231056682344,1.93262276752795,2.64727341112662,2.18467676422362,2.16342730905315,2.99617976693717,2.08823697574796,3.17884663601971,0.893955303462785,2.02198743014007,-2.1300257895637,-2.15874604922486,2.74563546723897,1.79056197615697,3.22190433515554,-1.4152459348808,3.52322203936204,2.67779211800648,1.37634946220945,3.36286411009022,2.371426104729,1.70041022307944,2.17846884452705,2.66649237582161,2.39489758868888,1.52145393096732,2.56762446786475,-2.06088607174345,1.84931085126003,1.80056764540423,2.50365718428155,1.87451572739674,2.24390761102109,2.79872705828081,2.21241813527125,1.13977160286086,1.81456634129751,2.13084833747177,2.07273863244096,1.87084639294825,1.67367729573553,3.24579171405794,2.4119730254107,2.97359316878399,1.81485368863067,2.54031787241049,1.90075078324496,1.12427144591859,2.46610868786059,2.70708536153534,2.4587294677932,2.42866399358074,2.13711864179363,2.49508431101754,2.87603122361272,2.44193876092247,2.38444574916516,2.37539503626687,2.90264777746328,2.97429568445362,3.22641947886243,2.92065169622093,2.74376171800011,2.84832565947519,2.22470673976201,2.70737490506754,3.58192703031849
"EPEC_Ns_2 (GE) - TPM",2.11778850602225,2.85765989130898,2.89047784585336,2.25457395972848,3.00239073735463,2.56921798003847,2.40366240394979,2.34485197293561,2.02417069804658,2.82847365760675,-2.11222481277341,2.93455102644609,0.795697061094931,2.99022655234733,2.93685658509624,1.64200676675367,4.50396741465847,1.28525509120922,2.123067308954,2.41946609425347,1.61828933982995,2.9106639000846,2.63045442381729,1.69321867894335,2.60094752241359,2.95263816478826,2.31053264943451,-2.18391643069314,-1.76370474739369,2.72546652303629,2.35763592330852,2.86292335431061,-1.4152459348808,1.59892747128202,1.89826754365813,2.13108472039945,2.79955114747602,2.75026880145778,2.90255486506717,2.1450303086521,0.410079421757291,3.00762894864288,2.5803957326363,3.08310030793897,-1.88158371415061,2.05582416968835,2.1998634202743,3.08793021887629,2.0609225001344,1.03315444338044,2.81381496675857,2.41665345130061,2.08513022383707,1.78531845794016,2.14089371991902,2.50957736541649,2.58095311662158,1.80254189830552,3.21845907087033,2.80185124341027,3.09154293925016,2.8679393266221,2.17150512291089,1.74129871305317,1.35649704044153,2.78751974097374,2.56077995896126,3.41179965460388,2.49318789773294,2.02978259292277,2.1101587373699,3.1663887231978,2.54396749684794,2.25065581439938,3.36527980354674,3.69499796458781,1.94425658941785,3.59678680745319,2.62918982286941,2.32829346640457,2.94244717511356,3.20460835746413,1.66914406366257,-0.33727831336381
"EPEC_Ns_3 (GE) - TPM",1.69668662704812,2.01958437940474,2.22441405295901,3.04084940154788,1.28126261396922,2.52040619191153,1.47938051930758,1.93683915242718,1.56844052343375,0.629561536664399,-2.17570928407242,1.522034684108,5.19525665400578,3.45519382624329,2.61762421728368,4.07807345642965,0.627361216544778,0.762886611394184,1.95043675039351,1.3921652658978,1.38004157358377,1.90987868497426,1.3188724651999,1.01073366058489,1.8630353325941,2.59348624388911,1.99071602618441,-1.99756177988937,-0.974444512096329,2.77401232557484,1.50787322891789,0.579929028744611,-1.23293326347736,2.20471194202423,0.977083808373988,1.49275997600978,2.17477304547536,4.35567549480245,2.65480233588425,1.13857079745675,1.43973422835537,4.175482321171,4.83870093852062,2.56492446918538,-2.14154844018823,2.29279017034489,3.40315009275842,1.86048864065564,0.717084182653917,2.46832740308045,2.01008043786473,0.694279732867153,1.15543258384518,1.56832640406205,1.93884809416903,2.03539624333013,1.71942400848173,1.16556516528118,1.81587438993924,1.42233518612942,0.870541866721442,1.50707585548552,1.1731539361978,1.68992308329992,2.41744852362725,1.05528999033163,2.08747039162829,1.83537891752823,1.61673186905564,1.18801721437812,0.837955903437346,0.789045582950938,2.00901962011397,1.18551793284314,1.95208297177804,2.09396217617021,1.20092380365066,2.04450731517888,2.51309493973749,3.6227425849815,3.91042510191868,1.50823062846231,1.72900005950027,3.80061683032725
"EPEC_Oss_1 (GE) - TPM",-0.445197205281941,0.0327850116479119,0.150892636415729,0.21952491416891,-0.390187687434918,-0.247351169202599,1.60798074330896,-0.484350072231161,1.75666011657049,1.28792345046706,-0.826598282630923,-1.08861243776235,0.102684454371735,-0.0654098886813758,0.238458282942391,0.707667231819723,-0.0665463116138347,0.32662704983698,0.893836530345403,-0.725476166795404,0.572710191774251,0.234662718759252,0.349246090170664,0.186127218303458,-0.256793479733059,-0.634951125104598,-0.0966255753468881,-1.07119540759632,1.07643183243833,-0.121248757598189,0.623665382788445,-0.438199833170009,-0.513488243350366,-0.368326579219384,1.1583697165604,-0.769163366238166,-0.099634283731059,-0.296945481748699,-0.525756107618879,0.804001278633859,0.746576266335231,-0.287424172320888,-0.259491794755855,-0.0774269478951555,-1.18971326403181,0.381074829445004,0.0210972213371648,-0.417662493671737,0.373863585374636,1.26889676273515,0.908426751027406,0.745094513751705,0.535043564765293,-0.198643594090787,-0.020995925770473,0.0175725023533547,0.230376795739601,0.413910065929328,0.0468599032211948,0.439361502154221,-0.0521213699561132,1.02671728495531,-0.22023371869308,-0.770079175374888,2.29562222611953,-0.179279144200297,0.0782690769378678,-0.136453922671429,1.02695953403105,-0.0258492512463352,0.753391059423457,-0.122397743502047,-0.637893208147405,-0.409915335713967,0.441742194249177,0.0524537151281675,0.644896497540552,0.137041908653216,0.0611530286479347,0.0104155436179247,-0.321151827007669,-0.523458889093057,-0.220593625607483,-0.33727831336381
"EPEC_Oss_2 (GE) - TPM",-0.317549736502961,0.0339582520560701,0.0631411587170553,0.620190955758448,-0.308770521048678,-0.16519276656345,1.38408920576131,-0.463598164485454,1.73583680275264,1.37155159745959,-0.989311292346522,-0.715717386266475,-0.123326235020498,-0.105103612559653,-0.127477889912458,-0.73521528574037,-0.633500039727776,0.390901923911376,0.89675202608993,-0.754048722964206,0.888055306672487,0.148447384431505,0.47917042399266,0.436188960244764,-0.480161768488227,-0.634951125104598,-0.17561182513086,-1.18723209801596,0.960357869340829,-0.310973569685826,0.489070202174258,-0.312595077099094,0.722649896511681,-0.170203222614424,0.0981969991155201,-0.659949939735273,0.0219318858576917,-0.313697879448401,-0.47091071828541,0.936383534981212,0.161601030781581,-0.278284205823589,-0.150248802273299,0.131425649945558,-1.08191496478541,0.12232595631383,-0.021051992600146,-0.477126107758552,0.235789621816512,0.958947781274312,0.478672588239963,0.572662758134596,0.756128504283212,-0.142064865711609,0.022677037819598,-0.0656988618271047,0.353639766057104,0.343584010451432,-0.077968830780035,0.436020285196897,-0.0551795120630701,1.53544963647838,-0.216864801801261,-0.696981084608249,0.592571184459112,0.0121520622352748,0.173146562300169,-0.177539503911571,0.352724847301898,-0.379354801596048,1.04443904603144,-0.0645241861085965,-0.872568322363185,-0.435102131554795,-0.124768778064057,-0.18449248510951,1.04023487770317,-0.0641743397181799,-0.172957974954214,0.0548976007907634,-0.327499874928471,-0.0815101714815571,-0.608060616268033,-0.33727831336381
"EPEC_Oss_3 (GE) - TPM",-0.632922617207915,-0.165572787815554,-0.0334915107944832,0.924368159363095,-0.509818196448933,-0.274597482438932,1.45560129641818,-0.105151069475506,1.55646189980557,0.377927072029775,-0.94056305019349,-0.898544759052788,0.253793184949594,-0.120616458824296,0.0994158195915768,-0.73521528574037,-0.633500039727776,0.158690540093198,0.409856298598621,-0.805718707623367,1.58692825267363,0.336022351699543,0.885658260195713,0.317588510737411,-0.378878225355752,0.454711312694055,-0.0560448604247691,-1.22681833533751,0.864573580683269,-0.349354900837356,0.434061975376949,-0.872846261950574,-0.430698937198578,0.0500764373259412,0.547756225984082,-0.922598272055557,-0.0970073723661585,-0.304521627117429,-0.334313328459615,0.541609714298627,0.64426868384215,-0.286484613979859,-0.261739576362553,0.1941870759719,-1.00546492269921,0.192313131886347,-0.0828139475262616,-0.387427526839004,0.364334638321077,0.53955458469104,0.869032420666782,0.985157147365526,0.440653993609815,-0.181648195067689,0.0331017026770303,-0.150241761982513,0.184545684785106,0.416056559009737,-0.150202522797694,0.192301763308357,-0.401888790875068,0.938411266974392,-0.434477758865673,-0.721864941158654,0.110271592481716,-0.0415198641705263,0.165299849236486,-0.303250320947039,0.372199907673449,-0.441537036704485,0.472233533042369,-0.41158989657534,-0.76537425455768,-0.413764968550041,0.0920242045713225,-0.00109423218055476,0.152305501184282,-0.244226822520907,-0.287765199784277,-0.297508263534915,-0.319803172424549,-0.476295830947433,-0.682758904215097,-0.33727831336381
"EPEC_Oxs_1 (GE) - TPM",0.779200798167071,1.87202739737816,1.14446098536332,0.14379048976083,0.652765066695125,-0.0192599097181601,-0.773056969809954,-1.05472176959897,-0.251223231940386,-0.0782836239462172,-1.28619690373201,0.595536283553099,-0.50532044974459,-0.389671746483406,-0.501303360330151,0.373088443395141,-0.30688460689156,-0.754901670013799,0.110864316132707,-0.596595381824311,-0.210158577791269,0.227087309927195,0.985959030271348,1.85526421177959,0.376437915921138,0.201348240658584,1.92649695027662,-0.799640128991956,-1.27162590382516,-0.825431305432504,0.605706306905133,0.31058315903855,-0.942980395743147,-0.506772489708664,-0.927399856789035,0.344594257381333,1.36107673273572,-0.320641855963467,0.546679658849183,0.486384000708965,-0.796259807333544,-0.292732430106962,-0.244108838014705,-0.748595482633971,-0.350615184085075,-0.414997484620128,-0.680388363100376,0.299466917910642,2.28254764171532,1.98220031811827,1.4830877664229,2.11739977072654,0.623395682011174,1.97454022600151,2.09655049593999,1.55883332211131,1.57676492852785,1.08050639641614,0.0645870206049577,1.48620763754974,-0.57275288371273,0.371028299891488,0.0340301290833998,2.16474242420369,-0.721216972266472,1.20843127975169,1.64721530284147,-0.575503611698768,-0.358784182000625,0.575655289590332,-1.25600398552976,0.178725822069572,-0.619114115087756,0.343541300196898,-0.939257998267724,0.0532383680327349,0.296929707955297,0.739525562550778,-0.788311228486043,-0.135020306660323,-0.328925792187234,-0.753907786682183,1.25330997144759,-0.33727831336381
"EPEC_Oxs_2 (GE) - TPM",0.646659923227084,0.919971625634862,1.43263497441541,0.776063441258813,0.371150505201424,0.099448929913253,-0.0215897154860592,-0.54430971985597,-0.265928357743268,0.396528567328141,-0.593228174820664,1.36974315639999,-0.559245960117071,-0.371475396000997,-0.468447783109938,1.15251589022858,0.602747788520809,-0.180315601356795,-0.16913791343733,-0.464527059079243,0.310272089737742,0.873325144210386,0.456199056511635,1.64979452497357,0.152196445615398,-0.634951125104598,1.05588523875546,-0.269753969945464,-0.227656940463128,-0.822701761055894,-0.170407986789937,-0.977921506394322,-0.342723595016822,0.372623318919994,0.421591271403061,-0.294508109367019,0.407123995265222,-0.297069576299709,0.68186599250724,0.349053605668453,-0.498809684014386,-0.29254800586556,-0.149426057793121,-0.245176717772696,0.875296459546671,-0.151715858708051,-0.322915520189507,0.764102576434548,1.71889402933211,0.0645487706029665,-0.0618212401051143,1.02088188115837,1.77067572835537,0.34082591392715,0.506543790328559,-0.554112108199232,-0.575924759498261,-0.446618101361262,-0.476635825499579,0.0796348653272436,-0.595956129326051,0.0346644006932102,-0.0337972947741396,1.70851575311825,-0.352346506081197,1.32353341824326,1.63111554817248,-0.0312517553178979,-1.23186037639605,-0.591964087268272,-0.450261357377017,0.888640443978324,-0.501690860364923,1.5369416336104,-0.397638632989383,0.0613674379160467,0.363133903338418,-0.312991083397159,-0.862428750832344,0.164398552441528,-0.306914050535949,-0.0376745870335535,0.696416057444358,-0.33727831336381
"EPEC_Oxs_3 (GE) - TPM",0.778122712762014,0.839661551496756,0.235056744005548,0.523388789206283,0.59306902584354,0.0273524199863466,-0.19837467118927,-0.616041926844916,-0.109273652318583,0.660802008549028,-0.98263147553374,0.869788289391394,-0.388448753886808,-0.381192818929441,-0.576474243930454,0.381701073900927,0.683114208498937,-0.581877697472174,-0.211380694923139,-0.597484794926116,0.309721939236137,0.380710347265521,0.588303169368759,1.58820464254405,0.330939710480803,-0.073085625346893,1.40814175606307,-0.548732013828132,0.0652953457463694,-0.787083562790095,0.190286610984606,-1.03185000765648,-0.653749110145803,-0.904068748448669,-0.860399248347255,0.141318226145147,0.428987242860764,-0.294956183707528,0.869309628160845,0.244803247007902,-0.305674785749774,-0.289346798208943,-0.213713233447211,-0.560574621300477,0.0036144116844825,-0.300611316516824,-0.319240920461116,0.615321832101283,1.54755636568236,-0.0798289182517083,0.462811750695957,1.55388159611767,1.48990139654774,0.456503829916646,0.7934529204003,-0.0638591506680495,0.0218622827765044,-0.127273035820674,-0.355897526000899,0.48447002546087,-0.568865847192531,0.19278989813693,0.207904689952858,1.72686191125742,-0.767273412957341,2.28123234320199,1.63066177553857,-0.582482930284926,-1.12628394981931,-0.543835998336422,-0.435821107496212,0.939718435073703,-0.538344211350417,1.14844856260109,-0.446628152239075,0.0388553605426722,0.235394872857448,-0.244840941847365,-0.785390379925286,-0.154063035287625,-0.293813298587133,-0.821323589750155,1.29338621126506,-0.33727831336381
