"","pWR501_0238","SF5M90T_29","SF5M90T_96","SF5M90T_117","SF5M90T_125","SF5M90T_141","SF5M90T_197","SF5M90T_339","SF5M90T_344","SF5M90T_345","SF5M90T_359","SF5M90T_363","SF5M90T_373","SF5M90T_519","SF5M90T_700","SF5M90T_887","SF5M90T_987","SF5M90T_988","SF5M90T_993","SF5M90T_1041","SF5M90T_1048","SF5M90T_1056","SF5M90T_1073","SF5M90T_1162","SF5M90T_1168","SF5M90T_1330","SF5M90T_1365","SF5M90T_1481","SF5M90T_1492","SF5M90T_1511","SF5M90T_1521","SF5M90T_1535","SF5M90T_1537","SF5M90T_1619","SF5M90T_1634","SF5M90T_1734","SF5M90T_1742","SF5M90T_1761","SF5M90T_1773","SF5M90T_1775","SF5M90T_1793","SF5M90T_1845","SF5M90T_1856","SF5M90T_1902","SF5M90T_1915","SF5M90T_1924","SF5M90T_2003","SF5M90T_2013","SF5M90T_2015","SF5M90T_2072","SF5M90T_2133","SF5M90T_2270","SF5M90T_2340","SF5M90T_2377","SF5M90T_2409","SF5M90T_2492","SF5M90T_2616","SF5M90T_2625","SF5M90T_2627","SF5M90T_2676","SF5M90T_2677","SF5M90T_2745","SF5M90T_2761","SF5M90T_2848","SF5M90T_2874","SF5M90T_2943","SF5M90T_3056","SF5M90T_3171","SF5M90T_3193","SF5M90T_3194","SF5M90T_3218","SF5M90T_3227","SF5M90T_3276","SF5M90T_3280","SF5M90T_3416","SF5M90T_3434","SF5M90T_3475","SF5M90T_3530","SF5M90T_3615","SF5M90T_3695","SF5M90T_3939","SF5M90T_4107","SF5M90T_4108","SF5M90T_4114","SF5M90T_4116","SF5M90T_4129","SF5M90T_4284"
"SHIF_Oxs_3 (GE) - TPM",-0.496577181565268,-1.18867170648692,0.0683916851588403,1.24059289459657,-0.974787781087259,0.52744723184086,-0.904798639278968,-1.07925984173375,-0.407718239097001,-0.290123761386727,-0.793644293189661,-0.715548743317675,-0.686369442140619,-0.615791268713902,-0.221374590179328,-0.408657665391128,-0.907788067657423,0.0162665811078906,-0.768326716624882,0.102936116736314,-0.727452818002046,0.195008479664628,-0.530790370808928,-0.203700156267701,-0.699556441954071,-0.704390148209083,0.000164713211272815,-0.542019795389681,-0.639270758893726,-0.654745854321708,0.028770104079323,-1.02935905871709,-0.136216455811793,-0.869049540281502,0.0521319843059649,-0.820511075323252,-0.99429257795523,-0.5759199363638,-0.338858017994792,-0.164204434787908,-0.416891188378307,0.600845383579051,-0.871346843720744,-0.299794767243466,0.225861585689903,-0.809156419316062,-0.127931733727643,-0.269215092870236,-0.21914428312291,-0.819656363853486,-0.902991242408559,-1.31799235985394,-0.977936296747006,-1.23378219635985,-1.18887916654214,-0.499792026517988,-0.548641214674271,-0.97434455722818,-0.157316028243495,0.00248188913726588,-0.421139918380629,0.266370328643956,-0.427555676402655,-1.29005608250241,-1.3228593460766,-0.0331064053059754,-0.207115765119802,-1.02698819939746,0.041293382668,-0.625072416536042,-0.4226675462025,-0.0925020251309057,-0.293993897277821,-1.23992421405347,-0.096694839297849,-0.526490083285663,-0.219504542062847,-0.46461573836409,-0.197672328454725,0.54965501208271,-0.548229477713605,-0.721372881933509,-0.616157247125657,-0.6950787196802,-0.466441249321898,-0.889682402499352,-1.2593628411779
"SHIF_Sp_1 (GE) - TPM",-0.308336688435171,-0.681465907136026,-0.749452842402221,0.362827040601138,-0.0493398675715785,-0.464337804917586,-0.703038837773986,-0.99412297248742,1.43095100018466,-0.0944311010112395,0.42767519071999,0.356322509993087,0.300482874478248,-0.987986118145805,-0.274029139556275,0.379329418851275,-0.907788067657423,-0.552965112446343,-0.616791767416247,-1.18678271226762,-0.486753113069252,-0.517878138788472,-0.0144986544437348,-0.931822950414433,-1.18727317381318,-0.874509496752481,0.479110402458764,-0.848960834974815,-0.644585906506017,-0.580982760488804,-0.752253887513101,0.593560043367303,-0.857977980474238,-0.614328371696534,-0.283642360773795,0.76067950926203,-0.779267950560932,-0.276572268143771,-0.728490633045297,1.43581016691321,-0.875531748103154,-0.873758460148755,0.635929911391175,-0.479254786980106,1.8854323169119,0.413101622747127,-0.498028802078576,-0.746081420783129,-0.465370728995201,-1.24474339957807,-0.310484423073982,-1.00040372375458,-0.809538533347592,-0.336927202471022,-0.253092002596882,0.29743009407216,-1.3886200357125,-0.63023387123781,-0.770060430740899,-0.695433655871051,-0.503838269862549,-0.203113313527132,-0.517462093360792,-0.775300545463332,-0.703409119817662,0.619994138005452,-1.06153323165837,0.63696252612519,-1.21874233686946,-0.703706794887326,-0.355037020626573,-0.953038727378201,-0.488790100828615,-0.359484569313154,-0.867243577877849,-1.08729908323058,1.44826858630399,-0.46461573836409,-1.69433473448648,-0.958689078607829,-0.870884365549392,-0.888567630999846,-0.326348131859299,0.439707300178375,0.418970179669022,-1.1512338273185,-0.426781397482716
"SHIF_Sp_2 (GE) - TPM",-0.590487666993531,-0.388140223418238,-0.799919173537069,-0.0529156522974998,0.599852555051415,-0.229659015351942,-0.666767430901546,-1.30030523939981,0.896096819719822,-0.764459993335049,-0.161858312497234,0.866717234953827,0.0175793498512709,-0.512951077736944,-0.979863002084027,-1.08615767094623,-0.907788067657423,-0.632886303969234,-0.240176445424256,-1.18678271226762,-0.248925514742067,0.00918421235295198,1.29140273496871,-0.0339012834455918,-1.18727317381318,0.767654275090556,-0.11988266445252,-0.76305674254018,-0.876262371576454,-0.576656602304901,-0.890404137970718,-0.956016766057785,-1.25390211373023,-0.600782598082773,-0.881537017737361,1.55621340970465,-1.17195732427727,0.275449325855242,-0.670676941194305,0.505121996687151,-0.951227842808072,1.62167777429394,0.433156605585779,-0.0243806866213616,-1.17325822949904,-0.0233748877556054,-0.505555036894971,-0.758190067218949,-0.2434351356171,-1.30025250678967,-1.48757656946645,-1.47185093971644,-1.07521941205798,0.128811110968048,-0.765425631128611,-0.721565775516458,-1.18441267154914,-1.15312980945015,-1.34504410464991,-0.435482205683925,-0.792958517127661,-0.151454889837433,-0.100534099377595,-1.53005559009994,-0.0670287625312701,1.32135713979837,-0.913535826267026,-0.528022262869612,-2.15039853894708,0.5378212019318,-0.668073929134757,-1.25092946706473,-0.606648376661662,1.50172461671461,-1.39458228575869,-0.985178280197518,-0.190564990794992,-0.46461573836409,-1.54271545029593,-0.908175396794231,-0.639347781837687,-0.94634928262455,-0.133104197389396,1.15874081559125,-0.375729034322287,0.0613079736192359,0.485550430119119
"SHIF_Sp_3 (GE) - TPM",-0.513085361701159,-1.11015573252914,-0.833711387793973,-0.261236262736704,0.434248139459635,-0.0465818133178261,-0.847645784990018,-0.696523048747922,0.64783992051565,-0.431074990999844,0.514975243872476,0.271691670871093,0.427898456427723,0.393967438803632,-0.997251189684086,2.07562241963326,0.0674199545686774,-0.464130191745242,-1.07340330633671,-0.78662060218656,-0.23477055925589,-1.00113767531498,-0.46144397138593,0.551469677618871,1.30957723372375,-0.950489896731934,-0.390394475555262,-0.391550008042322,0.683604411070024,-0.579656882756677,-0.510495506169321,-1.41691358160401,-0.665918248128259,-1.04597468680998,-0.945213259260931,1.19921631642795,-1.10893486835918,0.47791942663093,-0.877480599550692,0.253398018141059,-0.75623319117427,1.39122825665434,0.0742468674727582,-1.25374381901864,-0.491091590331233,-0.0464020803030408,-0.431526694105129,-0.935884372648351,-0.772452430018475,0.317188607096455,-1.02437521358058,-0.925796735821962,-0.503039385615138,-0.705264590162751,-0.989172219714517,-0.816265774250925,-1.10504885602549,0.607265325970726,-1.73747797151597,-0.754967310428917,-0.254120693743179,-0.593860393800645,-0.218083664861555,-0.694590766185876,-0.461526608196877,0.152235001783699,1.35848824811048,0.714039485699649,-0.592023874860737,0.428699792881091,-0.815762514806025,-0.964966160704237,-0.631494744464662,0.0827231663296151,-1.16675204633993,-1.04505448082433,0.359155739781639,-0.46461573836409,-1.56457152756313,-0.563337288386934,-0.449415746514817,-0.75597220786092,0.124694875888178,0.098783316881658,-1.03748568855684,-0.148063593145595,-0.814222400345269
"SHIF_Tm_1 (GE) - TPM",2.49569096472312,2.50393852926826,3.19225174885087,2.43242854246644,2.9039044123744,2.3461631626213,2.05937752410837,1.87383080072425,2.44556002159399,3.03705918667068,2.36650004057572,2.80667257474685,2.36167844652687,2.16967519649725,0.803963937350175,2.89681064125239,3.24802183115913,2.12806295423836,1.26821919022185,3.28956362020174,2.44005564409383,2.03867822837942,1.85746618086541,3.09983151431857,1.91612664067554,3.52452362052559,2.54624432031029,2.86627942331315,2.10385000296596,1.59667109099902,2.53510329319972,1.17664101038672,2.43701784055835,2.24643720507517,2.83419939320233,1.59986515014396,1.77505750724422,2.97526757155755,2.42435545865582,2.07371084877994,3.40545819252996,1.84900141479056,1.53932669597708,2.23934543750649,2.82390223367816,2.36636235772172,2.85740050763782,3.49486282142366,3.2669406472153,2.26521423533178,3.22183789564724,2.02467162621787,2.84314182788852,2.37761748011646,2.82055772013599,3.74379346062682,1.7053807108777,0.774862570591283,3.27107476670519,2.75709076701672,3.19833979999314,3.06587556481617,1.89990752819569,1.09199836743767,1.87161874407634,2.00547088251624,0.565411712668781,2.36432904812703,1.50212460416715,1.81589622555933,2.98178275770366,1.70361362061214,2.66491260667631,1.51765311387755,2.34710968512953,2.88404586219368,1.35441427131163,0.808557549065537,1.99918919026338,3.04699348988849,2.50001023799047,3.1291913144698,3.21185331800163,1.84120013486885,0.260237157075984,1.19712946100308,2.24086631729003
"SHIF_Tm_2 (GE) - TPM",2.58478027196824,1.79111890482414,2.53927402730276,2.13546159739121,2.4597344792669,3.21502724420872,2.76487690112843,1.32324277986291,2.94971623529339,3.01240138083422,2.27498798451594,2.4009236376415,3.8965035756984,3.4187592199837,1.36574212608111,0.839239759091597,0.666641963859812,2.83315907480036,3.37055558430765,1.23588210293551,2.62178616308439,2.23828726054324,2.99517554086326,1.67228237562475,1.50009620551897,2.28801553429541,2.55382994725041,1.7703419217173,3.4161232740796,2.87409064576567,2.7751332586114,2.85942707912003,2.90699232438336,2.85273531267993,2.59412531420176,2.26591908327536,1.4528143633228,2.77321395174488,2.72057790328191,1.94072054141412,2.72570981938132,2.59759267834248,2.03502104166561,1.74596481588658,1.58006111050098,2.27119793334987,2.84033525175128,2.69010870062448,2.68451026003559,1.43162931505167,1.61022547727689,1.70085128877019,1.95192446482975,2.4280855269725,2.42876230596309,1.66704768498933,2.3496494780898,2.34195446054035,1.17154589785966,3.20104256444855,2.58750361421581,3.07616792561083,3.04420543261198,2.50018341385775,1.49811471560343,2.49577206214194,3.27518762299299,1.8884299236689,1.37189879805359,3.09465033158821,3.04349994910868,1.72865145436628,2.62577229109983,3.21798566151797,3.46576328354584,2.49877709531578,2.93458292637525,2.42943712941138,2.26924486321228,2.83216953777098,2.516713651127,2.47170684169624,3.09640769678076,1.8547702877216,3.09231343948059,2.54784289139372,1.862218071565
"SHIF_Tm_3 (GE) - TPM",2.44627130504325,2.20834759791065,2.90497255858824,2.89578768906687,2.05582392911004,3.17187503075386,2.37603531109952,1.17463670213064,3.33723747128186,2.66211832403499,1.47005932560233,1.73322116646973,2.5112512487972,0.76325004304266,2.88459637287534,2.30166086791519,1.39208213139442,2.6890530547264,2.49169360964839,1.17251112785281,3.04418830656742,2.15041191078887,2.15327803976723,1.77449234976874,2.08406980185519,1.26091084706404,3.19229546278898,1.80962551797533,2.61117918743514,2.22539423352066,2.81575550260632,2.33226363909167,2.74386461286526,2.92130240672767,2.78439411405119,1.66469152468874,3.02762073473312,1.92770892894379,2.04485133241171,0.970884999746988,2.98389761624641,2.28703806817008,1.68926544491053,2.45169115619534,2.0443008733351,2.54381813439606,3.89288796944086,2.4315865647624,3.1102914638747,1.45233438697153,1.50355544933788,0.803012557928826,1.90080534017516,2.86409118636585,1.65735223922665,2.67029692194054,1.83528797237256,3.39236275769078,1.7185653219096,3.22865007890811,3.40805401547547,2.68935178068448,2.45604925894927,1.842577036138,2.23932059969107,2.77170980006355,1.91737840138163,1.94029415465882,2.50482222713375,2.55145078508424,3.14786231837852,2.89819569081841,3.22960958710633,2.34506701748752,2.48813901395334,2.86166138200291,2.36460434166313,4.23263682023576,1.78552847083972,2.62734104904698,3.33694673806156,2.80330362669506,2.93984619536519,2.06581997189103,2.79277497980586,2.01423452383463,1.18604504563175
"SHIF_Vic_1 (GE) - TPM",0.609282928146603,0.92259278428101,0.962811258607899,0.761171254207365,1.12895518026564,0.0832686897583012,0.124731026978814,1.17535932603941,-0.031308533904341,-0.374153333767546,1.02481566273516,0.462273782567674,0.551146364164714,1.92712073596362,0.683906814284563,0.0711655764930883,1.57044027048804,0.899551323737842,-0.684818592613706,0.0150130969067219,0.918747532800554,0.664323770118805,-0.823305590712168,0.202293187368977,1.50457569271759,0.199143054536838,1.39065637474276,0.767777024930604,0.933916147914761,2.30881331889725,0.76771542767009,-0.274543965533363,1.11999032793309,0.370127301191007,0.561475714108668,0.588471423066181,0.585618365156715,0.876015044336351,-0.28373257276637,1.13786475013165,-0.273695951250512,-1.14872732211219,1.33474334830646,0.0732558256350388,-0.0700947264524653,0.624452945325958,-0.353875007378832,-0.329733677837336,-0.0372148235691379,0.591109521433065,0.733376676104134,0.513205040419744,-0.211525472207896,-0.360577642989038,-0.179389044502024,-0.444282388877512,0.02410372234086,1.32391114958943,-0.487111815186673,-0.437311257695703,0.350353483239495,0.375295465613054,0.00331147268327824,-0.265213042003508,0.659822155269833,0.91888106804289,1.19374281686635,-0.154081150003931,-0.350312549782974,-0.016510692051309,0.248414173181446,-0.667568123226672,0.222872380821135,0.118320931822372,-0.396013611529419,0.255339409533283,0.429969770434448,0.639718307061213,0.29285601786969,0.403763216685613,-0.419519499290898,1.19241100829802,0.593892812545659,0.671220812665172,0.0881423257005784,2.23874563509521,-0.0758929614888363
"SHIF_Vic_2 (GE) - TPM",0.572897953955445,1.16924607597363,0.692712326804568,0.376926591794205,0.247791828021976,-0.0680352258960066,-0.607202646463847,0.409798981433835,-0.201722799489695,-0.442689301266152,0.637499694001659,0.890201549295242,0.176033190799805,0.398692269435231,0.570372798467471,1.510163539608,-0.357669528503531,0.139101174133289,-0.456004360271006,-0.283850864186903,0.237836939227266,0.584647708651175,-0.684856476339969,1.55705530005516,-0.717778916464193,-0.781354048110147,0.543898113523568,0.394509933717102,-0.60169300965737,1.53837145149561,0.000164082257777749,-0.370734233408888,-0.264791660850457,0.35628100744732,0.0987869956775852,0.368191081454007,-0.522151004285675,0.108217802290306,-0.778424177207179,-0.399504552226448,-0.358901200217062,-0.670886227004463,0.334056726985231,-0.0817691949709329,-0.403632659281688,0.269525830574387,-0.392657000103929,-0.454122340831046,0.198661378168805,0.748424829194711,-0.920744453186494,0.35461562526458,-0.667464020027951,-0.654920094829458,-0.0778350009969997,0.157404143166863,-0.727964706994084,-0.0653438346283712,-0.934286139919896,-0.27552345265077,-0.0509015929750396,0.059465458325032,-0.257565300241548,-1.66809509402865,-0.0189431065711833,0.761823812139392,-0.529113152931016,-0.918435390021302,0.662673623278818,0.191494688261083,-0.569062076549737,-0.834341808440509,0.192288176762356,-0.762320624642942,-0.684692885171141,0.48521241511972,-0.54555347094917,-0.46461573836409,-0.540756706634408,-0.388594522480862,-0.831365630722031,0.729346830403932,0.352599872849029,-0.521927846923313,-0.487777082314387,0.118254789021879,-0.233434767534083
"SHIF_Vic_3 (GE) - TPM",1.03442347266732,1.30927011832498,0.979859723947055,0.423094586961251,1.11595777685574,0.00946998435164362,-0.602136090546693,0.150003674275935,0.10299337190111,-0.546358503072391,0.236677881822844,-0.123895183993804,0.604514118463763,-0.40207944445424,-0.0754517740055888,0.878365377252528,1.82864242271935,0.779385000890221,-0.169010835795121,0.87178214861392,0.591532466455676,0.221602107119617,-0.894926455064436,-0.206282489315978,1.53734227176279,-1.13801182904919,0.780185522543686,0.295494806471388,0.657277151310032,2.2321182859007,0.275804973806803,-1.06739742828469,0.617824149590567,0.924846198772962,0.68871412807542,0.326117222900959,0.094830209530605,0.139153624405173,-0.500400404978847,1.17187737825815,-0.384823520657059,0.222703324417132,1.78173518404282,-0.141654771448837,-0.535205783580279,0.272440826785474,-0.395072290362295,-0.302874747892315,-0.205483131099569,-0.0768608553940091,0.367330099865116,0.154014936136891,-0.343031989858726,-0.578919172756265,0.0373448436641249,0.494764884184213,-0.818546264292581,-1.03436727279127,-0.148319666460036,-0.507980640700901,0.238188615048123,0.597587683309038,-0.258950780415084,-1.15224378593227,1.54808396691546,0.73951884412333,-0.593807628626687,-0.317460210624016,-1.4215995116047,-0.199590600662616,0.250317317650557,-0.551585095097991,0.881805122825608,-0.917015451587762,-0.947071650009613,0.273203377141194,-0.671402840589944,-0.46461573836409,-0.0828542205109443,-0.428382546168399,-0.724849905612284,0.401223950828298,0.383693665256635,-1.44698659082042,-0.126021895146478,0.0251002161630122,-0.673798761559843
