"","pWR501_0238","SF5M90T_29","SF5M90T_96","SF5M90T_117","SF5M90T_125","SF5M90T_141","SF5M90T_197","SF5M90T_339","SF5M90T_344","SF5M90T_345","SF5M90T_359","SF5M90T_363","SF5M90T_373","SF5M90T_519","SF5M90T_700","SF5M90T_887","SF5M90T_987","SF5M90T_988","SF5M90T_993","SF5M90T_1041","SF5M90T_1048","SF5M90T_1056","SF5M90T_1073","SF5M90T_1162","SF5M90T_1168","SF5M90T_1330","SF5M90T_1365","SF5M90T_1481","SF5M90T_1492","SF5M90T_1511","SF5M90T_1521","SF5M90T_1535","SF5M90T_1537","SF5M90T_1619","SF5M90T_1634","SF5M90T_1734","SF5M90T_1742","SF5M90T_1761","SF5M90T_1773","SF5M90T_1775","SF5M90T_1793","SF5M90T_1845","SF5M90T_1856","SF5M90T_1902","SF5M90T_1915","SF5M90T_1924","SF5M90T_2003","SF5M90T_2013","SF5M90T_2015","SF5M90T_2072","SF5M90T_2133","SF5M90T_2270","SF5M90T_2340","SF5M90T_2377","SF5M90T_2409","SF5M90T_2492","SF5M90T_2616","SF5M90T_2625","SF5M90T_2627","SF5M90T_2676","SF5M90T_2677","SF5M90T_2745","SF5M90T_2761","SF5M90T_2848","SF5M90T_2874","SF5M90T_2943","SF5M90T_3056","SF5M90T_3171","SF5M90T_3193","SF5M90T_3194","SF5M90T_3218","SF5M90T_3227","SF5M90T_3276","SF5M90T_3280","SF5M90T_3416","SF5M90T_3434","SF5M90T_3475","SF5M90T_3530","SF5M90T_3615","SF5M90T_3695","SF5M90T_3939","SF5M90T_4107","SF5M90T_4108","SF5M90T_4114","SF5M90T_4116","SF5M90T_4129","SF5M90T_4284"
"SHIF_Li_2 (GE) - TPM",-1.28189170738338,0.0871618131118126,-0.218553524840687,-0.975973719668674,0.317359438069767,-0.571730895497447,0.000706131456514483,-0.652982645743309,-0.493374320671381,-0.418386420788888,-0.137249231161922,0.119206216562331,-0.608861294269693,-0.320194951240495,-0.735580403919068,0.206609713350891,-0.0753867950186224,-0.0909723142192042,-1.04128730703555,-0.503655744273285,-0.806118343799231,-0.318293492521091,0.100614283343645,-1.27260473554024,-1.18727317381318,-1.31059295891707,-0.548901604148292,-0.713985198249457,0.242779776856225,-0.404238464723876,-0.594659174530014,-0.531667332012595,-0.939396296435717,-1.31692822562011,-0.513625569970472,0.269380543190897,-0.0686770822501352,-1.17603377486586,0.199852782735113,-1.11298670438548,-0.769165096888073,-0.362554828993671,-0.279632134701194,0.486209150328734,-0.590986175094967,-0.689489638063327,-0.235590568053572,-0.0861722074374331,0.10018270879652,-0.116357305742097,-0.00372310447100803,0.32724412752055,-0.499760034296711,0.199450732642774,-1.38275971053645,-0.322664752431617,-0.664428459333136,-0.778304647285669,0.766159429769137,-0.206015232097961,-0.522817602165057,-0.360380236104517,-0.515754364511054,0.728862345331371,1.13757335617892,-0.32295869808467,0.102932718493693,-1.30753040833254,-0.554193802542314,-1.32394797928301,-0.700165462468676,-0.226741485107967,-0.0882999135432046,-1.29377842245141,-0.26032470945708,-0.784151694747331,1.66571915921495,-0.46461573836409,-0.46636475286392,0.342282998815528,0.499525183088954,-0.679050575305715,-0.574459237783528,-0.223483319062311,-0.205704698237926,-0.956975217791755,0.644884630877321
"SHIF_Li_3 (GE) - TPM",-0.659303145225792,1.46089184327501,-0.176539337632964,-0.672194702019961,-0.358559928879367,-0.494705556600477,0.752303131914214,-1.2308107894715,-0.28534083760168,-0.188397297339155,-0.0440805499083456,1.91312483851756,-0.324963289078417,0.624123260550457,-1.076424544769,-0.479806375261325,-0.193797967851585,-0.216838598877392,0.122006255550776,-0.307857051895084,-0.605182358648468,0.607021811939563,-0.0530169892339201,-0.938734668174704,-1.18727317381318,0.2610588368279,-0.800748189032984,-0.233348520879167,-0.0443172270689534,-0.300298206697645,-0.75823726000839,1.51568690818061,-0.614459943317183,-0.784560269500459,-0.4935611565973,0.910247854277291,-0.148806418247884,-1.03633167798836,-0.281265172389691,-1.19028149503001,-0.304137723137421,-0.101954758229795,0.272407761106304,0.629540181603292,1.3239537281789,0.29859345930425,-0.0670696786080962,-0.182119693606299,0.631564859460949,-0.363381303927896,-1.19964563562449,0.563637625436248,0.0990959192063501,0.864180548899069,-0.648731642731859,-0.708790286130886,-0.454328394593777,0.498077954899536,-0.459517690035449,0.360690928764158,-0.17399384221961,-0.0677441695550123,-0.530724017075549,1.28037888934895,-0.328046418692593,-0.450053714645542,-0.618956503375314,-0.939315613753644,0.1315024637022,-0.56249605049095,0.231037495676972,-0.435179124344662,-0.00153228266208723,-0.599538659667101,1.26643146274209,-0.355473367914597,0.188507171586924,-0.46461573836409,-0.296782216582555,0.967561317690769,-0.157924908479295,-0.462819967462347,-0.416569838027433,0.534633789685616,-0.68075666133248,-0.62312723664022,-0.372981502189179
"SHIF_Mig_1 (GE) - TPM",-0.411465339137134,0.439811736721658,-0.827729829998236,0.662514829656041,0.27148087761258,-0.587687097613177,-0.912049446596796,2.28549037467439,-0.478023965440684,-0.741219471009298,-0.791684476965697,-1.15133795636407,-0.932055252006142,-1.26318279274883,-1.21897444017821,-1.30478505094442,-0.907788067657423,-0.268188749030508,-0.782442939868002,0.0336382597940909,0.593041928202616,0.523834939338413,-1.36002518692353,-1.27260473554024,-1.18727317381318,-1.099719184353,-0.817101849920005,2.90587105740719,-0.621650781913718,-0.113574568236066,-0.000929233420641823,2.12607519339861,1.08515383097864,-0.248262987464193,-0.806768832081715,-1.48311067964,-1.09786669406678,0.51347777526018,-0.517315260361525,-0.685619845027238,0.498221697029925,-1.27176895206301,-0.864298824481279,0.568491233876155,-1.17325822949904,1.43121368211168,-0.377443950244229,-1.01776245578208,-0.704762187518701,1.45627277947272,0.61367754373664,-1.05413346861471,0.317920543200704,-1.14054154897378,1.8113440467297,1.09314421870124,0.834916180736736,0.449334521053973,0.12585458442267,-0.822245964603479,-0.181329896577274,-0.286257181727068,1.10445370131467,-0.514621632069252,1.49538165302807,-0.864868568925122,-0.809514289329979,-1.14380205089309,1.65180676557162,1.11699894551984,-0.808915418401744,0.885954581381482,-0.044138994938439,1.44601335034008,0.0663795361574808,-0.702383367184035,-1.61457267368621,-0.46461573836409,0.775703390599459,-1.09494468233362,-0.620157287210333,-0.121933368287904,-0.363675240150852,-0.271447181822792,1.93450345062707,1.91077143505205,0.0698637369818806
"SHIF_Mig_2 (GE) - TPM",-0.555756567419461,-1.17148694445894,-0.799913393547484,-1.16830204648799,1.11976632808684,-0.856686251099262,-1.28799066703778,0.618294870114985,-0.569671419963109,-0.480479344297758,-1.44618613754134,-0.890135917587462,-0.746873129323925,-0.763009954535628,-0.345951899504982,-1.30478505094442,-0.907788067657423,-1.25603714562252,0.478667626494651,3.161288888433,0.576563188595315,-0.435307832720905,0.0587654055250848,-1.27260473554024,1.07357813167208,0.554427436434916,-1.25530027412802,-0.572049937366383,0.0229824637431119,-0.150231102841468,0.0265857601650258,0.84957316525,0.552597712068162,0.715953588022298,-0.816477894662776,-0.647818859763845,-1.77547267473098,1.43889916392961,-0.337491244887555,-1.65634997425482,-0.311105237484565,-1.27176895206301,-1.56549933559119,-0.234244665393692,-1.17325822949904,1.34318318111201,-0.363811889648182,-0.429383460533502,0.599891530341546,-1.48444646248672,-0.507324242750913,-1.02010444488212,0.563942451372529,-0.0488619706460229,1.30202166499373,-0.870155252840176,2.2649892641758,0.186326950536129,-0.723919423772042,-0.927460440516826,-0.278467049454517,-0.452264940381663,1.15677295942968,-0.307087171299595,0.394526381120753,-0.871948315160431,-0.913504719709121,0.381327059993629,1.23619126975652,1.41453152351594,-0.481370397295656,0.893052489158473,-0.92410930845678,0.709582067329176,-0.340385095493828,0.150110792717376,-0.49000826912149,-0.46461573836409,1.80652974760057,-0.630456155747464,-1.39802198935272,-0.554290343256269,-0.380011344408143,-0.471535766310601,-1.03748568855684,1.54629743179674,0.814678948022538
"SHIF_Mig_3 (GE) - TPM",-0.605104094631999,0.376158899725598,-0.710883933960635,-1.31545552699286,-1.04346801293483,-0.891309044551522,-1.82914143364861,1.4336481841682,-0.60185324537039,-0.874385599907833,-0.120587599450228,-0.290235369111352,-0.587811393011542,1.25358604027443,-1.13325810158846,-0.204655787156542,-0.907788067657423,-0.81387704063391,0.0147280156491218,-1.18678271226762,0.570281916623752,0.277919075071638,-0.67304768913738,0.805106843218717,-1.18727317381318,1.64134128974053,-1.1141864870542,1.60881030246142,-1.12906225374746,-0.289646686655725,-0.266425962004331,0.634285415713886,-0.0552419398206194,0.0407811977039252,-0.888475911604924,-0.851063708784606,0.249113322020749,0.28785165762706,-0.732531640200497,-0.931250623750756,-0.253382993197873,-1.27176895206301,-1.87842281712186,0.545681340709545,-1.17325822949904,1.87311681103562,-0.512060305243592,-0.39010637254925,-0.621828579548385,-1.54389864410001,0.162776895610547,-1.16589300206193,1.09861682595541,-0.3013863945115,-0.0819725894013873,-0.290154654463463,0.194632247848097,-1.05812628957253,2.72176588528474,-0.691686523959943,-0.273433318007305,-0.219989538753585,1.64401387537298,-0.635990263437607,1.58515909693097,-0.761464211728473,1.79223261830489,-1.24961079967922,-1.4403720049089,0.942998341482721,-0.132192714670571,2.12490865856214,-0.645450690496903,-1.0027801048267,-1.11878564135841,1.07277537888159,-1.95221298045189,-0.46461573836409,1.38689525285815,-1.15006089274701,-1.14243861419278,-0.442138668282917,-0.465003945007992,-1.64616398250908,-1.03748568855684,-0.593362112099373,-1.87067102201931
"SHIF_Nd_1 (GE) - TPM",-0.934237762591955,-1.08220467804877,-0.782789354939639,-0.373383721448415,-1.03029790930638,-0.310758423160952,1.28584395059934,-0.793834261768591,-0.0195843071706451,-0.626643223127288,0.143689977008084,-0.802558009355524,-0.0307546857311389,-0.614982734244484,1.21833825718981,1.05639013118485,-0.907788067657423,0.22687492533101,1.48479516314853,-0.717208322054501,-0.712135192941505,-1.25384983862827,1.38804644882052,-0.469925075928509,-1.18727317381318,0.0799581156041187,-0.264109966119789,-0.624014070310245,-0.443629201647163,-0.697666357144944,0.407933806551818,-0.908241002500693,-0.812789932818511,-0.360172630275773,-0.75022385332725,-0.139038221434586,-0.341520518911737,-0.155760866211772,1.80379408932537,-0.535843151804399,-0.520884795419215,0.603184112603327,0.248883371836044,-1.05927593261256,0.0274850775419955,-0.632852254738325,-0.336729688080721,-0.91336578911903,-0.267353119834386,-0.897943579670678,1.1738083353183,-0.125487495414255,0.585439805522576,0.188539362642998,0.44189437246032,-1.33272289069865,-0.945051948279065,-0.683812009205762,-0.758745720541693,-0.431546489379921,-0.830633048192367,-1.02458395843464,-0.729924502128922,0.560276553682376,-0.783974725555156,-0.869681633785404,-0.479707430049817,-0.0828510549297901,-1.05318396401079,-0.623970235612548,-0.0990853678787363,-1.18388564776988,-0.95704968249541,-0.212660995281473,-0.1961263904202,-1.21222609244918,0.300629610439549,0.937737882594952,-0.358956555154051,-0.646794080921749,-0.474124291752823,-1.09100781150856,-0.728568512537339,0.480520287457058,0.677787180036798,-0.354458783705409,0.0565081127195662
"SHIF_Nd_2 (GE) - TPM",-0.892745088922469,-1.1235741067357,-0.795588295832314,-1.27008483736195,-0.776635003944011,-0.491112836827056,0.7618399121014,-0.516495291029757,-0.0357385334165575,-0.749014882718523,0.91611333264652,-0.922956951706873,-0.0692755325343977,-0.45174204368489,0.811625545471961,0.468698675069884,-0.907788067657423,-1.09944436994047,0.324431434139137,-1.18678271226762,-0.683477372960877,-0.870115311959014,1.81954877708595,1.07198462941273,0.0353354503205849,-0.540516161531764,-0.274227531357938,-0.747474245225378,-0.247164087748367,-0.7006856001391,1.00689076026136,-0.275840116731208,-0.821192741519391,-0.522471035923694,-0.871336867833983,-0.681331630029003,0.672355800963464,-0.300341000176608,1.61560141961414,0.681469663679276,-0.577917280183096,0.684177234534199,-0.00226026465862607,-1.62076576085083,-0.672213304743422,-0.916384652587076,-0.383853735757199,-0.829312798203924,-0.854386515782987,-0.458220241088269,0.394648545837014,-0.318272068788429,-0.11967678589954,0.346359699312519,1.00433857335018,-0.905876314401773,-1.14271416419898,-0.508102950660236,-1.46230996555318,-0.47135999727587,-0.470738213749815,-0.887232392479192,-0.765050676392501,-0.140875289878976,-1.02203087187768,-0.89941641744685,-0.844405532194903,0.785634699931499,-0.319020288973131,-0.0854024322437768,-0.672859594101899,-1.50851714649252,-1.24250099091403,-0.0605721018051483,-0.624919963493391,-0.843868204191067,0.466404997942861,-0.46461573836409,-1.04096274103978,-0.925218107635442,-0.107817186455031,-0.923617281213078,-0.652847342701301,-0.0446898846448352,-0.679612044788695,0.316290269124889,-0.456256438364642
"SHIF_Nd_3 (GE) - TPM",-1.0378980269702,-1.01104340556094,-0.803688592603594,-0.402821053540332,-0.321286446124778,-0.300510057722229,1.1415636590523,-1.7833857310715,-0.115331439033203,-0.531996327964768,1.01931812041885,-1.29380736300224,-0.367806890184627,-0.785615325766305,2.20508287048814,0.365248172041867,0.778459621907663,1.01613829591239,0.806249126808969,-0.494856048093743,-0.515625585164258,-1.03102043733405,-0.0303778087795492,1.09292230759198,-1.18727317381318,0.322238867161699,0.177718928230426,-0.224579384388843,-0.303603747285758,-0.591203811340533,0.535831549585197,-0.160046691172528,-0.631964770602352,-0.493495491530909,-0.893941621764413,-0.103445238310551,0.913743257165319,-0.0589555831934835,1.52599956090801,-1.38116867383256,-0.40397307455944,-0.811305872349347,1.0418929965649,-1.55099025340484,0.596059536553899,-0.980976513188487,-0.249089021346068,-0.923058200664602,-0.807746547369182,-1.03206120891021,0.402383472509746,0.376776662326714,0.0327662898121285,0.461024207383686,0.597903680147003,-1.05909333347117,0.172687061265915,-0.763124424403744,0.208324206176107,-0.524808613527823,-0.515769374892508,-0.748666060381355,-0.757695800490146,1.54690747525042,-0.704357418861522,-0.624281546516354,-1.76085746551425,1.8868882709622,0.544211859130923,-0.949575516179861,0.435525301973943,-1.49863423830238,-0.989152174080879,0.0978615952614813,-0.617000736695633,-0.778637456786287,0.127841128940836,-0.46461573836409,-0.880650624593795,-0.27659463972985,0.150515946068872,-0.810297842225302,-0.659338378682356,0.8385207940634,-1.03748568855684,-0.950964747954214,-0.889963030017911
"SHIF_Ns_1 (GE) - TPM",-0.0900313378182599,-0.832336902390179,-0.13165300612703,-0.826303285027158,-0.249566284073082,0.788667527373178,-0.106998052210771,-0.0921244292523023,-0.568577742932155,-0.477883851172871,0.250029656704535,-0.587650741734637,-0.459364045685894,0.659730399998651,-0.993359542014569,0.376301464980287,-0.124368852501612,0.46397921544765,0.792019355206696,-0.222389436872997,-0.794623804836955,0.365755778266495,-0.309563891701882,0.19273897877478,0.149932524540986,-0.317038962233108,-0.541245095420016,-0.38920474300089,-0.483808253891823,-0.276986548966669,-0.665877367736185,0.946953652989413,-0.357472081790544,0.5778272740355,-0.382816025199576,0.141293066503664,-0.52608123148877,-0.057892957372919,-0.983968939441379,0.900597260636282,-0.329999963700163,0.0117991504035172,0.579103261770001,0.777180867953606,0.47076778648176,-0.236341766932797,-0.115091242360087,0.247726815941029,-0.350443565983626,1.63370319581788,-1.30823716998606,1.47344736347704,1.97023301272485,0.932116959195185,-0.190550868963568,-0.460060269992797,0.999101502243082,0.419900870695678,0.0543437713628901,0.361239195347564,0.662167997192941,-0.581305905317949,-0.356667390874954,0.668517836102235,0.41759232442785,-0.396098755786921,0.745023655386392,-0.121007646972921,0.603776347339671,-0.297762669390747,0.152094266715139,-0.28083047990091,-0.16335167243195,0.792904729566608,0.358831867606202,0.399312571975561,0.429240595450292,-0.46461573836409,0.768269030417473,-0.283924527589169,-0.0708023256967499,-0.56131562237892,-0.577506122194316,-0.173299948858354,-0.646067972126467,0.332990182860855,1.06444997203831
"SHIF_Ns_2 (GE) - TPM",0.181080216907411,-0.642878919722346,-0.306512110843078,-0.309046421634255,-1.12391098065978,0.434545973844682,-0.555777048001532,0.264680363471749,-0.555427461257101,-0.392729795711854,0.722392696405546,1.03739928735827,-0.266999745742834,1.35928894220221,-0.485644146422333,-0.307972803130973,-0.907788067657423,-0.60270706539264,-0.26632584520579,-0.195586660563151,-0.945354066174179,0.331558948593832,0.222121303328003,-0.990216781080711,-0.671884493023053,0.171880452238427,-0.932483237360185,-0.866968050808453,-0.194118121343517,-0.361747483235381,-1.22062504606421,-0.0285188127200451,-0.661148583787056,0.0848094176399184,-0.805188901286111,-0.443011744250501,2.07687230819388,-0.337412020465286,-1.06554338012491,-0.867946715568994,-0.17507354466816,0.377282928124123,0.519794113800649,0.772824803243594,-0.328399530601806,-0.564062323452764,-0.192849939189541,-0.123031522884773,-0.0301912085983612,-0.089131664373408,-0.858900419522193,0.606736410176936,0.648329749725046,-0.632977508910278,-0.158682618019061,-0.487512163785223,0.58893398105387,1.09663143966727,-0.12548226506512,0.226149968558743,0.0848028154156492,-0.85746699614088,-0.348467208149012,-0.115047810647016,0.662148740705148,-0.418823550799088,0.557115483694873,-0.796611095104999,-0.0273585853621477,-0.441774112966914,-0.334412328497254,-0.704688291630739,-0.458287692595854,-0.0417487452611163,-0.123217213383075,-0.177021626549771,0.353003190893514,-0.46461573836409,0.698538441232156,-0.997890568990262,-0.144534443635873,-0.493671833972071,-0.620270943409587,1.11919716384722,-0.132319366527362,0.381809224193425,0.778658693043873
"SHIF_Ns_3 (GE) - TPM",0.804874760351847,-0.00994349521495243,-0.262701116748525,-0.699695078057769,-0.0509390491983772,0.192532333926422,-0.886129379955001,0.161433625904206,-0.586427779223184,-0.541921392524774,1.17302046829873,-0.0823934936125147,-0.636203458055994,-0.232349278119845,-0.841984003290278,-0.00305851417170583,-0.907788067657423,1.03852768962167,0.23710461084127,0.306746986533845,-0.925196345719591,-0.443914962273123,0.344714821896974,-0.137935710357926,0.883621008973611,-0.894835995510687,-0.860005542488895,-0.866573545661609,0.636705634250473,-0.270978846020602,-1.21589026003554,-0.210741668817919,-0.598586994224287,0.276535144773447,-0.762638268771898,-1.18627940010006,0.574047088156646,0.0238057599119685,-0.947241851616332,-1.06236875369497,0.0879349618371728,0.0534491101650386,0.653451707810619,0.411146076501097,0.0997710121365028,-0.468901578287294,-0.26588753791325,0.0846553694956671,-0.234678947884265,1.5218556584405,-0.672040140217536,1.03197491316589,1.01421405865788,-0.257970844965762,-0.19812534389648,-0.447028972191831,1.11603687717557,0.374331193422731,0.451773179495442,0.102616545129056,0.0175336209813493,-0.885115147338903,-0.45692981443701,-0.291641850744304,0.462038352096896,-0.796794977229065,-0.790659940925588,-0.707124262170964,0.176137415914336,-0.570775697555283,-0.458612023374734,-0.606769543751203,-0.547134965150213,-0.850789789991602,-0.0632814007672259,-0.0683424160992188,-0.000842222673244964,-0.46461573836409,0.231274672131995,-0.315415283581777,-0.794444434004702,-0.298849463315685,-0.651033572057817,-0.60852194777459,1.38722630027371,-0.403444620766847,-0.639675184975401
"SHIF_Oss_1 (GE) - TPM",-0.570005319928107,-0.857550483139438,-0.65375101826693,-0.637322787689313,-0.711366283684052,-0.779960289480519,0.172016575344019,-0.786521303200453,-0.311248283046577,0.998837397433793,-0.878930797041312,-0.593887665719545,-0.807370095058595,-0.38206700832231,-0.39975037846314,-1.00660202393182,0.597602464374184,-1.36667119280372,-0.313301093971964,0.233960911256568,-0.831002114497418,-1.57188384399445,-0.820812724214622,0.557634338726207,0.868348397648646,-0.584711655188878,-0.562798326250752,0.196459280576524,-1.07465362239534,-0.641068621512751,-0.702568048960089,-0.176052337363453,-0.770894846820974,0.427462110592307,-0.843791973842158,-1.09139333400281,-0.403594839880499,-1.24474232231837,-0.481135564955658,-1.26328285680661,0.485219423780936,-0.285185405773874,-1.6227144291081,-1.4976191270388,-0.330831033188238,-0.548888204818056,-0.518922066135062,-0.590056320167269,-0.76599766945361,0.261713034244474,0.205953439653077,-1.04710872240052,-0.539528200373017,-0.567744410481064,-0.369297317519155,-0.339574267228678,-0.485859255581532,-0.404010430127045,0.786892150023188,-0.695804751145897,-0.746129710570598,-0.939170219719463,0.824840217790523,0.0870195483680051,-1.42201048698355,-1.4921725473061,-0.412598067542575,-0.480183506666171,0.399539685186927,0.0865306800416436,-0.602198033780294,0.502597647761317,-0.819806755507314,0.313743847952738,0.125723698364816,0.387722887754266,-0.460241486770837,1.38014911744051,0.916705794008582,-0.232617221927394,0.33042569241545,0.1498305807845,0.0668925664005831,-0.403352874708469,0.466783068468866,-0.83288649465848,-0.258136054503278
"SHIF_Oss_2 (GE) - TPM",-0.334015443602916,-1.01151241950596,-0.687165234491368,-0.623222433469348,0.0432823256528961,-0.811951422519131,0.241020560126332,-0.900669428271765,-0.315924952548756,1.09635669103611,-1.17245125107507,-0.929166419885802,-0.78012594185721,-0.641624444848982,-0.805342691630853,-0.800207870135836,0.973354658895891,-0.53048533184136,-0.354792242256017,-0.511371135883622,-0.721507234252862,-1.71113842982955,-0.863177145857391,0.486683660517345,0.21749223422459,-0.366902148999132,-0.693982112446592,0.334438107695094,-1.13690463720729,-0.626080252823575,-0.678645501902564,-0.448814228606556,-0.738726605306135,0.0358978749831708,-0.863141544229271,-1.33716257950157,-0.757604280359164,-1.11269509219289,-0.744473586365208,-1.11912357296226,0.443204896372945,0.269280050415185,-1.47663221139809,-1.61038720781266,-1.00877373219163,-0.366945024166532,-0.523152272948656,-0.583276778802468,-0.835332912304536,-0.119618454325471,-0.58839919876542,-0.686283324421758,-0.412683202468454,0.144867905252098,-0.893152622907469,-0.459337701259824,-0.318938499976062,-0.197153991597189,-0.146797091906291,-0.740297951360711,-0.817051306489261,-1.04768172265121,0.984928914683738,0.911246126424493,-1.47653611535945,-1.53236021601037,0.11948958848298,0.24052209002431,-0.346767868540639,-0.106950219631845,-0.614989751475664,0.204739011807154,-0.814425027704618,0.407350597969749,0.00626298307203217,0.0776470595839485,0.034751400873682,0.687997460192334,0.838195776115626,-0.283106388331511,0.453741126144831,0.274272693415856,0.175929191539382,-0.558257782943893,0.254836215723571,-0.852405219614723,-0.248219471613785
"SHIF_Oss_3 (GE) - TPM",-0.252105827575071,-0.981311444986047,-0.623903531611332,-0.310078068154653,-0.791324189002724,-0.671954571092013,0.401406606451775,-1.66168257353976,-0.373127637940978,0.612436802788888,-1.36845375757524,-0.8337102331255,-0.585800385317528,-0.601115685629687,-0.881833491148054,-1.01538246884948,-0.907788067657423,-0.586847905893278,-0.731420444874525,-0.467352605769171,-0.690798689020931,-1.4812709612924,-0.934581182714745,-0.452753220376076,0.309044867693786,-0.449272708241688,-0.230870835120743,-0.701227557452979,-1.0952893591603,-0.635221042051538,-0.930658345788546,-0.64129567241615,-0.771205829765971,0.364290190637049,-0.491201341765079,-1.6989389317184,-0.776862043324345,-1.02180343849916,0.00933575553057226,0.0603670345402499,0.546093186055,-0.793002892400031,-1.55045789096486,-1.45708142993555,1.27960377578623,-0.303062858939175,-0.449905810155091,-0.614376167099798,-0.530780311720629,-0.0240742539639878,-1.04051849466587,-0.898516834372197,-0.0512057320035714,-0.125714909572629,0.0473537835228483,0.00764931354713163,-0.68756082228998,-0.0064912171834929,-0.116312557451795,-0.446780338372503,-0.781858442652392,-0.928984405720251,0.862199635066595,0.352640552504387,-0.721073103475381,-1.50540502404312,0.201979361824746,-0.479635900701307,-1.5900548073543,-0.54060125879582,-0.116116774533144,0.577406963713883,-0.692762626745859,0.299107762962487,0.658928047635989,-0.911677171644324,-0.370867957600384,-0.46461573836409,0.100046322356206,-0.272280357167215,0.944087163785889,0.16943231187369,0.279997815720412,-0.663187055672007,0.276490294914699,-0.768381220858486,0.139934051486859
"SHIF_Oxs_1 (GE) - TPM",-0.0814879752399189,-0.917037478123051,0.0942374999321423,0.90273333856332,-0.802181261806139,0.632211733596208,-0.418999591026454,-0.621062123460989,-0.47031215917859,-0.275511743500273,-0.461726716721092,-0.443290669576194,-0.515903638508719,-0.676724127068639,-0.815801201288509,0.11939629403622,-0.217543834483796,-0.174446253672661,-1.27271135909853,-0.478704070200801,-0.698503601080108,0.664947485239836,-0.757306543436792,-1.11122162348977,-0.303648062238502,-0.355932411443056,-0.283876427469384,-0.605683551467848,-0.0349488978323769,-0.66773514791149,-0.258867465459738,-0.878732717271362,-0.181958541292975,-0.701507919016186,0.069926214685336,-0.233629648272778,-0.753304367604179,-0.349889775219966,-0.72637349569598,-0.417288017668929,-0.536871622057171,-1.08328419555083,-0.220497960922345,0.394349698654594,-0.93184225581599,-0.722625036394786,0.0375359121410742,0.0260376928624285,-0.0150531362290677,-0.604912996530685,-0.373448782529947,-0.645657438612566,-1.00526511366063,-0.406949871217332,-0.959767773580209,0.00642827653852214,-0.366980913763353,-1.25875907860403,-0.105041330194204,0.110297942726227,-0.286286165800265,0.331411172553639,-0.519294143242494,0.363178831889534,-0.209343404450908,-0.114168838543094,-0.215364361773807,-0.411454148233478,0.607113449118499,-0.746204175839562,-0.255266601191124,0.0128492238907581,0.176714019053152,-0.996298484954325,-0.0467578337634818,-0.620612620046163,-0.153969054583391,-0.46461573836409,-0.00183264789958977,0.606025436923608,-0.336567169929879,-0.570181476138511,-0.517489553733164,0.446946941150548,0.16954160565622,-0.391807081587223,-0.646298646582317
"SHIF_Oxs_2 (GE) - TPM",-1.04003574945747,-0.425526275034022,-0.0781477086855922,0.465256863911146,-0.878374430167661,0.688268389551072,-0.663514973462051,-0.794018891006484,-0.236189680188171,-0.260614922096315,-1.07114178444893,-0.684916265835374,-0.681633572826906,-0.813386254894302,-0.54627510123183,-0.855379491236476,-0.907788067657423,-0.38973384812099,-1.19598594979411,-0.62819078927324,-0.658057976270114,0.7758405590069,0.0501536375794201,-0.954323341507419,-1.18727317381318,0.229967006692125,0.054564111907206,-0.414223841288861,0.369944043399963,-0.609681950577288,-0.227854141765292,-0.643514646535192,-0.420270546171072,-0.578901785624289,-0.112830821467992,-0.370152162968682,0.00785054725094775,-0.667057508508322,-0.486168973586232,0.00980259285395653,-0.639356352133525,0.401022930577778,-0.622369960790689,0.218527955961615,-0.697135221978146,-0.80024756927182,0.165816889846826,0.107329009921739,-0.447850054677582,-1.09556938197301,-1.00700020861044,-1.0779370659661,-0.987942149663988,-1.03034499883257,-1.05254560835976,-0.76490318929881,-0.908103009471082,-0.373669143950946,-0.210693292491116,0.0597604727619357,-0.124312102285147,0.191040440797802,-0.415173568252798,-1.03607175623254,-0.611170304345556,0.0440096562495039,-0.127980492377126,-1.01989211084122,0.24249430610858,-0.982024265948882,-0.340732994551288,-0.599563507212252,-0.148414207071085,-0.954730263973284,0.143557104400314,-0.687172378822278,-0.645357675473976,-0.46461573836409,-0.220873295092351,0.0238453966869362,-0.678560132181124,-0.669675717375477,-0.531490838138631,-0.775382466986234,-0.867449163741308,-0.596911381472592,-0.920767578803175
