"","JHP_RS00425","JHP_RS00635","JHP_RS00665","JHP_RS00725","JHP_RS00730","JHP_RS00735","JHP_RS00925","JHP_RS01100","JHP_RS01125","JHP_RS01235","JHP_RS01480","JHP_RS01485","JHP_RS01995","JHP_RS02025","JHP_RS02255","JHP_RS02325","JHP_RS02410","JHP_RS02835","JHP_RS02935","JHP_RS02995","JHP_RS03090","JHP_RS03235","JHP_RS03335","JHP_RS03415","JHP_RS08050","JHP_RS03640","JHP_RS04085","JHP_RS04210","JHP_RS04400","JHP_RS04535","JHP_RS04560","JHP_RS08140","JHP_RS05145","JHP_RS05185","JHP_RS05515","JHP_RS05525","JHP_RS05765","JHP_RS05830","JHP_RS05845","JHP_RS05850","JHP_RS05855","JHP_RS05860","JHP_RS06105","JHP_RS06170","JHP_RS06350","JHP_RS06355","JHP_RS06390","JHP_RS06395","JHP_RS06400","JHP_RS06405","JHP_RS06410","JHP_RS06415","JHP_RS06420","JHP_RS06425","JHP_RS06430","JHP_RS06435","JHP_RS06440","JHP_RS06445","JHP_RS06450","JHP_RS06455","JHP_RS06460","JHP_RS06465","JHP_RS06470","JHP_RS06475","JHP_RS06480","JHP_RS06590","JHP_RS06725","JHP_RS06730","JHP_RS06775","JHP_RS07480","JHP_RS07550"
"HPJ99_Oss_3 (GE) - TPM",0.896914331741657,0.175445365526292,-0.946996923975714,1.11581658623748,2.30080975276002,2.28022161146091,1.18972694993257,1.81153800748311,0.329076201997019,-0.00494643602433013,-0.341101772178778,-0.334987788816249,-0.619125257245092,-0.231118497818574,0.99235706896,0.945733252867275,0.168973570545939,0.120094972056812,-0.181343154505651,0.116616222278588,0.421618890854447,1.34241561805611,0.861897297906204,0.606334025799377,0.364479353170796,0.260005107860508,0.503954898467147,-0.225816105369605,-0.46005779653856,-0.257131376679308,0.870294813853408,1.3979321375748,-0.505009298897442,0.125156423847639,0.531237335465297,0.105625231999474,0.695982510293848,0.679325548843825,1.6464564891041,0.880048112429161,1.03351966425421,1.48700670249049,-0.827116675869777,1.4152394664757,1.20998198058089,0.959008770386035,1.10962760305971,1.53666870840253,0.932916759365353,1.23179056387247,1.20243702422173,0.5917847929853,1.84942415257584,1.72484309703562,1.73454828188426,1.34397128604075,0.887694110444394,1.57810393958534,1.73346429527768,1.52146181166847,1.4052126500534,1.85142272720335,1.40098324472792,1.33074528683342,0.521039769328712,0.341594223693937,1.17548545655898,1.37980428584063,0.342016604661546,0.886550582171472,-0.100963893767618
"HPJ99_Oxs_1 (GE) - TPM",-1.01427693787897,0.427841324565263,-0.35914246267292,-0.898455846786953,-0.73411836739641,-0.405931990840051,0.898140856916366,0.184410114788594,-1.25183613395343,0.907755546435334,0.930687412122525,0.489935293355796,-0.668583912674632,-0.910238305428246,-0.404304894816203,0.659792197601045,-1.54803567071584,-0.785076545040238,0.652032640244412,-1.28350806194101,1.25874868422453,-0.618482836781039,0.381059356404673,-0.105238892170973,-0.270750706209681,0.881039061495062,-1.32616714167942,0.475391388582367,0.235350827316057,0.578977845083293,0.184182392196692,-1.20297258386711,-1.06508844554335,-1.14845974164044,0.817580933320588,0.817077256291133,-1.16978257384769,1.40608433517763,0.413312854019958,-0.128851302165834,-0.024793683182558,0.577668951485346,-0.497877502884988,1.29026736327733,1.67833135050124,1.01632864288957,0.819033412236538,0.487243711228838,0.610440530575886,0.187628467347934,0.329554541141246,0.557325247272103,0.135361848430007,-0.101876403565957,-0.207276582248354,0.0557579929321444,-0.196553000111131,-0.369655414665491,-0.280785058873538,-0.530871226021085,-0.255264431551638,-1.0241938497442,-1.02198647346002,-0.861382353225444,-1.1282682541348,-1.24905770024087,0.639769828220568,1.11793413672982,-0.679887199800887,-0.464510432597292,1.09669672586785
"HPJ99_Oxs_2 (GE) - TPM",-0.65445967909387,0.889663134530108,0.198044714157797,-0.316514990086982,-0.0512709964158244,0.791105285948669,0.859015152159217,0.768113771643754,-1.32919560647238,0.705408518588981,1.89433377695336,0.432313079670795,0.00638108765474443,-0.0971132082060861,0.867042500662287,1.34906702477477,-0.548313066203094,-0.522189594962261,2.50115730524881,-1.16569395520437,1.9089245038548,0.117482865047821,0.884446065750057,0.157626267612014,0.153024418072462,1.02026893262418,-0.894646092259862,1.00610146111768,-0.350861141491631,0.874308967065089,0.608694082535432,-1.30279854276534,-0.683514955813242,-1.04230689153387,1.69862854434113,1.90205304929872,-0.594438765959033,2.25037283755892,1.16488995961442,0.794142909006527,0.663021433244616,1.46212267090724,-0.670827210996994,0.709293613298571,2.31983521281,2.31948292725828,1.58459613334723,1.34876879361667,1.94298454099441,0.914377719996987,1.24538699518988,0.557289891944261,1.20499725207914,0.966496418009262,1.04794713070101,0.893736200339714,0.219368465818577,-0.249329036111043,0.600010414969249,-0.303229215400049,-0.43106411398312,-0.565726394552868,-0.458371623653745,-0.329785128017157,-0.648421320079515,-1.32149094774756,2.21816432738121,1.46378359976665,-0.782016194630958,-0.468434897553321,1.11830944940087
"HPJ99_Oxs_3 (GE) - TPM",-1.1330216567642,0.567300340743558,-0.24701337680385,-0.119426929161876,-0.742028337225354,0.666496130213859,0.927576099829735,-0.51621244593014,-0.996829931555802,0.459846185835863,1.00481882313238,0.524939950354694,-0.726327653142183,-0.838475891994501,-0.599457015267409,0.779166952179886,-1.5939430039182,-0.77107250011266,-0.515625669083769,-1.23719094742127,1.20275705609726,0.172572243319674,0.385172347968178,-0.302735324967672,0.307745552502225,0.584356100657389,-1.64263664542064,0.383091542477935,0.158640849828958,0.701928539044051,0.632685915778894,-1.05746394266494,-0.938861589323032,-1.04413443381903,0.975153233928048,1.41670224715474,-1.23976286670311,1.53246552057448,0.517120672977259,0.27505420589435,0.171166216137645,0.501913938049717,-0.241532637023712,1.51621264077898,1.67950318614887,1.31745449469503,1.15209688556637,0.874559766508009,1.0279081159236,1.08177580331558,1.13305048089329,1.43716580380556,0.332483806519641,0.662354072755084,0.75868647331763,0.804633461040056,0.470574656397758,0.277303888539866,0.171444277799168,-0.32359846385606,-0.579266991076408,-0.642938619248399,-0.25475396394959,-0.228019399023669,-0.742530263710792,-0.964539596584569,0.92354843997442,1.03845351951573,-0.675302533616147,-0.197083264531918,1.22599017865443
"HPJ99_Sp_1 (GE) - TPM",0.665792954887623,-0.415336900385392,-0.720058617986049,0.990424223222543,0.818111627059136,0.604973147328428,0.725624448754212,0.108042766121453,-0.350538536814561,0.371369458159144,-0.354330884629341,-0.248578660817903,-0.0765675884603797,0.350528205153218,0.640913375478524,0.333297760771905,1.65408988023739,0.314976238947587,0.164499014571516,0.578138796803051,-0.0128668468486183,0.325441824844199,0.623758119830679,1.55412303528228,0.43510801871031,0.851794916924682,0.553478615729179,-0.242549681251192,0.593349255504254,-0.0857008677140873,-0.546097905540101,-0.328769925568212,-0.905832184497677,0.627535540098688,0.170304651173962,0.590718539917163,0.333309363482956,-0.286770232680773,0.263633856815523,-0.0748352340766101,-0.390084161648238,0.123834201590425,-0.0425113166637528,0.863661207078296,-0.380224036669925,0.00681685279195685,-0.129508243861122,0.0238869190220255,-0.455956579393787,0.0133938842642443,-0.25825897739973,0.00779923977201529,0.113429103622162,0.930281401829381,-0.342820481313584,-0.0669640656744405,-0.111092714101431,0.262859642872368,0.0211400214864058,0.7228509419587,0.691300326640051,0.40955930789617,0.956120498445585,0.0499879563613552,0.104815990999611,-0.328901372257163,0.35364373991802,0.284932294576053,-1.02911609118157,-0.764654624825245,-0.477455532621298
"HPJ99_Sp_2 (GE) - TPM",-0.0110083305453158,-0.969961942656616,0.276230220968691,-0.511978934457492,-0.0463477023309254,-0.227037231315444,0.26671246478163,0.552533768979364,0.020328134599512,-0.090272564029261,-0.563933487829751,-0.731694130355252,-0.296203245358597,0.366912033766805,-0.313068347462409,-0.0853087138133016,0.226348920858346,1.3125849151572,-0.0798088781616913,1.15045525485782,-0.634379927211499,0.0870922422840043,-0.295212736474207,0.405358896434837,0.652795556995637,0.618826622926234,0.686622556471607,-0.503517007638107,0.303476572206424,-0.189695979902098,-0.332343927611,-0.42150752896847,-0.227190300614249,0.81809337560516,-0.115454265859657,-0.00626603160919452,0.294170832716842,-0.775344700877962,-0.650798936259144,-0.820750890796524,-0.973439967626025,-0.465301361174397,0.952782865557557,-0.0830904544085687,-0.954703122570933,-0.797097020835113,-0.797750730563676,-0.375989973521563,-0.912772193640274,-0.750482562290134,-0.7207073092657,-0.821996451074623,-0.696060640890964,-0.176579177842123,-1.0649121320085,-0.7054418580979,-0.915416735128205,-0.528594286184803,-0.625220540493435,-0.209032878525591,-0.524018251318687,-0.274385020035266,-0.146938337785922,-0.42758340635107,-0.532509087168261,-0.0503324304844326,-0.292322484833426,-0.138715431733424,-0.832103263397618,-0.576867699187865,-0.46667062037004
"HPJ99_Sp_3 (GE) - TPM",-0.15906942754075,-1.04296858967483,0.255800324618111,0.228362122727223,-0.0645643768546292,-0.636345789897929,-0.00837431307641888,1.10306322342495,0.327308378344362,-0.2505746343557,-0.804915196467836,-0.790683923796115,0.0242723515902307,1.15365467433766,-0.0444387119431356,-0.175149242288841,0.447443250548999,1.66153466781171,-1.06794882426944,1.89102550863131,-0.635164431790484,0.152995739734783,-0.298121125198925,2.27665137113595,0.959761820396328,-0.119993269952015,0.0777258393114189,-0.0982323982961476,0.490145661391407,0.222020996457468,-0.00621157780361273,-0.288875454634218,0.589047932134224,0.631015650552457,-0.0635333337731658,0.1123274992735,0.205828067232324,-0.837513756129216,-0.787792648188118,-0.886374509952703,-0.962816262086038,-0.456356255226642,1.25635639651385,-0.213288644937985,-1.05331047988745,-0.777359903440139,-1.00143889492191,-0.673564966463846,-1.01114246769967,-0.902512265760846,-1.05212009942045,-1.08002841973571,-0.732802158926609,-0.37250983642939,-1.15906391855702,-0.942343943306534,-0.637534836835028,-0.628520033217026,-0.788164601148456,-0.310339607309391,-0.55489832278406,-0.514504607711639,-0.537547273305625,-0.745519166832303,-0.70872154214231,0.363938886388363,-0.512145586487048,-0.176283885679962,-0.702559613042271,-0.984591998790202,-0.438854869146205
"HPJ99_Tm_1 (GE) - TPM",-0.0931464109907174,0.997662639267643,-1.07542851549027,-0.543661740748225,-0.37950365028114,-0.0419505164534864,0.660470201478622,0.44500436417744,-1.09924693586875,1.73403419131461,1.14376783433341,0.369646550769894,-1.33463229483462,-0.743582077346727,-0.0996474941586532,0.846731687861351,-0.0218512244172395,-0.955589515184012,1.26418697713634,-1.0042980096393,0.560711187017613,-0.670150089838756,0.589773613117892,-1.08766545432535,-1.43802285013361,-0.36031934514977,-0.983720851012112,0.331009619512989,1.58460158635243,-0.788842806779759,-0.858287317834387,-1.13983561782459,-0.855569045416466,-1.14266112560265,0.617035905438492,0.996719018901443,-0.970397386971256,0.789301816401923,0.44857865460999,1.0681731982718,1.35204402562518,0.455333729444674,-0.999160137019643,0.347021832315121,0.592615114172394,0.483373589093531,0.236678012544834,-0.0809024752306498,0.275937567912898,0.263685516085427,0.375391216493101,-0.0728642994301762,0.452515653108339,-0.00150900393768322,0.0670954827257459,0.317402614016499,0.707249979764485,0.0516956670427924,0.225823066069931,0.153215576042587,0.776251594981346,-0.14030849005377,0.496045076753907,0.566087915356873,0.325031309353304,-1.14512302649255,0.632759706394061,1.220094477395,-0.698448857362601,-1.54605272403881,-0.571245772744599
"HPJ99_Tm_2 (GE) - TPM",0.603308945410399,1.34116066101405,-1.0669108284004,0.286693736009031,-0.0155421321566068,0.262565898143968,0.682638699359054,0.746520093319297,-0.96704468262933,1.34115952680661,1.38132826883859,0.821952680667665,-1.01361854394351,-0.615378099647763,0.571920730425115,0.929488415719051,0.449120168387562,-0.816958514752425,1.0537617129667,-0.879841942958727,1.17377911285755,0.0821333494472893,0.895020736699596,-1.06229730569241,-1.05891087103898,0.734304352612928,-0.829450591615703,0.836737354267977,1.88768748173319,-0.753172944197658,-1.0345177439522,-0.826648846171616,-0.715606244518384,-1.09781710996303,0.828781219309991,0.686608737271108,-0.999534203800213,0.978749719574238,0.673947797269522,0.798448752065389,1.51017164487602,0.697976232886758,-0.815551211858543,0.172546299652088,0.804591291467774,0.518773978009319,0.606946440569753,0.49127332808943,0.561594680867287,0.678777313700382,0.900618802530149,0.227251856232935,0.647219397537743,0.415477331260558,0.49741754975872,0.998549799830497,1.2009230935072,0.310030090806138,0.762445667686541,0.554282004297992,1.22764585805885,0.382588156400048,0.793113600474295,0.906528108962782,1.0391361175902,-0.974950846595901,0.807882221064068,1.23999261468156,-0.665678266851051,-1.06172069270117,-0.675959456642524
"HPJ99_Tm_3 (GE) - TPM",0.483784459542348,1.23101077207119,-0.743948158140737,0.283750597872847,0.123534792280753,-0.30906994358592,0.488938295401996,0.380028859252164,-0.922855436197328,0.82935740853494,1.22889141293633,0.750813480433096,-0.388526328620954,-0.666561626505913,0.59887179778055,1.31939890995425,0.483627707329046,-0.582607442911032,0.651896810168392,-0.657327554056604,0.940942169895323,0.478516139028827,0.925060579295501,-1.13831728649499,-0.826528929623971,0.0725895174500683,-0.681194998446565,0.821528938424375,1.10372321199398,-0.880803849083752,-0.544429805675646,-0.86713545308406,-0.666080302367388,-0.628686727602377,0.533432702925906,0.54224211017404,-0.515436427101894,0.702099352251207,0.243874736733773,1.00321447981116,1.32062372149813,0.416938068467072,-1.02838120403439,0.415542751131455,0.598169722350286,0.46871212520946,0.320242020397235,0.142912018403567,0.521929591839582,0.444876692570188,0.638314802796834,0.323833052080038,0.710317599077762,0.343577989851602,0.774205790437655,0.698926819498645,0.613523035084994,0.364434835287928,0.649539941685912,0.301894579869867,0.762108876540057,0.158231991308166,0.492313006028013,0.859603588084827,0.941914047824068,-0.95949518638762,0.842261067359946,0.799773350289633,-0.508657323982213,-0.838755201477957,-0.188712343489864
"HPJ99_Vic_1 (GE) - TPM",0.214496194700905,-1.52467380419604,0.514035762551139,1.29237210547686,-0.520521057929369,-0.770774737661807,-1.89958532030653,-1.15127155124712,1.98954312035114,-1.84066673487516,-1.04182100836211,-1.47788778924363,2.06915664222159,2.23043148785462,-0.119792085950199,-0.656241001225764,-0.234110142648478,0.563385308109684,0.52577317593811,2.00956129747714,-1.09452333778152,-1.27924943388517,-1.63023511030392,1.71109874967984,1.09583828531232,-0.859070253892554,1.98209279508182,-1.69770362623264,-2.36285833899986,0.618269387336115,2.48608687701633,1.53786158831822,1.62335684294659,-0.150109346652175,-1.27473076663769,-1.45010293398842,2.08955170018677,-1.12722241873024,-0.830385581071578,-1.49714929496026,-1.36825337230703,-1.71989628602004,1.6909142817575,-1.72330226421709,-0.871495824532328,-1.21621520268611,-1.30820361034917,-1.41373949573904,-1.17285814868264,-1.54367258121035,-1.22666077136,-1.51107227753311,-1.26288821229088,-1.58589247632811,-1.24664743023883,-1.3958624586063,-0.999977993284178,-1.31064733395863,-1.30514111096342,-1.19650187698716,-1.47969325321648,-0.986363014778882,-1.10465451031624,-0.924194469043629,-0.944765853035901,1.83202945653005,-1.26244999525109,-1.85679998146907,0.726069447005156,2.60205720431949,1.72147831901006
"HPJ99_Vic_2 (GE) - TPM",-0.296833621364052,-1.49289089122255,-0.14886221443874,0.319320064029232,-1.14287406488073,-1.04546247196877,-1.84228281498597,-2.04263050356071,2.02860195914993,-1.89041690634998,-1.30399868076704,-1.27163135618341,0.796617545783643,0.753704456842305,-0.618815186926468,-1.32398182494072,-1.12460931547475,-0.0361690141394373,-0.601511385060616,0.976430863626475,-1.17348385500517,-2.20005480865948,-1.82340036897452,0.313512512604684,0.227968309726829,-1.46014874061432,1.05849438795499,-1.81780087744804,-1.97065271476942,0.43766563240623,0.333278849066319,1.38291053228261,0.420423903391825,-0.294377950261307,-1.60080243004717,-1.76733988580335,0.818036202055563,-1.46954167985188,-1.25460077848866,-1.48942907637745,-1.64089641659378,-1.84415034636295,1.75435008409426,-1.0578800152746,-1.18367422564934,-1.40022508970034,-1.52435374819739,-1.46662551786932,-1.61491142936872,-1.53192800497231,-1.90508306132724,-1.43571582221318,-1.42366290006938,-1.64291531297152,-1.28695334311141,-1.28572851431969,-1.21327902966071,-1.3176275918723,-1.43972178286502,-1.08607194324988,-1.03661006999376,-0.88533370987305,-1.23621449240551,-0.943371414859266,-1.14161503703305,2.007377787645,-1.71646762858027,-1.81309668169069,0.0658012192546252,1.4482651346928,1.22498541213402
"HPJ99_Vic_3 (GE) - TPM",0.539915410091806,-1.31203408682901,0.483082797839241,0.0812922544938172,-0.177367950318393,-0.550992727645831,-1.59711265966094,-0.750795028237361,1.60900941795548,-1.73752659897069,-0.92427138977051,-0.745647622740347,2.11234458472923,1.25474634526853,-0.109726678831915,-0.820302398243514,0.325849050179823,0.45994500209728,-0.0908348934719869,0.968262242990162,-1.01148488574759,-1.39682107354198,-1.49042191322879,0.194609476848231,1.07870145135134,-0.925983978400716,1.131905577209,-1.56787643907393,-1.79992509049138,0.731408538595397,0.685086693345861,1.55512169910081,0.567408339867288,-0.112217102926741,-1.0162220733623,-1.35442858112953,0.984255082675162,-0.830171546204223,-0.751341273053292,-1.28681182566174,-1.26876542513949,-1.35652100721212,1.38942541188293,-1.33962840220357,-0.840703475745952,-1.11965227974798,-1.10371224561872,-1.15218414448489,-1.20522280110679,-1.25865391253532,-1.40938412665249,-1.1035632390595,-1.16153551503694,-1.30226047792736,-1.22740794716997,-1.17672637632468,-0.813540854098805,-0.763340979184039,-0.991756134226502,-1.26581751894665,-0.781875562679208,-0.571101669417049,-0.902408025179015,-0.543839624134875,-0.564660557609596,1.60533778406703,-0.960377513281041,-1.3637835698387,0.486624334389347,1.88768702240001,1.1399288780728
