"","SP5448_RS09135","SP5448_RS00600","SP5448_RS09165","SP5448_RS09170","SP5448_RS09175","SP5448_RS00965","SP5448_RS00980","SP5448_RS00990","SP5448_RS01465","SP5448_RS09230","SP5448_RS01935","SP5448_RS01940","SP5448_RS02230","SP5448_RS02260","SP5448_RS09245","SP5448_RS02600","SP5448_RS09275","SP5448_RS03000","SP5448_RS03045","SP5448_RS03050","SP5448_RS03055","SP5448_RS03365","SP5448_RS03390","SP5448_RS03415","SP5448_RS03490","SP5448_RS03500","SP5448_RS03505","SP5448_RS03510","SP5448_RS03515","SP5448_RS03525","SP5448_RS03530","SP5448_RS03535","SP5448_RS03540","SP5448_RS03545","SP5448_RS03550","SP5448_RS03560","SP5448_RS03570","SP5448_RS03580","SP5448_RS03585","SP5448_RS09300","SP5448_RS04060","SP5448_RS04185","SP5448_RS04195","SP5448_RS04205","SP5448_RS09310","SP5448_RS04260","SP5448_RS04285","SP5448_RS04295","SP5448_RS04310","SP5448_RS04315","SP5448_RS04320","SP5448_RS04325","SP5448_RS04330","SP5448_RS04340","SP5448_RS04345","SP5448_RS04355","SP5448_RS04360","SP5448_RS04365","SP5448_RS04370","SP5448_RS04375","SP5448_RS04380","SP5448_RS04385","SP5448_RS04390","SP5448_RS04400","SP5448_RS04425","SP5448_RS04430","SP5448_RS04510","SP5448_RS09330","SP5448_RS09340","SP5448_RS05215","SP5448_RS05300","SP5448_RS09350","SP5448_RS05305","SP5448_RS05330","SP5448_RS05345","SP5448_RS05350","SP5448_RS09360","SP5448_RS05355","SP5448_RS05390","SP5448_RS05470","SP5448_RS09370","SP5448_RS09375","SP5448_RS05835","SP5448_RS09395","SP5448_RS06235","SP5448_RS06885","SP5448_RS07110","SP5448_RS09440","SP5448_RS07205","SP5448_RS07255","SP5448_RS07260","SP5448_RS09450","SP5448_RS07450","SP5448_RS07510","SP5448_RS09470","SP5448_RS09480","SP5448_RS08000","SP5448_RS09490","SP5448_RS08355","SP5448_RS09520","SP5448_RS08515","SP5448_RS08520","SP5448_RS09560"
"SPYO_Li_2 (GE) - TPM",0.443830454068223,0.314134947386516,-0.0106417493938942,0.258724935795304,1.16350903181537,-0.188756823381262,0.990332614295497,-0.872387132308978,-0.322469938689079,-0.226709431089505,-0.257221835278166,-1.34632074130298,-1.00500887156224,0.15066547701663,1.3328073161841,-0.92946310078256,0.697123113038628,-0.00199572126508983,-0.963892474511841,-0.930590946866514,0.389392202697565,0.441876768375425,-0.268152032874844,0.0198700954298684,-0.821462401167099,-0.237004254065528,-0.386494328962145,-0.286579328523226,0.242539339999244,-0.896099302823785,-0.836812559555005,-0.3942607446198,0.838537853795453,0.996718197928633,-0.266262481045132,0.413508218096542,-0.354826946892107,-0.417666444075439,1.54404999068497,-0.394853621365325,1.98844000652802,0.285946713188196,0.371772950565627,0.537109335696552,0.281582759610983,-0.159877389653139,-0.794217772624063,-0.997953983396675,0.289789444521054,-0.78568058103496,1.73985602298589,-0.336929085517394,-0.316962251181827,-0.502771145757086,-0.824825317563483,0.509595624749064,-0.217101335880229,0.656101279132436,-0.0865516811936875,0.161788505101868,-0.720293826935458,-0.42795354692676,0.614887069433779,-0.959192802990339,-0.785223412738854,0.419426078535735,-0.432198086882484,-0.166666666666667,0.511384264602592,0.219687207261506,-0.70681108653298,-0.213408357380898,-0.700386698309325,-0.735846668995097,0.365550531025788,0.0913990321798338,-0.709205810323095,-0.522191473121692,1.8625847377757,-0.574981579836122,-0.448530047160496,-0.515511945208211,1.96322845393318,-0.360006944981917,0.286177261080258,2.53807568195093,-0.498821928232261,0.788122724189307,0.690506807184027,-0.42658825548162,-0.717440057699668,1.16598423207126,-0.855474020239019,-0.639940523531111,0.269300795663977,-0.395007043901655,0.34368415826262,-0.441800812751269,-1.42616866115256,-1.14370414827886,0.28314266658849,-0.75793936406615,-0.166666666666667
"SPYO_Li_3 (GE) - TPM",0.845024071094373,-0.0978581710040518,-0.446191152879718,-0.624335729804525,-0.380546000724388,-0.570672997646442,-0.19742357227128,-0.630435168315191,-0.322469938689079,-0.226709431089505,0.118214755565832,-1.18495923240835,-1.01598924193091,-0.737553513576781,-0.896823939752537,0.895651417393145,0.308576850041682,-0.492849770046368,-0.536086178630434,-0.138452640050276,-1.06295299385118,-0.599253393527087,0.629155171472253,-0.842639320140992,-0.468660327735589,-0.862013373373816,0.601078510590554,-1.09315038848333,-0.15361527096041,-0.469726747788694,-0.058550454306705,-0.79615300970998,0.153797431771402,-0.550129991448206,-0.46010865770342,0.249889783396716,-0.497421742283619,0.542464532597319,-0.12501973739885,-0.394853621365325,1.74961582047047,2.95889211037305,-0.909339694498526,-0.407218280705796,-1.38524219344028,-1.34505010809132,0.137989923489111,-0.0769334462317494,-1.34928266979394,-0.164245577800167,-1.20494214721058,-0.638455584443901,-0.359729292495811,-0.294460419946039,0.358386156754713,-0.696566014256154,-0.942214985772494,-0.599093877928782,-1.04038698038563,-1.25072150995192,-0.407142415343116,-0.375969247295417,-0.467044033476102,-0.662211457518585,-1.36690787498359,-1.17470658588917,-0.438123324504935,-0.166666666666667,-0.289368483210087,-0.708661773343436,-0.0623936469678801,-0.912120366800245,-0.550393262686843,-0.735846668995097,-1.3137348486219,0.432138891554848,0.540790754874705,-0.158931841261821,1.78805663830597,-0.744881516875403,0.754698788489246,-0.361845288643612,1.27718840109876,-0.360006944981917,0.730601966918809,0.307681734228745,-0.498821928232261,-0.495369459523599,1.05582792743333,-1.51439328618101,-0.321969633954146,-0.72669446831562,-0.573584146951568,-0.639940523531111,-0.607491353533363,-0.395007043901655,0.30166916819215,-0.343248593530418,-1.09428993714443,-0.158354618102993,0.07595086404361,-0.159017029519307,-0.166666666666667
"SPYO_Mig_1 (GE) - TPM",-0.991882691469444,0.315565551535427,-1.2808906768273,-1.28099456423372,-0.380546000724388,-1.32924060029868,-1.37199604243318,1.15873371078545,-0.322469938689079,-0.226709431089505,-1.63738294996158,0.563824428568147,-0.56346145921776,0.139078840162456,1.25864719187662,-1.4748697880448,-0.38133111107987,-1.42576151287322,-0.293235538514029,-1.36530547841599,-0.798162685704794,0.218426477700512,-0.969310911584233,3.34667648693945,2.09297641092785,-0.308188235616677,-0.289400658949898,0.169543660985703,-0.65099058770325,-1.25801084989909,-0.372217794243523,-1.09500689044312,-1.0799259552482,-0.486906170316615,-0.428836603282816,-1.36473377675674,0.234873117606616,-0.47316405385342,-1.20449104224747,-0.394853621365325,-1.15559528777343,-1.11598195110517,-0.983902348028728,-0.615943861989918,0.83041138414645,-0.095427591086789,-0.811919401629525,-0.380956231441775,-1.00666691557644,0.221748285298718,-0.282898639262534,0.605612071701166,-1.37500035603945,-0.851866084947331,-0.776694095383763,1.03192918283453,0.358097660049804,-0.102726797443221,1.23747301389388,-0.475180371559427,-0.360425431560081,-0.11791578338836,-0.155291023616239,-0.449557751959948,-1.03172175398862,-1.40888506889363,0.478213219986391,-0.166666666666667,1.61968064159559,0.961374369964316,-0.999915103960371,1.99975497228488,-1.7268064196774,2.57704202262147,-1.94186052630465,0.322802230780599,-0.709205810323095,-0.114177795628444,1.09141953854508,-1.04655812628807,-0.0677267832877477,-0.948831975974681,0.188557075476721,-0.360006944981917,1.36948611283972,0.347705482353825,-0.498821928232261,-0.449950274053848,-0.08872071137222,-0.57833387818456,-1.16518770115705,-0.54117346156558,-0.750908047902355,1.43075378267028,-0.607491353533363,-0.395007043901655,2.32049550169194,-0.0443927111850502,0.239839017125531,-1.60017740053124,-0.207222461183611,0.523763505796408,-0.166666666666667
"SPYO_Mig_2 (GE) - TPM",-0.0645884731987189,0.167293836362043,-0.890167606224824,-1.28099456423372,-0.380546000724388,-1.06957617586686,-1.1040380523452,-0.372176222348297,4.03228623464801,-0.226709431089505,-0.697359288895397,0.798597325321993,2.02584873736598,0.402453404880123,-0.111332449632209,0.266022641395993,-0.38133111107987,-1.37186488607764,-0.430137693795518,-0.954182101480386,-0.0888871896838189,0.81946808971662,0.410442785688869,-0.0254942989011159,0.0905185922305511,-0.120875471441985,2.00275762242088,1.42248682152427,-0.68245256156375,-1.56321394668763,-1.4991376085813,-0.189815137122994,-0.89154956993799,-1.1344122312114,0.0818775991367371,-0.0309619354650204,-0.30072747405712,0.0750190347746759,0.706876043610116,-0.394853621365325,1.55195183848385,-1.30019446350291,0.821979549514001,-0.534004521926696,0.229603864130759,2.86975015029187,0.682333874335517,-1.19581563162435,2.57281541169547,-0.980015481870824,0.332948022845937,-1.53840910127269,1.18760926248079,-0.706571620208653,-1.28970222027096,-1.16638415954004,-0.481821978295249,0.376170790376432,0.263582029949274,0.445291903803668,-1.4431234602357,-1.04819193543933,-1.25218347520154,-1.57430339867733,-0.723340438865157,-1.21970194484698,-1.21143411543966,-0.166666666666667,2.70673787220085,0.773674530749251,-0.999915103960371,-0.0475471340414912,-0.845266252155419,-0.735846668995097,-0.800351138267462,-1.18545096450561,4.02340206373494,-1.19932949303631,0.461158614656837,0.780924779022334,-0.227181653273859,-0.635264471569142,0.983356151878606,-0.360006944981917,1.80728200879674,0.830963292148496,-0.498821928232261,-0.557735553708387,0.332668899927889,-1.35015952990045,-0.36983062405284,-1.47860253221082,-0.268687768682685,1.24655279590868,-0.607491353533363,-0.395007043901655,-0.297560138050159,-0.452798899370827,0.0283920156271709,-0.135262638003601,0.462497603197492,0.689256391315129,-0.166666666666667
"SPYO_Mig_3 (GE) - TPM",-0.991882691469444,-1.35123005823829,1.74760943111491,-1.28099456423372,5.02760397784906,-1.80617095171472,-0.297231164426164,0.565831478488137,-0.322469938689079,-0.226709431089505,-0.932554106662216,-0.445488766783849,-0.576965764148409,1.8566320659765,-0.896823939752537,0.0174337144001342,-0.38133111107987,-0.5018102081216,-1.8322202982703,0.697641118273377,-1.94283203863893,-0.746162289767962,-1.10988295940389,-0.0452365025162144,0.495569933831836,-1.01853067292403,2.6791465939182,-1.93862861282713,4.23744567393732,-1.81855334297701,-1.4991376085813,-1.09500689044312,0.932316328918482,-1.1344122312114,-1.82207686532665,-1.36473377675674,-1.60308705313084,-0.789460347585991,-1.74211388445419,-0.394853621365325,-1.15559528777343,1.24663195785404,-1.23348828004058,-1.06090223498502,-0.290587314215552,1.06363610062068,-1.75687725845259,-1.87754432123685,0.257650474101203,-0.373393756925752,-0.925399847823207,-0.774342756711793,-1.37500035603945,-1.24823277610659,-1.58384054494187,-0.553089065997253,-1.39391211140896,-1.13060521336792,0.00466637457479868,-1.71802159512259,1.51413129812523,1.06724647993811,-1.73056456847308,0.891249663335205,-1.87299317845283,0.286006083893995,-1.3847295550171,-0.166666666666667,-0.986050660390375,-1.99649729951495,-0.999915103960371,-0.5992975635914,-0.312284264173751,-0.735846668995097,0.637454108858812,1.93260726101376,-0.709205810323095,-1.30810114586546,0.135500280054131,2.66982660853416,0.575159854637844,0.0587966612514461,-0.21522889030447,-0.360006944981917,1.32008842197335,1.01259802741509,-0.498821928232261,-1.0629873463635,0.359576376896056,-0.854290177230616,-1.60157149172748,-1.47860253221082,-1.27455046871427,-0.639940523531111,-0.607491353533363,-0.395007043901655,-0.299223073869052,-0.794480194756625,-0.586901557286506,0.87300704686643,-1.60117662132258,1.51581233672463,-0.166666666666667
"SPYO_Nd_1 (GE) - TPM",-0.289287477863059,-0.775950066912545,-0.326317429977315,-1.28099456423372,1.13068300572336,-0.124594061733394,0.0835804302334742,-0.0137001084008617,-0.322469938689079,-0.226709431089505,-0.54493875014515,1.51386090873767,-0.523227621602671,0.11774041046672,0.888637082274017,0.287829896025045,-0.38133111107987,-0.376431725093021,0.929849084985022,0.423107810265762,0.20811911062834,2.16288554777633,1.07385926116914,-0.561156820581894,1.62309222987013,-0.402660251484406,-1.11481838884578,-1.21101130916488,0.704301863733964,1.27690842645623,0.0566486368589526,-0.923544753345772,-0.00590806977811558,0.0947337018613462,1.54397634865749,-0.691016134880866,0.229496799480875,-0.571126524313874,0.855667913254465,-0.394853621365325,0.895867573617431,1.19685204350818,-0.283361900725531,2.37244171687843,-0.620528653850362,0.807467096565208,-0.343586694912713,-1.6192771472958,0.606693313572132,-0.797347395937204,-0.875719116136567,-0.310345414110717,-0.598341895211047,-0.701022727816263,-1.36097689006607,0.375843375581403,-0.702836777833301,0.188498393643773,-0.564382884134998,-1.17396091398944,1.14945786106279,0.525923712922749,-0.280719375618623,-0.665209213718492,0.740224382929714,-1.01438814127573,0.84278865813598,-0.166666666666667,-0.58634156270046,0.745837722527859,-0.569605998380125,-0.138148358948428,0.636369601215131,-0.735846668995097,1.37359882621156,0.417442054052335,0.00795764731937024,1.49399014254246,1.34774474145112,2.41507442785729,-0.468231260235748,-1.06575293845283,0.336376220075778,-0.360006944981917,1.391042770919,-1.19141802843088,2.92015211378601,0.5130040239612,-0.108944601256029,1.69454740316204,-0.871201000109687,1.97254926573526,0.183670948726721,-0.639940523531111,0.679736465828448,-0.395007043901655,-1.32817917381326,-0.794480194756625,0.214249664417929,-0.448351579245658,0.202990155799715,-0.550867870362183,-0.166666666666667
"SPYO_Nd_2 (GE) - TPM",-0.991882691469444,-0.395171224445689,-0.0266054818789827,0.388646840236556,0.45662538431926,0.179266568521263,1.06499585990771,0.849469114745152,-0.322469938689079,-0.226709431089505,0.357972562303216,1.6496378971035,0.385474953502473,-0.726290375476908,1.74074123976109,2.3607881382064,-0.38133111107987,-0.905731577206344,1.34567138616746,0.0356168865340417,0.48891593075839,1.19124743017007,-0.953613962871167,-0.144192429372611,2.93593043788445,0.438708563462694,-0.850273795383846,-0.0576065291851406,-0.193200563213578,-0.103768881444173,1.0864263018752,0.42474366087089,1.09929398527977,-0.639207431580432,0.841756364887854,0.128136276058502,0.271112542502691,-0.305661192036025,-0.508611553303886,-0.394853621365325,-0.303262849237931,-0.441654695326299,-0.685778353864588,0.847037513282675,-0.0296381586004254,-0.0873638764599142,0.652097187420917,0.840815271779103,0.544817734196838,-0.144290425142146,0.205287858003593,-0.655852578646462,-0.0842702870122719,0.87372236467199,0.144587798696769,-0.0206501113207957,-1.39391211140896,-1.34406736134539,-1.15265552481186,0.0921855808175858,-0.255914576462375,-0.521123385078054,-1.32898118729014,1.28507674415808,-0.264507666410061,0.279136975749364,0.0683460172637516,-0.166666666666667,1.0067811063719,-1.08767482869521,-0.999915103960371,-1.04144028927825,1.11521550210947,0.530981921304134,0.134359207942486,-0.305829891669657,-0.709205810323095,-0.760242267677846,1.45029789803233,0.104020525673696,-0.626436127212584,1.26670749925202,0.902937114009723,-0.360006944981917,1.2057858239662,-1.30457648942,-0.498821928232261,-0.178947929180714,0.205476759518147,1.17892762923245,0.0870890546469304,-0.164222782122164,1.25875264878159,0.943701424019251,-0.607491353533363,-0.395007043901655,-1.01731077699725,-0.220822364499325,1.39010401971392,-0.625664704188253,-1.20139689416915,-0.734009875640195,-0.166666666666667
"SPYO_Nd_3 (GE) - TPM",-0.220020625170691,-0.719234857903162,-0.635478239378906,2.30604137817025,-0.380546000724388,0.944918508355529,0.668708324733733,0.138265482975958,-0.322469938689079,5.18540069058245,0.0644424084235583,1.99175260237774,0.970799934146944,-0.0658674963164372,-0.896823939752537,1.14262802036896,-0.38133111107987,-0.575968817653602,0.501913474832077,1.72926210721985,-0.0620711491496771,-0.799524504348818,0.448203770496382,-0.688316370058738,0.178534939063803,-0.580994865333329,-1.21206354971398,-0.27331400322552,-1.00467018013591,0.0943035589433012,-1.0718459180778,-0.153176397103214,2.03446812904884,-1.1344122312114,1.34755408352563,0.115541298694895,-1.29335581380758,-0.309742886381478,-0.519018309394249,-0.394853621365325,-0.592167608425645,1.89075423308201,-0.0749461911356127,0.49494103578572,0.462987619492604,0.904568220464235,1.1095033658323,0.676016641765171,-0.236318190347645,-1.03942690504248,1.38140488154308,-0.124846954130788,-0.0951598595906183,-0.346495892952872,0.986928482749413,-0.48075570617864,-0.255102399326856,-0.658674124434918,-0.144570949905463,0.534985916944176,-0.861518717974407,-0.986003699248248,-1.1332715865536,-0.0842934285600623,0.997854028592306,2.53777046265211,0.181453171352175,-0.166666666666667,-0.546935386052761,1.12652118332725,2.78194129181082,0.37821015670612,2.48902887425361,-0.107776334431592,-0.833328045674342,-0.909029685957377,-0.709205810323095,0.32160903617796,1.01700190636063,-0.285977124458712,0.518580701123508,-0.126764590745416,0.136134496409864,-0.360006944981917,1.59400268230811,-0.934749812201024,2.3182087583043,-1.47784773065393,0.0856325876927106,0.0974514304520716,0.638999824475703,2.31278845267375,0.490738932246844,-0.639940523531111,0.806640575426927,-0.395007043901655,-0.848732317496097,0.343155845527159,-0.0608061164802692,1.48275093938918,0.380857798636818,1.9362811826038,-0.166666666666667
"SPYO_Ns_1 (GE) - TPM",1.30660960600703,-0.22203651688453,0.135491338872937,-0.130661066034774,1.59700702794307,1.04889426313447,-1.00249607783045,-0.904856388777416,-0.322469938689079,-0.226709431089505,0.806128642636676,-0.00197666292729576,2.30190469057572,-1.00134425415233,-0.896823939752537,-0.617450372191186,-0.38133111107987,1.5123773335754,-0.581092704484982,1.51026283053719,-0.104676307284209,-0.433844949240122,-1.52571228569116,-1.43484539652434,0.880499546853835,0.351067690785685,-0.446875228275703,1.55255191217726,0.273223631411172,0.206765047338898,0.0277569530699037,-0.197524201389477,-0.636477466993125,1.20511768668334,0.0656625740552421,-0.923929518005609,1.71731646776789,0.0676566978591372,0.443205914225582,-0.394853621365325,-0.484473211342927,-0.193935368208328,0.581765214688903,0.202578290605779,-0.984968887483239,0.901505796522647,-0.618788978042474,-0.187737449761406,0.981503860343452,2.179787144821,0.313395073635361,-0.248096138506151,1.67394183345132,-0.174136576396191,2.0615756552443,-0.991790701625757,-0.0374286329660166,-0.0513797661278611,1.74105806516225,0.232966963670336,0.117518292529075,1.47497035484387,1.58958416212641,0.108535002939604,-0.733131454063899,-0.826188114328373,0.028989274168824,-0.166666666666667,0.0600461697349318,-0.87398295044447,1.25244789620482,-0.486691644527919,-1.22939578798348,0.760394578663792,-0.621441513700575,-0.324679591427514,1.16771524101016,-0.876719948617292,0.5026221960756,1.21834081183402,-0.605397914785398,0.405353726866165,1.98555288388505,-0.360006944981917,0.553206090912065,-0.20370308993244,-0.498821928232261,0.19899999781726,0.435851397219015,-0.102069761806965,-0.190640716798603,-0.631836961213325,-0.992389342588139,1.23048647892396,-0.607491353533363,-0.395007043901655,-0.730697087792959,0.560605274608701,-1.22787163917368,-0.394379135902341,0.130137871785687,0.84667623198125,-0.166666666666667
"SPYO_Ns_2 (GE) - TPM",0.139411250354509,0.0382131582181841,0.319100834753957,-0.269955005604258,-0.380546000724388,0.0331101809638884,-0.545740851786102,-1.20269658754637,-0.322469938689079,-0.226709431089505,-0.917918956567231,-1.32558601713279,0.194336213248593,0.310420210029753,-0.17810240602633,0.254328083442405,-0.38133111107987,-0.349934999660996,0.90463283854972,-0.435284207887267,-0.599886679694458,-0.510016253746476,0.667908565112108,0.440864493406606,0.485998040171433,-0.101142177518664,0.796960616590888,-0.767044987506418,0.960848598160511,1.45232985332691,-0.0900346425536357,-0.266760100176439,1.40139611128901,0.484873717950385,-1.04780547510208,0.194660901934676,-0.0142153961799862,-0.789460347585991,0.648089710926298,1.25406169126797,-0.329797067638292,0.342399538419223,2.44666522015646,-1.36202266351274,-0.153927521678141,-0.746071129232154,-0.881634782885877,1.96909279314595,0.283902910234703,1.04384465264744,0.487909804656185,1.79444794981839,0.813458576393084,1.83561109617668,2.00463113867259,1.2076220318053,0.831577967617889,2.47035486087012,0.169575073437776,-0.565642916120234,-0.203793700795788,-0.369147500369138,0.312113662986034,-0.711205135837857,0.698385407012652,1.06860594364961,0.190568796167334,-0.166666666666667,1.74923845992987,0.433880860424197,-0.307046614974435,-0.976753523305896,-0.0587009397240688,-0.735846668995097,1.19156888093682,-0.439661146844631,0.445545402407673,-0.180144095419249,0.362388376325139,-0.767868216115037,1.30256966242303,0.732227072334998,1.58830829874622,2.70767636826598,-0.468913230416741,1.31370258426902,-0.498821928232261,-0.853579585599478,-0.457171439296794,-1.03139021412908,-1.53526739169981,-0.610333397763214,-0.173279841877013,-0.639940523531111,-0.607491353533363,-0.395007043901655,-0.76968767185158,0.456067814060245,-1.22772439374227,-1.60017740053124,-0.0518403656490515,-0.325935756256842,-0.166666666666667
"SPYO_Ns_3 (GE) - TPM",-0.991882691469444,-1.05804157233776,0.761902302526679,0.639074125475656,-0.380546000724388,-1.1443708693923,-0.0456835839980595,-0.338541773363535,3.04070234429767,-0.226709431089505,-0.936237025080211,-1.16936197871289,-0.100975326700774,-0.316528783928622,-0.896823939752537,-0.956291712308814,-0.38133111107987,0.442055678662459,0.658280636708146,-1.00786194969639,-0.868982719759675,-0.0752944421589789,-0.831852959238832,-1.23694722542128,0.435066854043675,-0.314199397300746,-0.772012082061666,0.162721059724182,-0.00927726136924036,1.33661896590867,-1.10268838330184,1.00222819790241,0.100316539036991,-0.906620268640473,0.261020188425566,-0.334663593696618,0.695908457065524,-0.566914929430005,1.28404867335071,-0.394853621365325,-1.15559528777343,0.164357174408611,2.07797544090258,1.06027524450315,-1.07345633850552,-0.727041719531364,0.459357386527131,-0.561298966222535,-0.959030082768149,-1.06072267892442,0.0318097508413807,0.230650386499231,1.39573954740154,0.14618114332969,-0.107283456717358,0.135757470089597,-1.04170912559972,-0.733200029548579,-0.00120516574896996,0.876470406989166,-1.48641261705003,0.0716965497564378,-0.252752291157211,-1.60709133788502,0.790632574452578,-0.173454324879643,0.104280449241885,-0.166666666666667,0.236207442379152,-0.547570959784646,0.315913817409271,1.54665096437126,-0.173965398435504,0.429624146311851,0.923294465603955,-0.21811339414685,-0.709205810323095,-0.720071746301957,0.390117151924006,1.7761670091721,-0.252198815234244,0.7789751085876,1.96885652664288,1.58194235088086,-0.237548704999457,0.100862225744962,-0.498821928232261,-0.297574969580803,0.11657216193904,-1.28591576547111,0.438936966197286,-0.159456221987467,-0.87808806748367,-0.639940523531111,-0.607491353533363,-0.395007043901655,-0.0101694643051741,-0.00284019231816613,-1.29115053861944,-0.340748167922789,0.115194090175359,0.712326310875971,-0.166666666666667
"SPYO_Oss_1 (GE) - TPM",1.19561967069812,0.738399980081903,-0.57172664357003,0.0223221313181207,-0.380546000724388,-0.0433829304978874,0.166276867198336,0.486620390602103,-0.322469938689079,-0.226709431089505,1.23164133346353,-0.733958768514866,-0.478750515404512,-0.0608996563486245,-0.896823939752537,-0.507042948348418,0.440254025585153,2.16877086460772,-0.123326698620888,-0.764986000978113,-0.530560359619499,-1.02968524647723,-0.719827606229528,-0.628861761641005,-0.641265236960329,1.63226692372903,1.1651223963421,1.23923489413269,0.642249291124376,-0.36287454119785,-0.742281540025427,0.0616476787722418,-0.246350132884253,0.315170029075508,-0.948737421539792,-0.228537467001604,-1.01788938933753,-0.336277874789037,-0.39409876610339,-0.394853621365325,0.707322979740878,-0.912081635935494,0.30289342943684,0.715333324979833,-1.06778815213767,0.0158000304773626,-0.402962126602802,0.936821827591258,1.93230603951918,0.895240922696961,0.557022262844886,0.788568215139589,-0.0651987087754842,-0.680327173867412,0.208675454099736,-0.749835582012379,0.39911761619369,1.72264489100266,-0.149493621837268,0.537982918399888,0.14279690292749,0.2379841586362,-0.225886045483685,-0.191473735118924,1.21573018521753,0.0993605812765344,0.880581139767883,-0.166666666666667,0.465840852921267,-0.380726487956796,-0.553331653350106,0.428274310219561,-0.429054582121698,-0.142517281612562,0.152570181347858,1.54838494945864,1.15151086730721,1.12954303196345,-0.727703456444917,-0.866930529225252,-0.447688783082527,0.678351103305712,0.0396647409018781,-0.360006944981917,-0.451415079204044,-0.0702965232163978,-0.498821928232261,0.899057434005189,1.1362058674979,1.4975164186818,0.177645767376215,0.87187155558396,-0.0191517115319456,0.472626693433577,1.39637505629986,1.12338563154462,-0.657671741438428,-0.25712565231331,0.584079221548881,0.138568811568461,-0.0408427921425807,-0.509894843573478,-0.166666666666667
"SPYO_Oss_2 (GE) - TPM",-0.0670163812878776,1.67786591358226,-0.491302206543677,-1.06057995376283,0.282559757467569,-0.244726442681858,0.36940287041997,-0.639742211768283,-0.322469938689079,-0.226709431089505,1.04131554059174,-1.36999567142054,-0.460797818400272,0.497505166844054,-0.635678986793386,-1.11623115208018,-0.38133111107987,0.707756124523738,-0.993173355731096,0.164758669432331,-0.8064117020597,0.110043616504375,-0.720522936848072,0.22639036997194,1.07887057584987,0.530128702393046,-0.0858622545211545,0.509093538359614,0.173701025919254,0.0065877367683033,0.292836595691057,-0.342655461467539,1.11331672101297,-0.349929723089447,0.973628075539661,0.187259164356363,-0.118573170784633,-0.597856805140172,-0.276567200481874,0.279164936277601,-0.930557118585106,-1.24241173576258,-0.898949681276281,0.55318244518106,0.158266676870189,0.678076405057295,-0.659721059567296,0.388934807739813,0.520941408886909,-0.627428342057444,0.0407018239154127,0.350081828031313,-0.523033685974133,1.45298192303372,-0.508157180124419,1.51320868211426,1.03195997621398,-0.247816355357895,1.08745185632778,-0.557015214407362,-0.192427066007672,0.303795472855561,0.973163946544989,0.805836298125119,-0.216731592795114,-0.466705540581918,1.96329290746794,-0.166666666666667,0.680122585936311,-0.0731792949183436,1.2658469558601,0.0903292323743953,1.04983766014513,-0.735846668995097,0.335180685333072,0.972071942977815,0.234837513519044,0.536175459553358,-0.690038810520453,-0.135209097188834,-0.39433547074416,3.14707371583878,0.0874116171291006,3.81986302765379,-1.27094003997355,-0.824078559092863,-0.123772652771858,0.430267017281748,0.083201649415415,-0.379214482459565,1.22098101395919,1.26609565650252,0.574911248907435,-0.639940523531111,-0.0426741247853174,1.53090204888536,0.570242552448253,-0.56728907405711,0.37585666601709,-0.28612502260759,-0.176219800249462,-0.742923370596436,-0.166666666666667
"SPYO_Oss_3 (GE) - TPM",-0.991882691469444,1.25631101256241,0.202727459156592,0.426663890800084,-0.380546000724388,0.603750791456367,-0.768824085750491,-0.748648097307598,-0.322469938689079,-0.226709431089505,0.976785837556982,-0.573439612542628,-1.34387984277981,0.31958543336243,-0.896823939752537,-1.44265140006283,0.515730727129009,0.421118074330247,-0.989562638330808,-1.0578326542573,0.295574047823804,-0.56620138140726,0.725441930946489,-0.554818325789583,0.483115429942302,-0.591660702261502,0.0837482843788521,0.466186619199404,-0.174723732599658,-1.16086731796529,-1.0583982519181,-0.317829566339994,0.330178054982288,-0.374691616444984,0.902410755380213,-0.983018254059972,-0.964128935881512,-0.542052815568197,-1.32158432678437,-0.394853621365325,-1.15559528777343,-0.757102567864712,1.4723192595417,-1.6247065295971,1.73431661824311,-0.976247505940178,0.460565967224105,0.756381966721025,-1.19395567555993,1.10007711559157,0.665324297817297,-0.0597925016854522,0.16513901787363,0.301960930740295,-0.321137724759121,-1.21706181392361,0.563838183806749,0.793788626717952,0.209054988187873,0.477348350828553,-0.266743765224909,0.725821339203895,0.323071782997425,0.130432020115073,0.759182929822551,-0.207218067227818,0.705545030975926,-0.166666666666667,0.146286966982191,-0.0850583134518383,0.950524130273933,1.18080794007652,-1.37873943013196,1.85550084665069,-0.308403290853442,-0.958338288238061,-0.709205810323095,1.02662135449001,-0.984380738608988,-1.04655812628807,-0.0725534739914977,0.22328455542923,-0.0451496043358911,-0.360006944981917,-1.10782422453535,-0.60291512534335,-0.498821928232261,1.46601842662696,0.366894807600244,-0.375405178767949,1.06257088311901,-0.256504679337003,1.88249341994259,0.979760301805654,-0.607491353533363,-0.395007043901655,1.14590429790275,-0.794480194756625,2.46524720164162,-0.271241466192727,-0.783411525861788,-1.09714605400009,-0.166666666666667
