"","lmo0041","lmo0074","lmo0077","lmo0142","lmo0269","lmo0334","lmo0354","lmo0412","lmo0450","lmo0455","lmo0490","lmo0491","lmo0516","lmo0773","lmo0786","lmo0788","lmo0813","lmo0814","lmo0825","lmo0829","lmo0883","lmo0888","lmo0912","lmo1029","lmo1060","lmo1061","lmo1133","lmo1169","lmo1170","lmo1307","lmo1308","lmo1309","lmo1310","lmo1596a","lmo1597","lmo1604","lmo1625","lmo1626","lmo1634","lmo1717","lmo1750","lmo2170","lmo2172","lmo2233","lmo2234","lmo2235","lmo2236","lmo2237","lmo2238","lmo2302","lmo2335","lmo2336","lmo2337","lmo2365","lmo2409","lmo2469","lmo2536a","lmo2563","lmo2566","lmo2637","lmo2638","lmo2652","lmo2820"
"Listeria_Ns_3 (GE) - TPM",1.01110011572388,0.816597803054483,1.29650135340807,-0.147155438532585,0.850062527538602,0.829668851726934,1.80001064006118,1.23065175312046,1.29820088362132,1.40855814639497,0.625999936274931,0.119403268276679,1.6539303096824,1.13873877682971,1.44599280605995,0.833605601647601,1.4006764962322,1.37019374132074,1.81944153482021,1.32308264685249,1.76831910570395,0.546718985261662,0.98673574298874,1.3090573658386,1.84106019389653,1.12108067617122,0.0857884234590022,0.273290484072396,0.350311334777827,0.517998801162102,0.705958610469977,0.523665583275563,0.58704462710711,1.27847989863259,1.45889833811977,0.932294395947369,1.14318759460352,1.51399060285541,0.729099067771011,1.2661331685672,1.01092133547158,0.551459838472528,1.46333809791492,0.690909465216256,0.79231766104841,1.49095522472577,1.73322608520305,2.55239490379506,1.70921065317955,0.595756818216423,2.02199579063696,1.88063831408845,1.64252799645632,0.605732007326323,1.05198485938795,1.29004501581388,0.163056565359597,1.20541211832227,1.37994995393404,1.8686804410891,1.07743868724184,1.57479400480957,1.42116661782531
"Listeria_Oss_1 (GE) - TPM",0.520194553641767,1.68608041192964,-0.117345960072784,0.423124211874717,2.18220581163782,0.00503907528916437,-0.0941852997920612,-0.0718242491514755,0.00432916115725461,1.248651939837,1.09105894009536,1.33782789160494,1.02157351705082,0.212623278284015,-0.414912896495487,1.32999581879826,-0.528389928868934,-0.21655832928173,-0.120791416208005,-0.332063902977431,1.00007416369941,0.229754598968128,0.646472303531546,0.164613570288284,1.04473675425732,1.34434281978896,1.37999014621415,1.63738076839384,0.267395241809458,1.34001129999912,1.5955193517233,1.52234471688318,1.45630972166942,0.323699931973984,0.31993378052876,-0.180580314198955,1.83008198230693,1.84202311452627,0.321739652020317,1.60752148668197,0.445336358245293,0.644492848291475,0.401015177778704,0.237152805643023,0.988892616883422,0.290489861520838,0.365962113902384,0.283421341099669,0.830181174670137,1.80813638234288,0.144279812830199,0.643533936861894,0.944360432344855,0.411176097044976,1.94864275232023,1.48064630189243,0.0662643750277897,1.34343861585576,0.544558497924229,0.504671283105065,-0.426364207804908,1.17814133405961,0.278143940122165
"Listeria_Oss_2 (GE) - TPM",1.24511991093283,1.16997942882956,-0.0371415052152454,0.485285943731939,3.24753081544653,-0.566385773723307,0.0590628950188191,0.0729617696836374,0.230266295520903,1.4407149201896,0.802286055183384,1.24591490264463,1.33741786321638,0.34224474049989,-0.29872067332952,1.35995902583469,-0.508563650585283,-0.167724424570891,-0.141136553870661,-0.287538766672524,1.12058466453397,0.0141771452653136,0.646908446225904,0.687321056500775,1.56359454994641,1.25342903348196,0.0646158615011299,1.55409276244225,4.0418866883192,1.2754592760742,2.31272860446051,1.46422882515403,2.04139545160692,0.601664841432473,0.155847719246149,-0.230469960554062,1.60146216840213,1.19769904502854,0.344639324808402,1.41456465070474,0.433201148271239,0.22080086557534,0.519273080797292,0.89562967438646,0.464650684456198,0.424340594025777,0.546108394988056,0.890519297055654,0.895437153788986,2.01380486660241,0.162685897876286,0.808236939245235,0.785921181622789,0.219200330520762,2.30059369010781,1.70701989291285,-0.389225946065109,1.45281537533922,0.288733218030452,0.554530233903146,-0.574316024705561,1.10319539655273,-0.0198167964042622
"Listeria_Oss_3 (GE) - TPM",0.575091263628068,1.20047025149046,0.0631525067776865,0.181913500824243,1.61768152192519,-0.314082405277344,-0.127307290937821,-0.0297131462785146,0.0954791653709147,1.25554484177379,1.08119251612733,1.57054892031219,0.924049063802872,0.263400504547299,-0.458593083631354,1.32044420418803,-0.482050981358316,-0.168891786442815,-0.0255598127844131,-0.310644337496017,0.976328310082331,0.428039157474489,0.74673756672525,0.119432617948048,0.944859812124589,1.19511272942041,-0.58963056928,1.64093421154352,0.408299432352731,1.20296932043126,1.53889095065446,1.4398009157179,1.49401966493308,0.00935006878926639,0.343562048044111,-0.185744637628024,1.62814550809282,1.43329735913201,0.299078970410376,1.4275423686309,0.392110583427328,0.69197576370332,0.439310306530766,0.685000472414414,0.655667836021155,0.274928706941988,0.601689417210398,0.326630239304015,0.687430632151403,1.44347909877474,0.129631935862995,0.563881441202513,0.883999661366893,0.429973387741674,1.87518420580725,1.55233815710177,-0.213092209908527,1.03278771774818,0.309563795068418,0.442911456671203,-0.341348164059073,1.0218074438631,0.572313583573769
"Listeria_Oxs_1 (GE) - TPM",1.33334614255991,-0.901582850022343,1.12113492458448,0.415183296146965,-0.219345206937801,-0.130988889422508,0.209835322533837,0.224702106423385,0.386175144055238,0.911883794483756,-0.630233102246935,0.609979854658472,-0.329086206586127,0.692731563878015,0.0473750295582365,-0.110447332744509,2.31703517619953,0.714123273986748,0.764390842855356,0.449634928215909,0.0940827818739249,0.281923842380613,0.117453814677447,0.309840048351299,-0.318264050604321,-0.0727133460287776,-0.58963056928,-0.656969603281984,0.545174607022218,-0.107088113582597,0.343662623662471,0.826979192173979,0.423990463547646,1.18194491764067,0.853929646688832,1.06280178747665,0.34633041800699,-0.483064872044,-0.800593042219274,-0.263168857447597,0.374000887914915,-0.816659743233501,-0.260878583530508,0.155487669029614,0.564312524777286,-0.0360241029380146,0.0653165641639554,-0.594386746334933,-0.471820033322769,0.245988140604579,-0.724918600799044,-0.877081698750673,-0.878367125471482,0.0914762464915999,0.210340371403681,0.523886274228964,-0.238425850813789,0.344798567474356,0.592409185206309,0.610184481477661,0.555134389132535,0.585328887729305,1.24079584505383
"Listeria_Oxs_2 (GE) - TPM",0.916482435319253,0.435875803813558,0.937739187443576,-0.354639860149903,-0.451443160886468,-0.812471272755175,-0.22004722994015,-0.0732522106360349,-0.757975114475645,0.34613963737137,-0.795378469056603,0.131786851713992,-0.0235881984337112,0.827661133212493,0.0429341803481648,-0.673926654682875,-0.127793252654872,0.0751546617466033,0.401052439187206,-0.220065273646275,0.270901591719677,0.6865503569622,-0.624308464698858,1.02775312380339,-0.37729221775945,-0.336755421275422,-0.58963056928,0.401112761209414,-0.0814170727034038,0.279456480919571,0.220720709794581,1.06842682709525,-0.213421782252098,0.751222550775712,0.40849017479849,1.26633620247856,0.0201641383522898,-0.126296074546787,-0.826226229333008,-0.621287244981694,1.92771869486796,-1.01546954616406,-0.78225271710682,0.507849009472147,-0.409896240554454,-0.625395449888308,-0.488557410774732,-0.827781926419603,-0.85309025438883,0.184801056090579,-0.718823843756549,-0.82934749379054,-0.850941188509819,-0.519392510634118,0.781670419720345,-0.14079724615762,0.140385446662096,-0.0484432222901995,1.22045970570363,-0.235419550919627,0.666075656402346,-0.675984415193723,0.670314889628515
"Listeria_Oxs_3 (GE) - TPM",0.746192568574426,0.197909322168331,0.535950428422927,0.359861373437244,0.138436696416269,-0.415235030908612,-0.0590027959873238,-0.574453358172075,-0.661042419327424,0.196855941166604,-0.584419352468202,-0.452957462020715,-0.154382260211153,0.0135711644642614,0.0931469095289123,-0.892422938977296,-0.0314332369350486,-0.169138915011676,1.31536380764278,-0.308971793924794,0.753176756505696,0.575588488005706,-0.801277605608449,-0.180127205966468,-0.477918499419715,-0.360487412732883,-0.58963056928,0.228706794328462,0.307832475398398,0.841465753515613,0.374889343539637,0.0976885024487536,0.562588947005809,1.03679503354836,0.23919249470266,0.903707203257872,0.0107918626183129,-0.226364190589992,-0.830157466998573,-0.608169371455828,0.135952044860474,-1.05089125477629,-1.06308380736337,1.01310942637904,-0.709296470676247,-0.970854103319401,-0.61935955072202,-0.787653825811118,-0.953279669598587,-0.317827380139046,-0.705112173808129,-0.830924529950214,-0.831226427482819,-0.835941676860172,0.664579417138831,-0.195542807695362,-0.674839028233833,1.46964785435682,1.02465952567994,-0.846288129501563,0.123709408233271,0.040021661390829,0.436580015095539
"Listeria_Sp_1 (GE) - TPM",0.0154266601960857,-0.195514738062609,-0.291411665672013,-0.509598857622086,-0.287759656103833,-0.0680748074259532,-0.928450118104587,-0.912049117305681,-1.16017703801567,-0.0916011404082432,-1.23745700535172,-0.566448191448328,0.327432563984047,-0.999108736432514,-1.08144899678903,-1.2550236305294,0.00392965207778569,-1.20231683871112,-0.195013413717819,-1.33413787138782,0.155177189344464,0.210706491539916,-1.30292011384306,0.00484742666338491,-0.348145285018454,-0.115367380376,-0.0634965777091804,-0.337491567636081,-1.24292692741784,-0.756365719363263,-0.713107509704328,-0.597104016701333,-0.886414911836273,-0.868077758815668,-0.968931637003428,-1.05747490068917,-0.237590015897061,0.150131141345951,-0.830690971381761,-1.00632223733425,-1.12585067660074,-0.866776621004093,-1.02603373778017,0.47020454806477,-1.26277437389153,-1.08867726110674,-0.818906119030386,-1.0276458941464,-1.21466873451783,0.790961845633253,-0.88425177830593,-0.935648388436111,-0.905911700505434,-1.33818592028209,-0.503236279035455,-0.958105018688354,-1.25627727743523,0.105065959331598,-0.67589555466223,-1.15002567775912,-1.53397501551061,0.438811027990401,-0.25244458345965
"Listeria_Sp_2 (GE) - TPM",-0.274517251393371,-0.119639647253448,-0.831372605023215,-0.406494109818254,-0.537641693973751,-0.775923675808364,-1.00718710215052,-0.984370901057453,-1.06851586948182,-0.597684417486491,-1.03946657183656,0.405394254841377,0.471918287819027,-0.726009106286894,-0.867327154241415,-1.24718650990939,-0.0955243318382506,-1.17608642895592,0.133667284407929,-1.26926040833808,0.0963383637103161,0.455279570180863,-1.31550629577358,0.216226751939219,-0.920294122770704,-0.848957007289503,-0.58963056928,0.438817068055758,-0.788725633410997,-0.990866528018079,-1.14717273348529,-1.0954168373574,-0.652549530686192,-0.555225908176995,-0.936586737585705,-0.97104504271312,-0.455720572252249,-0.719020598824345,-0.822897211362295,-0.991942472660915,-0.722264244866874,-1.09713097607702,-0.820850677925201,-0.438473588912696,-1.12354857718136,-1.23865762436757,-0.996077553101981,-0.854993759473974,-1.19956864046871,0.0555728065775315,-0.875956528147307,-0.82153180112633,-0.897228917530334,-1.31424651323153,-0.781157049174683,-0.897919122747334,-1.27524602768531,-0.102525473836894,-0.0543619331294393,-0.976961323803129,-1.53472509828948,-0.496072623074491,-0.326295925809032
"Listeria_Sp_3 (GE) - TPM",-0.139354709966696,1.67629015450936,-0.0750236867619921,-1.43723362838727,0.0261881959973174,-1.43350681405212,-0.862645266377,-0.80624660993335,-0.954507364996344,-0.0729732162682047,-1.01995816108842,-0.733033604655729,-0.0850884443585521,-1.22229194497356,-1.06188068140724,-1.15795336151989,0.442033248024743,-1.13226408618357,-0.310674699540485,-1.22552105417965,-0.158158364191458,0.260969520228221,-1.12913583283584,0.551216274996098,-0.00418336477461267,0.0496335082803836,-0.58963056928,-0.633894170901034,-0.472499905055897,-0.621855215223282,-0.80720238322276,-0.360108018273965,-0.919578402017801,-1.1065287677349,-0.746935987895898,-0.821201857756195,0.0203123602670173,-0.472467298944838,-0.818513502685724,-0.791702693215356,-0.737087766375253,-0.704118216136323,-0.490887883903184,0.142767254184377,-0.713297754831442,-1.02921234955013,-0.996077553101981,-0.342849984235112,-1.10202237626305,-0.272783477748276,-0.875772118175598,-0.902813862255878,-0.931823388552824,-0.857255652492331,-0.272122045107833,-0.587961991135515,-0.842417069948411,-0.0502953701556244,0.158429426041699,-0.576105238029991,-1.44647433045931,-0.318545694062624,-0.0979743671391445
"Listeria_Tm_1 (GE) - TPM",0.188588273779241,-0.537113786873376,-0.801378424994524,-0.664509960419216,-0.578620860449521,-0.420450269197047,-0.0430454387719335,0.330643148873645,0.0605700245096472,-0.602318841555364,0.756797159024102,0.655618930987871,1.15117143375004,-0.410505961632341,0.255954757024122,0.56416955498037,-0.441327516932956,0.588281046686598,-0.485058315296061,0.303990187160086,-0.304862348732637,-0.68990977905754,0.400741377325875,-0.666368559261781,0.337500741543022,0.482561687394346,-0.58963056928,1.15743346333106,0.671020135512887,0.371379866554935,0.641470586813537,0.342133217622964,0.432813472519977,-0.950220577582992,-1.20320319440434,-0.0560200622354289,-0.386770436661026,-0.600832491731189,-0.0875625952509747,-0.866858182189966,0.668135902736905,1.35091402401833,0.692756382939782,0.0213151687860589,0.505808352178146,1.04974788865444,0.686386318954643,0.973317645476842,-0.0760580439851257,0.583346647294149,-0.900422139098815,-0.962069332378407,-0.941598676496002,0.36401927230706,-0.336904717446823,-0.241665540122806,0.230939314038014,-0.59253033240994,-0.766189171388704,-0.458922745950805,0.420603681889994,0.455094561469971,-0.212598090717689
"Listeria_Tm_2 (GE) - TPM",-0.688098811527874,-1.19064105301492,-1.11639347942823,-1.00213976061191,-0.565451606200953,-0.76533869675612,-0.29652280588545,0.352702012821834,0.146766188696403,-0.476577457332412,1.05342600357976,0.655978116316682,-0.197818311036318,-0.650841663836662,0.432909357377767,0.514411240453529,-0.465052214112515,0.96607966425763,-0.397340900196231,0.320924038262975,-0.513804183461703,-0.974692491255334,0.611000351379256,-0.267176731345164,0.245937098394028,0.0467683340270312,-0.58963056928,1.63953790443839,1.10222199822097,0.555316689294793,0.282892871094325,0.393883232961177,1.04835288631352,-1.25789573946739,-1.1502378459076,-0.0677846454852007,-0.461609784721003,-0.721585672158563,-0.0785486957583208,-0.822271282156383,0.226587482529878,2.55010953485266,0.389574662025556,-0.538821945451282,0.589381921026499,0.951017111055026,0.449857851238129,0.28200335769824,-0.279006592908442,-0.171575899110313,-0.899429836146137,-0.962997415158955,-0.947047779776112,0.185170757476311,-0.965847216292657,-0.399291848607572,0.940269091927857,-0.403786224991259,-0.889735456329941,-0.37436240381803,0.24969606743838,-0.0693073486043078,-0.253651712227798
"Listeria_Tm_3 (GE) - TPM",-0.178467992756748,-0.619367383565042,-0.977010490978518,-0.823838514601619,-0.676659873821229,0.982803129412002,-0.279742464773484,0.342858108054179,0.179603723663645,-0.528265116750014,0.736563895152529,0.730133396508334,-0.206121748951595,-0.254230118843955,0.275761460119532,0.503111611943382,-0.553600973853445,0.724433567772691,-0.444032771405452,0.143114989762132,-0.616642695897574,-0.0332359695879958,0.565670798361804,-0.36767332717864,0.0155918735574463,-0.190755059852206,-0.58963056928,0.990722248584986,0.598840682859241,1.08183787721268,0.11436352422219,0.0698363409324095,0.287573851109916,-1.26164038925131,-1.05573711118363,0.0987101921632777,-0.555651239751945,-0.740484267632502,-0.255790545301539,-0.832413170725549,0.325786489476871,1.40224765885206,0.805036938494636,-0.677774376230696,0.430985102238327,0.7042242576272,0.0583081363371687,0.513420514915791,-0.351279623057191,-0.550591208864182,-0.903046389065603,-0.963594257380656,-0.947418644026166,0.377935426603448,-0.94866222230544,0.0109178581894013,1.74567331921004,-0.757266821654309,-0.62489307916281,-0.413495813726802,0.580008081857455,-0.190448027474275,-0.163317374668562
"Listeria_Vic_1 (GE) - TPM",-0.614371382813459,-0.334973535746469,-0.306686978993091,0.134320285461094,-0.556446759800191,0.502532228548712,-0.263557179294438,0.0594898816305931,-0.392881747553623,0.0672305566601566,1.39029907108873,1.32379143173549,-0.358459242642837,0.0896130385472761,-0.282898774268252,1.77181828702715,-0.30083451541516,-0.490584803164001,-0.20189061946449,0.484462851489819,0.374549110323678,0.400000869983353,-0.716577141872296,-0.320534452133639,0.0266509542909555,0.0359933534414353,-0.58963056928,0.424798889745359,0.189183317323597,1.66470919900952,0.53615430281954,1.48368930935725,0.678034280053279,-0.526943157182046,-0.519099679576264,-0.670354934749588,-0.204873216287963,-0.567513630395878,-0.709939118765348,0.111574399095915,2.2692051131461,-0.42952517009419,-0.247229199828077,-0.594734304380844,1.68119356774039,0.236293330153638,0.319987839782216,0.0310159086578044,-0.775488241231182,0.552087604457897,-0.883450476677706,-0.930851335969875,-0.917234567340114,0.18828765490987,-0.629770162680344,-0.818740058028666,-0.681018852167792,-0.557667039825528,-0.406394968276488,0.87455115533619,-0.67220720450023,0.0392750642723673,-0.170662373500502
"Listeria_Vic_2 (GE) - TPM",0.355889098149643,0.0027040969545535,-0.923397938026907,0.0403303983122667,-0.502822767670149,-0.23192095747319,-0.0945823902616334,-0.115278677724961,-0.020258037023304,-0.107117200902587,1.2594307453324,1.341233700419,-0.175048590484714,-0.291250504098541,-0.623815628912601,1.88916849150435,0.289262028063347,-0.515890547225221,-0.424456866619978,0.264081005698742,0.873809199740082,-0.665269979965631,-0.566189281164127,-1.01926502442275,0.45754581737822,0.975059428574073,-0.58963056928,1.06385405025122,0.162916928765163,1.62611758113049,0.875940249133977,1.31473705896808,2.0937139135997,0.58471838353837,-0.298502503580034,-0.898187073592165,0.0949888868576188,0.751820744578476,-0.684917252410621,0.639889754210627,0.137108777733317,-0.0650336489653861,-0.832588102123936,-0.624925814368549,0.0747722230785142,1.737488328289,-0.57277172348072,0.652922918482284,-0.142938162612462,-0.560799817602198,-0.875989730262543,-0.935729218881311,-0.910214952774763,0.733555247941369,-0.341394639906949,-0.0718036227806944,-0.604244970427101,-0.269954222891834,-0.88272930222793,0.923438057556573,-0.606537285998812,-0.751354694773171,-0.0475230650528374
"Listeria_Vic_3 (GE) - TPM",-0.0925572214189464,-0.0941538800970243,-0.315875515773132,-0.150329306182951,-0.460693422309982,3.17690857329443,-0.603253590401048,-0.747709647376987,-0.834465725313038,0.10506873507329,-0.751677941167356,-0.0160919684508003,0.285894920567853,-0.584702078367682,-0.906185205978073,-0.84013774511389,-0.0779032490521227,2.47506150111411,-0.508557200978936,-0.67466689360997,0.447897534914356,-0.264639428890346,-1.09540449344009,0.412823928043163,0.963930846921522,0.265109816101136,1.91289661200974,0.84055203497924,-0.305682846559723,0.210201672773302,0.358991031346952,0.200857675881065,-0.122980857285191,-0.870615569452421,-0.747906827391652,-0.974796113603856,0.328779239203471,-0.141261316492096,-0.674473715130237,-0.623331163835847,0.265349395027119,-1.08011644889585,-0.802274640227579,-0.645802160113807,-1.01549052222238,-0.531114092440683,-0.785401025692246,-0.70873306212074,-0.536563555144236,-0.0794643539775194,-0.889802964106643,-0.921939908249438,-0.898652378690751,-0.241287085659123,-0.501971883933709,-0.57937601437912,-0.710713156777603,-0.275735905057349,-0.832212552335724,-0.227765135677719,-1.41224167246636,-0.50402099096049,0.13356132918136
