"","FTS_RS00135","FTS_RS00140","FTS_RS00315","FTS_RS00335","FTS_RS00425","FTS_RS00480","FTS_RS00550","FTS_RS00555","FTS_RS00560","FTS_RS00565","FTS_RS00570","FTS_RS00575","FTS_RS00580","FTS_RS00585","FTS_RS00590","FTS_RS00595","FTS_RS00600","FTS_RS00605","FTS_RS00610","FTS_RS00615","FTS_RS00620","FTS_RS00625","FTS_RS10090","FTS_RS00905","FTS_RS01100","FTS_RS01105","FTS_RS01110","FTS_RS01140","FTS_RS01170","FTS_RS01395","FTS_RS01475","FTS_RS01585","FTS_RS01830","FTS_RS01940","FTS_RS01975","FTS_RS02010","FTS_RS02370","FTS_RS02375","FTS_RS02490","FTS_RS02515","FTS_RS02585","FTS_RS02790","FTS_RS03765","FTS_RS03945","FTS_RS04005","FTS_RS04120","FTS_RS04210","FTS_RS10295","FTS_RS04215","FTS_RS04220","FTS_RS04225","FTS_RS04230","FTS_RS04235","FTS_RS04285","FTS_RS04365","FTS_RS04515","FTS_RS04535","FTS_RS04540","FTS_RS10315","FTS_RS04800","FTS_RS04880","FTS_RS04925","FTS_RS05100","FTS_RS05195","FTS_RS05400","FTS_RS05410","FTS_RS05510","FTS_RS05565","FTS_RS05665","FTS_RS05900","FTS_RS05905","FTS_RS05910","FTS_RS05915","FTS_RS05920","FTS_RS05925","FTS_RS05930","FTS_RS05935","FTS_RS05940","FTS_RS05945","FTS_RS05950","FTS_RS05955","FTS_RS05960","FTS_RS05965","FTS_RS05970","FTS_RS05975","FTS_RS06155","FTS_RS06160","FTS_RS06190","FTS_RS06210","FTS_RS06235","FTS_RS06240","FTS_RS06265","FTS_RS06270","FTS_RS06275","FTS_RS06280","FTS_RS06365","FTS_RS06735","FTS_RS07035","FTS_RS07040","FTS_RS07150","FTS_RS07680","FTS_RS07705","FTS_RS08035","FTS_RS08150","FTS_RS08360","FTS_RS08525","FTS_RS08765","FTS_RS08785","FTS_RS08955","FTS_RS08960","FTS_RS09010","FTS_RS09135","FTS_RS09255","FTS_RS09620"
"FRAT_Li_2 (GE) - TPM",0.297096997564151,-0.498197094105604,-1.4520715391207,-0.803382365340713,-0.921477638977047,1.29331751335384,-0.210566228535721,-0.0572941188543075,0.644326203649464,0.660257536917964,0.545905806403764,1.14976927543571,0.748518559464644,0.388174825584931,-0.0761091371474296,0.320877289133452,0.3624887273063,1.06381100226292,1.53368853664887,2.04870434321163,1.4427318808385,-0.518150315639719,-0.444623626025303,-0.764998437463144,-0.607643021506169,-0.535693065967882,-0.910797741771507,-1.52675684414627,0.0812716741163929,-0.109902682008809,2.24858242680289,1.10129634154502,-0.66804092414597,-2.01478357854202,-0.813617141891164,1.3787105830618,-0.259567195429958,1.00382598973833,-0.170684763765538,-1.83274353813711,-0.627653001993901,0.814787748860121,0.917806737708792,-0.140835947136001,0.609812965242366,-0.570463804041441,-0.682473884053799,-0.514514975759017,-0.764918387286292,-0.458852419757701,-0.704792362229575,-0.304709537031629,-0.292568165886626,-0.100088456714233,-0.410958958841919,-1.61663273969291,-0.303018189942794,-0.92221245102098,-0.507982458443089,-1.51476999514524,-0.462507520274319,-1.61665697286741,-1.49672163985344,0.0778920493407206,-0.780209350457111,-0.204132999709281,-0.703164663418369,-0.72015391705727,0.454836715446239,-0.14755424092619,-0.0460984922541832,0.605277828994009,0.643882299788123,0.771242549189417,1.09672936496156,0.623760427952013,0.382653295862801,-0.114646725923024,0.221518672794943,0.244719646187274,1.24206618514538,0.975341254224601,1.35187628605616,1.43932235326573,-0.481254199681576,-0.59143998416652,-0.4255592550847,0.356976011829597,-1.02263016552552,-0.250301883335402,-0.82264009371882,1.35908193152489,0.986505761426156,1.41929662383022,-1.38734802431668,-0.394327874025745,-0.158765738351073,-0.38342311667876,-0.780841308255413,-0.478347924334658,0.405303131338884,-1.07024836616621,-0.110389483609998,-1.3088851271326,-0.926322223188134,0.479794218254456,0.677825811244462,0.186687576202886,-1.25206458490779,-2.00230242149807,-0.295118745794398,-0.739944773583257,-1.36508457572625,-0.174293745509976
"FRAT_Li_3 (GE) - TPM",-0.674496325202535,-0.561802254395372,-1.11533594267065,-0.739799356281039,-1.36037535809911,-0.0340033564913794,-0.292814937018602,-0.0417850254046871,0.388426936824244,0.341517841081782,-0.179369883134101,-0.213284007257486,0.044139826138479,-0.129754194605088,-0.428734363923147,-0.409347672131366,-0.396236698195885,0.0889774305780946,0.530466157446781,0.285312755013378,0.673377653224357,-0.657577799219801,-0.587900722538826,-0.524320575812789,-0.494920678280612,-0.377916534059125,-0.514055073374413,-1.79416995627297,0.020658913380144,-0.0831401214068584,1.78044623522832,0.0830630564733743,-0.726364415189785,-2.20056293217783,-1.25374055909809,0.837494141901962,-0.281578520263785,0.0639894947697111,-0.657182762989899,-2.02454320364596,-0.390327567268642,1.57871683946435,0.835757553316729,-0.0502560401586009,-0.751825989245706,-0.461920188632602,-0.327250226903835,-0.304018620200258,-0.637251453165328,-0.389671271327564,-0.479817384031858,-0.453845923738846,-0.30329329631049,-1.8618213870753,-0.537379058442221,-1.12304499567761,-0.449704368900734,-0.841308591069684,-0.438222300146692,-1.41403235419603,-0.347669626786148,-0.950816824339537,-1.41088203129986,-0.655746544134067,-0.825841559849169,1.71861666382858,0.506615954655992,-0.798670355691123,-0.208482243492689,-0.257958757377275,-0.0431459779656539,0.514832551546279,0.35670335573698,-0.393810716883355,-0.142233301239905,-0.0881963422778392,-0.118342069266799,-0.397823519889724,-0.349452417687666,-0.393021928895697,0.260728107348643,0.448954796886686,0.478782980707761,0.685817957144367,-0.671050385994276,-0.423925822009539,-0.348392344170204,1.08466101278816,-0.648712357064446,-0.476602979064653,-0.730837972886423,0.0557679561149782,0.0601168400174042,0.446371778697483,-0.935866342463697,-0.598489269663152,-0.134284646542796,-1.39815785216074,-1.2176322462157,-0.51806986362326,-0.926227868188716,-0.775951274203927,-0.901050716460119,-0.0669258231022075,-0.449519393332494,-0.530109446770671,-0.634885459018249,-0.621277703908007,-0.50291977538338,-1.61566242179785,-0.868858913250622,-1.22753503660421,-0.599859662510547,-0.0987074964599974
"FRAT_Mig_1 (GE) - TPM",-0.547111290270753,-0.473668172512379,-0.38204325461506,-0.0903401338955674,-0.601933993404528,-0.981049228166408,-0.667192395588481,-0.827546024974197,-1.15769758269179,-1.04179042309228,-1.12306421018713,-1.3269602553715,-1.09418046781222,-1.02023146472011,-0.775540821130875,-0.834711759064586,-0.83131284813716,-1.11000650616344,-1.12888661939153,-0.89013853825582,-1.01989533205629,-0.895287303486282,-0.726886134042006,-0.296774827801258,-0.269675274590206,-0.463593398848374,-0.685987510954894,1.50744892002324,-0.565595353916995,-0.771725977499264,-0.64284638960495,-1.2970482182747,-0.423594089314971,-0.127219937618653,-0.0821354796711352,-0.95461063623587,-0.193986344684782,-0.165379302664906,-0.51284972079172,0.0685550855939946,-0.163477504209937,0.372173578317579,-0.627583256863836,-0.182494858155872,-0.287926114336918,-0.385795148534596,0.344421675444503,0.222073634653074,0.198683356691535,-0.112179431863481,-0.254013772974167,-0.538218146139585,-0.558383623711118,0.544064726741051,-1.09456928220405,0.414570953642482,-0.555275424378558,-0.23538099769583,2.11067789800677,-0.0785915661805036,-0.409395108843437,0.438894455693399,0.0892848059207376,3.28017712964809,0.0975726877364356,0.352106763210142,0.277012605403984,0.291681072282598,-0.369240624677903,-0.636993734453299,-0.834929435012993,-1.15143831675869,-1.04335043306197,-1.14434437076216,-1.31131856337344,-1.05880189210513,-0.967243783387482,-0.805058788925134,-0.828691710944449,-0.869426051598414,-1.13398439073018,-1.20768523124372,-0.907701425355015,-1.02763036778364,-0.877591381786585,0.0031240369461842,0.0761476499120428,0.0511221496751331,-0.416271504036314,-1.05764518033993,-0.476077414917605,0.325562479260702,-0.0149148324459644,-0.578004997115833,1.66501696398905,0.11429332155417,-0.836403918648322,-0.141381723116543,-0.362129685066318,1.71514145076422,-1.08902445677934,0.165794692352994,-0.719955900475087,-0.603340658025695,-0.658377147761675,-1.16249087660191,0.530709949479785,-0.323766986819033,-0.0824503124518279,0.920602857701732,0.485961722818923,1.42274896874882,1.38677352355136,-0.839773236805094
"FRAT_Mig_2 (GE) - TPM",1.93139352540809,-0.139423388625359,0.0275161541853274,0.472375652499239,-0.213760669315989,-0.360127866433151,-0.730553994951365,-0.855221403886914,-0.816550019523814,-0.627712972851115,0.0527717327373747,-0.713607727492921,-0.831634804305311,-0.633249330902221,-0.379747022817702,-0.576589913335503,-0.677398355171975,-0.418009950379412,-0.227012911086007,-0.526174533343861,-0.736474063712187,-0.671158381834983,-0.497570968070301,0.550661630455408,-0.444198517004001,-0.357761492072889,-0.540713467759726,-0.601461495449128,0.312657091764533,-0.360545829805846,-0.440440313539878,-0.664696791060867,-0.203960164534154,-0.495970674668654,-0.23656600835759,0.139769256793155,-0.152627631805254,-0.213429061195257,-0.129147422778787,-0.792002703789983,-0.0136776432475699,-0.143539238513784,0.2643809217612,-0.0197154713239553,-0.203899626518893,-0.342415485858525,0.93626782529428,0.646544708100913,0.297598184135415,0.298086601406319,0.318267986150046,0.39178457570092,-0.00729370449545464,-0.856704175667649,-1.04262135388751,0.119350446257121,-0.265071470020152,0.59011492133461,0.446607301986671,-0.723092871416436,0.276461475467965,0.528560086406528,0.285342220347261,0.213531717884303,0.163497480860211,-1.50300556850011,-0.361789806677349,-0.133949487654709,0.317528075542585,-0.716962706831472,-0.844309017311971,-0.868681528261727,-0.64495497248062,0.14757318161974,-0.720335397664799,-0.797058974770199,-0.707036625408137,-0.377421913499825,-0.573521553488747,-0.599256223653119,-0.49472573201263,-0.1002969555784,-0.779593074260692,-0.755917159878456,-0.634642686730297,0.629791965368591,0.0151036415228165,-1.45709265516496,0.378473620480773,-0.702810782772669,0.0567506890700337,-0.0189580310797192,-0.458842819013215,-0.690988699840696,0.367182412240488,-0.573679758343492,-0.367826047829893,0.494476186746316,0.900354414760678,-0.865980406365958,-0.466986989934306,0.977024138712449,-1.25398998114053,0.0458522192466859,-0.889016712430771,-0.563700377756497,-0.221700203249109,-0.309871700102538,-0.165076052197951,0.0622210903925134,1.28046877327128,-0.214822779386465,1.00654345010283,-0.341589536848511
"FRAT_Mig_3 (GE) - TPM",0.793919279479446,0.0954628937314221,-0.563065494119611,0.872660267514759,0.159067752187754,-0.607433954886047,-0.501925275251294,-0.766505731407213,-0.796575603564252,-0.559150805749248,-0.0310316079157706,-0.5903564848763,-0.691610423320739,-0.730727738532384,-0.540822082627064,-0.425525433623412,-0.5969737682458,-0.266258541566594,-0.118241881026405,-0.538259800810113,-0.675083771035519,-0.532156845844757,-0.142700271282226,0.84818072208802,-0.378384719526254,-0.199707123306116,-0.180171897150575,-0.510816947202848,0.153534472298529,0.00814733955825273,-0.239650259242409,0.354526382431852,-0.222363393834514,0.278592128403361,-0.193205136445772,1.08513957170765,-0.00847149237038463,0.287258266602474,-0.414299829255014,-0.926624834053997,0.150572620335363,-0.300375250132682,0.947401282517463,0.0727313004815795,-0.0672029146412842,-0.314333050407391,0.72556039161029,0.632812612470119,0.756064475315796,0.0397670907490947,0.335337007890453,0.631348406709874,0.194822595501459,0.285276164542239,-0.179468928574839,0.206022800634484,-0.57878728877454,0.368914578052122,0.85780529559209,-0.408117600033413,0.554861175331014,2.05044925679305,0.360907168879776,0.925584162587575,0.142580385251836,-1.42450103701497,0.280712267867777,0.136238260715245,1.63649503236437,-0.497897037595264,-0.770888305607844,-0.798623224932575,-0.62126251911948,-0.0301618861070356,-0.535613100445362,-0.65857395019181,-0.746684572247199,-0.525330466086225,-0.438447810405287,-0.62551653148958,-0.269245393089274,0.0236340302948232,-0.571168445476269,-0.625530893697721,-0.514641339972733,0.0585684465040671,0.13288494308465,-0.724735376481085,0.45439089105501,0.109126602115495,0.132325957575106,0.182800954447167,-0.252231411207182,-0.621981587835887,1.24983823020711,-0.207423788423358,0.0856982096818278,0.150008335975446,1.04433274388918,-0.48225229497697,-0.206098292757843,1.06041868874363,-0.446181352520473,-0.317619810481384,-1.26652503835074,0.34880011526597,0.775745866858332,0.0167748147595599,0.19801608477942,0.698693093589607,1.52821193784284,0.488530040901379,0.783897566588289,0.0923637283907017
"FRAT_Nd_1 (GE) - TPM",-0.823725837841632,-0.250500563777803,0.298902092301633,-0.838099881350037,-0.221470029771357,0.00843013639469508,0.928245044875701,1.28496286473762,2.10636087084097,0.378352681169961,-0.440719432770731,-0.246604506407761,-0.490876650857886,-0.478169104557671,-0.384322396399875,-0.365964158687983,0.306517535137808,-0.906721236719281,-0.481183423632844,-0.484148182123394,-0.557150802715659,0.00687505464086529,1.32022862300771,-0.520637600649953,-0.717080430089664,-0.796684257366724,-1.0069510860856,-0.102389031638554,-0.913587847084366,0.361155379588998,-1.07531259869079,0.894876412119411,-0.612703403716875,-0.401132672985173,-0.663469322093894,-0.735431150441221,0.351312966501936,1.22805801743134,0.261448381833462,0.0743078993165877,-0.709358971876692,-0.990012975240264,-1.05375815501961,-0.0619265408658266,2.41159196324585,0.769723595412142,-0.368272516106196,-0.366387494782279,-0.252523878920774,-0.268578010379155,-0.188941643371037,0.0312232152884101,0.589999951112968,0.284654540155775,-0.970189438643677,-1.06139550062443,0.519035853882213,0.780366624664555,0.753949757239433,-0.352964125422814,-0.703503464052779,-0.204607986193662,0.63575096832711,-1.10328345519346,-0.661361517369188,-0.169484088480603,-0.46726329499653,-0.502906129326095,-0.560954480041738,0.901582358925652,1.31442035989412,1.97931195389078,0.346089141939491,-0.560094996088837,-0.263060821847516,-0.43034996182537,-0.494224173163491,-0.48734502130117,-0.291834702857357,0.458373366580368,-0.863389116110214,-0.357101853299426,-0.382394914492881,-0.602345764227206,-0.0749990271027584,-0.505843185987597,-0.504466986569924,-0.277739143301865,-0.850928695729049,0.84212477413202,-0.0623444549218034,-0.358663212788415,2.61902736305383,2.53215881108798,0.250786580412532,-0.386983339795386,0.328605776331661,-0.176935224140414,0.730105088872788,-0.754372254228192,0.826666871561946,-1.28770126904593,-0.793380261499023,-0.990286822593363,0.107881336576205,-0.00843940801268066,-0.710474229065771,1.82712353564995,-0.700194708787368,0.198452172544929,-0.512251595829803,-1.50656260386668,-1.07202806601598,0.372275752819296
"FRAT_Nd_2 (GE) - TPM",-0.639899900383701,0.248959208318718,-1.51793366003045,0.0326795445954078,-0.7663316891085,0.932178912945608,0.387314676271268,0.66335839043232,2.11044627215034,0.598219417280223,-0.237441963938832,-0.163872384834949,0.200714262767652,0.320653899345781,0.101908176556211,0.0345878868426598,1.18428656285975,-0.892833354348458,-0.587212736808155,-0.450298781396945,-0.510390317787868,-0.1112412828068,1.72427844347117,0.087666278598133,-0.741290121931373,-1.00388284132996,-0.970197903177898,-0.240141184952878,-0.94211245006268,2.02326391028148,0.11944606524326,0.634854810685902,0.429345998360063,-0.681671818502144,0.238813524089181,-0.847767368334111,0.793108971074581,-0.490682915239371,0.623546186278235,2.16254535387015,-0.704490353935413,-1.12963396452301,0.511332137807021,0.233916166693241,1.82433056312576,1.36286864740987,-0.64952394793126,-0.275711736096062,-0.297464409147631,-0.112709783068505,-0.146703475572639,0.574896249826002,0.703319235848524,1.89106004025076,0.414293964066201,-0.126576314988126,0.257587908469254,0.464276169420517,0.796214724855264,0.0753658050569881,-0.557000070737809,0.260269949024733,-0.306409093927081,-0.705191347748015,-0.773668449076175,-0.702083973226147,0.205481119253078,0.870186509831023,0.0750388492472402,0.268087229227477,0.650328140462275,2.12993769992615,0.605874871898959,-0.432756381424592,-0.155674259018478,0.445610171667636,0.387130741303545,-0.00372774556334277,-0.0176401572468628,1.04483994659261,-0.892278741218148,-0.697888125192709,-0.314522135086659,-0.44704735662584,-0.15223862590847,-0.308162634609099,-0.384776089430824,-0.991806796408441,-0.996073001334762,0.886927436641584,0.0275004979938715,-0.43567386540401,1.49982269653401,1.3423188606911,0.495012372416282,0.602684916445601,2.15402269306381,0.760250761115284,-0.790792408501151,-0.467105198885889,0.2586943843679,-1.18289803766839,-0.205562107082171,-2.11429618374013,0.529979079912956,0.197807149564671,-0.343279851825792,2.79492072832032,-0.81995086387227,0.269834911865003,-0.0499566715421112,-0.62740815424751,-0.818527861618684,2.14478034267921
"FRAT_Nd_3 (GE) - TPM",-0.823725837841632,-0.0178864309747246,1.23023156535224,-0.269853611853273,-0.482688348254093,0.341799484607241,0.475658850286174,1.56636430304311,1.90722513081043,0.011571647760162,-1.05182949353484,-0.942848769078116,-0.937033471312763,-0.890654116127524,-0.7669489741215,-0.512785284197568,0.41108850936193,-1.226929845306,-1.21559588390667,-1.39497075347911,-0.89052744562556,-0.00767629005114686,2.96264164141412,0.0438767611744548,-0.781653060754548,-0.936060058014401,-1.03723891203274,0.345850181111311,-0.99935930750069,0.943351381065601,-1.22048090430103,0.202808088311674,-0.24807220423296,-0.118484369735141,-0.686232561404231,-0.249400379774813,0.850176776142094,0.699320837229801,0.277555124627657,-0.304822105890381,-0.68394734471104,-2.10961065640943,-0.855639043087371,-0.446817454409107,0.980250992690081,0.596437787310416,-0.443084107058345,-0.617092313388712,-0.294338859206601,-0.235339687122551,0.198773290513201,0.97537775136232,0.055250925908406,-0.298005767350903,-1.26228280635539,-0.84426159901137,-0.766530395543226,0.643769121979609,0.239899513442851,-0.446200146458259,-0.77499924181188,-0.391728282769974,1.25115652153647,-1.51369063576573,-0.814275660373091,-1.3391636022541,-1.57864759474911,-0.578590300652322,-0.00327188322811001,0.460346448051307,1.55852620660134,1.83791306430448,0.0566134878992446,-0.928421876907976,-0.878227741734015,-0.943936192409324,-0.884913644370633,-0.792297607450576,-0.538689783834211,0.401549677957136,-1.30455855048729,-1.14767479242298,-1.15164676102198,-0.862748495007198,-0.0978960251134538,-0.407378522527049,-0.457171435318615,-1.86753780415084,-0.800962231384547,0.470097400312769,0.143215952424215,-1.00060270263191,1.1359555868194,2.26698147285036,-0.657489651000798,-1.26928617822593,0.948709784703506,0.0579324243340477,1.06790672611139,-0.883448092437777,1.36667058791154,-1.18650361815889,-0.425465424438455,-1.71390720367245,0.762934652216043,-0.587658573103349,-0.849182234645439,1.84993225943052,-1.26501106286906,0.234662871628502,-0.709542344622386,-1.44691837046265,-0.808143572338456,0.767610757398257
"FRAT_Ns_1 (GE) - TPM",-0.272506109806938,-0.163074987403768,0.683259653732249,-0.138236245494813,-0.0833547600776245,-0.0365032684542824,0.149397671234286,-0.193853205956512,-0.274268741368697,-0.0573367894092994,-0.465502425055475,-0.0524775881331223,0.877784038153026,0.325219990530053,0.628808500984742,0.406656100048998,0.275400298854438,0.0867296643945862,0.335607083176315,0.0737600647227998,0.065043521891593,0.466782336888306,-0.130435310866386,-0.120525867365754,-0.0468765854081038,0.168177403492173,0.195009926049945,0.540625903757871,0.108644815970625,0.642969558154778,0.422881985197449,1.3044141426025,-0.0279531878134173,1.49775482220379,0.396727222542707,-0.375334226966092,-0.451116250387243,0.0430781697091671,0.173720840652928,1.41091142576283,0.222120766112194,0.0521984621129883,-0.262926231694442,-0.153477497530794,-0.165995367409665,0.0205143669452462,-0.708011933295821,-0.445219359626362,-0.138644627956763,-0.42433853093977,-0.301048538972102,-0.63793135824719,-0.253502289980488,1.08314626431739,1.28601248892134,0.392479551076389,0.15807230773894,-0.110928579933125,0.169660327420151,0.943182981826614,-0.233969373579464,-0.178397023791751,0.712421422818322,0.0989659295434185,-0.0651577539958296,1.38536774039393,-1.09788699998353,-0.255037499586527,-0.179720323392087,0.116050666992399,-0.215079053610996,-0.26283646876023,-0.0848721586140139,-0.38924541947745,-0.074440179925285,0.794892448650898,0.433969690878589,0.63259540271001,0.394433961811936,0.357000827835976,0.306274625917219,0.392919726058806,0.11844432256179,0.0957170761895822,0.403263032488225,-0.483555900748068,-0.46591401858467,1.13030578991185,-0.333075494552553,0.32327799126148,0.0475592510745116,0.173343356675378,-0.0458313326460516,-0.319719438731914,-0.0769632747239972,1.63404448185424,0.622526856145522,1.32561085455122,0.801159843516067,0.742716178774052,0.797844866476327,-0.120285678053711,1.47548143617946,0.705861170439034,0.872683614175559,-0.389739209311521,0.608104320367166,0.657678785242298,0.461123411008752,0.255613232580997,-0.71157141906902,0.0986005996643114,0.0681231610356864,0.631147403653877
"FRAT_Ns_2 (GE) - TPM",0.470155651909588,0.14454198496265,-0.276209263465896,-0.0180216754102946,1.30767586037276,0.242345147972954,-0.0772626629042726,-0.223186915877714,-0.174935181096552,-0.11380298892993,-0.0205764781657489,0.48899362293337,1.45676621441853,1.05947778851483,0.880833972211735,0.569444799607233,0.510673815406316,0.842110844672867,0.73347350871388,0.368842266878063,0.307917767224324,0.605029102238435,0.321872368191115,-0.550289588220426,0.054035280851587,0.101755500468709,-0.00121885389260844,0.918601686800475,-0.177876560940366,0.384016951780136,1.4784545645234,1.08074641164756,0.0356917019633804,1.29433969046729,0.367239933134686,-0.16402791514992,-0.316372949112148,0.240002133752931,-0.0397167012870678,1.13119152131443,-0.00599242888421557,0.55576366976226,0.235766309030413,-0.0406300460502355,-0.15156579928379,-0.0628348138178978,-0.605299131594877,-0.462271431726587,-0.409405447427148,-0.297936943872843,-0.479328705048469,-0.625180331513801,-0.3971890031399,0.79651080704602,0.167108213559485,-0.285807229501258,0.133351255179082,0.301620002556872,-0.0247827675832482,0.62129027031347,-0.128816198062314,-0.103043447943406,0.789207364625942,0.22757382157743,-0.0502201105522701,0.705501212577524,-0.363807139428945,0.0145442489833001,0.308132381168918,-0.0350257450410377,-0.203267999426031,-0.178061858182111,-0.0897526398868976,-0.173801912489245,0.42964739225701,1.35753119189543,1.16121984420954,0.880791803429421,0.581042307486417,0.580497034454818,0.785205702692296,0.573089891130671,0.257608736489112,0.288028800591083,0.75676637206825,-0.586584412957166,-0.395359598904959,0.853911604237874,-0.469340455457096,0.67036891182795,0.0762822997958377,0.682993918397018,-0.148728590241131,-0.191599849782018,-0.0838834672206202,0.733393889871879,0.404462071521082,1.13237008068667,1.21872134186122,0.0690407981763649,0.619002814269153,-0.207228071912956,2.30361557604949,-0.0415564545971251,2.45415702855499,0.314274425796192,1.44407663791322,0.547220070829945,-0.267014312939358,-0.315520308490093,-0.394560690780877,0.200857451173708,-0.411092929608902,0.438807071519919
"FRAT_Ns_3 (GE) - TPM",1.58263145300355,-0.194923609461891,0.0338152832527151,0.0546153642992281,-0.546864828320641,-0.279293612985258,-0.0666333895414827,-0.236857776602828,-0.43365528922177,-0.264587280234782,-0.59143687322346,-0.199816701057429,0.754203103621952,0.381744668505205,0.546294869572122,0.442301291425374,0.279764250930804,0.370225610831247,0.478237709230023,0.334069988313647,0.210029179898397,0.485376790078439,0.206391776623767,-0.268852904113305,-0.0132704282391239,0.214359032453451,-0.0920801361406458,1.5066926361687,0.098569130033193,0.621412533184352,0.260078188424897,1.23369807841726,-0.302684436059075,1.02592034829176,-0.0406944045607374,-0.890472411018834,-0.395701596575468,0.320618878582755,0.173831605412766,0.380122071004103,0.085152922112971,-0.242247427973333,-0.640646802415215,-0.00781076229282422,-0.230677762266341,-0.0678545320725945,-0.650874889885215,-0.575622534874673,-0.236915967164057,-0.321340573253744,-0.341026315549824,-0.421571194368321,-0.28068915400886,0.364591574240265,-0.14358180010263,-0.389574580277179,0.153623996177428,-0.34460700968298,0.0403682197618844,0.70544922253452,-0.105116877436127,-0.274952146604765,0.500863470902127,0.333536921593826,-0.0138577732088766,0.948146760398745,-0.443136311685249,-0.330160750469886,-0.201239432985581,-0.100700677850985,-0.231145535475578,-0.447252913677452,-0.297995476716679,-0.48973050463369,-0.171569384686898,0.957443869316803,0.357225955110624,0.559478090824102,0.345299648510853,0.266335579511533,0.320021934749975,0.571678422501633,0.177792111113062,0.264469470143384,0.416522694118041,-0.598094727664631,-0.506033243859376,0.735615905306975,-0.329154575800839,0.321266792168893,-0.0999608766095084,0.664604225532395,0.085436174341494,-0.193751976177764,0.0340745621262442,0.943226916465135,0.574201990016626,1.5739209008353,1.17159905527759,0.253977424350441,0.786088098145949,0.0643117934091575,0.762494955839568,0.179258216695499,2.49966450533441,-0.208584418001553,0.570599170231042,-0.0607191097234968,-0.592648856813435,-0.141430741323909,-0.167010027709833,0.429683995479642,-0.228852768425023,0.545507789622393
"FRAT_Oss_1 (GE) - TPM",-0.0742933084027369,-0.160491110486199,-0.66768998412393,-0.0321769486940326,1.79691313828847,-0.164378690281237,-0.226375258933129,-0.369229216939835,-0.733955115526499,-0.649734960287235,-0.388036528189655,-0.870761016532614,-0.897912408250236,-0.65468664432153,-0.638003097640345,-0.749132615731101,-0.690528701680175,-0.832455116950508,-0.742056331510042,-0.691830248622254,-0.793396007775206,-0.541137743682785,-0.0644152723846703,-0.304686505469508,-0.37042279037938,-0.148118647644552,-0.247967809601913,-1.11539991349077,0.152914205864938,-0.541506604359758,-0.629288030427894,0.324835211221786,-0.527244990457358,-1.63385530196211,0.920802799963948,0.998558365297117,0.481219990812104,1.01003140210971,-0.519179101103504,-0.839176907860152,-0.40720804168078,-0.399412972327243,0.253586683030734,0.0450180220849883,-0.269238679050348,-0.468422707098279,-0.100806250701564,-0.332882448764935,-0.440820095315656,-0.44445450292752,-0.351342831372998,-0.321934476694256,-0.327408482712348,-1.4395706255312,0.112119823608358,2.43799512460932,0.0549093753914443,-0.82925907531245,0.277255195240344,-0.956009655372121,0.847008061633202,-1.02764734873059,-1.14389402729828,-0.0859009698636043,-0.127392182109473,-1.105935300398,2.75410108534814,-0.942025957127556,-0.211261027530704,-0.211519166464119,-0.371626647822612,-0.747501892731802,-0.656099902146291,-0.399115340356282,-0.87509626372023,-0.867412426216813,-0.680133791435049,-0.483346018578164,-0.733264040161593,-0.612527927977222,-0.755041618377284,-0.886878716530809,-0.740292899857953,-0.792938077659847,-0.484490224415044,-0.542709902825371,-0.297033242838713,-1.33302839883697,-0.874041048546237,-0.261583680683525,-0.319942169060114,-0.846426998358394,-0.894754608861367,-0.406719992789404,-0.594567644622582,-0.299915086434105,-0.531733866647967,-0.759652555103318,-1.11269611060616,-0.523062607594464,-1.1212614488626,-0.0992782609883165,-1.29201738724843,0.100512757798937,-1.1228574477558,0.738627654233547,1.16115609150597,-0.343241387879597,-0.0242848563224284,-0.910135456735994,-0.428043104352586,0.0289415359707267,-0.719777523415044,-0.529896664765476
