"","FTS_RS00135","FTS_RS00140","FTS_RS00315","FTS_RS00335","FTS_RS00425","FTS_RS00480","FTS_RS00550","FTS_RS00555","FTS_RS00560","FTS_RS00565","FTS_RS00570","FTS_RS00575","FTS_RS00580","FTS_RS00585","FTS_RS00590","FTS_RS00595","FTS_RS00600","FTS_RS00605","FTS_RS00610","FTS_RS00615","FTS_RS00620","FTS_RS00625","FTS_RS10090","FTS_RS00905","FTS_RS01100","FTS_RS01105","FTS_RS01110","FTS_RS01140","FTS_RS01170","FTS_RS01395","FTS_RS01475","FTS_RS01585","FTS_RS01830","FTS_RS01940","FTS_RS01975","FTS_RS02010","FTS_RS02370","FTS_RS02375","FTS_RS02490","FTS_RS02515","FTS_RS02585","FTS_RS02790","FTS_RS03765","FTS_RS03945","FTS_RS04005","FTS_RS04120","FTS_RS04210","FTS_RS10295","FTS_RS04215","FTS_RS04220","FTS_RS04225","FTS_RS04230","FTS_RS04235","FTS_RS04285","FTS_RS04365","FTS_RS04515","FTS_RS04535","FTS_RS04540","FTS_RS10315","FTS_RS04800","FTS_RS04880","FTS_RS04925","FTS_RS05100","FTS_RS05195","FTS_RS05400","FTS_RS05410","FTS_RS05510","FTS_RS05565","FTS_RS05665","FTS_RS05900","FTS_RS05905","FTS_RS05910","FTS_RS05915","FTS_RS05920","FTS_RS05925","FTS_RS05930","FTS_RS05935","FTS_RS05940","FTS_RS05945","FTS_RS05950","FTS_RS05955","FTS_RS05960","FTS_RS05965","FTS_RS05970","FTS_RS05975","FTS_RS06155","FTS_RS06160","FTS_RS06190","FTS_RS06210","FTS_RS06235","FTS_RS06240","FTS_RS06265","FTS_RS06270","FTS_RS06275","FTS_RS06280","FTS_RS06365","FTS_RS06735","FTS_RS07035","FTS_RS07040","FTS_RS07150","FTS_RS07680","FTS_RS07705","FTS_RS08035","FTS_RS08150","FTS_RS08360","FTS_RS08525","FTS_RS08765","FTS_RS08785","FTS_RS08955","FTS_RS08960","FTS_RS09010","FTS_RS09135","FTS_RS09255","FTS_RS09620"
"FRAT_As_1 (GE) - TPM",0.173090812663379,-0.114706238428878,1.8976215922169,-0.0765863020787555,0.610184372995878,-0.361877272983008,-0.15315180179677,-0.329346418797487,-0.638523760678421,-0.258094905062627,-0.210977121410693,-0.682000419510635,-0.312377150521015,-0.303998435486528,-0.201171406014936,-0.314186096943547,-0.350066773176964,-0.181341952505357,-0.229902719703301,-0.201193001577927,-0.342147350133869,0.0896264175021894,-0.512569683606915,-0.300501835180719,0.0098695580472212,0.0569822155840167,0.273666087344034,0.785864477270124,-0.0062486361518405,0.269397567077709,-0.677675087698268,0.148144319673454,-0.19677898753931,0.41597358920196,-0.220304428790831,-0.034457196613451,-0.291537837735255,-0.32563857390463,0.0803486066396066,0.441622143180647,0.406993771046942,0.261505186563063,-0.202131007913035,-0.0156321043366257,-0.493963711899496,-0.383267369760951,-0.488192962181033,-0.281870856490802,-0.0729706512099284,-0.396561000842554,-0.529373681685453,-0.351115837304148,-0.553241180533826,-0.352424704577156,-0.526894327176547,0.255428287676827,-0.340340082618811,-0.110846561950743,0.524247283097334,0.446187091492125,0.16157461015848,-0.0449254664865412,0.516037420627043,0.189012674799114,0.222455176985345,-0.279362269959774,-0.233852091707919,-0.580999837159019,-0.395662200612644,-0.147148214381739,-0.340627934857641,-0.64164516345698,-0.271043785350433,-0.134709148457976,-0.695509242365088,-0.387110118027474,-0.355303859401317,-0.283562608011373,-0.319352423403666,-0.260913144861533,-0.19831130009547,-0.133130753177996,-0.298143910390914,-0.370911703688128,0.115196569449799,-0.321722857853559,-0.354643659966486,-0.396790945518111,0.460940342661604,0.0899594941560035,-0.39750592312692,-0.449434721728482,-0.515734399816397,-0.655298897999637,0.0924129214099634,0.539035339400161,0.229742672352505,-0.290260304128086,0.638111403093811,0.34861319138707,0.0647826579623479,0.31591313705121,0.789863429337117,0.959883874946091,-0.718730787329977,-0.189933306352097,-0.0739677091568029,-0.366034695559692,0.407705375349361,0.314733126719153,-0.394048353582694,-0.0865765451073109,0.0618968349134455,0.270684702373103
"FRAT_As_2 (GE) - TPM",-0.475401579359444,-0.331044399359848,-0.175524341842915,-0.154254057483006,0.206917779803551,-0.567142491712379,-0.110145715559138,-0.378654745495676,-0.60464900631387,-0.352046854792883,-0.0202420879779901,-0.273984086518751,0.107075239352089,-0.044282058671446,-0.296064530287566,-0.0888772286958961,-0.170184626093026,-0.130227601279061,-0.197332095781895,-0.239536165779713,-0.256217527547579,0.0291152300032393,-0.540084102505115,-0.529067783441776,0.0750174797378065,0.136405294131118,0.216160765583195,1.11513891189598,0.0936213863909912,0.284917363788915,-0.424721227826044,-0.249369929022802,-0.118976526436763,1.14715797412515,-0.422013315031792,-0.246094135388996,-0.408980108039775,-0.579774615343058,-0.017047178800784,0.421362549729863,-0.00830286431995047,-0.564306221303257,-0.381466072985506,-0.580262346179896,-0.259270272571522,-0.376085664529314,-0.498706062009245,-0.402402649101777,-0.188833960581188,-0.426358809135096,-0.458418913713743,-0.366065972342118,-0.610172128057783,0.196007170142867,-0.687321526127338,-0.0363421003839046,-0.398456648155974,0.210883768052786,-0.670478784315294,0.143192105828083,-0.286814839823141,-0.1987806782789,0.821820646337689,-0.00530834196836321,-0.0222069720734175,-0.354470545815668,-0.0321808613244666,-0.480998889905264,-0.366761743546746,-0.0838612462366488,-0.380813421865527,-0.609837447683608,-0.348634366354164,-0.00390799133776919,-0.279357851824629,-0.107199600297673,-0.0475307007254421,-0.31221709211866,-0.048949426236635,-0.264597359849157,-0.0844890492427281,-0.227313213195083,-0.279483123811218,-0.258624343533225,-0.00269253364969406,-0.388381287429586,-0.38961619586251,0.00797151430429377,0.588182081254402,0.0329357802871644,-0.384707091788906,-0.300264642077176,-0.246419804608013,-0.64775833120442,-0.0306582585788694,0.192848375761614,0.234051139455559,0.0854511327493534,0.364711373606904,0.321920070549083,0.214639283579845,0.170091868160653,0.577322448174555,0.335021038719295,-0.207772483525568,-0.112186123213325,-0.287167786700394,-0.658044902305507,0.73315187344238,0.0472616186694913,-0.537469897188646,0.180749142601298,-0.120228512300182,0.271743017235906
"FRAT_As_3 (GE) - TPM",0.559018108180078,0.042883849120262,0.568243332309402,0.209116112477844,0.376453322587154,0.294421475923669,-0.0647928499604837,-0.314783136449063,-0.381834269134054,-0.235596030572737,-0.332225858570733,-0.260835184660546,0.629522242282612,0.365085953232638,0.397439215637515,0.395374246745556,0.376458105746051,0.522428064738555,0.582550713198752,0.355074552491135,0.280442349241717,0.646850564950714,-0.18053152531668,-0.182840014834997,0.0679037663289131,-0.0905683382358993,0.362283653695839,0.711469228101744,0.325480714893778,1.43774831410344,0.0675307250963637,0.174603599686907,0.211042130777855,0.247280767797547,0.693482861910121,-0.625078111314336,-0.251380259546714,-0.0708204885957468,0.260262480741062,-0.29981770263293,0.0908860295369779,-0.196695874149177,-0.157856820959518,-0.0943857555862928,-0.315423748960523,-0.0367562723782137,-0.493204257930845,-0.351571737102402,-0.257115458630047,-0.392743856020096,-0.493221012512582,-0.60405526054449,-0.482225539564793,0.783934587708312,-0.300680145219797,0.226612273373005,0.328793315981034,0.232196798006935,-0.304357133944784,0.584428237657801,0.224831379379243,0.110166821293058,0.867619374095096,0.669380739104424,0.263223153416314,0.989738785582995,1.13324091418318,-0.238781389297778,0.200535382359172,-0.0152901460557706,-0.298954784793155,-0.364806031802548,-0.224222174268099,-0.360230649154723,-0.253936738123146,0.673645927605315,0.398711991630092,0.459769948034448,0.418529683854956,0.344494453886297,0.490648319036543,0.424641026080644,0.697808592276795,0.292868166241996,0.629063108070999,-0.623530202766436,-0.507292611196413,2.55445860243733,-0.456127958540021,0.0551817317276395,0.0554546012183811,0.12406924978361,-0.00654147662473379,-0.171746592669566,0.156895653818257,2.1246027244589,1.42359626895262,0.468455149502191,0.537886745175435,0.360125152360813,0.230747785710675,0.0225215931061744,1.55456844408255,0.744458312878268,0.308223747803876,0.369664561380387,1.16609410226591,0.536391392511153,0.227719450470952,0.130851819732706,-0.788232380750693,0.235888693696487,0.102806455940318,1.4497063173957
"FRAT_Bs_1 (GE) - TPM",-0.617207865227728,-0.558128792619166,0.0969923334433542,-0.497479374592306,0.16382345176226,-0.832229659435346,-0.101314208401084,0.419942458003221,0.513182851117137,1.13070172706248,-0.126911029635413,0.53165442935771,-0.145339409263011,0.0876305706641611,-0.154204681731499,-0.0912893857088608,-0.429749728997985,0.972054785283905,-0.605973886665642,-0.42502406894642,0.974150250512628,0.422153805636882,-0.942236087012973,-0.894021511541737,-0.245463133671881,-0.00303579701890217,-0.537340006473855,-0.748964021065644,-0.480635750415169,-0.665512021923615,-0.868155124347791,-0.573018338380342,-0.480386589121609,0.0678559173957171,-0.239716940595855,1.50769292099998,-0.703777333411994,1.39063453027157,-0.889950880833728,0.121654415724603,-0.729719201740008,1.78378804695919,-0.620163057723187,-0.818486662002898,-0.464630446915177,-0.620746180322324,-0.864002673680588,-0.585154486047751,-0.60398917572059,-0.48876977017454,-0.568608406821449,-0.785486701368281,-0.564017619157354,0.377483932647024,-0.53646464234031,-0.75626897845309,0.268768707156588,-1.01919004703072,-1.23134514933907,-0.01782925054128,-0.740950883553774,-0.616652622005445,-1.56299025377555,0.206246589412329,0.245022137609344,0.674475997015097,-1.65012886663356,-0.492422783551352,-0.90011812427911,-0.156095559510355,0.376090349976114,0.55573213451548,1.1847906532147,-0.205736678173013,0.54445621868066,-0.321376614185527,0.131067179589239,-0.269611160188225,-0.152065341619368,-0.38137330357883,0.82983632010497,-0.513345937527914,-0.150041952947261,1.0072639798359,0.365838668102642,-0.192032404393118,0.0201328945365551,0.871750804313149,0.0421641251165819,-1.26744342002506,-0.486061060242043,-0.435595791565581,-0.226125837600337,0.27169008897875,-1.20740310488123,-1.17613745404497,-0.705757379239526,-1.65404968585569,-0.866618800164329,0.573029477108179,0.496584441914621,-0.631799255426335,-0.295683666767698,0.911127362685506,-0.794670426932647,0.906647559244007,-0.0183461456933096,-1.16844173870163,0.27313408159306,0.321087653895444,0.166420772145076,0.338552975138395,-0.399930877955111,-0.758812086189661
"FRAT_Bs_2 (GE) - TPM",-0.823725837841632,-0.641699166835771,-1.38849859231853,-0.580808440500308,0.441231266295761,-0.750501421178571,-0.549221853495646,0.0833540024266251,0.478724741549523,0.882152754199168,0.377526870983698,1.54880738427723,0.364677433814313,0.481594500358455,-0.128226957651324,0.0951101543107329,-0.409275857697016,1.51721518272447,-0.157393921247433,0.679770476140635,1.45701038679255,0.13799808948836,-0.879801915091866,-0.690892336313557,-0.346023631548888,-0.308150901492315,-0.613459836808476,-0.837430681051786,-0.427766773691312,-0.600293505515341,-0.719565025022887,-0.458548026730155,-0.397284666995249,0.766999672697041,-0.757877350599992,1.44562376110967,-0.788359485737225,1.24782168534478,-1.10112940232145,0.005873491944008,-0.615444184834727,0.581587010392835,-1.17040181337651,-0.759997107137937,-0.684320803497104,-0.609061175899819,-0.528893548684678,-0.685422741882713,-0.691089678118013,-0.552530447246506,-0.637375321276322,-0.836270018812861,-0.673983388986132,-0.933828974047486,-0.270868497340187,-1.06232057157694,0.418845081901708,-1.33815489732838,-1.50017401303354,0.255876754983503,-0.829603541824196,-0.248666891104644,-1.83708617584043,-0.0174170010345291,-0.0984377043743423,0.407470268995373,-0.336507248561554,-0.302951988220054,-0.865766068011194,-0.516871699791508,0.0570017015322885,0.484734762472316,0.888712168882552,0.279723441445405,1.59855520215024,0.313926141820735,0.475824980927789,-0.082048909935308,0.178185114356564,-0.420773308286309,1.34429441536922,-0.122819257213696,0.541883049534019,1.41982118831926,0.176801261499473,-0.443881557554189,-0.202924232304068,-0.00435362343864665,0.221922408971027,-1.13565819125815,-0.597368865621825,-0.0862164568745526,-0.334195317852246,0.183640330546305,-1.30723381900632,-1.28390485930707,-0.590552495827577,-1.31543282726789,-0.19547546168725,-0.653403426249071,0.573143696135783,-0.581316744385641,0.0363897568428273,-0.32602425234359,-0.25696784785024,0.686487038226278,-0.0898737856362807,-0.767972106317323,0.159090258101279,0.0380164158804251,0.0730235302141253,0.936956554316808,-0.28314533050087,-0.499259288940719
"FRAT_Bs_3 (GE) - TPM",-0.823725837841632,-0.712019382682079,-1.24525270592423,-0.453762981214244,-0.306497763073896,-1.06510224857932,-0.191349238920824,0.199783660146928,0.206372579788295,0.614601351567742,-0.44119625418776,0.376860870892308,-0.279980028042888,0.0333144182561637,-0.575876067901869,0.130644357221806,-0.389104061405422,1.02624307432842,-0.720333746227044,0.569022908717645,1.23593202274703,0.500772494755436,-0.872112208434517,-0.529213097619531,-0.133048930858783,-0.0816973633489807,-0.20153862744261,0.530665860375895,-0.470928641812213,-0.826833262502982,-1.12137670577075,-2.03824423787838,-0.395210151215572,0.173110710749164,-0.797034147682117,0.336529535204239,-0.771893770797826,1.32217378466197,-1.0393216762961,-0.121518734382564,-0.685111714930118,1.80863727150054,-0.410500144932666,-1.11606648796578,-0.770577917494935,-0.342146159472022,-0.837598918045184,-0.432245674129016,-0.669118106960973,-0.398901082841916,-0.648823999144188,-0.206382772197419,-0.437483978334338,-1.01630980262548,-1.34976859609379,-0.925607643802891,-0.116997278467258,-1.18387712083455,-1.31593306741023,-0.845159798726541,-0.749544067995267,0.357933280258091,-1.40840624005466,-0.499142995288062,0.137330625669735,1.43711855725217,-1.24908500312921,-0.621361778181779,-1.06221857316044,-0.232908013400686,0.28785658215794,0.174045149020792,0.736633593739371,-0.468159806530004,0.38194983437642,-0.564801460024589,0.0206611543800453,-0.42493124194329,0.100643833814218,-0.318686092854572,0.884953351576918,-0.305375202995261,0.82424365147494,1.25739925309211,0.541129582906943,-0.438565013908589,-0.347998160622957,-0.163521411118114,0.491379851678769,-1.46212029455657,-0.423239035189731,-0.281263891567802,-0.942277090740072,-0.318360394745428,-1.23905098006647,-1.2423779474186,-0.652038717855369,-1.42284706115268,-0.494515317665869,-0.0479337336686895,0.798827314121292,-0.266321346334621,-0.142869716075857,0.0105933714273153,-0.804945798785209,0.381789346587978,-0.479707215374688,-0.987951404523601,0.663149364396144,0.517781152616929,0.0123972668388955,1.16981264163044,-0.2787148064165,-0.790377912866083
"FRAT_Ctrl_1 (GE) - TPM",-0.378003967271304,-0.26130727750823,-0.444386251390855,-0.412460192939726,-0.585119321385762,-0.556462640211486,-0.309264007972087,-0.617504136474919,-0.653473966226008,-0.514552490914748,0.2544034248426,-0.356295357510697,-0.0267361804473581,-0.233743255929901,0.119595577238494,-0.14262976378116,0.0674994609661522,-0.356894834009749,-0.354695339442852,-0.501633379688498,-0.493502356109486,-0.412300553075872,-0.233469556023315,0.0937233542483821,0.0662430164741523,-0.0635391152430756,0.0951434073573328,1.03958257421942,0.15198228723229,-0.0534187861072893,-0.317204917258825,-0.333853527516756,0.429607211830145,0.437566925821669,-0.360890475099425,0.166451245199619,-0.327884471573134,-0.227549295675583,-0.0352304194231934,-0.00903555406736167,0.109370936997298,0.607199696654201,0.320855014010188,0.307832892419646,-0.252024075247099,-0.255629988495327,0.00206774692069145,-0.102005475038562,0.00188393290029874,-0.167168186602746,-0.376731863121503,-0.535420154905423,-0.374842225177327,0.92606565506218,-0.812153037539745,-0.26917156786251,0.0726127652546948,-0.297094212818401,0.301585668149054,0.211603071934227,-0.0534853783784976,0.353541664040459,0.769494278866236,0.0733506669891398,-0.0858747448983817,-0.602270236258782,0.165395720821875,0.0306401869623993,0.148014634184761,-0.329404154291168,-0.596718670277293,-0.669813586280707,-0.480439839070377,0.164847499626751,-0.342798851590782,0.110643582802482,-0.0663788570855272,0.162440321190606,-0.201103554332651,0.137114815522918,-0.321910905439109,-0.353696757807348,-0.791656342496944,-0.506127945192179,-0.282530915543784,-0.206998367451046,-0.175858940478805,0.115079740581934,0.268163901035783,0.421758742124562,-0.0387897691970183,0.362762678477183,-0.478623042534461,-0.714490057508788,0.42545071552224,-0.0738813091087366,0.0176054625635678,1.3874837489214,0.820610535658113,0.0176773511478529,0.290492464973221,0.773215704575872,1.0036907854339,0.77155481578745,0.719420963191788,0.0217142419031997,1.1407958658576,-0.328507630076504,-0.309400736844046,-0.179668697689333,-0.415091065261101,-0.202004672262857,0.0756399723234448,0.00854912326570286
"FRAT_Ctrl_2 (GE) - TPM",-0.706835957459036,-0.350268756305075,0.87386273881612,-0.411848609521186,-0.327213298812553,-0.431094465397571,-0.0601534564438685,-0.404839685562101,-0.612863007400325,-0.451850533446915,-0.357664081666177,-0.739360596233189,-0.647086641649293,-0.525746994672318,-0.179972548284056,-0.491332961424112,-0.392476342238972,-0.219137361572882,-0.188073020934307,-0.333150415578221,-0.552311729323255,-0.386102914300859,-0.28729508153638,-0.468447653632257,0.0135277231077878,0.13542647517947,0.0524847779965523,0.067196590659412,0.154955198013184,-0.44105709070319,0.400958550757978,-0.38028712281224,-0.324459810037308,-0.384029187509123,-0.737503386275338,-0.903811451150646,-0.452857301597529,-1.15857346671045,-0.10175977317388,0.630117399213798,-0.0508518624083844,-0.889961561450699,-0.0932635526335738,0.0821198529660722,-0.802613658128395,-0.468125232982394,-0.730947895049216,-0.344337823660328,-0.124814138220179,-0.418627850860831,-0.383215322299798,-0.432588446099201,-0.307643388406628,-0.702600943600056,-0.230556105951906,0.0378207844519864,-0.736007695166838,-0.798897706627683,0.114290386571932,0.305436607194336,0.0785379528394986,-0.244758438559812,0.141461929218,-0.0456128499225434,-0.194080151728223,-0.241856591001501,-0.490276304533996,-0.886238252440148,-0.806620786212707,-0.0926474973554196,-0.425882198404617,-0.61947366438982,-0.448363996679941,-0.462107674802534,-0.745854246365321,-0.570231758934266,-0.549761243059241,-0.181731094922864,-0.508680362424122,-0.336749467150702,-0.295735518089825,-0.316949261861372,-0.172350679234419,-0.515136799449759,-0.410787054068921,-0.470123981616151,-0.469394973310912,-0.324528214213546,-0.162497049205036,-0.342774858707034,-0.522214182624181,-0.602229421712484,-0.714465304597352,-0.776025320150621,-0.142793130530452,0.164344183917036,-0.419115015642191,0.758998046574699,0.133849569267963,0.234178535733974,-0.482841193066116,-0.127840547748047,-0.133437220333394,0.46586798667044,-0.418674433266181,-1.01841587269284,-1.31925933484107,-0.125703322641599,0.413881792573605,0.0359499785863366,-0.603026414877963,-0.548280546974119,0.0777895782390929,-0.518958891433355
"FRAT_Ctrl_3 (GE) - TPM",0.0523704877719817,-0.358814081851,0.219381127402578,-0.230947673023599,-0.889975911833622,-0.592544500402235,0.222198500471401,-0.346311541343134,-0.576345853551042,-0.371176866463233,-0.627894117157639,-0.860359863641608,-0.668753270540839,-0.615152731057642,-0.336422854061804,-0.526155316604128,-0.474672714544225,-0.281990747128833,-0.324124439993296,-0.327544195705867,-0.455482330751249,-0.325097591169803,-0.321897962343397,-0.414084137490839,0.132031313124689,-0.0408471305855207,0.335996577435905,0.406752707340669,0.0844455168495613,-0.0871699579915959,-0.18432169777578,-0.486740731244717,-0.291095187009096,-0.375703578353718,-0.578675796405732,-1.07264871491064,-0.471534877924786,-0.811869737018804,-0.262001288489186,0.0953713839942851,-0.1531620452332,-0.719228181315157,-0.446064409406239,-0.208915122641571,-0.599492096486472,-0.302310797203227,-0.557119854940224,-0.361965855532162,-0.301268959988345,-0.471219251719229,-0.445963498039961,-0.776567554441279,-0.233747686640484,-0.692198703824344,-0.273189497039649,-0.118283930409974,-0.442298717689653,-0.816004294843696,0.16376748707766,-0.0736922643050015,0.0257523904452882,-0.248679791572046,0.0109459498178659,0.110549712261344,-0.223663426240331,-0.0610413167378678,0.358613279932109,-0.744679330468368,-0.566352263217674,0.173619155978501,-0.345707281044578,-0.558688091033775,-0.399709031509345,-0.563309788029728,-0.870581083472973,-0.650441698425631,-0.619178599413524,-0.347029525176087,-0.538522359318073,-0.507668209070538,-0.280610559649706,-0.349776443548539,-0.356449477571358,-0.470645892490023,-0.347867195706214,-0.364424796420082,-0.339269548276959,-0.741740834725454,-0.0870569592532712,-0.222255564530347,-0.542895287980005,-0.932996030663861,-0.360462719783386,-0.515745391601838,-0.0249590242182244,0.544993318530778,-0.150939470735143,0.0904711084474046,-0.344808896796333,0.786898573946584,-0.185409177360466,-0.103520171295906,-0.0992405921872625,0.813747048960683,-0.285536904639893,-0.602835224801523,-0.434304043974331,-0.52049678482911,-0.102002220656579,-0.0122125271983045,-0.496767455627498,-0.42517229110712,0.0936643563298707,-0.131200593650328
"FRAT_Li_1 (GE) - TPM",-0.255185877323182,-0.342048012981379,-0.181001193754954,-0.494541230185914,-0.851397381501945,1.71416909166488,0.161053400261119,0.0810664559773069,0.543254718391607,0.522799745415511,-0.034478336869512,0.0912379109488046,0.255610873837183,0.302486108954475,-0.104888914300046,0.0578036458704623,0.316615763265083,0.72403161758997,1.00275871949494,1.33872042599101,0.856786105879249,-0.171481139466488,-0.384228081942088,-0.676542239318338,-0.441179679875809,-0.304402845144119,-0.703125750996084,-1.79805724216217,-0.0127274923506921,-0.0102944165936805,0.621498338616647,2.04013604775577,-0.368443744924001,-0.900204339421148,0.188459781318622,1.05477835029089,-0.137525187690985,0.74870413912315,0.00519669306016544,-0.711242030510472,-0.614834227543007,0.733703185676572,2.65280821085585,-0.588555537153952,0.202777594248986,-0.487852023889841,-0.721576005717263,-0.47799447823082,-0.689939650883228,-0.391700345948694,-0.487280963113456,-0.45127247630635,-0.356139290417239,0.803219616106863,0.0726479937087365,-1.18130066889653,-0.295015078245173,-0.838034801791904,0.240862992299779,-1.0985200353452,-0.480316683917624,-1.36173130292285,-0.625504824859341,0.85087191502175,-0.678541540050192,0.511791119704451,0.574341927005192,-0.794925874932739,-0.375514855035532,0.193626314932958,0.0552652045393499,0.621330860667383,0.545163528949077,0.117062058620535,0.0865732843327634,0.254316739925443,0.233093861129173,-0.0292031858734303,0.0837189132614908,0.197991331793067,0.8318104179954,1.1421294016818,1.01477275120569,0.889966409536434,-0.16236241905175,-0.419644859144934,-0.401476200451674,0.24337849572833,-1.10759341976453,-0.399438389673874,-0.729608316837312,0.61106393434325,0.790607902109186,1.32541667564205,-1.21349923503282,0.989722990632126,-0.078932209905157,1.08867997747763,-0.307374756513082,0.132722963016098,-0.200041162215953,-0.898596402785253,0.329128551749227,-0.584539186508365,-1.10278407733202,0.272969150738594,1.15617579895566,0.562259540452786,-1.34601614938441,-1.73412459664119,-1.07582272766994,-0.770944443784358,-1.31017581093856,0.00887678820730216
