"","GBS_RS00875","GBS_RS00975","GBS_RS01235","GBS_RS03485","GBS_RS03810","GBS_RS04315","GBS_RS04520","GBS_RS04595","GBS_RS04600","GBS_RS04845","GBS_RS05020","GBS_RS05135","GBS_RS05725","GBS_RS05730","GBS_RS05735","GBS_RS05740","GBS_RS05745","GBS_RS05940","GBS_RS06660","GBS_RS07315","GBS_RS07950","GBS_RS08330","GBS_RS08335","GBS_RS08660","GBS_RS08685","GBS_RS09310","GBS_RS09315","GBS_RS09320","GBS_RS09325","GBS_RS09330","GBS_RS09335","GBS_RS09420","GBS_RS09435","GBS_RS09445"
"STAGA_Li_2 (GE) - TPM",0.83737439032376,1.80144117305382,-1.2404160018702,1.97540428628518,1.15798517773008,1.23200193841052,0.785265897842207,0.238672500804512,-0.150317585069958,-0.256651045763796,0.325453250731489,0.858661221394686,-0.444881972790758,-0.299302257114914,0.180310147420815,-0.214160386197666,-0.0613858311383186,0.157412215138045,-1.0418255145713,2.03313064922876,-1.6920846717966,-0.938513982000759,-0.971914765077067,-0.155810660551858,-1.26940833444369,0.0789578827450042,0.243356429829477,0.432027506825452,-0.130052086070037,0.307660444589245,0.711433174474141,0.205177691828335,1.56490509695324,0.724073143546789
"STAGA_Li_3 (GE) - TPM",0.230748690359039,1.42218050626563,0.00433369178595642,1.148072173241,0.619852012125083,1.40827064915777,0.44298557554384,0.160686302607469,-0.0291525327209723,0.113848311010842,0.172292960810344,0.812015430377025,-0.799359289461606,-0.49460880952466,-0.0643855265915407,-0.193043638788342,-0.332864936391297,0.0631220555850668,-1.19788051794539,0.833961968855344,0.507992326269842,-0.872443225842841,-0.900175738149561,-0.628407634774229,-1.16021980096559,-0.000573037205079108,0.208607861304613,0.0906729655694158,-0.16964555866934,0.234995119278146,0.620674038272627,0.288300141313352,1.5463062658033,0.262750042929922
"STAGA_Mig_1 (GE) - TPM",1.1180369944401,-0.125675790243709,-0.432390490887254,0.656719855395748,-1.07220059579908,-1.09053930573692,-1.05411176082698,-0.79491870915648,-0.707534157362737,1.28391374855481,0.723904137736215,-0.291465616347798,0.668240649951046,0.184910579100434,0.51603278418785,-0.395298454900694,0.895820926608597,-1.25050820472775,0.353724089861284,0.172795384310815,1.55099740489966,0.696785018557931,1.16914988630249,0.869835235670562,-0.807089530751739,1.77893941549867,1.55903099680481,1.26625933497172,1.09445569732555,0.803772883794546,0.289749093459765,-0.953605641053586,-0.531072983695798,-0.332654145105037
"STAGA_Mig_2 (GE) - TPM",0.276858875850311,0.71416201564006,0.885222475289067,0.157137884595696,-1.2829847456779,-1.10681319644028,-1.12602432564498,-0.760941264411605,-0.572115039532995,2.1302460882742,0.608996218445491,-0.825228024542643,0.393091639282362,0.422588093701806,1.04921395953815,1.01451427460759,2.01707485538787,-0.911782249424671,0.882555789771943,0.495370067699216,1.4869469460455,1.66994378495244,2.46544484063974,1.22550406577396,-0.314680934908949,1.9364172004778,1.31085718754337,0.961123570609884,1.16657671771434,0.78434175156747,0.128264741639101,-1.1449828009692,-0.714506658862779,-0.597329187992594
"STAGA_Mig_3 (GE) - TPM",0.41512857793253,1.0372674189913,-0.171795612455864,0.59555759098094,-0.953186576749675,-1.15843550947289,-1.03040122872028,-1.06872389453842,-0.561486963432454,1.11052553130602,0.558184495455389,-0.612247234807158,0.398309177933498,0.0429356651246198,0.652766110957534,-0.0123514122801999,0.576476857991506,-1.4717351161083,0.873515736187383,0.493902741484387,1.70580960529487,1.90899808777096,2.1366294850086,1.34837559864776,-0.962902661686428,2.02724757269786,1.8604300862379,1.25091053355172,1.43153257243187,0.773782848153074,0.421719871192321,-1.05337177824725,-0.79857568031834,-0.41779526482633
"STAGA_Nd_1 (GE) - TPM",0.0992951379729572,0.515281162524361,0.111240849482141,-1.40992998652477,0.373830189332225,-0.500195078708469,-0.887068559782309,-0.545140049481339,0.667493188662461,-0.178006931745806,-0.136821331958541,-0.481443983842701,0.432357959659374,0.659367993433263,0.267960525417588,0.257390733633209,0.344957985586497,-0.0977552386443364,-0.25672317622131,0.246428371549269,-0.192760475377423,-0.830288586003209,-0.99306456745875,0.114504896539149,1.01031174351664,-0.0151466918326362,-0.166622194114648,1.34324355331026,-0.264964605469047,-0.69274814312656,-0.781833696827719,-0.186251229148907,0.0741509819994181,0.0440012356460565
"STAGA_Nd_2 (GE) - TPM",0.0791192638444036,0.414593667213735,0.0662587402738673,-1.30891290385832,0.32806897290127,-0.478412561224899,-0.826114269665519,-0.458413944883034,0.610812987274926,-0.0818467045650848,0.00316146455262857,-0.444315164355441,0.263406625198369,0.174047358811727,0.440547529081062,0.203341173098589,-0.135411864155455,-0.488991226430967,-0.637021504271224,0.375910768109626,-0.0960466402015196,-0.801496142185363,-1.02852293077207,-0.143585011037643,0.816961431987796,-0.00460917260210122,-0.24695693557476,1.12407039258234,-0.384748310496983,-0.755806788978985,-0.927980027035074,-0.30175476785527,-0.273741219099637,0.390386412042986
"STAGA_Nd_3 (GE) - TPM",-0.0900329188819859,0.793451866142509,0.337554344065293,-1.11274312913932,0.294810648657631,-0.375512644734309,-0.825146809866298,0.157314430415175,0.499258533530725,-0.115727240997988,-0.394907102696403,-0.631964901645269,0.381058719219744,0.541870532180358,0.468656666607879,0.203617079156244,0.320999758685616,-0.185061684680587,0.281441788651939,-0.642379366897731,-0.283250684529631,-0.786060245095091,-0.966810088148426,0.338057513477012,0.922946053151392,0.0981905918825059,0.11055056678752,1.06461191259578,-0.180960935916698,-0.775451453230642,-0.810072222093137,0.00914572011884074,-0.0924144556948068,0.184424239136172
"STAGA_Ns_1 (GE) - TPM",-0.880285441544998,-0.0400561175506115,-0.24816375274842,-1.18585422024225,-0.340365237579677,-0.191838352909039,-0.00766261957335378,-0.504947308537523,-0.757605165600945,-0.327956496557395,-0.672082716915086,-0.979954909789466,-0.783315423306169,-0.889181760356108,-1.30781968296802,-0.710510328300247,-1.21559087758731,-0.45773112792955,-0.224298522710798,0.504169233222874,0.492502091307754,-0.704497376373629,-0.558405665336764,-0.251857625586577,0.00383380111241833,-0.42604524474391,-0.526985035996266,-0.721270262858501,-0.456385295223076,-0.440734269067243,-0.421843294500039,0.38216096133025,-0.738361784434049,-0.809771349889396
"STAGA_Ns_2 (GE) - TPM",-0.951881684009505,0.37463473542934,0.942406856476349,-1.33902922306416,-0.599545348553512,-0.394161041690246,0.0209294029604747,-0.35903368340707,-0.863582735923494,-0.172981267081434,-1.23203897819407,-0.939645866933172,-0.405806399931607,-0.512232750697625,-0.90550541097815,-0.862713708855599,-0.727365130172791,-0.623884011490037,-0.431208877466103,0.136583614512581,1.11248515566235,-0.823559271672368,-0.600905598504121,-0.0127680338386846,0.418383686845784,-0.396245426510216,-0.372209826392903,-0.56674740715369,-0.185972305629232,-0.154068537404288,0.0556514058243988,-0.0710386605255947,-0.686351748358438,-1.03460725585011
"STAGA_Ns_3 (GE) - TPM",-0.858954372077423,0.481502256570757,0.633484526288092,-0.998131810602353,-0.897416768395586,-0.506562932595133,0.0849868433729911,-0.692424363566666,-0.807921664033069,0.0886484948151814,-0.770571823927381,-0.92576975539687,-0.399643850541949,-0.751792389201796,-0.979295291886378,-0.76059875305803,-0.863613843714574,0.0619934108228412,-0.730947708874077,0.500060646035112,-0.0452249051309249,-0.784391775757158,-0.711479629521912,-0.324803198419188,0.778650262894458,-0.50684849253247,-0.373897568755441,-0.532071737437121,-0.446058440799541,-0.235152090736189,-0.151028603369236,0.157025558428266,-0.596127871369829,-1.04800101216902
"STAGA_Oss_1 (GE) - TPM",-1.45804620856546,1.8260528356509,1.85299950496276,-1.07918734084681,-0.928420767970419,-0.638467409395378,-1.41936260707208,-1.02856316999994,-1.45712618356093,1.90463053590617,2.18395290225436,-1.03548771701369,1.86008282713186,1.820748521784,2.01054918595006,1.44628467493609,1.80198230294572,-0.42049372666047,2.52920863396074,1.39224128768752,0.446852964435914,2.63457919254417,1.94502958977921,2.66828608206949,1.00220338755804,1.77000849615067,1.95317198365068,1.83627585022003,2.58296280034683,2.51791122499446,2.50355168728613,-2.31134359296511,-1.31081331998141,-1.67334307977955
"STAGA_Oss_2 (GE) - TPM",-1.51140059715548,1.66518669605981,1.86883397247615,-1.18539638765583,-0.666846906051591,-0.874611830841499,-1.29183971391297,-1.08033602507335,-1.44732474520113,1.91936930166498,2.59141754072072,-1.13020888409097,2.38824202753105,2.49716634813961,2.61075476256814,2.12046731349032,1.97177560861229,-0.659724308388089,2.03845697489398,1.11964683029199,0.428352623886552,2.15438124155637,2.00738093297896,1.85607195049564,1.37505676820496,1.82956138409366,2.4610392980279,2.02219883242965,2.36006977557437,2.2736952845477,2.4353173819778,-2.31100726928524,-1.39216608079975,-1.69513786731715
"STAGA_Oss_3 (GE) - TPM",-1.57518750087397,1.33363673216471,0.690415128870095,-1.09059514291073,-1.16451705852325,-0.678198389876251,-1.29542420663931,-1.07842861412745,-1.18671230018604,2.30929524058233,2.01298623045322,-1.26018304703671,1.83358926996757,2.64975212055617,1.90626524711638,2.2597588445163,1.8126131282075,0.0496793818358481,1.85546408064366,1.34348038801224,1.5373383480976,2.37909186381338,1.68200939910988,1.98379026426578,0.766790868241869,1.9764994758153,1.96159218026957,1.68679367392203,2.41090227401428,2.81348222263596,2.44203298810058,-2.27800514668529,-1.31557321675601,-1.71774613201522
"STAGA_Oxs_1 (GE) - TPM",0.165217697703155,-0.69030031010207,1.18388085710626,1.06219938174365,0.29927120221639,0.242934281005426,0.290610415577336,1.160169194514,0.302060108359136,-0.146266041537253,-1.01865788995514,0.719190208877678,1.10061528758746,0.893988665666477,-0.0437559906114885,-0.718188337682803,0.149877866669047,0.559963833777502,0.554993298286719,-0.82519518348325,-0.794468051304562,0.0894287600107272,0.0843998254108091,-0.328848966195728,-0.785544678636428,-0.736512345217442,-0.635347351953633,-0.656950694021834,-0.59755823734285,-0.846859608360968,-1.01578855502666,0.730618388908468,0.675212652813476,1.54250065426645
"STAGA_Oxs_2 (GE) - TPM",0.270557051748676,-0.711385104349933,0.916070769860757,0.90897149175333,0.00554730131859671,0.19807274652061,0.818660634661605,1.45468963152864,0.837409081122163,-0.431278535089474,-0.692930312220619,0.434371729480682,0.976668172281356,0.785404025078554,0.47611526060807,-0.130806216226689,1.18322628896281,0.534760258481433,0.505972340137174,-1.17489143607482,-0.0144232575934634,-0.454250141815405,-0.384312170080684,-0.421306669618185,-0.609075114515759,-0.788893319778506,-0.672387553917299,-0.599642663541665,-0.523950010634228,-0.777935137054561,-1.09808280925683,0.661524989855435,0.819505369326748,1.54991299411959
"STAGA_Oxs_3 (GE) - TPM",-0.150881712979389,-0.36471045283392,-1.49872963585446,1.00639528802345,0.0239349061642232,0.16468709824119,0.371341622950748,0.767582745949964,0.0988412430746378,-0.228596998120801,-0.615492917689436,0.186627077045924,0.951897907560141,0.658586507082369,0.26651456395505,-1.80850289906034,-0.291158189687526,0.015971404810358,0.187239632275525,-0.435706859955136,-0.631981952623562,-0.598864568650572,-0.621759494209783,0.205927624772172,-1.1896947485147,-0.988039003184086,-0.83127204888557,-0.679379018659346,-0.533994816284539,-0.722102924171945,-1.10536666894057,0.445657854643416,0.572320875385158,1.3933252334962
"STAGA_Sp_1 (GE) - TPM",0.638748365226296,-0.0292657175268974,1.189297929609,-0.180475580671222,-0.746287139276287,-0.838260409970502,-0.71499389572467,-0.651972092993953,-1.20187928360719,0.512581551035649,0.71645531691777,-0.258434084828934,-0.160038760695356,-0.570195763776855,-0.228206287749469,-1.10798301754567,-0.16080142560792,-1.01504236799732,-0.415225586081601,-0.707018497972482,-0.276415701187414,0.260046907865268,0.0544587328118762,-0.0134092691879449,1.20719015822362,0.501902438366196,0.253470701687791,0.551864561326537,0.448800113526145,0.360909482424436,0.695348975247943,-0.639581324078846,-0.686112267047157,-0.0420514109727275
"STAGA_Sp_2 (GE) - TPM",0.66596943913279,-0.190921554939586,1.09487033389231,-0.239861693090342,-0.943466951381219,-1.25473049841525,-0.875744379618754,-0.647470947506845,-1.09309212412382,0.717920732268087,1.93913843415083,-0.396924747787919,-0.181334689642051,-0.883060283694287,0.55125674614335,1.09656071843233,1.06576567422746,-1.07600155371936,-0.165840201247105,-0.86604411124678,0.202753938173898,0.395937932010322,0.584662367589507,0.290063591816794,2.16165189941552,0.877534647782239,0.75076172461628,0.83717716682849,0.794803318935851,1.29380674066842,1.25270759005047,-1.01665988960539,-0.682036068271311,-0.298573955383936
"STAGA_Sp_3 (GE) - TPM",0.420774774252305,0.349165638223542,1.19626304952593,-0.2144205587233,-1.14821819013342,-1.41466955081169,-1.14217769929572,-0.419021165142282,-1.22453110380116,1.08625760419792,0.694697088780581,-0.64418815779556,0.0907351803370752,-0.0429207420860993,0.322050346330284,2.40325993635618,1.16851926719018,-1.11060676195698,0.239515667368368,-0.283758319894095,1.0606093708902,1.0652189286879,1.58171583186512,0.31840182745005,2.5336383227874,1.25249975098745,1.43119458724328,1.49331437655715,1.48260868325388,1.51663627998116,1.62780103910803,-1.11358169895462,-0.873274382420362,-0.206166910659536
"STAGA_Tm_1 (GE) - TPM",-0.527203470642217,-1.62217462219504,-1.02154466598187,0.154578465543464,1.02660203161764,0.538597222271206,-0.470411402872832,1.24132486412271,0.0454274140222852,-1.39856942162675,0.16813050566472,1.469246490811,-0.866539949465742,-0.782564448595461,-0.90214679697944,-0.520884282472172,-1.12255560345945,-0.574214385397773,-1.68822254780502,-0.840265194684837,1.3110774314173,0.0280279797214721,-0.166086499289106,-1.79690434302358,-0.198992128468059,-0.748861507984938,-0.755626814155038,-1.01741065098188,-0.996348589919326,-0.86423460736874,-0.458085861955972,0.513186171004208,-0.50139880299454,-0.294455041814198
"STAGA_Tm_2 (GE) - TPM",-0.552356504246614,-1.27527691464014,-1.38539824742207,0.0210333875365563,1.09961453591472,0.398204434474145,-0.150689917273755,1.08458001460886,0.451157827949975,-1.09394148270693,0.238926406554901,1.58750406150246,-1.53565588276811,-1.4941641934175,-1.30226477629978,-1.09159624650883,-1.22747826824639,-0.575400326421998,-1.47726738290731,-1.43543063877809,0.532856526366479,-0.373060263449183,-0.269894178278575,-1.34200505304284,-0.584105480137881,-0.815051540498177,-0.742158786963372,-1.06967094108493,-0.966409141656852,-0.664769583419694,-0.320106051348063,0.534925505902515,-0.0714307467451931,0.0926468985320693
"STAGA_Tm_3 (GE) - TPM",-0.741314423585818,-0.970754029498974,-0.701589087855118,-0.181412487513902,0.816800880160152,0.173572234062572,-0.178463171009107,0.326218461312937,-0.120288458293818,-1.01905607842172,0.241156931003683,0.718143399434989,-1.25838078305459,-1.51774915826396,-1.29804821877339,-1.19729945880481,-1.33253030575584,0.160806363537247,-1.32257193297756,-1.59362773239146,0.7916564622159,-0.23079093131468,-0.242824824871474,-1.29538971188513,-0.000655256850392081,-0.652801243675312,-0.656317444590809,-0.957488123202169,-0.832824550604221,-0.581567670425866,-0.200203120568891,0.324123336930357,-0.520371608990678,-0.556386919418307
"STAGA_Vic_1 (GE) - TPM",3.6829807223965,0.0704640715922863,-1.67385202607012,2.36477834970795,2.07807940326039,2.75128333611859,3.17506281884498,3.58773966333224,2.17250220830782,-1.19808460956796,0.376442549230332,2.14713239973917,-1.22235643723011,0.176469593895019,0.726233748112221,0.724848183174811,0.546739542699053,2.2704115276459,0.779900283414934,-1.48596744523971,-1.86300378391693,-0.917361111666412,-0.690679444761784,-1.3760556705353,-0.505456625549096,-1.055289585078,-1.31179354706161,-1.24970415178153,-1.03015914718599,-0.838049669278559,-0.61257071562905,1.15801878903654,1.51061123963954,2.06061499195249
"STAGA_Vic_2 (GE) - TPM",1.86817684707792,-1.52685665946554,-1.7567496384793,0.722814792137359,1.62738135918179,2.13666519612731,1.70462613560696,1.63854908055932,2.86666779480589,-1.50777860464825,-0.439244284355516,2.49834697941057,-2.01155265225272,-1.49218733408927,-1.81612732839429,-0.846708658047591,-1.29149560256298,3.1915981698814,-0.791584606991369,-1.14251097475253,-1.55746196596353,-0.00823236919379292,-0.354533008307081,-1.28225220696154,-0.855351582767994,-1.10672021123194,-1.10437878150649,-1.03230851804013,-1.04124748429817,-0.799388981052463,-0.388448758834127,1.95386851949961,2.10859728281014,1.98847276716549
"STAGA_Vic_3 (GE) - TPM",1.07014601741202,-1.63366672996437,-1.59961939972147,0.728672896399699,1.76004853695694,1.95770906252835,1.52293552416185,1.11101676257976,2.11908372956544,-1.58250853062992,-0.563661923929456,1.45090032704966,-2.16196451144249,-1.7317112467457,-2.09223713563866,-1.41593315632001,-1.4358924330438,2.4900219655233,-0.754280893485219,-1.06692357401463,0.317571383318382,0.0351310147400279,-0.272810025025624,-1.1191937760876,-1.17272656076209,-0.931499608889846,-0.95308127475282,-0.990779899913072,-0.976338533410329,-0.762710761752652,-0.593162254064267,1.61212557345152,1.11810870708166,0.984566530637094
