"","NTHI_RS00070","NTHI_RS00075","NTHI_RS00080","NTHI_RS00085","NTHI_RS00115","NTHI_RS00120","NTHI_RS00125","NTHI_RS00205","NTHI_RS00215","NTHI_RS00220","NTHI_RS00365","NTHI_RS00865","NTHI_RS00870","NTHI_RS00885","NTHI_RS00915","NTHI_RS00920","NTHI_RS00925","NTHI_RS00935","NTHI_RS01020","NTHI_RS01180","NTHI_RS01300","NTHI_RS01315","NTHI_RS01375","NTHI_RS01465","NTHI_RS01500","NTHI_RS01680","NTHI_RS01840","NTHI_RS01945","NTHI_RS01950","NTHI_RS01955","NTHI_RS01960","NTHI_RS02075","NTHI_RS02140","NTHI_RS02180","NTHI_RS02240","NTHI_RS02290","NTHI_RS02295","NTHI_RS02370","NTHI_RS02375","NTHI_RS02415","NTHI_RS02425","NTHI_RS02430","NTHI_RS02435","NTHI_RS02460","NTHI_RS02485","NTHI_RS02605","NTHI_RS02645","NTHI_RS02650","NTHI_RS02655","NTHI_RS02660","NTHI_RS02665","NTHI_RS02755","NTHI_RS02775","NTHI_RS02810","NTHI_RS02815","NTHI_RS03240","NTHI_RS09570","NTHI_RS03325","NTHI_RS03350","NTHI_RS03490","NTHI_RS03510","NTHI_RS09575","NTHI_RS03670","NTHI_RS03735","NTHI_RS03745","NTHI_RS03765","NTHI_RS03775","NTHI_RS03780","NTHI_RS03850","NTHI_RS03865","NTHI_RS03920","NTHI_RS04285","NTHI_RS04310","NTHI_RS04315","NTHI_RS04375","NTHI_RS04410","NTHI_RS04415","NTHI_RS04500","NTHI_RS04525","NTHI_RS04530","NTHI_RS04840","NTHI_RS04940","NTHI_RS04950","NTHI_RS05085","NTHI_RS05120","NTHI_RS05235","NTHI_RS05325","NTHI_RS05400","NTHI_RS05445","NTHI_RS05480","NTHI_RS05555","NTHI_RS05660","NTHI_RS05710","NTHI_RS05740","NTHI_RS05745","NTHI_RS05750","NTHI_RS05780","NTHI_RS05825","NTHI_RS06030","NTHI_RS06060","NTHI_RS06065","NTHI_RS06075","NTHI_RS06385","NTHI_RS06450","NTHI_RS06455","NTHI_RS06460","NTHI_RS06505","NTHI_RS06510","NTHI_RS06745","NTHI_RS06750","NTHI_RS07460","NTHI_RS07515","NTHI_RS07690","NTHI_RS07815","NTHI_RS07820","NTHI_RS07910","NTHI_RS07945","NTHI_RS08080","NTHI_RS08225","NTHI_RS08380","NTHI_RS08420","NTHI_RS08440","NTHI_RS08445","NTHI_RS08480","NTHI_RS08485","NTHI_RS08735","NTHI_RS08875","NTHI_RS08895","NTHI_RS08900","NTHI_RS08905","NTHI_RS08960","NTHI_RS08965","NTHI_RS09130","NTHI_RS09230","NTHI_RS09310"
"HINF_Mig_2 (GE) - TPM",1.6050260580147,2.40138506621773,2.95612704315905,2.65763683137732,-2.4029902604835,-2.20786285728074,-1.70171960104125,1.49719486721113,2.32124525461871,2.84993678819898,2.4831402613092,2.706274041459,3.28535661862521,-2.34547664256021,3.39738067503214,1.84150060802942,1.2951350606682,2.41127718993074,2.70620978702757,2.17617589660919,3.19665205895262,2.89717084973324,2.0890024339323,2.75221524406253,-2.22825679617485,2.67491450891942,-2.24934227743395,1.88225261356247,2.29988169239368,2.74737089461507,1.3687983514915,2.58979815462356,-2.31030659101509,-2.02903813068087,3.04280427230964,3.37180446028384,2.60042502740072,2.69214818551531,3.05746675692766,2.39521161261724,3.17125871170444,2.81103135625438,3.0296574824007,2.90140280421187,3.26262741399835,2.41627088999567,2.38990134935486,2.2109454433844,2.29311368584668,2.21632843200528,2.97198252228148,2.91714551773616,3.31345525061735,2.59020217837891,2.61318460085286,1.93759206772122,3.53127288681528,-2.1419194704086,2.54478575920735,2.16520182033134,2.6860536113111,1.84172284319534,2.56556560775042,-2.43291409583251,-2.62328978588156,2.26337114288781,2.88321910811342,2.18111447018032,1.65895009783353,2.10917100660423,2.6646714492766,2.06806749740934,-2.33855929641262,-2.76580346369365,2.24097869100326,2.9183160433208,2.8049145329435,-2.29509637519285,2.51070322390997,-2.42280414006481,-2.16190735267228,2.13986226574567,3.30449578391627,2.97954568647155,1.56605037219967,-2.03178248717505,2.18680492116968,2.63695490395958,-2.55970027623813,-2.11556610131011,3.05496393662738,2.86264560441353,1.83810370299576,2.58162088155123,3.06623433311311,2.96498337548754,2.97546488161629,1.94319994320583,2.41206673736691,3.0566147968419,3.27948807167512,2.35709897250802,1.76965930296799,2.45690482910224,1.44233424255013,1.24799885112094,2.28797770351841,2.56305194440838,3.12159203053978,2.71980574666925,2.44156511272444,-2.09898529456132,2.81610671086285,2.56658252961028,2.53449787853594,2.70051450943849,2.85747565573662,2.99824286511051,3.26447850822973,2.31859093010766,2.71237842242449,2.75562823329744,2.62875551961674,3.02050142545853,3.26302409482622,-1.79581313175221,-2.43359112517024,-2.13935503055459,3.08921173691264,2.29193645883887,-1.86973176145141,-2.35069671591586,2.72159619866213,2.2911462618939,2.15387417677181
"HINF_Mig_3 (GE) - TPM",1.34631726575312,2.00241235515965,3.015281227302,2.11529500701484,-2.21710396908366,-1.95361322511965,-1.89051614702716,0.989144568505557,1.66976069883575,1.97356645127201,1.86449244024556,3.18901153304975,3.27474334823015,-2.09137387506188,2.43100481393784,2.6695144623505,2.60352646198388,1.9193747913696,3.66501466383294,2.09236514486799,2.24125991124153,3.0434660190955,1.99571874597584,2.44925179499563,-2.29081248243235,2.72474412216174,-2.2520056311055,1.40768812639962,2.41506363884296,2.63414271220144,1.56510072480285,2.45767109874166,-2.36589357963405,-1.83550360155884,3.2425429115751,1.65396520455583,2.48286273870923,2.16117616656116,2.43401028788134,2.01596923326423,2.46867716006465,2.41707420674559,3.16779177009356,1.48337574878313,1.65428699266997,1.84708579586967,2.20090032594258,1.88370805062818,2.53017628015615,1.73676621725566,2.6288226288883,1.58873879574584,2.08355444099483,2.51677690396075,2.37482602772194,2.56164149205545,2.17241804314236,-1.75918312942513,1.92797610917981,2.11792149801339,2.49016751406305,4.58779828931052,3.56056137541261,-2.43608840308537,-2.57475159223746,3.85963205709922,3.39511571066654,2.64829104896926,1.11323640643642,2.11050067392613,2.140065025461,1.44539012112174,-2.39664491476587,-2.27141362570402,2.58969488503886,1.70554631194019,2.51477569886233,-2.03609104162819,3.65974929734235,-2.3041711265843,-2.42790100213824,1.30407790554967,3.15792707854872,1.27482034324024,1.84431928514691,-2.74475629922236,1.61797634799125,2.55484989373189,-2.59437338398769,-1.97116374382328,3.77754809185449,1.97483289155918,2.84318448929207,3.41240577994385,2.9321815561097,3.70670902437593,2.8052213254682,1.92739250185309,2.3249157479214,2.64778234486376,2.52151232427291,4.45571785088385,1.52567790826146,2.80137060277026,2.6265396558973,1.7219060973388,3.78720078805063,3.16309565752429,1.44808476210153,1.98664100592202,2.15452812363936,-1.86735180492023,2.02922188421227,2.81613063395145,1.67665322675117,-0.72535739647309,2.28568010629497,-0.0937598450170486,2.31830876908416,3.35246297682386,1.89409637289653,2.45818212578467,2.38304751943182,3.19015809983797,2.62638806347071,-1.73107114573697,-2.04134364410031,-1.81063757414939,3.52467563501036,2.68768120513578,-2.05930789668585,-2.34670141023868,2.40424132018598,1.68222082386747,1.86055845669938
"HINF_Nd_1 (GE) - TPM",-0.981904788365618,-1.09639213638955,-0.600783509036558,-0.514469143964334,0.902115796352274,1.19074108860615,0.661815920102899,-0.927319613486561,-0.736969473815859,-0.608142566482978,-0.688391782559656,-0.627827458586849,-0.330432757315861,0.211264136616447,-0.524728582388737,-0.552843030280116,-0.547163049801633,-0.611574739655939,-0.567235614008128,-0.526161858428428,-0.816508977759108,0.0229132197388465,-0.967268111300167,-0.466295767273754,-0.162569394901996,-0.718841055684485,1.37763525815301,0.0635005023193686,0.54564358924276,0.148741517480078,-0.830197667434115,-0.955084057924718,-0.535831814199838,-0.359086541429319,-0.394786383349303,-0.583044496692073,-0.934167187749674,-0.567973374729893,-0.437518547786492,-0.232081646138508,-0.599582055419333,-0.652576767911651,-0.892902637915435,-0.784206909931773,-0.611272433963254,-0.641005442071236,0.0410780771992411,0.0220760833843174,0.878554332853726,0.397620167047966,-0.0223645298464383,-0.836984154311646,-0.322068760528756,-0.60061064667644,-0.583473314170747,-0.841266861263784,-0.718533352567344,1.02328306351989,-0.980664832653998,0.886861979743737,-0.593086379969854,-0.335664908830938,-0.0697769459195122,-0.430887686795532,-0.095850584888509,-0.487704040657251,-0.417278370452454,-0.566857039410555,-1.08239921572801,-0.762498195288113,-0.63931847140313,-0.54620885465795,-0.0549670389702959,-0.212625344075179,-0.384200411267542,-0.76853116941739,-0.660937865898465,0.47562502491175,-0.240349419464424,0.0232668121567425,0.239092552282033,-1.39418537917252,-0.479637921203068,0.0638395599954839,-1.2025498050882,0.234139859735949,0.052574122132522,-0.111157694645495,-0.286390506616146,0.438089206459649,0.0217651783197936,0.436493932591916,0.078722277357256,-0.511874096053749,-0.40081108448473,-0.420239813030476,-0.365718153776693,-0.241871540813596,-0.47326687602337,-0.865334322120036,-0.647747303731999,0.0262625179783906,1.03256971358689,0.514699366215322,1.52904750760088,1.94039574977486,-0.449353498495928,0.553654874155618,-0.684248424657852,-0.326943428886227,0.0536391501036645,1.35078926784402,-0.068629689752296,-0.314126435034114,-0.434606491907513,-0.825273657604054,-0.757523426491349,-0.496566889200292,-0.263938145833711,-0.123182702025603,-0.703431289686775,-0.457338222357903,-0.61923938752105,-0.495883782224157,-0.594528880817949,1.60522388630831,0.447863990178425,0.498794940217003,-0.496671857404245,-0.55992382566,1.29703447544023,1.55616196051761,-0.631869935305664,-1.02104243081241,-0.823529855175789
"HINF_Nd_2 (GE) - TPM",-0.929471314725425,-0.838691800963179,-0.665607711908402,-0.64326584088065,0.43593110040304,1.07766766729088,1.34494515923725,-1.12101951032833,-0.819765940417276,-0.680490970970126,-0.753382632144782,-0.491959837687345,-0.141816223874562,-0.0193774152523373,-0.602745376886903,-0.637181449597241,-0.634339673293804,-0.719667825304717,-0.652634276074863,-0.558467707741636,-0.65522689352694,0.160861499952874,-1.13942498209907,-0.536005244426098,-0.228613871383882,-0.892695248776339,1.21309061593869,0.452435993658625,0.664693111563352,0.451855806820152,-0.797804470702463,-0.964251953461621,-0.72262513601152,-0.882687953822118,-0.44903278228822,-0.644880131906155,-0.951069829385228,-0.51293119111731,-0.532593076690699,-0.669209310340958,-0.633513403918473,-0.716137799886259,-0.961263829252529,-0.585469118803571,-0.639334598358595,-0.646708099723945,0.551948049067862,1.21690588755802,0.893238795963145,0.702542547306395,-0.00202500505034348,-0.668503632316929,-0.338619088930895,-0.622978505513015,-0.64666690877554,-0.952842292709267,-0.546278114988261,0.85622565096727,-0.588645018999535,0.983907714327445,-0.569405365120862,-0.377534228005974,0.104664163480333,0.339091861824503,0.0563023034035448,-0.424009675637689,-0.53299453878726,-0.711894095418605,-1.36628260808698,-0.908639361378681,-0.596301740333805,-0.502981711821959,-0.274489277613762,-0.614234910447175,-0.445515271771142,-0.698455346343543,-0.704653678323816,0.75985471043253,-0.0633412167457016,-0.0164629065782437,0.158597351452004,-0.964444720472166,-0.4927100431817,0.337560124298477,-1.22414192039386,-0.507595724804305,0.216203634311269,0.40147574288863,0.297814776280637,0.396456147912215,-0.0125366017314454,0.721716761177779,-0.0454299091652744,-0.485173041018107,-0.393029387499345,-0.427108458770473,-0.369054359074821,-0.405205983231532,-0.121277699947165,-0.673830601368794,-0.639277514271943,0.179250619440231,0.477427424037448,0.530081663276595,1.65754045526411,1.6733378005415,-0.492176810112163,0.765073657380139,-0.162627687648154,0.234466503400331,0.338127805658724,0.732008547494179,-0.631007095926526,-0.239503785465593,-0.0039439145719342,-0.0097983198103313,-0.795924960790096,-0.114010392573392,-0.0300267817109452,-0.0105542762306109,-0.644144177153695,-0.457596878125197,-0.604448153568637,-0.497172527626133,-0.610575620933105,1.10543748244534,0.822633550923809,0.69207609041009,-0.497227820708462,-0.643177043394293,1.63718493791124,1.03070003837746,-0.646903394164911,-1.11083104998273,-0.490435501970482
"HINF_Nd_3 (GE) - TPM",-0.943244381625932,-0.719397606479869,-0.495499816135971,-0.589135146276496,0.515584156304343,0.900576522076849,1.14988823049792,-0.911576768597914,-0.61671121077397,-0.484418862993348,-0.713964150669599,-0.436503483618995,-0.429393541159624,-0.422639588405579,-0.591109105864917,-0.742361547078167,-0.662585427262998,-0.692638294524601,-0.556557390884833,-0.563121034323869,-1.02785142126088,-0.0934572131391484,-0.868786389163263,-0.548831062605972,0.236516996688669,-0.905449777928312,1.1485099254064,0.560864859441017,0.534690361137798,0.556395844960838,-1.28488500370633,-1.2054911023021,-0.339872426088332,-0.757289339150461,-0.333942684023182,-0.644106088237416,-0.966073222934096,-0.579065519242635,-0.526525469939875,-0.359339782156544,-0.647262621197514,-0.756662567352212,-0.753649267967672,-0.876855627331755,-0.638073665078423,-0.659576127593398,0.419932247255646,0.417960701212328,0.99568633993886,1.10603200599369,0.131221490430349,-0.640838894866707,-0.434236961620441,-0.183882973892901,-0.397854121456931,-0.836589029843745,0.193770525303797,0.322194628567485,-0.870148275997392,1.08650678402062,-0.586599496174143,-0.368510146242142,-0.194039654801609,-0.723241094113543,-0.0514860198764011,-0.418317665767552,-0.511096718350996,-0.785009848458007,-0.962093925921581,-1.34287934130998,-0.520017434237973,-0.545474904449877,-0.288584453740841,-0.572414892243173,-0.524660039062359,-0.614457656057202,-0.680149465555128,0.451819081943583,-0.172612638286606,0.246871075677072,-0.0910379796426986,-1.02397238220468,-0.447213787097911,-0.589614768430769,-0.816803674387422,0.697014565890756,0.436608804862565,0.039107155877125,0.311697548502944,0.139246199905428,-0.144425002059644,0.716195398202349,0.439757609711704,-0.54393558356563,-0.421696091585115,-0.466233870823594,-0.366089320475751,-0.342746211359203,-0.856540997885092,-0.611157579415678,-0.608195265715803,-0.143554476474118,0.532511701959281,0.467247622244682,1.56393569293661,2.13610909533773,-0.483102888444298,0.667330599459963,-0.235654045844618,0.260783800605638,0.148510013447597,0.799637452386151,-0.416648425207593,-0.39870724971281,-0.0442277139251874,-0.395285661320112,-0.728797901357323,-0.691266064203874,-0.730097204883917,-0.153524449765313,-0.501428675078884,-0.455126160458586,-0.615113872520977,-0.503666448096753,-0.621056229706973,0.0244800794361545,0.55991234882668,0.761318163048202,-0.411806374313109,-0.449300014788573,2.05857990096604,1.48607779063284,-0.644931051018627,-0.902007285186864,-0.521662179600922
"HINF_Ns_1 (GE) - TPM",-1.52128437852994,-0.818144080352629,-0.38839168608655,-0.97450525476127,0.0522034500358693,0.12128936623545,-0.211558036850896,-0.975389970746366,-0.0967761162094624,-0.263861817787266,-0.489037297565322,-0.999223526501354,-0.663078406404028,0.165856454537637,-0.502797771685847,-0.382133399844789,-0.488639276811346,0.202207736084981,-0.183598696540927,-0.544198059028406,-0.445162061435365,-0.571900041369478,-0.340309865313726,1.18290381405985,-0.182891553129728,-0.611965948711501,-0.158408206719812,-0.657420368112244,-0.685059958323624,-0.606718304920133,-0.700425294454304,-1.32291476407548,-0.270851512812112,-0.588033954264446,-0.565380621676083,-0.460277827843826,-0.778643047920208,1.29387732899595,-0.670037452997799,-1.04033395352747,-0.650056210892081,0.00429487904626454,-0.73026191650856,-0.819278643296675,-0.829142231281528,-0.822449350380991,-0.465999942994572,-0.860787734880031,-0.72849056406547,-0.842198495701737,-0.584877651854225,-0.00333396973227065,0.0888803506202172,0.425812885280468,0.221030951187282,0.900535032277091,-0.111981005257611,0.45890467065998,-0.526808287768634,-0.431141346059036,-0.471679078440286,-0.404317423440298,-0.352277638311537,-0.298695568477476,-0.399372328630669,-0.394102728215786,-0.437509337435779,-0.44289641212963,-1.37335983827987,-0.935152942257965,-0.543326282454681,-0.797508000331545,-0.746757277764629,-0.131106698228558,-0.178217085843096,-0.0930121434875276,-0.540924529407673,-1.12570832422111,0.127877398555282,0.342559471808359,-0.0136523307913692,0.438511332580455,0.401089242679835,-0.911886713855311,-0.988080612329735,-0.341521823614708,-0.657321855934469,-0.669770437722837,-0.0373405902136376,-0.0286918928614493,-0.404229707598632,-0.751143807447012,-0.48241851442467,-0.439747179092868,-0.403449311580462,-0.478579617140537,0.0860189490210525,-0.0943685293344146,0.0682028365781987,0.601126440712321,0.310749487460558,-0.703070529215265,-0.41014242090775,-0.273486444290732,-0.376567830819493,-0.369014731546545,0.027917936936871,-1.04813292548102,-0.995086832894319,-0.503480224054729,-0.47537867638882,-0.491156885132567,0.196879508652574,0.31754218812932,0.343200649505481,-0.491149740571139,-0.730364137822142,-0.060229025071757,-0.441706206648412,-0.0826128188326567,-0.429857462214107,0.895772782205498,-0.588615282851273,-0.379608328150323,-0.259947630869336,1.66017350372921,0.632671350442169,-1.16265554463356,-0.321729053200457,0.159033870163871,0.0043157438399669,1.22205082867848,-0.0153802688060476,0.0233833383462943,-0.847827116541123
"HINF_Ns_2 (GE) - TPM",-1.61298946627529,-0.702655215033651,-0.410057182339735,-1.07600562202447,0.304421332789498,-0.325209676943196,-0.517483767062909,-0.865724911462336,-0.150044298478378,-0.208652588174636,-0.48597056966309,-1.03147807060615,-0.615396178529818,0.613290136202197,-0.48886224168874,-0.364562344006521,-0.5337313936227,0.987529592210158,-0.020185368299473,-0.539488516579623,-0.441452913176012,-0.758673820410967,-0.0426849019130477,0.787370279730672,0.750349185873758,-0.71864821220277,0.50081955926055,-0.0951725861274815,-0.450238062433229,-0.371629287071926,-0.163629968235192,-1.54946138938153,-0.163670109100783,0.0802354066957097,-0.576556966571905,-0.205035209099838,-0.547196999985507,1.33858933359938,-0.709527675866748,-1.00218627726114,-0.608358039026441,0.129885622253375,-0.991384503750545,-0.425707378119853,-0.573152912410478,-0.770046041570224,-0.479988487781146,-0.624653648927453,-0.57225640481438,-0.116679582416795,-0.315458300005358,0.211629706219385,-0.124825598999624,0.649878082282619,0.50762164455971,1.45383954923808,0.254801863853426,0.22182037392048,0.18776826336139,-0.297477336185615,-0.540912513720829,-0.409534286448224,-0.250628528623988,0.285771391775856,-0.144280013726323,-0.255650284053014,-0.458491664303073,-0.44933592501085,-0.889754138915586,-0.566970976507278,-0.668269912755868,-0.770376055786021,-0.486186686282377,0.0853450340641417,-0.326596406455596,0.101848740047994,-0.319244249149244,-1.17300230095671,0.557984276114737,0.673713043425095,0.243670610517784,0.120971129888032,0.509897123595231,0.864457560842959,-0.61648062661918,0.194153470396813,-0.530834587222467,-0.317654000462215,0.0205842753099944,-0.113193993711464,-0.302059522254755,-0.300092342196152,0.0785349556352892,-0.476203626703343,-0.421676889677113,-0.488439181176756,0.0468949642071372,0.0592309253527823,0.233614008142576,0.639163844692493,0.533392316981574,-0.430346370355312,-0.625214747000643,-0.105929390953925,-0.40107620053919,-0.499184200907231,0.384237820616937,-0.828370921868726,-0.186300679629838,-0.619299774918643,-0.141606252374573,-0.312774139130904,0.331134891529759,0.00868600985010529,0.294208869406248,-0.661409346631152,-0.608437168346087,-0.633238175631817,0.101440197413667,0.0615161411473176,-0.163571952265228,1.0081659302386,-0.466731378484587,-0.332520369702511,-0.323267635602873,1.00270036095739,-0.874259260457123,-0.665830931567469,-0.344137731521033,0.0631731381355447,-0.365181998850848,0.923839597941169,0.0861554415346903,0.0423814912875629,-0.946261996285755
"HINF_Ns_3 (GE) - TPM",-1.90674438298095,-1.0864729449188,-0.684443120415594,-1.74319103695928,-0.0779315010640795,-0.988063881107195,-0.960205381074318,-0.867137957036263,-0.15251621349568,-0.271283860942883,-0.383565205619437,-1.10505196799993,-0.664400519342792,0.883774741313585,-0.403517304871293,-0.125644309049942,-0.352649840572056,0.909987729253597,-0.0668328088562111,-0.621667151371822,-0.515950597610518,-0.864998442065176,0.07595021364181,0.289509764724227,0.485109473933107,-0.428324529134614,0.309289465808222,-0.622265925555782,-0.711024912018428,-0.55899514125616,0.406047293004397,-1.32004105252948,-0.699551188359798,-0.391599652699928,-0.363820395380465,-0.436989111532112,-0.434964483326061,1.11309125648048,-0.679890669583666,-1.02945863752943,-0.548966439454865,0.586631510889393,-0.264080334233315,0.00443371306392967,-0.502897562070487,-0.717810956744762,-0.550987228561936,-0.573214013500659,-0.668848604115218,-0.631139643147525,-0.413334099338547,0.0949124675761564,0.734548962904462,0.218976384472269,0.635203982288784,1.42485595032324,1.45614050166362,0.178218796887977,0.874343568726748,-0.227535114426772,-0.458502316387091,-0.394628857371793,-0.373311972227286,0.400686097252701,0.184156546040642,-0.205507802534645,-0.417043443869522,-0.514122829805686,-0.510616326743838,0.422306599491572,-0.344883629023435,-0.827429625820313,-0.264239356382196,0.574728188666057,-0.661808464961111,0.30413857785202,-0.258088015630837,-0.471974514568344,0.315086687658963,0.724966087678077,0.364082816073363,0.353882317175177,0.26768810826508,-0.68106278954576,-0.633941694609353,-0.0376045954309912,-0.656683718959417,-0.803915615274824,-0.273707261655422,-0.401132996028111,-0.45820059076297,-0.413184701044937,0.206278557190782,-0.579414780608223,-0.461056427978169,-0.534667466217292,0.109693729248981,0.674235694353782,0.318161459696778,0.58956383204385,0.352704025070608,-0.571592623123271,-0.440653916663091,-0.0607106905956197,-0.46924047536674,-0.582120474712703,-0.00717865556498649,-0.777090906736401,-0.778586076911511,-0.125206789600233,-0.721267376344364,-0.432507278240359,0.447961476154428,0.407514540748114,0.287410689567907,0.292970143146438,-0.515729294562449,-0.854123078734766,0.68334647250016,0.373853960352421,0.482264284815346,0.657612581371086,-0.546946463651188,-0.269214065377247,-0.131504653574896,1.81741014026806,-0.739725432447567,0.154864556298586,-0.559855736030686,-0.247007548779039,0.125094275520408,1.56411074343244,0.256081221399174,1.2461366538158,-0.293020096295544
"HINF_Oss_1 (GE) - TPM",0.142342802619151,0.421404730156002,0.209171386304643,0.782154937128862,0.861659992863406,0.66698697855616,0.401165701069753,0.327457633337697,0.913068309157797,0.287260249959267,-0.126204889982031,-0.285398063882362,-0.684767027898127,-0.381265244334446,-0.459821134800537,-0.607456510942005,-0.557078543389915,-0.631786127630126,-0.0602387738928229,-0.821177528500772,0.0270926901327147,-0.497109242487583,-0.0638753829851332,-0.672948624175303,-1.55192039405429,0.0602610198094834,-0.349493685185691,-0.662262663426149,-0.748865545186757,-0.729094398213273,-0.175507641837708,-0.531351593675602,-0.268766522143194,-0.223477490115529,-0.539445619534813,-0.383024096010359,-0.528666057342576,-0.171887002184997,-0.184239351513848,-0.156485143102214,-0.475381244701368,-0.886529634601852,-1.26483685865638,-0.82547890442155,-0.333442246233517,-0.816013180345565,-0.437248973046067,-0.194088719442972,-0.747108003655796,-0.552485543838139,-0.492542012169086,-0.566848713158414,-0.794642360096967,-0.877046287773707,-0.487287603555558,-0.691691056146853,-1.27188258260257,-0.0342112844150431,-0.106867342938965,-0.765634457977892,-0.431075768736065,-0.320785317577484,-0.394336041493739,-0.217304073318498,0.15371445819602,-0.487704040657251,-0.527548681800446,-0.762389986221682,0.136064423423426,0.841925590767786,-0.444841282610259,-0.592529330212079,-1.06763892889285,0.499874367650535,-1.08559110107441,-0.562742756462429,-0.544168677039702,0.166590529083699,-0.000771598482366744,0.490115573785442,0.447080986104681,-0.946957617554712,-0.229751480914323,0.968702066456147,-0.229376424357979,-0.868801895866679,-0.77061393813435,0.265353358023012,-0.203696275207652,0.163082333458339,-0.348632435463029,-0.808948641564927,-1.17371309555582,-0.583790698984317,-0.455280158261205,-0.504988210282662,-0.347579580614386,-1.40063052129036,-0.687087192378936,-0.339233094077383,-0.22364738127599,-0.282938748454391,0.91178040187603,-0.369666800525123,-0.331189205882841,-0.237660720835277,-0.756243582810201,-0.352309454047682,-0.811004698157239,-0.857484580413595,0.145270460588029,-0.145553976303502,0.17905170749472,-0.887380834372474,-1.19210113032588,-0.669354651273726,-0.301565352651772,-0.874633811394089,0.113787998981879,-1.27645482897822,0.258864502209588,-0.428032092582627,-0.641559764552122,-0.391282402125899,-0.521011575296296,-0.904369379619736,-0.121749549315007,-0.359824443522231,0.279799022150179,-0.0751520911191495,-0.0143203524299085,0.359265483406398,-0.393457963212482,-0.92977354047221,0.995808410661606
"HINF_Oss_2 (GE) - TPM",-0.288819441122758,-0.0644049004675075,-0.463986684814864,0.407762066695878,0.657653318205798,1.31595667315306,0.938471510765746,0.0146687475740066,0.493682820209268,0.0658459021058185,0.128614008962201,-0.0421661193836217,-0.561352065120182,-0.0120031368136554,-0.483921329714649,-0.747641726705417,-0.72461714379408,-0.12445407822949,0.490850529355842,-0.926883029516038,0.12398650524086,-0.447282473171066,0.302855770230831,-0.69289432335808,-1.50089871720447,0.564445886680992,-0.178948552483435,-0.116084440392829,-0.237130685761676,-0.478215571817943,0.135175043531919,-0.894532221099714,0.00969423800661911,-0.312501233266427,-0.530272171366417,-0.486719919956123,-0.531151863802521,0.363624765578225,0.0173167801691252,-0.559638378586145,-0.0936036070639612,-0.996491190138412,-1.00605048378675,0.832325733527524,-0.218147536719878,-1.0018444410405,-0.087476209339019,-0.641506872367948,-0.584574728568418,-0.327681545726295,-0.260179657534635,-0.585853468929659,-1.14362659577618,-0.948518159335727,-0.728981542639427,-0.634806736810691,-0.366112100437358,0.470428570178255,1.22745371301217,-0.801650282970329,-0.232122143106551,-0.28205638583962,-0.121272856789671,0.543775757677085,0.63739937656351,-0.322480365372166,-0.555565940615883,-0.571235689844188,0.509877995671336,0.550809896560797,-1.11833861669113,-0.776139947465455,-0.858029841779421,0.83082146627508,-1.22127147514301,-0.556014659914245,-0.225782675134478,-0.274949030291302,0.466799214449508,2.12988648809658,0.339479065018817,-1.06052585573386,-0.360133743763331,0.0377376165960362,-0.0815003759324127,-1.11247863906766,-0.443948032600685,1.4341885132405,-0.337627230464267,0.0336186017458621,0.0690733260724113,-0.692829855329056,-1.01239954160378,-0.570981664727559,-0.456555928216784,-0.51083972665638,-0.366856408575141,-1.52675096431733,-1.06924806344728,-0.584675142807576,-0.218753823403711,0.216647115704502,2.49646629374045,-0.293592985931209,0.336447572616123,-0.0047580711407589,-0.766313850896249,-0.473028219493311,-0.454186137502554,-0.351634974255138,0.796134875813727,0.143650547364834,0.463397637906897,-0.534699885156705,0.100851375407723,0.354917047293679,-0.0868600152198294,0.00695386230316087,0.921656259283651,-1.3470675626898,1.55375025176323,-0.457993496816488,-0.567102472876148,-0.429557165750076,-0.499013344468137,-1.05865376125691,-0.226786872903298,0.285675495684904,-0.234039203701037,-0.464227852847107,-0.204157892667999,-0.0588645309906469,-0.18258491976156,-0.738141855792938,2.21324100786467
