"","SAR_RS00510","SAR_RS00515","SAR_RS01335","SAR_RS01340","SAR_RS01345","SAR_RS01895","SAR_RS03150","SAR_RS03820","SAR_RS05860","SAR_RS06805","SAR_RS07400","SAR_RS07405","SAR_RS07410","SAR_RS07415","SAR_RS09010","SAR_RS10595","SAR_RS12305","SAR_RS12310","SAR_RS12315","SAR_RS12320","SAR_RS12325","SAR_RS12330","SAR_RS12340","SAR_RS15475","SAR_RS13665","SAR_RS13705","SAR_RS13710","SAR_RS13715","SAR_RS14120","SAR_RS14290"
"MRSA_Ns_3 (GE) - TPM",0.130604531903099,-0.298609595080264,-0.239452989269266,-0.0225938333497669,-0.438824558407526,-1.67227908265417,-0.0320673023899451,-0.0862219574859455,0.595353641375319,0.632785106031412,-0.488008023375759,-0.272286799743419,-0.167499214387645,0.139120311513582,-0.053046531495975,-0.986189191615298,-1.02146613845304,-1.23498698001226,-0.476094645724064,-0.932520233351329,-0.600248677953302,-0.668356028993817,-0.57829090115004,0.0986377866211784,-0.161087053725636,-1.52333170985887,-1.26822327911008,-1.15862788952435,-1.41331747264553,-0.0647558993378236
"MRSA_Oss_1 (GE) - TPM",-0.487848709550521,-0.486163746164231,0.999571410966792,1.07612768786984,1.32625563310127,-0.0267872671829654,-0.530358935912475,-0.602204452257342,-0.29391160785307,0.00765469418840447,-0.532158400896905,-0.43848416277892,-0.387017008736269,-0.264634916761052,-0.573967434270851,0.700299382008866,-0.562955061720019,-0.903047980329582,0.2593132851444,-1.16847434527133,-0.981370018654216,-0.853683236401035,-0.433629283629985,0.14573224601058,-0.598379208975158,0.246253390027476,-0.319073781760486,-0.207168585087286,-0.123996731257295,-0.655953018478314
"MRSA_Oss_2 (GE) - TPM",-0.829390076898504,-0.440235699606702,1.04980198482316,3.37033097804826,1.15192232514382,-0.856115986738339,-0.562113290470711,-0.812657395500921,0.316554762923891,0.960268886730894,-0.511080630658231,-0.453038791800044,-0.415029286093505,-0.282621818671838,-0.448952861670773,0.841941904390768,-0.851731845188039,-0.401204869467686,-1.16175729132543,-0.902239173247621,-0.695192967638163,-1.05900893641233,-0.287076175823682,0.667989674957248,-0.514703734417645,-0.298550065571344,0.194745687832527,-0.493882398640716,0.759590436788196,-0.996469727771331
"MRSA_Oss_3 (GE) - TPM",-0.378747922032783,-0.609259625614711,0.662319697032504,0.85978812826117,0.470073301044657,-0.100856016063674,-0.599182163276886,-0.803879925139633,-0.579338870112051,0.0731103380768836,-0.589259821918672,-0.5392970940855,-0.527142654685531,-0.437372966339937,-0.601043898500689,-0.0275633560078856,-0.641577262740525,-0.814467172531359,-0.225309282071717,-0.961088919420511,-0.467597454839049,-0.653186125070807,-1.13529746365122,-0.154692839154369,-0.64400904647968,0.596456671949332,0.297741339126908,-0.412049450750416,-0.19712668668956,-0.969914295839772
"MRSA_Oxs_1 (GE) - TPM",-1.13719151742764,-0.88388710836326,-1.28782136229968,-1.20334961940456,-1.26902289568905,-0.408106112460508,-0.867592197819369,-0.836345034574983,-1.10536421962655,-0.948341527850018,-0.673102679409109,-0.725059364096141,-0.79812105157471,-0.917166516770481,-1.03403257528044,-0.109481451401007,-0.210821447531511,0.501616878334426,0.519283717934431,-0.584197318819478,-0.488094028232032,-0.41023783249683,-0.474732786215536,-0.916238425315643,-0.223289815949093,-0.368438420192134,-0.464688610351951,-0.545918494340908,-0.24252571254946,-0.920898203345057
"MRSA_Oxs_2 (GE) - TPM",-1.08727545890644,-0.874225623092038,-1.33199609035202,-1.20369256024415,-1.05033730475818,-0.19648611017794,-0.866887069588599,-0.79515255595642,-1.14321539343019,-1.06219663166004,-0.67165707435572,-0.724010428978412,-0.795688213430536,-0.91256079292532,-0.94071525042912,-0.47953762567497,0.342668569631628,-0.070141446769948,0.299176847807036,-0.522293951882144,-0.411187908742267,-0.448824403971827,-0.530602275815777,-0.915894809873833,-0.286902198089978,-0.469033689618505,0.0140628676579092,-0.394310129651379,-0.386479134265308,-1.11436542725753
"MRSA_Oxs_3 (GE) - TPM",-0.931420776723975,-0.830407188633582,-1.26584188127453,-1.21363619733712,-1.28951262200603,-0.745032923928927,-0.869262451598784,-0.858298055442391,-1.11160563179382,-0.985498236313249,-0.67630766992286,-0.724034707383784,-0.797519484116569,-0.915190658968214,-1.2568066740145,-0.202193491405247,0.861364263080672,0.222320134013801,0.62868780530947,-0.224972151633915,0.204536999540884,-0.417709853837653,-0.55549271172925,-0.913763474720035,-0.442098804966798,-0.659331289235664,-0.748545778426837,-0.47341253091995,-0.297892471471179,-0.637522157141804
"MRSA_Sp_1 (GE) - TPM",-0.391156270951921,-0.36202984177881,-0.82622830720797,-0.804450998214583,-0.783979502384853,0.108624201621029,-0.34132626601603,1.26835302730413,0.315396993796313,-0.977731037250929,-0.26798300804502,-0.46004246691081,-0.44066498173532,-0.515188855555222,-0.850934268954091,0.818105367837955,-0.530872140743756,-0.494806612267302,-0.638986759324849,-0.571055526241074,0.0615503475465053,-0.0614957678463806,-1.17523162972949,-0.806756255839516,-0.753711616972493,-0.612589124243581,-0.707975576362889,-0.300674685057158,-0.399942075803896,-0.17627422677082
"MRSA_Sp_2 (GE) - TPM",-0.572741778343132,-0.320711481558778,-0.502976106414019,-0.488240173009011,-0.590467597262368,-0.850708187411399,-0.107927159029141,1.30498144522233,0.266940081934302,-1.13950386046853,-0.148479848891577,-0.339685075845278,-0.322754815974031,-0.407572537644111,-0.696484511743712,-0.164164919139509,-0.705674507480096,-0.473243333487705,-0.811526663302912,0.272196784171768,0.0918151848123022,0.274416172119566,-1.10355713366389,-0.73251680952288,-0.779540229093838,-0.914288480883266,-0.501313826055707,-0.341359319539273,-0.105775181156808,-0.481270319408579
"MRSA_Sp_3 (GE) - TPM",-0.586905837206367,-0.377899550764388,-0.287990082429615,-0.591341558692133,-0.816400963854369,-0.355678437570485,0.355012926549097,1.01706695708308,0.953252176129024,-0.198649105773455,0.126914012990735,-0.0604284599812069,-0.0636500791504907,-0.042966297342362,-0.480258275237138,0.659040427540347,-0.753936781026735,-0.625839768587613,-0.629293067452357,0.178666081334218,0.410061397108252,0.305775037833376,-0.712883786272009,-0.642155170881178,-0.700317410243586,-0.52098703354873,-0.369364880159008,0.147611732084308,-0.633071815054735,-0.323171705342821
"MRSA_Tm_1 (GE) - TPM",1.82949811763054,1.8686249405645,1.15078918999545,1.37756424679194,1.35083542284723,0.88110547786627,0.983606317657543,1.04442906516322,0.218368159783044,0.0967341862822111,0.605929007829882,0.792402189454194,1.01569548464536,1.47311092008749,0.980093468340884,-0.908011691932059,1.7849636919861,2.18244757267182,0.932442897103898,1.5563078474769,1.55767400355261,0.847440704133442,0.534010071372565,0.772692856729955,2.00762376628011,1.1737318676116,1.59311719049106,1.43180461694295,0.47230704155817,-0.0797051146194714
"MRSA_Tm_2 (GE) - TPM",1.13146905240869,1.56530232009442,1.62884751982453,0.892736694727769,0.98494455539562,1.11966416677431,1.01127401479647,1.25773510902327,0.477501851218793,0.937567963880338,0.710698832902069,0.903898712259449,0.965099856047637,1.6125574278887,0.686256179445751,-1.15458741385905,2.00751359772472,0.988322611910915,1.48915555484806,0.900997636065191,1.0541146493771,0.735040159720272,0.337358179667531,1.83975096580044,2.08303126897291,2.39511199252755,1.7878890783212,1.34067318324499,0.561307102468669,0.703715416238418
"MRSA_Tm_3 (GE) - TPM",1.19010891479526,2.03233241665036,1.2201919359941,1.05570881073017,1.551123167201,2.5726566953465,0.747750742563172,1.86587681666299,0.579318730984955,0.766581456398675,0.524097672233557,0.639795552622393,0.666751830040568,1.09120511855418,0.196164151999108,-0.80456704545635,1.10547367258952,1.16393467295923,1.05318002287055,1.47323143991453,0.88674604093751,0.906222270393209,0.534599854377707,2.5885577730537,1.60297286738479,1.68366617504155,1.38605219344074,1.52347555758352,0.444197648707312,0.980540292099232
"MRSA_Vic_1 (GE) - TPM",0.190474289276027,0.588623874842766,1.18240209975815,0.396727553906382,1.76151498861246,0.732238042735519,1.26939717879816,1.08066289955351,0.91947794710161,1.82328529352869,2.14527791127528,1.70376532907805,1.73595878402111,2.69702689042003,1.31358572653839,-0.296408266465868,1.02843410186575,0.868563450157771,0.731083942552508,0.824383279683248,0.870432434863408,0.850389831233408,1.47034674240534,0.978105159810056,1.58051876400486,0.583983696771478,0.969284340726705,0.752367216130499,0.361182619557972,1.03025040825008
"MRSA_Vic_2 (GE) - TPM",0.399981392147981,0.374625572508557,1.36745679967899,0.800763558485885,1.66585229992058,0.324898838684659,1.32816883832284,1.26081394343434,1.13452509123361,1.65999197013623,1.57469259418222,1.34255101283105,1.38969595910221,2.39351949309938,1.19059406493696,-0.412476290367689,0.536994583272175,0.740302081178536,0.576282928202958,0.827724113908316,0.425307748067108,0.727908479291715,0.449694870133464,1.37274611533198,1.31461369221018,0.760189258433585,0.890654286510582,0.565815675998382,0.192444748845036,1.7309218816529
"MRSA_Vic_3 (GE) - TPM",0.144673857123531,0.938974523879235,1.75803230361529,1.08883393806527,1.07229775750456,0.340694701305583,1.34160012574929,1.35907174556332,1.53524627538589,1.20252722226456,1.403831938391,1.08053307491145,1.12598943155889,1.86462388152776,0.672110084388638,-0.437724800606857,0.468858156885661,0.011362742407416,0.195487648926867,0.684359785088082,0.871529747245581,0.31858208708024,0.992751619307225,1.63929040291144,1.2878860564756,1.12820617605611,0.62260320856998,0.324834347452068,0.188896877025374,1.05237995488703
