"","lmo0021","lmo0198","lmo0246","lmo0247","lmo0268","lmo0470","lmo0495","lmo0559","lmo0573","lmo0635","lmo0749","lmo0750","lmo0866","lmo0934","lmo0935","lmo0947","lmo1067","lmo1299","lmo1321","lmo1322","lmo1513","lmo1515","lmo1525","lmo1548","lmo1651","lmo1658","lmo1661","lmo1689","lmo1751","lmo1776","lmo1797","lmo1802","lmo1884","lmo1885","lmo2048","lmo2141","lmo2145","lmo2218","lmo2375","lmo2466","lmo2559"
"Listeria_Li_2 (GE) - TPM",0.279856271492315,-0.375345338745261,-0.977122437275495,-1.01870014918692,-0.202389233811856,-1.3287620247126,-1.53903627798323,-0.484184428105995,-0.633308214144517,-1.08251702579695,-0.950996322910621,-0.840758330501014,0.429477569188172,-1.19302115227773,-1.07622640820983,-0.956546543314496,-0.4265639794613,-0.431639880898613,-0.745400517422568,-0.689141398917139,-0.220273481760562,-0.417637673456187,-0.838266043799184,-0.187108761337877,-1.20007802521449,-0.925714399667146,-0.62586567913573,1.34750843843079,-1.09167893733773,-0.816151050147416,-0.66458507717404,-0.917247149974721,-0.82169612027104,-0.918137247464318,-0.6258632614659,1.01922048955611,-0.486294136977432,-0.747175747122217,0.272796263698137,-1.09873575010775,-0.615228650772116
"Listeria_Li_3 (GE) - TPM",1.46474577726258,0.251796292636567,-0.876285507313832,-0.504158290032455,-0.200524764161788,-0.823197235926105,-1.25085492922165,-0.0132494509885506,-0.621529592592259,-1.02514349577918,-0.592023931580363,-0.697136808776131,-0.157088155547618,-1.10987013006623,-1.49671000819195,-0.976904361739037,-0.580659105724666,-0.710405484813744,-0.743105683099019,-0.893121723057242,-0.173358521814347,-0.452930927456977,-0.956979514854265,-0.313809853043109,-1.1514558187219,-0.796838801488155,-0.782640363828302,0.633713600971833,-0.888217248495395,-0.128684777538132,-0.278399293083883,-1.02659899142287,-0.769583963727462,-0.800928267754552,-0.75726574490559,1.23376630612508,0.0377868442542516,-0.722245167989283,0.408063428994187,-1.10931972061805,-0.640408339219828
"Listeria_Mig_1 (GE) - TPM",-2.20383454810297,2.21460427701121,1.6170872385595,-0.888887656021801,1.06014985590817,2.732733124508,1.99430394254735,2.021299396279,1.98494979145185,2.30578575077516,3.00345460191925,1.62896681568206,2.26074998020913,2.25203043008476,0.639264551854079,1.0619487946722,2.27153009826629,2.45921657455885,-0.0709761262848917,0.318519072235901,1.8930810544775,1.1190097491937,1.68090530585325,1.55030929366624,-1.55841879324994,0.558315482654159,2.0336075803868,1.8583968136101,3.01590947287886,1.51893254128791,1.35508073521007,1.25434257964521,2.45096014384356,2.33473904174356,0.849559348245121,-1.22563409385649,2.91038982937673,1.14159139945234,1.16477789479302,2.6667152443229,3.78831338134109
"Listeria_Mig_2 (GE) - TPM",-2.31352434541052,2.0154474472175,1.18636793314604,-0.438021366497622,1.5905256304297,2.58724582296438,0.778081090280411,2.98888861812606,2.65869703691643,0.771603686656165,2.58357456457954,0.97623031304495,1.78600244705869,1.58120800437487,0.594968169420145,1.11369615940386,2.64301686331878,1.56622230227271,1.8149572235221,0.467375701414633,0.70994942654281,1.04002411737727,1.0087410766928,0.650706312193658,-1.5330919250633,0.838227393666838,-0.0986722643834099,1.61715639532769,1.94291544109481,-0.190307463485586,1.40196693617949,2.33437436785066,1.01879470050297,1.21808462839563,1.21462403241151,-1.62431357001504,1.65961922838194,1.15537127264672,0.733799595714935,2.55214031050882,-0.774521689482005
"Listeria_Mig_3 (GE) - TPM",-0.0593269040966583,0.990647721719296,1.1468367877531,1.36712518928261,0.696729616510292,0.16974186424588,0.837237097036854,1.71059919307411,1.23482337910022,-0.339832433908929,-0.0733331932380979,2.49496688331603,1.15437770673745,0.749066116581174,0.557154808008306,1.59621625681066,1.65268778276481,0.960727813377084,0.341962677897179,-0.552917427241933,0.832799509063949,-0.447910802201288,0.953532848044207,1.18359545738619,-1.42117794134125,0.825224964748061,-0.816507703365949,1.09323799276432,1.04064989355658,1.30030516229084,-0.203992774003876,1.70036997734667,0.613372882828514,3.14665021295162,0.40531465113773,-1.14240556191821,0.629907401761761,0.640831311943574,2.42989110129588,0.812040192199755,-0.707104251200575
"Listeria_Nd_1 (GE) - TPM",-0.0150378072606322,-1.97810673092331,-1.55219830846699,-1.11282749053248,-1.52396174618466,-0.283292756320072,-1.72122137988525,-1.26290372551853,-0.848464252988571,-1.42793983958682,-1.3213669483599,-1.77427948504724,-1.48781714914677,-1.77959402508639,-1.87346788865799,-1.9051820800301,-1.07231233989986,0.00794856603403835,-2.27233256019303,-1.88163685552535,-1.98917687002797,-1.58987447996725,-1.896907867104,-2.2492084838916,1.96127434366399,-1.22369138929161,-1.90230944560093,-1.84916237201452,-1.54030946008919,-2.06512049759542,-0.589797695876314,-2.04756912082604,-0.937130812953514,-0.857371863601519,-1.42885782170939,1.60874185455035,-1.69860950110454,-1.19840626378978,-1.73234351648388,-1.27929814725641,-0.874522475860959
"Listeria_Nd_2 (GE) - TPM",1.04531744243083,-1.86435789228781,-1.59358781855522,-1.14440137357863,-1.68352276255268,-1.30157847253711,-1.67664305373483,-1.26290372551853,-0.786818160584805,-1.36826593519387,-1.13715914429769,-1.37326759228231,-1.47004001551914,-1.6820235615529,-1.87554029970321,-1.86852699840746,-1.03634227524584,0.179680908047644,-2.08480000184736,-1.83518116205161,-1.80390311690494,-1.60129174577146,-1.95227432588627,-2.25128429455171,1.11743536325405,-1.31364322635263,-1.09248385957982,-1.79928942195559,-1.55220000419694,-2.01492406051055,-0.908493618894974,-1.90983887568155,-1.00153261397219,-0.718602187805867,-1.35050904928718,1.21089257646657,-1.43577214600466,-1.23232643256483,-1.68378294334527,-1.27929814725641,-0.879528745275854
"Listeria_Nd_3 (GE) - TPM",0.790144661556153,-1.93092564970065,-1.59122545927441,-1.11474903149738,-0.962363915247024,0.712314961623298,-1.41166095151481,-1.19443610028804,-0.827027486855483,-1.46353497771502,-0.38960802435422,-1.72602151104961,-1.45331958148418,-1.74281416811348,-1.90126864456776,-1.94336260615305,-1.06853113302281,-0.182964997113419,-2.08406118998746,-1.95518019303253,-1.88182053612545,-1.53323776384075,-0.425971173686405,-2.23750085112739,1.60603641730579,-1.33537910123848,-1.03207681357027,-1.9180758481448,-1.57621702472354,-1.93708924990399,-1.05447275331349,-1.77680972409996,-0.916258633363528,-0.924335259160769,-1.36629588012855,1.74956841348045,-1.24710353326467,-1.30091990366429,-1.66197090472964,-1.27929814725641,-0.863069242521575
"Listeria_Ns_1 (GE) - TPM",0.0989526910268444,0.439273996341133,0.318373477574201,-0.244065851137546,0.761880586444448,-1.07044618022681,0.175638337004176,0.228550252225876,-0.371306857491709,0.712540254479108,-0.582068261029748,-0.831960970834924,-0.140377586519442,-0.148488494466048,-0.177260262910786,0.254015161096572,-0.0156031655037619,-0.604609839310775,0.866755531825825,0.428663881501481,-0.62515514499831,-0.958899587156014,-0.0363578491365147,0.0174025027718578,-0.171453892503136,0.456779660360317,0.933586768214074,-0.931741896284558,-0.676736244392726,-0.662919063136443,-0.316128319210837,0.737516935815919,-0.711777141254856,-0.714829657403572,0.174450923240713,-0.431942144621004,0.0128040710443891,0.335174841235961,-0.089416314704474,0.333503325471395,0.630499788327872
"Listeria_Ns_2 (GE) - TPM",1.24704786597468,0.053276239938879,-0.149751002947518,-0.223529773369288,1.35309412202319,-0.199264888111045,-0.198751387011947,0.0698515358898831,-0.206485705799783,0.533375230963493,-0.782632744214849,-0.630216820295785,-0.464267219891342,-0.583637476624563,-0.491839845068171,-0.230165027627968,-0.221040251243299,-0.546220058447591,-0.00771021787655298,0.12491881261805,-0.405294268123461,-1.11362617311523,-0.278767590980423,0.00671433945551028,0.0952215204006653,-0.0654058584891255,0.446177739605519,-0.919357597358164,-0.52229126127327,-0.752962161577793,-0.462011275539851,-0.691616896567604,-0.741407781716702,-0.588049093762456,0.437511972451561,-0.255547993333079,-0.407388452325274,-0.0183634162951379,-0.297052371425533,0.146055322941744,0.503203317657994
"Listeria_Ns_3 (GE) - TPM",-0.164295410936332,0.254493893571697,-0.228242363371516,0.222603570173473,1.40034598513144,-0.375405463135411,-0.31889316128072,-0.130858665988302,-0.367746028780045,1.31248701089269,-0.766447346645103,-0.679581889069248,-0.265473093113176,-0.494493032985837,-0.181024776926005,0.0627048607147677,-0.0296338802000195,-0.606817522880916,-0.0345613467702193,0.27456290964113,-0.570600512792839,-0.989959420958394,-0.0863625319301569,-0.00535917377776725,-0.303201478277697,0.242311021705353,0.847013520454504,-0.901417307705857,-0.773692713903395,-0.665981739194429,-0.430275902298419,0.309061659012256,-0.693655593573064,-0.585360639222956,0.710154281915318,-0.255848400932725,-0.417696729262445,0.00173422422800977,-0.873197435582192,1.16257660711501,0.569828734669152
"Listeria_Oss_1 (GE) - TPM",0.587339262389582,-0.194364842101735,-0.496547267512885,-0.285619701327494,0.762534105745398,-0.202489818068991,1.45497135788,-0.590779015886776,-0.623801978554852,-0.433644198533637,-0.100957660335635,0.0630037248856121,-0.615894906747953,-0.630842793438926,-0.252527708546431,-0.296523827112662,-0.620753820113918,-0.251612574097618,0.0266041815895107,-0.325804197625613,-0.216341588087707,-0.268854495169776,-0.963693007913863,-0.0939337494471008,0.871364390050546,-0.414772140645899,-0.147722665380822,-0.194051356200122,-0.224395484642337,0.294789729572118,0.0768009444743763,-0.985354568174485,-0.497863916347318,-0.306520725255179,-0.0633197933448389,0.33200936438074,-0.179001926519624,-0.314989916911741,-0.0309646844343668,0.326911880633525,-0.663241822330447
"Listeria_Oss_2 (GE) - TPM",-0.154504423681113,-0.421750163909927,-0.278999797778771,-0.12186117347809,1.03349897049482,-0.486277500453946,0.851646900652342,-0.589426849190156,-0.431341674617209,0.0883264084807927,-0.46753908427768,0.0116280304097163,-0.643618343435912,-0.342264740261116,-0.185275000409808,-0.0642384077002455,-0.64707686672514,-0.305004514252677,-0.28611562808126,-0.402035252640985,-0.439234454497315,-0.245311227842461,-0.870418059174341,-0.183758839706069,1.30994199946924,-0.430980141993812,0.147912150616093,-0.137627480396249,-0.25949864924686,0.505652422601933,0.337993161817567,0.487837468402659,-0.55333062239515,-0.377398254863448,-0.123160259963101,0.575000622703858,-0.550276422044848,-0.35696337721378,1.11888200696239,-0.190002092845036,-0.730440019294368
"Listeria_Oss_3 (GE) - TPM",0.373721760816724,-0.213144830910221,-0.558905797632528,-0.513208100879219,0.728081679902793,-0.480983795998468,0.845762515926305,-0.729636298940023,-0.654127254407538,-0.311791397576798,0.0407679423108084,-0.0710817302331153,-0.608158337848692,-0.622371543529425,-0.135549780331292,-0.0680097398720121,-0.626747896695711,-0.262004878721308,-0.00354892861393357,-0.370218961460468,-0.123914685381899,-0.284208437128587,-0.906025249792995,-0.176314960757004,0.954604460563178,-0.377671229621631,-0.0439529923904122,-0.231951746895142,-0.370708559624678,0.285350898460084,0.0233289785637078,-0.573380486838199,-0.513305833387943,-0.23632763772368,-0.0884226153416743,0.23052515535351,-0.0841523715292999,-0.399558510307635,-0.0580991789795849,-0.05609043314355,-0.645787891243186
"Listeria_Oxs_1 (GE) - TPM",1.39045078523713,0.190544504995634,0.172534506237696,0.761967391762647,-0.141863027667611,0.582570638153343,1.30657474541216,0.356621246291037,-0.150683404641118,-0.294814758353911,0.258246670689067,0.682979674465898,0.0630936132187802,-0.0767482537944856,0.728673620555684,0.694086076449431,-0.0404924664470247,-0.766923908377176,0.273722057583327,0.400918898859232,0.961253900567077,0.206910140322871,0.23292109525895,0.53559585993689,-0.537025530262229,0.0257189046924937,-0.0412096596589718,-0.138047234947503,-0.00272102643528756,0.35723482052619,-0.405373847232078,0.0603117661852381,0.329665449446598,0.170807477402127,0.669974707372622,-0.396158910372843,0.854927507242795,-0.137703605946071,-0.350796112112922,0.320055792117021,0.179506543415456
"Listeria_Oxs_2 (GE) - TPM",-1.56235795792878,0.549500286868974,1.30256591601779,1.29818695473093,0.695536936976732,1.45643193600768,0.612109558165751,0.894095434339214,1.02946035462837,0.508840041183385,0.432059037490748,-0.0726425344146444,0.603660120184857,0.764193148472959,1.12776055588386,1.34849467002424,0.388288032348699,-0.631241707869908,1.63191098517477,1.15105869930801,0.871134673689904,1.53557913317642,0.337545206495247,1.56841954380393,-0.762219837808832,0.475887273770912,1.05408897812567,0.547297348105616,1.12558670943786,0.827462757743822,0.0836042428200804,1.57747934448612,1.12325296889652,0.756431619897481,1.57031271295003,-0.833102912203302,1.01613101942978,-0.373906881736697,0.168213290193305,0.568854944163309,0.154817561845901
"Listeria_Oxs_3 (GE) - TPM",-1.15419455836934,0.899600078934716,0.982486557532478,0.735142620429829,1.68266705975292,0.34586543640257,0.374712739201914,0.815875720370831,1.26895844787768,1.40354099458217,0.563629412105596,-0.131276730945063,0.915113071860278,1.3618515707695,1.37135387169423,0.805021152114788,0.452896871102422,-0.236404513566208,0.840347958449776,1.21556714970474,0.948602340475836,1.35716050190197,0.728405087697624,0.78965096061887,-0.882241262869992,0.653796289298697,0.336505936505464,0.505215235020701,0.838245023533887,0.380710931878668,0.412084893311834,1.08440640517632,1.87591313685699,1.50660053343892,1.4185504041056,-0.744795598564723,0.797572177985171,-0.115052621147944,0.0924731778671642,0.707493507102414,0.408680213869734
"Listeria_Sp_1 (GE) - TPM",0.769959610449682,-0.296064737923443,-0.207982250218614,0.570632107571823,-0.253216046870375,0.656459446631067,-0.44392992534279,-0.0616653771553962,-0.562482719850727,-0.194037202900195,-0.0181757776077512,0.0764396640504032,-0.463426190104927,0.719513480629958,1.40418941948764,-0.056379913059085,-0.593925141975719,-0.633647145870107,0.350817794196419,0.324535457902906,-0.0570589140879935,1.30429240298274,-0.357658910674984,0.0426791908592484,0.401523088649801,-0.479450656016891,-0.488629851799798,0.911783637073297,0.633390274957624,0.186256037312518,-0.878316666934478,0.770420558450488,0.120727684074694,0.463915474468428,-0.668994402360928,1.11893279725116,-0.526235793476928,-0.657996834834396,0.185298464835598,-0.578503273686014,-0.617665765300799
"Listeria_Sp_2 (GE) - TPM",-0.385173640337993,-0.360965296100748,-0.196577336595422,0.560865408956304,-0.33086010885645,0.275087295282195,1.59230523549813,-0.522231215150819,-0.388018360193472,-0.387653689085687,-0.136440781654387,0.0711883179085211,-0.433307234705865,1.38730591718124,1.25971205974921,-0.592985930400645,-0.682036926008786,-0.697996606546156,0.800083176378562,0.0271883324237214,-0.610730155923447,0.101165618771405,-0.177102839288285,0.471107354683534,0.514721910789926,-0.168894906168996,-0.777931611279212,0.165555179298047,0.563128792873838,-0.138879629660205,-1.46604657926986,0.157515376641908,0.0920607010027355,0.0916507611447968,-0.928266064122275,1.57158577475214,-0.327995439837356,-0.887782931450119,-0.574053002041537,-0.945575223902196,-0.738823093838756
"Listeria_Sp_3 (GE) - TPM",0.664916506355486,-0.414902604775232,-0.593829002243469,-0.0804058474712968,-0.48455784346977,1.3749974088593,-0.256410342755927,-0.534996897463011,-0.635419324622156,-0.28200150120259,0.0974817397952819,1.1589237597343,-0.761901999340271,0.284895098475318,0.612116808118219,0.0220497365711023,-0.692159665162753,-0.782988021141228,0.181558743159748,0.0808630512789067,-0.713964295082872,1.08602821492597,-0.198619776246469,0.266193791295243,0.947184666055395,-0.954844007902529,0.605756410198889,0.560022563308831,0.772395587396624,0.277575771845905,-1.12582306729795,-0.843394886722579,0.195608212313049,-0.00151975094758318,-0.933012702697793,0.791019808415401,-0.416354325466725,-1.03024227050819,0.290306100705006,-1.02941538727373,-0.74459607540032
"Listeria_Tm_1 (GE) - TPM",0.0891455976984703,0.475788610752577,0.332430290440919,1.42489604680755,-0.161259812423693,0.703259253029286,0.257494686974503,-0.141265290069921,0.274328157955021,0.661496259680039,1.28213628100078,2.08792406270173,0.377852831061727,0.764081174497851,0.782997462260221,0.619397528650728,0.073557151417541,0.440145182545891,1.03815901161895,0.824992353528008,1.37493787733112,1.49493424218905,1.20716183966413,0.463392483828247,-0.891234495784408,0.813441202550077,0.0358005528780799,1.36894121302483,0.83201540577814,1.36230791661878,-0.199422343190318,0.566842579081424,0.0341291945902374,0.0924817621018909,0.688891956293766,-0.93508779548551,-0.793309675783507,0.854731787190559,1.19516484450169,0.161767647764487,0.540840206882665
"Listeria_Tm_2 (GE) - TPM",0.28013392234151,0.438683057820469,1.33769988699483,1.18425067195546,-0.38891729225672,0.520623959238018,0.311688161652776,0.456678513528742,-0.100560152443857,-0.0102580867573986,2.33268937479539,1.13085940040802,0.639816421483326,1.00540365651786,0.518962823785707,-0.195561274173875,0.156148384259304,0.290537280677973,0.643488257732596,1.04087636809144,1.70853692275904,0.822655371349161,0.872800083825127,0.57519510910398,-0.825487187496335,1.2969166383944,-0.362822492472075,1.17601393911577,1.01435553380388,0.973875223629266,0.364828582450567,0.932452530382518,0.128880201909489,0.00584112049066698,0.649014612786367,-1.03284996334179,-0.557263611236854,0.73947372660402,1.68998752159389,0.354799720779874,0.373991651763201
"Listeria_Tm_3 (GE) - TPM",-0.292228651371802,0.990150382035268,1.26646364495889,0.62282875057854,-0.568220415782623,0.749266960961987,0.0201933195993663,-0.160964558654707,-0.00168275901133329,0.243822541060896,0.947237478216117,1.71216021654803,0.689574642681887,0.783946243642768,0.401626433772684,-0.315542467345022,0.101867685767598,0.326416413369399,0.286365917951666,0.937328061265362,1.8543675288131,0.826583052315711,1.93510219797049,1.28802482621085,-0.822459441228164,0.745199945724391,-0.272604239423388,0.485007835630212,0.694808127332608,2.0279556991027,0.154877913332178,0.193049868360523,0.0908147139044784,0.0755585455835556,0.977852986687276,-0.996994832893946,-0.282333740862082,0.379114028675433,0.304836874999172,0.905292697212669,0.378623848353258
"Listeria_Vic_1 (GE) - TPM",0.344384590376081,-1.12499008216035,-1.10543038893099,-1.12883571014169,-1.70003304662449,-0.610246313972887,-0.740814143709819,-0.915428998490089,-0.788435381356128,-0.521367469869232,-0.520119697730246,-0.871950398731871,-1.09173681749031,-0.628075872252213,-0.305060108140162,-0.641412125325263,-0.657779116622574,-0.853548889300083,-0.635710467026483,-0.238263662229029,-0.89007278436743,-0.214393341085879,-0.698452441365107,-0.900393954372141,0.117879785626387,-0.85106589456787,-1.00086181235652,-0.0395470548506401,-0.0802228401749859,-1.09556227753855,-0.972837405550866,-0.85948475539072,-0.570183027515461,-0.642968415361672,-1.14732599300007,1.46871966292291,-1.22948978414155,-0.719469986185294,-1.02765433632456,-0.927036344399811,-0.844347072903222
"Listeria_Vic_2 (GE) - TPM",0.0520390471759324,-0.903720973496523,-1.27004187206992,-1.40559592726858,-1.35944893927008,0.125202034482876,-0.528496268714737,-1.08594484684222,-0.899107574981273,-0.983716180158629,-1.10395101698089,-0.396849511116688,-1.1829800263945,-0.596269958251205,-0.653058544424113,-0.416900761186083,-0.676259159292793,-0.927087861874963,-0.101122974443525,-0.332669796387756,-0.999462107420651,-0.43602187587265,-0.500849700052423,-0.994420950870484,-0.0932833394680714,-0.839417863263152,-1.74497772805929,-0.240852690331241,-0.198260216363958,-1.19540033122333,-1.24290725330217,-0.604538381847703,-0.555597447301584,-0.754148792710088,-1.1315656343662,1.50703870678501,-1.48892457114186,-1.00480419400608,-0.631769818055617,-1.11983432625608,-0.78884012473801
