"","SF5M90T_53","SF5M90T_105","SF5M90T_106","SF5M90T_107","SF5M90T_111","SF5M90T_112","SF5M90T_115","SF5M90T_138","SF5M90T_149","SF5M90T_151","SF5M90T_295","SF5M90T_297","SF5M90T_298","SF5M90T_321","SF5M90T_330","SF5M90T_331","SF5M90T_418","SF5M90T_419","SF5M90T_424","SF5M90T_556","SF5M90T_557","SF5M90T_626","SF5M90T_757","SF5M90T_777","SF5M90T_829","SF5M90T_854","SF5M90T_873","SF5M90T_977","SF5M90T_978","SF5M90T_1058","SF5M90T_1063","SF5M90T_1102","SF5M90T_1151","SF5M90T_1314","SF5M90T_1368","SF5M90T_1380","SF5M90T_1444","SF5M90T_1445","SF5M90T_1458","SF5M90T_1607","SF5M90T_1608","SF5M90T_1660","SF5M90T_1661","SF5M90T_1662","SF5M90T_1663","SF5M90T_1743","SF5M90T_1765","SF5M90T_1807","SF5M90T_1815","SF5M90T_1816","SF5M90T_1824","SF5M90T_1833","SF5M90T_1871","SF5M90T_1964","SF5M90T_2127","SF5M90T_2128","SF5M90T_2149","SF5M90T_2152","SF5M90T_2171","SF5M90T_2177","SF5M90T_2178","SF5M90T_2311","SF5M90T_2331","SF5M90T_2374","SF5M90T_2504","SF5M90T_2505","SF5M90T_2506","SF5M90T_2507","SF5M90T_2508","SF5M90T_2509","SF5M90T_2510","SF5M90T_2511","SF5M90T_2512","SF5M90T_2513","SF5M90T_2555","SF5M90T_2734","SF5M90T_2735","SF5M90T_2783","SF5M90T_2839","SF5M90T_2915","SF5M90T_2947","SF5M90T_2980","SF5M90T_3146","SF5M90T_3345","SF5M90T_3430","SF5M90T_3433","SF5M90T_3508","SF5M90T_3626","SF5M90T_3646","SF5M90T_3764","SF5M90T_3797","SF5M90T_3824","SF5M90T_3836","SF5M90T_3924","SF5M90T_3925","SF5M90T_4065","SF5M90T_4079","SF5M90T_4080","SF5M90T_4111","SF5M90T_4112"
"SHIF_Li_2 (GE) - TPM",-0.133104277025353,-0.374045762602177,-0.249412767038423,-0.333364873392508,-0.337335238417213,0.191539368434889,-0.604024793510679,1.37433930846166,0.445177136416776,0.784525472513772,-0.015779055284203,-0.63764317719238,0.117358216566928,-0.482232063348719,0.276604736837512,-0.198457877359627,0.18263213424671,0.390266285939842,-0.478767143487237,0.534835718283153,0.138563265344629,0.291004714622641,0.900451168804203,-0.216096645291879,-0.373941748694468,0.496042391817442,-0.440388652238275,-0.543221423993096,-0.575902987727223,-0.930419396927003,-0.801453691074504,0.594784036300588,-0.312975474118045,-0.307219609265789,1.10057237800615,-0.0869319945225623,-0.981909342088693,-0.212906215489136,-0.19240634134875,-0.665312874057737,-0.025015791941842,-0.388981752749911,0.0794139690060868,0.399814589378796,0.0365437501032166,-0.145638020874374,-0.148359979354332,-0.205948489933992,-0.322704046212037,-0.491454616815236,-0.425320146626294,-1.30858907767348,-0.166666666666667,-1.18860265162325,-0.367168298774433,-1.19397593660531,0.349530766925235,1.07664357937143,0.642566481480922,-0.0641040921604323,-0.0888121406734476,-0.0219516724011208,-0.252308398602837,1.40447256283586,-0.323977960634751,-0.136486472806845,-0.522795471351028,-0.590132738671427,-0.136975287640084,-0.636740768552104,-0.474603906000764,-0.416686808139833,-0.330146205947528,-0.204198170254488,0.0546602302561213,-0.236021926429906,-0.499001711411978,-0.312114755040506,0.824350712770592,0.101343151047652,-0.665505445559242,-0.86618767228154,-0.171813868055504,0.234344429543822,0.572499937884516,1.11937979627671,-0.298597744704787,-0.234460762029491,0.0113303053887531,0.807709339261862,-0.186592036456193,1.10433510865688,-0.146148787523149,-0.284208871554556,-0.0408136951367879,-0.0882708972614878,-0.435887472401511,-0.092457018437266,-0.047238564983191,0.356153591478262
"SHIF_Li_3 (GE) - TPM",-0.235419316999331,-0.412713820356338,-0.317685990738943,-0.417118908038051,-0.261052849308603,0.170894706628707,-0.549963474145297,0.448999073691479,0.435897309394545,0.413203504251151,-0.461460504454048,-0.106502804379864,-0.0335866128556716,-0.57356534321498,1.40009972819913,-0.847107766715171,0.17787962867429,0.164155921118986,-0.478767143487237,0.040119302341007,0.173488487310003,0.609246598755029,0.347064704548969,-0.0218708662794122,-0.466174260875568,0.0320633075032637,-0.423617733021158,0.125095594981113,0.639097162736662,-0.957454593622584,-0.39024788645438,0.566836062357814,-0.38525754858925,-0.381033948063906,0.558871586217344,-0.136369324571784,-0.644289435023119,-0.0512308767036902,-0.451492313085869,-0.222124003094651,-0.0237156918475768,-0.393637992661881,0.0601237380223452,0.00503984661864916,0.129494746234217,-0.357284106208228,-0.288302445958075,-0.0980407230096785,-0.313997657179845,-0.400473789954838,-0.423432250356604,-0.119438354538334,-0.166666666666667,-0.974332844165893,-0.263663476386135,-0.693139649218784,-0.28122441621551,0.590804390065815,0.314376348198626,-0.382598041058279,-0.536769705883312,0.491482348768564,-0.280534089439125,0.45701193949953,-0.462351456999468,-0.0528982695438847,0.209993154555789,-0.457031946492034,-0.3384440573581,-0.346168523917554,-0.277084357450257,-0.338277598960158,-0.322477291608367,-0.297882078775954,-0.317665026526062,-0.260442066292808,-0.255070252574888,-0.323802095282656,0.909319172609291,0.11097794587143,-0.797703057674501,-1.0457447749327,0.213995877616675,0.286829639980023,-1.10530880701917,0.193476408893856,-0.344128373072622,-0.0743730704108274,0.204756597559204,0.381962310807551,-0.137255496607031,0.610602424339498,-0.679288369707522,-0.244720574619815,0.274236067090019,-0.14786234071963,-0.523561238366798,-0.130001534857615,0.0348256786386841,-0.245703505991621
"SHIF_Mig_1 (GE) - TPM",-0.729322132265478,-0.384981273027304,-0.25358025371202,-0.458166832535509,-0.553925664421102,-0.810735047653791,-0.335647651525375,-0.908056076985755,-1.32671871821096,-0.88233343200561,-0.245634632140148,1.33092150208564,-0.414069499157645,-0.69333896319222,0.576541992706979,0.0909175539809735,1.48074971539794,-0.25505967682836,-0.478767143487237,-0.458883920313782,-0.443553405138394,-1.13268993596481,-0.594434745451512,-0.326048273244478,1.05873632729211,-0.202954846000103,-1.15491152639217,-0.336183939892591,-0.271983344244665,1.19784454144321,-0.801453691074504,-0.48597162662496,-0.548144672743817,-0.592358510225319,0.00917121060802391,-0.822684667293441,0.864129432356658,-0.347949041728537,0.947559078952652,-0.566698950104368,-0.221743045610182,-0.136754503977485,-0.123984560506092,0.366617970842698,0.536792042824087,-1.34610398210519,0.30668957501133,-0.718105428605092,-0.801406272536849,-0.768004318387055,-0.305562731220397,-1.30858907767348,-0.166666666666667,-0.296037858797676,-0.194994112222069,-0.776718048061872,-1.21696717438384,-1.27800357936947,-0.949790814798712,-0.991579908447669,-1.19173425474739,-1.47886215622895,-0.57183916747372,-0.734292565318383,-0.578317883881137,-0.728140815262184,0.675682574360322,-0.368727396096237,-0.620444664591934,-0.412018035679366,-0.39302246950182,-0.345436525256227,-0.402705194461784,-0.580293342381175,-0.455704495222905,-0.304533020580907,0.0459960097859585,-0.321905635573822,-1.25330531968969,-0.486068093426891,-1.34713677178598,-0.221686187767866,-0.735953945623129,0.552055434074053,-1.36031820512523,-0.646153454388873,-0.410050001253436,-1.24793629984466,-0.518824869768535,-0.49750379461212,-0.738269196669256,-1.30459201943882,-0.346213322554425,-0.403469764142965,0.131793659099314,-0.308971145785342,-0.265975299121132,-0.17492140850204,0.134022027502715,0.066601992443981
"SHIF_Mig_2 (GE) - TPM",-0.635822678075627,-0.344149845974525,-0.221452066890126,-0.481500742598825,-0.571008144501895,-0.782725330364431,-0.457195582297396,-0.7429726541017,-1.3108716274668,-1.22973808805363,-0.684428054294214,-0.855300786063093,-0.0746807571129521,-0.637101530270523,2.03786041440268,-1.71339914184514,-0.570416537371589,-0.519081757070517,-0.478767143487237,-0.467931760141217,-0.573587045360049,-0.0442413756692188,-0.390080386954156,-0.0513090694932771,1.74579861489759,-0.319674666945634,-1.0228271148043,-0.0069980116031393,-0.758653685580885,0.191947393699992,0.724231894801848,-0.430508746209497,-0.600351555210338,-0.631291894007507,-0.411360792355865,-1.00608960389317,-0.678803337408039,-0.337835201489017,0.574080228781523,-0.63391074917359,1.55346630797894,0.0446596948330268,0.336198140770651,0.172511753857478,0.267437753034269,-1.37751434545023,0.307860574192533,-0.908394339633572,-0.592160410857865,-0.683448870668137,-0.489760097771914,-1.30858907767348,-0.166666666666667,0.00389640696504437,-0.200924083920826,1.40755880385091,-0.259405625984489,-1.23294891565634,-1.89741551354194,-0.876119310584059,-1.10301903787404,1.6162344834459,-0.635230798155842,-0.781263110247781,-0.59101917897105,-0.358083405371568,-0.617992435145894,-0.558756730733257,-1.04018827603046,-0.746407650663688,-0.174405304768236,-0.52536052440598,-0.454411503493567,-0.724003119822449,-0.421755397911022,-0.328337990612717,0.0477920491143732,-0.280153271842012,-1.43356057633595,-0.589091801733477,-1.43929637761188,-0.731121658832386,-0.886393401844259,0.869106988401251,-1.06747245289398,-0.925516916946546,-0.424547859270802,-1.08666817512238,-0.40509016583824,-0.447791393666642,-0.339270449983181,-1.37039190706403,-1.13881913736758,-0.417042366098284,0.905026696387781,-0.379452728704675,-0.526452132925605,-0.458563435471975,-0.593513080304799,-0.80097584332739
"SHIF_Mig_3 (GE) - TPM",-0.674296649501479,-0.311219528119561,-0.307231832876281,-0.503889275236642,-0.568738958064804,-0.879316649351266,-0.455696576219436,-0.492722834227926,-1.17961599034162,-0.98358543384055,-0.51897136949395,1.32052499634747,-0.31903745905119,-0.500866466485867,1.50026797934424,-1.71339914184514,0.140573587785837,-1.00474543760786,-0.478767143487237,-0.4642989799951,-0.516387636290202,-0.544675714460077,-0.269434263114796,-0.736753825265763,2.45361261596699,-0.385663899353723,-0.8445275134318,-0.686242824983409,-1.17176181758334,2.14211561873538,-0.588205298638278,-0.443408490679924,-0.561438106061508,-0.627967760151534,0.0119806267054364,-0.894778123898509,-0.379460079998452,-0.340202398341188,1.15909834277221,-1.18157751331556,0.591424664173102,0.211299562559357,0.0457945096637532,-0.0918905748023917,0.700825270411145,-0.989530061312747,0.26634020000844,-0.869833869454279,-0.760140785226304,-0.925652588882817,-0.386568654424286,0.541466129199822,-0.166666666666667,-0.521889904215929,-0.149733414927119,-0.882299792148811,-2.01992546580928,-1.49595643157827,-1.21070149577788,-1.06576140794403,-1.15993638800771,-1.6022316754029,-0.581168833670221,-0.544977333432771,-0.467111737453654,-0.722148906542432,-0.367007493320376,-1.01418611354459,-0.741776147054032,0.121364649144678,-0.486851538065333,-0.413439090307137,-0.374622019177341,-0.71945570956698,-0.775193394512404,-0.278364065484555,-0.260894911724611,-0.311076356433331,-1.67811625312358,-0.584820040603305,-1.3016167726739,-0.725455762799979,-0.823487783718722,0.620840259865066,-0.335366422623847,-1.06718518435639,-0.429012324234066,-1.24793629984466,-0.385109294417718,-0.456511489920726,0.515396875879988,-1.472831244684,-0.751616127212782,-0.422346081876727,0.30941400029941,-0.678330817060591,-0.230386426542813,-0.240940605511583,0.35456949655962,0.4094523061309
"SHIF_Nd_1 (GE) - TPM",-0.365005421211554,-0.608935085128053,-0.552891483815505,-0.0672891562957266,-0.624683483125743,-0.474567499218939,0.330399893040399,-0.81891432084778,-1.03387243986227,-0.954182889201301,-0.979498807255784,0.656904525672014,-0.037369230350898,0.968287768937437,-1.29362990071122,-1.36628083932369,-1.48355678115313,-1.02001981221182,-0.478767143487237,-0.285465354203279,-0.657253297346849,-1.26435089184215,-0.528614016142807,-0.692768511151444,-0.639676068510223,0.321000777719312,-0.731259670170335,-0.590090264677682,-0.855429106357037,-1.62834532475738,-0.471917775110342,-0.460219374367153,0.832654474775992,0.335225651298934,1.04564502550042,-0.800649539721635,-0.738927762306056,-0.826692007594616,0.0397505091852513,-0.590119252178783,-0.777135196993739,0.0437409203545389,-0.106178893560901,0.0733236644222976,0.0209335093769268,1.15826911889852,0.787976792105509,-0.681356047117209,-0.452267009366773,-0.547649056336147,-0.392310319305298,-0.355616458456366,-0.166666666666667,-0.931032367683306,0.0527777488103583,-0.872884078802809,0.275337099480964,-0.935427290690485,-1.06119925674406,-0.277050555532579,-0.262178652420102,-0.137378187455479,-0.326525640353759,-0.467228678138612,-0.818454978298401,-0.513039504640105,-0.7484473719551,-0.893220119158378,-0.957106024331908,-1.24515639074468,-0.910460181886654,-0.495123047577297,-0.709126570346646,-0.645286544777185,-0.478484175496676,-0.328675605209396,-0.541665462070945,-0.259714607016599,1.16047898610755,-0.268016241278979,-0.499613694279628,-0.871557107969037,-0.0631239581305476,-1.05771400452447,0.211625248715677,-0.733289578910248,-0.189520844831837,-0.620948987152647,-0.603373413000661,-0.464728450524452,0.607509863584078,0.757905042419427,-1.31918100880853,-0.0654887122078642,-1.31124695061048,-0.946253015590326,-0.694389321284891,0.0323966827426911,-0.517830136437676,0.0777699732877814
"SHIF_Nd_2 (GE) - TPM",-0.29948243599603,-0.618588972680457,-0.566214799567146,-0.113294019091892,-0.722000939481829,-0.510199334957157,0.537119509907988,-0.841101513466108,-0.831232436166751,-1.10405132008752,-1.15242411518616,-0.515074117509465,-0.111232149150466,0.787719918890998,0.0575565242996373,-0.627060396359565,-1.58848835336817,-0.767231526793857,-0.478767143487237,-0.325172986963862,-0.660210695882648,-1.16171872429243,-0.630796984890041,-0.788495202152328,-0.731422851151662,0.287232146152956,-0.582568638662918,-1.04720400435031,-0.796818548981358,-1.03741857973244,-0.457682676136762,-0.475079448495395,0.538426975077842,0.304349527718839,0.857672625349674,-0.750795106466881,-1.00128337540486,-0.727606687713858,-0.271142823416655,-1.1075365859348,-1.07510139179806,-0.0527889171535806,-0.198021474245206,-0.0843333607516337,-0.137841328690471,0.304245786181099,0.638247439107213,-0.695989471369993,-0.49827199214043,-0.595434928659479,-0.412129316220433,-0.712105935237035,-0.166666666666667,-0.328773358862121,-0.131644112174291,-0.18908935060598,0.357229872488223,-1.03487350137053,-1.30365752429318,-0.285273082963395,-0.947094633722054,-0.0583684364567523,-0.379100565738236,-0.269581220182336,-0.838619017603131,-0.509733186196294,-0.587772256282033,-0.810050612733165,-1.07365892217639,-1.11196077912648,-0.916527661750713,-0.539146225761286,-0.741652583148449,-0.671766857051461,-0.346745184228722,-0.321867229501358,-0.6265704216825,-0.287813767398556,0.403078754851846,-0.297832045625512,-0.396136296380405,-0.538024923242289,0.259681294797573,-1.12482957697396,0.160330893571785,-0.843023866852942,-0.146421897788452,0.191021093850321,-0.602278004083838,-0.440667920375511,0.227749665001177,0.21656821322734,-0.901935956515914,-0.0972264872698909,-1.60709467276122,-0.998000109913164,-0.559186447771421,0.103343249393169,-0.45180237644803,-0.142327240488989
"SHIF_Nd_3 (GE) - TPM",-0.142011751722425,-0.622359428938239,-0.552115705824559,-0.0542002693585196,-0.624987903597151,-0.47265683777209,0.391102805567951,-0.671622390216455,-0.874459610360384,-1.04812587670782,-1.22378493280766,-0.993823144718979,0.00458289692120736,0.951071809562669,-0.763476031857714,-0.434685831822203,-1.07757820652886,-0.858036019805997,-0.478767143487237,-0.342192265221242,-0.616323337585463,-1.02669672279215,-0.436345499219509,-0.841565232761944,-0.709972326536784,0.384760646116871,-0.518797890746447,-0.131698129005566,-0.904017011787807,-1.11115882389651,-0.639594575127929,-0.445686439337063,0.739290598569277,0.285243596662944,1.00215077110856,-0.80068400475339,-0.698779022579406,-0.774903543253213,-0.262254463241931,-0.920120063694705,-1.34952223205677,0.345377736430699,-0.000670877827287938,0.425001407334619,0.120998370394464,0.93248975241134,0.917317935847421,-0.595647158108569,-0.20486596640341,-0.377655077307603,-0.424490063741935,-0.606477570987298,-0.166666666666667,-0.809068011168588,0.0804173206871049,-0.957408501637853,0.887924642362374,-0.69503272902419,-0.944572550853005,-0.329507527507887,-0.146043807264746,0.866917477027725,-0.368464605885987,-0.0850908951858134,-0.760742628963906,-0.369125990627788,-0.39884990855532,-0.931808006876247,-0.935376701573065,-1.28798470795231,-0.558062920652015,-0.425102730001579,-0.686927262048631,-0.570915831795684,-0.199282914565646,-0.27515209231632,-0.494610063954149,-0.238788260290375,1.11869451520039,-0.268856314550455,-0.0285310495052287,-0.544547298783154,-0.0628749064733605,-0.996146345284185,0.389741354153639,-0.743629303907488,-0.0997401584753174,0.137880033163804,-0.586872391147277,-0.418294933914073,0.51535402684828,0.919597963795244,-1.24146880236055,-0.0738832263028273,-1.28674395115079,-0.932213313972547,-0.538654337060231,0.267468671517966,-0.675788879151491,-0.298071635615443
"SHIF_Ns_1 (GE) - TPM",0.221719875239864,0.832101926461016,0.391602799142554,0.163917703253692,-0.00628093441114094,0.112351002793666,-0.222390225531122,0.727421126738807,-0.0228714176954674,0.065690118338834,-0.946477275965562,0.566912190247363,0.179751371648917,-0.53207035179152,-0.308406364818411,2.08872253568501,1.29416094057731,0.715262464953366,-0.478767143487237,0.183522859511854,0.202329107135988,-0.0478307955567101,0.215912493683377,0.425648839697401,-0.00465071178952552,0.389583416545569,-0.543613994171388,0.53493446419518,0.949388658542509,0.740243511520708,-0.575857755735493,0.579178205924809,-0.286539758779795,-0.0880888930750698,-0.357064292290084,-0.207030115811845,-0.205826154132925,-0.593603652098219,1.26066442215354,-0.290787584128046,0.444733654806978,1.52787168430469,1.58330223268955,1.54641356404938,1.81334700237778,-0.535948780489234,0.790798502635918,0.386008972791992,-0.308029778165623,-0.273987008280186,-0.259297590115568,1.9533732606026,-0.166666666666667,-0.835944223104025,0.179718254806205,-0.864253069591752,1.79077081422631,1.24208058007302,0.167207452437234,-0.218193549024895,0.595692652012888,0.0562639418165874,-0.309202675761621,0.533793302972036,-0.233104524135581,0.296615085107838,-0.221423787031095,0.382841343832371,0.239743711414134,0.570952517840338,1.55458256836252,1.25485016714387,1.50256505093892,2.64192355443578,0.114201957458513,-0.108113227101524,-0.489893739003661,-0.160410675056791,0.0704852197292866,-0.237735813718327,0.114320173563869,-0.805276922258255,-0.164392436758415,0.0819933047811613,-0.846630382276843,0.0738362856285979,0.16238978810189,-0.341789919761556,1.70248226963436,0.462094564927707,-0.0747617471324084,-0.524799732222871,1.90771971130371,-0.0383623026656033,0.733661478581043,-0.410590833655463,-0.257493705530136,0.385143144244423,0.254161015643272,0.163193768340433
"SHIF_Ns_2 (GE) - TPM",0.250132350267474,1.09306986343875,0.458915410984525,0.28506299576242,0.0428287107180745,0.504533163169976,-0.0454312187495333,-0.0801348411884721,-0.144026601135041,-0.027109990148181,-0.156083315770163,0.935592671801498,0.816639403273342,-0.453810377134186,-0.913902938033381,0.30155593153003,0.992452564680007,0.765362744607613,-0.478767143487237,0.280127846577998,0.403941717811679,-0.156391160913286,0.265397175737766,0.582416562574584,0.229973293384262,0.751977002923396,-0.428841431996391,-0.150344210319872,0.476043799013865,-0.454179838829046,0.0680429892041839,0.53988128399911,-0.123411932859751,-0.00732926633800307,-0.588600768014364,-0.41340021838848,-0.415495582631287,-0.462060793401074,0.202048459303112,-0.494917193012108,0.286159896035181,1.56566536498111,1.50742052761195,1.844150049845,1.79564443558191,0.175250053916568,0.716210037852682,0.445354640069746,-0.315442921680563,0.142692134010522,-0.293409318030585,-0.805696076392105,-0.166666666666667,-0.373068455672733,-0.276807455142701,-0.770367627341241,-0.0679979726577447,0.499207781500659,0.112711287508949,0.190775289411146,-0.383647929456841,-0.704230168852344,-0.199091294268058,0.40024930370766,-0.26041064345141,-0.10127198558273,-0.312742056365684,0.415902653194196,0.0836050134147748,1.0919599780966,1.36022974172577,1.76163818582909,1.43500173512036,1.53239494805203,0.353866056448708,-0.115643625608761,-0.592591420889024,-0.134577389348388,0.152120828996987,-0.138739298402351,-0.204275060045386,-0.890894263588773,-0.435821521288186,0.566934404257335,0.0151253125609027,-0.162459629688704,0.769905276756186,-0.108282071795811,1.12419997148007,0.660698583200476,0.0887168736200644,-0.229555220648676,2.36075056994797,-0.0890953937534881,0.731650168877685,-0.434228324837177,-0.504091462988458,0.241841124208675,0.426598709319614,0.763442522714655
"SHIF_Ns_3 (GE) - TPM",0.0966993626083925,0.627014942484403,0.152913309237713,0.0754102032161789,-0.11074193482486,0.126761935961721,-0.301579690580162,-0.322105373440642,-0.475322672904169,-0.196251942132021,-0.444552514838655,-0.450952152503503,0.273067769185247,-0.445712885573286,0.232159056978082,1.04671461514272,-0.0166417809264448,0.226269377956078,-0.478767143487237,-0.0119033178932682,0.0518774848522813,-0.256007069976948,0.116075779360386,0.0408039161698472,0.00918415927048013,0.107517742022911,-0.714723319847416,0.279792904757502,1.05504849601786,-0.303059871042129,-0.510308437790946,0.263393532389441,-0.339401901653106,-0.11937556562574,-0.988025736467427,-0.596213142337501,-0.412300383747091,-0.599707462787108,0.630174820066965,-0.240980563311449,0.669022404298478,1.26375284791922,1.04050804611388,1.2925183475788,1.54908472975779,-0.695701954080878,0.127680873344053,-0.103927672626998,-0.52857491150977,-0.583388511759071,-0.367658955079999,1.21726720517736,-0.166666666666667,-0.915526381853763,-0.144653763756428,-0.853554031491535,1.48566677055328,0.467920098660085,-0.145471645087888,-0.205047189551981,-0.540333235578526,-0.897399151711774,-0.337163167497557,0.113102247212208,-0.417313385522545,-0.221565971501227,-0.309680318188511,-0.103499030145499,0.0407935924888433,0.486960186318197,0.368645952531981,1.11586648255548,1.00253554014867,1.18724448021092,0.454765844387091,-0.197026598519697,-0.365600303164984,-0.238072569505943,0.456515890589308,-0.206107446581398,-0.217477261105465,-1.0303920327231,-0.298653073628755,-0.145337457037538,-0.359152579235942,-0.426345250453887,0.204259935710198,-0.435485382214138,1.23923875872355,0.161039263701122,-0.066050941580916,-0.8368665428775,0.850224534397968,-0.255623716194086,0.629435683800759,-0.585210481920964,-0.348201491169296,0.145842142281903,0.525252058453039,-0.224289755507797
"SHIF_Oss_1 (GE) - TPM",-0.143409697529882,1.42763629912079,0.844209271706087,0.93216147633358,0.0670701855293962,-0.322247520348358,-0.323217693664393,0.288036605605641,-0.72866745948679,-0.169648360203605,0.915832887927476,-0.28348406531531,0.278204186627683,1.86570472209068,-0.0630690465378163,0.432744804099819,-0.260967207089185,-0.573453364389728,-0.478767143487237,-0.43101086813755,-0.397342752884927,-0.922648584699868,-0.438552750592648,0.716533654903703,-0.241566163522504,-0.607620646439365,-0.154842212348185,-0.665302883122339,-0.843446554049301,-0.72518031787708,0.0366407694991893,-0.426202039847353,-0.248695815072085,-0.384869490734195,-0.234443633903657,-0.14717096711033,1.84297106780222,0.678505981031656,0.750661931649592,-0.481332398162367,-1.32181053445345,-0.692462309654176,-0.663668984886118,-0.689320531210006,-0.694991823624257,-0.884422461574731,0.250844569070413,-0.731908912915019,0.798244887395651,0.788883612293384,0.442552675525107,-0.0549748889683256,-0.166666666666667,0.889542131764992,-0.276609870169952,0.791253138684812,-0.598502239031964,-0.789607573885326,-0.500613869084805,-0.508608047117739,-0.607215817114664,-0.812742274547666,-0.181067232704186,-0.396552835775431,-0.228774491456122,-0.379560132651764,-0.125155338985862,-0.222838162344406,-0.149784341845238,0.748535545695448,0.129472762573292,-0.179334980819517,-0.0878913840929282,-0.123858911470917,-0.147226812322866,-0.0717033152037922,0.516510682535981,0.0404017240896473,-0.919572341423194,-0.408339456561326,-0.898197273072619,1.10678552121228,1.24634253826175,-0.735087378663974,-0.0847588746041114,-0.0484226323534374,-0.402819879294683,0.0167383286096135,-0.600902563526585,-0.464915294204653,-0.117611727394841,-0.692187957720444,-0.459885710544415,-0.396724971704398,-0.787893764567485,1.98889273586632,0.0780845671697873,0.261057696178701,-0.344040801570573,-0.18094557699885
"SHIF_Oss_2 (GE) - TPM",-0.128150446450076,1.35583652600081,0.848701869032957,0.723658494137859,0.142682777146151,-0.116531003707338,-0.312120476462784,0.256886069779243,-0.841626429246035,-0.33931837675864,1.91946607144277,-0.424515467930986,0.389694321547789,2.04112802166098,0.62851301817191,0.0697332065808751,-0.677665153173538,-0.564743942120416,0.839390628175684,-0.427555738594872,-0.392871532426516,-0.881247911220567,-0.500165586172983,0.562210864768989,0.2211081473454,-0.576445712154999,-0.356691866732488,-0.46031172113917,-0.554428035356827,0.0224264629655351,-0.0114745911808615,-0.400142022433849,-0.293919883498916,-0.376152351963977,-0.259135299485889,-0.292177997443789,1.90009706734053,0.718770579237649,0.0755297615868963,-0.45238632936172,-1.18835191927605,-0.687397083873189,-0.609216655221737,-0.697763121088876,-0.710622607725041,-0.985983507412328,0.409942723046426,-0.729083676488223,0.840489184802597,1.00952953985113,0.813608490325005,0.0621175714402911,-0.166666666666667,0.328583989704826,-0.2772690821232,0.65339191256557,-0.602050125517168,-0.982196844911181,-0.884081772623925,-0.465660713743207,-0.318192720727582,-0.896753129914706,-0.188750391713653,-0.312252155304375,-0.253423172754856,-0.380790312001851,-0.0346399816320414,-0.425955597734844,-0.166484238494917,0.876693744121594,0.136658348753941,-0.307642763722391,-0.114793377681559,-0.245611357392121,-0.0647976927662102,-0.0712900227482467,0.779788995983643,0.063740083764163,-1.00055035604258,-0.397918522668001,-1.05312749444223,1.21695085050606,1.09009221755894,-0.809903491825643,-0.431363270360064,0.236230601524071,-0.392820061182871,0.269422072677719,-0.59578973161274,-0.463616496593833,-0.152435016468705,-0.877669535281484,-0.792186931047521,-0.395283089214038,-0.932901036144678,1.97777424747642,0.264017210093418,0.241301014640012,-0.245600043907231,-0.321521964437039
"SHIF_Oss_3 (GE) - TPM",-0.222645582096907,1.4348645661191,0.668938762804234,0.754182232386835,-0.266597111335713,-0.235872513001515,-0.369203321354579,-0.279819494336232,-0.806180428763105,-0.111090092128749,0.159972756046111,-0.101346033467038,0.280567425242403,1.65222517212461,-0.7424029078671,1.74340739696909,0.0197535800335816,-0.790354070989759,1.97834824179121,-0.41209511695307,-0.334137786703633,-0.757730945626484,-0.353433497357517,0.716084371699363,-0.407806687657329,-0.609881646323676,-0.160080389188513,-0.453738364059399,-0.410673825114812,0.586464440982227,-0.212428661711249,-0.387799643067132,-0.241412338790231,-0.350711520071824,0.0585133063407337,-0.586939612254871,1.51192835430501,0.679168706063519,0.299720623363908,-0.547260518920965,-1.4906607839536,-0.670377272206346,-0.695050556410045,-0.832914607981939,-0.825699535867104,-0.913536969339309,-0.0054087421024892,-0.73694184987158,0.744080761366556,1.40930272071608,0.514633869614723,-1.30858907767348,-0.166666666666667,2.3629844578637,-0.355238763320862,1.5117025421884,-1.77781726162554,-0.569263235311269,-0.654718975877916,-0.848990299211559,0.061644435472932,-1.0682595044317,-0.200274756910737,-0.467400448318895,-0.362358678155379,-0.280826030209335,-0.620676404567581,-0.23677106067669,-0.325901088042318,0.495618142871138,0.29250185699774,-0.229069989021385,-0.0402747831055667,-0.171570150567343,0.189959296394196,0.00755306004794857,0.792092346564574,0.123885572630824,-0.845764577705889,-0.344292127084098,-0.542892970035266,1.56202076574627,0.967359162899897,-0.672848496207681,-1.18277269709146,-0.167191058967251,-0.410221034629503,0.0862315197377262,-0.626394676046994,-0.471945300514668,0.150106151180512,-0.715414446496376,-0.641800503248998,-0.37915294992618,-0.711230025794707,1.81456341250434,-0.171028843448937,0.455947937860261,-0.729678214411879,-0.597170869256024
