"","PA0033","PA0034","PA0136","PA0220","PA0227","PA0240","PA0241","PA0251","PA0263","PA0327","PA0349","PA0400","PA0426","PA0475","PA0496","PA0497","PA0571","PA0690","PA0701","PA0715","PA0727","PA0728","PA0821","PA0869","PA0911","PA0990","PA1038","PA1307","PA1308","PA1332","PA1334","PA1380","PA1382","PA1383","PA1438","PA1500","PA1518","PA1585","PA1586","PA1939","PA1948","PA2050","PA2101","PA2103","PA2105","PA2290","PA2640","PA2641","PA2642","PA2643","PA2644","PA2645","PA2646","PA2647","PA2648","PA2649","PA2672","PA3056","PA3068","PA3083","PA3229","PA3238","PA3740","PA3752","PA3916","PA3946","PA4067","PA4091","PA4106","PA4510","PA4538","PA4554","PA4597","PA4678","PA4690","PA4787","PA4827","PA4981","PA5017","PA5082","PA5167","PA5284","PA5326","PA5327","PA5355","PA5390","PA5534"
"PSEUDO_Li_2 (GE) - TPM",0.424515961671308,0.904994179137299,1.6028450897301,0.673810268017598,0.401605647479666,0.761270286082937,0.406746993621048,0.90530229650924,0.184861512826498,0.447582987119566,1.24078125943555,-0.226491533977479,0.166041224579487,1.32815366224535,1.65796746427203,1.44651152339392,0.912638766121888,1.02624163938119,0.740941901076388,0.720818280441797,1.88843551160163,0.925178922711892,1.1776084117884,1.35645382769091,0.835975297433241,0.37683466766738,0.46083190227817,1.52895657676899,1.76227816464051,1.94329980171376,1.66935165618265,0.939043759468161,0.145140865464399,0.452508885524361,1.65443635679495,0.810439708437458,2.04955745560686,-0.462273891892514,-0.561437173395985,0.121409723453971,-0.0270372035984352,1.01006723888666,1.77827128856948,0.888192022046928,0.600815740407101,-0.410485579740881,-0.554739205618769,-0.374303247365456,-0.361985153703874,-0.337888053929116,-0.540734460046937,0.0318553767563191,-0.0758314062875558,-0.210209602475101,0.049336337757423,-0.0627741544385117,0.361321737626828,0.425268058971853,0.107738249674738,1.21805763796385,0.825926076675927,1.40266956807252,-1.1963955642492,-1.04167797181238,0.357985858014808,0.508581698675604,-0.846367109811926,1.35544456223558,1.42045092562898,0.952199311280041,-0.0164569446649672,0.861548334207424,0.913821233212932,0.356496170169785,1.81854147506106,0.0365450536369143,1.89204549872009,1.01472080254043,0.807585117380185,1.46107727660358,0.166281688440725,0.923250327079093,0.93280017194313,1.37349705095026,0.951323137466066,1.90645267921223,1.05990403652847
"PSEUDO_Li_3 (GE) - TPM",1.03856753581472,0.766526631156544,0.868373046603622,0.10865826100223,1.58349149418437,0.669095580210799,0.498488079461049,1.07316215163528,1.85627984417922,0.392491878584548,1.0423554544829,-0.841832676614609,0.122655303540786,1.01355310633064,1.40124706708188,0.512196356424166,1.32660762535111,1.35595108243739,1.78511166585818,2.18901372219936,0.830544752585309,2.0918552752328,1.4474924125813,0.678049944019965,0.302858734776165,1.00310530904815,1.07180468015534,0.66400498379368,1.69294686677465,0.928955278320345,0.258708654646564,0.516711799730144,1.21312137854089,2.20357734270825,1.07117144775409,0.122960730715518,1.04136354821306,-0.468079306926,-0.410109997045588,0.596338359053723,-0.0750038881694953,0.616661963958398,1.36842429164583,1.46751131362607,1.21873147941926,-0.820057603612378,-0.479945352766606,-0.372532191215002,-0.627043880024998,-0.457461986258661,-0.184951449697846,-0.217232353406753,-0.532436394982139,-0.44061703081616,-0.507045941507131,-0.333356940247693,-0.598494011330484,0.605251481669725,-0.161469048313073,1.24557658198482,0.847042176010924,1.30431539992611,-0.959070578506831,-0.252887535587233,0.291045704406702,0.560953942663705,-1.15754542546585,1.48840030580004,1.6273001873288,1.49624518572213,0.135750674547194,0.931519865563626,1.1329045980719,0.135685598489836,1.3903269762052,0.376189085340089,0.55232350372041,1.09028216454616,0.106270042590142,1.13743930077405,0.277264176489949,0.97155248287021,0.122863127220303,2.26340259439232,1.05516239513774,0.372694173391447,1.57962006662855
"PSEUDO_Mig_1 (GE) - TPM",-0.184933794381145,0.212507088500371,-0.11079787900383,-0.454550846940744,-0.851250536581274,-0.961549565643271,0.148087509239506,-0.513384977676832,1.52895180743619,1.02497342920877,-0.345592009645195,-1.43789159983118,-1.22168552537651,-1.24822588261305,-0.681759161902979,0.324669905780409,-0.952363698364467,0.80497766237984,-0.252105158291675,1.49659074387765,0.475602229006595,-0.441371041270466,-0.422564969334626,1.28363319497401,0.0909377474661515,1.43149491232254,-0.744759568073455,-0.0171763286782316,-0.484884554958342,0.600508354973169,-0.305596937487543,1.65220180710855,1.72031504823592,0.518099496048681,-0.0900380671313419,-1.18573284170022,0.980958375824713,-1.22922214354385,-1.3306588955314,-0.808924782481958,1.02454144723444,-0.424740422104834,1.79979397965624,0.92176328851798,2.53002388118568,-1.9126598918803,-1.06400942772069,-1.35018757686791,-1.35886049189688,-1.54403724970978,-1.26738874572712,-1.53194848860316,-1.63344279188534,-1.53792160374507,-1.49562122672043,-1.60770424183511,1.61745384569188,2.0899463205795,-1.48146639080571,-1.65183600885574,-1.25136161677389,0.700272756629936,1.26242527655282,0.753883450021379,0.417387047951869,-0.576212609608353,-0.160674870870971,-0.582398449169397,-0.121799684220891,1.99059837902583,-0.00908276458933714,0.197071248522666,0.028292275082841,0.289511074495363,0.627094628645298,-0.282868446662063,0.598277362667568,-0.724591252731414,0.336139922956912,1.85067281253558,-0.595076061520654,1.37159252690813,0.244164397137763,0.204704382425559,1.7019572300409,0.0144038240476231,1.38061803496777
"PSEUDO_Mig_2 (GE) - TPM",-0.774955540872349,-0.956675982837219,0.39497967089694,-0.916286518637625,-0.426776843450032,-1.1834244782022,0.644985001546103,-0.2823917930359,0.440614513653596,0.635938582136593,-1.08266021446203,-1.90909685832515,-1.26026986034423,-1.19613073544355,-1.07100750404682,-0.508759794114798,-0.897149761152612,-0.130279275936315,-0.386969796325135,0.42844097801372,0.527761299326122,-0.0335589453232602,-0.823797760982406,0.571116162383075,-0.933321805961674,0.761828287138455,-0.599932549774556,-0.15469969190259,-0.876294162087517,1.23999746968099,-0.519712980436056,2.00336737756395,1.2404037529653,-0.101661649541262,-0.470875166921184,-0.797237007859877,0.595241880487194,-1.21229808845175,-1.39829670647002,-1.46110501775666,1.8618239254317,-0.965971947574964,0.779577873649465,1.185132650952,1.46052475968839,-1.74800286195088,-1.16788785886271,-1.36783848449168,-1.37631154859763,-1.55703371465813,-1.31736484409641,-1.46966724880585,-1.40493346598471,-1.59957476649047,-1.49615009669031,-1.6143858152886,0.338482527068749,1.82095232643384,-1.51373313961552,-1.61637150687385,-1.15887047066219,1.08066794901716,1.64055974333254,0.960572210347,0.341225643706628,-0.406113581449403,-0.562214463256733,-1.07629802829106,-0.456529293209201,1.41755598421517,0.043702511203709,-0.703939150336406,0.407204102112646,-0.658860003649255,0.650212487815852,-0.866996487068254,0.581892319761075,-0.692150013791137,0.19234943039924,0.0886962677815841,-0.281644128766712,1.76096372118778,0.521588398794568,0.113460398007253,1.21669817559874,-0.950138933087261,-0.232314797724074
"PSEUDO_Mig_3 (GE) - TPM",-0.991084846012586,-0.538637609069722,-0.679266582944565,-1.31705534340876,-1.06908358513732,-1.36353752495417,0.513562175127588,-0.6968357077453,1.61228202875684,1.19564671660915,-0.593791586787335,-1.52291309185554,-1.38560356134775,-1.19104948107088,-0.146541557489427,-0.103544680737514,-0.879340276625151,-0.686708770121008,-0.518420734958373,1.45639820346416,0.637951418544756,-0.382600253691662,-0.715696637970358,0.76080693090919,-0.490889482378448,1.44339077335155,-0.70883119011649,-0.137747488208033,-0.86139070309302,0.317387920517758,-0.160724432108718,1.50483489471457,1.41844178884261,-0.422464687999953,-0.518765216253474,-0.948098602948687,0.447549427178191,-1.31259057311213,-1.49014519984282,-1.28937741562306,1.50502853829392,-0.934274116748594,0.954534378109101,1.11753197213904,2.33365717507816,-1.79130778132083,-1.13541332890871,-1.38501574715047,-1.4422764627792,-1.47334959949192,-1.25191240649969,-1.52063107120012,-1.68165134307609,-1.56336720574784,-1.59579102357829,-1.5987466262495,0.488071541753373,1.86439258868307,-1.52481137817587,-1.9329556386883,-0.871702491473187,1.08456953745994,0.314691359107198,0.247779551625083,0.217373371326561,-0.979855999546678,-0.746437313487515,-0.817219092824096,-0.663249078072985,0.0775496065673697,0.778161938950773,-0.304023607806502,0.782387616128666,0.310251704808144,1.09849858180469,-0.595828716558355,0.767230305528389,-0.231270439897858,0.235942832211197,0.0211253736030274,-0.315041697927713,0.346854799251249,0.201938557364893,-0.11810196383519,1.08893399146764,-0.579176342448128,0.619830670875941
"PSEUDO_Nd_1 (GE) - TPM",1.73774922925212,1.51402802863292,0.839625266785397,2.38890687146467,3.20648019428168,1.22017706624257,1.04374271187285,0.468637824943159,1.34073894865502,0.568460661496161,2.33083955884046,-0.688424807164757,-1.18790505957841,2.66138283841953,1.14106650035998,1.11475413630201,3.19852094191999,0.937377587063263,2.39217442489557,-0.197673006627762,-0.880436152683856,-0.725623980579057,0.83745882202643,0.677438152468798,1.57478974558939,1.58520310763443,1.88748130595371,1.5428760041163,1.31838705257126,0.998361635768936,1.28067664309041,-0.273397322222383,0.993942847189924,0.381454427546649,1.71059967554316,1.73116211755518,2.91612707155843,-1.08058705262172,-0.742977965140356,0.723255278191534,0.483600930723457,0.820782692021306,1.17445776340964,0.445851623702239,0.205174119005033,-0.115319166307527,-0.950978368062692,-1.37660678182973,-1.33208519141907,-0.469858846693089,-0.745642722311221,-1.00878543462931,-1.06638008949025,-1.31944477341527,-1.18840026742557,-1.1784830177294,-0.547425818668313,0.525826241159762,-1.51780367711991,-0.97211394671058,1.52368510347417,-0.234894703390098,1.11411568770128,0.977244654491376,1.32226529879612,2.39359211608483,-1.7669912503661,1.40196944238534,0.0664699137850569,0.3871738129908,1.12008652238629,1.09950222267641,1.04583182362765,1.75396319524538,0.87449464890777,1.42869445544402,0.838921452084558,2.11254472711958,-0.322531578959055,1.52932163560029,1.89523496180715,-0.655889665670714,1.16033025142033,0.781434484754849,0.864519569402727,2.18607237683575,2.12386467550472
"PSEUDO_Nd_2 (GE) - TPM",0.474221689129042,1.66565878837466,-1.51821616825638,1.52611390485491,1.79557913077501,1.37959042666144,4.1911934047533,0.80741088085593,-0.683783213129138,-1.02225175494682,-0.660508629872318,-0.969270354711664,-0.998136569408156,1.92416801936786,1.95503252651695,0.760376026273162,2.61790873528337,0.614343828227931,0.873557928776037,-0.467003505395675,0.878075244161066,0.467023290936397,1.31924220906801,1.23984379776691,1.09168380169471,3.10388943226952,1.62234981429638,1.31474446592412,1.38944967665325,-0.182579856003799,2.17386293455041,-0.757353768441317,-0.234077311429672,-0.668639894082491,2.02037560494725,0.749520940024331,2.21960490223948,-1.16320080948498,-0.329219412993661,1.22641373000238,0.152698293104692,-0.611095708895812,0.319294091526586,-0.134077000524615,-0.205958474964581,-0.27842398029139,-1.18783624626531,-1.42322634810587,-1.38366837243354,-0.504356555518922,-0.310971919682098,-0.619145529695108,-1.15652564629959,-1.22507420872825,-1.4214151314322,-1.24072249573106,0.889051475883752,0.195179976683031,-1.49046076652371,-0.854613000120487,2.29474839026763,0.054726855151239,0.614288494986587,1.12262841440339,0.624231019638222,1.5689742020103,-1.76162578566693,0.492969179642422,-0.303077615308403,-0.259374920220738,1.27675959369797,1.22569101889974,0.55547306546946,1.52083613854422,1.37775200112916,1.09251143301984,0.0331309290638122,1.70381162845916,0.204608311052629,-0.861518528730934,1.61334705023936,-0.303628983953485,2.44685593596744,-0.522665970087194,1.80028002296016,1.99739039537238,-0.2034315005199
"PSEUDO_Nd_3 (GE) - TPM",3.01063269035961,0.139190626177944,1.41215202987568,1.82220605363718,2.11802893890615,0.0520608420518542,0.0390038474591622,2.25161456000445,2.16006319430193,1.61480582443788,2.84677977086834,0.909629938438967,-1.0640981252692,1.19780623503286,2.14084594424863,2.98379806484218,1.64298118300924,0.79046095545355,0.395673757629038,1.02459704112784,0.0785134447496668,2.18303149869304,2.27954466953367,1.04668592992393,2.37221128653439,-0.18205532493151,1.80474585818236,1.23148430187281,2.64400369855893,1.8743985455042,2.59031644042706,-0.218682278148689,0.728446094839268,0.416660398337106,1.20396609608173,3.16109593450826,0.341169093500562,-0.663790451657542,0.0235834614037629,2.03903212240861,1.69475613471034,2.65629657515901,1.65449720603933,0.216166161408864,0.469537393885887,-0.359191602174606,-0.489168020105121,-0.938441468888897,-1.05511256213549,-0.309352885117103,-0.825803112612731,-0.587024530482487,-0.397353188492804,-1.03860267704883,-0.840231047069129,-0.859939110057451,0.13825391135767,0.514034263806203,-1.24973766136861,-0.0534562767978234,1.94528019992068,0.54631419310862,0.412246267722143,2.65247008579649,1.42161263957967,2.53491339407507,-1.48694069011464,2.97568924081285,0.606113397256163,1.41911689419097,2.42034476264772,2.11870985991249,3.0057473111889,-0.942615820114974,0.605546751370458,3.19105614005331,1.72641582521678,0.962047747330818,0.635219484917105,3.62588830534143,3.36048508396839,1.25134296556756,0.567489799528704,0.982607733585335,2.13535667186278,2.04725361812466,1.23581561497694
"PSEUDO_Ns_1 (GE) - TPM",0.253280473849997,-0.831883197943947,1.66553552497119,-0.345510374488571,-0.153271473874942,0.735065764356008,1.085309773046,-1.55877930518537,0.802690105608633,-0.768867454895775,-1.08662900652144,-0.105843543976982,-0.827561157487747,0.0147248656830968,-0.120945770445991,-0.587173895754793,-0.386026407598199,0.746460936596069,0.603222360329979,0.270910502181709,0.883747605121527,0.394310687094753,0.829763763964154,0.544162073870559,-0.826235028221481,-0.741685737951522,-0.136587098598127,0.287927463212128,0.106586242543464,-0.254578401964698,0.229346078447605,-0.108057652945876,1.7216877897179,1.31813339318843,-0.952865372483862,0.173953642749859,-0.19596025807683,-0.408679171379473,0.603978121059911,-0.704796492726643,0.433901645757828,-0.914971505387398,0.571268293444226,0.440213040092821,-0.116785862644399,-0.944907345378048,-0.934226514683275,-0.0121084454094961,1.0497052123881,1.09307488714545,0.857567834974071,0.570614195665968,1.41330725462714,1.35072005400529,1.13975130413344,1.80424510023665,0.277353376213154,-0.135182890894176,-0.193730669413387,-0.902336307320819,-0.978408875352714,-1.24214523798913,-0.00455432322055383,0.12449666653489,0.233484055712558,-0.686531064013958,0.814556886332312,-0.0898909908743348,1.34609130747206,0.198327062618151,-0.824907238637083,0.286249630547469,-0.869916639671822,-0.482578740212901,-1.02459674362524,-1.20804962549769,-1.12957067777985,-0.618566425324089,-1.12320489745919,-1.07306861643062,-1.37127504585939,1.41381866724778,0.219444218686796,0.369353828242934,-0.225339042414896,-1.34676574643528,-0.424248437027956
"PSEUDO_Ns_2 (GE) - TPM",0.722206434228602,0.343390445570628,0.859247482029023,-0.298349513025498,-0.53678690102452,1.23442659867327,0.728140264387254,-0.706551539695077,0.227498270833381,-0.637552365386473,0.727164488943745,-0.37751591388141,-0.980908771008847,-0.153467727772399,-0.13197038644378,0.181910094919517,-0.18028000878625,0.879078467220062,0.43798328472259,0.418646885020361,0.252843804242194,0.617312526459553,0.817827389685713,1.35389337286886,-0.868611806778453,-0.420695671259606,-0.714788290599669,-0.117211643864717,0.212322088567106,0.219675022481269,-0.168903422226494,0.0518891288017783,1.8086821985823,1.02946920912425,-0.818099035307334,0.188882785381435,0.470187311535419,-0.732764274877031,-0.16159404541256,-0.323474688288207,0.382173333115966,-0.341868417007407,0.577513730913483,-0.255209084646588,-0.307157139919334,-0.757223818336496,-1.1889005804743,-0.274048869834351,0.856911573469671,1.09442779499729,0.275545914457006,0.607260505433985,1.23477904048658,1.29073763831935,1.24360915764987,1.71446300509664,-0.776104936666472,0.477299541804815,-0.731292496295902,-0.607551240284075,0.455901303319318,-0.666045046992473,0.0743146304869107,0.516299322628178,0.823449882128084,-1.01574531533531,0.389906470708124,0.0294564687997443,1.22513453154108,0.365196483717873,-0.0907777324120157,0.818047465186772,-1.28650002212394,-0.535487968402346,-0.976948673134612,-1.33420332336415,-0.437099978138395,-0.0639666633380781,-0.740007761946101,-0.473339022424081,-1.10421314911955,0.433251588618999,1.53899179224792,0.0560612634520664,-0.672141345676005,-0.709477588843063,-0.61107794093132
"PSEUDO_Ns_3 (GE) - TPM",-0.452324436112313,-1.49298797806401,1.15916552942483,-0.578892208240621,-0.24858182804191,1.20809048346933,0.531493652784338,-0.303968990977419,0.987059490440295,0.272538473919882,-0.374863464568332,-0.366820252280108,-1.09070538147381,-0.350064608644394,0.0640915003224741,0.777942356612299,-0.486689735663176,0.559248782156599,1.01955791931067,0.441144706759734,1.06436659947635,0.717610540743468,0.943490788653198,0.875593680539012,-0.924725906694052,-1.00734041984915,-0.0870081321553477,0.0437232256607174,-0.406520507562503,0.910666321329381,0.84853852142935,0.474070473316738,1.22033804080261,1.19207922115043,-1.31402593769233,0.194273536859226,0.187241519492852,-0.761714238458864,-0.11438902162199,0.0550162921754094,0.282966044179971,0.431432244801732,0.803524737788558,0.0420089279440897,-0.682190480184904,-0.907591255332341,-1.13136941410084,-0.628086629562515,0.346013252279919,0.50558536168729,-0.0448408939166813,0.693062653990857,1.07577943993011,1.05745122988211,1.35547308075841,1.40977958564003,0.715708656959304,0.364037277023742,-0.866639449943272,-0.913001879037343,-0.21748048485426,-0.828993002275223,0.0419291856079876,-0.0870286663484326,0.933040919935417,-0.718795854779776,0.463841067266981,0.591633268207258,1.40140668609521,-0.338922267621378,-0.343066347819023,0.622953756699395,-0.904700612401063,-0.35677248983435,-0.590833933602655,-1.22044994006004,-0.562810971477877,-0.898033216818039,-0.802812463447609,-0.849760742317132,-0.985013111001611,0.755803763404025,0.650819247559301,0.441159650889044,-0.839911913499114,-1.16421287173064,-0.767180888198646
"PSEUDO_Oss_1 (GE) - TPM",0.731254113642315,-0.953128476976091,-2.09074201902502,-1.40143315485452,-1.33055272200133,-1.38427846406936,-1.36945796928355,-1.09157805459083,-0.635254447383015,0.0721051967799895,-1.59583788782948,1.53005143544384,2.36438786205894,-1.77549016645119,-1.23911287074135,-0.662007750771186,-1.17986286896767,-2.52469296645089,-2.40862555448172,-0.983177402357343,-1.46627110188656,-1.23400637595181,-1.19476626279408,-2.06293074204555,-0.578570267802956,-0.00247884143525483,-1.82044156634461,-1.82454813236347,-1.54671313943164,-1.85815793487357,-1.33251219455083,-1.62044627291083,-1.81469985320197,-2.03616444051995,-1.96650999691691,-0.841346312548645,-0.680784503005852,2.16242471781268,2.55300698514578,-1.67561601962951,-0.957272560296682,-1.24933691767568,-1.33001079048865,-1.91208657542878,-1.77267842729279,1.18575642720177,0.944267325567612,1.6657409619062,2.06439227788329,2.3237425569468,3.1204612333844,0.980489742986451,1.70914038946266,1.68437263924254,2.07381532262476,1.87438936242668,-1.24276669144376,-1.59384728425645,1.76875364829419,0.483775196086718,-0.967323551527459,-1.9284460313577,-1.54654147060686,-1.79867486504305,-1.42984825536569,-2.11152384930784,0.998332368334898,-1.09934660853786,-1.31245342314719,-1.57461301047387,-2.05991263617525,-1.98335216240322,-1.35440978536504,-1.87151835263202,-2.17256170239451,-1.29164781379256,-1.28792799094783,-1.07938520604296,-1.65692651907468,-0.848262923738673,-1.37202231698344,-1.52613428179493,-1.80383427568785,-2.06402961418662,-1.69533167688994,-1.58412706202247,-0.907223438095512
"PSEUDO_Oss_2 (GE) - TPM",-1.02321664373946,-0.833955661351273,-1.53858152564329,-1.09827228944632,-0.9849895040188,-1.60128544394353,-1.22358216382626,-0.888156408118697,-0.604868574904252,-0.965819501765226,-0.995975808902419,2.13990946957176,2.4603921096796,-1.43100707832969,-0.596067960180481,-0.458918234476768,-1.1630318895683,-1.88289499761779,-1.57314429123671,-0.554410434176866,-1.43875402773712,-0.944443587489839,-1.08437380887519,-2.06447519352497,0.238886418040217,-0.978621128112561,-1.42188282021202,-1.92975798049605,-1.00803317521983,-1.19992694777442,0.188135607393325,-1.58337120687397,-1.5039856144496,-2.07272521322905,-1.60322745807302,-0.713778924775124,-0.845435892117855,1.62686654755559,2.35136076373712,-1.45270151145517,-1.02761169719879,-1.62294453489896,-1.26293168415025,-1.04140415648805,-1.2364839506218,0.620550737592162,0.932369286598953,1.88458124987254,1.54453487081118,1.80562226950218,1.46749486460184,1.39246841989836,1.4084348728342,1.25894269335794,1.59175430559347,1.47752741148187,-1.48895474587024,-1.53235989579482,1.51495199786907,0.193949308815348,0.0641620609679956,-1.76617033826187,-1.79178007585028,-1.38022475647839,-1.56983371272391,-1.80530415677522,0.495487894779841,-0.646091868520831,-1.40856732311064,-1.8463107954515,-1.85069408776514,-2.12938355442268,0.0300757029496608,-2.49732820617549,-1.90647869316558,-1.25744302208017,-1.26864768821591,-0.774153957182729,-1.75566333260881,-0.594456206244076,-1.23497787017822,-0.495171620847848,-0.141894440490317,-0.247736987906217,-1.31805851552709,-1.50154285398946,-0.971767375050954
"PSEUDO_Oss_3 (GE) - TPM",-0.533630227067452,-0.0284771723024349,-2.12151862334687,-0.789909093656916,-2.06873703645472,-2.2926932759121,-1.07082340273905,-1.61043465659587,-1.53405023988914,-1.76880139775439,-2.18817116090153,0.987459945401181,1.59584576545194,-1.75275647594985,-0.506008354898608,0.209737488506535,-1.6816893706045,-2.82129408952187,-2.14907039144033,-0.655626219547133,-3.01946974838732,-2.41217536189426,-1.09079091842544,-2.26745914512947,-0.0683704640559684,-0.93136451443859,-2.00652571870472,-2.06287148438883,-1.33889197175873,-1.45405825355999,-2.07527837694627,-1.52016302681609,-1.6007222348363,-1.4315894426859,-1.73696657135044,-1.22141726502621,-0.816644570860347,1.36138609745725,2.43416737152781,-1.55862409172699,-1.96491428741604,-0.941178399428937,-0.871183481565219,-1.76139183584731,-1.69425255618103,0.0991348320884245,0.927036651669805,1.07584369389325,0.984148667554609,1.71932013243358,1.92980985906512,0.474993678788857,0.608443487658834,0.929986647298301,0.586587867688231,1.32697472463728,-0.444904728580284,-1.12598579943664,0.821390270966758,0.416183207799954,-2.36405573755558,-2.19499651924151,-1.33980632839665,-1.2342214295738,-1.77812545769485,-1.49830145689056,0.3868556487656,-1.07546863913174,-1.63868674054911,-2.18674284983676,-2.02942098662854,-2.08821105826024,-2.54557854434845,-1.19104341997971,-1.73410490528982,-1.27600976162095,0.343368521223504,0.538975640719561,-1.65677161886617,-1.56559596501777,-1.53672262172626,-1.71200980487318,-1.76987583976463,-1.1462400006722,-1.53222469175488,-0.506089463259812,-1.8658854086727
"PSEUDO_Oxs_1 (GE) - TPM",-0.686387088530192,0.439389543118531,0.286201255524879,-0.86693073512644,-0.405008571305356,0.15679547842784,0.130976223408985,0.402268094292811,-0.965565231211076,-0.252800041841286,-0.19388288270482,0.140876484727246,0.40116931260559,-0.446372580372729,0.214823494537143,-0.782327637288211,-0.217144714715557,-0.319320998254397,0.584117529696649,-0.584272899110076,0.144439427189327,0.0573759806700521,-0.424873725434726,-0.306824606428241,0.268688857675844,-0.0543365940517549,0.153760969517834,0.0931650018597123,0.31889440273574,-0.128740369253395,-0.238899674314611,-0.769013421298409,-0.746361105633896,-0.752802315306025,0.0865603398081645,-1.13680037715338,-0.719014206774566,0.0622707146719053,0.021591005914685,-0.176320386649784,-0.845713628463003,-1.0953454821372,-0.735185255044443,-0.826529280734575,-0.342499138833613,0.781967611973122,-0.022199708723023,0.476102368665915,0.160717817225093,-0.0524698193034969,-0.451249419662717,-0.206826123258021,0.296113012065766,-0.0255299802297477,0.0756625880915,-0.4778472266616,-0.76512043160676,-0.79731977203262,0.594635379318234,0.636160942166774,0.133831370701664,-0.220695447093364,0.951320793396099,-0.285409053728262,-0.195375936847036,-0.16381084297485,1.26188463056031,0.200772200136049,0.223056451472594,-0.253900404451676,-0.796140437505299,0.0571920216998864,-1.0874882616178,-0.52808795516644,-0.645368757730247,-0.471199508730984,-1.38095869642584,-0.811368036669732,0.451000817194576,-0.181775730232577,0.158784317827421,-0.606243822335323,-0.485253068834525,-0.545882240480951,-0.70300418340087,-0.0592280038463175,0.195345763600902
"PSEUDO_Oxs_2 (GE) - TPM",-0.146231665211678,0.191853740224712,0.478686700198908,-0.494290562832326,0.200584603555913,0.162295065202077,-0.553713748285238,0.558666064301564,-0.673782658257148,0.367073496609924,0.465296603755515,0.321903046417917,0.765924887504439,-0.241185088415683,0.129368677266844,-0.846033732183171,0.0823159320653361,-0.278819349156185,-0.467071340152089,-0.884993686105931,0.335479776647878,-0.427725447572091,-0.409936768724119,-0.166519343615226,0.815048231499703,-0.416570081396129,0.207577733424365,0.612051821185446,0.629487706754295,-0.661544459123646,-0.237597191991749,0.136093573900623,-0.374929813963469,-0.664162044860459,0.54967740905747,0.171908948677151,-0.364228756798901,0.276526275305993,0.351255869562412,-0.206693200647501,-0.568394194618684,-0.432821898511773,-0.963107634269306,-0.715729088805605,-0.756625420503622,1.36534395136501,0.321715628113725,0.53856245153192,0.752526883953394,0.271394563390371,0.254626466363186,0.547290078088018,1.0008690673172,0.586317240755346,0.255634025039463,-0.000418007657333629,-0.299060803483287,-0.961877024840685,0.772592716222943,0.198830129161537,-0.0562471249860754,0.220028786941885,1.07443565364212,0.135177274336486,0.411965458006865,-0.540101318062067,1.69540123332738,0.180482399386899,-0.49803003726215,-0.638473757718761,-0.718216026732057,-0.123135607166291,0.314251932812806,0.148455445520103,-0.207118828383125,-0.320165201091344,-0.898292669688815,-0.289274677972208,0.613932333501954,-0.0374524719552893,-0.013245245030804,-0.347634295929011,0.95509852339126,-0.25852688720368,-0.564710354474604,-0.318020683803615,-0.141215766266766
"PSEUDO_Oxs_3 (GE) - TPM",0.594873880525877,-0.744509780200572,0.072398549592483,-0.356756403948475,-0.20550179674952,-0.135662839915706,-0.61718661057686,0.238216776950899,-0.910103004867315,0.421472361706352,0.414796493686475,2.24482969019735,1.00664116619464,0.0403809821457798,-0.140378634078265,-1.18621491653154,0.0609435615654174,-0.410170232216391,0.136498620733223,-1.03840856895745,-0.32099152081178,-0.0792041829201459,-0.493171452273191,0.164132638041906,-0.347949766351157,-1.63374044653742,-0.0808721969260507,0.163050582655383,0.188858579370124,-0.130513700064906,-0.393222549762546,-0.0106155045969088,-0.936657600443564,-1.0657894833415,0.423400701567067,-0.306765775859314,-0.400066721987556,0.553326030041588,0.905821223450851,-0.611355952822493,-0.366018101700443,-0.468437293654642,-0.595132385111369,-0.468207401422998,-0.978284087720464,1.98947624714117,0.555576173579945,0.974548097548258,1.00901794876329,0.292646072658059,0.206970506145632,0.700985246788786,0.195169993116352,0.779005352795475,0.512057343738316,-0.114171915495931,-1.4443076067955,-0.69761833852958,1.09872983293532,0.0344433607081988,0.544675906454433,-0.124920458176354,0.515265698614798,-0.84925831871731,-0.123548861664537,-0.136721065501581,1.27379548632849,-1.03049816525863,-0.0609583888232377,-0.160606130972692,-0.341402963330871,-0.441536171261628,-0.0598379535623665,-0.1116881555901,-0.569237270431411,-0.756809189124552,-0.53877831974749,-1.02970145926185,0.344981389559246,0.014159268499467,-0.349803307494571,-0.655281110546955,-0.668690581064923,-0.974005165599023,-0.234392896135081,-0.359710635393392,0.113897217131522
