"","VC0009","VC0010","VC0061","VC0161","VC0175","VC0177","VC0183","VC0342","VC0471","VC0508","VC0522","VC0543","VC0544","VC0810","VC0819","VC0820","VC0823","VC0824","VC0825","VC0833","VC0835","VC0836","VC0844","VC0870","VC0921","VC0988","VC0999","VC1051","VC1131","VC1200","VC1279","VC1280","VC1281","VC1282","VC1283","VC1284","VC1408","VC1422","VC1446","VC1448","VC1655","VC1656","VC1658","VC1743","VC1786","VC1793","VC1794","VC1796","VC1797","VC1798","VC1799","VC1800","VC1801","VC1804","VC1806","VC1917","VC1948","VC2563","VC2564","VC2682","VC2757","VCA0094","VCA0095","VCA0096","VCA0202","VCA0237","VCA0248","VCA0317","VCA0318","VCA0334","VCA0348","VCA0376","VCA0418","VCA0453","VCA0454","VCA0457","VCA0459","VCA0463","VCA0464","VCA0471","VCA0473","VCA0476","VCA0490","VCA0491","VCA0493","VCA0494","VCA0754","VCA0768","VCA0822","VCA0823","VCA0824","VCA0825","VCA0866"
"Vibrio_Li_2 (GE) - TPM",0.684720846925935,0.947449227529874,2.50534234551841,1.53983013765337,-0.684396651036935,0.924559547849977,2.57581261170415,0.772125425992802,0.918204643391156,-0.896105696206451,0.470691539067012,-0.427262619751898,-0.51770119210075,0.896266618774737,-0.00929500530015911,1.20840139844194,0.141750438044778,0.624583782372905,-0.173823559252852,-0.606832123335439,-0.929761693422098,-0.218507166683746,-0.040173902872691,2.204951969295,1.87193213948707,0.8532724459369,1.0332716229306,-0.166666666666667,-0.800613376406083,0.427706205296477,-0.276703526747987,-0.30112788889058,-0.456684731129272,-0.206430841386146,-0.199036460067964,-0.0555137540943176,0.600813416712142,0.341110218145703,0.783623985889297,0.128595737252013,-0.219651806764579,0.0102356312660121,-0.37574429051274,1.83646231314573,1.65919402828464,-0.2162173297807,-0.12364833448453,-0.487747710051428,0.402302495416819,-0.0979293405762583,0.17290831002792,-0.0335701863490735,-0.58345427989391,-0.470870603411446,0.494571201033878,0.167821304768355,-0.189275684381509,1.14973816656333,0.0935315645179209,0.253623995050854,0.0870171795626029,-0.533027439531173,0.337536760563065,0.221549336169369,0.443285522906235,-0.449878744714463,-0.496487400423905,-0.305252718455029,0.719054787457392,0.880249792585125,0.295050017787061,0.581772544646283,-0.339323899406917,-0.342282846102639,0.0282830008551714,-0.376204244474102,-0.322439428753082,-0.449956604629968,-0.574548012037674,0.729202855520897,0.0139872195096216,1.07386152435862,-0.459003757173227,-0.605651912783989,-0.340616457874346,-0.437939520405866,0.708564730202818,0.274742487109337,-0.317222568160758,-0.343070771039944,-0.309456412516979,-0.291973482288558,-0.432690549285982
"Vibrio_Li_3 (GE) - TPM",0.895435080062757,0.140592630543827,1.05325889478801,1.19980717486017,-0.156824442848441,-0.956396074952313,1.75361433261498,-0.397298512584763,1.16196149321848,0.639485420164238,-0.0735975121528536,-0.568240255709371,-0.382362994806283,0.417088050281173,-0.263746487569553,1.02784365670916,-0.290067070892692,1.76804413724198,0.202878685171941,-0.65917434422231,0.291764712526181,0.272887740992603,-0.965245755968651,1.28661955205715,1.36863319034908,-0.174876141632126,0.00800560847580595,-0.166666666666667,-1.16427076086321,-0.498691147151625,-0.28647453455662,-0.309376258243508,-0.311794612360805,0.119483211087092,0.334267707992751,-0.274313686446957,-0.345716181400995,0.145781467989378,-0.161290403682458,0.0229222155383927,-0.426984702051913,-0.243564926157444,-0.820366932654374,0.0711695435801102,-0.164866519796999,-0.0125401864390411,-0.696835334976917,0.378382348322461,1.01924531424103,-0.0642988755198309,-0.0347539740887077,-0.457951992404831,-0.41734158652324,0.290822395728796,-0.323326761281931,-0.40351178784286,-0.189275684381509,0.257213484604784,-0.579521519006206,-0.065900952067302,0.438503493166974,-0.428067453012552,0.148847735179868,0.482972449575369,-0.520534914341532,-0.296120802013629,-0.643885922475874,-0.294501234100296,0.188189612899965,-0.0330725302295232,0.142229856145904,-0.574057689835653,-0.339323899406917,-0.604021790471437,0.664681032915723,-0.580528103436653,0.171663106936081,-0.238830160772541,-0.574548012037674,0.721424341390517,0.433697820208914,1.36630537596086,-0.310544730836811,-0.174667276108093,-0.147920844656837,-0.437939520405866,-0.509621307290681,-0.197185007005898,-0.367269182164294,-0.299332723775501,-0.28970563791981,-0.294226396848039,-0.432690549285982
"Vibrio_Mig_1 (GE) - TPM",-1.19246532092266,-0.975410532008286,-0.493246158318508,-0.817473369583685,0.222063466003433,3.05137628257048,-0.675840695382116,-0.0956407819706021,-1.15079164799601,-0.896105696206451,-1.7127519040248,1.11926473046088,-0.371240751532313,-1.07698514091312,0.665236756139797,-0.75703294270772,-0.403672569015108,-1.07562337452988,0.140289558787491,-0.982165857108809,-1.31836650138779,-1.23789405214785,-0.600924300077388,-0.924509969951146,-0.555737919108894,0.235402803624091,-1.50382694415278,-0.166666666666667,0.146835901906197,-1.50968622674723,-0.155185070958654,-0.237827264012258,0.49560094156216,-0.484758950273121,-0.47611679415394,-0.898725857879468,-0.704911624463163,-1.38285617715711,-0.756214175764838,-0.85493793106145,-0.410797167982689,-0.294452416200507,0.116319125436985,0.310642294116043,-0.855120359725384,-0.668654804464274,-0.828199961583656,-0.621863942484408,-0.326559248471843,0.45676073675698,-0.461499337900277,0.380569291871008,0.337214552737657,1.13394982708049,0.133517162819345,-0.780863431414071,-0.189275684381509,-1.24343435382122,-1.46854996909308,-0.60323345567937,-1.39155661541378,0.92965260692914,-0.488318806052271,-0.542168611504228,-0.520534914341532,0.834763665779541,1.05974582461629,-0.589290007856533,1.43632664258195,-1.45019418353665,-1.21490069249347,-0.574057689835653,-0.339323899406917,-0.604021790471437,-0.539712718765659,-0.580528103436653,-0.76711908289874,1.3655656295386,-0.574548012037674,-0.661651964179028,-0.546059717040497,-1.35388390621295,-0.4671909618899,-1.16666590273969,-0.535491796089848,-0.437939520405866,-0.354520803200169,-0.876022236830975,-0.385745741906136,-0.403034848980503,-0.339631378490452,-0.33899951015714,-0.432690549285982
"Vibrio_Mig_2 (GE) - TPM",-0.197694132830512,-1.2376964713986,-0.121537702475442,-0.946257909062754,1.21690068706446,-0.956396074952313,0.271423150045796,-0.600547875654574,-1.15079164799601,-0.896105696206451,-1.20768230944624,0.870775865169221,-0.326835959916546,-1.07698514091312,2.90719253132346,0.188939988634981,-0.551057094881537,-1.05370727947944,-0.0342997652912319,-0.982165857108809,-1.31836650138779,-1.23789405214785,-1.17093559316882,-0.924509969951146,-0.234407969339756,-0.520895150670474,-0.942566477296337,-0.166666666666667,-0.11096491533122,-1.57569910947918,-0.265804190144336,-0.12992790535447,-0.540213165401445,-0.0814327261306912,-0.47611679415394,-0.898725857879468,-1.41823663024846,-1.38285617715711,1.01117729727173,-0.85493793106145,-0.397695938010089,-0.32374797209666,-1.05389805944211,-1.40025754399867,-0.855120359725384,-0.668654804464274,-0.828199961583656,-0.621863942484408,1.22525237304397,-0.598757550458415,-0.47696566637865,1.26076627813264,1.10186541465668,-0.627081879281357,1.63390864093484,-0.780863431414071,-0.189275684381509,-1.24343435382122,-1.46854996909308,-0.908130138403475,-1.39155661541378,-0.668332672235629,-0.488318806052271,0.34958800372044,-0.520534914341532,-0.782426278848296,1.33015206955633,-0.589290007856533,-0.00284339577513892,-1.45019418353665,-1.21490069249347,-0.574057689835653,-0.339323899406917,-0.604021790471437,-0.539712718765659,-0.580528103436653,-0.76711908289874,-0.592031853857697,-0.574548012037674,-0.661651964179028,-0.546059717040497,-1.35388390621295,-0.738672463216892,-1.16666590273969,-0.535491796089848,-0.437939520405866,-0.558753088986984,-1.72007307374636,-0.324236400728925,-0.403034848980503,-0.307225792348407,-0.33899951015714,-0.432690549285982
"Vibrio_Mig_3 (GE) - TPM",-1.46080755436233,-0.589762180121242,-0.0408747895346198,0.0612782375529067,-0.112555592681911,-0.956396074952313,-1.2623618296786,-0.0888312395829012,-1.15079164799601,-0.896105696206451,-2.23878709430254,1.80353760227604,-0.161113605786108,-1.07698514091312,-0.722923945070798,-1.2611323169135,-0.434441317330699,-1.23812690429266,0.0571138440651117,-0.982165857108809,-1.31836650138779,-1.23789405214785,0.331058204558616,-0.924509969951146,0.636428198719126,-0.497654256426165,-1.91848521546711,-0.166666666666667,-0.21644775784988,-0.907895964655407,-0.193441737809691,-0.229176247987989,0.369585396439444,-0.580105463438218,-0.47611679415394,-0.898725857879468,0.461392329707663,-1.38285617715711,-1.85053700484793,-0.85493793106145,-0.456795568475735,-0.522762045529988,-1.05389805944211,1.75552670705255,-0.855120359725384,-0.668654804464274,-0.828199961583656,-0.621863942484408,-0.909710988722259,3.26861487897908,-0.283296216396595,-0.75044425893692,3.35877142798578,4.01328004289842,-0.907902152373716,-0.780863431414071,-0.189275684381509,-1.24343435382122,-1.46854996909308,-0.988790330763206,-1.39155661541378,3.01605657726245,-0.488318806052271,-1.24634583967623,-0.520534914341532,3.74524251701142,0.540593304479926,-0.589290007856533,-0.75464190375279,-1.45019418353665,-1.05676120137972,-0.574057689835653,-0.339323899406917,-0.604021790471437,-0.539712718765659,-0.580528103436653,-0.76711908289874,4.56628573274599,-0.574548012037674,-0.661651964179028,-0.546059717040497,-1.35388390621295,-0.139663948656662,-1.16666590273969,-0.535491796089848,-0.437939520405866,-0.0205959855253721,-0.0520020149241967,-0.418523445547137,-0.403034848980503,-0.359696074547312,-0.33899951015714,-0.432690549285982
"Vibrio_Nd_1 (GE) - TPM",0.536284993046678,0.153627206060928,0.7666824323433,0.841161630347905,0.601670188335666,0.408989857119436,1.52479131735691,-0.576980264290511,-0.160940395450835,0.441478137886167,-0.766275922653088,0.88711783841777,0.601355289590074,0.132075510794067,0.0277504008651058,1.11049934573898,-0.202319477794387,-0.46435018967862,-0.426257031653869,-0.453764876714719,-0.785592783262129,0.618984348214775,2.60120606428371,0.0695621468416489,-0.431693717526166,-0.291269332354941,-0.204493825731008,-0.166666666666667,-0.692138337385175,0.689624356829123,-0.267241200596637,-0.0768674310819967,-0.187794131735352,0.134651184669901,-0.0935703800965474,0.561692286442971,0.377884273965304,0.463837089930467,0.644784784876191,-0.483274512073149,-0.266180740757144,-0.321106168743622,-0.236269424583436,-0.181304326901467,0.558568669660233,1.89129627082838,1.10104318386768,-0.456978585327979,0.434470149522808,0.297706818760178,0.0839464579806068,-0.456868038816911,-0.328296308986459,-0.472331269360289,0.131610887449053,-0.780863431414071,-0.189275684381509,-0.404591948270844,0.303066118757443,-0.604112949361983,0.315478442591315,-0.0526322212532677,0.371046716509365,0.586240934884575,0.772128437811792,0.021044734043465,0.119816069178754,0.205120295159526,1.53485862609322,-0.297784121485294,1.92339572271653,-0.143450918141458,0.0671697692385689,0.776373200664056,-0.0355880271725413,-0.0261450835645276,-0.0551486152690416,-0.0274408489371347,-0.0315263713484526,2.39552526328094,0.137837344128289,-0.0927337561813459,-0.399862417012481,-0.482242100798371,-0.212416539859705,-0.437939520405866,-0.412416777128507,-0.317408381645371,-0.0758737971728526,-0.134958061412587,-0.174697323033218,-0.181322777932379,-0.0813301026287562
"Vibrio_Nd_2 (GE) - TPM",0.474559098334808,-0.0134877676414551,0.622729343778051,1.03337933229998,1.07562814326598,1.09258621550653,0.504671486391881,-0.842779840380836,-0.252042994113026,-0.0948201552243567,-1.20822800231007,0.0997205075349671,0.5343296541146,-0.547787783828416,-0.152629171705359,0.00446627921171224,-0.589884243835178,-0.240320293093566,1.06299358365156,-0.110524973808378,-0.809980466175646,-0.0542284162064488,-1.17093559316882,-0.0543131995921041,0.354927117404996,-0.701017648715688,-0.858510523318838,-0.166666666666667,0.00526068391972397,1.38630466721176,-0.259661964659012,-0.260544327711365,-0.540213165401445,-0.00559772447590021,-0.47611679415394,-0.763318479989338,-0.343706680123729,0.524758928019578,0.463957432503887,-0.299013641671404,-0.215850478400248,-0.112839204470324,-0.199217962140033,-0.338120318360564,0.192678302347849,-0.668654804464274,0.301791366828747,0.390378862890222,0.261543825974732,1.06663000645023,0.0475438697103301,0.0136495137700436,0.130991868331982,-0.573490732204705,0.359783272183689,0.364768868997336,-0.189275684381509,-1.24343435382122,0.0796914066451147,-0.397439970526195,-0.0619090951467796,-0.449500502937224,-0.488318806052271,1.23945221258621,-0.520534914341532,-0.487143472188132,0.0788710225373595,-0.152210159639796,0.997248361126072,-1.07057471621556,0.626049621111035,-0.574057689835653,-0.339323899406917,0.754117780279282,-0.224495807946195,-0.499363095504159,0.564714839446467,-0.592031853857697,0.29395503201885,-0.661651964179028,0.432402439547811,-0.773212195139963,-0.783569102745138,-0.898297605613319,-0.192299902381458,-0.437939520405866,-0.0553274912986262,-0.250050291123381,-0.141722614779483,-0.110334222274629,-0.150870074969623,-0.169086626309012,-0.432690549285982
"Vibrio_Nd_3 (GE) - TPM",1.35837132954829,-0.0479682710655395,0.792772485710255,1.3127984750597,-0.40859130531953,-0.273607610103455,0.436334378299382,-0.185691028281469,-0.137508053666223,-0.488301328040799,0.698541220100678,0.186587038169986,0.361888483463564,-0.653754717338312,-0.210517035496968,-0.158987245013044,-0.233060206765001,-0.497143686802011,0.479981201292074,1.08493747737361,-0.929155608963958,1.1320114482464,0.738905998110825,0.235403065378455,-0.161685898159755,-0.933478067954438,2.16707567098877,-0.166666666666667,-0.0864707840704949,0.841370930812894,-0.231595508288621,-0.232452724807706,-0.187277987863706,0.199597496154903,-0.47611679415394,0.30152475279428,-0.770095911611508,0.830955664103529,0.728487277817656,-0.305719332779305,-0.345692131519411,-0.226718619901364,-0.129567966345815,-0.0788847254756613,0.0863213283180796,-0.668654804464274,0.618934802786877,0.196681498681396,0.15001462085109,0.476537240335092,0.0867631762201705,0.392828053239312,-0.322036380339288,0.206307198605637,-0.454489030253689,-0.780863431414071,-0.189275684381509,-0.566295311975685,0.792323857969364,-0.682256535292649,-0.239542377361414,0.783627260763292,-0.0203765722279209,1.49958640883486,-0.0680394524956481,0.365550016745988,0.717691889124132,0.485279033363825,1.66864939971057,-0.308867512601681,2.28866808686842,1.53621064668478,-0.339323899406917,0.0871865507368713,-0.225991253950636,0.0884308284249573,0.525258492279831,1.55724326998611,0.385877220491674,-0.443991955621544,-0.0104586315103798,1.61596682826764,-0.0949629132244031,-0.554572943487741,-0.047543611087635,0.113163189323002,-0.315193311828105,-0.739299480061793,-0.123956427586008,-0.112334846873419,-0.123830365611046,-0.249748706207724,-0.432690549285982
"Vibrio_Ns_1 (GE) - TPM",-0.903966175212959,-0.146124999764539,-0.980320914139417,-0.981056732784037,-0.994872232067065,-0.281827871411016,-1.12036687096341,-0.771804251864592,-0.61170981604895,-0.362592154308242,-0.6268519410799,-0.782364625372803,-0.51242745774481,-0.924241744962864,-0.722923945070798,-0.677079416106505,-0.525690426743492,-1.05865278824768,-0.781601668399144,-0.321758845718115,-0.76528247510515,-1.11645028184505,-0.750370329885031,-0.17100955227153,-1.29043954385651,-0.851060504018165,-0.981535315534583,-0.166666666666667,-0.999493413979911,-0.982551213895426,-0.339564155089228,-0.367718408577324,-0.404878376763188,-0.397639078154786,-0.351844889349271,-0.659342917731715,-1.32777798094587,-0.347401078840419,-0.79501354274264,-0.351148106107037,-0.313584219824789,-0.436781733881321,-0.606250092957804,-1.08861866218296,-0.590495483341465,-0.668654804464274,-0.517636222931819,-0.557952659479518,-0.129863765139311,-0.606014612446322,-0.432548075325649,-0.484452647309067,-0.466701806032906,-0.613547265048539,-0.523712581219577,-0.780863431414071,-0.189275684381509,-0.825954009793467,-0.485789340385774,-0.508745085575773,-0.941815499675897,-0.594643660726716,-0.488318806052271,-0.916211639169051,-0.520534914341532,-0.726495321625484,-0.618390585099605,-0.322524077186812,-0.979556441965848,-0.731138427130994,-0.179860495688274,-0.268060289575728,-0.339323899406917,-0.416929540923889,-0.332729238440962,-0.472911082076958,-0.605666819319355,-0.449101091766225,-0.574548012037674,-0.308162300851392,-0.358253288372325,-1.1746444270961,-0.525536554556683,-0.195191773001475,-0.479772666497696,-0.437939520405866,-0.40335763888036,-0.513481591487387,-0.378468665182377,-0.342157519163858,-0.341190927625746,-0.307530682373989,-0.432690549285982
"Vibrio_Ns_2 (GE) - TPM",-0.793982802597233,0.400227656473054,-0.93304168008551,-0.806947642726381,-1.27148269745095,-0.240576476103015,-1.194041865797,-0.574198613556217,-0.768553675648494,-0.586299430803468,0.11059047313641,-0.736123651323586,-0.551198060358953,-0.959092517330585,-0.722923945070798,-0.690251217923929,-0.513622406831549,-1.16097133690778,-0.66928355462616,-0.56125664334495,-0.445183768103861,-1.22216238908275,-0.414749339078521,-0.783521455364181,-1.01403871056406,-0.352253828015399,-0.351392697067933,-0.166666666666667,-0.535655306769289,-1.21534626234673,-0.328539013473314,-0.371881260117337,-0.40615191227344,-0.539382421802249,-0.47611679415394,-0.585186926121088,-1.38592365512776,0.163071045869214,-0.106080681481922,-0.100433062766914,-0.0553875087487863,-0.481393169868001,-0.564418179834775,-1.07031956734961,-0.855120359725384,-0.54762948066627,-0.668004786450626,-0.327684120627581,-0.577621059483805,-0.788002850168505,-0.579066189065776,-0.680180642556062,-0.360032160915731,-0.627081879281357,-0.746158097181991,-0.780863431414071,-0.189275684381509,-0.683290282351581,0.273278099908947,-0.24626232922002,-0.667852100949981,-0.513217067346889,-0.488318806052271,-1.01849877478829,-0.520534914341532,-0.620213827321682,-0.783288350152763,-0.431430919005871,-1.1225105571904,-0.284150292105936,-0.661859978608919,-0.574057689835653,-0.339323899406917,-0.604021790471437,-0.369901090573642,-0.522995614763312,-0.57830934331915,-0.440013473386313,-0.574548012037674,-0.463226131654382,-0.546059717040497,-0.896550964730905,-0.449869565958009,-0.245114604118404,-0.434710183214723,-0.437939520405866,-0.508530458936524,-0.346143529083607,-0.380236811435601,-0.32701841275492,-0.329961650883201,-0.328293735106402,-0.432690549285982
"Vibrio_Ns_3 (GE) - TPM",-0.967098311772438,-0.438615022329357,-0.968303917366971,-1.09389777901831,-0.860431593747334,0.162086016123309,-1.0077402656791,-0.71956145499447,-0.934563474248924,-0.516731712028737,0.18614360784927,-0.585955504698601,-0.564879766905519,-0.529194392190304,-0.722923945070798,-0.750504512383104,-0.549092353804151,-1.13508561431876,-0.677473403960179,-0.285200573819408,-0.32659101109545,-0.66834247027576,-0.36376328812353,-0.530422568273375,-1.26311556481777,-0.808992017583964,-0.838412242828458,-0.166666666666667,-1.04115261841842,-1.37905958393355,-0.340740222691621,-0.373499106404079,-0.104818982175672,-0.530829282076236,-0.43433409585183,-0.645771966214015,-1.07907438210673,-0.918668576916675,-1.23973360699466,-0.34400851474549,-0.398818094526884,-0.442526765800462,-0.440319450640239,-1.10669888279519,-0.855120359725384,-0.668654804464274,-0.35408699662438,-0.621863942484408,-0.837379892470046,-0.711140169030811,-0.551584839220512,-0.338941551585756,-0.526356803069811,-0.542137199923191,-0.793082407667549,-0.780863431414071,-0.189275684381509,-0.723055917804172,-0.624914820743106,-0.874016423984562,-1.10660609196282,-0.668332672235629,-0.488318806052271,-0.746552841714773,-0.520534914341532,-0.631985432877549,-0.856109601327661,-0.487963042235228,-1.03714364470036,-0.0461900408467909,0.0654459760872979,-0.299704510891587,-0.339323899406917,-0.604021790471437,-0.539712718765659,-0.373768140138385,-0.682678117042735,-0.241306055812854,-0.574548012037674,-0.0277837496882184,0.0477180279946788,-0.974038747178583,-0.631064455918596,-0.14035869855074,-0.363417592591563,-0.437939520405866,-0.364541808995797,-0.426191562346502,-0.35753981799578,-0.319491277260554,-0.352644700911727,-0.291120307133979,-0.432690549285982
"Vibrio_Oss_1 (GE) - TPM",1.73657904131378,2.69647004339358,1.187403017304,1.74468348829517,1.27076028371844,2.2669448661004,1.56448501621323,2.00207451181878,0.00853837713313855,1.17704620686991,2.68486220880222,2.77733040471791,2.2423484312351,1.60016321856589,2.15426495615252,2.21954458443184,2.92340885572311,2.27425289138256,2.12084092054707,0.997304233972288,1.72108424931546,1.40597637503341,0.748199661015191,2.36365505116344,1.14923406369095,0.682678031488627,0.572471036464417,-0.166666666666667,0.513455345539016,1.62761206732412,2.91468822834478,3.0802502959911,2.27608620420044,2.33031527087562,2.03273665494193,2.03935895759813,1.48567204827559,1.19344222312337,0.965673837781434,2.03125467898583,2.92517980915456,3.26517292344992,1.51399364866718,1.13122975664384,0.877450914963517,0.583248868212645,0.579778506133916,0.972501649795547,1.79969144156214,1.7851206742539,2.96144671942536,2.94533115377495,2.39074600114248,0.694378427019655,1.92363735060197,0.0824797400674594,-0.189275684381509,0.677020744786035,0.555903365975174,1.42848036906585,1.52937859598539,2.0970201553874,2.12662699431265,2.16968023078837,3.19338517949423,2.51333087299973,2.19818705338074,2.34758762897302,2.3753246272461,2.12021498793634,-0.286441969636158,0.0313639672449703,-0.339323899406917,2.13198453865727,2.89122190387967,1.74376364614484,2.05399011020599,0.682793564629434,1.02927144864615,-0.281550877298801,2.14937299697167,1.35839493999282,3.02238589198398,2.32669988626862,2.44288875064916,1.53496867543059,1.38156195901856,1.90434965957987,3.26275848980141,3.04151282738712,3.24934940994768,2.97526559495752,-0.027669100638628
"Vibrio_Oss_2 (GE) - TPM",2.83277754100473,3.05136051723646,1.72461234466834,3.19566594696878,2.69351136071491,2.25678887239609,2.70441900292854,4.66344348217972,3.09621506819997,0.904208694715095,2.21808266903725,2.94583871715039,3.95664023703001,2.94121374096908,2.578803165223,3.4549811854765,4.62753294650022,2.61700900507081,4.78484948191791,0.762903250351879,3.13475098078085,3.080882415613,1.16411645577377,2.41818425765777,2.34465219601824,2.74153444685256,1.79542776650933,5.83333333333333,2.9579490394556,3.01021661780244,3.92423518045441,4.21099066990662,4.10504494198367,4.75816122287487,5.02828546163265,3.60579667233381,2.51561864355188,2.95109071309284,2.24799046524458,4.23086066833916,3.7729675489405,3.64397211807455,3.7715780060219,2.11127929448797,3.06407995906399,1.11634506225938,2.15993978804288,1.15600703483987,3.92371177454693,2.05629344849324,3.52680619405311,4.21264841430764,3.28121254069594,1.81794734640091,3.80490326948727,2.38707830850836,5.77453291112899,3.97651814401975,3.648020693709,3.24462342866108,3.13318496708914,1.75978220474248,4.91362646398989,3.62863603258295,2.21730623013744,2.49757005935733,3.13705018634442,4.30614919330164,2.6191091247763,2.45241890449168,-0.30757287245904,-0.209250275734838,1.11472051887403,3.84148338916825,3.90520090377946,3.61043774276194,4.30335506236168,2.06362973159286,1.79427813602418,1.22599103004959,4.03998628715203,2.53674376294572,3.73911780714223,3.91597149427519,3.32819020110058,1.17372005074657,4.18817251506815,3.26178645643612,3.82418166547629,3.19785836673453,3.77250136867371,3.79353948375716,0.0209024621668995
"Vibrio_Oss_3 (GE) - TPM",0.593696660430199,1.33588772295371,2.79941914586189,1.16177452253141,1.16124877712912,1.75677221591377,-0.0333631539544924,1.38141790026102,2.22110653259139,3.47660558112935,0.597013869626289,2.25048697179015,3.02136290831256,-1.07698514091312,2.63333454274524,0.221738860615448,1.00592316424462,1.99181778681008,0.484494722004921,4.40403942011594,-0.835056742056202,0.0682356971983707,3.23917107811271,-0.266067331717125,1.85197433659122,1.47458224262667,0.654726138275309,-0.166666666666667,2.03985540745957,0.998547924030395,2.85784244448939,2.17344661889039,2.74328649136867,1.47926277633134,0.392638354148393,0.934120977608796,1.51368275998227,1.6835031779596,0.324919103065558,0.703924379235098,2.8439358140506,2.76471072951697,1.45819548711765,0.971375175789767,0.583713451776709,3.3506221154078,3.9833756011507,4.73959788208803,-0.909710988722259,1.64723758019198,3.09990010276181,1.10903944584733,0.640828628654345,2.77913908907545,2.22550476152555,2.00029168852886,-0.189275684381509,0.820874189142593,2.1858353392873,3.43600148478494,1.79439633386905,3.06644860739422,0.839854555120012,0.739952236870486,-0.520534914341532,1.10740675307443,0.440073063837593,2.37800881499935,1.33833153830253,2.45949771077862,3.85397150598878,4.55991334920598,5.04565288668675,0.703895354377506,2.24292570319081,3.80803348399032,1.67834155157136,0.144216912591339,2.32182853156679,3.66288091642652,2.90896607394287,0.0130473364965599,2.30553994924432,0.991823010178857,3.70593841771829,4.64574309679142,3.21049116755954,3.03115088437081,2.56916653317266,3.48362908946508,2.68523387945582,2.97086575033795,3.75645480547903
"Vibrio_Oxs_1 (GE) - TPM",-0.81327616215121,-0.257193801151156,-0.236200651117464,-0.215275160948173,-0.283721334787133,-0.956396074952313,-0.374884908672135,-0.784283077640738,-0.396264631613046,-0.896105696206451,-0.0223011639517901,-0.412172059494082,-0.491114325236475,1.01951275534616,-0.420897898752652,-0.179305199279353,-0.267129013255075,0.0776735196815002,-0.63334548751087,-0.0615529766237611,-0.24235028658156,-0.660893282657255,-0.618487464197144,-0.547448377346662,-1.02194161227927,-1.06514431128497,-0.499596277567073,-0.166666666666667,-1.37502710688551,-0.822299252063401,-0.323075924778428,-0.348578858619517,-0.444603770533263,-0.421690548513212,-0.262903167677662,-0.840053011376041,-1.34769111339178,-0.691982243238762,-0.234377613843414,-0.458185506001679,-0.419568512508451,-0.400835025360459,-0.668830579291757,-1.10246129411625,-0.401102779161353,-0.668654804464274,-0.626586716575188,-0.621863942484408,-0.28685548992237,-0.471546683173284,-0.477954864326993,-0.329874903829782,-0.328511073285194,-0.371646782948825,-0.413535876450478,-0.222402749125715,-0.189275684381509,-0.527162254630622,-0.492750005702346,-0.674596513490345,-0.846277077373078,-0.668332672235629,-0.488318806052271,-0.424584027673113,0.109876852840438,-0.430569692896136,0.203778427622065,-0.440484069323224,-1.04782757679493,0.400334529955695,-0.835045906268693,-0.574057689835653,-0.339323899406917,-0.604021790471437,-0.293858964740566,-0.272796769793362,-0.617075215105631,-0.488778516650556,-0.574548012037674,-0.206789621189343,-0.512141825234928,0.015985194988925,-0.417555051957312,0.952316643152403,-0.376162706330764,-0.437939520405866,0.0391049598708911,-0.48979657355558,-0.36925100394292,-0.403034848980503,-0.304928483509653,-0.312821983509613,-0.432690549285982
"Vibrio_Oxs_2 (GE) - TPM",-0.660241462098802,0.585167915332437,-1.00158273748951,-0.98963215212573,-1.60439075958489,-0.811466419820805,-0.705602905913455,-0.356697444753714,-0.0661157968492199,-0.355098584744209,0.157412814692663,-0.698562815616706,-0.490142942028104,-1.07698514091312,-0.722923945070798,-0.953512610709268,-0.520364607882196,-0.863002586318611,-0.857069472392306,-0.334805731840763,-0.853660163330095,-0.981490409532933,-0.526784579031027,-0.924509969951146,-0.650086572597249,0.171059152590111,0.119888565393382,-0.166666666666667,-0.498359360602516,-1.09595152394508,-0.336019824814323,-0.371936851611939,-0.540213165401445,-0.580105463438218,-0.232483172830655,-0.898725857879468,-0.620192554797128,0.294711328999772,-0.201659357197018,-0.178947883475535,0.0894775233097678,-0.488361351833389,0.0785777240311471,-1.16824574791092,-0.855120359725384,-0.175519817521436,-0.828199961583656,-0.621863942484408,-0.909710988722259,-0.823513656478151,-0.565649128114702,-0.576619773909478,-0.146478901996796,-0.627081879281357,-0.907902152373716,-0.000916521409802392,-0.189275684381509,0.463365338929665,1.21651907074531,-0.640226216113917,-1.25048266074064,-0.668332672235629,-0.488318806052271,-0.821936493341236,-0.520534914341532,-0.63622362559523,-0.874271871807449,-0.584137382259581,-0.896381590632714,-0.0718204283458661,-0.694040565337246,-0.574057689835653,-0.339323899406917,-0.604021790471437,-0.539712718765659,-0.550387829659637,-0.569290781996401,-0.592031853857697,-0.574548012037674,-0.661651964179028,-0.546059717040497,-0.171912480816944,-0.537138789473972,-1.00426124520368,-0.389842857012857,-0.437939520405866,-0.558753088986984,-0.176329286553795,-0.370740549359944,-0.400599149065926,-0.359696074547312,-0.316565230091002,-0.432690549285982
