"","VC0009","VC0010","VC0061","VC0161","VC0175","VC0177","VC0183","VC0342","VC0471","VC0508","VC0522","VC0543","VC0544","VC0810","VC0819","VC0820","VC0823","VC0824","VC0825","VC0833","VC0835","VC0836","VC0844","VC0870","VC0921","VC0988","VC0999","VC1051","VC1131","VC1200","VC1279","VC1280","VC1281","VC1282","VC1283","VC1284","VC1408","VC1422","VC1446","VC1448","VC1655","VC1656","VC1658","VC1743","VC1786","VC1793","VC1794","VC1796","VC1797","VC1798","VC1799","VC1800","VC1801","VC1804","VC1806","VC1917","VC1948","VC2563","VC2564","VC2682","VC2757","VCA0094","VCA0095","VCA0096","VCA0202","VCA0237","VCA0248","VCA0317","VCA0318","VCA0334","VCA0348","VCA0376","VCA0418","VCA0453","VCA0454","VCA0457","VCA0459","VCA0463","VCA0464","VCA0471","VCA0473","VCA0476","VCA0490","VCA0491","VCA0493","VCA0494","VCA0754","VCA0768","VCA0822","VCA0823","VCA0824","VCA0825","VCA0866"
"Vibrio_Oxs_3 (GE) - TPM",-1.0709791792489,-0.183717703889991,-0.8242765436452,-0.837475055843845,-0.860297071340706,-0.0173308171765382,-1.13867629713331,-0.525840068734219,-0.804792437479497,-0.896105696206451,2.02751932311569,-0.520346693390685,-0.388359993909321,-0.300871683941825,-0.722923945070798,-0.723704324842255,-0.415527211196971,0.147919557609263,-0.623771372718396,-0.590675349202151,-1.31836650138779,-0.934103239783815,-0.930527716223169,0.160275701096059,-0.547862206940659,-0.517727627028058,-0.339651376370051,-0.166666666666667,-0.60271514233408,-0.904419734544285,-0.360032140647584,-0.382989752441976,-0.540213165401445,-0.510849171166964,-0.25511094334961,-0.898725857879468,-0.8833889028888,-0.878647127095746,-0.688136363211686,0.173192971279922,-0.167311089969353,-0.433602939247156,0.0204469841647652,-0.406068451324162,-0.855120359725384,1.01113178377453,-0.828199961583656,-0.621863942484408,0.59331672786291,-0.522616168561938,-0.434461524142144,-0.570238175031742,-0.281442275977653,-0.296978560779632,-0.74522479937855,1.20383542032628,-0.189275684381509,0.308724627641419,-0.074602209499476,-0.565998066228705,-0.574976321429219,-0.668332672235629,-0.488318806052271,-0.349864912491523,-0.520534914341532,-0.763480006993857,-0.90390762844228,-0.461086967053548,-1.01511643553285,-0.118646653855541,-0.314930014828992,-0.574057689835653,-0.339323899406917,-0.604021790471437,-0.539712718765659,-0.309722414526951,-0.507336960615359,-0.592031853857697,-0.574548012037674,-0.661651964179028,-0.546059717040497,-1.08894012034169,-0.362620362260289,-0.45493266888386,-0.535491796089848,-0.437939520405866,-0.558753088986984,-0.417830932562328,-0.357850043989598,-0.403034848980503,-0.296227450698113,-0.282792900922128,-0.432690549285982
"Vibrio_Sp_1 (GE) - TPM",1.62650579288392,0.383144533612517,0.153109887166042,0.200194847974281,0.547666471543443,0.199027464057645,-0.283822933253109,-0.479155546761327,-0.690912646602666,-0.427524798843235,0.186455080992133,-0.620561744638995,-0.24738621662409,-0.104373235891019,-0.0559226753215612,-0.332637124685067,-0.573363681464118,-1.12386359736936,0.109972031945496,-0.727303984347992,-0.0148324229754803,0.66563279758741,-1.17093559316882,-0.924509969951146,0.0450157400927575,-1.13790707222954,0.262089485076409,-0.166666666666667,-0.0956714699050266,0.833527855234036,-0.190938244129033,-0.136328411522841,0.0865217496588467,0.0689165182333891,-0.260303266540112,0.130671274293484,1.48559681081776,0.598489195823545,0.505889943698482,-0.0852230436060937,-0.436410853242897,0.0176176483991478,-0.298510491192526,0.791942755808122,-0.855120359725384,-0.668654804464274,0.27961779714869,-0.266696438891678,1.34745755116258,-0.0983775042799322,-0.278589552192062,-0.267383008635231,-0.58345427989391,-0.345027507330315,0.148486275027546,-0.780863431414071,-0.189275684381509,-0.182449620484465,0.472955906795268,-0.0378027767898456,-0.523744334199215,0.355427962649299,0.265831619737703,1.19104252362731,-0.520534914341532,-0.372317517183958,-0.564257188344545,0.347903966397032,0.223553234308714,0.362775653578984,-0.817597780011104,-0.574057689835653,-0.339323899406917,1.70644095346506,0.289792830914841,0.267894361578738,1.01642081225066,0.0176237888609889,-0.574548012037674,1.179983552607,-0.546059717040497,-0.372907006012238,-0.550123812997413,-0.102974106925382,-0.0910980352575378,0.986840350873877,-0.4606209391201,0.193339995754025,-0.0147250026870188,0.093206626755984,-0.182409850873738,-0.213140032060207,-0.432690549285982
"Vibrio_Sp_2 (GE) - TPM",1.81426531230491,1.13816208585839,1.32835173144138,-0.719892405995203,1.50126077869934,-0.956396074952313,-0.636002348496,-0.0282279588771857,-1.15079164799601,3.2426363161861,0.409034615462237,-0.575990921966363,-0.288250796166865,-1.07698514091312,-0.511145529242079,-0.991962628067452,-0.413018260118071,-0.613427648208928,0.637345278040616,-0.982165857108809,-0.27276773914205,-1.23789405214785,-1.17093559316882,1.15286189205838,-0.763729708924927,-0.504330647774142,3.18979618893013,-0.166666666666667,-0.17530488882609,0.661002822167752,-0.265662839147796,-0.26115856229923,0.197233391530994,-0.0564456266869835,-0.47611679415394,2.26912831612216,2.22740693482259,-0.859492651015123,3.15797436453503,0.60685323233124,-0.26511973808147,-0.12220532829881,-0.437162012407692,-1.40025754399867,-0.855120359725384,-0.668654804464274,-0.828199961583656,1.74627703162863,-0.642813319817646,0.487588907007226,-0.135815335182769,-0.75044425893692,-0.58345427989391,-0.627081879281357,1.05161038932838,-0.780863431414071,-0.189275684381509,-0.771814363500187,-0.278705128235404,-0.847620581554564,0.532797784555145,-0.668332672235629,-0.488318806052271,0.186048720470873,-0.520534914341532,-0.0422686206888788,-0.910552664014005,0.471516427677514,0.260412285253414,-1.45019418353665,-0.152824688353787,-0.574057689835653,-0.339323899406917,1.87184789074301,0.619136699268739,0.148496393193659,0.657257627243074,-0.392930557005056,4.02133021825968,-0.661651964179028,-0.546059717040497,1.88059431837667,-0.818069517194949,-0.718203511656742,-0.535491796089848,-0.437939520405866,-0.434122014490424,1.77649435621566,-0.177245408023209,-0.193410520340437,-0.258680468165061,-0.326380112946879,-0.432690549285982
"Vibrio_Sp_3 (GE) - TPM",-0.218004554624041,0.186201280469975,0.483339685991462,-0.677434393872112,0.300453468735805,0.794701888307223,0.0189683854690254,-0.123826327499337,0.569723534724,-0.896105696206451,-0.104223679368359,-0.634956196024308,-0.0786818497908024,-0.136280601970267,-0.722923945070798,-0.842649956465019,-0.495102934543184,-0.823594652632512,0.0614185452820756,-0.982165857108809,-0.270276561759697,0.390753660236719,-0.324157186626608,-0.567540608326518,0.887499260440288,-0.970053337270717,0.409610640018741,-0.166666666666667,-0.340101834734806,1.08853549993909,-0.181097752581695,-0.00748883864319312,-0.389355297956696,0.486373217250966,0.17149251876876,0.462160586363512,-0.17155707531644,1.88744278792632,-0.527689768315805,0.16234170297996,-0.305366309975132,-0.216848858329199,-0.635563548942934,0.961955510720687,1.59647207131833,3.14462764176498,0.635136810787478,0.831472683894539,-0.272726316364798,1.78746347041012,-0.372870089600146,-0.19697535157465,-0.58345427989391,-0.0628261222053459,-0.786562776209836,-0.780863431414071,-0.189275684381509,-0.0471035037540356,0.813787244826048,-0.335166956380295,1.13112092415792,-0.668332672235629,-0.488318806052271,0.640715173958721,-0.520534914341532,-0.429130511810454,-0.64976188803695,-0.0613584497832823,-0.340139127431374,1.18417563869447,-0.0821174861732746,0.817612790093147,-0.339323899406917,-0.604021790471437,0.124064663663438,0.118672196119516,-0.512160093612378,-0.107348100838235,0.533861751325326,-0.661651964179028,-0.546059717040497,1.54864315913368,-0.896801605255968,1.11666549577919,-0.136606371066283,1.89412605413591,-0.558753088986984,0.7195970121256,-0.173627253598939,0.0631220777172883,-0.11773301642877,-0.33899951015714,-0.432690549285982
"Vibrio_Tm_1 (GE) - TPM",-0.470544526461593,-0.582484499314114,-0.405353453299347,-0.365640093316427,-0.0804698440889739,-0.0275631813220442,0.915146700111842,-0.570218833145129,-0.229405638966329,-0.341348065309007,0.594198669036943,0.103957241384957,-0.511529892613619,1.24074749360823,0.576318613098723,0.817076050170381,-0.000734794194155135,0.611609926014242,0.0641278273215598,1.34756515722597,1.06422128480804,0.286178259912281,0.00784408020656929,0.92040806495532,-0.787988029451948,-0.286627271681859,-0.404905035163444,-0.166666666666667,1.50559858439485,0.0695223822074049,-0.309114801250763,-0.305197616372296,-0.503281150146155,-0.284341503087012,0.466735914793489,0.692172145055052,1.42715258810279,-0.832434915495671,-0.442632189121082,-0.687312428565244,-0.601351937913246,-0.305006511977552,-0.556052906378739,0.0759966216157855,-0.4913734020864,0.276001127185002,1.48221638401254,-0.0684032438322428,0.904418139397809,-0.172319300467884,-0.106286421589542,0.0762460642524868,-0.115676605503186,0.0112800001086177,-0.273566051987076,-0.221583397704215,-0.189275684381509,0.0477470196127807,-0.698980069541098,-0.300062928749874,-0.575528305568354,0.335873958421403,-0.341418886566237,-0.327830453373356,1.04202337468055,-0.277892474131903,0.362755689702954,-0.0863331278447616,0.361508933116543,0.681036113337306,0.193099571707686,-0.100863982258936,0.911424404612125,0.794353587550739,-0.195012473454604,-0.239765951454227,-0.0961325013373824,-0.184875349805457,1.40407106346751,1.45656113554719,0.111214403858784,0.309169313873261,0.255523013824463,0.411316111100445,-0.147754067935314,-0.437939520405866,-0.365782351428782,-0.164409401042896,-0.295810887865112,-0.312256443121917,-0.274204822932861,-0.28222562966562,-0.432690549285982
"Vibrio_Tm_2 (GE) - TPM",-0.539807551935709,-0.921137812867517,-1.02617838179163,-0.549165704910562,0.0240939228456055,-0.210681356346196,-0.123109031940954,-0.0643976370824405,-0.284434196714802,-0.454730301067539,0.404107922762049,-0.517770995772272,-0.403638389376812,0.994746623789205,-0.722923945070798,-0.0823406509382806,-0.0381539758747518,-0.0191725330214979,-0.294729373120506,0.578255071322426,0.814218095763966,0.86074185349199,0.276645105211897,-0.513652213022246,-0.98649491668465,-0.832046584708323,-0.112136785855679,-0.166666666666667,-0.0253849043472204,-0.452625902174346,-0.339179011185656,-0.372226245226035,-0.297129068040387,-0.340364213477377,-0.0356691359548787,0.213863563776277,0.666822424574802,-0.904516283470019,-0.713213958456402,-0.305539542968107,-0.430954106444053,-0.273043132564592,-0.658009043995665,1.0690457035345,0.53969077177089,-0.355159177802911,-0.828199961583656,-0.175801663361869,0.204668521527107,-0.48963813832501,-0.170148102770802,-0.318179982104637,-0.409833119494675,-0.627081879281357,-0.275081957752345,1.27005989241438,-0.189275684381509,0.327820401111103,-0.608884997857774,-0.240373230535819,-0.544701555014567,-0.487522342639474,0.310841754177409,-0.384654898057098,-0.520534914341532,-0.213144848255316,-0.311084575508402,-0.29120807752604,-0.0759893199846426,-0.273965365425822,-0.50868158992019,-0.574057689835653,-0.339323899406917,-0.127952057599105,0.0680000565320599,-0.306688825029421,0.0545347931882318,-0.247476194279864,-0.202458277106123,-0.661651964179028,-0.373589216027684,0.138767048595871,0.262918118153345,0.303385597444271,0.0248820990707749,0.416097438456943,-0.461183168990757,-0.13814410378623,-0.29036510730155,-0.386776413562843,-0.328164144634727,-0.29844219272285,-0.432690549285982
"Vibrio_Tm_3 (GE) - TPM",-1.23941281172743,-0.864152269853155,-0.678463003061463,-0.364371616954042,0.0542541413694754,-0.956396074952313,-0.179331790348748,0.185868785858334,0.323759874596128,0.937738071283859,-0.461378624061672,-0.369345843261385,-0.304678760469464,-0.361247011495305,-0.532041157533899,-0.657079413023394,-0.121497564576463,0.14135658449981,-0.395778238801523,-0.208517877158468,0.650643709780685,0.0355530066059967,-0.118391503482599,-0.443034924226151,-0.625653097792401,-0.819679471536936,0.215643488634332,-0.166666666666667,-0.616537316897666,-0.522189460959404,-0.308379049146007,-0.234385783408571,0.124471448124343,-0.198016964030409,-0.0261391811615059,0.689165120799361,-0.28322202355702,-0.341386277895389,-1.20563207444232,-0.594592294486468,-0.485003798968194,-0.262637577163762,-0.635939941313309,0.367567623838489,0.798215619016294,-0.668654804464274,0.745060851306643,-0.186255242110816,0.235829804558668,-0.539636507904725,-0.0308780758957423,-0.306092619274946,-0.529197541974035,0.203165283500367,-0.594219003943751,-0.411104766759396,-0.189275684381509,-0.133004400887643,-0.506555281653359,-0.288965406050559,-0.216501634213416,-0.479988143981093,-0.442070981564119,-0.204272837891575,-0.520534914341532,-0.115298061881576,-0.084756347520381,-0.351934557257525,-0.12841874499925,0.619102033884401,-0.0642739633793166,0.155911937730097,-0.339323899406917,-0.444623074243057,-0.539712718765659,0.144239517665369,-0.171051836429874,-0.233118879672285,-0.574548012037674,-0.0593202411328873,-0.310259659360544,0.0899038332104174,0.493662279777517,0.0523914907489736,0.350643668834742,-0.437939520405866,-0.446419040121509,0.0859258576547324,-0.314858151598797,-0.312004336291556,-0.336835372572743,-0.30650158460374,0.880127325155673
"Vibrio_Vic_1 (GE) - TPM",-0.323459060766638,-0.605438349285413,-0.112489032651965,-0.798309457158314,1.28395944986591,-0.180262158933332,0.279864476661381,-0.202178915283556,-0.380221750980922,-0.387211704356906,-0.807343573745134,-0.168330817614018,-0.348113223575691,0.0273158959293086,-0.433169974671596,-0.213298361148646,-0.270734186619612,-0.21130951012807,-0.00902509519126923,0.422534395654876,0.323325707028246,0.434732828958509,0.329531455920313,0.322921026965197,-0.702469472311416,-0.347331672755404,-0.287209637905601,-0.166666666666667,1.73234319944264,0.652052314811743,-0.299576589444556,-0.172324911235724,0.252548976358429,-0.0897448440352046,-0.13626512314536,0.30092965257257,-0.0968026796922507,-0.189418064726544,-0.183913234565468,-0.276533055496488,-0.352001886922827,-0.310076898447766,-0.279167699537632,-0.717761445496203,1.1264529385646,0.144612305238359,0.294717520695838,0.0788668690441613,0.0167332577937977,-0.252369567436413,-0.255616374554441,-0.204839331131902,-0.321885039646031,-0.198233655944238,-0.265832407053374,0.110431333890593,-0.189275684381509,0.162327354143639,-0.473698575799091,-0.548842991530008,-0.275669564007864,-0.445965247966103,-0.283560874830021,0.189475260391732,-0.058537545265375,-0.231547486960749,0.493672171303549,-0.0208953836132302,-0.163672082791968,0.366056025529192,0.274414350512507,0.903369728132696,0.164315776996853,-0.0551261578005612,-0.539712718765659,-0.219694568690783,0.100716494918322,0.11925886515268,-0.335528442361624,0.0494860500439064,-0.0290396768808731,-0.198364389338534,-0.270507072529923,0.234728692221079,-0.140049863864373,-0.212869416119767,-0.260343971366482,-0.367095883620701,-0.28786473244571,-0.253070529388677,-0.300247610952155,-0.311662018344314,-0.432690549285982
"Vibrio_Vic_2 (GE) - TPM",0.0923748510504254,-0.881166368692783,-0.329481997672912,-0.511002596054301,0.431540016778386,-0.323743839280074,-0.0150216699472027,-0.313535165285388,-0.665164290941171,-0.126391191935885,-0.930073981985825,0.0404981351569436,0.00615327257174968,0.0123292719577216,-0.722923945070798,1.45768965257957,-0.181628691383733,-0.0588200315858445,-0.42294042414298,0.770926436909518,0.822884011588877,2.38638473512282,0.928595191448223,-0.924509969951146,-0.661371217092065,0.0628959621375471,-0.90027403735335,-0.166666666666667,1.47866661741152,0.682510496226269,-0.316092394625695,-0.135323116848987,0.125937926439563,0.222617237499452,-0.47611679415394,0.662141284762921,0.0205777873402845,-1.10935555768601,-0.458973731840199,-0.210971908253207,-0.38000025384879,-0.195731325408741,-0.680713837160076,-0.740070863274004,-0.855120359725384,0.561431422247537,-0.253539836682465,0.253260013178732,-0.909710988722259,-0.556596450923664,-0.191809892941145,0.419969213072629,-0.58345427989391,-0.0608059491489505,0.157618604171335,-0.780863431414071,-0.189275684381509,-1.24343435382122,-0.832297597256648,-0.143476534871484,-0.844160001192947,-0.668332672235629,-0.488318806052271,-0.855231427668414,-0.520534914341532,-0.392409561551644,1.1689383009036,-0.469330381805972,-0.114962858099455,0.980887664716178,0.616673004448271,-0.574057689835653,2.00457525353114,-0.604021790471437,-0.539712718765659,0.0821919700985834,-0.204201112664441,0.0374516086054439,0.213386504408919,-0.661651964179028,-0.546059717040497,0.381471987032808,0.120829331148861,1.23941569377958,-0.32356110258369,-0.437939520405866,-0.272181008110748,-0.0460475344837538,-0.207244918812629,-0.228190832304696,-0.326263048800086,-0.309982935170385,3.47458226254313
"Vibrio_Vic_3 (GE) - TPM",-0.177819563843781,-0.665362162877645,-0.325736792454474,-0.119293113573696,1.68681254394449,-0.0651489404192717,0.139764779021777,-0.511736985568951,-1.15079164799601,0.257230564128178,-0.643695312988855,-0.0662319619801718,-0.300556270213137,0.0739414202848344,-0.0669391383605299,-0.938840626501409,-0.306576524954676,-0.172935692508484,-0.447815810461878,0.079421078232255,1.90847424894422,0.609165470835611,1.87127870292639,-0.0917878719271377,-0.714745438125361,-0.515251460146102,-1.03094881889379,-0.166666666666667,0.556754449530426,0.82808721657403,-0.289391719197361,-0.193189251521134,-0.137111148348234,-0.0659296314946236,1.13447904481939,-0.658224737453661,-0.406976841323977,-0.403248059389458,-1.16103071644724,0.0113134948581665,-0.458074642407581,-0.395833489752918,-0.793665536289737,-0.83906524001305,2.40610746710906,-0.23543463906501,-0.0996041474808335,0.364398871743086,-0.553087970747036,0.0713643964114405,-0.451221984676036,-0.272566838990258,0.389051412368892,-0.627081879281357,-0.483319579837938,0.0911902909742227,-0.189275684381509,-0.23680131199756,-0.792949661319615,-0.440054237794703,-0.928870511114237,0.0868061696832701,-0.488318806052271,-1.18109804525433,-0.520534914341532,-0.625088074043967,2.10204321836422,0.0634446839303327,-0.481613016291169,-0.140215828899064,-0.013761693017079,1.49185002317778,-0.339323899406917,-0.604021790471437,0.343276330805675,-0.351932143877567,0.757621286856788,-0.592031853857697,-0.221959576713528,-0.661651964179028,-0.546059717040497,-0.175199897572719,-0.52341698063819,0.376794898050642,-0.535491796089848,-0.0333011674371202,-0.558753088986984,-0.608312986173823,-0.270008129860356,-0.403034848980503,-0.301690325609002,-0.259672539468333,1.42503097160847
