"","pWR501_0146","pWR501_0147","SF5M90T_69","SF5M90T_75","SF5M90T_88","SF5M90T_146","SF5M90T_455","SF5M90T_456","SF5M90T_875","SF5M90T_1258","SF5M90T_1265","SF5M90T_1313","SF5M90T_1383","SF5M90T_1588","SF5M90T_1597","SF5M90T_1599","SF5M90T_1689","SF5M90T_1690","SF5M90T_1744","SF5M90T_2474","SF5M90T_2538","SF5M90T_2658","SF5M90T_2894","SF5M90T_3064","SF5M90T_3076","SF5M90T_3105","SF5M90T_3185","SF5M90T_3231","SF5M90T_3232","SF5M90T_3359","SF5M90T_3425","SF5M90T_3444","SF5M90T_3445","SF5M90T_3446","SF5M90T_3447","SF5M90T_3468","SF5M90T_3525","SF5M90T_3584","SF5M90T_3586","SF5M90T_3900","SF5M90T_3901","SF5M90T_3947","SF5M90T_4064","SF5M90T_4141","SF5M90T_4167","SF5M90T_4175","SF5M90T_4206","SF5M90T_4327"
"SHIF_Ns_3 (GE) - TPM",-0.0896010274678547,-0.257957584686779,-0.0596639019130227,0.532640874141451,0.551222232005502,-0.64210927558638,0.0571639207050389,0.0616507388261505,-0.175683776780949,-0.131207143984133,0.180989212546894,-0.327712902187282,-0.498226658888493,-1.46804056923745,1.46997931455323,-0.724436922115893,-0.0976632220011385,-0.0292329747218789,-0.0989097323672724,-0.357862792889339,-0.466424811724819,-0.716157988170719,-1.4447803182542,0.243702992157377,0.403788963404148,0.571734522134588,-0.304775639600474,-1.53059153315593,-1.01073315778701,0.253093717508288,-0.462400901740282,-0.245966944753471,-0.245293445732475,-0.0081440012032771,-0.535707764043192,-0.721237987048885,-0.636595883731372,-0.547541253989526,-1.07491930598987,-0.713621090460886,-0.444088369500362,0.980114443208828,-2.0402379012866,-0.682751231569431,-0.903378291287389,0.868875551047278,-0.391198753352953,0.121711818577393
"SHIF_Oss_1 (GE) - TPM",-0.954250042773682,-0.83476578212283,0.739710526234491,-0.304256202143574,0.0231425532101366,0.565629865432744,-1.23511969270469,-1.04530672159335,0.98213540168402,-0.924452077227328,-0.0538650044280603,-0.876652854561878,-0.524622950412218,0.376499474650289,-0.0587028502813142,0.512252821129959,-0.719961277221867,-0.677020674553864,-1.31372617588103,0.0798762509707177,0.200386603053735,-0.114404537247964,1.09845087238282,0.884693813799406,0.799123416111035,0.385464354907383,0.67933691145552,0.665027466673704,1.54999129886859,0.340746653817916,-0.26239034160683,-0.740540980537,-0.777852197413485,-1.13094469443313,-0.629727500145568,0.427999906280859,0.712917956806374,1.32412217854303,0.9740577872432,-0.246228601513624,-0.497080939295343,-0.0986875134225252,0.614830446858029,0.581832776846374,1.90035553366367,-0.582171320514781,-0.468822584789264,-0.582521050546274
"SHIF_Oss_2 (GE) - TPM",-0.681539581311964,-0.81905665641447,1.18487701040268,-0.493081008376624,0.0557646142847818,0.450599109618868,-1.24377892952868,-1.10626017833215,0.952175901120267,-0.425679133037448,0.0880645429030379,-0.754853362351491,0.736917249501263,0.318884959181041,-0.0794502892815414,0.715064840260693,-0.72759410911476,-0.679293535884746,-1.3040354722137,0.0696722252639346,0.680505293909311,0.788504500943363,0.67414283629145,1.00631410523634,0.502266283242097,0.429325971821175,0.563486870222772,0.601840956186048,1.61406935471967,0.275098765194556,0.04833908143977,-0.746914668585775,-0.783984810402315,-1.15005893177217,-0.63000191759579,0.463877546983939,1.14849520405305,1.18349916233918,0.906357000024284,-0.150715311911104,-0.497476654381465,0.810419645275385,1.03752182194999,0.600262573350824,1.75414498502664,-0.648082264397123,-0.341087062347126,0.291511684433585
"SHIF_Oss_3 (GE) - TPM",-0.855685361581105,-0.910130913070878,0.946605692643703,0.0833091768222443,-0.0980554703291584,0.406838032417199,-1.21148695638437,-1.02810950154839,0.431465004780049,-0.905717162212806,-0.196684164233384,-0.35376388547857,-0.0368394287441521,0.291187425201188,-0.13725632515697,1.56999571204782,-0.731032948633977,-0.691744140853416,-1.21987980080778,-0.289248154989853,-0.449663606376761,1.30647212584238,1.46412670209255,1.29889768447659,0.746662078911991,0.249538904639243,0.720931619832461,2.00802084582687,1.24907844002606,-0.28112108341095,-0.175132786539768,-0.731996334466093,-0.776104013585246,-1.12130437368473,-0.62863323635077,0.185100873324895,0.600820203576762,1.50704758397519,0.878771861267231,-0.0545632676108788,-0.488037210709496,-0.0244394741852681,0.729139960103606,0.537375243258547,0.989356887668657,-0.0894449320320781,-0.395419911036001,0.0948253394313603
"SHIF_Oxs_1 (GE) - TPM",-0.983800302899259,-0.779273024513153,-0.293713183626418,-0.250856806222535,0.56776353511121,1.38614212992179,-0.526320492430457,-0.558907685841129,2.54118783958857,0.0906707826902766,1.47808856021031,0.0538066785727617,0.517688789437365,0.917906902106351,-0.274367729684911,0.119415407710896,-0.750653325422475,-0.709848776958458,-0.530730111597606,1.35310053573853,0.0158835152959029,0.716077552321817,1.54784907090292,1.03012491212457,-0.645502463641672,0.495345460295849,0.742700338658282,0.00548062577474425,0.909059329455431,0.785042239048765,0.608948082819206,-0.73008347718615,-0.734898223170812,-1.02885636086875,-0.628912211744056,0.904419607170269,1.81150394791668,2.20013678550351,1.81831656637831,-0.754684197204486,-0.545013303829396,-0.25731380387109,-0.367637016444584,0.383808823268032,1.28080499094422,0.383101587143503,0.0779935415868551,0.558398071111607
"SHIF_Oxs_2 (GE) - TPM",-0.227013529862573,-0.778317465904594,-0.283440418030343,-0.167223022206463,0.525341233475925,0.951132403819014,-0.735691421279654,-0.559200616009606,2.20343010611321,0.370043806079368,2.39004582948572,-0.0939558698536485,0.907544470307036,1.13349930244991,0.219437758551982,0.238926264028335,-0.729366585416011,-0.682022809709221,-0.216386828408618,1.11959100863744,0.0164245858385228,1.01818246551782,1.57243561375214,0.474092566032489,-0.44913112710668,0.391342610875705,0.239657973256719,0.179074392544952,0.808678232020488,1.29467246033596,0.718883057169197,-0.728937924311468,-0.706885621229124,-1.00754579960847,-0.617005073074733,1.40219371666617,2.08418579788532,1.33931053319386,1.11796925330413,-0.903587276748264,-0.540900621415644,-0.0504749892164689,0.121254119281548,0.571577331287581,1.03251251503811,0.0673729690548205,0.323216585559523,1.18941022278814
"SHIF_Oxs_3 (GE) - TPM",-0.849282579795283,-0.976269836762768,-0.416582849277322,-0.0557924122756173,0.65908513117878,0.996002689873396,-0.874438569365102,-0.787938429190197,2.81632360189265,-0.259285822369929,1.53499870967098,-0.631713731768633,2.19980859930554,0.949440163809848,-0.112230885456787,0.166517148484787,-0.745390920672685,-0.697185023385925,-0.619444781319139,0.882321193288712,0.064195707445262,0.0521911228988803,1.28997189054267,0.364829472652355,-0.159683920746721,0.480477195648396,0.457294839625999,0.328303712163671,1.18083755693644,1.32940619237986,1.34766566621548,-0.743294190362978,-0.735703387082416,-1.03232245405414,-0.634274934578976,2.91953335383089,2.39220048388508,1.73427425792195,1.69917652003225,-0.962526485691577,-0.54901200304315,0.629106019315704,0.540553234746966,0.943254742883093,1.01039048176646,0.734683452674126,-0.471983553919442,0.664455228404549
"SHIF_Sp_1 (GE) - TPM",0.555135536082375,0.977731437869604,-1.74434633625207,-1.54886145416534,-1.42691191174759,-1.33235145798285,2.50854235804365,2.36946899773945,-1.06884163829757,-1.84785026786676,-1.57384315716473,-1.88627496423603,-1.39141225388458,-0.70077225386357,-1.80676510669447,-1.25277727617891,2.30221474926306,2.5247151802763,1.01710511860262,-1.392887672055,-1.10061264282921,-0.0933369520828898,-0.522905493292263,-1.29970277504814,-1.87638933179438,-1.40057420090045,-1.3341592687646,-1.39624102051523,-1.41966626716383,-0.947124809828531,-1.34934022253804,1.45029717550903,2.0540047301083,0.354490032863119,2.36366329214779,0.855351090715028,-0.897194567527815,-0.583974501130017,-0.713217183248368,1.02165391597961,2.0176908235283,-1.20012444824549,-0.0194001711606902,-1.15850356777507,-0.82123524520231,-0.754726580681928,-0.0476551963980931,-1.3613100658178
"SHIF_Sp_2 (GE) - TPM",0.642550626421555,2.05066369976543,-1.27339929486847,-1.48963723832506,-1.09923270483369,-1.72003491474952,1.61014012625437,2.52955203849653,-1.13077629890153,-1.75061215466741,-1.46041974938916,-1.27573967505417,-1.52865257801634,-1.2182201465046,-1.73924843298734,-1.97515717683509,2.46884020586565,2.62177653011336,1.57836997353224,-1.82701310420112,-1.40992760302965,-1.2225024046273,-0.744225602939804,-1.11466365311288,-2.03029292103767,-1.65457166045911,-1.38476411672738,-0.242685381727075,-1.48069749688237,-0.908974133430613,-1.17029542943081,1.79482885550617,1.73943991461425,1.6220522223951,2.84402999954827,-0.618183789714921,-1.08827746559996,-1.34358700214386,-0.345706190769877,1.84820834158373,2.2840263030704,-1.42005262814586,0.41371467660436,-1.38412811039887,-1.00413289631428,-1.24686977516752,-1.33594674740754,-2.26783703516192
"SHIF_Sp_3 (GE) - TPM",1.60437482656489,1.7724022566505,-1.43939410172259,-1.83217651983266,-1.65017846443094,-1.52572844192017,1.35692902456316,1.90788121833768,-1.22663223928074,-1.13918613581459,-1.76387437431601,-1.77716997716111,-1.27877561225014,-1.22842183130571,-0.55847092515024,-1.17514968929944,2.23734853234619,2.16101697161799,0.572799181743272,-1.6176459487564,-1.77618078940371,-1.57951859047237,-0.837400092373227,-1.14052071491147,-1.4124526819008,-1.57155479918894,-1.65121438225658,-0.700949902402647,-1.40145159546108,-1.63525075172315,-1.44761628646012,1.88434174403221,2.87878963077536,1.08215724502953,2.64739690826654,-1.12246090035443,-1.173667017015,-1.05068071141578,-0.866973297578169,2.33058410009683,1.84072995294623,-1.64656009305597,0.0876360926332795,-1.48335865988503,-1.37584701521469,-1.2463320819981,-1.3236956599467,-1.76238997639636
"SHIF_Tm_1 (GE) - TPM",0.56569248411007,0.63502374185246,-0.0324714153171073,0.753509612636148,-0.170785290064502,-0.0654366982053142,-0.0241161832083973,-0.548493475583955,0.0425547305746048,0.693611976076144,0.490418164556564,0.716235763256703,-0.748879709445093,-0.708031176248546,1.28196506443499,-0.0176696092606797,-0.456682892203994,-0.539887040743117,0.8161033793123,0.209510527291373,0.651029717494803,1.1404526655658,0.281896773168221,0.417882989582335,1.80935497437401,0.414117458911733,-0.510756190104237,0.479251005660078,-0.0638165164460737,0.763443900145296,0.88072545137169,0.0775667043923383,-0.18220634533732,0.730439773927914,-0.159519749555676,0.368528114474918,0.163628192384618,-1.07911239108572,-0.715355107763592,0.41552420296438,-0.343451322647732,0.837619474267307,-0.463882215411829,0.454939751752483,-0.669309946712469,0.108246141247037,0.730520315267634,1.28616789505678
"SHIF_Tm_2 (GE) - TPM",0.379274594946772,0.750539205901211,1.50237887418413,1.37259688380314,0.154787565377525,-0.154554123744267,0.102986028904634,-0.294972227123227,0.0618112335698006,0.69978144285582,0.204561073606004,0.266588474401314,-0.261869285370326,-0.951076642401014,0.580894202736905,0.232492191329167,-0.309176013587214,-0.500855286349668,0.653855997663851,0.101542705696883,1.51189116498297,0.373991954983885,-0.166330325316351,0.190961373353741,0.214027225135273,0.0919040847276381,-0.10410008758655,1.16046635941182,-0.268075306832083,0.662811232486938,-0.0640708845684401,0.382902530046893,-0.0556070847041254,1.22972745098113,0.0505823178832107,-0.423110272528981,-0.243592302632909,-0.680978064832898,-0.630153885078594,0.47834493227561,-0.252900540921774,1.13174750164431,-0.653370747319911,0.662972351094895,-0.22063164452275,0.490672981122171,0.221193962374947,0.87384698561041
"SHIF_Tm_3 (GE) - TPM",0.270028052587928,0.59045813504579,0.19029168911655,1.35605334215346,0.348779314591287,0.189236609473437,-0.486954348502795,-0.704260559666536,-0.0046300477970293,0.876390020522704,0.244275126222398,0.854007053882278,-0.313687820392679,-0.819811927374033,0.766747155680924,0.123133270130459,-0.538519657600626,-0.596680663655811,0.910059624671539,0.5226578094524,1.30981897665089,0.688607662042,-0.317983216039674,0.114233619352704,0.802910710417296,0.907127711227794,0.290002051402125,0.816028531309757,-0.259915285594259,0.733180840477268,0.388151089074369,-0.0166213506223536,-0.115097755929193,0.768958240410576,-0.257055886749879,-0.0341838732232012,0.131743273452468,-0.687258069749197,-0.916951986345784,0.192169340602427,-0.388266368175075,0.389757229552711,-0.458250764297472,0.684629315125834,-0.626860393552616,0.616864201593185,1.55077630926323,-0.0427422971746964
"SHIF_Vic_1 (GE) - TPM",1.23856043657774,0.409296053237984,-1.02285887590788,0.040796699356643,-0.818065699623627,-0.76925243920096,1.48335473653642,1.52158571874776,-0.393456525441742,-1.14167112364517,-0.707961289932838,-1.09061191539296,0.0654031715082111,-0.638952980685856,-0.710149858233311,-0.33587614249026,0.827997284822991,0.457398860953201,0.420109639482888,-0.308067497286419,-0.48890643558947,-0.273537316721845,-0.584651951793465,-0.581987038719966,0.776809864926207,-0.57835955418551,-0.793347444800663,-0.170395426981036,-0.943288027948644,-0.739510331369657,-0.924082830788947,0.706751587555083,1.22263159053175,1.77848681066589,0.561108929292248,-0.843386584815481,-0.740402030191363,-0.715505467433888,-0.904823011150844,1.21718322750571,0.0436278454867011,0.451734435630705,-0.659004653479857,-0.911876771949186,-0.405192044742398,0.444961274465346,-0.763140975001475,-0.726488076921853
"SHIF_Vic_2 (GE) - TPM",1.19961949579056,1.11317931144086,-0.580908083630464,-0.765569368023289,-1.08894257260002,-0.965062239603485,1.13431762080438,1.14043437202521,-0.803814779879609,-1.42979769757437,-1.30951885615594,-1.43479971410454,-0.364103005698798,-0.804343880753307,-1.17852128009626,-1.09561276181946,0.821935174887411,0.518200375917104,0.406108378054677,-0.802453903230973,-1.26052646250386,-0.514585859473256,-0.652399466135862,-1.4848745876327,-0.75236418451258,-1.07802491145372,-1.40373366326556,-0.0696149875793806,-1.01792464841986,-0.935953888894689,-1.07592965668687,1.01725302794664,1.57471374510347,1.48131964467029,0.561535798785623,-1.28461627114724,-0.998136078031744,-0.948605990802638,-1.30829857960141,1.34862382241256,0.0629762160268257,-0.153289049532768,-0.754432718932464,-1.28428553482414,-0.498780660798529,-0.592943299880651,-1.22134856750297,-0.728164193230245
"SHIF_Vic_3 (GE) - TPM",0.806600988182524,0.995826824621875,-0.929804630631475,-1.07976188945276,-0.921924979070147,-0.907658309900645,0.914990005330299,0.748998954979963,-0.772667164597715,-0.743304957345562,-1.22854591532992,-1.50262737232554,-1.46409017084909,-0.538420474588484,-1.29313026861044,-0.790569606014991,0.532549336940365,0.388363297880426,0.449545092881301,-0.586470457622129,-0.726466388094503,-1.02243514745236,-0.430990108078033,-1.43402333428957,-0.68189250984267,-0.873459787421834,-1.13061900523125,-0.128953094028928,-1.03009123871494,-0.823411661251093,-0.975854971352939,0.709799756994316,1.05173740284591,1.59569725058906,0.346985595820139,-0.957944820425753,-1.09987895186858,-0.782538334448886,-1.28935406350495,0.927137732739841,0.00589095350876621,-0.557501492222887,-0.678450328334953,-1.11380612502644,-0.781620504618136,-0.314658732712867,-0.831842897258177,-1.36959127537678
