"","CE206_RS00300","CE206_RS01345","CE206_RS01585","CE206_RS01715","CE206_RS01955","CE206_RS01995","CE206_RS02565","CE206_RS03335","CE206_RS03845","CE206_RS03975","CE206_RS04035","CE206_RS04050","CE206_RS04205","CE206_RS04320","CE206_RS04590","CE206_RS04765","CE206_RS04945","CE206_RS05290","CE206_RS05780","CE206_RS07565","CE206_RS07700","CE206_RS07775","CE206_RS07845","CE206_RS08105","CE206_RS08430","CE206_RS08680","CE206_RS08690","CE206_RS08695","CE206_RS08700","CE206_RS08705","CE206_RS08715","CE206_RS08725","CE206_RS08735","CE206_RS08925","CE206_RS09610","CE206_RS11570","CE206_RS11710","CE206_RS11780","CE206_RS11785","CE206_RS11805","CE206_RS11810","CE206_RS11835","CE206_RS11840","CE206_RS12345","CE206_RS12430","CE206_RS12555","CE206_RS12755","CE206_RS12815","CE206_RS12850","CE206_RS13345","CE206_RS13350","CE206_RS13815","CE206_RS14320","CE206_RS14595","CE206_RS14860","CE206_RS14865","CE206_RS15420","CE206_RS15590","CE206_RS15620","CE206_RS15630","CE206_RS15660","CE206_RS15715","CE206_RS15790","CE206_RS16180","CE206_RS16270","CE206_RS16835","CE206_RS16975","CE206_RS16995","CE206_RS17060","CE206_RS17135","CE206_RS17240","CE206_RS17450","CE206_RS17525","CE206_RS17545","CE206_RS17580","CE206_RS17600","CE206_RS18420","CE206_RS18690","CE206_RS19630","CE206_RS19990","CE206_RS20755","CE206_RS20780","CE206_RS21015","CE206_RS21590","CE206_RS21625","CE206_RS21660","CE206_RS23045","CE206_RS23085","CE206_RS23120","CE206_RS23370","CE206_RS23600","CE206_RS23905","CE206_RS24305","CE206_RS24410","CE206_RS24495","CE206_RS24540","CE206_RS24620","CE206_RS24890","CE206_RS24990","CE206_RS25025","CE206_RS25270","CE206_RS25570","CE206_RS25665","CE206_RS25720","CE206_RS26000","CE206_RS26255","CE206_RS27210","CE206_RS27310","CE206_RS27560","CE206_RS27625","CE206_RS27720","CE206_RS27810"
"ACHX_Li_2 (GE) - TPM",1.0333735713107,-0.483555357238233,1.74419076078906,-0.239086706076573,0.458612803828298,0.376762939704476,-0.635964296035824,-0.25470028837187,0.49259560977243,0.177456279139452,-0.343177026610095,0.454816402138502,1.16127060549417,0.742946565606083,0.377900598698365,0.357388780136847,-0.348035666414233,0.770658452004447,-0.52914394901106,0.195840827262641,-0.248125528221505,1.00317255841343,1.70537742308106,-0.114900437079922,-0.538353661101728,-1.06176125115246,-0.341151961318103,-0.343197396892565,0.441043274534558,-0.290358542785983,0.557792428954063,-0.259513444430714,0.517324144644764,-0.345897097396097,-0.236551643498113,1.58641275268908,-0.247250385344181,0.12049961928345,-0.111343886424503,-0.47478874458041,-0.27316329422939,0.687874489137359,0.521171885575026,-0.828415852104074,-0.0792916380295597,-0.551377267993774,1.44670152150128,-0.246037649384106,1.26571675919965,-0.419996099303846,0.859575223049205,-0.0325570339439957,1.09057311280219,0.227258331613434,-0.591681064970124,1.54527332410001,0.172431250401178,0.210894468073259,-0.559954019859142,-0.238707127777351,-0.271029633459482,0.908197054645226,-0.453184667216975,0.782903391166678,-0.256943086473156,-0.660746639812133,1.17004008414835,1.49533046301929,-0.858756928133258,0.47900108319613,-0.270509111356431,0.116945298244402,2.51308557900626,0.251491414906579,0.343705849691309,0.0671865405260701,-0.558121142917327,0.0856794333943621,0.54411675952783,0.235720030406649,-0.775704570480924,1.71210881062235,-0.626549376586618,-0.268428482466828,-0.00711361291217569,-1.09937870194234,-0.223560608681494,-0.125742511235747,-0.299233569951511,1.21077388138543,-0.144950631745734,0.397787517902764,-0.179755675088557,0.941523591474452,-0.297256745306573,1.61917548586214,1.10251289229598,0.58253738570459,-0.667462189256437,-0.102520386756363,0.247164269979502,-0.972919636836391,-0.377051674075501,-0.58142302062292,-0.733357125825727,0.362585401068852,0.0713387574506957,1.6237646737959,0.946805729815518,0.702090416523676,0.449617693635554,1.60041849380913
"ACHX_Li_3 (GE) - TPM",-0.257724456571643,2.13811706174183,1.62400320842041,0.570170114358783,3.77589182173162,1.32511297763133,0.410187631660705,-0.511940182729179,1.07431002266332,0.281025552239664,0.100174959455649,0.263683304686094,1.47869241600446,0.958161409047851,0.98178687550645,-0.148565731029991,-0.275094129837302,0.667964053716519,-0.106880601905353,0.659461353093183,-0.124537443587317,-0.672727257464565,0.988888352137159,0.489342792312991,-0.0247948424431536,0.159356562933254,1.53150686400619,-0.107804139943123,0.818534585756718,-0.268574658905412,0.592886485782909,0.522210253046955,-0.46285963400105,1.29843543230308,0.363032232472649,1.22580673749799,-0.172649563210596,-0.189817519087892,-0.358539929840069,0.795232333472455,-0.141646572656253,0.161064716757341,0.519383506164202,-0.697736077438834,0.947684657491441,-0.522560768408523,1.00656408720311,-0.904143915436562,2.07430842685193,0.448562546622382,0.074984412375538,0.202237962089898,0.933363331193204,0.333723810323289,0.192334065205821,0.7922642769121,0.513053936918064,0.429382431724714,-0.176874598759596,-0.238707127777351,-0.498762506503016,0.48212730046357,0.225319840509138,-0.693858085674047,-0.256943086473156,-0.0205345891980016,1.49753829643301,1.06447751919084,-0.593803855170044,2.84172945042188,-0.456409268905398,0.873847797436215,0.617760407244495,0.895850757999726,-0.0205996671991296,0.396355233233978,-0.2575636418566,0.640815333529359,1.06797456566301,-0.542858975950151,1.09872855106432,0.139015736913935,0.0479158184031626,1.21871893894917,-0.0557229423310108,-1.3374658707966,0.287477850083744,0.331970816204853,-0.165806450483175,1.47150605295379,-0.851899105520902,-0.322667473573681,0.0938622900374948,1.57163237538253,0.0370728693068772,1.76661609519255,0.257864506591296,1.5158838287005,-0.18785118194154,-0.281997688416319,0.494552051071193,0.665616174300709,0.0665416642402381,0.481590250874459,0.295367046060404,1.66358569121374,-0.151926077102741,1.61227831254038,0.760088373781197,0.176667814464794,-0.0821748817023272,0.516522373218195
"ACHX_Mig_1 (GE) - TPM",-0.229266487045041,-0.856169923860816,-1.0540943504685,-1.18621235353153,-1.12805228455413,2.02514014441924,-0.763269970245587,0.000611647354212024,1.28854317895665,-0.0641331266990023,-0.0671419223804579,-0.0882455789869277,-0.0989755605305528,0.122058097538016,1.37615258224114,-0.195372478839295,-0.292144479193772,1.33070394747111,0.565263876044506,-0.870024930837423,0.469911485887083,-1.00350526293311,-0.534278384377497,-0.777968273728717,1.24880646914818,3.38952902542512,1.0376313888855,0.544749832436265,1.25603077252834,1.32682095961687,0.0135336488487507,-0.257209367657163,2.73340081522754,0.200250806564063,2.96292459740745,-0.555371046173503,1.25309684394017,0.428164530331421,-1.23913777943568,0.745290957338113,2.29565097363051,1.53914555744512,-0.0815050639362451,0.61467021771246,0.458810866401722,-0.241227398511245,-0.224111242235942,-1.70674988616898,0.630422824867136,-1.10577372040574,1.17227504679093,0.342951320009069,0.0525058624069746,0.362139540246579,0.43434620735129,-0.100018063170355,0.311853640943346,0.151499840222714,1.53549187745698,-0.238707127777351,-0.200894946854336,1.26366545161001,-0.913943893901125,0.801117461814929,-0.256943086473156,-0.660746639812133,-1.24425913391531,-0.188556570358136,-1.16884866274836,-0.847143820546355,-1.24758130406972,1.1595365524658,-0.82788002377744,0.778374203480209,0.819014616567006,-0.474943567520701,0.225454992384264,-1.33473806225747,-1.8210855430548,-0.338615012284515,-0.152895365627371,-0.173600977155125,-0.756718617861432,-0.0314176122059976,0.0429470812775809,0.089978450907975,-0.856908024644618,0.369353413823444,2.04802543344004,0.462061198211504,-0.552443128612014,-1.40716315188626,0.343115532553051,0.486714047583039,-0.612518459227322,1.2088324070241,0.674009312404045,1.05196941253863,1.43394864002089,1.39161603391979,1.03743655395665,0.0833299785172475,-0.253182173321711,-0.791752126305024,-0.672794072599936,2.55231216273032,1.05120707541424,-0.661132655425469,-0.168822390227729,-1.35773167899591,0.766314027634199,0.405961406618736
"ACHX_Mig_2 (GE) - TPM",0.239765289544222,0.613850187409173,-0.742754280159417,-0.0185398155099399,-0.0847804969912849,-0.325283022183143,-1.23468559634268,0.112389156559527,0.0199251963293642,0.42106029207802,-0.823454029957952,-0.263493629013079,-0.148277607577494,0.0486384221136422,0.30452435645846,-0.471867609196156,-0.453756165904892,0.469867173605525,0.322264248377805,-1.02865294008679,-0.949807192644151,-1.00350526293311,-0.243233694971924,-0.570359996300566,0.699578339794592,0.43268508766287,2.22368514606229,0.596050166029959,0.091029962547982,0.879961253154239,0.845318648971107,0.533804406235777,0.0476371791098938,-0.937658448569861,-0.643717402330886,-0.650129405644678,0.192979621778726,0.516921011070104,0.63425814936663,1.10881292837887,1.1209849263389,1.86717973532565,0.939905309542792,0.207934408458437,-0.776691283450744,1.01061396963749,-0.726708027763312,0.534310969864562,-0.739807424857437,-0.654857865619512,-0.547526650911767,-1.02623147593582,0.471731745134231,-0.17425607246872,-0.933328157060008,0.469683130273875,-0.0912919860365658,-0.603852691847153,1.26984240715577,-0.238707127777351,-0.403692303350496,-0.280555023868177,0.44937907340492,-0.277712045445917,-0.256943086473156,-0.660746639812133,0.00550397530917151,-0.377520955902092,-0.149383494915409,1.11479606242724,0.485128520502139,-0.957039441138596,1.14921121247239,-0.335126958270424,0.0206178348843346,-0.474943567520701,0.472706341059568,-0.984503116001681,-1.69927836485595,-0.535229337782085,0.911695149040969,-0.963658923070625,-0.499950069689912,0.088700506577133,-0.101805493535888,-0.0841834702236017,-0.0880925970124817,0.0637445726906775,0.927669994993324,-0.893607251127743,-0.715880275948386,-0.945614907509696,-0.229781612498658,0.765057520735561,-0.405226035468357,1.64136414208714,-0.801017404948567,-0.169441479611248,-0.0895159351463927,1.16556645492954,-0.555999637861553,-0.364165413506031,-0.836278754215094,-0.0217435082861648,-0.529455543068915,-0.0198581388168936,0.888943954280457,-0.3606610571299,-0.475255184572956,0.21094890269325,0.814977174575947,0.454815279390489
"ACHX_Mig_3 (GE) - TPM",-0.672660250311617,-0.856169923860816,0.417638381872402,-1.18621235353153,0.156497100346478,-0.115602280605112,-1.23468559634268,-0.646944898671376,0.259993765723757,0.402786748699243,-0.823454029957952,-0.873251277068781,-0.876279444421198,-0.887487506723947,0.581570340034199,0.175909455459189,-0.656731090634736,-0.0258526380041,-1.04929289323537,-1.10824936153947,-1.49744729939252,1.59583523115438,-1.56174947740907,0.607327653453197,-1.24108345933517,1.1111071043089,-0.159362315897693,-0.378682923850023,0.229244754423795,-1.38288662268369,0.258067986505443,-0.345448025662594,0.363937813828889,-1.28888576768386,-0.643717402330886,-1.12997520330159,0.91786376207349,1.3226554290156,-0.0858095594119596,0.92394619503985,0.0407351499017775,-1.35223516493492,0.959410661401964,-0.324955848848293,-0.776691283450744,1.10386142250644,0.38900427354377,0.658408354594683,-0.109486829044212,1.11502316383124,-0.486714601495729,-1.02623147593582,-1.34945686200219,-0.164021521669489,-1.46089276961882,0.58119279293458,-0.597619560706475,0.783628622870196,-0.274690649919326,3.80546308508253,-0.658394045637734,0.216470785467308,-0.913943893901125,-0.693858085674047,-0.256943086473156,-0.660746639812133,-0.739364415794262,-1.33441559472996,0.839530545338826,-0.847143820546355,-1.07535796222195,0.0130057537919965,-0.82788002377744,-1.73361996990097,1.08172647740255,-0.474943567520701,0.344414592836824,1.25266489719234,-2.13196442728015,-0.917915786739485,-1.02059957348603,-0.963658923070625,1.14019003968179,0.361338208013761,0.164085576126219,-0.630047747069312,-0.62025315771546,-0.348961836696704,0.353036507756991,-0.893607251127743,-0.184797058600118,-0.634915516054326,0.895011720775183,0.0514241967887632,-0.102052522036512,1.4935142895076,0.580792683226205,-1.04503410623538,0.67611349107149,0.921779473002219,0.0139321439264226,0.629227556245501,-1.0612015358296,0.0993148057923237,-1.49807189244499,-0.228012324009324,0.857664333108543,-0.489211304500412,-0.112416588737249,-1.09882139926808,0.671347245690722,-0.337600318803094
"ACHX_Nd_1 (GE) - TPM",0.969216294851168,-0.856169923860816,0.354121277704916,0.978839009046212,0.322742092453879,2.13021104712516,-0.0181276690438958,1.43079698674768,-0.0158889860326685,-0.230172242775329,0.93314395996486,-0.522584754486925,0.645218301859568,-0.452229292638004,0.163178205280198,0.0435454000038408,1.41318249898534,0.148022985694627,1.32590165048143,1.3309717677977,-0.482035083938713,1.44294834763454,-0.651377038408735,0.0319460486158739,-0.212998631228292,0.576984991546645,-1.61283817909264,-0.663814015124052,0.13505498569899,-1.08319509859918,-0.964643001078954,-0.545569805509679,0.518478301772738,0.0546489309061393,0.845478516879745,1.39087189425935,-1.19027659356853,-0.0454279432162064,1.36604364550441,-1.06378355274724,-0.930633698354835,1.4458785983539,-0.806684752531021,1.26595912766542,1.77402592131108,0.218755356390107,1.32203929742738,0.37089247484908,0.554538259227162,0.148331287805273,-0.627607415843639,1.19474975769463,0.338930398992604,-1.20721880185878,-0.238156465251575,0.871638116486909,-0.128213468877514,0.792804893829166,1.13492300059336,-0.238707127777351,0.522250219365229,-0.576393147226954,-0.0713377258776108,-0.308057477383273,-0.256943086473156,-0.345076904542752,1.2373144992755,-0.151591944075899,-0.412748171029101,0.365439466808727,-1.11279454145072,1.7616250515831,-0.21690620768034,-0.696408216485773,0.0965193832704175,-0.474943567520701,1.16100641281436,0.288740745069035,-1.00878774396781,-1.22318529996395,-0.572751698247135,-0.148114250031334,-0.0425837757194634,-0.407103380150157,-0.283606349929595,-0.187742617576635,-0.322343056283611,0.45786834370435,0.171494638233955,-0.193906558881672,1.01408158219023,-0.779784812587566,-0.326628461716812,-0.531574461735219,0.156188056943745,-1.02228285155007,-0.0865437497620099,-0.233289826064147,1.10633145711111,0.637877301418746,1.01669337354271,-0.248960416869298,-0.227116023435469,2.19500054466007,0.424887820376319,-0.428231615448905,-1.19860481645691,-0.970607284503102,0.00311572732867386,1.42654885283934,-0.737775340379804,1.29568738983254
"ACHX_Nd_2 (GE) - TPM",1.06492555782028,-0.131851975370822,0.41843695707914,0.885023418540852,1.05665050913157,-0.338471935804649,1.80423589095968,1.98827926496734,0.242750716049326,-0.0667470386579111,0.888147418395782,-0.195141396404379,1.20042424494658,-0.0299579253089017,0.69468548736094,0.0117874320770868,1.64352503464312,-0.262377934118838,-0.0726863360725475,0.233361801938355,0.121573646532363,1.07688971604884,-1.27222054000416,-0.868112418544315,2.72038119916495,-1.94121099997069,-0.885777821523085,-1.04933181492963,-0.571094198779145,-0.958137958493792,-0.525793645207468,0.0944740175764893,-0.713532835156315,1.46912458686173,-0.24797674511557,2.6529490824954,-0.967249309601976,-1.18048113917603,-0.431449843751701,-1.07313996555259,-0.663900989947911,0.828915262393836,0.19343408489153,2.07703283908819,0.578969835533258,-0.317735137647076,0.843389219880316,1.13269919980405,1.8272039551272,-0.439239070440571,-0.872708487999146,1.60286859678727,-1.22126429165111,-0.75171587896485,1.00858563562309,0.887567274375438,0.150823567288824,0.161412596893004,0.523381800643477,-0.238707127777351,0.282843299143497,0.217034936959838,0.205631827030905,-0.0787194682719247,-0.256943086473156,-0.157427981006595,-0.731807144780807,0.0800466087194193,0.639494561930387,1.73072253766325,-0.565660582071212,2.57371125749676,-0.178436452390179,-0.148748281462721,0.00217309282227185,-0.264176408728793,0.345434261202257,1.94409306712335,0.682221637250701,0.227030834120111,0.169516583997363,-0.0967637594910905,-0.18739354438953,-0.218878985264451,-0.283606349929595,1.77575278398519,-0.193980411939112,0.462512790392408,0.976401841395783,-0.893607251127743,0.359531178474705,-0.838666505031286,-0.290001708218947,-0.575813502255027,1.43025118691407,-0.919481997611814,0.106221553333512,0.75258147885885,-0.0513764916457566,0.12980724876708,1.54371229314847,0.226448530490321,-0.174598114566537,0.766472179294507,1.4465722882262,0.945482555456084,0.241422190220807,-0.764513176244358,0.0255663833460636,1.67771534066184,-0.296617912666759,-0.336881339238722
"ACHX_Nd_3 (GE) - TPM",0.465138432212946,0.220692262148488,-0.378360083684067,-0.159759130346998,-0.363804279589072,0.0963979630500486,0.111114445029908,0.421704678894284,0.261002529195643,0.415099497178945,0.410331202204317,-0.39945358482196,1.3186139935033,0.629619989772889,0.593506375333793,-0.094145539685585,0.309748296512103,2.05613698379082,0.699526503875901,-0.201174606924145,-0.695100559644331,-0.230261037785798,-0.519191744803768,-0.0841063747523999,0.180546959026182,-1.00261155049995,-0.423804843968459,-0.440579513879485,-0.657579113612932,0.274760976181404,0.980474678103859,0.456904543625478,-0.418334855449453,0.32408379543902,-0.643717402330886,-0.602709157436177,-0.577201609631862,0.0262797159986567,-0.0383272832662838,-0.765562731012294,-0.884023226810855,-0.173045119417972,-0.0718580284688222,0.289378068040322,-0.272817191376648,-0.144657262631655,1.99890587848922,-0.76864272467185,0.436614207198383,-1.10577372040574,0.250559466734365,0.569177063937259,-0.968282457125471,-0.359872940458192,-1.46089276961882,0.685727278572317,0.144200247253615,0.995633541598534,-0.0468872823931306,-0.238707127777351,-0.658394045637734,1.02535270214259,0.75055821978153,-0.389010600475497,-0.256943086473156,0.087550198031538,1.70565593693089,-0.166128118332643,-0.123316787379236,-0.368071266024971,-1.42783416451405,-0.405622414714956,-0.345107764982942,0.520203161424523,0.0442193040344335,-0.161590593785985,1.19109545068157,0.461212461326343,0.403746506833469,-0.436836962257872,0.394901548412932,1.29180304513255,0.371855085965932,-1.09017074359186,-0.283606349929595,0.121185117049335,-0.39931193000505,0.0787447537439073,0.103152849335741,-0.893607251127743,0.275326085567391,-0.126739407721251,0.15989909753611,-0.0989563087730457,0.29859304459078,0.344272711594422,-1.07186492914279,-0.189814433431362,0.491723696429468,0.369618051953326,0.173963618196467,-0.788095175264106,-0.73166748956749,0.365682026095978,-0.309741202823526,0.912875598766458,1.55401344007416,0.194809392715487,-0.172155567706303,1.17027249220914,0.620328816653528,-0.9940001220865
"ACHX_Ns_1 (GE) - TPM",-0.165555881306677,0.790457747021981,-0.290655269548476,-0.953686807780044,-0.738515620893535,0.0093242244481591,0.333207715439561,0.107649618519466,1.05130799017303,-0.569248864947191,-0.351809438648302,-0.38415393285837,-0.325464012254436,-0.677090656082748,1.0448266234297,-0.447257132756111,-0.656731090634736,0.80052701695564,-0.302838995903327,1.0404255482373,-0.543217653672648,-1.00350526293311,0.623213348947185,-0.302175375794096,0.00109484897825672,-0.66778648877468,-0.364009019249389,-0.245425593850425,-0.441377009363288,-0.256350886064537,-0.830728437080939,-0.586480112742405,-0.3667992800933,0.764340133203126,-0.643717402330886,-0.0151722997881592,0.52561327926737,-0.913909515789227,-0.539649487126888,-0.415749719719013,-0.466332283036975,0.450861817527796,-0.144714886581996,-0.257712107492894,-0.434258928427874,-0.314044956196688,-0.617156121435092,-0.351984318692317,0.396987142380885,0.241129435881547,-0.552271302851917,-0.484112410881629,0.528624927692151,-0.555650649623396,2.74138981684,-0.375570643130554,-0.21951453226323,-0.214376199852782,-0.526754074765938,-0.238707127777351,-0.404792716170751,-0.0910996752187593,-0.235227458396474,0.342012223832012,-0.256943086473156,0.356337002422744,-0.983286120724982,0.253518527749083,-0.204541023487466,-0.847143820546355,-0.811116832235409,-0.244477114684232,1.14066939118065,-0.13230135933682,-0.39743967916993,0.110680988151452,-1.02461247092988,-0.288572685260494,-0.193289338279718,0.286578759756324,-0.539612963883873,-0.525713261973319,-0.437144610252632,-0.20983720060469,0.0784244586685106,-0.0903191776468474,-0.234944280297188,-0.707278187636914,0.171855593317357,0.609343560752509,-0.994139912134443,-0.692917868203745,-0.431810986471842,-0.108057382703797,-0.406121621295687,-0.164683262001493,0.732937838378898,-0.0279227688251059,1.76645597400402,-0.393374378435375,0.627201499619575,1.05893137634615,-0.277372947040141,1.28417888014499,-0.51600182083924,-0.0316065301685409,-0.990751843417867,-0.763562845360725,-0.199808848221679,0.33011807059204,0.0648864457207927,0.88121708594838
"ACHX_Ns_2 (GE) - TPM",0.152371346339134,-0.856169923860816,-0.155227557024638,0.382017525488934,-0.252330530893374,0.290149050797458,-0.794085774142085,-0.524208539815934,1.52202226783418,-0.525258524653178,0.236855477726669,-0.237086467826734,0.759987337962978,-0.905565082626274,0.584394731536446,-0.728518059844092,-0.315977014237662,1.15426355871056,0.00403479933134416,1.45147289059383,1.26068549207379,-1.00350526293311,-0.336070205159346,-0.311655618640232,-1.24108345933517,-1.17427319947081,1.35981615534217,-1.09915339400288,-1.09921316262008,0.0643006070277651,-1.70289109780687,-0.869388753325666,-0.516416790088196,1.21668150246623,-0.643717402330886,-0.592932145132864,0.572194321311353,-1.70280883047226,-0.452874033051698,-0.594634325594539,-0.933451999767278,-0.00104763355385103,-0.287504959335869,-0.614777007949306,-0.776691283450744,-0.269473454146206,0.247125536995155,-0.631809756433486,1.02632430962487,1.16521737454027,0.197928939626774,-0.29498509724376,-0.912684091408279,-0.290790675655325,0.5318757109527,0.512751250495282,1.95244693365186,-0.490770856808797,-0.842853257720971,-0.238707127777351,0.196791953658897,0.028491013831487,-0.913943893901125,0.703392926649383,-0.256943086473156,-0.0891173477412123,0.254022087527577,-0.531198770901668,-0.484257870082903,1.34865783086408,-0.193142626433388,0.977822388651468,1.38487901132896,0.848947381586919,-0.263098659853296,0.602233006549392,-0.543737433830299,-0.746764026038371,0.48304992940966,-0.973706520771278,-0.209616019944642,0.513166923018544,-0.756718617861432,-0.84278477699231,-0.283606349929595,-0.312263870614142,-0.856908024644618,-0.599083963607016,-0.719800862182389,-0.893607251127743,-0.61722769121802,-0.36722611353509,0.25368675511537,-0.743736315707134,0.431488406815127,0.186710107713329,-0.12520715068618,0.66990046682263,1.55394953407502,-0.83220340918033,-0.146577648955758,-1.04440218105906,-1.0612015358296,0.131016433400535,0.590914049548353,-1.21743210714669,0.904139905764226,-1.33076426011486,-0.435693208580544,0.336168670577273,0.465647903616036,0.0672905528946619
"ACHX_Ns_3 (GE) - TPM",-0.318046211760673,-0.0468471048742375,-0.195187809124733,-0.466203895022011,0.709949592498794,-0.433279802956453,-0.0787486545006709,-0.320265126686212,0.798809340426559,-0.396091312689661,-0.730728093797247,-0.716321039966392,0.51815463841186,-1.02265733761513,0.268722553718944,-0.190025390713279,-0.388535187139757,0.439889044668019,0.0862353874940774,1.82697621372683,1.63819919100399,0.158768247002611,-0.256604837197908,-0.132514758419986,0.773680890284404,-0.480125492474755,-0.313018861964904,-0.192303121546467,-0.0832581049179376,-0.12520581317618,-0.405187781118399,0.363839410321944,-0.838128012328756,0.613681454572199,-0.289970051373818,-0.249374657441616,0.711685704228674,0.211714823820389,-0.517156193051895,-0.535015397440078,0.279020677318354,-0.554629972316296,-0.666321978191894,-0.532773449889497,0.435116300535856,-0.302491459756342,-0.661078440935281,-1.00170931253165,0.224776493386463,-0.112762841517194,-0.401944530237227,-0.546615586292859,0.483977488636698,-0.505005626940725,0.978902876944337,0.299960862435945,-0.597619560706475,-0.368657753995685,-0.654888929678027,-0.238707127777351,-0.434031474773422,-0.827677898075689,-0.513634309814496,-0.143993793808556,-0.256943086473156,-0.135851749000679,-0.273673936433848,0.562138050381272,-0.540227606720573,-0.55910373071292,-0.118086626478478,-0.500477364784246,-0.392483244733841,0.237435176166756,-0.481594167980331,-0.239441090357095,-0.18630006189864,-0.100673272081303,-0.83606793274127,-0.763455231588928,-0.382302096742022,-0.188752777011918,-0.643627024903934,-0.376237555906792,-0.20353365963331,0.293965810470593,-0.475962296125077,-0.161997735210115,-0.412401214537894,0.436062071662404,-0.875217968367311,-0.524630191365295,-0.177762671585841,-0.402557118209437,-0.338617735141966,0.421009876095014,0.0912287206465551,0.304732366092232,0.956365486945079,-0.437216089257429,-0.172493377434914,-0.395940759634507,0.127583110587035,-0.393905167024791,-0.202667879958872,-0.892709374062354,-0.463049881135119,-1.02919394924134,0.0787396815665012,0.368806453944727,-0.0295094274500804,-0.605535904785606
"ACHX_Oss_1 (GE) - TPM",-1.35751093147149,-0.856169923860816,-0.632135095937352,-0.419218685345516,-1.12805228455413,-0.11529727663817,0.0582521736351981,-0.646852637621732,-1.11052832430596,-0.0750742306209935,-0.304875287471203,0.745691563690835,0.00605125115671637,0.236858607836782,0.768728241479253,0.633791934305877,-0.323417432699933,-0.765974394918889,-0.0322828955081973,-1.39312573802585,-0.148493032890285,-0.136821700032591,-0.919147789815819,-0.560832201976262,0.238521910683211,0.171232470197752,-0.401277360192032,0.740762548212047,-0.637973416975218,-0.14424741041369,-0.460611020718835,0.447851620901338,0.532840732068867,-1.28873206519572,0.0157379919634404,-1.12997520330159,0.371264205865294,0.52666644017442,-0.0854944465843247,0.0960640494191116,0.25771761911945,-0.360972058770795,-0.318236642838823,0.442099173482416,-0.776691283450744,-0.0807719347074725,-0.743632675934042,-0.65528124137271,-1.45324450498076,-0.365305836556567,0.286486558785493,-0.489771850955192,0.46629515656602,-0.215238540486574,0.0551952855752745,0.243150017003149,-0.181888661326376,-1.29288745965505,-0.633713751008636,-0.238707127777351,0.596375274342335,-0.631132804421952,0.0188769254983633,-0.693858085674047,-0.256943086473156,-0.660746639812133,-1.76558711603054,-1.07252277489399,-0.666616678070211,-0.847143820546355,0.516466589733695,-1.07571596626902,-0.286769249797915,-1.04466271730495,0.925361376008735,-0.299334191551848,0.0768344008449461,-0.759602531135226,-1.56353884702279,-0.57712936889909,-1.02059957348603,-0.963658923070625,0.0865822403515224,-0.364217976530346,0.014936479743855,-0.775566615963901,0.40559611361737,0.0375143807194219,0.742567730209682,0.345776741081776,-1.31699415738119,0.445682047210468,0.878643119503929,0.126740588760613,0.408692354481919,0.738489998088502,-1.32049834046917,-0.805392861800277,-0.581189223533234,-0.150281245465064,-0.867549866046562,-0.8837412176862,-1.0612015358296,-0.835630441634882,-1.30757495804237,-0.692477442925186,-0.341591914627159,-1.030089349813,0.544832417468454,-0.885867302719515,-0.153311689086814,-1.59793502776582
"ACHX_Oss_2 (GE) - TPM",2.66733172387715,3.21594912264916,4.43891223876343,3.9891199231435,1.76192648526583,1.27958578938922,4.58142723644661,4.33336492318195,1.74300080191669,4.4638028102041,5.00844397050087,4.82768319176587,1.96652236817268,3.66708835736724,3.75320384527912,4.97787711171773,4.96589985310817,1.73245290934331,3.829733226289,1.95712227254912,-1.49744729939252,1.92049241959929,3.61514341068531,3.79041202946543,3.36678695258688,2.97032644323969,3.29220607942921,3.83894448594286,4.03206093211532,4.88545342101851,3.59122700379737,5.004203764555,3.98399700683326,3.21113329775428,3.80599441340286,3.30077871700486,3.87223481535955,3.88690197836053,3.95037709959181,4.23422831662904,4.42365449123682,3.10683332875224,3.61329415796227,4.01916828779926,3.03407543297129,4.65777233791419,1.94646524299708,3.61438232321148,1.90593677040702,3.89057435756867,4.43853643975824,3.80015658927492,2.97473867821307,4.01374219497026,1.4619324206839,3.15494596788013,5.01271499920723,3.70336107358675,4.68120595068074,4.3105792593474,4.98602296624102,4.66648812599158,4.12146424072313,5.06999576416806,5.59732929900037,4.99857327214077,1.7593407360317,2.1998570339658,4.47921491596451,2.77605049331459,4.37401456058699,2.66674577723778,2.82329490974662,2.915157268176,4.61579223920311,5.44972641239056,3.73389902260286,2.54602080497868,2.66238945012894,3.98516612270322,4.33207150715591,3.91002992163489,4.93350065602337,3.80823577866633,5.75969651539368,3.41318703676173,4.99977840847062,4.13558556218666,3.88633117518115,3.28779883125234,4.57014621132918,4.64903205758623,4.53551517646624,4.5915736356495,5.12971200337702,1.45423652163861,4.77909685383865,3.80594362050294,3.01792399356242,4.26825217047952,4.2015860581992,3.15066767573115,3.92328722761071,4.21898841384204,2.37955580201502,2.28267094616232,3.4275888207192,4.13799789873028,4.189999883314,2.24978965635152,4.70636210157934,2.29542578662155
