"","CE206_RS00300","CE206_RS01345","CE206_RS01585","CE206_RS01715","CE206_RS01955","CE206_RS01995","CE206_RS02565","CE206_RS03335","CE206_RS03845","CE206_RS03975","CE206_RS04035","CE206_RS04050","CE206_RS04205","CE206_RS04320","CE206_RS04590","CE206_RS04765","CE206_RS04945","CE206_RS05290","CE206_RS05780","CE206_RS07565","CE206_RS07700","CE206_RS07775","CE206_RS07845","CE206_RS08105","CE206_RS08430","CE206_RS08680","CE206_RS08690","CE206_RS08695","CE206_RS08700","CE206_RS08705","CE206_RS08715","CE206_RS08725","CE206_RS08735","CE206_RS08925","CE206_RS09610","CE206_RS11570","CE206_RS11710","CE206_RS11780","CE206_RS11785","CE206_RS11805","CE206_RS11810","CE206_RS11835","CE206_RS11840","CE206_RS12345","CE206_RS12430","CE206_RS12555","CE206_RS12755","CE206_RS12815","CE206_RS12850","CE206_RS13345","CE206_RS13350","CE206_RS13815","CE206_RS14320","CE206_RS14595","CE206_RS14860","CE206_RS14865","CE206_RS15420","CE206_RS15590","CE206_RS15620","CE206_RS15630","CE206_RS15660","CE206_RS15715","CE206_RS15790","CE206_RS16180","CE206_RS16270","CE206_RS16835","CE206_RS16975","CE206_RS16995","CE206_RS17060","CE206_RS17135","CE206_RS17240","CE206_RS17450","CE206_RS17525","CE206_RS17545","CE206_RS17580","CE206_RS17600","CE206_RS18420","CE206_RS18690","CE206_RS19630","CE206_RS19990","CE206_RS20755","CE206_RS20780","CE206_RS21015","CE206_RS21590","CE206_RS21625","CE206_RS21660","CE206_RS23045","CE206_RS23085","CE206_RS23120","CE206_RS23370","CE206_RS23600","CE206_RS23905","CE206_RS24305","CE206_RS24410","CE206_RS24495","CE206_RS24540","CE206_RS24620","CE206_RS24890","CE206_RS24990","CE206_RS25025","CE206_RS25270","CE206_RS25570","CE206_RS25665","CE206_RS25720","CE206_RS26000","CE206_RS26255","CE206_RS27210","CE206_RS27310","CE206_RS27560","CE206_RS27625","CE206_RS27720","CE206_RS27810"
"ACHX_Oss_3 (GE) - TPM",0.215408593630839,-0.856169923860816,-0.936208085291098,-1.18621235353153,0.145437607582689,0.981504729647164,0.0467703403926985,1.35878536542306,-0.358510485075974,1.0924445783188,-0.823454029957952,0.126336983202058,1.25211117032549,0.912609307270135,0.764716149271815,0.708229436540378,0.334329985066355,0.873512862013948,0.759519788862968,-1.4032588668269,-0.160472316066531,-1.00350526293311,0.0215430261094295,-0.889834156462961,0.112577324837602,0.573798618070649,-0.892357190768261,1.08393137011374,2.19995867640794,0.721638360080484,-1.70289109780687,1.45378390390735,0.850280416037382,-0.178298563481241,-0.643717402330886,-0.348997794214572,1.61497528897043,1.06861367536582,0.475959960260988,0.712791649141059,-0.157587723595131,0.612685378629451,1.81372536223444,1.39354804089099,-0.776691283450744,-0.673331395926736,-1.31529259055947,-0.925151516955582,-1.72208415978887,1.09590292842333,-1.26271420114749,0.568855436021497,-0.0791316563397797,0.284241445666275,-0.172928866530175,0.714263655486856,-0.597619560706475,-0.00850048413307984,-0.495752968336292,-0.238707127777351,1.20704561243968,1.46615423504267,-0.913943893901125,-0.693858085674047,-0.256943086473156,1.00179999208642,-1.3975332174251,-1.33441559472996,0.324467195172314,-0.847143820546355,-0.449831424466549,-1.08055210189518,-0.82788002377744,-0.367941928065918,1.74025080325895,1.09150544825667,0.210701523229184,-1.33473806225747,0.403235318642588,-0.315523634583819,0.158746895396518,0.110154065691255,0.49699936880628,-1.09017074359186,-0.283606349929595,-1.07096528166302,0.785413471579955,2.35888045008753,2.39774582636968,-0.893607251127743,-0.196495053236779,0.598256907113889,1.98846645151118,-0.188254106374436,-0.612518459227322,1.26064836930984,-0.380809555692283,0.38004466711408,-0.386209883078149,0.981502382747653,-0.584004874184078,-1.38824788097312,1.13524922150397,-0.781844600005292,-1.62195346244625,0.0269800607801451,1.34960197984098,-0.184026068135117,0.662235516045917,-1.73947115966388,1.18533423550031,-0.887087528390419
"ACHX_Oxs_1 (GE) - TPM",-0.240249816908664,0.480542330145067,0.819338046389989,-0.973855776924073,-1.12805228455413,-0.407501888265429,-0.518737473605553,-0.735242070676501,-0.545755070172797,-1.26763698150336,0.133734283494806,-0.65083565193659,-0.682577960631484,0.569118649416063,-0.869285401768471,-0.63889236227146,-0.656731090634736,-0.547422428968648,-0.98355510680907,-0.743948355800776,-0.501491889769965,-0.523590077919916,0.557625889076884,-1.18987270665294,-0.736890861389173,-0.47121407305539,-0.271064871879362,0.820495268000278,-0.18948886753376,-0.84398014192319,0.179774536435937,-0.640822730720147,-0.822573754371248,-0.916659575492522,0.0866129546223209,0.106296758342422,-0.604941154201645,1.13103782039646,-1.02619925604585,0.555648520128176,0.0836846556185965,0.47743000140771,-0.878157670844317,0.00826580650086117,1.09968997267912,-0.673331395926736,-1.45853780642722,-0.251155851615254,-0.233418191015403,0.944350437072198,-1.1464203660943,-0.828192936224579,-0.403151002623158,-0.81391585966423,-0.381516594619357,-1.64108844978657,-0.597619560706475,-0.689883061611642,-0.460296929396798,-0.238707127777351,-0.426789772004892,-0.585566040525305,-0.913943893901125,0.0629581059424106,-0.256943086473156,-0.041504569880261,-0.628042006120421,-0.899355972162825,-0.427236179054624,-0.252469624454967,-0.0666452504982503,-0.414073661851746,-0.82788002377744,-1.35211850629007,-0.661663109110423,-0.474943567520701,-1.52955032821771,-1.33473806225747,-0.40079236197826,-0.474626917126588,-0.58133312846804,-0.163741296913564,-0.523234965054283,-0.822179232025191,-0.118291991011195,-1.02008617302609,-0.769521039695722,-1.22586601860377,-0.810058689279839,-0.893607251127743,-0.790933164180643,-1.09682668726269,-0.991802581847148,-0.5590732064092,-0.612518459227322,-0.347409508548099,-0.701346312398866,-0.77963742150731,-1.37181262029071,-1.02647170419956,-0.609968666849142,-1.01576220604686,-0.0385725405125828,-0.591145815561273,-1.91038257748481,-1.39977010469963,-0.818956674016306,0.0805572758084689,-0.428460550893591,-1.11346972996514,-0.0387947347245698,-1.26001740121263
"ACHX_Oxs_2 (GE) - TPM",2.29887049034691,1.15582138056599,0.318392115832912,-0.674796876112293,-0.842470645826618,-1.23193165130488,-0.372581494233435,0.516839500519423,-0.263922667234177,-0.994324121339259,-0.592935659728971,-0.672049488305769,0.530425498104027,0.650904910010166,-0.636573298582144,-0.281068675256835,-0.212237815846517,-0.106295395238952,-0.574416148476945,-0.124870094386268,-0.298174311383626,1.30804126849734,-0.240738051507141,-0.15005335676194,0.580276887852633,0.456771683777936,0.00284909703672931,0.0780812996577417,-0.0370632359160211,-0.910944365734568,-0.656583810299233,-0.446384693224972,0.626748843293484,1.40033205771579,-0.643717402330886,0.446240900821129,-0.0949935264254823,-0.178243023120677,-0.469912320294909,0.915536156329106,-0.762902562401558,-1.35223516493492,-0.64584730307787,0.102748237341948,0.72959660486632,0.116881333979462,-0.995318474320018,0.0459938515979145,-0.288030492266976,-0.612045085642382,-1.13038131934012,-0.310831161590492,0.217338885982336,0.0946256262455257,-1.17206531625192,-1.64427249498546,-0.597619560706475,-0.513779150148639,-0.657583417906458,-0.238707127777351,0.178260125218341,-0.772410231832335,0.081233041750442,-0.238200529369938,-0.256943086473156,0.0849095212430797,0.735991963261418,-0.63591678223136,-0.610718869432701,-0.131070898651568,0.198459064355274,1.28463854887489,0.615325764125198,0.103909684107357,-0.778814839215199,-0.00657280142376676,-0.983062371404881,-0.567761163058423,0.426382728046061,-0.804085932366259,-0.756129710568472,-0.48205121580783,-0.756718617861432,-0.928820658219635,-0.283606349929595,-1.30997886453054,-0.330775782570817,-0.959213839558072,-0.150860618035735,-0.480409474305233,-0.0331616596662404,-0.63338156261983,-0.898959115169346,-0.570830399328914,-0.272057358764692,-0.407458571290586,-1.2852185348077,-1.04503410623538,-1.53551346560902,-1.18469243003596,-0.704046678447794,-0.715458712147168,-0.0760880913400316,-0.835551450988836,-0.977674695878282,-1.25040748389158,-0.0557279428201837,-0.343949213527487,-0.225733668729223,-0.424757773797988,-0.727271551622445,0.683918021084728
"ACHX_Oxs_3 (GE) - TPM",0.152814419087779,0.44847528552826,-0.611983604490031,-0.564425602349507,-0.665099592210685,-1.23193165130488,-0.768837001472458,0.110677052514086,0.328580831243477,-1.36014055123364,-0.449763688517042,-0.657493985773777,0.991117553199128,0.601414331769393,-0.943494527176403,-0.899524435133695,-0.296449947800419,-0.777961879172686,-0.88985292406717,-0.0160302005100644,0.446678594439452,-0.535102998451358,0.715111519923153,-0.241987525020642,-0.0108402723529691,-0.189690640969019,1.53016545871693,-1.03360090586379,-0.722859172706204,0.577578281279111,0.134610347567305,-0.936920692017477,-0.227603931018959,0.378768617546153,-0.643717402330886,-0.278247372202203,-0.15247368570225,-0.0215048217147078,-0.82347730601708,0.0846052960509332,-0.12458029214055,0.0763827803225772,-1.16348316998269,0.121162376671271,-0.776691283450744,-0.459830793820601,0.164685695506531,-0.854344840980235,0.312050923328221,0.094791913959642,-1.08878038573891,-0.253080692058037,-1.11855574591629,-0.999053152589395,0.880179432094382,-1.78558717912636,0.301113509362424,0.131376627536503,-0.0105326352530008,-0.238707127777351,-0.432345840548869,-0.138551930682496,-0.107309679918102,-0.324527807128282,-0.256943086473156,-0.660746639812133,-0.984707469510565,0.0809936180760359,-0.264071690190856,-0.847143820546355,-1.13836875579653,-0.835440261216614,-0.82788002377744,-0.492455177293014,-0.465562111412158,0.189417487696313,-0.835667327745506,-1.33473806225747,0.402498767008268,-0.279058978049805,-1.02059957348603,0.597797097783209,-0.528836118594962,-0.567045680329604,-0.283606349929595,-1.18925414678424,-0.728972101071708,-1.07091953643092,-0.232174173333163,-0.893607251127743,-0.196886400176401,-0.454715969230334,-1.00538305478346,-0.835283068745178,-0.612518459227322,0.480139031751261,-0.381174656254589,-0.786004152673075,-1.17247693526919,-0.958224034097006,-0.743230334360231,-1.38824788097312,-0.262724218139458,-0.481854490611656,-1.35508132295712,0.880911441954786,0.468827779664928,0.0201442139319884,0.54825393950837,0.0134323912456234,0.234304120576625,0.767409820298511
"ACHX_Sp_1 (GE) - TPM",-0.462774990156553,-0.856169923860816,-0.684916020354297,-0.473181899055125,-0.331719695375333,-1.23193165130488,-0.03271477911347,-0.356609324749033,-1.55869293410561,-1.27616991582788,0.462127852797083,-0.586613158327815,-1.24840002892754,-0.878912659446049,-1.24359099210259,-0.60079204532172,-0.656731090634736,-1.13921076608021,-1.28111164925422,-1.65020438154502,-0.661416517747661,-1.00350526293311,-0.534508620452528,-0.0648360630268116,-0.817851125749392,-0.315287421156249,0.41453653801565,0.473040356396943,-0.00711092696373906,0.0976037759025447,0.48529735140094,-0.17736644047727,-0.693663418629429,-0.805200911449961,0.582399055429043,-0.885796680074508,-0.459354475555747,-0.433062349464346,-0.166661089610503,0.355886083869961,-0.363888912951817,-0.737887821712792,0.681915159494642,-0.813091338879023,-0.776691283450744,0.0611604426079129,-1.52571412021072,0.248231483427578,-0.222534406345664,-1.10577372040574,0.509795787176138,-0.693754110876098,0.636427294240407,1.12939456092787,-0.655509361185085,-0.981973760391221,-0.597619560706475,-1.06977864207945,-1.00308287733669,-0.238707127777351,0.508093731219339,-1.05510831007032,-0.220191462773185,-0.693858085674047,-0.256943086473156,-0.140938798246538,-0.68840358478216,-0.847481831894154,-1.16884866274836,-0.847143820546355,-0.330821584452344,-0.945274879927251,-0.82788002377744,-1.30663034976509,-1.00433233006823,0.178072687581379,-1.52644798032512,-1.33473806225747,0.113875739575469,-0.517569329416076,-1.02059957348603,-0.292187336655198,-0.364734160161873,-0.640252704108451,-0.283606349929595,-0.691339153023244,0.316770373312144,-1.02911370169138,-0.67146726281794,-0.893607251127743,-1.12235404146229,-0.276468871022658,-0.227344085738743,0.118463823570439,-0.612518459227322,-1.58117625577154,-0.45875737479164,-1.04503410623538,-0.336570856688929,-0.57004383619703,-1.74951368547534,0.17512276291033,-0.374464511139241,-0.651153356741781,0.0756615939206892,0.374314812445332,-1.19860481645691,1.08547323199647,-0.893516656315343,-0.276122338890255,-0.788005317166444,-1.95815716450889
"ACHX_Sp_2 (GE) - TPM",-0.560084975418712,-0.856169923860816,-0.714870997343388,-0.503807865096321,0.0151406802261613,-0.569608661459674,-0.0843416314350951,-0.984625127463311,-1.53083455223941,-0.295666202393014,-0.515863084582157,0.735471174456599,-1.52554333372309,-0.617187304357868,-0.923437536951096,-0.707777676493295,-0.063623883499842,-1.64505131689069,-0.573593358910208,-0.503750128238859,2.50316132885546,-1.00350526293311,-0.715253144797567,-0.585696377034136,-1.24108345933517,-0.245061231786916,-0.103719649224879,0.190456503957177,-0.422033051932421,-0.438286210300035,0.158621559834268,-0.14677033703044,-0.320924826839954,-0.850138993388179,-0.643717402330886,-0.896284595689145,-0.0449822738689112,-1.4785005108473,1.15582319817188,-0.154355440920742,-0.473276148378808,-0.176315170090177,0.054877673670868,-0.80255281112544,-0.776691283450744,-0.673331395926736,-1.87688871336667,-0.0696149702740426,0.6698180726113,0.870638712616405,-0.958079042881531,0.564752784039345,-0.5892221467608,2.48304347816118,-1.07549741297462,-1.04464356085905,-0.597619560706475,-1.55253175564406,-0.36954658708222,-0.238707127777351,-0.658394045637734,0.0765416631836379,1.74187407263651,-0.693858085674047,-0.256943086473156,-0.660746639812133,-0.801342344811969,0.0636415973517279,0.0227313105168577,0.108344225284388,-0.0125089663413235,-1.29728419895018,-0.82788002377744,-0.50767107126602,-0.885625510971027,-0.474943567520701,-0.59029374981312,-0.823032315562649,0.017412782703188,-0.0762069790285949,-1.02059957348603,-0.963658923070625,0.368725401306902,1.06279542790177,-0.283606349929595,-0.466894469430247,-0.0144579566865345,-0.443099413966083,-0.765670869727214,-0.893607251127743,0.0687499908523166,-0.00776088101875661,-0.951518059935941,-1.16844649590301,-0.612518459227322,-1.57901559247328,-1.16744141330206,0.234237946182033,-1.13884315278667,-1.00930659620815,-0.877630391976995,0.407217326127208,-1.0612015358296,-0.679164023253301,1.17229147166606,-1.08373784521134,-1.19860481645691,0.645124007085341,0.16948201088284,-0.920263968303959,-0.630845321665633,-0.676179421915607
"ACHX_Sp_3 (GE) - TPM",-0.458065711588165,-0.856169923860816,-0.856125447936031,0.158752514410599,-0.377004872647146,-1.23193165130488,-0.101067451911355,-0.589756911131262,-0.67516081391649,-0.718594368685401,-0.217216787132843,-0.324221756156807,-1.36576500006303,-0.509161379149531,-1.09027631295856,-0.393974106807337,-0.0722475692513715,-1.26126135980715,0.123857539363997,-1.36698791156982,1.65650502611225,2.03604771389901,-1.21088953798817,0.454395285676285,-1.24108345933517,-0.123852925413943,-0.763023217185388,0.373086223183221,0.0323005478961404,0.478845519020342,-0.327056180783675,-0.280541672990334,-0.729283128865097,-0.535782257008357,0.512673288358775,-0.439096854829304,-0.56449204148865,-0.359095252396104,-0.227649798601238,0.203844637342402,0.323539935762431,-0.193412862022625,0.201873623284781,-0.88546572700181,-0.776691283450744,-0.326969710946276,-0.552071555270748,-1.24579810565407,-1.25065929021252,0.192676750872886,-0.968077302318311,-0.399090836309984,-0.600275840118927,0.614723368739166,0.0582743045645156,-0.861659776076101,-0.597619560706475,-1.55253175564406,-0.632692286796357,-0.238707127777351,-0.658394045637734,-0.311644336637258,0.721807849748446,-0.693858085674047,1.26446467296849,-0.660746639812133,-0.320306964894382,-0.875172374543683,-0.288157722118525,0.0944515791494684,-0.502391281670517,0.13045540083307,-0.82788002377744,-0.928204107361106,-0.728566038279371,-0.474943567520701,0.0617619505989599,0.178058815309302,-0.8860081900063,0.141560056371123,-0.325073743125685,-0.330372021997145,-0.387025204341276,0.182826684907069,-0.283606349929595,-0.481978987729709,0.803493927725405,-1.14791821407872,-0.391045227769996,-0.893607251127743,0.839715934835038,0.129698225472907,-1.13960542198531,-0.393425805509906,-0.612518459227322,-1.3844066847702,-0.340505867450887,-1.04503410623538,-1.46787507314017,-0.369560450607406,-0.718466188702473,1.2657912566042,0.234166937596368,-0.483220154415791,-1.21889682190705,-0.129005813044585,-0.597477431569232,0.125603179227444,0.00199006561709057,-0.377320565014035,-0.644770560401923,0.25268431368168
"ACHX_Tm_1 (GE) - TPM",-0.647635938985254,-0.856169923860816,0.0461905878276656,-0.55120635334255,-0.418859614205916,0.00070699647583843,0.549386590137553,-0.425330919754998,-0.0507172205853313,-0.522046774063367,0.464564216535929,0.966156847141385,0.186408288323928,0.748106190471062,-0.277227550232518,1.30369409983957,0.171135611665783,0.806561640933647,0.024488629745613,-0.014977462871244,-0.752900471700701,-1.00350526293311,-0.929587902307461,1.724419865131,-0.487244490357023,-0.240862806146271,0.393301954698207,-0.132968737524381,-0.93008475536405,-0.137650355415323,-0.836783292202611,-0.0729414648785174,-0.204378835226723,1.56499701210894,0.44822937629154,-0.4775984650123,1.06131788369625,0.589133944095754,-0.920764686559061,-1.16040448362401,-0.348686378997357,-1.35223516493492,-0.555146804035522,0.440311103308837,-0.776691283450744,1.94314436120951,-1.56414194044333,-0.83622262329402,-0.16404840831082,0.733360951737023,-0.792547201268649,-1.02623147593582,-0.642026570507296,-0.275222385465813,-0.743639679339441,0.467862065563863,-0.597619560706475,-0.692677532992637,-0.0659069301534174,-0.238707127777351,-0.658394045637734,-0.704092387418984,1.55740612509659,1.00346216399,-0.256943086473156,1.19096163596737,-0.833993666036811,-1.33441559472996,1.74179109901978,0.041977885074024,0.747960078670059,-0.868850682711174,-0.379885988467637,2.25916908807412,0.0953899005449762,-0.329553830712785,1.09142342652288,-0.858574400645431,-0.249530872366605,0.49956443894469,-1.02059957348603,1.1293227900755,-0.756718617861432,0.712912054339636,-0.283606349929595,-0.297604266134786,-0.530268388959358,0.381283527103969,-0.429073272868812,1.15860335893766,-0.418302679960619,0.339196333354643,0.27596457280902,-0.233504421022061,-0.330693014695247,-0.359183827662877,-0.150349312088356,-0.64822867092957,0.790728094493968,-0.591000984974946,-0.289130527415697,-1.38824788097312,-1.0612015358296,-0.528921672837628,0.0180492115889624,0.495747044550086,1.0719050262297,0.341344704447733,1.6775973960702,1.81833754784626,-0.0438151051465661,-0.466989584898537
"ACHX_Tm_2 (GE) - TPM",-0.606205214502338,-0.313700867444726,-0.707995425630756,0.767184184751056,0.283576765628086,-0.116688800289512,0.508605233212526,-0.141246213562942,-0.192430571392154,0.272867683000051,0.626756973865315,-0.118426985375877,0.0440315387429921,0.752591079533487,-0.25606898729992,0.147157701153545,-0.0075794252304356,0.384035623709139,0.473477729218369,-0.340378927509696,-0.689083360961555,0.0352189626557119,-0.600379938493824,1.35952740743032,0.395821608628714,-0.0196744500923767,0.0570322002035357,-0.436374608382829,-0.49223726208469,-0.693647618453063,-0.0964696972924218,0.128066792935545,-0.0414601805740908,-0.839824346687101,-0.248537244703047,-0.185583599636918,0.451307108207018,-0.18438490188905,0.258729616182921,-0.623999915622339,-0.257470341586807,-0.362207348118385,-0.575308156048664,0.922312226178255,0.915485034474032,0.0960359393874009,0.896128596236793,0.183535105015432,0.21114919391004,-0.662046642687927,-0.256266259454498,-0.704756814798972,1.40277979508795,-0.412736673706257,0.550828415012439,-0.383648534093253,-0.597619560706475,0.00339264442001036,0.800903121855157,-0.238707127777351,0.218849912969542,-0.419937574279023,-0.466747881104041,0.329920876930636,-0.256943086473156,-0.325676111108539,-0.453027265478254,0.705802754063185,0.536612126922213,1.40529451942422,-0.440110583759812,0.174587663275416,-0.665749086962837,1.29401426376806,-0.195876580678659,-0.317092085564458,0.227374564948493,0.560844012236347,0.167290319748956,0.224541075495407,-0.30754123815088,0.226633688083895,0.759331303278753,-0.00259859177703456,-0.194155112052626,0.76663192401591,-0.0294221647791619,0.631943478941137,-0.50339626141547,-0.893607251127743,1.30700768022907,0.323874666565178,0.923255903442801,-0.398571025715984,0.305425924692436,-0.400799392467362,0.0404343266964166,0.75003546011103,-0.419330508154627,-0.200505347336831,-0.252043633773714,0.627263953109176,-0.397190762941885,-0.637703621163657,1.21272406564563,-0.564947916474095,0.033955856539714,0.173997136230957,0.957786608358774,0.525318522416903,0.00258193528708314,-0.770905485507816
"ACHX_Tm_3 (GE) - TPM",-0.810046633285613,-0.856169923860816,-0.730729797811557,-0.85311712758224,-0.384031936743896,1.67770576614709,1.01133763091781,-0.153381036013281,0.968752132553194,0.370859556521899,0.52781738545232,0.610393899889042,0.712841281726985,1.87329932334587,0.193607200814864,0.234326035441209,0.646052406486088,1.0782555583755,1.52029958582308,-0.634585183746401,-1.10689194498663,1.44302473882291,0.915501944398004,0.686813276389984,0.142920100494694,-0.0692123111737208,-0.35004248848661,-0.596273150979903,-0.444607826884954,0.000348217698359604,0.398342171691983,0.762907420121529,-0.442200388524705,-0.222253945047061,0.788246462884683,0.238853291296417,1.51552286352746,-0.511152521884895,-0.738125707936975,-0.504782110979923,0.117200887090157,-1.35223516493492,-0.669997246454993,0.76366990736369,2.41180478021423,0.184471111786665,0.583901977729063,-0.108513550352734,1.43026069655417,0.984466560206901,0.144427503527777,-0.171981251461763,1.43368596351558,-0.660449422985862,0.232179593471701,-0.132860867269259,-0.236526676688792,1.26647050786546,0.267515652379706,-0.238707127777351,0.43146545983458,0.233780449309024,0.706503180426735,0.196478811132318,-0.256943086473156,0.79623609525327,-0.0587730023441613,1.73647246139659,1.23039127361836,-0.380751069920756,-0.790200497688225,0.192909929301465,0.112109042985096,1.45790046191036,0.332802075840269,-0.169884231757568,1.20769537731812,0.163904553904385,-0.835950864040187,1.13181121103323,0.0129277939700439,1.545787657544,-0.207366970617754,0.801459480668696,-0.0242999294020541,0.837769279071893,1.0278350077673,0.600417786191283,-0.622761834156705,0.990261126271081,1.01416144321469,0.420104036115018,0.588015448586553,0.176304464135917,-0.316852874991418,-0.548825099805736,-0.214979357574715,0.203842243417479,0.629726813753709,-0.51023856282978,0.165612538982278,-0.657912599711206,1.0240773578781,-0.186242454747714,-0.341368622123793,0.816216174558153,1.03453152797501,-0.862402867184893,0.403277143175295,-0.0697302011706022,0.125543749863084,-0.471979833709828
"ACHX_Vic_1 (GE) - TPM",1.79961456760323,1.09389205974197,0.169081013307105,-0.19486425129977,1.36307034712238,-0.269756503676359,-0.53837856340075,0.543386716907253,-0.0687657899913264,-0.707091800387237,-0.0414735704039493,0.400867428366703,-0.637758607371534,-0.359485247557933,-0.199449141298986,-0.161404256294845,-0.225919369194001,-0.156969963957774,1.10075926971313,1.27580892538439,-0.625677877905772,1.09686679883814,0.657553816942877,1.34472765628884,-0.284880014177178,0.125550347892798,-0.12517975328984,0.0468093594068511,-0.59575174855169,-0.124993116631909,0.24080407638254,-0.139222035012106,-0.158887504868777,0.936585869343741,-0.643717402330886,0.822085898663024,-0.694023731105671,-0.972417741320409,-0.245072963635813,-0.259905075879751,-0.129889694107144,-0.604857461334444,-0.45571216632502,-0.207142378289733,1.23070445735333,-0.418034765304301,1.11363520895027,-0.262774913497984,-0.853388326877706,-0.746875011814153,0.227329190861259,-0.101724527747864,-0.383094391565075,0.277211807809675,0.358699754014167,0.135035893813576,-0.328951085757419,0.125434380357143,0.209927222637502,-0.238707127777351,-0.658394045637734,-0.233118513115717,0.532874019408849,-0.693858085674047,0.30375731964258,-0.299394249988388,1.45758990407923,1.54282989852127,-0.303327871324116,0.193904352807182,0.482530824949367,0.139402649705249,-0.12848814921599,1.45728511926532,-0.14459610593368,-0.474943567520701,1.01750497958963,1.82458130448362,0.0721252950807388,0.406254703550986,0.517377130405374,0.903476143938421,-0.347977610236276,-0.386444043136366,-0.187138842874196,0.426678620311501,-0.19398884351503,0.5871791169367,-0.318971121847163,0.508071004890765,-0.0796502868157621,0.120080763540346,-0.489796347987938,-0.372208231077986,-0.282536790230301,-0.851547230498073,0.479322629947124,0.348791634839212,-0.369866000989285,0.230598499063704,0.752039616000563,0.133273616229428,-0.822503650867802,0.736762483122993,1.05678774073749,-0.454532349343809,-0.644755319728752,0.536305055962731,-0.0640838324156432,1.75866745029039,-0.405952398499235,1.4173793126539
"ACHX_Vic_2 (GE) - TPM",-0.293243743488289,-0.517633740612751,0.132647247671757,0.319669534005221,-0.167017138077045,-0.18795489442762,-0.992923922070574,-0.479354451311601,-0.144349067926964,-0.570370642993246,-0.823454029957952,-0.78397354628608,-0.85524423378501,-0.813790189238135,-0.594701906256415,0.24096227334596,-0.282780526837341,-0.0635403717940514,0.166071376498769,0.239533746239102,1.02491262747439,-1.00350526293311,-0.0027152819932155,0.528724975608425,0.291220327895149,-0.736221407756742,-0.797275107426047,-0.360035354367987,-0.922864330634198,0.354177778405261,0.0576178774293859,-0.691629737190531,-0.312142213807775,-1.00968828443753,-0.643717402330886,-0.245931980978493,-1.150462967309,-0.992166896654839,-1.02342225925174,-0.381494748352007,-0.241012900905268,0.501291228329351,-0.812343033632213,-0.569928496381312,-0.776691283450744,-0.00852832150659777,-0.181661714377625,0.0627423755223226,0.238419996181025,-0.89808767463486,-0.489574065195253,0.478427682946883,-1.10979513060223,0.179871609056683,-0.85341907403145,-0.390059933497736,0.335212325604039,0.777864940991099,0.153111946405767,-0.238707127777351,-0.658394045637734,-0.817275452872323,-0.913943893901125,-0.693858085674047,-0.256943086473156,-0.660746639812133,0.988323124059311,-0.159126610834845,-0.41756458226321,-0.244714295743896,0.907184365394142,-0.602002403292752,-0.82788002377744,-0.831840906406003,-0.769572998845115,-0.474943567520701,0.969217199694821,0.923653930316701,1.45524905361463,-0.00227642507347347,0.759380641987937,-0.963658923070625,0.898981476821165,-0.547197801524318,-0.283606349929595,-0.27789364350924,-0.370011584088361,0.0339131011966614,-0.636841058624787,0.844501626336847,-0.272859129212435,-0.671685686115952,-0.372704009326752,-0.205195384411328,-0.230613557288546,-1.24671964314069,-0.0964233258433581,-0.77617630123561,-0.233101338528695,0.588411142955626,0.119524885341607,-0.633561130439072,-1.0612015358296,-0.0571775809766748,0.48998100601689,0.392026086546673,0.147492560953163,-0.0384551335819205,-0.608653297969013,1.16574312737466,-0.622426421879079,-0.139528658711446
"ACHX_Vic_3 (GE) - TPM",0.165566178835902,0.942445039036252,0.0709528277728557,1.67115440267768,-0.48981467432059,1.54134977691285,-0.913570611360013,-0.649067421547676,-1.10285172689232,-0.851185546780211,-0.308275623438769,-0.205777802836574,-1.2674433774256,-1.0119967874946,-0.63761717077948,-0.719005311674599,-0.40838500775856,-0.432237908835793,-0.143968437115681,0.654009469310051,-0.157338165083694,0.933746297383347,0.107278480131888,-1.15936254026487,-0.223457921361955,0.580356063909464,0.373129176844423,-0.112501898638034,-0.675939948251104,0.067366050296098,0.635468837795513,0.0986184870504779,-0.148661952803565,-0.174376356761832,-0.643717402330886,1.02274730524286,-0.753967486594382,-0.779050172922541,-1.23913777943568,-0.199792433582285,0.260710096323892,1.60205493151632,0.356577116109257,-0.644989074277452,-0.776691283450744,-0.673331395926736,0.23403362146799,-0.139888684486725,-0.52023826765379,-1.10577372040574,0.369794077514397,0.0396526120453589,-0.712805304201991,-0.172775811366692,-0.169909607711069,-0.447743413857486,0.331641554005802,-0.778706352376564,-0.280108743647471,-0.238707127777351,1.05560087570737,0.0505298408700586,-0.913943893901125,-0.184690565423882,-0.256943086473156,0.172475356216605,2.27043165997218,-0.553888851358432,-0.170970992789121,-0.847143820546355,0.501855490854192,0.137992731040256,0.784808062770464,-0.706960360697148,-0.449087647499312,-0.474943567520701,0.615449997738254,0.807878254327765,0.303297411808839,-1.12479982369373,0.752567084899687,-0.963658923070625,0.814102589794376,-0.00838173319348604,-0.283606349929595,-0.418340279988108,-0.327781489264188,-1.33215531694761,0.021912109800335,-0.893607251127743,0.481747854655318,-0.743319741110548,-0.440717304244453,-1.18679448066865,-0.612518459227322,-0.840625060173282,-0.0629592675251601,0.740490217114691,-0.994693950468577,1.1028440604868,0.00284782902431304,-0.636449983234724,1.14039816484357,-0.170837668666293,0.0241907389745505,-0.521057005409862,-1.19860481645691,-0.0577242605921331,-0.77771605299298,-0.0747579037888626,-0.733063642909799,0.189003733699905
