"","B4U56_RS00125","B4U56_RS00360","B4U56_RS00615","B4U56_RS12150","B4U56_RS00650","B4U56_RS00680","B4U56_RS00685","B4U56_RS00690","B4U56_RS00940","B4U56_RS01010","B4U56_RS01015","B4U56_RS01020","B4U56_RS01025","B4U56_RS01185","B4U56_RS01195","B4U56_RS01205","B4U56_RS01220","B4U56_RS01315","B4U56_RS01320","B4U56_RS01625","B4U56_RS01650","B4U56_RS01655","B4U56_RS01750","B4U56_RS01885","B4U56_RS02190","B4U56_RS02255","B4U56_RS02355","B4U56_RS02360","B4U56_RS02400","B4U56_RS02900","B4U56_RS02910","B4U56_RS02955","B4U56_RS02960","B4U56_RS03590","B4U56_RS03595","B4U56_RS03695","B4U56_RS03700","B4U56_RS04000","B4U56_RS04280","B4U56_RS04285","B4U56_RS04290","B4U56_RS04295","B4U56_RS04305","B4U56_RS04410","B4U56_RS04415","B4U56_RS04540","B4U56_RS04555","B4U56_RS05060","B4U56_RS05115","B4U56_RS05150","B4U56_RS05470","B4U56_RS05570","B4U56_RS05620","B4U56_RS05940","B4U56_RS05945","B4U56_RS05950","B4U56_RS05955","B4U56_RS05960","B4U56_RS05965","B4U56_RS06095","B4U56_RS06100","B4U56_RS06225","B4U56_RS06235","B4U56_RS06285","B4U56_RS06290","B4U56_RS06420","B4U56_RS06425","B4U56_RS06465","B4U56_RS06545","B4U56_RS06730","B4U56_RS06735","B4U56_RS06865","B4U56_RS06870","B4U56_RS07135","B4U56_RS07195","B4U56_RS07230","B4U56_RS07355","B4U56_RS07360","B4U56_RS07680","B4U56_RS07720","B4U56_RS07725","B4U56_RS07730","B4U56_RS08025","B4U56_RS08090","B4U56_RS08095","B4U56_RS08100","B4U56_RS08295","B4U56_RS08300","B4U56_RS08330","B4U56_RS08465","B4U56_RS08545","B4U56_RS08570","B4U56_RS08955","B4U56_RS09165","B4U56_RS09275","B4U56_RS09280","B4U56_RS09330","B4U56_RS09420","B4U56_RS09430","B4U56_RS09440","B4U56_RS10505","B4U56_RS10560","B4U56_RS10565","B4U56_RS10570","B4U56_RS10715","B4U56_RS10720","B4U56_RS11105","B4U56_RS11110","B4U56_RS11115","B4U56_RS11120","B4U56_RS11125","B4U56_RS11130","B4U56_RS11440","B4U56_RS11625"
"SEPI_Oss_2 (GE) - TPM",-0.426718513684143,1.58250086596042,-0.382467278970237,-0.503567546014992,-0.281491171755374,-0.325421735332703,-0.329287081773678,-0.91555733872191,0.0461562033693361,-0.396126581995751,-0.387530440148573,-0.381265747048647,-0.595628722278417,-0.577650864576271,-0.357095771758756,-1.60417483849325,-0.229306487790906,-0.397370171092585,-0.499767700023075,-0.903733258887415,-0.307342551034479,-0.303107932502494,0.0204434327389283,-0.674127741821358,-0.807547377827486,0.0339927797164336,-0.593987148400566,-0.328375340733237,-0.411030788972312,0.580853845322588,-0.341879318639095,-0.434047843655752,-0.485703879836771,-0.571127928862857,-0.325263816323747,-0.52376464736062,0.464265022454671,-0.514644195415837,-0.353209786271185,-0.344591434920308,-0.325579347752205,-0.026922105838076,-0.173639880821458,0.176913701775018,-0.319309649044077,-0.744058022395936,-0.718320274129414,-0.520839887527591,-0.429160041783464,0.098781709674833,0.0545026933633547,-0.332128357088951,-1.24516578005667,-0.998656432296277,-0.659084041347654,-0.415296499964069,-0.352305143018925,-0.713265288871254,-0.352776427840407,-1.01417387880545,-0.738956194315789,0.0991365678076798,0.0688487265092651,-0.384106323361028,-0.282616733348159,-0.864653955901567,-0.510355348746489,-0.666221328132077,-1.04767968142133,-0.385370493423523,-0.706236627840532,-0.480770221570021,-0.359985910489289,-0.539723994206985,-0.4836849033147,1.35105829734794,-0.609751406895001,-1.15375375392002,-0.103866235434401,-0.392145435472788,-0.438249776691119,-1.04654484403274,-0.26439275368045,-0.0603030202376549,0.689081255152522,-0.640784234988545,-0.169820623139013,-0.54707275242515,-0.0322184438667376,-0.474925448771045,-0.190637084972922,0.424642223349158,-0.709043947545384,0.27374288804376,-0.191789545049637,-0.789102755701273,-0.693370146160131,-0.590025154121028,-0.00153909892159001,-0.62098923920264,-0.790937634313138,-0.314603810588991,-0.309456128928251,-0.278207114539432,-0.20175255295634,-0.329690998763241,-0.251621099820867,-0.076153272246921,-0.348866686858657,-0.107074024895389,-0.0727588098631397,-0.453283747060281,-0.346076479483576,0.538613178360709
"SEPI_Oss_3 (GE) - TPM",-0.370692043434835,0.470998466500779,-0.430715425490242,-0.269639639285149,-0.513581581969192,-0.332173958093249,-0.431210129436882,-0.679875437109448,-0.137453049205726,-0.409131440201729,-0.392847733516629,-0.373963068314462,-0.702658580216667,-0.95840730033292,-0.761297432984532,-1.71581382648703,-0.330341055658632,-0.388504072867607,-0.492640460073428,-0.887761413963873,-0.306314760878939,-0.319421420083632,-0.840171776852766,-0.638243077809141,0.406732019937799,-0.0908710548331445,-0.871381367057146,-0.650462185388431,-0.104001601188502,0.681656305022385,-0.344299471958841,-0.310452557027753,-0.48246110025774,0.587306473033982,-0.329074298119038,-0.487248032531874,-0.102294262169843,-1.0301049436142,-0.297585259265785,-0.43687726835219,2.17567881758606,-0.405668397799672,-1.21313802129598,0.00976829971450112,-0.402764994060858,-0.946963722114859,-0.756491340872701,-0.792832876940405,-0.409406749323366,0.486915933104829,-0.850597471912502,-0.33047604728088,0.844808256317853,0.326891682019268,0.0980671191714616,-0.0188997764179351,-0.213017639111293,-0.235381673906051,-0.291754704045136,-0.108927592798509,-0.24907587010404,0.924164741064755,0.174104737416437,-0.489476950481686,-0.422053600417126,-0.322432574235054,-0.0960263747191086,-0.181782510266774,-1.05197720183184,0.0984533582185464,-0.366659263471825,-0.444151885643328,-0.333987777496423,-0.539723994206985,-0.474418966875808,0.855873406936423,-1.523718485447,-1.17891562671829,0.499617481090073,-0.367025461321108,-0.330962409497414,-0.771730244220977,-0.532535469771591,-0.456546445190294,-0.494924853701484,-0.640784234988545,-0.551337444041909,1.93590818571973,-0.2844395944344,-0.481718182445398,-0.410595292244559,0.980816680001967,-0.78538513403069,-0.365160038470646,-1.56373496193479,-0.736618012659905,-0.928815571993005,-0.310348353624323,0.0652940630454504,-0.505926411301213,-0.234553176948226,-0.310675872200511,-0.320713139107822,-0.290313778798216,-0.226332799966703,-0.431172422441504,0.630023713334858,-1.01475428249166,-0.221322289813821,0.132917180024519,-0.12866382432983,-0.334467825129346,-0.596748745172084,2.64649409940897
"SEPI_Oxs_1 (GE) - TPM",-0.36468407323841,0.395865430894597,-0.421348944037648,-0.699215452879196,-0.520463113137943,-0.269722867778961,-0.282654687800489,-0.488986610970346,0.286897968839655,-0.403039054915375,-0.382493151033124,-0.376346819852082,-0.364814347846589,1.30789256794482,-0.658097073090184,-0.735197991437345,-0.472315404752191,-0.391283609665343,-0.491488677424401,0.516716220172953,-0.2983152314419,-0.267700095463293,-0.494429931873969,0.0804819312543055,-0.771980155576779,0.201674492780573,0.0163652244839242,0.210263550746747,1.19990575210331,-0.347947682029741,-0.0249219601596208,-0.458045871333168,-0.455172096138602,0.163037022918224,-0.331975537775861,-0.366304079869609,0.0937771551784765,-0.579719888863281,-0.342878464672137,-0.32619017700053,-0.73755967964812,-0.400103262245239,-0.0960204017889176,0.254108149314967,0.858623535420509,-0.355401806011558,-0.137713950523473,-0.486515057394424,-0.286563592924674,0.0759219106885061,-0.412305997903496,-0.314447746180459,0.983823994808465,-0.0976656450665931,-0.181013950263833,-0.162387539116184,-0.220877398213727,-0.32008788796341,-0.200367617203587,-1.02656715780497,-1.05461365988572,-1.02970906080915,-0.228929543854929,-0.207223556798183,-0.176991987876484,-0.376567391936115,0.0751085498586039,-0.0791187839716339,0.0130029386097183,-0.336226981797698,0.0972705898671261,-0.371236295954903,-0.347235875857959,-0.0548638324743974,-0.275402448777013,-0.0437282145728965,-0.256121442163274,-0.643984110435957,0.860038740087758,-0.386377134201724,-0.306894883389745,-0.559222241477985,0.683178566203267,-0.14013484658943,-0.494924853701484,-0.234310323412967,-0.212653295475008,-0.50533093102793,0.149436958987651,-0.503361848410204,-0.29610898956577,0.926008053185794,-0.8047490719362,-0.569548063274766,-0.567791983515571,-0.137306410617112,0.528988093168181,-0.191348894225114,0.644041133601612,-0.451227786202748,0.672690247814352,-0.261310404757316,-0.253083397007363,-0.251409156391997,-0.446197502763147,-0.370748549496372,0.428751536721286,-0.0251143845227325,-0.066166419729427,-0.138042553197016,-0.101494080880191,-0.0742337634772706,0.0436503838337635,0.450202844667917
"SEPI_Oxs_2 (GE) - TPM",-0.525450717877096,0.245431391568586,-0.411030333567848,-0.11105811779405,-0.586411233366014,-0.106603549509993,-0.291827977079539,-0.652139652518673,0.278608890384756,-0.406679648601664,-0.38488996227584,-0.379559253193983,-0.430761599720331,-0.28218280237252,-0.12886500993203,0.915083108750347,-0.645074040668985,-0.390653721170701,-0.487986074881867,-0.143406791426418,-0.30170843628032,-0.284609583846649,-0.816115882196726,0.00094727557665439,-0.660721397785836,-0.00770837061813218,-0.0763705577501916,-0.0559059435247064,-0.0325007429110367,0.45404193644685,-0.271073072868861,-0.397139006258456,-0.684656637735039,-0.30929648229321,-0.319156245337296,-0.448515886465589,0.341898444989996,-0.65173559643885,-0.482047133044778,-0.511198130855719,-0.73755967964812,-0.38260840390622,-0.378043903098019,-0.75004934928791,0.0822887059703752,-0.303039955247187,0.40396314920215,-0.291741299160428,-0.346009264265465,-0.269884341240075,-0.351442012172894,-0.312467648586597,0.850822662932212,-0.358334845612722,-0.46311137792482,-0.265774666868943,-0.279531005267409,-0.388796862402205,-0.232612311566651,-1.04546000424029,-0.968121496325238,-1.88012374544009,-1.46416904686763,-0.562206265995606,-0.469074966747923,-0.408595472289572,-0.564854041263806,-0.635071552666678,0.253273043253147,-0.692979835012338,-0.194792227546465,-0.387882136441613,-0.344357538598766,-0.539723994206985,-0.259528261481509,-0.564721688797791,-0.956911883309887,-0.49141406757405,-0.873504952643463,-0.456206650176069,-0.503792073470297,-0.678934081424537,-0.83524835184456,-0.456546445190294,-0.494924853701484,-0.640784234988545,-0.299704567747261,-0.407913542605994,0.150961185571893,-0.516002530858703,0.109896212537851,0.272044937855839,0.880013604471622,-0.841936445358766,0.559035030033314,0.685454923645131,-0.204978957800139,-0.414091917615997,-0.114063125475372,-0.368126614124699,-0.539449080506568,-0.200657519988036,-0.221120902309633,-0.237341455044736,-0.437389483320668,-0.498056560994833,-0.514376763512636,-0.780496529099376,-0.663105869587392,-0.50061316085134,-0.666849152201484,-0.522279857995204,0.0889590148284191,0.292008238813322
"SEPI_Oxs_3 (GE) - TPM",-0.434393309965746,2.07501329631762,-0.419373761493323,-0.188707927603854,-0.436543596578944,-0.292499810188903,-0.314271351812218,-0.272532716468813,0.254928020287243,-0.404475854219155,-0.381354345601343,-0.379284870469303,-0.406477368244906,-0.186555328290694,-0.452056691602847,0.493813980846854,-0.487987809917457,-0.388762152221823,-0.49810309980203,0.297827180748229,-0.297033138844877,-0.308755543318735,0.345523849368623,-0.329923509201886,-0.637907958573512,0.481899979934716,-0.373628935618116,-0.163020964483709,0.150907592085437,-0.0465863867846112,-0.164086281314917,-0.398510459909899,-0.384792147382754,-0.239755512790078,-0.313900076568221,-0.417275362566991,-0.187731428893603,-0.909521782777352,-0.606617441687695,-0.609345105606478,0.503292155758255,-0.48882909203153,-0.528916479980221,-0.112166041817958,-0.239245822824192,-0.429529135272871,-0.51136294115521,-0.736107921684748,-0.271025332428403,-0.647671572664084,-0.0896177149051781,-0.308434076311649,-0.291386241016831,-0.544883825727172,-0.335271197314227,-0.126132607542252,-0.169422160194011,-0.193208310595057,-0.0240206956897026,-1.0363880949051,-0.761687705528414,-1.04554309935391,-1.29885823782571,-0.110608706412523,-0.287852416048643,-0.266774338782224,-0.0950181263915431,-0.551134704985848,-0.26571679725747,-0.503720084726187,-0.585590545274583,-0.312471552776974,-0.26148706166462,-0.539723994206985,-0.238354165425781,-0.655714691516324,-0.613019123381863,-0.184893127722207,-0.134244836332078,-0.328416925653209,-0.364293132628105,-0.543305723957317,-0.659265554258188,-0.115559722489497,-0.494924853701484,-0.476517729433283,-0.595271473519853,-0.161189492242125,0.0344576410384006,-0.512146208069735,-0.258960454188416,0.0262524283236705,-0.573717402566064,-0.532416684994784,0.153538785646545,0.235984297798029,-0.485062863355259,-0.756773806981088,-0.221432880973125,-0.750654502485274,-0.460231156200433,-0.237144376918752,-0.251055832583093,-0.25815007514591,-0.258418182807266,-0.454702890547997,-0.0884304959365907,-0.550254159320939,-0.0989546830868051,-0.396272510632265,-0.454460418263628,-0.210933527362171,-0.760722982913752,0.266779071059637
"SEPI_Sp_1 (GE) - TPM",2.88954206941511,-1.67888881963601,4.01322761117504,1.85115399227712,2.91234174716886,2.84879196919725,3.31832864550537,1.35759784169004,1.442446269053,3.63562738395066,3.56436403117836,3.71204941428731,3.8868984289668,2.07987677423241,2.99806759050099,0.699638131008656,2.95776098516453,3.3103097766021,2.80138000491553,2.23297165832458,3.08528657585809,3.42476148578598,0.965048943831091,2.48461087053938,1.4484107797515,1.96680940815378,3.98787462663437,4.24851226989482,1.68251837114407,-1.77659173665856,3.33315561345294,2.60027127092623,2.87475187249142,3.578745919858,3.34685042844045,3.35950013763076,2.21089848281728,2.11385804922291,2.55432181634116,2.62761198071943,2.23368037941286,2.96709288992897,1.33548808802056,2.18213909683487,2.31810739622622,2.90995460996785,2.98786128171375,2.95003652855723,3.3524531502626,1.89283593101136,2.44743947918203,3.23007037855692,1.38230840413879,2.58951455878068,2.37001996103081,2.67458224115781,3.02461283852194,3.11533291241333,2.91772993967948,1.29566423155267,2.73136848002464,0.422583411633434,2.73572548310457,3.34248355489867,3.41003355129505,3.11391282544795,2.2217595843532,3.07609716030346,2.80863638009279,1.9554042210644,1.42378646358182,3.41726898478976,3.29252908173427,0.828752859033995,3.41761068936893,2.09698547722195,0.96259230742391,1.7594693632177,2.24223441999086,2.96969241902659,3.09442054540471,1.73828674933911,2.41602308952386,4.26170803362116,2.97410930067993,2.57148295780051,2.62105445858802,2.13111980511004,3.26298468196252,3.10444994671034,2.52576469195137,1.89779483530114,-1.82774101254346,2.71368209901785,1.09731184466279,1.92153358389994,0.733979532452675,1.79778723839817,1.76372988440128,2.52594428798437,1.43309993144461,3.02535497549201,3.28939290642911,3.48293060647734,3.6277252259531,3.58265463800473,2.9688902555922,2.78696321709561,3.12376099984089,2.66773131479578,3.28322271760698,3.48898543864036,-1.89442963072196,-1.93332189581447
"SEPI_Sp_2 (GE) - TPM",2.0380512672151,-1.93182285690678,2.76371464801986,3.35593618238525,3.3208316145956,2.70958810163877,2.90707523492372,2.26074576354268,2.56577570346178,2.76795252714218,2.9354698419012,2.81888288796837,2.93558248878615,1.51031384085215,2.25693856368967,3.76620777069655,3.30225652239014,2.79171733669399,2.36729630712402,2.74658816686672,3.13174238595672,3.13456997045972,2.78846839623977,1.87956023534042,2.35479205552357,1.30292304403165,2.81646372807523,1.92832279311947,2.30746692716518,-1.67008488109904,3.132124849426,3.45043212166758,2.73117708894207,3.54607769165973,3.32507264962355,3.10236979240404,1.85941521118482,0.315036537163429,2.78947617724247,2.2556771165484,3.7249963404709,2.97484167923868,3.16258472232008,1.73848843511175,1.78550163600347,2.08044879128692,2.17561650908815,2.87298634107522,3.20738362164763,1.35438361047552,2.26756034464948,3.05949023139322,3.20131106747166,2.10980357961176,3.01250745049405,2.67389235392585,2.8220291656688,2.53231433342126,2.58397035599888,2.08517741103039,3.07821413244858,0.26761730134758,1.15885422621039,2.33886544768961,2.52908236824374,1.92560908343065,2.25159501958758,2.11962298891472,2.3282341295188,2.07837458291261,1.9396253653691,2.91791281404527,3.1017872124455,-0.539723994206985,2.79257124355025,1.2796102092935,3.20051984308406,2.96101431457109,1.91436547224948,3.05233876427453,2.63842624691833,3.32794408774671,1.10314573107297,3.19173380698181,3.56636037428185,2.66748463896073,1.22918326179948,1.33675381431533,2.96355525578596,2.12169637283292,2.35961347302319,0.792619845505736,-1.83363962017547,2.30016715443198,3.47995188244374,2.23002122179662,1.54218777808306,2.33943725092847,1.93593044101572,2.19952155508732,1.63200064056654,2.83533617574519,3.06097689193038,3.02947025267166,2.34685051601049,2.37393581483831,1.82158594322268,2.87739913929041,3.23423391759555,2.94792003872903,2.84912150195559,2.14742587762436,-1.69929323684478,-1.65663588537773
"SEPI_Sp_3 (GE) - TPM",2.40292434938948,-1.44275404592399,2.65868483363873,1.69230915679524,3.07289064817184,3.99561651906376,3.53537894388911,1.03451822961892,3.28421679565386,2.76442807762329,2.91576625601674,2.93973522288058,2.03565561250983,2.99025584116884,1.95447254074361,0.211501276659497,2.55540155763796,3.46577468922718,3.30036389260123,1.52374833256053,3.57262419743494,3.24145655693472,1.241181614006,2.43693750055263,1.73437508408181,1.83322245514228,2.0652555303443,2.57842014150464,3.67291342430276,-1.82847955609464,3.01980739922475,2.8919038740079,3.28652143869918,1.68761828863346,3.10003066970231,2.86127455260263,2.18237774048994,1.8740781151043,3.4496566350777,3.67288384432361,0.124543741625116,3.16104482704058,1.94537061170538,1.8946444541492,2.65291651950747,1.82427680638289,3.87898380946893,2.99940908281382,3.16487369447679,2.63084863106683,2.23373819619546,3.49710110516575,1.20297609752175,3.24514973541775,3.05493079516411,3.54541153470932,3.30525563701393,2.50672475402541,3.48990340566812,2.02086017065465,2.32791092947079,3.18706279555391,2.15896318456081,3.12576486148299,2.91393408691875,1.49775856590075,2.64744478831888,2.46872081559135,2.40513339037867,1.62789653767386,1.30751630972098,2.88831793601009,3.12604083377854,4.22502831235791,3.45270906442605,1.5450130141774,3.05634221410034,1.49819815622066,2.44650686819403,3.42000327075212,3.31036521075021,1.73376687834083,2.53697188692905,1.3572686668774,2.75696734936528,2.55477219364101,1.82498340242382,2.47198349638454,2.93546752876014,2.28014763789541,1.81945376324551,2.82455222309385,-1.40341499235108,2.23617784311569,0.263208357769733,1.97364677590479,3.54079931920245,1.76268026022099,1.99219673558858,3.95183368700426,2.46655263958904,3.79119862939645,3.37980030050242,3.2420448994488,2.94941123625063,2.64220111253683,2.40989299394076,2.67967369696637,2.62190779828304,3.67295502491046,3.30247986860003,3.42314124379434,-1.57418499572034,-1.81625226435844
"SEPI_Tm_1 (GE) - TPM",-0.0634112234937534,-0.621392784754842,0.1009723650479,-1.26872864949986,-0.862788222225725,-0.569152381758393,-0.333115228327699,-0.748624994956748,-0.945142541274209,0.84657998566169,0.568593299962374,0.510086724745638,0.0705449872031008,0.0741492037875731,-1.14939249606602,-0.0655918119136063,-0.707334311047165,0.241821912503572,0.556185058640168,-0.930120709496473,-0.279416135636535,-0.333235248311574,-2.00366977439127,-0.399389944157504,-0.568247604571435,-0.504417362521913,-0.155367696648065,0.0893265756406812,-0.724364386555225,0.834990925325099,0.197946783077667,-0.308395056203126,-0.264941054556964,-0.416538078376877,-0.0955156296399014,0.580094315842816,-0.485486840149908,-0.572792931631441,-0.953080942998954,-0.929518133977518,-0.73755967964812,-0.505506960074964,0.00284775143361409,-1.47865397855615,-0.379718274496638,-0.318301473373621,-0.736759052692333,0.196827880004444,-0.194490248008671,-1.20374813803998,-1.23878840416925,-0.153490012156148,-1.24516578005667,-0.488693176633567,-0.901246669304071,-0.644803807809454,-0.440250671756912,-0.694277359794412,0.212022422945069,-0.891281448679185,-0.735748546235209,-1.17260866597891,-0.252451804219152,0.126150677988778,0.607138244964593,-1.53824309385705,-1.59287716194133,-0.815727938645625,-0.136359798628935,-1.52123247902583,-1.40645726069666,0.60755925597085,0.316058226067788,-0.539723994206985,-0.252238839163484,-1.69802158818441,-0.359236458021165,-0.681732030192526,-1.62010347776903,-0.0130087283628417,0.181111217420722,-0.124340320261177,-1.33336905459858,-0.456546445190294,-0.494924853701484,-0.640784234988545,-1.08311480357368,-0.876297478213992,-0.683591521791717,-0.0445041234267515,-0.455131242501283,-2.10127656057504,-0.0688902313873482,-0.354403989489334,-0.414814408862534,-0.423841175155866,-0.796693537483053,-1.7465703426625,-0.574230778230588,-0.121680214985838,-1.50247431426608,-0.389679458041821,-0.396386388454852,-0.37504400848771,0.114839773748039,0.0484274187392409,-2.02187898878169,-1.45634611587645,-0.948771209739913,-0.909269772548189,-0.546454473051698,-0.48328416421426,1.88677455776992,-0.321246785425866
"SEPI_Tm_2 (GE) - TPM",-0.218501069638795,0.441724936960961,-0.00411730569237857,-1.02323367131686,-0.676107178708807,-0.577633934083684,-0.385191269703547,-0.957368696120028,-0.569742157295481,0.759299634741812,0.563141483838413,0.468113999179816,0.074758167105757,0.157527658295449,-0.882778372766074,-0.239526333439428,-0.334660903372722,0.172041639791093,0.664647983917126,-0.879905688133354,-0.280064054384108,-0.329129974958773,-1.743413161291,0.380963417632192,-0.204889906121667,-0.569935132780385,-0.0233553372018614,-0.0527992033783911,-0.557339011331074,1.56033278795495,0.311571085623605,-0.399946566229414,-0.260672130864585,0.0595998449126984,0.00507603918609143,0.675955341324281,-0.354404310656838,1.07191782039077,-0.872280833608058,-0.876324882359022,-0.686164111888529,-0.539371079014094,0.171756563801526,-1.44221786370135,-0.331160978676181,-0.283607518972926,-0.451082356664926,-0.0806279285770404,-0.166107847923541,-1.03192116066129,-0.724427997859975,-0.156266652930972,-0.569188727920294,0.0621906461008539,-0.722914661474762,-0.536014582169811,-0.558431327130189,-0.642066385504933,0.0574249046114999,-0.575802042227222,-0.293415479428902,-0.543635090032039,-0.909599553137135,0.00877178952820061,0.492140051272,-0.949317870147429,-1.51093371680157,-0.911914487113322,-0.402387148745301,-1.14078175791379,-1.30332540726746,0.721516926378901,0.445658696918721,-0.539723994206985,-0.287261502014017,-1.59796352622809,0.564641580707934,-0.253233130815586,-1.42211687438334,0.180324653408477,0.269789303999547,0.272705964342087,-1.68929712395149,-0.407114095609668,-0.494924853701484,-0.640784234988545,-0.668990331330839,-0.870269129536701,-0.634736795540661,-0.0805982324405673,-0.473133738359266,-1.81797905698518,0.214381183124849,-0.092452052913044,-0.630169915171186,-0.568810964282047,-0.435843582100575,-1.50612005436474,-0.688964116290217,0.15125430483926,-0.939156403616143,-0.372197585420419,-0.386034369417328,-0.368472030225074,-0.0128814220891731,-0.0749403382823193,-1.51478631367711,-1.24389805138846,-0.770452593636471,-0.703148369657424,-0.484776896864694,-0.55048717410355,1.51920965599028,0.39338815007853
"SEPI_Tm_3 (GE) - TPM",-0.214297636023774,0.302839525263161,0.024307430811794,-1.02664979222548,-0.660409388526063,-0.522005482415934,-0.377340420923182,-0.941723690974575,-0.434207922112978,0.819423560948601,0.609444317560585,0.431013813361409,-0.0194882518836186,0.28260733355437,-1.06218009934316,-0.854500266695248,-0.430166722626795,0.206698919460756,0.625479019290439,-0.928807204192269,-0.279211800775307,-0.327655260219145,-1.42975197098473,-0.0909102252805972,-0.516851953572499,-0.584884621817744,0.152859988720402,-0.0109597626309902,-0.479144440114726,1.20989843392403,0.436308894345352,-0.384608874500829,-0.308528735065997,-0.410001862118858,-0.0234809466867457,0.686441936060543,-0.350322252149035,0.159803498413726,-0.851425362334804,-0.924197655025206,-0.73755967964812,-0.505599546287491,0.746187696927411,-1.43298832778416,-0.164892346294519,-0.418970520868354,-0.176355862967049,-0.107346509611072,-0.218414305018633,-0.906009294510943,-0.814054120034457,-0.159337980769303,0.383600208864969,-0.261467964033698,-0.725681727828119,-0.327279049038172,-0.448770014062701,-0.4947874054293,0.131755527765488,-0.60487058607067,-0.814223821826798,-0.435950455347822,-0.524287711471632,0.366492291470652,0.477449260538172,-1.06860087989468,-1.36774469575845,-0.884239219231063,-0.079390505856465,-1.33588797718788,-1.43011927930954,0.693637069917926,0.471604573132869,-0.539723994206985,-0.261775703805817,-1.69567470568752,0.42027916515795,0.915198152409172,-1.3511415362477,0.310698116577689,0.312470652716376,0.363543302456317,-1.48809108490574,-0.456546445190294,-0.494924853701484,-0.640784234988545,-1.06007201979932,-0.972108986096088,-0.643566444560599,-0.0969579221107117,-0.584350548764948,-2.00671468798841,0.628914710511978,0.0507050831814335,1.09391782189713,-0.296033138395773,-0.125992483801839,-1.63354777114587,-0.459804996772542,0.208259058127349,-0.959606159978718,-0.376750742749276,-0.384695032539245,-0.369559006278553,-0.00452950873113873,0.00500717595956679,-1.50015509306613,-1.25948341718159,-1.14954990062568,-0.688114868252816,-0.41921492624752,-0.594967702175652,1.44049971298104,0.48598908130005
"SEPI_Vic_1 (GE) - TPM",-0.587772712152361,0.874693908463611,-0.242244974439075,2.36058638496887,0.051606281782971,-0.548142567410314,-0.385612756801808,2.77376228570245,-0.715449330288994,-0.393902398720266,-0.355306790234202,-0.367500337895843,-0.581249917421113,-1.4899631684646,-0.411332366488605,-0.113702538850221,-1.02467035540285,-0.400760918160006,-0.493868009880631,-0.871131762176735,-0.302022624867052,-0.336546330498736,-1.7746639674746,-1.36523302018533,1.247732032782,-0.578216358829643,-0.390286011833292,-0.775544826836082,-0.861297649054986,-0.253828083955916,-0.0645134608129905,-0.435997180081933,-0.581277785132466,-0.537027542225376,-0.293350907520593,-0.511258224007861,-1.31932669297366,-0.926061153884246,-0.701335031352055,-0.778123650760977,-0.257188833358079,-0.633479945872733,-1.06708058860018,-1.28939715489067,-1.3562301445176,-0.561951689636649,-0.686153111324923,-0.62551820899427,-0.230586931617249,-1.46649934387559,-0.705412118777424,-0.315732874312963,-0.361522689279796,-1.39870522407202,-0.924646896311967,-0.375964553656049,-0.18341088319713,0.165933093232878,0.155356260699308,0.486017923682339,0.412730780113928,-0.759752820453655,-0.642438181414546,0.686541253877942,0.502319546938861,-1.31962763677486,-1.22564102282871,-1.08772650853076,-1.38547854086141,-0.817757977476406,-0.126583809330229,0.0186870623124016,-0.121203499459049,-0.539723994206985,-0.326531827538708,-1.06236354462795,-0.919683916480135,-1.64496469938981,-1.2175938761163,0.278461377464843,0.647604333674258,-0.773259995186997,-1.4964740158487,-0.314385969828943,-0.282531586597385,-0.229879006885705,-1.22006908335689,-0.464778864660372,-0.68811610408203,-0.423422278017825,-1.16506331065412,0.353418676621776,0.465178526893688,-0.645045569191612,-0.087094086028557,0.41385568222545,-0.505030212016418,-0.552899411592875,-1.70159744774091,-0.744447781728304,-1.7165304754779,-0.372084193104541,-0.359099287808935,-0.341629964986588,0.032485551006907,-0.0059733926667149,-0.80007538386936,-0.469231982979899,-0.684235950806088,-0.499669512138264,-0.608348213841945,-0.578435849387511,1.78175858043893,0.38000104321958
