"","YPK_0011","YPK_0012","YPK_0064","YPK_0068","YPK_0069","YPK_0070","YPK_0071","YPK_0116","YPK_0117","YPK_0135","YPK_0157","YPK_0176","YPK_0177","YPK_0270","YPK_0431","YPK_0448","YPK_0498","YPK_0501","YPK_0520","YPK_0528","YPK_0550","YPK_0599","YPK_0600","YPK_0601","YPK_0604","YPK_0634","YPK_0639","YPK_0641","YPK_0742","YPK_0750","YPK_RS03765","YPK_0827","YPK_0967","YPK_0968","YPK_0995","YPK_1013","YPK_1014","YPK_1025","YPK_1032","YPK_1046","YPK_1097","YPK_1104","YPK_1269","YPK_1299","YPK_1330","YPK_1331","YPK_1332","YPK_1349","YPK_1354","YPK_1439","YPK_1440","YPK_1453","YPK_1464","YPK_1672","YPK_1784","YPK_1812","YPK_1813","YPK_1814","YPK_1815","YPK_1946","YPK_1972","YPK_2009","YPK_2010","YPK_2026","YPK_2033","YPK_2086","YPK_2087","YPK_2136","YPK_2245","YPK_2249","YPK_2251","YPK_2252","YPK_2463","YPK_2478","YPK_2479","YPK_2553","YPK_2561","YPK_2621","YPK_2622","YPK_2690","YPK_2700","YPK_2703","YPK_2756","YPK_2842","YPK_2857","YPK_2944","YPK_2945","YPK_2946","YPK_2974","YPK_3007","YPK_3008","YPK_3025","YPK_3026","YPK_3161","YPK_3165","YPK_3166","YPK_3169","YPK_3195","YPK_3232","YPK_3233","YPK_3234","YPK_3276","YPK_3283","YPK_3285","YPK_3480","YPK_3492","YPK_3594","YPK_3624","YPK_3625","YPK_3626","YPK_3627","YPK_3637","YPK_3678","YPK_3736","YPK_3737","YPK_3742","YPK_3776","YPK_3808","YPK_3819","YPK_3824","YPK_3888","YPK_RS19560","YPK_3908","YPK_3939","YPK_3950","YPK_4011","YPK_4072","YPK_4099","YPK_4103","YPK_4104","YPK_4143","YPK_4162","YPK_4196","YPK_4216","YPK_4231","YPK_4232","YPK_4233","YPK_4234","YPK_4235"
"YPSTB_As_1..GE....TPM",-0.552391172154449,-0.524973775770718,-0.750039165769177,-0.0849221735542645,0.124527979890891,0.0215548000324419,-0.212570741717395,-0.674560606796321,-0.536003647685417,-0.895605419780769,-0.604800836605878,-0.281259039114835,-0.491110878741643,-0.735431857247308,-0.00336856929292142,-0.925031494137305,0.609606818866624,-0.447164441667998,-0.753542407463374,-1.05969643633878,-0.580467611706665,-0.673735274189559,-0.792846702448584,-0.510629368038848,-0.55696279949963,-0.583250514526834,-0.977092170990106,0.191704066869356,-0.32824829199448,-0.365028362723152,-0.500159911272244,0.0123920186996462,-0.477144840040054,-0.729352304761159,-0.631977919296031,1.09731398255497,-0.449364431765758,-0.557446194113604,0.168572156011929,-0.506359749012429,-0.305055072537326,-0.627214627526967,-0.362026024073773,-0.414336154502623,-0.581656866654492,-0.703977693300076,-0.966628880402502,-0.0702364405413991,0.682954248573433,-0.550584908304124,-0.00678319857344545,-0.670928094455676,-0.375416190683383,-0.374254555966539,-0.738073297093472,-0.504492926617849,-0.467878680019363,-0.496329941034818,-0.567715405121146,-0.695555967980445,-0.416771222084781,-0.542953221900407,0.775621246461411,-0.111122976380716,-0.342807417779658,-0.477851408926413,-0.759141270508581,-0.564078919813701,-0.910703944619513,-0.562932781500728,-0.526396389331217,-0.305362309518306,-0.0908773782343249,-0.305557770849505,-0.349195484988041,-0.104597042926416,0.167088701247336,-0.503972087084385,-0.514405009073134,-0.916423541080959,0.341602743215165,-0.968301135438482,0.679396146947039,-0.442821894234807,-0.340724315755229,-1.15331822523389,-1.26134181175181,-1.11678909560363,-0.576099257026917,-0.459786342285405,-0.629014173764294,-0.568845510001443,0.592087681865826,-0.61025841634239,-0.488343545149624,-0.957876026308353,-0.328304585077091,-0.661111601643518,-0.637925229298588,-0.726429347937157,-0.561153363218398,-0.557335093871149,-0.674456452312902,-0.615058349690673,-0.699030590544854,-0.372743298489271,-0.683942585339869,-0.693044761124944,-0.881969162396883,-0.554074621253766,-0.260154183369396,-0.206142434823817,0.396037403145709,-0.421743241727313,-0.542436153077143,0.480715450561752,0.449452048476921,-0.767370064585266,0.774921659355342,-0.55314369125853,1.18208903605094,0.536081202214419,-0.793847783554434,-0.13978977874281,-0.0364758332970943,-0.0919414490337047,-0.187353807349233,-0.140427903037178,-0.531770035423057,-0.611513107612727,-0.721096299055168,-0.462163146452091,-0.627068865604843,0.619662096342231,-0.407257944531251,-0.366161443798581,-0.37272218437012,-0.556501201876529,-0.36611878148067
"YPSTB_As_2..GE....TPM",-0.545157758502975,-0.512325449893295,-0.468707361039314,0.103483864814548,0.184575100739691,0.21713079311936,-0.0906207259849715,-0.635577552467436,-0.578876867252267,-0.22235572810334,-0.366927130947634,-0.245354240266929,-0.411541719691815,-0.664767064319588,0.485471521039088,-0.71791743179367,0.197824464420502,-0.894223914099277,-0.731121857151374,-0.891141226056577,-0.597332831173335,-0.3906907854279,-0.404069945502912,-0.253833393559732,-0.611071802087877,-0.557792266268414,-0.990083508091732,0.0127657452898927,-0.319275200815815,-0.338554252918965,-0.463440619812537,-0.461538761231923,-0.0635971211535577,-0.666383287130513,-0.577359083642924,0.955812447448922,-0.372032901122019,-0.138257468287209,-0.541473285212701,0.0450162543000935,0.160598246836928,-0.71727385796715,-0.282353311224988,-0.43462897009978,-0.572901062319579,-0.799810993287911,-1.28879314529895,-0.0382080967706793,0.0456910203500468,-0.704207861721117,-0.480982361028318,-0.559923223164842,-0.614015608494848,-0.0346222801707567,-0.699433351958141,-0.440904664040143,-0.47570152908003,-0.506399047083742,-0.487639136070136,-0.624067347515535,-0.335833998222748,-0.589285529756517,0.585029054090123,-0.228762416656518,-0.294997265353448,-0.680231949676298,-0.850901682124881,-0.149907891701747,-0.70060675235965,0.186204216414801,-0.150853992792499,0.407182189631613,-0.29450295600133,-0.365366577512082,-0.574682626138052,-0.53502979725643,0.119615967805752,-0.586566442389484,-0.587012032663928,-0.495934063481861,-0.20779128604612,-0.945073678647095,0.484616767857607,-0.266020078644621,-0.272353215822534,-0.818418013484268,-0.837142452355066,-1.05618755732374,-0.565288838123555,-0.0146955083665258,-0.564797896789159,-0.597778959087467,1.1404162720754,-0.601384124005221,-0.487050814771186,-0.694835081517055,-0.431638745702773,-0.621607113404654,-0.602234231656824,-0.686735265064714,-0.511833511161232,-0.567966048484393,-0.670108174457261,-0.557524490625853,-0.648292839305806,-0.751777220555916,-0.693024844215029,-0.695381887320591,-0.889346384257435,-0.37280198360253,-0.128060986605317,-0.45115047352833,-0.313665570006592,-0.558271144257242,-0.506932659506227,-0.295031682091826,0.684231677534007,-0.770286485553116,0.126436478695258,-0.497906528031665,1.94636262004344,0.649240199399056,-0.19601819478185,-0.574774158781584,-0.146045390690358,-0.199755900136082,-0.683339589263844,-0.0294041129814484,-0.53735525792504,-0.581604003950773,-0.840591033075007,-0.469400131957632,-0.48262735394957,0.456548613330373,-0.381039876997731,-0.583211663006487,-0.526308944426588,-0.497968750924206,-0.466757969758511
"YPSTB_As_3..GE....TPM",-0.517636865623789,-0.496188853617813,-0.1783369368276,0.403239394070896,0.731888738238107,0.452420898636612,0.140407506582259,-0.562109202046902,-0.365461028212336,-0.109790627044897,0.0856040767032046,0.0879116303432551,0.0773387502570755,-0.332287726716398,0.497200295184693,-0.616687515533588,0.525813230556442,-0.309145818149798,-0.696573129749717,-0.663385721129825,-0.320192293871988,-0.207958219144143,-0.344510915383724,-0.234238465133535,-0.646008922607988,-0.592544172890552,-0.400167102340294,0.193721053908951,-0.335797489531647,-0.340258951183791,-0.346765279950959,0.265013116039117,-0.0445447798215047,-0.605899987235656,-0.393133300478985,0.761080202050044,-0.57199992236367,0.613219711261392,-0.163054322043746,0.29156153018853,-0.221629049942358,-0.647276525932362,-0.0809919182847389,-0.794171141482034,-0.789645920000984,-0.707906416178738,-1.00139243624351,-0.000699886061820173,0.636180288121789,-0.591473310119699,0.53479170451615,-0.641756351575571,-0.483496183898886,0.485728879106712,-0.679147225737509,-0.373419026895246,-0.350898051013242,-0.410472801177972,-0.475226181114254,-0.388818337374494,-0.408111026749309,-0.394930091611017,0.656790150324387,0.220595465277358,-0.288305400329016,-0.0336098841059468,-0.597725797476074,-0.0665327593619545,0.173654033699397,0.415603881825228,-0.179385276716511,0.437060219880931,-0.186712695634854,-0.411749224423323,0.0720351556378578,-0.209332155204583,0.380580283805766,-0.474071234877559,-0.538604156768344,-0.825431823517695,1.04105838141632,-0.895530008539971,0.80781807729978,0.20928770144946,-0.464190045031521,-0.392051998874082,-0.902134307432521,-0.933306668543848,-0.510252726341479,0.332752688073699,-0.463975040238209,-0.388316035851849,0.984409690916771,-0.544146686224926,-0.462349738446962,-0.615507640095041,-0.421474957738187,-0.586073773499551,-0.601118182567169,-0.746730544288149,-0.531886655080947,-0.518084133791406,-0.628616490908974,-0.53727250254134,-0.63037966338308,-0.65839826830472,-0.666390927556155,-0.625456417097807,-0.747607857052299,-0.37189772952767,-0.0453969263204368,-0.396402973595469,-0.0142350920758059,-0.484710205254612,-0.462956266171606,0.748492248172867,1.05459166758728,-0.227606803545578,0.87120026693625,-0.461920825952186,1.45307108180164,1.00390711592683,-1.16635081540106,-0.0746465616335115,0.0598872908086091,0.15128440304264,-0.132980848026657,0.168441277370509,-0.482498553851678,-0.519502503148896,-0.255610681232627,-0.284372941066989,-0.344353565465982,0.697752271908211,-0.394819768145391,-0.418133674324496,-0.613970245489483,-0.519429638263927,-0.435563120160677
"YPSTB_Bs_1..GE....TPM",-0.27468531460535,-0.319552949710393,-0.763074747976051,-0.733246621146995,-0.795818231657774,-0.970830984524933,-0.690708155148545,0.328234724294557,1.36688022677319,0.776855356345491,-0.668908742546763,1.62605040595243,0.4519811176755,-0.297414735721842,-0.410857829931375,-0.0607129901769239,0.956721891686848,-0.126740926182945,-0.231425211125086,-0.201310216956036,-0.805663506204407,0.362506293271342,-0.25646976589608,-0.206407610120445,-0.38586322191524,0.0541609487302104,1.15734626006755,-0.0816412757115445,-0.326217510227593,-0.389786059311591,-0.336615826981511,-0.415873056511502,-0.0729996457351925,-0.349433194560778,-1.16098389561929,-0.405941455193046,-0.442606378417219,0.779749720079029,0.330221107934006,-0.61008694665821,-0.895870529807218,-0.345481075313548,0.564932012691646,-0.536288236981542,0.631875680578978,0.740311028419093,1.17938437112331,-0.619303743124044,0.0330935717768768,-0.719112872059669,-0.718737516669672,-0.23365889549014,0.0402905413586757,-0.626248212695145,-0.368010890133451,-0.633750775502272,-0.619342509770444,-0.609738233439819,-0.623072052481899,-0.609391686082841,-0.361813204558415,-0.764943951490092,1.06822534345497,-0.683878532339988,-0.270030009683666,0.123880416894998,-0.661537034052285,-0.580705109451063,-1.06704773595899,-1.20079580178944,-0.781893741535855,-0.52995862089661,-0.419409661980019,-0.646776914708526,-0.368043694889476,-0.21749320053129,0.337527194071275,-0.194228596805009,-0.40545007490282,-0.443824534983818,0.0590078486883476,0.662124555935751,0.15394844640451,0.613183683966422,-1.01494994824669,0.728430478184826,0.814129493867245,0.377561289673415,0.0660794474885936,-0.566157474926951,-0.611694864448991,0.6622131657469,0.564566631386186,-0.000552906771527574,-0.414397335029308,-0.623826244813823,-0.636958803366084,-0.0916398098524427,0.184768358946902,-0.177034058912034,-0.116179186021851,-0.561831470858972,-0.552519211002862,-0.300095936998163,-0.570586246923596,1.71337612417684,0.198044760661797,0.478275049746788,-0.0366431277014795,0.0686377799857434,0.691413659034991,-0.543458999625703,1.80640804317819,0.321835871242479,-0.113430061590858,0.70966830089566,0.53989106091729,0.768557160183643,0.632174450313241,-0.0784787500189271,-0.989315032378423,-0.905444010326073,-0.102940626594782,0.277641193113443,0.357360824487027,0.0278338821602258,0.232778473807352,0.333749986166975,0.241203901954773,0.53506076228158,0.427015837740133,-0.155020167086511,-0.95880996031071,-0.562648965193583,-0.409529536525659,-0.805162910010882,-0.736540736581247,-0.618208431298174,-0.556609611469825
"YPSTB_Bs_2..GE....TPM",-0.338709315263137,-0.31685140736731,-0.903893506305227,-0.717113845331623,-0.680010118857858,-0.736320521308787,-0.641145081657663,0.209081150268788,1.10784986159577,0.620689144216771,-0.773522587044412,1.11062869098343,0.512550748559939,-0.178926442455695,-0.716290559505148,-0.349451428402607,1.00251325968393,-0.364328407950172,-0.29124766326466,-0.0755121146988086,-0.508329558591,0.394334574211946,-0.182081282675633,-0.221273192366074,-0.625315501691572,-0.0302899288389782,0.407268430779064,0.175225006202852,-0.337096092472264,-0.385305758472442,-0.311296701914349,1.07426571808149,-0.0814602559630452,-0.409263493292545,-1.1959914926743,-0.193108369515059,-0.533930670142396,0.814531490381589,-0.138160926113741,-0.419460343114969,-0.430548675608851,-0.341781664618402,0.824920243213818,-0.505583207854192,0.635908690244214,0.937230311531772,0.904079524852216,-0.554708546596341,0.605496348340069,-0.722703190631324,-0.70577257768367,-0.333203413320723,0.125515707773591,-0.720367145492107,-0.486887075773338,-0.603928432232832,-0.616934940983025,-0.661678637007842,-0.619788230720619,-0.723827399600532,-0.282265791398716,-0.797001309734337,0.569155259201722,-0.569731076702545,-0.37823825094243,0.0109958749280041,-0.181433696132217,-0.609360620924794,-1.17861490061121,-1.18843539528211,-0.674980313351357,-0.449447357003203,-0.418912368588633,-0.354851850558626,-0.846147556866361,0.147457536526142,0.526521161366393,-0.211729260293115,-0.401580670405101,-0.383531217783279,0.0702033639931682,0.685765694603678,0.564605142514986,0.785688573476651,-0.751815286989527,0.714752459820526,0.389057736661776,-0.0581586479416589,0.0414335676477763,-0.326011505077087,-0.800820980912044,0.58006058920332,0.563177096892172,0.00352674237431898,-0.420240090321834,-0.402031609888628,-0.616874823903031,-0.0887447701390049,0.0771370907263376,-0.200818302490939,-0.224016026992376,-0.58021898434703,-0.601642124421535,-0.391383931949928,-0.491131510582042,1.59024052376664,0.0431598988700664,0.495742692911777,-0.0276272180629602,0.113232558163982,0.891414119109571,-0.622520858727337,1.41005598058931,0.218537356126823,-0.227418599441068,1.00811046490988,0.643293198998415,0.726455317220558,0.321817635790153,-0.184854553146945,-0.792648400846496,-0.840431224189456,1.10402822676984,0.149028974760106,0.310212399812257,-0.230497555201972,0.215438791793451,1.13197483197935,0.162221853191128,0.525332754368914,0.240704030951459,-0.284196410151788,-0.76602126968636,-0.137126194055067,-0.389472305153456,-0.578146133447412,-0.754392778320381,-0.643312784943846,-0.628790751843484
"YPSTB_Bs_3..GE....TPM",-0.286626090336423,-0.320653966414513,-0.955960334346971,-0.610767544389143,-0.668557850449411,-0.883705281605946,-0.659172843875789,0.270761556424786,1.5804445994188,0.722134204026019,-0.820204270838476,1.36833626216605,0.505108654339405,-0.217146420586691,-0.535248731644077,-0.378393205220853,1.01721222644704,-0.177810592178888,-0.282725021213414,-0.279230871533378,-0.886144612726852,0.414039460922688,-0.201647146521851,-0.28791575798225,-0.506819672765251,0.0123302621242863,0.786897822472077,0.175347412442739,-0.326018529393055,-0.379952658098727,-0.406156768098656,0.25900614654464,-0.0813892811160963,-0.36577124801252,-1.12018688960007,-0.311006010007499,-0.211193607220807,0.847789428237389,0.177770828802257,-0.57279520475715,-0.482711208174383,-0.349073425789478,0.794480661873541,-0.574319695821221,0.49940480164277,0.638109951950882,1.10927291177435,-0.446868214734009,0.459884536112309,-0.715745426163363,-0.691319904864129,-0.512656364191806,-0.0818375767504892,-0.796308095967947,-0.432113347466861,-0.585425829455703,-0.633768394171416,-0.66346975303366,-0.621683414801426,-0.850713924140347,-0.278884052677476,-0.890505587651333,0.498487158533131,-0.539527869682483,-0.285807085088835,0.0687459224507844,-0.157464382653377,-0.506296237986684,-1.31709666621601,-1.17705151930782,-0.761218096576047,-0.593840004661959,-0.491928230509713,-0.947552835805563,-1.14676653998773,-0.209444188287828,0.308790903295165,-0.195680968193792,-0.378768955109279,-0.451448464043512,0.34833730023201,0.61225634624561,0.298626964420726,0.540869430461616,-0.880813483809063,0.657668424597502,0.78411790715027,0.292374777507684,0.0588142006897713,-0.315774989140709,-0.601869758678164,0.707314087938646,0.681586188432681,0.0049091704509297,-0.437521597113674,-0.632923762277381,-0.54802862378909,-0.0930708590181978,0.148901685077682,-0.164975796387634,-0.156843673868362,-0.575786194893452,-0.408501874512109,-0.423405572180282,-0.572037868991196,1.63666571836022,0.131229514531872,0.488728128184043,0.0182096923017329,-0.0769002970451582,0.753423395093479,-0.578917013502546,1.35538765908821,0.262025264968115,-0.12808346768469,1.19069379450862,0.703873127170184,0.823005965314919,0.486149776064915,-0.0789136090059802,-0.908750831031871,-0.861811957098628,-0.357689787014025,0.298541781532907,0.334425707165262,-0.139277503973609,0.2025812571109,0.284278300193568,0.251100997192975,0.566468025831337,0.0925520769294264,-0.151358906346245,-0.918359705604407,-0.342186408451742,-0.353922030803128,-0.693544105809559,-0.814183662929398,-0.74145967537308,-0.548573196265761
"YPSTB_Ctrl_1..GE....TPM",-0.411096121695773,-0.379885966673796,-0.500841694391655,-0.618502093931607,-0.701564810390448,-0.898643650167922,-0.573164990215438,-0.336400644965129,0.259970113617487,-0.56886356663576,-1.13079500139405,0.54528911582911,0.330267057933358,-0.486511462361482,0.0868142997678974,-0.558153414628017,0.580016359753269,-0.974110529640079,-0.497811002348029,-0.742095930790106,-0.735711802424504,0.0870392547144616,-0.0580176738878219,-0.0689678490609401,-0.376607441740854,-0.18198752993107,1.306182604365,-0.83927448032963,-0.346373654345443,-0.376424652635627,-0.742047550259145,-0.256219711809003,-0.173726386433991,-0.486934922157082,-1.19468775923386,-0.325300609841322,-0.920686854047494,-0.459460739985186,-0.544289655353173,-0.868576937455214,-0.473747765503751,-0.588958769205863,0.033745874696373,0.123232973964714,-0.812590920858186,-0.979168076299987,-0.767509675673117,0.160928289446003,-0.326082376485584,-0.996887577823948,0.0964872585941666,-0.834361981736777,-0.192034841353783,-0.754223751411736,-0.479721699246923,-0.619664663314316,-0.768508284332291,-0.698135772520452,-0.623040549835072,-1.10103601103932,-0.462687072462412,-0.898341898173448,-0.306239150385748,-1.0474229882472,-0.453379092393753,-0.91801665711032,-0.348742833004994,-1.17047971981021,-0.891516820089773,-0.512811319639811,-0.511062335592323,-0.441355522636357,-0.692462355779254,-1.1435047260076,-1.19600001816936,-0.367737285854816,0.0203164350917695,-0.341751299711593,-0.544677668737901,-0.633338425773692,-0.69774982239678,-0.989131166358391,0.0984787890626734,-0.987748777830645,-0.96120354460773,-0.617885869271143,0.182873122920309,-0.23829571096108,-0.0787028874912559,-0.714491494518741,-0.560788696268002,0.225840973809717,0.68380113772768,-0.153776783431819,-0.471744862910208,-0.63495424799061,-0.578133367096547,-0.296921799825164,-0.248291895972577,-0.281803671487216,-0.312015804828046,-0.759538226072774,-0.770537561072108,-0.469623038830481,-0.789485113006133,0.397784824776972,-0.114290546147167,0.344096610169813,-0.522622088973171,-0.490046605703527,-0.0131241678864205,-0.603367797595953,-0.304068651291937,-0.122628943263973,-0.273691407509319,-0.233253114824769,0.264192521728122,-0.233556289286304,0.170298457217219,-0.332005383292686,-0.432989806695612,-0.532259250916963,-0.741462019976009,-0.562673303632135,-0.0421858929740286,-0.346195539907512,-0.218906380439073,-0.896491871650261,-0.0958908841812707,0.105350335684454,-0.932592789947099,-0.695441305226208,-0.545223267835882,-0.0380208278932763,-0.449388638470063,-0.721406462211832,-0.838749852477923,-0.720381534769377,-0.619556668753926
"YPSTB_Ctrl_2..GE....TPM",-0.46913455060953,-0.419380025605117,-0.842970259427873,-0.603589208714235,-0.67499787680321,-0.739358141249678,-0.576965794464812,-0.42820047692644,0.584304309416044,-0.647988784185183,-1.29776750820587,0.325149333128571,-0.664244894038619,-0.472103603554858,-0.557210902462991,-1.17039692756084,0.162357168995953,-0.678909200379582,-0.56325583132156,-0.180615748101421,-0.680229692440409,0.152394021221926,-0.293960709099263,0.129291719041507,-0.325825707936988,-0.17772848264723,0.208850351741108,-0.663580506544045,-0.352806766511891,-0.373716574528794,-0.617070832219591,-0.195233793263088,-0.528894996811163,-0.536670121530989,-1.00453039471296,-0.426556797222704,-0.619946765231963,-0.604663907389893,-0.251768700511381,-1.05021374068598,0.352396776946344,-0.667980892624233,-0.460570144269261,-0.609139639446824,-0.763666692940617,-0.802978387157641,-0.723140363644318,-0.0315228599291171,-0.388589670498244,-0.913220885673033,-0.666974876308049,-0.644811763785917,-0.686782013947159,-1.27212598554207,-0.592889814560679,-0.621209636071762,-0.688518956167698,-0.680324598919064,-0.633138072382326,-1.11817041979261,-0.465944100879793,-0.918512837151126,-0.359943979095055,-1.01293217504083,-0.39280016154004,-0.979110327114351,-0.445178488240073,-1.16683711523869,-0.866343253340306,-0.647565664550038,-0.285404150809756,-0.409604617417893,-0.333348888961199,-0.90503508050992,-1.00165997596601,-0.398865037412158,-0.426024601367872,-0.500628630766973,-0.671562707433281,-1.24056753238896,-0.992566187758173,-0.991626346215673,0.450616346324851,-1.11956289614389,-0.8647127331968,-0.526016484471743,-0.478639544142592,-0.413129019858182,0.0366896581017089,-1.05842059702957,-0.86255630351278,-0.164049004613437,-0.304122551374264,-0.238143409207018,-0.466953089201032,-0.649047247210213,-0.696895515739693,-0.254487713247678,-0.194531930085567,-0.316119715994575,-0.462933597190925,-0.484304581945913,-0.727584575588615,-0.645791976874242,-0.745038794169298,0.606681652621767,-0.199842904201474,0.155673799202102,-0.43672973100779,-0.478650520963589,-0.350764517228892,-0.631954909106227,-0.725716229972346,-0.356340588794028,-0.473117324682922,-0.231593634908107,-0.0857434336082342,-0.342254405571204,-0.220053130863992,-0.417417805064252,-0.384196335321898,-0.69747157908812,-0.722856667742234,-0.543362781498293,-0.33810901748882,-0.297635844104095,0.0778658214919142,-0.36999817986309,-0.263794971489718,-0.134291551607615,-1.23993540942327,-0.906837805587718,-0.35210429429679,-0.591158336022615,-0.45064261495724,-0.79717844009102,-0.835037123944174,-0.82407935184717,-0.641694009815952
"YPSTB_Ctrl_3..GE....TPM",-0.418113965204012,-0.394025150543343,-0.823585319726065,-0.518829824004387,-0.555866007878202,-0.786040228921176,-0.390738351159155,-0.312498611435859,0.449223906712476,-0.79857305780706,-1.35532024116756,0.455172656620925,-0.217920518809495,-0.131151397968493,-0.202541676727503,-0.835165087836716,0.561258001615161,-0.797364641737571,-0.53656423319822,0.10914451374375,-0.84568689078452,0.0311712294081884,-0.357767609897367,0.0794587456844852,-0.445142838814568,-0.151857348550065,0.212495749265366,-0.707931447770267,-0.354556599458984,-0.3849018825064,-0.696674076338428,0.297492725398401,-0.353037177911605,-0.569974512860865,-0.71502596060096,-0.594844305900863,-0.585044939388905,-0.0691111950561296,-0.424624144366083,-0.887596201559072,-0.172951941897516,-0.651216596168138,-0.172451266413381,-0.536635131268907,-0.502222337455044,-0.703597389358084,-0.541336068418077,0.302264201484899,0.000145472819190911,-1.02309916165114,-0.278964187734573,-0.799890845066017,-0.875270128147657,-0.810285587689245,-0.529741563430391,-0.688582376656211,-0.64402813366131,-0.629851378224883,-0.613826154597051,-0.944450401087754,-0.438170103631499,-0.727660102502147,-0.297035212620446,-1.04613250364379,-0.419798018700643,-0.883140994650922,-1.10295039221855,-1.26923254674047,-0.357708122465124,-0.601494594051134,-0.207988577111137,-0.217989219932864,-0.54712502787074,-0.422587452844602,-1.09319377026552,-0.0111059712175812,-0.0939590114536185,-0.471448327104219,-0.665276352731219,-1.09875148348664,-0.47226024586631,-0.933743943368839,0.645233842848263,-1.22797994230016,-0.771085895560032,-0.569388865389233,-0.630494789010594,-0.458727983591205,0.231456140165958,-0.805325311041001,-0.699982226390959,-0.0173286920811359,-0.0264687953730638,-0.151799283830132,-0.47171957943102,-0.808910005543735,-0.635043223708025,-0.193886380272187,-0.299814274997842,-0.246632089181646,-0.383101225497763,-0.465696293108046,-0.731186954334461,-0.503961920996336,-0.687889164665225,0.485568243583033,-0.172051542351482,0.432073580287726,-0.509975903496267,-0.49305640414765,-0.350991452266921,-0.503003904096729,-0.370588929768466,-0.43307659323909,-0.427717925491157,-0.138540567212441,0.0839313716417623,0.130548243639858,0.0772346635722827,-0.370479926409712,-0.175947739746405,-0.310678543934243,-0.541479413197345,-0.70854474942123,-0.253733316259514,-0.376186867706165,-0.655460093890776,-0.627963623281792,-0.240459301241179,-0.0386672477258334,-0.657766247859705,-0.746438463435537,-0.188067805179877,-0.134862522265881,-0.483170843722902,-0.798520765962859,-0.741744455676905,-0.705928498095986,-0.634979703699324
"YPSTB_Li_1..GE....TPM",2.5539767239698,2.59614345802458,1.07096702234788,2.3544237246572,2.34770982578768,2.87584486588173,2.83314765609131,2.77894880025566,2.18307562453384,1.58847705393941,2.80481435697995,1.13102846828049,1.49244918128041,2.04685283440358,2.43311814051464,2.06666326707149,1.59855437374116,1.42521463116098,2.27661944813281,2.75256014165771,2.24411079238322,2.39204050929787,2.18374416807344,2.46240335161971,1.9823535560215,2.18906898096025,1.85226217968552,1.3020662322357,2.59251864403392,2.94614159139518,2.65861982967629,1.90928646436423,2.61992291931788,2.32095130956112,1.91880343200314,2.65378879578204,1.7691948722081,2.62816047466737,0.873992278417871,1.77863531464164,1.29120614094836,2.10147644037661,1.37283991700908,1.22084557907205,1.96036243967407,1.7333201783354,1.5085100927665,2.34257716419925,1.35799221495526,2.32038364894673,1.54014085352727,1.82473745971565,2.23953941839689,1.19544854138535,2.12986168650199,2.3526102419605,2.71430922478282,2.53585406407901,3.05587731364327,2.76579256416072,2.50525428076957,1.84741689872666,2.01385772853219,1.80973579612156,2.69347666472983,1.65151510206859,1.95550690560962,2.47101350052099,2.5724147214954,2.71639045057417,2.10265338768919,2.38938618745995,2.53900060041833,2.03398707514828,1.59087554274612,2.1282172468984,2.42565515841819,2.07459391214323,2.48389284907489,1.47527314076734,1.80175900428592,2.10396732891913,2.06212402717647,1.23051190414664,1.27807386819577,1.37974487380198,1.56917740541085,1.71102026260439,2.79997824679698,2.07408808590092,1.84925771389604,2.47905399620422,0.545220495466599,2.76205237657638,2.56808660193566,1.52854860209954,2.33468744501117,2.48280684574128,2.21712066712053,2.32941167900758,2.90909240851278,2.40293231969379,1.53880448738663,2.2183716114223,2.18081370625976,0.105926907118242,1.81618562974294,2.41393878036758,2.62998875797028,2.52298825763476,2.42917771162047,2.3366620552932,1.47533966165214,2.04546624018961,2.58415769164989,1.44218582899856,2.1444895160562,2.25748120121167,1.51982787490684,2.39308990898167,1.04218278566493,1.33847191803395,2.27823478193896,2.31137847399417,2.37564233148908,1.92503617261614,2.51796901365747,2.14988100050923,2.64281522065309,2.60945849832642,1.34938176371052,1.12969839542024,2.27850345768046,1.17096805579491,2.67389257253853,2.50859537865598,2.02985629427806,2.35131716201826,2.54324959832101
