"","GBS_RS00290","GBS_RS00295","GBS_RS00300","GBS_RS00390","GBS_RS00415","GBS_RS00590","GBS_RS00865","GBS_RS00870","GBS_RS00885","GBS_RS00930","GBS_RS01050","GBS_RS01105","GBS_RS01320","GBS_RS01325","GBS_RS01880","GBS_RS01885","GBS_RS01905","GBS_RS01915","GBS_RS01920","GBS_RS11180","GBS_RS02530","GBS_RS02610","GBS_RS02615","GBS_RS02620","GBS_RS02890","GBS_RS02960","GBS_RS03070","GBS_RS03130","GBS_RS03305","GBS_RS03325","GBS_RS03370","GBS_RS03465","GBS_RS03630","GBS_RS04125","GBS_RS04205","GBS_RS04400","GBS_RS04510","GBS_RS04865","GBS_RS04950","GBS_RS05070","GBS_RS05150","GBS_RS05590","GBS_RS05600","GBS_RS05605","GBS_RS05610","GBS_RS05615","GBS_RS05835","GBS_RS05840","GBS_RS05845","GBS_RS05850","GBS_RS05930","GBS_RS05965","GBS_RS05970","GBS_RS06145","GBS_RS06250","GBS_RS06435","GBS_RS06440","GBS_RS06535","GBS_RS06540","GBS_RS06545","GBS_RS06550","GBS_RS06555","GBS_RS06560","GBS_RS06570","GBS_RS06580","GBS_RS06585","GBS_RS06590","GBS_RS06595","GBS_RS06600","GBS_RS06605","GBS_RS06615","GBS_RS06755","GBS_RS06935","GBS_RS07380","GBS_RS07400","GBS_RS07410","GBS_RS07415","GBS_RS07420","GBS_RS07515","GBS_RS07540","GBS_RS07565","GBS_RS07570","GBS_RS07575","GBS_RS07645","GBS_RS07770","GBS_RS08040","GBS_RS08210","GBS_RS08585","GBS_RS08695","GBS_RS08800","GBS_RS08850","GBS_RS08940","GBS_RS08960","GBS_RS08990","GBS_RS09005","GBS_RS09050","GBS_RS09080","GBS_RS09205","GBS_RS09225","GBS_RS09290","GBS_RS09300","GBS_RS09305","GBS_RS09410","GBS_RS09515","GBS_RS09565","GBS_RS09570","GBS_RS09635","GBS_RS09700","GBS_RS09725","GBS_RS09730","GBS_RS09735","GBS_RS09920","GBS_RS10035","GBS_RS10305","GBS_RS10310","GBS_RS10480","GBS_RS11515","GBS_RS10500","GBS_RS10575","GBS_RS10605","GBS_RS10655","GBS_RS10875"
"STAGA_Li_2 (GE) - TPM",-0.778036173776885,-0.476427740700324,-0.995083803681027,-0.525814301607604,0.677994897527364,0.448528448933768,-0.501442267874547,-0.735635789190882,0.291483191115674,0.426724363400175,-0.298814547627823,0.381968867281292,0.1243566112542,0.0482839268422771,-0.195052995582759,-0.398311183916106,-0.240313080214115,0.842417506647995,-0.308901540459706,-0.622256552105068,-0.826843174383436,0.0860118468386241,1.34677210579499,1.02218927495027,0.788223329236087,1.50664624350598,-0.100993777914124,0.563997257739532,0.0600131305092044,1.58177181341372,0.453527331641084,1.13598496579784,-0.543682027917001,0.751936231030769,0.177845416473647,0.235384450684729,1.28247487791,0.629313345072765,1.00420775377259,-0.552962664059811,0.458147725978658,0.276332949720162,1.04497663403061,0.724631623842813,1.31578275048356,1.33631489906601,-1.04765742147197,-0.472094911446493,-0.105480167054029,0.0973701286036146,0.542939126415186,0.213714114401513,-0.172611980743873,-0.875786347558322,-0.17677935788954,0.145747069322276,1.02663553059167,-0.0289580068806483,0.0167054771730566,-0.165297270078418,-0.242759824440625,0.152808612725884,-0.154214855587544,-0.0631103788359082,-0.436490794286279,-0.0610972357764848,0.244102965838813,0.0907731724848462,-0.116320167092766,0.328420422232968,1.01884286677331,1.21129403876631,0.841894843011381,-0.646943299485175,-0.550804984510015,-0.334347636296219,0.279614224374122,0.192501918814851,0.681593312364811,-1.11464169916381,-0.298383033126464,0.166144049161421,-0.257310343099626,-0.277570409881514,0.706691424478795,1.36319580041363,-0.204377170280589,1.1093647959544,-0.904655825015358,0.453260975327463,0.92610256932273,0.289280815562497,0.736547742825499,1.56343851948882,0.32606087235926,0.29319283053709,0.614020890720766,1.6238203147006,1.96877950756752,1.7199291380448,1.23400607804713,0.429801414638807,0.763557936745004,-0.00153798709938982,0.954331355835127,1.92409281971918,-0.750232942304721,2.03841839469779,0.537951535874919,1.41672694102938,1.15827733680794,0.668691987912249,0.87178837240817,0.300871863923096,0.276093016118552,0.428165198707096,-0.367637351806293,1.22801097631148,0.725884539655138,1.17835886476955,0.981697103541477,0.220117097175461
"STAGA_Li_3 (GE) - TPM",-1.02848479146404,-0.876301893663852,-0.692461679486799,-0.715312735273289,1.018207822103,0.0477480676642585,-0.433997485304315,-0.564255051381628,0.131939673770913,0.452292097276205,-0.178978092063008,0.297700505123292,0.241221694260474,0.144142091925253,0.163748778757717,1.35154112399048,-0.0131578526692935,0.770515817897389,0.0503335655229925,0.0296877744361881,-0.38617799689682,-0.108295474628604,0.853053878551817,0.999808707183124,0.760089461573423,1.34711162712369,0.518810941604837,1.95576140086073,0.252712841683908,1.23898547014183,0.596068867377545,1.24802402658009,-0.320635962052819,0.224529700152236,0.3319440664347,0.917084708649126,1.04228285901889,-0.0105846254495122,0.409558871100938,-0.056282029465825,-0.0839812111299519,0.27026745005338,1.20818352349563,0.88157253303767,0.888902836373106,1.19797057604347,-0.984031687658476,-0.425047183159806,0.0817979902226656,0.370799918776944,0.870045871275224,0.00890545954110155,-0.00193253058035872,-0.481640405301565,-0.0716024299210273,0.0331269129641013,0.498576876283621,-0.0236691119406914,-0.242589208279715,-0.0977446772665794,0.130714485542718,0.140738130137902,-0.082961187993572,-0.0455793075983048,-0.202101674899278,-0.0233125681082815,0.0399535122843952,-0.255083777597197,0.263396941528459,0.13435667629265,0.951436250267777,1.65758606493929,0.862524563114626,-0.549040084064958,-0.439592402331278,0.119957269076059,0.497518881418791,0.111990853814935,0.846194675541222,-1.15104755144041,0.500278122551644,-0.314196752722447,-0.189601439691857,-0.170891005737032,0.0789580705134658,1.17534685283195,-0.0739762683379231,0.894998664844298,-0.848218340022723,0.264733856970546,1.09727219606812,0.906019661634741,1.10995830954897,1.05763630728583,-0.0513148182263564,0.488309554362737,1.08090728984481,0.889742367358584,1.16254693703869,1.08214144555311,0.832757585086331,0.3386557256694,-0.269229208439375,0.315248510307613,1.34097401069404,1.46756664708485,-0.570502678947165,1.99993871740074,0.305414208833084,0.665421343095332,1.39772608727909,1.47521607971823,1.44492739169448,1.47813247312685,-0.61816244058461,0.72200743721659,1.13274150948187,0.568351024288165,0.65585646527635,0.899312794195582,0.577807418814274,0.143418260076077
"STAGA_Mig_1 (GE) - TPM",1.44892258913822,0.659575493436085,0.628948396485969,0.971433035199254,-1.13129758131495,-1.51762887926177,2.10178522587676,2.41380254873876,-1.38383695708144,-0.97070858942738,-1.33319634558758,-1.08902118292969,-1.4125677631585,-1.73411332960662,-0.848899721379569,-1.16328343093153,-0.977450803374667,-1.0375081334885,-1.07079154174929,-0.569062444516507,1.58270595295927,-0.871465488443458,-1.45699766119734,-1.16004653498616,-1.27868044725325,-0.918626466922233,-0.904269731590823,-0.684951686777322,-1.10457187507917,-0.449986824864244,-1.10545273047978,-1.65980652514532,1.25218568975537,-0.71524989109851,-1.20157184065922,-0.160065662853244,-1.77205537428823,-1.44785195567675,-0.730180809967412,-0.773648737372329,-1.04604400726312,-1.70048790783573,-1.20640952736776,-1.09000355566352,-1.15652641059741,-1.19539536871457,-0.181357747411394,-0.685955816134278,-0.751443908800379,-1.25465594661967,-1.16567735581444,-1.28660331496907,-1.0495765411711,0.769709004982551,-1.45140609784944,-0.304854051172911,-0.756493193811933,-1.25030183863904,-1.22878024471455,-1.38236294253705,-1.59034650444753,-1.346193776491,-1.23785697291375,-1.12226716126945,-1.13694211796191,-1.31683127784433,-1.32849235277022,-1.42104160543902,-1.27501560257942,-0.829221869439157,-1.01044242492098,-1.05299945525831,-0.186435633934743,0.977679368625696,-1.37308558981838,-0.882316064099389,-1.41885276030474,-1.13789227751588,-1.12307956394343,2.28377507800196,-1.51316057071999,-1.57418412681346,-1.37714552543363,-1.64061683572703,-1.63790592812786,-1.57094284497642,-0.638686302645424,-1.34430382687366,-1.01058213523972,-1.61277123944193,-1.24812510207152,-1.26142766380218,-1.0869103973682,-1.14043872675719,-1.392961294403,-0.767680379139417,-1.11809809593758,-1.55676266128152,-1.30426326639323,-1.50027065826782,-1.58807041794424,-1.28348883634671,-1.32424390400208,-1.11658424284984,-1.29184024426407,-1.35628959248439,2.08838057761131,-1.21107817769189,-1.23563381314631,-1.46192340885536,-1.50479895464162,-1.41053764749195,-1.40362267275949,-1.3343295236278,-1.07305310751463,-1.282871121264,-0.722059782877774,-1.68403168801302,-1.60308632993175,-0.951220874407449,-1.64707077753204,-1.53573401078327
"STAGA_Mig_2 (GE) - TPM",0.853052639152108,-0.187994105802545,0.224344061890424,0.392552283890814,-1.16559046923024,-1.43163880454133,1.48942490397443,0.949046436227118,-0.950796983952222,-0.959656744917317,-1.24039010355143,-1.23012313642749,-1.35437985604934,-1.60783292544287,-1.1632583681287,-1.17986466599769,-0.411676946729144,-1.44237247817136,-1.25545497397408,-0.0415642977423578,0.818334257977405,-0.924013193150994,-1.38751306334372,-1.09676068037012,-1.43428135342518,-0.36787232664367,-0.29392754533717,-0.435726592644474,-0.876812914073978,-0.848376195230188,-1.15769783831928,-1.06017180390129,1.55282623666204,-1.0993639074069,-1.02736256856629,0.32015865173165,-1.76704901786743,-1.39757426245859,-0.429102483155595,-0.856581486799469,-0.111305747750693,-1.73831291826264,-1.29082614050415,-1.25147622955897,-1.13314195852649,-1.27337657943689,-0.180932058505406,-0.183983823422116,-0.772771571462302,-0.548888995610016,-1.04473089415957,-1.44129541152907,-1.35895221070429,0.235364948920877,-1.43369592768223,-0.377615528780237,-0.907602913142618,-1.28138691080486,-1.19774239631853,-1.37230713178302,-1.53439481336263,-1.26057700280657,-1.41593482070149,-1.15941672096368,-1.03477555043507,-1.13221715522399,-0.979519788517707,-1.04409342123031,-0.894372497253306,-1.00688891324912,-1.13551797471127,-0.978167495522857,-0.860732431499246,1.37571095552079,-1.22709220064826,-0.694943015309733,-0.941457257177682,-0.678812287649908,-1.27721763086313,0.907208963862795,-1.1490369099062,-1.53274564571362,-1.31227535818768,-1.79026781041783,-1.93280685055516,-1.4291285989037,-1.22081550538224,-1.4604804088605,-1.02832486184734,-1.23190127547767,-0.902122549524574,-0.327282076784647,-1.10167013573832,-0.936265383656428,-1.18470780921887,-0.157173558797887,-1.24824292624193,-1.15152894113459,-1.32329972696812,-1.4370722977603,-1.25867993995391,-1.81511821174671,-1.21919672908217,-1.36820973708015,-1.65271257327634,-1.41600585163359,0.386733067199396,-1.10782479208543,-1.12513267634128,-0.983021496632566,-1.20498015258601,-1.39090391712373,-1.23540716810703,-1.33763708639252,-0.206012666680701,-1.10643941309879,-1.23524373298399,-1.7218153072106,-1.34205149113128,-0.788035307628252,-1.48267334460037,-1.61602544307515
"STAGA_Mig_3 (GE) - TPM",1.02849924604798,0.150996781864606,0.681368528512376,0.173332590613481,-1.30612569012373,-1.32192171335799,0.577036954365763,0.507135277574622,-1.26425721750172,-0.821686869648399,-1.07289127298924,-1.05420695333826,-1.39087042910469,-1.57775579801997,-1.15339621471421,-1.57171579478904,-1.01676269222892,-0.845896465955922,-1.17767311806689,-0.0239059548038309,0.856275330138963,-1.48047751782758,-0.666967683033208,-1.31536919208023,-1.38268148736752,-0.701721209740662,-0.548082221851459,-0.912019724464355,-0.958613493541146,-0.897019280700242,-1.30473212738906,-0.898579171624231,2.58710278062694,-0.540883042663298,-0.904685005041091,-0.433218010263394,-1.83435210670924,-1.35498401016727,0.726731063103878,-1.03310628628105,-0.311800124776326,-1.7757746101463,-1.33034224045827,-1.15090129183834,-1.07409771619518,-1.09135564300487,-0.313415765959581,-0.283014247387553,0.467513784150775,-0.818556450262093,-1.00809984454455,-1.45526064309947,-1.38389165637277,-0.58919870658494,-1.52617551776989,-0.661397296444612,-0.673954035728338,-1.15552681108491,-1.10761726279774,-1.35636035747741,-1.60427154615215,-1.21238418145508,-1.36933632320792,-1.12433694853574,-1.02719966191813,-0.951711900934783,-1.05375208765671,-1.19640032357376,-1.03547308030613,-0.666678683380295,-1.33708208755587,-1.34249808275636,-0.469085251132509,1.31314740788581,-1.0245660325488,-0.868108602816768,-1.24266357702403,-0.914827681348066,-1.47741164756429,1.47933909153856,-1.36346287804275,-1.54220830100217,-1.5131732714997,-1.82252941039268,-1.82790689698369,-1.39915627752564,-1.06051060080226,-1.09610741851298,-1.38588891335398,-1.65172624758127,-1.17737249340523,-0.840252947672994,-1.68694409840077,-0.928849006780431,-1.37341642174737,-0.201142078970488,-1.06068561940203,-0.596811207593191,-1.2669721526234,-1.38641698110571,-1.5925222406938,-1.58186999990587,-0.569135635891022,-1.23839894030193,-1.40559902424344,-1.3088063242399,1.29330867205162,-1.0773651617983,-0.958313332967597,-1.11965608477623,-1.0416284244592,-1.52383904337792,-1.08736438053427,0.416264571141571,-0.815794997788843,-1.46420248965917,-1.2549965531561,-1.49699067924173,-1.58278344325471,-0.588327890737687,-0.737879959997609,-1.35073014460947
"STAGA_Nd_1 (GE) - TPM",0.941619529152537,1.29643630483929,1.12154377493739,1.3606192568643,-1.47261187110909,-1.65995492339487,0.994638358522862,0.818018632063152,-1.72545169017336,-1.71029567482846,-1.65918407363225,-1.49765140827967,-1.04001663301205,-0.52240806889983,-1.31416319389808,-1.41527802637885,-1.86676753771768,-1.09163520837983,-1.12158660369364,-1.20908728183208,0.921116159679226,-1.31805927260568,-2.02448171733205,-1.78081789570418,-0.638436615049432,-2.12610062689167,-2.17632780351317,-1.57556737956882,-1.54362861311302,-1.80295095770102,-1.19114723374317,-1.35886647661622,1.40541130921556,-1.890927585857,-0.888935970663025,-0.493376356289302,-1.06151450177413,-1.33587137832463,-1.64696913761503,-0.893121952741672,-0.164434906044312,-1.33274247914728,-0.185058597550767,-0.321935566282887,-0.579313499305126,-0.650888664274807,-1.7066585809186,-1.79669889901772,-1.80526786750016,-2.18999705105584,-2.03714905155574,-0.357021060757008,-0.52355531200766,1.21736972012161,-0.845573467884226,-1.26300735325421,-1.50591043681846,-0.661588917830839,-0.319311357255761,-0.874839494388123,-0.912579681337332,-0.735047921485043,-0.69310884376184,-1.05778586022337,-1.29299370547876,-1.42351955422639,-1.49881074595751,-1.76179703703279,-2.06211532169914,-1.96428396839428,-1.06084109563751,-1.1219399828156,-1.04693903607352,1.51365191920472,-0.601956619950562,-1.43853831903849,-1.56154379832611,-1.92426439236215,-1.42673946472092,-0.0911685254541577,-1.15936314538479,-0.903466506234156,-1.41997738027282,-0.599436500475435,-1.11420612245862,-1.0939044479136,-0.955852899149086,-1.6673659286741,-1.10205983041603,-1.08792372081493,-2.02815824114934,-1.50233406561402,-1.59393996749881,-1.60024304071852,-1.42886924625188,-2.41475273698307,-1.33342547222862,-1.69314157104142,-1.28666463257445,-1.07338410187104,-1.19520343022609,-1.13243044847517,-1.7157503021403,-1.81751579259054,-1.14547957761407,-1.31250972479765,1.83874071260311,0.185534473653368,-2.13708305537457,-1.85294049980593,-1.47191029832571,-0.702732120450252,-0.631509284946694,-1.12600077143291,0.014110382805091,-1.18585224006596,-0.598774399353687,-0.850721263677008,-0.713139814048127,-1.51658944443681,-1.59656135350531,-1.43150561510677
"STAGA_Nd_2 (GE) - TPM",0.847333987558363,1.58764312928546,1.29886844975491,1.08115133039449,-1.37815079123395,-1.70989714876286,0.65646349732685,1.20627138847,-1.61477651683214,-1.86825089175248,-1.64400194727569,-1.55105266151739,-1.21404905915136,-0.399212091853317,-1.22533087958251,-0.941500177750989,-1.89854545348217,-1.17184599011545,-1.18047795332362,-1.06552427089012,1.24068252796487,-1.62482983068005,-2.32271478637572,-1.60301322221289,-0.71822998867894,-2.14971791948528,-2.17697467702487,-1.44995667935817,-1.51462552171606,-1.6746509773653,-1.23273159553543,-1.13206976462054,1.29401123414447,-1.83544384829386,-0.945239052201377,0.0932796938385493,-1.06007657159206,-1.69828648071935,-1.71785397103275,-0.841767345603767,0.569491577844023,-1.38734732869233,-0.238751104158271,-0.32736976170139,-0.534813830363146,-0.660269840537496,-1.62242095945172,-1.7894969117485,-1.89639498831014,-2.26447427629633,-1.94751908869626,-0.515576471450512,-0.554293319810422,1.56002460766297,-0.794532797592748,-1.28613628237058,-1.57677980279341,-0.86257285972063,-0.386226066056599,-0.987084391807167,-0.930773045030987,-0.946376983058714,-0.627092661440592,-1.05282964385544,-1.25648251058087,-1.17888453004943,-1.60676109362033,-1.88657630201178,-2.15675084582297,-2.00803984056496,-1.29513648274528,-0.881347997488013,-0.875177962715641,1.58649637792677,-0.608343638132953,-1.2896007810926,-1.75872448347184,-1.60794417817793,-1.61663099610576,0.105214100440642,-1.17648788869658,-0.841034947652472,-1.43827332975708,-0.772404205137222,-1.18377227761568,-1.27347806385534,-0.98090799611772,-1.63164917417928,-1.04207779993521,-1.40197933442741,-1.89063694929552,-1.80307830742075,-1.75952292264259,-1.59162936732826,-1.47956096436069,-2.45090305057472,-1.29357703808165,-1.59688571597882,-1.39782925803327,-1.17474733548023,-1.32099939164215,-1.19643195390565,-1.80034399215526,-1.77733021291654,-1.27456485390126,-1.4885420273286,0.972034729019496,0.0870911596519491,-2.08408108034396,-1.92612622061216,-1.60261293677487,-0.605527108821621,-0.627518622466151,-1.15788676204141,-0.264323453561611,-1.08146735464137,-0.736193063992881,-0.530212078773043,-0.872317320853001,-1.62073708840037,-1.72508418917259,-1.36034599863991
"STAGA_Nd_3 (GE) - TPM",0.915816334837311,1.8028402815351,1.24128110001292,1.00366815144167,-1.37804080082306,-1.6979308774087,0.924299972434737,1.28805949230504,-1.49119805828872,-1.70575970793312,-1.64157335700808,-1.44476576273968,-1.19996133114174,-0.734197871311053,-0.795888392040372,-1.02544224713131,-1.39364094978025,-1.08681313834677,-0.910657190184848,-1.15757094588792,2.33364855420285,-1.10753484031706,-1.93805467916526,-1.68880084190978,-0.719661728534593,-1.89361190054012,-2.2500921548373,-1.32811322921943,-1.32013477665283,-1.17439465081303,-1.08269517347123,-1.34666260512874,1.85588918994226,-1.77814848622016,-1.04258304372769,0.235753364574032,-1.09242206974339,-1.40483183927712,-1.69570931530312,-0.762085808404843,-0.555277170474779,-1.31760310301442,-0.152370506695142,-0.157173594285423,-0.499530988919909,-0.662465646709039,-1.45722661249035,-1.78000252296174,-1.617299496448,-2.23096983168449,-1.79866040333985,-0.469997861698004,-0.404802788569775,1.86475770535173,-0.80041704450667,-0.984580988879112,-1.36239575353366,-0.628707564976188,-0.323410114734111,-0.851733184014002,-0.851828037532953,-0.722703087794202,-0.587831848651255,-1.08537315215488,-1.09852738153832,-1.2086852576317,-1.47992855446189,-1.86648771175086,-2.0229627469274,-1.91055947753991,-1.04978210316135,0.12282307936724,-1.42894197617867,1.27752790091392,-0.175849699277436,-1.15981383366606,-1.37100905014655,-1.4429997145205,-1.38070389800309,0.651726632239127,-0.526753422488603,-0.957989653647029,-1.19519961193066,-0.671754452961331,-1.10509463758844,-0.967658868999886,-0.760044633086915,-1.62808154324706,-0.609711255569563,-0.882603721930341,-2.05631250996932,-1.36548279011563,-1.53530047810081,-1.59900961671788,-1.44777471362791,-2.23928786631772,-1.4982864236477,-1.3677370726654,-1.32749521320019,-1.30922229775734,-1.41418353990434,-1.27671343522491,-2.01781043533416,-1.47239159176528,-0.997772291140556,-1.03602156273569,2.64351409941294,-0.077359519784458,-2.09278612630355,-1.85367482018798,-1.33016418246796,-0.740032595780074,-0.719120305428411,-0.736237998362337,-0.125128044124055,-1.12877498319964,-1.32288971744729,-1.02353127590402,-0.845546292909994,-1.43537392970092,-1.33380499882858,-1.55094566725915
"STAGA_Ns_1 (GE) - TPM",-0.589326585760426,-0.359905985348031,-0.304914093996823,-0.583493049944057,0.775319818850339,0.779732873770965,-0.744085286320392,-0.437644866929546,0.171871601993697,0.645747276936103,0.168230696316014,-0.0272792998640147,0.0111993909538398,-0.0563898217660095,0.386051419064718,1.0309248288169,0.347339145017605,0.633569004828075,0.401173810842834,0.165645341685152,-0.85465594585143,-0.0941748224915295,0.46294219689071,0.424752316812065,-0.0390159366158012,0.487601089636582,0.503665647970229,0.0972207782579688,0.249937024307945,0.00967062379577638,0.122249310408019,-0.256325551154392,-0.584395994913689,0.147066336926264,-0.356791404754794,0.386363244321791,-0.00510879012652753,0.0924444243340973,0.949548046045742,0.262495837384048,-0.167548317067533,-0.0855390675627008,0.874522642283433,0.862000523252264,0.601007144953304,0.650968184991819,0.174921052612004,0.239495119203949,0.668296135373209,0.228338560426714,0.598126178221961,1.24822208981389,1.04107037966399,-1.01215990961901,1.34515086302179,-0.23645735157922,0.00150515448473786,0.745074075634553,0.454302252479682,1.08349307112221,1.15946932031241,0.867882946993371,0.634410063372125,0.776259097501066,0.796100101814714,1.08016793387375,0.559429567120478,0.851282092089933,0.600002556087003,0.688096456353479,0.226221811074972,0.516428689305832,-0.0608415802935242,-0.868225453905589,0.418371636186516,0.669359537029602,0.684175343499655,1.03689727869614,0.132046514938998,-0.532733269088383,-0.0234808020055971,0.137941209239658,0.00658069725523086,0.446953995796867,-0.191368040167032,0.523091503963092,0.282368563866669,0.678037883828514,-0.261934079019729,-0.207372172037004,-0.21121322964244,0.264411961911861,0.805046859303597,0.224280182930773,1.04182866601704,0.537741870154735,-0.165571036307587,0.53447469751425,0.186933023827036,0.375841637723846,0.759889463883872,0.630606380012006,-0.227526724567112,0.362417738625981,-0.10467260215364,0.247769448834517,-0.656466734548385,0.0297164580033422,0.652875920694961,1.52370273754316,1.03137246151945,0.291607257620115,0.343889520673235,-0.0308249641949664,-0.287279263970156,-0.189649411961391,0.0581260820464108,0.673594779581013,-0.507197055629789,0.246772721857096,-0.0855124896077366,-0.262226597724665
"STAGA_Ns_2 (GE) - TPM",-0.603305319548256,-0.570153205402722,-0.598963203468046,-0.0867212773791156,0.7268754347777,0.756912956529432,-0.392132150133196,-0.662438621963675,-0.289304796796249,-0.00965405783358812,-0.0895656853008497,-0.0866754933489542,0.153372252592302,0.0541756815072865,-0.14297220022643,0.0807511233876504,0.362828069901457,0.56352608490094,1.04201542628989,-0.77132777884806,-0.66885065095419,-0.0686361487343229,-0.126035588816735,-0.219446023930249,-0.347792560369839,0.453140905873164,0.416672818665868,0.176474256535283,-0.0128170041222143,0.132414147671315,-0.242376087393006,-0.177303481700792,-0.52436050838662,0.0507131186682748,-0.340554680080242,-1.48989712460755,0.317647171038239,-0.362097853376606,0.67364985098058,-0.163358785077046,-0.266100021760904,-0.253454998645984,0.2398512156337,0.363666403699309,0.411355749526687,0.33924568382113,0.209435983247927,0.623179533936472,0.448355636388372,0.455776033304715,0.703014654547584,0.451720477289511,0.145578731174792,-0.673164457986248,0.838668111220962,-0.0399003849698743,-0.0303726708581062,0.423967596920033,0.232572525085858,0.930726981677655,0.905038231026192,0.630533660183691,0.38640581742674,0.280490535374179,0.456656112344976,0.344132511988126,0.59448884598696,0.228142339282672,0.408428310726792,0.173838805315586,0.604856984961886,0.22071819356199,-0.199154632824612,-0.80053206248667,0.12652064621439,0.682335555396728,0.522090821372587,0.221713079282044,0.506675086192583,-0.105069345162678,-0.186417893412881,-0.21618868121513,-0.319534819253092,0.422142241782325,1.35287288641856,0.277161786939057,0.0143249330855888,0.538774343546962,-0.226832415723489,-0.623402974262529,-0.315571485974451,0.00313036599356391,0.588479052940374,-0.0519210520635582,0.896027867600266,0.122718645173601,-0.0567739151957883,1.05210968585222,0.809874375454842,0.563022965718861,0.603007601866507,0.823055031189564,-0.236268756733249,0.0914119455319311,0.80962354017096,0.659067361903172,-0.421858358561394,0.0597489379680028,0.0520615371627196,0.517489428507132,0.424751616456452,0.156831374174635,0.910934529723237,-0.776788624754198,-0.112671507578127,-0.660737995427862,0.339019140458732,-0.177872134435249,2.07096961297614,0.808657074572233,0.294409813368572,-0.296559563899562
"STAGA_Ns_3 (GE) - TPM",-0.572018227613915,-0.367282630953476,-0.382137174254719,-0.299487854712805,0.837139495751476,0.983573084766543,-0.315193725466313,-0.358320014260624,-0.215591853430622,0.190294936337837,-0.00254427846000198,-0.0282625442676208,0.21129480031589,0.284995554871115,-0.328031682640703,0.440617079301547,-0.310216271394745,0.943230893711272,0.802420488189045,-0.279688837083578,0.121811683720744,-0.392509345854338,0.272278418064038,-0.0021220111342447,-0.191313895660104,0.389546089745526,0.727695103440506,-0.156048488727958,-0.270913841348244,1.3132645910089,-0.0110804826763906,-0.299426929836481,-0.163785647865586,0.028338866487061,-0.042114159847212,-0.211271453115187,0.630102236312819,0.142358340892937,1.18487108625059,0.0570038708370955,-0.101777095573574,0.030963373172195,0.44025649440512,0.138112593367308,0.456251805582951,0.289959282254969,-0.042696918396502,0.434735156143076,0.134016413658088,-0.0857830332228649,0.489181549813841,0.318070498902197,0.0506332904232141,-0.675446623338486,0.402434695885809,-0.102907363234228,-0.113309841657205,0.120563739782231,0.0385070010483178,0.652689791801168,0.649207355257451,0.820296071633276,0.739241811640886,0.250390434514414,0.372722493439592,0.263195631064023,0.525842760589457,0.203474411841431,0.362902590860667,-0.387530119181568,0.716389340214009,0.985181115739293,0.451613588726336,-0.585801984248979,0.253983527516244,0.494329948816242,0.500887615998634,0.340074083113167,0.781871991555058,-1.05804461024199,0.35571379807143,-0.317947130307899,-0.376417288034775,0.39511403060904,1.37135985862179,0.61439460003291,-0.520653536461163,0.669246747463422,0.0328717928122148,-0.483826778429523,0.0484198656757063,-0.109005948350522,-0.0279353635313929,0.0872355852370632,0.876099423012575,-0.0540136982508895,-0.33158374884986,0.470211793589548,1.0631697520258,0.385252845761806,0.017944543409214,0.260194945383148,0.660095186323029,-0.590631778193428,0.20890777777426,0.704817040023147,-0.669506729512933,0.38262111192938,0.541364610755822,0.851423467080487,0.828011040094887,0.205011453515112,0.637296096859428,-0.0824684386447027,0.127565134806204,-0.459436191206528,0.0200105191419042,1.26001974922351,2.2349876055754,0.664269988650236,0.573464825020476,0.269171288312668
