"","NGO0093","NGO0095","NGO0097","NGO0106","NGO0114","NGO0122","NGO0151","NGO0153","NGO0160","NGO0173","NGO0217","NGO0269","NGO0272","NGO0274","NGO0359","NGO0360","NGO0365","NGO0382","NGO0387","NGO0436","NGO0437","NGO0456","NGO0494","NGO0516","NGO0542","NGO0571","NGO0584","NGO0645","NGO0679","NGO0740","NGO0795","NGO0799","NGO0810","NGO0815","NGO0816","NGO0847","NGO0848","NGO0859","NGO0893","NGO0963","NGO0977","NGO0978","NGO0986","NGO1029","NGO1033","NGO1046","NGO1055","NGO1056","NGO1085","NGO1161","NGO1219","NGO1220","NGO1233","NGO1234","NGO1277","NGO1300","NGO1317","NGO1319","NGO1329","NGO1333","NGO1339","NGO1363","NGO1365","NGO1379","NGO1405","NGO1422","NGO1423","NGO1455","NGO1467","NGO1470","NGO1471","NGO1495","NGO1602","NGO1609","NGO1626","NGO1634","NGO1640","NGO1688","NGO1779","NGO1782","NGO1792","NGO1798","NGO1852","NGO1869","NGO1877","NGO1879","NGO1881","NGO1889","NGO1894","NGO1901","NGO1931","NGO1942","NGO1948","NGO2002","NGO2065","NGO2071","NGO2095","NGO2107","NGO2135","NGO2137"
"NGON_Li_2 (GE) - TPM",2.50508627628373,-0.269927912323562,-1.31515273981416,2.82336346400893,2.66176671546938,2.0900840371863,-0.0590527972358429,0.0238598893388369,0.857095154260956,1.38701816878695,2.35806988745695,2.46702789076712,2.29653606161549,2.24059831332341,0.580015379712134,1.15031088403787,1.61042686667926,2.28279469934688,1.53983083608432,1.81541751189693,0.894452587917253,-1.55525507727267,-0.887339226723836,2.88745244135496,-0.739305899609426,1.5319477674372,-0.201536914086956,0.243270953708839,0.102696191739592,-0.101423499062383,-1.33117504734991,1.02818046045116,0.450768598798739,2.58654796926051,-0.428804290574352,-0.433210256801151,-0.0828637996592234,0.87112367874674,-0.274657648624147,1.68015495545586,1.59020108630573,2.42384038669183,-0.521941430910678,2.64993798456526,1.44570032659102,1.79892414810593,0.815476985853495,1.21109118894011,-0.381050582320322,2.93259208017727,1.00114971029774,-0.857862870422403,1.38976925121867,0.447399538095332,0.456155387837391,-0.693894514828818,1.81951338400016,0.195367134360214,1.64324950849537,0.936844486047978,1.30460177496918,0.662044785037922,1.92508739038054,1.20069467135395,1.11450827140065,0.732034160654024,1.05770887490877,1.03775307345703,0.184999718417516,1.58307635348788,-0.262377397704858,2.52434471989359,0.412997096546255,3.10933761975222,-0.663502029761784,0.879101552580485,1.18067708038309,2.01668581208823,0.548607819507361,0.673227965888951,-0.298040217972151,2.36590397684069,-1.03625074296215,-0.137548355501092,0.63414597491097,0.849570480095003,1.68123982812592,1.21840102655748,0.0130109303089104,0.704104432189316,1.81173240417313,0.24892181181092,1.34291307937921,0.621422229050359,0.929788587130718,3.11328063644783,1.84120452970997,0.524537009862931,0.780686680061584,-0.370321493234777
"NGON_Li_3 (GE) - TPM",-0.184180155910664,-0.0590251954287531,-0.276226745525131,0.549870899043678,1.79696004108392,0.573269601396656,0.143333315103672,-0.110678803970486,0.531776449394508,1.65924657913027,1.01560039085529,0.83579818602002,1.72285712209002,-0.667450691626294,0.101985693621633,0.718072437009825,0.63146753121892,1.52034091948871,1.3628776012093,1.55339120327942,1.15432661652107,-0.822713997578352,-0.130972479802744,0.878475999309521,-0.192002625306356,1.98061438148258,0.51037602433344,2.02977186156904,-0.39008690544835,0.851394658465423,-1.17574836105695,0.318816595088034,0.189244628063596,0.539674911579352,-1.14980530621832,-0.0678633488452821,0.247353364837136,2.6615715042396,0.685310633263743,0.392944638971005,0.589884687952043,1.1952653255053,0.746604764958266,0.547164258020444,1.30595075447501,0.250506021654001,0.191979150518646,0.606156026339644,-0.512172285173192,1.29854777088559,-0.51441222322465,0.93686325878919,-0.388544633873596,-0.472466551676316,0.959697500820811,0.0252811758251267,0.864448336709475,0.219618820962111,0.551398669917381,0.857856855937152,0.110131714570724,0.690867288861805,0.637406757010496,1.28370632327643,0.799655691363624,1.20150355110016,0.339044409411246,1.39862760988565,0.762510326157509,0.666015449240908,1.62189188946386,1.79616360916739,-0.578363869224574,0.0892557368917406,-0.0977312984658071,0.0698268671907982,-0.0121833758617582,1.27371162575911,0.84700286903764,0.615892722904737,0.382615625931691,-0.298049847291151,-0.706132595808482,0.738426688060167,0.103917116624566,0.169895525583829,0.550300021392967,1.11889879687539,-0.307893677463977,-0.0122626187771734,0.570905211246451,-0.27490189543155,1.72843954243512,-0.546309032619591,1.18419320538137,1.21910862395258,0.366911015541487,0.857380301246425,0.608008011829721,0.311666728661467
"NGON_Mig_1 (GE) - TPM",-0.753541643043935,0.610222763289138,1.49364241109059,-0.130655328502235,-0.765469649038612,0.421748288366123,-0.402589788134322,-0.824977068517716,-0.174684732514104,-0.965081485383664,0.095112166168371,-0.428111446377554,-1.30332323925458,-0.668799833445904,0.660920455165289,0.536509270537423,1.88334302318436,-1.11082996535837,-1.39492297753719,-1.35927481321817,-1.21508815940001,1.67880321494189,-0.425880310296567,0.0366502958016793,-1.2701225077758,-0.296570296311178,-0.677177585366749,-0.964510412429805,-0.544449746096021,-0.992933963011925,0.339165215528647,-0.317350467817801,-0.974475870929517,-0.326416985138712,0.704856265029426,-0.166397953317974,-0.358633658494506,-0.859964684958161,-1.12655607911372,0.173163086874027,-0.945408939985019,-1.32130884590071,-0.111865489746213,-0.358727079898597,0.0427094498302926,-0.159699858051913,-0.592437234047306,-0.440148038024788,0.952022292397663,-0.342000420621963,-0.821468768525169,0.235264985015575,0.610483497186702,1.23967289369014,-0.789424818159326,0.616711161271252,-0.640121298463464,-1.71896323107756,-0.715711233868702,0.197663619795526,0.124742379287252,-1.45927156551071,0.093054469611824,0.448655061673819,0.837668271295715,-0.0889926474735359,-0.213651465820063,-0.587761841715125,-1.11626619484085,-0.636310664187864,-0.591471153367747,0.25927454962957,-0.283495278721452,-0.349176183539102,-0.00481442262811508,-0.423925903116581,-0.00442202489372138,-0.250088656276022,-1.03787177936178,-0.604331948834848,-0.316971316990754,-0.459203077629003,1.1593077352344,0.847951085750379,-0.939427094787195,0.393900484971128,-0.392294481846216,-1.03416127371389,1.91330336490114,-0.675828337576065,0.475330443306562,-0.295581947380211,-1.03074554033829,-0.206381801391354,-0.872976267758303,-0.85365667394758,-0.723533647912098,-0.965140070848842,0.678272020592338,-0.775309995063965
"NGON_Mig_2 (GE) - TPM",-0.788144301438176,-0.00780607107124294,2.39895349114121,-0.441913783493958,-0.564060283474668,0.997573886632536,-0.752167444989572,-0.379125444500539,1.35107248043159,-0.845660789745951,-0.0966305134404614,-0.126552769815885,-0.421798600016661,-0.233330909098519,0.192699365297758,0.4484725561993,0.835159631709628,-0.770042954894956,-1.2498582086966,-1.54941814184257,-1.08467421896506,2.25584268015581,-0.959708720484704,0.612475567150116,-0.723831789849632,-0.461889004517814,-1.0193249441148,-0.772410985454874,0.140938014401792,0.0103484369334424,1.35516171714,-0.0525669298099099,-0.120820935329071,-0.121105998243312,0.710434124511406,-0.972961642264046,-0.380993886614911,-0.160358444088731,-0.928714485242679,0.94707707025532,-1.27051371530727,-0.740385578931743,0.979915423048669,-0.312751140189902,0.896823585427933,0.252682048228281,-0.388239883940098,0.256175126057773,1.02097093472684,-0.0569963045830557,-0.137226492347045,-0.356586513840679,0.38415509011948,0.436454833683043,-0.972814722087024,0.507852340311485,-0.585558903560919,-0.934964449138043,-0.83848665717229,0.128853849333562,0.304409089359382,-0.992521199024566,0.768938021745796,-0.108871952763305,0.662162643222378,-0.127351452968299,0.33696627561468,-1.49858767355248,-0.490358641163189,-0.564613017549793,-1.18936921436459,-0.0732990774871253,-0.485282016486768,-0.403469448291767,-0.116552394946014,-0.785421722731899,-0.866839414093135,-1.11009524297267,-1.02742981199597,0.20591311655821,-0.545088772161242,-0.848414237600858,0.0656084762359241,0.706945716242503,-0.94139731757169,-0.768276961621393,-0.359912906789816,-0.891589503212844,1.86374969938907,-0.972477427757278,0.331958325790124,-0.576711617965616,-0.648595072281791,-1.59604611499702,-0.966947940611322,-0.811042004179396,-0.632022536891381,-0.845311321347283,0.616998755862343,0.536223290744481
"NGON_Mig_3 (GE) - TPM",-0.68565186338385,-0.151854730848968,0.349068756555105,-0.78447692912387,-0.149408297014517,0.725015776442594,-1.5764308813771,-0.631935701726652,1.23343817264986,-0.740299684460701,-0.193309415067913,-0.944866718901958,-0.867666400434062,-0.875053707554573,0.427487026823218,-0.17320668075384,1.37783749224652,-1.13198416186231,-1.31801499977865,-0.80975597375422,-1.51979807721816,0.706233279918082,-0.457105722207158,-0.0243252542845333,-0.529572226061379,0.196942584010603,-0.878234483459517,-0.886040290235538,-0.131450386510064,-0.646225089665167,-0.422262447591465,0.136615038388551,0.315552029531803,-1.22147735196459,0.692669597560132,-0.837526729941033,0.456309975893112,-0.671329258867441,-0.416688044883459,-0.0597967318477208,-1.2425275238492,-0.841674554670232,-0.762582871795901,-0.282133249743403,-0.291830286753434,0.55949336281731,-0.749774457798525,-0.626531545437103,0.499976715565703,1.06039716992579,-0.420301707259886,0.505082934051668,-0.187339308237735,0.433728516858674,-2.45884221557252,0.73156229371968,-0.230802368520009,-1.01428143281096,-1.0420148132398,0.959989367021011,-0.391077657362437,-0.718044909291382,-1.27872388691736,0.61239692843323,0.238969368223683,0.363265710801095,0.038213517306546,-0.367554771276869,-0.160545485688506,0.714373244645021,-0.153834461939852,-0.0467206111979595,-0.466639970459496,0.103966284040426,-0.0784707145111609,0.511993436402319,-0.82760140019126,-0.116360767552471,-1.19917477909133,-0.865107878577041,0.678939327113299,-0.792763335748599,0.698799087634215,0.199293987205521,-1.21402629761278,0.0509679798735987,-0.58898589272482,-1.89766295106267,1.69819212738845,-1.042934817924,0.578522548774448,-0.31130439204481,-0.503159120077289,-0.215690958014539,-1.57985190887473,-0.973719958770033,-0.558170366921938,-1.04568957021061,-0.13771563630539,0.17911789036149
"NGON_Nd_1 (GE) - TPM",-0.444621737439359,-0.907544640140304,0.871180310254772,-0.504353948376943,-0.261533927355981,0.191453548979618,-0.320729692188565,-0.721365802344803,-0.555195961324047,-1.12029211875512,-0.295253600321774,-0.893903348394895,-0.182437659623803,0.503320111085831,-0.981228865552335,0.558672533538071,-0.664091710425084,0.444916301858228,0.0897615685380562,-0.408470687538138,-1.22645608767979,0.234805271509025,-0.85531464854017,-0.370145354955278,-1.13802705385399,-0.210310383389013,-1.0513954721149,0.0876571090462432,-0.397491375199243,-1.21028897091465,0.425206323962305,-0.771154343376872,0.025477657573659,0.360221210891766,1.13039351194832,-0.635644102805153,-0.796124157123559,-0.502473758440281,0.386278018526437,0.146252536051321,-0.941813262700126,-0.841115820917512,1.27771187396363,-0.390798430061161,-0.80298878044826,-1.3727624489261,1.03306107292327,-0.394006783229986,0.0148823451938297,0.393061700062872,0.425333925692101,-0.106842507549959,0.234932658333933,0.495862235493206,-0.330434655088334,0.282604766031651,-0.575942741934877,-0.325091246433564,-0.739733700339897,0.112392492425873,-0.696118868907318,-0.563502195840629,-1.18410289157056,-0.415950628235425,1.50026777573842,-0.781891142614436,-0.321354426764899,1.17797353218722,-0.484462568487862,-0.852195323404715,-0.235217971675519,-0.352773016926599,0.534114407092509,-0.500711564484853,-1.61614682258839,-1.16875141998309,-1.07167784548833,-0.48407794483168,0.360796710907688,-1.03066456787731,0.45213601962224,0.471482910888016,-0.362326127108601,-0.628014686491552,0.048199723949454,0.371343665015501,-0.761023704871412,0.0281918063533051,1.29630604349744,-0.474715536390732,0.742866987336425,1.24059232746708,-1.24282794293812,-0.085812026888022,0.499307491579852,0.567403908927097,-1.41638236694066,-0.617253973319438,-0.932172601050479,-0.95340186453867
"NGON_Nd_2 (GE) - TPM",0.336549842718512,-1.11324421355201,0.167936488765809,-0.689775020400545,0.374853326037901,0.503627865011259,-0.802580529981707,-1.12418200692796,1.11141270148539,-0.18326999949395,-0.612753837390103,-0.481344696083084,0.841665792931446,1.08255349835637,-1.05047622046826,0.0298988519522895,-0.895616835211619,0.693686773007174,-0.0721803251201374,0.474228616054273,-0.787092444613844,0.579650640541157,-0.917928022010557,0.126996846955829,0.0731846477520874,0.0816037035237476,-0.633553285376601,0.183650444768811,-0.524796898527833,-0.19243193104732,0.657327164161644,-0.39491341080612,-1.32284550547032,1.5752252567697,0.772137279946388,-0.968524971924332,-0.985509689750547,-0.636584985398271,0.384171039743122,-0.074224360808646,-0.286353942260099,-0.0185685850804906,1.39070237532523,-0.494443702989653,-0.207581212890343,-1.01999735035348,0.461528070027842,-0.499092370239756,-0.906646341908169,1.03109190124339,0.101247565053147,-0.168252631873206,0.672995152760802,0.177335282671524,-0.472573998523079,0.984761277869757,-0.0314663593011921,0.353202839862272,-0.443489038599141,-0.130925024184052,0.149905357551108,-1.71965710772151,0.911032488203216,-0.518970082200131,0.924556099687121,-1.19751393939696,0.250507569035007,-0.241435851835368,-0.419026582182266,-0.453656322012931,-0.838286941400582,-0.498256950935323,-0.0653078365961787,0.859369405314932,-1.50662146033058,-0.823384888316442,-0.527402475282676,-0.753801852720258,0.942954290903065,-0.130067719899391,-0.361283522701656,0.282646783227689,0.606109051027234,-0.837137507743668,0.184222327784421,-0.456129906485743,-0.465263999924714,1.33906552107245,0.687531216042144,-0.211201333297378,0.603745552860937,1.56338466176862,-1.10753437148176,-0.731860385387168,0.402568190050382,0.826485747389217,-1.34308039383968,0.180239818437707,0.414084108696582,0.606053601078825
"NGON_Nd_3 (GE) - TPM",-0.664021543913679,-0.656999817769372,0.455078440287402,-0.612684661087492,-0.594977451748934,0.0236184568121146,-0.672839075775242,-0.389708085819604,1.48855320430022,-0.711609126700883,-0.501574294835647,-0.381567518341396,-0.641976106864842,-0.699350773895472,-1.02434040776438,0.100830714669124,-0.273824648877113,0.229099574126155,-0.162323514078563,-1.15373574102273,-0.5525925344299,1.44220976171186,-1.08815149566872,-0.897440066677352,-0.165650197696144,0.845175264473189,-0.793624559229407,0.27291253002421,-0.572002921268641,-1.05245072207109,0.759763003974923,-1.10739545984516,-0.529672268872699,-0.0726133295828769,1.14928720665831,0.637437666062186,-0.236846011866207,0.0929765046835888,1.08633046624344,-0.967490771094854,-1.49427874966523,-0.825429604635159,1.68314787662154,-0.584727186080641,-0.990518105409492,-1.10813572621106,0.640845101635599,-0.972758248095111,-0.701369903693151,0.621415617094013,-0.812078132212295,0.914385697745145,-0.0936220616055244,1.55877429718343,0.402993435114993,0.887701853678108,-0.47190798334662,-0.379720726277113,-1.19882382071656,-0.0297340785724855,-0.703833667819751,-1.06193837216833,0.547721531062884,-0.309687821859868,0.749782265400033,-0.319849328262604,-0.834380373156621,-0.0320807049422972,-0.293329777957316,-0.668805364684641,-0.744171404536574,-0.360457332679029,0.211871216658747,-0.878296106562073,-1.12126862294622,-1.24101791721009,-1.05549980122964,-0.714522239129802,0.690584425801682,-0.417227412121113,-0.0710374862018554,-0.798085688317745,0.291581640829436,-0.274623903304397,-0.771975164522086,0.652362152249031,-0.696489100198305,-0.464417589154104,0.582866650190018,-0.407804197736716,0.683288252279085,1.18629195070789,-1.23258651324912,-0.73404653525782,-0.140138889617402,-0.325768535253785,-0.80807031268256,0.849427455469201,-1.22428656018456,-0.0864763836345436
"NGON_Ns_1 (GE) - TPM",-0.308318772854493,0.772278650788416,0.777029110913839,-0.798222658576279,-0.371249599659701,-0.666081145703919,-0.0138430063135967,-0.241063871241764,-0.0210506380484955,-0.20397700990017,-0.238146904936398,-0.113208849635091,-0.533995951431878,-0.589776212235161,-0.640554301663939,-0.463459397234106,-0.431167644233895,-0.627938118327846,-0.671568786789629,0.559488800453554,0.845287583057804,0.0239727762698798,0.332893897287304,-0.570501171722367,-0.169429322310598,-0.18556212584796,-0.445777177603175,0.42109423984395,-0.633255052271541,-0.254741232408208,0.0836381666187166,-0.0581510283749317,-0.205692913945541,-0.112238550870055,0.215929615310118,-0.606939921255866,-0.692484407049061,-0.23031442723599,-0.506327100775264,-0.566784013766076,0.679448732733825,0.318083136450948,0.114452711120013,-0.53675137481277,-0.846258357664116,-1.11598006171886,-1.01792489897118,-0.665592262936791,-0.58654477453912,-0.0258742745431105,0.234423086452314,-1.21380029392382,1.41883387770263,0.59004767212358,-0.429420545048583,0.108634684169709,-0.38373213507115,-0.270329517674448,0.405251710992712,-0.452021362584359,-0.0020281528528097,0.178605774911423,-0.0485937653221831,-0.476812850506409,0.134715870368689,-1.35544978689533,-0.38655125183371,1.23304997716355,-0.451715005420472,-0.554724118217375,0.303616773807699,-0.476506067548688,-0.226903763303367,-0.16748875078932,0.117632015186989,-0.724195471197555,0.193774018587979,-0.426610741262273,-0.659802708395936,-0.92283093816464,-0.0250864538272809,-0.594720665249592,1.53143224171727,-0.697175031671061,0.286704519161523,0.124051505899888,-0.531817229132345,-0.12745851045722,-0.216081088866561,-0.805425515798316,0.346243951559836,1.37625056349847,-0.214936382381981,0.690772372056614,-0.622287044252065,-0.467154258524157,-0.928073136740053,0.11522586328834,-0.24117607324776,-0.199845422883373
"NGON_Ns_2 (GE) - TPM",0.35638408318409,1.22493886635521,0.862447878949531,-0.365641294557657,-0.585254070969087,1.02109790968968,0.102273422535695,-0.140426938510409,-0.000471017700934009,0.580754859532797,-0.49823124198612,1.18403574138264,0.409753030157102,-0.0437290115860204,-0.406916348401852,-0.782330950982655,0.285259105139574,-0.144511543747773,-0.583044676203322,0.242398797111754,-0.796434535871951,0.431485773931266,-1.00668627950709,0.105878718355092,-1.12688227745727,-0.497544157051032,-0.837155065710741,-1.43606935386358,-0.498441194919753,-0.475155652622493,1.10248590993637,-0.427619084154422,-0.442652928681627,0.594791250537894,-0.26432517778254,-0.74134337933037,-0.738816699001245,-0.0396063612132488,-0.438432194266949,-0.811187137342335,-0.00196496813726512,0.306949383675862,0.618332530252683,-0.730193203878182,-1.06053189156594,-1.00330550396534,-0.471126976688536,-1.12206105359296,-0.914620131053522,-0.0724857063321443,-0.678275702081885,-0.67233702009794,0.70762552627366,0.298387478631981,-0.330925903735956,0.174888711431372,-0.344570090974801,0.5710809483284,-0.0269343288660056,-0.3620248210734,0.480077183133626,-0.116790588214591,-0.737803326519638,-0.712738545832452,0.300285163194417,-1.79139134060832,-1.65298574992866,0.309340792036173,-0.232827692007723,-0.545415957789716,-0.710201706217841,-0.793970603196867,-0.799318985381021,0.0730414321749372,-0.719539164255687,-0.275409176681512,-0.192243440855319,-0.659343533678497,-0.804984244620558,-0.576738789985173,-1.12843699636791,0.553886650587804,-0.244615044600876,-1.14202283985265,-0.315133617166326,1.2375940683649,-0.0873435659118556,-0.488138283400951,-0.238202404632164,-1.20415031513797,0.532834359172766,0.108933181811538,0.186106767278204,-0.549858296919142,-0.103149312620455,-0.699315593148074,-0.923268820976456,-0.720228420888834,-0.412458527934912,-0.601505432088088
"NGON_Ns_3 (GE) - TPM",-0.0688888585974163,0.711881194054855,1.04496217090839,-0.379673172512138,-0.209732643212637,-1.29439514768274,0.66929619110869,-0.567199678087508,-0.168224724371514,0.424185708308509,-0.377659685856758,0.302885160965072,0.675967461799515,0.120522310733444,-0.485431694722518,-0.85654009745214,-0.238476772461349,-0.168867523759733,-0.32567355421236,-0.784911387053783,0.530287779324075,0.120504219598538,-0.209499388738144,-0.428749668212776,-0.406683171502958,-0.712436308447103,-0.433879549540167,-0.348760919219192,-0.230736909827451,0.135093744311803,0.492749392377101,-0.0765805061673385,0.356438243189618,-0.92568331612994,-1.66023555265255,0.453534057005125,-0.154093297287444,-0.618966845326988,0.176259172183604,-0.615910448213056,0.112847618505788,-0.831146266398232,-0.00222027945870816,-0.435199344582639,-0.792436949411856,-0.723485568288672,-0.515989972554936,-0.399960140230883,0.133438098816431,-0.823350625593439,-0.8431357865035,-0.992711158021044,-0.192194836123037,-0.454655179160189,0.203739101572483,-1.10277916807588,-0.0301323681221068,-0.541565208287068,0.95676058368688,-0.354140565667298,-0.0103077197571715,-0.108219802933114,-0.808722646259794,-0.489065951243926,-0.476014732459444,-1.45078468070204,-0.548519493145613,-0.126541055783856,-0.589343561171189,-0.351896556043531,-1.03776866928902,-0.463588503153182,0.309653941138628,-0.574783135092272,-0.615379356294878,0.260108383264724,-0.653056576075684,0.0348304381236861,-0.728328288975079,-1.00915038886748,-0.796899531398058,-0.527425220921345,0.653880760430682,-0.572585927533183,-0.364610479915516,-0.994723138316305,-0.176409715208092,-0.385635438089209,-1.16510691365972,-1.18806212208905,0.650421158048601,0.241092362263813,0.226730653315513,0.494354379638013,-0.191659651226752,-0.590697681632968,-0.605683687515309,-0.390365868262723,0.707560834880776,0.0513012418299467
"NGON_Oss_1 (GE) - TPM",2.62609602042194,0.262219626343973,-0.783312599310627,0.443185885681651,1.19195310630295,-0.315972070951028,-0.384511952467208,0.566516835260129,0.034618970298266,-1.51660697987657,-0.324458467014239,1.342279083395,1.20420666475866,1.15363030069863,0.858454306039904,0.0907920347056657,-0.511409366622973,-0.761847110656955,-0.560498818613172,0.682024548925032,2.32044323492916,-0.792574986886891,1.27246251469173,1.59460760636944,1.3892072497622,-0.276791701238323,-0.0752387648574852,-0.101864084384756,-0.168354087307704,0.644544491217035,-0.0955562787665413,1.97810406311719,2.05749011577227,1.77519354475811,-1.37166621381922,-0.414209798340445,0.256342887787838,0.0766475767057607,0.510441196476951,0.598126405650907,0.913996624404065,-0.312166724328564,-2.12709393165217,-0.243154092188246,0.968412370309583,-0.541809373505223,-0.715094589426372,-0.230396118551082,1.42467747572619,-0.455918396637255,-0.373848587432374,-0.431045785616473,-0.0499759909658016,-0.923589600418631,0.307020901840791,-0.532489712964412,0.0190423995704467,0.0415494856104177,1.93447302711788,1.67229977695608,0.000747650063091027,1.59782763731861,0.869878794401991,-0.261435113157186,-1.232705146969,-0.453993786150588,0.219283113026705,-0.16461884492498,0.67250637143885,0.203864123114239,0.1606549905487,-0.36528343442214,-0.631821074383447,1.84045680827991,-0.269544850125221,-0.281411271009817,1.79563243694682,-1.31458434515764,-0.30132617065867,1.18504348310084,2.05635723723771,1.16553619380658,0.695138426715151,0.764046826820979,1.21684543791411,0.538271155054766,0.560029831445433,2.3767006555227,-0.695977006193249,-0.217540697677975,-0.989079912077342,-0.668537969583918,-0.954941657474995,0.845171146763667,-0.747339866845114,-0.0751009989145224,0.221911703546967,-0.183526866386715,1.16116459859421,1.54748342728346
"NGON_Oss_2 (GE) - TPM",0.532175731673004,0.865633653241709,0.298056222705028,-0.635902366352537,-0.814409616765893,-0.23101074892405,-0.652145039185555,-0.785488397573843,0.552771477413514,-1.67950786199583,-0.42217507067243,0.468138880384849,-0.0240467327874908,-0.149370254182008,-0.441584148987049,-0.61632167804866,-0.487135493900389,-0.638812344543912,-0.0783209693284233,-1.11656263623402,-0.341514028703044,0.731760860748371,-0.279336214016472,0.25793293380968,0.709918361838729,-0.460905199559584,-0.511240567229876,-1.45598582985094,-0.181142797898498,-0.407939200122408,1.49312012133291,0.390085954451647,-0.113902515071212,-0.1089327862897,-0.208929179752553,-1.54479332119907,-0.307976290594623,-1.18161335536896,-1.68915059744753,-0.733288152112956,-0.527948599294469,-0.904045899665668,-0.675828971933822,-0.120470806884721,-0.401011781232846,-0.0615719976751964,-0.290149501775422,-0.835762292924857,-0.763952914336693,-1.09387470196034,-0.589882874418178,-1.17772769598166,0.478904663488188,0.130646733040371,-0.975418732351178,-0.626923120375797,-0.556195414491468,-1.50454432174415,0.0181860641029329,-0.662543539546947,-0.635421567348009,-0.722910823220975,-1.02721226938954,-0.685735938664584,-0.844263800426904,0.148834150918794,-0.382242444079143,-1.55536730242158,-0.742246223640018,-0.598054697823635,-0.653607304609705,-0.836150809411496,-0.118484334602424,-1.11982908229192,-1.73281724925532,-0.0148113822305003,-0.526773055132955,-1.17063255781548,-0.442177851643737,-0.871336777104058,-1.0127943569105,-0.131899455966565,1.62592199964854,-0.383279166441899,-0.344730621522479,0.928507841416106,-0.396365606914636,-0.284474575508412,0.516264933229828,-0.476055890640756,-0.156754171239239,0.120355760536814,-0.889260615002688,-0.0985629853622873,-0.344267415725653,-1.22398096744857,0.493244813221201,-1.60996787109334,-1.36847836101826,-0.589760987989983
"NGON_Oss_3 (GE) - TPM",-0.18574792979657,-0.399292897745882,-0.177832336593924,-0.535820947837368,-0.218341604807025,-0.368933498736091,-0.458580554089358,-1.10995145992789,-1.21489907209357,-1.18147778519768,-0.6738927165298,-0.471242304065651,0.297007347050317,-1.38267015022946,-0.665685985957481,-0.832603882300029,-0.10188244624619,-0.726819781981994,-0.127229731391431,-0.505926615551003,0.118241132085175,-0.221394476475,1.08484899037688,-0.420001399024279,2.29028801440812,0.24534989749498,0.0114519716838122,-0.173870462871896,-0.502694643314628,0.032399490516209,0.457953397708552,0.198182974912902,-1.13734099218591,-1.08603814877316,0.784310547274869,-0.0195393370605969,-0.0354633084807251,0.236774461821819,-0.179530779878883,-0.845589231837067,-0.942998522458295,-1.11176874439513,0.704967013539339,-0.596714079742703,0.52731661090956,-0.00343190203938144,-0.0708117044362968,-0.733864620282439,0.583506713166276,-0.925855039429187,-0.293965513311744,-0.380084412935416,-0.949740983758955,-0.109008353155865,-0.366345934508556,0.562704114186879,-0.575194160254301,-1.20467926635485,-0.0774301078962052,-0.427249039663361,0.0671290204452345,-1.33884263595058,-0.508875783121147,-0.4477415429839,-0.0364776062357182,1.03146296957585,-0.298233315879591,-0.677080643400456,-0.343529647213551,-0.272837752315934,-0.0546183462395778,-0.503068616431165,-0.230754703261289,-0.623137037466125,-0.53370807291909,0.493725074524623,-0.337098778186433,0.0410236051595656,-0.440955537458102,-0.557534444730501,-0.589667873474381,-0.596779558473707,0.971135753335072,0.456934474930944,-0.424125725852487,0.116509301120793,-0.19047466792132,0.556719660495363,-0.479472651803225,-0.290660166998014,-0.654996925374531,-0.49135542377414,-0.482219472442747,-0.267864231020276,-0.0814008719035417,-0.628440222032206,-0.0324605736283196,0.279986153588707,-0.983565689763785,-0.451156696221063
"NGON_Oxs_1 (GE) - TPM",-0.263740101064854,-0.325391359332512,-0.594156758073173,0.270912368042774,0.265132093462549,0.373692774918084,-0.58854116974794,-1.37748994264076,-1.09842807170477,0.691075854471421,1.42607367292275,0.0926538930111712,-0.0883946059715548,-0.450584980018517,0.499769008294106,0.896950066942171,1.16349820820253,1.85771687029829,2.0961662006676,-0.526325193955868,-0.800781983319288,-0.838181932575743,-0.145101063104468,-0.320818923737735,-1.11346297583258,-0.47582464083185,0.0801197004032845,-0.564162904033928,-0.191347079584101,-0.107335038231448,-0.543083678842379,-0.00657084175821453,-0.746121658750591,-0.0106834466428193,-1.24549114262794,-0.253985579162049,-0.204527401683298,-0.355918996964323,-0.590912092415045,0.534391183629461,0.977249573596248,-0.00857411587928021,-0.521142783763888,2.48846980042317,-0.341554682189267,0.178679873554017,2.98385700503788,0.20871340414363,-0.857220445477343,-0.301335936070639,-0.0148806776561633,0.351295656883472,0.618811446279987,0.14588017973148,0.75400836426849,0.924855883765017,0.163192841397787,0.246776286822249,0.419396627898991,-0.679176557079339,-0.0319211420165046,0.628490300553977,-0.331806082760903,-0.105484509597761,-0.0315511867644358,-0.622920513347294,-0.371705334845738,-0.282421467260642,-0.522106188366306,-0.0155677376698332,0.240833062956797,-0.112694890543042,-0.631911300945056,-0.714041968507368,-0.222084314879025,-0.315398569691116,-0.53167438099737,-0.0743384909089613,2.57110910584228,0.128785261973442,-0.385043265299098,0.115764454765561,-1.22111085538563,-0.40648738714213,-0.18397629450689,1.65199848559692,1.70274846547502,-0.490192188664976,0.577035075439183,-0.653781051789774,2.39387214286781,0.0680484009402695,2.10404208754234,-0.772750206410006,2.34164679452354,0.221940384537047,-0.107428074126918,-0.553805407923197,-0.925410929270661,-1.09000003580247
