"","SAS_RS00435","SAS_RS00440","SAS_RS00445","SAS_RS00450","SAS_RS00455","SAS_RS00460","SAS_RS00465","SAS_RS00470","SAS_RS00475","SAS_RS00480","SAS_RS00485","SAS_RS00490","SAS_RS00720","SAS_RS00725","SAS_RS01295","SAS_RS01555","SAS_RS01560","SAS_RS01565","SAS_RS01570","SAS_RS01575","SAS_RS01760","SAS_RS01840","SAS_RS01845","SAS_RS01850","SAS_RS02810","SAS_RS03295","SAS_RS03760","SAS_RS03765","SAS_RS03770","SAS_RS03775","SAS_RS03900","SAS_RS04290","SAS_RS05160","SAS_RS05400","SAS_RS05405","SAS_RS05410","SAS_RS05630","SAS_RS05640","SAS_RS05645","SAS_RS05650","SAS_RS05655","SAS_RS05660","SAS_RS05665","SAS_RS06470","SAS_RS06790","SAS_RS06820","SAS_RS06825","SAS_RS06915","SAS_RS06920","SAS_RS06925","SAS_RS07640","SAS_RS10030","SAS_RS11015","SAS_RS11100","SAS_RS11275","SAS_RS11280","SAS_RS11285","SAS_RS11290","SAS_RS11305","SAS_RS11310","SAS_RS11315","SAS_RS11325","SAS_RS11330","SAS_RS11830","SAS_RS12895","SAS_RS13340","SAS_RS13550"
"MSSA_Ns_3 (GE) - TPM",-0.620548005396212,-0.582053906263198,-0.737598347879727,-0.566540292167629,-0.500829004075433,-0.701667511004406,-0.410044662374558,-0.887031852578243,-0.427997009050041,-0.44784010810183,-0.738879459679839,-0.638839065995978,-0.759561598089253,-0.622130433799969,-0.370951547615115,-0.459573670698957,0.149140060967921,-0.231942737685785,-0.0819885239977248,-0.437086357536177,-0.481747382915421,-0.358841075587462,-0.155352414405835,-0.898342842214984,-0.378612631498123,-0.382738802403842,-0.458936314997073,-0.162086766008772,0.145575674754382,0.47501498950144,-0.659704315387935,-0.166666666666667,-1.0527598124469,-0.368356605150239,-0.295438770265621,-1.30529149278942,-0.894587200557642,-0.830991748177982,-0.936759418762361,-0.828686867490964,-0.798702034897452,-0.818852605708774,-0.80841257173973,-0.640501264814064,-0.405061050156844,-0.821871049091518,-0.767698890030204,-0.443762562220687,-0.488388990738923,-0.710897662593843,-1.75694818972905,-0.361484754878996,-1.44840485183219,-0.260666166270459,-1.08619109368412,-1.55302983286379,-1.23482260396992,-0.741784191160571,-0.416797261187095,-0.589313943419372,-0.594781519754277,-0.205243650123742,-0.259817723829014,-0.668719363153572,-1.62705720527829,-0.484655230747017,0.252563170976004
"MSSA_Oss_1 (GE) - TPM",-0.574082769567588,-0.555165025155945,-0.209792260150453,-0.69208985286341,-0.157486823652068,-0.593160993625162,-0.162177993609992,0.0165840883691827,-0.383046896064975,-0.288402666632959,-0.601365612665535,-1.08824608381285,-1.0363394623918,-0.972879492296903,-0.200978123749198,-0.318142052687712,-1.06693178435106,-1.02408946775897,-0.331190667710292,-0.502529553516567,-0.386915075143034,-0.189142457713447,-0.116450289945452,0.43843267731635,-0.376766235879103,-0.0388209073770147,-0.820677645055014,-0.567322113703747,-0.553123438500929,-0.524424305119278,-0.413339063626586,-0.166666666666667,-0.296016486867242,0.311486982815644,0.640363557758909,-0.0784563693909781,-0.514887860588113,-0.792995781969294,-0.773211949099644,-0.753517672490894,-0.687971190548593,-0.461697787662729,-0.561814315270329,-0.262809911913788,-0.260623894376458,-0.403356716666223,-0.230319028372616,-0.317104692615231,-0.219793442524343,-0.191018062963877,-0.167437178638849,-0.346262432735305,-0.335292422560942,-0.253886294823295,-0.309070947292604,-0.513028126136129,-0.544951221435804,-0.742746670199912,-0.387268395073239,-0.372278817164702,-0.655147032549441,0.292634874216838,0.474866811165032,-0.409895470267721,1.18826322452759,1.18901802500304,0.217909818408948
"MSSA_Oss_2 (GE) - TPM",-0.692092666047585,-0.558590729879427,-0.550585812258938,-0.54383327240162,-0.435573233196432,-0.564675491964897,-0.546440917249461,-0.798993414669861,-0.595371701932206,0.346075317151505,-0.348951670489981,-0.145652239193601,-1.00825621861744,-1.09526483602043,-0.392260171174474,-0.644883570735777,-0.340561968530954,-0.240716967147886,-0.146667879079713,-0.292289147351387,-0.358205580991138,-0.408691846180875,-0.212445340275105,-0.388047305975207,-0.169543799760374,-0.13731678691461,-0.464018985064889,-0.586401058754561,-0.281421048442755,-0.267975551168796,-0.287944923031379,-0.166666666666667,-0.301174139039642,0.248593004834915,0.526124303867298,0.0320094648161344,-0.716270751286126,-0.696425163983883,-0.856410304226318,-0.755705413570408,-0.80264549437937,-0.675282774602649,-0.684366205896573,-0.289634962770802,-0.357068018819495,-0.495814171912468,-0.300483946167767,-0.420989186199853,-0.206969707639598,-0.467900122305664,-0.366850573005471,-0.277671802392592,-0.710849576719271,-0.284897929961015,-0.49489615962147,-0.504454218128811,-0.542230334639557,-0.814255930428215,-0.488134200962605,-0.565956128699313,-0.67452687200821,0.730952983310629,0.552371541061707,-0.494863902533073,0.662572146539245,0.799844329699889,0.21880169389888
"MSSA_Oss_3 (GE) - TPM",-0.664168031160634,-0.548560388836554,-0.0195553793037338,-0.666402271234673,-0.594629070223779,-0.801216855953922,-0.7855175116669,-0.494411920590246,-0.699574613633229,-0.197041835126535,-0.694945537054806,0.178199835134748,-0.691283135297927,-0.54344176150682,-0.48473091232581,-0.817134863990704,0.107830154173584,-0.660582836240509,0.234411905219752,-0.179701784878206,-0.474488454201565,-0.600287634631844,-0.405487324969125,-1.09137269202449,-0.325444190563072,-0.856869950531507,-0.540254927656227,-0.561441393124797,-0.43768971663345,-0.297209926723606,-0.188469181153611,-0.166666666666667,-1.10842946356702,0.0194696756169735,0.170505873061287,0.0552670851129128,-0.74431450722088,-0.510606693649759,-0.637511146102169,-0.832129653435157,-0.700650364788471,-0.544244753677243,-0.725731031448396,-0.382309888569111,-0.467715363830501,-0.682422342876008,-0.300590708836243,-0.476329444403831,-0.380835457112263,-0.602640898008423,-0.58357880328069,-0.424892492059369,-1.11191148571288,-0.26499905970312,-0.569118558001859,-0.368677768505988,-0.529481888450253,-0.859270226630062,-0.544012779333866,-0.579170444784482,-0.62636918311026,1.27292831039118,1.45089394174284,-0.506025324049375,0.14201272459237,0.428183311613324,0.327791435124684
"MSSA_Oxs_1 (GE) - TPM",2.57423159218252,2.91475929775352,3.06138317829492,2.17617115292196,3.08881740177307,1.88014868471577,3.69143839257875,2.26003540672027,3.44235499315705,3.09027673415478,2.77356546584374,0.881064971631344,1.45926682318735,2.5761907241199,3.62430679169743,2.93155806354615,3.20683658941972,2.5400657434271,3.67720161859538,3.56672965738121,3.10724578895902,2.92400188233234,3.23727491781105,3.15098024690221,0.29650482843335,2.41255592797889,2.20811762140334,2.36238100444988,2.31687587549828,1.45641804814035,3.53246387190186,-0.166666666666667,1.87627955366359,3.4863213091227,3.51493482406487,2.99863324764033,3.08591736017536,1.48187018891926,2.38085518267204,2.35876696058972,2.1520756719859,2.19100585579205,2.52855172940857,3.44977155939843,3.5020484927823,3.65591702364632,3.89085035781197,3.69145975147792,3.7010061280339,3.42102431182536,2.69631479996003,3.78532559567688,2.47814105124007,4.25406830370686,3.45069067770475,2.63432082700097,3.12742115903969,3.13959034266127,3.10789381205385,3.3353553169265,2.51193017808322,2.98059064702339,2.18275272752799,3.02978281001787,2.88580748832563,3.75273281863431,3.12141888711442
"MSSA_Oxs_2 (GE) - TPM",2.89812860800884,3.29360055874035,2.89358794128132,3.49258611618863,2.57645780255049,3.19429261250698,3.06168363592115,2.83161101213804,2.17835685912037,2.92650637381038,3.01109346330507,2.95897237783062,2.03574398727581,2.38942481384284,2.77253636378295,1.30715993010301,0.528815763276575,1.76114451510198,1.61719035681812,2.19188664586809,3.32444132451424,2.96566194208852,2.4584622410798,1.33001753887338,0.163801509790153,2.92051557870324,1.8393490424654,2.28225958377353,2.21351093450994,1.57639166971925,2.80146961989039,-0.166666666666667,2.05910850108169,2.26925917428776,2.4533821791179,2.40695307573759,2.64989387398368,2.21255758208869,2.09904607361122,2.82281967935348,2.71207778559249,2.7548303022368,2.75074857989511,3.29179969339207,3.3080987978591,2.86112580789483,2.9867318495994,3.40063298976458,3.20200989755712,2.8409118803175,2.94674004030394,3.26841735759707,2.30423184578518,3.02493513793878,2.96355616360729,2.55043407782026,2.90118772669618,3.29322089971673,3.56400573882159,2.7937237145143,2.9313710079317,2.65926360481893,1.85670349153652,3.28623016019625,0.844548487380112,1.77396160148167,1.94590053233068
"MSSA_Oxs_3 (GE) - TPM",2.92340591837634,2.72212540944626,1.86663855034716,1.19154140595235,1.60234636866917,1.82898054761812,1.87096047991492,3.34550872662916,2.22153359323501,1.79231729470974,1.88727093681754,1.87587151695824,1.5303077241476,1.77646553555143,2.43290202834567,1.63795874901673,1.35795399283954,1.63038973142828,1.86801275746474,2.02257600462235,3.30751096504235,2.36160335955573,2.66118122209143,1.6789097317625,0.357195946152147,2.23258538061561,1.86373998219661,1.99561713715222,2.18807411791533,1.59990313280795,2.59141598338398,5.83333333333333,2.09673460860406,2.35331404375289,2.1924941828262,2.42485164593056,2.29681406732387,1.77360021291624,2.49965037137738,2.6553907782119,2.35635825046253,3.16571747372359,2.21344255304581,2.97558148358718,2.90871347583721,2.71118646393478,2.60532945093485,2.3748041366436,2.68066574278796,2.09829519945515,2.79920456520468,2.61948937986183,2.13941459814329,2.17094935050376,2.23833713531887,1.4913760818343,2.77651069369339,2.25796097134904,2.47670579379402,2.81845997503362,2.39705411996235,1.23972497793816,1.07938172869038,2.65087746390392,1.20756443537566,2.89833300077992,1.63136912852297
"MSSA_Sp_1 (GE) - TPM",-0.665592953372769,-0.428349289058759,-0.737598347879727,-0.768296226783095,-0.985990446687909,-0.759711601419936,-0.0269374942987702,0.0395079629163926,-0.690314902809167,1.27890001777557,-0.882419007174382,-0.617336134649063,-0.0336803676198826,0.372603311059695,-0.680173521279997,-0.668324065822022,-0.260986998339836,0.493412995757242,-0.841154422997157,-0.755927823377172,-0.392781684612789,0.902421819045447,0.309139263415513,0.910214146980153,-0.78698608682152,-0.649497374252925,-0.945892280577447,-0.931733680455972,-0.945649376016042,-1.13585772034388,-0.189315323429641,-0.166666666666667,-0.202985117485477,-0.283127895840048,-0.526147852880584,-0.0606355638217771,-0.18956144884214,-0.23852001130139,-0.449074818805216,-0.488335048306778,0.084266877785319,-0.500854258834384,-0.543685150117048,-0.301491591357758,-0.34448898704104,-0.242726046964477,-0.0424865105387788,0.0684778120154702,0.115479328204081,0.818213879608932,0.437821715208134,-0.0868712811681412,-0.355829695586353,-0.170030829507784,-0.610930561720768,0.160832171861826,-0.322859891756267,-0.227990353226891,-0.542194339303042,-0.54801662533489,-0.579422937119471,-1.14643054241284,-1.53299961830749,-0.735879036609803,0.611023221782638,-0.822218104792887,0.0432151878071424
"MSSA_Sp_2 (GE) - TPM",-0.611020441548506,-0.431848768245673,-0.737598347879727,-0.658657405734315,-0.682033318554689,-0.444918801373355,-0.371369186761,-0.0694981423592987,1.97245761658485,-0.603594349726145,-0.788044796657546,1.17601487216531,0.526028327857411,0.122542745628618,-0.599942648984132,-0.536100938464957,-0.31028277577375,-0.0678367913823951,-0.305650765116309,-0.911587473829979,0.0488315190457765,0.872477441962924,0.938385768427078,0.111823921571686,-0.516260056941487,-0.825090902145385,-0.977918717106889,-0.969152890484655,-1.00237375470897,-1.13362510637122,-0.289290583561787,-0.166666666666667,-0.652819329579502,-1.06845541658146,-0.944119327066444,-0.516624805109742,-0.0340007563806274,0.0237174522850609,0.864780552455892,-0.138142873725741,0.552093703862891,-0.254313307884079,0.475605764714265,-0.359667335557497,-0.234413524904828,-0.466452384197302,-0.0970004734635695,-0.284681542935887,-0.325041895912166,0.813876496373683,-0.634955658011294,-0.240321577974442,-0.41703986714055,-0.414058220109871,-0.438343981382222,-0.0614110259048343,-0.541118974272851,-0.645022383815783,-0.292764092476268,-0.587674724795717,-0.53704534590585,-1.39938536305524,-0.817312704808804,-0.620028597139238,0.564057583654968,-0.491614086975179,-0.452969314837896
"MSSA_Sp_3 (GE) - TPM",-0.773612753467132,-0.454766827919575,-0.655955571674588,-0.809928409272681,-0.765722911146601,-0.456739766518101,-0.312602589357654,-0.172305396042613,-0.378307022650218,-0.00946267620969497,-0.167558079540521,-0.702419146333655,-0.444811458911034,-0.572184808733697,-0.666201895721313,0.19896603159871,-0.162747741724671,-0.0659665353341343,-0.844828532496563,-0.979996592665991,-0.283666376021713,0.435968846250046,0.234214698539317,1.18644888203204,-0.619382848462641,-0.802154179872032,-0.82866063521474,-0.903103831970567,-1.00122572521406,-1.15885101524243,-0.348613523540321,-0.166666666666667,-0.0200533341768343,-0.351768975315982,-0.591194881515679,-0.651239375434718,-0.423355919539256,-0.17090970388327,0.115102755895308,-0.133669196435032,-0.243957605158792,-0.375290700975735,-0.183484971166327,-0.339878325183385,-0.318930307060234,-0.0177242823079848,-0.143083178532903,0.129618013182804,0.117538446361505,0.816785222906688,0.30842606897799,-0.170362714268773,-0.27083412773866,-0.245680826026217,-0.112533146153359,0.348192170133643,-0.182393491864276,-0.332372362127877,-0.541176912869758,-0.457898342420269,-0.587818009166469,-1.20935293703374,-1.31850813806316,-0.614026189124309,0.460022905808025,-0.482654051518212,-0.0392498154829938
"MSSA_Tm_1 (GE) - TPM",-0.272581251872227,-0.482761969110402,-0.737598347879727,-0.465407928432362,-0.478068206670721,1.03099689895916,-0.479412556821423,0.14792563303727,-0.380903897198582,-0.251433119066135,1.84967946510281,1.23536042847258,-0.401777449123685,-0.931973947871178,-0.418315143752436,-0.736597297528804,-0.566275178666878,-0.696476360747923,-0.214629205143882,0.434855840035078,-0.201592158935566,0.223730485080337,0.4138980679202,0.613533560979954,0.0616532699673871,-0.390169191516781,-0.647428838321931,-0.688965389575009,-0.671336338197527,-0.594001506417077,-0.130650864746243,-0.166666666666667,0.340689973849086,0.208198088761728,0.129054647354629,-0.658101750592481,-0.674228833372434,-0.701746839869031,-0.561043070393461,-0.661683559921649,-0.490050664194562,-0.381259210340518,-0.778551995145472,-0.309094120708794,-0.387571463334314,-0.315122041947509,-0.254065874195625,-0.371041111981919,-0.34016030453473,-0.444596200391516,0.0209181233982532,-0.364066254732676,1.30452103200492,-0.130989419757308,-0.211218119215981,-0.0352883784051689,-0.243640474646682,-0.1841421036933,-0.660169506381691,-0.484841566715584,-0.641878150926031,-0.991883095527013,-0.567268349746845,-0.559092705012577,-0.617271887575691,-0.347625817073319,-0.329503024522011
"MSSA_Tm_2 (GE) - TPM",-0.41293944025454,-0.51507486480881,-0.664876817913613,-0.35476398846985,-0.0228340583942898,-0.662563707193281,-0.593419925640653,-0.385965987835858,-0.454378155433643,0.257417871614049,0.449423962885479,1.16918412878436,-0.777311556961666,-0.686615963327983,-0.616474054088187,-0.583146692245596,-0.0582150678441946,-0.740700542179976,-0.588864901257067,-0.488006979147311,-0.313483202090092,0.127007595648105,-0.00114896427643355,0.529835726304491,-0.330851879717997,-0.508509063856359,-0.768226733013433,-0.719944472072197,-0.710028385410828,-0.704939602722147,0.0169957311709446,-0.166666666666667,-1.07225494361115,-0.464836539102295,-0.189080029440012,0.319557517361191,-0.479767372074165,-0.657208032887325,-0.692185319667831,-0.573293623686889,-0.684786070389979,-0.492856816380204,-0.628187608077614,-0.354132644641904,-0.201088829983544,-0.307636400105976,-0.326875560567699,-0.344157296493563,-0.421847307828174,-0.37647472604731,0.622189648008449,-0.3157467764298,1.20852979067352,-0.0407968722924732,-0.200552564039783,-0.85422672804389,-0.497050299593714,-0.331949369127562,-0.568619796515057,-0.528546054012663,-0.676807347128615,-0.428425645786814,-0.174169881883653,-0.508294375425014,-0.265913093751367,-0.97433156096925,-0.518083787394809
"MSSA_Tm_3 (GE) - TPM",-0.597343475447717,-0.521836922383952,-0.570254166625043,-0.452717675832534,-0.370329057110146,-0.319621433754239,-0.407630464200519,-0.338855705413007,-0.403634615967228,0.607986082468288,1.16174853621297,-0.238206106163241,-0.406029008890792,-0.787107677802466,-0.497524198832975,-0.352235243347754,-0.685265727411038,-0.277736935948631,-0.637121484608824,-0.363402365095795,-0.269713407181388,0.0286247680179011,-0.216007349351219,0.197369798556752,-0.395153498669152,-0.577986591433942,-0.801999094556854,-0.653402085294151,-0.629178578168278,-0.5807991188311,-0.137071580498823,-0.166666666666667,0.129364743287846,-0.522767299146687,-0.292309528149631,-0.312545644155543,-0.711645737453894,-0.669129098716473,-0.692514362139941,-0.439912420211563,-0.597243797099431,-0.513379677149869,-0.49612634099784,-0.434911421315556,-0.395529017281447,-0.0245264059612697,-0.270604631678512,-0.394920171151961,-0.417831606514088,-0.554932911039906,-0.0599527058491696,-0.323511371104738,0.474622728852081,-0.0619046586707014,-0.553674646058731,-0.61967231856854,-0.780021154139354,-0.580864661536968,-0.500238163247776,-0.663047023239235,-0.667010057938342,-0.456758460952135,-0.914572988243741,-0.580246585500432,-1.07568285459015,-0.760850059054946,-0.58915674339851
"MSSA_Vic_1 (GE) - TPM",1.03769314149617,0.628508212121393,-0.168709602466788,0.138309062948117,0.667439256166493,-0.526846562040964,-0.033230313464862,0.334801873902026,0.27300882729781,-0.116722018366314,-0.0741005273466511,1.39661604549034,-0.545680298275664,-0.131772495864509,-0.208956221852933,0.200308368495226,0.142453134280041,0.13542908926019,0.588155277844406,-0.0140755886525365,-0.179920470270493,-1.00732505068668,-1.30029923052206,-0.262444865501968,0.232799211755653,0.43865855395765,0.188176809271412,0.575488787358392,0.337343526380083,0.683984617132082,-0.154226364300525,-0.166666666666667,0.0300522972574218,0.799030591876047,0.876820372532208,1.84696136006522,0.155835772911352,0.886738686731401,0.805975741928116,0.473668691196967,1.10280692009178,0.917559227214314,0.886797272387046,-0.178125261312926,-0.146654419397744,0.0325494595882732,-0.296513192382251,-0.339246378818961,-0.278739896633606,-0.43158785066783,0.214336046957071,-0.339184135106375,1.83509542655055,-0.42617467851041,0.113523429806676,0.741384518886882,0.464263423884647,0.606966207380844,0.374414951900529,0.439058999871493,0.102288706267751,0.0870212904938776,0.464542147032763,-0.0694336721081575,-0.680716143589806,-0.250904483694448,0.674503326390045
"MSSA_Vic_2 (GE) - TPM",0.780207315884385,0.612343517710582,0.00537584691389458,0.197650269686752,-0.439308128218074,-0.145902277995304,-0.611396271790697,0.160215366030923,0.247394803820645,-0.161635858551257,0.0908934148224061,0.138187529546568,-0.577070117958354,-0.509738117699612,-0.408068269010521,0.0727073249760019,0.12484592531875,-0.175240199400699,-0.189506963904931,0.132384307920587,-0.193607543195142,-1.10098986222287,-1.28071733342899,-0.748120325983719,-0.0479661456632635,-0.250381788664901,0.706684873865008,0.823824427093462,0.650310439388306,1.11668672298812,-0.346422821109888,-0.166666666666667,-1.53734414386446,0.918352031028495,0.956473761991123,0.820979362072008,0.876938646714348,0.545042119948935,1.26726529552002,0.854620865587367,1.43371574436018,0.657933101941124,1.63329454763854,-0.376092784192861,-0.294158702569926,-0.205520596160894,-0.314242117447495,-0.31819078588879,-0.346124121063826,-0.51911161613833,-0.336024274658429,-0.331777865818511,0.357723376893876,-0.432831705575381,-0.35050401486805,-0.00557366746077161,0.0438616244287193,-0.0927909610857372,0.0746302886509275,0.258007562343345,0.0157862403990212,-0.097691349051211,0.345379922216264,0.0804642269938779,0.457185677103954,-0.220744721990019,0.649070796510595
"MSSA_Vic_3 (GE) - TPM",1.01289100578996,1.00985123098232,0.17656114579499,0.657361145875568,0.306535205331179,0.797217806145118,0.456245146265426,0.437242644739445,0.948348094664648,0.973412886748001,0.220571116313804,1.04885738967222,-0.00903981157717889,0.685855143067795,-0.0612170038271681,0.823555144140778,-0.190799786640779,0.191979644209621,0.518704648760199,0.18327571773719,-0.18325964940235,-1.13191880894546,-1.23936613800863,-1.22119297324666,0.0246960474115595,0.551207276607507,0.891215629576128,0.798076352417518,0.780512075689432,1.09037391000194,-0.401731352271302,-0.166666666666667,-0.445681747097483,0.477709549438276,0.716895598230139,-0.135585142025611,1.51236346405348,1.57854147124791,2.01978434698832,1.75432658306617,2.06284797290875,1.83935674018337,2.03214885235079,-0.366796945659159,-0.423321723703974,-0.0489081706347696,-0.294440840311401,-0.408781857161271,-0.400997376567863,-0.500155524075669,-0.759330396399916,-0.364364816445769,0.347987726504367,-0.429820152725596,-0.352489677207668,-0.672028630748937,-0.382341060152492,-0.14677638912889,0.325095517546412,0.764530556462416,0.249630932200295,0.284521448965735,0.967284534079045,0.27454109532403,-0.0635532843118682,-0.121265279044138,0.630044535460851
