"","SP5448_RS00025","SP5448_RS00030","SP5448_RS00035","SP5448_RS00040","SP5448_RS00045","SP5448_RS00050","SP5448_RS00200","SP5448_RS00410","SP5448_RS00970","SP5448_RS01085","SP5448_RS01325","SP5448_RS09205","SP5448_RS01575","SP5448_RS01590","SP5448_RS01640","SP5448_RS01695","SP5448_RS01820","SP5448_RS09220","SP5448_RS01910","SP5448_RS09225","SP5448_RS01915","SP5448_RS01945","SP5448_RS01950","SP5448_RS01955","SP5448_RS02130","SP5448_RS02135","SP5448_RS02140","SP5448_RS02145","SP5448_RS02410","SP5448_RS02480","SP5448_RS02575","SP5448_RS02580","SP5448_RS02880","SP5448_RS03085","SP5448_RS03155","SP5448_RS03165","SP5448_RS03170","SP5448_RS03175","SP5448_RS03345","SP5448_RS03350","SP5448_RS03355","SP5448_RS03360","SP5448_RS03445","SP5448_RS03450","SP5448_RS03455","SP5448_RS03615","SP5448_RS03640","SP5448_RS03745","SP5448_RS03790","SP5448_RS03795","SP5448_RS03800","SP5448_RS03810","SP5448_RS03815","SP5448_RS03935","SP5448_RS03940","SP5448_RS04165","SP5448_RS04170","SP5448_RS04435","SP5448_RS04440","SP5448_RS04565","SP5448_RS04570","SP5448_RS04575","SP5448_RS04580","SP5448_RS04585","SP5448_RS04800","SP5448_RS04835","SP5448_RS04935","SP5448_RS05125","SP5448_RS05220","SP5448_RS05325","SP5448_RS05605","SP5448_RS05610","SP5448_RS05620","SP5448_RS05820","SP5448_RS06055","SP5448_RS06300","SP5448_RS06305","SP5448_RS06355","SP5448_RS09415","SP5448_RS06560","SP5448_RS06985","SP5448_RS06995","SP5448_RS07105","SP5448_RS07115","SP5448_RS07240","SP5448_RS07245","SP5448_RS07420","SP5448_RS09125","SP5448_RS07655","SP5448_RS07660","SP5448_RS07665","SP5448_RS07670","SP5448_RS07675","SP5448_RS07685","SP5448_RS07690","SP5448_RS07780","SP5448_RS07785","SP5448_RS08055","SP5448_RS08060","SP5448_RS08310","SP5448_RS08315","SP5448_RS08320","SP5448_RS08325","SP5448_RS08460","SP5448_RS08525","SP5448_RS08530","SP5448_RS08535","SP5448_RS08540","SP5448_RS08595","SP5448_RS08600","SP5448_RS08700","SP5448_RS08740","SP5448_RS08795","SP5448_RS09110"
"SPYO_Li_2 (GE) - TPM",0.78651531886029,-0.216528657787763,-0.656825769387409,0.0625059624819228,0.511970577820932,-0.138244633067503,-0.234706813312267,-0.354267013758536,1.30393214750942,0.0396708219368442,-0.986422576309883,0.505955153522787,-0.31679917468123,-0.736327610658995,1.84354996748948,-0.110162550511339,-1.18207226367943,0.388416587893277,-0.599282167354413,-0.989847218310358,-0.514184977302833,-0.0598404168289149,-0.0209963612618253,0.0369962327134453,-0.346945670336039,-0.750941018161733,-0.542751140438915,0.0157270422738197,-0.820063122952396,0.175565711805379,-0.927989331075204,-0.92343924229405,1.05251088516798,-0.468850788926556,-0.84321213163724,-0.284437120336142,0.196189666196774,-0.0759478431494448,-0.725728888525471,-0.294409328053889,-0.346198955998439,-0.305727502836143,-0.64182664003539,0.109802725782354,-0.0154217500291639,-0.408925331759691,-1.01679056211346,-0.303494070826697,-0.882250560323681,-0.61620577262343,-0.0623142031268289,-0.671399698232612,-1.29614153696843,-0.125929401436417,-0.264302601294631,-0.327935992090047,-0.728977770682561,-0.0570313406689533,-0.095742602205858,0.0115935036466418,0.599907804797744,0.217235257450553,-0.448720908098918,-0.406122450336113,-0.573010732206014,-0.552173762073787,-0.0671530168730946,0.842112250843124,-0.751766847109792,0.165013016801885,-0.683920051701461,-0.75579280591291,-0.416301879389343,-0.126487142780208,-1.40883898413585,0.193593525041415,-0.367130742332763,-0.346654554066104,-0.338736353287892,0.83956089418331,0.0682201166313744,0.638023426732781,-0.641301330493454,-1.09486987348053,-1.38846588834764,-1.06555190557477,1.4393005214768,0.830487863746038,-0.784915403629319,0.430115791539805,0.0169972541767895,0.160364761966045,0.27851612972188,0.00346823450516338,0.529270865292489,0.308565440200102,-0.151490117143799,-0.348343785624183,0.689997582908621,-0.738367646607291,-0.489918930750677,-0.358235726742811,-0.449700954870767,-0.775809321915714,-0.782323851988476,1.05292875712215,-0.447387278710523,-1.10722290547817,-0.40753145325566,0.11994017783152,-0.326251045312871,0.156504179456664,0.539922633573411,0.0680284749948054
"SPYO_Li_3 (GE) - TPM",0.765540712962341,-0.129194534635657,-0.519886389372109,0.326935195299876,0.419341037586565,0.158248818993145,0.134975986886279,-0.300372781361495,-0.156370261219081,0.414019020420642,-1.02842335980862,0.477459294049371,-0.374023040696035,-0.379929303665425,0.594772811898471,-0.532883108178892,-1.07336247885202,0.270691424398552,-0.427695294220208,-1.12426183066116,1.01715365153532,0.419714742791049,0.112245802656418,-0.0179095829549848,-0.514341932568879,-0.57632073069713,-0.327419164328711,0.0994722669120769,-1.09558676841583,-0.145255848368394,-0.525566886581745,-0.940279271730021,0.628631471387932,0.32396298705297,-0.115727990733088,0.510460275797608,0.158078124949189,0.342194040038208,-0.756090351983883,-0.454652525852276,-0.301408111247551,-0.0345575960795281,-0.320964355699344,-1.40010093443148,-1.1203794794537,-0.453109443934758,-0.733004248721781,-0.462043970522128,-0.958008841343197,-0.968675983287245,0.221556697996986,-1.09061144561867,-1.11452988190171,0.443254000783545,0.781475220005727,-0.391141479092896,-0.513941632573168,-0.104069704191059,-0.567260055703496,-0.0282821162226896,-0.0504655122857025,0.608356629782468,-0.400641633901529,-0.391792531078282,-0.572068365322319,-0.754936691577768,0.132950143170312,0.39076937545845,-0.613265082130277,0.747957471089839,-0.879609096288759,-0.791657266807847,-0.599199027055572,0.257470145414121,-1.30013476519925,-0.0515775142768569,-0.131436818079495,0.0554928075544798,-0.424421978176509,0.448606686742223,-0.49788541106705,0.159204629731748,-0.415257426297953,0.116903533889193,-0.331173527583358,-1.00461488890359,1.07647719554447,0.935601002909705,-0.00574381505065953,0.496671242570812,0.557180976069226,0.633802031845604,0.736422011880245,0.294251919495167,0.92777599200651,0.323287069594958,0.299269672123505,0.520400123471893,0.406727470903692,-0.870804719450881,-0.357178816865953,-0.64418768434263,-0.670883992806914,-0.635781613259798,-0.0350933257615119,0.77838834083081,-0.107571318391156,-0.673102391903576,-0.0988857693964053,0.36030206711706,-0.478672889317317,0.141278188855918,1.03396908849578,-0.0802358372628942
"SPYO_Mig_1 (GE) - TPM",-1.58634516963446,-1.39301930456264,-1.58158404798996,-1.84600815487551,-1.70242211017323,-1.5214121535711,-1.57136870502786,-1.86367906274711,-0.824170269986902,-0.797246783193597,-1.41004993112672,-1.71293380591998,-1.30289135966344,-1.09616776938885,-0.272085032532554,-0.792507115274257,-0.925847994860184,-0.726088072651141,-1.07250375485677,-0.796726005824482,-0.0925771259853696,-1.19595161637573,-1.06492802281953,-1.34303585988957,-0.869595014252133,-0.975959623220918,-0.956990601525886,-1.14681771714859,-1.37972451870767,-1.57998127152181,-0.788304818813289,-0.242381557012174,-1.67476598716462,0.171746980947248,-0.802247127187461,-1.27235616075119,-1.4533933010903,-1.19041813032972,-0.883640812086016,-1.18851120637461,-1.25992091927863,-1.2261991824071,-1.3598465218038,-1.35201351076822,-1.60723992369504,-0.476708733333413,0.720149485912853,-1.1825340212958,-0.596985672061112,-0.378388303471167,0.298088020192152,-0.520812906196869,0.265197255713655,-0.647964275102156,-0.752231152918471,-1.2532702849168,-0.58728648058403,-0.95890027485595,-0.930365192381588,-1.1785519635596,-1.18034267480218,-1.33729748204414,-0.599062780170688,-0.637387181397599,-1.24415650575306,0.326444259902702,-0.831899758185593,-1.73578853801575,-1.26857524723171,-0.156180584884048,-1.49946913191938,-1.69548167251826,-1.41748109183598,0.128575366966074,0.482449674633912,-1.69241616032611,-1.75515641575474,-1.37491066286379,-1.05422680447769,-1.56211042043209,-1.46358794932547,-1.5758933061911,-2.18407184576813,0.994404993341674,-1.32673926051585,-0.271484223627906,-0.346065870835705,-1.55102610192905,-1.00218903403876,-1.17652776159578,-1.29211598847219,-1.35720647949326,-1.59379199113114,-1.16222793411827,-1.2810236372492,-1.53320857851232,-1.2521792689643,-0.0903203008237654,-0.612634340406431,-0.252279936641417,-0.686049140485743,-1.29413528713783,-0.996894002306648,-1.43745844234412,-0.375811395665665,-1.13650822814907,-1.25736144000778,-1.52347778748542,-1.66657468492869,-1.34389280123549,-1.53014582237342,-1.83296748652776,-1.24910787841105,-0.138894607209138
"SPYO_Mig_2 (GE) - TPM",-1.69185394485371,-1.49456670134421,-1.51647193582152,-1.72960071052411,-1.69208011504821,-1.61371412444978,-1.50038576572691,-1.98144267164937,-1.90017518141893,-0.805505505158191,-1.31265857672787,-1.48553007094493,-1.28491408509614,-1.00387513214182,-1.0767123132161,-1.02694065180066,-1.10869375672109,-0.468965903429969,-0.89090839085279,-0.838396115764232,-0.113323046596421,-1.29776561369961,-1.2523710890354,-1.3469546883269,-0.95082158175521,-0.947174709990636,-0.994058590216457,-1.10429398152489,-1.40338639853753,-1.59606153962596,-0.637642813451967,0.0277968173914492,-1.66856410050302,0.257373854041217,-1.30514150897648,-1.30780132733355,-1.26619055939811,-1.19049434060286,-0.908244488264595,-1.21702163790135,-1.17382706388093,-1.17593643620965,-0.853214981139362,-0.47433928849452,-1.16830177453884,-0.6008985498851,0.899595522699997,-1.34907620667497,-0.754924755163782,-0.898510328068199,-0.773293243349924,0.0711406219944232,-0.651933185188101,-1.46045224895784,-1.16962645139758,-1.30182007801702,-0.896110989225796,-1.12210561214956,-0.82257295000927,-1.39293056925002,-1.45134171287743,-1.45508552187837,-0.732644521146513,-0.659760539022918,-1.21267770966022,0.411534178729983,-1.42464993232772,-1.92783181114634,-1.62192631302998,-0.795285389367536,-1.66666997721349,-1.79408362817204,-1.6261081414841,-0.405963935890873,-0.245166450252884,-1.70196944669047,-1.92816906315925,-0.931539547760062,-1.07633406929392,-1.6138490385155,-1.86672508989657,-1.69922918800092,-1.81485936208724,0.259591777750246,-0.526111556730744,-1.23199663116493,0.308887991058864,-1.62387783703806,-0.859892336478897,-0.582716005967996,-1.35790353536471,-1.79824152885284,-1.45203305498159,-1.18049233047506,-0.870122855536323,-1.69708735190879,-1.61568889436304,-0.516839561661319,-0.253385530929881,-0.408223948674971,-0.667843101664183,-1.46150355737846,-0.932559474526653,-1.29744688396388,-0.610756599058863,-1.1651543424577,-1.49483313735446,-0.989453871851066,-1.734394224101,-1.4812001070494,-1.80613074231009,-1.84516693790739,-0.861817318953994,-0.784391053224875
"SPYO_Mig_3 (GE) - TPM",-1.73725554038869,-1.54477478111128,-1.7583097486868,-1.84867922679463,-1.71162649416092,-1.5201357519172,-1.65120794259219,-2.06183825346686,-1.13069214894639,-0.707672347266756,-1.18056182781933,-1.58648754134516,-1.52537704779837,-1.27648180264883,-0.588441382599371,-0.0572202676575718,-1.05770859795193,0.209395067636509,-0.94206245395883,-1.26516030002673,-1.46272873769702,-1.57978969301573,-1.32012431344909,-1.71134689528919,-0.798891311347623,-1.06516659466352,-1.08319068276005,-1.2268348669905,-0.94794013266434,-1.54662937656382,-0.666175707908136,0.191782286275928,-1.66792163551279,0.250962671881529,-1.48921820943697,-1.27709375577462,-1.72853355110547,-1.64225096219071,-1.03471679790638,-1.40418988074677,-1.27548432571752,-1.19588312664807,-0.721156838051289,-1.4609187032029,-1.46547087863406,-0.657964720340576,0.782294192413823,-1.1382809359369,-0.482037637147546,-0.67043730369334,0.016204897704099,-0.379124606835087,-0.466378460361358,-1.19295351311954,-0.34942382001106,-1.38141112635484,-0.932141081615274,-0.860545985244493,-1.00577337148055,-1.50281481914403,-1.65536502052773,-1.53674398649846,-0.860244328830808,-0.733439352236768,-1.39776483436537,1.3754318144511,-1.11977581159409,-2.0174247961907,-1.93212113399215,-1.34863512407098,-1.59052947549995,-1.69139991277573,-1.67691462718333,-0.490918433631268,-0.77333404476294,-2.31200577984098,-1.98701738435868,-0.0787515693741755,-1.14926809525595,-2.01311524282891,-1.77951206617515,-2.31363416558213,-0.69376728292591,-0.180041800340879,-1.11401405925412,-1.25448002107584,-0.377735697639368,-1.89275793924498,-1.5470320393156,-1.63802792399679,-2.0664345632119,-1.46925645449802,-2.10864861397221,-1.50124597945097,-1.6684095256713,-1.82266448280487,-1.32483309422359,-0.465310681282553,-0.824974136493722,0.174532229827981,-0.403802967914646,-1.38639269441446,-0.873179390779665,-1.16408962974838,-1.03708017255846,-1.2400838997088,-1.38217273737505,-1.45102561914488,-1.71486410018919,-1.38862664448498,-1.81655061426796,-1.8934216049757,-1.33343796944014,-0.986791076414182
"SPYO_Nd_1 (GE) - TPM",1.61150415951849,1.51619887518216,1.17434562223988,0.801866122106601,1.08580452976561,0.7677090154084,1.17182497911095,1.03697392829298,2.11881864795219,1.50432544600134,0.667894526018713,1.13965748364156,1.63821075098637,1.52424764223732,1.15745856870198,0.650769163097432,1.39932751491031,0.798082120649948,1.69377013456757,2.45338810920562,1.19876119155041,1.10786832870409,1.70932552107544,1.82950565442624,1.52473804747155,1.51951160663596,1.55317884972146,1.31070792548372,1.67723688411806,1.39797099772159,1.01449929659104,1.47156326756113,0.740549704624914,1.78958659496027,0.561017486157451,1.02465439187239,1.04568816425089,2.36007911111551,1.53257535211078,1.25561189505764,1.32494531629641,1.25413959378667,2.26243701616658,2.02339519918676,-0.154258082630046,1.7167905187081,1.48069758085429,1.33021431098423,2.22524615053442,2.06405278076635,1.52851934432708,2.3514138870704,1.54263747773463,1.63889805362419,1.66619269510685,1.72381790104002,1.62865424368857,2.6643066678461,1.89184100207612,1.77014848113235,1.80199708112392,1.09113915545537,1.6072399106649,1.92951992724273,1.81401361005602,1.48460996016615,1.83560698430429,0.956972537008015,0.737481697882178,0.930575174710049,1.20112474189863,1.06320627837555,0.789240571256706,0.614972387307544,1.5128231636706,0.979112461550026,1.1824900441587,1.28227479811475,1.72079014955167,0.520648895368359,1.04015674978928,1.12266237735514,1.57455945051359,2.46072648398811,1.68973910076261,0.966429018478879,-1.40803910289192,1.0892853585332,0.99786375924773,1.21285753218068,0.962601447896059,0.991295760775315,1.10920824767865,0.531489757809,1.00305189329826,1.4863649498488,1.74382537686072,0.962206684827509,0.594333561453439,2.2005887899166,2.11975916072406,1.8644140183805,2.3306910811333,1.34205885116403,1.56496554207974,1.23521525455343,1.73087657334412,0.69414184304232,1.26132288694745,1.23785987568438,0.966313299394583,0.812399783656852,1.30503104410763,1.85531067399672
"SPYO_Nd_2 (GE) - TPM",0.922267408501799,1.47018397073369,1.26950537546607,1.12370224605556,1.01965830713642,0.902940228586947,1.48352339302152,0.843933182889994,1.38722597074486,1.29325994977456,1.32510685135377,1.2595137763551,1.96592416833729,1.31708192422694,0.633152177161325,1.37698934202038,1.53016301739227,-0.276323983236015,1.7473704359076,0.884356976539731,1.66935228606548,1.39932162881764,1.79563678063242,1.56862488459322,1.51643306506145,1.67125770169263,1.78137410177397,1.05098204269055,0.629171154132153,1.3622631105964,1.14168242965736,1.32577804997027,0.890627399349516,1.07266404846777,0.921381748840517,1.84887423837033,1.44157547221313,1.59658105206642,1.65033201273469,1.78822588077859,1.71675152803871,1.58349417886658,1.25509164215956,1.03951013967244,1.25036669500907,1.83764664914048,1.2819425058613,1.44579111189438,1.84524795752127,1.66492541419484,1.43143356677814,0.825909790390733,2.63834783969976,1.7060269177739,0.961205639457332,1.82508602703436,2.23969328705999,1.59393203764098,1.7720591222848,1.23634677660652,1.42861754037336,1.28283557745608,1.52849796974448,1.9413511280924,1.58086560496126,0.584182466754417,0.827603103456049,0.095946111876134,1.6711931221639,0.0705423957465076,1.62213758895788,0.963340966570772,0.755879797625621,1.37490538308779,1.61923855377181,1.0935483743295,0.890551897483252,0.459764104585913,1.69076383379356,1.47545048470783,1.71420960899531,0.649953760332332,0.354537221182686,1.64218735429913,0.75815805318092,2.95018467995264,-1.76124678663749,1.02673165968754,0.929993145257052,1.00474916541009,1.21744369175525,0.862522089106708,1.25532051095524,0.906995880585533,0.848006539740869,1.14141521779134,1.45684118789877,2.2168463885615,1.8479777267295,1.81008610169063,1.90205874561742,1.43083344534067,0.513715584520247,1.2138295204709,1.86288476228659,1.29745921903352,1.47083572807936,1.85045010175128,1.25528062897419,1.39004212209281,2.23307874681962,0.811101016884453,1.0983867243995,1.20481384645185
"SPYO_Nd_3 (GE) - TPM",0.849258989566658,1.28191269279901,1.61043897198822,0.938324007671727,0.953859514994075,0.738066125718851,1.37451846256391,0.796423846155742,0.326153650236418,1.33010533911645,0.951929896794719,1.62501954604911,1.71762652575419,2.09723321134645,0.923854977117686,1.3801853350596,1.76364958530952,1.32103931981253,1.98626592640015,0.510991640306299,1.22473383745309,1.10176206067938,2.03620716049607,1.60044023637318,1.58880159873267,2.02737114191969,1.86459804419406,1.13862489043509,1.20862923412619,1.2762825098136,1.10203040135853,1.2000462052355,0.513559758253956,1.68275198457214,1.89698674198878,2.06091057133157,1.73994721267022,1.67892733772399,1.72456065450937,1.87486521201937,1.38496225836003,1.48311700527599,0.924258588592307,1.13718669088575,2.40984400975309,1.79598047837753,1.17898603984627,1.68014827436903,2.00103978465775,2.04664555614112,2.32549775031007,1.20223347790734,1.84017598982667,1.76855824084514,2.0522848666396,1.70942255200216,1.76848853991835,1.45726746977248,2.10126224329857,1.00710329904469,1.36591240258117,1.57030524724503,1.69056433546534,1.68701032804146,1.31524704404854,1.0436205632417,1.72672359376038,0.906770221871157,0.768371170046704,1.38922800471948,1.90155420586779,1.18614809459526,1.07028319053231,1.07713845449138,1.15048076358032,1.89401740082333,0.899066345707561,0.833677225484526,2.11310216163471,0.382356320882872,1.25055971722377,1.54597526146772,2.83489378607785,1.42944684218028,2.12582028603851,0.774212388899463,-1.6431530908274,0.868500839439587,1.29295723065965,1.07453487309908,1.1750636683021,0.783488638871653,1.12570095019311,1.18897050222031,1.08211266850517,1.02069688303963,0.861484501800105,1.99581425382639,1.67247334921301,2.10548419269711,1.93851448763609,1.65500220674262,2.37985496158008,0.869168863269938,2.16940316340953,1.41199558712562,2.30598520980396,0.884732101070583,1.30473144533367,1.60545930525158,1.29507003665544,0.756105733230834,1.2536920612027,1.73585413949825
"SPYO_Ns_1 (GE) - TPM",0.2473186612258,0.056926757088763,-0.0441592266651964,-0.056797158819333,0.336054174038875,-0.199876343440181,0.0520506971170997,0.501347273721585,0.291099748940614,0.873401831768981,-0.906444272034829,-0.051043449281533,-0.505864406829636,-0.26336297226994,-1.12717276905809,-0.60228488942722,-0.358349404536594,0.0100490587550463,-0.350498664128073,0.00422864333107688,0.363306134699447,1.28990133668633,0.00525081087338548,-0.765028862816919,-0.571016625337179,-0.0936532447632678,-0.0780576214868135,0.263981297647611,-0.946199801428179,0.2096767704338,-1.22729970265684,-1.33011968763887,-0.803721128011358,-0.496031122171764,0.627886325246682,-0.123157324366442,0.388558038784093,0.309448384253318,-0.74232147490699,-0.308371090363262,-0.526675953491893,-0.428189780483354,-0.723633005481404,-0.259128137265385,0.239547566727936,-0.617320477199151,-0.40098423405725,-0.429535480114212,-0.494694071658063,-0.788891099307753,-0.859101187105015,-0.523230907844177,-1.34683195557287,-0.785493459811549,-1.33027710964691,-0.192279215217516,1.15683330599242,-0.0977826181437488,0.061362776135371,-0.407677784285272,-0.377930423882684,-0.95239738890347,-0.737893774359773,-0.554655968577507,-0.104237272588183,0.168918131185941,-0.678160726980916,-0.0468497719192718,1.30278095037304,1.10613083838554,0.0587340538462396,0.312404849521879,-0.59396402277036,0.016710745701183,-0.657827318170116,-0.221126314304433,-0.425885863879971,-0.0100236157094454,-0.68541672068528,1.10399978687182,-0.453729983101711,-0.254039023279688,-0.371409081827239,-0.828046250793514,-0.269794923765448,-0.380767464819331,1.17741570865151,0.677984598807936,1.58453668725562,1.1708329166549,0.383779972040498,0.781031571118552,0.730933730566162,1.37156354055394,0.693944614144345,0.285126558454194,0.425918422752327,-0.262058776405923,-0.537725290656576,0.137685865161669,-0.593782748486205,-0.543099383866868,-0.521370240459215,-0.822480566281539,-0.660448689272741,0.162374734927835,-0.12362342967995,-0.787881462398765,-0.132125399870066,0.635401560006057,-0.900989469198235,-0.113380856792536,-1.06201142296058,-0.796851040161654
"SPYO_Ns_2 (GE) - TPM",0.380112172395303,-0.0467558937946301,-0.259687432781491,0.686753879023245,0.672829312830209,0.343119867248122,0.0238980749954474,0.123466500069533,-0.100086803045644,0.180836871234362,-1.2507557147226,0.973123760826022,-0.332534051652025,0.168256636154281,-0.489122996906257,0.0321154796954435,-0.516391010346454,-0.325939208776506,-0.406183141985627,-0.0936977969302236,0.241484933448012,0.174117786954885,-0.429501327365489,-0.871068891583896,-0.583085503101372,-0.326359380465573,0.0295420835377512,0.309420343189062,-0.968252395279086,0.581909377134499,-1.33084593293863,-1.30802063658513,-0.204285655083649,-0.521679072651224,0.105247115752432,0.377470323496084,-0.791713388088765,-1.0520177333384,-0.599533065280384,-0.224293848062904,-0.460391430544803,-0.187056193137074,-0.934640645651148,-0.0214695424806583,0.425874987654918,-0.644180656906933,-0.234138845590854,-0.251596747648238,-0.395927842157355,-0.641928461349797,-0.428661097916295,-0.775204441750882,-0.52958739637073,-0.6910018146521,-0.579332118512747,0.159735168989464,0.19661420110895,-0.135352036095079,0.866068652410964,-0.488736076094051,-0.857536790497991,-0.869391065753109,-0.538522874529807,-0.527678313256358,-0.296275599326094,-0.0127188619437867,-0.732244718443054,-0.126186655012779,-0.0649427441777885,0.805099434212471,0.0447122739056288,-0.0754893101778895,-0.408878353878967,-0.394905600045927,-0.726571236173647,0.0476351138259208,-0.198187338213537,-0.809863254154605,-0.31870920234877,0.706534316566621,-0.0462722079493183,0.259455191801777,-0.15832157513016,-0.359720232631751,-0.64893900969712,-1.18565501484588,0.411906247835805,0.107265286308891,0.326842018515718,0.307571735518355,0.105542690316171,0.794561987034389,0.337001194327618,-0.397324016835686,-0.229230078251588,-0.176745749320588,-0.0347950208391459,-0.774985649283901,-0.810426431871012,-0.178974794631084,-0.067657444447013,-0.424725308132588,-0.297574302103092,-0.540965450216102,-0.634805707279981,0.360184276654541,-0.135330077763763,-0.954017253806826,-0.221829614574125,0.469028512085615,-0.857528639954321,-0.0206644102368264,-1.32816793803797,-0.462591785887581
"SPYO_Ns_3 (GE) - TPM",0.453731064513619,-0.0139721015765739,-0.237795842252819,0.0214053954848494,0.48219472657688,0.203006046651045,-0.454059320718853,0.402918244843788,-0.800236176684344,0.272461302577653,-1.22387785719719,0.500469490222953,-0.388296881051963,0.381323949190289,-0.463113530830842,0.0715514639461248,-0.347387989643009,-0.373284282242484,-0.614934762139654,-0.605981499157019,-0.620069049994917,-0.119191486095585,-0.818510726317926,-0.800127332585614,-0.38007275658823,-0.3260836974,-0.209720788150089,0.51043447212687,-0.998627547312805,0.326904218283717,-1.33878794748043,-1.36774083174762,-0.381611572186152,-0.777645450704641,0.230944241571772,-0.493329099105769,-0.658773428142376,-0.0849943971842396,-0.616969415131825,-0.325877568304928,-0.343280607036087,-0.200625984791701,-0.188512249516502,-2.02346848959745,0.36350817201311,-0.675611237815017,-0.531088721818842,-0.483410462687185,-0.891226647308871,-0.925551221547169,-0.81399439555184,-0.880079645379263,-0.815213481978723,-0.465098171723173,-0.729664004383436,-0.0252855500695869,0.082070110435442,-0.296607232798604,0.302966919682454,0.131228997957986,-0.972430412703711,-0.772484930619498,-0.547414057494508,-0.605068914508416,-0.156605259595932,-0.292733260929823,-0.228199012501529,0.182233190532117,0.637689435748235,-0.13616975300327,-0.163309233818906,-0.402742866893397,-0.904923525903996,-0.316114472750134,-0.637127752666701,-0.00392779336878913,-0.253951017944262,-0.293776932596354,-0.341030704901211,0.255823738301637,-0.956738266164841,-0.243726124493844,-0.0864404180442262,-0.292803100093265,-0.7853846268177,-0.748090494774972,1.31734867907006,0.092284725072533,0.359084826330036,-0.0131331872012411,-0.0319364303275275,0.324502253749305,0.102613583717413,-0.222586235602482,-0.126839636537784,0.0812307217671797,-0.0547108642291016,-0.287247946305358,-0.473905933976865,-0.469979223099965,-0.197183040247815,-0.19443074091235,-0.491759168033922,-1.01234802595946,-0.774532963876479,0.0919634856738711,-0.51449553441604,-0.503721337994068,-0.239905799066256,0.188293463279377,-0.831647702015579,-0.128280041391201,-1.38463384186635,-0.478620072402642
"SPYO_Oss_1 (GE) - TPM",0.0694665108338582,0.224113302827287,-0.124782530627027,-0.406617924260469,-0.213684597167099,-0.0271912916352577,-0.0738565491886948,0.449527523773559,-0.0149849502866154,1.47013975306563,-0.180500311086195,0.265023807225356,0.0817636712000246,-0.596563752415486,0.477597374721671,1.06456054727538,-0.36248242152338,0.234234256918978,0.752081808403225,0.622484235136768,0.538270921699453,-0.877200250295078,-0.424177935751023,-0.180517780247937,0.797712837341442,-0.850769411244842,-0.745703890514653,-0.70275014391503,-0.883404725083792,-0.33248381986621,-0.188966279982334,-0.533177374598503,-0.129114569419637,-0.597677991839851,0.899101645920018,-0.193608989624248,-0.589336078998265,-0.704542133085212,-0.130625947259222,-0.396709408678021,-0.453750749374156,-0.25136772494029,0.135240553993093,0.676694023376666,-0.168394004573113,-0.76299620416803,0.741262906038754,-0.519622650789362,0.691711111501493,0.424473516128922,-0.0249040291201573,0.312878752326226,-0.112965603407394,0.0703135890269077,-0.247448479334121,-0.500124425242324,-1.35200917712946,0.905878980521474,0.79944849988786,-0.257247175060047,0.920197242408776,-0.408494634792474,-0.39109816514275,-0.434275359567595,-0.165989365419538,1.31188959634309,-0.565505063641952,0.368535997440489,0.53387996614623,0.0899567756374578,-0.1843923055357,-0.193271311943322,-0.224484903872835,-0.217747134290105,1.38672073513263,-0.0563309206734072,0.425981761508632,-0.0780843260966677,0.75579683749293,-0.32555171085996,0.159592361635903,-0.0108935246782766,0.438553463118881,0.157681073147111,-0.142454348363299,0.314846409362301,0.883788065268242,-0.573403066069919,-0.353757009321772,0.105364146619788,0.308324932997745,-0.195715770650344,-0.38679774501144,-0.0989617763680267,-0.199760345774808,0.922835895490548,0.500809793270641,-0.939513932842627,-1.07789962389503,-0.131998676316919,0.287215652741291,-0.176822366604811,-0.318261088787276,0.242064804268027,-0.789874491054864,-0.835411447084478,-0.2636393708798,0.0446732857011977,0.703094695990801,0.287365792189356,0.184897457711122,-0.294316815235988,0.425198684942834,-0.395969287421818
