"","E2348C_RS00945","E2348C_RS01740","E2348C_RS02740","E2348C_RS03270","E2348C_RS03275","E2348C_RS03285","E2348C_RS03935","E2348C_RS03940","E2348C_RS03945","E2348C_RS03950","E2348C_RS04605","E2348C_RS04610","E2348C_RS04765","E2348C_RS26535","E2348C_RS05560","E2348C_RS05585","E2348C_RS06210","E2348C_RS06215","E2348C_RS06220","E2348C_RS06225","E2348C_RS06230","E2348C_RS06235","E2348C_RS06245","E2348C_RS06360","E2348C_RS06395","E2348C_RS07155","E2348C_RS07170","E2348C_RS07175","E2348C_RS07180","E2348C_RS07185","E2348C_RS08120","E2348C_RS08590","E2348C_RS08595","E2348C_RS08600","E2348C_RS08605","E2348C_RS08825","E2348C_RS09040","E2348C_RS09235","E2348C_RS09420","E2348C_RS10185","E2348C_RS10260","E2348C_RS10560","E2348C_RS10565","E2348C_RS11015","E2348C_RS27190","E2348C_RS12385","E2348C_RS12390","E2348C_RS12395","E2348C_RS27195","E2348C_RS12575","E2348C_RS12580","E2348C_RS12585","E2348C_RS12590","E2348C_RS12595","E2348C_RS12600","E2348C_RS12790","E2348C_RS12795","E2348C_RS12830","E2348C_RS12895","E2348C_RS12900","E2348C_RS12910","E2348C_RS13035","E2348C_RS13055","E2348C_RS13060","E2348C_RS13315","E2348C_RS13545","E2348C_RS13965","E2348C_RS13970","E2348C_RS13975","E2348C_RS14040","E2348C_RS14380","E2348C_RS14475","E2348C_RS15825","E2348C_RS16060","E2348C_RS16340","E2348C_RS16345","E2348C_RS16490","E2348C_RS17035","E2348C_RS17045","E2348C_RS17575","E2348C_RS18250","E2348C_RS18440","E2348C_RS18445","E2348C_RS19410","E2348C_RS19415","E2348C_RS19695","E2348C_RS19765","E2348C_RS19770","E2348C_RS19950","E2348C_RS19955","E2348C_RS19960","E2348C_RS19965","E2348C_RS19970","E2348C_RS20025","E2348C_RS20610","E2348C_RS20640","E2348C_RS20705","E2348C_RS20715","E2348C_RS20875","E2348C_RS21670","E2348C_RS21675","E2348C_RS22210","E2348C_RS22245","E2348C_RS27840","E2348C_RS22415","E2348C_RS22660","E2348C_RS22675","E2348C_RS22720","E2348C_RS22875","E2348C_RS22960","E2348C_RS23065","E2348C_RS23190","E2348C_RS23310","E2348C_RS23525","E2348C_RS23645","E2348C_RS23650","E2348C_RS23905","E2348C_RS24230","E2348C_RS24420","E2348C_RS24425","E2348C_RS24510","E2348C_RS24550","E2348C_RS24565","E2348C_RS24945","E2348C_RS25205","E2348C_RS25215","E2348C_RS25225","E2348C_RS25230","E2348C_RS25235","E2348C_RS25240"
"EPEC_Li_2 (GE) - TPM",-0.353934532829004,-0.67353792972247,-0.888863878847097,0.345691825377157,0.0311961074168547,0.948087558912272,0.778068696889308,-0.222223961606481,-0.407228777258488,-0.48940697879467,-1.14934078575089,-0.646107558456882,-0.171975301687031,-0.799900597260425,-1.0781205828904,-0.37310839128019,1.00364636298984,0.869655175290392,0.859306256715534,0.825830336502868,1.18614378354063,0.667522872473873,0.290011619142953,0.42063651990786,-1.11903662347519,0.650430273796142,-0.408315936637986,-0.365732090223118,-0.435256860688822,-0.45868430543255,-0.0156739604548196,-0.633575861700124,-0.673539452289509,-0.501155183965621,-0.256258756285186,-0.395032147337931,-0.660943402861943,-1.1762388826852,-0.222468435811624,0.211729418583731,-0.34204215714593,0.37480350709417,-0.162849761326529,0.201517460652361,-0.0167772940498025,-0.0136141388868347,0.0306286874535498,0.150761639687987,0.534931436454036,-0.693208271551035,-0.532264742815454,-0.228201807540341,-0.526936474623491,-0.650729960280932,-0.644001733432818,-0.532794611534016,-0.657299643405346,0.0684233263320171,-0.52224002750311,0.110131035362726,-0.579185918209078,-0.555608192572754,-0.409042320493218,-0.053205110827903,0.865294469048804,1.35202011408329,0.212921975208439,-0.459071288168207,-0.0946131172543008,-0.551725271222285,0.888327198393877,-0.855207457101292,0.00774325912136939,-0.828581131962855,-0.0153303417320692,-0.77084019385982,-0.00790302624370398,0.0929847794285339,-0.0714777491752317,0.714124846425907,0.793934732504625,-0.817039134964982,-0.813970156101211,-0.519990100806631,-0.462065095042844,-0.134032688216196,-0.188071241846235,-0.0706847724795576,-0.587461503500054,-0.438651763215873,-0.599710523962806,-0.59992331738518,-0.422163539148283,-0.352176963024263,-0.519784863741137,0.100130199808823,-0.356360839087489,-0.710365307503852,-0.65323462357103,-0.0894934862814375,-0.0482218145198946,-0.316869520687778,1.29742704490478,0.856263065155121,-0.567862862440321,0.0130302762128846,-0.577288725700314,-0.633651638879365,-0.148993966681371,0.602900693627016,0.186452400081833,0.161214303369704,-0.94926333782179,-0.759476578275468,-0.786803660461651,-0.71134147215088,-0.633952849714341,0.421179371680263,-0.192900725290356,-0.979260789610656,0.016912553794516,1.92511117790494,-0.5203310737502,-0.978266997347706,-0.421271071906734,-0.624624733071301,2.6788789671319,1.67271538591487,1.2738807791375,1.58283051400198
"EPEC_Li_3 (GE) - TPM",0.136823066920735,-0.583444274734991,-0.803333511508981,0.163917272735147,0.309151239179069,1.42275283139708,0.183668507803166,-0.418477261318027,-0.529319189716323,-0.460757781951993,-0.682567498696614,-0.723046617587624,-0.0264323731987648,-0.926944398676338,-0.463857100550544,-0.384868363172161,1.03549948332964,1.11036349816265,0.813305927098215,0.409495874553806,0.686120747944213,0.39528798412973,0.805033068485053,0.211121478984762,-1.09494607495242,0.342892620123877,-0.42910850857244,-0.355996596838246,-0.260852071880883,-0.274593961101855,-0.294942625669373,-0.411938045911568,-0.489251286395722,0.068546661044773,0.830472419749785,-0.246580248387095,-0.684637484667048,-1.30694884452694,-0.251960650958214,0.330264938904788,-0.34204215714593,0.354336379220129,-0.581338568131134,0.074183293506785,0.220860472318129,0.0326771224976143,-0.145716113797103,-0.0638075757142064,0.426570978295249,-0.442686125324171,-0.417776151395884,-0.220112790192003,-0.500437053436972,-0.428680561239932,-0.588601871981931,-0.524894311489244,-0.635917928024302,0.0637780363403177,0.39288064664956,0.533104297986575,-0.757250061716362,-0.188362879034744,-0.184932099578824,0.0213337687170427,0.845291281999706,0.870894692386434,0.116075503092675,-0.285618559431196,0.0739874899905501,-0.223223643379503,-0.151309951229095,-0.721523562230696,0.307648001476374,-0.734578468720538,0.252336749274264,-0.556611354298395,-0.174903610374342,-0.537277101310528,-0.501801163590091,0.318123749505404,0.0346292628448289,-0.758345601543353,-1.01852907980434,-0.578489681386201,-0.431624333986389,-0.341160664662602,-0.508960791968535,-0.32054633485612,-0.612614925517328,-0.528988009761097,-0.390930732213517,-0.291600155895844,-0.503209997152377,-0.481377450969424,-0.474494556680605,0.0976720830730709,-0.106638328594979,-0.660798796791377,-0.523653892802187,0.0502747521014625,-0.110803722079409,-0.113008931474097,1.37269170114582,1.31810540173284,-0.879630961806081,-0.786725861698083,-0.557385413369043,-0.799294262155946,0.498892511883932,0.342118709840376,0.0520184037757929,0.178333900198717,-0.813006648552989,-0.584620294370549,-0.751812978618346,-0.64548796391203,-0.645946106194874,0.19330054251202,0.0327441858737065,-0.583058452144083,-0.232657031997076,0.0538608848044232,-0.521851020811247,-0.842090384256207,-0.000954562944928314,-0.641865503741897,1.70058966845822,0.812299282776626,1.35510692804158,1.42206013734544
"EPEC_Mig_1 (GE) - TPM",-0.747519051820017,0.289374627594848,-0.841456158835468,-0.358707211776822,-0.0967469929321013,-0.0633459668538226,-1.03104227826699,-1.03468476931197,-1.07224367386593,-1.08530317847041,-1.50939497559274,-0.542359415209116,-0.770095905622289,1.6375771102933,-1.74262466817376,-0.711564190799888,-0.838002881281433,-1.07988791136229,-0.978225246769919,-0.861322170244975,-0.569949249333379,-0.815121339575671,-1.1309092432378,-0.953406150434647,-0.884753400710457,-1.30740059142422,-0.795458252532789,-0.57155506871797,-0.687841236962441,-0.751676394835579,1.95397297984834,-0.914615402911899,-0.648937821701492,-0.534387144779125,-0.818317843841731,-1.33665044572614,-0.484690212882551,-0.997957503928854,-1.03109576733281,-1.10367510918283,-0.34204215714593,-1.42312808933628,-0.899974836802015,-0.618340683126595,-0.745661265188125,-0.770164307714978,-0.749241150551381,-0.784957704102673,-0.838064997756495,-0.40539513049752,-0.619458674878244,-0.776526557964851,-0.667005897223091,-0.795732960715839,-0.81638545707805,-0.739447173594784,-0.957657759002519,-1.91224327806357,-0.98296385041146,-0.865029357886839,-1.19633971893743,-1.13521100809379,-0.822459145156736,-1.06392175773497,-1.17365922175858,-0.19485141647427,-0.97789424451529,-0.912289291273728,-1.1552818962519,-0.968324285886216,-1.45286043288475,-0.945391036049666,-1.26167707418736,-0.526321992895287,-1.02246233545228,-0.776662511883337,0.737103304740858,-1.10734571521094,-0.0683370390928293,-0.360779339164401,-1.89232012116083,-0.868716667309901,-1.03227890237239,-0.800438415852457,-0.811672426416623,-0.987263932615016,-1.22807259253529,-1.50706033988302,-0.870803955271668,-0.749955269890275,-0.788787310230879,-0.844287237915425,-0.725518734080039,-0.877480286834002,-1.16245555312455,-0.977091106336856,-1.03742706079292,-0.885722024715007,-1.19689359534879,-1.26176796486804,-1.41764526051199,-1.03740515797337,-1.23761712735908,-1.18588164730102,-1.58517602249354,-1.48920289321668,-0.878294193604406,-0.922292294320632,-0.846452641991992,-1.36570905409812,-1.37171197152176,-1.64821626816702,-0.647048364666878,-1.31439023563851,-0.600900192104473,-0.704035931250981,-0.406885135943766,-0.42334396304653,-1.53868063425498,-0.979260789610656,-1.31245242789306,-1.39231753339011,-0.133906745312927,-0.878990795615881,1.09494791227683,-0.80465180165107,-0.895329746676381,-0.94035919891454,-1.06144614532495,-1.28821511198552
"EPEC_Mig_2 (GE) - TPM",-0.848092778072618,-0.599316971253665,-0.85509870661635,-0.48785300072018,-0.779268298843776,-0.74738917472125,-1.19062942418114,-1.11499448300383,-0.713705958318999,-1.00986691242585,-1.81345822119452,-1.28802319154752,-0.799296286228178,0.467996932038329,2.19826080204407,-0.549161698422009,-1.25144070624363,-0.589977134269452,-0.815153586190973,-1.03685528225183,-0.900552298650145,-1.12082530952194,-1.15147976025409,-1.02859722937426,-1.13090897975244,-1.39568291523647,-0.731449041515447,-0.613080405526315,-0.675303174716844,-0.772463823265564,1.60132039124433,-0.866839662961715,-0.748936647400451,-0.731041054992382,-0.834159222657383,-1.69111442582522,-1.26048309497934,-1.544226342596,-1.0403166324067,-0.745528114971157,-0.34204215714593,-1.33794776559921,-0.87362898213012,-0.441643471769586,-0.844997313363302,-0.764865454941307,-0.742914308826299,-0.819900032673148,-0.838064997756495,-0.659208639429849,-0.693033812716875,-0.80494997032273,-0.749830967192982,-0.852877327354697,-0.84538336110808,-0.639848420177078,-0.769278092266002,-1.47044096384755,-1.34246920481412,-1.25660330270478,-0.96905395021935,-0.729910447465799,-0.976535732241778,-1.00623682979043,-0.394647860072926,-1.42494841571911,-1.03699316753473,-0.941572009809292,-1.34874196178014,-0.864835290625996,-1.22145096226802,-1.00377227364584,-1.22336236652234,0.381581413916351,-1.00387341527029,-1.01764832663758,1.05525951160061,-1.28681519724614,-1.04926545217945,-0.444294437920465,-0.60756106930552,-1.1426731916505,-0.495744058274301,-0.80937605044327,-0.781419096228628,-0.830943508733789,-1.7635355311367,-1.35212484893594,-0.794114002887009,-0.773665733767183,-0.699917036489794,-0.521362884309589,-0.112321538767656,-0.941360553931584,-1.02490816179093,-0.968673244770694,-1.4005384890243,-0.868322469298504,-1.47737210040044,-1.34382520470899,-1.52379227931689,-1.03740515797337,-1.2037677839328,-1.23149548995928,-1.7724228002677,-1.63893850608316,-0.889484771542808,-0.279325819464739,-0.564427892087168,-1.67061592044617,-1.39185395657436,-1.82372537353027,-0.545049300146006,-1.35537127443199,-0.686028472895454,-0.66874980398674,-0.648519754630225,-0.761846406291455,-1.76573118701015,-0.979260789610656,-1.00485476641909,-1.8360936184321,-0.540010425650283,-0.467484035245496,-1.23302305540196,-0.837544738063794,-0.93673247286762,-0.965448280684761,-1.01727323365279,-1.30061541509455
"EPEC_Mig_3 (GE) - TPM",-0.478155038726205,-0.372002794567351,-0.785759256848915,-0.206007489708902,-0.424660436904079,-0.428555954259904,-0.797652752961659,-0.384568273194546,-0.373842996746266,-0.665395107461277,-1.23194873203581,-1.25490001757244,-0.40098937639234,2.05122805137368,-1.74262466817376,-0.422443853297948,0.330244919814152,-0.507305440525388,-0.737320836061469,-0.321816321202988,1.76098922016347,-0.442657226816438,-0.669234948071769,-0.612279495121339,-0.753462362385302,-1.04170596452601,-0.647465344470216,-0.454442820792821,-0.44824749685071,-0.377277877668518,1.2352345149249,-0.704333650137767,-0.526050941614558,-0.529750126479104,-0.305944541498172,-1.13076102264447,-0.740206373033116,-1.26240746197958,-0.70492469540708,-0.774169958231638,-0.34204215714593,-1.07166932027957,-0.48925571874275,-0.922502050622758,-0.710869399985742,-0.501278483563655,-0.463425528113924,-0.499065614754578,-0.533042390700633,-0.213907830315111,-0.0902727883694647,-0.425047258699551,-0.598321940452385,-0.631915538064741,-0.556955917381121,-0.562098450743837,-0.696803180643889,-0.453980865842753,-0.526485838452746,-0.785030577591596,-0.83726878414056,-0.876482879666943,-0.48724584459824,-0.716206647987498,-0.714339157271725,0.961246320013117,-0.580724385650738,-0.548654173867607,-0.846925177416557,-0.486425575638041,-0.776711771429285,-0.645117249440874,-0.806345755932361,-0.295569376271361,-0.645911688356203,-0.527537343581174,-0.545221582654205,-0.802159977215107,-0.838413259759376,-0.05408650679474,-1.14154003335472,-0.788949431922846,-0.0776467498562066,-0.582431031826053,-0.538383198516259,-0.750745794115175,-0.827465355553798,0.456384526026599,-0.429331272422715,-0.274148439712351,-0.516388827822745,-0.69264282002614,-0.751146073259874,-0.903920930087248,-1.01105584089783,-0.607854127380968,-1.21999747460863,-0.363623705246604,-0.835834292676777,-1.12629156937366,-1.14138420535011,2.08401834531029,-0.892209878258463,-0.86564008313608,-0.834950521121849,-1.13460553676737,-0.467321659908869,-0.407067598505665,-0.607335274270385,-1.31435470160374,-1.05172744849988,-0.505916172565621,-0.559140188055854,-1.30753022974302,-0.30379691740848,-0.402522259093706,-0.0299784722972808,-0.639597244694176,-1.26204640326713,-0.979260789610656,-0.92062690859066,-1.6859823229272,-0.445188946700996,-0.370663377338775,0.0574709928332036,-0.214508801381287,-0.556508665770104,-0.667352806674394,-0.744341635674121,-0.739065007067618
"EPEC_Nd_1 (GE) - TPM",-0.689315219166523,1.39815865000271,-0.969476635830833,-1.26536120196012,-1.15225361493941,-1.23856866562825,-0.449113899608918,-0.525529702683836,-0.327156518458551,-0.56931311922766,1.10863019793186,0.602820883567951,-1.01305066535376,1.15732831522391,-0.754217037173153,-0.786236735420806,-1.22405867507564,-1.0377597533196,-1.17187696149744,-1.04737915859274,-1.15481869985279,-1.06735672997505,-0.862969815939932,-1.12619981574585,-0.661811216887598,-0.914344139127627,-0.797464627112822,-0.626235807658549,-0.692040605761702,-0.77979042319538,0.601433117748443,-1.01370506628961,-0.844540298824322,-0.803137164404602,-0.810455438177433,-0.134213135728993,-0.737525339927809,0.812705619666261,-1.2450651069969,-1.2438451832188,-0.34204215714593,-0.605950019847978,-0.99433655299617,-1.04311531627602,-0.696968979825455,-0.6550959106597,-0.686442548232281,-0.751197293912837,-0.478988951922991,-0.303276958380986,-0.493975964308855,-0.58438359308625,-0.314368977720564,-0.353011880037596,-0.154973674163506,-0.894596241277357,-1.05516094019902,0.744836341429901,-1.13024522314853,-0.920791651723156,-1.20873888212317,-0.40311741232018,-1.24986626689148,-1.02529754215029,0.259466409355906,0.225233434673485,-0.997061995151426,-0.967816584326459,-0.599464968199192,-0.853335175339702,-0.78955225464682,-0.920152301737537,-0.691251846626019,-0.995284698080224,-1.15219449745392,-1.35563859017789,1.13962607960355,-0.0585659638058529,-0.634110802642313,-1.18358773938725,-0.38244939117703,0.470876311863407,0.627817213056011,-0.825225504796356,-0.804015744580374,-0.99948589487242,0.53146568639826,-0.303865643636051,-0.841490268713215,-0.863924101347422,-0.838032918828548,-0.756278182832139,-0.88020577311411,0.319812322619891,-0.850398090768712,-0.830250348429947,-1.00035186983274,-0.853834796361516,-0.694635379099147,-0.595293419417569,-0.830067769429087,-1.03740515797337,-0.750215237175869,-0.803439371233245,-0.217305496510831,0.606247094083253,-0.857688886992034,-1.05463448502338,-0.957041392876694,-0.146820747050189,-0.983969595683166,-0.396938633456089,-0.892250961989484,1.35979596688525,-0.805354620961736,-0.719630028606544,-0.855981567061854,-1.36099534212928,-0.736015541289184,-0.782392401592479,-1.02569195486115,0.376185936700017,-1.12757969211415,-0.595288794578715,-0.0866472814678158,-0.849940991062268,-0.87600160247348,-0.709692790242821,-0.818750020148162,-1.0050498524595
"EPEC_Nd_2 (GE) - TPM",-0.761703254065311,0.493756945439391,-0.976087159281038,-1.19161024864131,-1.13012413998211,-1.20704838136694,-0.505756651301337,-0.564346208017519,-0.616766044720409,-0.46775308167943,0.404148298435364,0.785065816714756,-0.99583725177286,-0.54088444355183,0.0778864030041995,-0.772974564343061,-1.14111646309782,-1.03462458158601,-1.15051526221503,-1.11702490286575,-1.21704901122095,-0.984728827244513,-1.11261477936668,-1.11689490949613,-0.685314321053051,-0.845679121319189,-0.817052288783314,-0.628649276929493,-0.677459176939573,-0.772421457049551,0.149310143209027,-1.01187657230094,-0.800410111067592,-0.782921010243765,-0.878618360175011,-0.1253177490769,-0.74437478635949,1.16306154585612,-1.25774801639382,-1.27552561306781,-0.34204215714593,-0.430506095800842,-0.914636190057767,-1.00008112124529,-0.659445301252074,-0.662925029961478,-0.658992373490429,-0.751198354225399,-0.693390584318911,-0.391536086244578,-0.459326781169954,-0.383779416236771,-0.261321641919718,-0.287798122556477,-0.0611883833965336,-0.893870072021328,-1.05142421754544,0.232031370165232,-1.06629008025852,-0.874789661596276,-1.22403767214282,-0.477870686460577,-1.2309708351468,-0.990835664498882,-0.393116810016738,-0.328068339635699,-1.00572319298431,-0.945142598815627,-0.620798306806187,-0.838593693050056,-0.704555376933037,-0.710315588269278,-0.614630030603335,-0.965218999715669,-1.1267004238431,-1.23373288804882,1.03790370024112,-0.277917379929467,-1.01481267011774,-1.11077827085836,-1.12076927979632,0.197850471505249,0.0661827332285142,-0.827521874522032,-0.798311218353102,-0.969786684942353,0.0638572671718745,-0.290064939405369,-0.793180495734185,-0.996087471117627,-0.848809573544349,-0.857315344748365,-0.890880511873532,0.0820079125690126,-0.657121073537118,-0.804255593623396,-0.910670097202859,-0.844524497046398,-0.712722133680519,-0.452066820223649,-0.665153264656874,-1.03740515797337,-0.66694099850505,-0.653004432283749,-0.128021424394503,0.725381644651424,-0.847763192781003,-1.03930249728796,-0.981995346769118,-0.138560198208747,-0.739062497945592,0.115184592463739,-0.836165959059714,1.16125565600348,-0.789180537677754,-0.733068914332451,-0.809649394597762,-1.43374649621477,-0.124974027702149,-0.661981830258822,-0.87255576880414,0.289236717862509,-1.10453256338401,-0.475959513987332,-0.760990166926468,-0.841356375921619,-0.896807748667174,-0.681812254632946,-0.730529652874006,-0.924605044173626
"EPEC_Nd_3 (GE) - TPM",-0.556239132326673,0.680310142494714,-0.962467177738961,-1.26223473694618,-1.13521343314761,-1.14947696800596,-0.590515045038938,-0.62972081964798,-0.255946629548451,-0.728829389250189,0.333701406861182,-0.122966269335591,-1.0259213778639,0.69134533242015,-0.204504039846162,-0.881302201009313,-1.22658439024518,-1.06714049070561,-1.17077130986113,-1.09453524837015,-1.13363161716433,-1.10077815947827,-0.782146609028583,-1.09952139042291,-0.843154374010553,-0.875119489536864,-0.809321644503097,-0.634971795716185,-0.68772524271869,-0.783446437541388,0.493223614425428,-1.01597139751978,-0.812750722206241,-0.762614730765787,-0.717335769954931,0.00794302467912436,-0.552348812695991,0.180960329835,-1.26347665684902,-1.29568354317309,-0.34204215714593,-0.658395985352703,-0.903359829756171,-1.10457847254076,-0.746456219920116,-0.676287373249354,-0.687838353154884,-0.776428780541891,-0.756576268816584,-0.409082365380744,-0.497033603870434,-0.543441493338409,-0.308982548154149,-0.503051784386904,-0.305170547351927,-0.897257091960491,-1.06074747193302,0.583125563915725,-0.963524624432075,-0.991346538985728,-1.23874635408783,-0.468996479420579,-1.25442781109728,-1.02675490093434,0.484183090016903,-0.262520027403116,-1.05954805310355,-0.965743562990642,-0.701754260965694,-0.867859355335192,-0.76041701201801,-0.811157276221632,-0.667221311345124,-1.02998354442006,-1.14561495055447,-1.34802654565578,1.77063779129921,-0.56748895469397,-0.808678527233761,-0.662550383725452,-0.688866076050605,0.499405698396997,0.509598174177467,-0.830060800255461,-0.801906803003907,-0.975665447135869,0.472398004126528,-0.324055435870576,-0.838089406840163,-1.01021278589397,-0.868340835921363,-0.794067458313499,-0.869037897519513,0.054470746057531,-0.851376063735893,-0.82985569579889,-0.811711532471721,-0.852870798280574,-0.698793313948603,-0.716803259186942,-0.822476193333546,-0.898420468761493,-0.810475623100474,-0.843416074710198,-0.0343828653253477,0.539226407684265,-0.860744313261509,-1.05164856516369,-1.02034174439458,0.027801730470844,-0.942041036228706,-0.444367623753267,-0.980524819112301,1.0876274269607,-0.817127376712842,-0.747925370382053,-0.870587593262829,-1.44983242252364,-0.551096126181093,-0.800551517965761,-1.02745906697532,0.0538118458812752,-1.15884782540635,-0.515524421790542,-0.875536819669299,-0.867453514899931,-0.903969200389586,-0.72791229087833,-0.812597368738245,-0.980455493001643
"EPEC_Ns_1 (GE) - TPM",2.49588638103309,-0.700845153130397,0.501561370842835,2.64677050169245,2.21832400891289,0.205760945644734,1.44464600198925,-0.0492885560198826,0.319505724075659,-0.421880108872614,-0.070773233944481,-0.163096851180825,1.42601108561499,-1.14247474306594,-0.0154893741031486,1.10991454152252,0.782062493531844,0.49055249139078,1.64263844594048,1.6257425280247,0.852322362445912,2.79230130213184,0.608483074659002,0.587636174999856,0.708427677920272,0.40518537335163,2.3068111084119,2.75835314704719,1.90734298752518,0.546162192687085,-1.39662855438911,1.03683766258651,2.27223964797317,0.48571240488557,0.609911294736527,3.00225378610571,2.1480794753934,1.51918332782683,1.13944419766446,1.88296100796338,-0.34204215714593,2.11695056554927,2.86125950331882,1.55522679382461,0.494304715833399,1.07268985555722,0.534484632706415,0.241616613651501,-0.0537568681039701,-0.739146804578998,0.112046268612797,1.32940951525258,-0.437577745139224,0.939111222490256,2.23382369127116,2.7414361923652,1.24445531941539,2.81523388732339,0.928585039999026,2.50588339200415,1.61113990749304,-0.355179357381796,0.26700861360772,2.49395253517604,2.08762207491022,-0.60101924606672,-0.605866034925073,0.810324554677355,1.42178092353807,0.420096007946434,0.981163903274351,1.88976218367117,2.81462682320009,0.285605735886066,1.68060170089828,0.389601868134606,-1.67982475043918,0.582484095379174,0.789426315351953,1.99525096089113,0.552966521725562,1.52721448636523,0.267380793906913,2.16847481970995,2.39107624239725,1.76584379142876,2.02447831371526,1.16893738925618,2.59578298314292,0.74791671128448,-0.287438021743011,-0.272955590563759,0.681373611519847,1.6909775567776,1.44120488323583,1.40316895347346,1.68472006142942,0.725860511787931,1.90371278094133,2.3173256979222,2.11201285643203,0.300286853711663,1.24430484596909,1.44682903287616,1.93325426654435,2.90163584662907,0.779460296030121,0.240803521943925,1.06704807702557,1.82179241880209,2.19214846226233,0.819888684728652,0.0317711618037349,1.46231123125428,0.504636476619263,0.265127571180066,-0.7919744279994,-0.233723637411126,1.26169659911884,1.42878252175751,0.837502121060871,-0.101541984770363,1.8552190570577,0.107042866912131,-1.03239360938077,1.32053036204582,0.740699543175659,2.06283994880957,1.52027666088093,0.753984714831605
"EPEC_Ns_2 (GE) - TPM",2.75402775968731,-1.20542267990693,0.320923566201798,1.74052139100076,2.12280782765171,0.749904347979172,1.44461432137833,-0.0370662579271459,0.332379719245267,0.0273550714129479,-0.484999074216406,0.140441422930417,1.38860490509139,-1.2022294037137,-0.391713112406269,1.13208398648125,0.264253221368329,-0.21620454219722,1.02710249382023,2.03933203724996,0.918286709392138,1.87511622720833,0.809421105750897,0.334206815808108,0.343421791592632,0.14871551371946,2.13957343893006,2.9553277030743,1.96421121510539,0.645279182680472,-1.32922944068937,0.629588490181844,2.00226673416461,0.523084743833056,0.802105332173549,2.13003101141132,2.43535726475666,1.51212818819347,0.897963245651192,1.43464172488961,-0.34204215714593,2.01460412818443,2.49656374850081,1.283275374367,0.769055019347616,0.9960786636991,0.343188407639901,0.0495198826943926,0.63424247306165,-0.688204323027005,-0.0425539339110965,1.13659585295205,-0.321693618804936,0.385034041788389,2.02478034157867,2.8738288974809,1.78467492644222,1.89804559348675,0.30533946392393,2.2061545812131,0.223476093765258,-0.615953219914296,0.0787714922192682,2.06189693278668,2.39616856361708,0.602180324626502,-0.528247061957795,0.631300164721319,0.827499365775202,0.0874053047898427,0.450957764778974,1.81143795468898,2.53431740482455,0.286971508562657,1.45057634696197,0.679942918233074,-1.5835763377422,0.803457459393562,1.60402655394594,2.1460696336321,0.523630054832596,1.33256283531322,0.0699522514856743,2.17184878122419,2.337091252353,1.60846139490792,2.59832972548956,1.20653432417927,2.50902072609274,0.580083605193092,-0.438426275573939,-0.287677565031763,0.81468992695267,1.82277869830713,1.05431036230086,0.988551416882904,1.68270729632772,0.471490563026659,0.906663008345512,2.12380235228129,1.41312625694985,0.636676637614002,0.684324127035036,0.657071751664211,1.87174250822353,2.78559017155425,0.440373125951733,-0.422258844126846,1.06080251873919,1.75898313221798,2.27717923235861,-0.0546461536173007,-0.609181533720866,1.3026852778629,0.272276352930323,0.256676448450695,-0.786527475111957,0.116807262824574,0.770607309353068,-0.172047940675353,0.676035137080229,-0.771246441142326,2.31703507856824,-0.389336428209856,-0.142562013220913,0.625918013476611,0.377551438371026,1.39035846520832,2.01461133930389,1.27671054897818
"EPEC_Ns_3 (GE) - TPM",1.41783122083939,-1.05446112160536,0.194533053433744,1.2479823554835,2.41436041959699,2.59837109237392,1.97170701496927,0.532179651294174,-0.124238282650781,0.795059201931252,-0.623834515397812,-0.7434579414251,1.56592355661627,-1.2022294037137,-0.179617273432247,1.52605796493543,-0.392652019509082,-0.561740962899133,0.229267804597807,1.0484147047089,0.973096631841798,1.13198797229182,-0.208163995323587,0.222130753111719,-0.178564959553656,0.595386041483072,1.30226844109805,3.02720446978868,3.54291071596569,1.78269009642483,-1.45405501720139,0.200718386589443,2.90047876123679,2.69615132831828,2.97494021953241,0.741349577432537,0.979772313243058,0.0874166372188693,0.276512486323802,1.89282800202204,-0.34204215714593,1.6086106789348,2.08120424206231,0.603707452337876,1.67963071636826,2.11287367846071,0.438950492714862,-0.149052229057775,0.155621585095115,-0.444207360664506,0.144269375834041,1.31427630883327,-0.162238909270341,1.69907987308545,2.09776178904018,2.04887826053982,1.81827080332703,1.04649510551177,0.760431665779644,1.52982439212573,0.329466119502672,-0.818418034728151,-0.423426582735645,1.31755689905562,0.376281688528253,0.851273000887138,-0.622374142915377,0.167634520708156,0.87448624844182,-0.275573183856495,1.05579460265529,0.54406686115492,1.36370491493354,-0.374363768472144,1.31605297746565,-0.337770211651768,-1.56193356740686,0.277449751809211,0.433919647461656,1.37746719189955,0.0779494032207392,0.0794144588714397,-0.820522898797451,1.42653551450328,2.72959451941302,0.991266023006058,1.07487995186145,0.301827680080258,1.84313671179866,1.04779152771773,-0.535179381761286,-0.105343638720279,1.04602623798741,1.7630685798593,1.1423420162377,2.29948315814557,0.912888744026358,0.151991069336322,0.0970457399228107,0.896724976127627,0.701207265836817,-0.754938238896145,1.85700053017902,1.80937025605905,0.601575283360259,1.26663475853318,0.138804609295148,-0.616439358057857,1.41910471698843,0.681848546623767,0.934658845804029,0.896076352039306,-0.656926914700738,0.11086905927178,0.0847281880404058,0.196415411916162,-0.722318239934731,-0.691930392509872,0.0170514951423528,-0.979260789610656,-0.165243416323988,-1.11891974107638,1.10695518958354,-0.739614141429124,-0.794996822771725,0.734691523282119,0.260112936506342,2.08977089693078,2.54580230526726,1.74125454163049
