"","NTHI_RS00030","NTHI_RS00180","NTHI_RS00250","NTHI_RS00255","NTHI_RS00260","NTHI_RS00435","NTHI_RS01115","NTHI_RS01120","NTHI_RS01125","NTHI_RS01130","NTHI_RS01135","NTHI_RS01140","NTHI_RS01145","NTHI_RS01150","NTHI_RS01155","NTHI_RS01160","NTHI_RS01670","NTHI_RS01785","NTHI_RS02155","NTHI_RS02160","NTHI_RS02165","NTHI_RS02170","NTHI_RS02400","NTHI_RS02470","NTHI_RS02475","NTHI_RS02480","NTHI_RS02495","NTHI_RS02595","NTHI_RS09550","NTHI_RS02905","NTHI_RS02910","NTHI_RS02915","NTHI_RS02920","NTHI_RS02935","NTHI_RS02950","NTHI_RS03000","NTHI_RS03005","NTHI_RS03065","NTHI_RS03070","NTHI_RS03230","NTHI_RS03355","NTHI_RS03360","NTHI_RS03365","NTHI_RS03370","NTHI_RS03415","NTHI_RS03420","NTHI_RS03690","NTHI_RS03750","NTHI_RS03880","NTHI_RS03885","NTHI_RS03890","NTHI_RS03895","NTHI_RS09590","NTHI_RS03980","NTHI_RS03985","NTHI_RS04005","NTHI_RS04010","NTHI_RS04160","NTHI_RS04360","NTHI_RS04385","NTHI_RS04680","NTHI_RS04705","NTHI_RS04735","NTHI_RS04750","NTHI_RS04755","NTHI_RS04760","NTHI_RS04845","NTHI_RS04850","NTHI_RS04855","NTHI_RS04880","NTHI_RS04885","NTHI_RS04890","NTHI_RS05115","NTHI_RS05205","NTHI_RS05210","NTHI_RS05255","NTHI_RS05405","NTHI_RS05715","NTHI_RS05910","NTHI_RS05915","NTHI_RS05920","NTHI_RS05925","NTHI_RS05930","NTHI_RS05935","NTHI_RS05940","NTHI_RS06040","NTHI_RS06325","NTHI_RS06470","NTHI_RS06485","NTHI_RS06530","NTHI_RS07445","NTHI_RS07720","NTHI_RS07735","NTHI_RS07935","NTHI_RS08120","NTHI_RS08130","NTHI_RS08140","NTHI_RS08385","NTHI_RS08390","NTHI_RS08395","NTHI_RS08405","NTHI_RS08805","NTHI_RS08860","NTHI_RS08865","NTHI_RS09060","NTHI_RS09065"
"HINF_Mig_2 (GE) - TPM",-0.601169483426265,0.487710499271392,-0.0989271971658679,0.17329900449085,0.19166379264042,-0.435005004810468,-0.654132183581013,-0.683204460362718,-0.832021080964778,-0.60807321276318,-0.595504026277365,-0.579166690259297,-0.839868796360497,-1.04380333909105,-0.745219638931322,-0.702202183085142,-1.37571648732447,0.0929276693491545,-0.653140372759053,-0.631493860481229,-1.94868459388156,-1.87861132015617,1.0076427915519,0.23575681232369,-0.330824757173118,-0.324583815944772,-1.69791662458313,0.228522912112245,-0.124651144768552,-1.29399302585513,-1.10732424494322,-0.944497749165097,0.208819381340719,0.4706121013032,-1.03136924477159,0.0446134528743227,-0.426663063539639,-0.986667231888521,-0.986770987625502,-1.36024199094552,-0.832379848791098,-1.47814122109654,-1.24097566847274,-0.703973441770033,-0.606955600784238,-0.4775349833248,-0.590898507206969,0.104023036141914,-0.00993645337313844,0.144423613201853,1.05371476652417,-1.07825079258069,-0.168491132106469,-0.394672708700572,-0.478831715749061,-2.12961692187565,-1.20245365901868,-0.582486839889497,-0.0605153004916491,-0.913512233569294,-0.608316863664101,-0.271269788817966,-0.538654920774026,-0.404242829971521,-0.493121646236569,-0.394647274696119,-1.02699112649883,-1.10536326804982,-0.804109971347704,-0.304455012543865,-0.361394224598048,-0.638698578017288,1.08414215508787,-1.3017663341978,-1.75768209543462,0.155162993536736,0.492190508417115,-0.944377523404939,-0.779527263694883,-0.672841612682889,-0.646527653422815,-0.934502605719925,-0.77236164778132,-0.539887043564075,-0.500076484277975,-0.451920347434131,-1.56938821330931,0.663718426520395,-1.65176373893769,-0.0666978426104085,-1.35852901524942,-1.57879503305604,0.420481618109968,-0.808069358355117,-0.406691011184527,0.0271894251539408,-0.424952825363505,0.208042964971255,0.0388177502658539,0.012978464431766,-0.394078331462735,-0.866078656435652,-0.771999627125068,-0.81093933497341,-0.815358693222869,-0.755956329421857
"HINF_Mig_3 (GE) - TPM",-0.505559406684534,0.703236720020026,-0.432194852039013,-0.0344427953456068,0.107544406699322,0.0909469866955091,-0.665520438868402,-0.63631374754403,-0.851148064289056,-0.60036815048802,-0.554697215546854,-0.577277469976318,-0.836851525773564,-1.02448828869801,-0.745148866202062,-0.937750561829249,-1.4580932777496,-0.114998711031478,-0.61951312345407,-0.690892259908159,-1.88569969694109,-1.79432597336454,2.09219897252037,1.15142005739771,-0.328865328083705,-0.358092263314289,-1.1825502347752,-0.421604405236957,-0.417980283331821,-1.25128194277348,-1.07972279618789,-1.14277762060984,0.413238557975274,-0.0859949501174464,-1.06717267571844,0.206121165767957,-0.252423429541597,-0.932882537468306,-0.927412257505003,-1.39757634225071,-0.884056080792138,-1.7406074077453,-1.4291563506039,-1.64687194787683,-0.713142010878384,-0.719437867280698,-0.901670441345088,-0.318613230093877,0.0640361719384404,0.610415320387674,1.28925117916415,-0.911860312785288,-0.281658632742781,-0.394329361347888,-0.483805755197519,-2.27685083769018,-1.30036374509075,-0.566754031817023,0.160591910754816,-0.885790125853771,-0.567723510122647,-0.228895630298035,-0.50271325623616,-0.360124671336244,-0.475053458324566,-0.34403301774917,-1.17733646019883,-1.10603238954758,-0.991628074293034,-0.63813004417244,-0.616125990219449,-0.977728176755891,1.44038359613881,-1.49746034216259,-1.82332756250022,-0.0399784352537921,0.622438668244243,-1.28701412970951,-0.734846344283571,-0.845154454121988,-0.622925550672743,-1.01400498590915,-0.859707720434929,-0.635614854751531,-0.561171246510892,-0.32411213967469,-1.60350886376878,1.00291867207434,-1.58274150787089,0.0783671161737624,-1.16661103909756,-1.56992443757846,0.126165013416058,-0.848758619664893,-0.469651994380079,-0.119758234282023,-0.501526260249416,0.132035451525897,-0.293920373551077,-0.360200076775618,-0.274093935417069,-0.88724251211044,-0.798948136250238,-0.767051274056802,-0.750721559258993,-0.694878623445123
"HINF_Nd_1 (GE) - TPM",0.912528334911878,0.524743355502658,-0.124951191422575,0.441485535706276,0.857249934317804,1.57521235387269,1.1355363454252,0.781069025229524,0.854439468925432,0.190281462832038,0.300815370652311,0.213767586769679,1.17723838993247,1.42452278551096,1.6007142809553,-0.0144728172708412,0.750914377051029,-0.393424361504779,0.348698931216105,0.482674706941925,1.91499712742412,1.56764659168937,0.6214923416396,-0.354728463161693,0.208390100818489,0.0964222876765406,1.32681912500199,-1.04159662603107,-0.582931442454768,1.95017199693413,1.30070791035816,-0.397054182144152,-0.237357104170109,-0.202142129804184,1.64468073418741,0.547855938777044,0.28433922116786,0.0100336304847458,-0.00980995362370232,-0.439852093769991,1.06622187242039,1.43392053423584,0.862742286808468,0.498482868288054,0.396869279100351,-0.683796633891983,-1.0366905289968,-0.918833889270165,0.283849647192718,0.372932810987144,0.301054687686762,1.34523225600996,-0.211040960626126,-0.069762061404686,0.438839301174597,-0.0651575400833316,0.7866055379696,1.56431736168482,-0.397461494203234,0.669596490266195,0.312003076609952,0.648362098716541,0.982772462190631,0.0610886032697795,0.160747712229648,0.124088024455955,0.130237200898552,0.05684109132812,-0.45779155423163,0.920860820334358,0.959220820399427,1.85996230589826,-0.875060549093164,1.13131898116092,1.28417915019163,-1.15907802000006,-1.33533644035308,0.271301716868605,0.0448095913653432,-0.00871977692228786,-0.159754205893455,0.113407613734099,0.115221695966357,-0.141174143451209,-0.0502777599657814,-0.128306506098716,-0.200283190165317,0.838754017306435,1.41684077064994,1.6315342552621,-0.484694798355988,-0.74890659489431,0.388067280218484,0.984151291960438,-0.140092082163312,-0.325501317310518,0.39829659427272,1.07718684536425,0.910175247768249,0.239618726825069,0.407482644948252,0.325422975037295,0.0330771174692215,0.324463444815336,1.65095079221781,1.73977999503353
"HINF_Nd_2 (GE) - TPM",0.86504245917691,0.751457621986347,0.100611480628281,0.331445398090549,0.811420921806914,1.74692997721347,1.34194667050025,1.04524015852959,0.994483882215346,0.187323922459201,0.437280392349962,0.361167316262831,0.916244324661146,1.27127744776907,1.97978982555108,-0.372430936937634,-0.0401294393974358,-0.435046173701108,-0.0876235970518242,0.0258132609374657,0.100559348777635,0.467457641231669,-0.252748621609875,-0.57130233757743,0.193718568980716,0.0354085372596699,1.4255127027381,-1.12026298677794,-0.912050242703235,1.89412826138342,1.90853807374092,-0.39244955206519,0.00552210068500306,-0.0361389225714366,1.10894551576421,0.511990202990607,0.0641510649997987,0.0341059633056882,0.0618854907251382,-0.646821158799277,0.34135581888402,0.501289301174413,-0.272067997093211,-0.15153790995655,0.227164030553749,-0.425907485867827,-0.940824858193632,-0.620342423286845,0.156131863077455,0.225409306470324,0.239510947009772,1.30033484680589,-0.31108705174175,0.0453570878450952,0.399159043853755,-0.0164300022579242,0.368874055141326,1.61678973993339,-0.473249124158959,0.691707796185336,0.526735294451923,0.98350731002828,1.20556545849162,0.102573287474362,0.272537108175881,0.132823695787628,-0.316979347382754,-0.31889985989835,-0.0479489115755114,0.733714516928574,0.31896094839363,1.32001353448184,-0.862119117621346,0.490690360351358,0.429859156035281,-1.29473581485246,-1.13609921023173,-0.700025152816535,-0.555030211807196,-0.618054900894092,-0.801111801463836,-0.25837346857891,-0.0935807422209178,-0.158000490303289,-0.0267689547376712,-0.38347037756315,-0.234105101589808,0.88849370684615,1.45449873936426,2.07490764984684,-0.351750800645999,-0.606761600750044,0.550800191585801,1.78018151599885,-1.08408253430229,-0.248843309414686,-0.223912728934005,0.629522266609534,0.615369284556365,0.195592977953743,0.147387645597267,-0.0082053497605525,-0.138736160428764,0.471565276608643,2.12876947157686,2.11863063430019
"HINF_Nd_3 (GE) - TPM",1.39245003403828,0.582123666275516,0.300409725610356,0.677180268730429,1.29728800551567,1.69801568592317,0.996614693845396,1.00437989779495,1.1784337364448,0.331101218019522,0.62928787953158,0.509897169933335,1.18302041000062,1.52243997212552,2.10395198899033,-0.00362586340812402,0.445388685467025,-0.422703077739389,0.0899440734301153,-0.154274766324971,0.560665030226508,0.862789459887457,0.0442709670399908,-0.784543808056451,0.296696410254806,0.0728026979691864,1.4581995865549,-1.02310141931456,-0.158562390232878,1.30610357016496,1.09881570306065,-0.296349497340496,0.0173540984081372,0.135285074140006,1.75699449971309,0.577830238046555,0.103627916060708,0.118971603223125,0.0619962735208629,-0.43099699983711,0.901475097664586,0.528282243514005,0.289115014852562,0.0446316416687057,0.0429900685455354,-0.547861204261535,-1.12860523343913,-0.823798705912534,0.323302060816168,0.425398309556312,0.266164412698906,0.913824090625188,-0.339454386599815,-0.0912772862380688,0.161624361721625,0.440558943214808,-0.0315979991532893,1.6193213804401,-0.260369247054587,0.910509408347085,0.272038204233071,0.982142441361296,1.11602685596539,0.191565201938548,0.306751713144692,0.153026212481224,-0.157390086535074,-0.294204291543495,-0.0650552387881339,0.929458748134102,0.465920745997482,1.21794892663766,-1.01558765797359,1.40234525624038,0.868242989223188,-1.04195743777649,-0.830497637054407,0.467702572513385,-0.154850627332044,-0.413100244893932,-0.332039788139812,0.0800702542502036,-0.278631648688708,-0.289941562119424,-0.388596037654466,-0.120201665540876,0.164445197768708,0.60630300350194,1.65896777182467,2.05164735614602,-0.53760159309224,-0.714318022995234,1.05666151324553,1.76671548909326,-0.956542774748329,-0.448674105219923,-0.228189410171795,0.151807945398241,0.433759113998223,0.101244314900814,0.373337796538169,0.262726114267556,-0.194685463839196,0.316681018678381,1.94467412243666,1.82709001997833
"HINF_Ns_1 (GE) - TPM",-0.967281635317142,-0.755263650551505,-0.453086069178884,-0.794465136177196,-0.987863975437557,-0.212413736572173,-0.291767752859402,-0.334719236082038,-0.182026580391372,-0.73688094316848,-0.704073754328352,-0.796972094417405,-0.464946142354613,-0.899124079664758,-0.42562358641991,0.425824388800005,-0.10486509007857,-0.378242690795951,-0.426985513131348,-0.746867774267191,-1.43836845101569,-0.967893505448207,-1.36934466113772,-0.683526777125106,-0.566224235433017,-0.491621398162437,-0.599816125882716,-1.19321183960028,0.127345005566739,-1.57879521048738,-1.44171812260878,-0.939788055853792,-0.540670212755208,-0.172946852993136,-0.890613981653941,0.114471258409577,-0.1731396443525,-0.948641726679801,-0.950734275451613,-0.230693100983578,-0.587361683210577,-1.60652519992036,-1.42884078371649,-1.07897912315511,-0.376961143801329,-0.609583773143789,1.33561835284199,-0.0409931085161541,0.100094309517874,0.0321896692498903,-0.051456659877815,-0.620210663321065,-0.214393726726625,-0.320174801709112,-0.368048649679085,-0.350613535370853,-0.546118826965516,-0.780337854470706,-0.875667866207932,-1.81312480267777,-0.462159010842467,-0.545720348921136,-0.431340027363278,-0.521250853725575,-0.576974599157976,-0.523134963947211,-0.798440579988395,-0.667140129385978,-0.793459899758056,-0.631310478159879,-0.691125201165601,-1.39487084894633,-0.879762400845093,-1.21440616352527,-1.18985456785982,-1.00375201483121,-1.65394551271442,0.420251392605656,-1.26345720890657,-1.13453801176093,-1.12232989169733,-0.670883414600905,-0.834710059059158,-0.701736294638298,-0.545619085755982,-0.168353011342628,0.239998600185953,-0.862111924538309,0.108051590195599,-0.630842546104759,-0.641557984602311,0.250546066299611,-1.44245240667506,-1.15222903088883,-0.0569750182269049,0.630364788721665,0.174295495703163,-0.430988149314103,-0.494054084040242,-0.144401333876719,-0.788889297906327,-0.0823290699472671,-0.533557389784368,-0.236452539812915,-0.673368055255105,-0.772169950413129
"HINF_Ns_2 (GE) - TPM",-1.12298573188892,-0.762183209569488,-0.148993659240444,-0.295503259443473,-0.796069195900189,-0.685726934022141,-0.119337137682845,-0.158924910588447,0.0147953627898202,-0.721129246928403,-0.821192350658919,-0.843180174809583,-0.18731574266774,-0.914165032935588,-0.401691401885754,0.2749349212093,-0.35939079774749,-0.387448412067392,-0.503024282116896,-0.765388438046683,-1.56872515976238,-1.2995897368847,-1.20033028985661,-0.669408227251157,-0.599490429272491,-0.481404037404396,0.302126712921009,-0.73765497163454,0.514841829753055,-1.52186839818844,-1.44336739923339,-0.877282894782447,-0.442305908378614,-0.703900798014795,-0.91373002278972,-0.146694767709896,-0.168963103041583,-1.00353947323654,-1.01715145858166,-0.64380864920438,-0.66551586376366,-1.26245326755196,-1.10323380145066,-1.09420602435385,-0.209159110023153,-0.653642179647168,-0.241258978916159,0.134404623701598,0.0759080255930114,-0.0249356666188903,-0.247095291735521,-0.494940764981437,-0.339454386599815,-0.292360818228774,-0.266492924631335,-0.0842946394891604,0.272119750821567,-0.776086548823346,-0.987804683577173,-1.50956919817092,-0.388393241809625,-0.378061900639989,-0.52450765181659,-0.562949917719263,-0.553110066948375,-0.518928747190859,-0.65132058223859,-0.47996028663844,-0.804972010579972,-1.08230330425801,-0.805524544456892,-1.60256720159471,-0.693702371194574,-1.3923104868447,-1.5584905137053,-0.425597259087762,-1.14240112665622,-0.0665359445156434,-1.2881335122029,-1.1254218452294,-0.92209935327308,-0.482994513877449,-0.85738460471846,-0.768852274961302,-0.741122809800054,0.26835805293326,0.682775149617411,-1.12339462581424,-0.0580339312501237,-0.722328025204886,-0.551342451121259,0.316988590603803,-1.57789594824609,-1.2081603025338,-0.243366360914379,0.0896933186649305,0.59041613050017,0.106172622365966,0.340707784495671,0.0123866687648466,-0.741364999675546,-0.278822504203693,-0.45316583993098,-0.0852877544340167,-0.718980824749182,-0.787400504529886
"HINF_Ns_3 (GE) - TPM",-1.18281111886225,-0.824240012679207,0.741658796497049,-0.237581725996687,-0.79062525730791,-1.0308687974582,0.0146884202969453,-0.0603154445060115,-0.0932922324236651,-0.650089810394351,-0.751581478210387,-0.840811499480679,-0.228411637998563,-0.896062899589226,-0.455417807020339,0.0269054153505157,-0.392453101928768,-0.355674173736308,-0.622856947033737,-0.891028496117372,-1.41008313605294,-1.15288522270144,-1.42565718339221,-0.375671421591543,-0.570749749755822,-0.49571657815459,-0.186383404958338,-0.307607601925965,0.609232102580831,-1.61839033451031,-1.60705204917811,-0.736314003092807,-0.536153302340432,0.587722003214801,-1.00414326172215,-0.215362268444016,-0.0783463938961976,-1.02892464012055,-1.04272643100989,-0.0806121363277011,-0.587935257820695,-1.53711130359147,-1.04692955050528,-0.831304741221341,-0.479284170171254,-0.719332162250136,1.55053131732967,0.47153054579971,0.0760747646581732,-0.105029737115712,-0.32420301635043,-0.464390216868112,-0.276614014666353,-0.353929346857192,-0.387107222481352,0.732041633070324,-0.538400596548476,-0.767451050798558,-0.89491996232161,-1.41516853636975,-0.28935296640982,-0.665080021282813,-0.500241725756517,-0.560248030140906,-0.54949652436052,-0.523966948688564,-0.794876473620662,-0.486432583878281,-1.05573923751981,-1.04422750843049,-0.825273351261665,-1.59989971619489,-0.472977389753782,-1.48834282633469,-1.53026151483959,0.316415493639454,-1.1162979001252,0.394141974113065,-1.53960983788517,-1.34882204805952,-1.06644560846369,-0.677325199102273,-0.960315057197282,-0.894586836379319,-0.734357231191625,0.393367823312352,0.540606886884421,-1.1950029730185,-0.387038662613636,-1.07823519110801,-0.524539100087644,-0.164434807588301,-1.58683282137821,-1.19505643973782,0.986624366904496,-0.809361857880138,0.236301600801171,0.243730221307706,-0.407646537252751,0.109354284565319,-0.75610215578404,-0.484124046779133,-0.5473174920686,-0.138202547617915,-0.760856531559358,-0.788653209374399
"HINF_Oss_1 (GE) - TPM",-0.935646875617843,-0.742528599499792,0.115074086566429,-0.22669565645152,-0.657576711796501,-0.657541845063459,-0.590355067292287,-0.489666599950951,-0.687115699156547,-0.0978501562867567,-0.175995042646136,0.0395070059752678,-0.611724356742513,-0.591863620224611,-0.621181956375251,-0.0814312124754235,1.98377777537336,-0.160450897332842,-0.184960641246287,0.0834597917935703,-0.493472470253923,-0.368621465580926,-0.400124072657781,0.612577010503049,-0.364596481001681,-0.389674987863927,-0.216871364871502,1.4437462339708,-0.346490625146719,-0.285200264940723,-0.513596699571231,-0.0982762345546515,-0.326367300504448,-0.666023584484023,0.679451654652638,-0.583187104998654,-0.205152999767576,-0.544804379876083,-0.100582775423463,-0.187066992905128,-0.765694795215298,0.456208684898133,0.442342371566663,0.65747253859675,-0.233406901430234,0.181196728976164,-0.547322882860655,-0.0576926654236639,-0.535645182370863,-0.432718766765717,-0.402917299107419,-1.2469224281523,-0.339454386599815,-0.394060567931441,-0.477871413892855,-0.599600588507852,0.273016950906431,-0.265997745353796,-0.32822093396695,-0.246284532334709,-0.208937719875916,-0.586600547849936,-0.436889036362908,-0.436879788194893,-0.495266496207189,-0.441978703102965,-0.228417330696693,-0.326582147809276,-0.724214113211421,-0.894321058281537,-0.718153232268794,-1.02469162649289,-0.500133566862794,-0.33333721845569,0.134572138762861,-0.185528600154923,1.38947806435776,-0.555932288478985,1.16073713185172,1.29172905687639,0.927021035182206,0.39367009809589,0.302643217587406,0.147151926193591,0.378802616900148,-0.39274131968848,-0.342935755358254,0.599274030257598,-1.44589098852829,-0.954850398609077,-1.06586679053657,-0.818151559604582,1.11560934585509,0.00512729077329914,-0.361085895242669,0.71282492365508,0.123268593567943,-0.0329492911070626,-0.533618545001324,0.250054875051558,-0.304729176868593,0.099383666000739,-0.523909135751132,-0.843616333426637,-1.0477187714579,-0.676749427636918
"HINF_Oss_2 (GE) - TPM",-0.809690556792959,-0.81319199871872,0.986436863909376,-0.161384954291008,-0.324546255670005,-0.29634364651342,-0.536658187913624,-0.451000215679661,-0.728135487289569,-0.128668263236114,-0.303556784531234,-0.27464147388969,-0.660996949602476,-0.827523572000499,-0.648062975200051,-0.196506575003242,0.838234133988026,0.375260404952127,-0.312220362964432,-0.112565820578914,-0.464435468443867,-0.621225632110793,-0.369653089169582,1.40213175027738,-0.469466958032937,-0.363365022938058,-0.322097281353135,2.40342459680318,-0.187226247809414,-0.591558745614446,-0.48634056781423,0.996588989714095,-0.196972964513154,-0.753728416702995,-0.0441172105196257,-0.840416984595173,-0.0561436374546997,-0.787958432000701,-0.411208093734853,0.616236025797684,-0.88968184049269,0.711256976432251,1.66112266261942,1.50425041572192,-0.0749496865236679,0.626715919585709,-0.907060733192868,-0.0281689319790739,-0.583386412626476,-0.406972326213363,-0.544065741397332,-1.58899268578769,-0.339454386599815,-0.393670480787283,-0.473594332240536,-0.455191773576183,-1.60957090831821,-0.651123024327274,-0.769257807847264,0.348369575884468,0.0484299134199008,-0.911889637005002,-0.746972213266105,-0.391748187593508,-0.439498060012403,-0.410485879261278,0.197867058136319,0.861547216902275,-0.431713721814089,-0.360612339996777,-0.729558299554064,-1.18925816157718,-0.445861714994334,0.0248489788923289,0.741348258784694,-0.663598808154315,2.08475427887726,0.622125881810932,1.75384853233401,2.71350682534903,1.57811638198373,0.686327733024058,0.904613307910581,0.312883124432842,0.806437321450004,-0.0633312885367064,-0.268869516624992,2.20825195564787,-1.32606231384997,-1.14944459273449,-0.991729152316542,-0.648181775891245,1.18422821320893,0.05877191245553,0.560714432369816,0.31160231534147,-0.0984669846278744,-0.286000494416887,0.476779515179559,0.247360853277358,-0.483292622446203,0.221404389660636,-0.522767363034911,-0.903103428784994,-1.09982331523237,-0.712996973288347
"HINF_Oss_3 (GE) - TPM",-0.801117221765581,-0.800243385693094,1.1738045422856,-0.267524278565361,-0.658181312940768,-0.100390627904294,-0.547314083488811,-0.417412379290349,-0.740433314692399,-0.00931729654481409,0.108674455900713,0.0398534801679575,-0.666907838453613,-0.708252326929348,-0.610136727070725,-0.188548441094474,1.16147968128706,-0.00615550172474972,-0.122873785559638,-0.0801061235479539,0.103482417492968,-0.431570647564583,0.322902646297994,1.81606806023946,-0.365083060864335,-0.407351502815153,-0.0646713245894997,1.46020249589879,-0.1922133316027,-0.312081501141923,-0.676809421352223,-0.120365289650743,-0.572014151261839,-0.82704036113024,0.343970358969645,-0.443676731612394,-0.101854179024992,-0.599888145190035,-0.191672112059321,0.255213269782936,-0.767897611336684,0.42323600144476,0.554614532600344,1.07255622607959,-0.138060520620685,0.117253503296599,-0.128445533973897,-0.240094499223701,-0.54719164808003,-0.5251759177886,-0.431258785913806,-1.45766961472867,-0.339454386599815,-0.394614261044438,-0.483961264920796,-0.196630091020072,0.21748582505494,-0.467089229802664,-0.306521927499637,0.183027283816728,-0.410048123492596,-0.980591336808375,-0.641392005584227,-0.373127884635969,-0.39337893406324,-0.396380168753616,-0.142765859042771,-0.0871011536910571,-0.870637469181837,-0.442708116758637,-0.626984170331807,-1.09938812412329,0.0217144761885375,-0.0139300061052138,0.648399667547023,-0.0398310553413297,1.67714896117836,0.617369783780297,1.01291606555596,1.4327103914812,1.77580927015946,0.185733835726619,0.653560980949996,0.798571982015471,1.01466581548706,-0.0831532370854667,-0.528715860534775,1.11181268171505,-1.27727152509073,-1.30603477507589,-1.27529845713884,-1.06774591357023,1.16651754948611,-0.592337754848341,1.26185879701242,-1.29792416734094,1.73127842785896,0.481486201768228,-0.612910096999885,-0.296002387259296,-0.608539812147287,0.027531996023271,-0.576721395168131,-0.817115484611764,-1.00245388147876,-0.634287944961234
"HINF_Oxs_1 (GE) - TPM",-0.24266702610938,-0.747917918109984,-0.872519366634564,-0.56499556294322,-0.6662002172739,-0.108428598666039,-0.508813344320566,-0.467929239990865,-0.553427957500787,-0.522569425674705,-0.45352878943334,-0.447754438784026,-0.387550132861012,-0.345854930137527,-0.481632301660898,-0.821636551997151,-0.719453771530799,-0.79272173976235,-0.275505716421857,-0.304782226613554,0.0676547247158022,-0.224400730108943,-0.0572010103754523,-0.52603684712854,-0.360248310567212,-0.365098587667563,-0.836343793320242,-0.96464481959535,-1.22049890260584,-0.220042580887479,-0.0292424093126372,-0.80085668976842,-0.839307045746624,-0.134530947324847,-0.531438423461259,-0.580034847019562,-0.695576075090034,-0.336417844618192,-0.295862794255094,-0.754213747888318,-0.365093522576025,0.212182603299162,-0.231767936509723,-0.865698983239131,-0.620831761512374,-0.70520474857239,0.379628507733602,-0.90105458729117,-0.619534307347559,-0.687940459646966,-0.84583835751066,-0.448796881820361,-0.339454386599815,-0.391828948955774,-0.492259893845385,-0.522622757180573,-0.818605915760777,-0.595307955822646,-0.61372849552529,-0.821538161197107,-0.542021168044898,-0.713430846248176,-0.849701717530893,-0.53900302482843,-0.57061979206145,-0.559274269371577,-0.703933005471003,-0.577561394105485,-0.360103112895064,-1.12724553217677,-0.53288565829673,-0.527075890068736,-0.699357852673685,-0.46670358481504,0.141796610554607,0.688057999453739,-0.974933182862496,-0.970101896413053,-0.274021795335645,0.00181697725011035,-0.427773758634802,-0.516697805800111,-0.578777208111751,-0.438788302680669,-0.597691582512256,-0.878041644714535,-0.304941368151028,-0.957771105488996,-0.367959307389965,-0.610623626725892,-0.382782304798496,-0.628983308472101,-0.600468266923657,-0.566194441604041,-0.376158420027396,-1.01450768540198,-1.09910587974592,-0.77129368462444,-0.932841493619709,-0.694257378422704,-0.752039008006476,-0.474638623615008,-0.249909290276265,-0.226085514063524,-0.265553054067227,-0.468211021802178
"HINF_Oxs_2 (GE) - TPM",-0.536793083352207,-0.647751415400971,-0.610510907687222,-0.335252232960304,-0.345950840640683,0.345622728828746,-0.504713432506961,-0.511933978475934,-0.578113490742095,-0.455501746363289,-0.51089859019741,-0.418621920818599,-0.534746496166284,-0.503712340866317,-0.462976937296471,-0.560402818348185,-0.120509464540122,-0.637966181057947,-0.0892630536493119,-0.213153544292901,0.75636529314666,0.674630487675068,-0.721656143223058,-0.352500190365223,-0.273115827964644,-0.268099072928285,-0.14195867782278,-0.65721986977414,-1.18226513796183,0.169960163747125,0.750516192348609,-0.221308686483589,-0.450703944205604,0.267449002995229,-0.522704680910619,-0.352179667645075,-0.381436404181105,-0.156708043597529,-0.167334755648691,-0.486801937272849,-0.013874935708644,1.2256861051775,0.221762246590405,-0.166154228563104,-0.466079809971405,-0.326603904594917,0.217618758574015,-0.934398395437898,-0.602566773440742,-0.628131031760372,-0.779451193384541,-0.190171749121303,-0.245527689587572,-0.384228133196031,-0.482367573539502,-0.589626146972985,0.0106376205363521,-0.512071093394215,-0.712845243418138,-0.516657008128269,-0.503690606446516,-0.713298816455339,-0.856995559916077,-0.518745809995254,-0.547059221923444,-0.577221154802444,-0.49473712417198,-0.744442459107988,-0.329000412744179,0.181410438097145,0.0514927643507282,0.126487072980488,0.204343431014745,-0.307213732044529,0.561160729775899,0.802489380282796,-0.418747770053777,-0.788641537890466,0.302901634855291,-0.0430230184146918,-0.160153640329952,-0.4524884160529,-0.244250472790798,-0.196315960982625,-0.298146053377553,-0.951016009744599,-1.00560611375166,-1.3518657498514,-0.231982467230641,-0.521734416545304,-0.127776031508326,-0.325981240120071,-0.613285519181432,-0.364248695425434,-1.25447715304123,-0.570489215261957,-0.845120917667856,-0.444355562392258,-0.386551480250591,-0.478149840696139,-0.610434401677433,-0.24220000578621,0.0478136756991879,-0.162730059108632,-0.229674462481155,-0.415946656715024
