"","VC0020","VC0156","VC0206","VC0295","VC0296","VC0321","VC0328","VC0329","VC0362","VC0535","VC0638","VC0698","VC1025","VC1220","VC1289","VC1300","VC1451","VC1595","VC1623","VC1624","VC1714","VC1718","VC1764","VC1840","VC1910","VC1984","VC2021","VC2064","VC2259","VC2260","VC2342","VC2389","VC2390","VC2412","VC2413","VC2414","VC2458","VC2503","VC2587","VC2588","VC2589","VC2637","VCA0011","VCA0184","VCA0287","VCA0444","VCA0516","VCA0517","VCA0518","VCA0521","VCA0586","VCA0653","VCA0656","VCA0675","VCA0676","VCA0677","VCA0678","VCA0679","VCA0680","VCA0725","VCA0811","VCA0814","VCA0815","VCA0898","VCA0925"
"Vibrio_Ns_3 (GE) - TPM",1.27397523061511,1.68812585538737,-0.0388783092800697,1.23873063875061,2.14856855986445,2.05734214189838,1.00341002448731,1.40915395705351,1.79984996476053,1.43685314973987,-1.70527763357099,1.2072634777817,1.74039156555815,1.37834143584761,1.11752534179961,1.41851548626263,1.2004467760435,0.00402998934451856,2.19496739876285,1.71963416879465,0.721324666905777,-1.53594968094101,-1.68963146289988,-1.85858656291597,-1.75014693389707,-1.21535787283552,1.79933928641879,-1.52469416054853,2.23152074131171,1.96622301057181,1.89893886462662,1.7335481821795,1.3212379313285,1.12330373580886,1.46051652589492,1.48580228869853,0.329662093950558,1.06949361271106,1.8044201665191,1.26622363873938,1.59916839562439,-0.387125476678982,-0.148275755565874,0.901434009153908,1.6246039687502,-1.25939629893047,0.741445551492493,1.03753316502037,1.9625773903825,0.419520959231218,-1.56198883138887,1.40161223737254,0.930797698485208,-0.458280619391424,0.789235884382745,1.18784615180733,1.22246841284627,3.13419725042462,1.16316225532222,-1.14120700915934,1.05217871643519,1.49513421975611,1.4716114195997,1.59577052829679,0.426577591367098
"Vibrio_Oss_1 (GE) - TPM",0.442245438338649,1.2309253437552,0.91242022928632,0.742586366251425,0.211018422916668,0.963096504786355,0.669384058614192,0.521322642355584,0.912589308859623,0.402549383980371,-0.354659443680833,0.36282182242004,0.318890340088319,0.365089206863142,1.59977396532667,0.684205778202082,0.590454035534342,0.360115710664954,0.670064026226122,0.807577614115224,0.614956410234913,0.30465510275664,-0.229489987796824,-0.528634253089726,-0.591376733743938,-0.846973096543923,0.854004359873336,-0.741879818107246,0.799874367369664,0.540877619390108,0.855738621968765,1.19916481301028,1.43061544069013,1.1805653456497,0.845581125180612,0.77718576271118,0.496084585998501,0.385558665470435,0.680796006084237,0.72783812662475,0.882109768034211,-0.36939119616547,0.817773834546672,-0.0795403586816201,0.677702012019802,-0.544798431118378,1.52291517365181,1.61213434543032,1.5733150737005,0.896522515875045,-0.181107236933445,1.58117481439562,1.28660603214602,2.61412634420485,2.39472959244859,2.08844130070824,1.12889089651407,0.324568217093793,0.766781212996164,-0.548315802716165,-0.0520097019513192,0.406823990586514,0.541659723484478,0.579691439298455,1.19907744465434
"Vibrio_Oss_2 (GE) - TPM",0.279056923652417,0.947457450345747,-0.907418546590309,0.565976296528436,0.231199909822735,0.4114440442069,0.540267716667213,0.337298283574776,0.552380082385909,0.645489689199989,0.692800245483061,-0.193247185413368,-0.575050064951013,0.409700730053957,0.617265279144112,0.0409597096541005,0.507948101770387,-0.705707443767445,0.118314795484287,0.225543385312208,0.524667717372399,0.875739736005205,-0.359177652672873,-0.539872742001539,-0.173221271027578,-0.389507270979376,0.560541683955786,-0.620577722046881,0.5139482253499,0.610315522169867,-0.0137663421363825,-0.527957691112416,-0.400704037817517,0.590366684414746,0.516958211504091,0.449656562448506,-0.238754287338174,0.513282569011537,0.488447609322259,0.630518803708413,0.766456582840673,-0.376548546001731,-0.764519242426785,-0.630087723001981,0.0363548927033381,-0.27561580019298,0.279953719774835,0.179618941761421,0.164289706707099,1.42857022226498,0.120114619379193,0.152645262260172,-0.267588398025863,-0.663157616697447,-0.0873367610299201,-0.239424767055326,-0.207984934625582,-0.286840415261913,-0.0897738670300834,-0.594331588592891,0.0294824607756074,-0.27674010997944,-0.272766609306394,-0.221239263248638,-0.94300493307972
"Vibrio_Oss_3 (GE) - TPM",0.73190639421728,1.28200983958652,1.35774841740144,0.952489190292534,0.71507896956826,0.636658257181934,0.818674448453045,0.540368915513189,0.689516273688604,1.79219525448517,-1.16486164227214,0.340983269593999,-0.0034653049637738,1.26560139574998,-0.0646912554473761,0.0104714401928107,0.356291805376302,0.405735091746073,1.2933335674451,0.40231356776339,0.394494315474569,-0.135819420562901,-0.452273327038538,-0.631364468197033,0.953599633297805,-0.410953233965199,0.656712267718938,-0.914298018625551,0.774620029611636,0.526168033571711,0.746509219485913,0.615428081992352,1.11024791219863,0.900648190211568,0.568637293808958,0.639767410235355,0.236759444170678,0.660457518017264,0.499555658512203,0.823321182941753,0.811703017149549,-0.343193967776931,-0.5458526694518,-0.123459009144971,0.766666800332207,0.787496988790677,0.489027048268672,0.309028298672602,0.731990038565991,1.04622396577907,0.0320181616244465,0.887199157668616,0.499575226206592,-0.0457961107519573,0.453924469316417,0.769994131736556,0.540788279416911,0.401668211295596,1.22846707690563,-0.382969383466184,-0.286369359023686,-0.188331860579556,0.392130813404084,-0.0146077564364536,0.264114482583972
"Vibrio_Oxs_1 (GE) - TPM",2.01001982526724,2.05180429291611,2.08418707803976,2.18756027212711,2.0383981224906,2.01254094332953,2.08004781288103,2.49255540312233,1.7966879556643,1.76687956833993,-1.0495728971331,2.73567214272921,1.7127470511435,1.72749349700346,1.4770370978113,2.7036233663918,2.49177569659396,3.29314838408854,2.83822435302353,3.0174908116751,2.4350987186078,-1.67730820104713,-1.08817623078724,-1.64507245524783,-2.18881243992518,-1.87685555038074,1.44240234821044,-1.35526597320573,1.63651192621054,2.16952980410493,2.11564528345773,3.28933301683495,1.88855303326129,2.09328790932586,2.64763916554529,2.26458038139705,3.11487269436358,1.47385222298649,1.56484515866056,1.30408536735702,1.42409203339905,2.85992606673782,3.12296544761974,3.18428488465411,2.15513740923148,-1.269150585876,3.27866389596789,2.95563353073069,2.85903445498445,2.29217085082642,-1.26731072036287,2.20064824364019,3.32491180689299,1.95077091311426,2.09549308809832,2.78032431713288,3.2323650765105,1.85783592476029,2.16006427747919,-1.39862401604352,2.02066532053419,1.14697727985983,2.70095955033992,2.99161714472883,2.17168903968251
"Vibrio_Oxs_2 (GE) - TPM",1.81195185194498,1.27294754629788,-0.0839386948702122,1.61738655572393,1.5747184933425,1.24887337129736,1.40531471196675,1.40399081299816,1.57462378424829,0.420752252234045,-0.655615556478525,1.32882975924891,-0.0370025297528098,1.54842438061658,0.781834326640069,0.893880831200784,2.12968813060407,-0.254493538004704,1.06125734905448,1.07231136076522,0.955767773962151,-1.56101871282799,-1.01532969103211,-1.72022388224695,-1.68188988917514,-0.631147107506968,1.56100321523161,-1.29442764811259,1.32849822490719,1.4058601920535,1.2516494199032,-0.273280241533265,-0.538539232957913,1.41566567859383,1.6257413396365,1.5543331465955,0.572589637381553,1.72150532275426,0.90930675305344,1.30565424189177,1.33548681525466,3.3654307382228,-0.513776994497486,0.286064399255747,0.394575869961562,-1.04207934052157,1.0656836310913,0.964221604048118,0.901286466883696,0.377401137883042,-0.544903377584546,0.735717793697106,-0.202231301956224,-1.12747305390172,0.0521613924088309,-0.541756553373968,0.358262874904878,0.354791147515746,0.221484226469169,-1.10287364720055,1.43757282991132,1.94407855555041,0.880137270339441,1.2308509666524,-0.78127934352778
"Vibrio_Oxs_3 (GE) - TPM",2.5396398938051,1.51586468764276,1.53017766309319,1.74172644839854,1.17231166845365,1.82363751533312,1.53152961210346,1.63002213024079,1.87646620103661,1.75916512531743,-1.47922947982405,1.73943736945908,0.601837773518871,1.72719371878294,1.66616076531293,1.77257880612115,2.00735853808034,0.405123493887752,1.29094788345113,2.3445065427022,1.31854196732727,-1.34809931146989,-1.07500193252535,-1.70978964859361,-1.66994676852129,-1.15816428477857,1.42054839099118,-1.43502271800406,1.96444137637558,1.45161813754882,1.50502533305166,1.79705445020285,2.08364509362608,1.29943465384521,1.63526995932284,1.60205600710658,1.90707009878177,1.90900435985926,1.61754009831388,1.47190254380965,1.44676059623195,3.33212545115048,0.113896857606385,1.52545996736287,1.94996930301717,-1.37675483109435,1.34119528534411,1.59428384122004,1.3568062299445,0.0998047318032018,-1.23556320073203,0.849906944374353,1.45709953705882,-0.0480393497801491,0.899113180979832,0.630254609299704,1.56725428731279,1.63953825447608,1.99604166562209,-0.82545830155317,1.80981045440229,2.03851058221728,1.72769260388937,1.68911884371369,2.51652784121806
"Vibrio_Sp_1 (GE) - TPM",-0.983507441763813,-0.823083918759348,-1.63836254627449,-0.807162879175946,-0.147822633091786,-0.992812175554532,-0.9372397087809,-0.814289210754545,-1.13919268902206,-0.846065667437929,-0.400468369283307,-0.285985838302949,-1.10948501965551,-0.0898284724271308,-1.0556608259742,-0.428478307311478,-0.651923618590919,-0.58463067862293,-0.902561933970557,-0.648327282996949,-0.721166180623005,0.231854941620451,-0.0975958921272154,0.736664312029559,-0.111176102942011,0.154013743339326,-1.19604855038744,1.17131192247109,-1.0037425149782,-1.02930151175976,-0.929286685847173,-0.364883437769718,0.00199395637788504,-0.985897771452523,-0.849784467214123,-0.866246577147977,-0.871151419323228,-0.999909345263687,-1.18723095356011,-1.07625163954704,-1.0128457650753,-0.377958922665586,-1.02822329269478,-0.609595061763681,0.251656477398247,0.862335023988918,-0.611842379550505,-0.716963874175282,-0.699290229555436,0.347458318975026,0.60385920503544,-0.844730688013621,-0.995420747079091,-0.0239805281396091,-0.668312038764957,-0.625625272716126,-0.58166787492349,-0.640737138384889,-0.632741923234432,1.32480737832292,-0.52730462585608,-0.599672776039057,-0.413675489960987,-0.892212536339743,0.369113064196334
"Vibrio_Sp_2 (GE) - TPM",-0.753887168942687,-0.87110681241714,-0.114120577236134,-0.60217378986471,-0.665742849491125,-0.835371754763723,-0.844725369830103,-0.801782096997855,-0.892334536987961,-0.388171893210147,0.220687231394269,-0.338460704865471,0.813763091950799,0.554137823543217,-1.10666862234542,-0.988153187243305,-0.868108983075271,-0.878720371564321,-0.415069190111192,-0.106624388555562,-0.658627986522932,1.32588247976342,0.629850119124979,0.9795788296428,0.590307486616831,0.289843281455315,-0.602882619617035,0.971688157134511,-0.819421558266267,-0.798915048891209,-0.698710652869451,-0.0256830090848728,0.068677215924974,-0.837632302153021,-0.801009567915748,-0.924370110517788,-0.912659609733606,-0.851751951665906,-0.985286378316491,-1.07852688934694,-0.952494854234779,-0.399672285606157,-0.86188102989638,-0.689185701124869,1.03084703165839,2.39582716885627,-0.738559737182345,-0.770216169869268,-0.722127266578954,1.44177677907199,0.475891692732203,-0.955715226184526,-0.839891388784801,0.36912085948836,-0.0497306066465583,0.0363103371242781,-0.39477320819197,0.0522285196941646,-0.51609469370201,1.62695193724445,-1.33728098833913,0.140527362739926,-0.155572144867746,-0.506615891565074,1.00982196330826
"Vibrio_Sp_3 (GE) - TPM",-0.83044941144862,-0.678943409476973,0.473250042311332,-0.887583476388175,-0.577570190390898,-0.792705384974032,-0.842967894771289,-0.828078362847898,-0.980560498195319,-0.862751801516784,0.230727019629607,-0.272696493396352,-0.22902629947627,0.172722148993992,-0.69753516888286,-0.491366766767922,-0.600737305838755,-0.680662494373485,-0.396083496002411,-0.500412371410371,-0.543855920677735,0.408416903157441,-0.348346195614725,0.551642494571647,0.738954969615699,1.34171107617659,-0.868584710152519,1.18789842740523,-0.778864260757358,-0.838637175062751,-0.497129277313426,-0.215451719514789,0.0309138157293407,-0.834174303570353,-0.862459401342971,-0.889163347371947,-1.44304469920563,-1.01243629184647,-1.15395312294838,-1.01174175748461,-0.95335503197886,-0.399672285606157,-0.770275249379174,-0.0309711464781237,1.15226748443636,1.39519536781713,-0.685732305050556,-0.770216169869268,-0.716425463982073,1.04166615712135,-0.102031073539276,-0.844701764227347,-0.937319250752138,0.282313396052798,0.178549214096103,0.705997537354212,-0.154850090817783,-0.349770053153084,0.00175214055252618,-0.117830736002385,-0.0249319127218929,0.166116243341027,-0.023296609420548,-0.654040703230008,1.33833739916393
"Vibrio_Tm_1 (GE) - TPM",-0.271791199381108,-0.682680200684748,-1.20342790609059,0.0111376104470204,-0.204872507810472,-0.808007734150455,-0.938385313558025,-0.947337621389856,-0.670220154589004,-0.185610647492986,-0.371473120720997,-0.169628255490575,0.423879299311046,-0.623522298124927,-0.601898853089897,-0.666300831990386,-0.81765725367063,-0.753477657575148,-0.953097026071803,-0.905078683018611,-0.611562793662084,-0.0957362812960154,1.52497650012368,0.596908027845421,0.155362013344751,-0.260469335547483,-0.825306768790968,0.841805530855224,-0.839592108181781,-0.881538518590451,-0.892009686341975,-0.827743603932595,-0.860360923266701,-0.980138299632368,-0.816467401901399,-0.776599374111248,-0.25614763477061,-0.62063050606713,-1.02846915254258,-0.943066009620222,-0.900816917224802,-0.241386136362237,1.04513623671753,-0.918963436863807,-0.522980753523033,1.43299282946768,-0.838918490083892,-0.764541004521498,-0.728566857221435,-1.34147449822898,0.105821732781334,-0.897551099792872,-0.801539367615725,-0.67463409121215,-0.90688711217046,-0.987645917857212,-0.836092911752692,-0.813088348753456,-0.99419546021126,-0.201584425917152,-0.392200131638211,-0.848835615401297,-0.91059952935241,-0.951979595220536,-1.1844114733477
"Vibrio_Tm_2 (GE) - TPM",0.0837323155501675,-0.691001306141934,-0.440697648376861,0.275793517541577,0.11870100595368,-0.319557904094789,-0.146385028336139,-0.576062128859887,-0.307386166705445,0.386405185210756,0.777722789066209,0.175240032834422,-0.752611461928719,-0.276913133582379,0.239006831141851,0.275697959187405,-0.7536199210645,1.54968928849459,-0.883184374279148,-0.917015055730678,0.085980861936026,0.355805796810947,0.546910999301028,-0.0518243169732944,0.86366163005664,0.248628110137779,-0.14020998771045,0.258040717303565,-0.358541844055909,-0.466624129407465,-0.390624827882383,-0.505352857231605,-0.668213690053552,-0.959785528593298,-0.763524852330276,-0.642767354315274,-0.431340061488838,0.241801834748036,-0.628144485158429,-0.559209869655595,-0.636007162033241,-0.307477810715775,0.100318863894242,-0.524805620845693,-0.470538183465369,0.156663620135607,-0.838872188971143,-0.76167821207602,-0.722613553679415,-0.883605954635444,1.89351837281002,-0.901266867821496,-0.763633338914383,-0.977540298805682,-0.963180099947762,-0.978659311936478,-0.844024298654685,-0.81065139278766,-0.936996376745632,1.72525883233477,-0.30596908586366,-0.100419110626205,-0.100882622176115,-0.275401463606313,-0.15115678170817
"Vibrio_Tm_3 (GE) - TPM",-0.521672756705466,-0.818453739688987,-1.17280575644647,-0.160849476865005,-0.0398113356547268,-0.438102352402748,-0.531689065361423,-0.774310763774575,-0.443080278085715,-0.372857723536526,0.669411338904094,-0.0822372950024287,0.00565248568915405,-0.6866042907267,-0.071185178815147,0.329754627740524,-0.900042380786606,-0.178714994560555,-0.849253357893553,-0.99933816412121,-0.48755634452267,0.408250366838115,1.53464562080812,2.10894237294531,0.654423717243158,0.770744877624218,-0.627887094689304,0.653197581586463,-0.619214658711911,-0.582586627686925,-0.650664785868548,-0.712416714811967,-0.721336879874198,-0.947403457291969,-0.804980059889468,-0.817665114701556,-0.445320862032879,-0.406137058899856,-0.756832162097606,-0.749612044291064,-0.757991550133699,-0.312158130168786,0.0443212205948051,-0.839821162329439,-1.12143977742206,0.865455652473877,-0.838693198121957,-0.761878301205624,-0.734777787825694,-0.799329013810604,2.21544118005953,-0.911475832857643,-0.741502800300214,-0.721600159707692,-0.980935358921661,-1.02097915609008,-0.847632742366004,-0.795272703602618,-0.985244186100054,1.86298394581292,-0.87241699674089,-0.0632838616653312,-0.394020889636457,-0.560157030040392,-0.208013458324362
"Vibrio_Vic_1 (GE) - TPM",-0.172284956220241,0.0417676099548507,0.66803634201482,-0.519046673590284,-0.386412703312409,-0.392711449569382,-0.130044571523044,-0.175279062453227,-0.524534977869393,-0.0969225671891812,0.0744430314960162,-0.325953832073626,0.748461160426843,0.108305178124083,0.134808538764149,-0.0479395046405418,-0.769349047133403,-0.48230554607045,0.302562078384124,-0.0519233140497799,-0.542700631562571,0.362308448563755,0.255433266928322,0.347257995095056,0.0670550371655251,2.68612195720666,0.0622939709168446,0.604050721515477,-0.462015459243399,-0.518353168601906,-0.242479910857503,-0.501661660227024,-0.64621307239341,-0.301254303501934,-0.677201930994684,-0.597132753850577,-0.887099781082631,-0.0804844423117062,-0.397941913833015,-0.615516479481486,-0.646750552355535,-0.36934295981623,-0.0499208998513162,-0.197051276283761,0.395709229128468,-0.13886191655929,-0.827342823254544,-0.765663303067206,-0.730340040754962,1.11762333582169,0.292029072473468,-0.859958617820671,-0.67890339891325,-0.299806407456758,-0.872628201767877,-0.927171260885942,-0.835096392833605,-0.805707140743744,-0.983659256585902,0.204348075718888,-0.544459004941055,0.531762413219717,0.12828284883474,0.112980566679608,0.591081430044079
"Vibrio_Vic_2 (GE) - TPM",-0.591807638175146,-0.16142450051998,-0.904802773469158,-0.740066925647238,-0.567314970410842,-0.522800801874503,-0.323843605909596,-0.307579065075618,-0.447719040551733,-0.328616550199914,-0.111760858367102,-0.323432946998262,1.7793097784532,0.047488058099633,-0.66742221100221,-0.10768582369242,-0.889047786082575,-0.586883604200422,-0.673110838793476,-0.248220966219941,-0.36827704612935,0.322161288735584,-0.184058794435337,0.821292175291913,0.397909220007443,-0.596972309911623,0.0347325177486606,0.0826686906899835,-0.591547363578883,-0.575479389253749,-0.116774150751154,-0.630618200740599,-0.784431990310065,-0.136734670050697,-0.653487705449472,-0.527623973928795,-1.0293439844302,-0.3830262006693,-0.670682424603137,-0.446800420587162,-0.599786452255707,-0.350286571816953,-0.172482425501379,0.202149073016804,0.0404458181415368,-0.0854601737327217,-0.832231725765115,-0.770216169869268,-0.743377216043351,-0.071036507585225,0.715814964968345,-0.83164397737575,-0.366317254948467,-0.910102570060728,-0.864282899727018,-0.98136409073228,-0.837717881710836,-0.836916463697592,-0.977989120121454,0.7364166472459,-0.508062566077031,0.227978220344429,-0.393311354380156,0.559539070015579,0.523036834962462
"Vibrio_Vic_3 (GE) - TPM",-0.62249594793752,-0.123364779089149,-0.83747727043651,-0.764121076302437,-0.620523513502859,-0.382892917541656,-0.208371281399749,-0.184986320448848,-0.36661215472038,-0.743306822475021,0.284536895094235,-0.48020018556334,-0.557422808186347,-0.242414519685052,-0.41692933276268,-0.444088264355638,-0.88830998229784,-0.721993946358983,-0.188942653646381,0.0352349865608281,-0.734768416807855,0.210390857762269,-0.437667976923923,-0.130112278598616,0.507300970385105,1.25294469056926,0.0332767954768572,0.128530030146711,-0.546682194525383,-0.552658216950397,-0.252276939158083,-0.511353187635961,-0.648571868477904,-0.300286369716903,-0.621119537846868,-0.587808233201685,-0.461678017405276,-0.621802824606384,-0.425374040182501,-0.411637166458768,-0.555532742708758,-0.384366447499204,-0.248063864167318,0.821433497450025,-0.0822123248226196,-0.769975182188544,-0.808010375985088,-0.724201555385641,-0.736739720051223,0.530216030211428,-0.743870425179488,-0.919598930101363,-0.591345468082893,0.15505076152062,-0.932441272661076,-1.00067087932588,-0.81094168592232,-0.827208357181494,-0.892281061673524,-0.872984776087721,-0.620687760679832,-0.0607215040623809,-0.277798644796576,0.320280403241418,-0.0222600981324787
