"","D7S_RS00065","D7S_RS00075","D7S_RS00080","D7S_RS00085","D7S_RS00225","D7S_RS00310","D7S_RS00380","D7S_RS00695","D7S_RS00855","D7S_RS00980","D7S_RS01140","D7S_RS01785","D7S_RS01985","D7S_RS02365","D7S_RS02655","D7S_RS02660","D7S_RS02665","D7S_RS02670","D7S_RS02695","D7S_RS02740","D7S_RS03090","D7S_RS03095","D7S_RS03105","D7S_RS03325","D7S_RS03680","D7S_RS03760","D7S_RS04015","D7S_RS04070","D7S_RS04200","D7S_RS04540","D7S_RS04650","D7S_RS04715","D7S_RS04720","D7S_RS04725","D7S_RS04850","D7S_RS04855","D7S_RS05095","D7S_RS05100","D7S_RS05150","D7S_RS05155","D7S_RS05160","D7S_RS05215","D7S_RS05320","D7S_RS05325","D7S_RS05400","D7S_RS05580","D7S_RS05670","D7S_RS05675","D7S_RS05905","D7S_RS05910","D7S_RS06005","D7S_RS06010","D7S_RS06020","D7S_RS06025","D7S_RS06290","D7S_RS06295","D7S_RS06465","D7S_RS06545","D7S_RS06560","D7S_RS06730","D7S_RS06855","D7S_RS06880","D7S_RS07060","D7S_RS07065","D7S_RS07085","D7S_RS07435","D7S_RS07585","D7S_RS07790","D7S_RS07830","D7S_RS07860","D7S_RS07865","D7S_RS08240","D7S_RS08700","D7S_RS08705","D7S_RS08710","D7S_RS08715","D7S_RS08720","D7S_RS08725","D7S_RS08745","D7S_RS08780","D7S_RS08910","D7S_RS08940","D7S_RS09205","D7S_RS09350","D7S_RS09355","D7S_RS09370","D7S_RS09375","D7S_RS09450","D7S_RS09495","D7S_RS09680","D7S_RS09685","D7S_RS09770","D7S_RS09775","D7S_RS09815","D7S_RS10570","D7S_RS10895","D7S_RS10955","D7S_RS11440","D7S_RS11475"
"AGGA_Li_2 (GE) - TPM",0.288523869903322,1.73998460893688,0.468750471036623,-0.0101045235453146,0.132934495346718,-0.702891997387439,0.380807551134766,0.520607669583644,-0.289277615841329,-1.0729925933205,-0.048141840602576,1.80388863240299,-0.213491225740265,0.0208680508894518,-0.114896164116395,-0.670269871378965,-0.698773468178016,-0.76914460944912,0.185477281684344,0.0827113656542212,-0.502618363239199,-0.644371209642731,0.106086123708194,-0.282778118425297,-0.381022917821978,-0.746660860610344,-1.02611076760843,-0.445575611209027,0.924269107819622,0.299306092798581,0.086826424618097,1.47647125658985,1.03254447175417,0.811463282266746,-1.19143149335541,-1.08639840773128,-0.539492668603956,-0.705576826262477,2.74013798374639,1.89279914955858,1.195563360322,-0.951092091804248,0.255163748422404,0.689142208253994,-0.257471869485908,0.0967773925471291,0.660071025355305,0.608006780912907,0.736484989032521,0.614083445540558,1.73096449427119,0.601664423105896,0.0654860426847611,-0.34387671225038,0.580735890119266,-0.410721062601321,-0.305380214196552,2.27323460732619,0.657438914714494,-0.32926943465382,1.13806144936852,0.390432294240617,0.54700240547435,-0.944603145248872,0.495983992444381,-0.0243544258568146,0.807322061515097,0.388528693542318,-0.46819867653816,-0.38395929018423,0.63062228865501,0.683609254955261,-0.799061482898693,0.549147427575648,-0.194442210274425,-0.0922626585353301,-0.653092564109855,-0.588773271314355,1.32348667752168,1.01837752250221,-0.889654931565869,0.813331335842784,-0.407611574222963,0.554671882027593,0.356196229573356,-0.220592800531571,0.327378731692104,0.548676183500419,-0.453933987554792,-0.0526262160558005,-0.00212557857002097,-0.510032108836145,1.31341785860064,-1.48033418691317,0.410675208269841,0.906272305388829,1.04771450150431,-0.410385309191353,-0.364069924228955
"AGGA_Li_3 (GE) - TPM",-0.0294467093118375,0.152747228283172,-0.19369472699241,0.242128825742052,0.138425439135702,-0.543560021430428,0.256883342911624,0.69088542610062,-0.897366750699901,-0.111898784814428,0.0282564878568071,1.63422896434733,-0.039363130622941,-0.824448215802745,-0.150569582024064,-0.26715090083272,-0.859317097556303,-0.137281526429281,1.1077945190882,-1.7394490225283,-0.230406163927108,-0.522106269002281,-0.71739840152712,-0.285123459528507,-0.763506171484223,-0.577908116237433,-0.829478611401118,-0.320830114808682,1.60605786495586,0.0946773415971018,0.363114310030542,1.81179533249985,0.712910283894814,0.690761161268434,-1.16781612981708,-0.901175081769512,0.365203403870731,1.4980237363097,1.3277003205597,1.02281304647955,0.111044248508505,-0.128626794903919,0.345954352535384,0.44304403499551,-0.376815188516856,0.375797087026572,0.929907966790202,-0.15203709193309,0.576196568514163,0.537961706943954,0.732586552836677,0.0253202876028564,-1.30267458742468,0.337338584151834,0.341869572549039,-0.0361190831774875,0.142292124253197,-0.649357708278804,0.199331384303741,-0.275667432096971,1.72499268527946,0.331567555359622,-0.109954134030169,-0.619185248084051,0.41707954151866,-0.327137497190156,0.901194198977609,1.02945665011517,-0.46819867653816,-0.48720230529475,1.01088770068493,0.699868029392228,0.0755262211553605,0.862562864028223,-0.101431102706988,-0.141226537948777,-0.419778137144576,0.0802983594418058,2.52714307877287,0.874266249622629,-0.732447717541964,0.586980847282454,-0.59332831416962,0.393046158228664,0.332123693972439,0.0985418393714401,0.141917076764698,0.85775601226298,-0.0979377237142661,-0.0880741563405907,-0.043772375863897,-0.34185892704678,0.960712166149069,-1.63878811797448,1.22802713560174,0.750672485033934,-0.73204272006695,-0.429064751286513,-0.572884614660083
"AGGA_Mig_1 (GE) - TPM",-0.516090757741491,-1.1886729231294,-0.392916109398909,-0.847121578605084,-0.406805158696461,-0.306241956695255,1.16387363867639,-0.440036397808749,0.654864199140337,-0.109438018727796,0.282108438549715,-1.21867696351398,-0.314107223852083,-0.340460689554111,-0.790511741327227,-0.936814143169628,-0.406805421414986,0.388686335304692,0.394122943257051,0.028877819466766,-0.260798619076252,-0.0170907823016067,0.420141212585694,0.832781920622201,-0.62735542667079,0.783431090688698,-0.0982218959016602,-0.28683414395096,-0.320651696696285,-1.08751882639642,0.191993544903742,-0.61260502359303,-0.31459890092294,-0.317401885372708,0.373996307432505,0.309158183388079,-0.736435490838848,-1.24985004109699,-0.390575739342133,-0.41779234429531,-0.0823731682843273,0.816489229604107,-0.355613870943345,-0.472981920367294,-0.0148210584105975,0.142564821265819,-0.742643963362529,-1.13710082977384,-0.400991751493208,-0.443752160027262,-1.34773803623613,-1.42804463499145,-1.4757430843896,0.0833083435325501,-0.439101599751164,-0.276874280584152,-0.810233331348322,-0.649357708278804,-0.57374685889768,0.141528905434639,0.594405026236236,-0.381251732595912,-0.646393929197342,-0.584416724147388,-0.465739094163314,-0.974975026062199,-0.774443328095269,0.0999706387852888,-0.46819867653816,-0.329210805821755,-1.19653058859467,-0.173850818708896,-0.249716408661994,-0.528258597788019,-0.427218783480822,-0.0467752978695204,-0.0703780446295614,-0.227250474386035,-0.852362857905123,-0.418557376110835,-0.126324867604485,0.52229452049165,0.319765409288859,-0.502234161842528,-0.586412585056397,-0.92921175284226,-0.943108206603362,0.784684129924515,-0.327821704906518,-0.356167366501741,-0.306619389035135,-0.199551237010235,-0.483074218737036,-0.0169392480317449,-0.746885997089738,-0.73145023748824,-0.73204272006695,-0.435817469717495,-1.32193009783309
"AGGA_Mig_2 (GE) - TPM",-1.31870006901708,-0.830926111582221,-1.26713399012547,-1.10990998659719,-0.363232259865471,-0.375746325210333,2.62459807087684,-0.463826609106792,0.555781390535804,1.30735456738018,-0.380091902755158,-0.990977153953047,-0.00277387400245817,-0.682672107686065,-1.45230193274788,-1.27795556475715,0.527487026369159,-0.695522588623862,0.494391427468717,-0.816420466198043,-0.30871279915318,0.0941843490514731,0.278996040440531,-0.991076240631389,-0.809582171684693,0.995367318547071,-0.810276776972679,0.37198748500135,0.146247512216589,1.06048087667873,0.630321289487559,-0.573843596268251,-0.464343625697036,-0.49349052642919,0.547663907135463,0.320563492268726,-1.16215334973536,-0.751606993977852,-0.347036551131047,-0.817660144513432,-0.758695374490032,0.415398630282357,-0.449339980112682,-0.558698485882664,-0.866638744849699,0.135375739920847,-0.472073139331138,0.146508030217196,-0.549766717820952,-0.528435202644514,-0.782491683931256,-1.29847290821725,-0.477898888110347,-1.01733239744389,-0.473496829610983,0.569159875339043,-1.22959459795679,-0.649357708278804,0.0484697399204973,1.09641562575426,0.512143107198562,-0.407070833243083,0.569554483207924,0.621399187789082,-0.541556749271362,-0.537895656573436,-1.03764746201007,-0.0577998779479953,-0.46819867653816,0.425262572706778,-1.01524454193582,1.84152648217504,-0.522320882419049,-0.422316649677347,-0.3701131403706,-0.435788994679158,-0.283058866421297,-0.230843046372591,-0.550713631788121,-0.515638657790503,-0.54295730960751,1.11900312417245,1.00672955292768,-0.382668340214354,-0.712197633516321,-1.30908044839865,-1.53355153104629,0.833190746147926,0.833732448210174,-0.405446599936782,-0.542805560534962,-0.432549753025302,-0.603836645451292,-0.792017043217319,0.358262307026302,-0.889635935058879,-0.73204272006695,-1.09192305524098,-0.776184335002368
"AGGA_Mig_3 (GE) - TPM",-0.890999822644823,-0.4454226000491,-0.296229122095068,-0.884822291287293,-0.380477057038898,-0.732324851735772,2.05186996811524,-0.521492252866356,0.0752791887461375,-0.174450310364479,-0.430120356208068,-0.943628111381366,-0.00458041273874505,0.21380621787045,-0.931544596087516,-0.804530544322441,-0.324291946126289,-0.115364624369538,-0.175158395803766,0.0679749066920336,-0.195915143371489,0.368943327690286,0.696390472633566,0.528981470242995,-0.521130682847523,0.614745563828699,-0.173917224133272,0.430279750084784,-0.441646453472604,0.341378858038014,0.0767798885230912,-0.655938533830562,-0.589442369671904,-0.343060931299901,0.317383460349839,0.173171868943753,-1.7630643702742,0.310700387067004,-0.400377811984899,-0.471540649936065,-0.256843374880776,0.627109296126845,-0.409808981335533,-0.555130946161497,-0.509248328838784,-0.0457714531689822,-0.776130425903424,0.439171690777212,-0.493136875443659,-0.513282561073849,-0.991339306640319,-0.411396528876558,-0.839312040177687,-0.679585192714397,-0.441317598746519,0.215282900092702,-0.865799057531543,-0.305169644261569,-0.217012126867243,0.291177753911408,0.829532629398632,-0.407443433127172,-0.636061833854863,-0.0230905060742434,-0.504066458570993,-0.521255084255394,-0.716037874532264,0.230711876018467,2.21708767175278,-0.440993016767852,-0.0234278989977691,0.470260273557699,0.028063566334519,-0.463839351136708,-0.00609569030742674,-0.604374847310893,-0.203433448365239,-0.167866496085608,-0.715592869026836,-0.459787664435707,-0.322677711994485,0.113491945669817,1.05943303030167,-0.399705397672801,-0.686364411231765,-0.959914331276144,-0.990509130035198,0.413042567486315,-0.133982045798259,-0.380710336956924,-0.309046317821616,-0.510402209738117,-0.530556054873016,-0.540801549477808,-0.781230885143387,-0.810566500300186,-0.73204272006695,-0.943670098983506,-0.173410446816885
"AGGA_Nd_1 (GE) - TPM",-0.23584412136609,-0.222917775796037,0.121995336571871,0.296905402521695,-0.386948455189897,-0.291549853875271,-0.319636008559491,-0.715634944423575,1.09972480075344,-0.801406411296829,-0.813338647602643,-0.0423006033893741,0.205464090900605,-0.199258541147637,0.604769354382516,1.25109740717279,0.556276600172972,-0.406215438412208,1.2566651682349,-0.0206347925588629,-0.498027687138374,-0.827842747695298,0.458414911226973,0.993198937481533,1.03382698405278,-0.403679640250157,-1.39286654216586,0.0480986910870221,-1.31481283526651,-0.140689477876898,0.0705026716908454,0.166472983690539,0.127527217444992,-0.14966468812329,-0.0143751679490481,1.00006455779831,0.395069524213402,-0.55604581521525,-1.10665627566524,-1.0472036726497,-1.58250307500275,0.454949544833623,-0.601961705022758,-0.630695653273455,-0.676143301200854,-0.0975181597577763,-0.803651574327929,-1.26478419206072,-0.741928622552001,-0.751954848244084,-0.39351083886795,0.245976779059896,0.0533520209765245,1.01200092464445,-0.548628020880304,-0.048119513834239,1.48298840275324,-0.258729631787221,-0.887767884429968,-1.30814315683209,-0.743443198887182,-0.632642171632712,0.66688096773939,1.36902213416577,-0.617523615868936,0.248573549292909,0.154835058591922,-0.505752835007684,-0.46819867653816,-0.769010968001415,-0.977022984234204,-1.0959121913169,-1.08430307523985,-0.468613702215648,-0.58756833510609,-0.438074182556841,-0.760408228192098,-0.806264918236836,0.223837167584799,-0.51826516901003,-1.14576537296281,1.80676671601008,-0.793779696973478,-0.456081121429905,-0.408989322335669,0.00741857500695779,-0.874719653463256,2.09520372015237,-1.24621447198795,-0.509636271924933,-0.525767593108244,-0.987062180087187,-0.728141743504453,1.07058525954962,-0.169966289542453,0.208660382138934,-0.73204272006695,-0.29951042786068,0.893322492817477
"AGGA_Nd_2 (GE) - TPM",0.501448253093506,0.317068972727112,-0.60381072467879,-0.341610917250379,-0.212184822159155,-0.0972495999894241,0.296685618919292,-0.699996670101141,0.298426712271335,0.186605144593008,-0.775956048874119,-0.185422572581059,-0.239490026118833,0.308294828455527,-0.224764950622224,0.446889459652921,0.00713604667428981,-0.367679968815558,0.349641816704049,1.46823803855641,-0.503539825908768,-0.806961858512991,0.184898043628457,0.710126741581614,0.374161277573604,0.478622233322861,-0.997976159551086,0.767221317830927,-1.31032959788278,-0.37545950908404,0.124315911050758,-0.170723631081797,-0.304648281344902,-0.358589895217123,-0.0609425244082261,0.397240419338192,0.811923301877302,-0.564198437659709,-1.1146914920515,-1.16563133176252,-1.84522296071574,0.639622250123551,-0.604549520742639,-0.685792125003024,-0.184394285172128,0.863008024741278,-0.987461699630488,-1.45724810635855,-0.742007893487344,-0.731997470253639,-1.22153120873818,-1.19657837019643,-0.0878724254880612,0.488860332540387,-0.552260345996459,0.0910324094377788,0.697907620594136,0.421332713401358,-1.75399151916195,-1.18273077831952,-0.941450573831989,-0.629477066297058,1.15283320291058,1.61850684016027,-0.610880015931848,0.339114297333177,-0.454874725027499,-0.377935174715675,-0.46819867653816,-0.822781644840224,-1.17783163963771,-1.16936274961827,-1.64670790382894,-1.05097913958965,-0.628011737851423,-0.630358775503204,-0.87148966825461,-0.758999380530388,-0.564618879251951,-0.56740990227391,-1.07193543671324,2.19244454533572,0.778676859175479,-0.662112488515532,-0.568483738971522,-0.195914664264144,-0.949755832116053,0.337349963463269,-0.197413894253014,-0.501273715287221,-0.544366994745255,-0.895627566439357,-0.726784877127524,1.44631975448859,0.375539949796084,-0.112391962309685,-0.359463701163118,-0.991277391711614,-0.00421392311484849
"AGGA_Nd_3 (GE) - TPM",0.145798842665578,-0.254170327142795,-0.718277389389261,-0.0631604916776124,-0.316539921846574,0.0828753184856843,0.345432912652703,-0.70307524599427,1.27411006201503,-1.11774201086725,-0.601105112577281,-0.22166308040421,0.159254320415798,-1.09094414422444,-0.504277907320314,0.542632318271847,-0.0878341033452915,-0.616931048395702,0.387490055288082,0.971180661120914,-0.508051050011355,-0.763463373981044,0.370970839889741,1.36504044851382,0.452107427123692,0.244399869739582,-1.35692101883117,0.394664918884129,-1.2440368786554,0.530221393493842,0.673953680378709,0.0558794559335614,-0.276311915980511,-0.304181777177539,-0.0895448730978211,0.553635763471022,0.806823659525386,-1.3906087843128,-1.04837881397943,-1.12734694874395,-1.83140462910192,0.529813103439585,-0.599361765823194,-0.649588663797524,-0.381422608124378,0.601881467357249,-0.926743541674174,-1.31645334893976,-0.734528433334757,-0.734255711399879,-0.896677573682442,-1.01633001119218,-0.0682543232861273,-0.194909047078897,-0.549507274863117,0.159884740770866,0.948714690448762,-0.649357708278804,-0.923549893165219,-1.17047154632865,-0.157957669914655,-0.628260575538123,1.25326953896666,2.51627122903363,-0.601491399664471,0.107623454849333,-0.417471527235523,0.120910430384952,-0.46819867653816,-1.15814088570009,-2.10481759135391,-1.25640956802027,-1.33460382884529,-1.12270120973468,-0.931989990370609,-0.896076008309446,-0.863937792282573,-0.776757885174157,-0.490670171478148,-0.526399073760069,-0.999333689255576,1.86428101513476,-0.618286903237994,-0.569636662530835,-0.520797774202808,0.0516434759829745,-0.416125951013626,0.86842195620663,-0.257962723494413,-0.472026562528128,-0.533349039895502,-0.866410476238184,-0.721069646327075,1.22120131245798,0.417937511700046,0.0346647241610415,-0.73204272006695,-0.788275629523364,-0.665935828813078
"AGGA_Ns_1 (GE) - TPM",-0.723976426509569,-0.345784568279339,-0.280128994643342,-0.0293653581238643,-0.564553910334155,1.80540464273618,-1.00977904298958,-0.28948505692443,-0.702550129790965,0.137697224649862,1.84260874622675,0.952393338536215,-0.204890919888675,-0.386390618287876,0.0381776614559547,-0.16318777927641,-0.470441247528796,-0.62889533793194,0.0363364392313785,-0.642703717722239,0.0959449340610954,-0.220034979709139,-1.16836958289246,0.149472137310241,-0.607642687379727,-1.05623552608888,-0.794299517074675,-0.609884598431464,-0.736741834161425,-1.21826442244336,0.826185647688538,0.125166692077907,-0.329000654197967,-0.326838780585483,-1.35560613333632,-1.23355608745525,-0.639220348694523,-0.942175620052708,-0.726157293067419,-0.865445738581044,-1.19562155409179,0.988445350194699,-0.519987425585437,-0.312043842097206,-1.04650722164227,0.189047354234563,0.116476390652766,0.0912029134878504,-0.345537161490467,-0.4018131342286,-0.398240882587686,-1.03951333603551,-1.17151493558871,0.404608561516002,-0.45650125576728,-0.209341616926012,0.0113791630799183,-0.649357708278804,-0.76817640420143,-0.146349126162155,0.440368868326241,-0.532745290902651,-1.17092144480418,-1.68922194513546,-0.496216000489212,0.366669352051638,-0.113423088649324,1.0430016002572,-0.46819867653816,1.12929721543109,0.203418090992234,-0.219115517206382,-1.05063069079859,-0.541640624782671,-0.25047343290372,-0.434636086295402,-0.519361397362309,-0.124722039154566,1.25967312969539,-0.269444683298245,-1.05889508919899,-0.845520273000174,0.873775855516372,-0.713401871811697,-0.703750086539292,0.156625008739557,-0.194019849991883,0.503689113225113,-0.423977749102738,-0.406156651129597,-0.523671598129796,-0.820360524946071,-0.287129075016008,-0.620459603314251,-0.260570892628979,-0.525897521511109,-0.0219034942797261,-0.482197807025037,0.288246928577722
"AGGA_Ns_2 (GE) - TPM",-0.667775941266886,1.04852320805232,1.59749193985382,0.720697420957059,-0.498091057233263,-0.485717500287729,-0.627162339528189,-0.308170441163637,-0.779097565520792,0.406906270699405,0.525612350812378,0.316009991286664,-0.105488436539555,-0.745328221700478,-0.057804939633952,0.0348638547614007,-0.986883767418756,-0.575339427137263,1.78109397658194,0.466808455160908,-0.31443556372048,-0.35740360589309,-1.34517760698783,-0.838007327588533,-0.582290564362246,-0.895358317111157,0.134608132707039,-0.725536520096224,0.759996000546217,-1.16484773369469,-0.656714849732842,0.240845826634382,-0.0314768090434113,-0.18747595022598,-1.43644256307028,-1.30879107816719,-1.44451416851731,-0.0716121827866794,0.0224241919509916,-0.339517299352996,0.347285912625498,-0.163952702376442,-0.475043035993227,-0.246259542709769,-0.903973342326022,-1.44559448624849,0.282647316494871,0.401212915345305,-0.14808807606306,-0.181375166124453,1.23118333860401,-0.140949284008864,-0.727034176132424,-0.879118146678965,-0.187364486886667,-0.730595204086272,0.377123190146933,-0.368682626289686,0.827496830780686,0.164939828037253,-1.01875615974989,-0.350331061005724,-1.39571474189146,-1.41327642485536,-0.258239765730258,1.25051856780316,0.165624911342508,1.10086355002287,-0.46819867653816,0.292544381369226,-1.61140557674304,1.60903211555427,-0.0450668690239977,1.57530631093355,0.348484250278985,-0.385826406426665,-0.292589864857263,0.0436783122850754,0.926539082838782,-0.215637633074239,-0.299151763853567,-0.0999617681680625,1.65475660128478,-0.66298131323701,-0.560027513535442,-0.189505083993347,-0.602061796772293,0.419917184228888,-0.0492390037426411,-0.354067906962716,-0.217182203811606,-0.713596070964896,0.017023179810627,0.987823219022584,0.457842678631903,-0.811619273816292,-0.0483572108144036,0.302352558454248,0.703048881202575
"AGGA_Ns_3 (GE) - TPM",-1.20799227771371,0.19528898164083,0.963967796652781,0.485148203124646,-0.527464679676226,-0.427875244538371,-1.08022987774979,-0.391674297324309,0.285425020431335,0.748385760352143,1.17766178010872,0.975443545426613,-0.0190524250697949,-1.05940085369558,0.495934117899249,-0.372307549030737,-0.464501980670326,-0.358867528649996,1.47256307530581,0.65289032643937,-0.470045486279451,-0.466334297377309,-1.52228395902908,-0.486417602010058,-1.02319005886512,-0.898552506863887,0.0855854844605342,-0.581070685278854,0.00941237813667146,-1.60553546801335,-0.195453434802764,-0.175444102023009,-0.0899559130294474,-0.154620388804589,-1.80633732046053,-1.41481539563578,-1.4002382052649,0.141977851243415,-0.421382778984632,-0.567570213534324,-0.777891821621057,-0.426800502591224,-0.492629537144768,-0.358682818755606,-1.06072836693109,-0.985572549654404,0.563888987180955,0.41856400857153,-0.257541808293595,-0.327599310599352,0.65342525240728,-0.456057306445835,0.686867218586742,-0.441627016681564,-0.312726961819107,-0.264779419866876,0.0815085214570937,-0.649357708278804,-0.0860647875750128,0.172457729467722,-0.659697252409372,-0.447425896091095,-1.44334061582919,-1.57706747151449,-0.395076262479238,1.11387078603301,0.160737158832118,1.13231295370113,-0.46819867653816,2.41219510176361,0.342980281336742,-0.135574750089384,-0.0709112454267515,0.907603990396073,-0.212156056027,0.164015320449801,-0.759529108532044,-0.239552201770944,0.734447065589056,-0.379672982248679,-0.234640962375559,-0.637470121416163,2.36901755567554,-0.721372439790045,-0.663028604779136,-0.373703835885655,-0.475794237789524,1.09570180684442,-0.155327518992146,-0.404320489789141,-0.411649739927963,-0.794326336631081,-0.0780734158171967,0.377032920795188,0.734472247476032,-0.788212037143811,-0.73204272006695,-0.915316044740128,0.778734174366696
"AGGA_Oss_1 (GE) - TPM",-0.316735546705347,-0.539851659447154,-0.623157910611145,-0.789194878271961,-0.391309287435863,0.560691959094761,-0.6028534768766,-0.357024445115946,-0.0198298626868775,0.283272492053494,-0.574172405048194,-0.436825489980513,-0.490945019414136,1.6428914092624,0.247045470879687,0.348028174576119,1.04565371753428,-0.117461965289935,-0.439881495768648,0.179514219197469,-0.030307659726777,0.553223066574547,0.647880110089072,0.371474376460977,0.0357750343891119,0.575787048805161,1.20720060676119,0.213429574495536,0.745730950444615,0.801868893596823,1.30582377218779,-0.458151894583607,-0.420479467653419,-0.284124279346127,-0.16253739110947,-0.312192043862147,0.398096159086589,0.863471835288698,-0.652541484543476,-0.627445258297308,0.41161244652997,0.796085782771764,-0.411199475482273,-0.501622272477905,0.619943605593691,0.309539208826004,-0.323209525172676,0.575457887801151,-0.457443499747392,-0.467251471465353,0.149733405207025,1.06177580938977,0.712910514597665,0.616463971770339,-0.519667604869919,-0.528166570597218,-1.17260113187123,-0.509831593222717,1.31963266697951,-0.437084004046443,-0.41091332548123,-0.436852127084571,0.394641010840312,1.05306850610162,-0.439309185196579,0.724698647448357,-0.747659972258568,-0.512070961037414,-0.46819867653816,-0.116940260510446,-0.0926300268812359,-0.711952547211511,0.427453731824965,-0.565154163286143,-0.324461947179249,-0.640374389997079,-0.464438556797588,-0.312362322644489,0.00814730670908972,-0.572579220052664,0.521117032694004,0.226140940820034,-0.714014887743236,-0.512070799775194,-0.65050977569985,0.596138814728847,0.433855779912053,-0.955788897593783,0.754234485605809,-0.463495095150175,-0.468537240007818,-0.242115773852012,-0.56958224516349,0.323377880153409,-0.836231227063667,-0.208602786286306,-0.73204272006695,-0.543221369221428,-0.0954675259536254
"AGGA_Oss_2 (GE) - TPM",0.220755009487622,-0.554447721251652,0.0152518763043321,-0.0804370406188138,-0.303889158402629,0.21850198121089,-0.556458892967067,-0.232441126961826,0.309763303066179,0.163132929554469,0.223071043986579,-0.195345200418875,-0.449036354697136,1.6418448707399,0.224224597925996,0.0290520431354702,0.33428048856667,0.14164079581954,-0.544098569380478,0.18343574729561,-0.0929390803157428,0.426262209750318,0.338860643601975,0.52151842299349,-0.123668824780176,-0.0947232903966096,1.14005270027954,0.423397204367602,0.918245154855116,-0.0442248819912162,0.486085479971483,-0.124545081361753,-0.397802294611476,-0.0320144444391565,0.0935540711659134,0.100904966786884,-0.396456268543994,0.0576935963242778,-0.254211025443106,-0.0546631277000863,0.606512260405418,0.207114157219946,-0.258563517823499,-0.225613440116923,0.550097678647413,-0.35755980180793,0.0831554419489339,1.34766122324538,-0.243788052681517,-0.265478988602552,0.176033510950252,1.23167421154714,0.548525357118013,-0.355773118653243,-0.359864620128008,-0.0985246133862557,-0.614941317351539,-0.649357708278804,1.49162578175164,-0.438673303437072,-0.682667633105152,-0.262039338590209,0.130017032641474,-0.118265781390176,-0.205742988377309,0.839650594157162,-0.251338236978253,-0.490276888763884,-0.46819867653816,0.26636442317141,1.50347924478467,-0.171870200537376,1.12436694024654,-0.271885731958435,-0.264860819456205,-0.220088076459722,0.0934188626630022,-0.0173111232757779,-0.384784793005104,-0.37141659245378,0.190413919722162,-0.953055745669444,0.301579844049263,-0.319059645532707,-0.443201647466661,-0.235828530277327,-0.0282078562990712,-0.735475644104539,0.239631907926334,-0.325372641442983,-0.272854349146377,0.453858919198948,-0.393290750123942,0.430581826438524,-0.269264789292251,-0.231818892631688,-0.433659829871712,-0.0830745838872672,0.420841056669498
"AGGA_Oss_3 (GE) - TPM",0.228340803211103,-0.0219992660302533,-0.0647477409567314,-0.482120676646613,-0.377494394638938,0.0741963222133711,-0.257345247763091,-0.270094374955026,0.197151546810064,-1.0794057332672,0.24570057682846,-0.358033678536376,-0.520475263134028,2.30772552847009,0.362886780890364,0.427424848457791,1.1646927217076,0.501666627418057,-0.14307478519614,-0.516303153707148,-0.31611474245798,-0.0206444875284856,-0.0601394919368063,0.821766990535341,-0.125766041982243,0.031153733864515,1.14368451448939,0.654078765461127,0.748358514162753,0.217858656519186,0.643805324005183,-0.334368415396347,-0.52345728674618,-0.19430460374088,-0.0168207145734653,-0.519562157491918,0.657542222209616,0.128789588929314,-0.502011047841493,-0.356263413793959,0.54811549314187,0.923376483372121,-0.212448732036242,-0.317194323740367,-0.00866904951674027,0.0576392085617339,0.0861928423411705,1.22532293714792,-0.342391808305721,-0.320545078169621,0.831799415102056,-0.0284175888227318,0.382394758645529,0.409123462461288,-0.438672410720423,-0.234569427436274,-0.0256676873287496,-0.554216038289513,1.13632704822215,-0.301844617891201,1.10391606256155,-0.340963618760942,0.19700132522354,-0.185759270037254,-0.355218997863353,1.62791963659499,-0.426806267776631,-0.530454791798535,-0.46819867653816,0.274048085666072,1.03972457545649,-0.419503554119894,0.453554859570324,-0.172246166823255,-0.00618254505637223,0.137777632898807,-0.198961306223213,-0.170306961513266,-0.224443107982601,-0.428740530873907,0.686268695307794,-0.246513007343171,-0.420015407274597,-0.391445591804363,-0.570248685454507,-0.15215290958906,0.437546868686265,-0.71019080715981,-0.146063477390143,-0.398774664393701,-0.363299295124992,0.20100677516873,-0.46225397785191,0.353780617931938,-0.158619628165951,-0.241266601320119,-0.73204272006695,-0.204725604695701,-0.12185121675981
