"","CJJ81176_RS08655","CJJ81176_RS00060","CJJ81176_RS00470","CJJ81176_RS00475","CJJ81176_RS00595","CJJ81176_RS01280","CJJ81176_RS01285","CJJ81176_RS01300","CJJ81176_RS01305","CJJ81176_RS01725","CJJ81176_RS01885","CJJ81176_RS01985","CJJ81176_RS02025","CJJ81176_RS02110","CJJ81176_RS02120","CJJ81176_RS02130","CJJ81176_RS02135","CJJ81176_RS02140","CJJ81176_RS02150","CJJ81176_RS03105","CJJ81176_RS03255","CJJ81176_RS03615","CJJ81176_RS03905","CJJ81176_RS03935","CJJ81176_RS04160","CJJ81176_RS04170","CJJ81176_RS08955","CJJ81176_RS04325","CJJ81176_RS04450","CJJ81176_RS05780","CJJ81176_RS06540","CJJ81176_RS06545","CJJ81176_RS06730","CJJ81176_RS07685","CJJ81176_RS08330"
"Campy_Li_2 (GE) - TPM",0.848182786041549,0.579041955636424,1.35864445882876,1.32131755691714,-2.14611631071808,1.34277014165786,1.30201979532562,-1.47895898596219,-1.46563828723828,0.884663851730413,1.69962446792124,0.315453999085752,1.03232342699437,-1.85162130611435,-1.55380411314538,1.07679303386333,1.26829204166587,1.24414515742156,-1.90928801834107,-1.73863117259681,2.19589512743564,0.946593030983287,1.60950168332068,0.0689714361647311,2.21378445313266,0.79673617620749,1.75573777573055,-0.668733853511323,-1.4495998740024,-1.98401183489256,0.655395530806364,-0.0920933755380342,-2.51215504034427,-1.89090447217794,-0.831604361710175
"Campy_Li_3 (GE) - TPM",0.455015759144048,0.340543902639682,0.65850334410614,0.208444276864054,-1.5022464832621,0.760024036016155,0.605252642001205,-1.18754385977611,-0.913862448324357,-0.0639571403683166,0.812676197240107,0.346168646768162,0.788963821563811,-0.835218738564788,-0.674814707592211,0.444314358296453,0.200201169406918,0.540774755949801,-1.80364423695259,-0.820553731372868,0.561692153197558,0.223559246572841,0.772665895955862,-0.264796117493618,0.855286387810644,0.453129870086768,0.695809586676852,-0.675123975322562,-0.823178881665569,-1.04299063981103,0.141710059525024,-0.467096017634687,-0.562753577460392,-0.590469731177615,-1.40887204804066
"Campy_Mig_1 (GE) - TPM",0.199765022564908,1.30427611470152,0.397681052117102,-0.00438491245921637,-0.111605475465819,0.346561798773434,0.507091446412121,-0.62796618293466,-0.868224688948037,0.353508998281767,0.179272545409025,1.19950893630274,-0.166607940730291,-0.353131618175,-0.280560943069574,0.350018193407933,0.218895368948045,0.0937600565765874,0.0388031732575178,-0.144432460990158,0.472544982961163,0.270164132859105,0.0531946791376406,-0.387214960422534,0.326620823416244,0.114700666230277,0.381136974738998,0.110034016004423,-0.204750276449726,-0.355442488967605,0.596942521242382,0.295514497245959,-0.0358739931125944,-0.080637194377444,-0.497451390791382
"Campy_Mig_2 (GE) - TPM",1.06843946515322,1.44461681274765,0.0336655899754873,-0.0975377389013202,-0.491061939971428,0.540958340118331,0.767635396944347,-0.486745131328642,-0.440770777345567,-0.0843293093907612,0.51131470941654,0.222169897106434,0.630584904976396,-0.538895438624204,-0.100792007052995,0.368543903769081,0.476001904287314,-0.0534654657170772,0.252086067726992,-0.169123922236223,0.0757397937137374,0.531745778767577,0.241841532680572,-0.683010970086023,-0.0908522084873693,-0.183903918983944,0.374986991070868,0.643762096251614,-0.3806344042512,-0.866599439530853,0.458093037554564,0.457559066467999,-0.128971570069095,-0.046817069546793,-0.227942876655602
"Campy_Mig_3 (GE) - TPM",0.0858551211818499,-0.363613438775312,0.0688379115672363,-0.443211790053198,1.17499847568344,-0.47388512133169,-0.90003436149241,-0.438382874413888,0.655844424462502,0.121604964892974,-1.04885811680703,0.240001675242024,-1.16179764002698,0.632938832673067,1.10387113186219,-0.508689351854029,-0.619296609771172,-0.611790659775444,0.32897440134511,0.718143959165341,-0.666190665665589,-1.12791940428345,-0.610527828136075,-0.0102188511351799,-0.505135111153632,-0.846323129876619,-0.827987153028972,1.76823363085946,0.682080227540057,0.735454737409376,-0.302429818183223,-0.413118406773699,0.714991424024823,0.552156088696573,0.277623417858317
"Campy_Nd_1 (GE) - TPM",-1.22851097590209,-0.983369711061304,0.590541847335443,1.36474595676127,0.738736311439673,-0.764519655236981,-0.803282960644222,1.19219520369087,1.36680117602009,-0.191028341998078,-0.837569146842698,-0.417373870936469,-0.241661117864715,0.766588563777126,-0.628106502488721,-0.926672528593369,-0.699513196278529,-0.422237000811683,0.189235748014684,0.400907433249637,0.0734204944468602,-1.14779018793448,0.171414072718286,0.855717683077552,-1.22800955884076,-0.874106988951268,-1.20927957359053,-0.259461089998849,-0.137049709066681,0.0275960239586112,-1.26142496467019,-1.28097992491254,0.595532558299419,-0.524908604016751,1.86538866159796
"Campy_Nd_2 (GE) - TPM",-0.608108294063396,-0.663727361995039,0.454625715978394,1.01561237860452,0.571092079005195,-0.701730826597855,-0.532276686816893,2.42077991097729,1.46653216684003,-0.514204654293571,-0.889898461459765,-0.659240886006272,0.0726944032334982,0.119349165474791,-0.150683944122837,-0.757367362087392,-0.401399409707082,-0.260795032998519,1.95371773640765,0.0462887757354265,-0.00365010842962678,-0.931720712822632,-0.55154173561098,0.818679061281989,-1.39789610467635,-0.666543225510561,-1.3611148696476,-0.187220325005538,-0.548064108484236,0.225276436787925,-1.17349703978336,-1.23726092376485,0.70040398884042,-0.101466072367791,1.26214202244461
"Campy_Nd_3 (GE) - TPM",-1.25279405733758,-0.572630978125379,0.435466211442869,0.613395913187857,0.399364572943912,-0.513337484895912,-0.444358618888085,1.57855542484014,1.50027373511599,0.440904317001971,-0.663044781798546,-0.578937839313101,-0.0610129827079184,1.47322295777533,-0.606405465360187,-0.656480649358298,-0.223881654812006,-0.155432506997743,0.913123909739462,0.264927564530319,0.880359826744626,-0.589031395124972,-0.0308942138009503,1.29757906419459,-1.13142428374759,-0.0614226180717829,-1.05161898853043,0.577497894157669,-0.392326079025746,0.527757257499322,-1.2115178498008,-1.03878052409806,1.86465357993381,-0.135670661982601,1.47556609899596
"Campy_Ns_1 (GE) - TPM",1.08497381782431,1.46242260135679,1.01036835685996,1.05476834287321,-1.05603980902632,1.09541035802482,1.04703957470911,-0.898837795794076,-0.870843910060823,0.708430033212195,1.04552416408496,1.63955095704943,0.430514360958202,0.140016058648331,-0.326084881520029,1.02284714764508,1.00285045020183,0.942671575268695,-0.0738354207386741,-0.887293363498123,0.74502931082255,0.250615953891855,0.96704690871837,-0.908122773566234,0.998110220323743,0.766106160157382,1.21387157517953,-1.40797082174329,-0.586507191933056,-0.462301105719825,0.760319571914511,0.875497798762915,-1.54424200928321,-0.343375818112236,-0.616105533182275
"Campy_Ns_2 (GE) - TPM",1.81671292481806,1.17270995986059,0.683458235114887,1.38951225090095,-1.38076104337614,1.51554641528619,1.95025251582462,-0.844211548780301,-0.580179500147866,1.01859312477654,0.917138121981032,0.920451930909537,0.626850677795613,-0.897971031484655,-0.347589098285417,1.26261783872883,1.0405905220393,1.85746331076508,-0.699691325130682,-0.441407278362034,1.50271108530362,0.37333268009819,1.37875132438838,-1.1715710034379,1.62055884438263,0.83696746788452,1.33616353805005,-1.01674228780189,-1.51439697959774,-0.74111133362902,0.787997815780458,1.0256834774851,-0.412325664885893,-0.453501796507491,-1.01207503794666
"Campy_Ns_3 (GE) - TPM",0.760572613775269,0.236085761524386,0.612500715635577,0.655452090453626,-0.36685486031384,0.759755683912194,0.470743346312522,-0.0900515157876574,0.128760967655234,0.406439682868133,0.346521706478452,0.873085461077262,-0.09262752394318,-0.801947947486974,-0.0717372444111219,0.294826673630832,0.377333871822629,0.572839107605488,-0.887324077264374,0.173877940461935,0.0816844030358868,-0.302023680064707,-0.145326518568444,0.00278625268272426,0.176925023924436,0.434067408723648,0.593623448099716,-0.224303155485197,0.671018016185579,0.226561687983883,-0.0369444353064222,-0.018255996866482,-0.550826583609222,-0.418060770248191,0.456549071361153
"Campy_Oss_1 (GE) - TPM",0.885679953100733,0.927867758777396,0.803332721361836,0.732986811692947,-0.54204811529492,1.06247121903161,1.51846348902855,-0.212946788151378,-0.657624035228023,0.578284965145666,0.538729319502518,0.750412169258934,1.40925900280747,-0.424465632802351,-0.227934344288479,1.18884566618498,1.25386862089926,1.24252943473843,-0.336669814624701,-0.987554145596559,0.76730010227395,1.32677942198355,1.1110985789248,-1.14926511234516,0.736771375921149,0.562123118201827,0.581048588897238,-0.299309561548078,-0.693320877043333,-0.28954031470391,0.876463125444045,1.52778283100188,-0.439976142325816,-0.185309132595518,-1.00339376741403
"Campy_Oss_2 (GE) - TPM",1.43105073130648,0.360320885685262,0.772897953686259,1.06957535209942,-0.939319550647185,1.76767723446234,1.14480633958829,0.00844183332187746,-0.493024263942188,1.40008235543096,0.326967656914663,1.37351414578887,1.66379284101399,-0.973042772162037,-1.06798982650716,1.25030225774985,1.50856612662749,1.62261944218833,-1.31374168447287,-0.83506406621349,0.178581305537541,1.83445004694761,1.41877704741611,-1.53049004934984,0.736214318753206,0.703258019923063,1.08085829227704,-1.24453073660173,-0.0154926068404691,-0.933642086240134,1.45263665234083,1.48089657697827,-0.264087416742592,-0.546151995860098,-0.602596204414064
"Campy_Oss_3 (GE) - TPM",0.544160084996864,0.459433528466329,0.899345693082144,0.410158055042109,-0.0889808296576091,0.954012313344023,0.578980128031206,0.927064768108027,-0.44247904402233,0.033706940033226,-0.160809186818056,1.02841658990902,0.139744837783563,0.362701712058942,0.22409372160696,0.71903246937618,0.788164106939012,0.719991617353695,1.01096815622367,0.111399551690868,0.0586291921632533,0.0546273085882142,-0.301138165086754,-0.87273963491835,-0.485184040099773,0.272817502118211,0.00161567431383082,-0.369745258423089,-0.452141791562004,0.562977075169093,0.207535172109539,-0.114081806662776,0.51048621704203,1.20136942287497,-0.586570249802659
"Campy_Oxs_1 (GE) - TPM",-1.324992344174,0.0674759569121841,-2.03754959857714,-2.01076889844253,1.41614428543361,-1.47539374095891,-1.49105392560564,1.05996815997258,0.208872556664318,-1.9293972661396,-0.525018963594031,-1.36536830294854,0.193380260070948,1.91954704370715,1.193062603748,-1.36422034159418,-1.53671521093056,-1.39165537466989,-0.36100934674011,-0.343132084391672,-1.44708903854877,0.443438692973031,-0.854413774298834,2.43393782522314,-1.02188866341932,-1.20099510703843,-0.509011971300915,0.363325901903342,-1.07940464385508,1.330567322801,-1.22914365454199,-0.906122976705205,-1.13851949062517,2.26294391420837,-0.0520341912536639
"Campy_Oxs_2 (GE) - TPM",-1.12598335209411,0.0246672491535639,-2.02266657253985,-2.07585140552465,2.31234599486199,-1.64050778128367,-1.50010776723064,0.154926242891656,-0.37184391830865,-2.50558899940888,-0.629386800913483,-1.27917391742543,-0.264484943943345,2.74421424042615,1.74950532711076,-1.35907059937158,-1.45726604256279,-1.32604697437566,0.651835107705534,-0.455272213817435,-1.734416657877,0.621172470130601,0.365007365023937,2.49170943779663,-1.12553378241732,-1.24432722141903,-0.712840156027606,-0.58933255066235,-0.893075162849415,1.72455190745879,-1.35700048770252,-0.824312485077012,-0.0397925568620623,2.45475988042173,0.615463721546468
"Campy_Oxs_3 (GE) - TPM",-1.19985893291279,0.280457333441751,-1.66894887417616,-1.79916293547511,1.21305606881648,-1.43312924723945,-1.38665467732124,0.622396956308764,0.0340260469649648,-1.34443688308101,-0.486348612880253,-1.32197201351558,0.584523501128053,1.67489758050744,0.94893714059508,-1.13010582412721,-1.26880467655861,-1.20944785843877,-0.551556841748109,0.361408947410694,-1.48688561180263,1.61054514863368,1.49452885449762,1.07963078195035,-0.725122961783279,-0.891051236843094,-0.320416571078341,-0.349757778750231,-0.357000408846452,1.49540803446632,-1.16196838316914,-0.642684418178637,-0.651965166117718,1.47763246813102,1.3488797071658
"Campy_Sp_1 (GE) - TPM",-1.71397469734587,-1.34499586989962,-0.644014168105061,-0.742357162945723,0.89602596417929,0.0403420780900047,-0.428264319610551,1.27939662947799,1.39500517378553,-1.0823215166578,-1.41438479842858,-0.956454188777576,-1.47208168035064,1.46783289423133,2.60206442049424,-1.31093307586806,-1.17171470858362,-1.15287643092051,2.05898892097049,1.74461463611616,-1.50455864719869,-1.56158846631365,-2.61475855397688,0.593412346423303,-1.14615919944935,-1.33437902967085,-1.62371935670345,0.362363378782455,1.9071482066776,1.27483923678,-0.975438629180382,-1.15581214453466,1.88150978902303,1.12894026009571,1.41232359717977
"Campy_Sp_2 (GE) - TPM",-1.48415487592856,-1.16712055805433,-0.897547825680614,-1.06323861813773,0.593891061770488,-0.0400990021919714,-0.393746057195445,1.75084852828943,1.40103888972513,-1.43808685193024,-1.42972397372175,-0.444562874191774,-1.17564790826469,0.222932066598268,2.71652099973551,-1.24900059997317,-1.18210738200006,-1.35263203292831,1.31612938738115,1.85477048131796,-1.73230982459653,-1.73911071212917,-1.14211604490831,0.337835686493446,-1.03711753246091,-1.34681284265077,-1.83955678284735,0.974697881622337,2.19631897542484,1.26928240975509,-1.22597469607788,-1.04388487073335,0.256612003085879,2.00364090494877,1.32590562922943
"Campy_Sp_3 (GE) - TPM",-1.44772002336428,-1.28571832358021,-0.360782924780099,-1.03129172647525,0.759639779220063,0.0504515814434331,-0.499850739685874,1.09786149100011,1.90366172609216,-0.486874773283448,-1.03591513389853,-0.995548959869058,-1.08073539140913,0.896924074080326,1.40943035567688,-1.29997052690055,-1.15273829560834,-1.35117934140816,0.23559168334008,2.20557195217828,-1.4016579732771,-0.980571787417247,-0.605280278838975,0.870078074255807,-0.909421387262359,-1.42460173433684,-0.941473943363117,0.392206489738469,1.66613109665332,1.42364325796086,-0.814848365280435,-0.530418663792853,1.22683892497614,1.78019411205322,1.99566445153267
"Campy_Tm_1 (GE) - TPM",-1.16460557139477,-1.72745471907309,-1.34675191322952,-0.596816855056778,0.908836718201415,-0.850816020980873,-0.735555841565589,1.22688301949763,0.0740150340852855,0.950165419746242,-1.4488017872455,-1.01260632329744,-0.890608498897784,-0.180059697326909,0.0893687814605692,-1.05408771201855,-0.951859042463373,-0.942257093532332,0.577543566905955,1.7075853026635,-0.230797446730699,-0.94705630529588,0.0844956318457576,0.528885657508152,-0.908170942914226,-0.646861630518697,-0.938405363499048,2.06669585433416,1.35904227752956,1.2519770000441,-1.28117853538453,-0.924653186079315,0.99934988696701,-0.441113062932191,0.849524852689563
"Campy_Tm_2 (GE) - TPM",-0.713077434077512,-1.59655140723773,-1.24327614404312,-0.677605671950126,0.437831597975906,-0.995441952079153,-0.813984666199324,0.0903690535977702,-0.313175591775416,-0.635658140824291,-1.11942824312347,-1.02285125634964,-1.37537601890401,0.0661357172743342,-0.448342272030812,-0.949513185912712,-0.913479287669606,-0.925685992911222,0.909843735162591,1.25172738246529,-0.519945110771052,-0.797167453132897,-1.17900715010435,0.315532471072417,-1.14246418874364,-0.734355942400295,-0.846103446546973,1.15769084891744,1.33188979665444,0.37527262957526,-1.13609166617671,-1.02094011634561,1.34267104386664,-0.543975237554738,0.796792203323373
"Campy_Tm_3 (GE) - TPM",-1.22058775686794,-1.51604770707001,-1.28060074198496,-0.914566612351976,0.391227590713325,-0.974392614238128,-0.607013198393967,0.0449850015255716,0.70645420037369,0.194393338606489,-1.36509389707875,-1.18081682121074,-0.935115464092219,0.404317212971947,0.147737227836138,-0.866366344247881,-1.00601578522733,-1.16747973823104,1.13418632159949,1.46848944070872,-0.42918682058319,-0.663236589915348,-1.39933826461562,0.727031777906107,-0.614598497710849,-0.751709796218242,-0.570195569939732,1.75991409456311,1.35262687142063,0.589001281698641,-0.867788983220358,-0.774646127244984,0.41375996367882,-0.00671156547564398,0.47297115952996
"Campy_Vic_1 (GE) - TPM",-0.305180778980245,-0.942175613864472,-1.04745182362671,-0.819604037429029,1.13346257918779,-1.51374831138843,-1.34146472509894,-0.852617293344617,-0.658231557003867,-1.55724390327226,-0.876636090330909,-0.680493370766652,-1.55716083078914,0.223835522683827,-0.256038995621172,-0.941542090831704,-0.939975654674352,-1.12213843932193,1.34618071373288,0.346668068326402,-0.998718487607628,-0.839386863954469,-0.897500736143092,0.719969153938368,-0.900432576787065,-1.18412553557793,-0.764891865197703,1.19424586650235,0.533916391861808,0.71823110314692,-0.679009683225565,-0.985667855599837,0.990991412633084,-0.482764345403965,0.354368539746948
"Campy_Vic_2 (GE) - TPM",0.340453521330446,-0.811334471657946,-1.22045829052917,-0.916531146969986,0.855938935283482,-1.36121862251305,-1.27704904556041,-0.248282001568595,-0.0227695248741141,-0.755093122370047,-0.913571141945969,-1.13681706869798,-1.11345671808704,0.0252802195931354,-0.125556317395607,-0.966700444755591,-1.01248429354684,-0.822277639023156,-1.21669507335556,0.808174957871564,-0.888979033766162,-0.756074831051229,-1.187592482344,0.941118812589977,-0.745856685707883,-1.03713045489029,-0.828576768674355,1.97355444189062,0.951576617234114,0.604321773148312,-0.606304047139497,-0.752877030477952,0.316985640359068,-0.409330928122771,-0.478300817220737
"Campy_Vic_3 (GE) - TPM",-0.268486421909494,-0.584015474067828,-1.29213454678622,-1.37861916995709,0.408055832232915,-1.1624544465588,-1.1474306160921,0.286904762970681,0.204181938447374,-1.39986782144452,-0.896670974261513,-1.10692954805179,-0.983457855693846,0.506673012231149,0.385203018740443,-0.948173068862529,-1.07378050631306,-1.18037617063895,0.751217504635374,0.899661750785196,-1.23007017965305,-0.680050176371296,-1.02474049787278,0.620692392952502,-0.698193911250249,-1.10605769807881,-1.1507785263486,1.40488185628842,1.03258774192065,0.866439470622853,-0.740639806913481,-1.07132179153691,0.751238525661548,0.0677884481773091,-0.415163902724272
