"","BPSL0023","BPSL0079","BPSL0195","BPSL0299","BPSL0344","BPSL0346","BPSL0405","BPSL0432","BPSL0462","BPSL0471","BPSL0472","BPSL0495","BPSL0496","BPSL0497","BPSL0498","BPSL0499","BPSL0536","BPSL0540","BPSL0549A","BPSL0561","BPSL0576","BPSL0633","BPSL0756","BPSL0776","BPSL0777","BPSL0839","BPSL0858","BPSL0880","BPSL0888","BPSL0940","BPSL0941","BPSL0943","BPSL1038a","BPSL1039","BPSL1048","BPSL1064","BPSL1127","BPSL1153A","BPSL1177","BPSL1287","BPSL1413","BPSL1433","BPSL1434","BPSL1686","BPSL1687","BPSL1688","BPSL1690","BPSL1759","BPSL1806","BPSL1840","BPSL1841","BPSL1842","BPSL1859","BPSL1967","BPSL1985","BPSL2032","BPSL2180","BPSL2291","BPSL2468","BPSL2493","BPSL2494","BPSL2495","BPSL2714","BPSL2736","BPSL2809","BPSL2883","BPSL2884","BPSL2898","BPSL2933","BPSL3006","BPSL3042","BPSL3131","BPSL3231","BPSL3232","BPSL3233","BPSL3234","BPSL3235","BPSL3236","BPSL3429","BPSL3431","BPSS0003","BPSS0058","BPSS0100","BPSS0206","BPSS0208","BPSS0209","BPSS0218","BPSS0273","BPSS0286","BPSS0380A","BPSS0390","BPSS0503","BPSS0558","BPSS0559","BPSS0570","BPSS0595","BPSS0632","BPSS0647","BPSS0649","BPSS0673","BPSS0800","BPSS0878","BPSS0915","BPSS0916","BPSS0917","BPSS0918","BPSS0919","BPSS0932","BPSS0934","BPSS1111","BPSS1118","BPSS1119","BPSS1120","BPSS1297","BPSS1311","BPSS1311A","BPSS1334","BPSS1392","BPSS1705","BPSS1706","BPSS1707","BPSS1764","BPSS1782","BPSS1793","BPSS1795","BPSS1796","BPSS1826","BPSS1862","BPSS1865","BPSS2073","BPSS2176","BPSS2304"
"BURK_Mig_2 (GE) - TPM",0.204743620783471,0.22253303252011,0.982302604844141,1.0679776098932,0.243706576617751,-0.293185550402274,0.522573694992002,-0.881400190268864,1.15534538764642,-0.180629003250954,-0.314514628555825,-0.612550418709439,-0.539300634028842,-0.481926673183438,-0.354777386284118,-0.0477350551601857,0.901884433279777,0.234032193614329,0.489677825116782,-0.977796234222157,0.258868281354509,0.369050217109105,-0.344335928077177,-0.462675765861089,-0.425153652861961,0.825423300053132,0.522887229566478,1.36179423840775,1.01930623495491,-0.472028162927534,-0.391890494303672,0.373761758637462,0.388620615514066,0.300054449917263,0.489635246350465,-0.274497133384212,-0.0314328033622325,-0.455843727777059,0.51246843840385,-0.533334207908304,0.258348309458252,0.0656347775699442,-0.184031337954835,1.4176915701159,1.42853016648258,0.815045557458223,-0.602698730418311,1.10720937965283,-0.207180701130503,-0.4172667253085,-0.471451286970011,-0.404678768147726,-0.0167116449841819,0.31173239729363,1.33726272037497,-0.210522765613225,-0.0884059928643013,0.229597450654023,-0.826390318744553,0.192933491607201,-0.298336924201671,-0.362684646780892,0.48691833721443,-0.732027887535316,0.575971294246818,-0.24390842789224,0.0122755670458576,0.665687699851902,-0.586366189898723,-0.174384816442443,1.27891184744137,1.11090552790786,1.28837440753365,0.980210010268073,0.480723353679385,0.687469792964672,0.402101039521799,0.580309756308268,0.651246893750694,1.22606972699982,-0.29467310622077,-0.295632019512229,-0.683870075874022,0.483189752015145,0.839950032942735,0.800901736669684,0.0260211205066555,1.09167365331366,0.694319352450271,0.00986887150118746,-0.688951014132411,-0.0287997969247656,-0.0669847460702041,-0.343284099890079,0.275807051210322,0.135346072901961,0.393703587356249,0.242198005068396,-0.168254899336505,0.160964194103166,0.471529824642116,-0.661471095822006,-0.438088628040995,-0.562292016814036,-0.506349637762338,-0.106419010006377,0.0812397186972246,0.81164887688989,0.00866735031010096,0.423754546484209,-0.351162275120672,-0.344112262631669,-1.14243938644738,0.786736942785262,-0.613604776565438,0.200463367516875,-0.456603814564581,-1.17307149511572,-0.639213070267626,-0.415095331070861,-0.256198788641196,0.524976115988499,-0.457916611401482,-0.041888352623368,0.312498119807172,0.0911292940713917,-0.176342741655066,-0.524471870699376,-1.16882045430065,0.0594900226136379,1.75318942005307,0.261374339301368
"BURK_Mig_3 (GE) - TPM",0.283739038331315,0.46927811684111,0.868772458280912,0.64829075383661,-0.126531627200408,-0.301402283176682,0.199779263907417,-0.724934211325081,1.2521497721327,-0.242822582754915,-0.389345417773582,-0.55316397659989,-0.608994465307731,-0.696933361327122,-0.388173962237583,-0.0756640125650436,1.30972784474906,0.37237979895937,0.282018467232453,-1.32249420611621,0.386472353335836,0.280171965923452,-0.00782713502401913,-0.468976975661752,-0.491292904004408,1.06753445297434,1.0126986358573,1.30713220239725,1.37919291578563,-0.56666925054809,-0.377803090014335,0.393343302404764,0.0928122743499631,0.615800663635704,0.349209009211995,0.258454495015772,-0.348390212648279,0.301366339574068,1.36003961656865,-0.0802815080686797,0.314773453665567,0.562788874538133,-0.231198697007361,0.965556489749898,1.27609766282875,0.717519811427611,-0.318159160913268,0.632324344914246,-0.516711321191849,-0.482637987612936,-0.492336863057546,-0.429630487302287,0.422306163583176,0.250119905253185,1.38719145218611,-0.243267320051192,0.25304925574502,0.00430755427033029,-0.754161785956119,0.00190551227437247,-0.549253925847381,-0.373345809095295,0.918510470202817,-0.237634581583899,1.04324021710302,-0.372813419580268,-0.0630627503159456,1.29262740018103,-0.605263831788666,-0.196611512272318,1.17719378863407,-0.347496583602888,1.19036929602554,1.1095474368808,0.655160741538962,0.814316669517627,0.575019878434116,0.665674752329197,0.736885415863686,0.836399077755342,-0.326799045658209,-0.293555507750906,0.0334431274322033,0.451262632522841,0.397596724682759,0.492084513638845,-0.0401486313909355,1.07018662346444,0.442727744405758,0.706632779052609,-0.272824558983809,0.113859013914568,-0.451148276348685,0.270896316732375,0.313624191290668,-0.0641194695883874,0.832957904087774,0.165281695938777,-0.414422778696652,-0.522695624255966,0.563592961903207,-0.708427990535691,-0.116302374917664,-0.547536322839134,-0.552553547871676,-0.507101532784119,0.0437047990772505,0.990938059523344,0.158312911203716,1.09320557624016,-0.683271395063412,-0.354057271800673,-0.120323094355733,0.444558480736844,-0.26510031168033,-0.595209225295082,-0.466725032821027,1.43090071039857,-0.775074066910796,-0.54321660838931,-0.504708436801467,0.813654921850606,-0.511486790935921,0.207055936599265,0.216358045168199,0.0878837438367171,0.0740186364897026,-0.535167022455993,-1.25704599625569,-0.162655645626671,1.76733353687165,0.423518356776285
"BURK_Nd_1 (GE) - TPM",0.250939235848432,-0.424992195812194,-1.41513752586808,-0.790574354802536,0.498712857306995,-0.977054477821085,0.613305284757942,-0.275078481750234,-0.379826482291197,-0.0576338090782533,0.716104182748365,-0.123902566977749,-0.0309520910256075,0.328107483228019,-0.255637489090103,-0.0420122235736361,-0.610130354591893,0.443615960648843,-1.13412858080992,0.518612167950406,0.65044462012915,-0.702956686089183,0.874696442733074,-0.520034368112828,-0.656173130177953,0.163316436049513,-0.949947793628217,-0.0692631146583351,-0.988913904151709,0.328752240187451,0.620129770440206,0.990226849977771,-0.827264881397203,-0.304472737764014,-0.726933284267438,-0.631952900498262,0.109870999952326,0.190673727412348,-0.361814766108106,0.129873509861562,-0.0015089012090214,0.624063080261281,0.390459242405214,-0.312463902870051,-0.526321139311308,-0.520737823163214,-0.572119438696758,-0.209614841984741,-0.243164171522593,-0.238553714556014,-0.091291150699204,-0.260055899496527,0.317430363173052,-0.324621016037652,0.135214203601578,-0.294905285669918,-1.07515530186449,-1.83030939690686,-0.0579062313162237,0.681125730862417,-0.521084989067401,-0.379487868565991,-1.36448161695341,-1.60254926339178,0.342553150273274,-0.124046097946602,0.986142096813685,-0.888293661433905,-0.425383525163947,-0.138701181760734,0.235198204811614,1.12783989212171,-0.177255642122263,-0.0858471392973654,0.0185554441176372,-0.0673805579274156,-0.363361707633271,0.104499730172387,-0.0962716493104605,-1.00599908991935,-0.25042821747713,-0.241759289635153,-0.154839881442057,-0.287356168018783,-0.380679512750095,-0.207693371865917,0.362113315724557,-1.10500807208363,0.504603542704386,-0.159573612767842,0.16358926860193,0.781179841475955,-0.423400430488193,0.707384961071991,-0.12816167832127,-0.926174177221052,-2.02826890859215,0.65443439625919,0.670591109417482,2.08714803645469,0.433888895839102,1.10416251913382,-0.638505147875356,0.319675303570331,0.0148128328591524,0.663900369654479,0.936571032028292,0.204402655568699,1.00539016154677,0.0978018217779598,0.503314917427549,0.709413777103559,0.0219853624462253,-1.02194718513705,0.39133167478359,0.872426943592928,-0.184805412048529,-1.00460235394328,-0.671589178729737,-0.111379265357145,-0.202674642710492,-1.64788320374596,0.859836390406733,-1.02959381469106,0.424997113046855,0.705098921841563,1.03579470356301,-0.313505025850941,-0.405741030932386,0.607968348354512,-0.774655108710203,-0.684589771651531
"BURK_Nd_2 (GE) - TPM",0.081145267254717,-0.471266840601392,-1.2666049511391,-0.229628806871609,-0.388145621327363,-0.878329920717488,0.764978914581484,0.283786834331191,-0.431421158826644,-0.00895143894393461,0.655513967861121,-0.0678107183414377,0.0997128508327495,0.637020331560168,-0.173969433346299,0.152362684778829,0.13175729088414,0.185899380092632,-1.07564160237639,-0.187862869803081,0.572484891778012,-0.295168781321339,0.59817972799935,-0.521394547680143,-0.587235398266003,0.679090907571728,-0.808464520159267,-0.24369673747733,-0.370143049872819,0.11972735011082,0.405408676657716,0.943463824541766,-0.797407574555924,-0.46199271275609,-0.951097241973168,-0.577749709338416,0.1970487283143,0.568267904411683,0.183999159173984,0.542964661212336,0.475625238456893,0.693762471976688,0.583592448407383,0.342190591392722,0.102175997736361,-0.368125112263138,0.00819427192385261,-0.240024545232985,-0.0411763519129168,-0.345943504660172,-0.0943586476506489,-0.20207303592343,0.176628148697821,-0.328848276542228,0.310081714943114,-0.379774670026274,0.0607040267278712,-1.76801563758573,0.363840593028489,0.517592570957769,-0.383621392051613,-0.455819422856927,-1.25762207113039,-1.55716698155511,0.722585038093691,-0.128562967823478,0.743646482422162,-0.634932405679548,-0.394832366408287,0.0249395344107225,0.360734403061702,0.161288233458539,-0.209718308677408,0.0300295558454359,0.189736410484034,0.00195149190234433,-0.195980258215447,0.121248229254876,-0.431631009608385,-0.813629650052467,-0.21291846442003,-0.190830652219237,-0.20650686866943,-0.0371825821896992,-0.315351879135726,-0.458817546357344,1.00964269679737,-0.985119359540504,-0.250212162290276,-0.278319853663294,0.629017227934885,-0.365336216259243,0.110769496762883,0.472809052515158,-0.23163656419414,-0.543100003852559,-1.53428724637916,0.746204040832803,0.230316637880531,-0.157431300238592,0.423284534463669,0.985147805722149,-0.460391343648956,0.383404552365578,0.397760092933171,0.565036891889827,0.318549666043408,0.903913891012358,1.10149781348919,-0.0247778746994265,0.527591646330745,0.826823812393922,-0.121916258979855,-0.667571099489372,0.0355897350306024,0.165094436997652,-0.238919644042089,1.44940288301424,-0.0877143403056079,-0.401897532261828,-0.333542432435538,-1.60681378916049,1.00695519347098,-0.995105478651226,0.968812788779306,0.616089197332563,0.836156870153048,-0.239718394133114,-1.05578404392477,0.802463303739612,-0.81255897374583,0.0911174288164744
"BURK_Nd_3 (GE) - TPM",-0.145672373212221,-0.350759086724368,-1.13820953509765,-1.13671537046537,-0.362450890846604,-0.849847205273655,0.491133775267784,0.191496169319437,-0.530815120123733,-0.174179553416345,0.449562701223195,-0.00514322718072616,0.347677310772483,0.281654347060498,-0.250704729667435,0.222156504096755,0.0850971252708715,0.482528107799601,-1.11028156932485,0.0829329406912285,0.430817566886701,-0.835571328840708,1.79867630956187,-0.449542389248548,-0.604578519237923,0.259544079709544,-1.14830477283699,-0.0578111396591105,-0.739024225656607,0.0975244220642165,0.513964162316808,0.491294918230036,-0.946494378137039,-0.597199636138745,-0.499006207710662,-0.998455520856815,0.247510503845562,0.00310025775300188,-0.36696646330832,0.0837305240755238,0.162428373462451,0.36972637140572,0.0841544336440403,-0.0398194023851156,0.162161955782639,-0.234509147106163,-0.226630043403241,-0.899372145405874,-0.316108506211767,-0.346886347258132,-0.202066496217131,-0.286034865608312,0.752201044849255,0.335516495921039,0.244240938415412,-0.518446099017089,-0.771186268583755,-1.61671534292422,0.178667443943044,0.376002874036782,-0.607325209454905,-0.419338491655438,-1.21799442945205,-1.57421714724311,0.734115333176657,-0.0337978355345959,0.614511120199057,-0.761638658864811,-0.416883172793054,0.448174400639004,0.433590252549101,0.675230764537723,0.0473749438339017,0.0146825530279662,0.070811531706115,-0.00447940262726593,-0.259121335024213,0.535383357384156,-0.280500528082739,-0.65993297086877,-0.202536503396918,-0.289518973642394,0.707560085957662,-0.270845694169702,-0.486530334244328,-0.485944027762485,0.435326911537009,-1.0608284854513,-0.497080747338849,-0.183314796444158,0.307791545672514,0.266316362978772,0.526884612009993,0.439857488702176,-0.344133762604402,-0.610346593545456,-1.562788602433,0.779083611371147,0.0826364048151085,0.9671890974745,0.233630615939003,0.763658044337535,-0.848709084024302,0.30836857472106,0.260866880046381,0.854155763545513,0.80373378819045,-0.541574039931374,0.527332364947792,-0.708150924443988,0.795006315606854,0.398089164846567,0.308945377265189,-0.882951033085406,0.407085569857515,-0.753092335743283,-0.264726746719262,-0.208128721352348,-0.553943782840568,-0.419143939656404,-0.434915940025069,-1.54231556503189,0.644490029786215,-1.22368337790837,0.526212874220476,0.18882486930839,0.943346350180895,-0.414675108940122,-0.929815710486359,0.968653076808575,-0.858227460077701,-0.511258813133684
"BURK_Ns_1 (GE) - TPM",-0.442308263294391,-1.37224461656067,-0.596720835016054,-0.390981902129453,-1.3361838874588,0.198608505254515,-0.561171864380021,-0.573652426110906,-0.602960112018611,-0.461804885000806,-0.598323035620278,-0.346010224955953,-0.247345353812056,-0.708643705089652,-0.420608351736618,-0.489565813031404,0.0185913090765732,0.39595170554717,-0.89550306098055,-0.399559548652232,-1.04496223091698,0.0144890727682128,-1.28593903656076,-0.217232479372781,-0.278316487889377,-0.427134827121659,-0.670788455187732,0.544570946699959,-0.0408759283908799,-0.323273371271618,-0.673548623807597,-1.19644795987553,-1.22894492758017,-0.143220184559428,-0.564216790953272,-0.688008966537254,-0.441025713641674,-1.2448085671315,-1.16436677823564,-0.608509902648015,-0.332311639869771,0.222019778021365,1.29954645428115,-0.900761871091476,-1.00005941227886,-0.967913241603727,-1.11041020311529,0.125687963655249,0.370136066838881,-0.188230893213415,-0.458723077788981,-0.452423404356372,-1.22138033506634,-0.665400872168039,-0.475891215566313,-0.467503786683421,-1.28738686984743,-1.20695130048826,-0.369205355423826,-0.598558009763359,-0.377280276850213,-0.441414804587453,-0.372052198656789,-0.160496755115854,-0.146395564265939,-0.361619632174442,-0.652454025953474,-0.159888932241032,-0.203562667250403,-0.37548882811424,-0.693281140904944,-0.281030138788348,-0.919949304724946,-0.910370045354214,-0.739401458336351,-0.809929372579138,-0.601739189091315,-0.482415245733392,-0.365086517467423,0.414439959199692,-0.457712329419967,-0.253565267504333,-1.13701269195468,-0.218944432231691,-0.078683991841481,0.0679823470769882,-0.217802399184776,0.451147066320377,-1.13850278031491,-1.98235805318424,-0.774636677631795,-1.24838830355539,-0.880676766443292,-0.523113966844165,-0.725523865049451,-1.23444822739148,0.306600372242154,-0.697502649332701,-0.962406896146934,-0.288459579815317,-0.516548291468636,-0.268705968394073,-0.687602417590885,-0.134907791386479,-0.321713888871432,-0.511042293481107,-0.762260073651622,-0.240416065457435,-0.958003240286054,-0.0945203064021879,-0.329552005522803,-0.38771467956528,-0.530780646891888,-0.508687033664349,-0.292560029274352,-0.99426953882332,-0.223532979101495,-1.85425988371664,-0.117123208110658,-0.201695627155693,-0.211183982668372,-0.597035811659292,-0.637926108870522,-0.858703254466319,-0.708608253529221,-0.566651081088901,-1.53726399984372,-0.399969197419861,-1.0168345736694,-0.565033960618454,-0.740294590720412,0.102745888052075
"BURK_Ns_2 (GE) - TPM",-0.494178808398008,-1.35256100881948,-0.399741435660653,-0.33699925845016,-1.52505427542132,0.0090392547162954,-0.398093896924074,-0.449007750019501,-0.833886896924449,-0.381825827247175,-0.589025453525834,-0.412048636184417,-0.179394972288514,-0.630204402776618,-0.4531329420081,-0.418020407222867,0.0374018163956481,0.25509975618258,-0.707231446733541,0.720890344524772,-0.957007933158867,0.0898835725925644,-1.13949731472857,-0.251641810623418,-0.239869468151829,-0.36027336420109,-0.483434274560756,0.551518336683105,0.107161769544815,-0.455145115026634,-0.63026394953916,-1.16141359528168,-1.04621889004504,-0.159290210266804,-0.384032232841724,-0.730857617754653,-0.0929103423935522,-1.46949256059664,-1.17307909039987,0.181911373589905,-0.384939125021855,0.222681196678354,1.04107415347961,-0.877488983197307,-0.8126610361909,-1.08071265732901,-0.705888034619628,-0.0249136254203008,-0.173124116623799,-0.198982980385469,-0.38259052189702,-0.443049286613079,-1.02284280131004,-0.267774511896513,-0.74161757686972,-0.422794643741607,-0.885480846275415,-0.74599009293058,-0.515257200074898,-0.57403585681,-0.288682812343007,-0.428808792034523,-0.432993706779922,-0.100484851957153,0.0354753993831659,-0.30303610979836,-0.526543258904301,0.388955251252611,-0.166846690704739,0.0744144663548293,-0.64060175254919,0.212818466221678,-0.85839811562889,-0.818535510675939,-0.654759050304945,-0.721393182588129,-0.59068641836519,-0.578554486719208,-0.095393818701145,0.25525730144866,-0.449860172815782,-0.21387462664742,0.201040018954848,-0.066809290511267,-0.0601073751620701,0.0347058773178631,0.475988177746895,0.0374202196129171,-0.657205014585147,-1.76107933009859,-0.428394842637369,-0.887344180929779,-0.816170787891618,-0.500112260125987,-0.488682029169968,-1.1013906540685,0.000812316241676602,-0.704332989860778,-0.844938030810237,-0.522768147182214,-0.0444869335193837,-0.555827157702235,-0.515508851702968,-0.122969325358194,-0.31990394555322,-0.564143402523657,-0.494891316402302,0.199247925487392,-0.851037449663626,-0.230016056766554,-0.585871800467882,-0.659775532814717,-0.328879022305718,-0.636668122112747,-0.371537773614515,-0.059687728127807,-0.284170295439271,-1.12964620589945,-0.0839229198941164,-0.258371407319396,-0.0664707128779843,-0.404357908521425,-0.590680323019837,-0.632345653738912,-0.52722890376841,-0.346232249207726,-1.26616838151973,-0.377963732112169,-1.20791387457883,-0.476223582572411,-0.705984143471576,0.289266144283632
"BURK_Ns_3 (GE) - TPM",-0.225802939634262,-0.836206863357724,-0.376245232494185,0.177938177549567,-0.745201456840019,0.175642994629704,-0.16665787707565,0.00394000574426072,-0.266108502838168,-0.413680390017105,-0.598302654732101,-0.204780426917137,-0.0343382060958381,-0.581058850678157,-0.348359942783482,-0.323641600921781,0.464458849114856,0.806437315512539,-0.759288705110931,-0.439651589091896,-0.984942436494641,0.333347164605305,-1.00617912604132,-0.304882511807072,-0.215013381224254,-0.592272783042033,-0.504222624170736,0.413529662260606,0.474874371564308,-0.390159013022863,-0.66418208777872,-1.139155301858,-1.29577114983149,0.418404649841636,-0.374160355627166,-0.42806496315375,0.0431067258098544,-1.36977927211145,-0.97931138698269,-0.983870376365826,0.2381881485425,0.294422219837895,0.96737914254397,-0.5135257397794,-0.670233617387657,-0.819172542245542,-0.762085718165774,0.938034602986943,0.271934468422879,-0.189052365590163,-0.444821004435089,-0.378028469726141,-0.732129336203865,-0.581430129793522,-0.732865562482249,-0.501210382052054,-1.0717948033602,-0.777069949600069,-0.50740448128025,-0.571872622722279,-0.248550390373445,-0.404039909877648,0.0319010743398661,0.0422202266218427,0.0800084479245988,-0.341982845279082,-0.563427460760713,0.0461398396753001,0.0150448951471619,0.369662124750572,-0.65092412073288,-0.0288518100878162,-0.888671076389616,-0.869763167186351,-0.688871852640589,-0.746046371371292,-0.484336522994956,-0.431625185406542,-0.00385291906701695,-0.0776130180682483,-0.426163051026686,-0.231100644787433,-1.05244665096085,-0.216016197959713,-0.0497530546410853,0.102792645552533,0.381758865602164,0.856761073876351,-0.248899644664347,-1.63919488879509,-0.273414352193527,-1.22084249350675,-0.860967103975603,-0.163987271555636,-0.518957191096942,-0.722006524124675,0.270785785744951,-0.611305916417155,-0.952950567572367,-0.7337415115211,-0.0407398478482053,-0.355688476725948,-0.49027748859128,-0.22129848095229,-0.249996237032612,-0.251874861937965,-0.747574012235029,0.41006966809807,-0.668393964359296,0.254749850925324,-0.121108788246214,-0.895415063111783,-0.455791032124735,-0.0383896810128973,-0.257734179632657,-0.563922637439978,-0.205044212003346,0.498714805219178,-0.516935607469172,-0.685227038175445,-0.630402536914931,-0.243900256161248,-0.548361524973745,-0.468077538429248,-0.133186038862102,0.330892422756859,-1.64095329386159,-0.22802804046581,-1.42647391894692,-0.620901794375768,-0.651721732961004,-0.197603964351093
"BURK_Oss_1 (GE) - TPM",-1.32788491971452,-0.89830535484086,-0.270180347352534,-1.24059282715842,2.1009195381237,-0.534406530837514,-0.749528067592011,-0.68597731945325,-0.687234374505941,-0.468655086734327,-0.642763639146029,-0.45649194201396,-0.46632646716717,-0.946909339360279,-0.461836658200428,-0.444699300964371,-1.19236891083535,-0.476032192501382,-1.05496201627107,0.152830139161828,-1.11020375402884,-1.43375528822258,-1.17480942645791,-0.0664500301622479,-0.218891572148375,-1.59337495246192,-0.867357067182782,-0.552299085066804,-1.19210548170862,-0.503888691082011,-0.662563863796628,-1.02400995135733,-0.950258021182029,-1.43290248580141,-1.53542790062471,-0.701357336293658,-1.1649210154898,-1.20147294045482,-0.412725241224206,-1.10703136913273,-0.381097332215528,-0.954173428536319,-0.818361905318476,-1.24643138617663,-0.817869928075331,-1.08996657096403,0.432500679558777,-1.37141443890695,-0.390868995774483,-0.403156323221144,-0.472612394913012,-0.426666823857651,-0.968531642632936,-1.06618151966446,-1.58899393623089,-0.497630867498306,-0.39243055189647,-0.46199903866548,-0.903427903414487,-0.862531149919447,-0.638414463855736,-0.23356038901629,-1.13173584586494,-0.900670693454038,-1.13811446454883,-0.444879096742227,-0.704268988768899,-0.995958619890651,-0.129319638552084,-1.3821092286063,-0.745658663926275,-0.823462880644962,0.0093093148115453,-0.0811595146334017,-0.513050582588664,-0.726461374276933,-0.813700044239949,-0.790380083404697,-0.476349606699401,-0.464306128733903,-0.27280373796488,-0.388743393721225,-0.300332262851022,-1.57737055670866,-0.493309917383226,-0.69563654981414,-1.89241362462822,-1.31456207081911,-0.92325577012977,-0.537584481931905,-1.44455502746995,-0.0665077594133428,1.10040059654365,0.541957192664307,-1.09293225881795,-1.14101174737292,-1.16826848319528,-0.736375536624283,-0.785554553191267,-0.709742872433961,-0.595418270594999,-1.19509153061396,-0.781900405216605,-0.430623618438593,-0.479309658401351,-0.323739198637844,-0.236950880198168,-1.6765225043497,-0.938836064595881,-1.15783381638996,-0.323732633151247,-0.697899938651693,-0.779562304639614,-1.28486394829823,-0.960689985796599,-0.403345399587266,-0.477440386460195,-0.0338333180573608,-0.78546252494234,-0.0665661164850793,0.146143317088485,-0.559936110552051,0.0521121306305141,-0.779097864332016,-1.23089826343066,-0.781920286483872,-0.430304754853531,-0.23261455757046,0.966553509942023,-0.458112548272795,-1.14072987739799,-1.56964005837898
"BURK_Oss_2 (GE) - TPM",-1.40656121772263,-0.82681603980302,-0.35701317454286,-0.998276003625304,-0.521954347121541,-0.485359685101977,-1.01910250906227,-0.46574980390508,-0.946964300477674,-0.480949412763372,-0.664170294386158,-0.665038518803078,-0.543223371659029,-0.809770749109627,-0.448426973805508,-0.527596775095615,-0.837290032620996,-0.564509435911672,-1.06152477297816,0.243431412412975,-1.28870625233187,-1.14811569595275,-1.09721037289463,-0.0424563691009189,-0.2533295437275,-1.51804833255248,-0.846116475857861,-0.4869327371329,-1.51338550968729,-0.480050433655071,-0.649591105571363,-1.00571023426159,-0.758844614411404,-1.17407149181705,-1.34177618822827,-0.54609265089703,-1.40507489193791,-1.32455098479489,-0.801266371919687,-1.07815410187528,-0.476355365177116,-0.854855841404743,-0.950382127214096,-1.35364927922362,-1.07387924218198,-1.17616386029213,0.773771597165942,-1.30896655056515,-0.51810143713053,-0.342739337401305,-0.42152695150561,-0.412367393749006,-1.0024007136138,-0.76553551433639,-1.55573772399384,-0.658196988466571,-0.927176604036256,-0.573511972985371,-1.01512862076674,-0.949305761335444,-0.675135716661215,-0.233356279405338,-1.25605727248218,-0.963361445063127,-1.06229595808892,-0.302623784709319,-0.785792716477487,-0.814968508158767,-0.146433271920818,-1.10903363442488,-0.671596637070905,-0.177977952903568,0.144005859749194,-0.166623123367981,-0.48189345054523,-0.65955795600645,-0.874032781977226,-0.716794817679181,-0.563387387615939,-0.602619496842176,-0.289942376569811,-0.397249121683246,0.569007019739024,-1.25627329852898,-0.41411567042974,-0.475018345394632,-1.66476934037847,-1.16791753782065,-0.969551813677607,-0.965652007719844,-0.811055988199077,-0.438666155315983,0.920412305204065,0.290529204584377,-1.54352531333863,-1.23469579774257,-1.30933488818413,-0.746303203831931,-0.593580138416736,-0.416451748250334,-0.239349201618225,-1.34164254293951,-0.82044714995192,-0.514020320828378,-0.422663333975115,-0.608776312504473,-0.216256985057459,-1.85927949057386,-0.743055198491983,-1.43594532241089,-0.716632255465954,-0.943881564451182,-0.65205527806308,-1.13241081499354,-0.983190065788226,-0.720837591492455,-0.460758961058937,-1.04309537184807,-0.667339591745726,-0.621222259943286,0.0581465147915482,-0.395500501783476,0.372992109663344,-0.876583824999685,-0.980352807515114,-1.35694195897288,0.027586121377009,-0.242619881902965,0.40363741854526,-0.406052965231397,-1.07324469367405,-1.58525211524929
"BURK_Oss_3 (GE) - TPM",-1.1651354027869,-0.899989517007362,-0.696208384996795,-1.19825613095175,0.765407991805757,-0.287295220442697,-1.51060792920354,-0.371703902294264,-1.36231377895686,-0.533278836788132,-0.617373193424236,-0.70994413104392,-0.667438601647337,-0.930219953534659,-0.572389627462784,-0.540827417149619,-0.607783694477678,-0.860819000674676,-0.878286832315974,1.43790629548766,-1.06791339275703,-1.96061057204137,-0.966392597292831,-0.158285201981254,-0.368285598911669,-1.30741830657162,-0.627571726997718,-0.369155198344277,-1.61949422523535,-0.544884394862027,-0.595667837679612,-0.905073997513595,-0.827376582862109,-1.43208584470176,-1.60898511874858,-0.661167276171622,-1.57002497263107,-1.19553893323357,-0.574702140994546,-0.878625341249595,-0.676038464927959,-1.11699809629495,-1.12855587228649,-1.4079796382986,-0.94564425506694,-0.945838276586101,1.06165602403598,-1.29274633714119,-1.19100714655395,-0.430504296532174,-0.425105658317888,-0.462907281847237,-1.34332161658004,-1.66981711677507,-1.51902598359927,-0.731924414645738,-1.14356719761464,-1.02492592368481,-1.09932398191471,-0.882128922189369,-0.504501066987657,-0.274626390622985,-0.830182093203708,-0.834516147197936,-0.679120594607191,-0.361932318484113,-0.86894386360404,-1.21252202928197,-0.0556612072246266,-1.06959515344716,-0.687550398631651,-0.573415779950932,-0.0517124262496396,-0.330371061202337,-0.572991998124028,-0.730447759197282,-0.888148706355808,-0.921646759422985,-0.508296754089691,-0.108998772516116,-0.459226122419652,-0.377386098253473,-0.217478458802998,-1.33195062497983,-0.53340057373552,-0.545408756821214,-1.65558215256012,-1.2480635520016,-1.34869541719956,-0.289023468468613,-0.678613176580066,0.0414355547778471,0.228633021790656,0.0438056910320015,-1.28297961294051,-1.34678406761074,-0.675458632600633,-0.658451557649175,-0.953342755284758,0.191637045014136,-1.35123352073242,-1.53337709119463,-0.904852402900643,-0.589013159096842,-0.502295824987506,-0.394499620702716,-0.474228797078969,-1.75597203415533,-0.844853388773383,-1.5528570576031,-1.02605973941251,-0.951758296559459,-0.654196228300287,-1.59554609267056,-1.33189860294915,-0.554048632732041,-0.472248644926218,-1.0159033356321,-1.1489086649338,-0.740614624573997,-0.445726118139481,-0.758538677431448,0.0123386143165034,-1.04024633924823,-0.924377997578741,-0.958068483287558,0.287742927336726,-0.256832076308976,0.434556956613116,-0.498038844410544,-1.10434207170591,-1.8381310667886
