"","BB_S29","BB_M38","BB_N30","BB_Q34","BB_0061","BB_0069","BB_0118","BB_0139","BB_0141","BB_0210","BB_0307","BB_0308","BB_0312","BB_0323","BB_0372","BB_0386","BB_0407","BB_0513","BB_0514","BB_0587","BB_0615","BB_0629","BB_0631","BB_0639","BB_0640","BB_0660","BB_0738","BB_D21","BB_D22","BB_E31","BB_F20","BB_H26","BB_H27","BB_H28","BB_I29","BB_K13","BB_K53","BB_A07","BB_A20","BB_A21","BB_A25","BB_A36","BB_A59","BB_A62","BB_A66","BB_A0078","BB_A73","BB_A76","BB_B19"
"BBURG_Mig_2 (GE) - TPM",-0.768321734812834,-0.509755558079789,-0.20753643881337,-0.0228723843711738,-0.369517383512624,-0.492324728614994,-0.30901325888568,0.0602970460657928,0.112142320210742,0.229865029277837,-0.895916075272947,-0.838432857226536,0.181560686868258,-0.00752142700301966,-1.33965500228779,-0.218728759336314,-0.566261086434258,-0.652734237898744,-0.23650559203981,0.560076852064448,0.712203103616149,-0.393014643476987,-0.342310583202046,0.309043450839709,-0.0298574902347527,0.2506011156838,0.0819296389385766,0.12383892743476,0.190366827055567,-0.419988944111125,-0.148605618377475,0.233318427667161,0.0190097906157878,0.184293011878208,-0.277256081945884,0.100483733536038,0.188164540039709,0.0135013008855242,0.0883814845548926,-0.665158754040295,-0.2292691433348,-0.497775099129926,-0.42822067232089,0.145993523551016,-0.185242948286075,-0.267416070990643,-0.37460472177172,0.332559957261366,-0.173298718220912
"BBURG_Mig_3 (GE) - TPM",-0.532727135591507,-0.848220413133787,0.104701641422211,-0.123575211676953,-0.400512514576481,-0.986110289813713,1.59806840977108,-0.0505657532649955,-0.354221844857787,0.265234356652067,1.34828104196897,0.928769128728881,-0.201719696017285,-0.467530336837796,-0.519030531839411,-0.704639726612162,-0.0903905446248661,-0.765022645909223,-0.282472955068007,1.1173702418261,-0.191619815074189,-0.332854241939809,0.202471237663129,0.656576378273021,0.386472585262767,-0.124806451814868,-0.641712659605426,0.459152416689308,-0.0645935004976601,-0.178053591132165,1.01499537564957,0.407127560245163,0.020990144328675,0.46637219189828,-0.18458924431041,-0.0419088880828076,-0.910866253516532,-0.395481350602336,0.118476477224194,0.25370195411585,-0.440409731680982,-0.158950946003706,-0.752524524295396,-0.0941327353085766,-0.195814826165581,-0.0742110978653809,-0.118997928937908,0.46594321176954,-0.552661357853453
"BBURG_Nd_1 (GE) - TPM",-0.622488475104492,-0.64042802588134,-0.509863485394491,0.310210709187487,-0.509925088066758,-0.578358666036985,0.0146887073343422,-0.333691029504383,1.93812205635884,-1.96724498585673,1.24454641885425,1.6908742584284,-0.00770929127202624,0.0761859820335355,-1.01042788479201,-0.174502604741325,2.66424382522585,0.977741811956643,0.792259278376443,1.70315073742361,-1.21091221831412,-0.354390158236956,-0.119341098539787,1.08560214721188,0.528917806518704,0.167580340449076,-0.0978435766209052,1.53052321729649,1.43685910516001,0.589483965665827,-0.647646814382546,-0.408355490630415,-0.523470217083793,-0.415868600075347,-0.414491896376751,-1.06968416787603,2.36419659989219,-0.409842726770753,1.17103512221211,1.42381574821233,-0.520987603575584,-0.503759044446061,0.363829556420552,-0.465604212281589,-0.565754852840984,-0.371681031866306,0.151106286848499,2.00233515462335,-0.556962374669612
"BBURG_Nd_2 (GE) - TPM",-1.02723558363942,0.296595938090394,-0.544199067363936,-0.309036279883879,-0.422921525509448,-0.293608089403032,-0.0113028402382712,0.193462261549309,1.18696400297031,-2.00356517047669,0.334386047651826,0.329574546848263,0.394921371259041,0.311415421502589,-1.22462538905447,0.420369504394056,1.83564198728905,0.803672098804209,1.4523503111385,1.4976293633857,-0.98973529011164,-0.38068798731692,-0.318957697251219,0.549947650683636,-0.566901362231056,0.0743991017093929,-0.0117193123326055,0.97978773784473,1.17131205483919,-0.0138783667516015,-1.08258498758973,-0.683300993245704,-0.492347391159574,-0.579079547918161,-0.855405878637599,-1.21546943498395,0.870443911731005,-0.656227030262234,-0.731401504011944,0.516267855414854,1.1667590355208,-0.45097044341331,0.432685729416113,-0.255730371140271,-0.43516974122782,-0.369178138818291,-0.23058030187858,1.65796340616549,-0.317819490177837
"BBURG_Nd_3 (GE) - TPM",-1.15800288872665,-0.870036462766946,-0.850714316594112,0.843262119702313,-1.05022641982133,-0.593072993947319,-0.607996915295428,0.114210062421423,2.212429460003,-2.01753798559564,0.929913192608647,-0.549591879225984,1.05782380430971,-0.0168984492232848,-1.48327669205773,-0.454852820304469,1.49346104122797,-0.23941408757395,0.601294101334269,0.914712012992071,-1.05699905699942,-0.0841046127262152,0.112416559684715,-0.00861479653559063,0.164673901611355,0.241824511834969,1.06587781597597,0.782911035206992,0.89599432611497,0.150473011471029,-1.49535304735472,-0.661250930188294,-0.606001764502997,-0.731081234934107,-0.556237975545579,-1.57151533077882,1.37652970014461,-0.824329137688767,-0.389444467930116,-0.0591230502671677,-0.404309788693374,-0.541316438895764,0.529612971562445,-0.385683533810895,-0.490917328760564,-0.365623778776281,0.103231612651703,1.26805795537385,-0.32308480110939
"BBURG_Ns_1 (GE) - TPM",-0.173599245105739,-0.790495533014675,-0.608294521143931,-0.356791963665969,-0.083334586602473,-0.358079686701044,-0.571280381230782,0.268359810826944,0.236736090605529,-0.536153881602626,0.058077268334221,0.115769781860504,0.431738883649315,-0.0445444228002354,-0.606244079588935,-0.715540672330242,0.757808491527102,0.900662772125346,0.214964260141836,-0.636899416801573,0.103722642425002,-0.636872268152251,-0.26785132872072,0.792221878198047,0.970577057742208,0.546955227191031,-0.674015463010024,-0.712643378097053,-0.653946898095036,-0.746466767496328,-0.163598920191608,-0.712700070124269,-0.79013569732662,-0.785533648036244,0.433125937028095,-0.524417649771158,-0.71909578926553,-0.488710484781713,0.609739267569783,0.967585138087785,-0.761779092540841,-0.770988290071056,-0.113577184018312,-0.738706822617705,-0.194462174776978,-0.502541498009253,-0.470688938224096,0.944316689203935,-0.476883264891601
"BBURG_Ns_2 (GE) - TPM",-0.0542907149760684,-0.682353557779383,-0.085832960574022,-0.972125186396052,-0.00806230992780262,-0.2231363474276,-0.0403247449729238,-0.858962264623772,-0.227117595983861,-0.0190835843999464,0.0197587493938168,0.617965434577381,-0.958491901897371,0.220642900028347,-1.17121542125655,-1.10618082911473,0.741462080640478,0.449565241410558,0.28896838842725,0.677270242126676,0.122834450753461,-0.383864174532006,-0.359025777421899,1.33152044908764,1.28648414057618,1.79109658762937,-0.899290461186456,-0.864019806732763,-0.347492691565162,-0.694827994036247,-0.266868841481353,-0.746153262463867,-0.748520614264583,-0.820183944700734,0.441796700684214,-0.948743711420967,-0.0682770419695999,-0.258247890627478,1.63083636494893,1.48768634670596,-0.732782436232852,-0.49774196333871,-0.170619151735426,0.237670638059419,-0.161766765928869,-0.331629747431316,-0.0537188985005503,0.275054533456759,-0.631051124032328
"BBURG_Ns_3 (GE) - TPM",-0.0640564627877638,-0.906742016139514,-0.263179889880284,-0.38688770626911,0.174443077720391,-0.543174693024775,-0.198018259990856,-0.538157707280777,-0.580472869366864,-0.16079382767531,-0.420735347598896,0.857889214212409,-0.739338445427131,0.230247363623306,-0.250378587540409,-0.936330372658066,0.351924819877065,0.580369745465127,0.0412845912048931,0.544852300992499,0.416723865724998,-0.205503841361117,-0.0854456325143592,1.14256205876499,1.12616564841093,0.532692491696357,-1.00513661639044,-0.677760719727654,-0.68059133664939,-0.594060382794217,0.206286863465466,-0.638932135973324,-0.609858146965591,-0.816006358461776,0.269914689191142,-0.806494446123415,-0.520677573563105,-0.705291120248005,1.02236939637577,0.821428766281787,-0.67472599689337,-0.578667537042077,0.247907015066463,-0.374789590948475,-0.118762006936575,-0.325646337346421,0.0527285693840971,0.169565026521348,-0.647682747515523
"BBURG_Oss_1 (GE) - TPM",-0.713906118083592,-0.173211393784314,0.793988657674967,-0.743139155490429,-0.815377000958302,-0.807219204019295,1.1817064261139,-0.37531078384088,-0.142757113905962,-0.000961771870466298,1.60846421571967,2.20962129412982,-0.155452549754857,-1.54376087399357,0.049995306402935,-0.946032845162646,0.974634716990948,0.485422720668402,0.841280386652339,1.01829783843899,-0.812120566838302,-0.000488271095077459,-1.44815382875549,0.423392771592565,1.89135684183006,0.12485155871557,1.32817424103011,-0.744824931874056,-0.856095052472072,-0.772698407702547,-0.740418240317441,-0.20103152331954,-0.181563800258198,-0.03853789321826,-1.00457481648581,-0.531973594779876,-0.0696350460685586,-0.60132595194762,0.243436341598865,-0.0627822337415875,-0.314635378775447,-0.211326494099742,-1.29867401409156,-1.25112195868318,-0.321776664464685,-0.562961991156657,-0.637065902411886,0.555934951268814,-0.891922086267833
"BBURG_Oss_2 (GE) - TPM",0.181844482853697,-0.423165060609453,0.305491658205431,-0.460864662817911,-0.979493623137411,-0.711653232768233,0.578059512473254,0.0440959473003897,-0.196983326569932,0.118275065069546,1.56509600183,1.82033654439244,-0.110388091023776,-1.21821044708759,-0.507175699149355,-1.25261678864153,1.55689365549135,0.977100249339527,0.426933669473541,0.818746207584194,-0.82849220263246,-0.0992754117896961,-1.73626195322829,1.27505858630051,1.9024115322769,1.22245331535809,0.819453616540384,-0.536840049012287,-0.873455127786185,-0.736507040235612,-0.366742001000541,-0.14361157329037,-0.0637939796905438,-0.0805681906567669,-0.831985861800119,-0.536811998662119,-0.232252585467383,-0.347668950108552,0.853389539244889,0.919600551893549,-0.13155012913869,-0.00037605595137806,-1.25440320062432,-0.723053340720496,-0.369736644604553,-0.0279424620711053,-0.620088810040069,0.287863748548209,-0.260667238233591
"BBURG_Oss_3 (GE) - TPM",-0.834753793485881,0.328586727814084,0.155874079366798,0.0283750883366536,-1.00229973319303,-0.391245244832046,0.256650226595082,-0.33154408236788,-0.0704055212370612,-0.238051698101516,0.834612291356326,0.10024575384609,0.914460220396045,-1.0823463560817,0.0719463169407053,-0.207791844379491,0.114366930736806,0.637678140783922,1.10909931197448,0.794022859043946,-0.288693208039855,-0.470416587253862,-1.37064408137072,-0.103335716867629,0.663561489543531,0.646307939346283,0.746739132289058,-0.40802085365375,-0.338319116440791,-0.898459771838526,-0.437746154689955,-0.25428666650655,-0.198938072336623,-0.190523955730121,-0.816509661928671,-0.261634146484998,0.45703469033427,-0.721714512407209,0.561487821876272,-0.429803406765705,-0.428189820561541,-0.461157006720294,-0.89272910431345,-1.08208815390334,-0.447215574082859,-0.15787125117501,-0.750666434545216,0.810912790765171,-0.931914849906924
"BBURG_Oxs_1 (GE) - TPM",-0.151936984297902,-0.32314518831914,-0.497812852600783,-0.196929739843056,1.76580011399925,1.64703627817916,-1.4425595118268,-0.472055432833625,-0.0310336896366558,1.12100132102728,-0.37230892732751,0.0808607632679886,0.263754934945258,0.515948495366936,-0.622090569286753,-0.0801053449390212,0.0886928460064904,0.397863538903117,0.382059294462171,-0.645506186772555,0.720591294589139,0.162059866590853,-0.170371701060312,-0.110412734888035,-0.432700198456411,0.0684665829331637,-0.690764358310766,-1.06133623000295,-0.666552063950411,-0.50381551635484,-0.194636129752585,-0.755837516770958,-0.857154019263029,-0.965482161016291,0.483940719056646,-0.608458445019718,-1.00534094898387,-0.38965246661009,0.056338024899784,-0.38281883598496,-0.634285120792946,-0.436221662006025,0.104010453648266,0.625076981504076,-0.350616260660919,-0.61970873269934,-0.533872428193285,-0.442928268007155,-0.835474215969565
"BBURG_Oxs_2 (GE) - TPM",0.355347981653867,0.000188817280455994,-0.689452890589379,0.532396658643295,1.75282721713021,0.697759567978963,-0.132476707666657,0.577110187016336,0.334933343506964,-0.440302144100108,0.190510562170616,-0.497266979891323,0.321653142610712,-0.302151888522433,-0.204665774879081,0.709861014975938,-0.302140951225846,0.683452433768671,0.751651051606416,-0.696222738871679,-0.451073997845749,-0.238282663410322,-0.00370938699867195,0.0959170068622817,-0.390464646533811,0.272866441444337,-0.416801456983446,-0.584943424921187,-0.93915460044731,-0.705212860798324,0.400609409912508,-0.830381681515878,-0.709787758522332,-0.904302151221227,0.271718900973921,-0.235552513569571,-0.888186331803817,-0.331632470960088,-0.559457377046452,-0.614031753749609,-0.428773762869077,-0.327132616595912,-0.0696894439425171,-0.659489774553552,-0.325764870550788,-0.896349966611488,-0.574150182329567,-0.0294538814107902,-0.241270759757948
"BBURG_Oxs_3 (GE) - TPM",1.52441615079839,-0.391215856193382,-0.460040243066903,0.0958178636309038,-0.0188430572054393,0.0606633375045358,0.175396816132066,1.36225808860364,0.453947078746704,-0.230738517937702,0.176497514149282,0.292262544947463,-0.286775013449243,-0.132825504003248,-0.134843504588129,-0.12624035351309,0.00674407758325584,1.00463182562723,0.714271365547655,-0.914572555456176,0.324600958492814,-0.632952910677649,-0.375486846242498,0.105673721640266,-0.575766908341189,0.707846617812138,-0.855949342797955,-0.609740847208835,-0.441372165043098,-0.689085795099248,-0.0922914896661177,-0.789744302669232,-0.699718723014,-0.819168581606375,0.392522926280759,0.0631579867205696,-0.345070010746245,-0.184956180238174,-0.0364208160096339,0.572119411146147,-0.515622315906595,-0.239397791904543,-0.550968420276376,0.410648108779836,-0.549295188172043,-0.581616746085514,-0.554505802463108,0.151161764692969,-0.24424782836554
"BBURG_Sp_1 (GE) - TPM",2.50792949744787,2.43615951642464,2.56153356038601,2.30042554947635,2.95457676881003,2.71300522874177,-1.57142917619821,-2.22983853381292,-2.23375285554908,2.5545925437,-1.4949369810181,-2.16050400568794,-2.0754282069091,2.65917208722295,0.86740505592836,2.49342776491607,-1.57681822330788,-1.70113820308872,-2.0459211709911,-2.19111776536371,1.89841045897762,2.83496670405746,1.99617817359606,-2.11390283936871,-1.87900075029297,-2.1655586250764,-2.02459643193724,2.23510181677467,1.61925876109417,2.50914399872039,2.76647075661346,2.80072104062957,2.38257531180689,2.4848457206765,2.39395557104817,2.13250221258121,1.02594469866367,2.07242348764305,-2.00973487117997,-2.27356753840126,2.82639436163686,2.2936655181583,2.4858309407109,3.69502818745416,3.3827121286686,2.80241259326563,2.23495029646063,-2.06667559705834,2.56272061111896
"BBURG_Sp_2 (GE) - TPM",2.21720712269295,0.290998410609883,1.77021428938863,3.35195555324718,2.17934099512241,2.89506506333472,-2.69040492183847,-0.868815394944676,-2.04800105587871,1.62028837647199,-1.9996531511307,-2.18273011697673,-2.96801421089256,2.6896343874688,2.563544111274,2.58538967419951,-1.6726433162571,-1.76086550457626,-2.29508042910263,-2.23234311356593,2.72831779350871,2.9558914480627,3.23333413225582,-2.6959649992214,-2.22279672526028,-2.998498757208,-2.65802907646013,2.11171244570795,2.12352182749652,2.21656614082119,2.69196322341659,2.12404151784254,1.59665099046257,1.49984690929985,2.60213518748637,2.09397364908925,1.21489874714491,3.4012818195936,-1.49629282113701,-2.47664727902719,2.68987116265884,1.60523257548189,3.33537700915094,1.2483073310381,3.33263950362704,1.87532355010211,1.68554603896012,-1.98637212253621,2.76155971788353
"BBURG_Sp_3 (GE) - TPM",3.07584103379285,1.72788569934211,1.89665205088455,2.29005216836243,2.08769500259136,2.45208471830465,-2.42677923019378,-2.12291584805367,-2.605533983271,1.24015600631923,-2.02041133535684,-2.07961851902676,-1.49464329350745,2.35042745087278,1.58414671289247,2.17664875849134,-1.60286150471353,-1.90065687295879,-1.77809004207728,-2.16918378492093,2.3466126221701,2.72563906542379,2.93965078331928,-2.21449184929021,-1.95949495274853,-1.8870385298095,-1.76135825105307,2.98975717322877,3.325054846724,3.33224832974835,1.73822147577676,2.32350544327225,3.34895555970754,2.38187335931181,3.0948524049503,2.83086586624704,2.17407918584399,3.04872648214045,-1.79787370133842,-2.52116363660672,2.34654693503808,2.70237097909515,2.1292904282603,2.83640653806696,2.39211277221791,1.70834864955633,2.45946031457511,-2.12913559025305,2.03292601053186
"BBURG_Tm_1 (GE) - TPM",-0.633174905462162,1.61405892877823,1.7431634419531,-0.255028620301866,-0.0441933003054076,0.127374282448034,0.562230176458175,-1.47326466108904,-0.700922885591983,0.627495624106995,-0.684086546544875,-0.251587698909958,-0.10491814503957,-0.926916923019531,1.07946877435774,0.530501923588444,-0.680527621804056,-1.50321102078291,-1.31732357594704,-0.105267783238977,0.69138434423421,0.0159795523934399,0.248130542811807,-0.916965724904721,-0.612812860698077,-0.709226209060037,0.997216604083987,-0.00326083287084247,-0.318348755040374,0.721495680075286,0.582780808761988,1.32042299866968,1.2129224350323,1.19110923967688,-0.852821340087345,0.134881434355362,-0.773712352186324,0.185908502855849,-0.0824040546858539,-0.25124204009742,0.606429573407801,1.42234357149428,0.409359642560336,0.180581912265862,-0.00156962034149269,2.03202441822027,1.75067700712287,-0.593448668939154,1.02185075542229
"BBURG_Tm_2 (GE) - TPM",-0.051942290583658,2.51900497590842,1.86787725759408,0.434242517630805,-0.519508204759743,0.0300649306254259,0.325648940476989,0.0778506297084926,-0.405862709547203,0.34375316723883,-0.846998347391963,-0.530241636061115,0.908387169398508,-0.890357755265213,1.5879047594118,1.10568562187389,-0.904211485900706,-1.24801065582028,-1.26907389458282,-0.278700904503773,1.0440522781326,-0.150833422397734,-0.294357990827845,-1.0729890629857,-0.579651250671885,-0.175062795233967,0.967457839806832,-0.180014376973883,0.0453694003336641,0.773671680357322,0.00938607614674501,1.14961991405544,1.09494874578782,1.28198342595483,-0.918257736191838,0.291146636035319,0.418150078470459,0.375066172168002,-0.279471681787712,-0.681749737667129,1.12613019423779,2.13333325446305,-0.553109458368879,0.0816998424600278,0.0288809506776136,1.41729402582218,2.11146937273267,-0.258612140298964,1.95429543530108
"BBURG_Tm_3 (GE) - TPM",0.0906723053925728,1.03669120771812,1.1077801324289,-0.188160987100929,-0.60477844203447,-0.234478144562224,0.0885511042314163,-0.758381426886324,0.517769442650614,0.0955963018119096,-0.990262052047387,-0.213855526586388,0.520818876208249,-1.20495348803644,2.24055094396638,1.01737061112304,-0.534772375779169,-0.906305908603789,-0.978097418830832,-0.206245152123079,0.413191568686272,-0.55057472187503,0.00354799404651162,-0.904043502177087,-0.487578476413052,-0.876915575541672,1.66950367692282,0.138333082611834,0.411595990420485,0.643523541996054,-0.270856440598357,1.05519356912001,1.09545108577783,1.31751118718613,-1.08470020126476,0.78259582590947,-0.189664551736951,0.427559355504624,-0.207004923566081,-0.944577036530607,0.875336201333239,1.77481456993894,-0.434858833335127,-0.75068654498097,-0.20010269463539,1.8133789362588,1.5062321507548,-0.414037380451933,1.26914471410025
