"","lmo0014","lmo0015","lmo0016","lmo0022","lmo0042","lmo0183","lmo0184","lmo0297","lmo0298","lmo0299","lmo0300","lmo0349","lmo0350","lmo0358","lmo0364","lmo0383","lmo0384","lmo0385","lmo0386","lmo0501","lmo0502","lmo0503","lmo0505","lmo0506","lmo0508","lmo0521","lmo0553","lmo0633","lmo0775","lmo0991","lmo1048","lmo1100","lmo1233","lmo1254","lmo1255","lmo1256","lmo1293","lmo1296","lmo1348","lmo1503","lmo1538","lmo1539","lmo1730","lmo1731","lmo1732","lmo1796","lmo1912","lmo1971","lmo2089","lmo2135","lmo2137","lmo2159","lmo2160","lmo2161","lmo2162","lmo2163","lmo2187","lmo2288","lmo2291","lmo2293","lmo2294","lmo2298","lmo2299","lmo2301","lmo2314","lmo2345","lmo2346","lmo2373","lmo2460","lmo2465","lmo2585","lmo2586","lmo2595","lmo2772","lmo2847","lmo2848","lmo2849"
"Listeria_Li_2 (GE) - TPM",-0.446065520385338,-0.510085719477192,-0.434994399774064,-0.844745256875387,-0.297859539342919,-0.82395973108016,-0.842599011632126,-0.596509135292456,-0.751470032646624,-0.597106644520629,-0.703711015133571,-0.620650254310378,-0.699882557460509,-1.11847124440135,-0.545201372095151,-0.993212378971289,-0.789458046643173,-0.862626152318867,-0.768801930902295,-0.818960548415004,-0.821742255888614,-0.951297081066699,-1.30169455848654,-0.911913734405604,-0.903881409736568,0.193103883692897,0.255290397196562,-0.719341736096559,0.951152710528837,-0.592377811309641,0.173955980537086,-0.969827235782616,0.910005962104917,-0.830184667302639,-0.776325464291722,-0.384976402992733,-0.475072938375629,-0.270341031431723,-0.513533572342736,0.244131222008852,-0.48938910030304,-0.54612904742694,-0.537668248486162,-0.559177517257213,-0.572560003358886,-0.14146602291964,1.89142948621686,-0.805707209285831,0.813744120789395,-0.58396356123426,-0.79388482433288,-0.71473619035581,-0.697405841838172,-0.625507544018924,-0.735678271156321,-0.869103517955963,-0.506805747937701,-0.443448559207585,-0.490754650030971,-0.68905235851913,-0.921996242117167,-0.19014852255696,-0.142105144409256,-0.667125593412361,-0.371970558869428,-0.755829882395306,-0.361612988054498,0.59915164573165,1.79885141190882,-0.808778722540091,-0.648051599240286,-0.637084534993646,-0.312413723267528,-0.85963941285883,-0.916139043193616,-0.996964162605316,-0.891779507888017
"Listeria_Li_3 (GE) - TPM",-0.603646482316419,-0.60104519519208,-0.457563629748655,-0.542300810013106,-0.276630520830236,-0.81556181378083,-0.732432317535425,-0.553104782972422,-0.663088733355897,-0.559564076382835,-0.755507256371813,-0.461278905016893,-0.626084612449769,-1.19832366878925,-0.642809289479918,-0.96038736212202,-0.693301917270392,-0.921414562839753,-0.762434011696577,-0.991823803926492,-0.504935607951552,-0.519773407577221,-0.794518179503532,-0.851999760047783,-0.942654059662244,-0.00662886905382505,0.0391015930934509,-0.544849179300283,1.03713360589995,-0.537302307707702,1.18096703005038,-0.886783604476036,0.307004965055362,-0.739806414352924,-0.663413412488486,0.412420577715518,-0.464727849340285,-0.363542390824051,-0.420911500423962,0.087950730872779,-0.488871798092825,-0.539463676886512,-0.506727999633521,-0.443745332520423,-0.548754433745459,-0.259440968653051,0.141091400711147,-0.748486696496499,0.20894298575741,-0.636009255881736,-0.754074839240576,-0.580760917250498,-0.556513275947735,-0.447158854334435,-0.669983901401273,-0.700579118458968,0.183855705029602,-0.880688489970798,-0.64509486869615,-0.367469039121761,-0.811529359020187,-0.804551976993902,-0.0743997073961691,-0.955932060152948,-0.354410693277923,-1.09154192601332,-0.832824993520755,0.799324714851455,1.47690374848663,0.908894269997439,-0.593833417678488,-0.557245779538569,0.109895711443963,-0.757790504929575,-0.743440610191856,-0.965749437677912,-0.698349226223309
"Listeria_Mig_1 (GE) - TPM",-0.238366015970417,-0.904959738130792,-0.713010323904498,-0.811694092964348,0.719028983877635,-0.957956265780401,-1.39647671842824,0.434232058917578,0.52935696855973,0.633453786247603,1.24041657373682,0.952343014356119,-0.032614495342422,-1.2333831875893,1.85438032538636,-0.167898118225058,-0.545300484778589,-1.02048505081518,-0.23732840713959,-0.418408855380798,-0.440327116900493,2.39702363561854,1.9317890170305,-0.00990321701774937,-0.420150638543966,-1.06415361128343,-0.352033687313344,-0.76111026691696,0.402751591179801,0.388430051005494,-0.657650156917672,0.769346617183806,-1.21224408656196,-0.866562777098446,-0.889701391897847,0.280558471207828,0.46873546687073,-0.133400955451818,0.0294607117451274,-1.41612848989632,-0.551894173645384,-0.372549017739498,-0.505849052875215,-0.616809200639038,-0.56288003533227,1.08134321406256,1.95731637797885,-0.66359239003791,-1.37753762995799,0.304115916530492,0.876829050538738,-0.722286084477997,-0.756798300430779,-0.718014066462959,-0.0207769538545583,-0.563895026451741,-0.688153199807489,-0.880688489970798,-0.712688059057655,-0.132461975426295,-0.294978599243667,-0.360542028995716,0.173164232619362,-1.43993347454346,-0.866313344278094,-0.69808225033021,-0.505870678161482,0.353316666999364,0.211932521916453,0.803188149041291,-0.424254041301084,-0.335884391716478,2.37782045561992,-0.742933783654598,-0.636731066848082,-0.956860476882304,-1.12556287278927
"Listeria_Mig_2 (GE) - TPM",-0.319293831342392,-0.873432131212749,-0.896401421680448,-0.901108351605363,0.180571921773142,-1.00357695820362,-1.41347373329123,2.89799874495894,1.3084786909186,1.00103070303813,1.92157324481672,0.293351532061502,-0.194395979331281,-1.10170184520718,-0.37030338062894,-0.887967802505887,-0.653218098510925,-0.143187321775211,0.609934898993814,0.649244991288373,0.432391655192259,2.33011474731175,1.26192271250646,1.14844003182745,0.114541317662561,-0.932214177788114,0.304141934351899,-0.76111026691696,-0.291809164168038,-0.00629554419397499,0.631289866496248,-0.181820724184119,-0.68295080492289,-0.875620652212164,-0.910712035506255,0.175511205100142,0.874319143746013,-0.64550723050927,-0.0648515030468434,-0.856468678533694,-0.532399216802806,-0.358515608341494,-0.182448895161639,-0.607437766908315,-0.57648919318725,0.570122261147915,0.263496981865143,-0.705944683979837,-1.14128146958312,1.67414231580519,-0.929108018191102,-0.436070766920397,-0.576775852621586,-0.515326040726415,-0.762653331249913,-0.464674617051623,-0.496861692001134,-0.880688489970798,-0.495030900808928,0.780412859423666,1.51793851094804,-0.980043023647276,-1.11860964801153,-0.266480371992271,-0.866313344278094,-0.851431788837413,-0.887991748762691,-0.414076531651657,-0.388089940715351,0.929193310654732,-0.135410420303196,-0.285712314371649,-0.311991062670942,-0.472495291742993,-0.963513918041093,-1.0653541243602,-0.667005298489912
"Listeria_Mig_3 (GE) - TPM",-0.59553993265027,-0.918419359708205,-1.03863320405134,-1.04961907931238,0.338434583282125,-0.814587054707598,-1.15955889251075,1.54252276389207,1.00871348576316,0.918289707357988,1.35086340920697,-0.0170482885517344,0.328543780176085,-0.815245633120352,0.315950079865444,-0.397351253090162,-0.66124577026264,-0.0301134778955596,-0.0577007184375635,-0.0786342047841198,0.362976016034895,-0.207124868894233,-0.349963812339955,1.59589840960456,-0.805338153099627,-1.00453274087346,-0.218380610118451,-0.76111026691696,-0.118636721988027,3.14374634972571,0.125051495996023,1.2883337387479,-1.20931352298817,-0.862059897671186,-0.839315844759517,0.106373887032177,0.745123781865024,0.506135769980444,-0.165727646569979,-1.14958691287153,-0.448776533887563,-0.376670863520202,-0.451251762060299,-0.618267287515064,-0.712802889255621,-0.329789765387992,0.244991388400846,-0.535649116393796,-1.18897606531366,-0.963678150106806,-0.929108018191102,-0.611518940809235,-0.76418081873332,-0.650715983820941,-0.748633843345599,-0.753012061430715,-0.0807310560921967,-0.106980658135714,-0.0889608307868732,1.94022122670195,0.495498153653923,0.0545480962272138,0.0435158470613211,-1.10278877907663,-0.866313344278094,-0.875815866289786,-0.613291063306118,-0.39651582520899,-0.289138736033471,0.90780728059268,-0.150406594806128,-0.308312816575832,-0.366645801720972,-0.865832353201769,-0.828535533851163,-0.729165215108399,-1.12556287278927
"Listeria_Nd_1 (GE) - TPM",0.747368461715002,1.61283408014798,1.9516542701612,2.09592429836533,-1.68296308797455,1.32529256415227,2.02326342114298,0.934563952546937,0.659514452689196,0.411330245911195,0.605271235944819,1.59990477959041,1.62963517494525,1.59078707245883,-1.95584204215652,0.705710470729869,0.821719429738139,2.06841675099706,2.11212354317403,0.906514609962045,1.7389572839127,1.82480129028635,0.727553559139355,0.00281160962463222,1.86906541834397,0.97320538737493,1.84321768285689,1.34600456635079,1.52372777922028,-1.36532583628092,0.602569358095339,1.20658855956052,1.13403395976365,1.34516918441603,1.00647826191177,0.433454987132557,0.680210234717546,-1.61957281789322,1.48011723702468,1.33771199222792,1.710679531772,1.37635294690883,1.23867707519093,1.25790778602503,1.64406061356569,-0.878442717416533,-1.71559002731121,2.87750248400603,1.43219401195487,2.38855592292763,1.28793211259398,2.01946223172222,1.83372393192061,1.52258677709068,2.08807937472536,0.903331085989006,-1.45830123202286,1.69270152061955,1.32892982261944,0.303282218930674,0.879627248897782,1.38393293588304,1.34919517858282,0.15095697185693,0.629985894116484,1.17406462965561,0.589773030397647,1.63023742210625,-1.22359650079428,-2.20396869005337,1.57125182738386,1.30960319896541,-1.40924958589478,2.30588713679384,1.26580532460441,1.42616752983027,0.955690443444969
"Listeria_Nd_2 (GE) - TPM",0.744103036720987,1.50615784663264,1.52116248442457,2.19768172892817,-1.65375709476474,1.2677287208313,1.93285525116442,1.2698344667388,1.67476706254067,1.39779955013221,-0.0579951393868014,0.971621810644158,2.76647139529174,0.64838792315575,-1.95584204215652,0.9077515786675,1.99814114914566,2.27352884063293,2.78651593094697,0.876781807931823,1.39285996324534,0.667258217348379,0.893319846582482,-0.382364661532517,1.76041875136717,1.10441807667077,2.11901628394537,0.930773707444671,1.87017206440573,-1.40773041288407,0.494342414841532,0.497580353767052,1.37126537929147,1.50276552571065,1.06109178207209,1.07259687719933,1.03954210149224,-1.6960985168978,2.44839114177866,1.49386782532788,2.02351814666516,1.55839424290212,1.2179612088015,1.73562350388883,1.92288910990813,-1.02405143299789,-1.50177892143771,0.687805279281251,1.6328296284547,2.66789741310805,1.35313204206639,2.69353005011287,2.40738918134994,1.69962832181511,1.91494567311172,1.13012752444417,-1.45830123202286,1.08719183801097,0.697457266040142,0.9367281010728,0.729301483385793,1.61771478241031,1.79937458663441,1.37383240635937,1.8035455795543,1.77874860252112,1.04727221175407,2.17311939443969,-1.14711396749383,-2.11138103427755,2.22642651356788,1.67095117746631,-1.20290459617301,2.9819871824758,1.04941526419019,1.38125643041732,1.84531492793665
"Listeria_Nd_3 (GE) - TPM",1.07848867670363,1.59068209062445,2.19968489025091,2.70025862103019,-1.64496900413305,1.39779066093138,1.74045273870951,1.37187386316834,1.96967539240406,1.23607662027921,0.525465709035453,3.39370783529088,3.06421980909056,2.26507495708037,-1.95584204215652,1.53670963273234,3.1276799765785,2.35980077368911,2.42102820873884,1.35604297573608,2.18610739635607,0.305436640307441,0.578822424296574,1.4085662994103,2.02677476810842,0.556468950363136,2.3238963325088,1.1228463292802,1.51685459802014,-1.40773041288407,1.357318831608,1.65584889440229,1.51156641503244,1.61464276605218,1.50274969330368,4.00129202669656,1.31104126920881,-2.06036547733259,3.26401112652046,1.76847922916036,2.43561958715319,2.10686765827495,1.21776205158802,1.41852111073845,1.80852288343884,-0.804049964656156,-1.33205964120092,2.03919740334232,1.27843955693381,0.701437948092267,2.12049203358943,3.01568309528755,3.27240138175288,3.52154817573221,2.44964279245866,1.52276242873597,-1.45830123202286,0.945382907958777,1.05382442259904,2.64908175417849,0.677291086342832,1.16644215357553,2.41056175024725,1.74179592904812,2.10664366958998,1.94276072540031,-0.0918203894502846,1.85751682210945,-1.10295726803145,-2.32201879054342,2.58687199550958,2.57985276873283,-1.16550592611883,2.50904248056184,1.9632488111334,2.16697107651424,1.97582711923632
"Listeria_Ns_1 (GE) - TPM",-1.09976741941624,-1.03000943913279,-0.978475050885673,0.0686858781777991,0.141309474243063,-0.0253027106647954,0.503826855132322,0.0650890531183436,-0.751726026395784,-0.468394574425713,-0.545410379055159,-0.622012290306397,-0.505510752411474,-0.138414514730192,0.0989306610083973,-0.505214027793087,-0.509700877408715,-0.419924579116004,-0.554321196099916,0.20346333856959,0.289461101118773,-0.335061690221559,-0.568178156927918,-0.704163106541103,-0.301883438558948,0.252540274773061,-0.598403490480199,-0.305122727095285,-0.874759412769733,-0.30654931396078,-0.455616180106276,-0.687405734307858,-0.780448785606669,1.24939789530716,0.343693433381611,-0.525856576785608,-0.953120135065543,0.341451355475923,-0.554884714216306,-0.286210906647645,-0.672620567372319,-0.664569595782733,-0.449979878852818,-0.477162252135656,-0.536399706882566,-0.234305322468693,0.277868909022425,0.30180429765821,-0.76178279265962,-0.575051718515138,-0.56004972116823,-0.20538008256179,0.0760698848180407,0.131916860008157,0.182349311185757,0.435401568506312,1.2959567695982,-0.284019310574977,-0.498907210144966,-0.430359050756437,-0.529158741543663,-1.13245851487221,-0.96507071581877,-0.600737178910856,-0.866313344278094,-0.700701174846022,-1.00319031989769,-0.135815738321153,1.40707100954236,0.317784533601489,-0.566522077843035,-0.548217158846067,0.198990564462488,0.401546315900672,-0.310873606067488,0.494857202578116,0.33820791216861
"Listeria_Ns_2 (GE) - TPM",-1.07103220824557,-1.06860396731037,-0.97615733894121,0.239506823184049,0.579781105690295,0.51928588151813,0.80470539089991,0.419864128530471,-0.405083792971256,-0.445512310557066,-0.179095918130438,-0.326137528590485,-0.513950299607261,-0.407085953778525,0.427202697265623,-0.111039161936932,-0.417555673995581,-0.228190728181927,-0.417975406689815,0.227720320636111,0.0375990960468057,-0.258617814164914,0.154296382708884,0.077594217327907,0.13824575187318,0.885357481564193,-0.691801271976566,-0.0222946339524226,-0.724814627730746,-0.407500961744389,-0.222788940732471,-1.5139954851701,-0.67206308149579,0.562719181002545,0.742158743072551,-0.403970261720167,-0.954901127894761,0.421740366180358,-0.460822969687142,-0.181011278129133,-0.655098213892373,-0.658757617162619,-0.484562876692493,-0.420124395908365,-0.377843698323361,-0.449684453857611,0.22327386633146,0.492518919988507,-0.78175801201083,-0.505733765957602,-0.113696863862376,0.261735689017722,0.363329483962644,0.573711822528124,0.781308740274765,1.41273283898316,0.303555454513243,-0.216654325848764,-0.502761226122372,-0.422854862512448,-0.482668031203521,-0.910556255868409,-1.016640601405,-0.554947535373796,-0.0713952341808051,-1.09131724713202,-0.849319464600966,-0.563679990484366,1.12394952368335,0.663207448739682,-0.503380210980411,-0.477324045871599,-0.669199574124319,1.37438515370186,0.132264676228446,0.683628231644344,0.842544922778088
"Listeria_Ns_3 (GE) - TPM",-1.0465008365207,-1.05243084930968,-0.955539110446217,0.275477071977717,0.363627109437722,0.402825531444613,0.43833529249211,0.380464104596923,-0.497242960873862,-0.683755455103293,-0.474725645760383,-0.512059016979366,-0.552994879445348,-0.364920392476874,0.681220838672346,-0.152689628569052,-0.327415979360462,-0.50550194329795,-0.493642170615013,0.169594229437311,-0.0919157820535196,-0.22209363199641,-0.527456074321075,-0.433069095753753,-0.232281474237477,0.838947169136244,-0.724590699756935,-0.107055141735504,-0.88223698742257,-0.157291484988474,-0.131404152259604,-1.03558238567721,-0.90546849104436,0.456659439424237,0.516946380054076,-0.651890774687531,-0.959982794617995,0.489175480332183,-0.554434682755043,-0.564171549847287,-0.664345590917103,-0.659597979442366,-0.498490948426415,-0.400706781837296,-0.619951299605788,-0.299817596551501,0.257639944558319,0.108699173689032,-0.785210932591295,-0.623023836485687,-0.00271686367389898,-0.110258776819524,0.157216231733851,0.0596351998708508,0.119180071180635,0.494353404205794,0.121949458200613,-0.310125333945682,-0.636027817458579,-0.335322263932874,-0.709655128210937,-0.92912681375837,-1.1050858643889,-0.238488134570092,-0.866313344278094,-0.833389315131604,-1.00108153997007,-0.678144422357778,1.17977707179,1.12854219254273,-0.559258985937179,-0.534137839959381,0.473457502569568,0.533676392337523,0.193665768667684,0.298825717344988,0.408752744386442
"Listeria_Oss_1 (GE) - TPM",-0.488122498489872,-0.465199666365385,-0.500549588879463,-0.882558904788695,0.710765325367775,-0.724639813770058,-0.721235414320705,-1.0048660956729,-0.691036449761362,-0.575356071744256,-0.674728097725481,-0.680738187376206,-0.617084756291232,1.16591389714827,0.829381958700566,-0.90228133737657,-0.696579453631527,-0.848854630899118,-0.758244006981741,-0.642195736159761,-0.71783526429627,-0.399213755513369,0.222882232838038,-0.13884378798583,-0.694584579327345,-1.06413643020099,0.214891103414545,-0.352398720915502,-0.78100887247287,-0.598928453361279,-0.919851835131004,-0.216289808697559,-0.325488343835927,-0.812858078955556,-0.823341191185231,-0.534092922695396,-0.47716660759448,0.651151416314719,-0.632193396593946,-0.520276655093364,-0.518765724617648,-0.557943870532406,-0.66951215129833,-0.667115902578146,-0.531946809909487,0.212638909718219,0.90934368131137,-0.831140845403086,-0.192174931044316,-0.267009509936163,-0.625879290657441,-0.744126543388806,-0.753646060287074,-0.737602644913695,-0.903832542576857,-1.06641830245761,0.986888655495037,-0.0685733091500155,-0.435908781660949,-0.252432685087905,-0.287522402645254,-0.190691777009287,-0.183442494963245,0.233625311110724,-0.785692998443828,0.38822782385607,0.789905968114199,-0.839920932801542,0.764983976106687,0.203107300661494,-0.642543772887142,-0.65165306963099,0.954562835087209,-0.890330740671559,-0.596941291988755,-0.725564785942784,-0.845218945600014
"Listeria_Oss_2 (GE) - TPM",-0.547757154422493,-0.593861744027864,-0.473235708312371,-0.796285270366185,0.895829173531537,-0.68553678173237,-0.637507423619443,-0.943208959285524,-0.566098330910097,-0.321186091414437,-0.761286163382776,-0.707831778030795,-0.651208243356336,1.37878679021336,0.598556038960814,-0.971506661919299,-0.740733998472975,-0.802809511378028,-0.751842723022789,-0.557183524217041,-0.540682059544051,-0.24964387843236,0.447010320790907,0.199228630030541,-0.584094840175404,-1.12742447843965,0.0117810121564735,-0.28594606951259,-0.457323526180465,-0.738360362301839,-0.702699931349511,-0.545638178434802,-0.673436585067754,-0.83156645001513,-0.819883025147641,-0.356676281938413,-0.493054063043733,0.526968790670993,-0.62779955284439,-0.166358307337957,-0.532072317062511,-0.553851145278138,-0.703216811991123,-0.673251884894739,-0.655182728074366,0.195722456876132,1.25101521271787,-1.02162109779057,-0.281662746367767,-0.483713465427071,-0.159949766577431,-0.757166990623484,-0.755518856948324,-0.754208143636861,-0.866146349545082,-1.05989160581399,0.509759751854538,-0.466180333684369,-0.316649925582434,-0.6588090393701,0.23236198965767,-0.166300450613959,0.274843027158729,0.0442254375531886,-0.678856433611924,0.771181960178873,0.714805265307909,-0.835543570737515,1.0755450567536,-0.0296680903505949,-0.633174028311489,-0.654173898115169,1.8446373635069,-0.608932015654272,-0.572245376396816,-0.569294884214481,-0.499786466115524
"Listeria_Oss_3 (GE) - TPM",-0.466063980699843,-0.452268672140483,-0.49156464706145,-0.82835905062073,0.920391555721591,-0.81613301906258,-0.712242657529318,-0.910259103848392,-0.730011145051446,-0.551521556313625,-0.677690928540226,-0.684707391179815,-0.573183311562837,1.26502130068495,0.968822283563774,-0.964373396655771,-0.718012654846232,-0.833763647231324,-0.759140165075222,-0.70616405690176,-0.667696175440537,-0.370704388722812,0.172610986527493,0.228236280192405,-0.550340407323005,-0.994246299380085,0.182810575287565,-0.316461855645178,-0.536189247268417,-0.483071179004563,-0.952473308723244,-0.683152889898697,-0.350464333906662,-0.816931970523953,-0.827287696811761,-0.429460803408652,-0.490834792382229,0.658354355126791,-0.632682772858296,-0.701156614471185,-0.516469343689336,-0.553420561418109,-0.633388941142363,-0.612503523498936,-0.549464145988852,0.395632992522855,1.01889540513687,-0.621841556311579,-0.212925508982716,-0.458394970786498,0.150534544536657,-0.682652671714475,-0.797869270572343,-0.686004316631681,-0.868424159068151,-1.04047927733457,0.281052858083288,-0.104912898371209,-0.110456645911464,-0.344726744644563,-0.631476345973219,-0.0119858175937876,-0.215942309570218,-0.163725603698948,-0.866313344278094,0.597245678757059,0.773735029846353,-0.828759937909532,0.805154527904301,0.0307070254229597,-0.637445483811088,-0.649258692021216,0.112648419290484,-0.888909678427223,-0.827778574526121,-0.593548685536163,-0.735170826610701
"Listeria_Oxs_1 (GE) - TPM",0.242494768204857,0.157900116787383,0.454229449042355,0.295622525166563,0.829132832335228,-0.589374441670881,-0.609020665886141,-0.514485386927993,-0.78032140840506,-0.846427061769599,-0.603677884661646,-0.401405954264394,-0.332409712156397,-0.119733324876754,0.360632921901296,-0.331301647589066,-0.649149035616623,-0.717529828968701,-0.761357042644792,-0.513069925294924,-0.911676147559775,-0.371828481616529,-1.23212928258778,-0.693283351022389,-0.8521497979783,-0.443816298391814,-0.719460210826572,-0.557626784224061,-0.113171093931157,-0.0563810877607745,-0.206727947594172,-0.359595901309352,1.38242302764865,-0.583963499628119,-0.300484204879012,-0.0794201603647259,-0.680136831422228,0.51753983908055,-0.348273740140792,-0.375445295609301,-0.603899192688335,-0.620589343938618,-0.456917014103432,-0.439441676574163,-0.4842924681477,0.393150678291686,0.278039824241158,0.550900171050217,-0.428077256292457,-0.963678150106806,-0.599725037252956,-0.658574394620916,-0.560270331932289,-0.340031780036545,-0.441482051580763,-0.326762857024659,0.508229732589356,-0.525671997761819,-0.649088555621005,-0.892428777874155,-0.109034375036896,-1.03452611756491,-0.563916903982899,-0.0742078766335187,-0.866313344278094,1.08590809994201,1.63002561371431,-1.03330459569876,-0.695309412143039,0.375996539529958,-0.597882791285727,-0.576700653431232,-0.581441378210209,-0.301393267158887,-0.765203173969937,-0.824317746257742,-0.455609394865112
"Listeria_Oxs_2 (GE) - TPM",0.489438193348701,1.27847280755333,1.23128149209374,-0.565455643006821,1.45928315874783,-0.378783932520533,-0.764928536954385,-0.585427778501118,-0.598186620702053,-0.41621691890621,-0.640914899627986,-0.355145227678074,-0.554776162674201,0.240011135303143,1.18251166237373,-0.824340485917682,-0.477673983989643,-0.797620141605593,-0.806356514458693,-0.771512590075075,-0.887855146519336,-0.66515675657707,-0.897959318525159,-1.07739632636148,-0.981256840391633,-0.69414233142245,-0.948413884441023,-0.274618188114827,0.409424787278106,0.452445006873592,-0.135962274104085,-0.511837705582928,2.03960208539525,-0.773759182166616,-0.671621838233533,-0.683480696615617,-0.736494779497911,0.790925687890108,-0.471251518454999,0.976265838440741,-0.621656284007917,-0.619439567230371,-0.595136200768678,-0.578963705757902,-0.326291455364352,0.472428852056471,1.04026920941501,-0.700289639248011,0.0313359934444951,-0.65654876909709,-0.666609707889155,-0.734992299556936,-0.688709985009713,-0.614326138412497,-0.717244318424528,-0.760019161040662,0.108904984096417,-0.314835153880525,-0.712688059057655,-0.646416116418084,-0.131789780753984,-0.650450330463221,-0.892749328287165,0.120865012108055,-0.866313344278094,0.328385045268336,0.103071389656065,-0.577468123948213,-0.48482081093431,0.676084667524557,-0.641392904949038,-0.634614461767956,2.0672322150087,-0.769571293793777,-0.904626294675814,-1.11966682341117,-0.591650478855146
"Listeria_Oxs_3 (GE) - TPM",0.861409114066164,1.0876022439922,0.494999308962531,-0.649165995218984,1.89049914845343,-0.673747450118796,-0.526333445533228,-0.692394460412811,-0.749385663003097,-0.415327575476892,-0.6746829410934,-0.602536112329317,-0.721129492802749,0.484389462576516,0.565512285941523,-0.887302576745066,-0.674452238295155,-0.863329983289037,-0.83224166430226,-0.895881161419855,-0.912953066250525,-1.00391857680601,-0.746975390377383,-1.1512280971832,-0.622771361069443,-1.08407897644612,-0.90036375885109,-0.68888837500432,-0.199283448720118,0.278245542831676,-0.503469739617795,-0.904455436330842,0.704152129030996,-0.822675452965562,-0.787370139916019,-0.826916081974326,-0.803163416803914,0.776851432594055,-0.498653105408608,-0.495013788415704,-0.641188019971119,-0.640766852342993,-0.697697798034745,-0.703792258501107,-0.652034249244295,0.37472295206264,1.61080422614573,-0.63982286046332,-0.353275834807641,-0.963678150106806,-0.929108018191102,-0.74411906090727,-0.721986425169857,-0.67588937628721,-0.73234109528845,-0.885354863541367,-0.76032523539416,-0.502673099911536,-0.554675552175146,-0.501400871378911,-0.194260580783148,-0.986557820015705,-1.0101996874675,-0.511477293837728,-0.866313344278094,1.19021995624011,1.66970980041079,-0.599328674247469,-0.285354033910271,1.50838098094538,-0.651158671812584,-0.665523763499751,0.155155254664744,-0.780342187841012,-0.973389456013362,-0.890471732352597,-1.03044889702774
"Listeria_Sp_1 (GE) - TPM",1.98534769908462,1.33023949630198,1.07444953104375,0.335723122453398,-0.900702457883362,0.111688062164485,0.0829692160467237,0.928504735830011,1.51315214344192,1.05432778945656,1.66824123046202,1.27586860961227,1.00672086041591,0.143064412061838,-0.505815664178073,1.27008041708223,0.708423673885671,0.992601597866873,0.80349281119841,1.32946190308723,0.75093238982004,-0.302243831912063,1.82674788480356,1.06630043782702,1.39413821574429,1.08672265026645,1.0850844832464,0.0668143784597992,0.786375480370539,-0.126072906622858,1.25893448682582,1.58080503528596,1.25941460640236,1.39595365126032,1.34665270239004,0.285592247014771,1.40606420317692,-0.811546377661067,0.712126317269678,0.177110125723356,1.38789574281512,1.47797045812446,1.65096258739228,2.15822625831356,1.56462880587351,-1.07772104417877,-0.748810239943348,-0.0381639175314472,1.48687772380787,-0.119347909851391,0.514161659986122,0.488474710468343,0.155991104734466,0.257579108695619,0.29280507842953,0.376572900529969,-1.15055758965065,1.60084632541137,1.23804613540707,0.463674476143318,0.333330201549766,0.516602352246304,0.641900527417906,0.816768617949462,0.0381848507902074,1.64142476961941,1.11829639918838,1.32111415060484,-1.02901735809739,-0.395295376663915,1.05854108879536,1.1546335832868,-0.118679564029035,0.220610603549365,0.461037065365805,0.336515495036802,0.0696294582365767
"Listeria_Sp_2 (GE) - TPM",1.34477910470491,0.977874285986443,2.21365882281531,1.03299062338614,-1.01237857947532,0.285370978701191,-0.309547145108993,0.81770042027714,1.11783128765207,1.68799687613633,0.450564445330028,0.700348975433066,0.9122230771384,0.556743035711734,-0.425207829530421,0.880005054313486,1.08004814859408,1.2163521500588,1.11195298351662,0.579845705008652,1.20201872243224,1.18117137759813,2.57050027194446,2.7433219677611,0.622716411001516,1.09168315435372,1.18827694577606,3.06020726304828,1.37931658872714,-0.638710379897263,1.68018737089045,1.86197481338555,0.911865473014397,0.912996153085419,1.07890028013914,0.200489664448425,1.96063379372821,-1.07502942170441,0.72592595389438,0.240906508262981,1.30609504830871,2.08331383587457,1.50838868108086,1.77500866235931,1.17450856091511,-1.4663024558542,-0.731597437372963,-0.442892126047901,2.40195629495127,0.644623318385164,1.47642130413461,0.546186292538235,0.0595697106045825,0.228558816890635,0.308854846122135,0.887618235129558,-1.45830123202286,1.09472818584324,1.14521570873567,0.0158080197207192,0.419205657614296,1.27042277432351,0.955697588735886,2.85038467887637,1.14374937427152,1.79090642568828,0.992619706557455,0.578716887810817,-0.965625621057289,-0.260435587072679,1.0319612594849,1.3614771542739,-0.788280258684588,0.748602073098629,1.6904522895711,-0.366597483456202,1.81009469569836
