"","SAS_RS14285","SAS_RS00390","SAS_RS00395","SAS_RS00500","SAS_RS00520","SAS_RS00560","SAS_RS00565","SAS_RS00575","SAS_RS00710","SAS_RS00715","SAS_RS01150","SAS_RS01165","SAS_RS01685","SAS_RS01690","SAS_RS01695","SAS_RS01730","SAS_RS01990","SAS_RS02075","SAS_RS02095","SAS_RS02100","SAS_RS02105","SAS_RS02590","SAS_RS02610","SAS_RS02615","SAS_RS02620","SAS_RS02625","SAS_RS02675","SAS_RS02970","SAS_RS02975","SAS_RS03160","SAS_RS03845","SAS_RS03850","SAS_RS03955","SAS_RS04510","SAS_RS14580","SAS_RS07370","SAS_RS07585","SAS_RS07875","SAS_RS07890","SAS_RS08050","SAS_RS08055","SAS_RS08060","SAS_RS08065","SAS_RS08070","SAS_RS09190","SAS_RS09515","SAS_RS09520","SAS_RS09895","SAS_RS10065","SAS_RS10070","SAS_RS10075","SAS_RS10080","SAS_RS10085","SAS_RS10300","SAS_RS10430","SAS_RS10490","SAS_RS10495","SAS_RS10850","SAS_RS10865","SAS_RS11090","SAS_RS11130","SAS_RS11135","SAS_RS11380","SAS_RS11385","SAS_RS11390","SAS_RS11395","SAS_RS11400","SAS_RS14845","SAS_RS11865","SAS_RS12135","SAS_RS13415","SAS_RS14950","SAS_RS13440","SAS_RS13445","SAS_RS13450","SAS_RS13585","SAS_RS13855","SAS_RS14230"
"MSSA_Li_2 (GE) - TPM",1.0065518603626,-0.647809533532106,-0.663024606810514,-0.180425976325008,-0.25564197024795,0.173102481251853,0.118459595159964,-0.295161345800918,0.249479651979331,-0.488588978999121,-0.169940024525931,-1.04639525179307,-0.974724041425872,-0.575724082103635,-0.373332805289963,0.594671549062972,0.478743176739752,-0.540393042121205,0.348539756993769,-0.00164349409433947,-0.161772340328031,-0.513686968944746,-0.25078302076251,-0.24498276612752,-0.220068535145288,-0.412310695129725,0.426336433426586,-0.469584225384605,-0.589095579883503,0.379443009390298,-0.66677762807485,-0.951262591488152,-0.324534761646725,0.0768475307518712,-0.549949430929238,-0.675906345582595,1.1483431098524,0.378195242807311,0.0717124170920786,-0.418661852375964,-0.462537104221873,-0.403693792321046,-0.406309977231861,0.0419640410053315,0.595523288622103,-0.693596935634263,-0.765074691522302,-0.180945222985406,-0.788342944827486,-0.679013120534895,0.343922491085437,-0.281533303620983,-0.826446473816903,-0.208878434244245,-0.621696155813197,-0.079975134310037,0.0976028886965095,-1.22615269499727,-0.836911742950109,-0.402895326424733,1.12705601789792,1.55024894885099,-0.523784667036978,-0.518914480333132,-0.586981532711331,-0.529320877859319,-0.472267434929475,-0.559635315201365,1.05950489890761,0.0581517132537422,0.401263453527558,-0.318583343501459,-0.577306155098003,-0.47787350089844,-0.776342363770466,-0.746241283205539,0.330837034130012,-0.461023692049508
"MSSA_Li_3 (GE) - TPM",0.50448112450268,-0.511853935991519,-0.517488771758005,-0.514020847588082,-0.839114790464238,0.404956050718954,0.169335932598567,0.0194090065032097,-0.22388692109904,-1.05040989838574,0.146687309434392,-1.06515375961234,-0.248434895335145,-0.768231019888364,-0.569077209600691,1.071933940984,-1.316513912046,0.477499680342868,0.224452864866479,0.0454428614743762,-0.0510049321381779,-0.706079511877993,-0.116210658001261,-0.00855234383015831,-0.222084215270602,-0.317172903312547,-0.126757971708687,-0.629490304605861,-0.582193154774054,-0.853962065556381,-0.591102821897512,1.48776097073605,-0.204824290598349,0.402493882621214,-0.549949430929238,-0.510881871096192,0.703083797185763,0.442690227714066,0.0256363889382359,-0.324387120504977,-0.391359621393589,-0.473065828723882,-0.218099400766255,-0.119737280250331,0.242855542019689,-0.113363026447788,-0.434000127941975,-0.180945222985406,-0.0193642490229074,-0.191525174689377,0.416770556701946,-0.745745318006154,-0.403688015014844,-0.208878434244245,-0.121137810746087,-0.134229432651833,0.0435735577700387,-1.16854864064667,-1.10532071875585,0.148533633703135,2.50811513413496,2.55012059142405,-0.233215892712068,-0.132327585247043,0.0562693142023813,-0.157696525145932,-0.213630313589316,-0.110755146642686,1.27579328980189,1.07655505402435,1.4590861506904,-0.133207055883723,0.130420449117275,0.256105595814405,0.271722153802329,-0.341106106891239,-0.415032596030568,-0.357908739929
"MSSA_Mig_1 (GE) - TPM",0.320969614341126,-0.00516437191000752,-0.164378833565136,-0.891204877373263,1.01098789738092,-0.560580244945637,-0.521036063626884,-0.444880959822323,-0.231371462199399,-0.952244525978578,-0.888704804266918,-0.386906382210688,-0.180125676022451,-0.322963568834903,-0.610669188289844,-1.34427434064974,-0.186151873414951,-0.0599636531354528,-0.78294188084616,-0.872830045304742,-0.963451493482335,1.2572721826714,-0.398950348660621,-0.41300412788697,-0.274238296030847,-0.109480112739955,-0.0336038684037266,-0.18513018219176,-0.270369984181634,-0.949713685173164,-0.135999520461845,0.0664095050096464,-0.652288490734529,-0.482367792414163,-0.549949430929238,-0.166184004099563,0.383743520439885,0.706250732857802,-0.030536854810294,-0.628891511637415,-0.548241605030091,-0.228405658162569,-0.289157993252162,-0.515695184529149,-0.113362415393202,-0.436481991137247,-0.495254326974127,-0.180945222985406,-0.507053615347433,0.190789374383247,-0.276297985741717,-0.180382662376466,0.284708434131569,-0.208878434244245,-0.675564402244878,-0.508830486199359,-0.640979414699764,1.10841386635317,-0.00374060185664951,-0.163962687833536,-0.830715873899336,-0.562777957549504,-0.669863499658488,-0.675321887475901,-0.684084757945664,-0.700938850407947,-0.628845192133192,-0.775884348179172,-1.00575381905781,-1.02001828385518,-0.893104492788656,-0.972297507424415,-0.255938219066897,0.0468358201449272,-1.00089571156978,-0.0237570867945963,-0.730295122582494,-0.00692683939435598
"MSSA_Mig_2 (GE) - TPM",0.275454154540751,-0.120223263841209,-0.114286610455955,-0.80393133180994,0.11346453265753,-0.535496941139563,-0.51750407029984,-0.434199124004495,-1.19244399476259,-1.07622947650136,0.0853445162138958,-0.430301927203,-0.0635523898179547,-0.0466089094939167,-1.01182750522855,-1.63906756593864,-1.05646729720964,-0.203533339380856,-0.801348628592638,-0.859036930471229,-0.893110228431812,2.0399119595497,-0.481197660812984,-0.452885678023385,-0.372358369962042,-0.138876236509869,-0.0955310961532767,-0.38547383272528,-0.574464062152394,-1.24899700823198,0.475413885873736,-0.971095192240143,-0.74214370023836,-0.525736900220029,-0.549949430929238,-0.147899469891827,0.139076120443126,-0.656047596234818,-0.567999820000413,-0.486435172170398,-0.384820352339648,-0.160024879837564,-0.338353332503589,-0.564212231864078,1.52887305291694,-0.270817446722532,-0.897526661358745,-0.180945222985406,-1.40265925869516,-0.392184542922901,-0.154167731627151,0.229757287245327,0.0426587838267968,-0.208878434244245,-0.494554919096747,-0.523845551640067,-0.779045528651974,1.05578244877527,-0.320930212581796,-0.0651943797477852,-0.640944415077491,-0.568310297204114,-0.646799838834182,-0.701686363013008,-0.630186826529287,-0.601653379719223,-0.580406714854313,-0.697469730338122,-0.571448162525514,-0.71727894357751,-1.19475960414632,-0.961832013950023,-0.436461431903781,-0.856421009791937,-0.891333495518261,-0.612224063396506,-0.520474574202021,-0.173660911613289
"MSSA_Mig_3 (GE) - TPM",0.166842676943362,-0.133732011551195,0.106811252009325,-0.765886538683145,0.690764886937074,-0.553389943120481,-0.472458798124291,-0.299683809363083,0.475711039329926,-0.178309331984344,-0.0466132987055605,0.297946318380526,-0.521880401198007,-0.713682031758301,-0.383302969553417,-1.72961477473471,-0.810995416346779,-0.0132627673865736,-1.24870466594491,-0.932244729504584,-0.927996298691051,1.87009612877049,-0.468265340454983,-0.469496271702751,-0.292685716862135,-0.187117322617526,0.0219778929401216,-0.114060133904961,-0.244949321812005,-1.32299977332461,-0.359805136955997,-1.7485192263147,-0.740793856126102,-0.540066510919655,-0.549949430929238,-0.621733797196547,-0.457993126455119,0.682517706944331,-1.0630034479733,-0.53816872882573,-0.372505414084074,-0.177448292725207,-0.469065704228849,-0.353915867780857,-0.528998147369437,-0.463367508076351,-0.532095291066677,-0.180945222985406,-0.264468330711131,-0.287913957251287,-0.213571629344458,-0.366454956411411,0.34504056024099,-0.208878434244245,-0.784544775118242,-0.583856680637583,-0.747111805513217,0.552284266117637,0.33201828702124,-0.211463395435874,-0.847943375523916,-0.51309396426307,-0.635884761990374,-0.638195602960033,-0.657068988066573,-0.701368614010935,-0.568094128913363,-0.671528908296145,-0.140953582987953,-1.20869430415421,-1.00725550435054,0.00732776425365804,-1.05252142904633,-0.501688978476695,-1.2312416772239,-0.0909461641730113,-1.15961781541823,-0.177430831508329
"MSSA_Nd_1 (GE) - TPM",0.962562148283061,1.53037881756854,1.92762362104783,0.804148612433522,-0.892728258700191,-0.684586506711147,-0.636204236029313,1.4218027109632,0.476439048529911,0.239286608129915,2.05851671322604,-0.0565540836546333,0.907656096276299,1.23828612527276,1.69031896381863,1.51852962484367,0.894398213565222,0.312464721539366,1.61811755324253,1.25876891074974,0.878890351805787,0.250070374683,1.02275554335538,1.23439436302875,1.39361379295179,1.44819345594413,-1.53852364350885,-0.719745011815813,-0.865973312347019,0.455527092107477,-0.297564828132817,-0.3384666016764,-0.251795818162145,-0.40197961085408,-0.549949430929238,0.738526339605119,1.00465503964278,-1.04455760727455,-0.369460893558498,-0.00556148503156181,0.138089069056687,0.858262999544628,0.537015397318264,0.756907397665593,0.273748034443009,-0.835055960941089,-0.704413668949261,-0.180945222985406,0.865390180237298,0.249919466218737,0.592860540512351,0.014877300994496,1.01749993709809,-0.208878434244245,-1.2008160270114,0.77098923144785,0.157875231477844,0.363931759056102,-0.165490611901868,0.528319054112442,-0.498762967799835,-0.374440141067121,0.0509509145628085,0.227985831514996,-0.0743891407497448,-0.221130708644892,-0.238824311112439,-0.422548852957936,-0.702424900604214,0.130292638029192,0.365284428904392,2.02013338420371,1.3350563027878,1.51330864628528,1.98072957116477,-0.669893180379222,0.427170278429725,-0.33709384243626
"MSSA_Nd_2 (GE) - TPM",1.45382730241781,0.925189433868461,0.579777338732034,0.400148245669751,0.420001499021763,-0.724770153475919,-0.63147433092779,0.792418556582555,0.526858129280259,-0.407880058209476,1.65371762834513,0.217675277711393,0.193671332839348,1.24581733239368,1.33860415566868,1.53352930498109,-0.286327780434286,1.04675441961228,1.02748963448411,0.944863278498043,0.377573428865973,1.03453304690043,-0.0316535693518498,0.0983481181080799,-0.0206879749995489,0.326556249840202,-0.378392536589048,-0.545851359955111,-0.657008026612526,1.5546880609667,-0.402924473340449,-0.168150081600702,-0.245420356563811,-0.592496276810946,-0.549949430929238,0.532851402708146,1.34845256988555,0.613448214633691,1.76058537791032,-0.500195486786308,-0.317601905303192,-0.0251205624403415,-0.199100374439509,-0.24160425287077,1.1699658736148,-0.731500437269878,-0.988657664856451,-0.180945222985406,0.29469937992026,-0.23282033217223,0.560234314446542,0.840187531190011,1.66795965120303,-0.208878434244245,-1.14287007023291,0.126119682635871,-0.151509000137144,0.292171133686134,0.987792546808837,0.151371615487495,-0.290251283696388,-0.230545453198534,0.160861639313217,0.161004313131717,-0.0943955757742265,-0.0575983809815329,-0.139575992580401,-0.258919447252365,-0.99348814722889,1.0350685740039,0.26763473481233,1.57350500256298,1.72540894826009,1.72843387578865,1.94117460620352,-0.598722289263596,-0.732701078089883,-0.200206029616436
"MSSA_Nd_3 (GE) - TPM",0.61391638811885,1.04229797930626,0.988622927212873,1.27632347848395,-0.328617898879119,-0.636803921872593,-0.580609533126096,1.5769721088125,0.803675790811179,-0.319720340353117,2.05161182884568,1.92625167500927,0.799061509449278,1.29843728771104,0.231070082287131,-0.14471166369973,-1.2579976800063,0.618517867614592,1.5008548253055,0.975362762436873,0.965819206394108,0.0758067822283453,0.671184211658789,0.698455081106429,0.650274618905,1.05426610663302,-0.391524926927876,-0.946390011174419,-0.833345084854241,-0.326457328432855,-0.268596203113904,0.187582407822932,-0.35465449543357,-0.433510988363993,-0.549949430929238,0.330059299613308,0.994232175345657,-0.85331879742959,0.656582631170898,0.0996944665709034,0.264578180036643,0.691148524605592,0.412296480272569,0.274655568534553,1.6219829135877,-0.915633021178212,-1.02940040376769,-0.180945222985406,0.0702984583213316,0.361282625396718,0.55217799991841,0.502645562756652,1.5658024382784,-0.208878434244245,-0.863687889071736,0.416904286295022,-0.102689410215157,-1.06368228687526,-0.706992794444399,0.710948434444851,-0.929215535377867,-0.921893085600261,0.218697271214797,0.364096040805004,0.0744136023015465,-0.0829157365542381,-0.0786348950925058,-0.438314398108916,-0.99492982289308,0.439446121720941,-0.262377531775363,1.17195467355814,1.37285176637043,0.599660351818072,0.202443407997189,-1.0975743241905,0.579459426864401,-0.377014723331457
"MSSA_Ns_1 (GE) - TPM",-1.29567372745127,0.448694088120583,0.0778389706506509,-0.679130160555272,-0.464646416509037,1.21547072655543,0.866817603601552,0.549086218823122,-0.218196743635508,-0.697342009700133,-0.374993828202366,-1.65997071699859,-0.384878180633185,-0.195560867272485,-0.809558997301828,-0.330769405558776,-0.120523373173628,-1.65223950399385,-1.49266177132216,-1.34381735090883,-1.61205734371973,-0.874346310879559,-0.126739894660766,-0.144355667704795,-0.199169456111262,-0.302865897260028,-0.472371633675126,-0.05307482138617,0.0538123136456699,-1.54029048731452,-1.11079030482621,-0.180483469959541,-0.231779425993681,-0.210695857693063,0.0339117841835481,-0.52589726832958,-0.953261303357341,-0.71611869984093,-0.630643019525654,-0.201102757210388,-0.259110408358561,0.0564717872386427,-0.136032196629352,-0.129923131083731,-0.762977787997868,1.08998632827983,0.956872462213335,-0.180945222985406,-1.83769092024271,-1.60936448986167,-1.7732300467835,-1.69858684204509,-1.63985071144097,-0.208878434244245,-0.95599817873459,-0.128588070116205,-0.315561234475213,-0.265417664534283,-0.705051140268919,0.775189743854037,-0.398101186616472,-0.473244761433749,0.280693049372701,0.413856982121552,0.461059203961134,0.854199507008309,0.695044186525612,0.764667798396454,-0.206715502132704,-1.19156138572393,-0.0640658990941634,-1.29187994917098,-1.08479708153587,-1.60616798110501,-1.34504339765271,-0.939861567717124,-1.06188894111064,-0.597802446774836
"MSSA_Ns_2 (GE) - TPM",-1.16533979265629,1.17893050486585,0.248440728764216,-0.814895737649447,-0.703302683640715,1.06822909057622,0.933576108285427,0.53757162264618,-0.46755343813022,-0.368565795837508,-0.6762690764932,-0.57138638549724,0.350386154336833,-0.486728290736531,-0.4118019383309,1.37615650441476,0.891375559250778,-1.20586278209162,-1.3607699717768,-1.28534330980515,-1.38353995004616,-0.279530386423752,-0.5534331364562,-0.567794541871228,-0.446620885364402,-0.277598606523611,-0.633670833182844,-0.334544183970111,-0.460626320250749,-1.10291691218899,-0.427475987265729,-0.435336717635691,0.0834879893003969,-0.587567623338732,-0.549949430929238,0.594144943904964,-0.817973170523722,0.0972508673031334,-0.883070592651204,0.178674368279223,-0.0268159547126934,0.0968578488122517,-0.248774954308909,-0.290343524204627,-1.73917504346832,-0.536692686218586,-0.208231552222543,-0.180945222985406,-0.617611219585064,-0.909594187197208,-1.05199188583483,-1.47576050821148,-0.541505090709217,-0.208878434244245,0.102141448948252,-0.00121459747108527,0.0697663154373779,0.340764667903117,0.357515793830328,0.619338534296358,0.134119369963843,0.0347519407338609,0.130562779612022,0.182979219328577,0.196804013811333,0.50382732618376,0.349267735567459,0.443928950594578,-0.456811543572342,-0.618169475255979,0.728175835649498,-1.51864660423146,-0.947525290019714,-0.805240745571235,-0.753573132559274,0.141342222784194,-1.22029399232964,-0.655039957198088
"MSSA_Ns_3 (GE) - TPM",-1.73373671409158,0.735478446419252,0.641980056660219,-1.03838129036388,-1.24119374409798,0.93129827222895,0.798094827668124,0.477565920626663,-0.252182933492208,-0.636141785418081,0.751387338979851,-1.75942687372631,0.0825794863111162,0.233056946411355,-0.185687154097246,-0.772574916258284,-1.05569487701001,-1.16227976162498,-1.55801918686169,-1.11443035618518,-1.6919221489074,-0.637387680908759,-0.645120817787264,-0.619997171662101,-0.599076266219893,-0.488551659263701,-1.52174142582487,-0.337596537836141,-0.600505284267971,-1.11177511843561,-0.909578735905065,1.10340343729242,-0.0976131780028543,-0.529242689066273,-0.549949430929238,-0.523716393098235,-0.718224987601419,-1.67726919322681,-0.82288030721219,-0.0283340201774976,-0.179527899193476,-0.204092995602946,-0.512285158797251,-0.550171621169805,-1.15495861413452,-0.433725061279694,-0.574668753985739,-0.180945222985406,-0.988077823026013,-1.28227706274637,-1.46833147473597,-1.30747240786184,-1.51389272392075,-0.208878434244245,0.495684320542891,-0.248505443656538,-0.328075909131861,-0.497842311036963,-0.707545459886513,0.226536555269704,-0.585150320171069,-0.525043357056618,0.320408487239472,0.282639005886701,0.262794333237863,0.398909242659547,0.423198850432527,0.394538495189487,-0.815389238701477,-1.23759043894839,0.355058732640436,-0.121997459210033,-1.24367261088728,-1.34044678454379,-0.752262943527088,-1.28069454275815,-1.24191287335356,-0.746938791801238
"MSSA_Oss_1 (GE) - TPM",-1.10052135875252,-0.708045251505945,-0.527621466697174,-0.125140076977842,-1.121552529575,-0.409920122825308,-0.369784301497463,-0.510170454231608,0.311350483185339,-0.351519923797902,-0.682632543296725,0.0322175107910943,-1.13413683672347,-0.899212406182095,-0.458354169938588,0.00866372711275057,-0.478216675682178,-0.746668465683394,-0.208602609585056,-0.00587984719987172,1.28148809222211,-0.921689509125919,-0.368920186349563,-0.405249038326294,-0.369024370486883,-0.369923144587845,-0.39311143402579,-0.433526706968671,-0.436623601762683,0.387030968997776,0.116075857764718,-0.819353052727736,0.0264280766906463,-0.319217560693978,-0.549949430929238,-0.829826859422385,-0.934347383447299,0.918711917933854,-1.08897828492048,-0.146015509837916,-0.424185323207555,-0.498823106510281,-0.543009061523851,-0.555911713577725,-0.255158051681344,-0.213391932361183,0.0275722055606576,-0.180945222985406,-0.488611198179386,-0.879193176709449,-0.974374900211628,-0.80606610335248,-0.990812478433072,-0.208878434244245,-0.930626597383844,-0.354628042209678,-0.443204979176442,0.626052305824429,0.434715185275793,-0.653513285406162,0.658908273976669,0.920018027831393,-0.565845189366671,-0.405938292585338,-0.595038006340156,-0.408274486646666,-0.38986807623186,-0.479067232937571,-0.405524522940807,-1.1601567384107,0.210461665216315,0.286767904656457,-0.682152263310163,-0.0251796647962739,0.000131406227922686,-0.144522723139354,-0.293643421175631,-0.602789001657017
"MSSA_Oss_2 (GE) - TPM",-0.686939146597742,-0.0594606373394344,-0.212530144261245,-0.494595096183909,-0.506916293102727,-0.283199749519087,-0.289991504748753,-0.363656755657506,0.77836031890692,1.28860344855777,-0.451789655497016,-0.310659159811213,-0.381850493246298,-0.778290517256953,-0.823844114257744,0.0384616179021533,-0.543736870446199,-0.695717176759449,0.375197396508843,0.148100914426407,0.752061128321021,-0.986458697948914,-0.571593118979867,-0.596554370320276,-0.556624672384856,-0.485017101129484,1.82765501308764,-0.540355494735679,-0.536388720125967,-0.223935652113795,-0.885556737149532,0.420956202441531,-0.398844287701203,-0.549517553862302,-0.549949430929238,-1.11019856656989,-0.161003128074808,1.62047208008696,0.157982538694172,-0.379796101594814,-0.494613887996689,-0.664975416701537,-0.714855817415053,-0.737530585000676,-0.56547483169813,-0.482660721503326,0.312834848975538,-0.180945222985406,-0.398872889809556,-0.907299095489635,-0.772109546631575,-1.01581487914505,-0.445600502446927,-0.208878434244245,-0.73736816809595,-0.472047995787652,-0.447266117664601,-0.41562285906499,-1.36590721214555,-0.549376641298226,0.374056146511477,0.745747242079887,-0.344116693965917,-0.303862835711902,-0.130064054654892,-0.291155124003704,-0.281002579271042,-0.178566270381173,0.223925351570223,-1.1405331802746,0.27177873809211,-0.37220663986298,0.17865039352298,-0.24267840165781,0.0890798779980072,-0.00926718222564727,0.305263736772892,-0.607404393165846
"MSSA_Oss_3 (GE) - TPM",-0.915963531235187,-0.337835359284242,-0.387393202843953,-0.712950858650696,-1.34542423895765,-0.137806235598543,-0.182016845918709,-0.404607495835009,0.354069131313519,1.99063829240606,-0.777755793978729,0.682682778019064,-0.716466205644777,-0.535170866773062,-0.941106153850575,1.36053412009015,0.457784793090485,-0.872577829730002,-0.0540345813377437,1.07944906850792,0.0671319893738365,-1.1392068102129,-0.711578708814924,-0.726800609607755,-0.673055855329249,-0.530799083049796,2.22610045393443,-0.629545705423496,-0.649831873459957,-0.780753682290095,0.075843737875285,-1.21684100335652,-0.363737775624032,-0.642288427725394,0.568105654564825,-0.526004629459513,-0.507356836717768,-0.678629507812601,1.29487065367918,-0.405172227382567,-0.4435275667504,-0.695279200049441,-0.763352831707042,-0.873918944689821,-1.4187146491059,-0.0677857442578871,-0.632828061930531,-0.180945222985406,-0.587495395707129,-0.591894533209952,-1.20119686962865,-0.606485439826684,-1.72879682413418,-0.208878434244245,-0.966467916243078,-0.661331334638336,-0.550687735860247,-0.569399587814068,-0.347271429045039,-0.394477837958947,-0.414128404960367,-0.32039055097036,-0.116809565044676,-0.218826896590201,0.0534897081870217,0.2699212923798,0.131845136131548,0.247228916822018,0.897320758035958,-1.14498139146277,0.401854574658634,-0.917980881095795,0.239574879052635,0.788205174396907,0.530402980695316,-0.0801348393286629,0.0893139199304879,-0.672300184665575
"MSSA_Oxs_1 (GE) - TPM",0.0302596613658579,-1.15326742972276,-1.13572370344429,-0.624336650378015,-0.0706065430448648,-0.689790104138721,-0.678331511258864,-0.895977374415708,-1.10679244031007,-0.256171189487253,-0.304469538557489,-0.952665985420638,-1.0686609211298,-1.15300709220137,-0.596067283147452,-0.476865515077862,1.46331749991781,-0.635222543691777,-0.518758056264365,-0.528356359636995,0.398972214495329,-0.457308910603986,-0.355529749827088,-0.367795080224336,-0.361056869350782,-0.443616234003115,1.55980406256674,-0.192013461363349,-0.38596697788418,-0.0781858117915855,-0.0749508017890216,-0.464826934577638,0.0713715151610882,0.289275346352955,0.214233666112432,-0.661046875868898,-1.0236678921409,1.32549945787854,-0.779728905596524,-0.368268914797398,-0.58915170062271,-0.495194904562762,-0.349239595031379,-0.145832281761389,-0.205947442545679,-0.402918270320684,-0.636594494855142,-0.180945222985406,0.325263354448434,0.122341844408031,0.200863738650451,-0.557827424321062,-0.456138650418931,-0.208878434244245,0.797642022717369,-0.630454092402342,-0.532272196376044,-0.106730955669313,0.262261004051201,-0.941442435439565,-0.429816938700395,-0.421734562219749,-0.102072349301871,-0.199618161658874,-0.253033285493576,-0.231953512392404,-0.169652949099623,-0.195460977163338,0.454616653794748,-0.33286995743464,-0.960835624192527,-0.34781774134589,-1.2908454521465,-1.0790727123006,-0.232572247682242,-0.243925827989682,-0.377260131508625,-0.388801860207699
"MSSA_Oxs_2 (GE) - TPM",-0.505549790575441,-1.14627260200121,-0.986927947446356,-0.413089649134005,-0.396102921470302,-0.68161433944103,-0.67283422343836,-0.919738798719611,-0.675104361172932,-0.674648814760928,-0.82506857110136,-0.897708937437062,-1.01048600005058,-1.23551509573815,-0.0449013677509106,-0.340022656403119,-0.961267138840438,-0.978963602714818,-0.848671373977935,-0.856905965827846,-0.193420753056169,-0.854950780240767,-0.544808118750214,-0.505032552997642,-0.547034804477078,-0.578766087720574,1.24411015750009,-0.199858571621255,-0.466416612119341,-0.23215634480458,-0.16183411509484,0.0252826219068042,-0.326299116588752,0.0954113488027988,-0.549949430929238,-1.16027354408541,-0.964789303157426,0.413487091273898,-0.542664032236776,-0.417118651905586,-0.576592706419226,-0.642123190403128,-0.557650636314319,-0.480443254099063,-0.42210902657431,-0.345089276412521,-0.159647735568079,0.340890397794506,0.607515224693933,-0.186510784284846,-0.452134554133475,-0.00926276345418741,-0.335009064677784,-0.208878434244245,0.936342679141144,-0.740333064525175,-0.713504695558958,-0.797450724420327,0.833581367384158,-0.956278570039172,-0.591973304771284,-0.558117872744269,0.0566906861618518,0.176032927207696,0.0030908542414133,0.16571867702627,0.0131369472742662,0.369304771760434,-0.155590805583645,-0.365378191744471,-1.00157253944015,-0.344597600427565,-1.00568986252115,-0.796761083847268,-1.20584104203469,-0.4247823750704,-0.467502408644823,-0.360484679726749
"MSSA_Oxs_3 (GE) - TPM",-0.361913226373464,-1.08840402593312,-1.09952988324419,-0.488173142499794,-0.505661376314852,-0.661190256292465,-0.674972300144865,-0.862473744286981,-0.344693191068489,-0.452637716584367,-0.270675835993233,-0.278007758053743,-1.03569503734488,-1.1865265477131,-1.17077771491234,-0.648041614593124,-1.34986716800449,-0.628606173556595,-0.626789391888002,-0.632638499425604,-0.327241718071836,-0.565221330755004,-0.503878229023033,-0.488858253440663,-0.506692430720762,-0.585681600262511,1.16640717462402,-0.289616331979226,-0.358844477985407,-0.584113955923384,-0.3293294697536,-0.747215726122062,-0.486558624173531,0.202285804587661,-0.549949430929238,-1.55537953390157,-0.905062118183035,-0.00681499909281218,-0.844974825303598,-0.699830167337204,-0.679330743875262,-0.644680645874244,-0.563145977187136,-0.492656037014389,-0.269254175014943,-0.21446796495158,-0.321560068408914,-0.180945222985406,0.559366849745733,0.158694549113769,0.0270687845890695,-0.383649776274635,-0.0600317637156742,-0.208878434244245,0.934683376041165,-0.754677107326883,-0.694446841558273,0.0206299326789111,0.0821310669566089,-0.86752208535606,-0.618670263952846,-0.482805038260013,0.617976868435741,0.562627058824616,0.526725362630862,0.566155987792536,0.550611030853218,0.521649505695588,0.250032747976782,-0.354635498154756,-0.910991010861661,-1.21290176767565,-0.876552161139338,-1.42776427285276,-0.849964240282257,-0.414948853576602,-0.244173625333028,-0.374275867293371
"MSSA_Sp_1 (GE) - TPM",0.399398205777791,-0.403984558340612,-0.633652565143571,-0.677116305781232,-1.20976291217914,-0.7461681865834,-0.687748378056713,-0.681416458142053,-0.735486349008994,-0.70146476308596,0.500460028010157,1.18325924695987,-1.3663363729532,-0.823014870719617,-0.492606161282091,-0.544931311752481,0.896771716433921,2.28584904466025,0.788086714695056,-0.27836487879863,0.237486239349909,-0.605923867976741,-0.665556437321579,-0.697118838514941,-0.641429493389696,-0.464181466457461,0.946691998874736,-0.402718260699602,-0.199630531451365,-0.00700452821515309,-0.355796707264465,-1.30022541058711,-0.795467573664296,-0.777832395470737,-0.549949430929238,0.694979571964005,0.976029212992048,-0.214262629238972,-0.706340024570408,-0.898486132271811,-0.763094523552854,-0.633682094829193,-0.738121988944543,-0.783144889360431,-1.61125632837096,-0.976638936812565,-1.22301380178484,-0.180945222985406,-0.0290443959829018,0.119451012048283,-0.954228742154494,0.246427990258156,0.182372639038917,-0.208878434244245,-1.04417078122647,-0.607550078015783,-0.709045654164089,-0.865094443474815,0.0217450854679341,-0.221425972486924,-0.956938610394128,-1.05762609438583,-0.750294904035611,-0.790719424383469,-0.803146876066961,-0.765336018151237,-0.820097979194805,-0.831341131254038,-0.225956687316177,0.0999031310079597,-0.584277239408899,1.29245627745286,0.639958157402516,-0.884821467565981,-1.01681783299897,-0.836804341406705,1.73301536977836,0.0542071312285529
