"","pWR501_0019","pWR501_0040","pWR501_0087","pWR501_0133","pWR501_0185","pWR501_0205","pWR501_0250","pWR501_0251","SF5M90T_87","SF5M90T_207","SF5M90T_212","SF5M90T_227","SF5M90T_234","SF5M90T_355","SF5M90T_356","SF5M90T_364","SF5M90T_394","SF5M90T_416","SF5M90T_485","SF5M90T_512","SF5M90T_524","SF5M90T_647","SF5M90T_705","SF5M90T_784","SF5M90T_825","SF5M90T_935","SF5M90T_998","SF5M90T_1015","SF5M90T_1026","SF5M90T_1034","SF5M90T_1226","SF5M90T_1342","SF5M90T_1364","SF5M90T_1372","SF5M90T_1385","SF5M90T_1393","SF5M90T_1582","SF5M90T_1583","SF5M90T_1680","SF5M90T_1681","SF5M90T_1686","SF5M90T_1708","SF5M90T_1712","SF5M90T_1753","SF5M90T_1774","SF5M90T_1850","SF5M90T_1965","SF5M90T_2023","SF5M90T_2097","SF5M90T_2129","SF5M90T_2341","SF5M90T_2397","SF5M90T_2572","SF5M90T_2620","SF5M90T_2762","SF5M90T_2768","SF5M90T_2829","SF5M90T_2852","SF5M90T_2938","SF5M90T_2939","SF5M90T_3082","SF5M90T_3094","SF5M90T_3179","SF5M90T_3486","SF5M90T_3488","SF5M90T_3489","SF5M90T_3516","SF5M90T_3700","SF5M90T_3885","SF5M90T_3891","SF5M90T_3956","SF5M90T_4043","SF5M90T_4109","SF5M90T_4115","SF5M90T_4122","SF5M90T_4126","SF5M90T_4145","SF5M90T_4207","SF5M90T_4270"
"SHIF_Li_2 (GE) - TPM",0.611281373277501,-0.753691081938925,-0.60549435953555,0.313655261431398,-0.291327589014199,-0.552955486560904,-0.667332496825835,-0.68064139275105,0.464447330551124,0.588750700960759,-1.12275723956618,-0.711481449510123,-0.23540236569461,-0.458980593000403,-1.16503049480421,-0.0946058546077123,-0.624576023500035,-0.501003398227795,-0.579688871014766,0.338649905522919,-1.04088288409176,-0.824667812294243,0.569354213253585,0.666339767667126,-0.534585957645121,-0.449644918898981,2.94382435448418,-0.468445980260397,-0.703282949264887,-0.102103588529975,-0.248759036751589,-0.543403218506473,-0.877451350934453,-0.0646174705667831,-1.21168644315899,-0.66187404022735,-0.741430968851219,1.02480374517373,-0.783735802415903,-1.13103638515032,-0.967075583756233,-0.366089137965336,-1.02763988749012,-0.786485375320004,-0.5108795317235,-0.93608384120716,-0.82601846805584,-0.435358827850473,-0.0232303770357767,-0.84080149935472,-0.784611193609193,0.0663634943843573,-0.24915050403904,-0.548325565547377,-0.513878168882179,-0.872179467750788,-0.95301636317652,-1.19159004676756,-0.39599468957832,-1.19981353420483,0.617709853806817,-1.22693238178494,-0.554609778801999,-0.329860467774777,0.376933901613105,0.561699004532704,-0.719055880042957,-0.784236974099357,-1.45360290204333,-0.829694008364229,-0.69288861233296,-0.586221695288152,-0.474802059673105,-0.553897624380043,-0.772457401168876,-0.462500968028431,-0.255986668026261,-0.783297034560383,-0.604015010844127
"SHIF_Li_3 (GE) - TPM",0.93815980159402,-0.507965537224826,-0.903512042772568,0.666051537960713,-0.135676587349585,-0.488929736079754,-0.461248490804125,-0.466327170093836,0.177673627346759,0.0695690578320401,-0.269176018103313,-0.794034141076127,-1.10240585894415,-0.458399063457362,-0.672804608105322,-0.369488464003428,-0.265282968513251,-0.428445416035622,-0.653951661219241,0.368163169569942,-0.499932496790226,-0.607233538701947,1.75106531122839,-0.955063386638026,-0.0124353932201628,-0.870454474698016,0.583569080993517,-1.38425019682233,-0.703282949264887,-0.889806460411612,-0.132176667367993,-1.05267935936809,-0.736722625761295,9.99580549098392e-05,-1.48955055651586,-0.329198866371772,-0.626407186432434,0.954308923907208,-1.63354564639971,0.107504184720671,-0.249259339082835,-0.576663268375489,-0.88186867450802,0.611609536422257,-0.293574626948615,-0.773307592327649,-0.652124695584076,-0.141785269230472,-0.971170458745613,-0.611250984507911,0.0994624346318062,-0.301100778344686,0.217677860053259,-0.252225420084338,-0.409925261012954,-1.18135758264037,0.740056255385391,-0.726660987163603,1.70451990932336,-0.248114115973934,0.660424623661909,-0.844729195266779,-0.383771108498913,-0.437704354080966,0.865913718056539,-0.730670638587084,-0.719055880042957,-1.17792076851394,-0.0898317475297404,-0.3735067874076,-0.828578286095205,-0.175085745255358,-0.817588454100572,0.0979097261494642,-0.36218190486644,0.131278717573616,-0.268450408395107,-0.589402617768905,-0.604015010844127
"SHIF_Mig_1 (GE) - TPM",-1.42557412594624,-0.107904987872105,0.385656043550344,-0.514550351609234,-0.343890736213007,-0.648839109814043,-0.792475781908538,-0.930787241261151,-1.84029750524647,-1.37199488390574,0.877989375627848,-1.29180646289438,-1.10240585894415,-1.28337504824419,0.462191094158463,0.317710427280491,-0.543320040808009,0.872466975459928,-0.277535745299238,-0.639900369105426,0.962827007557087,-0.754806078623463,-0.263927974236361,-0.955063386638026,-1.14729957729832,-1.1864514498799,0.598833468270142,2.37590441303073,-0.703282949264887,-0.889806460411612,-0.559231704725119,-1.25659104930894,-0.916646244865042,-0.116910485995698,-0.496730166812676,2.25309142185051,-0.246555612084309,-2.09425995705703,0.79557995838615,-0.393996535116785,-0.902652557755187,-0.304563679081433,1.40126512801457,-1.4847939493332,-0.046490059672833,-0.298646691098345,0.194761186768291,-0.228232571049626,-1.27847944227498,-0.740692472423471,0.550999487943707,-0.510336114425881,0.34118975051041,-0.962165153552712,-0.876752828251424,1.35813233871701,-1.54502801176287,0.579594453211583,-1.26005198473216,-1.19981353420483,0.455768259703794,-1.22693238178494,-0.799565411638351,-0.946221777496986,-0.396016183229639,-0.511327579534388,-0.719055880042957,-1.17792076851394,0.51556476197034,-0.963523520227614,-0.782576728714519,-0.635871967413153,1.98657091220944,0.512135297435191,-0.428234895274058,-0.439194575465885,0.308215166722366,-0.955555529994397,-0.604015010844127
"SHIF_Mig_2 (GE) - TPM",-1.42557412594624,-0.0889802852222232,-0.766532590680288,-0.489541129635141,-0.988871349867903,-0.584623408714568,-0.779956198849827,-0.911099963424449,-1.64379691209297,-1.37199488390574,-1.3286138233548,-1.29180646289438,-1.10240585894415,0.0284331104405517,-0.306342195115022,0.47730817038778,-0.492435225843156,0.928411529755476,-0.483472739613256,-0.213893811708523,0.152940992624167,-1.01267045598207,0.515216180857447,-0.955063386638026,-1.00964384697654,-1.1864514498799,1.36007750451312,-1.57388826538609,-0.703282949264887,-0.889806460411612,-0.654815642280276,-1.25659104930894,0.69627280809547,-0.319526899337312,2.04763393956263,0.206756422782083,-0.663806165021524,-1.3313939076856,1.07095455751665,0.838387761072566,-0.722517230362207,-0.833540724605494,-0.486788965860892,-1.4847939493332,-1.24849823069009,2.63817623159252,-0.836950255506217,0.14184443515251,-1.35476088502878,-0.690174241530979,0.783880881067716,-0.729662931082841,-0.618685130442447,0.354869779257484,-0.800362398638273,-0.359694379395558,-1.54502801176287,0.341578334094104,-1.26005198473216,0.565718552459559,-0.731235777531821,1.6092235565052,2.04070448098757,-0.237175101335369,-0.765443514207329,-0.711500916871842,-0.719055880042957,-1.17792076851394,-0.375488333291572,-1.00015338907643,-0.23916912895282,-1.10954525008427,0.331927461342663,-0.968205886973475,-0.325222223575994,-0.0560860895129983,-0.676457201278185,-0.896884216828627,-0.604015010844127
"SHIF_Mig_3 (GE) - TPM",-1.42557412594624,-0.0861000163479296,-0.449456468903865,-0.544286506782468,-0.576010421505504,-0.688532695439775,-0.733494472627536,-0.880750432699228,-2.00086306212012,-0.624410123182189,0.869053682560279,0.257040555955019,1.2115660446562,0.916876302659878,-0.723168870336987,0.966682294273227,-0.131463784309406,-0.915650018709838,-2.16152404915448,-1.59176687111046,1.7060820085475,-0.873146064504282,-1.22175552297011,-0.955063386638026,-0.92869273773065,-1.1864514498799,-0.40644877298591,-0.393748896314956,-0.703282949264887,-0.889806460411612,-0.660748604597549,1.28134044386488,1.3119513778282,-0.302795542587864,0.735249307387803,-1.43629518641716,-0.339440293248782,-0.846529026069889,0.180920954993916,-1.13103638515032,0.767128770777922,-0.349678897151516,-0.574064430060388,-1.4847939493332,-0.437770190017869,0.632806283700505,-0.352773494877801,0.409660528724896,0.630013554503776,0.0857796453381566,0.414807667414887,-0.118789798305217,0.520056421878104,-0.962165153552712,-0.655603009836228,-1.73897878528771,-1.54502801176287,0.570776774603492,1.04605672106511,-1.19981353420483,-1.1415327177402,-1.22693238178494,-0.685841390099881,-0.159113489017847,0.311895793836523,-0.0627821884905922,-0.719055880042957,-1.17792076851394,1.68447560423321,0.453542810852212,-0.859286506037353,-1.1651462828107,-0.718083457436363,-0.968205886973475,-0.430458664792425,-0.940576645842332,-0.058119310403014,-0.48506061709643,-0.604015010844127
"SHIF_Nd_1 (GE) - TPM",-0.601978045418683,-0.866731519450774,-1.13201290997363,-0.239031316150437,-0.790615147309043,-0.671224208537997,-0.692256310854965,-0.811405968370279,-0.433794888254273,-0.98691026322815,-0.904102783464495,-0.095078282934454,-0.506436653089857,-0.622248153614523,-0.0345198703730922,0.2868584112418,-1.22264035684653,0.582158539704575,-0.590926029909888,-1.03745236868579,-0.590382534523381,-0.698240783096362,-0.479689585391869,-0.286341963424647,-0.577847734089331,-0.679978284916071,-0.429198548770614,-1.26994044247926,-0.703282949264887,0.734569884642804,-0.886934180927073,-1.25659104930894,-0.398080338885032,-1.17425244895736,-0.343545104492433,-0.549080084519354,-0.866884438291716,-0.268417951102445,-0.465244706722747,-0.563863178178464,-0.138692623673474,-0.5595893505795,-0.560361948926637,-0.164766260396307,-1.14659404067791,-0.910891425405036,0.524168991575906,-0.995188294572754,1.24576731536603,0.887005313015332,-0.120058720743684,0.108059128582996,-0.940747103302998,-0.108758036083136,-0.7738538986203,-0.696278284111305,-0.527671349421807,-1.03932639134342,-0.666107964957816,-0.691359071893309,-0.96562451729365,-0.920638852570921,-1.10800159207244,-0.195208047399187,-0.588471622803742,-1.4031164551689,-0.719055880042957,-0.366078301600776,-0.530677386631828,-0.81511748400497,-1.09376893158274,-0.712813491948207,-0.494451076482951,-0.968205886973475,-0.766087549673803,-1.08577993279268,-1.21092384651851,-0.47877131439046,-0.604015010844127
"SHIF_Nd_2 (GE) - TPM",-1.42557412594624,-0.880390033368371,-1.08048072428362,-0.156673402900264,-0.745739053544597,-0.794517550629639,-0.68640390842127,-0.861439302069571,-0.633204594651462,-1.37199488390574,-1.3286138233548,0.206302026642194,-1.10240585894415,0.490102893673428,-0.290669636422814,-0.323809051630394,-1.00209324366611,-0.851939646792221,0.863295255782894,0.210763715797112,-0.957036448860443,-0.607016167676234,-1.34610508992239,-0.955063386638026,-0.432499855613656,-0.552429655585326,0.20792443904325,-1.19339516616401,-0.703282949264887,-0.889806460411612,-0.847522267273731,-0.438327169061046,-0.371104041691718,-1.04442424772365,-0.294040633995363,-0.99203574706125,-0.624750456799306,-0.0782740100241171,-0.171023424671249,-0.953534298481122,-0.0128184651472891,-0.616324668535989,-0.588923064509376,-0.283005320891061,-0.848013948460275,-0.979402724272787,0.146734407744333,-1.03588783427584,1.04882519599776,0.0209540302564025,-1.13223453016798,-0.777214843277652,-1.16640042127841,-0.962165153552712,-0.762037704533933,-0.806628100794279,-0.52617632688626,-1.42306561811048,0.226990091646604,0.232316091269775,-0.927127024427793,-0.460073300370422,-0.379407355733353,0.22244840970653,-0.621165043827768,-0.137466119449248,-0.719055880042957,-1.17792076851394,-1.11008009740667,-0.451241777549053,-1.17333700683437,-0.896673675838847,-0.817013987613509,-0.611693753906609,-0.492458750265191,-0.961499699089194,-0.852478617850734,-0.053765452679981,-0.604015010844127
"SHIF_Nd_3 (GE) - TPM",0.0307269854669713,-0.864283641485945,-0.107958137861345,-0.376086831299056,-0.943392688999728,-0.878037019895896,-0.575535890679557,-0.740719767324349,-0.15068477622157,1.18143743890232,-0.911597174748284,-0.116205529225337,0.653937728864866,-0.170023197916126,-0.53589502797973,0.462894534304624,-0.787567471981371,-0.478508967694641,-1.80547703153736,-0.0177144687665216,-1.03801645948559,-0.690435550568774,-1.26799368750725,-0.955063386638026,-0.374602985794285,0.306143950038576,-0.611270097878422,-0.454206231453226,-0.703282949264887,-0.0919567982925548,-0.84907516223596,-0.775007878818426,-0.292297725462896,-1.1078978882787,-0.0823334650535338,-0.913363954530278,-0.482212239938529,-0.610486107116071,0.260119015980384,-0.71316621031663,-1.0462745492621,-0.309888380283542,-0.51123278789155,0.637117546113311,-0.716118931740947,-1.33608947226814,0.145818708353585,-1.11292407215535,0.397580262023009,0.476615935046506,-0.920940149230516,-0.582915577898011,-0.960278203867559,-0.962165153552712,-0.715836916626982,-1.08050504403988,1.45316020481321,-1.18635661030135,-0.384864340329158,-0.825204944795369,-0.575995789757618,-1.22693238178494,-0.673122528393418,0.590094515550303,-0.881237757544282,-1.47738240490778,0.827757617964406,0.018344321390012,-0.442174593668277,-0.396177072332782,-1.10323549227174,-0.565025696777267,-0.890916501840754,-0.968205886973475,-0.821707865601605,0.036667444176915,-0.649282145530658,-0.320226959362632,-0.604015010844127
"SHIF_Ns_1 (GE) - TPM",-0.0723989298600724,-0.667062256225329,0.930407906326907,1.76902751742347,0.0274684570638394,0.100439704529535,-0.696149302942499,-0.783082450695314,0.379113191085411,-0.0538756595987178,-0.166155220489584,0.892898350058106,-1.10240585894415,-0.636805420420739,-1.01449133638027,-1.09813328315539,0.503954623421477,-0.486367783362926,0.485148339813418,0.633924268913435,-0.802662886292942,-0.835386855534093,0.60200279830879,-0.0394676796055336,-0.766622713234825,0.200447905422297,1.06412088805532,0.0907410541627808,0.378164745010371,-0.148455400502883,-0.756112733740279,0.30959082398927,0.73958818294801,0.607832256737449,-0.181983565045984,-0.950394594786115,-0.765045731043136,0.874505380135816,-1.15366361123711,-0.742757099207748,-0.766851276692011,-0.626573655488401,-0.867693735165234,-0.00605546200036882,-1.28734112271493,-0.373565720137389,-0.909299933732769,-1.02833640074058,0.229475109868884,-0.817155102771402,0.390592403145347,1.18279834682855,-0.630874281217818,-0.183190166412117,-0.662441674616846,-0.923185653474697,-0.152090145377223,-0.833128462268112,-0.446839522961469,-1.0257729297419,-0.683471209426721,0.869912661233394,-0.624585048872463,-0.658546954267285,-0.382088851645858,1.19473542323104,-0.719055880042957,-0.436885262573275,0.268436498741224,-0.636618470072325,-0.278608296487378,-0.0857169725055413,-0.407284953770085,-0.578277297694501,-0.832731450106348,-0.603292311192105,0.724891205845815,-0.741017745887748,-0.604015010844127
"SHIF_Ns_2 (GE) - TPM",0.13905691074721,-0.755664120290877,1.41528726538908,2.38092000900538,-0.785229577932524,-0.282027123663569,-0.7331285627706,-0.822981327601473,-0.322598672372446,0.660134441509733,-0.432539260259834,-0.870789661421862,0.155589330497725,-0.984332349188329,-1.04563312250951,-1.42131989165926,-0.40369267025121,-0.34693661949929,0.133669753635143,-0.263406837264797,-0.908244705976042,-0.997228780369762,-0.80030567222999,1.39754232122423,-0.965767583934358,-0.651909733151071,0.317139976567593,-0.290718278429149,-0.703282949264887,-0.889806460411612,-0.744186524161674,-0.049308712478151,-0.0839643534860116,0.531393276649033,-1.08637834270653,0.0619195781375046,-0.924382538765218,-0.0493091566785415,-1.38693609883308,-1.13103638515032,0.28182571532727,-0.570552529385436,-0.0412912763514303,0.541654232943599,-0.650903378396815,-1.09976825694287,-0.938844927673431,-0.936983339580194,0.432474063776942,-1.0660562359623,-0.0434007635601895,-0.642760283910934,-0.650797582248046,-0.661930947516816,-0.74006459566898,-1.26734168406417,1.67618654225273,-1.0083723578569,-0.00633163778668966,-0.797338921599029,-0.333682436908491,0.0661404221690635,0.460951825583491,-0.563916447752051,-0.18019667757785,-0.111630683331853,0.388861700657544,-1.17792076851394,-1.41854119603375,-0.856362310226114,-0.600511212374931,-0.0658673769514836,-0.163760855509695,0.234091001178848,-0.977378321969524,-0.537586386146063,0.357762888041328,-1.02807744966017,-0.604015010844127
"SHIF_Ns_3 (GE) - TPM",0.0588274185897997,-0.748328067112573,0.813531570289754,2.48580339466383,-0.658337872106926,-0.168113696857076,-0.725391452681755,-0.806744849438505,-0.43122837833853,0.0569399505942301,-0.578502116194895,-1.29180646289438,-1.10240585894415,-0.782712628637938,-0.33641844999617,-1.35125660503067,-0.23734920138699,0.025279115599535,-0.624462904883608,0.871961271677687,-0.647166747917136,-1.18062427881963,-0.251755575099891,-0.955063386638026,-0.8563504631931,0.155956925579146,2.20125108820199,-0.446028026273417,-0.703282949264887,-0.889806460411612,-0.818349489905744,0.475911359710025,-0.276811870077455,0.0385289046062883,-0.477053795921657,-0.495668858329055,-0.996508984514484,0.148134700834755,-1.13809212178036,-0.529718790335333,0.030394664832705,-0.325776644062356,-0.656083488131931,-0.0852992882751878,-1.35627766360578,-0.978711535536839,-1.18781637237179,-1.02214816180331,-0.552967453506444,-1.27506649860142,0.486962729589914,-0.306870361897755,-0.777818285023609,-0.660570796888063,-0.719302695271501,-0.317657510747299,0.396456559416956,-0.117456009530222,-1.26005198473216,-0.660749610527914,0.0902933670639455,-1.22693238178494,-0.0105187491967573,-0.743155687233076,-0.611218125516818,1.14351178793611,-0.719055880042957,-0.891015373137137,-0.982156593713375,-0.888533216690578,-0.75964509979242,0.115253647060577,-0.464219674823389,-0.666269973889785,-0.902708093410808,-0.300332193451518,0.614970033700077,-1.00418447741038,-0.604015010844127
"SHIF_Oss_1 (GE) - TPM",2.19305616613012,2.24041564114367,1.8846921936719,-1.00904456878259,1.2254006731921,2.64886690356238,2.44673727421748,2.50953768171031,1.68061880129698,0.0464017172258019,2.43151375182498,0.492365277551308,2.0335308413429,1.32571792817675,0.692942882171988,1.63178840399446,1.94631257537668,1.00106348945199,2.22493673892898,1.09255309665444,0.958009928273886,2.21829974520926,0.544172692355438,1.56670914248308,2.59992420896982,0.945561774190118,-1.65003627318119,1.02504944184151,0.959174225973465,0.107381241204027,2.64816758132708,1.36599018352192,0.716919536325154,1.98912339463257,0.822017779274207,0.524452375099716,1.27042669971768,1.0519333566618,0.825452406879946,1.8160731573849,1.65276721381992,2.45069852056502,0.355420910374676,1.45141377161008,1.61614470464885,1.59524694750484,1.16680190328377,1.00058706748042,0.637471409549143,1.25220431418771,1.38208743020305,1.48456244780124,0.709636361111008,1.35795337141546,2.68873466129096,1.47459937021944,0.596267921948725,1.08395683756377,1.39643631455214,1.34185630941605,1.54526512169834,1.11001692466169,2.00780737481628,2.18812896423648,2.12434459635086,1.7357289834916,1.21421986071861,2.02596111226679,0.832148994317787,2.93320036869394,1.96664212547886,2.21501604713084,1.15504083720199,1.27961288625683,1.98740344005509,2.09942067668499,1.00958349443883,2.69724396381603,1.88757175839033
"SHIF_Oss_2 (GE) - TPM",2.09443397524662,2.2758469110413,0.969120925203396,-0.944548950560729,1.98628882566653,2.58131793791695,2.81748251262858,2.61146727432881,1.24955288113,1.8721936698672,1.81158789242905,0.839341816145517,1.10185191985263,2.05458618323759,0.290396279009453,1.28733955880047,2.40186664965498,1.10010427591429,2.40626009605774,0.989995406124991,2.52075704359149,1.95662537266962,0.559943308921473,1.15185576268989,2.47890110182133,1.10307242743995,-1.5328009300315,0.424661984884995,1.24429258688791,0.890322399471852,2.3911505601982,1.36247410087375,1.49014595687926,1.38134167169006,3.14154238893075,0.678425295056649,2.61246942769666,1.09263538583789,0.767059776134299,2.01559251921132,1.60407835901439,2.57927275869946,1.42075528537777,1.86868296555324,1.95255129530697,1.29839619863151,1.6051112468762,1.58882204773292,1.55471655452641,1.56714580761374,1.42015361256852,1.70284579212255,1.05055251242497,1.7266372913423,2.08813313958422,1.1381244978128,1.88330608851433,1.78778200593352,1.91305648851391,1.98671608303146,1.51428212233776,1.41640847705854,1.98870438817036,2.84543978066631,1.94783665032929,2.29039661209683,2.73212982454428,1.37992526450009,1.29232154170659,2.29124749074071,1.65547522275612,2.38333540410491,1.18502096429875,0.904383693051378,2.62612294994496,2.65709719764902,0.60317189885015,2.68838505219607,2.50948293469292
"SHIF_Oss_3 (GE) - TPM",1.35043670952571,2.37359315494631,1.20086121761335,-1.16702235020397,2.67432482347419,2.2006896774413,2.91927965894892,2.65707739628744,1.87535185660308,2.16791029843954,1.27294221588586,2.37518347411633,-0.189327551664832,2.04474379069928,1.73025461362581,1.30310828452859,1.67615614237276,1.69358026202337,0.429872842354694,0.990744649370846,0.00207422081926254,2.58064956484121,1.76196789933181,0.752505335300935,1.84398067061941,3.46932259431129,-1.13661384203454,1.45300145723456,2.92710023857017,1.59888387529607,2.57844540327756,1.49740004979106,0.232867486553446,1.93051447084383,-0.0263978920530113,1.55414975792157,2.71381298242546,1.41651737278086,0.693378804685828,2.12756456109978,0.967444460272225,2.9763313461807,1.47805119019697,2.37615318748149,1.71155891419715,0.814026741295134,1.78955362706262,1.48326208771223,0.491941009269642,1.14353445987536,0.767316044444546,1.2681683813689,1.80001886824674,-0.526333056699562,2.61334612829609,1.22782687824438,0.948862718175989,1.39719717037961,-0.350076444661418,2.6951757968104,1.88898153572073,2.05795183675071,0.482639200441188,-1.05126538860996,1.5502800814803,0.895959640155262,-0.719055880042957,1.30971026372697,2.12496679857806,1.61510854937199,2.85200924662573,1.8035107435069,2.08088003833409,0.777096824765877,2.20583318900453,1.19301308990903,1.70519378906229,2.14187780166567,1.33055960738611
"SHIF_Oxs_1 (GE) - TPM",-0.730102542250607,-0.326383495817375,-1.10296593007088,-0.015871345486656,-0.409656821242042,-0.579796693161347,-0.70327173738401,-0.70170311851255,-0.177727453100245,0.137760593229852,-0.987212807863291,0.873671933027353,-0.742937306406926,-0.257967824439135,-0.771161094624593,-0.206977940788522,-0.653422017400855,-0.954375126024847,-0.776962148493651,-0.563405973703181,-0.931268887788225,0.193047410697129,-1.0835642054791,1.19613789306265,0.332368686927198,-0.575476340041893,-0.574286604152045,-0.0155740015481523,0.725957653357465,0.0899626411584857,-0.0587730785903757,-1.25659104930894,-0.850312534291296,-1.25975957358288,0.35373448498681,-0.0449356905243318,-0.456394027912488,0.281862007021942,-1.21073777967844,-0.617886721246922,-0.302926563235134,-0.452057303670137,-0.957178308911423,-0.688597706154303,-0.561077874946362,-0.90648156784542,0.116919573778328,0.311923853375813,-0.842644975761319,0.252200803312502,-0.907346159576106,-0.514488607677408,-0.235364335011824,-0.104254436421869,-0.595391999029603,0.686862535059139,-0.0723033543855906,-1.09252754369592,-0.185310898790061,-0.663118972201478,-0.939948774622951,-0.672694559581503,-0.209873934974484,-0.27420308605536,-0.0275557212805534,-1.0676084822712,-0.719055880042957,-0.361794046756115,-1.21939678817547,-0.754238551702502,-0.294904539469994,-0.107038987051947,-0.520648120177376,-0.796429426369698,-0.680010207764873,-0.487856608197059,-0.874819165043412,-0.536063049250359,-0.22320499041018
"SHIF_Oxs_2 (GE) - TPM",-0.494834670102739,-0.338193454310929,-1.04099068772582,-0.258918034080012,-0.409826348657186,-0.44790307864029,-0.662497486016745,-0.687214374024289,-0.122604079169682,-0.341302799348795,-0.0661491159835384,-0.817275547916585,-0.747932114685586,-0.833970954401734,-0.816394654667723,-0.553085199075492,-0.916738328157232,0.404576987123533,-0.293186708585329,-0.351581753607285,-1.00866650664292,-0.0646871685149385,-0.384260805301105,-0.689899589127323,0.047301713218928,-0.433344421295693,1.04763800202765,-1.03153714117043,0.236304606661576,-0.889806460411612,0.0538663866816282,-0.381832079671068,-1.89898867232399,-1.2695982804969,-0.23990062095276,-1.11967366698322,-0.588987074403461,-0.305653674733823,-0.730190899418972,-0.709353502202778,-0.727496382139302,-0.147992307348304,-0.819192338257082,-0.342782149495812,-0.885060755880063,-0.619936992322533,-0.0100125422144661,0.844747710375501,-0.698692802578535,0.058307636903542,-0.856860769531151,-0.312716936857997,-0.313720998607596,-0.792967140507399,-0.542078258291487,-0.498612849497005,0.512341990279277,-0.767338261865433,-0.906782791559493,-0.897392275810797,-1.04349872337972,-0.680395682815532,-0.393249786903716,-0.244232816038241,-0.0252569975345282,-1.15517226697569,-0.0946851404122943,0.109737883230456,-0.957375443342278,-0.723458222452671,-0.708336073577209,-0.00201175268257842,-0.697939548900217,0.386911154874121,-0.474687710037946,-0.731317940021605,-0.781478834188969,-0.598928691535527,-0.604015010844127
"SHIF_Oxs_3 (GE) - TPM",-0.973161304999398,-0.398401781029325,-1.52447498187711,-0.339636544179344,-0.644319974164791,-0.49724929291753,-0.672168978287011,-0.625158754018413,-0.471560979090176,-0.506635244766661,-0.833968711358687,-0.893394650754282,-1.10240585894415,-0.953223930303203,-1.12684709335446,-0.0172065055179245,-0.775500413842684,-0.491784366108882,0.0104375437834438,-0.906533760399938,-0.866206202411633,-0.25960052425832,-0.800531628442491,-0.509805192031676,0.0135903617163089,-0.680610035964707,-0.393049990503178,-0.663182187129623,-0.308848393865688,-0.889806460411612,-0.0209320307333683,0.212288196982745,-1.02331796029186,-1.12795516946907,-1.10802523053727,-0.37296506902197,-0.746692115490474,-0.402758851041587,-1.34183473260276,-0.422954208305095,-0.755872167647747,-0.707218540357864,-0.444271040223145,-0.885529791186278,-0.478639390019483,-0.689373459329519,-0.232481009639643,1.26505195803515,-0.836594275715573,-0.244538672984105,-0.960553360504027,-0.897593209098071,-0.192087394607202,-0.678050947808911,-0.575753531759536,-0.0281075454960682,-0.833766650251387,-1.179483720946,1.40936224377457,-1.13633600436218,-0.501660878973208,-0.615109435975604,-0.655240927116973,1.32832874939081,-0.727711824279556,-0.583276247089014,0.329376034905254,-0.772505861970849,-1.35081725805396,-0.525976626703202,-0.427856764409377,-0.545258747494237,-0.710026657041295,0.0273199937510672,-0.590495088896131,-0.429222992260071,-0.73156026554864,-1.10724204741419,-0.604015010844127
"SHIF_Sp_1 (GE) - TPM",-1.11087836234414,-0.477787573405418,-0.986290295950329,1.96414782878686,-0.736750406354899,-0.621519544200269,-0.636679905984849,-0.672362391333569,-0.932246390066741,-0.88152590455035,-1.3286138233548,-0.275652233377656,-1.10240585894415,-0.321027061325938,0.192785946457864,-1.98938328890299,-0.842491092224343,-1.26442558149077,-0.314985793774379,-1.26592093418218,-0.484127215453963,-0.768112447134746,-1.28396370348703,-0.387245135188763,-1.02130072414182,-0.541374075075423,-0.141432639251824,-1.57388826538609,-0.703282949264887,-0.200169114024659,-0.890867449993525,-0.215925884879451,-0.702031530678342,-0.667210331823776,-1.48955055651586,0.145726132994094,-1.05490329856989,-1.60026223504929,-1.33594073649167,-0.950439154707725,-1.15703668489519,-0.693267294990379,-0.730062002956007,-0.567735584298783,-0.456127360642992,0.0273488410186363,-1.09852424178787,-1.27357985278479,0.246601626946102,-1.15024207243435,-0.748242414861411,-1.14020064203745,-1.05629472798661,1.93638195681675,-0.853508179773243,-0.0314838575830283,-1.28587360414952,-0.175081372222675,-1.26005198473216,-1.19981353420483,-0.46949347322201,-0.0565859183361153,-1.04969322515529,-0.297218151792273,-1.06834794932328,-1.44515865052668,-0.719055880042957,-0.488576963971595,0.41053364836143,-0.764908193122188,-0.98986382270167,-0.996875550377379,-0.72251030028396,-0.968205886973475,-0.797969149908149,-1.23008184023752,-1.08644929947642,-0.478788927182839,-0.604015010844127
