"","B4U56_RS08710","B4U56_RS08715","B4U56_RS08720","B4U56_RS08725","B4U56_RS08730","B4U56_RS08735","B4U56_RS08740","B4U56_RS08745","B4U56_RS08750","B4U56_RS08755","B4U56_RS08760","B4U56_RS08765","B4U56_RS08770","B4U56_RS08775","B4U56_RS08780","B4U56_RS08785","B4U56_RS08790","B4U56_RS08795","B4U56_RS08800","B4U56_RS08805","B4U56_RS08810","B4U56_RS08815","B4U56_RS08820","B4U56_RS08825","B4U56_RS08830","B4U56_RS12315"
"SEPI_Li_2 (GE) - TPM",-0.213436945116832,0.564619922502089,-0.837860651067924,-0.170388930946407,0.944612347836459,-0.0367368259321576,0.140739929957712,-0.0218530197775031,0.857598860896091,-1.02262873672762,0.934735210418534,-1.6795017139876,-0.950888659113809,1.88571733963616,2.30201228196488,2.70260087424331,1.17042603963905,0.46214603934823,1.18728217198464,-0.142601213986921,1.03143478325794,2.93290245708152,2.09762514215639,3.31211139248677,2.22230527940437,1.45291037076184
"SEPI_Li_3 (GE) - TPM",0.0120521453591497,0.0681948949547653,0.136608318150786,-0.0264288910331549,1.27311479904478,0.652797139982882,0.793966153715757,0.60461430954553,0.152938239018348,0.100480190077343,-0.0110715484612995,0.587524453387633,-0.881212537097013,0.305269902925211,0.267505413332197,0.794760963518462,0.159114863773452,0.572559372795794,0.741775618273239,1.4104871269066,0.794341778789427,1.31786448588459,0.702944432443169,0.463991408738215,1.39352860176467,-0.576893879305634
"SEPI_Mig_1 (GE) - TPM",-1.32524496838676,-1.36149260311004,-1.07853342319892,-1.47404079701553,-1.11756077374812,-1.55339433517956,-1.53911798160032,-1.48150913628598,-1.34535109343307,-1.30730549308625,-0.881866699220354,-1.16963650487584,-1.17680791356808,-1.00636118283485,-1.01772908173718,-1.01006417716792,-0.94608644091882,-1.37116697895312,-1.47270878798201,-1.36337872803595,-1.05005865230961,-1.8964412454945,-1.52161563674811,-1.42493757606261,-1.72047435347465,1.50304445752569
"SEPI_Mig_2 (GE) - TPM",-0.993333480969917,-1.38703848134072,-0.88113880473966,-1.17087258316734,-1.32652930208304,-1.52516768844513,-1.52279524131875,-1.44817720331873,-1.34523331059352,-1.22696290135151,-0.789618167941349,-1.01196123913959,-1.0400622409622,-1.12901329932383,-0.4264899057651,-0.475505107012001,-0.789230183984315,-1.33650279259458,-1.30275755130658,-1.26560306880165,-1.3411186030551,-1.2486981201609,-1.50154825714315,-1.34816311735927,-1.11279281539317,0.157275828053485
"SEPI_Mig_3 (GE) - TPM",-1.46741025778454,-1.65059410663354,-1.3622285307583,-1.57214158298296,-1.60629025368149,-1.48394346572202,-1.58637159145917,-1.53653795358094,-1.50978484698304,-1.48566398432382,-1.23683490993069,-1.51563690148714,-1.23695241688019,-1.34292176839846,-1.00547531259794,-1.35422134924606,-1.08004212120446,-1.41226989590086,-1.64982388889354,-1.00538277486642,-1.56371969924266,-1.34033430592198,-1.66953155840076,-1.56153430702861,-1.24411112321691,1.81920551272278
"SEPI_Nd_1 (GE) - TPM",0.566427067720983,1.78191244387099,0.713111093033132,3.0438664048389,-0.0773040552371657,1.59604696584562,1.21478617762208,0.832106118256507,0.815531900423949,0.804573737266768,2.09693991858431,-0.501071589047471,-1.04562947754062,1.47750886220176,0.374641092056453,1.81078957444418,-0.0743429380328861,0.660188555487603,1.03902635885811,0.224549853492795,0.495949047541106,0.739313401395955,0.84206102640717,0.593606436133578,0.677209478384044,-1.67632120906463
"SEPI_Nd_2 (GE) - TPM",0.550772490269023,1.43170666630764,1.92987961816581,0.374963792148253,0.570045093221595,0.432307072460316,0.398519711212926,0.25591303800072,0.137693913012966,0.769410511878978,-0.21407021963058,0.582602384034681,-0.345326700907656,-0.606795888130062,-0.589348715972373,-0.811039283391591,-0.125797859516637,-0.525980076278366,-0.0595904334491753,-0.543829553091602,-0.814555933536166,-1.45254047594102,-0.832763241212423,-0.52188769883866,-0.449381268059195,0.793751746683567
"SEPI_Nd_3 (GE) - TPM",2.04237832965135,0.707201894513704,0.671950083437339,0.770528794840228,0.896814701613248,1.2220986029514,0.882863415152349,1.24344056692979,0.94099178706218,1.69899619854403,1.58514085992888,0.403385298263294,0.296456311230467,0.597957140582013,0.41483812556619,0.986498792406316,0.339439830614496,0.819653103569456,0.0803520386351258,0.472672179060621,0.24288242210138,0.835408668692442,0.216449227004268,-0.0466964317801463,0.0449589750976412,-0.395205804612763
"SEPI_Ns_1 (GE) - TPM",-0.126952687220511,-0.186150298637446,-0.147578706367362,0.170962963362354,-0.0575720589955813,0.218573300106103,-0.00659570006737839,-0.0603826692420748,-0.251519522565389,-0.319587016027652,-0.450422158646215,0.103203722028594,0.476292278259817,-0.152955157950567,-0.591919342098153,-0.537857898932168,-0.434441478025757,0.0356803575210652,-0.120512399531339,0.284428183490493,0.27253313706275,-0.126910327337553,-0.0124769418937703,-0.0871316911272069,-0.463340211475069,1.73240676901897
"SEPI_Ns_2 (GE) - TPM",0.563865418966529,0.632354449017605,-0.0537046920951181,0.44254141041572,0.229303953554292,0.65102333611892,0.370338652776688,0.300624675383382,0.320310362600264,0.0313721594565942,0.183968168260089,0.480830294574578,0.391359967989556,0.369669041010609,0.358991239860311,0.642988679856372,0.555752474372709,0.713010699222288,0.484892196593636,0.969397077233247,0.51390158639013,0.227432541733308,0.199750157996873,0.285515383407771,0.203167084579454,-1.03623303041557
"SEPI_Ns_3 (GE) - TPM",0.283774539849636,0.252103247858087,-0.0178767244139984,0.0843433692450835,0.36212896524953,0.622916762795913,0.153795247370031,0.2470866179964,0.0663196048944532,-0.049235918183585,0.0134623678826669,0.540974556630596,0.0831212300696129,-0.00160276270949019,0.619407997197358,-0.0791604255125671,0.840766747895111,0.777820195874112,0.0582277502558169,0.296364551683173,0.300117059958334,0.538371070648113,0.199296021050945,-0.0365469217438315,0.203202984790379,-0.838409890784797
"SEPI_Oss_1 (GE) - TPM",1.45212589855959,1.43072125617074,1.45459470748782,1.59221692242947,1.61650469065755,2.02410025278104,2.21281225199422,1.88882124556037,1.44137577984965,1.29971337528684,0.68138131974929,2.75057743572408,1.49238594240984,1.60061625835335,1.43105076889093,1.0063071310398,1.7263583803972,2.12687298387613,2.37407652629839,2.0535827936136,1.99474164855016,0.677988030612078,1.1923705616034,1.15473410984365,1.30078447317847,-1.23391530285645
"SEPI_Oss_2 (GE) - TPM",1.90095098386846,1.3764069745688,1.65270436126083,1.34400292764532,2.15023005094831,1.61573630320434,2.32328327700252,2.16565789399652,1.53214516004815,1.36458468665733,1.53956127659927,2.17496542923457,2.29004683915339,2.39273773249147,2.21116617157743,1.43905464056032,1.86270133500814,1.44828823194198,2.30665285918792,2.58572335490361,1.97374439568602,0.239921357569971,1.32476758235057,1.67666302184513,1.05620859530306,-0.509547666385312
"SEPI_Oss_3 (GE) - TPM",0.01285290620116,-0.261452578306207,1.64663848705607,0.64934923543441,1.48009158159203,0.740630549446492,0.791373713510844,0.983493094680543,1.05868855536336,0.544757260773571,-0.00942411705913848,0.938143284627782,0.852891033687079,0.622299081910514,0.276895932659314,-0.321883232916917,0.897308405175187,0.529167735750048,1.43222321947526,0.230419587786904,-0.448558668523471,-1.0431994740859,0.529840803610893,0.17491025802658,0.192140550900778,-0.123264955524523
"SEPI_Oxs_1 (GE) - TPM",0.587820075157951,0.553879906167831,0.350421457311236,0.213068282693342,0.63921072790091,0.687933424725725,0.49181942374889,0.473063570448124,0.969594238763328,0.727000841120593,0.340657390822852,-0.110538413063923,0.0704977188066201,0.269274988394121,0.503434933344452,0.365212258526464,-0.270990765774587,0.0568180154681451,-0.363355248900802,0.0222273543282724,0.439915602344096,0.0679210338638601,0.664479084591556,0.668328345917161,0.134567025803416,0.0774702690859774
"SEPI_Oxs_2 (GE) - TPM",1.56605969728673,2.10873434602595,1.44983502514655,1.57799868299646,1.10591451645345,0.962224959043781,1.12330559421912,1.51419901830476,1.8610040037311,1.6387739463247,1.07503428606217,0.49347090616502,1.65603590274309,0.645027870383716,0.728353307865905,0.235698412030614,0.716972982934475,0.43792380197302,0.508953323411326,0.673510416677312,1.63433588783217,1.05128793572896,2.45194358272179,1.38293683436409,1.94623933866378,0.300538141179189
"SEPI_Oxs_3 (GE) - TPM",0.8869986734544,0.933385900287373,0.745990474820554,1.0224066681969,0.474101885829895,0.817031631703924,0.852506024339781,1.11782904626843,1.8407444465783,1.09879470763038,0.795709614672214,0.410398750535547,0.732493823223788,0.40022792105178,0.187709838786724,0.333773773692557,0.66334940960081,1.25733820994384,0.338314362440488,0.924994395872594,1.06068600328221,0.82423029875513,1.70752916629253,1.60545598760595,1.51069372173443,-1.02663187615074
"SEPI_Sp_1 (GE) - TPM",-1.34708757222057,-0.860599879672967,-1.75336989937246,-1.42338622067686,-1.67788933482244,-1.70571917169495,-1.59461057288117,-1.24630025877637,-0.933592108436106,-0.643276156783212,0.0108259813190879,-1.04771460398741,-1.04561570153053,-0.939593321753124,-1.0010399266106,-0.179093479633603,-0.737719651022077,-0.962314751134355,-1.38518810664654,-0.901912691194667,-0.932672204160616,-0.067059357998407,-1.08381913871862,-0.927986956942159,-1.63960164441114,-0.191342713503367
"SEPI_Sp_2 (GE) - TPM",0.856885856846967,0.42275024599346,-1.1690953096834,-0.546766671748646,-0.932999372007581,-0.981631222520545,-0.667197995341909,-0.155777615418279,0.729308672275169,1.4220165411322,2.04732052165396,0.3523909664384,0.178657451967888,0.983515370483705,0.0163380347555086,1.21107966128844,1.21663211027901,0.861192595906327,0.270931983574729,1.13109682961988,0.52646847334367,1.3862736019215,0.216099540617809,-0.666419952812005,-1.0274525006118,0.504430725871727
"SEPI_Sp_3 (GE) - TPM",-1.00401830536378,-0.624457899420143,-1.77719599819953,-0.973966489076241,-1.42238239078232,-1.63568729093994,-1.46443401006439,-1.15353110395465,-0.47399684220582,-0.827432858523845,0.187033473678421,-1.36613025295351,-0.943998834178087,-0.777565712164799,-0.556059313680441,-0.68321352301665,-0.401591839500937,-0.694043376084091,-1.16841510170305,-0.478569266557851,-0.923209587530752,0.268424142755754,-0.929930206612549,-0.596991538697584,-1.21477693561633,1.05249406702145
"SEPI_Tm_1 (GE) - TPM",-0.339870036239156,-0.333515082981829,-0.658351596236007,-0.456854939173337,-0.288743970794601,-0.361338856108662,-0.491979584101524,0.191053424777989,0.0203881823759661,0.127547081055424,-0.301468568244639,-0.555450759645172,-0.472086015695858,-0.427816759067622,0.463171686389404,-0.110236896484108,0.0818849868360836,0.0658948282720342,-0.743078077065479,-0.610049284464443,-0.646786684935503,-0.974005821702059,-0.729939346387167,-0.346775261233591,-0.528609580671097,0.176295561926915
"SEPI_Tm_2 (GE) - TPM",1.09549238175723,1.02534860214291,0.27162290524903,0.425457623127355,0.272474610913395,0.575812020652256,0.504161909837907,0.587332219807889,0.760990792017106,1.15662705147027,0.73604830580134,0.525568483765574,1.46585671258416,0.597772383340136,1.26356186373658,1.08425835098335,1.61310287335079,1.38216246317145,0.465335419326087,0.937060483827248,0.342279352769378,0.453695185170764,-0.311031068946873,-0.0445669135515351,-0.0828464734315984,-1.12833855736053
"SEPI_Tm_3 (GE) - TPM",0.9555473814303,0.991174632819043,0.262158200868273,0.5471401272,0.517135400237604,0.228722744426081,0.503638313420987,1.10956776894651,0.64883905487135,0.920109574895432,1.00162476882108,0.384373446445032,1.84020217884094,0.933413134855446,1.70238317226471,0.660256760997601,1.57080456298198,1.31370275910814,0.278550814505178,0.369843571646813,0.258204146918178,0.462669484100907,-0.321255529277449,0.0365142032114108,-0.13470722049733,0.113963486161921
"SEPI_Vic_1 (GE) - TPM",-0.756769662411914,-0.722747664073862,-0.794060719796494,-0.879507975336881,-1.01680344752088,-0.163430881866874,-0.52142305394905,-0.710307054869238,-1.36671647821128,-1.22309012022001,-1.39874109241185,-0.598698116714453,-0.341716070585797,-0.747530575121022,-1.27724693011694,-1.19047404601311,-1.02369082471675,-0.943986570464989,-0.297439718810469,-1.01212723368754,-0.539394870684305,0.419524080465533,-0.959404859162513,-0.830118807857589,-0.999346167743235,0.318203717380788
"SEPI_Vic_2 (GE) - TPM",-1.04910614009711,-0.672014793801659,-0.934984937292053,-0.542419599155307,0.176410502447516,-0.396351476743995,-0.312109236390907,-0.68252391016966,-1.07274666624819,-1.28091546310649,-1.54317984897712,-0.832076288815976,-1.15006822103577,-0.924757205351017,-1.49640143553146,-1.31073440371417,-1.19741486423034,-1.24687403555327,-0.304368883030843,-1.06663531320072,-0.921149102870722,-0.839616785972767,-1.09453495555511,-0.951523709575918,-1.53009177668396,2.41688653823386
"SEPI_Vic_3 (GE) - TPM",-2.07505495199007,-1.78256120786459,-1.10978655880454,-1.73776899054865,-1.92803552835692,-1.44507578484197,-1.71842125931738,-1.99195753729718,-2.1188831036952,-1.93952936574328,-2.11861484817931,-1.8357474341209,-1.48247348093667,-2.09486363325011,-1.84680311054334,-1.87706601044792,-1.93065896184728,-2.19706075566586,-1.8106118099242,-2.21719963239772,-2.14674119571059,-1.05329188763996,-1.53898882602042,-1.53883779178927,-1.08995285759129,1.32905161747426
