"","PA0117","PA0118","PA0414","PA0416","PA0449","PA0997","PA1021","PA1080","PA1082","PA1085","PA1086","PA1087","PA1089","PA1090","PA1091","PA1168","PA1292","PA1445","PA1446","PA1447","PA1561","PA1657","PA1658","PA1659","PA1660","PA1661","PA1662","PA1663","PA1665","PA1666","PA1667","PA1668","PA1669","PA1670","PA1806","PA1807","PA1833","PA1967","PA1968","PA2246","PA2458","PA2484","PA2577","PA2651","PA2730","PA3098","PA3227","PA4190","PA4283","PA4408","PA4409","PA4410","PA4411","PA4578","PA4774","PA4807","PA4808","PA5040","PA5209","PA5229","PA5319","PA5433"
"PSEUDO_Li_3 (GE) - TPM",-0.0426338954485211,-0.216685592123425,-0.00176196877990195,0.0305521796281301,0.623407816858488,0.666464375634438,0.266152124527677,-0.480760311659301,-0.377268700304705,-0.543440717692154,-0.115394672339837,-0.539662201495946,0.044662456763253,0.353128412030974,0.309060796345434,0.0474859915648212,-0.0620445695101328,-0.0710136796808688,-0.0591357967110915,-0.0281869952977683,-1.11705181431414,0.0839996162015448,-0.257835001027372,-0.193737209706747,-0.181951910763585,-0.192994080733245,0.058784334667205,0.0114902656547245,0.0725519589945139,-0.275904199395779,0.0326707127551573,0.00739401606456477,-0.0285818667297576,0.197152697958137,0.00496470355242358,1.40041911938455,0.62316772529669,0.0119908373776992,0.187116060866936,0.224120707776357,0.253818077263794,0.288057310444981,0.149556986178698,0.150019875279411,1.28525752429426,0.525603992841055,-0.176387050868846,0.0673731598962156,0.152647959868007,0.154553364406285,0.0831941265183073,0.028555772400708,-0.0837120743167059,-0.260202739007755,0.212733862508748,-0.160783907030358,0.322098416479009,0.290677999843013,-0.0705895667930904,-0.495090936393216,0.9189362959311,-0.305722712204373
"PSEUDO_Mig_1 (GE) - TPM",-0.940776687624084,-1.03197887705151,-1.1640670498458,-1.4374142073428,-1.4365484448216,-1.28421146573417,-1.83857152291935,-1.81576770155163,-1.11401268336254,-1.4128672471596,-0.509635216379708,-0.881002036276698,-1.49205883735234,-1.463946076395,-1.54242701132157,-0.350607228771288,-1.54779353409787,-1.35667059512655,-0.950344520016938,-1.20887989760702,-0.26792624054869,-1.01213830935554,-1.09975652070333,-1.03840774004451,-1.20821842216471,-0.958062378222797,-1.21686015169999,-1.05598660366614,-1.15884470940198,-1.09059709192137,-1.197088784715,-1.11142682525226,-1.04404130418858,-0.756351901034972,-1.44204333536265,-1.66641892915289,-0.680644519897277,-1.71958316868659,1.22810004425116,0.50183264353959,-1.11414043817389,0.965815455335056,-1.23640194191031,1.96076924206749,-1.86133906484877,-1.32383141098736,-0.975147940244474,-1.74856326347479,-1.55648137359292,-0.881284603000718,-1.10117522433765,-0.997525883773008,-1.02519909471484,-1.27116239947094,-0.664633781920195,-0.847243780642235,-0.611267441663534,-0.349493627672817,1.26029782285082,0.214947889123758,1.20487783917437,-0.963501413395058
"PSEUDO_Mig_2 (GE) - TPM",-0.734027784785824,-0.96752260344537,-1.20734630229216,-1.36131983632854,-1.40943746677518,-1.3281507273429,-1.77264045601357,-1.85500239465263,-1.25309320673707,-1.54108822537625,-1.38841277581585,-1.07220074730867,-1.3162231384184,-1.53456243889543,-1.59500079788228,-0.960166447068208,-1.75347409761389,-1.19530403447742,-1.34425700502289,-1.2643538148951,-0.628204426286867,-0.997161442791684,-1.12875771444043,-0.873230105170821,-0.990384802091655,-1.07283941781053,-1.37143234183965,-1.08539438651256,-1.10460405557988,-1.0211555332952,-1.21620255781304,-0.653959205340981,-1.16153236088999,-0.900510375044302,-1.48860547249451,-1.62192240580384,-1.04520575105847,-1.51050788543406,2.24120991725062,0.759321779513278,-1.04431456442903,0.942319762915257,-1.27124177895046,1.63158225896172,-1.77004900553744,-1.31252828058554,-0.685669964282733,-1.73018280701591,-1.53232408273802,-1.09003109995206,-1.20094559716724,-1.05693716161351,-0.969720037575705,-1.29791342393158,-0.778057157801078,-0.893355071646024,-0.813860548849418,-0.709062071228715,0.875211126896131,-0.0786806877799469,0.557805859795429,-0.730063509763184
"PSEUDO_Mig_3 (GE) - TPM",-0.81677081914323,-0.916171794707333,-1.32297703938196,-1.47863804185403,-1.41870648210632,-1.37847382620072,-0.970219691162039,-1.87521251995474,-1.20418825170995,-1.64723673434718,-1.55679793640953,-1.10055742270354,-1.5340210632738,-1.6328248019394,-1.59419054916369,-0.879840234829781,-1.77528996741521,-1.37975044530035,-1.73053483054394,-1.1575823424216,-0.619999873116519,-0.952457284798919,-1.15504302693282,-1.10646933604952,-0.886841702302412,-1.07174914858231,-1.4427665071482,-1.0744282896911,-1.11183057490321,-1.13374975956794,-1.37718087779167,-1.01234456318653,-1.05571675604985,-0.70966446698688,-1.37393383925351,-1.60714419891973,-1.15891387614072,-1.09248711817233,1.46251550411363,-0.0119480875175717,-1.11937946848027,1.08470955745732,-1.37449564463048,2.0778162094211,-1.82231420195065,-1.43547620151593,-1.15203056488276,-1.83268717051632,-1.5628403473015,-1.01654954089264,-1.08047419232938,-1.08950018719373,-1.02400267025134,-1.28763775629449,-0.524017705107945,-0.906347365687087,-1.41724860052066,-0.825043731785346,1.33624691512359,0.0202363002553646,0.310367796019738,-0.908226103894168
"PSEUDO_Nd_1 (GE) - TPM",-1.22852811867315,-0.432847143962996,-0.438180086013034,-0.665292993545938,1.05779557388243,-0.656099943193676,-0.67137474430973,0.134156112491925,-0.316262821509375,0.227733551931962,1.39893359558988,0.980701147202047,0.869549943121063,1.2491455834596,1.29492923673551,1.42352115426498,1.53019255156102,0.481714876548703,-0.161228897347933,1.15036814376542,0.66678741869072,0.481704669368726,0.0191767176856259,-0.393472178701891,0.431309452774966,-0.136811008436906,0.434754367713124,-0.0617959949189667,0.0675517262980245,0.643441881591355,0.732482427193979,0.607481525330207,0.938117599546872,1.21832653066892,0.94713655190803,0.842577303538772,-0.38716601407781,0.758984011337621,-0.572014348863494,1.08379696881847,1.22741007250802,-1.447767612713,2.38116607123169,-1.30136295324994,-0.333300427372007,1.61166586993159,0.849989332452161,0.445967986483667,0.246529927348425,-0.0823362399316172,0.613753051755867,0.43115822112384,-0.316105897279497,1.87692341352709,0.727899028209228,0.999863065261643,0.240877468594433,0.553723918401069,0.23409818263032,-0.10659163926908,-0.781769077470792,1.35122745321361
"PSEUDO_Nd_2 (GE) - TPM",-1.1594071753868,-0.821070470457763,-0.436960378228992,-0.0308496592512035,0.729717439719129,0.181122940154798,0.407244677765758,0.187990359650167,-0.699820752710623,0.275230624321822,1.13633621776166,0.468384040357092,1.34371655401145,1.02137653280828,0.764659184633312,0.538107807407775,1.41871583000316,0.323647447282287,0.788090542941067,0.492730296355047,0.670475061354893,0.0583264693486714,-0.321270516190765,-0.493028446839781,-0.96143843626836,-0.0693224771730061,0.509394960172401,-0.244516259441874,0.339108292872393,0.257406383257628,0.915783893967511,1.40598969113419,0.851159575102109,1.240208245357,0.985253262152141,0.893211778263278,-0.206827216522103,1.97907571789317,-1.23304405706647,1.24195788716607,1.10359095738888,-1.60176118008123,1.14283017664863,-1.27077559919597,0.0662669051357201,1.37152190108074,1.26727044976814,0.891296472350613,0.655866200490556,-0.241429195228004,0.798210955189505,0.366769697127442,-0.129151408498216,1.75715439515458,0.189135714269402,1.18208121287826,-0.431704146392252,0.60231944664379,0.910599472665518,0.296681534941723,-2.87014104169142,0.327343363963605
"PSEUDO_Nd_3 (GE) - TPM",-0.828810002095447,0.805961152459321,-0.352122025692622,0.321875762842495,0.674851061760653,0.52091714020718,0.435183501614854,0.882476887619099,-0.558402737064325,0.359204956578066,1.6152310869925,1.2846014739771,0.572063142083762,0.966483286069795,0.999733390506449,2.66270849509943,2.69989773974336,0.194901655679957,0.496953806995863,1.45675046949637,0.664881922274412,0.187016368090378,0.241190757801238,-0.122542068889036,0.585850384905974,0.520654457064123,0.458520423119268,0.168612481980522,0.136281899506458,0.346765319293855,1.37773807536718,0.695659451662653,1.47277156589096,1.45843215723816,1.76293300323234,1.56412359440758,0.882564599908573,-0.958788018668563,-1.49601748808935,0.109879440999504,1.5541159257668,-1.44066175093652,1.67916134550055,-1.18665155630277,0.942887820958794,1.7896552979568,0.340369122467094,2.00619186943476,1.13528187866439,0.362850840239917,1.58244335300149,1.21729498087135,0.0705000147220418,2.74226103807779,0.627464965938087,1.28371737702147,-0.0623687010566019,0.525254803682797,0.346087192709157,0.610046466233619,1.35470349838758,1.36657275229722
"PSEUDO_Ns_1 (GE) - TPM",2.93606405399914,2.74263635337484,3.01657487312482,2.46931502652962,1.18802981897289,1.09674635746707,1.84894731632457,0.735707302382211,2.25468062428626,1.31513115723911,1.20014468599267,2.18789876876192,1.9220033189873,1.12693938382344,1.99172263575309,1.1283710726766,0.276502319409629,3.14073818566061,0.50245196041623,1.79702752248133,1.73533880350277,2.95829036237769,0.73258924734888,0.367958425887258,1.50032181969718,1.61655414729151,2.11041526531517,2.1982854689389,1.74479938384655,1.13525044403806,1.55541211244321,1.56549929303007,1.47035250782205,2.56642992275137,1.45003997482607,0.607860727585902,1.91705667810765,1.13994746886232,-1.91829183856896,-2.14141729666813,1.99917886296204,-1.05989168251153,1.72890282623113,-1.96080618108282,1.44355911128338,1.68454631969016,1.13201966537094,0.0540103287083381,3.06014589286048,2.12985251442698,2.02926587794611,2.80097931277042,2.32688598878504,0.966727690048399,0.475208710936893,1.7859539526187,1.65250257314835,2.42015185048816,-2.11101836087545,3.1045382996091,-1.10674891729356,0.610654020910026
"PSEUDO_Ns_2 (GE) - TPM",2.3973095334714,2.41446487991071,2.74721303781161,2.33217359291135,1.43266872082078,0.898109752502776,1.32350370338707,0.805109577165168,2.33649897372495,1.34601964543236,1.52732556361908,2.44629319653417,1.58921553430391,1.82625414200414,2.07902421204282,1.31185677291719,1.21023400522856,2.53222433558727,0.478804811043173,1.58791510995798,2.02866955592648,2.43536727639078,0.37522203325585,0.81583024857578,1.11347328566005,1.17751558607533,1.50116296659782,2.1727686804997,1.66649124983708,1.42374870433166,2.38161665379802,2.66531112060428,1.92130175156639,2.68516164878568,0.843349968758233,0.497084843993283,2.59379675657747,0.678604833474344,-0.613745716934477,-1.9700609495766,1.18056115499125,-0.890599316556541,1.75403017051892,-1.84820055188359,1.31351199802184,1.51211545810958,1.64683828060577,0.0594087559599754,2.27772309416842,2.17906801779376,1.97872848654235,2.32422000275255,2.08540731749929,1.36834760201032,0.653098597663054,2.39974439030847,1.66920191553146,1.42549753968712,-1.88553751476107,1.59518564577395,-1.70289842797689,1.68542792958991
"PSEUDO_Ns_3 (GE) - TPM",2.31997649174334,2.51572148440232,2.33683771974518,2.23109465921357,1.56124902081413,0.981959997392579,1.52343719936969,0.839779513719349,2.38414481246749,0.821355416035675,1.20585202628385,2.04029977055751,1.97253280054227,0.698914939030894,2.03518224195655,0.503557464236661,0.257032246708945,1.81154482054552,0.769729327132729,1.57686346758051,1.97490901305443,1.67254053202425,0.454954028751188,0.183337067805585,1.07743196562452,1.17936942044682,1.1651390141994,1.74992835958642,1.01039735522049,1.26410630806757,1.60595162640291,1.51012137037235,1.49834011219694,1.96797275032497,0.940505037103154,0.0572181605521477,2.30888080324773,0.860584245997049,-1.40550121552176,-2.11593855285795,0.823830484820022,-0.938139198614524,1.41396599010627,-1.90282253118668,1.29902613658886,0.736371251914266,1.58867590405962,0.71566525200566,1.84755114764878,1.74116422255065,1.83725721204426,1.84570615603311,1.54062944128311,1.46943700673663,0.212708836911446,1.64135521174946,1.63244160951826,1.56689365312046,-2.18598179071451,1.29471856979157,-1.83176958742797,1.0630802513194
"PSEUDO_Oss_1 (GE) - TPM",-0.443268404012123,-0.0901157918464639,0.267830436847738,0.311093848883441,-0.586978680195455,0.4953633810246,-0.45000287418663,0.604708102902828,-0.35243267443762,0.26583999198878,0.221032044606138,-0.334576895413636,-0.834997412315498,-1.3133093823334,-0.452501742411996,-0.104530544197953,0.170050057898499,-0.575733640416686,-1.22932106480702,-1.23527303112671,-0.365675401302336,0.619149460890472,1.59081317825492,1.27994788735878,0.888125294136518,0.77383277734705,0.392778993319994,0.400196849426432,0.660442673218108,0.861105305196165,0.500604508980274,0.699938558863306,0.735313499007661,-0.0850357382830701,-0.230119514276988,0.411192050051531,-0.499104483202946,-0.380447010968469,0.62645857398893,-1.29207818422144,-0.522310851735661,0.791097401800544,-0.579030318104066,0.905733499955407,-0.391953140492844,-0.743323879486985,-0.410674781311164,-0.411228890061632,-0.454293485228351,-0.3561962459547,-0.459434269461105,-0.000400924046605519,0.0166265355728671,0.079903923973918,1.20851169117322,-0.321929936062771,-0.9171778043441,0.277028037914118,0.456832333153626,0.151990668198562,0.176341821677637,-1.15896412501957
"PSEUDO_Oss_2 (GE) - TPM",-0.294350064838293,-0.249640261749159,0.0328021738438698,0.322350993412533,-0.10735700104531,0.111769729134488,0.563372777233783,0.0336593022948887,-0.482191232639461,0.0312118007510019,-0.393578101723731,-0.632665788839303,-1.31261579450741,-1.23094239877149,-0.298396297683767,0.720651602302113,-0.32569479167807,-0.377422401835229,-1.70023345848731,-1.16291390436815,-0.659069655870433,0.871239121444982,1.28231138460758,1.08511415172623,1.30712857272131,0.892506376591732,0.381621876483246,0.924157620592311,0.72638216609806,0.747350143949909,0.906919607124121,0.196565103083379,0.938836688349179,0.161317065667169,-0.1937710206781,0.0403844203685099,-0.0894883715955075,0.0430671350029232,0.947672213316005,-0.696557936640148,-0.268441503989271,1.81640520302532,-0.58318608767309,0.137936494588883,0.295116776443801,-0.506811129583025,-0.761003120803528,0.126701689847668,-0.342538035366906,-0.142843936687563,-0.324349943152041,0.0231965321283854,0.111317892862609,0.082507974518212,0.507612417793534,-0.637964572076908,-0.94041020483727,0.469398601123423,1.24232793670031,-0.119525332234926,1.32603140840504,-0.799031143490271
"PSEUDO_Oss_3 (GE) - TPM",0.0144390286028113,-0.4025586183404,-0.274030965674197,-0.218739375664819,-0.178071116000582,0.410074160846611,0.361367906571423,-0.0796080457066364,-0.514070848320864,-0.645750826273869,-0.327018051710665,-0.334199726582961,-1.21610339948036,-1.43085482436935,-0.76537514114556,-0.0622092873320276,-0.530817245050149,-0.869831656774379,-1.27396661206402,-0.915903322289123,-0.607595256868982,0.691936259331608,1.20324771892831,0.730281871206785,0.68777430987205,0.697714939232898,-0.0480732758627918,0.224916373026534,0.29375543495415,0.301319289578296,0.572503605552436,0.345934496755191,0.27172976633999,-0.0714701664443515,-0.186854851791399,0.0109868499455515,-0.904682728974186,-1.06362308185759,1.47369942155405,-1.0393561664552,-0.426533433327553,1.21698832190872,-0.79709564158053,0.587288504890197,-0.872921336154417,-1.33657435298992,-0.705452215912849,0.0130357134358133,-0.808974441587725,-0.552555842938321,-0.181397560785479,-0.481032117006047,-0.119968863179293,-0.210852129581214,-0.110039978038789,-1.05724464618993,-1.52307481733967,0.28113681116982,1.20695913660272,-0.0824985676526705,1.38924718935205,-0.599140684940846
