"","D7S_RS00100","D7S_RS00130","D7S_RS00135","D7S_RS00155","D7S_RS00315","D7S_RS00935","D7S_RS01350","D7S_RS01435","D7S_RS01695","D7S_RS01700","D7S_RS02095","D7S_RS02100","D7S_RS02105","D7S_RS02110","D7S_RS02920","D7S_RS03175","D7S_RS03295","D7S_RS03925","D7S_RS04315","D7S_RS04320","D7S_RS04480","D7S_RS04610","D7S_RS04700","D7S_RS04830","D7S_RS04835","D7S_RS05115","D7S_RS05275","D7S_RS05280","D7S_RS05285","D7S_RS05340","D7S_RS05665","D7S_RS06130","D7S_RS06135","D7S_RS06145","D7S_RS06255","D7S_RS06490","D7S_RS06500","D7S_RS06505","D7S_RS06510","D7S_RS06665","D7S_RS06770","D7S_RS06775","D7S_RS06780","D7S_RS06785","D7S_RS07295","D7S_RS07315","D7S_RS07545","D7S_RS07800","D7S_RS07950","D7S_RS08870","D7S_RS08985","D7S_RS08990","D7S_RS09575","D7S_RS09890","D7S_RS09930","D7S_RS09935","D7S_RS09965","D7S_RS09970","D7S_RS10600","D7S_RS10695","D7S_RS10760","D7S_RS10765","D7S_RS11355","D7S_RS11360","D7S_RS11470"
"AGGA_Mig_2 (GE) - TPM",0.894633945223697,-0.660686805499255,-0.808901478989376,0.153268997860849,-0.210686373326707,-1.29265170713004,0.716436084213571,-0.810894493288376,-0.61001289944517,-0.957160042576537,-0.656290163851043,-0.746363975405165,-0.644606781691444,-1.19489689331875,0.890950737820894,-0.599165009470506,-0.76358452168438,-0.29035800738668,-0.16598111996427,-0.576762568544475,-0.537442837877894,-0.724789380275337,1.06318379941903,-0.891527497288564,-1.00825096411958,-0.211809961921371,-1.14406222406272,-1.11688420713046,-1.05720542435661,-0.181287359430108,-0.647011024346379,0.475181106321851,-0.368420926446069,0.755422439878907,-0.299719194838819,-1.35699378412482,1.56296948719708,0.963472348314556,1.41226387003778,-0.261584715140054,-0.314455653963356,-0.37174892170692,-0.257138537883121,-0.4157505900606,0.229103073456329,0.436963465112885,-0.672269882897389,-0.202230399182716,-1.06302676209441,-0.00455960068333349,-0.513770263255077,0.288502468104944,-0.448409036371082,0.542721780889055,-0.862353455623553,-0.913759046680085,-0.670921403681583,-0.618703283939306,0.758544875707947,-0.0995923274147927,1.13235269626826,-0.0784895240598812,-0.347852744474084,-0.3839746364666,-1.19160907477781
"AGGA_Mig_3 (GE) - TPM",1.02728832549101,-0.640853032112049,-0.786809855368233,0.529149600823068,-0.421119458899054,-1.05310179275953,0.800483004257315,-0.805796991431659,-0.573962371929856,-0.83207455687908,-0.610254990400998,-0.658316961028836,-0.673650058082616,-0.826816522691359,-0.067568443619658,-0.827107833283877,-1.01416857847775,-0.345728174543857,-0.778424831207496,-0.54716098438634,-0.803045349096018,-0.54630969762557,1.17789088520092,-0.900210425892259,-1.02283952598006,-0.789474884682754,-1.28473228612773,-1.12130190964164,-1.10285494546295,-0.594477832519486,-0.509727162906088,0.901825372553275,-0.366899910675741,0.316467448777596,-0.097854369444686,-0.954805277977403,1.10490080051849,0.364122132427287,0.8229760303314,-0.77985755048929,0.0479450957968123,-0.38900814333485,-0.335660380361857,-0.264577567275983,-0.0823709971746515,-0.957978211190383,-0.725621785899293,0.178899759303329,-1.46346816500844,-0.931833544613413,-0.00585032324188291,-0.312562003040383,-0.172314777143057,-1.12028948396777,-0.811917026485064,-0.918762231956025,-0.709775131339596,-0.920892014061732,-0.512837522278629,-0.255052155481425,1.05163396389284,-0.771029005156181,-0.687280278290943,-0.493137990719694,-0.826320601394668
"AGGA_Nd_1 (GE) - TPM",-0.300102108637726,0.424153389246879,0.0775854683672141,0.00355690372626713,0.792918373394993,0.568339102625621,0.268673708902145,0.126469677566979,-0.417275911144274,-0.285105102072131,0.184737744564703,0.509084292414719,0.732617251168055,1.19555885261804,0.235500634236012,-0.53511431918381,0.692836017805324,-0.637147989844729,-0.398739111843298,-0.388316942276978,0.712771868672161,-0.313770820203127,-0.45473472798212,0.9288553231078,0.63071898391688,0.169603680907206,0.045866558458333,-0.306697786931337,-0.31972263529942,0.41204424196985,-0.700975110604485,-0.87204135965844,-1.129157272793,-0.478191898427945,-0.230264159428656,-0.087999399489075,-0.138247392492054,-0.637755761782891,-0.754047784450776,0.608017328774084,0.0350145793636696,-0.145743535938296,-0.954463178890589,-1.32828401988137,0.148797097083343,-0.0635356870406152,-0.368244849947453,0.312819894780311,0.400236196475386,-0.231482457201254,-0.0574336291488931,-0.984763521394827,0.0297219893675609,1.05444736468517,0.234160032403299,0.390464610309271,-0.794813106639986,-0.541208656034002,-0.258971105103736,0.32528682952987,-0.246215080759388,0.471959051352046,-0.185222399210534,-0.422621545985773,-0.273800544463629
"AGGA_Nd_2 (GE) - TPM",-0.171178984292299,-0.174734163282855,-0.47191202769545,0.6176224407155,0.0842976379070618,-1.20375663120391,0.303777143571954,0.0209151962812428,-0.600361649609926,-0.721443639562626,0.439064914230329,0.501106524365437,0.659577142279397,-0.528502893123091,-0.00147769961653117,-0.779840656174459,0.606750138785043,-0.682136614119893,-0.684300316289533,-0.479784357938637,0.579908878283474,-0.513005694200037,0.772595072244943,0.283418822646766,0.494518494409683,-0.301642194600424,0.529487036456152,0.0303131871302211,-0.635075586885554,0.495349798660767,-0.962793760518421,-1.17641219372868,-1.45997167113567,-0.825055511544696,-0.614520971577899,0.230367535317325,-0.65705866438809,-0.303531632674239,-0.920981509063307,0.631820362978977,-0.39601087514947,-0.381498471285314,-0.900489172421402,-1.50410568422294,-0.391175549046344,0.158246567657735,-0.340837384119267,-0.305892297750734,0.759099720283602,-0.344193410961761,-0.907518530637971,-0.588336561263445,0.490709580501099,-0.662933172839388,-0.260435896866813,0.138245507016852,-0.664878850212435,-0.57121844524716,-0.636928557651946,-0.0246618364435803,-0.927620391627988,-0.321243039489294,-0.110364162873274,-0.585731698163046,-0.230367266299846
"AGGA_Nd_3 (GE) - TPM",0.236348166504797,0.00827964202048243,-0.225113570226891,2.0094215651761,0.383844298700409,0.231063319178343,-0.221227796629614,0.00178415721360846,-0.443943053837,-0.463679972855337,0.215861796735258,0.358734321880203,0.248856919948364,0.0101926536849451,0.126598172874633,0.541368981327995,0.525680056678644,-0.651000749040826,-0.456627528288172,-0.452510646320315,0.446796547544594,-0.458275304718513,-0.177744185235552,0.959152663947813,0.278040250222164,0.112449398412789,-0.295864501622316,-0.182770916245999,-0.518082693463711,0.465827778006263,-0.909363603189182,-0.939361715977505,-1.25421387973726,-0.18119634644164,-0.172238147462657,0.782480299490982,-0.103288341632057,0.0483560531950497,-0.852082518205873,0.578486690850137,-0.183631658226616,-0.275074166053297,-0.939223852835586,-1.34307911529114,-0.237413677311007,-0.263065232351672,-0.334253072173358,-0.589955956765372,0.907399950006933,-0.616530374153782,0.857034903620165,0.150219687484659,0.864857937076856,-0.0945817207429765,0.0931109568827308,0.513432598568044,-0.727860140439504,-0.425673898765208,-0.20756612265607,0.326538377726777,-0.898217989627764,0.278571703852186,-0.0619020843586426,-0.46749788701771,0.250445907105424
"AGGA_Ns_1 (GE) - TPM",4.59826450082606,1.26434386422919,2.60646072459696,2.63186978396371,1.82906491303812,1.12568967769863,-1.31233569596939,3.73274989007715,1.4560867824084,1.55616281859843,3.42044437213963,3.48238905450847,4.24650383913952,1.81432572894956,-1.0882349936051,0.308745323967933,1.79288188687767,2.87728102521881,3.88512996279007,3.97660731255154,3.1373327421202,2.02886608235793,-1.49662482276746,3.10414708171803,1.76486499910438,2.60962304845789,2.48922119309039,2.40716256450347,2.63279312846079,2.14991564471086,2.43854568116004,-0.0291700702528791,1.48247758935182,1.18649824849943,0.695724944748217,0.554090512723918,1.4004966638762,0.454055298907341,1.6773536563516,3.08808066201064,4.68248952985781,5.33141286344771,4.9483364990763,4.71149005141049,0.362326611651616,1.98496211297981,3.06205076574897,0.552550432848131,2.84829195097709,0.0305778968615826,1.56277678658942,2.01078968786388,1.99088968456103,2.00100958326691,3.91091330466722,3.8487478417518,1.59436791990859,2.34031776259189,1.61883703262642,1.71739061445771,0.657502283508998,1.23260494595607,4.20025421940475,3.18324509130401,2.75302633040872
"AGGA_Ns_2 (GE) - TPM",0.658921430141935,2.04369870269591,1.88841937988704,2.04733220225568,2.02813662593717,2.15494418761828,0.524943341932007,1.7305887587656,2.77924161403545,1.50770622935017,2.4857900853384,2.28194789035581,1.29315880388105,2.53622834903739,-1.56255008219191,1.57255364523063,1.61251117482094,2.90336752815293,0.606286406470648,2.24570610349236,1.15992100752039,2.94023803490415,0.293791407576312,0.648620311189282,0.332195380420308,1.54482631737676,0.446377887227665,-0.0286220553721898,-0.0734268871572455,2.50355039265573,2.54379613358708,2.54567845841451,1.03693037503692,2.4237625146231,1.43449749156429,0.695345554832023,3.12556399204631,2.83446336194265,3.32292872559949,1.37688121832416,0.443640470779758,0.653965492367289,0.366783333834056,0.285104350419229,2.63052051737621,2.39100057402312,1.63805747835598,1.93629200951836,1.3183295517992,2.37502792582063,1.98751061026102,3.42197681564003,1.57739261069747,1.37781092922603,0.433359387765742,0.35788035821908,1.95849550232207,1.00110292446279,3.26247517561425,2.17091674433928,1.45412092003261,2.89136269532428,2.30801814715791,3.1271049084032,1.2479058644677
"AGGA_Ns_3 (GE) - TPM",0.59881563577175,1.67797994059513,1.77257407698466,1.60148680219935,2.19129517044874,2.33791362433457,-0.0986268096253832,1.77158123991747,2.75155376213069,1.8744745233807,2.23620764573441,2.05370231343555,1.61292529917031,1.54577948707571,-1.80110935784163,0.0628722897840202,1.4886550040121,3.47735372616299,1.77462505600938,2.26857141567788,1.24165705498752,3.04880213365332,-0.274542927740279,1.0684029481268,0.177414402223406,2.10961314717801,0.910815181813954,0.462235499714251,0.465697067067981,1.94658572510778,2.55036348363026,2.45379999963749,1.22947947273125,3.03033664860116,3.88137504204908,1.62755682520896,2.70270989171467,4.38076460864623,2.30560472168325,2.06612680043765,1.90781195449823,1.41982468415002,0.131119571677927,0.0182842388186381,2.70910980222027,-0.672962057589843,2.54374426273771,1.67149288763405,1.29009167867829,2.80554435114396,1.24352159700851,3.22587087584023,1.50637499981971,2.0408435013824,0.485191058807025,0.833181634976656,1.17723522725033,0.848680191751506,2.67460319572686,2.45780083130184,2.87327511746451,-0.0129550584741699,1.55917035684343,1.88534431910037,1.08199610132107
"AGGA_Oss_1 (GE) - TPM",0.325601278178427,-0.604496359908613,-0.691467134362566,-0.659870035527516,-0.122303327649827,-0.532779151149842,0.767658335901339,-0.434143795365297,-0.617561882593554,-0.874676938824607,-0.529980873728627,-0.559964463568738,-0.507236220055082,0.173005080790253,-0.0668968963626227,0.886432061597519,-0.231337472773209,-0.293033416334633,0.289747058190925,-0.477310383652819,-0.155839287225467,-0.507162778825523,1.01155110923759,-0.712260184430723,-0.766449775868743,0.140814079970344,0.00449409652413211,-0.716548395772849,-0.437575017916221,0.154169909032343,-0.257158257427866,-0.565813366430106,-0.340401398710837,1.25425433574738,-0.684714030062074,-0.724879412558,-0.942496268914147,-0.342245872949063,-0.395448391528134,0.594759013921241,0.0864792336248532,-0.236007298687443,-0.192300631513509,0.378095291005999,-0.475089748214871,1.07363223385079,-0.0576753325132441,-0.693124415883926,0.495151705496169,-0.931833544613413,0.571030287411529,-0.100520675943862,-0.618338548775975,1.38274149837908,-0.562896163316958,-0.649258928010865,-0.397335453423459,-0.33357436097539,-0.635718548082122,-0.484255129021105,-0.159174680409168,0.354006608177625,-0.520800761548672,-0.55200201142636,-0.00306901261027023
"AGGA_Oss_2 (GE) - TPM",0.138678010261725,-0.552223347527896,-0.638200912601623,-0.345140661275953,-0.4174148698113,-0.105003683819882,1.23138360578302,-0.547825673968848,-0.511790547181311,-0.522911753605994,-0.609370293426358,-0.737318039085022,-0.687942978187361,0.250286536469716,0.0309073115161474,1.31053174230248,-0.160724409857722,-0.308785553225622,0.475115129723752,-0.435542168002906,-0.320833415684634,-0.537323673787689,0.939366088858788,-0.760026775328685,-0.842312820583978,-0.348269888488359,-0.483670119763978,-0.724472881985073,-0.545500401839023,-0.578634784448584,-0.273534647953297,0.3008201412683,-0.207647978733939,0.814808480630981,-0.689914003636317,-0.971670969151107,-0.158725883690045,-0.00380144896581574,-0.182005451891851,-0.0943356055266062,-0.403289865728435,-0.261389169492941,-0.551547455902298,-0.35117034428133,-0.330192193983626,0.339124670408734,-0.231169248642603,-0.00155524630597392,-0.201396538285088,-0.590200967014515,0.210515486392466,-0.212258320348868,-0.310374000841391,0.597891531596924,-0.695151654969262,-0.654862645518153,-0.4373980716876,-0.54528397238788,-0.100103959220513,-0.468119679432406,0.488049752880383,0.242166409497841,-0.347260006209526,-0.428711101303808,0.0520275239578641
"AGGA_Oss_3 (GE) - TPM",0.0838672097001705,-0.593993815354683,-0.64064495580925,-0.269103819518635,-0.0605557213326112,0.319177743630183,1.20575687386309,-0.560708433333645,-0.554279326517362,-0.747223568830706,-0.561119591659108,-0.675513556753318,-0.509159112160047,-0.256936750653744,0.308971927315545,1.68692739519427,-0.220535213017737,-0.249372373315139,-0.295042215863963,-0.4417763064194,-0.331261023302503,-0.563582242090276,0.654524683699138,-0.723767076949346,-0.900687419942919,0.249314434609209,-0.588677584107376,-0.521234513786877,-0.255620398728693,0.143173260939322,-0.6489312856337,0.0169845563799958,0.147633856431866,1.38875779937584,0.209359191719217,-0.182618543326057,-0.359663482012467,-0.285297651013005,-0.359610323151722,-0.136398953943268,-0.122016164101571,-0.318664851339531,-0.379291760332616,-0.323492821981757,-0.15304323297646,0.824018022397187,0.369199414528855,0.0335713575284721,0.379507311623102,-0.509449823809649,-0.00728143039291673,-0.114136402114293,-0.156214177544997,1.06184084975421,-0.672740328725364,-0.648410176647873,-0.112722121183692,-0.23380033869412,-0.071042675984987,-0.368294507485889,-0.269697249887071,0.193792916554979,-0.476381467975556,-0.574877176102258,0.896599575633207
"AGGA_Oxs_1 (GE) - TPM",-0.766866328100892,-0.0962757866289678,0.127254910690164,-0.105261461109931,0.773966107666345,0.618725320188748,-2.55327903608146,1.05936039851595,0.0883241438987289,0.222229149900323,0.796360532632902,0.677310802310926,0.340586591500046,-0.15593297746014,3.31476730101628,1.13518194419053,0.222208370028355,0.571331234086945,1.69229546768385,0.68320393120176,0.126240890890284,0.301059686542744,-2.22751008360576,1.40238571713462,2.17878003580003,0.206771656869986,0.687770927638086,0.887815206219635,0.346573301909464,-1.25487770646194,0.238340640927527,-0.31380612091435,0.504621968346681,-1.16947710680496,-0.27660310755269,0.0349100027520191,0.0298442618385942,-0.105089160103776,-0.0673950324908348,0.467760779696989,-0.652965848361616,-0.372573146498666,-0.684911425547412,-1.0360379614133,0.917131491547856,0.819675123173456,-0.5607896823321,-0.136597218289458,0.599224011241776,0.187564982692155,-0.373982375904904,-0.110585114327643,0.25730900435121,-0.913801453379835,1.90572754973381,1.57732758856438,2.03846336310865,2.14066552538528,1.18734793046179,1.85521542406592,0.45560827695172,0.623021842173329,0.429999152424237,0.80643282282044,-0.463324866352625
"AGGA_Oxs_2 (GE) - TPM",-0.872418771726568,-0.473485214090965,-0.215807222392011,-0.0337110671238834,-0.626200675286857,-0.618528309503138,1.28939998652751,-0.105414633147353,-0.155777870151376,-0.36201064633841,-0.469920505680662,-0.249059097249972,-0.365803040144064,-0.180031564171227,-0.30679381282214,0.873869409030721,0.197190674268497,0.672570180138621,0.290418940147686,0.413206361507781,-0.0988258333715179,-0.313643299106833,1.72795474526575,-0.202530901355233,0.834834159556817,0.372575495503739,-0.720396189430227,-0.362330063127825,-0.630518667553959,-0.750024109961011,-0.651886352169105,-0.892073983672134,0.397257786141442,-0.555175409603939,-0.678601553237882,-0.374654270363694,0.473430695549095,-0.147432788800959,0.506388900989092,-0.357684420944624,-1.08352018374662,-0.534772226100113,-0.234086304596024,-0.222794420087721,-0.194996445696798,-0.943321336668776,-1.31406482305916,-0.910453128211528,-0.770317603132867,-0.931833544613413,-0.836310055817158,0.252459790401936,-0.324320551852426,-1.68030909959554,0.155086604347574,-0.139202313723799,0.995476240161031,0.579087483088734,-0.0638179498377094,-1.06233956853215,-0.739631323933758,-0.193227875405046,-0.165078766039796,0.0744585852180426,-1.02248413503108
"AGGA_Oxs_3 (GE) - TPM",-0.843912775985658,-0.340864597407166,-0.02048834496976,-0.980399076313709,-0.565829894514884,0.0783611219603585,1.50313631990214,0.0681668843223475,-0.141324327971447,0.258311020818213,-0.57914365409651,-0.583355207027385,-0.47200574176765,1.0160347784417,-1.39627218348656,-0.232450839647972,0.583266632821708,0.527711006172979,1.92909256416235,0.88002919961958,-0.583452740951672,-0.239592611881737,0.585885970929372,-0.196609039112757,-0.0139666613411833,-0.258485500438476,-1.06889320042967,-0.629272320218902,-0.523683053858545,-0.989917629983901,0.0411174027981237,-0.399256552418071,-0.0150651145671008,-1.20128031833905,0.642329552036513,0.163549690801701,0.117388898640804,0.107596249823841,-0.342915184168633,0.347621244607708,-1.31179586090373,-0.398883171500776,-0.400927119843143,-0.0405637560693197,-0.986336286410218,0.335552575164655,-0.740878071734495,-0.123410394105225,-0.77458274625281,-0.931833544613413,-0.444412413136046,-0.483108099148742,-0.376872602174051,-1.99669930165523,-0.138568898982003,-0.015082804287677,0.179016882381704,0.691445277396602,0.250720683483762,-0.519565872102737,-0.409807996416445,-1.1670417507272,-0.253230656156387,-0.295852018441527,-0.091799827659359
"AGGA_Sp_1 (GE) - TPM",-0.3692831843461,-0.58049815108865,-0.625805430861714,-0.813270959439729,-0.869417378695827,-0.622066362859296,0.254492206612824,-0.688573206393864,-0.500180482983937,-0.514314312589819,-0.774792479556843,-0.895784425505243,-0.929920755093942,-1.64029151787666,0.0605623242538591,-1.66904002532918,-0.970272525961311,-0.250950727921539,-0.685636631053071,-0.494457665044137,-1.13058977951359,-0.50592127375336,0.472155469026731,-0.72307698572207,-0.737772745684526,-1.02237019445506,-0.916158834649246,-0.820840027625103,-0.946988046544438,-1.16215483514862,-0.205078229780866,-0.095579822785186,-1.06012581023485,-0.113333000194211,-0.31435801122221,-0.629444062458033,0.258336671498658,-0.612410202939249,0.502966277731667,-1.12091871624352,-0.48702016205486,-0.386643382937402,-0.59383295406761,-0.501817657078567,-0.420636601100901,-1.14101216777732,-1.08491562628439,0.803473903635007,-0.865499963445309,-0.542297866739733,-0.151189505429135,-0.424171460652815,-0.386284055256103,-1.03175878936346,-0.732457470939185,-0.749299358047664,-1.05063800626601,-1.04615835279938,-1.13905279523729,-0.758622232624217,0.36349808731731,-0.238104008326446,-0.685902619856804,-0.692432461876537,-1.25618705848909
"AGGA_Sp_2 (GE) - TPM",-0.514647513910866,-0.593945853405558,-0.645657334090567,-0.510044417082303,-1.13290481676634,-0.378004661917571,-0.283251824942011,-0.735202892148189,-0.613367348875573,-0.835871287507119,-0.809958373082396,-0.954167437562586,-0.872603795945874,-1.5129226163137,1.02921760034355,-0.850059677541485,-1.20548656781511,-0.0726790769091138,-0.790115107222931,-0.485932641322422,-1.20938521040055,-0.365057081573286,0.42351438628877,-0.724306374771336,-0.888399861224461,-1.68742458792651,-1.01866242793679,-1.14279548433847,-0.98139500208459,-0.927300850811543,0.404274958808168,-0.826985717395055,-1.47164364099706,-1.19750981041292,-0.245332600382122,-0.992709056250146,0.2512540957167,-0.234558841029845,0.275895991750046,-1.09141742859185,-0.599357142707836,-0.443919250511281,-0.619728425961852,-0.686464513464938,0.109155810384171,-1.34821685433744,-1.16244607354142,-0.0393627467701214,-1.05629487458427,-0.931833544613413,-1.00533162770243,-1.13372408937638,-0.636192709564574,-0.588198616863379,-0.880305986117414,-0.815560237106844,-1.11706863977191,-1.25267718374438,-0.507011847122249,-0.621095247467729,-0.326982099633536,-1.1241057656198,-0.727004434817956,-0.694744741833142,-0.848771670873667
"AGGA_Sp_3 (GE) - TPM",-0.00184679672079619,-0.551203439847313,-0.662343219784811,0.175261117224314,-1.15908721653272,-1.91716645742599,-0.0655908122750599,-0.746576761049652,-0.564196621070804,-0.801886877684569,-0.797444157080824,-0.855386201258606,-0.896549594655196,-1.29080902071367,1.42850563838909,-1.86179186578515,-1.26031908011799,-0.0179018301147264,-0.6145929453149,-0.452936701798869,-1.15813602010906,-0.562316255976079,0.470154371952308,-0.722332484231227,-0.712451811410503,-1.22923189623231,-0.895630960199433,-0.812087920544182,-0.870598072400347,-0.935521335083934,0.943415231719562,-0.0741154432996933,-1.36435855577194,-0.608118792960093,0.343348929667509,-0.567427461814627,-0.00171281486291439,-0.139874758181254,0.177766551573286,-0.930312193140056,-0.677294275950184,-0.42741347953513,-0.51136501169846,-0.434724963323186,-0.426319167245833,-1.20956539035073,-1.06472525127046,0.121030316476126,-1.3127574527885,-0.931833544613413,2.00543505573762,-0.492710929324212,-0.525356447400454,-1.11726875043242,-0.808398320738465,-0.755442487979285,-1.21723507349862,-1.1979648595679,0.116576489345504,-0.156855170611805,-0.100814602287204,-0.576213561624182,-0.726806021559442,-0.559801408755634,-0.986262825776906
"AGGA_Tm_1 (GE) - TPM",-0.483446779016334,-0.357490529925224,-0.282170513015499,-1.04654254178929,-0.710453177709162,-0.576329883979901,-0.160758528006161,-0.512438973085463,-0.591421177033493,-0.197382840037191,-0.0204264121070618,0.134311455852069,-0.039522333240049,-0.175850448171827,-0.171011120193093,-0.61353362882858,0.221338829183729,-0.45960147772552,-0.578146502125762,-0.361129349787729,0.0296113711369387,0.160246662208869,-0.946388284835124,0.460094056335203,0.531428832057002,1.19819447542746,0.118806597843054,0.271037088556126,0.574638760155431,1.60530203549685,0.992097106157527,-1.03698398439102,-0.768140279826379,-0.192444198425036,-0.790417914571431,0.150880977606734,-1.16022437380725,-0.730064589219195,-0.944500285718312,0.576620856087385,1.14595329006187,0.574003022251462,1.22927847227831,1.30791007965262,-0.783646170588032,0.219901597332311,-0.705996753565021,-1.30114386964911,1.11816838283714,-0.363371275168921,-0.922250409973423,0.391894299709871,-0.674310549593194,-0.522711854381801,0.388592800627803,0.437220481585611,-1.00798457150906,-0.851009351091942,-0.622208273999697,-0.894871120673611,-1.03121142629851,-0.844847325458627,-0.257576499659059,-0.136929893718842,2.14325442758615
"AGGA_Tm_2 (GE) - TPM",-0.53641044627164,-0.362072938545364,-0.163932069178786,-1.0768303377872,-0.96216454116211,0.675074426215982,-0.100708118294331,-0.322815944276134,-0.51876026760869,0.742330080650765,-0.208849543062903,-0.163351847649937,-0.123672174761924,-0.772322221578293,-0.763689438082002,0.332589155521907,0.404795959334325,-0.510330266998639,-0.329193758486095,-0.387350572049618,-0.294510424337601,0.168124294665721,-0.615253746824207,0.386134012856862,0.689929659237191,-0.0356910945944424,-0.0926769682309017,-0.206282009110945,-0.044890711908248,-0.0105268987268611,0.915852590513841,-1.43452596935949,-1.31817822727305,-0.649861554664659,-0.503721819396532,0.477735231256813,-0.906776365705864,-0.246907264094884,-0.943095697680781,0.774771902992686,0.0253626069060656,0.063690222205475,0.457729589739761,0.10029232640907,-0.917226258152406,0.445819652060351,-1.12542337938018,-0.999566200855803,0.310030842082471,-0.56325895007433,-1.57362568930496,-1.13372408937638,-0.891823851655997,-0.759487098328013,0.303821067940003,0.0818025799807302,-1.03413021485117,-0.944286926921369,-0.144470048359986,-1.18010053747582,-0.997567569689649,-0.440191182515164,-0.100385313355986,-0.421871036111325,1.05379328892695
"AGGA_Tm_3 (GE) - TPM",-0.203125027560791,-0.319122194115957,-0.139017610133159,-0.586960951411328,-0.64231089232986,-0.395820352408104,-0.289235433379168,-0.365767860896956,-0.329100629751259,0.967487494264217,-0.340601908704405,-0.014133006545772,-0.0313738969062425,-0.343074134774667,-0.80136077322456,-0.508861906631099,0.57342867141383,-0.435468062912179,-0.596877043654919,-0.368150087094174,-0.231624616712162,0.193496033826001,-0.858052971228219,0.567432421490523,1.23854886803895,1.53331083300048,0.495373897054877,0.150015032221901,-0.062950634076827,0.381981304900328,1.24188485449809,-1.07667192118445,-1.01830067548811,-0.220013485872228,-0.0130440317842427,1.14225501110585,-1.27800421825077,-0.736365590798273,-1.12660512548236,0.334560889609874,0.240108993007551,0.128717518545062,0.667230729559456,0.0705384746811276,-0.325384223761616,0.962922879039902,-0.720835840289628,-0.830893279388609,0.590939398651568,-0.036360765270635,-1.24792635084695,-0.641453572441187,-0.697220727390895,-1.05628407894644,0.31981508844701,0.0933277036714927,-0.838480436620468,-0.877257670317719,-0.375590392662345,-0.774869366720463,-0.669767800518886,-0.214749261078221,-0.161866950994161,-0.313358555855274,0.853636124326479
"AGGA_Vic_1 (GE) - TPM",-1.54936111398365,-0.652417496355661,-0.736065682143719,0.295575989267877,-0.420671735340003,0.440588687979762,-0.488097652254311,-0.696743748418929,-0.907012870980525,-0.968498146829694,0.386789680615431,1.16996421312991,1.24384295568849,0.851592957922945,0.927308596815793,-0.486036364135367,-0.578742520489489,-0.722574310586834,-0.850217772215856,-0.581242572006434,2.38704890561348,-0.736883348161056,1.14390981279864,-0.826931004401182,-1.02666951662021,-0.03139100231173,-0.0970028546967001,0.00208951999023334,0.0147228604640396,-0.881407626897762,-1.07863624011727,-0.967907671348494,0.700607739905078,-0.552490220404071,-1.5892657381258,-0.562038425735627,-0.756005474028274,-0.235951273493141,-0.370811628632841,-1.81151183006655,0.0708837512075821,-0.250018003107191,0.454097006946517,0.352033394797537,-1.55672256078772,-1.5943170713266,-0.740809115329994,-1.7464144440314,-1.6589210836107,-0.849279136138887,0.883870861909378,-0.810371326735071,-0.621704457173525,-0.315722070935159,-0.728782291839127,-0.838301668178074,0.117918641542928,0.349875604688989,-0.882960476539924,-0.737436782111392,-1.15987772486276,-0.082231052635085,1.17732099327179,0.554275288030607,-1.58991407164677
"AGGA_Vic_2 (GE) - TPM",-1.33841517557999,-0.619911893588248,-0.718559703317558,-0.814903322803905,-0.46973939338602,-0.202080536505037,-0.927852430117563,-0.515393857210205,-0.772062139634499,-0.880124222261405,0.178832970258858,0.0999189111612895,0.606957059848883,1.58197861494859,0.677534665270881,-0.835508359288455,-0.635803085971379,-0.703278420531973,-0.662756770579024,-0.525277984389531,0.974697209830978,-0.730052974754805,0.835191522463688,-0.83454647577374,-0.982354035868014,-1.37325645036725,-0.0586137871584512,0.00799405160052977,0.017905173094808,-1.29415781254951,-1.09982140377415,-0.33558948698906,0.423402219700553,-0.521271274672248,-1.13399768255164,-0.16383167078157,-0.256029225150216,0.261048788506105,-0.196039206024367,-1.47822074987658,-0.468287935669679,-0.379194860125886,-0.246025744503453,-0.0407395967409087,-1.37020213679203,-1.06010907450319,0.0275453179138237,-0.94554545064434,-0.831288997013353,0.0535543901732635,0.139727337828807,-0.18404597532785,-0.404149988779027,0.13880725352772,-0.719935231119656,-0.813327546181113,-0.270034054692887,0.259134474609463,-0.244565794139632,-0.506020757353476,-0.69068316428821,-0.894440845529124,0.0137306854409924,0.0131376139580808,-0.972333438282338
