"","D7S_RS00005","D7S_RS00010","D7S_RS00020","D7S_RS00025","D7S_RS00050","D7S_RS00165","D7S_RS00325","D7S_RS00330","D7S_RS00365","D7S_RS00815","D7S_RS00830","D7S_RS00835","D7S_RS00940","D7S_RS00975","D7S_RS00985","D7S_RS01125","D7S_RS01135","D7S_RS01215","D7S_RS01320","D7S_RS01400","D7S_RS01415","D7S_RS01580","D7S_RS01680","D7S_RS01685","D7S_RS01840","D7S_RS01935","D7S_RS01960","D7S_RS01980","D7S_RS01990","D7S_RS02150","D7S_RS02155","D7S_RS02325","D7S_RS02330","D7S_RS02395","D7S_RS02470","D7S_RS02475","D7S_RS02520","D7S_RS02525","D7S_RS03040","D7S_RS03085","D7S_RS03100","D7S_RS03195","D7S_RS03745","D7S_RS03750","D7S_RS03755","D7S_RS03865","D7S_RS04095","D7S_RS04105","D7S_RS04110","D7S_RS04115","D7S_RS04120","D7S_RS04160","D7S_RS04270","D7S_RS04410","D7S_RS04415","D7S_RS04515","D7S_RS04955","D7S_RS05185","D7S_RS05205","D7S_RS05615","D7S_RS05680","D7S_RS05955","D7S_RS06060","D7S_RS06110","D7S_RS06435","D7S_RS06525","D7S_RS06795","D7S_RS06800","D7S_RS06805","D7S_RS06810","D7S_RS07020","D7S_RS07420","D7S_RS07490","D7S_RS07495","D7S_RS07650","D7S_RS07660","D7S_RS07885","D7S_RS08260","D7S_RS08270","D7S_RS08360","D7S_RS08375","D7S_RS08430","D7S_RS08935","D7S_RS09255","D7S_RS09555","D7S_RS09580","D7S_RS09820","D7S_RS10085","D7S_RS10090","D7S_RS10100","D7S_RS10180","D7S_RS10185","D7S_RS10245","D7S_RS10400","D7S_RS10625","D7S_RS10715","D7S_RS10950","D7S_RS11085","D7S_RS11145","D7S_RS11350"
"AGGA_Li_2 (GE) - TPM",-0.436682411868203,-1.21334613724439,-1.05432754202832,-0.997918786418248,-1.09499373866866,-0.822230421288693,-0.962198527397146,-0.864169235552146,1.07640003883267,-0.710006337780646,-0.751986276919679,-0.904169493116565,-0.0344763145842039,-0.714828375039858,0.791242641844613,0.00146622427082565,-1.2303661626055,-0.205897018201321,-0.252424264141782,-0.537562209500883,-0.777869264887641,-1.04310270696504,-0.688525621463525,-0.911471324144652,0.208131431828728,-0.594735725397571,0.203517599076986,-0.301625334427338,0.648016385070353,-0.815031126529292,-0.689992743858689,-0.351290504160342,-0.3478854785128,-0.0674509082902682,0.538961430894193,0.48874341361764,-0.155926678845029,-1.5075336324158,-1.1855704570259,-0.00260614351197338,-0.18826131923274,-0.27295759115336,-1.32181765303971,-1.29909505705748,-1.31105854788391,0.14187558525341,-0.896828466358644,-0.165166211815691,-0.828781879960888,-0.0675873662378253,0.866948008072816,0.346479175969011,-0.973890203421129,-0.786085450141428,-0.624753451469882,0.514507889939792,0.518123652480461,0.332533902511997,0.868182421098417,-1.4269573562762,-0.549437682525895,-0.712248822298142,-0.169560306573098,0.624196851096103,-0.619103413873312,-0.0658993452336282,1.27989021235673,-0.0513653358759482,-0.210759296239064,-0.0565113592244126,-1.02624237633427,0.710464315433266,-0.830235624761304,-1.03504730537566,-0.536653679789785,-0.835631570094205,-0.119003240231429,-0.486890795316319,-0.0822455363828481,-0.118783215166255,-0.615599020037794,-1.40788137007181,-0.397798213445161,-0.579177237653258,-0.76206848202398,-0.946109485361799,0.648185180176961,-1.21468365635242,-0.768571098671736,-0.969286500816711,-0.989397100096217,-1.08404108561141,-0.859595558128405,-0.46121417492003,0.175739289015439,0.356809124996727,-1.22655897402959,-0.713915960555126,0.939487275566046,-0.519144447921694
"AGGA_Li_3 (GE) - TPM",-0.887395391307395,-1.01286233737703,-0.943643583289013,-1.05394142530095,-0.925727422772304,-1.00725150020268,-0.914455962470172,-0.792097135874984,1.10902600624236,-0.903548345963019,-0.882869912846201,-1.25551214456148,-0.080296881050665,-0.715783524931467,0.442631098799651,0.010396006313391,-0.934788399452415,0.0195747849417789,0.803834455655526,-0.763156032623856,-0.84874470529409,0.212403015355371,-0.637547498502811,-0.76488115302164,-0.823742048537229,-1.15024620482328,0.595890929238031,-0.465898555980599,0.530943294626669,-1.12662335099897,-0.784488449654596,-0.460703967457459,-0.468162747101631,-0.0851991823914469,0.91184636837206,0.890248062145433,0.316967988533699,-0.0736708477839124,-1.23498257694001,-0.00410188707257136,-0.656622695183904,-0.459394903295226,-1.12137148519582,-1.30187507476845,-1.11846809089512,-0.450726548428545,-0.579498487405151,-0.195408078300357,-0.528943657051318,-0.0449678021307784,0.47815480985255,2.2405819234714,-1.5091460742051,-0.199680127700806,-0.526067324518,-0.0883372544933052,0.524268070516433,-0.0228522695446984,0.520862599278446,-1.31601605753446,-0.329618473984465,-0.581040484544404,0.0104524633638901,0.173048172521652,-0.425629648614214,0.0999996474146289,0.385447001613535,-0.426736710085964,-0.72696351294126,-0.518976336857653,-1.14694313306813,2.32692463471693,-0.142157861061339,-0.789602519146672,-0.474922637541724,-1.07384533892972,-0.341475003067096,-0.549172849555432,0.626395687046152,-0.909288736895901,-1.08017348991938,-1.52832309108559,-0.854561350230852,-0.850557251966978,-0.0639098490473934,-1.00748848417852,0.369571712207296,-1.35567513388746,-1.16178169748538,-0.925114904752415,-0.898148240552177,-1.00245079909689,-0.839960559909686,-0.18083653197255,0.472091074047657,-0.436850050637857,-1.12821160879494,-1.16267531207243,3.24052781630751,-0.542524099457458
"AGGA_Mig_1 (GE) - TPM",1.22812964688108,1.3643419954226,1.62956178936436,1.73175960752407,1.69515542166955,1.387922028146,1.64984969026295,2.04725137684248,2.15659721312258,1.39462427411118,1.59995977455749,0.206882786213483,-1.03712145411645,0.13046789972408,0.566180566420549,1.25990461334424,1.11116185828921,0.661312172100964,2.10667317274666,1.04142484930641,0.948060997093162,-0.470722564130941,-0.350632858040743,0.229832754801465,0.547028271772694,0.396511974115139,0.200481765834303,0.485221364775036,1.8138316716391,-0.094505021052076,0.44436536121159,0.418004253250032,1.16405385426907,2.07815707742241,-0.601054699422859,-0.479012025247665,1.35415569085402,1.54513139434895,0.995322004059923,0.642269213779655,1.17320809990644,0.438333982634279,0.991636428584237,1.34004918153205,2.06363297817386,2.56461183014369,1.16365818269748,1.06754045069489,0.53462311092654,0.567207718985769,0.746889066285586,-0.537415174088558,1.1546878347335,0.913387843408067,0.971409917590366,1.15052944114377,1.10126264783365,1.08594857056661,1.37982231241644,1.30493299684215,1.40297444223151,0.835462558722077,-0.317282311490225,1.35293277045293,0.330200507996096,1.56816091926189,1.35202258056424,1.45482765913441,2.00747553547013,2.08593922204334,0.538927346502789,-0.760524024802225,1.11829947947309,1.0544659705463,0.840848981837918,1.74375776669958,1.85287466718158,2.28699190068472,2.03909459952619,-0.221822112129188,-0.308662093348014,0.888899170289536,0.923498001709425,1.49476206348983,0.938159161118369,1.48113056828041,1.62277235485139,1.47152409205851,2.20909028493572,1.23805883581391,0.334070210892069,1.11221558449522,1.24708225768703,0.181668360799759,-0.0157995713374186,1.12628442582861,0.808610268564947,-0.0409916544689898,-0.0923614965153329,0.488074081580059
"AGGA_Mig_2 (GE) - TPM",0.4585022820688,1.6965842271909,0.522480414418945,0.794601240495179,0.832902018228202,1.92700427234451,2.74806256955595,3.10667788776894,1.21823521273301,1.71935463380487,1.5253076264671,1.2863174532861,-1.7242812881793,1.04680198629244,0.37281997225949,1.23999243878371,1.43641308247293,0.267114874775719,2.71190393914737,1.71087381484836,2.29034703605306,-1.45365869003803,0.328745143361491,0.373861325317419,1.96257414209284,0.510190450236552,1.23534215208107,0.53714672573019,0.98319976190469,1.68578292469759,2.36733909403449,0.846963819843052,2.3934010810321,2.34288188294964,-0.635147048096986,-0.663430291295405,3.03699632536617,0.607398248761041,1.82842174376925,1.86678471308286,1.77619525269333,1.31774860383133,0.877316856213739,1.72594661995258,1.71244653823582,2.48313179928044,0.248522132255569,1.09910861891551,1.02274461578299,1.76866385536038,2.10635636643641,-1.54230350915446,2.37923097894515,1.38517078735791,1.64512039865667,0.325149259175754,1.87064289982111,2.38729195339984,1.37720649595311,1.14829950288497,2.35989295170794,2.75841034671806,0.207922137876657,1.13722739355959,0.679139217967968,1.14861040964888,2.47649038045085,2.27915614874871,1.76351532788463,1.28865628938104,1.16845727599533,-2.25330889250544,1.82330662562013,1.97089914573726,1.87527325286611,0.409722026677598,2.18434923761295,2.81561727556366,0.910609537900217,0.909306681029855,2.47434865192887,0.888869937519444,0.611691677463869,0.761540841283079,1.69988308467987,0.589128268803208,2.77509298055173,2.44430174284331,2.16192626571242,0.777577996615134,1.67148127158634,1.02578290207403,0.135378423419688,2.25417908324277,1.26775984306955,1.89614790963823,1.40480009340333,0.54503608992307,-0.576948662754449,0.888054570094421
"AGGA_Mig_3 (GE) - TPM",1.77906111865009,1.32347594144834,1.72380262348704,1.7255132683713,1.46259235113198,1.45812787033427,1.96883893853783,2.00474883488709,1.90007693002614,1.82909233686287,0.933534736217536,1.49390546101854,-1.32522282010289,1.31440693101611,0.843590514238402,1.13547059090792,1.63292597657789,0.706315475706773,1.76119391967166,1.55094861039903,2.21992747134251,-1.54498906224184,0.138000819977629,0.675330509106781,2.24734445429812,1.0647841632162,0.920308732122652,0.617964238215425,1.5260553367107,0.887467417581744,1.02169924874621,1.05950289370822,2.22920931407298,2.39648695435272,-0.670467571305849,-0.611253886197468,2.52226041365405,0.31546395848348,1.88358204367303,0.790215075789517,1.69376130178821,2.81513763271524,1.41078247976711,1.75911307671534,1.9688835052803,2.55613447288778,1.54919921625311,1.73302571008059,0.922306588590017,1.32512593895505,1.45652169601028,-1.26828944806212,1.85319012868328,0.985133767587443,1.57863435281806,1.50025911592196,1.29234493948546,1.93196768387387,1.73249188223291,1.43343414761705,2.39794949325379,2.05609668074485,0.0220337653524222,1.43993114486366,0.539086097134596,2.21871775199525,2.30768717382484,1.88730482129112,1.9918383330367,1.90036169763568,1.27881590207052,-1.20180859302262,1.21703055841961,1.56834479405079,1.77670721425028,0.83488036739144,2.40449091593843,1.94958128195336,1.52919608286505,0.0574266679787777,0.0824573587253442,1.59383704483441,1.46088675597032,1.90604147023606,0.684375922533746,0.995018706884821,2.89378613128039,2.26516569589074,2.06152208918008,1.27766229605777,1.622954040777,1.4382650871461,1.34315174341775,1.71701361475782,0.919526555629275,1.13716017682136,0.919096013598051,0.0835291527922341,-1.40613039635096,0.864367272120622
"AGGA_Nd_1 (GE) - TPM",-0.141016068390512,-0.583876212037324,-1.22727934948015,-1.02768860192937,-1.06563084936361,-1.05910565124083,-0.73404911483458,-0.574512145491741,0.215668984085245,-1.27287425820526,0.0748842358240909,0.355212364878795,-1.43453736379116,-1.12911502037766,-1.01474191571392,-1.3197778039247,0.762236075904236,-1.25196306274714,0.447887691536401,-1.10555029063451,-0.855316905237737,-0.312938253003166,0.602008133611926,-0.1561506403114,-0.697046278945396,-1.70421599794081,-0.364522858001538,-0.697673331621877,-1.2887133624801,-0.365132165303906,1.02788458632349,0.206420911017112,-0.101400641569409,0.803163998288824,-1.16619711635205,-1.51080187861905,-0.85445231002024,-0.537704948585019,-0.451169727160627,-0.360001483609968,-0.590464727764429,-0.656681767365141,-0.558154897286981,0.653804973430386,-0.571885354719105,-0.000772403456573869,-0.470559065095101,-0.140440471716501,1.17634578955689,0.18142528125697,-0.563118954341304,0.85136845022831,-1.02680353324697,0.122491991904808,0.390439874615862,-0.731007902201126,-1.4482821582476,-1.36645296079069,0.13093035090889,-1.05043250768894,-1.20471924694829,-1.36592821511628,-0.83909351580075,-0.593099149113653,-0.00124508594709045,-0.938225903176132,-0.13205470301206,-0.792749615309411,-1.28989548297399,-1.47995889229033,-1.29535035879711,0.0224624458054585,-1.03828399592868,0.0983800443214733,-1.04973819894486,-0.577961574420615,-1.21616426244775,-0.991033724578281,0.37857032026326,0.55000191531006,-0.498041007272327,0.250178586793973,-1.03448835867057,-0.365984305227444,0.0712556852749388,-1.23121856380235,-0.80850731076358,-0.209067288511688,-0.325119007785744,-1.04763599561735,-1.23998408735916,-1.15283527001241,-0.848543128325118,1.0128861508407,0.205127855584396,-0.719575197144214,1.20188863519379,-0.811583930516901,-0.495433830614552,-0.728434688022452
"AGGA_Nd_2 (GE) - TPM",-0.72685793004935,-0.738312317965406,-1.34495083604054,-1.19083904780253,-1.00845881579609,-0.945295737289097,-0.306532321285295,-0.140363955938322,-0.347919136199712,-0.885131399435681,-0.119491009066692,1.00874065565109,0.233542553113669,-1.8544015648133,-1.28714857144619,-1.40736838686353,0.686235159060741,-1.38517130087813,-0.416162814902878,-1.33461733708088,-0.86697453942929,-1.02758309750853,0.665294343316426,-0.246296306888077,-1.37863677567186,-1.77225980880183,0.252884916808258,-0.129687564187674,-1.84525985943291,-0.57700273425927,2.35139575884942,0.751346433272805,0.374900367168164,0.523944527573117,-1.34342988808812,-1.6246586150466,-0.65659305266557,-1.20373386694464,-0.233717175872164,-0.784959120787704,-0.869210418293418,-0.903219984783554,-0.188898019583526,0.710659460190211,-0.031747499795291,-0.238038804589197,-0.395052484272137,-0.243914552460454,1.0911017398204,0.0467357165893161,-0.487282371658104,0.604344989051174,-1.10911271049314,2.22301395482281,1.98498110966198,-0.84036766037411,-1.470463988395,-1.29079701724734,-0.852068408497028,-0.950903436146078,-1.16516248218957,-0.953139008901976,-0.857984651398821,-1.03968053755126,0.229531573838565,-1.48478764864032,-0.89219675294382,-1.23787774252954,-1.50771099735824,-1.24669761797955,-0.903168096209191,0.586886789483677,-1.1444177819348,-0.047251713862481,-1.0750994501632,-0.691933857293875,-1.19767780686292,-1.20744672413715,-0.488133698819684,-0.621236604293198,0.257085939338951,0.695849860173853,-0.90339790172814,-0.437452613331818,0.161889909039439,-1.41475416178601,-1.01821409045712,0.706720287435464,0.246264244033006,-1.15920405380123,-1.26786629363654,-1.30397208969341,-0.943760364505624,0.882384528282282,0.118087895323663,-0.36969667928874,1.28165455134907,-0.298954362006818,-0.306423804903787,-0.766100252610409
"AGGA_Nd_3 (GE) - TPM",-0.0942331294753701,-0.546987778088306,-1.21458986074852,-1.24360563990173,-0.981450377105862,-0.952437679833617,-0.526393928857094,-0.485936012370283,-0.186055373447387,-0.930162103873234,-0.0502417516862509,1.16466812648413,-1.00028430818107,-1.58920969129495,-1.30525752974925,-1.4340517202398,0.971005693908913,-1.34077416043361,0.0964952688167283,-1.2543320443137,-0.88928016023089,-0.850583393646607,0.667115528002049,-0.557126688002748,-0.645709340791714,-1.63291885735814,0.946603460863056,0.0442040600424116,-1.61711996809237,-0.693089470292506,2.02298460410358,0.539784549127615,0.204365085098471,1.05426456329605,-1.13637121012569,-1.52909431722616,-0.201716956747773,0.394206242473728,-0.586463415194422,-0.81013851792416,-0.896490362749183,-0.852129263995631,-0.322080363542257,0.657496825538912,-0.506174687819451,-0.296987663482725,-0.550189893185072,-0.167524039339166,0.648745419118978,0.214069088633724,-0.54407053440719,0.722382055468169,-1.04229098306544,1.25675137069899,1.34308112054941,-1.05314607155728,-1.27275530792043,-1.24460045923981,-0.438578889215459,-0.844144511576828,-1.15281616833298,-0.962822567574871,-0.83889364843054,-0.99626002665095,0.293061091470674,-0.992453028479707,-0.748850670057799,-1.22453626839666,-1.34848834674237,-1.2326838228942,-1.05692056296863,1.64298816273578,-0.865888169489145,-0.388987924502884,-1.33923485757765,-0.24098504568744,-1.40566200230839,-1.21124105558313,0.103180861364715,0.0645507673637355,0.285556031171493,0.798577910527438,-0.624152216543068,-0.838783860181384,-0.712575242265403,-1.19737207739872,-0.593122468606888,-0.104157677039509,-0.339403276459943,-1.0990057359475,-1.20514970874369,-1.24048028509372,-0.892573536312117,0.726599371605527,0.675177366396221,-1.21923541466497,1.93972424078927,-0.0672557696954804,-0.973072421950692,-0.733031740594895
"AGGA_Ns_1 (GE) - TPM",-1.78321526713812,-0.998428612827801,-1.02616406931757,-1.23035791428531,-1.19553244536813,-1.10446185778856,-0.777342021731938,-0.69999617613988,-0.901804876375371,-1.1554559276919,-1.3038662021665,-1.12539229232803,1.14443281401591,-0.195370751865964,-1.23334609517638,-1.45786375607517,-0.756840825756007,-0.972352419620185,0.885431023784569,-1.33272469292581,-1.0400390326692,-0.359409475246267,-0.765653661002499,-1.13541272809853,-0.32921846145557,-1.49193057208317,-0.649246087283113,-1.3985887873072,-0.207818088975591,-1.03677858892899,-0.602651674603882,-0.944475153816123,-0.671147283214967,-0.464368360755474,1.28061698842136,0.887379563030756,-0.296608447654962,0.165263905482495,-0.875788308233812,-1.14030141904685,-0.246715072110917,-0.676687501708929,-0.52362992213616,-0.601361147675774,-0.858276904271489,-0.980097935097294,-0.702160674509883,-1.60639879528692,-1.40724818852123,-0.403427713962631,-0.422214814400288,0.455125181929279,-1.2123564835547,-0.849838103392732,-0.84957181731894,-0.386561397419152,-0.345305145267769,-0.971109286745885,0.0326987680051945,-1.37461170249713,-0.848106584030905,-0.919329982057779,-0.320761655626839,-0.742048603265495,-0.399033357285109,-0.520676718602002,-0.27604762409329,-0.105945589092478,0.179461898076776,0.280783723186233,-1.23787973153616,0.337104062240906,-1.00757670262012,-0.308640892964795,-0.628427807809213,-0.663990128745478,-0.122056740010612,-0.826421570933553,0.020022364800165,-1.48557487152188,-0.964317605769941,-0.912810581222521,-0.881228462167282,-0.400859394709126,-0.649735701198182,0.890971783634778,-0.450660668602115,-1.583741355968,-1.52068371309762,-1.10785403138767,-1.07549788175902,-1.11071060373397,-0.945211926582564,-1.33395074558969,-0.531859541233338,-1.02851134882102,-1.20594655478555,-1.19148687996887,2.06508432900586,-0.624913502574442
"AGGA_Ns_2 (GE) - TPM",-1.58612552366429,-1.10713805029206,-0.842327221688094,-0.932450529363393,-1.0354890916321,-0.684632282694411,-0.594354742388088,-0.631128513063296,-0.0946432657464816,-0.717094417985839,-1.3232523888486,-1.01247314140328,0.58963920938078,-1.06493265671145,0.367788057951702,0.162123633784222,-0.528218462343627,-0.556058706041961,0.596797284570101,-0.625214125829156,-1.03304804012463,-0.338607233908692,-0.755889582250268,-0.836344510125724,-0.637175866900893,0.428483927112088,0.317443619602148,-1.41047914477162,0.490880288401039,-0.160467878985087,-0.316554996730379,0.20073002795157,-0.485905565553937,0.124742902887432,1.07222577775382,0.455998568899912,-0.477165641004702,1.00110397511605,-1.08072524911916,-0.536827163501714,0.376301133133768,-0.459610430522467,-0.732893402186529,-0.887513858295193,-0.676953097178464,-0.160826027923086,-0.825892300379217,-1.0910181683433,-1.43440523177195,-0.218201661437708,-0.291420402149865,0.216069101722246,-0.0458836448610887,-0.498219882844077,-0.409851497109855,-0.0216197265540176,0.857237449824792,0.311761740003434,0.224071249977972,-0.936155845949118,-0.563519713322799,-0.633725721028449,-0.425886885608693,0.130835214019314,-0.784604629167345,-1.13983716100683,0.720485577117295,0.995027824482321,0.791803270040889,0.913161071807965,-1.09967536939438,0.979953146698974,-0.56181091199736,-0.130182799690521,-0.455013006434805,-1.03149253586519,0.0925906203875967,-0.286967913109964,0.97239777459031,-0.0196317148864803,-0.68978319460567,-0.0397927016555925,-1.10582515463405,0.401139713892578,-1.4912566598505,-0.577232856198062,0.295297104190667,-0.417253548434563,-1.14571796589942,-0.793535235699923,-0.182855908400401,-0.410001512317263,-0.658501720889828,-0.463273456849002,-0.177154511359219,-0.380425401351464,-1.01144633820231,-1.19038909521594,0.925507819478184,-0.0434960815843019
"AGGA_Ns_3 (GE) - TPM",-1.47701837757347,-0.920725999787556,-0.800644715380071,-1.1846026220902,-0.989065839350247,-0.643434723791796,-0.773743352694478,-0.724169471706354,0.146782480450977,-0.898717987319758,-1.18728812563857,-1.02739155198623,1.72261999320044,-0.421201668250223,-0.276480487131285,-0.0497996198052662,-0.316449592713341,-0.556288966412352,1.11361015183365,-0.78066366515754,-0.970533335385184,0.987340846474036,-0.856843861993784,-0.971563891013123,-0.914234073820899,-0.83999286323588,-0.197701013552302,-1.31903621264774,0.561325348329543,-0.5410074751119,-0.695254986032873,-0.0848687839331173,-0.13006311234149,-0.237204435225504,0.968250236760478,0.675937169841489,-0.63255701037809,-0.219427229130922,-1.06344103144794,-0.907182342889612,0.0982765494762636,-0.882352204772129,-0.689998325868211,-0.772216639362443,-0.637377347429817,-0.214097273617338,-0.608560407469776,-1.30737250959153,-1.30180154114033,-0.531387548611203,-0.426005541183297,0.0669850259345573,-0.556271728630744,-0.571353381213331,-0.755054557116936,-0.212471754997814,0.0334252703315087,-0.533241170037371,0.100564868307132,-1.0489445617438,-0.709283044879727,-0.844827978873621,-0.275509466034583,-0.120052489583344,-0.844976073366432,-0.943882529344181,0.2702070214719,0.596890874238334,0.298908172953264,0.268249782860188,-1.03733200072511,-1.07174088228393,-0.235763752242272,-0.202972235566739,-0.844850041255516,-0.973015915652349,-0.139560057606946,-0.256453902570307,0.238150969634294,-1.06346229346243,-1.08017348991938,0.422342278013697,-1.07205590979838,0.0485881160184778,-0.301248315773065,-0.205564111823816,0.16910249994319,-0.963377668508761,-1.447144918085,-0.85864311080901,-0.475043950834517,-0.476286926847917,-0.742073903588255,-1.51002753209051,-0.446614230135267,-0.980012617524373,-1.15287941971927,-1.46213074388275,-0.430359601854195,-0.196316234336318
"AGGA_Oss_1 (GE) - TPM",1.10462784578876,0.475684401698701,0.237483826040898,0.503419419805439,0.415379727622586,1.43399825761366,0.337401821624762,-0.0375282018294057,-0.708085689462776,-0.365683799083028,1.42988540668198,0.58156616335533,0.669565360219769,-0.337722150290469,-0.719205853759333,-0.637311074444686,-0.157747394356266,-0.26983618466988,-0.649487682328354,0.612656704588875,0.436729386084664,1.55346449330424,-0.185731498741965,1.34270109938406,1.30652123348913,-0.0518368451939978,-0.748257934075317,0.131716065770922,-0.3029698545498,1.05380800527079,-0.16574183942111,0.604570388961878,-0.506621883897719,-0.605486402386724,0.234916062462445,0.806846003758629,-0.284571737436806,-0.0295290269303473,2.93479818590463,-0.163656844342908,-0.499388478963365,1.77501552885279,0.630269447048218,-0.0835833510529169,0.812437222977961,-0.198377153058184,-0.0563084719657818,-0.0924675011941338,0.459627743312042,-0.480451509376132,-0.284935164050239,-0.506514991963142,0.126393885407204,-0.410773649317424,-0.324034447259605,0.962240872254254,-0.146673445423684,-0.181822062335097,-1.38469255130516,0.291294112025867,0.762272628244194,0.772584095881743,0.27461813017898,-1.10418695846818,2.8614682003735,0.473201664945456,-0.248439177838407,0.244831661038554,0.722993750936041,-0.381930075124205,0.871434868374156,-0.559435742137302,-0.392084610861737,-0.615684845545755,-0.133515450862139,0.619986208574296,0.781001387807353,1.05627709332198,-0.147021370249437,0.819195087053876,0.111949526857629,-0.560605603327869,2.05610297087451,-1.07717322580575,-0.418003048695556,-0.240521476942179,-0.856261562464215,0.0640952055549927,0.492176976978843,0.0165340549317327,-0.15002518188494,-0.313752263581204,-0.369801953681204,0.010462429144264,-0.610395497690213,0.775913998304246,-0.242281666213082,-0.53875220797195,-0.0403797994518002,-0.436018663587894
"AGGA_Oss_2 (GE) - TPM",1.12943020628923,0.724078109352862,0.57827632681483,1.2210006473735,0.589654362643722,1.51304853041001,0.520052812109784,0.414315148242222,-0.0360271795340562,0.217545026931026,1.65894962442255,0.679012312093192,-0.0445195537501721,0.263403333143461,0.626999325729854,1.39214641275898,0.520010580425556,0.383590783081908,-0.120864019725775,0.75408235956431,0.913606524298005,0.545033494152702,0.207346599055624,2.23511790162247,-0.0803512311955126,0.86601129935253,-0.557261108169489,-0.187996769301048,0.737456018056838,1.36550941862131,-0.52604106153399,1.63970956920922,0.381422222628923,0.331838187086984,-0.366212420765102,-0.0306897166911775,0.967303336198777,1.46613883306985,1.55773956302337,0.671896874591398,0.577216300722179,2.3957343471749,0.28020889924674,-0.0228556049090559,1.5096493935314,0.484729996235606,0.911504029566756,-0.00550403284424408,0.018008725247055,-0.40072623200433,-0.265353430586615,-0.313236587770425,0.278431824939389,-0.0225152683235969,0.905280369058856,1.08915564688842,1.84720351465533,0.852117351297126,-0.130148035464913,0.234071479138501,1.04374124519615,0.657602053190135,-0.0564129817088281,0.0729550461820285,1.59048891972557,1.48368570319016,0.974049647633536,1.16499432856881,0.988574708417505,0.442205534192702,0.897001368052586,0.325724500861473,0.519363613841399,0.154762053592853,0.917362232529368,0.880246952090594,1.4242159191159,1.15478443664675,0.81119325239323,1.81296587699514,3.20364619194146,-0.0414007181004197,0.742580326365862,-0.385511457304939,2.77651247321079,0.144973487001579,0.0733609906567299,0.640329005197976,0.602951021248214,0.713136702023683,0.0978684275561677,0.109580345601478,0.190748483124179,-0.289494080388103,-0.489988086059451,1.40973358033102,0.0177880238011687,-0.428320575694815,-0.0563883032985495,-0.00755001589403934
"AGGA_Oss_3 (GE) - TPM",0.531398910392671,0.825035440701481,1.17962490724,0.67709532988487,0.652085743675712,1.58124771599222,0.160825227543848,0.231688662285585,0.600293593645788,-0.00771933144900505,0.837988510509737,0.260133606578546,-0.553089857927644,0.0435520471060109,0.0811488563128115,1.1182278418634,0.401682046212341,0.28154499965904,-0.0452847964406639,0.745336489676125,1.01946016977202,0.911975637079049,0.138422001820786,1.28694155648509,0.945324066715706,0.363401532128064,-0.874356480476927,-0.421948918080635,0.0443711037716116,0.0215676710218385,-0.343793605953177,0.717624939190796,0.611619834893929,0.181427495574372,-0.292372597843245,-0.139597345706592,-0.439688329808586,0.382164035380518,0.480257084350015,0.5231818577251,0.343472258311592,1.43136599284029,-0.00641921160314797,-0.443767540799832,-0.0951246226871027,0.311593662157917,1.03173696323406,-0.248252293261346,-0.484204511075757,-0.452749311975205,-0.308823597482941,0.0522787777049138,0.435267057841907,-0.626157663066316,0.580242375859771,2.14938861860735,0.408279020684486,0.146157015798553,-0.432657810976408,0.552505529280605,0.730243785205233,0.728734621917069,-0.0873923902689285,-0.21703553138373,0.356862021476852,0.948733146687314,-0.234092960949409,0.575309324349128,1.0365895648617,-0.020042238626591,0.448282706267015,-0.118658856535557,0.102998114301207,0.196578932410076,0.911035379593534,0.7922864163089,0.628070639335094,0.719507114846623,0.456271846485176,0.788316556127327,0.488909729077842,-0.561065094707902,0.159518094932749,-0.529618765379216,1.39193855006211,0.0796304866647211,0.0411972649166574,0.351226994908934,0.33985342458219,0.46031054900392,0.451392904239678,0.159613443829579,0.167749695602413,-0.13107198298778,-0.649123982223131,1.74093789526793,0.144034601952443,-0.686739481223156,-0.193526013985595,-0.224481006064465
