"","NTHI_RS00325","NTHI_RS00795","NTHI_RS00800","NTHI_RS00805","NTHI_RS01025","NTHI_RS01060","NTHI_RS01355","NTHI_RS01615","NTHI_RS01620","NTHI_RS02110","NTHI_RS02625","NTHI_RS02800","NTHI_RS02805","NTHI_RS03630","NTHI_RS03800","NTHI_RS04165","NTHI_RS04230","NTHI_RS04235","NTHI_RS04240","NTHI_RS04340","NTHI_RS04405","NTHI_RS04465","NTHI_RS04470","NTHI_RS04770","NTHI_RS04920","NTHI_RS05060","NTHI_RS05065","NTHI_RS05370","NTHI_RS05385","NTHI_RS05700","NTHI_RS05705","NTHI_RS05755","NTHI_RS05760","NTHI_RS05765","NTHI_RS05895","NTHI_RS05900","NTHI_RS05905","NTHI_RS06020","NTHI_RS06245","NTHI_RS06255","NTHI_RS06310","NTHI_RS06315","NTHI_RS06425","NTHI_RS06430","NTHI_RS06435","NTHI_RS06635","NTHI_RS06645","NTHI_RS06735","NTHI_RS06740","NTHI_RS06920","NTHI_RS06925","NTHI_RS07475","NTHI_RS07535","NTHI_RS07950","NTHI_RS07955","NTHI_RS07960","NTHI_RS07970","NTHI_RS08255","NTHI_RS08755","NTHI_RS08950","NTHI_RS09380","NTHI_RS09390","NTHI_RS09395","NTHI_RS09400","NTHI_RS09405"
"HINF_Oss_3 (GE) - TPM",-0.652053926303604,-0.651391246652248,-0.109252993953151,-0.0486470950773766,-0.404339788136423,-0.117502619253541,0.702922301749154,-0.565768804514099,0.0661738781314531,1.08623720209356,-0.874655573180847,1.03198119851702,0.22878406398703,0.60252339872821,-0.446251106340939,-0.370194750601492,-0.800957539570268,0.37566694399553,1.20140215706932,-0.0598642856644157,-0.461182279642732,0.926202045447195,0.544226292745693,-0.829656158561591,-0.39354974274311,-0.49196754248834,0.0240975365907471,-0.441525180633381,-0.429330090810366,-0.576748263214093,-0.889148605710485,-0.954387628617422,-1.05221660301719,-1.36689162902681,1.46863980091363,2.19808202256898,0.658820954048918,0.140657152542687,-0.402012070030794,-0.321989621755693,0.824215101841917,-0.629973931753939,-0.673871089696349,-0.56225546551244,-0.307674584008504,1.68331031952441,0.447446374561742,1.61070974974987,-0.0644215040749685,2.79013442256396,2.43589690868934,-0.909585338846725,1.92337504724448,2.04900234645436,2.39522217283607,0.774951201124823,0.429601394401417,-1.60618901340678,0.0595574409086138,-0.971174933640588,0.409215610168549,0.0448145277478523,-0.247386416892057,0.0900670603765334,0.0575137801430991
"HINF_Oxs_1 (GE) - TPM",-0.027102368905004,-0.414435339052353,-0.383967937245313,-0.269027786201558,-0.429850663385191,-0.356623343972111,-0.766147585181839,-0.502254459131798,-0.684579768849351,-0.452587102916767,0.225630297780497,-1.10187589126094,-0.49550048915825,-0.484698737785001,-0.498492433625046,-0.357943872008456,-0.373928637096146,-0.436447130624084,-0.385236191821132,-0.268017861820159,-0.983252885614432,-0.94965903765878,-0.33315666773199,-0.697653906443928,-0.41050943878932,-0.549994178248075,-0.949430366974762,-0.166663726672588,-0.265648766413001,-0.245602633948603,-0.416944149392055,-0.66812075971313,-0.743092270041154,-0.722223041574591,-0.569199299827472,-0.413128131600628,-0.446896242951717,-0.348311583653743,-0.599155349133025,-0.337705467455174,0.104114173195614,-0.451166663815658,-0.657184440575679,-0.432399752447678,-0.499097899640197,-0.434770986826497,-0.527037811005367,-0.444495368956347,-0.479450167768418,-0.396818341534745,-0.591067962501394,0.680656946225564,-0.0106239016363313,-0.740957098597402,-0.812776978230081,-1.38091976385712,-1.12400151415079,-0.118302940585204,-0.575790642562297,-0.0888205901269281,-0.458506772369358,-0.521345872896481,-0.552936011655558,-0.524131294864641,-0.367813915795658
"HINF_Oxs_2 (GE) - TPM",-0.231362208905372,0.118931051915565,-0.137789977226524,-0.29471497005062,-0.230467222255276,-0.160822160489284,-0.514900097112671,-0.251621288749911,-0.33123355102413,-0.510281956951065,0.301133759115762,-0.794485570173233,-0.624642215856659,-0.624585509653974,-0.505385919620142,-0.123050962768823,-0.473281545830989,-0.383788836429476,-0.122584065208275,0.679804766142514,-0.729800126430375,-0.160980911030608,-0.113219207050302,-0.692308725329031,-0.412199106404213,-0.63708972345732,-0.698711062865179,-0.208869653354021,-0.311728566672311,-0.31156766952411,-0.143637373135295,-0.564001056386647,-0.0631031942413212,-0.279084500312389,-0.632523927281203,-0.397775418435645,-0.484707966012802,-0.424546653602934,-0.42770473583129,-0.30327914004649,0.383705308549935,-0.354532806221177,-0.419649190629277,-0.477459099941392,-0.344783636882959,-0.283659513427535,-0.125170896322608,-0.278680485915024,-0.386685213873454,-0.283121332041817,-0.593998510285317,0.75598391396184,-0.0683846406038491,-1.14258587420111,-0.757462187507228,-1.59657029078001,-0.542833124248114,0.432895904870779,-0.210959770099015,0.555817589633146,-0.47707776379225,-0.53958065462222,-0.507028241196613,-0.313247265780437,-0.444848450261729
"HINF_Oxs_3 (GE) - TPM",0.197613553833459,-0.29078528688275,-0.357257581276458,-0.227231392712143,-0.636493136307146,-0.343863367779524,-0.894023266950187,-0.20006727915545,-0.741464644214955,-0.564756845515397,0.237650719201288,-0.565037945995003,-0.450921928230032,-0.205382732997475,-0.483785870135375,-0.13144751196584,-0.208126674041792,-0.368018719152213,0.169165697813101,-0.303726569993836,-1.0228708654537,0.193135382826759,0.00318727259355446,-0.583725983468671,-0.402040076820162,-0.583062287862946,-0.86447575976708,-0.155342201662581,-0.247075282430874,-0.22365889479858,-0.464383895366537,-0.486855808805621,-0.281044122943196,-0.650189911168057,-0.660477096297543,-0.602505583867611,-0.454174812861358,-0.314025214958381,-0.542137972974139,-0.271023777598336,0.134186839660343,-0.281940822592831,-0.663702511125922,-0.415361748335008,-0.528296073636979,-0.453821313887664,-0.271628437488378,-0.481958537669482,-0.281500021009386,-0.464864071783396,-0.503710535897485,0.685198192822428,-0.215051567234154,-0.841622060925919,-0.781122579430391,-1.17134175203995,-0.671281439292669,0.138050389840577,-0.339588983545121,0.173885700821805,-0.28383135615604,-0.623622237646444,-0.527936927355815,-0.529858291069383,-0.318745248684981
"HINF_Sp_1 (GE) - TPM",-0.642060943661338,-0.351128407497545,-0.253995067107222,-0.568625661100503,0.119472316255649,-0.831702508447214,-0.434092824230019,-1.05984293836741,-1.31457538755293,-0.601403216403243,-0.869109190575189,0.311262513024817,0.178024170021754,-0.039086091710339,-0.0464780515907986,-0.482211804051703,-0.75041700643532,-0.724616335144429,-1.06217339543887,-1.53390770581157,-0.280897192571791,0.607084416161986,0.246227939159999,0.937274714044067,0.823978693427075,-0.15845469836589,-0.00243097311240995,-0.381354982548704,-0.407580428822393,-0.755309577670314,-0.810979257728663,0.704787486955698,0.763850400578826,0.149495906771578,-0.0475598299226164,-0.351563633820461,-0.0193231976658227,1.12264639485546,-0.240630638825926,0.0455070641850965,-0.892623663910417,0.434226137245756,-0.262137744803386,-0.521013009522489,-0.601685930606063,-0.883077455123069,-0.0566269684071433,-0.803805429860705,-0.291770846869405,-0.112899558755798,-0.191815892593274,-1.26040363984637,-0.830306547762813,-0.939907392153971,-0.759890018505837,-1.11668828602588,-0.100754013502136,-0.209999407571765,-0.265398439633164,-0.152290547404414,-0.511575445721021,0.330389304409583,0.68658895223353,0.613253608070347,0.321052963009119
"HINF_Sp_2 (GE) - TPM",-0.638412307233424,-0.45885632936154,-0.607014338483769,-0.615318867467842,-0.0186932251803974,-0.679983352058616,-0.16707124036242,-0.913555368174896,-1.11989179656542,-0.776473455110424,-0.530897762600783,1.37931251919677,0.39488019234611,-0.0232880887712987,-0.0696928388111219,-0.158096866307865,-0.86509607938204,-1.00041789760352,-1.11292197608323,-1.58397723231124,0.630722025371336,0.684887210346101,0.449772701327481,0.590384175328806,0.0790885586983161,-0.180131190945917,0.679216410442248,-0.453122215499573,-0.363389661189704,-0.915409556766617,-1.10828761386705,0.163329073916781,0.20162093787358,0.309364728380362,-0.33263532234169,-0.596855618825127,-0.20915116613368,0.58509327181242,0.163138462045969,-0.174908761493847,-0.507204251134703,0.478802315542644,-0.391176103087567,-0.577231073686424,-0.734848604836384,-0.63762911387179,-0.097136566684257,-0.076621592961057,-0.233895754412355,0.0776806171335233,-0.102178539241184,-0.232126835109812,-0.644405783509743,-0.872717370069376,-0.701449550421087,-0.363341112498857,0.114710821839342,-1.34449332319076,-0.389533960076236,-0.0120517852058808,-0.398970742182212,0.56210311611023,1.43746911113663,0.971098287709605,0.746415734639002
"HINF_Sp_3 (GE) - TPM",-0.705214177241756,-0.227232317367703,0.011999357486541,-0.503519822319985,-0.167138530807295,-0.559739000047047,-0.0971842953930548,-1.05076587799558,-1.26560244322224,-0.569224080265491,-1.0528012245603,0.0108695099451547,-0.137728344336089,0.111515068228322,-0.0825876898122858,-0.330906730844522,-0.546497671957293,-0.7897863397576,-1.1092676159561,-1.1349096411493,0.263915880423281,0.664443916820997,0.238615622735686,1.09691948631345,1.20341117740879,-0.207161586365182,-0.0742796189464652,-0.37643897049842,-0.357764346306005,-0.654596259492104,-0.525593925002471,1.10452675618672,1.36076542859201,0.537719760159646,0.27736701877297,-0.283972376165122,-0.116415456730701,1.45525547657636,-0.374478848848032,0.147107888861581,-0.396890067828866,0.00833737394585437,-0.362658551621577,-0.4750048184273,-0.699286329472925,-0.890293447485291,-0.628314045493675,-0.0498450152186632,-0.286700657071387,0.0895327108019844,-0.367016295205962,-1.52007450662695,-0.917968026226947,-0.533287416045891,-0.399968994119087,-0.334423628801715,-0.0683470549844644,1.01920419793998,-0.0729482705006195,0.287176987979805,-0.549301490979883,0.432741321385497,1.15794332820773,0.840727174355502,0.323386390790178
"HINF_Tm_1 (GE) - TPM",2.83585483116613,-0.461607995783356,-0.448177246200235,-0.221368622058177,-0.81708396914255,-0.175311884690845,-0.481195638004561,-0.411950700340987,-0.396864320133868,-0.250988298024106,1.77405937733031,-0.780319909994365,-0.732865788160348,-0.444701940162923,-0.0487165422300111,0.664538112678178,0.173304470672251,0.161714598920176,0.436310883889177,-0.0580997980058286,-0.444778340933914,-1.7796213624191,-1.35827692512015,-0.379246125393793,-0.236743705899862,-0.30072132245714,-0.240566035266212,0.203618554266694,0.475509041940753,0.550470930472216,0.589080465401858,2.1588838061657,1.48892456956894,0.730392187166111,0.890927174776175,0.114280895042051,-0.202605442438695,-0.132326111177687,0.752197013646362,-0.412250683538665,0.825473884924005,0.863196259350814,0.830179634264939,1.1509676595804,0.930869285627287,-0.409745488385438,1.29438622313439,-0.300617163297666,0.0455536235021018,-0.270277295376228,0.378907216361439,1.49520872331752,-0.271541501457171,0.0654583494533074,-0.474033742622508,-0.510835421273871,0.302754017088152,0.847701674280548,-0.729121284732011,1.6567411292287,0.352056319153786,-0.362247648352284,0.0311864251349811,-0.43661902761627,-0.344082398140161
"HINF_Tm_2 (GE) - TPM",2.4044624912073,-0.26424684383339,-0.521556585579343,-0.311545300006282,-0.850611246807112,0.00335353808671196,-0.117818558194192,-0.282822498892749,0.413584366740227,-0.196682156468111,1.95148040655498,-0.691284479361449,-0.79797476809138,-0.640995745678337,-0.0867548916116849,1.07808367978287,0.117018418028048,0.000970328994976285,0.57263813125634,0.478667161827498,-0.389192279756012,-2.09885515543816,-1.33338415931631,-0.479928510971098,-0.440906765435698,-0.4394767625192,-0.158569449529473,0.0710998181479504,0.26560494763411,0.55777159903721,0.839731726345583,1.93382437314401,1.62711772792595,1.54573869998384,0.403287573812192,0.0315881216576959,-0.314960581542885,-0.376212970946849,0.781069585130644,-0.429867718645629,0.750899228130448,0.685616114161927,0.969409083485925,1.1256569627413,1.18652862531404,-0.290700063833821,0.896061878639491,-0.343746480884542,-0.210637718139583,-0.173989386714497,0.667369737461209,2.09121147227229,-0.274308365504058,-0.443767618642575,-0.58362973867393,-0.930517891438782,-0.649001902389309,1.17085757473007,-0.611725176997031,1.45765667719127,0.249044167682571,-0.262197596810621,-0.100507592938036,-0.281040562497245,-0.245947512345794
"HINF_Tm_3 (GE) - TPM",2.73216445803377,-0.272094340107477,-0.538637020329828,-0.234830072509214,-0.629284310859789,0.387844247358879,0.11923385092243,-0.10743668952092,0.434612985553184,-0.0268782058655765,2.37497309860965,-1.18039974413888,-0.706222345238727,-0.723044439308878,0.077048011126492,1.03071497260541,0.385927176793494,0.471395132669597,0.585333048765362,1.31736811492255,0.00142264007999519,-2.03355505722698,-1.43466598447881,-0.362256049816413,-0.256645837069533,-0.228454833426255,-0.0803388273490673,0.0621155387347124,0.287651187340919,0.815843831054727,0.836914174599354,1.83592714554933,2.14245123693225,1.23801220628728,0.896141910438428,0.414627416043969,0.0134919441932011,-0.0715504638185317,1.3278576399896,-0.244183480626752,0.466701519080438,0.84396189836488,1.32159549362267,1.58297274192938,1.40375989916226,0.101060167741812,0.94437716622096,-0.525348834090177,-0.0104644646461692,-0.280342752275317,0.433447724942524,0.989102001275429,0.169162590977593,-0.514599506883808,-0.655958244493432,-0.547662150192276,-0.521910210466672,0.314634873683562,-0.304578318791012,1.53546135863226,-0.072472858597195,-0.0289217910931013,0.313430834101271,-0.239960205375713,-0.287140189521071
"HINF_Vic_1 (GE) - TPM",-0.767664972813802,0.551256258639697,0.764615082957936,0.191745302497672,2.32769840483285,-0.249899696094688,0.871865075266405,1.50842645616104,1.60569496417161,-0.371546893553563,-0.10975959967168,2.22353534611552,0.898116524829615,0.812766084011279,-0.511427887027195,-1.24751617981296,-0.283943118010744,-0.476452526224622,-1.44476851360317,0.920135378666777,0.264651828217888,0.18009256250538,-0.570720410141676,0.284858906717439,-0.542124917277583,-0.264986157504683,-0.43821018094761,-0.486204114709668,-0.513235407853189,-0.652555968139957,-0.664128854690289,-1.04869793969098,-0.202953833165342,-0.0301962107780133,-0.473299254347962,-0.191702056998021,-0.476790072817433,-0.601235796488808,-1.32907207957345,-0.34424448866298,-0.964454160585769,-1.35512732509613,-0.162841410926269,-0.299253466779485,-0.536809604614427,0.255078378961206,-0.491078648617353,0.0736289075270505,-0.507516063295324,-0.77652428067489,-0.809824517073376,-1.06135183588649,0.215987087673767,-0.228152485475988,0.0607925385359813,-0.0666369817740225,0.305135849992268,0.153565457429395,0.701067546186469,-0.123363263839005,-0.436804352213255,0.036755484489114,-0.484042709555237,-0.217804270564678,-0.359364045203936
"HINF_Vic_2 (GE) - TPM",-0.365706900435914,0.00250245235595043,0.155213254152243,-0.17241725748758,1.49577222000663,-0.107128840039273,0.392585313952563,2.92658139964245,1.02558703332162,-0.0174487941888572,0.446352550125517,-0.523559580564066,-0.144726523485053,0.840315262878839,-0.387051859445632,-1.06836967757791,-0.0562085477345933,-0.661708752847117,-1.38963010575023,0.320680202928752,-0.714879418654887,-0.257038269560785,-0.832395365236236,1.02027849646736,-0.599655389704464,-0.427607772537292,-0.129770646041993,-0.548291331646737,-0.537697435258396,-0.422748425750062,-0.312457534838204,-0.709094905392119,-0.246487025632557,-0.276360184562234,-0.0410520123515908,-0.185954921153854,-0.374398921731933,-0.556519821549861,-1.0845541213235,-0.270490356758605,-0.817983921108992,-1.26501192423015,0.549005905233639,0.0288677274427107,-0.122643975546768,0.531495269150499,-0.239123529095194,0.251619026767318,-0.367303650746784,-0.914300690021107,-0.786273306898615,-0.386555673317449,0.451470108557269,-0.627664906311988,-0.662564264206512,-0.0285047207973236,0.642264933062632,0.52083317492007,0.96172199325404,-0.591071705215911,-0.198537813798525,0.241747621219635,-0.771951483835183,-0.643382020762655,-0.731018291969471
"HINF_Vic_3 (GE) - TPM",-0.453327110463713,0.496950584334469,0.470254104589825,0.0119661026534718,1.98891966560594,-0.17962302407044,0.535874579438648,1.66267675558524,1.7074656066238,-0.346224449328607,0.145658388387669,1.08606707955613,0.577530411135633,1.13957830852853,-0.419105522715609,-1.04691014518969,-0.444080152180314,-0.557334419573174,-1.35680305645882,1.27328796642385,-0.0783753390212196,0.664542590331303,-0.17114120733529,0.462013089671117,-0.486172889415405,-0.133782222763294,-0.0656206253213101,-0.435652144092667,-0.458764627047167,-0.455874759852234,-0.350047290403123,-0.885795700802691,-0.431772995805958,-0.594332677367066,0.213320875769967,0.198160220049894,-0.318933723394517,-0.378151774506588,-1.21905485251908,-0.192200329788637,-0.871579490578843,-1.24426158921784,0.174327679335905,-0.236508481787003,-0.36979235909547,0.557652171268474,-0.943744240406649,0.225253193919231,-0.490683419866687,-0.755170868437968,-0.549736709455911,-1.27274502454371,0.325937978161739,0.0137378429697159,-0.0946654036577934,-0.316509586443592,0.318132144841228,-0.0814273643243645,0.835739286434592,-0.299662040077464,-0.250775008592193,0.0619889617985909,-0.661001645894791,-0.410593238495568,-0.375955071722209
