"","D7S_RS00030","D7S_RS00035","D7S_RS00370","D7S_RS00375","D7S_RS01035","D7S_RS01565","D7S_RS01570","D7S_RS02360","D7S_RS02885","D7S_RS02910","D7S_RS03030","D7S_RS03035","D7S_RS03125","D7S_RS03450","D7S_RS04090","D7S_RS04390","D7S_RS04395","D7S_RS05120","D7S_RS05845","D7S_RS05950","D7S_RS06035","D7S_RS06040","D7S_RS06320","D7S_RS06495","D7S_RS06680","D7S_RS07920","D7S_RS07940","D7S_RS07945","D7S_RS07960","D7S_RS08275","D7S_RS08340","D7S_RS08555","D7S_RS08975","D7S_RS09960","D7S_RS10190","D7S_RS10460","D7S_RS10470","D7S_RS10890"
"AGGA_Li_3 (GE) - TPM",-1.0657803451076,-0.794480488338836,-0.507932791797642,-1.01960460056891,1.30295050497694,-1.30157092206117,-1.1265348347891,1.18143206060693,-1.36265223360129,-1.42382449975963,-1.41101998542184,-1.51721428060795,-0.607828979013894,0.655139330443566,1.17559144864476,-1.33965311597128,-1.09971810691013,-1.02013197791943,1.09055065121375,-0.887055311016305,0.81601922727425,-1.10579016538027,-1.13011772110786,2.12575976439434,1.61800808544776,-0.815290415234296,-1.32765330878813,-1.38679358473758,1.67523944337659,-0.751721083096017,-0.586901134984177,-0.475017679552561,-0.744691821501981,0.726308521268757,-1.18269273038681,-0.949740373248389,-1.39211752847531,-0.630496697407828
"AGGA_Mig_1 (GE) - TPM",1.14325500610456,1.74444815660446,0.516691225522575,0.0455901182188401,-0.508384069234652,1.51887004119618,1.67083515398834,-1.36489525388507,0.748593169874732,0.924364370573867,0.815704283417353,0.494508846695223,0.665572272435749,1.00438901563189,-0.937897978059886,0.763859725205475,0.55626233412085,0.814932676560498,-0.945038994494077,0.756223905749145,-1.03515253655069,0.102563742758003,1.48163710353211,-1.19998449318688,-0.996875323670153,0.0785461607396849,1.17116512951311,0.613727299623577,-0.112742904995054,1.76638680621619,1.15639381182203,0.520333409248904,0.446747723504905,-0.873626850822759,0.476299982758485,0.968919451113344,0.860301744963035,0.798345141281762
"AGGA_Mig_2 (GE) - TPM",2.10567636649781,1.32152715778714,1.82371050181683,1.01840562816095,-1.61005925208305,1.23116987999004,2.02320143833814,0.491516030640697,1.4072974999129,1.2613588171897,1.70495478378039,2.73491837433381,0.883649539603083,2.07902146184952,-2.05198868320212,1.16627207286688,0.717401064785021,0.60097541345348,-1.51194265363573,1.99160555309902,-0.927127584629349,-0.820995904451224,1.90222040997933,-0.100970031227075,-0.677947321819476,0.216358245996564,1.58846914707489,1.77532038469544,-1.72611860061926,1.64214330104273,2.32151403753538,1.880173693289,1.87102565875907,-1.09996506288009,0.597643021735989,1.22613668337762,1.56655021989911,2.14369997737114
"AGGA_Mig_3 (GE) - TPM",1.16466526333783,1.45615713981335,0.581286508918394,0.455165061096819,-0.79773724033581,1.54011360735569,2.89663610473621,-1.59039942106899,1.49224731317352,0.504780031549041,0.809013998464381,0.948785431625232,2.12136564852706,0.491583316879489,-1.21220412839396,1.05062310958403,0.239477698781278,0.571022809348899,-0.180922554632421,1.43527850593715,-1.3230451900407,-1.30303872994929,1.31840708935703,-1.45236441800123,-1.16027594307419,-0.266367384537642,1.39204207446735,1.25928085684131,-0.85856838471293,0.682384286370985,1.9359047989713,0.818273785223376,1.09200462021672,-0.901997869418483,0.697919676149215,1.01184374957784,0.598678929835953,1.21333318058978
"AGGA_Nd_1 (GE) - TPM",-0.448008749825604,-0.985680898172083,-0.666484455486172,-1.17567191443344,0.112846041969994,-0.405041459431029,-0.422543373623837,-0.270973086499377,-0.06150240523094,-0.217104616454125,-0.30649102611308,0.0342437169419849,-0.499354464842186,-0.0611927729931454,0.93021933533795,0.410691092216851,0.426703922576784,0.0202666035661953,1.3020317260476,0.410505456139908,1.51799264014894,0.360946313339581,-0.581289622694649,-0.609302115884949,0.409932784218906,0.522786023473194,-1.03240297061774,-0.600157107420928,-0.450429654198081,-0.32437060562531,-0.513065530413522,-0.757648432382661,-0.397756976919904,0.484257726160714,-0.103252796462622,-0.800232172934717,0.0536993902703988,-0.463053734437059
"AGGA_Nd_2 (GE) - TPM",0.0186072696140647,-1.09218101984851,0.18169175535358,0.322274881715932,-0.725178764181735,-0.256607134077519,-0.196232988109733,-0.563657240151629,1.04352683024556,0.822358926647301,-0.0890973240866662,0.733261578652305,-0.298366696318139,0.285349040651144,-0.376404593049751,1.19479076178931,1.34230047789157,-0.0645423574717942,-0.119389885381786,0.661390752031293,-0.0344068563952506,-1.04602586660331,-1.03974197067593,-0.862659992160223,-0.55819785919455,0.240889087265344,0.113701047686636,0.504587850975526,-0.375257551895586,0.301976608898842,-0.212345390704491,-0.632563185844352,0.921798802884437,-0.278156800789711,1.09204479072259,-0.739235700977592,0.0957542892641252,0.467819820730497
"AGGA_Nd_3 (GE) - TPM",-0.153170044469029,-1.07082100537105,-0.0938695871739984,-0.663523241389563,-0.431089411487109,-0.385724918196244,-0.372540085188781,-0.2064020879828,0.458243294131275,0.75770954958751,0.0664043253409105,0.405792633445226,-0.0205233652497808,-0.214315182180256,-0.24144676109101,0.85831910406799,0.639616362672087,0.232181101037291,-0.152369953022497,0.3919757660747,0.0710341581920566,-0.0680564468618406,-0.322240052617345,0.0352472917128973,0.186415310847902,-0.222966333437777,-0.242236068534764,-0.0712802554972218,-0.872923904289256,-0.568061708646008,-0.396403431192765,-0.603671505431363,0.366322411529027,-0.0205104789884272,0.754794870237373,-0.767597936975134,0.371537127370954,0.308739582058651
"AGGA_Ns_1 (GE) - TPM",-1.35753317602108,-1.20897367149252,-0.773923636187287,-1.06965941600713,0.859909439587728,-1.18545789876326,-0.94881407627407,0.0113098527887175,-1.20428412326283,0.399600917265954,-0.0758242202561383,-0.175018218945804,-0.272566595116735,-0.66509000407828,0.882102449324452,-0.910719189788086,-1.48259516527882,-1.17179865155187,-0.670275826290753,0.496694660515595,0.66895927588556,0.186162529645451,-0.634110618448084,0.713808780039083,1.57690471377236,-0.941051748479522,-0.968679235264485,-1.17578113851171,0.76084751997471,0.512231231153739,-0.798870489498497,-0.993403404942253,-0.823662835937617,0.443005734527646,-0.858804393564002,-1.34089009898373,-0.94996138285926,-1.25603565825469
"AGGA_Ns_2 (GE) - TPM",-1.49264115539515,-1.1637147952569,-0.947359982571767,-1.31087976270807,1.96127648889504,-1.08218939391669,-1.03731296890401,0.911173317907236,-1.62197727568034,-0.89098902632948,-1.39924570962325,-1.65656230427781,-1.48684630665478,-0.638599608147202,0.477851957974259,-1.34418303531593,-1.39095619114674,-1.85195128740921,1.1311271469918,-1.06792947260163,0.533577131952903,0.389887125519522,-1.64201104339941,-0.119689638739117,2.04258607275671,-0.295792305872498,-1.45178326628672,-1.48648200216818,2.03191536601676,-0.909007748237739,-0.966306947838273,-1.193923032848,0.0110862659849234,1.6531384376021,-0.125828496909606,-1.47663151565389,-1.127961766304,-0.782896256332408
"AGGA_Ns_3 (GE) - TPM",-1.52529943420955,-1.21173417743987,-0.864228328337326,-1.37342107186021,2.20676310537011,-1.25623839442803,-1.10710119076887,0.746399867737316,-1.49688367197093,-0.418244675876365,-1.54486183330864,-1.22906036579485,-1.65695918410716,-2.21430195488372,0.9858158211411,-1.30537717404132,-1.46118673648572,-1.68034658796835,-0.106185237670655,-0.740641906441747,1.43820977351415,1.78635267563137,-1.56240783334867,1.68879699392173,1.55733073998429,-0.722550898639054,-1.45552182993988,-1.452823154898,1.44066447795343,-0.616931588123402,-1.0920698029294,-1.29142898234362,-0.152920814555435,1.49225689753203,-0.0748355684258233,-1.45647823211822,-0.975938084336585,-0.95356947955627
"AGGA_Oss_1 (GE) - TPM",0.714235833434179,0.598511036286089,0.268400168581224,0.801707404248146,0.0520144175066281,0.176747740298475,0.172234783622608,0.741833032951589,1.2604876868167,0.409786276609389,0.61676566389942,0.133967075757068,-0.393196703439271,1.2071475913303,-0.23816403197835,0.800552162088469,1.72043044395418,0.402860280643987,0.336981969789519,1.10362212417338,-1.15232747592526,-0.165122834154652,0.270127624817354,0.857851985364664,-0.685539146582609,1.32004859560506,0.856350580295462,0.148912029977071,0.189706557765643,0.520713130359093,0.26385243460708,1.05526707179974,0.760962356181006,-0.53722582957214,0.809615779901384,0.736876766212097,1.48876285251251,-0.240033724535654
"AGGA_Oss_2 (GE) - TPM",1.03564267140133,1.00376819359752,-0.139530400707924,0.163562376461811,0.0501406328503044,0.137451870469784,-0.0867014524097399,1.17914098112695,0.285866447134856,1.10639366229421,-0.204711235604506,0.655847763628289,1.16272710634507,1.63653111385951,-0.0598712810677682,0.500830435220425,0.461196840460444,0.356659317751446,-0.394083844129067,0.314584545113942,-0.793882131802575,-0.171249651511557,0.77155867275299,-0.604862370378883,0.512765482143486,0.426536691152512,0.629857137681801,0.239758516138479,0.369846810235172,0.459356428287604,0.201835729247861,2.10752900043265,0.87547049815294,-0.569270452274574,0.855987349204511,1.55447426185299,0.795738260960997,0.861374315247738
"AGGA_Oss_3 (GE) - TPM",0.516428526841397,0.848124114378213,-0.24351055824995,0.446122401681402,0.0753580024498195,0.028136781956491,0.128357338349165,0.0729852278150484,0.727606657189502,0.448420181089042,1.11013427543036,0.449729870923711,0.86329845018313,1.03678886045654,0.114290083153288,-0.0527742606169665,0.205344014834957,0.535380687761174,0.565866032569549,1.088984571917,-0.731252831756537,-0.612519854490787,1.52739215269152,0.473473832119665,0.0918721142484789,0.403333625823935,0.511461512727911,0.360860301589823,-0.192972834822677,0.797421543120412,0.374062617566474,-0.0197890518105047,-0.549474020127071,-0.529484864823101,1.80932153910139,1.11226120511303,0.682366055260291,0.0998950035636466
"AGGA_Oxs_1 (GE) - TPM",-1.14221476842594,-1.12474348919241,-1.18411519724425,-1.20460033915723,-0.507752189509427,-1.23038378357035,-0.862752809037141,0.665782937068954,-1.12421050718014,-1.32355491969455,1.33971253779834,0.217372722101201,-0.154821311968437,-0.649162849544173,1.22691169167423,-1.14566098768143,-1.30566569671602,2.6832440942518,1.19576421710827,-1.08452970045749,0.251186941224944,0.66290530674298,-0.808728961797283,0.961210234258931,0.57648292969263,-1.09808158357696,-0.866389427266485,-1.0983417143702,0.6238973627656,-0.806283728539255,-0.841001119075697,-0.754450163805633,-1.76999623025672,2.57009524208228,-0.651414906028306,-0.912424910036341,-0.824780461005857,-1.64708487092503
"AGGA_Oxs_2 (GE) - TPM",-1.66279248311816,-1.08857329457945,-1.61951604133958,-1.23547869181634,0.258010114154498,-0.774378315730448,-0.893215668746864,1.03591404478701,-1.21902448981667,-2.13669020459101,-1.28314573458335,-1.10133300543502,-1.13291618712308,-0.940114158577725,-0.570047349915869,-1.32209345104025,-1.14799325795995,-1.75288664908403,2.57137509598259,-2.170664670052,0.646157598633754,1.72140320237291,-0.504585252896815,1.03583652629591,1.78214701678866,-1.37905965403514,-1.4179785458692,-1.80184301398888,-0.189409386219091,-2.06039914140619,-1.41682183971538,-1.49400366947175,-0.978287300576629,0.235320653279356,-0.457282062728846,-1.37313625777918,-1.5064008949847,-0.810977583059728
"AGGA_Oxs_3 (GE) - TPM",-1.84512265213267,-1.22866094364469,-1.39602656004897,-1.22260657773815,2.06532877331677,-0.672011791850245,-0.890182689661485,1.27650174800016,-1.60105360151058,-2.08506314980502,-1.84915584424829,-1.64317914801441,-1.31441424158946,-1.52343608873135,0.672471324072803,-1.43334592246955,-1.38301664043223,-1.93055096392673,1.65505765900284,-2.27218191836111,1.53343619197692,1.58608932326765,-0.747569963896953,1.79611057895779,1.51091382455077,-1.63807525021556,-1.4496655958642,-1.97485179704431,2.46290114654797,-1.90370527734191,-1.56167627681874,-1.43051982966024,-0.947038749267708,0.540832969380201,-0.251245655967594,-1.60361907093372,-1.66828951297547,-1.18266860278143
"AGGA_Sp_1 (GE) - TPM",0.83776087790768,0.64731977513084,0.77601102034385,0.387507433804451,-0.993826678810831,0.646129514572495,0.198699819651802,-1.79464926395058,0.625940898017864,0.29458626248577,0.0612563321378473,0.281670220642066,2.50752560004898,0.27082194729029,0.204258297897875,0.490099462102112,0.0650042583413559,0.896834413195939,-0.836942110464958,0.125242922356914,-0.858890594956626,-1.1796485508709,-0.0489690235737961,-1.26546661820124,-0.72106337524191,0.761590028510614,0.488348018935708,0.374439517642538,-0.761595576044661,0.00311816044909287,1.334147457756,0.703904798274343,0.788458533807642,-0.892611621753146,0.330207072834733,1.14607839864413,0.159725447425137,1.12608532784711
"AGGA_Sp_2 (GE) - TPM",0.983544566545598,0.955975746423167,0.964022388223906,0.787563740656067,-1.14991715470819,0.847713418531007,0.39050708188247,-1.71520726425712,0.956891431981361,0.357599090844144,0.429020847995008,0.863765034985817,1.01083211826999,0.412589830193527,-0.666543513501273,0.594524320438361,-0.139788301857519,0.811456885531168,-1.45176838780797,-0.00561958945859173,0.570808560177622,-1.55178744166296,0.430641967390005,-0.258968497185138,-1.56091225037239,1.18471697814881,0.826202345525106,0.890964933330827,-0.708778987278567,0.200047358076394,1.69842616534936,0.220015478293583,-0.138295287191018,-0.94263827358354,0.231572798805546,0.412558806851124,0.559064054087807,1.28192525615271
"AGGA_Sp_3 (GE) - TPM",0.8402045811089,1.02645813376973,0.991805793184901,1.53773147570009,-1.34004086606528,0.585546723872178,-0.0159584267083974,-0.530427367866467,1.05436601800071,0.328084341872302,-0.42340082050036,0.324879933503911,0.105546844856852,-0.265729474068694,-1.04139013960532,0.278322184685516,0.229043365011614,1.14203368231546,-0.864870722128953,0.186073503039555,-0.215769208774712,-0.472445325279144,1.04340247965415,-1.68968338561359,-0.602910101379527,1.06787479054912,0.558588459962827,1.15878331014442,-0.640206401805461,-0.0668123833453705,0.850435218911679,0.360564261126777,0.933692363280526,-1.00765743850397,-0.12957395720183,0.720151706620023,0.484558424584517,1.17731255764453
"AGGA_Tm_1 (GE) - TPM",-0.480201289013942,-0.728728254379467,0.374527647287893,0.57271942037828,-0.48629252919902,-1.09641179355201,-0.870187331895249,2.7988009700763,-0.391812059322915,-1.01387093600173,-0.0291452277353724,-0.502846730370935,-1.06928376369836,-0.775700459197887,0.551095503559797,-0.342381337768807,-0.240577380384706,-0.541352439058289,-1.17353754108356,-0.562058930362635,0.2003867569903,1.30018823476424,-1.32034646898226,1.7735285372906,-0.0541294492353255,0.702316384971056,-0.300168732311559,-0.232849413349387,0.864668067039154,-1.25746847612548,0.634112118068961,0.441590959094889,-0.956427364262738,-0.845002491403976,-1.18435091282624,-0.63741774641085,-0.190253241381787,-0.401730552404083
"AGGA_Tm_2 (GE) - TPM",-0.460890475927713,-0.329147337719528,0.582478433138111,0.931383990124191,-0.496723735384681,-1.24252198175255,-0.988699218244067,0.145127634446928,-0.510716215020778,-0.567784973170448,-0.326554247595985,0.0454398731178092,-0.0859109272989399,-1.25931711126462,0.163844536961418,-0.924957215629744,-0.717482489392872,-1.00421623308693,0.4859059561489,-0.702271601781239,0.543036830367362,1.34504550304976,-1.44958325969142,-0.926863311473144,0.0491585781518712,-0.023704259724054,-0.0563963997412032,-0.707078771503943,-0.440826381252035,-1.05058948078857,1.28691700656161,-0.15030376754566,-0.788166215969573,-1.10336938760163,-1.0704322334776,-0.567705273598061,-0.884302295668227,0.336223479212908
"AGGA_Tm_3 (GE) - TPM",-0.339904958027498,-0.0756864094124651,0.218011960651629,0.87820120964777,-0.159074936474095,-1.31325501338985,-0.991738238785046,0.808418521146859,-0.362029395028999,-0.586860976489109,-0.225731572265674,0.0691493889607953,-0.676534036422587,-0.812006799776092,0.259800061378131,-0.828158023287047,-0.934757161567387,-0.507509750092311,0.40606935827294,-0.534956201221187,1.37656120689544,0.13376114857899,-0.958451113125106,-0.686038801811468,0.465059288418052,-0.0795120908687796,-0.116338192214571,-0.254537734726608,0.267955556772937,-0.692652649048645,1.12686864025498,-0.250868437716049,-0.963907455659365,-0.946606683052782,-0.609666162726962,-0.177980805307069,-0.584463142658891,0.147855305780581
"AGGA_Vic_1 (GE) - TPM",1.020436359752,1.07532593124525,1.03450240113586,1.67185220578901,-1.05245260174971,0.917809427355353,0.924615359076759,-0.971014754861753,1.23320083983445,0.453030558041938,1.29856732313019,1.25581818025231,0.176356465053276,0.622128157044084,-2.15828355328865,1.39485163183334,1.89249247759158,-0.0398515510423107,-1.45352583074238,0.61265020667717,-2.04626580335057,-1.06883776659859,0.656466825092566,-0.690258757001219,-1.02138921971209,1.24984255878643,1.12141628625471,0.742027756109905,-1.54640480249417,0.857976882727452,0.0871807133322085,1.35825105553494,1.70842658273044,-1.17587195002452,0.228812255796267,0.460764174159388,1.41990215003262,1.48597818913986
"AGGA_Vic_2 (GE) - TPM",1.25592300336629,1.9002862926457,1.66588893287674,1.49469823806023,-0.107956006954034,0.839366236577665,1.30141220290352,-0.319210776810337,0.867228666092038,1.22288730516202,0.774550015642549,0.732004939225666,1.06636735379292,0.401397235886522,-1.94638322437553,1.90188663588192,1.6991480090765,0.876384636219714,-0.778341655027885,-0.0419200048091156,-1.70126496071851,-1.41038502783573,0.431229901020779,-0.124953740532763,-1.7114552754799,1.18837491254802,1.35015644651128,1.21818839894206,-0.886695246351476,1.87377199375462,0.269173075427022,1.60987826499547,1.59552500952977,-1.04751507592983,2.06524781624716,0.862278409586024,1.92547386169716,0.739114298250346
"AGGA_Vic_3 (GE) - TPM",1.45641141899277,1.62395216717532,2.71956720794919,1.95299497716069,-1.60837225958686,0.489738780312857,1.28627115929406,-0.911984556967764,1.81875383712555,1.85557265970499,1.71075165797458,1.56828297926374,2.08416450623385,0.989124034218251,-2.12541362221192,1.9601192371036,1.42935356713397,0.430181931076522,-1.32554103072757,1.12045690728698,-1.86556531018292,-1.06404312825417,0.80266226179963,-0.995286408065445,-1.33643346194545,0.624408269389108,1.97192404059574,1.54709636609343,-0.976759747421905,1.17812412758013,0.799483471182562,1.71426433582087,1.59038052165713,-1.18718542628808,2.76763250668842,1.52167136431749,1.73133988590787,1.49912480206235
