"","OG1RF_RS00450","OG1RF_RS00485","OG1RF_RS01310","OG1RF_RS01315","OG1RF_RS01320","OG1RF_RS02095","OG1RF_RS02100","OG1RF_RS02105","OG1RF_RS02410","OG1RF_RS03320","OG1RF_RS03455","OG1RF_RS03850","OG1RF_RS03855","OG1RF_RS03860","OG1RF_RS03865","OG1RF_RS03870","OG1RF_RS03875","OG1RF_RS03885","OG1RF_RS03890","OG1RF_RS03895","OG1RF_RS04450","OG1RF_RS04455","OG1RF_RS04460","OG1RF_RS04465","OG1RF_RS04490","OG1RF_RS04645","OG1RF_RS04675","OG1RF_RS05095","OG1RF_RS05100","OG1RF_RS05315","OG1RF_RS05320","OG1RF_RS05710","OG1RF_RS06860","OG1RF_RS07095","OG1RF_RS07995","OG1RF_RS08265","OG1RF_RS08270","OG1RF_RS08275","OG1RF_RS08280","OG1RF_RS08285","OG1RF_RS08290","OG1RF_RS08295","OG1RF_RS09015","OG1RF_RS09020","OG1RF_RS09400","OG1RF_RS09405","OG1RF_RS09930","OG1RF_RS09935","OG1RF_RS09940","OG1RF_RS10125","OG1RF_RS10160","OG1RF_RS10165","OG1RF_RS10170","OG1RF_RS10175","OG1RF_RS11050","OG1RF_RS12745","OG1RF_RS12775","OG1RF_RS12990"
"ENTFA_As_1 (GE) - TPM",-0.855493673167797,-0.246443121534921,0.984212368285417,-0.0389471270922144,0.586438472822513,-0.541128120081203,-0.707454014549592,-0.420832431081956,-0.124559751272135,0.0887664178943088,0.505437899792468,1.56949837420872,0.545973993198564,-0.141657518939746,-0.165044147433156,-0.0591645558094849,0.795998999553375,1.51696714221042,0.824027183621054,0.235099475977712,-0.491286019745919,-0.874620028622177,-0.0437899043024785,0.816839556382911,-0.733133517189749,-0.971483427541827,0.687847253546715,0.0175467115683421,1.4382450594796,2.0623211863795,0.128548278519524,-0.367927011760805,0.41916741342262,1.67403304333409,-0.211684926914693,-0.46368582091342,-0.45792634875269,-0.318206990062847,-0.216486503772556,-0.0830268527545632,0.240613254594502,0.680085845153246,0.823404113692755,1.65859581291528,-0.801003894160741,-0.640545130522744,-0.0271091903890288,0.253593808012022,0.146811452160154,-0.690859424221496,-1.06542194594008,-0.836538141274977,-0.765036059183484,-0.477631010423865,0.842382457438383,-0.0707335158001222,0.605070174052534,0.536769265017639
"ENTFA_As_2 (GE) - TPM",-0.879771209316308,-0.349290587335088,0.208788548513323,0.270668972932216,0.925485195371817,-0.783214804939096,-0.876273063520835,-0.646734583910355,0.648130210884967,0.0481999031255966,0.414361660000313,1.69708804800198,0.899098335159988,0.169858712753663,0.399126332733598,0.244384640912396,1.11055412294458,1.62385134861449,0.990321653247285,0.508896414305419,-0.58352821765879,-0.848802980675168,-0.330067258451543,0.320843903834404,-1.19688047912546,-1.25326620012736,0.63712411074205,0.303943267973826,1.59745034805702,1.66102947629038,0.240171472226117,-0.369136940156298,0.367427749426644,1.96684152583336,-0.240869356816239,-0.120159590126107,0.0439419549611734,0.0302920362830098,0.109596452430148,0.468248118913878,0.778960222106994,1.202819903839,0.368299936074785,0.821517755092225,-0.625998325963134,-0.382504037248561,-0.218912507034701,-0.128464370176776,-0.0132329667717182,-0.886980531482556,-0.961482483699781,-0.901665473739583,-0.696751051636944,-0.589993714643173,0.623292609952694,-0.362928490964418,0.566947755436558,0.279861411345131
"ENTFA_As_3 (GE) - TPM",-0.573184724059635,-0.0722941182305853,0.345457459869557,0.172216286142876,0.924073865261978,-0.749268522256211,-0.732864417376973,-0.847325633190532,0.59698720113381,0.327794194563205,0.753363371379445,1.72520362299022,0.849978473799408,0.241782477589841,0.027771284965228,-0.0166500804154787,1.03048889598683,1.78461783946478,0.928652169410702,0.327749924021879,-0.538379670087724,-0.991290196766983,-0.0484075936072573,0.532291915021314,-1.05134543479313,-1.00183163405683,0.561217088380635,0.360900149756916,1.75954307145708,2.00438650641679,0.966798504234362,-0.353167041694239,0.428447020350779,2.19934835717463,-0.203640952298921,-0.440642558114411,-0.165208499607717,-0.0330887253615598,0.120058030250811,0.304245643652161,0.429565858120003,0.663961216928253,0.895089622197646,1.52358353889255,-0.713970531555945,-0.42624528735813,-0.329133108594321,0.456380146970105,0.281893838198844,-0.942694911777778,-0.761689778775542,-1.02331168535353,-0.799037622896572,-0.635283811630239,0.537298593832071,-0.129574676579148,0.826271567749669,0.594189244899406
"ENTFA_Bs_1 (GE) - TPM",-0.153225749635785,-1.00940582043907,0.128207856002089,0.450335810033315,0.900532363368137,1.09653295735985,-0.510561071669011,-0.0981316976645511,0.633625342817776,0.537932294272471,0.666010268148903,1.66188705011325,0.611902456048455,0.807271892261658,0.539938416308633,0.261999958442851,2.07004194535122,1.44551037629679,1.40216378299936,0.614838621467896,-0.320002561706498,-0.670573704038327,-0.818583550145297,-1.08528944708052,-1.37911150293104,-0.457448056051892,0.962740218823977,0.569033108580187,0.999679491016786,1.30643693206306,0.599604073446781,-0.682451177915511,0.533363792241452,1.07955607896768,-0.487930649710317,-0.495816654375327,0.0743631688616933,0.102714663933816,0.439613116746438,0.464738961121668,1.04084118201223,1.19690450861358,1.42911801690473,1.66583425174029,-0.120506399208989,-0.555139571029258,-0.643880671054497,-0.202778781521776,0.756175201705082,-0.611573918647559,-0.76058670614981,-0.151752705061264,0.217178238570012,0.298644651494597,1.11193713942844,-0.455709427491445,-0.801696734995738,1.06977134388904
"ENTFA_Bs_2 (GE) - TPM",0.626088448291305,-1.01268641950275,0.121330661510012,0.58624256824495,0.599904779039651,0.631213901900838,-0.603178668834896,0.102730396062835,0.448902941297835,0.21507941885053,0.370699786109418,0.841773759526608,0.383636248781569,0.442576567859458,0.758881176454669,0.56588801084144,1.46046221568217,0.972343300893187,1.19794714498551,0.70579349040358,-0.517375447135344,-0.772348052430874,-0.70956180898771,-0.952161906554748,-1.58228819064856,-0.954296500125628,0.752515319391669,0.513358060271498,0.23142791847603,0.970298885769241,0.329521338187045,-0.93236150623673,0.114820475813496,0.868110991096861,-0.73685815045272,0.216936414815468,0.592332494352023,0.513112393744711,0.828609498124732,1.00857575053626,1.49523131140258,1.97610488819119,0.698403964038806,0.33638589693623,0.452534916213882,-0.13611972463837,-0.945282602946874,-0.588149399680335,-0.00409419650326241,-0.128526863790567,-0.340453876343707,0.122980898916072,0.774409772294381,0.937696563712714,0.553898873974414,0.544205830366159,-0.740734712250466,0.128430547745625
"ENTFA_Bs_3 (GE) - TPM",0.148440044115411,-1.03132703576227,0.266271872349034,0.827166378443348,1.18243423586377,0.941996075201998,-0.206557859308396,-0.437092977625475,0.608778331931483,0.424334996366978,1.01226087731808,1.25197836496761,0.717276802745223,0.707650960537407,0.77627341914322,0.647434650708109,1.74732378550501,1.38005647299603,1.42596989345952,0.708108705692189,-0.35729965978754,-0.432999482958942,-0.917938281690621,-1.18572370182881,-1.2147300775683,-0.529939037523708,1.04714159430111,0.7589085874639,0.854693548423176,1.45288863245933,0.290979524828388,-0.749994320513583,0.676637568777006,1.19679719621354,-0.73399426043364,0.0795347556061566,0.431256469745668,0.199740594859034,0.672158430259922,1.14076610998865,1.33975746500254,1.47255916857916,1.27047868388358,1.34729641599394,-0.0105352030464326,-0.560324562415819,-0.474981867865925,-0.27762394321971,0.218282440095692,-0.724834454738086,-0.557014586545119,0.106740085345358,0.168719851245659,0.760983585055257,0.835587805818569,-0.447169364232043,-0.879297120205664,0.643260732898493
"ENTFA_Ctrl_1 (GE) - TPM",-0.88987403264199,-0.550670169528546,0.350247089860627,0.582537505089303,0.804311499167445,-0.872925448297294,-1.05960926023539,-0.750794485562626,0.133952800915645,0.257240525911837,0.989422815890873,1.77976715915598,0.885726496314783,0.977619422919676,0.946039008086914,0.974119637181074,1.55205389952672,0.754274057588253,1.38734399281764,1.30879899827576,-0.7206828737267,-0.762688899645736,-1.05624235302216,-1.14805120043068,-0.572928298780049,-0.977709478622987,0.669193585265501,1.39042685696486,1.89483369650535,0.281782953227007,0.15904823276298,-0.279359386682626,0.757417674893206,0.552825043679574,-0.398993666947899,0.704282139266584,0.73766974467291,0.595161845221083,0.520445458763984,0.668866539624636,0.924144212076641,0.900250818165529,1.13267275743846,0.384257384789522,-0.562367121300781,-0.616936189877119,-0.959206281042106,-0.685965631913969,-0.613046813902011,-1.0276312019564,-1.1152352535403,-1.15474796148232,-1.17331668294948,-0.999845265091157,0.230592272545835,-1.09304103083248,-1.13777651382396,0.56591243406554
"ENTFA_Ctrl_2 (GE) - TPM",-0.796178415191829,-0.420763047905066,0.486713271770102,-0.0716901462275842,-0.230551412840091,-1.16931305268238,-1.08488085017829,-1.2822915932894,-0.393315759408125,0.409979693358651,0.231697998373478,-0.0460185312584917,0.0175979006947318,0.226565114628708,0.664246239700702,0.587542545247348,-0.029923736354905,-0.309790057364096,0.316743366664239,0.516872865124269,-0.947293478119707,-0.889502917440641,-1.19352182775098,-0.897153956036634,0.52840429195634,-0.874304614739026,0.274167649739824,2.19521388069646,0.612378836352044,-0.668153637179873,0.443642582674096,0.105235158236111,1.92015919018164,-0.110126563473303,-0.406219091071734,1.83355032720149,0.792451202102022,0.384819482009339,0.274695623710342,0.425417347614512,0.518671438909317,0.0312091879291759,0.0124707595111658,-0.316237873853993,-1.16621037275737,-0.192345790937705,-0.718247076860518,-0.680000261894709,-0.599432776902673,-0.99219884654319,-1.6963329953138,-1.66384628952849,-1.40392949727106,-1.07738922760332,-0.0290064199899305,-1.1027193523415,-1.05987800085319,-0.0268401048591598
"ENTFA_Ctrl_3 (GE) - TPM",-0.775144151895012,-0.169800666926902,0.273391465634031,-0.0159275668719571,-0.321273494874199,-1.13896926355166,-1.09888118884424,-1.12084934233552,0.205708698889342,0.118877390048195,0.348016478612329,0.140538089771785,-0.0256640301550936,0.245999595490102,0.153736006003282,0.594637195309913,0.0904265255661429,-0.306873751902117,0.263131056098575,0.439828270122306,-0.849218144030066,-0.766978237523591,-0.953967938543671,-0.793309495740518,0.138002756540911,-0.893220301735714,0.28207953884549,1.58197794509763,0.744455165665374,-0.250359206510531,-0.337326584337839,0.069605930197237,1.60592464111105,-0.0941742280376805,-0.462089057167536,1.37855069129058,0.674520361504945,0.521412893747273,0.103160833046828,0.30446997502977,0.516321527647031,0.334936295963936,0.151460075489116,-0.389269868650841,-1.20760264087121,-0.513038381928793,-0.840900769541965,-0.666821360707382,-0.544725707628315,-1.13506950222025,-1.65958866181698,-1.79912776692831,-1.41784130132445,-1.31682213510856,-0.0433483900262669,-0.910873536116434,-1.11060527830135,0.235760102590447
"ENTFA_Li_1 (GE) - TPM",-1.03998537897345,-0.957595673653027,-0.136636411194688,1.35864723067622,2.35918770382655,-0.989260013762564,-0.973404172247892,-1.28561488662,-0.619586232151013,0.288773750566429,1.00418931620819,0.414278824927363,0.905348075752856,0.569420334379297,0.812494485765722,0.283522927492119,1.15011637241042,1.1425959583663,0.774469552087896,0.345650960380569,-0.309436116179696,-0.726805419825872,-0.727305839755039,-1.15456549690125,-1.13706051254604,-0.525025414758274,0.761400965356837,-0.214278382587456,-0.0597332542521286,1.28627066330034,0.985900417348555,-0.341742971209643,0.830133245770502,-0.726755318347853,-0.70388570291995,0.0923858655152617,0.430958733089894,0.604119759565986,0.990031954223395,1.3113788301268,1.28353122024642,0.986675237947823,0.958282019018896,1.51575083302621,-0.486585183432337,-1.04458391553551,-0.399660987074789,0.0246061952250047,-0.392356525012853,-0.248758019932002,-0.614335824707832,-0.580831733634653,-0.554946373406692,-0.676927191677516,1.79219885061592,-0.914626042097297,-1.0505140486061,0.735453053691248
