"","OG1RF_RS00450","OG1RF_RS00485","OG1RF_RS01310","OG1RF_RS01315","OG1RF_RS01320","OG1RF_RS02095","OG1RF_RS02100","OG1RF_RS02105","OG1RF_RS02410","OG1RF_RS03320","OG1RF_RS03455","OG1RF_RS03850","OG1RF_RS03855","OG1RF_RS03860","OG1RF_RS03865","OG1RF_RS03870","OG1RF_RS03875","OG1RF_RS03885","OG1RF_RS03890","OG1RF_RS03895","OG1RF_RS04450","OG1RF_RS04455","OG1RF_RS04460","OG1RF_RS04465","OG1RF_RS04490","OG1RF_RS04645","OG1RF_RS04675","OG1RF_RS05095","OG1RF_RS05100","OG1RF_RS05315","OG1RF_RS05320","OG1RF_RS05710","OG1RF_RS06860","OG1RF_RS07095","OG1RF_RS07995","OG1RF_RS08265","OG1RF_RS08270","OG1RF_RS08275","OG1RF_RS08280","OG1RF_RS08285","OG1RF_RS08290","OG1RF_RS08295","OG1RF_RS09015","OG1RF_RS09020","OG1RF_RS09400","OG1RF_RS09405","OG1RF_RS09930","OG1RF_RS09935","OG1RF_RS09940","OG1RF_RS10125","OG1RF_RS10160","OG1RF_RS10165","OG1RF_RS10170","OG1RF_RS10175","OG1RF_RS11050","OG1RF_RS12745","OG1RF_RS12775","OG1RF_RS12990"
"ENTFA_Li_2 (GE) - TPM",-1.01999384715756,-0.812819150994303,0.140270337857406,1.36705139866006,2.44604592079143,-0.965794197069011,-0.751945882410136,-0.459616502227396,-0.2121162021294,0.126846813033357,1.27669017049097,0.372249064530484,1.30365340150367,0.699632677904274,0.397038352266278,0.502247923399131,1.05210490144664,1.7156950193139,0.706207306465704,0.336454459405927,-0.460346902174417,-0.766068056917433,-0.998178267615131,-1.13434425919808,-1.0085566753607,-0.394117870845235,0.571619316240381,-0.0595739871946449,0.189512842573343,0.932731079961328,1.04428671997818,-0.586377858309495,0.872719630284848,-0.742469904910939,-0.409065368076283,0.0166763028481614,0.462317484514413,0.65560212850781,0.831011937781911,1.25909940975735,0.877106008833268,1.18160223320948,1.22297528304132,1.73787293830002,-0.51560495326285,-0.901832272962262,-0.456347089201643,-0.718990532283504,-0.593264000238078,-0.506160508029829,-0.0646673950810396,-0.280098405458966,-0.429078996901129,-0.844361059111743,1.63797765441865,-1.01403229377972,-0.717204369919094,0.60393880152017
"ENTFA_Li_3 (GE) - TPM",-0.869083230977418,-0.812345745750175,-0.641268593224524,0.581594862504541,1.07068568257867,-0.878813640858931,-0.78263626018426,-0.879606957122505,-0.56595941615117,-0.111963423031488,0.397153090127882,0.0708407718600315,0.329126012125275,0.233582474929707,0.0686896529083978,0.0233736777428636,0.561725562160196,0.510918225371263,0.279595923129551,0.0384207424343915,-0.177021411970411,-0.502589424242948,-0.749345810240013,-0.989548115153229,-0.645507820400986,-0.742183407063049,0.779159604025958,-0.308872703056245,-0.0504468469031608,0.0953486078537411,-0.0603787400838704,-0.310447345849965,0.73009316069435,-0.778781503485054,-0.357445960592027,0.0985242060632266,0.368197375230882,0.459401337478088,0.60271555306187,0.829394615004591,1.0016065704403,1.1426314677469,0.636969946080839,0.736627022736037,-0.497895876860093,-0.93407102310931,-0.330169594347101,-0.179988342396362,-0.0867522717764521,-0.559239473983599,-0.502002496658366,-0.242279858912644,-0.211470943930185,-0.373249581572386,1.4011200776978,-0.725252800373485,-0.880672109369221,0.700854227233294
"ENTFA_Mig_1 (GE) - TPM",0.711134924307627,1.12831338166816,-1.24742503103288,-1.09401079166184,-1.08059196107683,0.552197286089163,1.07774126127734,1.04929724161833,-1.17181413337808,-1.42935701908363,-1.11534355929157,-1.13295109060704,-1.26768044316946,-1.22808118328645,-1.20792667869041,-1.22516366407588,-1.03866453263683,-1.0115094172342,-1.24902459831038,-1.20064443975622,1.06567502946616,0.995538697409278,1.25401583318036,0.598654957210055,-0.258921043709595,0.871775446931601,-1.47869694592747,-1.23708892168186,-1.04453766303133,-0.380308122496822,-1.12965764684247,0.920172851869994,-1.17972205196346,-0.756405388307636,0.613097758385337,-1.10181071720022,-1.31057555097113,-1.29952088182217,-1.31164222046306,-1.3181980375263,-1.25505876199284,-1.15850076380131,-1.33122497156714,-1.14768640554815,0.627455320093354,1.32592987509204,1.24788744284662,0.599862516841164,0.877082304937596,1.92470181790901,0.314862630927313,0.740895724047049,0.657414495397611,0.815843518557229,-1.46493489876066,1.4146369082824,1.21433303192591,-1.34374425791703
"ENTFA_Mig_2 (GE) - TPM",0.688263162509104,1.4255125387681,-0.656194143869593,-1.10907867042301,-1.07161473426883,0.733377000256399,0.703536658411334,0.962727405337861,-0.19396108727183,-1.75603348400714,-1.29540663680981,-1.10849253599238,-1.25362535326984,-1.19502808016631,-1.20454437457745,-1.15464046176292,-1.04505136724096,-1.02490604686208,-1.23655717540346,-1.26040623777849,0.539054440035919,0.614465256954424,0.956171885699014,1.31031810975133,0.295257538386955,0.906322117573742,-1.57640600603918,-1.06563569792926,-1.01491208625883,-1.01885106774235,-1.55193134547317,1.04314990620781,-1.20652308973329,-0.895558626720984,0.752447676635682,-1.09434267054567,-1.30898506438957,-1.29675904269134,-1.31491592189338,-1.32007465174651,-1.24792092340913,-1.15455292392368,-1.36010424570744,-1.13339682611171,0.169454556122613,0.333644430133097,0.820423042444599,0.541513243046212,-0.0561183501505939,1.55931081494279,-0.112329891781324,0.511090261061895,0.512911377411945,0.39365249873474,-1.536647531809,1.68218934303657,1.00019571296354,-1.46240614077967
"ENTFA_Mig_3 (GE) - TPM",0.571152452024372,2.19904800392523,-1.92909999755177,-1.09411635895602,-1.07983714172022,1.19317778224857,1.05332371375443,1.07201021061461,-1.29667917913855,-1.82432870581543,-1.15844224012099,-1.12171947677318,-1.23661831964865,-1.18125698441266,-1.21486564532771,-1.10244592237127,-1.05093537918765,-1.01457215680065,-1.2389706245737,-1.22637414038196,0.951802714005164,2.23710843443554,1.06957863912713,0.896679783621014,0.637186560484176,1.19528616691686,-1.59000543391646,-1.1405182470485,-0.97196771146707,-1.32904687177162,-0.998822748117393,1.86590497600274,-1.22076104232885,-0.867819050647773,0.901075747222601,-1.06193885137037,-1.30561948940951,-1.30158459165146,-1.31928392819812,-1.31878409491391,-1.24821680892185,-1.16140369896907,-1.36688061875131,-1.09514663318272,0.0780341919535931,0.959752623240816,1.16089039887335,0.180444559511568,0.673888321706847,2.11941289313979,-0.0573731899625694,0.132748078960869,0.866866569508215,0.392392099730708,-1.53102631227371,1.76158934411563,0.99011173935236,-1.53613051440766
"ENTFA_Nd_1 (GE) - TPM",-1.20866955634966,-1.55600453116885,2.42736169282716,2.1345924113827,0.620652042687353,-1.02831643899847,-0.690826051502634,-0.977862448282843,1.89820544661958,2.16943512523821,2.51537268136978,0.164999751569736,1.46469358817559,2.50609415859719,2.28749748024598,2.33534445226171,-0.924395929794677,-0.542236697035887,0.193142111639998,2.03091633236639,-1.44674578707512,-0.619284807592433,-0.925596667311551,-0.608709011521495,-1.30351739865248,0.428515032596863,2.02591366048822,1.06513693980751,-0.637475951465915,-0.129093057726416,2.0981436868869,-1.22345427259332,0.464386600951195,0.0610668006190747,-1.17078329507718,1.26285379852696,1.68398512593886,1.55024021077571,1.46338855428503,0.476910205006586,-0.162098910004277,-0.560218135723431,1.71606965408887,1.30931663094603,-1.44752253891347,-1.58337086711788,-1.22967658021065,-1.61235483767971,-1.56739983705495,-1.47238595902927,1.43004749720695,0.52076776303984,-0.228381849493141,-1.12325947499149,1.13378949405808,-1.18239613991069,-1.6238488723556,1.7008667052817
"ENTFA_Nd_2 (GE) - TPM",-0.993793741373138,-1.57544591948189,1.78667647483449,1.8124006951846,0.111916838793909,-1.07050898562568,-0.388922280093076,-1.1063344773452,2.50497923175221,1.9295304019276,1.21765311885613,-0.296248593536179,0.710925196262442,0.980132166677992,1.41379398369878,1.92327725698035,-0.960728065916481,-0.630904545622464,-0.171268364504349,1.32746284773887,-1.70934752682799,-0.841591018384423,-0.74906069829987,-0.541185382313628,-1.22328535578302,-0.168244894815434,1.49730616426028,0.613658445309511,-0.893942694366126,-1.07031477367832,1.46266172107734,-1.16472008100633,1.01917838241922,-0.169250922193399,-1.08006591185234,2.62548556371215,1.5171796799446,1.5447118135218,1.17693471934223,0.0585644795125157,-0.433393990558081,-0.668043267611837,0.671259292094855,0.12784774801596,-1.42067805680953,-1.15737176244013,-1.40810161642072,-1.36678059013772,-1.65245898067303,-1.63291594622479,0.758035333608724,-0.0948499774972759,-0.600312598224976,-1.19573017354957,1.42074756663353,-1.25437886849921,-1.71497544222825,1.39357107896233
"ENTFA_Nd_3 (GE) - TPM",-1.08890656338829,-1.56240421641393,0.706069135882182,2.30039279890107,0.464934533043349,-1.16407570408255,-0.0517595401402816,-0.972824932329732,1.65662677561622,2.07592762075432,1.55783564672623,0.29031845510011,1.49930597669521,1.76700007437322,1.87101970757327,1.99759851867942,-0.937884901131775,-0.716905198479554,-0.0167053907572194,1.81602085309553,-1.4985966437704,-0.551768500883806,-0.914888091092967,0.0908895089754877,-1.49503196242078,0.530817411571476,1.6273982067534,0.590881001414696,-0.820728095478998,-0.159345397039181,1.13806607481741,-1.15010946606471,0.325297811037626,0.190447338224261,-0.892984937455007,1.45874348319164,1.31134991809495,1.78868023662154,1.84442021870683,0.670271676301969,-0.434311829588176,-0.678156303452216,1.24165009448731,1.04847934494709,-1.2865115981788,-1.42474296865664,-1.20824650928696,-1.50548403080888,-1.70630565924573,-1.58682815043316,0.896739887728992,0.219426104373592,-0.783024645382334,-1.21648884637618,1.09859518722318,-1.25763926427411,-1.71485793648134,3.28579938723518
"ENTFA_Ns_1 (GE) - TPM",-0.822711852338427,-0.402387182508046,1.72136850173959,1.49818004292741,1.52810583937755,-1.0222060609973,-0.932053335375057,-0.995023926671822,0.723147868019443,1.34737336312905,0.941636641746207,1.26138227291837,1.14241568935126,1.18403514867013,1.19725380659174,1.11634912655795,1.26317905646411,0.834394666936612,1.55541782325756,1.16773814712772,-0.843922473963136,-0.900008716549457,-1.17988080128112,-1.4636913518049,-0.450620214416474,-0.457759381624079,0.867726601787893,1.8047439322918,1.85616360939957,0.736730956320498,1.91530876664434,-0.787129075290181,1.06694960610125,2.70219686206798,-0.551335733810548,0.832636720371619,1.15772752893346,1.27805656272764,1.20499240380151,1.37298647367106,1.35710424816151,1.24818879784318,1.10963925330811,0.777696726906071,-0.966936638516235,-0.962659126940221,-0.346002573098712,-0.278440392933455,-0.533497998785495,-0.309022698555492,-0.761766349164019,-0.770020470167655,-0.80539421312957,-1.06263009705411,0.0734039516190913,-0.858032842756044,-0.209149217352617,0.122861087002591
"ENTFA_Ns_2 (GE) - TPM",-0.825108618803036,0.172384495272777,-0.0324342329243124,0.178823464590172,0.134728743366549,-0.9067343016044,-1.05421990102449,-0.90843059375131,0.581786860990997,1.02017925255158,0.281942518706071,0.223941233714764,0.382905706970669,0.596337156489795,0.572977015491558,0.50394580936123,0.276944516599675,0.0716311930785425,0.696351407707128,0.586566691709965,-1.16496675685979,-1.08177669767935,-1.17747344595626,-1.24446909259647,0.720529807788197,-1.18629500814305,0.76355076230438,1.47499456682795,1.20352411888522,0.218329081100495,0.901326360524025,-0.813431654549158,0.862129203628265,0.632283371626011,-0.567262816120793,0.567480128413956,1.19427592326312,0.962028567369451,0.706586927228319,0.681425480593554,0.712168665015615,0.836580391439929,0.354571972598152,0.0100828378728258,-0.664010058362744,-0.789920025436408,-0.684512752270746,-0.828819351834399,-0.744347012167858,-0.779742890000668,-0.867785170006162,-0.802551367436632,-0.914535783315614,-0.762787278450398,-0.141064031909744,-0.92281043628234,-0.339245826203817,-0.0286190164302788
"ENTFA_Ns_3 (GE) - TPM",-0.729819658643073,-0.0678755438383616,0.623269922163741,0.579328381506327,0.634352519290067,-1.01584285848046,-0.911251528187433,-1.00052146695623,1.00829559130188,1.42410642819036,0.509014761160616,0.517960426888314,0.743142984090416,0.497670212263997,0.449419738034098,0.533172099201401,0.468756059138695,0.471650015737171,0.969920018752353,0.751457079535753,-0.969564892065984,-0.867096425945609,-0.931712725735737,-1.07280671226069,-0.36644393572962,-0.780791985384004,0.926420298349419,1.64590890397341,1.68143008806728,1.00172872712892,0.900092663287837,-0.490467633501592,0.807240909323131,1.15756511601767,-0.477796235307063,0.616651115688619,1.10257586065874,1.03650232385895,1.06230147743726,1.08947724280127,1.00757473675302,1.07112763936885,0.636446369149934,0.389725890858605,-0.945505098157974,-0.562048172951964,-0.490561173477139,-0.453532659900685,-0.552756425924342,-0.605456761408016,-0.570779976295273,-0.907382865938688,-1.07177437238418,-0.622350813536886,-0.0257775412117903,-0.9409924608433,-0.228216533981402,0.0978637847813069
"ENTFA_Oss_1 (GE) - TPM",1.03295630153683,1.61551608267494,0.375715213766639,-0.454555155693642,-0.599349601340131,0.360958832055821,-0.145029632162615,-0.74299210077585,0.622944460524063,-0.499973192581605,0.447901109394319,-0.689751643314903,-0.8116711368192,-0.724206992869305,-0.67710981010369,-0.631789901959418,-0.149054160485824,-0.611098646772937,-0.42638012227122,-0.340705297804656,0.248519208256949,-0.157354707654035,0.498533200029026,0.878913732602755,0.857051635842284,-0.340442959070934,-0.659195218783036,-0.381214639184874,-0.468616271310187,-0.456904871650284,-0.334895574226471,-0.324790274213096,0.452385268965035,-0.656998929254236,-0.917583195081176,-0.416250094685109,-0.278986124799891,-0.264595645136788,-0.346387697505093,-0.447320927721102,-0.468955321684521,-0.452956572973645,-0.0391871821104608,0.170566640113464,-0.11256648596933,-0.479867822804616,0.0695061037326756,-0.0529905538460753,-0.287994763386572,0.358602101779763,-0.970217025757122,-1.18547980989878,-1.19657934448773,-0.95316673040176,0.464170682108735,0.0731067104259905,1.03563655201821,0.290866491916959
"ENTFA_Oss_2 (GE) - TPM",1.49105940119626,1.88291856245768,-0.446535713524305,-0.515934622598915,-0.708502392434633,0.000972666021215726,-0.0459398527652175,-0.893614561526833,-0.0692599698914594,-0.471608734176561,0.0229817579089731,-0.820744611746721,-0.877360112308612,-0.746410177961342,-0.725764162685787,-0.631179994311486,-0.379036758970954,-0.808086283601071,-0.660111912867653,-0.585731534161977,0.156007149588438,-0.0437759982642545,0.914862121393304,1.44463603228235,0.990123561821604,0.662433333455291,-0.638863728064764,-0.304981855439221,-0.507208136282619,-1.00052506087675,-0.519256839862913,-0.0893583143628371,0.768747294404433,-0.69110028520956,-0.797010160831389,-0.217418249350152,-0.141465883134235,-0.177880780439415,-0.317654075257604,-0.290038394486361,-0.458266581045026,-0.482281805803311,-0.483910918083994,-0.302983139122784,-0.0106041104843423,-0.679618659045319,0.343450539845836,0.373427560271954,0.40601734157886,0.0399380670971683,-1.37060272726342,-1.43081206407518,-1.43530822842547,-1.20262115938413,0.201788469975253,-0.218071769412667,0.972119300182161,0.100561170790674
"ENTFA_Oss_3 (GE) - TPM",2.02079130909746,1.11635414718483,-0.0798403222105108,-0.437887787136829,-0.720464358473034,0.727102872396155,0.239007250492307,-0.250861595366666,-0.757087349103497,-0.343229872259117,0.0278714142388587,-0.781540375035104,-0.856671328945728,-0.804949273077317,-0.656225422383433,-0.673862937532634,-0.234298810909119,-0.724633234250015,-0.60233727409723,-0.452279084279526,0.766928544284615,0.00974294568552621,0.732445424962943,1.57943235075293,1.39907367357352,1.05693658913701,-0.65525829358689,-0.310045504636533,-0.409350112690789,-0.56408981987084,-0.283571775029564,-0.299061501815261,0.944733112265882,-0.623544262807917,-1.00760112837974,-0.158892336465786,-0.277771541719125,-0.233511467135726,-0.263376801547411,-0.433521263668399,-0.337051317427728,-0.528144703863445,-0.365678905249548,-0.238533993408061,-0.611537688872678,-0.334110566110716,1.17793758399322,1.19772001777301,0.589760155920515,0.598861762959683,-1.27765172918912,-1.54819967179263,-1.34895874338624,-0.783238693572766,0.615775174624227,0.123303226525172,0.982632549428994,0.404315927843877
