"","VC0023","VC0024","VC0041","VC0066","VC0080","VC0184","VC0283","VC0286","VC0495","VC0565","VC0856","VC0897","VC0922","VC0939","VC1016","VC1023","VC1045","VC1065","VC1196","VC1420","VC1453","VC1454","VC1462","VC1542","VC1562","VC1583","VC1630","VC1803","VC2318","VC2367","VC2429","VC2504","VC2651","VC2671","VC2723","VCA0010","VCA0061","VCA0070","VCA0071","VCA0087","VCA0092","VCA0105","VCA0265","VCA0329b","VCA0374","VCA0380","VCA0387","VCA0388","VCA0448","VCA0450","VCA0465","VCA0487","VCA0605","VCA0712","VCA0794","VCA0949","VCA0991","VCA1013","VCA1048","VCA1114"
"Vibrio_Oxs_1 (GE) - TPM",-0.332987282094044,-0.862206401439056,-0.398308965374993,-0.850067367710096,-0.744841593104171,-0.444830095220185,-0.151413693300194,0.0979666708881946,-0.6105158306899,-1.01871517100477,-0.714849345340953,-0.71703331909456,-0.421653721484729,-1.5403549391444,-0.762810589504854,-0.596063684387044,-1.88648905468658,-1.02592570880269,-0.985314998439412,0.0546845214397782,-0.258771043745583,-0.652433954029236,0.053856472000024,-0.335760668793791,-0.686383550434141,1.09294792971679,-1.4346730813502,-0.345338581198111,-0.735609084080465,-0.889825033838194,0.907304836291115,0.948191335623012,-0.771667777184068,-0.655003631465006,-0.057512589347225,-1.13610755816087,-1.61088798850047,-0.623096830130944,-0.622147297345296,0.230085161690934,-1.20073753482981,-0.753244524327223,-1.29037113044536,-0.58927005366899,-0.340191949298769,-0.688267058858044,-0.969033764686928,-0.425515735265876,-0.78385960938167,-0.723148967007104,-0.0571265792517079,-0.659432202064222,-0.708503058011128,-0.860092869981981,-0.0331323814479273,-1.3379543588479,0.0114617064673064,-0.976162794505422,-0.986892768722835,1.53111231830819
"Vibrio_Oxs_2 (GE) - TPM",-0.661387631386744,-0.873037822519417,-0.645211733978663,-0.999882232356929,-0.436696359579433,-0.681758813285547,-0.284313449328025,-0.443815240075954,-0.342846763242056,-1.2085577954898,0.886016062243837,-0.775652270131876,-0.788385710607624,-1.26029165232415,-0.480048746224731,-1.27631787201546,-1.44787992680838,-1.11911670984942,-0.0517973465243377,-0.106665121571866,-1.01543508992861,-0.652433954029236,-1.11833655394866,-0.340456858671002,-1.35773895171156,-0.205490437707665,-0.617605401234727,-1.31182431302948,-0.881612966826917,-1.07028014950504,-1.49341620292011,-0.899288994334397,-0.0702977779046226,-0.670491509298802,0.0818303087135703,-0.885881678500398,-0.219818739066663,-0.389376043942578,-0.304166946631101,-0.334199579764453,-1.60726486560407,-0.673695540388155,-1.58922531187016,-0.669393251636397,-0.833138778841053,-0.688267058858044,-1.34193717850371,-1.01485280911643,0.156898238718968,-0.723148967007104,-0.855046032519378,-0.81972222380835,-0.708503058011128,-1.11319418927256,-0.52199308676459,-0.652554390385313,-0.96594076688898,-1.1293012338468,-0.437359040821542,-0.768261442927394
"Vibrio_Oxs_3 (GE) - TPM",-0.349407749985505,-0.67018121472814,-0.723453086032116,-0.167540218848039,-0.714023291267542,-0.718990159179257,-0.38992955241328,-0.779372683807261,-0.322154873415759,-1.21511396923629,-0.627777172862815,-0.693351893081945,-0.134262674328965,-1.12906357103468,-1.15636760854402,-1.38831597191173,-1.56340440040957,-0.812460165667264,-1.47206775236258,-0.932770106502909,-0.587938950861249,-0.652433954029236,-0.771184369048711,-0.327315726151803,-1.01689431621991,-0.378062538309588,-1.509936491884,-0.519051239660285,-0.881612966826917,-0.978080786030278,-0.218521670413546,0.231503542272075,-0.899760097328139,-0.619916255290055,-0.914255666289908,-1.04382990676112,-1.386974588545,-0.570422623336613,-0.622147297345296,1.54566875912094,-1.095327077793,-0.65892986441813,-1.27636290864015,-0.669393251636397,-0.499449087701646,0.151932619265242,-0.532061130338553,-0.526152556495082,-0.78385960938167,-0.429551753681781,-0.855046032519378,-0.882810819654229,-0.708503058011128,-0.841691377585658,-0.24317206658096,-1.00851804835863,-0.680192195162318,-0.655615472129863,-0.567810158000629,0.694521245245253
"Vibrio_Sp_1 (GE) - TPM",-0.0433878326939974,-0.579429270532439,-0.439645892415421,0.063461047270852,1.1172033148751,0.554048646115123,-1.00654177571237,-1.06582976881821,-0.0410839653712771,1.96549145252059,-0.279109120116303,1.71989205961718,2.8479351319296,1.769264896163,0.0495565098194777,-0.177836503428961,0.683229753572031,-0.231740796990825,0.737548511591734,0.352295575064365,-0.0413792050660365,-0.652433954029236,0.0833614184786958,0.560967414383605,0.691672908663088,0.267524733434888,-0.356538988667506,-0.429339861530584,1.48293481563347,0.383672754285385,-1.87821917602856,0.474160818961592,-0.240931276380924,-0.900726307516694,0.691570629915394,0.346410746410932,1.22484215085633,0.805128211783301,-0.413502308437291,-0.559862780826026,0.161897680420536,0.441546926147088,0.175786769718982,-0.669393251636397,0.212296534998543,-0.688267058858044,0.62919348631543,1.01332667826885,-0.78385960938167,-0.0541836423247022,-0.0642228708647407,1.04294912770582,1.84890842320409,0.67485629166967,0.0410208034528954,0.195486354432648,-0.0754488964461151,0.0648174517113394,0.0262540567895792,-0.740226273893255
"Vibrio_Sp_2 (GE) - TPM",-0.100116384461924,-0.32847352776244,-0.325916765355985,-0.70288123746123,0.49036801046635,1.3298138130891,-1.00654177571237,-0.0392346551626264,-0.906460549762515,0.926351791869359,-0.0416815541322417,0.782638101149053,-0.866518245087594,0.660640755933529,-0.144220571550456,-0.267069469658887,0.957282153053127,-0.160725776786256,0.992576397603982,-0.932770106502909,-0.790964352513264,-0.652433954029236,-0.0751138675268287,0.260983168148089,0.491633732951253,-0.0124186773572752,0.494878566660306,-0.929899991525923,0.00991864602820903,0.315979162575621,-1.11341077001465,-0.217690303562547,0.189500698661808,-0.951275422774536,0.355506909003712,0.589093164366421,-0.115775653878718,-0.623096830130944,-0.622147297345296,-0.559862780826026,-0.00795389182772568,-1.07588879703616,0.922498418339016,-0.257393457778444,-0.0183908228445529,0.679372774275504,0.216030532908981,0.803397778347966,-0.78385960938167,-0.563847452441881,1.06821865568396,0.315892575015527,-0.708503058011128,0.347281404576527,1.38725187150664,1.42745284865348,-0.552066849178023,-1.1293012338468,1.12098761451565,-0.892762664850458
"Vibrio_Sp_3 (GE) - TPM",0.422142187347078,-0.259965349925801,-0.0243659138529799,-0.783264860420291,0.932798786365433,0.364577708960588,-1.00654177571237,-0.529673064259922,0.684310323418112,1.86223606768343,0.376336046538901,-0.570363587403367,-0.353933251270669,1.37911110369046,1.05200784204977,-0.264048685568579,0.835755053454184,1.82008928988892,-0.163820998060938,2.26125558646682,-0.0896979813868225,-0.652433954029236,-0.520789009368459,-0.434065218302446,0.125284154750305,-0.0441740206614711,-0.118138880861125,-1.09297110002563,3.63370014291281,0.407749146214603,-0.477879385650252,-0.0955851244652532,-0.487097993912939,-0.356523055751384,-0.549001491730671,-0.738326438783565,0.363744397937616,0.0742856337012746,0.880488124808205,-0.559862780826026,0.36163373478956,1.25665177321075,0.605824053338875,-0.433403881069097,4.37811562525404,0.160384260630236,0.305549020947088,-0.00592313548251206,-0.0350004685022449,0.371806847590224,0.0537960950363958,1.07804276192905,0.359634828626174,1.86649191598597,-0.0739425220440598,-0.246750640736219,-0.0914521945944006,-0.0392795541798684,0.816473500572197,-1.2990887546199
"Vibrio_Tm_1 (GE) - TPM",-0.445086286313345,-0.483181406376932,0.280819680815816,-0.345780593567047,-0.764407936800487,-0.692702224476411,0.601968324738968,-0.217790432291729,-0.528577430016265,0.701710912083322,-0.173922746809401,-0.692077255304794,-0.485924489739103,-0.956756420445868,-0.186422990909009,0.925922679931466,0.180208305729475,0.3927924704869,-1.09549509289799,0.100280748195589,1.10924716845795,0.86503084502724,0.776291013979202,-0.382379609833263,-0.0754897846477518,0.232892749313738,-0.962313922712382,1.55226849091693,-0.881612966826917,0.286157898960474,-0.0851610420303601,-1.11672312174551,0.54768762405224,0.020395333644798,-0.120438096071029,-0.68183794240321,-0.447281496891362,0.156403082993776,-0.155348697680384,0.122466939938138,1.81545289759957,0.492700490618598,0.310564834749098,0.720777768538289,0.436298522356097,0.803351427662952,0.835746183469537,1.46178118291601,0.198269097213425,-0.0529995487368729,0.333288390095114,0.872673327958203,0.080691696495118,0.490030513376331,0.00112845103576848,-0.289738475189509,0.00253724250670471,0.0477606969002753,-0.0894774780254484,0.743847764040612
"Vibrio_Tm_2 (GE) - TPM",-0.531453123523018,0.00993281506760072,0.7081466426627,-0.703000582641664,-0.740080388456522,-0.488024337357349,0.293214759153263,-0.701123932649956,-0.128948707855107,0.0559371856527695,0.352823668410028,-0.305040878700548,-1.19072788718455,-0.414309777854787,-0.0947938774234081,-0.164488767807557,-0.024548588989558,-0.52019666697682,0.497700694455473,-0.506869060789446,-0.194122069642568,0.805420450790748,-0.000736589010238713,-0.296079470218858,-0.849732546145886,-0.34718868138841,0.0929129834377906,-0.162351156766016,0.092814891420258,-0.643340139839616,0.591450905836176,0.143937972861662,0.061035592286268,0.0565330622526376,1.07268039464137,-0.505506958943331,0.210740012186923,-0.346122636779741,-0.464922340148777,-0.14144203103023,-0.67499520913016,-0.280433135366776,-0.00467382895369136,-0.62695348219204,0.15159924054697,0.805055493963182,-0.176569115329948,-1.01485280911643,1.27856202155842,0.143273778266993,-0.229005924323183,-0.206405534451998,-0.708503058011128,0.303337489050095,-0.440260055561868,-0.447264479838947,-0.302307415412797,-0.00991994171741961,0.508306887990918,1.07405386237345
"Vibrio_Tm_3 (GE) - TPM",-0.543680844776392,0.616664001596319,0.509620987123843,-0.368295607622163,-0.467251845942563,-0.632069563706705,-0.932691802102241,-0.254831479881187,-0.573352388499073,0.46543275815191,1.46910916724909,-0.377030682716116,-0.647014603554278,-0.283501003930095,0.881175302494436,-0.0685139574257926,-0.0656756122440606,-0.239862212644108,0.131585596286081,-0.0571491582020053,1.27948342025747,1.28620669947463,1.90402610021744,-0.377113421886587,-0.0877200051083727,-0.27185189507216,0.641192838592541,0.527162926631076,-0.519101765771981,0.0453762252429215,0.0635015357949636,0.0967972155831518,0.109570937271403,0.291455123453471,0.59258411679307,0.756700779041879,0.939642998706201,-0.411126294690822,0.467989200743126,-0.559862780826026,-0.0170683069077626,-0.629220768091143,-0.591977562796476,-0.669393251636397,0.600609517477903,0.368331527199978,0.97275579155204,-0.458814922633143,0.250239445136365,0.671663598142421,0.767015746979857,-0.0580757001388639,-0.708503058011128,0.528895217731992,-0.663028633047075,0.098040758325324,-0.34097774744517,1.20274850982401,0.759383052700328,-0.232993502919268
"Vibrio_Vic_1 (GE) - TPM",0.962993355090521,0.104497988711296,0.836278286004494,0.234119721238684,-0.361111245149227,-0.461102203690519,-0.287221253254134,-0.394901606087089,-0.559447530757727,0.0810547083644066,-0.588245498269684,-0.656352925671365,-0.111237945735694,-0.622036029769439,-0.221034945297149,-0.0622476446325301,-0.219413117315334,-0.440719305611096,-0.298566161722917,-0.312493287136896,-0.341478344571929,-0.13029228238352,0.0479779647183246,-0.234747619581152,1.01793228035763,-0.00889551953786589,0.17098139304813,0.11639508773046,-0.31095179400198,-0.0403512740082557,0.0445629371072249,0.780946290762346,-0.682048428922679,-0.545239819853348,-0.43669845779945,-0.360045624278574,-0.226374985008877,-0.0469745173472485,0.030446873224868,-0.0774348794064533,0.182262785791179,0.345676717479783,-0.624821207745716,-0.133099454031109,0.333202558572907,0.0264261235318296,-0.0666196422350867,0.259239721841747,0.138914082687461,-0.178260502085115,-0.0948640060943463,-0.0836487900902368,0.287541336784782,0.524569297534768,0.211455316997826,-0.641389872674382,-0.297090942964183,0.132635002166036,0.323119635549061,0.655193797259826
"Vibrio_Vic_2 (GE) - TPM",0.19388047466724,-0.89446711703649,0.225855498824876,0.51057196657196,-0.36514006730059,-0.454066925388242,-1.00654177571237,0.419233446381553,-0.0972927388935149,-0.652030027144441,-1.05985933750436,-0.487161299434928,-0.0848809406518544,-0.0409031460846566,-0.735109304275965,-0.432317095265173,-1.27067154491049,0.0286377939843245,-0.985879317276189,1.09996131294515,-0.56381284601518,-0.652433954029236,-0.193819233657703,-0.252455156947845,-1.21599298107278,-0.712647302449025,-0.0350411669648761,1.08337582229803,-0.503989714017285,-0.529568947707564,-0.256134863803593,0.788875848479575,-0.679455962029345,-0.105288807932401,0.0741864840771036,-0.873614706689025,-0.72581551474965,-0.268228471364859,-0.622147297345296,-0.559862780826026,0.525655015419287,1.24332791540236,0.055903577639774,0.100318126474598,-0.833138778841053,0.687539376816645,1.00035767458137,0.814255118166764,0.880265206826052,0.833592066894432,-0.164064211306686,0.38607976393958,0.0447675934177584,-0.593076036213964,-0.223812528276046,-0.315147965655631,-1.08083187703403,-0.563478359834796,-0.288796811517647,0.61559076603862
"Vibrio_Vic_3 (GE) - TPM",0.453419228512321,-0.41202737086804,0.360698419309009,-0.227435544947349,-0.377704142828848,-0.396006863744438,-0.536280747169332,-0.618964791723692,-0.185542613473691,-0.773099991168573,-0.814270538199168,-0.870375512472147,-0.882436202053838,-0.959163821413669,-0.36468618238215,-0.94479871975548,-0.637244040763849,-0.886283675943921,-0.622444318948342,-0.536270964126556,-0.295595770315442,-0.652433954029236,-0.453050788205157,-0.434065218302446,-0.144657104985109,0.16627848114373,0.449158972366111,-0.161467184990337,0.0417449266990151,-0.259953169036631,0.0632296870603627,0.236479048504267,-0.493179111776262,0.311102158259673,-0.763699628516419,0.0643479523593271,-0.650320315141392,0.00180297672204197,-0.317970069184589,-0.559862780826026,-0.453756691118068,0.710378798057826,0.258348261048912,1.62020878253077,0.1070580674133,-0.439074594208055,0.317618611226398,0.268921285469352,-0.477584061161431,-0.0845830274991924,-0.434529118971232,-0.0892501358737026,0.0996171905067616,0.288785411439155,0.233775006170273,-0.775340993926753,-0.419267893712244,-0.55538818909147,-0.336124702299974,0.334173301316311
