"","GBS_RS00260","GBS_RS00265","GBS_RS01255","GBS_RS01385","GBS_RS01595","GBS_RS01600","GBS_RS01605","GBS_RS01720","GBS_RS01725","GBS_RS01730","GBS_RS02775","GBS_RS11265","GBS_RS04425","GBS_RS05030","GBS_RS05035","GBS_RS05040","GBS_RS05160","GBS_RS05205","GBS_RS06170","GBS_RS07320","GBS_RS07365","GBS_RS07370","GBS_RS07375","GBS_RS07395","GBS_RS07530","GBS_RS07860","GBS_RS08085","GBS_RS08100","GBS_RS08105","GBS_RS08140","GBS_RS08230","GBS_RS08855","GBS_RS08860","GBS_RS08865","GBS_RS08870","GBS_RS08875","GBS_RS08880","GBS_RS09150","GBS_RS09155","GBS_RS11470","GBS_RS10355","GBS_RS10360","GBS_RS10365","GBS_RS10610","GBS_RS10615","GBS_RS10620","GBS_RS10625","GBS_RS10795","GBS_RS10860","GBS_RS11075"
"STAGA_Ns_2 (GE) - TPM",0.128224989952779,0.116046589332541,1.13169416509815,0.825116341577055,0.802407585074354,0.641697040041187,0.377951955375002,-0.652588740739376,-0.330444380403653,-0.495609249924124,-0.348457345866445,-0.426557736114512,0.127470953493811,-0.305437095652342,-0.23007901317938,-0.137346352083392,-0.488166850416486,-0.252366813325144,0.554964643447715,1.00415024688791,-0.425041409538868,-0.344577375532956,-0.364525560194676,-0.128172859649537,0.559803131206811,-1.11230347803803,-0.102435441017554,1.05673987955908,0.293648155288176,-0.194584857970513,-0.503934856057462,0.147226892038667,0.32463611335805,0.296262488828881,0.359467285262078,0.14975257402884,0.43568078586772,-0.454008117008104,-0.403038086396946,-0.162988163608323,0.281460275670174,-0.18214768901977,0.106989117766148,-0.231674609552568,-0.336481308472836,1.19037555936008,0.388636842402898,-0.118878168035724,-0.0998362763395945,0.965475880975649
"STAGA_Ns_3 (GE) - TPM",0.147973142309403,0.342625703517417,1.0368113120991,1.29717233039397,0.522147115371758,0.434453604987412,0.368491963205768,-0.709658749677354,-0.382698258236524,-0.397449543288019,-0.41530701048839,-0.426557736114512,0.945958218071169,-0.352352434040236,-0.225506122017385,-0.190811420385743,-0.235413609247029,0.291846109712644,0.15699136297323,0.640869112196224,-0.391228959566096,-0.376547466397016,-0.328159909744869,0.663044820232992,0.480842240480275,-1.2854694998805,0.105491063124823,1.38548750590196,0.0283990607393176,-0.099727377261861,-0.500814310236536,0.0748036360022559,-0.611295007186655,0.125844090594047,0.448764057836808,0.40696183003668,0.604062948558057,-0.403927417500531,-0.314020248952558,0.126247734643229,0.185035510804617,0.199918135310453,0.275988153671823,-0.231674609552568,0.552958719042923,0.910267332091746,0.28996416493132,0.00778007382092013,-0.0532116763153145,0.973426672430934
"STAGA_Oss_1 (GE) - TPM",-1.2462222575803,-1.43661619700671,0.0710934029631922,-1.69567736685102,-0.951997320780116,-0.793710676574546,-0.337185985710783,-0.0955031905768923,-0.165086797371695,-0.0112497378542993,-0.665223493731483,-0.426557736114512,1.38880471780324,0.88280808369191,0.249682150862331,-0.030681964294041,0.0620591053889645,-1.58179973893519,0.439148609187732,0.164203894051182,-0.0307327134956417,-0.253351582448803,-0.325642251528347,1.13725713115591,-0.853194650391944,0.949094758895221,-1.1482587098778,-0.134674942196729,0.823357965501489,-0.796528835739669,-0.337964375091861,-0.0841725056006934,0.835918232155727,-0.951248194036566,-1.03346277820134,-1.05546427159267,-1.13093215469454,0.200201386936001,-0.0976020404121831,-0.571082523123313,-0.911650052944587,-0.409089632930679,-0.976554607376386,-0.231674609552568,-1.50392604566,-1.94738659178744,-2.62175163273735,-0.192908785281961,0.389201833706056,0.242992710325852
"STAGA_Oss_2 (GE) - TPM",-1.33998259859208,-1.40269458146252,0.315302823798787,-1.4281686076709,-0.812209883379653,-0.627447826219,-0.251917757408607,0.280106728650784,0.113794744136646,0.118035255093179,-0.689452494976467,0.305494499137966,1.74155824774664,0.475410837628441,0.412304548173129,0.150500184414269,-0.0306839081369966,-1.40140781413711,0.449634124192538,0.723880195589576,0.0206844533669056,-0.227717274865345,-0.319476628126484,2.06950750439816,-0.757210831549307,1.2335667238185,-0.879250767769123,-0.567307169540025,0.43406239346158,-0.598084669217726,-0.307732160298561,-0.128498932773608,1.56601299925601,-0.922607346134144,-1.04364366882092,-1.01700318716015,-1.17851464677398,-0.0029479701495638,-0.0632264259224042,0.0820907646930564,-0.504428918072242,0.0976066377609546,-0.711863439688336,-0.231674609552568,-1.327221712227,-1.66339529800223,-1.78902926183266,-0.111282525440954,0.334335452235065,-0.159431652350069
"STAGA_Oss_3 (GE) - TPM",-1.35489986540449,-1.6310878082736,0.266578961239539,-1.6045587874102,-1.06943777100023,-0.377209219090186,-0.355501232480997,0.475509912448347,0.00880200408672435,-0.173524413239469,-0.668197129562993,-0.426557736114512,1.18818042848467,0.327624470950761,0.188552892179334,0.342297913700937,-0.0669025256432525,-2.10070490879215,0.557352915216629,0.291888544683751,0.0561946131239221,-0.269936538113958,-0.284808415099573,1.50663113448273,-0.95466081332868,1.18301105971389,-1.30139722878957,-0.269854251675624,0.881074412675401,-1.14559205237102,-0.336242884076882,-0.294169873442144,0.591756069702306,-1.02675578850481,-1.03736953281488,-1.15056508149469,-1.22975136371002,0.293985364914045,-0.30704789057659,-0.571082523123313,-0.811111504969851,-1.2667324784063,-0.686579880060594,-0.231674609552568,-0.987558133348762,-1.69358645561737,-2.08827184760924,-0.0750121073474629,0.300006590720707,-0.0920304532197228
"STAGA_Oxs_1 (GE) - TPM",0.58311361533257,0.487724977509297,-0.448808476544295,-0.84223627317391,-1.07106861499757,-1.40547471447489,-1.40732847022823,-0.223879946159345,-0.205100507468161,-0.355082835956497,-0.56150975087486,0.411952251127849,-0.174678987458204,-0.35761849269159,-0.385813574959689,-0.531201719803629,-0.70349997458368,-0.0168775341755631,-1.31339302870555,-1.54270428841143,-0.0282466607280852,-0.0847450384288866,-0.234744597634791,-0.905802895122901,-0.203112754558124,0.241142913463709,-0.00176495228436757,-1.04658845459657,-0.892840110045141,-0.284121809967745,-0.520088523541122,0.188293249834688,0.723523626442014,0.102794410018674,0.354341565395719,0.246096713846852,0.324008917403442,0.0520837624995658,0.295740882191931,0.177077647936428,-0.572746991498663,-1.08920064547592,-0.932586693587362,-0.231674609552568,-0.380106825218704,-0.20861572792157,-0.779227168720799,0.286833143025259,-0.228322680017236,0.641935341512276
"STAGA_Oxs_2 (GE) - TPM",0.429276904665078,0.272215076705633,0.280298623380036,-0.893088348385929,-1.10345913399629,-1.23741942432225,-1.20795228153617,-0.748992963171294,-0.482702498875753,-0.192712045083232,-0.538605310438089,-0.426557736114512,-0.159052514552945,-0.177622020759035,-0.101015106499313,-0.444700421204082,-0.581144730710829,0.357382230207854,-1.00961512173793,-1.14548822313316,0.111278547154042,0.0811819350141193,-0.107194759771298,-0.316630596550418,0.511855488584783,-0.170190020970876,-0.193730628314119,-0.0134025212354198,-0.75882482310869,-0.339512368804197,-0.470731424202801,1.30042109310005,-1.0608746939384,0.54135509178696,0.675695750799613,0.640256743308993,0.310415324224221,0.11561609970568,0.660844224467543,-0.571082523123313,0.0944694425749802,1.17351695323481,-0.915973930500489,-0.231674609552568,-0.425777444993968,0.259858618768916,-0.855091414840128,0.48571870914742,-0.314817480981103,-0.0824292254512566
"STAGA_Oxs_3 (GE) - TPM",0.255449502828828,0.0972580812791579,-0.101937847594226,-1.00546873205576,-0.6753772562048,-1.39611841306527,-0.89495538656521,0.100832059075829,-0.215613648784646,-0.620314818226395,-0.490014172381509,-0.426557736114512,0.492539870169553,-0.265799058101592,-0.361824839018961,-0.457607030530861,-0.368591495560121,-0.155613413704583,-1.26252960235952,-0.872664597908253,0.0596960028235859,0.00308025890417459,-0.172726304435444,-0.192722927752989,0.79539724424948,0.0605040888589089,0.451362522025171,-0.760252239341038,-1.06945969729265,0.0033241822676843,-0.517039381129548,0.404328988065851,-0.137713385589093,0.85297077608424,0.602123035135195,0.542030148168809,0.508324870838747,0.0258196133789441,0.608856585524588,-0.571082523123313,-0.648345082111891,-0.124254224803711,-1.50140761561896,-0.231674609552568,-0.752664181921451,-0.493096602984683,-0.648174726928845,0.578470923463719,0.0452209032410352,0.097394149511787
"STAGA_Sp_1 (GE) - TPM",-0.172376607291573,-0.308088402794453,-0.370931538424307,-0.161619372500702,-0.654421283954967,-0.6080452315659,-0.653597781255323,-0.200262379440087,-0.210891207405655,0.0324438366645478,-0.0669920327193481,-0.426557736114512,-0.838696794626207,-0.601453509866004,-0.715533756331498,-0.737944673776772,0.378012197403705,0.399294378852018,0.192855198958386,-0.0617254531883586,-0.348340520152045,-0.139756212213008,-0.10386560790094,-0.0988975318053064,-0.708797782109583,0.348797153154702,0.639854233848331,-0.580263761895378,-0.433743293147891,-0.256147671316652,0.102545942860255,-0.578167179517007,-0.0388159253852779,-0.0328217785135406,0.044811872698651,0.265727289462533,0.364220593295965,-0.214366279883812,0.117201411010844,0.631798173427493,0.256174827759456,0.405551895904392,-0.0591978337535094,-0.231674609552568,-0.183583015807615,-0.0684765492007886,-0.244460215837984,-0.525428793212416,-0.275541814158987,-0.926292612420639
"STAGA_Sp_2 (GE) - TPM",-0.201391774462856,-0.518009317889257,-0.115516290032483,0.0192610726494671,-0.0121813265841711,-0.0596526877973215,-0.010937853136156,0.0749069076708345,0.0641708371957662,-0.0200750462963682,-0.142299179780226,-0.426557736114512,-1.10342387627107,-0.672961570165896,-0.687214882349136,-0.763792702985868,0.223768455297841,0.551824231853778,0.686840446566425,0.464665740083982,-0.405782255958766,-0.121296691944348,-0.2171916631819,-0.482449179771392,-0.668787350293831,-0.0489029690590528,1.05630371431931,-0.306936579462978,-0.163495206334283,-1.30202351288513,0.209723257954242,-1.18612971729462,-0.960948379163984,0.599320767925391,0.753312627190479,0.925993193682166,0.733453938898016,-0.214757571999528,-0.219645273725042,-0.571082523123313,0.64764612959084,-0.398895663808914,0.474753528857465,-0.231674609552568,-0.00219432261623333,-0.0116923119927411,0.0663569197217552,-0.90671684438702,-0.448088077267083,-1.36897958893065
"STAGA_Sp_3 (GE) - TPM",-0.138256176533996,-0.670097803058152,-0.433338884330371,-0.0418519201740507,-0.435840933609051,-0.280131447314611,-0.491621575156523,-0.173355417539754,-0.104023994807538,-0.0773849088002466,0.0706243254608727,-0.426557736114512,-1.10624833878458,-0.692227097212302,-0.685104086417163,-0.592062361315362,1.00414612037577,1.1099593916465,1.31438419779983,-0.023461722752807,-0.494158701725873,-0.174259630833402,-0.212139667685446,-0.283575470949306,-0.788167447028145,0.293545050084739,1.83463214943864,0.35672637383624,0.0718811708499677,-0.444999633681363,0.396745124774374,-0.522605880489255,0.0699220204180427,0.554774945126565,0.733276322667137,0.8813367286684,1.49046736746757,-0.255630385290651,0.112083218531246,-0.571082523123313,0.479986086800452,1.15514544151545,0.990085315780716,-0.231674609552568,-0.861976737736407,-0.245847798437295,0.179591460762875,-0.925615966275339,-0.372505114719482,-1.34980737037632
"STAGA_Tm_1 (GE) - TPM",-0.741828599477911,-1.09869907978103,-1.38360550744691,-0.381661611742233,-1.04789955163291,-1.14051017506256,-0.574542106255861,-1.13328624066126,-0.855816954187928,-1.05694914090656,-0.453823039040589,-0.426557736114512,-0.443212168977163,-0.430675439281966,-0.210949333136085,0.0927361764094956,0.0575023434987504,-1.49960594703895,-0.657571657368448,-0.977942649179211,-0.113803611038204,-0.331893791050905,-0.285785626711932,-1.23415677612946,0.022804120082848,2.21243894689876,0.348375318132302,-1.89279425475089,-1.51574323035266,0.856047597046439,-0.65139281295847,-1.00693820514878,-1.21149551657623,-1.3026804696148,-1.37345693492725,-1.31479447743294,-1.4535646460543,-0.418900514697503,-0.485878882210512,-0.571082523123313,-0.224234014474196,-0.967525074112535,-0.242101365774598,-0.231674609552568,-1.63768414099034,-1.58933224703596,-1.53703784827699,-0.608573089349828,-0.295524446832146,-1.21990415241743
"STAGA_Tm_2 (GE) - TPM",-0.960943548257719,-0.895857418179041,-0.796952021207725,0.378626211816341,-0.660759266579653,-0.675384299152726,-0.773475391965988,-0.771061584780684,-0.893994820916027,-1.17764215567635,-0.577710182416306,-0.426557736114512,-0.811615763101785,-0.499322655179945,-0.135174639831673,-0.162934815117118,-0.141896611839529,-1.51828804618324,-0.453059250441871,-0.957941478704864,-0.370518177773723,-0.348853120330727,-0.30777061289547,-1.36460904514543,0.594936059373442,1.51507147583674,-0.115105554741537,-1.57230711487271,-1.54670090840053,0.378066198458194,-0.651855497873282,-1.54416898696433,-1.6256444186272,-1.23403063643937,-1.30066257905931,-1.28441173772928,-1.39117315254827,-0.462957007349052,-0.703606530269835,-0.155623804934637,-0.395015827178786,-0.791211947910975,-0.175723335561628,-0.231674609552568,-0.646012357533249,-1.35798935126009,-0.200545057120399,-0.670357797734298,-0.368604996324391,-0.866760707498276
"STAGA_Tm_3 (GE) - TPM",-0.696762910525698,-0.549035035609693,-0.198279221292251,0.374784863791824,-0.601618747422814,-0.810125993243646,-0.669544815589048,-0.888047739489257,-0.775581171876337,-1.07518728879239,-0.590855940833843,-0.426557736114512,-0.687640303439708,-0.304449681062637,-0.127169946175359,-0.135389135587044,0.0467413887482422,-1.30885673001515,-0.670358157997794,-0.507301936264757,-0.238347740127543,-0.389321027647118,-0.34015738258891,-0.910198955254432,0.56665399916206,1.63452669450896,0.123115065956009,-1.41675770697654,-1.22581178843637,0.805716514916773,-0.64381253593657,-0.816845796614414,-0.955753382807464,-1.20987675389148,-1.28809122467164,-1.27408169323355,-1.33459894491523,-0.53268976902461,-0.625241430315222,-0.184480728259328,-0.145041848685081,-0.229027149272193,0.323506552305827,-0.231674609552568,-1.17472549191372,-1.54095727020043,-0.692466478986187,-0.639986388470665,-0.275654221228655,-0.558530755509082
"STAGA_Vic_1 (GE) - TPM",2.12918840206373,1.16128580640111,-1.20301636942358,-0.771297902336182,-0.156775732428634,-0.0543901162957597,0.270836827094333,0.913169514791986,0.40987383605802,0.558422890489914,0.232806054850925,1.76316041705295,-1.04448678604181,-0.686865698897742,-0.467122416027956,-0.43668122303643,-1.11048691139084,-1.5610987065217,-0.87864164158096,0.432782254318968,-0.488698469791228,-0.368020448473065,-0.198445282339546,-0.0638103603945273,-0.251727492770474,1.40139382403691,0.819841898377846,0.586017421707512,0.37485693261502,0.841216198316611,-0.556982560293635,-0.457432115259063,0.131277427771676,-1.36124628949769,-1.39670964445828,-1.42521775252938,-1.50463128008526,-0.847464851336007,-0.748077950555566,-0.571082523123313,-0.882646510229975,0.178866457372361,0.206454133941687,-0.231674609552568,-0.790681241817198,-0.0143592124009262,0.5671314456125,-0.449798572729203,-0.91265774938946,-0.505075735324178
"STAGA_Vic_2 (GE) - TPM",0.542209590494903,0.827120261021398,-1.38786514271901,-0.710995854324212,-0.216767329565171,0.0586259139684524,0.3534710089125,-0.368484740528015,-0.246773125731638,-0.478220362383327,0.106125504695968,0.828310473403612,-0.172502350686713,-0.707980116117643,-0.37428469036393,-0.379038742874716,-0.329124880930605,0.159896453612574,0.311157261879458,-0.296956527095342,-0.262250513415155,-0.314826724373816,-0.237765223037097,-0.683341160061501,-1.03349194150486,0.0221052166891203,0.253736890634283,-0.627613081413883,-1.1273329924071,1.27337781135542,-0.473718163948443,-0.709598291091956,-0.976916280987025,-1.40209251666001,-1.41080253066469,-1.42968203310925,-1.53997385343057,-0.722475412459334,-0.908309402718025,-0.571082523123313,0.581542158655926,-0.803825315612982,-0.035726026046661,-0.231674609552568,0.509033587175902,-0.817634133869636,-0.0325421847589109,-0.27166005941377,-0.545615781244083,-0.222572839439174
"STAGA_Vic_3 (GE) - TPM",-0.0140304636878103,0.665326269216985,-1.61615176523411,-0.790099892799865,-0.370959175437906,-0.268145768024436,-0.100652770317371,-0.511056690445772,-0.480871512247579,-0.554236336195727,0.0106873035142662,-0.426557736114512,0.184963053543227,-0.334641419534463,-0.417904436800109,-0.429204612928201,-0.0134401185687229,-0.263483297144839,0.358472686697008,0.0514541545481273,-0.0517015476116139,-0.347254065927648,-0.249047761579112,-0.380286784317144,-0.998571010778377,0.0649252840624532,0.175924668377844,-1.53961657427284,-0.648083325724721,1.36146244122821,-0.544124467950974,-1.08643787085561,-1.35572003640224,-1.35663998088077,-1.42356866799528,-1.4506768413974,-1.51505966532742,-0.711258558582036,-0.817889758477733,-0.571082523123313,-0.440548913407749,-0.976907646298681,-0.408903476120071,-0.231674609552568,0.168831094207883,-0.443503059834577,-0.723923600407774,0.222628799681068,-0.502056986553578,-0.343619223698169
