"","SAR_RS00660","SAR_RS14770","SAR_RS01305","SAR_RS01310","SAR_RS01315","SAR_RS01375","SAR_RS01680","SAR_RS01685","SAR_RS02210","SAR_RS02215","SAR_RS02220","SAR_RS02360","SAR_RS02365","SAR_RS02810","SAR_RS02820","SAR_RS02825","SAR_RS02845","SAR_RS02850","SAR_RS02855","SAR_RS02860","SAR_RS02935","SAR_RS03015","SAR_RS03035","SAR_RS03055","SAR_RS03060","SAR_RS03230","SAR_RS04600","SAR_RS04615","SAR_RS04625","SAR_RS04630","SAR_RS04635","SAR_RS04640","SAR_RS04645","SAR_RS04650","SAR_RS04655","SAR_RS04810","SAR_RS04815","SAR_RS04900","SAR_RS04905","SAR_RS05175","SAR_RS05460","SAR_RS05525","SAR_RS05530","SAR_RS05585","SAR_RS05675","SAR_RS05680","SAR_RS05910","SAR_RS05970","SAR_RS06215","SAR_RS06390","SAR_RS06570","SAR_RS06905","SAR_RS07265","SAR_RS07300","SAR_RS07305","SAR_RS07420","SAR_RS08010","SAR_RS08225","SAR_RS08250","SAR_RS08255","SAR_RS08310","SAR_RS08315","SAR_RS08320","SAR_RS08680","SAR_RS08900","SAR_RS08905","SAR_RS09130","SAR_RS09210","SAR_RS09260","SAR_RS09450","SAR_RS09455","SAR_RS09620","SAR_RS09930","SAR_RS10275","SAR_RS10280","SAR_RS10500","SAR_RS11200","SAR_RS11305","SAR_RS11590","SAR_RS11595","SAR_RS11655","SAR_RS11820","SAR_RS12070","SAR_RS12075","SAR_RS12080","SAR_RS12085","SAR_RS12095","SAR_RS12100","SAR_RS12105","SAR_RS12110","SAR_RS12115","SAR_RS12120","SAR_RS12125","SAR_RS12130","SAR_RS12135","SAR_RS12140","SAR_RS12145","SAR_RS12150","SAR_RS12155","SAR_RS12160","SAR_RS12165","SAR_RS12170","SAR_RS12175","SAR_RS12180","SAR_RS12185","SAR_RS12190","SAR_RS12785","SAR_RS12815","SAR_RS12830","SAR_RS12910","SAR_RS13085","SAR_RS13090","SAR_RS13095","SAR_RS13625","SAR_RS13670","SAR_RS13745","SAR_RS13785","SAR_RS14090","SAR_RS14395","SAR_RS14400","SAR_RS14450"
"MRSA_Li_2 (GE) - TPM",-0.449869336945099,-0.618108882898306,1.1320901799668,0.00945174244517631,0.0867770920954037,0.0451740423514356,-0.535782568319373,-0.46799269307458,-0.360569616002502,-0.118580132213451,0.0215126188525316,-0.293178443848617,-0.241466703452161,0.47852587849249,-0.132874051796544,0.0235760126754869,0.0203020340560749,0.178576781952523,0.270646779266265,0.78599677197488,2.42089685715794,0.824000279563398,0.107785646242409,1.99415643526534,1.86577733969932,-0.909847824837879,1.29366392656455,0.646442894724194,1.55681510631641,1.43330720194275,1.96267662644394,1.63202705480176,1.29035177713935,0.797310571629295,1.41973817315536,-0.0825700919693433,-0.162225314167429,1.85806572447867,0.509623957603573,1.20068480771546,-0.0136845678158959,1.45321372795395,3.59989733883034,2.17844096131971,-0.0851392695977183,0.556919754384582,-0.638932106228886,1.07762419080687,0.161690707954736,0.540207258553737,-0.346725485377887,0.162904972423705,0.441020612549077,0.00361581506145077,-0.254137685446938,1.51907025114134,0.369018318964339,1.84121197479045,1.16105007073931,0.0499976752605894,-0.218788451361156,-0.432652153421262,0.117079548285958,0.263009909875966,1.64814845131309,1.05381236625656,-0.312355000541663,1.5539922882674,-0.300797879497955,0.718374258969139,-0.0683078483875926,1.27389245111279,0.931058865781674,-0.216037961474187,-0.259816249332583,1.0699539115052,1.51690489821649,1.1731147923617,-0.051088517905431,-0.606246650147415,0.922762701877754,-0.504129176741291,0.317274164314418,0.13117231019757,0.136326485003932,0.0779215027301929,0.256921777103005,-0.115781698830224,0.562062745575634,0.0823723475542458,0.193992890817356,0.04552304874808,0.216022005227007,-0.0226701918702368,0.129909255419753,0.308993097898484,0.348856540668126,0.25498162120304,0.0105512865747482,-0.0957693922820773,-0.155514304451832,0.0449689371432872,0.12934878393636,0.121129124738886,-0.22854418910579,0.190373654834388,0.281159057172219,2.0771408968857,1.08320404664514,1.08953860925946,1.80987355784054,1.6693178916745,1.71822391108954,-1.15746154183982,1.61377142329066,0.63552647877505,1.52296436027941,1.68292639748935,-0.384557776031062,-0.589665629148371,-1.05808468032225
"MRSA_Li_3 (GE) - TPM",-0.509642535970435,-0.472480420435672,1.23149739727985,0.14689301598079,0.475975099975766,0.114918765276859,-0.220245309712633,-0.555000964931566,-0.0008169519073857,0.596474554270481,0.28830902204535,-0.345981711401976,-0.287294624677357,0.655554379540071,-0.14319711664729,-0.177296209855991,0.00510929885496301,0.319354310048415,0.523984889722508,0.598484961219333,1.82926115051028,0.377201426865397,0.268526535616637,1.6539258892287,1.67015851628767,-0.450262741873686,1.58280035797998,-0.0362620183991857,0.901840956288312,0.66376653347958,0.900781382268599,0.896438805627955,0.908141718136703,0.825335566842544,0.89111664918291,-0.0748128051953131,-0.172300888911256,1.77590079936642,0.845767118626636,1.49990900003063,1.21853858514822,1.52216864568485,1.84006292094332,0.840887554517035,0.326715732113428,0.814414493960446,-0.191348311534934,1.35813942784787,0.488042137560389,0.949227692649506,0.376085954752685,0.731662116472034,0.867131319365369,0.170942492534787,0.343227192225954,0.759831809591329,0.30753529159454,1.76319263447299,1.28225870810272,0.0596205360348633,-0.0625477545606297,0.386278721279836,0.671741943713305,0.799197768871612,1.26110949171654,1.19329541442366,-0.394060166924045,-0.455553705784202,0.126857600219451,0.633669103637596,0.546041172501614,0.608642912926111,0.770048399714076,-0.103663400121223,0.0952248728586244,0.874693351962476,1.73210632584132,1.37517672168331,-0.552553324359506,-0.478273044644799,1.16371253623128,-0.247360807355045,0.0918005811720056,0.180998192787238,0.102218228116048,0.00136711220096602,-0.160507586945178,0.0271014228339244,0.249169389771974,0.31692189706454,0.161983610137753,-0.0684721837498207,0.141735951645343,0.268786109536865,0.163739611531383,0.137803632608888,0.106513474815323,0.19747806525868,0.162291284662629,0.224976857500056,0.316627232059255,0.171449677934203,0.16246089015394,0.120282106652313,0.143388257314166,0.429590714738617,0.572540454436058,0.53790819546681,1.13583458506725,0.671185378678838,1.57428605155625,2.09799584267387,1.87728361280337,-1.02945040186353,0.0423323593914053,0.511822416434746,1.56735635508032,1.73678743277739,-0.832510382180407,0.327517328519603,-0.670617861654557
"MRSA_Mig_1 (GE) - TPM",0.103378588561383,0.409314800829431,-0.949063052730861,-1.07192188731178,-1.24606150821936,-0.668527137697777,0.734662977347285,1.02508849173507,0.0602201211377556,-0.057158330312862,-0.378050103255998,-1.02698342935092,-1.06617578852249,-1.37378215476378,-1.2888304407673,-1.41421992949442,-1.43997487600786,-1.55477660040304,-1.61268840332917,-1.75268187314734,-0.790969856004588,-1.50952563630369,-1.0912580307131,-1.64743971512905,-1.64094682306543,1.77542991370165,-0.963908053646498,-1.56196739881029,-1.90073726000335,-1.7155483827554,-1.65780069363268,-1.7514508516041,-0.631596986523191,-1.49178623577052,-1.51021798807206,-1.25968404356194,-1.50701322005907,-1.3389443763141,1.18626286302544,-1.02722541994669,-1.89128679682558,-0.887776146062167,-1.44365737646578,-1.91870314474508,-1.26398747784397,-1.57407581359488,-0.998367681059321,-1.57467370805808,-1.43063794085027,-1.56482824578523,-1.70167972295275,-1.45494825843672,1.52040248942269,-0.9836227621,-1.06754397476085,-1.27064742513536,1.20594860480061,-1.44496278007315,-1.45164208910861,-1.06658514080028,1.41388965868395,0.931026074124838,0.570007893900484,-1.48884597720153,-1.4068794351225,-1.49102294185373,-0.125415505088537,-0.422207565924553,-1.64595912428374,-1.95939694245605,-1.58211389541883,0.932140680946462,-1.9140341043313,-1.44192844829612,-1.05283025101688,-1.30945964347191,-1.20532572494387,-1.86628647623698,1.0753923950669,1.25017798718826,-1.20475067819365,1.90651457078521,-1.92032261035339,-1.87893223847068,-1.81873224893723,-1.78233767716885,-1.74736109299235,-1.7697368937973,-1.74731428664806,-1.69486574613587,-1.62379064761681,-1.6039432680276,-1.60122216893085,-1.59827906813722,-1.56375415690961,-1.58450645204195,-1.58540781415204,-1.57131018599385,-1.54748369656435,-1.51520552663742,-1.5630047120739,-1.51616368789092,-1.49452745792498,-1.44484429293446,-1.37093154001821,-1.47852195242587,-0.836767195777757,-0.856733465289253,-0.268946243815237,-1.22679005598833,-1.42865811645433,-1.46829770122491,-1.33543298765351,1.19389334464363,-1.01526485924315,-1.03035109153233,-1.36725753791131,-2.01899856219633,1.36982021262327,1.14072190343477,0.887256335121126
"MRSA_Mig_2 (GE) - TPM",0.240428739387645,0.99649428829388,-0.71495243778629,-1.03631236650802,-1.27707710434445,-0.759307822392408,0.833733219456309,1.64529504381509,0.269351361831987,-0.345807017939375,-0.256502483439583,-1.08804815437869,-1.0590389254321,-1.40303725234438,-1.3063421947034,-1.45790521840582,-1.46661501579214,-1.60417081962192,-1.66263268047876,-1.78600993094074,-0.89465574720758,-1.71897761370779,-1.0978508761527,-1.97049821330137,-1.93123470748259,2.5621731621596,-1.00193565162518,-1.55897604156676,-1.90107585964079,-1.69416989063252,-1.72810076505791,-1.86327423682947,-0.954522188324973,-1.81386448407718,-1.73940192006169,-1.52130429883577,-1.67643065521884,-1.51219202661007,1.90617674921811,-0.904565581576669,-1.75754777978386,-0.943211024883204,-1.50504862058825,-1.84633409267288,-1.38595537610831,-1.66300402287706,-1.6096348386322,-1.67054302765043,-1.4494142529422,-1.60332516477703,-1.82598133526111,-1.47836662626171,1.25022919663584,-1.35893633131826,-0.987129643418112,-1.39463704410434,1.08463505726538,-1.6358711160058,-1.4957964118105,-1.32046811307475,1.98313053083137,0.817843193401165,0.836646700102537,-1.63195360095281,-1.5421491945694,-1.59953155887908,0.133172282003322,0.48208013135131,-1.81193487924759,-2.00944875079379,-1.82382076090444,1.02519351675172,-2.15742526427828,-1.58198742075294,-1.44739269655066,-1.42239351816674,-1.2817708416865,-2.13573602318115,1.12007376448872,1.17813167065196,-1.42899567711201,0.962081543737985,-1.93201191201536,-1.91176826431011,-1.81123009120717,-1.80780943298433,-1.8333411820862,-1.83093722787977,-1.80768514945325,-1.70077566067794,-1.6529691856244,-1.64727401654701,-1.61664550621666,-1.62982479176633,-1.60144581525543,-1.57713232313508,-1.62096188189252,-1.62542350977978,-1.57616692505868,-1.60366367880807,-1.57855662658494,-1.59333040044367,-1.57392331331405,-1.52848513724323,-1.46685060505766,-1.52498929591246,-1.36063234509909,-2.01301829454782,-0.686233083628676,-1.22192312294635,-1.42736424885873,-1.54853668321634,-1.39724385989909,0.707905100581371,-0.851793833290356,-1.03989698834964,-1.56521689519335,-2.10945373568768,0.119227326641012,0.0877308505746266,1.28964607293889
"MRSA_Mig_3 (GE) - TPM",0.0222894874165446,1.3065580644939,-0.821662507598285,-1.057572288047,-1.27982946734568,-0.737329794440107,0.936731513534315,2.01501979736423,-0.138860715791002,-0.632145493643399,-0.659412080287375,-1.09672422329547,-1.17646352401237,-1.44907201101403,-1.31531113798096,-1.48854606768281,-1.48609630143986,-1.61711611784261,-1.66450030772003,-1.79576532105219,-0.888195937202877,-1.73616157375578,-1.14043304813574,-2.21932649652737,-1.86425494655282,1.56791189527856,-0.959517066076812,-1.45416154284459,-1.9262206778756,-1.85907104626014,-1.69456964768149,-1.86405456038209,-0.520473456254556,-1.56604486599583,-1.69634212933975,-1.54132625225129,-1.67426052484028,-1.58830953042678,2.37098091468008,-0.729697100273164,-2.02648414801161,-1.60942070266292,-1.77813481460009,-1.62336154850288,-1.43982288400315,-1.65083209001914,-1.71772302123858,-1.67633207481922,-1.46996589816852,-1.63701230573271,-1.87270566509455,-1.53756218284173,0.996868613703035,-1.48115763949958,-0.843619436587985,-1.55036924756878,1.14671036177173,-1.63175129338967,-1.65938833721146,-1.33516749011124,1.71917433156811,0.0228811015159319,0.342443099264393,-1.66374706020955,-1.49912376302522,-1.62040350389206,0.0820924364167276,0.055362976135551,-1.78626831335141,-1.98221314207113,-1.83467583858322,1.41770179777248,-2.45980623293773,-1.54219763153887,-1.51886170460744,-1.44032523564901,-1.36107696769211,-1.9653065000062,1.48392158347241,1.05483271722566,-1.4149317145012,0.838088130832854,-1.89060050934474,-1.93761362293135,-1.82829311371479,-1.7994091547069,-1.75178831053466,-1.8427608087964,-1.78382887601562,-1.71183138794154,-1.66595859676105,-1.63159531935016,-1.63110360717878,-1.62916769999415,-1.60275780959868,-1.60985237079554,-1.61324818494434,-1.61773232468462,-1.58402991171244,-1.60582062306004,-1.62084035991487,-1.58203327106926,-1.58642770051035,-1.55206430686007,-1.48455184336779,-1.51944945008282,-1.29596408092047,-1.57990976313638,-0.681215438141092,-1.23968411739409,-1.44823162173744,-1.58989681547306,-1.49572459116365,0.549330992942789,-1.24904809401636,-1.04174228282268,-1.55153345148401,-2.0787892935234,2.67568737835348,0.537483414216624,1.87170786710912
"MRSA_Nd_1 (GE) - TPM",1.87539836393189,1.17312677480085,-1.5056837908295,-1.09369014884765,-1.28287306408524,-0.551374918467637,1.6597217173685,1.3067952348034,2.19183046500592,1.51425336884577,1.02610825428409,-1.35236290966543,-1.33904613920717,-1.26076002863164,-1.12135156620018,-1.09352258510003,-1.2390773386764,-1.19137486321278,-1.19209123504755,-1.19056658481202,-0.936285433369743,-1.49806111377,-1.25393527528445,-1.007197538608,-1.03836953551839,1.05805220532226,-1.46421090938972,-0.373909647442644,-1.03451493236307,-0.991884848047693,-1.14677509926282,-1.36646239237265,-1.10638256693376,-1.19513809964099,-1.25088832595622,-1.4638293633772,-1.23872677451019,-1.54784686917658,0.624882521357988,-1.04002239198967,-0.451834840492058,-0.532968719150708,-0.495529270719056,-0.756746435532283,-1.31965411963679,-1.5866385083074,-1.04609772437633,-1.4687811832809,-1.4559908017104,-1.46629498115316,-0.358430138865953,-1.39354208293956,1.23788624326371,-1.0856696909258,-1.10530899758075,-0.402590947345899,0.3915755993132,-1.35720866312256,-1.65073223552964,-0.435372779031068,1.3943503566817,0.912227527508862,1.55932718651654,-1.43681885746383,-1.31712969571284,-1.42761131034033,2.3835367971749,-0.223744310911954,-1.49461581823382,-1.64392882995558,-1.60875239870228,0.265923089696009,-1.00490068451405,-1.13303971339468,-1.01850816763031,-1.45082985926032,-1.49994629932137,-0.980402839016603,2.24085407872094,2.21400349461842,-1.34230305631936,1.49494716733066,-1.26803773861605,-1.13400141769512,-1.11882753382699,-1.04206023858536,-1.06982398053807,-1.16574237835122,-1.1607109657874,-1.40156867189417,-1.36575090245175,-1.44477008724236,-1.42404439888544,-1.41395193782462,-1.45587028681599,-1.47696890859435,-1.49446696634724,-1.49989392968217,-1.46562921468191,-1.54493021057487,-1.50827086697218,-1.53881089509447,-1.53761970303091,-1.50744707792418,-1.45148951273127,-1.40566677984568,0.413504373400487,-1.01415165252793,-1.04606639072918,-1.17463220887906,-1.25505191737446,-1.14003358417308,-1.33021864090716,1.36798919694662,-1.08864557343395,-0.940102263194202,-1.47301157450961,-0.585619410362635,1.24129969859961,0.894198460153929,0.0194320891493113
"MRSA_Nd_2 (GE) - TPM",1.26634118420357,1.07320728573687,-1.37035962672622,-1.12915080785076,-1.32204045164704,-0.578914909822145,1.70668535812794,1.53355276549441,2.08301845369747,1.75090821737994,1.27089701570475,-1.339685691749,-1.42452653774876,-1.24567901760991,-1.10297712164591,-1.12734141782324,-1.24872382723006,-1.25483709329568,-1.2134900156013,-1.19256411149432,-0.951198685996403,-1.66162441344595,-1.32576851781079,-1.38539936611076,-1.40813757883987,1.81404272694296,-1.7048096348048,-0.378386411259163,-0.958607229888434,-1.21279898492282,-1.17373138698312,-1.30960922019282,-1.12629289185988,-1.39349907853039,-1.20947609857446,-1.4985029715502,-1.34356120084293,-1.61182054005422,0.719079034680819,-1.38484315051599,-1.29414154495846,-0.704314304822806,-1.1368704173011,-0.860975150999794,-1.33950413126381,-1.57908756475411,-1.00966922120181,-1.56474349412233,-1.46118933387365,-1.47595239230363,-0.0251788873118485,-1.4318027994396,1.71024517171897,-1.12690426489528,-1.15329816446239,-0.56293245996627,0.553941223536284,-1.48270165538721,-1.59724829614195,-0.645123725678473,1.90749535051417,1.86610626828451,1.93926001694412,-1.4708475100647,-1.37399884077176,-1.4680761689851,2.02522042309327,0.931914964518826,-1.19676376106974,-1.50631598901758,-1.6457078687643,-0.0625294576421442,-0.758599194971689,-1.39451546556284,-1.04695867007397,-1.45191481143507,-1.65323034710535,-0.810659447779052,2.35363694663786,2.4040160724356,-1.37558824564911,1.42205247066453,-1.33635065733942,-1.1594607586447,-1.26916109663951,-1.13319677179006,-1.04733265379724,-1.11934466716401,-1.19965368391718,-1.40016132603341,-1.39009871234012,-1.42854564567694,-1.43829916821359,-1.43635168972724,-1.48110603815507,-1.47615913823538,-1.49498768235177,-1.52985998904716,-1.49821139149638,-1.53020288537673,-1.54528006807104,-1.54902444056337,-1.5526982275362,-1.5310122401078,-1.47599461379105,-1.43113465301927,-0.174174777084939,-0.589073316369314,-0.868613982984918,-1.19297367024437,-1.26523734409024,-1.31731956659957,-1.4522127866844,1.23152959841368,-0.983819002929943,-0.949320293353138,-1.48430932442877,-0.76377837552254,1.50332230308609,0.683568926783931,1.89772708582896
"MRSA_Nd_3 (GE) - TPM",1.06186588212184,1.93833432279966,-1.389302173612,-1.07157833305553,-1.33161596142107,-0.55230380273201,1.46078644995911,0.820674520259245,2.21153513691535,1.74632684793903,1.80976329065831,-1.35827039203823,-1.24928277102206,-1.221477563145,-1.13008924284359,-1.18348800178626,-1.34972845276815,-1.32028190725365,-1.26987630463486,-1.33791141678656,-0.952434961966807,-1.33907347672927,-1.20233252414511,-1.26073815001213,-1.30454282449905,1.72622064388073,-1.53388379506379,-0.297685646651829,-1.47099022147745,-1.64598003095282,-1.31336976944622,-1.38847696079347,-1.21611485562542,-1.34743736931862,-1.1603088856286,-1.39813369001393,-1.24006156926951,-1.52788236903521,1.05131765763148,-0.983420124074957,-0.449138109097,0.698035613179974,-0.528669326729856,-0.644256459388993,-1.30590243905705,-1.56829829204041,-1.1114645838789,-1.45204556334475,-1.44614550058676,-1.3879488762808,-0.639616792360217,-1.36770578930884,1.23488367199106,-1.27956378358552,-1.21897166417626,-0.914028212054285,1.07613341411699,-1.47871867849303,-1.45913384539871,-0.79003612930616,0.940794414429359,0.952930113540459,1.12270755006354,-1.36025413248847,-1.35950298010251,-1.40705751162533,2.28930415057832,2.05221102773143,-1.18792994983198,-1.69393256811337,-1.51247563945106,-0.075309587677832,-1.09618645838898,-0.913614723773397,-0.825591253967305,-1.43456253746377,-1.39679414532093,-1.53819240368582,2.18654871783619,2.13093825031725,-1.26404949757894,3.1210600448889,-1.34367139855451,-1.26654175648328,-1.25088071023965,-1.26446004110203,-1.42800952866102,-1.24305637652592,-1.17238258723807,-1.39409140282461,-1.53261303930864,-1.45266084259894,-1.4994888765704,-1.46151830968907,-1.45863670285973,-1.44483512779434,-1.48979326663831,-1.52398064631531,-1.43035456346579,-1.51323059147871,-1.46952616371974,-1.50133803053441,-1.50635193377149,-1.46542327708306,-1.4293248227857,-1.33322345729022,0.412236837863721,0.11835981201182,-1.42829922673762,-1.16105648205317,-1.26565880251076,-1.27353733180741,-1.19992543039721,1.33111870735472,-0.600218659455,-0.893565411595725,-1.38140946535722,-0.986439621560123,1.91935272123045,1.97469612200031,1.99993981916732
"MRSA_Ns_1 (GE) - TPM",0.483304734222873,0.0898691024061537,1.0273326276256,0.206481979378487,1.12533842550995,-0.63180548451039,0.675416275591918,-0.647017652143889,-0.444348907884574,-0.610653073611078,-0.731241758245209,0.590534946323053,0.524357780262192,-0.749066837352891,-0.193090468699496,0.145235910023552,0.168050655237035,0.0387853812996349,0.248714645747839,0.815925126143239,-0.435367601114466,0.605418340769808,-0.104482074570107,-0.519628342631155,-0.269754766878264,-1.07910077292327,-0.704314585683789,-0.385035507788076,0.435371579294253,0.281219412127561,0.167478729512029,-0.416914587638307,-0.676054008318834,-0.890543453699738,-0.941450769568525,-0.348212628775628,-0.269686520229767,-0.680172101644917,-0.100116914544073,-0.794680418371204,0.424575549517065,2.04382968648012,0.512597012692045,-0.767684306036773,-0.862567836229544,-0.543240772638095,0.002371213657532,-0.692423371516393,-0.499509760132889,-0.431473077966337,0.210478727228537,-0.578551238817656,0.509557351960348,0.32046230977886,0.32715694777284,0.18247220336534,-1.92022589765293,0.0310098580945222,0.101411221071191,-0.200974928410473,-1.29041999354228,-0.916914649550255,-1.20078899445802,-0.673975623362228,0.575650841642089,0.06933408618493,-0.0722248319240937,-1.08866541419414,-0.21341055284823,0.462337744041341,-0.623606483749339,-1.2409074785143,0.413644177245284,-0.264262663247022,-0.496350673216953,0.139180485443041,-0.598456369716407,0.430452968988634,-0.511668288900644,-0.566521800927669,-0.263758070102759,-0.592498333431167,0.370623067424807,0.179023510833792,0.259636932458079,0.330229342292784,0.264307625194984,0.306872238415399,0.226838857115726,0.627616971976753,0.582898173090532,0.569355486466639,0.654884239133351,0.519966030457455,0.394851407184645,0.406178505677044,0.424057782599823,0.52863571296832,0.243118312431466,0.181640811616219,0.423576063634687,0.0917239541090599,0.00535560435080902,-0.238840043846665,-0.406261802758064,-0.233169453220174,0.880256900826838,0.768597131401096,1.41500042927257,0.84210778850132,-0.115212730874156,-0.167194820587458,-0.629062635443936,0.157517042157923,-0.3511183291689,0.827699366892729,-1.00246262956877,-0.0950688656435931,-1.3275708704163,-1.74099622382328,-0.620284393589661
"MRSA_Ns_2 (GE) - TPM",0.688901222324126,0.627456749851364,0.870436115499679,0.754636506050436,1.32867958216902,-0.553759223255749,0.0949395447290875,0.0746331036033856,-0.633378938882787,-0.426213836705511,-0.841614774792322,0.643529460624909,0.690280876161521,-0.480249878916281,-0.053715870312817,0.198683119280564,0.144477869786122,0.504824963260295,0.537963619039838,1.38675712536837,-0.453480969834351,0.117667329182556,0.161261597794562,-0.557235769324464,-0.417746300993207,-0.912665655926507,-0.703795859983183,-0.0648523194934415,0.429474390999924,-0.178810110318859,0.205895194042855,-0.027687327095235,-0.391047651220189,-0.771295510904293,-1.04366105112245,-0.0557539351918588,0.0263290873722511,-0.722578816568818,-0.231302867821808,-0.371696692718343,-0.414360202107727,0.70865801256881,0.951066919080485,-1.09516220519884,-0.927098500989058,-0.39399040698129,-0.128456634807049,-0.526177973950423,-0.607705558109243,0.0283964731513044,0.0148419599376856,-0.694665813247518,-0.179480541103718,0.508515706195551,0.646311449414634,0.809056964532408,-1.75390851514544,-0.0811023651945091,-0.232626768916654,0.108186035359926,-0.840020018570361,-1.4938539135044,-1.43713882613953,-0.535769854815731,0.770458875269472,0.622856914946774,-0.244787951854739,-1.0330586878395,0.168806665798332,0.963507047988402,-0.342219897320535,-1.10786116966445,0.608491145849879,-0.285065633379179,-0.864076170307372,-0.102670238254498,-0.736526924446597,0.267852902527213,-0.239729866969169,-0.426418692852572,-0.365766527118302,-0.418436068760275,0.690001070449523,0.469845962794631,0.496894126227656,0.39364444822741,0.433485542698147,0.636147596370812,0.830620618831442,0.563557218244627,0.889207873091397,0.656493278698995,0.868950619854968,0.60841380690233,0.607846102104661,0.996824434297248,0.709439421581699,0.820807406577847,0.722231665187092,0.559366041429238,0.756419143005539,0.470390466713204,0.408320393782397,0.273072382187066,0.00727227373310855,0.220464760309017,1.0544479596721,-0.950778480455309,0.854218095505483,1.81154652675374,-0.46076992324597,-0.123142158447918,-0.503478558769115,0.197401881937493,-1.07002615077614,0.85157100167792,-1.01760921473343,0.247131553404156,-1.66250417940138,-1.63153062664064,-1.05808468032225
"MRSA_Ns_3 (GE) - TPM",0.0611211461636228,0.115762008165065,1.30949492552169,0.622436858326286,0.941839471728967,-0.567521854711944,-0.27106491037902,-0.517933802849055,-0.652963618497097,-0.729502418206365,-1.09750625478748,0.450965240191011,0.711962572081589,-0.394925558900181,0.123490641730223,0.696776608365709,0.0404447713231523,0.551957359938978,0.661776762687736,1.32739273526088,-0.387246091042281,0.134814799655674,0.0198607606503189,-0.303739595808412,-0.258401832486175,-1.22642755726292,-0.768918391859637,-0.071598973656322,0.0711017367161477,-0.0946669574541092,0.539174218383008,0.0877298109945201,-0.181520864503116,-0.535893157898063,-0.945402744680496,-0.042155025999834,0.00300872680792121,-0.590964969910764,-0.346844081655949,-0.84187047550414,0.0989852836530279,0.200530164745601,1.02436277099152,-0.516242964032957,-0.574149905908334,-0.258112221816048,-0.273724462858468,-0.544222651567085,-0.231940287081396,0.00365820010943085,0.741092449662143,-0.40368272757318,0.255271647889477,0.0998789654912365,0.348664922657037,0.486627563425328,-1.55703595240203,0.443694184505077,-0.349529238941014,0.296193343257915,-1.14266762157062,-1.7090518307168,-1.47744871832628,-0.703231367382484,0.897094140739786,0.722051773796339,-0.103514915335651,-0.626536127563091,0.074597523507589,0.51469350367431,-0.314302422794658,-1.26530252059361,0.084015674989087,-0.565058144222346,-0.766386830697975,0.187091928203036,-0.354688330107808,-0.296072274489307,-0.247284920802446,-0.505725637083815,-0.102110807052341,-0.440645599017389,0.580220801911846,0.38139815120981,0.341286238598443,0.55260665965557,0.599021959118584,0.38272023067137,0.756620345682768,0.778437657207802,0.627285345952713,0.617636677041675,0.848978369776695,0.718646465561745,0.628724670900383,0.999427773685555,0.726760523227329,1.0071993032448,0.753630011301328,0.820505516200472,0.566488702962204,0.364515121252845,0.415955792757297,0.328624342288604,0.0132584616940981,-0.00131431416512907,1.01891773400612,0.78692615582613,1.6098134243394,1.47314247697749,-0.279159451123157,-0.204434883557504,-0.571869776898393,0.175788771456843,-0.774670495986231,1.08795228662985,-0.964482620987505,0.101829121423025,-0.71879349510433,-1.56858429055279,-0.74969731106085
"MRSA_Oss_1 (GE) - TPM",-1.20278725707083,-1.12584449004758,-0.622087348481179,-0.052999930872643,0.110469941670293,2.59381817374385,-0.588966365973605,-0.433867548635025,0.113116204793776,0.264114819487696,0.0459007842593504,1.81067073114675,1.64568012366547,-0.00357857597592996,-0.128542111321098,-0.079833984950795,0.297975501049339,0.355402285582974,0.392623117060048,0.709100371445386,1.27780967440099,1.56935871681241,1.72499531645448,0.0691538768866558,0.390635697459747,-0.564187674386351,1.57046394185205,1.14011570012009,1.33256958335558,1.47256886327021,1.15748872275281,1.65333731620025,1.46116252412356,1.80507664360558,1.78368642635761,0.639694726074227,1.04399910697532,0.25203152174127,-0.304247395975905,1.36984953955109,0.624774214759329,0.13565836198498,1.12584156143339,-0.254975537646304,0.305834416465725,0.467811465098622,0.864760069711181,0.640725837139471,0.0351796677740354,0.187617815060489,-0.333033521176932,0.374386897711842,-1.20638904587086,1.41802253251262,1.11706985877608,1.56832566231433,-0.925923710090078,0.520661023310258,0.949962360213771,2.14459153500352,-0.779637216470534,-1.17597556281834,-0.754823538985589,0.896182733525651,1.35672141615068,1.34637149310464,-0.645956101723588,0.941143865163048,1.35198948525106,1.18315891481936,0.699538291925986,-0.840329542853821,0.923206460428493,2.10629881683728,2.5381430453428,0.37547363725542,0.585640391389878,1.25125367904304,-0.583053786227778,-0.556020658656988,1.50009768271013,-0.383782296651794,0.365354094215943,0.332204344030137,0.298910661103677,0.224182406711799,0.0505425364956473,0.187057473304113,0.328128904978859,0.361386984857485,0.419338379645324,0.282838668071671,0.282734932337066,0.219039720424784,0.151016640247533,0.2157820555874,0.220519062674197,0.151445376867072,0.163970106042768,0.0454792053591674,0.154418209244195,0.117849735414888,0.053208406305018,0.0535555298157754,-0.0297207385010859,0.25478683540016,0.487182586480854,-0.716093651780601,2.75015413968003,1.28652142375269,-0.2282970626856,-0.313307405341579,-0.264643763758569,-0.562195613558012,1.10653215791988,-0.675389270928488,0.560203988850698,0.876603776870999,-0.837748579905237,-1.17847738977714,0.0444767896438841
