"","D7S_RS00320","D7S_RS00640","D7S_RS00680","D7S_RS00685","D7S_RS00690","D7S_RS01880","D7S_RS01885","D7S_RS01890","D7S_RS01895","D7S_RS01900","D7S_RS02000","D7S_RS02005","D7S_RS02015","D7S_RS02035","D7S_RS02295","D7S_RS02300","D7S_RS02460","D7S_RS02515","D7S_RS02965","D7S_RS02970","D7S_RS03135","D7S_RS03200","D7S_RS03205","D7S_RS03210","D7S_RS03215","D7S_RS03220","D7S_RS03225","D7S_RS03230","D7S_RS03235","D7S_RS03240","D7S_RS03245","D7S_RS03400","D7S_RS03575","D7S_RS03725","D7S_RS03730","D7S_RS03735","D7S_RS03740","D7S_RS03905","D7S_RS04005","D7S_RS05035","D7S_RS05105","D7S_RS05125","D7S_RS05335","D7S_RS05460","D7S_RS05525","D7S_RS05585","D7S_RS05590","D7S_RS05825","D7S_RS05865","D7S_RS05870","D7S_RS06600","D7S_RS06605","D7S_RS06760","D7S_RS07075","D7S_RS07460","D7S_RS07635","D7S_RS08615","D7S_RS08730","D7S_RS08735","D7S_RS08930","D7S_RS09135","D7S_RS09600","D7S_RS09605","D7S_RS10300","D7S_RS10305","D7S_RS10435","D7S_RS10605","D7S_RS10610","D7S_RS10615","D7S_RS10825","D7S_RS10830","D7S_RS10900","D7S_RS10920","D7S_RS11185","D7S_RS11430"
"AGGA_Li_2 (GE) - TPM",1.53800042227302,-0.140699352783023,0.820877845724446,-0.658350500970512,0.201007036882424,-0.171858804213906,-0.408382777384916,-0.896910027391669,-0.322840331470333,0.00740253488973177,-0.786220378844096,-0.205246757744125,0.997323851825635,1.15152427778335,-0.404952228948973,-0.334549549765098,0.0220926493906718,0.310245925763723,-0.0921827258378096,-0.10780858979747,1.35956119614487,2.00313163035717,-0.177100568787666,-0.135686369963177,0.602167068987274,0.955113862384797,0.401604340214663,0.843868346155487,1.3510774586148,2.04395441719345,2.94339915829818,0.142800459896415,-0.428827774286758,0.41987979782816,0.701328325125305,2.47279873936705,1.43079970856783,-0.333620989568335,-0.0258432489221816,-0.670449382152728,0.933910675974055,0.355652910534714,-0.730069612748519,0.418680870882866,0.692786178279844,1.01432775503598,1.07734153634186,0.858562684129107,0.757087611600496,0.796061880754725,-0.560296120555154,-1.02202798178829,0.0697964878369988,-0.295882278506714,1.17542296108235,0.708344080086807,1.50931586216528,-0.839521836609018,-0.119793326097054,-1.18181731063457,1.53066124843238,0.57030364430685,-0.247488882949697,-0.201554385670207,0.203768820966974,1.62243371121428,-0.256510262987535,-0.364636229450607,-0.535962072584546,-0.426781407033143,2.66818458842602,-0.566979076126536,0.391654974933111,0.180943265761315,-0.261526024225216
"AGGA_Li_3 (GE) - TPM",0.809055784408546,-0.44544458826229,0.585096558224825,-0.248182747655115,0.154981801520285,1.07195595212771,-1.16071762730283,-1.13676226489308,-0.440306852471301,0.809592209245573,-0.936644960483175,0.212812739475117,1.20398302520545,1.40695826618546,-0.311384223167444,-0.377510130060493,-0.172796275632321,0.278215044204743,-0.10167144439124,-0.0224626846435774,0.936743920601103,1.7678084322158,-0.184668279653976,-0.2998921045112,0.380428647022635,0.697392607791292,0.231746748733948,0.674941286254677,0.747432846348017,2.42682404099668,2.3807465792958,-0.0189268093882209,-0.532842794808474,0.0573247775539112,0.752025525684819,0.966047979592369,1.60966380918828,-0.216645163610185,0.120060304690263,-0.994692129717871,2.64449887864757,0.118564136452817,-0.151993823127947,0.45866653311458,-0.0436718478995587,1.25487354913568,0.708145606468162,0.692064310965974,0.558814739218668,0.478867213623188,-0.647991325066365,-1.02973304423094,-0.894179630721685,-0.328962942710309,-0.426430838917982,0.505174940386755,1.20334190853884,-0.277008009520105,-0.537026864303143,-0.905827982509556,0.825344318138766,0.647442648197546,-0.262232232399032,0.0374833134402344,-0.83202494063186,0.664009085604137,-0.244623080711342,-0.355019508817769,-0.482340182093158,2.69830730300951,-0.51620202036042,-0.366311444673827,0.137386268705093,0.24652569157408,-0.899545387887972
"AGGA_Mig_1 (GE) - TPM",-0.620527124259791,-0.34035018514954,-1.05613534030967,-0.485399856238443,-0.695293935132289,-0.299259040143035,0.0886728329932541,-1.13676226489308,-0.497689178187327,-0.43428791998951,0.022412819024554,1.13855377248683,-0.428883154036551,-0.47156689116268,-0.745488039399069,-0.829312480249383,-0.393752975357299,-0.508187176424479,-0.362479105421738,-0.295283907617602,-0.387152153379529,0.620291082149001,-0.309899264189406,-0.361828500709304,-0.439667874085777,-0.523613693514736,-0.443844804202591,-0.464339832908993,-0.492073912552585,-0.313893419279131,0.0790343213607946,-0.335495335115179,0.129064922172584,-0.398022260697411,-0.631611348721017,0.0746747466048401,-0.411140250959996,0.021827491377084,-0.344795018150355,-0.241073819298189,0.731253188311918,-0.236430954200673,0.142887247314266,1.0962373419813,-0.426695351998011,-0.790713620630107,-0.69756742363899,0.693407493588289,-0.357612474846511,-0.0869850355869664,0.0810093186808943,0.624399050781185,0.398052666062719,-0.182646538712094,-1.31806902548127,0.434271360796855,0.152221909439727,0.0232138270826945,-0.0867329830158388,-0.504248685359231,-0.603974667470487,0.0428005464831642,-0.286606023968386,-0.0333020739255018,0.593480784835957,-0.590207728844133,-0.276417387539593,-0.234105502323772,-0.46886432273132,0.473474551160858,-0.32066963635194,-0.698643408218226,-0.502704237658837,-0.228072760554847,-1.17074125090773
"AGGA_Mig_2 (GE) - TPM",-0.267411239313622,-0.545734799705542,-0.611677398830467,-0.784981225457166,-0.740428125851098,-0.8873705526577,-0.173937783724689,1.22270592958158,-0.373904719973894,-0.377144512561546,0.344570767325438,0.414464601346136,-0.422359813810179,-0.406914134145617,-0.524871143383944,-0.923438968057787,-0.374647311930919,-0.25370690184589,-0.453438197133401,-0.456197717645675,-0.328731285821215,1.1951858985647,-0.330517542393425,-0.445749569407215,-0.575048448897807,-0.524901405815275,-0.444948716203924,-0.499438723198986,-0.575171507944567,-0.446758203037513,-0.150457635288078,-0.339629291993039,1.11763013180515,-0.372201448912328,-0.571063361696846,-0.337185757278443,-0.90075016703027,0.0733289894537387,-0.719882102003479,-0.526688175544445,0.0897031017844325,-0.67600936578139,-0.807255485617687,-1.18132479049909,-0.857997850434362,-0.362544801504485,-0.14373842538085,0.0800048592536338,0.204214532595459,0.442465419778908,0.00957033576028966,0.583694790403888,-0.073842886824315,-0.221221871028013,0.195105871595136,0.762651835986694,-0.786041684691809,0.439596070660241,0.0112132760097185,0.161842744230256,-1.19791465622865,-0.928532575613431,-0.286605909328802,-0.271166503175912,-0.415923382270974,-1.12777409613001,-0.134282470327627,-0.229526953089319,-0.469382609539317,-0.999709569690287,-0.916211334234481,-0.784838014596507,-0.176822610989501,-0.914883067685706,-1.0901938029932
"AGGA_Mig_3 (GE) - TPM",-0.408054865328513,0.345567703941674,-0.155756747425197,-0.532412329508432,-0.771508965340282,-1.00721617644996,-0.806313526345084,0.275584521627108,-0.166108352899645,-0.877681138102748,0.116072958139232,0.949005224133014,-0.429966765944432,-0.390805169434558,-0.645897559227965,-0.971342847564063,-0.373380479628317,-0.31877142533086,-0.320659615426889,-0.3859252246695,-0.494279255843527,1.2535265688641,-0.281233833114386,-0.390411627285145,-0.399961548584737,-0.471888615374337,-0.450867971049131,-0.447553314444801,-0.470601561503211,-0.46614192218012,-0.11457611616078,-0.32922713436099,-0.67437178466863,-0.430927421613049,-0.468009908463326,-0.420161324888898,-0.471359830755325,0.206434631609664,-0.359739553414341,-0.247223881073907,1.34785034047556,-0.295343463170685,0.177174806201388,-0.489239221388843,-0.648231374799149,-0.526865579132905,-0.224648505819268,0.688997470211782,0.460027070088748,0.494433311512788,0.226021067612749,0.212292660191298,0.655406383007636,-0.165585231381262,-0.412149231847403,-0.382724087184076,-0.296477295497626,1.06865880563174,0.280722262528988,-0.512513966980499,-0.680664826663199,-0.328961859653242,-0.25095376413873,-0.0754126705010621,0.292215611923905,-0.809988654184112,-0.210095937972917,-0.221896432914415,-0.434062296027575,-0.94623004346211,-1.08358935258997,-0.780108653705486,-0.313355447646652,-0.423577958583957,-1.0820957721295
"AGGA_Nd_1 (GE) - TPM",0.15499831450165,-1.31748348297486,-0.349488699445372,-0.501453725525272,-0.21577154046732,-0.521650725027789,-0.557383839786662,-0.495598475971263,-0.54491849977673,-1.11455745183207,-0.103091614549677,-0.159014040502093,-0.0705680771228294,-0.0377661233626569,-1.17761163891589,-0.813480391401088,1.19516162254939,0.037574565496213,-0.349450280258853,-0.291538107491154,0.680548836906069,0.868583236036734,-0.271121310837438,0.640417033718698,0.424755281368309,0.610485922647407,0.191997026226999,-0.327011624564789,-0.359874044580659,0.0363037883351149,-0.04501197013179,-0.283590245339918,-0.394976762219275,-0.399899826043374,-1.08331732071421,-1.2673199672467,-1.01756776804125,0.498913145765713,1.5413494570485,1.10029523152543,-0.494700233369013,-0.757926477605591,1.41247448646352,0.120169738388083,0.494855511076335,0.000403189761868106,1.28477827293288,-0.0828287047855236,-0.628344643568725,-1.0737502169788,0.825799668713506,0.24359589928951,-0.573113177164561,-0.340514691903343,0.608582851929135,-1.26673311426924,-0.224627561873292,-0.84766259470753,-0.991194048850604,-0.278936106957562,-0.106525600113471,-0.637557583632526,-0.254196826358959,0.738991691656265,-0.312709590842719,-0.0227144865927923,-0.0241931766236961,-0.212749958369552,0.24327321749646,-0.212629059000181,-0.674238413863454,1.78054852718116,-0.514992253016967,0.0798856554680622,-0.393710277830223
"AGGA_Nd_2 (GE) - TPM",-0.522488845060742,-0.947956894333551,-0.421366031170441,-0.737864669339713,-0.415707332978513,-0.479702019150431,-0.845726147755716,-0.885705799907246,-0.814067191799447,-1.23546371418388,-1.41668453116616,-0.60827160013725,-0.117713526735864,-0.458069958032825,-1.20706406573304,-1.04218951007547,0.342347485823042,-0.0999142650232143,-0.412298534959964,-0.456685301865572,0.372163637401505,0.051416016996848,-0.37943641904771,0.198898780035123,-0.0410211213175377,0.104045252308372,0.00979269968635498,-0.438855456689219,-0.459284052763287,0.186625413057766,0.0872004587983024,-0.332965948680124,-0.190979525169392,-0.553925996824321,-1.11392304068262,-1.19399833834087,-1.24256431132639,0.0978634365977231,0.725916186028203,0.740068438833272,-0.113700549543654,-1.19283692956557,0.565698266482355,0.391497959965252,-0.51567042067356,-0.585701341700446,0.0733662115812213,-0.84168728015685,-0.845295486338708,-1.00535737453903,0.276871633080355,-0.210280867243118,-1.24429357671144,-0.39062500988124,-0.837553352529775,-1.43260985539877,0.0646042857911165,-0.81008924229593,-1.40802170747478,1.41898019016654,-0.73781906699674,0.443121929957218,-0.304748168369423,0.0920114998327238,-0.974172616285167,-0.770935878953924,-0.22181341974124,-0.33571807149042,0.0826856799870897,-0.326440630113048,-0.923302384854404,1.45993270871872,-0.362157191331199,-0.544494112295365,-1.20792361347155
"AGGA_Nd_3 (GE) - TPM",-0.0959239717503959,-0.656574998819907,0.277964081207407,-0.454539555912102,-0.31588669783374,-0.224792364858693,-0.949453525323382,-0.126464105974789,-0.787213130233924,-1.13199454767502,-1.15114303808865,-0.377335041975385,-0.0309599875454507,-0.220485235004437,-1.16351141350867,-0.894761314694701,0.93576838689793,0.0229040848838641,-0.356977927875562,-0.407565387589373,0.405141350968567,0.843449582525963,-0.332357578699692,0.178136150017918,0.102013591882227,0.387565904284488,0.202135026652631,-0.354107484694848,-0.426411639232632,0.0100588708484495,-0.33881331053786,-0.310141203590847,0.0309601042642703,-0.566030771709019,-1.10988663272198,-1.17752055438822,-1.13837374035939,0.282599474642901,0.838939508153992,0.845752629763989,0.841756486023144,-1.05319498379123,-0.339353616626899,0.0449021241467659,-0.309860000339049,-0.253321675020799,0.483101828677284,-0.553691411338241,-0.86423414021511,-1.2529673970883,0.364302018735329,-0.00198269738257999,-1.27983211425463,-0.353827135082533,-1.17639168090455,-0.853147801660926,0.374586526135502,-0.756234379776113,-1.16149393335504,1.42106781838405,-0.734776175993916,1.18173029414435,-0.26552846787227,0.46898189246512,-0.762157450348334,-0.575878685714153,-0.169276241290758,-0.30032940397195,0.105816577859574,-0.304336392675688,-0.0623001970677576,1.57575690792244,-0.0320141681213875,-0.130872690063537,-0.707214695958735
"AGGA_Ns_1 (GE) - TPM",0.989386989756626,-1.0044518099926,-0.0446469464747895,-0.65886165168138,-0.148442397783684,-0.0300928061691408,-0.760466415761205,0.139280558513138,0.613254254906571,0.135342515125329,-0.658256083888206,-0.269036862946209,0.425980705063572,0.862019859576852,0.328049707624357,0.248559485462873,-0.606588935642251,0.594176028321692,0.434460155017258,0.224140256442484,1.41655796000845,-0.140838217128059,0.326600199480698,0.521214505178802,0.495534547982258,0.618208748045409,0.634765172628819,0.501532074830282,0.489183149203041,0.473924241771405,-0.0594444370886214,-0.123031112442805,0.426151049283939,1.1023058091863,0.731026676661049,1.23566478796771,0.272911268914047,-0.151709077985936,0.43403547578285,0.730107520849973,-0.819641144332802,-0.167219130983601,0.498644783379104,1.37471364120211,-0.590583400060095,-0.204892142029237,1.21055212543724,1.31525830604179,-0.689946541103629,-0.563744483100137,-0.170573966723142,-0.835891607679193,-0.804375453668543,-0.173784613081207,0.128970707957937,-0.717727422919396,-0.204160911152198,-0.469462790436605,-0.935869556740482,1.2226973231952,-0.212967349723186,-1.38499332804997,-0.0573653949975294,0.14353959030751,-0.697307193220001,0.204112335079823,-0.0185841156313166,-0.239166494040579,-0.558239937941752,1.04037421753345,-0.0652276317180885,0.436215881190321,-0.400689865485862,0.830927693726707,-0.356305721976476
"AGGA_Ns_2 (GE) - TPM",1.48721012442706,0.716769343325436,-0.553970410920767,-1.09078655606546,-0.424076913488079,0.35227306343776,-0.871711672675471,0.47565497957531,0.669089574679034,1.74614003264348,0.729926300691393,1.25154429360071,-0.20726644619338,0.701501010773557,0.993792265195984,0.223334974624224,-0.0726263010153799,-0.0682665042118084,0.211358764763925,0.244797056999408,0.503693825230566,-0.144351192788977,0.301870714638426,0.380024388757124,0.352809890661432,0.389311883984944,0.422364016931036,0.504821533967264,-0.0232724096803123,-0.122093058140221,-0.0074712564000657,-0.21505158552021,1.22067073191943,0.604542676810011,1.11276628258769,1.48403685815071,0.131253183412235,-0.14368886331856,-0.122541798026232,-0.11757801451904,0.0896767216274757,0.0368914478169344,-0.850822976402929,0.691381330277905,-0.168039575321458,0.764026465304365,0.362416707708416,1.05137109390898,-0.214042893309236,0.544033499170879,-0.533967525465025,-0.931661122480761,0.236841594516414,-0.205087176241728,-0.730659600235007,1.02645876973921,1.13939360294483,0.698466039754799,0.858167984478054,-1.1723543926742,0.841483003771717,-0.176312816266999,-0.00768875010886067,0.218814613812376,1.25189092995136,0.217232990578252,-0.214131180552669,-0.340637588471524,-0.48535192836177,-0.401026052620064,1.71062551516228,-0.232248887246984,-0.546505041478477,0.726439238098365,-0.147447849099257
"AGGA_Ns_3 (GE) - TPM",1.76301619904847,-0.534089914470134,0.151421774432054,-0.821701014757387,-0.321147550227433,-0.606962649173046,-1.16071762730283,-1.13676226489308,0.734618284630478,1.27476988544476,0.122496003996667,1.03092285786714,-0.0769195954294976,0.807719285112998,0.670720103701724,0.275943497492534,-0.241541320069213,-0.0797917955864445,0.578876486691222,0.480145119063805,1.33267178249623,0.0580323775296678,0.450535408304892,0.525219490085825,0.594188139983079,0.53319890060127,0.179579380700953,0.550065557714141,0.114513124263772,-0.408473146717284,-0.484442719287029,-0.114232424633951,0.353885034467884,0.925422591779108,1.65223901043069,0.928836988767333,0.156620260825134,-0.007406593429963,0.621127973315887,0.180737149289816,0.173926752727732,0.333572830824094,0.366009560070397,1.33563791676072,-0.314691281970968,0.467048770884707,0.286109504098041,-0.103587243392636,-0.616611337907552,-0.317828778062184,-0.570985024448935,-0.812382072285836,-0.333541064299297,-0.269329247942972,0.247988800422819,1.0784171927824,1.20901611363111,-0.0707402599738018,-0.0774625192439746,-0.513665924406068,0.908592681600813,-0.17748347465594,0.101344717837679,-0.0913360600272091,0.66935353699748,0.442456789356715,-0.265201606053816,-0.343288329372657,-0.540590725537342,0.0182013306956869,0.445542855631385,0.0709408031713295,-0.220318421898766,1.03954436096575,-0.640204636290753
"AGGA_Oss_1 (GE) - TPM",-0.362792439325852,1.4353513021352,0.386983332912782,-0.019278038531704,-0.546619362154579,-0.101057434078671,0.419624513000996,0.69534552501178,0.443477145686519,0.271728954478694,0.625127605177154,-0.246285786685827,-0.411586931112287,-0.598004917903738,1.05770176152915,-0.155840878076211,0.271441237456448,-0.474883581331057,-0.316985754615277,-0.263727543598915,-0.613919409166688,-0.603322479964245,-0.415392900796577,-0.424506771311201,-0.581500089713701,-0.644870492560354,-0.529893307239737,-0.528081394749847,-0.573288164994183,-0.602924238992192,-0.600738998239172,-0.300622293058303,-0.172633243431431,-0.630006070634896,-0.596902549695863,-0.441497169548577,-0.451117062648981,-0.667287952929736,-0.638739622644104,-0.655054138268578,-0.508305688483934,-0.751257772951901,0.104917236325113,0.344780339888773,-0.349591635127058,0.271786056296321,-0.811357451956635,1.33220966117031,-0.550381849972911,-0.288477605536486,-0.500288321852024,-0.47700328256275,-0.849477373237777,-0.379972416520273,1.14737021296012,1.23504347648362,-0.884220801350048,-0.321946265243031,0.783920699595372,1.21782907467319,-0.575976018017482,0.921331715856248,-0.345015417754393,-0.824610971407923,0.11830175623732,-0.612723996593911,-0.396414134137255,-0.302030880594122,-0.153849275846506,0.571625617646907,-0.206307615198148,-0.0286994959087275,-0.355935891756077,-0.724900373476815,1.24176531597714
"AGGA_Oss_2 (GE) - TPM",-0.148730413609034,-0.23237628405333,0.422892397127726,0.199918692027114,-0.483732719450843,0.48956003803713,-0.361883374301591,0.84033343777945,0.349354980813699,0.394388655059869,-0.0128127157320807,0.0041808778420759,-0.417930307619025,-0.47373333207301,1.38153545442286,0.155098504181243,-0.132871259356373,-0.550017054009449,-0.351288450751812,-0.315800431099738,-0.625052166304775,-0.0753791048270848,-0.342075862629049,-0.418684722618569,-0.469101197236753,-0.553814801971312,-0.450872709515784,-0.40634805978892,-0.405926346157728,-0.347177471626305,-0.523315992573939,-0.298468967876254,-0.343019659567571,-0.416592543857972,-0.341721053471787,-0.372813975647601,-0.351907811306598,-0.602525664158655,-0.662900380565733,0.026243310977119,-0.11387639592397,-0.136153495481634,0.229680765522524,0.114951182732089,0.00525275262339813,-0.126145907539079,-0.675170648482247,0.85744441135767,-0.488180514098402,-0.398213450334423,-0.365857864771025,-0.259415526331039,0.413996710518209,-0.335582390534995,0.977815351586392,0.375301621805848,0.687823199803126,0.0720012657834792,0.298589877922437,0.424200274940386,-0.357209349570502,1.79764946994792,-0.332114659040896,-0.679831065810495,-0.383915939402573,-0.164253113177267,-0.39230271351793,-0.288776535017385,0.015494268996862,-0.0574583130747104,-0.527331912991083,-0.519806083798969,-0.415055225143688,-0.167032010006436,1.22738630043403
"AGGA_Oss_3 (GE) - TPM",-0.195084112870203,1.7472260714396,-0.470469360496376,-0.167242030139519,-0.482689327373764,0.166960125348422,-0.572923890914882,0.112536438337649,-0.361526804212542,-0.207296333644816,0.106946160862054,0.306147920601028,-0.417916427714938,-0.564184202681819,0.289064786568311,-0.42214696702425,-0.285674041238135,-0.566142909680008,-0.342281416131798,-0.322937228893681,-0.569491362115353,-0.204178958559314,-0.383180675643661,-0.359508647865461,-0.516219346638384,-0.563097607752311,-0.429798440968343,-0.442754623411973,-0.50477804166498,-0.405204180289122,-0.36732607570528,-0.276606262901235,0.0369481479148071,-0.390705312677103,-0.464935719527238,-0.00798265783945169,-0.349936407659306,-0.577803240350883,-0.419616537215829,-0.17661704838354,0.481042903420506,-0.424853053153571,0.273201510610918,1.14442774774839,-0.141618268699584,-0.0904628608627651,-0.760869914783424,0.679672698529855,0.0371429225389251,-0.176261386321897,-0.428009231560644,-0.503000317086206,-0.292045113265136,-0.383627333616633,0.268154564840241,0.556484102636027,-0.0777448165367737,-0.193655240357195,0.13957475982362,1.01886744342999,-0.337710090408512,0.891963437314178,-0.339387062159603,-0.559609899609929,-0.312212367104149,-0.415224222123649,-0.395237657319395,-0.28712665820641,-0.19552591803673,0.160591555120418,-0.186272931418067,-0.424151108311399,-0.386161812272456,-0.187980613267278,0.258575392582303
"AGGA_Oxs_1 (GE) - TPM",1.53671886948126,-0.0932869911165672,0.906893647426559,2.27110438181394,2.73497263762021,0.548185197462189,3.14383673565815,0.578659058725972,1.16662474976476,1.92605374013871,3.02824132056037,2.44738416370566,5.05487848548536,4.29934092307344,1.27998093844362,2.06397873350844,0.406500495754201,3.05649960943384,3.87468297158374,3.83410625332996,4.10387249255542,-1.78110258941148,1.81043207842134,1.49797609566128,2.46861168329035,2.80205409882113,1.88165015969221,2.18059806403958,2.92579816123336,2.73308013694017,1.95546604133675,5.28562919440855,-0.473980170451934,4.19005209644644,2.88677379894576,2.57487978688958,3.84074725579031,4.49799985870242,4.07352764653907,4.53128541601297,0.107811548997961,3.27202798397042,-0.874622016510487,-3.00562258527866,2.06419593807868,4.42605144773812,3.67622183539683,2.16861939112551,0.671649974246109,1.66986035793593,4.90446811295856,4.40145700946809,1.93614898016573,2.96286256591453,0.782742296122659,0.082323007373229,-2.51513297614838,3.17576919029825,2.34198582110916,-1.11814522528501,3.72875878787258,-1.92610830290634,1.16857716046152,4.92375907080547,3.4893848621082,3.27268954129034,4.4820941585313,4.59330107435375,4.04011502072384,0.517416400335885,0.210750357377417,4.67962205927766,-0.423455891850746,4.12784322633336,2.88213229838238
"AGGA_Oxs_2 (GE) - TPM",1.62971589688879,1.84909840234552,0.801172192603193,1.8770335583727,2.86003793948818,1.54442639531272,0.944700895457,3.89745896654789,3.18015510733394,2.43676165638006,1.79617669644449,1.91690495968103,0.61184827152913,1.32951698533477,1.40675303818451,1.35763016074967,3.57554206592291,3.67395467481979,2.3563125500034,2.70729498438517,1.33452258229763,-1.53843468882681,3.67363462916089,4.05547083955801,2.82549691806168,2.51636266627675,3.90320036466559,3.07596208925669,2.373395034778,1.79667986232952,0.851405566069185,1.42271768740869,3.46961069385429,2.11288434116602,1.10816135527388,2.37932879436626,1.32266633495899,0.901726317700235,2.1672050688424,0.897936757073004,-1.63139804426234,1.04582494661532,-2.31328069470042,-0.277907338012862,2.66268889710688,-0.0317405087326234,1.75673308458635,0.841792927046787,4.44785930952311,3.92406483373876,0.893690064843245,1.08446468974693,0.995380892192534,2.30470027502435,0.0566394542652577,2.89817028858721,-2.6088768812952,0.578330484267541,0.984534174314187,-2.50787747542096,0.613677567154926,-2.31813122881951,3.97421624916518,1.28403849981814,2.43982947858387,0.834815080252032,2.43866864569649,2.40106276959317,1.98732280776239,2.21936813082026,3.28428728015123,0.267913267549698,4.54225284661913,0.37664732636235,1.97163637813606
"AGGA_Oxs_3 (GE) - TPM",2.92890933997173,3.22263474319062,2.48794581443401,2.1917866587128,2.46044230465777,4.80086637425099,2.70936534129927,1.26233805873258,3.67273011057649,2.97550096474301,2.68969069094781,2.52115732711469,0.139070998623827,1.31385677349891,3.35500730747124,2.69711644354823,3.44602159214612,2.32859521823867,3.12730323954712,2.93175205825589,0.191067827069544,-1.98669277778861,3.75606920143354,3.19611731549235,3.66013907018639,3.27298337806495,3.15802887707135,3.62602625370831,3.52396014946031,2.46052320742496,2.62347416513061,1.60678301381837,2.900585281548,1.98850635161577,1.90323892237042,0.966253994511659,1.84328570436216,0.867540035421544,1.02211448494154,0.319281558371979,-2.5107978708974,1.7379471957032,-2.88578541790789,0.157566726310885,4.00178331881683,1.57492126806769,0.913155877594839,0.98920939727125,2.40520000352863,1.92358508438447,0.288476521740486,0.987548145638143,0.297476633851925,4.14448261511168,3.1430287409977,3.01005097991108,-0.419599417131274,0.972394359399959,0.435043563427329,-2.71498617762567,2.52443341118738,-2.26537091999377,3.86833541144444,0.938919509843069,1.95311365089728,1.68317726235692,2.35374490345503,2.30268563368612,3.12185481006766,2.59732636371437,1.2139685879415,-0.448617518880904,3.08680701934346,0.956813210805194,1.6582940790301
"AGGA_Sp_1 (GE) - TPM",-1.05198508674191,-1.31748348297486,-0.464606943973889,0.408635274303132,-0.0980435206163498,-0.361740440604581,0.181580772434518,-1.13676226489308,-0.628922752093883,-0.304312516645611,-0.959266357291287,-0.0948295569609132,-0.388033095643979,-0.479662683524203,-0.397129718023511,-0.743043561785701,-0.873480557393335,-0.0480693700333698,-0.0953771436333944,-0.13929698277649,-0.463925705082168,0.491607257959666,-0.273068786859759,-0.401761321393277,-0.420379761786159,-0.388998307880031,-0.409629048828146,-0.38267903943738,-0.454469506493688,-0.549614411897056,-0.679502884060782,-0.322947685053232,-1.01591978128882,-0.45722266705158,-0.585172556752088,-0.643899005998,-0.617066869083849,0.568519403059235,0.283656159495294,0.757640480249688,0.8582399366256,0.438079112904443,-0.515151259810039,-0.865166445475196,-0.557851827194229,-0.371523638973988,0.25146220044185,-0.646790218472288,0.0389305091872503,1.03462708295716,0.47152351880834,0.0571462282832986,0.723279298632431,0.00960970823411258,-0.290677920700524,-1.07776960596845,-1.36521895244611,-0.552759774618764,-0.32252881488622,0.410900164868441,-0.0176550013266032,-0.00562367092825599,-0.181548482393663,0.0533110011613845,-0.120114779393999,-0.54945826866235,-0.166055782386593,-0.204132940821141,-0.450629831571384,-0.633554282077316,-0.229784748489765,-0.25793671579255,-0.520032551657387,-0.0213193310225117,-0.313672961154764
"AGGA_Sp_2 (GE) - TPM",-1.29794209566945,-0.55478948580816,0.231596604224578,0.504441540667635,0.425261343623688,-0.891347942362202,-1.16071762730283,0.676848518045267,-0.530603117976648,-0.350647512793328,-0.888137631338701,-0.879858639814569,-0.383155404559755,-0.554852363664542,-0.0184268262678656,-0.744177042598706,-0.866888376070899,0.0746836816867784,-0.418855511764749,-0.337572144269803,-0.501037797085402,0.264009820138653,-0.276769064100199,-0.433642914881982,-0.458344034127098,-0.364483768415606,-0.44422418638696,-0.461502026621537,-0.531545077538887,-0.613201158778335,-0.570957645623036,-0.310683996857541,-0.906187532007156,-0.486204464661581,-0.792756443229094,-0.880620695043743,-0.939177808805443,1.71026563484924,0.355711581311054,0.843044422882602,0.139546566600048,0.925610271402154,-1.22496844870138,-1.62315474413572,-0.557278795918253,-0.429745016904028,0.86576213531427,-0.777193297431797,-0.362837025107591,0.629119061090982,1.56543117402577,1.68589041430673,1.73541858485319,0.364152500053472,-0.34852610871173,0.371425697144541,-1.32005603803904,-0.292552420245714,-0.219441182202502,0.672341485148492,-0.249641041472694,-0.190850871011187,-0.116066864102583,0.960012212801369,0.752812788035063,-1.03069037752464,0.193398764617883,-0.0757899734678191,-0.35663803945335,0.101001291695924,-0.752760903583139,-0.43650389905143,-0.0387550959452372,-0.658850973614029,-0.792297414916697
