"","SP5448_RS00175","SP5448_RS00535","SP5448_RS00540","SP5448_RS00545","SP5448_RS00575","SP5448_RS00580","SP5448_RS00585","SP5448_RS00590","SP5448_RS00595","SP5448_RS00605","SP5448_RS00615","SP5448_RS00675","SP5448_RS09150","SP5448_RS00925","SP5448_RS00930","SP5448_RS01035","SP5448_RS01090","SP5448_RS01125","SP5448_RS01280","SP5448_RS01415","SP5448_RS01430","SP5448_RS01510","SP5448_RS01515","SP5448_RS01535","SP5448_RS01665","SP5448_RS02075","SP5448_RS02080","SP5448_RS02085","SP5448_RS02380","SP5448_RS02385","SP5448_RS02390","SP5448_RS02395","SP5448_RS02400","SP5448_RS02405","SP5448_RS02530","SP5448_RS09265","SP5448_RS09270","SP5448_RS02865","SP5448_RS03330","SP5448_RS03335","SP5448_RS03675","SP5448_RS03930","SP5448_RS03960","SP5448_RS04515","SP5448_RS04520","SP5448_RS04560","SP5448_RS04680","SP5448_RS04685","SP5448_RS04955","SP5448_RS05100","SP5448_RS05275","SP5448_RS05415","SP5448_RS05675","SP5448_RS05725","SP5448_RS09385","SP5448_RS05730","SP5448_RS05940","SP5448_RS05975","SP5448_RS05980","SP5448_RS05985","SP5448_RS05990","SP5448_RS05995","SP5448_RS06060","SP5448_RS06590","SP5448_RS06785","SP5448_RS06790","SP5448_RS06795","SP5448_RS06800","SP5448_RS06975","SP5448_RS06980","SP5448_RS07000","SP5448_RS07005","SP5448_RS09425","SP5448_RS09430","SP5448_RS07015","SP5448_RS07185","SP5448_RS07190","SP5448_RS07195","SP5448_RS07315","SP5448_RS07370","SP5448_RS07375","SP5448_RS09460","SP5448_RS07470","SP5448_RS07475","SP5448_RS07480","SP5448_RS07520","SP5448_RS07645","SP5448_RS07760","SP5448_RS07790","SP5448_RS07795","SP5448_RS07830","SP5448_RS07835","SP5448_RS07840","SP5448_RS07985","SP5448_RS07990","SP5448_RS08105","SP5448_RS08240","SP5448_RS08260","SP5448_RS08605","SP5448_RS08935","SP5448_RS08940","SP5448_RS08945","SP5448_RS08950","SP5448_RS08955","SP5448_RS08960","SP5448_RS08980","SP5448_RS09580","SP5448_RS09585","SP5448_RS09105"
"SPYO_Li_2 (GE) - TPM",-0.264975544136505,0.0889715680167983,-0.0678640889029533,0.329195539179699,0.118325630611398,-0.487069840806358,0.0536041978687317,-0.987135245456382,-0.451499199411299,-0.672573005527156,0.786028501087045,1.10055090157383,-0.449209341677811,-0.24871998587405,-0.275243465269713,0.319027137869712,0.151000295839948,0.348881041942571,1.19801516721455,0.819683318239287,0.0167886789783416,0.242588409470253,-0.123399429122077,0.961253623136846,0.867384100548355,0.421194956580608,0.703849923673927,0.762496024893073,-0.613567041718947,-1.05447412130689,-1.29409298598912,-1.15108295035746,-1.16346367066616,-0.883973033432517,-0.0326410668326668,-0.652444050572612,-0.145659939648427,1.23669150699678,0.321154439188884,1.66893158274341,0.331043177246252,1.56273358006576,0.553956303021904,-0.00648429750147798,-0.570559930042101,-0.507976978324792,-0.031101440069557,-0.510633793479028,-0.756187851872446,-0.310733110376133,0.595701002250337,0.705587386958215,0.824547133788288,0.183870851302734,0.0137870296768868,0.265491138515121,0.575768457833237,-0.404188728073382,0.279452920839295,0.668570903370141,0.0720281196259877,0.244327118586216,-1.47426781057378,2.01277814697743,0.031626981022794,0.478826568893099,1.41666317158942,-0.319486384398128,-0.2257007672729,-0.177346260855108,-0.326456832965664,-0.0692830373704251,-0.358290370922122,-0.325368561985959,-0.477257672553974,-0.143264194610682,-0.45803738269309,-0.208764228104248,-0.429244668229198,-0.812522743550103,-1.03466799739484,-0.525700038500472,-0.528902052982795,-0.633238766501779,-0.563990876936781,0.59491663337959,-0.0434046677083908,0.499702911225797,1.05781937454789,1.38108906809803,-0.424828986106572,-0.38137707335094,-0.357874793890414,1.242659312382,0.62542087890615,-0.0420141930346216,-0.55238146157593,0.727166254443814,-0.0899863110755796,-0.0886171420063029,-0.0282015950798066,-0.263420169902802,0.0732802128502145,-0.223186705985081,0.36323488305187,-0.364075424732733,-1.4442313493697,0.0235831980304479,0.757481452347621
"SPYO_Li_3 (GE) - TPM",-0.26033290394799,0.405436329891346,0.390067533996947,0.360070235092495,0.203785564796029,-0.623506216993567,-0.996838227999556,-0.970194394015687,-0.172099113393432,-0.147437511332149,0.846659279244683,0.642867477524415,-0.0549201662916632,-0.313387423261297,-0.310186336677393,0.251010632656896,0.341615521459447,0.573467385021821,1.66461962267927,0.88056188859174,0.609249782059988,0.0484072730685869,0.00269705294252054,0.276266275876141,0.953938392245129,0.148912154568719,0.8612890369095,0.595414524902051,-0.320248796997031,-0.841382903966969,-0.996881086410124,-0.813611225900042,-0.823529146099862,-0.931443517577049,-0.140254535342838,-0.196106976593917,-0.0936107573318018,1.08712386705932,1.0115424027371,1.01585243224477,0.66520998818175,1.70098879550007,0.221790415804688,-0.235515505959642,-0.66703485753911,-0.345050071680656,-0.0651290816710349,-0.409262229035975,0.0358582584369378,-0.208944321084114,0.496863485153101,0.575912822256649,1.09464366945386,0.0277504140275242,0.420574168434343,0.421469358872432,0.490355208400776,0.0744365068786062,-0.19032012774625,0.247504890353381,0.3193059684346,0.193772051678216,-1.3721039840604,1.57286257452443,0.204342639521306,0.287333549859457,1.30032872851716,-0.249501877973002,-0.428211236785846,-0.115844211904728,-0.506470233852878,0.382229652493045,-0.489158545228586,-0.389253985420428,-0.535817843968281,0.00524927932864656,-0.280289512982095,-0.38515933077528,-0.472002694712749,-0.866402796553973,-0.797368512603186,-0.666767245581198,-0.563883243412129,-0.569591686311558,-0.587462679387066,0.432033928871944,-0.0175120341890845,0.953345024483256,0.962171663761429,1.0937963710237,-0.543851483889083,-0.344746441117293,0.0799377789532798,0.812671909013867,0.0537344706026466,0.0124763839231944,-0.571270811365195,1.02476904264696,0.28803406348486,0.216384375891643,0.241977525704987,0.445300031511543,0.206058071283681,-0.0229381264872619,0.0218126651952661,-0.369202039219293,-0.619832846604213,-0.22440566031902,0.620692144887361
"SPYO_Mig_1 (GE) - TPM",-0.719921711805148,-0.682622394142209,-1.00377846161214,-1.39128350659828,-0.385748353445321,-0.916417219772943,-0.664529564533725,-0.890524152794291,-0.2057079440726,0.574047891217763,-1.61131920374677,-0.830660311525789,-0.702140871371633,-0.563738563833033,-0.43999757466322,-1.02084258500611,-0.196101454051916,-1.50828627175725,1.47596512396034,-0.801633221958278,-1.46546810884258,-1.16532362327635,-0.180973668097433,-0.940014198665398,-1.3672479254303,-1.37572802430267,-1.41987855588964,-1.58615352629803,1.00335550942467,0.220213930630879,0.221275606710313,0.110936856049645,0.0231575876655806,-0.581007244756879,-0.67758546747857,-0.115051688195251,-0.478307136240308,-0.915584021696493,-1.07836390409231,-1.10980427216933,-1.59374476286129,-1.61222546440257,-1.21817400046819,-1.20639143651659,-1.14245945111424,0.337625661034086,-0.515650105271401,-0.180349990451018,-1.0766662231847,0.29809891825263,-1.2215298045238,1.28902058651541,-1.65916515609157,-1.15665488911869,-1.25591085244593,-0.8869364463463,-1.59952916967352,-0.924910210674255,-1.25806253111713,-1.43307183846374,-0.786916684106049,-0.7745463209626,-0.101186396571924,-1.57888685068354,-1.22893410107467,-1.01437483420403,-1.31189668736862,-1.27300753074764,0.140800915028635,-0.515291968588853,0.150891409877443,0.881120506351711,-0.276890944785912,-0.631775253130893,-0.593173790980217,-1.35343624634135,-1.31081962667902,-1.15192579711887,-1.04493222138034,-1.09614449925627,-1.11215602193005,-0.366741919994125,-0.738319081123376,-0.767112167619833,-0.817949730501201,-1.2708751452641,-1.22266477279145,-1.55560859642129,-1.69533866125345,-1.12059721563671,-1.05900362544248,-0.710533888796577,-0.283904504095816,-1.04064695227151,-0.701538019465112,-1.44033768352268,-1.07116549557996,-1.6850062596811,-0.759347349733572,-1.28383003599483,-1.19471715202179,-1.13093465925437,-1.14398423797143,-1.62623432936714,-1.5295327968743,-0.497407153467569,-1.73844383527212,-1.08180543657279,0.227876549482934
"SPYO_Mig_2 (GE) - TPM",-0.724915340100046,-1.15053033949426,-0.961202167068348,-0.923673584207496,-0.267079422755962,-1.06804951847334,-1.26505563651881,-0.684347633684464,-1.02401816780412,-1.3510438728081,-1.49669738125535,-0.888344317302518,-0.702140871371633,-0.588169186134181,-0.468947119627161,-0.470073665385784,-0.274470323309548,-1.5916470494824,1.04373194372659,0.664379890828981,-1.53737793707464,-1.19565884674785,-0.379529454718042,-1.3794855921276,-1.31034776308811,-1.37164630407424,-1.39062484678187,-1.56307303156474,0.538415664507058,0.076257373496019,0.58026539701352,-0.513958645415785,-0.122937489588522,-0.79358095265922,-0.650391949478786,-0.567037548554735,-0.519545291334641,-0.978183962517704,-0.91067199555203,-1.37910920876842,-1.61271568493433,-1.59789059644692,-1.26097770052906,-1.23180996506475,-1.11396005888259,0.212427283040823,-0.585192204763113,-0.302016685591062,-0.193493846387222,0.0470811948493615,-1.3060608648951,0.862376426449598,-1.68121810549839,-1.58894825811844,-1.2581756931,-0.847772118828186,-1.79742758730902,-0.420427102290332,-0.695373901495851,-1.26339647801714,-0.77954232457112,-0.830722312287451,-0.206640719997897,-1.51962781101288,-1.21946913580986,-0.965086837247759,-1.32829386994399,-1.25692430939995,-0.42370850656984,-0.313972545765831,-0.1515209517341,-0.585864575869599,-0.831527787953142,-0.796658331353757,-0.87551521920809,-1.57589534346207,-1.37213848512717,-1.38981424590292,-1.05469955378308,-1.01186427813311,-1.20851600701355,-0.393431016947568,-0.769882346937312,-0.797614187481246,-0.86818604533735,-1.83908811534307,-1.46458769310464,-1.74244957423673,-1.68233637941839,-1.25409967385406,-1.09670099898589,-0.724008619732366,-0.804405992717729,-1.79517421892726,-1.69985102571902,-1.38464872487891,-1.04791080742963,-1.68290461492282,-0.912871239731059,-1.32423562988599,-1.25551304326484,-1.3358424046486,-1.16626429542344,-1.68783248129447,-1.66718927019724,-0.485859841652656,-0.645999085340985,-1.35428714612155,-0.331381425165229
"SPYO_Mig_3 (GE) - TPM",-0.716905688283619,-0.833881327291445,-0.633086314048522,-1.47528990786854,-0.457159087064953,-1.44926082147375,-1.47310539128986,-1.70646604153552,0.0552808607886362,-1.52488177949984,-1.58854896912906,-0.716027390135696,-0.702140871371633,-0.591436247261378,-0.462754847035413,-1.28236289165707,-0.260600007692294,-1.66716486078628,1.37251284290367,-0.134066170832268,-1.65884869036738,-1.25887202543061,-0.797015068213285,-1.04008951730457,-1.34247289038628,-1.29288228574841,-1.47593143059414,-1.53756060929394,0.0930539117881835,-0.520083614031464,-0.101264998147851,-0.564602025985818,-0.546415904689396,-1.30206789457705,-0.566652829843065,-0.945178523980383,-1.2251886839722,-1.03925375076331,-1.34525022348607,-1.40122650303116,-1.68502441307838,-1.80542817976064,-1.11565432195426,-1.20232794787543,-1.02267419207764,-0.00673070749022864,-0.711370548606252,-0.758345680860249,-0.650376531967963,0.100259514472353,-1.44490225495868,0.711787646591012,-1.70759273790292,-1.55554972655453,-1.92510827908516,-0.884966286486145,-1.7824397516024,-0.924910210674255,-1.20189883558492,-1.43307183846374,-1.38787756780108,-0.836930339323035,-0.567710284875576,-1.39128711902044,-1.06456470234496,-0.875707425706578,-1.43415490525039,-1.22908817540315,0.0644447039238833,-0.470201869933674,-0.555817069755032,1.74604683022499,-1.04013146263714,-0.80247619036101,-0.87551521920809,-1.33482768886757,-1.4123705597217,-1.40504136046557,-1.05975818451156,-1.13173849651252,-1.35948459159648,-0.666767245581198,-0.718261717601342,-0.815153420112365,-0.835478282821841,-1.70747028358805,-1.51956828179462,-1.74537523571586,-1.76331097291564,-1.40025808598059,-1.0544727477757,-0.738336626977293,-1.0975675145768,-2.12314724169646,-1.09521445194291,-1.59404841237595,-1.04156015975498,-1.72684695759787,-1.22364088538754,-1.48146188822245,-1.39191959920395,-1.42669331453316,-1.11873473181879,-1.73333983446685,-1.62459014859983,-0.523455796226869,-1.26338733173533,-1.37340493382134,-0.866061674611826
"SPYO_Nd_1 (GE) - TPM",-0.222609792257819,-0.0262765766064571,0.493907376148967,0.519569535530997,-0.576729951060462,-0.458161718337185,-0.659516639102364,-0.0167746125437234,-0.337524551231144,-0.537026370903759,-0.594881411356866,-0.204601665471992,-0.702140871371633,-0.0651736888003743,-0.258039956087972,-0.0998204096137723,0.878809959616017,0.641730410580107,-1.43362294196548,-0.760046918471396,0.287359023343364,-0.195259571763501,0.018075522824658,0.71336591578129,-0.304123081945606,-0.187870691008498,-0.059838804312482,-0.366065583537253,0.434517894301167,0.272840370954654,0.403552851296562,-0.0100293459814717,-0.0262951083344631,0.0436282063387544,0.605191536121652,0.344121197045934,-0.155880452903118,-0.373559093134507,-0.498941761245166,-0.587258700009886,-0.482747248366003,0.231251113691805,-0.338936437086492,-0.0334114600942996,0.514023508020308,-0.0142544657292654,-0.133846999297285,-0.308167292269389,0.763844476912083,-0.465364406433299,-0.0759202259910829,0.838202314889983,0.305821830328449,0.493524476205242,0.276409762874627,-0.21121978114305,0.921069031270899,0.604043211648039,0.305933909314203,0.366770445997467,0.686286594213236,-0.400126106455906,1.17125233770802,0.109653127634053,-0.249271198607162,-0.507962429751274,0.145248014057749,0.8577271871566,-0.448690283928185,-0.210669092850252,0.181087944407323,0.573188643811412,-0.039113351042179,0.304221740637973,-0.485724477436228,-0.104687982443591,0.247672398651061,0.338671305878578,-0.310878637361992,-0.165918174561538,0.199489747949183,-0.666767245581198,0.0839224918488723,0.0171628665700098,0.308054182291516,-0.514077840678904,-0.0313135824302045,-0.417800881958849,-0.0712269026220075,-0.0967440953772529,-0.111853022445337,0.0353880338236815,1.11389662959879,0.0393307640410422,-0.675308652120866,-0.677735065962131,0.00665895858800781,-0.316611566098534,-0.176536703371189,-0.0417588673710926,0.026338331144008,-0.409869073050785,-0.163135672089958,0.713900322293377,0.814024501941155,-0.21644989819082,0.97326405861305,0.843754860886999,1.06329085048827
"SPYO_Nd_2 (GE) - TPM",-0.21275328186073,0.271220874783285,0.350977388379586,0.516777156010233,-0.68089560182525,0.232109747819026,-0.37556318360877,0.555615457404066,-0.753365500381937,-0.211506860446894,-0.518602021438225,-0.352710409681777,-0.702140871371633,-0.112602788917615,-0.263103505957927,0.456766334013809,0.751623968654379,0.54519876401747,-1.0225986136761,-0.788030873589421,-0.267526066053813,-0.268583656644384,-0.353815891900451,0.560463965652374,-0.347721423180113,-0.0571656149647951,-0.114709914556548,-0.0769722792862599,0.797958474066484,0.509534043765311,0.148474770844614,0.131617141016567,-0.0404322771286241,0.534544991588909,0.414618137090803,0.641998871657984,0.171092574731012,-0.516201216308011,-0.532269217381074,-0.855005070808273,-0.499393584359068,0.0562109255948427,-0.211231470410294,0.249145470180139,0.373136306219014,-0.241426836246125,-0.0400060075612668,-0.233548757698022,0.502382260685355,-0.588888031885796,-0.0947736498563741,0.430986103463425,0.325017747500917,0.334360598504958,0.233293594450511,-0.169620230946693,0.775485328979086,-0.924910210674255,0.380414483472642,0.56103554371518,0.0930802910161962,-0.335716850739965,1.08976256639607,0.569056681658399,0.132612240575163,-0.380884091224326,0.244455578446084,0.520180233627839,0.392513138870274,-0.340412266025005,-0.39130752891282,-0.226764771026985,-0.310485073021567,0.515415512943405,-0.659583911710355,-0.0967274951047022,-0.296646738285234,0.281428207799146,-0.380308533476667,-0.181249805148283,0.218817373163269,0.251055707190207,-0.0199553612697321,-0.00266131492628423,0.150652371851805,0.221371924195073,1.04092757415047,-0.136346797264214,-0.00185733219303754,-0.27221713432439,-0.0858045525654508,0.0236309191546912,1.10515474432913,-0.20798712192688,-0.935531753728089,-0.447006114983619,-0.0667707664340005,-0.2347836194933,0.168537321941175,-0.0825272267572802,0.000860737417987234,-0.11567783275736,0.00503189144331188,0.742208583996773,0.617267809885188,-0.250906023584025,0.686969525755181,0.273595917770988,0.957891318706876
"SPYO_Nd_3 (GE) - TPM",-0.203681033444945,-0.000972623002653797,0.903210806845196,0.0262089811481905,-0.610343318750218,0.484780119499719,-0.2882179479938,-0.933018843836289,0.593629313475571,0.573259033298488,-0.454500446795182,-0.335831635193638,-0.702140871371633,-0.114230922468106,-0.218386832553603,0.0301080428312358,0.92860323531868,0.571801645073188,-0.44573549600835,-0.828531265293459,0.0701524509784028,-0.328178806491442,-0.382770016263017,0.9320348395954,-0.264690019006692,-0.0258507335545118,-0.0202655976039785,-0.0975642953267944,0.487660957131262,0.014627740416463,-0.10687865668934,0.0398682130403981,0.00389913644035091,-0.0366899586502092,0.360648710114861,0.471229569242924,-0.0714377030068444,-0.456126297914797,-0.704852330063411,-0.400291708086344,-0.497277056187038,-0.202650567206982,-0.134448031289821,-0.132846732243973,0.332588341588258,-0.0215478753473941,0.188739964905567,-0.264463249054421,0.91346770020271,-0.547155011677742,0.142312211320813,0.738081546381661,0.224981712692254,0.0779155737386215,0.772167052056484,-0.224227961772155,1.00812747708188,0.754778356664529,0.286108942361849,-0.444430044276461,0.105904148064842,-0.38514196852209,1.15664791960004,0.168483927899505,-0.388757166523915,-0.332095656401766,0.240272950822263,0.645074936803922,-0.453732045342828,-0.270796144438126,0.00399734230959116,-0.232551986685499,0.927762812784982,-0.583422829208613,-0.0190770267415825,0.00669841345441818,0.1920725127947,0.740280134519517,-0.363287103197874,0.0929314869495802,0.0732259985627967,0.12955232236465,-0.03213917885489,-0.0371541327799832,0.20900252605702,-0.181487144262805,0.639909218488718,-0.198977774480823,-0.0545673221915103,-0.11760654487056,-0.274918668611707,0.00907668388107107,0.747006287265415,0.129511227546084,-0.205404677562835,-0.439294149271233,-0.0174938916242585,0.220772194169699,0.0278823128399898,-0.237971288590735,-0.0169318407279388,-0.272675464768486,-0.108295307003292,0.738083914297361,0.505614301537946,-0.164894827467952,0.0280852493005642,0.304843081202869,1.19025633021442
"SPYO_Ns_1 (GE) - TPM",-0.370031241785144,0.64558270729269,0.0789044585854296,0.872900887933998,1.2551475346935,-0.393686709993859,-1.02331259050306,0.688875049123771,0.520056743070428,-0.749273405083067,0.335184881130957,0.262928911127276,-0.702140871371633,-0.22108154982509,-0.270025117962348,-0.111153870704094,-0.295805409582351,0.529279493878501,-0.918272771780598,1.07092289263852,0.219283975933798,0.0827930155049359,-0.110661239481929,0.170073853363848,0.851811623953879,0.418177091428431,0.392046277323626,0.574656592737635,-0.376996946361411,-0.236769197095969,-0.234907010117003,-0.36728405809501,-0.106569397278976,0.066144029859342,0.242650586282918,-0.757718254711168,-0.175738010515099,-0.0570788878306388,-0.866484085527336,-0.586815179142191,0.922450471638898,0.144968689109053,0.750274575822349,-0.225451284618097,-0.262372136179818,-0.442900667062017,0.129332748732436,-0.744267345168336,-1.30228058733606,0.733985119239081,0.690815739374214,0.0925998105074088,0.788401825051711,0.713676676022978,0.31215339928479,1.45495726934357,0.660649591942349,-0.424723531958046,0.340487050812755,0.081001046072445,1.23584388617617,-0.00964045035795225,-0.521026571560622,-0.719101619528992,1.10626195419639,0.529168806540554,0.115762553640108,-0.243864327478588,-0.603327583841899,-0.187409482941673,-0.0851383817733195,-0.588648219234208,0.131888780840675,-0.276103338137174,-0.492963075285387,0.141650534308628,0.716719271525455,0.134974774250544,-0.195726392834656,0.364684426938883,0.344359138951572,-0.666767245581198,0.0867286653895218,0.360689812434775,0.189444901705991,0.14349959399207,-0.151976060302,0.286376385680137,-0.234968755230769,-0.108161945594456,-0.03950955339786,0.0417287039159964,0.872938759781821,-0.109280298765062,-0.0874713241408216,-0.145940662645599,-0.678953161049386,-0.258934448932501,0.405127437995611,0.373545067002572,0.224268611871128,0.436861798192209,-0.0107034496965113,0.517234857704654,0.473849389800573,-0.239756546658736,-0.911664851614334,-0.602176136323922,-0.268542895347134
"SPYO_Ns_2 (GE) - TPM",-0.277646298094403,0.744301197629777,0.581018834350617,0.699855809626302,1.22644900859083,1.63864668452799,0.593452516537286,-0.232763656700843,0.47962559950917,1.17915489740868,0.757829710660014,1.13602805360569,-0.702140871371633,-0.304722056191855,-0.301475798115415,-0.32256089100145,-0.281537604011685,1.24239229148672,-0.645203106382558,0.406375940482427,0.182421581761394,0.308252536822877,-0.106386949718486,0.422729181530407,1.308902690851,0.0883900239414251,-0.0805425712091383,0.105281910332085,-0.275093203183659,-0.732487679728536,-0.809716257500027,-0.697436817954146,-0.349680595156111,-0.549179512622744,0.815428039102895,0.669476297359678,-0.102968638733841,0.198080763066736,0.0526440991235078,-0.134799873774578,0.442135830614752,0.464014104220667,0.235125241434172,0.258905735885122,-0.445976103792497,-0.291371535233977,0.320463431381438,-0.665439297600926,0.394022929443751,0.599970704739819,0.332667335925508,-0.681271370944171,0.702007872994976,1.0433751127851,1.06241320007079,1.10156765216501,0.640861036917085,-0.309443541318477,-0.10577428121114,0.999213691877278,1.82198914273121,0.289025775608233,-0.79497773684986,-0.509283594889867,0.626444087760923,0.825069849819248,0.762368303021693,0.0637070927639608,0.0403030191287396,0.132169364388792,0.228966269350633,0.682318157576669,1.1442870196223,-0.129502148061481,0.379739289464152,-0.0449085449564687,-0.0284957016357927,-0.666112009679654,-0.100019227301401,-0.0080980717364683,0.0922691584605397,-0.249931341150588,0.0971281927792049,0.277485124918018,0.11143428461362,0.662437774380132,0.419752896034463,0.615540752558186,0.403140894714411,0.261351352527764,-0.0112778505318113,0.190418222258283,0.648775360034906,0.823158097651468,1.1543868274808,0.424765209173357,-0.623475110495793,0.381295887117883,0.268047842650755,0.125325314797235,0.0193701309156196,-0.0650322806375364,-0.120259748115734,0.106456907703772,-0.195141039200943,-0.31059533795928,-0.128300351943364,-0.30003529585986,-0.132045919002157
"SPYO_Ns_3 (GE) - TPM",-0.275477226261281,0.66501624395641,0.806543487203092,0.950528172488965,1.36396531356004,0.287275072257576,0.398052556060408,0.374628424734617,-0.00172563321136624,0.623194692924715,0.84224858277305,0.758829731279048,1.56882507748408,-0.347644111757453,-0.326519904120874,0.106849437982399,-0.218307112131237,1.38568556234583,-0.675357354257867,0.54510922044434,0.186666677875138,0.600673677632426,-0.0188560674447256,0.652129973265174,1.44673876751083,0.339911460553345,0.0513928450266014,0.118739916901655,-0.103819528865045,-0.62441341152989,-0.37460719593829,-0.35915814755211,-0.278524301329683,0.289313323949188,0.746063603351461,-0.215084118310025,-0.0963275690114457,0.11502049171797,-0.13261817752759,0.537138425049361,0.857206493791545,0.282820925545738,1.18411383286873,0.0557302296163561,-0.137782641702336,-0.391975091610338,0.00285487179430602,-0.669676494374312,-0.923752144564469,0.727682906724569,0.282800838061989,-0.0768427756870589,0.585112432272812,1.01463300067517,0.741699343749884,1.218748985573,0.53823065309581,-0.145686970680398,-0.210759920463718,0.729088996529425,0.77327825374711,0.301473334189531,-0.579012384600128,-0.364790530228957,1.64291813089859,1.08220273107665,0.756209300045507,0.441444458214855,0.198235864265846,0.119346303210473,0.975192208948598,-0.155433139675748,1.00052344571974,0.0856135227091556,-0.0808958399323846,0.134441864941455,-0.0117928654505549,-0.215917065277393,0.0039088556397058,0.352171670525153,0.312675561598961,-0.666767245581198,0.0514892685613456,0.352974604253359,0.316665825772031,1.0510565829287,0.180793880408726,0.914726208479462,0.275312599167759,0.143855147784794,0.247883431190266,0.283909586650169,0.253592817687697,0.480746893337188,0.583866735840013,0.593944223645074,-0.687747311134543,-0.0791834261368985,0.604237087087624,0.310269110927584,0.0114603241866474,0.107071265828962,-0.0757990875241698,0.222099399913271,0.37481548383771,-0.218555838704381,0.595334769035206,-0.0525001345875691,0.395358592324397
"SPYO_Oss_1 (GE) - TPM",3.27365883807368,1.84597300343724,2.08935803981718,2.68208324196153,2.13463177989796,2.18162093866838,1.50794351408423,2.20259120621936,3.01232610416767,1.65328852149412,1.80002563440949,2.92592309649559,3.53698692297683,2.90240016049192,3.10604483115048,2.44673251158359,2.64693949230179,1.65299563648191,-1.05713272253837,2.11646742309345,1.40498334340849,2.46680780388138,2.613943031939,2.69919878050908,2.04850887779178,2.96702194743726,2.49102811589767,2.34868559565249,2.6607258142148,2.82060098631037,2.46648414564717,2.56688225783887,2.79460805717369,1.84271282175155,2.48500243909733,2.54864794520255,3.01564016291047,2.17285622057288,2.02365866431199,2.36560422611499,1.906757088979,1.26805073166693,1.78364939236414,3.03935847751802,2.72191928506763,3.31675746015019,1.58454394488825,3.1804476121856,0.876748758275724,2.68176132748038,2.46375411091367,-1.93808483732392,1.47505168821504,1.9267653375099,1.98746547531343,2.12580518019475,1.86644450890084,1.45525774265735,3.05229907165492,1.76906396066236,1.66165229468355,2.83352179940015,2.0607628300562,1.92862162140035,1.32385209921667,2.50519261640199,1.82689704532108,2.6462755085906,4.3496483086312,2.39247301119257,3.05691555294556,1.65745475627554,3.37509469957587,3.05589261732497,1.95621352288078,2.27150894458875,2.03886238812845,2.42317964293845,2.97897317096358,3.11687705000532,2.54644632375231,2.93339218034782,3.55987428716594,3.73444229134118,3.54941390004904,1.63274999557882,0.964515849216722,1.66086638949642,1.66288957882066,2.18315534041067,3.10775456580508,3.37268376489972,2.03879224381761,1.62759806530586,1.56613943160669,2.56875820272069,2.78743719266758,1.90681738330244,2.00380335642161,2.29350247052431,2.62580767621263,2.72668847140827,2.80478052631264,1.81036147256709,1.78143647184684,2.85411873198473,1.12183589318214,1.98670333462159,-1.59038830866168
"SPYO_Oss_2 (GE) - TPM",3.14546312570743,3.15645769446472,2.55197582856239,2.213705049604,2.66770800876733,1.33318294775229,3.19136494853615,1.44453719615199,3.5730775254154,2.52071576338826,1.83438164976981,2.99669315459508,0.601338732833749,3.2190620707357,3.19364990200549,2.88429417986685,2.76377770926512,1.72480423846706,-1.35945731920825,1.46688189030648,1.71814374146342,3.05439502074821,2.97424856373324,1.70072193188894,1.84703455000696,2.19819028837048,2.37484981494562,1.87823018997922,2.68663063170441,3.03825555253301,1.64439000434616,2.62500093544271,2.840426739824,2.14359461876318,3.22959394877305,3.76920772064635,3.9694947979619,2.47247531077272,2.2470275902225,2.21882942171678,2.40491407517011,1.2824042523415,2.33665165877696,2.84767460164881,1.98157249290675,3.08669807841666,3.12816000401382,1.95330127061749,1.11110182164103,3.54888066986804,2.05843229383054,-1.78745526606266,1.81171321453345,2.53246327007046,2.25174564704601,2.80596622367522,1.82211268119926,3.60354989909737,3.06026015290861,1.83872950925058,2.0199925610719,2.89073332834644,2.02765739581191,1.7107437290062,2.33206086604044,2.54562458868489,1.88884289648748,2.15230686449497,2.42094588270279,4.12097881054712,3.65328094341587,1.47792887441619,2.79737341600665,3.36972268165291,4.38379947764211,2.59643284664447,1.78913112083048,2.27497456019864,3.1800773750423,2.56131454396219,2.71341630439206,2.69555299444414,2.49146306504564,2.64184215638946,2.31152221227501,2.36947647657931,1.99077969145555,1.70115913374631,2.64817624024223,3.03538200236439,2.63784809280262,3.13622811666692,1.12627972119883,2.34861269690606,2.19468944006532,2.43817907880986,2.55883684813389,1.75921148561526,2.85715600579262,2.94968802259713,2.64532464375123,2.88292069400996,2.75579462502699,1.73234049072578,2.27550169807049,3.31581720056431,2.23940153738957,2.36028414108149,-1.59392759787726
