"","KPN_RS00405","KPN_RS00705","KPN_RS28545","KPN_RS01745","KPN_RS01895","KPN_RS02470","KPN_RS03250","KPN_RS03580","KPN_RS06040","KPN_RS08300","KPN_RS08310","KPN_RS09710","KPN_RS09800","KPN_RS10105","KPN_RS10580","KPN_RS10765","KPN_RS12040","KPN_RS12380","KPN_RS13735","KPN_RS13740","KPN_RS17585","KPN_RS18080","KPN_RS18380","KPN_RS20420","KPN_RS22280","KPN_RS22285","KPN_RS22290","KPN_RS22385","KPN_RS22525","KPN_RS22710","KPN_RS23625","KPN_RS26095"
"KLEBS_Li_2 (GE) - TPM",2.64538273660462,3.77844046006053,2.6600988239074,3.09353286119437,3.51847892696707,3.44769684780634,3.30404381636739,2.99695981845639,2.91720142225048,3.83971795733839,3.45838294580849,2.81215000431435,2.5393482547982,3.63237992196514,3.81640364643899,2.02468485570364,4.32650545727545,5.83333333333333,3.49778895759845,3.40035269071369,2.82536603370534,3.24553049061825,3.31314194144354,2.4204398898248,3.88528596478096,3.25268298193249,4.22662815308392,2.97978996436068,3.99634638617519,2.54214807405238,3.23263508648305,3.06405791050785
"KLEBS_Li_3 (GE) - TPM",2.0670080855907,2.26627440343238,2.12963924930023,2.0325552250073,2.80273814193627,2.43512461483496,2.12980868914942,2.10015192036298,1.78170793315362,2.53659242538769,2.65325467676546,1.59075556672888,0.575414304955395,1.54140638287971,0.590609286178474,0.571356311736169,1.73604496341102,-0.166666666666667,1.6853341131309,2.27200723786887,1.40489737684672,1.67483872155634,1.62002919329976,1.40859434492121,1.6722443762297,1.79174509626149,2.35887014683753,2.06637768472129,2.75789582148421,3.28790500827324,3.22754460425292,1.66745758559157
"KLEBS_Mig_1 (GE) - TPM",0.0557054076149099,-0.716897322064201,0.400737285150256,0.946846387590442,-0.593269928362635,-0.6552491698696,-0.751576771537941,-1.58470735272551,-0.775032722550357,-0.52429770254599,-0.550877604827887,-0.265734285713515,-0.915814480014238,-0.482374004301625,-0.868606446294799,-0.876950844533635,-0.84904695854404,-0.166666666666667,-0.473868619684249,-0.852399832272777,-0.853091735696755,-0.666474289298285,-0.898031303373152,-0.837934110800638,-1.12413981307085,-0.487784645530702,-0.217107429779866,-1.27767174036124,-0.436303837139327,-0.846006429600388,-0.21149188055817,0.240094331664016
"KLEBS_Mig_2 (GE) - TPM",0.535945645942352,-0.529324435167743,2.9490588730603,0.678372693078197,-0.353007349921639,-0.631055988427994,-0.484228658158896,-0.0658218956406813,-0.711154041634519,-0.572806979848935,-0.518097936872608,-0.248356658753706,1.74772583795152,1.9964355731603,0.254783443578295,-0.876950844533635,-0.84904695854404,-0.166666666666667,-0.511483014281625,-0.79074704894489,-0.819722313907998,-0.975563022063161,-1.01805638695255,-0.718425562144983,-0.380721221105614,0.643791714521182,-0.219743218373689,0.14505110977195,-0.445870804337275,-0.846006429600388,-1.08494598053038,-0.137084733482378
"KLEBS_Mig_3 (GE) - TPM",-1.23697037047287,-0.66316235862641,-0.954631678427844,1.31082678351313,-0.112067445745014,-0.648662064323523,-0.718225797740516,-1.24468195517312,-0.821961884486157,-0.552007435471674,-0.641984446593671,0.861189935397053,-1.25769307335832,1.7146411081603,-0.916192686169915,-0.876950844533635,1.42683539175076,-0.166666666666667,-0.441729766055438,-0.776967509080268,-0.813850982076216,-0.905854248286776,-0.995644993132861,-0.789434768827019,-1.12413981307085,-0.386356137710889,-0.339806454205003,0.374167396166599,-0.413352053821498,-0.846006429600388,-1.18575168360258,-0.531789384199813
"KLEBS_Nd_1 (GE) - TPM",-0.195568475514128,-0.273328092690018,-0.930808217957914,-0.357266105658432,-0.615571543770578,-0.460824219157182,-0.510703818263746,-0.0643468247614736,-0.51997982717477,-0.509809521118246,-0.57743093104814,-0.55209325001015,0.0112225198410706,-1.0522758527182,-0.670601461295289,-0.748300532965752,-0.267087214234978,-0.166666666666667,-0.63572369200625,-0.0662152453452051,0.199651392957414,-0.624726690541641,-0.442031960656542,-0.480344078696297,0.481936370891017,0.273041858224913,-0.219842680235673,0.0646319652805931,-0.321206621823537,0.439219202938994,0.389435790246788,-1.12183724324728
"KLEBS_Nd_2 (GE) - TPM",-0.73143991606461,-0.0489172753953592,-0.318574006674189,-0.0596000207195221,-0.387645608702579,-0.405743528323172,-0.522159985091516,-0.419208259146134,-0.686532540809415,-0.587181187058152,-0.603762997427794,-0.836437897941961,0.334233755097346,0.227885168776297,-0.470589986527035,-0.876950844533635,-0.599446580852268,-0.166666666666667,-0.488573502866527,-0.782080969341996,0.215892937082764,-0.405728244598701,-0.43292835301048,-0.505508929456203,-0.033962753084156,0.0884029451123491,-0.297127572093929,-0.261424107696292,-0.269348065509214,-0.846006429600388,-0.633844009040143,-1.26057979237121
"KLEBS_Nd_3 (GE) - TPM",0.698904689462209,-0.33607612924655,-0.548679154547857,-0.429528348265755,-0.548349331133592,-0.279115309400288,-0.316324229184809,0.00723132954453167,0.078252171502398,-0.558929423223409,-0.641228404300983,-0.489602680639627,-0.284573762554481,-1.38380130224506,0.0310573766027055,0.219151853890863,-0.359190194843108,-0.166666666666667,-0.812067998589878,-0.202765209843099,0.0474733993936147,-0.567628476254201,0.0200564359885095,-0.425768959949291,1.64740841626755,0.478599036938347,-0.094312321060591,0.181425742667538,-0.322744515531648,0.24900785134857,0.727688656380453,-0.944233088066708
"KLEBS_Ns_1 (GE) - TPM",0.826710833435003,-0.494859964603731,-0.373831007867836,-0.241388356518802,-0.700469596737232,1.18351784174197,0.406390574854857,-0.506088777049815,0.586847763963501,-0.365266888550437,-0.0795293378041841,-0.0845121643620347,0.026996378353439,-0.812644503314606,0.251544797314114,0.967997386369786,-0.265848741369179,-0.166666666666667,-0.343849779241186,0.0654250044935759,0.771441320713942,1.04984449632538,1.2977918969223,0.858461914220962,-0.694721899170208,-0.468560057133335,-0.256915309098066,1.58205758400215,-0.38727260263984,0.733807472033949,-0.454680206628355,-0.214259026673
"KLEBS_Ns_2 (GE) - TPM",0.252783998034119,-0.395813761322424,-0.0174283045832625,0.341148688576158,-0.847196574149864,1.11204439278105,0.225301519676092,-0.71359304147706,0.407979829982501,-0.508671406820988,-0.212012039325421,1.32536730408306,0.696639513549117,-0.075637945277368,-0.482864072203698,-0.876950844533635,-0.343355888399731,-0.166666666666667,1.27181878686653,1.51771992457074,1.25199921633231,1.29065561875605,1.25048952010407,1.02585703454601,-0.320975521351116,-1.21920827858141,-0.292319243312216,0.907480932980443,-0.374541486745288,-0.846006429600388,0.643168380133606,-0.340263065951348
"KLEBS_Ns_3 (GE) - TPM",1.33122447360155,-0.077278609566437,-0.425367193224228,-0.155401919037196,-0.557892589354022,1.0977667766944,0.326685281898162,0.129730106370301,1.03047826234756,-0.311468383946624,-0.129761806286889,0.0566328685914753,0.843576718001263,-0.479219320839542,0.567281900233065,1.83073112937155,0.101967560985848,-0.166666666666667,0.520457445709468,1.40648773156024,1.41876828277515,1.1103234118305,1.75621313208162,0.644120606670873,0.117206743633487,-0.596434151038687,-0.340405340713847,0.998008308413859,-0.331908513351147,-0.631324423087853,0.171921069376036,0.105036482180778
"KLEBS_Oss_1 (GE) - TPM",-0.93890439635923,0.447948693645708,-0.626483780914415,-0.731125513062222,-0.45322487770954,0.261000802233783,-0.142730855596075,-0.449278378501069,0.795998575644371,0.302738664066471,0.099756852546184,0.915573496667944,-0.330344266196811,0.298632381701608,-0.371838799135812,-0.876950844533635,-0.269577057311951,-0.166666666666667,0.880270876133634,0.360326444505618,-0.0739810696792281,0.19451081728285,0.394039986587321,1.96890377561454,0.134636996311347,-0.559658062496825,-0.265488690870631,-0.422327628813808,-0.11699713168707,0.599127407799502,-0.527363445442554,1.4747796285566
"KLEBS_Oss_2 (GE) - TPM",-0.410941173182209,0.350907925391689,-0.299415313482336,-0.845225696600987,-0.678699273957907,-0.0145106539224688,-0.581089978959902,-0.722536303497886,-0.0622292247472952,-0.166133202502093,-0.286531076336679,-0.526134054750509,0.00816383191888352,-0.351330597213072,-0.548251310733366,-0.754941601009519,-0.184085086000668,-0.166666666666667,0.455272807578535,-0.140519585261705,-0.129306556140786,-0.282263652191322,-0.0810113361634729,-0.128284348945562,-0.569086776438988,-0.705375073075242,-0.316593948347569,-0.978191463468889,-0.292048607520151,-0.410691823343741,-0.390538078645558,-0.413457173943068
"KLEBS_Oss_3 (GE) - TPM",-1.08788257862692,0.896514814823946,-0.860840658677708,-0.429902121648801,-0.207288406603307,0.154097524659175,-0.121686600333635,1.75274531417911,0.188678365429427,0.0655458153078797,0.254782727006805,1.21903863991747,-0.0321198268470657,-0.396588287560737,-0.345977539333639,-0.876950844533635,1.66291267738859,-0.166666666666667,1.84039989202969,0.77293989860914,-0.13220133837028,0.664164960058232,0.189432955897577,0.912520737981167,-0.320369788001272,-0.243076530100558,-0.283602164221993,-0.551966153955295,0.109552999325016,-0.846006429600388,1.76906225839384,1.06141770399886
"KLEBS_Oxs_1 (GE) - TPM",-1.01722049603382,-0.492586763083258,-0.217327764319825,0.118287638318589,0.252142161089814,-0.476854554293365,-0.155966794266073,-0.197907911522358,-0.432213393972805,-0.558674657028558,-0.616581760293224,-0.770302023588422,-0.742893742615397,-0.959797806185207,0.504154973096174,0.715670483643721,0.24679499749564,-0.166666666666667,-0.791130368970747,-0.390837776775201,-0.598002341683833,-0.328733537704524,-0.261814358751893,-0.914350085391671,-0.460692580621116,-0.139233651105629,-0.353340204769255,-0.795702137529266,-0.433436795097119,-0.561892166421591,-0.727384341421021,0.448244774184356
"KLEBS_Oxs_2 (GE) - TPM",-0.814527966876036,-0.51286704938274,0.0336566436677297,0.197220455630473,0.579361076409914,-0.459355675475511,-0.46606134413044,-0.11960268976297,-0.641814569754913,-0.532594914417306,-0.577878019814265,-0.703470288997199,-0.773230962480997,0.0204277326897432,0.610875401260512,0.603031855746899,0.299753411532153,-0.166666666666667,-0.752577228173608,-0.545279783052967,-0.627521910831419,-0.377800357888486,-0.323595893898862,-0.895552011134206,-0.369719947418569,-0.201209542828178,-0.404939190998996,-0.456643820453047,-0.427563623228117,0.114067008077748,-0.573134922121962,-0.222668401246853
"KLEBS_Oxs_3 (GE) - TPM",-0.298757941429848,-0.372999538264437,-0.401759181363819,-0.0115677238874413,-0.325036539887069,-0.416049592643242,-0.588217379661353,-0.458690467145062,-0.68355978310231,-0.56291674166889,-0.552045752630464,-1.09603980129352,-0.321559314464331,-0.348490946427434,-0.0561631355162074,0.535155185428492,0.320761898147664,-0.166666666666667,-0.530447780719839,-0.486904457165038,-0.61800190859025,-0.432798291425164,-0.124078783584986,-0.890519532503923,-0.5222850964173,0.0335461306805928,-0.407555102869783,-0.187308948104724,-0.417556486000407,-0.270208950749259,-0.420760360318791,-0.0803766614403202
"KLEBS_Sp_1 (GE) - TPM",-1.23697037047287,-0.668937844615622,-0.954631678427844,-1.20024831373921,-0.955757891677326,-0.604798415316464,0.373729099278316,-1.06303808894411,-0.994462609433014,-0.556078486465676,-0.594505924538952,-1.42860271370399,-0.889186571597267,-0.348229311057271,-0.286954963394876,-0.876950844533635,-0.257144289480636,-0.166666666666667,-0.460605325006673,-0.252084548510858,-1.02874802094504,-0.763437505437878,-1.03354451555675,-0.364895980351727,-1.00923993143941,-0.986642953442612,-0.422103907907353,-0.82674265926947,-0.510579819537871,-0.846006429600388,0.102916057898267,-1.76103165395332
"KLEBS_Sp_2 (GE) - TPM",-1.23697037047287,-0.314620096982337,-0.954631678427844,-1.13858873851464,-0.897942985144984,-0.596158172656723,-0.0550735422347611,-1.34278310017215,-1.01533870944362,-0.587181187058152,-0.630106749905857,-1.67808940110848,-0.951098411281681,0.307247873775569,-1.16421356049082,-0.876950844533635,-0.84904695854404,-0.166666666666667,-1.00252237847328,-0.852399832272777,-1.02156821216702,-0.627406467301627,-1.03354451555675,-0.766877282031625,-1.12413981307085,-1.21920827858141,-0.290084384946293,-1.30360516595241,-0.478751234284452,-0.846006429600388,-0.841633817823866,-1.48473976907262
"KLEBS_Sp_3 (GE) - TPM",-0.589199225459335,-0.449672285983901,0.0641491949638312,-1.14301031923317,-0.95029127240987,-0.60439891036797,-0.302893469148333,-0.766883540736303,-0.896124507997365,-0.587181187058152,-0.670710969488113,-1.17255832357658,-1.13853247206304,-0.0686392615856869,-1.16421356049082,-0.876950844533635,-0.84904695854404,-0.166666666666667,-0.761309708027182,-0.852399832272777,-1.02737710755998,-1.066465220818,-1.03354451555675,-0.748385257112186,-0.542090109728794,-0.905045892723549,-0.356023105031283,-0.586171465134466,-0.514135031809287,-0.846006429600388,-0.839329008628554,-1.477176474215
"KLEBS_Tm_1 (GE) - TPM",-0.90952757878435,-0.373282978353576,0.281332433426023,-0.0101655283430314,0.0519137317383374,-0.45919469249575,-0.503534405626112,0.986301390020046,-0.685024653816713,-0.423911226568402,-0.480453083784914,-0.272610324928392,1.99253056695527,0.0575338915031151,-0.0410268290297278,-0.320751322450367,-0.727793366739145,-0.166666666666667,0.202445419171925,-0.267405317455696,-0.894846785217176,-0.755898461190357,-0.377053318302397,-0.758256766942301,-0.491564312140747,-0.315996833464696,-0.313346479738883,-0.522001564954249,-0.383108816893303,-0.846006429600388,-0.293083979585349,-0.227590579403244
"KLEBS_Tm_2 (GE) - TPM",-0.335278186525692,-0.339701651958072,-0.752041004341487,0.224862860581488,-0.0264367760329272,-0.535777117414348,-0.534049606367533,0.368672582889108,-0.517027860046289,-0.490054415993417,-0.482636881016249,-0.381279743855877,1.34911694954359,0.0215714082794686,-0.589806000437864,-0.876950844533635,-0.586696315901541,-0.166666666666667,0.328114187090091,-0.526519772547027,-0.920874683377888,-0.673002646468984,-0.468077712484816,-0.857882716804351,-0.302356936817389,0.123962741307641,-0.349422045205938,-0.292340331592822,-0.406846637440962,-0.846006429600388,-0.528391983087345,-0.29228689457237
"KLEBS_Tm_3 (GE) - TPM",-0.143389211226603,-0.484170234669117,-0.339848993061905,0.22610063535747,0.0159890639422688,-0.501333467020839,-0.613623012055321,0.14108956048881,-0.618784380250811,-0.493235198312038,-0.478895945821093,-0.446944655490561,0.477579307453224,0.289323302708573,-0.71726481957327,0.229689169970984,-0.633643660736904,-0.166666666666667,-0.18101308922876,-0.561113446700736,-0.898524933588118,-0.812181323278371,-0.284713945508496,-0.824011649915233,0.00483796854128168,-0.000472657351177344,-0.265673642553992,-0.0599789831951169,-0.41315681407469,0.22569160816877,-0.791087721264496,-0.312882572379299
"KLEBS_Vic_1 (GE) - TPM",-0.18697770837931,-0.393532350902857,-0.341264184394284,-0.513441071829156,-0.23272600170596,-0.482727351938746,0.794210496219535,-0.253186455324337,-0.545447465301957,-0.424044546893866,-0.530878856801738,0.0711454802634297,-0.652476474142067,-0.75574435790892,0.0926925115116002,-0.148977703015293,-0.0714126060830862,-0.166666666666667,-0.600296618809956,-0.60314084249263,-0.91821516769989,-0.880261848165771,-0.742638982736013,0.254582470379317,-0.130615820563743,-0.16436287637358,-0.27676784585349,-0.58703496163121,-0.395892814649354,-0.196675828817434,-0.0750161063290368,0.21497005676835
"KLEBS_Vic_2 (GE) - TPM",-0.606419541191638,-0.473320369503553,-0.875295866129031,-0.306614368095713,-0.208397300783885,-0.46800870608597,1.05297721200609,-0.242397902477246,-0.599660325524847,-0.493626203172467,-0.501614230989446,-0.477384763199732,-0.556511329101368,-1.14111782927531,0.825655311896886,0.836750986007078,-0.148559226424557,-0.166666666666667,-0.646643024524329,-0.687945284029288,-0.901330209606265,-0.828729786203139,-0.746002450939498,-0.108225397228031,-0.421584924546382,-0.691684806167921,-0.19855487764678,-0.633813541125284,-0.36352046529454,1.29399375047682,0.188063378716621,0.482112659921111
"KLEBS_Vic_3 (GE) - TPM",-1.23697037047287,-0.388044653048482,-0.635795938002422,-0.405172260943556,-0.211186352099678,-0.341747874323017,0.370584014125342,-0.777483552388873,-0.914162164747015,-0.48239989714964,-0.480683605304153,-0.491514007779922,-0.774267570140488,-0.0335468311312854,-1.07729063046024,-0.876950844533635,-0.567534085227821,-0.166666666666667,-0.551520708694395,-0.852399832272777,-0.88925915349065,-0.704347303392156,-0.741329491608086,-0.124416376291344,0.105421132937101,-0.850509524798826,-0.280855107958932,-0.465442031505025,-0.371988886944268,-0.846006429600388,-0.497089735551295,0.924400645592756
