"","SPD_RS00325","SPD_RS00440","SPD_RS00475","SPD_RS00480","SPD_RS00485","SPD_RS00570","SPD_RS00575","SPD_RS00580","SPD_RS00880","SPD_RS00885","SPD_RS00925","SPD_RS01535","SPD_RS01540","SPD_RS01545","SPD_RS01650","SPD_RS01830","SPD_RS02000","SPD_RS02025","SPD_RS02255","SPD_RS02555","SPD_RS02565","SPD_RS03140","SPD_RS03290","SPD_RS03295","SPD_RS03300","SPD_RS03305","SPD_RS03380","SPD_RS03385","SPD_RS03830","SPD_RS03920","SPD_RS04115","SPD_RS04555","SPD_RS04585","SPD_RS04785","SPD_RS05340","SPD_RS05395","SPD_RS05400","SPD_RS06035","SPD_RS06040","SPD_RS06045","SPD_RS06630","SPD_RS06650","SPD_RS07780","SPD_RS08290","SPD_RS08295","SPD_RS08300","SPD_RS08305","SPD_RS08575","SPD_RS08580","SPD_RS08585","SPD_RS08590","SPD_RS08595","SPD_RS08600","SPD_RS09095","SPD_RS10300","SPD_RS10305","SPD_RS10460","SPD_RS10465","SPD_RS10710","SPD_RS10715"
"STRPN_Oss_3 (GE) - TPM",-0.538255411995869,-0.526007028651835,-0.252952345625331,-0.302790436039996,-0.258232047322749,-0.0776245481969866,0.496143180179104,-0.052436129599711,0.28357167876674,0.493792699077715,-0.0813804232678129,-0.775159531844989,-0.221274928539011,-0.262359792255026,-0.528751411205626,-0.220582529777996,-0.467100148146165,-0.384226879181213,-0.583677672114994,0.172086320108794,0.146377788403852,-1.04818665532819,-0.246274557594051,0.0705754435977172,0.0466744350190691,-0.00942255190608723,-0.180758037882168,-0.565171578577353,-0.599194898693484,-0.46831367344603,-0.746716240570731,0.141230457373874,0.182456316153832,-0.635752901937052,-0.646763473378228,-0.44855468650899,-0.424833658781878,0.0631158760800875,0.128289557327232,0.169772376729144,-0.361143454071005,-0.15877692503667,-0.0310653512290727,-0.54531619703504,-0.37793196003134,-0.0263688491785397,-0.821929916369298,0.430532716723767,0.0680644019658539,-0.56291025040512,-0.640443720383341,-0.302375619183488,-1.12551463612716,-0.241821943378288,-0.667900122569848,-0.906499339458354,-0.224279065112713,-0.10812075659542,-0.550269938913173,-0.434788022913247
"STRPN_Oxs_1 (GE) - TPM",-0.383824684315751,0.0435081391367735,-0.379236313068791,-0.353927811214073,-0.374245700581833,-0.812234072162556,-0.0891397672326265,-0.207776133520281,0.413919115181476,-0.223149901867974,-0.136900995085575,-0.449290110785344,-0.319628062529357,-0.31598946378926,-0.259941450793051,-0.221709006177298,-0.336110083120042,-0.395938821694821,-0.286790432049197,-0.363947169898271,-0.376358390928705,-0.481151472155465,-0.258248829187814,-0.0546584447118173,0.0299182294112587,0.108296361776155,-0.503850570097421,-0.0990740768001847,0.249213042306311,-0.00368324456759886,-0.11369476129217,-0.315888284275889,-0.218259567733304,1.12276441176219,0.348449056040811,-0.456129278125089,-0.299872216914752,0.0846129807299714,0.104536048167884,0.348695672447397,0.0607681546347836,-0.389975226231572,-0.512225709985439,-0.259535674812905,-0.666820782276142,-0.710245477138317,-0.368612211815747,0.0936068020128007,0.194726912241925,0.0688820020438988,-0.171901884077676,0.542610796710071,0.772629359518991,-0.280410718448474,0.408782351812576,0.943267861352682,-0.549532420291666,-0.482529785375575,0.589331927051281,1.08035276462892
"STRPN_Oxs_2 (GE) - TPM",-0.390000988635098,-0.0117139118238217,-0.370694580037207,-0.353927811214073,-0.377660581368746,-0.722159909789067,-0.260074092286179,-0.289825356671608,0.315898664931159,-0.183666167732729,0.146156653411569,-0.466290819720471,-0.325528066926165,-0.320140916528705,-0.283830598514242,-0.21721415387279,-0.331923830958136,-0.397078717684349,-0.288793814118861,-0.378914284160259,-0.401445778783497,-0.456776866201781,-0.206882471410812,-0.12966179817533,-0.00392026852990422,0.165007029404069,-0.664403695152774,-0.189877434149569,0.268436984967735,-0.00155594977046515,-0.164555195954483,-0.350159045448339,-0.228075173493225,1.20138005978342,0.341572244555437,-0.468863378879629,-0.304332798478656,0.092873187904732,0.0943371057980826,0.370239213864762,0.05957927527023,-0.395917951356509,-0.499330280621746,-0.258390577562305,-0.684373023701998,-0.745176341941538,-0.354302519199234,0.0544114399746891,0.13668746278675,0.0525278216409061,-0.156359879698484,0.335357842763444,0.671285946123662,-0.44093618363045,0.410352560175104,0.856619945082487,-0.533932360326345,-0.494000693300041,0.696780928166917,1.00428477574226
"STRPN_Oxs_3 (GE) - TPM",-0.197103141459216,-0.0233529232390389,-0.307836949795299,-0.318150235143726,-0.294577264986311,-0.48046112925179,-0.631257044089092,-0.180691392026048,0.226957488705625,-0.417724627896781,-0.165041461866267,-0.424897624958759,-0.391248667545338,-0.371372865667977,-0.365794988220227,-0.150849735860921,-0.424688772939306,-0.414606042688361,-0.284886495373108,-0.18672299834359,-0.23359949555739,-0.61692157794549,-0.378143709024072,-0.360762289863931,-0.24281145882351,-0.100061151028726,-0.69866122798833,0.0624976773819084,0.133554219629962,-0.289524955752323,-0.470225666897524,-0.377344025159183,-0.104380903661169,0.804693224251642,-0.0248444455396121,-0.633910442902173,-0.360072632038224,0.0688699730806976,0.266254748213394,0.489813623710557,-0.307091512445698,-0.424655261967269,-0.278640076944534,-0.229635758351457,-0.522989575689312,-0.724977787610156,-0.446130782163502,-0.219262011883762,-0.120255592638183,-0.153007901593203,-0.372809244630286,-0.000962182122031497,-0.0653290269425937,-0.0110318678563676,-0.000898849339642876,-0.0928816021991724,-0.420995715297256,-0.460620780939905,0.414658277956378,1.09210686461603
"STRPN_Sp_1 (GE) - TPM",-0.366058094538037,0.820824776115914,0.679960488859875,0.606503625814855,0.544060350520144,-0.245953788035001,-1.09770993967434,-0.959151613075426,-0.913496600904161,1.00947126705704,-0.23704155772015,0.280728725008304,0.195324477235344,-0.343869524093775,0.727757811952249,-0.348420617893344,0.854449811885353,0.506592486050833,0.608168139599079,0.440649646892353,0.204114673162139,0.404694739188645,0.778106416800074,0.0231750651316367,0.314104593290315,0.266967932682302,-0.792027771643729,-0.444356985590135,-0.466203736480401,-0.73532411318143,-0.134649048027463,-0.907647920877677,-0.879769978067335,-1.05947323532024,-1.03089444267294,0.358551862883038,-0.277727016811569,-0.960564026553983,-1.11102933422612,-0.764879875943411,-0.879711435306994,0.174042092636221,-0.64853157279335,-0.820128313794258,-0.530552063950567,0.156892094467677,0.622444605258297,-0.682404463038384,-0.61191853861216,-0.281463101535335,0.986704686225097,-1.36869554196097,-1.01816486308106,-0.199873217156066,-0.964703826983228,-0.357954089625202,0.368712297098084,-0.0945669693664352,-0.785388728829463,-0.806593025854161
"STRPN_Sp_2 (GE) - TPM",-0.307612878375794,-0.00102731641983578,0.540315257379912,-0.0473697456459428,0.562204213433312,-0.585822108265984,-0.913433399400663,-0.933825476018165,-0.937695211642419,0.673094888413003,-0.434122886333811,1.03113696429207,0.052413171637023,-0.337362263312855,0.825827825739051,-0.35156830166455,0.476750753783233,0.342975497745024,0.613030983542612,0.237521799348366,0.0731834989622946,0.0959113027919376,0.411526631707342,-0.045097594098374,-0.0291283237732397,0.0906122313154609,-0.397509957043763,-0.00252295712397744,-0.566717605847443,-0.827252731628644,-0.0540579379812768,-0.95903615525328,-0.949423718410595,-1.09408603760934,-1.03442624434344,0.195147979416751,-0.420396331876315,-0.966538866763514,-1.12545800206682,-0.834668439707016,-0.86679822291728,-0.0101444717133909,-0.633330668007741,-0.831855809947873,-0.39678901753531,-0.0263210362374624,0.560049752152051,-0.791140992916503,-0.749790933191916,-0.0983377242245736,0.854429637010186,-0.787571085925047,-1.02982728994679,-0.401473735428206,-0.942860711248331,-0.885099295867296,0.307634423190629,-0.232722024068105,-0.959901657189183,-0.916962286091778
"STRPN_Sp_3 (GE) - TPM",-0.196594708265027,0.342886627393955,0.745855920256428,0.513962888369234,0.7029217868471,-0.50585726923665,-1.08742730246018,-0.766762581497926,-0.824842426480895,1.04288201870047,-0.66627596083913,1.34331802883675,0.19410172565402,-0.293317398568336,0.843395688687161,-0.313993650206941,0.495471087633809,0.327018941139719,0.60442326970765,0.223479627976028,0.268567690677607,0.354106405655374,0.632227277491711,-0.0773038172685905,0.0669391191407143,-0.062269173327894,-0.595088982516935,-0.465175835248356,-0.50020294439711,-0.817198136607136,0.216976752545086,-0.978461299300362,-0.931969334118871,-1.06124463169021,-0.884952640668277,0.309431616127458,-0.386481477468819,-0.962369441837996,-1.13127451428481,-0.858406573012952,-0.890691625628805,0.15673121406506,-0.526535907896607,-0.824583265542485,-0.604196311633784,0.299454927463729,0.78643328949804,-0.591415136959614,-0.691847946241395,-0.186471107432901,1.06431168987816,-1.18135274528899,-0.811042053623187,-0.262870810957602,-0.887266052459702,-0.791331596233387,0.36986118448472,-0.121842734545717,-0.789087433805318,-0.965067812643143
"STRPN_Tm_1 (GE) - TPM",-0.141884591875004,-0.776159650840034,-0.283279527465594,-0.353927811214073,-0.308601247331252,1.33827065882579,-0.502758384969468,-0.676155994013204,-0.661692775454933,-0.909583701315355,-0.72699751834559,0.0878244385644797,-0.431145403576859,-0.308706697041478,-0.343323104331235,-0.645072351533646,-0.517970767683107,-0.77026532564283,-0.0998564354620288,-0.55774478163567,-0.483343899408805,-1.64769657796536,-0.584322943338572,-0.553069034815353,-0.60967204322435,-0.726571340688278,0.872279408046409,0.402777718332986,-0.632900152345283,-0.746264956181214,-1.03937491559373,-0.830168787690669,-0.679258493801885,-0.904945629534264,-0.546622247441788,-0.637004273032278,-0.545045615661357,-0.689916371884301,-0.744339306129231,-0.75560598499346,-1.04388389684274,-0.252195587824272,-0.646812085904562,-0.962845363042111,-1.03184475750867,-0.837564265725075,-0.649155276326688,-0.750431790815755,-0.701577258695085,-0.316310401493246,-0.376236586345761,-0.828437705935134,-0.880771634721698,0.459575226033597,-0.7587020649319,-0.633854274136479,-0.55406341045317,-0.502967704629403,-0.842805395132394,-0.987923869729789
"STRPN_Tm_2 (GE) - TPM",-0.124944274976205,-0.293227800594607,-0.292429122610049,-0.210352441680734,-0.251913842899733,1.3227764307245,0.541018428396584,0.0628183951309279,-0.803610687018027,-0.892425380336072,-0.771678200280533,-0.660328093014363,-0.458640933035247,-0.262039420929718,-0.340938418358254,-0.53847677134434,-0.621852764832226,-0.692836924977105,-0.215623340157216,-0.429009800653175,-0.412212080006071,-1.18236110756811,-0.526899479469261,-0.485732595382708,-0.564274766581416,-0.654945419072578,-0.395516592641091,-0.769034640311702,-0.605339443977604,-0.586051208291971,-1.01065841953851,-0.694256521115359,-0.282481325870159,-0.914909586340751,-0.992377205718192,-0.479105592757687,-0.491593214034612,-0.491067347225959,-0.445400838767831,-0.656503346897152,-0.77687934925528,-0.185894619745594,-0.390164731131824,-0.818737579444822,-0.682021372007677,-0.918623667551692,-0.649946212702905,-0.558294229592747,-0.337928604568322,-0.503654973131269,-0.432798139078899,-0.584593782225087,-0.216488985241598,1.20063575135299,-0.631342730283895,-0.606767332956951,-0.42719309732995,-0.462883083621841,-0.775102775029602,-0.780065877943647
"STRPN_Tm_3 (GE) - TPM",0.179990269163821,0.294294071420459,-0.217537128828798,0.0817074311727309,-0.185964749725944,0.660367154063109,-0.171448339073357,0.207369230304812,-0.933608853286431,-0.887551209388736,-0.572371857910074,-0.353720002884144,-0.423812493631227,-0.324392976882857,0.00195650686508372,-0.39925845629432,-0.365416475091556,-0.619616290349327,0.218856425904672,-0.328965744272904,-0.405118958069844,-1.52523970077909,-0.498225810600858,-0.499168479310133,-0.482372405097798,-0.616832673852353,-0.299582256823354,0.0601941939172905,-0.48391060484214,-0.601014058192289,-0.779315510605906,-0.762296269490013,-0.538093700396429,-0.808506575538011,-0.401289161409358,-0.459049885898157,-0.420215044301218,-0.651687884066516,-0.724985580701634,-0.497803460123455,-0.907138000666085,-0.44812270319891,-0.531263978572291,-0.838412130724105,-0.933951477356666,-0.61797446882971,-0.114204208354069,-0.52079522556684,-0.5293880258494,-0.321933226087208,0.228848300379386,-0.557633503509287,-0.69299684601298,1.17446550043784,-0.672107443416237,-0.839894944859905,-0.408055392910718,-0.424003955694446,-0.906876341398253,-0.895808582921276
"STRPN_Vic_1 (GE) - TPM",-0.485113881872957,-1.44728634743401,-0.362766557218372,-0.353927811214073,-0.335479493127538,0.124200585317815,-1.06421672517097,-0.42522270814586,-1.22626222072881,-0.676573284140164,-1.0846991185207,-0.879010737802181,-0.554060473599267,-0.472075191543816,-0.526798204635786,-0.608772047753225,-0.678751323479833,-0.755373757225364,-0.372661338059318,-0.635087153224936,-0.613750972865971,-0.781849785876656,-0.693880180021964,-0.641975222769823,-0.726892446077131,-0.791038178683028,-1.16042097523608,-0.955640098834477,-0.764858595065734,-0.882071764299451,-1.12226856178998,-0.503882428546061,-0.69415806024492,-0.865247338404465,-1.24328382366852,-0.701686215857508,-0.627723107771756,-0.937018605578805,-1.04766228199679,-0.590850637881702,-1.22326074682166,-0.120055202715016,-1.01041897941728,-1.12774910655925,-0.796114756110996,1.08258182790152,-0.382863861175054,-0.737800971763048,-0.240272818105244,-0.686725279346326,-0.127750924059255,-1.16923325105904,-0.929123692483938,-0.312941563713687,-1.11614559473703,-1.55089640424159,-0.769945964791222,-0.681991120683529,-1.18396509677907,-1.16036085729969
"STRPN_Vic_2 (GE) - TPM",-0.427635822175829,-1.46339469982421,-0.284447431062018,-0.353927811214073,-0.307666039340614,0.0519621306571733,-1.38178440727643,-0.259573945406168,-1.14826947552491,-0.739736538181874,-0.817523352647439,0.161289991869387,-0.617605935405789,-0.533398686761825,-0.533171275102819,-0.613062588088264,-0.654705144333554,-0.827136438662667,-0.412521847538865,-0.488728336043608,-0.605400001075968,-0.736952195785231,-0.640731954535937,-0.60338977689156,-0.6937478858318,-0.730343462853806,-0.27584799314006,-1.1187247987865,-0.750332601618344,-0.890601205256452,-1.17148323684539,-0.864083650227954,-0.662524136012069,-0.898620180487339,-0.546056270469125,-0.643735032708012,-0.629396478978898,-0.921814131257819,-1.06871655272586,-0.888908068252345,-1.18265328931038,-0.222466467798561,-0.922878100731191,-1.1147484941477,-1.07089038272755,1.30399764730089,-0.649244482279729,-0.740032267855663,-0.806092004490021,-0.497152603837315,-0.741717438829655,-1.11437256872693,-1.19333436787017,-0.127260413818574,-0.837049982138103,-1.39717871138259,-0.646026108171508,-0.687949318276148,-1.05238207640604,-0.802392469990684
"STRPN_Vic_3 (GE) - TPM",-0.485766427247226,-1.0576182197819,-0.281139046458525,-0.353927811214073,-0.238708433756615,-0.0136822860467419,-1.29193893751782,-0.704471451545984,-1.09179687885793,-0.52488106617091,-0.6096678970999,-0.610411174482862,-0.492087655466736,-0.495044024245658,-0.370160683404982,-0.556272582332674,-0.262188525612645,-0.585798408306021,-0.240751229213177,-0.541171611516811,-0.411924985238752,-0.517876084629278,-0.601111324555985,-0.590781718854896,-0.631128108907188,-0.697012055073826,-0.787790416908863,-0.760798880007622,-0.739432100467987,-0.905602648232497,-1.071439215408,-0.770518321895678,-0.645605776091273,-0.976194819524899,-1.07738235659184,-0.619232251232251,-0.571492281322101,-0.92772390889994,-1.03896234605104,-0.456775367252131,-1.05062102399508,-0.419770382591578,-0.973103043530637,-1.11862330157854,-0.651982991752893,1.59034401092061,-0.679250509132343,-0.731294023609859,-0.130946683616258,-0.662525095582774,-0.118604161870549,-0.97470731759575,-1.09966011160177,-0.605664432819549,-1.12229151463316,-1.36039994896912,-0.645070948407158,-0.669656616415953,-1.09440141028396,-1.10870078978337
