"","SPD_RS00025","SPD_RS00060","SPD_RS00365","SPD_RS00545","SPD_RS00780","SPD_RS00790","SPD_RS00900","SPD_RS01175","SPD_RS01560","SPD_RS02450","SPD_RS02925","SPD_RS03350","SPD_RS03360","SPD_RS03365","SPD_RS03370","SPD_RS03430","SPD_RS03435","SPD_RS03735","SPD_RS04085","SPD_RS04090","SPD_RS04095","SPD_RS04100","SPD_RS04105","SPD_RS04315","SPD_RS04760","SPD_RS04765","SPD_RS04935","SPD_RS04940","SPD_RS04945","SPD_RS04950","SPD_RS05000","SPD_RS05005","SPD_RS05015","SPD_RS05020","SPD_RS05310","SPD_RS05335","SPD_RS05470","SPD_RS05505","SPD_RS05510","SPD_RS05515","SPD_RS05595","SPD_RS05600","SPD_RS06055","SPD_RS06220","SPD_RS06225","SPD_RS06230","SPD_RS06235","SPD_RS06240","SPD_RS06245","SPD_RS06250","SPD_RS06740","SPD_RS06875","SPD_RS07065","SPD_RS07310","SPD_RS07520","SPD_RS07530","SPD_RS07785","SPD_RS08120","SPD_RS08355","SPD_RS08460","SPD_RS08505","SPD_RS08670","SPD_RS08680","SPD_RS08795","SPD_RS08800","SPD_RS08805","SPD_RS08810","SPD_RS09075","SPD_RS09100","SPD_RS09210","SPD_RS09220","SPD_RS10320","SPD_RS10340","SPD_RS10905"
"STRPN_Li_2 (GE) - TPM",0.236489481235575,0.570246976860623,0.306708817896352,1.14004616288388,0.310878788383472,0.0552986916722622,2.42481807691444,-0.110575451115299,0.95350847263632,1.60144453730749,0.183695223306984,0.499885297592271,0.239528050626898,-0.0350382900132227,0.0058149319757007,0.252647036865702,-0.223842666954272,0.783905918820304,1.0703170987101,1.4440776564979,1.91699593059034,1.71148904517355,1.06047105405427,1.66331247123331,1.59726704763542,0.869098143004374,0.657324947044997,0.392974808519606,0.488347033198059,0.0512891875286612,0.465810605541748,0.574709350918806,0.218998130115982,0.315349289323222,1.31473304463961,1.69830582349758,1.47172124264426,-0.127851091289736,-0.21202809206519,-0.726917125705903,-0.190423391367968,-0.228154799152143,1.01987616787307,-0.0591243139859273,0.0209520584906068,-0.14389863768901,-0.199276917110881,0.412887047622076,0.119166541407549,-0.352673302487101,2.03086181817416,0.82509525322274,2.00058159907094,1.33915264294237,0.066108495726746,1.93831052075436,1.52067285819266,0.350435567995848,-0.138736804516283,0.179752454474324,1.11396855587258,1.68276501749128,1.68288594922312,1.84062215710991,2.13016868987119,1.11131969749941,0.565390680336129,0.813221430869933,1.30947015561597,1.03270372617726,-0.00944174401987122,-0.491883385644776,0.992296722692874,1.47049239171272
"STRPN_Li_3 (GE) - TPM",0.234330104181873,0.585716298568369,0.59270113562137,1.01256132764304,-0.103565299453183,-0.941492292409372,1.98065766379948,-0.287629123942632,0.754797174221662,1.69974823076233,0.062222408561737,0.151388848833963,-0.127510770817658,-0.0699716809048854,0.0506453323099161,0.0465796972785342,-0.267617259221033,1.23176803345789,1.0305153561321,1.42118221925899,1.89512851739843,1.34008618425108,1.13949055820036,0.476561647184736,1.72524411361682,1.03581450691127,0.646809889965979,0.361958003159495,0.131379554317383,0.573271196393077,-0.238143968533249,0.177091377360192,0.40486743314825,0.130929331803445,1.22573838873981,1.59283788159829,1.79548831643188,-0.0372094531651401,-0.189164866681631,-0.429852830681705,-0.260908321675619,-0.24334536379306,0.814026527797246,-0.505569851982511,-0.0225641448539748,-0.174901235933542,-0.0150462289859644,0.39137955632261,0.0266763675575688,-0.134049659573097,1.87258572618683,1.12842133670697,1.95826032806916,0.981683879021175,-0.0145371023882443,1.7156008866078,1.46023467012519,0.187425380018401,-0.0704949198919571,0.075140821882966,1.29582419088188,1.62585509404892,2.02301815006549,1.52631671454603,1.84098050757096,1.1425464540017,0.486678407425057,1.12557628416035,1.41197310355191,0.466260249521596,-0.406838740991029,0.0437137616556403,0.514667975008014,1.33166545734634
"STRPN_Mig_1 (GE) - TPM",-1.07262799016992,-1.34095273361313,-0.898206735090832,-0.714098702790956,-1.07979574111963,-1.09584474900142,-0.94279115979182,-1.01426867779618,0.129958434108769,-1.56173783373247,-0.703716952326641,-1.0459085568062,-0.558211990581673,-0.550837538751474,-0.660167452535445,-1.2186224219539,-1.07378470941076,-0.122106787104703,-1.22573058311767,-1.07080739114167,-1.04358522727443,-1.08686616891115,-1.13471657836419,-0.955480694877762,-1.45903405423702,-1.04131970150891,0.048781816211896,-0.764598764739969,-0.717864947594948,-0.81259834458011,-1.32569012118977,-1.19768170551791,0.082743534265733,1.50146835943907,-1.44599454491356,-1.20286679300741,-1.18164227220402,0.112231144127348,0.243251082392334,0.773117880104777,-0.726916496671161,-0.755637878144837,-1.33572646502719,-0.878079501455791,-0.94458292269018,-0.929837432830255,-0.933055166871586,-1.07345557413618,-1.01237702701164,-1.10980038819296,-1.44082516900084,-1.14763285388317,-1.12584306031546,-1.36897869769549,-0.850206750924464,-1.44238038358622,-0.469994063611534,-1.22118842922586,-0.997968012122798,-1.46307479589522,0.585795114315865,-1.35110410319625,-1.11338151099718,-0.693234750705933,-0.595538052063877,-0.520130855740872,-0.436713630901971,-1.83884057449622,0.563915841336298,0.264379548296304,0.924074026502432,-0.883164367733899,-1.58718298956198,-0.963179064582674
"STRPN_Mig_2 (GE) - TPM",-1.05566358846575,-1.3420949914216,-0.859190353653539,-0.8163146500541,-1.31031427737126,-1.09584474900142,-0.94183005129968,-1.01414646991048,0.0878058976760228,-1.59440403169553,-0.701578079879085,-1.07709087268695,-0.520397879762588,-0.484203853162164,-0.742868502219766,-1.22002875485606,-1.08208597491409,-0.0787466078320675,-1.2236848038896,-1.07723176138634,-1.03832834270187,-1.08152926139997,-1.13516361020202,-1.27366300770593,-1.56253253045752,-1.06635147455438,-0.314169545348243,-0.75906078524006,-0.758384008264499,-0.737991349213778,-1.52380564506284,-1.2028125544927,-0.0985105387797892,0.649896817881009,-1.72165107763839,-1.23411829563464,-1.19014178665864,0.0519310577249877,0.010290438826715,0.295755256565853,-0.736965379453071,-0.761535099599287,-1.33266206763289,-0.884069200913388,-0.953807186235716,-0.956141524213996,-0.957270764923806,-1.0559031918058,-1.08057393191742,-1.2179366016558,-1.43583139961377,-1.22556499098986,-1.1341054789483,-1.33187790914575,-0.846818938315402,-1.45020394553186,-0.420234812690986,-1.35240891121941,-0.990000684839262,-1.40827288047842,0.14149370972298,-1.35622734026209,-1.12622978439206,-0.682371711899638,-0.582551235418074,-0.477342740083197,-0.425618281941026,-1.79410444263199,0.669519030790714,1.48073852713923,0.175935734319051,-0.908450227186141,-1.46840917476692,-0.97451101860456
"STRPN_Mig_3 (GE) - TPM",-1.09443116192875,-1.33063865185353,-0.881765003698231,-0.431360670022491,-1.17608902790441,-0.0465456019411637,-0.932534344032167,-1.01918940421881,0.107345515974801,-1.52741336103245,-0.65668222751567,-0.94141456672857,-0.665091804575838,-0.577703543001475,-0.633330858295852,-1.24993242982857,-1.04891406143572,0.687464799481445,-1.21362469556877,-1.06981442274428,-1.03643699404648,-1.07569862515213,-1.13061158022207,-1.47896072524065,-1.31625445899454,-0.855555050335208,-0.174888290341515,-0.620322186139194,-0.587812817972408,-0.748221666928285,-1.48561268952478,-1.25407802509544,-0.0718515177415436,1.54381736954426,-1.35385196574688,-1.18079346546843,-1.18466470393965,0.614421055461033,0.361911788003864,1.02785590671827,-0.718569041501621,-0.735642270011743,-1.34310510663918,-0.844238784190118,-0.92612117304236,-0.946923863874169,-0.989923416357026,-1.07920525908849,-1.0545456716088,-1.18102707814508,-1.40673763781215,-1.18904234400039,-1.00700692288316,-1.36203913276735,-0.848503961560472,-1.44345216906067,-0.957270623764885,-1.1461514514972,-0.987794640380337,-1.49764191041477,0.187257314629353,-1.34566880390549,-1.12101241679347,-0.687178042100358,-0.585542603493159,-0.50487887897618,-0.433876405884748,-1.78673248061021,0.888121562797033,0.683803082272116,-0.465844804166971,-1.23340538957882,-1.42690895720117,-0.963387321687648
"STRPN_Nd_1 (GE) - TPM",-0.670663626595445,-0.335666522692848,1.61954158246646,2.03001412286809,-1.31270037460982,-0.194625146002276,-0.210457280829239,-0.553350447379192,0.0394170518005573,0.527178486502734,-0.594906529112472,0.380480841091177,-0.0565719186569561,0.41479683823098,0.323511389256231,0.808178085806516,0.0788438291037706,1.38297923220297,-0.5798306405681,-0.495207139958398,-0.581509383465081,-0.682187125151975,-0.708923949582657,-0.633862768807413,0.415009416739433,1.94262572851456,-0.829071289070812,-0.433713755490602,-0.689954168176638,-0.752373599502663,-0.578874553054611,0.0442176647034651,0.336310302820197,0.876612379307461,-1.08418346983903,-0.815980441602291,-0.618008755582499,0.509327610483184,0.809586887069199,-0.0655638311714305,-0.112635713625295,-0.142672563449887,2.61594648308752,-0.590223858540436,-0.664900185897806,-0.702740398793155,-0.509160410360129,-0.476377524639699,0.10985673568308,-0.583790296907161,0.73280989046173,1.1333095403931,1.34418272213804,1.64142029739508,-0.677835130405346,-0.892182596995592,0.0207560323911543,0.360524848802835,-0.599116907375406,0.271148836177132,0.560734094673599,-0.683547389696996,-0.486381909385102,-0.464642886037595,-0.444121125225638,-0.45338849924492,-0.40325710440789,-1.35997401741735,0.316778213636743,-1.06721936842749,-1.00546865628178,0.388523208924518,1.23248668698471,1.48794646244691
"STRPN_Nd_2 (GE) - TPM",0.380679994542303,0.175125223282614,1.47484562316051,1.33566560772367,-0.869026607265268,0.525914080713163,-0.084971854330354,-0.376770587653374,1.08576615908555,1.00350267675753,-0.441735931288797,-0.0104612253743365,0.0993956157820882,0.560267679048062,0.394134108819569,0.795514863228591,-0.431021460805676,1.30258944939505,-0.659778968680158,-0.20927038033445,0.327647954201416,0.608514096995796,0.809218489252257,1.01732277106645,0.408069697043159,1.21289583657412,-0.214120076250466,0.09950517503146,0.00875284792788937,0.184227780448977,-0.67119485451306,-0.401778120104395,0.350360975207019,1.10056028564206,-1.41610050252509,-0.997578099262826,-0.259735669969747,1.61551260774466,1.1728254113721,0.0283173848737419,-0.147755825196759,-0.137688664669407,0.97695758911627,0.696818400271044,0.172857545351365,0.559212281185466,0.807720788578099,1.25561102486752,1.12627990044608,-0.480848657391001,0.0688227370795991,1.52176708259865,1.83993479187098,1.87565440576475,0.551478515170279,-0.720371706816896,0.605768009771167,0.722656853180245,1.54997900789013,0.242125104124007,-0.460517611796554,-0.2310323729759,0.00349747230726589,-0.431804719985824,-0.434639339737239,-0.430120064647583,-0.385356047957719,-1.21939704228795,0.379303681650013,0.00980677161115439,2.13081602543417,1.0075451739228,1.02049710323902,1.05258885305367
"STRPN_Nd_3 (GE) - TPM",-0.630697112247685,-0.883615552888457,0.569239399187726,-0.288379615726194,-0.955572530180929,-1.09584474900142,-0.607355765285817,-0.850086683606312,-0.235718632852585,-1.10541008360532,-0.647507101682314,0.0389936725844096,-0.236693278815274,-0.290343683997516,-0.232041646344382,-0.272086240885637,-0.612674229752917,0.197595579989181,-1.01765734445329,-0.85847142214245,-0.833756155110516,-0.852685451165073,-0.855179342179142,-0.665752885880216,0.704971258003843,1.08266723194485,-0.973251443107681,-0.868007931673551,-0.870007176781515,-0.841641025559394,-1.25292337681429,-0.510131728079869,-0.353672666283542,-0.218939420464116,0.337968945418374,-1.31492651416426,-0.812820880635204,-0.321184483451708,0.0898022009443548,1.71098244824548,-0.416929896864714,-0.498723792158849,2.26389612361575,-0.583640838831034,-0.690480569845536,-0.625411184787761,-0.58958419850312,-0.542545671024948,-0.0866680202367427,0.124310919583133,-0.431725309089285,-0.0374217468374062,-0.208359863228995,0.800679758038087,-0.628654654503082,-1.18569022323363,0.785996419981734,0.198980095652695,-0.604080281379449,-0.727658286338858,0.922598504812668,-0.979246297953944,-0.828751629369252,-0.566497678162206,-0.476509719389422,-0.450801556132501,-0.393157315729845,-1.50555815745756,-0.625412470919235,-0.727093167850694,0.334286451970866,-0.0313804595624589,0.330750764130472,-0.52407303706932
"STRPN_Ns_1 (GE) - TPM",1.64172702830904,1.54621066228728,2.12081395126371,1.20917016834445,1.50535732979404,1.49918063903851,1.29969161320801,2.15234052473895,1.5596629248486,1.36110655143876,2.48476953298555,2.08967269151244,1.89312083682546,1.58888114342991,1.79781010658177,1.74623254059103,1.35930633400841,0.996698278171421,1.70080603944831,1.58189213903716,1.28557811727094,1.81628287917122,1.68141321013306,1.18214604121653,0.907271746719277,1.07990751433535,1.41341884985944,1.89885091559539,2.31011871262924,2.18847537467298,0.454838962210204,1.36541739872853,1.77084394014618,1.59720270249506,1.42174959723929,1.17251105147007,1.22768760429182,2.31055643760625,2.44105790555901,2.2782380923596,3.14863541166752,3.02143783818679,0.916024210049626,2.35403475537653,2.48766127761404,2.36286872492614,2.22659005593683,2.03165614192266,2.17116921838573,2.40733565130894,1.08506308991493,1.26044013079074,0.635783158179671,0.711051885816406,1.30106141000745,1.20600119699313,0.961543611045441,1.25068072060882,1.19563575661693,1.35665974448725,0.940432801781879,1.65119252204711,1.39934592983903,2.28169577385493,2.30642174041265,2.91254939597521,3.16116520645496,1.4466411735688,0.900447540610221,2.07381135096139,1.20097795664746,1.05721437672674,0.679592118080455,1.67672024369495
"STRPN_Ns_2 (GE) - TPM",1.64190187530849,1.57355150396388,2.12004657491883,1.01955009526539,1.86566007784572,1.27974431916145,1.28453141731593,2.19698362816363,1.27545616306226,1.32700608081478,2.50760171441639,1.51086934458959,1.53199950078517,1.84406689768909,2.10743040082938,1.73883091152557,1.42179494444502,1.10067213877711,1.55766173807427,1.53979372128272,1.28428817866282,1.81337097847499,1.65944722515873,2.06056589380743,0.765028623036813,0.921267177308964,1.32649705536096,2.03509114616361,2.12951704005736,2.15368092279715,1.49135053360198,1.59590047955125,1.69947869471579,1.29727940644206,1.49858262889125,1.09234032848721,1.20414579126256,2.66684333176531,2.46564546722517,2.5356385648971,3.14243274333495,3.07812881289137,0.872281685850553,2.18338541111953,2.26721292143075,2.47004943902651,2.30461319021425,1.97989357449227,2.1336282687313,2.13779845206059,0.976746743530926,1.18033563999462,0.610706055472556,0.691713901539468,1.35894565005424,1.2826536575989,0.905041151630021,1.31688031416924,1.25483154461463,1.12352528609735,0.90669904830981,1.66197220535991,1.29431439860343,2.34101763616678,2.38795796301781,2.94445762278676,3.17110206874734,1.67098003390198,0.931192913735943,1.08398797810852,1.35214648563112,1.15026245861815,0.420622700540068,1.71755055665263
"STRPN_Ns_3 (GE) - TPM",1.77376889908148,1.57673505671354,2.18744267842907,1.20238504155588,1.89348671683759,2.12560879296169,1.38423543611106,2.21801827414449,1.62503632397186,1.39178692187183,2.47887159893555,1.94822054249703,1.74882598913308,1.69581154596264,1.67927597811854,1.74186057851806,1.43060617398727,0.992865484190733,1.6488150397494,1.58860489022085,1.26752557198529,1.70545054695415,1.73256954476195,1.72255127479507,0.768721470402289,1.23052582484453,1.321332325915,1.98015440316708,2.5122528127657,1.78517112483117,1.14892430961953,1.59534883217406,1.6913150163159,1.53462613490527,1.34645234098922,1.15288943211092,1.18408916481764,2.45967348215609,2.41270424429455,2.21308019945435,3.17226491043375,2.96992106310263,1.03458835721315,2.47886489299833,2.52598231155324,2.35963468426403,2.29817302256526,2.01436711730101,2.18432107200819,2.36817962320949,0.951044300383159,1.21825039237366,0.673312176210969,0.700486847369657,1.32081916859992,1.2641524577968,0.940457542124892,1.37730288102009,1.21163974456887,0.963165059255162,0.896506487501752,1.68134904210354,1.34435985062821,2.36704850843649,2.40550990741533,2.9314550361472,3.11213690002059,1.71331312411125,0.883140520399282,1.06833389886676,0.947847472634322,1.0936511456706,1.15112730861472,1.66467024582381
"STRPN_Oss_1 (GE) - TPM",0.616564903083211,0.542038872346059,-0.889189231107805,-1.55122170192832,1.25494470459064,0.36368007076198,-0.784656390549138,-0.0114441997099153,-0.275331582874821,-0.0812182505251233,-0.434981081097689,-0.235645882995877,-0.0337997194434866,-0.361385931015529,-0.296262144150139,-0.166486975006527,0.646336194497693,-1.03441874841724,-0.59198748228499,-0.236515843226457,-0.225682031701731,0.293032928518799,0.313048559990191,-0.915582234739885,-1.0916359438858,-0.0667437300678535,-0.949253455633939,-0.0374963725605317,0.227060241358349,1.07798742560046,-0.67334775735752,0.519655988798502,-0.924708732925243,-0.542382518933977,-0.604504394533381,-0.807662185022628,0.703176733622664,1.03526820388441,1.21143828571612,1.00460201010804,0.0198686670920009,0.710147743188206,-0.255445769316147,-0.105528188769835,-0.104327681384114,0.0943257429481226,-0.0722777674404571,-0.244954465632039,-0.57275561243592,-0.508783929232001,-0.547713108823769,-0.979657887295221,-0.904687464237517,-1.2475199143647,-0.414288358245648,-0.527219555412336,-1.55139794071602,-0.614799892536762,-0.030979147948778,-0.594860484616955,-1.05014954461614,-0.397904872092269,-0.0370850134795258,-0.700726763036678,-0.597223313312072,-0.519404744929037,-0.42931969772035,-0.952492741572324,-1.17784215941841,0.970914979554373,0.58337809637178,-1.16160283909,-0.728227593099244,-0.893382775343749
"STRPN_Oss_2 (GE) - TPM",0.910813403826673,0.499588236351048,-0.895143958456229,-1.10913287402026,1.83985212291494,0.619639739943783,-0.751797989463407,0.114931013439711,-0.292974360691228,-0.0381431085078754,-0.361919679373176,-0.379725174351394,-0.228306329914028,0.0220628295492515,-0.177909906122235,-0.379302522194847,0.185802095346942,-1.06379552278535,-0.771040288613875,-0.38115621768313,-0.246136373486014,0.287314995886789,0.291907009420846,-1.00491238795166,-1.39369766883461,-0.364198338336349,-0.954533776252074,-0.0732775872144774,0.447972422185458,0.336409649128904,-0.289312043497474,0.243273858696071,-1.02451132093345,-0.698431865849897,-0.58580093515656,-0.632778006094819,0.538153342346864,0.847362570450257,1.02561724881774,0.923820627433975,-0.104347074662101,0.497355563905964,-0.218946863486724,0.234143462767264,0.370403542870991,0.428516093412875,0.337753438410816,0.170279122657787,-0.368910381091503,0.143959914206399,-0.673306631844607,-1.02948723885285,-0.969967872935805,-1.29004832474393,-0.308021752885717,-0.662755077227521,-1.64965425669336,-0.771456252037369,0.0694215115326743,-1.01627980330099,-1.28243791918679,-0.661256442799435,-0.331577976966837,-0.691982484117864,-0.590631434057794,-0.49152199745195,-0.436102439026309,-0.860617099318757,-1.21988666823888,0.251693158331259,1.18068123192963,-1.07525856139888,-0.286331045864568,-0.699782268742153
"STRPN_Oss_3 (GE) - TPM",-0.410880051825306,-0.282127313071441,-0.845266282524475,-1.21903382097701,-0.334906577467043,0.610112621585579,-0.734107821729739,-0.509593622143899,-0.863557576526185,-0.382330218215178,-0.566330923947192,-0.839713410780338,-0.51218580837725,-0.691426660627663,-0.831596842424882,-0.782739624442722,-0.311791314587942,-1.17965126233473,-0.656399936364228,-0.718814566948603,-0.692007140837233,-0.576816644898339,-0.58262602935218,-0.194108436702869,-0.608960651422264,-0.82502739630663,-1.1674750224455,-0.755555996239312,-0.489116045310096,-0.366567287195492,-0.00725458040895524,-0.0107358436821976,-1.15655587858714,-0.895659636288341,-1.3018217736106,-0.87398531843293,-0.310680947022002,-0.493077081938017,-0.425473813106319,-0.439404384972428,-0.439530167809388,-0.283963756397155,-0.793139653150379,-0.571005077783407,-0.449900426690263,-0.198155659568518,-0.306972800408045,-0.508243778490047,-0.679000069205382,-0.376871819958942,-0.687046667006371,-1.10756430467247,-0.378465348898206,-1.05893952762863,-0.61929341639711,-0.455800567559032,-1.49408694698999,-0.723835698338954,-0.577307844250121,-1.10326936724674,-1.19455391888876,-0.87370060197172,-0.762162890515661,-0.642039127130328,-0.574365483165104,-0.505167250908173,-0.42762099188526,-0.25795228625248,-1.16882264779768,-0.280701282797143,-0.222489528958146,-1.04026313070385,-0.682457207787874,-0.781104189309901
"STRPN_Oxs_1 (GE) - TPM",1.39004162127073,1.22048131611903,0.217673482181672,0.960352302289479,1.32321633988925,1.40895968088921,1.29349182205635,1.01223554353002,0.996364240684201,1.10537247036301,1.80653032928623,1.86066527049635,1.82042142278556,1.6263174834434,1.94895235647858,1.6673295569128,1.5983952971325,0.531640114856031,1.40802975780769,1.15543079191703,1.13798708940341,0.959535314995746,0.916020372024175,1.07492332166101,1.94151794962406,1.34938332157967,1.28487058308238,1.3327853514417,1.20409204081158,0.491832420941477,2.12699554442202,1.89408847129785,1.61798083797621,0.90629781825779,1.57642693997223,1.59685250915137,1.17235476507253,0.449583103362265,0.538037492350731,0.238560047749506,-0.0158190395405129,0.164437812216898,0.792886226097746,1.2998571110229,1.30257717237174,1.33436470169774,1.69346916873429,1.38294166179921,1.65389227047921,1.32558241155426,1.17600266802481,0.941359896012666,1.18640567762473,0.704655309132194,2.58176087492112,0.849324731857909,1.35513929266089,1.46298819977864,2.13248490101235,1.78313667868961,0.977725817535034,1.37441106585132,1.18610359821562,-0.121054959960653,0.119891502903794,0.0135577949845914,-0.0300050306545115,0.921742184008559,1.00486350370238,2.02042781360335,1.96505441683792,0.919348041031485,0.995746529994384,1.41374758706246
"STRPN_Oxs_2 (GE) - TPM",1.46664996508024,1.22701938180821,0.256168415732802,0.916370325778836,1.23929596166642,1.63836521145592,1.2741246704225,1.05782972056775,1.06241765710569,1.03709414098534,1.79009430567711,1.62216477860025,1.55969536253174,1.75583434664311,2.1041080532227,1.69241548375952,1.66242907372753,0.567071281542525,1.34597045574561,1.10727157217681,1.16438614798016,0.958390160358346,0.926269313331337,1.30064777601264,1.94816883070958,1.38473668522752,1.26710201493004,1.12402573605898,1.37588220412502,0.658694597414021,1.64837166985158,1.50462577352489,1.53541945182703,0.812928397856502,1.4831756620586,1.530659820973,1.17611561460323,0.411074035753629,0.472342312271149,0.283335771871732,-0.0140231713932754,0.169329302710059,0.812299594336953,1.39397685034613,1.29802640856995,1.30071413396286,1.6212744386131,1.49185047508458,1.52171026269076,1.30638399491366,1.13407815466879,0.947231417482418,1.17552071558892,0.772054611027754,2.52869184561211,0.823390436347484,1.43908159881756,1.38413903644888,2.15781165336086,2.18998030409756,1.0072199720949,1.41451917327569,1.35054378653981,-0.156523115129908,0.11314911710315,-0.0397174719120304,-0.0391801955752619,0.982294976358489,0.972687646714903,1.32946304915035,1.1227504410203,0.935310839400551,0.938572604064507,1.47605750960774
"STRPN_Oxs_3 (GE) - TPM",0.732177037171235,0.868900895260967,-0.0322058383742302,0.329627438722295,0.556588259004937,0.595017901379244,0.864291007500637,0.690121614043966,0.561500002437411,0.382058037543275,1.32638171699422,0.777333508376791,0.575557450553531,0.745989234700867,0.563822562162802,1.48000239069947,0.833053764068729,0.143461179084342,0.82678431958987,0.765966730818737,0.654940073531856,0.525440086479888,0.827921637426695,0.800827804568349,0.926529431643693,0.989447797765432,0.483862432029302,0.828732015914966,0.540312161861998,0.658908657157929,0.382272371394096,0.415647199079397,1.0035218633029,0.376640477781467,0.29332650818279,0.866026374325852,0.933681193774621,0.117556846787506,0.308103393537655,-0.0650756208433935,-0.0480908070541757,0.0395138185099762,0.712371477810284,0.434226890393885,0.855930725329133,0.638992241351573,0.708423552603667,0.605381621425182,0.947718897719016,0.533232587339358,0.345094442588475,0.427259117916635,1.41637221254101,0.774568538026261,1.74293054957998,0.527517914225989,1.04595965712839,0.769861768630918,1.67202108787649,2.0459621113342,0.651068214047957,1.27866104877797,0.779916731132679,-0.13696210833686,0.0639361540570723,-0.10099656496269,-0.00740427993819795,0.98426712300266,0.572321376538273,0.858828092044066,0.868464533796765,0.581542451082446,0.439734535474245,0.978820723416022
"STRPN_Sp_1 (GE) - TPM",-0.922479011411127,-1.10708375298556,-0.749779557641371,0.627176307908483,0.0800863325329032,0.0587594208580255,-0.907291477143123,-0.928173935774079,-0.309827472525631,-1.02738772701453,-0.59675953982915,-0.823328062482591,-0.687169105677534,-0.953415245877977,-0.831596842424882,-0.69630563595184,-0.893253647763109,-1.0335153454229,-0.72208047189717,-0.87177916779289,-0.79287481287817,-0.734072774204626,-0.81587168637115,-0.681822198643301,-0.662771346658652,-0.577873776637102,1.38179180231123,-0.938567048776453,-0.847446738744679,-0.765739280895385,-1.06701247118057,-0.71701685372829,0.18648908891901,-0.71681398401817,0.170979654274412,-0.760320732053503,-1.04363167416184,-0.633971892549867,-0.794538828891362,-0.23648300468001,-0.585522007829571,-0.661137374000566,-0.273125718734851,-0.763739741327152,-0.744935577186,-0.846671590080072,-0.810904590954726,-0.971951507028799,-0.833367927352491,-1.03436696692663,0.39959363469879,0.166853702109036,-0.697836729541654,-0.0397316783092153,-0.846287247662358,-1.11429697141907,0.345315654484006,0.380624261879835,-0.917514349292862,-1.01675905437762,0.850511344106858,-0.365564535598352,-0.665412931184002,-0.607300040318657,-0.565264900818127,-0.465042401102418,-0.417211346084971,-0.729763316437776,-1.11600111592441,-1.46897073374536,-1.21525003685409,-0.567356774657823,-0.818111505256441,-0.571469910510612
"STRPN_Sp_2 (GE) - TPM",-0.996870619897311,-1.12397999641839,-0.726981583481668,-0.0132991202663904,0.523427176649089,-0.630987285675024,-0.915443290455493,-0.897427343542079,-0.529486887221377,-0.998337314525481,-0.606151865899622,-0.814082405498301,-0.739939690531708,-0.868331541105026,-0.710823413567452,-0.716511494526834,-0.920933984239425,-0.873117419210671,-0.779747819198152,-0.887535771370113,-0.828259292543017,-0.781729439188681,-0.906071083770018,-1.44251717651364,-0.716666695524431,-0.925253797276445,1.52566333370441,-0.837398421061647,-0.897737684025707,-0.719552017987933,-0.795253907905198,-0.775391099140754,0.309468309640102,-0.723022670353929,-0.224643752728681,-0.723296016600433,-1.0566369665841,-0.614341963495802,-0.753045906413853,-0.365445859419689,-0.607975936282311,-0.650630502777976,-0.523812272204676,-0.802439503517676,-0.866195819125733,-0.841512484267367,-0.822546958946679,-0.894760185936568,-0.895561189735517,-0.757510229304286,0.274467230354481,0.179506041674786,-0.686549817296057,0.0825453254936251,-0.847241045089588,-1.03986565828083,0.547700172626202,-0.00594234050892706,-0.899171351841805,-0.155162845563,0.741771022293366,-0.417868237406498,-0.708424808861785,-0.612380472050881,-0.543031603586513,-0.470919141943297,-0.42614523488439,-0.748883669362964,-1.17132868500123,-0.562352191829815,-1.21525003685409,-0.603457336947932,-0.75115855976044,-0.64769818886159
"STRPN_Sp_3 (GE) - TPM",-0.814075470525087,-1.11843823783082,-0.745726009348212,0.281721069024279,0.164360543954066,-0.886039818447422,-0.911956852442096,-0.922926806811632,-0.429982476958153,-1.0776439551196,-0.587912870668732,-0.89686749375746,-0.862638528834656,-0.657730970892684,-0.722579077411721,-0.615521061374939,-0.86452813014656,-0.783640790202955,-0.826601796784775,-0.909651395250817,-0.81953774969237,-0.806874576353981,-0.862427711334808,-0.298908470492994,-0.639747614386105,-0.733995503112723,1.58490155327878,-0.477050233973972,-0.715201810736593,-1.06411000539932,-0.90498290975441,-0.697610925713932,0.181611753501191,-0.520371046068391,0.464265227988336,-0.626888453518116,-1.05337785678892,-0.646432772613917,-0.726914052167784,-0.457975337782562,-0.585526676138845,-0.645374182436811,-0.612233571747712,-0.673596254305743,-0.695183047375219,-0.76553824848846,-0.831368873873968,-0.94176376665787,-0.839099107019686,-0.91126646254096,0.355878172596904,0.24346983848867,-0.550479171865254,0.115672648365506,-0.836281862992814,-1.04185282430981,0.410950145378576,-0.0297329728548469,-0.908352215268957,-0.417804981417723,0.604067460186622,-0.386561276581853,-0.673633159269531,-0.524818211927909,-0.556954125050813,-0.50451818726749,-0.413097042055104,-0.543111851926754,-1.16591750794069,0.635413017363181,1.16557027818086,-1.02398195482856,-1.00223240159663,-0.541728004507235
